PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,GR,PMC,TT,RF,SI,OID,CIN,EIN
6270352,NLM,MEDLINE,19811222,20200724,0022-538X (Print) 0022-538X (Linking),39,3,1981 Sep,Lack of AKR ecotropic provirus amplification in AKR leukemic thymuses.,808-15,"A DNA fragment from the 3' region of a molecularly cloned AKR ecotropic provirus was identified to be specific for the AKR ecotropic murine leukemia virus (MuLV). This selected DNA fragment was used to analyze the integrated MuLV proviruses in normal and leukemic tissue DNAs of AKR mice. In comparison with a DNA fragment from the 5' region of the cloned AKR genome or one representing the entire genome, this selected probe hybridized to only a few MuLV proviruses. By comparing transformed and nontransformed tissue DNAs, it appeared that no amplification of proviral sequences related to the AKR ecotropic MuLV had occurred in thymomas of AKR mice during the development of leukemia in these animals. Analysis of the AKR ecotropic MuLV proviruses revealed a significant degree of polymorphism for these sequences among individuals in the AKR/J strain of mouse.","['Yoshimura, F K', 'Breda, M']","['Yoshimura FK', 'Breda M']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,"['0 (DNA, Viral)']",IM,"['AKR murine leukemia virus/*genetics', 'Animals', 'DNA, Viral/*analysis', '*Gene Amplification', '*Genes, Viral', 'Leukemia Virus, Murine/*genetics', 'Leukemia, Experimental/*analysis', 'Mice', 'Mice, Inbred AKR', 'Recombination, Genetic', 'Thymoma/analysis', 'Thymus Neoplasms/analysis']",1981/09/01 00:00,1981/09/01 00:01,['1981/09/01 00:00'],"['1981/09/01 00:00 [pubmed]', '1981/09/01 00:01 [medline]', '1981/09/01 00:00 [entrez]']",ppublish,J Virol. 1981 Sep;39(3):808-15. doi: 10.1128/JVI.39.3.808-815.1981.,['10.1128/JVI.39.3.808-815.1981 [doi]'],['CA-25461/CA/NCI NIH HHS/United States'],PMC171313,,,,,,
6270351,NLM,MEDLINE,19811222,20200724,0022-538X (Print) 0022-538X (Linking),39,3,1981 Sep,Genomes of murine leukemia viruses isolated from wild mice.,777-91,"The genomes of murine leukemia viruses (MuLV) isolated from wild mice have been studied. Detailed restriction endonuclease maps of the 8.8-kilobase (kb) unintegrated linear viral DNAs were derived for five ecotropic and five amphotropic MuLV's from California field mice, for Friend MuLV, and for one ecotropic and one xenotropic MuLV from Mus musculus castaneus. In general, the California MuLV's were similar in their leftward 6 kb (corresponding to the leftward long terminal repeat [LTR], gag, and pol) and rightward 1 kb (7.8 to 8.8 kb, corresponding to p15E and the rightward LTR). For the region spanning 6.0 to 7.7 kb (which includes the sequences that encode gp70) the amphotropic MuLV's shared few enzyme sites with the ecotropic MuLV's, although the California ecotropic MuLV's were highly related to each other in this region, as were the amphotropic MuLV's. Cross-hybridization studies between amphotropic and California ecotropic MuLV DNAs indicated that they were not homologous in the region 6.3 to 7.6 kb; the California ecotropic viral DNAs cross-hybridized in this region to AKR ecotropic MuLV. When the California viral DNAs were compared with AKR ecotropic viral DNA, many differences in enzyme sites were noted throughout the genome. The U3 regions of the wild mouse LTRs showed partial homology to this region in AKR MuLV. The LTR of Moloney MuLV was highly related to that of the California MuLV's, whereas the LTR of Friend MuLV appeared to be a recombinant between the two types of LTRs. The M. musculus castaneus isolates were most closely related to ecotropic and xenotropic MuLV's isolated from inbred mice. One amphotropic MuLV DNA was cloned from supercoiled viral DNA at its unique EcoRI site in pBR322. Viral DNAs with one and two LTRs were isolated. After digestion with EcoRI, DNAs of both types were infectious. It is concluded that ecotropic and amphotropic MuLV's differ primarily in the region which encodes gp70.","['Chattopadhyay, S K', 'Oliff, A I', 'Linemeyer, D L', 'Lander, M R', 'Lowy, D R']","['Chattopadhyay SK', 'Oliff AI', 'Linemeyer DL', 'Lander MR', 'Lowy DR']",['eng'],"['Comparative Study', 'Journal Article']",United States,J Virol,Journal of virology,0113724,"['0 (DNA, Viral)', 'EC 3.1.21.- (DNA Restriction Enzymes)']",IM,"['Animals', 'Animals, Wild/microbiology', 'Base Sequence', 'Cloning, Molecular', 'DNA Restriction Enzymes', 'DNA, Viral', 'Friend murine leukemia virus/*genetics', '*Genes, Viral', 'Leukemia Virus, Murine/*genetics/isolation & purification', 'Mice/*microbiology', 'Muridae/*microbiology', 'Nucleic Acid Hybridization']",1981/09/01 00:00,1981/09/01 00:01,['1981/09/01 00:00'],"['1981/09/01 00:00 [pubmed]', '1981/09/01 00:01 [medline]', '1981/09/01 00:00 [entrez]']",ppublish,J Virol. 1981 Sep;39(3):777-91. doi: 10.1128/JVI.39.3.777-791.1981.,['10.1128/JVI.39.3.777-791.1981 [doi]'],,PMC171310,,,,,,
6270345,NLM,MEDLINE,19811222,20200724,0022-538X (Print) 0022-538X (Linking),39,3,1981 Sep,"Biochemical analysis of the p30's of N-, B-, and B leads to NB-tropic murine leukemia viruses of BALB/c origin.",703-12,"Previous analysis of the virion proteins of an N- and a B-tropic type C virus of BALB/c mice, of 16 N-tropic recombinants (XLPN viruses) between these viruses, and of eight NB-tropic viruses derived from the B-tropic virus suggested that among these closely related viruses N-, B-, or NB-tropism was associated with the electrophoretic mobility of p30 on sodium dodecyl sulfate-polyacrylamide gels, and thus that p30 might determine this phenotype. To obtain further evidence for the association of structural markers of p30 with N-, B-, or NB-tropism, we have analyzed the p30's of these same viruses by using two-dimensional tryptic peptide mapping and slab gel isoelectric focusing. The results of these analyses suggest that (i) a single peptide unique to the N-tropic virus p30- is present in the p30 of all N-tropic recombinants; (ii) a single peptide unique to the B virus p30 is not present in p30's of the N-tropic recombinants, and this peptide is also absent in p30's of NB-tropic viruses derived from the B-tropic virus; and (iii) p30's of NB-tropic viruses possess a new tryptic peptide not found in the p30 of their B-tropic virus progenitors, and this new peptide is not found in the p30 of the N-tropic virus of BALB/c or the XLPN viruses. These results are consistent with the possibility that p30 may determine the N-, B-, or NB-tropism of murine leukemia viruses. In addition, these studies indicate that some of the N-tropic recombinants have experienced recombination within the p30 gene.","['Schindler, J', 'Gautsch, J W', 'Lerner, R A', 'Hopkins, N']","['Schindler J', 'Gautsch JW', 'Lerner RA', 'Hopkins N']",['eng'],['Journal Article'],United States,J Virol,Journal of virology,0113724,"['0 (Peptides)', '0 (Viral Proteins)']",IM,"['Animals', 'Genes, Viral', 'Isoelectric Point', 'Leukemia Virus, Murine/*analysis/genetics/growth & development', 'Mice', 'Mice, Inbred BALB C', 'Peptides/analysis', 'Recombination, Genetic', 'Viral Plaque Assay', 'Viral Proteins/analysis/*physiology']",1981/09/01 00:00,1981/09/01 00:01,['1981/09/01 00:00'],"['1981/09/01 00:00 [pubmed]', '1981/09/01 00:01 [medline]', '1981/09/01 00:00 [entrez]']",ppublish,J Virol. 1981 Sep;39(3):703-12. doi: 10.1128/JVI.39.3.703-712.1981.,['10.1128/JVI.39.3.703-712.1981 [doi]'],,PMC171304,,,,,,
6270328,NLM,MEDLINE,19811222,20191031,0197-5110 (Print) 0197-5110 (Linking),2,1,1981,"Plasma membrane enzymes in BALB/c lymphomas with either T or B cell properties, I. 5'-Nucleotidase.",97-118,"Comparison of membrane bound 5'-nucleotidase activity has been made in crude extracts and plasma membrane fractions from Abelson virus transformed lymphomas, IgM, IgG and IgA producing plasmacytomas and from thymomas with different surface antigen markers. 5'Nucleotidase activity was characterised by the following criteria : 1) optimal pH for enzyme activity, 2) specificity of 5'AMP as a substrate at the optimal pH, 3) specific inhibition of the enzyme by alpha beta methylene ADP, 4) inhibition by EDTA. 5'-Nucleotidase was found to be present on the following B cells : Abelson virus transformed lymphomas, plasmacytomas and LPS-stimulated blasts from nu/nu spleens. The enzyme was also found in one thymoma Lut 13, but it was absent from all the other thymomas studied. A possible relationship between 5'-Nucleotidase and purine metabolism in lymphocyte subpopulations is suggested by the results.","['Zachowski, A', 'Simonin, G', 'Aubry, J', 'Pommier, P', 'Singh, S N', 'Potter, M', 'Paraf, A']","['Zachowski A', 'Simonin G', 'Aubry J', 'Pommier P', 'Singh SN', 'Potter M', 'Paraf A']",['eng'],['Journal Article'],United States,J Recept Res,Journal of receptor research,8008358,"[""0T2A5439OE (alpha,beta-methyleneadenosine 5'-diphosphate)"", '61D2G4IYVH (Adenosine Diphosphate)', 'EC 3.1.3.- (Nucleotidases)', ""EC 3.1.3.5 (5'-Nucleotidase)""]",IM,"[""5'-Nucleotidase"", 'Abelson murine leukemia virus', 'Adenosine Diphosphate/analogs & derivatives/pharmacology', 'Animals', 'B-Lymphocytes/*enzymology', 'Cell Membrane/enzymology', 'Cell Transformation, Viral', 'Hydrogen-Ion Concentration', 'Lymphoma/*enzymology', 'Mice', 'Mice, Inbred BALB C', 'Neoplasms, Experimental/enzymology', 'Nucleotidases/antagonists & inhibitors/*metabolism', 'Plasmacytoma/enzymology', 'Spleen/cytology', 'Substrate Specificity', 'T-Lymphocytes/*enzymology', 'Thymoma/enzymology']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",ppublish,J Recept Res. 1981;2(1):97-118. doi: 10.3109/10799898109038800.,['10.3109/10799898109038800 [doi]'],,,,,,,,
6270255,NLM,MEDLINE,19811221,20011102,0022-1317 (Print) 0022-1317 (Linking),54,Pt 2,1981 Jun,The relationship between genomic RNAs of polycythaemic forms of spleen focus-forming Friend virus and its helper virus.,367-77,We have studied the relationship between Friend spleen focus-forming virus (SFFV) and its helper lymphoid leukaemia virus (LLV) by comparing RNase T1 fingerprints of genomic RNAs. Our data indicate that about 70% of the SFFV sequence is a perfect copy of parts of the helper genome. We conclude that our SFFV and LLV isolates have co-evolved very closely and that SFFV-specific sequences are not identical in different Friend virus isolates.,"['Mol, J N', 'Vonk, W P', 'Pragnell, I B', 'Stoof, T J']","['Mol JN', 'Vonk WP', 'Pragnell IB', 'Stoof TJ']",['eng'],['Journal Article'],England,J Gen Virol,The Journal of general virology,0077340,"['0 (Oligoribonucleotides)', '0 (RNA, Viral)']",IM,"['Base Sequence', 'Friend murine leukemia virus/*genetics/pathogenicity', '*Genes, Viral', 'Helper Viruses/*genetics', 'Leukemia Virus, Murine/*genetics', 'Oligoribonucleotides/genetics', 'Polycythemia/microbiology', 'RNA, Viral/*genetics']",1981/06/01 00:00,1981/06/01 00:01,['1981/06/01 00:00'],"['1981/06/01 00:00 [pubmed]', '1981/06/01 00:01 [medline]', '1981/06/01 00:00 [entrez]']",ppublish,J Gen Virol. 1981 Jun;54(Pt 2):367-77. doi: 10.1099/0022-1317-54-2-367.,['10.1099/0022-1317-54-2-367 [doi]'],,,,,,,,
6270254,NLM,MEDLINE,19811221,20061115,0022-1317 (Print) 0022-1317 (Linking),54,Pt 2,1981 Jun,Establishment and propagation of a bovine leukaemia virus-producing cell line derived from the leukocyte of a leukaemic cow.,357-65,"A cell line (LB59Ly) derived from the leukocytes of a leukaemic cow was established as a monolayer, which spontaneously released large amounts of a retrovirus. This virus was found to be indistinguishable from the bovine leukaemia virus (BLV) produced by the commonly used high-producing heterologous cell line (FLK-BLV). Like the latter, its reverse transcriptase activity was greater in the presence of Mg2+ cations than in the presence of Mn2+ cations; its polyacrylamide gel electrophoresis pattern showed the presence of gp51, p24, p15, p12 and p10, and the antigenicity of the two major proteins completely cross-reacted with those of BLV from FLK-BLV cells. The virus was infectious and induced early and late polykaryocytosis, the specificity of which was demonstrated by use of specific anti-BLV sera.","['Mamoun, R Z', 'Astier, T', 'Guillemain, B']","['Mamoun RZ', 'Astier T', 'Guillemain B']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,J Gen Virol,The Journal of general virology,0077340,,IM,"['Animals', 'Cattle', 'Cattle Diseases/*blood', '*Cell Line', 'Leukemia/blood/*veterinary', 'Leukemia Virus, Bovine/*growth & development/immunology/physiology', 'Leukocytes/cytology', 'Lymphoma, Non-Hodgkin/blood/*veterinary', 'Retroviridae/*growth & development']",1981/06/01 00:00,1981/06/01 00:01,['1981/06/01 00:00'],"['1981/06/01 00:00 [pubmed]', '1981/06/01 00:01 [medline]', '1981/06/01 00:00 [entrez]']",ppublish,J Gen Virol. 1981 Jun;54(Pt 2):357-65. doi: 10.1099/0022-1317-54-2-357.,['10.1099/0022-1317-54-2-357 [doi]'],,,,,,,,
6270232,NLM,MEDLINE,19811221,20131121,0340-076X (Print) 0340-076X (Linking),19,9,1981 Sep,Urinary excretion of cyclic guanosine 3'.5'-monophosphate in children with malignant tumours.,979-81,"The present study shows an increased urinary cyclic guanosine 3'.5'-monophosphate (cyclic GMP) excretion rate in children of all age groups bearing malignant tumours or lymphomas. The incidence of increased cyclic GMP excretion was highly significant (79%). Follow-up studies of up to three years have revealed that during periods of remission of malignant disease the urinary cyclic GMP excretion drops to near normal values, whereas recurrences are accompanied by a new increase of cyclic GMP excretion.","['Puschendorf, B', 'Grunicke, H', 'Jentsch, J', 'Berger, H']","['Puschendorf B', 'Grunicke H', 'Jentsch J', 'Berger H']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,J Clin Chem Clin Biochem,Journal of clinical chemistry and clinical biochemistry. Zeitschrift fur klinische Chemie und klinische Biochemie,7701860,['H2D2X058MU (Cyclic GMP)'],IM,"['Age Factors', 'Child', 'Child, Preschool', 'Cyclic GMP/*urine', 'Female', 'Fetus', 'Follow-Up Studies', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia/urine', 'Lymphoma/*urine', 'Neoplasms/*urine', 'Pregnancy']",1981/09/01 00:00,1981/09/01 00:01,['1981/09/01 00:00'],"['1981/09/01 00:00 [pubmed]', '1981/09/01 00:01 [medline]', '1981/09/01 00:00 [entrez]']",ppublish,J Clin Chem Clin Biochem. 1981 Sep;19(9):979-81.,,,,,,,,,
6270228,NLM,MEDLINE,19811215,20190508,0022-1007 (Print) 0022-1007 (Linking),154,4,1981 Oct 1,"Genetics of susceptibility for radiation-induced leukemia. Mapping of genes involved to chromosomes 1, 2, and 4, and implications for a viral etiology in the disease.",1201-11,"Susceptibility to radiation-induced leukemia in (A/J x B10)F2 mice is encoded for by genes in chromosomes 1, 2, and 4. The loci involved in chromosomes 1 and 4 are close to or similar to xenotropic virus inducibility locus on chromosome 1 and a locus-affecting expression of xenotropic MuLV envelope-related cell surface antigens. Radiation-induced leukemia-1 (Ril-1) on chromosome 2 plays an overriding influence in susceptibility to the disease. This locus might encode ecotropic viral-associated genetic information or might contain cellular sequences with oncogenic potential. These findings are of interest in view of the importance of recombinant viruses to leukemogenesis. Furthermore, it is intriguing that Ril-1 is located in a chromosomal site rich in thymus differentiation-specific loci. An explanation for tissue-specific activation of endogenous viruses is that activation of the virus in question is dependent on differentiation-specific steps.","['Meruelo, D', 'Offer, M', 'Flieger, N']","['Meruelo D', 'Offer M', 'Flieger N']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,"['0 (Antigens, Surface)', '0 (Isoenzymes)', 'EC 3.4.- (Peptide Hydrolases)']",IM,"['Animals', 'Antigens, Surface/genetics', '*Chromosome Mapping', '*Chromosomes', 'Genetic Code', 'Immunity, Innate', 'Isoenzymes', 'Leukemia Virus, Murine', 'Leukemia, Radiation-Induced/etiology/*genetics', 'Mice', 'Mice, Inbred A/*genetics', 'Mice, Inbred C57BL', 'Peptide Hydrolases/genetics', 'Rabbits', 'T-Lymphocytes/immunology']",1981/10/01 00:00,1981/10/01 00:01,['1981/10/01 00:00'],"['1981/10/01 00:00 [pubmed]', '1981/10/01 00:01 [medline]', '1981/10/01 00:00 [entrez]']",ppublish,J Exp Med. 1981 Oct 1;154(4):1201-11. doi: 10.1084/jem.154.4.1201.,['10.1084/jem.154.4.1201 [doi]'],['CA22247/CA/NCI NIH HHS/United States'],PMC2186497,,,,,,
6270071,NLM,MEDLINE,19811215,20190511,0021-924X (Print) 0021-924X (Linking),89,6,1981 Jun,Transcriptional activity of globin genes in uninducible variants of Friend leukemic cells.,1711-9,"Transcriptional activity of globin genes in inducible and uninducible Friend leukemic cells was studied by two different approaches in an attempt to identify the biochemical basis for the loss of inducibility. (1) Nuclei were isolated, and transcripts synthesized endogenously were purified by the Hg-UTP/sulfhydryl-Sepharose method. Globin mRNA sequences were quantitated by hybridization with [32P]globin cDNA. The results showed that the transcription of globin genes was stimulated in DMSO-treated inducible cell nuclei, whereas there was no activation of globin gene transcription in nuclei of uninducible variants cultured with DMSO. (2) Nuclei were prepared from inducible and uninducible Friend cells cultured in the presence or absence of DMSO, and were then subjected to limited digestion with DNase I. DNA was isolated from the nuclei after about 10% of total DNA had become acid-soluble, and was hybridized with globin cDNA. Globin genes either in inducible or in uninducible Friend cells were specifically susceptible to DNase I irrespective of the addition of inducer. From these studies, it was concluded that globin genes of uninducible Friend cells retained the ""active conformation"" but were not actively transcribed even in the presence of inducers.","['Nose, K', 'Tanaka, A', 'Okamoto, H']","['Nose K', 'Tanaka A', 'Okamoto H']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,J Biochem,Journal of biochemistry,0376600,"['0 (RNA, Messenger)', '08J2K08A3Y (Dihydrotestosterone)', '9004-22-2 (Globins)', 'EC 3.1.- (Deoxyribonucleases)', 'EC 3.1.- (Endonucleases)', 'EC 3.1.21.1 (Deoxyribonuclease I)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Animals', 'Base Sequence', 'Cell Nucleus/metabolism', 'Cells, Cultured', 'Deoxyribonuclease I', 'Deoxyribonucleases', 'Dihydrotestosterone/pharmacology', 'Dimethyl Sulfoxide/*pharmacology', 'Endonucleases', '*Friend murine leukemia virus', 'Genetic Variation', 'Globins/biosynthesis/*genetics', 'Leukemia, Experimental/*metabolism', 'Nucleic Acid Hybridization', 'RNA, Messenger/*biosynthesis', '*Transcription, Genetic']",1981/06/01 00:00,1981/06/01 00:01,['1981/06/01 00:00'],"['1981/06/01 00:00 [pubmed]', '1981/06/01 00:01 [medline]', '1981/06/01 00:00 [entrez]']",ppublish,J Biochem. 1981 Jun;89(6):1711-9. doi: 10.1093/oxfordjournals.jbchem.a133371.,['10.1093/oxfordjournals.jbchem.a133371 [doi]'],,,,,,,,
6270013,NLM,MEDLINE,19811221,20190708,0020-7136 (Print) 0020-7136 (Linking),27,2,1981 Feb 15,Naturally occurring humoral immunity to endogenous xenotropic and amphotropic type-C virus in the mouse.,235-42,"Natural humoral cytotoxic antibodies from 13- and 18-month-old BALB/c mice showed a virus-specific complement-dependent activity against target cells productively infected with xenotropic, amphotropic or ecotropic type-C viruses. The cytotoxic activity was lowest against ecotropic virus-shedding cells. Serum obtained from mice less than 12 months old had no such reactivity. The cytotoxic reactivity was found to reside solely in the immunoglobulin M fraction which yielded reactivity comparable to the unfractionated sera concerning both titer and relative reactivities to the target cells infected with different type-C viruses. In hyperimmune mouse serum cytotoxic reactivity resided in IgG and IgM fractions. Examination of serum from individual, normal 18-month-old BALB/c mice revealed that 80-90% of them were cytotoxic against virus non-producer mink target cells expressing gp70 or gaggene product. Absorption of sera from 18-month-old normal BALB/c mice with cells shedding Class II or Class III xenotropic virus, amphotropic virus, Rauscher-MuLV, or Class 1 murine leukemia virus indicate a closer amphotropic-FMR viral subtype specificity of the natural cytotoxic immune response as compared to the amphotropic-xenotropic or amphotropic-ecotropic specificity. The incidence and the level of measured humoral cytotoxic activity was sustained in the tumor-bearing animal up to 28 months of age as compared to the background established in the 18-month-old animal. However, in the non-tumor-bearing animal, the incidence and level of cytotoxic reactivity declined rather rapidly with aging. Te sustained cytotoxic reactivity of the serum from old tumored mice might be involved in the progression of the tumor.","['Kende, M', 'Veronese, F', 'Hill, D W', 'Dinowitz, M', 'Kelloff, G J']","['Kende M', 'Veronese F', 'Hill DW', 'Dinowitz M', 'Kelloff GJ']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,"['0 (Antibodies, Neoplasm)', '0 (Immunoglobulin G)', '0 (Immunoglobulin M)']",IM,"['Age Factors', 'Animals', 'Antibodies, Neoplasm/immunology', 'Cell Line', '*Cytotoxicity, Immunologic', 'Female', 'Immunoglobulin G/immunology', 'Immunoglobulin M/immunology', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Retroviridae/*immunology', 'Tumor Virus Infections/blood/*immunology']",1981/02/15 00:00,1981/02/15 00:01,['1981/02/15 00:00'],"['1981/02/15 00:00 [pubmed]', '1981/02/15 00:01 [medline]', '1981/02/15 00:00 [entrez]']",ppublish,Int J Cancer. 1981 Feb 15;27(2):235-42. doi: 10.1002/ijc.2910270217.,['10.1002/ijc.2910270217 [doi]'],,,,,,,,
6269904,NLM,MEDLINE,19811215,20081121,0014-9446 (Print) 0014-9446 (Linking),40,12,1981 Oct,Ly 11.2: a cell surface antigen that may identify murine lymphocytes susceptible to transformation by oncogenic agents.,2717-20,,"['Meruelo, D', 'Paolino, A', 'Flieger, N', 'Offer, M', 'Dworkin, J']","['Meruelo D', 'Paolino A', 'Flieger N', 'Offer M', 'Dworkin J']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Fed Proc,Federation proceedings,0372771,"['0 (Antigens, Ly)', '0 (Immune Sera)']",IM,"['Animals', 'Antigens, Ly/*immunology', 'Cell Transformation, Neoplastic', 'Cell Transformation, Viral', 'Genes, MHC Class II', 'Immune Sera', 'Killer Cells, Natural/immunology', 'Leukemia Virus, Murine', 'Leukemia, Experimental/*immunology', 'Leukemia, Radiation-Induced/*immunology', 'Lymphocytes/*immunology', 'Mice', 'Mice, Inbred Strains']",1981/10/01 00:00,1981/10/01 00:01,['1981/10/01 00:00'],"['1981/10/01 00:00 [pubmed]', '1981/10/01 00:01 [medline]', '1981/10/01 00:00 [entrez]']",ppublish,Fed Proc. 1981 Oct;40(12):2717-20.,,['CA-22247/CA/NCI NIH HHS/United States'],,,,,,,
6269896,NLM,MEDLINE,19811222,20190621,0014-5793 (Print) 0014-5793 (Linking),131,1,1981 Aug 17,Inhibitors of nuclear ADP-ribosyl transferase retard DNA repair after N-methyl-N-nitroso-urea. Further evidence for the involvement of (ADP-ribose)n in DNA repair.,173-7,,"['Gray, D A', 'Durkacz, B W', 'Shall, S']","['Gray DA', 'Durkacz BW', 'Shall S']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,FEBS Lett,FEBS letters,0155157,"['0 (Nitrosourea Compounds)', '0 (Nucleoside Diphosphate Sugars)', '0W860991D6 (Deoxycytidine)', '20762-30-5 (Adenosine Diphosphate Ribose)', '25X51I8RD4 (Niacinamide)', '684-93-5 (Methylnitrosourea)', '70-57-5 (5-methylnicotinamide)', 'EC 2.4.2.30 (Poly(ADP-ribose) Polymerases)', 'EC 2.7.7.- (Nucleotidyltransferases)', 'VC2W18DGKR (Thymidine)']",IM,"['Adenosine Diphosphate Ribose/*metabolism', 'Animals', 'Cell Division/drug effects', 'Centrifugation, Density Gradient', 'DNA Repair/*drug effects', 'Deoxycytidine/pharmacology', 'Leukemia L1210/metabolism', 'Methylnitrosourea/*pharmacology', 'Mice', 'Niacinamide/analogs & derivatives/pharmacology', 'Nitrosourea Compounds/*pharmacology', 'Nucleoside Diphosphate Sugars/*metabolism', 'Nucleotidyltransferases/*antagonists & inhibitors', 'Poly(ADP-ribose) Polymerases', 'Thymidine/pharmacology']",1981/08/17 00:00,1981/08/17 00:01,['1981/08/17 00:00'],"['1981/08/17 00:00 [pubmed]', '1981/08/17 00:01 [medline]', '1981/08/17 00:00 [entrez]']",ppublish,FEBS Lett. 1981 Aug 17;131(1):173-7. doi: 10.1016/0014-5793(81)80913-1.,"['0014-5793(81)80913-1 [pii]', '10.1016/0014-5793(81)80913-1 [doi]']",,,,,,,,
6269815,NLM,MEDLINE,19811221,20061115,0002-3264 (Print) 0002-3264 (Linking),259,1,1981,[Cloning of a portion of the genome of the Moloney mouse sarcoma virus containing the oncogen].,219-22,,"['Chumakov, I M', 'Zabarovskii, E R', 'Mett, V L', 'Prasolov, V S', 'Kiselev, L L']","['Chumakov IM', 'Zabarovskii ER', 'Mett VL', 'Prasolov VS', 'Kiselev LL']",['rus'],['Journal Article'],Russia (Federation),Dokl Akad Nauk SSSR,Doklady Akademii nauk SSSR,7505465,"['0 (DNA, Viral)', 'EC 3.1.21.- (DNA Restriction Enzymes)']",IM,"['Chromosome Mapping', '*Cloning, Molecular', 'DNA Restriction Enzymes/genetics', 'DNA, Viral/genetics', '*Genes, Viral', 'Moloney murine leukemia virus/*genetics', 'Recombination, Genetic']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",ppublish,Dokl Akad Nauk SSSR. 1981;259(1):219-22.,,,,"Klonirovanie uchastka genoma virusa sarkomy myshei Moloni, soderzhashchego onkogen etogo virusa.",,,,,
6269798,NLM,MEDLINE,19811215,20191023,0147-9571 (Print) 0147-9571 (Linking),4,1,1981,A micro-enzyme-linked immunosorbent assay (ELISA) test for detection of feline leukemia virus in cats.,111-7,,"['Mia, A S', 'Kahn, D E', 'Tierney, M M', 'Post, J E']","['Mia AS', 'Kahn DE', 'Tierney MM', 'Post JE']",['eng'],['Journal Article'],England,Comp Immunol Microbiol Infect Dis,"Comparative immunology, microbiology and infectious diseases",7808924,"['0 (Antigens, Viral)']",IM,"['Animals', 'Antigens, Viral/*analysis', 'Cat Diseases/*diagnosis', 'Cats', 'Enzyme-Linked Immunosorbent Assay', 'Leukemia/diagnosis/*veterinary', 'Leukemia Virus, Feline/*immunology']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",ppublish,Comp Immunol Microbiol Infect Dis. 1981;4(1):111-7. doi: 10.1016/0147-9571(81)90036-9.,"['0147-9571(81)90036-9 [pii]', '10.1016/0147-9571(81)90036-9 [doi]']",,,,,,,,
