PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,CON,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,AD,RN,RF,CI,CIN,GR,PMC,TT,DEP,EIN,SI,OID,OTO,OT,GN,MID,PS,FPS
10861016,NLM,MEDLINE,20000731,20190501,0027-8424 (Print) 0027-8424 (Linking),97,13,2000 Jun 20,AML1/ETO-expressing nonleukemic stem cells in acute myelogenous leukemia with 8;21 chromosomal translocation.,7521-6,"['Miyamoto, T', 'Weissman, I L', 'Akashi, K']","['Miyamoto T', 'Weissman IL', 'Akashi K']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,,"['Adult', 'Antigens, CD34', '*Chromosomes, Human, Pair 21', '*Chromosomes, Human, Pair 8', 'Core Binding Factor Alpha 2 Subunit', 'DNA-Binding Proteins/*biosynthesis/genetics', 'Female', 'Hematopoietic Stem Cells/*metabolism', 'Humans', 'Leukemia, Myeloid, Acute/*genetics/metabolism/pathology', 'Male', 'Middle Aged', 'Neoplasm, Residual/genetics/pathology', '*Proto-Oncogene Proteins', 'Transcription Factors/*biosynthesis/genetics', '*Translocation, Genetic']",2000/06/22 10:00,2000/08/06 11:00,['2000/06/22 10:00'],"['2000/06/22 10:00 [pubmed]', '2000/08/06 11:00 [medline]', '2000/06/22 10:00 [entrez]']","['97/13/7521 [pii]', '10.1073/pnas.97.13.7521 [doi]']",ppublish,Proc Natl Acad Sci U S A. 2000 Jun 20;97(13):7521-6. doi: 10.1073/pnas.97.13.7521.,"Leukemia-specific AML1/ETO transcripts are detectable in most patients with t(8;21) acute myelogenous leukemia (AML) in long-term remission. To understand the inconsistency between the clinical cure and the presence of ""residual disease"" at a molecular level, we separated and identified the cells expressing AML1/ETO by phenotype and function. Here we demonstrate that AML1/ETO transcripts are present in a fraction of stem cells, monocytes, and B cells in remission marrow, and in a fraction of B cells in leukemic marrow, but not in T cells. AML1/ETO transcripts also were demonstrated in a fraction of colony-forming cells of erythroid, granulocyte-macrophage, and/or megakaryocyte lineages in both leukemic and remission marrow. These data strongly suggest that the acquisition of the t(8;21) occurs at the level of stem cells capable of differentiating into B cells as well as all myeloid lineages, and that a fraction of the AML1/ETO-expressing stem cells undergo additional oncogenic event(s) that ultimately leads to transformation into AML.","['Departments of Pathology and Developmental Biology, Stanford University School of Medicine, Stanford, CA 94305, USA.']","['0 (Antigens, CD34)', '0 (Core Binding Factor Alpha 2 Subunit)', '0 (DNA-Binding Proteins)', '0 (Proto-Oncogene Proteins)', '0 (RUNX1 protein, human)', '0 (Transcription Factors)']",,,,['CA42551/CA/NCI NIH HHS/United States'],PMC16578,,,,,,,,,,,
10860979,NLM,MEDLINE,20000731,20190501,0027-8424 (Print) 0027-8424 (Linking),97,13,2000 Jun 20,Structure-based discovery of an organic compound that binds Bcl-2 protein and induces apoptosis of tumor cells.,7124-9,"['Wang, J L', 'Liu, D', 'Zhang, Z J', 'Shan, S', 'Han, X', 'Srinivasula, S M', 'Croce, C M', 'Alnemri, E S', 'Huang, Z']","['Wang JL', 'Liu D', 'Zhang ZJ', 'Shan S', 'Han X', 'Srinivasula SM', 'Croce CM', 'Alnemri ES', 'Huang Z']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,,"['Animals', 'Antineoplastic Agents/*chemistry/*pharmacology', 'Apoptosis/*drug effects', 'Computer Simulation', 'Drug Design', 'HL-60 Cells', 'Humans', 'Mice', 'Organic Chemicals/*chemistry/*pharmacology', 'Peptides/*chemistry/*pharmacology', 'Protein Binding', 'Proto-Oncogene Proteins c-bcl-2/*chemistry', 'Structure-Activity Relationship']",2000/06/22 10:00,2000/08/06 11:00,['2000/06/22 10:00'],"['2000/06/22 10:00 [pubmed]', '2000/08/06 11:00 [medline]', '2000/06/22 10:00 [entrez]']","['97/13/7124 [pii]', '10.1073/pnas.97.13.7124 [doi]']",ppublish,Proc Natl Acad Sci U S A. 2000 Jun 20;97(13):7124-9. doi: 10.1073/pnas.97.13.7124.,"Bcl-2 and related proteins are key regulators of apoptosis or programmed cell death implicated in human disease including cancer. We recently showed that cell-permeable Bcl-2 binding peptides could induce apoptosis of human myeloid leukemia in vitro and suppress its growth in severe combined immunodeficient mice. Here we report the discovery of HA14-1, a small molecule (molecular weight = 409) and nonpeptidic ligand of a Bcl-2 surface pocket, by using a computer screening strategy based on the predicted structure of Bcl-2 protein. In vitro binding studies demonstrated the interaction of HA14-1 with this Bcl-2 surface pocket that is essential for Bcl-2 biological function. HA14-1 effectively induced apoptosis of human acute myeloid leukemia (HL-60) cells overexpressing Bcl-2 protein that was associated with the decrease in mitochondrial membrane potential and activation of caspase-9 followed by caspase-3. Cytokine response modifier A, a potent inhibitor of Fas-mediated apoptosis, did not block apoptosis induced by HA14-1. Whereas HA14-1 strongly induced the death of NIH 3T3 (Apaf-1(+/+)) cells, it had little apoptotic effect on Apaf-1-deficient (Apaf-1(-/-)) mouse embryonic fibroblast cells. These data are consistent with a mechanism by which HA14-1 induces the activation of Apaf-1 and caspases, possibly by binding to Bcl-2 protein and inhibiting its function. The discovery of this cell-permeable molecule provides a chemical probe to study Bcl-2-regulated apoptotic pathways in vivo and could lead to the development of new therapeutic agents.","['Kimmel Cancer Center, Jefferson Medical College, Thomas Jefferson University, Philadelphia, PA 19107, USA.']","['0 (Antineoplastic Agents)', '0 (Organic Chemicals)', '0 (Peptides)', '0 (Proto-Oncogene Proteins c-bcl-2)']",,,,,PMC16510,,,,,,,,,,,
10860939,NLM,MEDLINE,20000810,20190607,0026-895X (Print) 0026-895X (Linking),58,1,2000 Jul,Cellular response to a glutathione S-transferase P1-1 activated prodrug.,167-74,"['Rosario, L A', ""O'Brien, M L"", 'Henderson, C J', 'Wolf, C R', 'Tew, K D']","['Rosario LA', ""O'Brien ML"", 'Henderson CJ', 'Wolf CR', 'Tew KD']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Mol Pharmacol,Molecular pharmacology,0035623,IM,,"['3T3 Cells', 'Animals', 'Antineoplastic Agents, Alkylating/*metabolism/pharmacology', 'Cytotoxins/*metabolism/pharmacology', 'Drug Screening Assays, Antitumor', 'Glutathione/*analogs & derivatives/*metabolism/pharmacology', 'Glutathione S-Transferase pi', 'Glutathione Transferase/*metabolism', 'HL-60 Cells', 'Humans', 'Inhibitory Concentration 50', 'Isoenzymes/*metabolism', 'Mice', 'Prodrugs/*metabolism/pharmacology', 'Tumor Cells, Cultured']",2000/06/22 10:00,2000/08/12 11:00,['2000/06/22 10:00'],"['2000/06/22 10:00 [pubmed]', '2000/08/12 11:00 [medline]', '2000/06/22 10:00 [entrez]']",['10.1124/mol.58.1.167 [doi]'],ppublish,Mol Pharmacol. 2000 Jul;58(1):167-74. doi: 10.1124/mol.58.1.167.,"TER286 [gamma-glutamyl-alpha-amino-beta(2-ethyl-N,N,N', N'-tetrakis(2-chloroethyl)phosphorodiamidate)-sulfonyl-propionyl-( R)- (-) phenylglycine] is a novel nitrogen mustard prodrug that is preferentially activated by glutathione S-transferase P1-1 (GSTP1-1). A human promyelocytic leukemia /TER286-resistant cell line was selected by chronic, long-term exposure to the prodrug. Although resistance was not readily achieved, eventually a 5-fold resistant clone was isolated. Cross-resistance to melphalan occurred, but not to doxorubicin (Adriamycin), taxol, and gamma-glutamyl-S-(benzyl)cysteinyl-R(-)-phenyl glycine diethyl ester, a GSTP1-1 inhibitor. The protein and transcript levels and enzymatic activity of GSTP1-1 were reduced significantly in the selected resistant line. GSTalpha levels were unchanged, and GSTmu was undetectable. Although glutathione levels were elevated in human promyelocytic leukemia/TER286 cells, no changes in the expression of thiol-related genes including gamma-glutamylcysteine synthetase, gamma-glutamyl transpeptidase, or multidrug resistance protein were found. A 7-fold increase in catalase expression in the resistant cell line indicated an adaptive response to oxidative and electrophilic stress, and this was also reflected in the lower prevalence of drug-induced DNA single-strand breaks in the resistant cells. Mouse embryo fibroblast GSTP1-1(-/-) cells exhibited 2-fold resistance to TER286 compared with GSTP1-1(+/+) cells. NIH3T3 cells transfected with combinations of gamma-GCS and multidrug resistance protein exhibited enhanced resistance to TER286, although the degree of resistance was impaired by cotransfection of GSTP1-1. These results are consistent with responses in the TER286-resistant cells indicative of GSTP1-1-mediated mechanism of activation. In consequence, these data support the rationale that tumors expressing high levels of GSTP1-1 will be more sensitive to the cytotoxic effects of the drug.","['Department of Pharmacology, Fox Chase Cancer Center, Philadelphia, PA 19111, USA.']","['0 (Antineoplastic Agents, Alkylating)', '0 (Cytotoxins)', '0 (Isoenzymes)', '0 (Prodrugs)', '158382-37-7 (TER 286)', 'EC 2.5.1.18 (GSTP1 protein, human)', 'EC 2.5.1.18 (Glutathione S-Transferase pi)', 'EC 2.5.1.18 (Glutathione Transferase)', 'EC 2.5.1.18 (Gstp1 protein, mouse)', 'GAN16C9B8O (Glutathione)']",,,,"['CA06927/CA/NCI NIH HHS/United States', 'CA53893/CA/NCI NIH HHS/United States', 'RR05539/RR/NCRR NIH HHS/United States']",,,,,,,,,,,,
10860905,NLM,MEDLINE,20000906,20131121,1058-4838 (Print) 1058-4838 (Linking),30 Suppl 2,,2000 Jun,Rationale for the use of hydroxyurea as an anti-human immunodeficiency virus drug.,S193-7,"['Lori, F', 'Lisziewicz, J']","['Lori F', 'Lisziewicz J']",['eng'],"['Journal Article', 'Review']",United States,Clin Infect Dis,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,9203213,IM,,"['Anti-HIV Agents/pharmacology/*therapeutic use', 'Drug Resistance, Microbial', 'Drug Synergism', 'Drug Therapy, Combination', 'HIV Infections/*drug therapy/virology', 'HIV-1/*drug effects', 'Humans', 'Hydroxyurea/*pharmacology/*therapeutic use', 'Reverse Transcriptase Inhibitors/therapeutic use', 'Virus Replication/drug effects']",2000/06/22 10:00,2000/09/09 11:01,['2000/06/22 10:00'],"['2000/06/22 10:00 [pubmed]', '2000/09/09 11:01 [medline]', '2000/06/22 10:00 [entrez]']","['CID990297 [pii]', '10.1086/313851 [doi]']",ppublish,Clin Infect Dis. 2000 Jun;30 Suppl 2:S193-7. doi: 10.1086/313851.,"Hydroxyurea has been extensively used in medical practice, mainly for treating chronic myelogenous leukemia, sickle cell anemia, and other diseases. In light of its ability to inhibit DNA synthesis and to induce cell cycle arrest through inhibition of ribonucleotide reductase, the effects of hydroxyurea on replication of human immunodeficiency virus type 1 (HIV-1) have been investigated. In vitro hydroxyurea has been shown to block HIV-1 reverse transcription and/or replication in quiescent peripheral blood mononuclear cells (PBMC) and macrophages. Hydroxyurea was also found to be synergistic with the nucleoside reverse transcriptase inhibitor didanosine and to inhibit HIV-1 replication in activated PBMC; this inhibition may be due to a reduction in deoxynucleoside triphosphate pool sizes. Finally, hydroxyurea has been shown to sensitize didanosine-resistant mutants. Hydroxyurea may therefore be useful for limiting the spread of didanosine-resistant HIV-1 variants. The favorable toxicity profile of hydroxyurea and the lack of significant overlapping toxicities with some of the nucleoside reverse transcriptase inhibitors, as well as their distinct mechanisms of action, have provided further rationale for use of these agents in combination therapies.","['Research Institute for Genetic and Human Therapy, Washington, DC 20007, USA. RIGHT@gunet.georgetown.edu.']","['0 (Anti-HIV Agents)', '0 (Reverse Transcriptase Inhibitors)', 'X6Q56QN5QC (Hydroxyurea)']",36,,,,,,,,,,,,,,,
10860745,NLM,MEDLINE,20000710,20061115,0022-2836 (Print) 0022-2836 (Linking),299,2,2000 Jun 2,Biochemical analyses of the AF10 protein: the extended LAP/PHD-finger mediates oligomerisation.,369-78,"['Linder, B', 'Newman, R', 'Jones, L K', 'Debernardi, S', 'Young, B D', 'Freemont, P', 'Verrijzer, C P', 'Saha, V']","['Linder B', 'Newman R', 'Jones LK', 'Debernardi S', 'Young BD', 'Freemont P', 'Verrijzer CP', 'Saha V']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,J Mol Biol,Journal of molecular biology,2985088R,IM,,"['Amino Acid Motifs', 'Amino Acid Sequence', 'Biological Transport', 'Cell Nucleus/metabolism', 'Chromatography, Gel', 'Conserved Sequence', 'Cross-Linking Reagents/metabolism', 'DNA, Single-Stranded/chemistry/genetics/metabolism', 'DNA-Binding Proteins/chemistry/genetics/metabolism/ultrastructure', 'HeLa Cells', 'Humans', 'Leukemia, Myeloid/genetics', 'Microscopy, Electron', 'Molecular Sequence Data', 'Molecular Weight', 'Mutation/genetics', 'Nuclear Localization Signals/genetics/physiology', 'Nucleic Acid Conformation', 'Protein Binding', 'Recombinant Fusion Proteins/chemistry/genetics/metabolism/ultrastructure', 'Sequence Alignment', 'Transcription Factors/*chemistry/genetics/*metabolism/ultrastructure']",2000/06/22 10:00,2000/07/15 11:00,['2000/06/22 10:00'],"['2000/06/22 10:00 [pubmed]', '2000/07/15 11:00 [medline]', '2000/06/22 10:00 [entrez]']","['10.1006/jmbi.2000.3766 [doi]', 'S0022-2836(00)93766-5 [pii]']",ppublish,J Mol Biol. 2000 Jun 2;299(2):369-78. doi: 10.1006/jmbi.2000.3766.,"Leukaemogenesis correlates with alterations in chromatin structure brought about by the gain or loss of interactive domains from regulatory factors that are disrupted by chromosomal translocations. The gene MLL, a target of such translocation events, forms chimaeric fusion products with a variety of partner genes. While MLL appears to be involved in chromatin-mediated gene regulation, the functions of its partner genes are largely speculative. We report the biochemical analysis of the MLL partner gene AF10 and its possible role in leukaemogenesis. AF10 has been reported to be re-arranged with genes other than MLL leading to the same phenotype, a myeloid leukaemia. We have identified a novel protein-protein interaction motif in the AF10 protein comprising the extended LAP/PHD-finger. This domain mediates homo-oligomerisation of recombinant AF10 and is conserved in several proteins, including MLL itself. AF10 binds cruciform DNA via a specific interaction with an AT-hook motif and is localised to the nucleus by a defined bipartite nuclear localisation signal in the N-terminal region.","[""Department of Medical Oncology, St Bartholomew's and the Royal London Hospital School of Medicine, Imperial Cancer Research Fund, Charterhouse Square, London, EC1 M 6BQ, England. blinder@gwdg.de""]","['0 (Cross-Linking Reagents)', '0 (DNA, Single-Stranded)', '0 (DNA-Binding Proteins)', '0 (MLLT10 protein, human)', '0 (Nuclear Localization Signals)', '0 (Recombinant Fusion Proteins)', '0 (Transcription Factors)']",,['Copyright 2000 Academic Press.'],,,,,,,,,,,,,,
10860431,NLM,MEDLINE,20000627,20071115,0041-5782 (Print) 0041-5782 (Linking),162,20,2000 May 15,[Fatal outcome of Strongyloides stercoralis infection in a patient with no previously known immunosuppression].,2894-5,"['Sorensen, M', 'Andersen, O', 'Friis-Moller, A', 'Kvinesdal, B B']","['Sorensen M', 'Andersen O', 'Friis-Moller A', 'Kvinesdal BB']",['dan'],"['Case Reports', 'English Abstract', 'Journal Article']",Denmark,Ugeskr Laeger,Ugeskrift for laeger,0141730,IM,,"['Adult', 'Animals', 'Denmark', 'Fatal Outcome', 'Ghana/ethnology', 'Humans', 'Jejunal Neoplasms/complications/diagnosis/immunology', '*Leukemia-Lymphoma, Adult T-Cell/complications/diagnosis/immunology', 'Male', '*Strongyloides stercoralis/isolation & purification', '*Strongyloidiasis/complications/diagnosis/immunology']",2000/06/22 10:00,2000/07/06 11:00,['2000/06/22 10:00'],"['2000/06/22 10:00 [pubmed]', '2000/07/06 11:00 [medline]', '2000/06/22 10:00 [entrez]']",,ppublish,Ugeskr Laeger. 2000 May 15;162(20):2894-5.,"A case of fatal infection with Strongyloides stercoralis in a previously healthy young African with no known immunosuppression is reported. The patient suffered severe gastrointestinal bleeding and despite intensive treatment died of multiorgan failure. Postmortem, signs of ulcerating T-cell lymphoma were found in a jejunal specimen, and the patient was found to be infected with HTLV-1. Gastrointestinal bleeding in relation to infection with Strongyloides stercoralis is discussed as well as possible relations between the severity of infection, lymphoma and HTLV-1.","['H:S Hvidovre Hospital, infektionsmedicinsk afdeling.']",,,,,,,Fatalt forlobende Strongyloides stercoralis-infektion hos patient uden forudgaende kendt immunsuppression.,,,,,,,,,,
10860135,NLM,MEDLINE,20001018,20170214,1060-0280 (Print) 1060-0280 (Linking),34,6,2000 Jun,Acquired factor VIII inhibitor in a patient with chronic myelogenous leukemia receiving interferon-alfa therapy.,737-9,"['English, K E', 'Brien, W F', 'Howson-Jan, K', 'Kovacs, M J']","['English KE', 'Brien WF', 'Howson-Jan K', 'Kovacs MJ']",['eng'],"['Case Reports', 'Journal Article']",United States,Ann Pharmacother,The Annals of pharmacotherapy,9203131,IM,,"['Antineoplastic Agents/*adverse effects', 'Factor VIII/*antagonists & inhibitors', 'Hemorrhage/*chemically induced', 'Humans', 'Interferon-alpha/*adverse effects', 'Leukemia, Myeloid/*drug therapy', 'Male', 'Middle Aged']",2000/06/22 10:00,2000/10/21 11:01,['2000/06/22 10:00'],"['2000/06/22 10:00 [pubmed]', '2000/10/21 11:01 [medline]', '2000/06/22 10:00 [entrez]']",['10.1345/aph.19330 [doi]'],ppublish,Ann Pharmacother. 2000 Jun;34(6):737-9. doi: 10.1345/aph.19330.,"OBJECTIVE: To report a case of an acquired factor VIII inhibitor associated with the use of interferon-alfa. CASE SUMMARY: A 58-year-old white man with newly diagnosed chronic myelogenous leukemia (CML) was initially treated with hydroxyurea. Interferon-alfa therapy was started six weeks later in order to enhance the response, with gradual reduction and eventual discontinuation of hydroxyurea. Interferon-alfa was continued for one year. Following bone marrow aspiration at one year, the patient developed significant bleeding and bruising at the site of extraction. His hemoglobin decreased from 11.3 to 9.3 g/dL and his activated partial thromboplastin time was elevated at 72 seconds. The factor VIII concentration was 0.02 units/mL; factor VIII inhibitor concentration was 58 Bethesda units. A diagnosis of an acquired factor VIII inhibitor was made, and the patient was treated with activated factor VII concentrates and prednisone. Interferon-alfa was discontinued, and the inhibitor subsequently disappeared over the next six weeks. The patient did not have any further bleeding problems. DISCUSSION: Acquired factor VIII inhibitors other than in patients with hemophilia are rare. To date, there are no reported cases of factor VIII inhibitors associated with CML. Moreover, the temporal association with interferon-alfa administration suggests a causal relationship. There are only two previous case reports suggesting interferon-alfa as a cause of factor VIII inhibitors. CONCLUSIONS: Induction of factor VIII inhibitors is a serious potential complication of therapy with interferon-alfa. We suggest that a diagnosis of an acquired factor VIII inhibitor be considered in patients who experience unexplained bleeding with interferon-alfa therapy.","['Department of Hematology, University of Western Ontario, London, Canada.']","['0 (Antineoplastic Agents)', '0 (Interferon-alpha)', '9001-27-8 (Factor VIII)']",,,,,,,,,,,,,,,,
10859662,NLM,MEDLINE,20000710,20131121,0306-9877 (Print) 0306-9877 (Linking),54,4,2000 Apr,A theoretical model based upon mast cells and histamine to explain the recently proclaimed sensitivity to electric and/or magnetic fields in humans.,663-71,"['Gangi, S', 'Johansson, O']","['Gangi S', 'Johansson O']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Med Hypotheses,Medical hypotheses,7505668,IM,,"['*Electromagnetic Fields', 'Histamine/*physiology', 'Humans', 'Mast Cells/*physiology/radiation effects', '*Models, Biological']",2000/06/22 10:00,2000/07/15 11:00,['2000/06/22 10:00'],"['2000/06/22 10:00 [pubmed]', '2000/07/15 11:00 [medline]', '2000/06/22 10:00 [entrez]']","['10.1054/mehy.1999.0923 [doi]', 'S0306-9877(99)90923-4 [pii]']",ppublish,Med Hypotheses. 2000 Apr;54(4):663-71. doi: 10.1054/mehy.1999.0923.,"The relationship between exposure to electromagnetic fields (EMFs) and human health is more and more in focus. This is mainly because of the rapid increasing use of such EMFs within our modern society. Exposure to EMFs has been linked to different cancer forms, e.g. leukemia, brain tumors, neurological diseases, such as Alzheimer's disease, asthma and allergy, and recently to the phenomena of 'electrosupersensitivity' and 'screen dermatitis'. There is an increasing number of reports about cutaneous problems as well as symptoms from internal organs, such as the heart, in people exposed to video display terminals (VDTs). These people suffer from subjective and objective skin and mucosa-related symptoms, such as itch, heat sensation, pain, erythema, papules and pustules. In severe cases, people can not, for instance, use VDTs or artificial light at all, or be close to mobile telephones. Mast cells (MCs), when activated, release a spectrum of mediators, among them histamine, which is involved in a variety of biological effects with clinical relevance, e.g. allergic hypersensitivity, itch, edema, local erythema and many types of dermatoses. From the results of recent studies, it is clear that EMFs affect the MC, and also the dendritic cell, population and may degranulate these cells. The release of inflammatory substances, such as histamine, from MCs in the skin results in a local erythema, edema and sensation of itch and pain, and the release of somatostatin from the dendritic cells may give rise to subjective sensations of on-going inflammation and sensitivity to ordinary light. These are, as mentioned, the common symptoms reported from patients suffering from 'electrosupersensitivity'/'screen dermatitis'. MCs are also present in the heart tissue and their localization is of particular relevance to their function. Data from studies made on interactions of EMFs with the cardiac function have demonstrated that highly interesting changes are present in the heart after exposure to EMFs. One could speculate that the cardiac MCs are responsible for these changes due to degranulation after exposure to EMFs. However, it is still not known how, and through which mechanisms, all these different cells are affected by EMFs. In this article, we present a theoretical model, based upon observations on EMFs and their cellular effects, to explain the proclaimed sensitivity to electric and/or magnetic fields in humans.","['Experimental Dermatology Unit, Department of Neuroscience, Karolinska Institute, Stockholm, Sweden.']",['820484N8I3 (Histamine)'],,['Copyright 2000 Harcourt Publishers Ltd.'],,,,,,,,,,,,,,
10859471,NLM,MEDLINE,20000726,20171101,1018-2438 (Print) 1018-2438 (Linking),122,1,2000 May,Isolation of a lactose-binding protein with monocyte/macrophage chemotactic activity. Biological and physicochemical characteristics.,66-75,"['Yamanaka, T', 'Saita, N', 'Kawano, O', 'Matsumoto, M', 'Kohrogi, H', 'Suga, M', 'Ando, M', 'Hirashima, M']","['Yamanaka T', 'Saita N', 'Kawano O', 'Matsumoto M', 'Kohrogi H', 'Suga M', 'Ando M', 'Hirashima M']",['eng'],['Journal Article'],Switzerland,Int Arch Allergy Immunol,International archives of allergy and immunology,9211652,IM,,"['Carrier Proteins/*isolation & purification/pharmacology', 'Chemotactic Factors/*isolation & purification/pharmacology', '*Chemotaxis, Leukocyte', 'Culture Media, Conditioned', 'Cytokines/analysis', 'Dose-Response Relationship, Drug', '*Escherichia coli Proteins', 'Humans', 'Leukemia, T-Cell/immunology', 'Lymphoma, T-Cell/immunology', 'Macrophages, Alveolar/*drug effects', 'Monocytes/*drug effects', '*Monosaccharide Transport Proteins', '*Symporters', 'Tumor Cells, Cultured/immunology']",2000/06/22 00:00,2000/06/22 00:01,['2000/06/22 00:00'],"['2000/06/22 00:00 [pubmed]', '2000/06/22 00:01 [medline]', '2000/06/22 00:00 [entrez]']","['24360 [pii]', '10.1159/000024360 [doi]']",ppublish,Int Arch Allergy Immunol. 2000 May;122(1):66-75. doi: 10.1159/000024360.,"BACKGROUND: We established a T cell line, STO-5, which constitutively produced monocyte/macrophage chemotactic activity via human T cell lymphoma-leukemia-virus-induced transformation of normal human T cells. METHODS: We isolated and purified a lactose-binding protein, MCF-pl5-L (MW of about 50 kD, pl of about 5) from a conditioned medium of STO-5. By using highly purified MCF-pl5-L, its biological and physicochemical properties were elucidated in comparison with C5a and MCP-1. RESULTS: MCF-pl5-L exhibited an evident dose-dependent monocyte chemotactic activity (MCA). MCF-pl5-L had no or little affinity for heparin unlike chemokines such as MCP-1. We further found that MCF-pl5-L exhibited potent chemotactic activity not only for monocytes but also for alveolar macrophages. In contrast, C5a and MCP-1 failed to show evident chemotactic activity for alveolar macrophages though they did show MCA. MCF-pl5-L failed to exhibit evident eosinophil and neutrophil chemotactic activities, indicating its chemotactic activity is selective for monocytes/macrophages. Regarding the biological functions of MCF-pl5-L other than MCA and chemotactic activity for alveolar macrophages, we found that MCF-pl5-L but not C5a and MCP-1 could prolong the life span of alveolar macrophages, probably by inhibiting apoptosis of macrophages, and stimulate the production of TNF-alpha from macrophages. CONCLUSIONS: These results suggest that MCF-pl5-L plays a role as an immune modulator for monocytes/macrophages in the site.","['First Department of Internal Medicine, Kumamoto University School of Medicine, Kumamoto, Japan.']","['0 (Carrier Proteins)', '0 (Chemotactic Factors)', '0 (Culture Media, Conditioned)', '0 (Cytokines)', '0 (Escherichia coli Proteins)', '0 (LacY protein, E coli)', '0 (Monosaccharide Transport Proteins)', '0 (Symporters)']",,"['Copyright 2000 S. Karger AG, Basel']",,,,,,,,,,,,,,
10859435,NLM,MEDLINE,20000811,20171101,0009-3157 (Print) 0009-3157 (Linking),46,4,2000 Jul-Aug,Intensive intravenous amphotericin B for prophylaxis of systemic fungal infections. Results of a prospective controlled pilot study in acute leukemia patients.,293-302,"['Karthaus, M', 'Doellmann, T', 'Klimasch, T', 'Elser, C', 'Rosenthal, C', 'Ganser, A', 'Heil, G']","['Karthaus M', 'Doellmann T', 'Klimasch T', 'Elser C', 'Rosenthal C', 'Ganser A', 'Heil G']",['eng'],"['Clinical Trial', 'Journal Article']",Switzerland,Chemotherapy,Chemotherapy,0144731,IM,,"['Adult', 'Aged', 'Amphotericin B/administration & dosage/adverse effects/*therapeutic use', '*Antibiotic Prophylaxis', 'Antifungal Agents/administration & dosage/adverse effects/*therapeutic use', 'Female', 'Fever/etiology', 'Humans', 'Infusions, Intravenous', 'Kidney/drug effects', 'Male', 'Middle Aged', 'Mycoses/*prevention & control', 'Pilot Projects', 'Prospective Studies']",2000/06/22 10:00,2000/08/19 11:00,['2000/06/22 10:00'],"['2000/06/22 10:00 [pubmed]', '2000/08/19 11:00 [medline]', '2000/06/22 10:00 [entrez]']","['7301 [pii]', '10.1159/000007301 [doi]']",ppublish,Chemotherapy. 2000 Jul-Aug;46(4):293-302. doi: 10.1159/000007301.,"BACKGROUND: Invasive fungal infections are an increasing cause of morbidity in acute leukemia (AL) patients. METHODS: In a prospective pilot trial, the safety and efficacy of antifungal prophylaxis with intravenous (i.v.) amphotericin B (AMB; 1 mg/kg every 48 h) was studied in 46 consecutive cycles. Prophylaxis with i.v. AMB was carried out in patients treated with intensive chemotherapy for AL and compared with a control of 49 cycles without prophylaxis. RESULTS: Pulmonary infiltrates (5 vs. 23; p < 0.001) and fungal microabscesses in the liver or spleen (0 vs. 6; p = 0.014) occurred significantly less frequently in the prophylaxis group. While there were 3 deaths related to systemic fungal infections in the control group, there were none in the prophylaxis group. Escalation to conventional AMB (1.0 mg/kg/day) was significantly less frequent in the prophylaxis group (9 out of 46 cycles) compared with the control arm (29 out of 49 cycles; p = 0.001). A total of 695 mg of AMB per cycle was administered in the prophylaxis arm, compared with 634 mg/cycle for empirical treatment in the control group (p = 0.6). Infusion-related toxicity was documented in 29% of the cycles of prophylaxis compared with 55% of the cycles of empirical treatment with i.v. AMB in the control group. The nephrotoxicity of AMB prophylaxis was moderate, with >/= WHO degree II reported in 1 out of 46 cycles only. CONCLUSION: Intensive i.v. AMB prophylaxis reduced invasive fungal infections and led to a reduction in fungal microabscesses in the liver or spleen, as well as pulmonary infiltrates, in patients treated for AL. The need for escalation to empirical i.v. AMB treatment was significantly reduced. Intensive AMB prophylaxis was feasible, with moderate adverse effects.","['Department of Hematology and Oncology, Medizinische Hochschule Hannover, Hannover, Germany.']","['0 (Antifungal Agents)', '7XU7A7DROE (Amphotericin B)']",,"['Copyright 2000 S. Karger AG, Basel']",,,,,,,,,,,,,,
