PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,RF,CIN,SI,TT,PMC,CON,MID,GS,EIN,OID,OTO,OT,GN
8535328,NLM,MEDLINE,19960205,20041117,0268-3369 (Print) 0268-3369 (Linking),16,3,1995 Sep,Secondary cancer after syngeneic bone marrow transplant.,491-2,,"['Lipton, J H', 'Messner, H A', 'Dolan, S P']","['Lipton JH', 'Messner HA', 'Dolan SP']",,['eng'],"['Case Reports', 'Letter']",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,,IM,"['Acute Disease', 'Bone Marrow Transplantation/*adverse effects', 'Carcinoma, Renal Cell/*etiology', 'Humans', 'Kidney Neoplasms/*etiology', 'Leukemia, Myeloid/*therapy', 'Male', 'Middle Aged', 'Neoplasms, Second Primary/*etiology']",1995/09/01 00:00,1995/09/01 00:01,['1995/09/01 00:00'],"['1995/09/01 00:00 [pubmed]', '1995/09/01 00:01 [medline]', '1995/09/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1995 Sep;16(3):491-2.,,,,,,,,,,,,,,
8535327,NLM,MEDLINE,19960205,20071115,0268-3369 (Print) 0268-3369 (Linking),16,3,1995 Sep,Successful bone marrow transplantation in patients with recent Pneumocystis carinii pneumonia: report of two cases.,491,,"['Martino, R', 'Martinez, C', 'Brunet, S', 'Sureda, A']","['Martino R', 'Martinez C', 'Brunet S', 'Sureda A']",,['eng'],"['Case Reports', 'Letter']",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,,IM,"['Adult', '*Bone Marrow Transplantation', 'Humans', 'Male', 'Pneumonia, Pneumocystis/*etiology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/complications/*therapy']",1995/09/01 00:00,1995/09/01 00:01,['1995/09/01 00:00'],"['1995/09/01 00:00 [pubmed]', '1995/09/01 00:01 [medline]', '1995/09/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1995 Sep;16(3):491.,,,,,,,,,,,,,,
8535326,NLM,MEDLINE,19960205,20131121,0268-3369 (Print) 0268-3369 (Linking),16,3,1995 Sep,Donor buffy coat infusions for a patient with myelodysplastic syndrome who relapsed following allogeneic bone marrow transplantation.,487-9,"A 49-year-old man with myelodysplastic syndrome (MDS, RAEB in T) who relapsed following allogeneic bone marrow transplantation (allo BMT) was treated with infusions of donor buffy coat leukocytes. He sustained hematologic and cytogenetic remission, but severe graft-versus-host disease (GVHD) developed for which cyclosporin A and prednisolone were required. This therapeutic approach appears to be valuable for relapsed MDS following allo BMT as well as for chronic myelogenous leukemia (CML).","['Tsuzuki, M', 'Maruyama, F', 'Kojima, H', 'Ezaki, K', 'Hirano, M']","['Tsuzuki M', 'Maruyama F', 'Kojima H', 'Ezaki K', 'Hirano M']","['Department of Medicine, Fujita Health University, School of Medicine, Aichi, Japan.']",['eng'],"['Case Reports', 'Journal Article']",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,"['83HN0GTJ6D (Cyclosporine)', '9PHQ9Y1OLM (Prednisolone)']",IM,"['*Bone Marrow Transplantation/adverse effects', 'Cyclosporine/therapeutic use', 'Graft vs Host Disease/drug therapy', 'Humans', '*Leukocyte Transfusion', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/*therapy', 'Prednisolone/therapeutic use', 'Recurrence']",1995/09/01 00:00,1995/09/01 00:01,['1995/09/01 00:00'],"['1995/09/01 00:00 [pubmed]', '1995/09/01 00:01 [medline]', '1995/09/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1995 Sep;16(3):487-9.,,,,,,,,,,,,,,
8535325,NLM,MEDLINE,19960205,20060424,0268-3369 (Print) 0268-3369 (Linking),16,3,1995 Sep,Chemotherapy and recombinant human granulocyte colony-stimulating factor primed donor leukocyte infusion for treatment of relapse after allogeneic bone marrow transplantation.,483-5,"Two patients affected by acute leukemia relapsed 10 and 12 months respectively after allogeneic bone marrow transplantation. They were treated with aggressive chemotherapy and then infused with HLA-identical donor leukocytes (DLI) collected after recombinant human granulocyte colony-stimulating factor (rhG-CSF) administration. A total of 5.6 and 6.3 x 10(6)/kg CD34+ cells, 2.7 and 3.0 x 10(4)/kg CFU-GM, 4.7 and 4.4 x 10(8)/kg MNC, 4.6 and 3.9 x 10(9)/kg PMN respectively were infused. Both patients achieved complete remission (CR) and complete chimerism was re-established. One patient developed grade IV acute graft-versus-host disease of the liver requiring immunosuppression and he died in CR from disseminated aspergillosis, 7 months after chemotherapy; one patient is alive in relapse 12 months after treatment.","['Sica, S', 'Di Mario, A', 'Salutari, P', 'Rutella, S', 'Chiusolo, P', 'Rumi, C', 'Menichella, G', ""D'Onofrio, G"", 'Leone, G']","['Sica S', 'Di Mario A', 'Salutari P', 'Rutella S', 'Chiusolo P', 'Rumi C', 'Menichella G', ""D'Onofrio G"", 'Leone G']","['Istituto di Semeiotica Medica, Universita Cattolica Sacro Cuore, Roma, Italy.']",['eng'],"['Case Reports', 'Journal Article']",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,"['0 (Recombinant Proteins)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)']",IM,"['Acute Disease', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', '*Bone Marrow Transplantation', 'Granulocyte Colony-Stimulating Factor/*administration & dosage', 'Humans', 'Infusions, Intravenous', 'Leukemia/*therapy', '*Leukocyte Transfusion', 'Male', 'Recombinant Proteins/administration & dosage', 'Recurrence', 'Transplantation, Homologous']",1995/09/01 00:00,1995/09/01 00:01,['1995/09/01 00:00'],"['1995/09/01 00:00 [pubmed]', '1995/09/01 00:01 [medline]', '1995/09/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1995 Sep;16(3):483-5.,,,,,,,,,,,,,,
8535323,NLM,MEDLINE,19960205,20061115,0268-3369 (Print) 0268-3369 (Linking),16,3,1995 Sep,Allogeneic liver transplantation for hepatic veno-occlusive disease after bone marrow transplantation--clinical and immunological considerations.,473-8,"Veno-occlusive disease (VOD) is a frequent complication early after bone marrow transplantation. In cases of severe liver failure treatment by allogeneic liver transplantation is possible. We report the clinical and immunological course of a patient after bone marrow transplantation for AML and subsequent allogeneic liver transplantation for severe hepatic VOD. After liver transplantation the patient recovered well clinically. Early after liver transplantation he had large numbers of liver donor T and NK lymphocytes in his circulation. He had no liver graft rejection, but he developed mild acute GVHD which was caused by liver graft-derived T lymphocytes. Two years after transplantation he had persistent microchimerism with donor liver cells detectable in his bone marrow. Now 36 months after transplantation, the patient has no evidence of recurrent leukemia, stable liver function, and no signs of graft-versus-host disease or bone marrow dysfunction.","['Schlitt, H J', 'Tischler, H J', 'Ringe, B', 'Raddatz, G', 'Maschek, H', 'Dietrich, H', 'Kuse, E', 'Pichlmayr, R', 'Link, H']","['Schlitt HJ', 'Tischler HJ', 'Ringe B', 'Raddatz G', 'Maschek H', 'Dietrich H', 'Kuse E', 'Pichlmayr R', 'Link H']","['Klinik fur Abdominal- und Transplantationschirurgie, Medizinische Hochschule Hannover, Germany.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,,IM,"['Acute Disease', 'Adult', 'Bone Marrow Transplantation/*adverse effects', 'Graft vs Host Disease/etiology', 'Hepatic Veno-Occlusive Disease/etiology/immunology/*therapy', 'Humans', 'Killer Cells, Natural/immunology', 'Leukemia, Myeloid/*surgery', '*Liver Transplantation/immunology', 'Male', 'T-Lymphocytes/immunology', 'Transplantation, Homologous']",1995/09/01 00:00,1995/09/01 00:01,['1995/09/01 00:00'],"['1995/09/01 00:00 [pubmed]', '1995/09/01 00:01 [medline]', '1995/09/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1995 Sep;16(3):473-8.,,,,,,,,,,,,,,
8535320,NLM,MEDLINE,19960205,20061115,0268-3369 (Print) 0268-3369 (Linking),16,3,1995 Sep,The role of antibodies to IL-2 receptor and Asialo GM1 on graft-versus-leukemia effects induced by bone marrow allografts in murine B cell leukemia.,457-61,"The role of various cell subpopulations involved in the graft-versus-leukemia (GVL) effect induced by allogeneic bone marrow transplantation (BMT) was investigated in (BALB/c x C57BL/6)F1 (F1) recipients, inoculated with murine B cell leukemia (BCL1), by using monoclonal murine anti-IL-2 receptor antibodies or rabbit anti-Asialo GM1 antibodies directed predominantly against murine NK cells. F1 mice with BCL1 were irradiated and reconstituted with parental (C57BL/6) bone marrow cells (BMC) or a mixture of BMC and spleen cells and treated in vivo for 10 days with anti-IL-2 receptor antibody or anti-Asialo-GM1 antibody. Both treatments lessened the GVL effects induced by the allograft and resulted in development of leukemia relapse, as documented in vivo by adoptive transfer of 10(5) spleen cells obtained from treated mice into secondary syngeneic adoptive recipients. Our data indicate that IL-2 receptor-positive T cells and possibly IL-2-activated allogeneic NK cells play a key role in inducing GVL following allogeneic BMT.","['Weiss, L', 'Reich, S', 'Slavin, S']","['Weiss L', 'Reich S', 'Slavin S']","['Department of Bone Marrow Transplantation, Hadassah University Hospital, Jerusalem, Israel.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,"['0 (Antibodies, Monoclonal)', '0 (Receptors, Interleukin-2)', '37758-47-7 (G(M1) Ganglioside)', '71012-19-6 (asialo GM1 ganglioside)']",IM,"['Animals', 'Antibodies, Monoclonal/administration & dosage', '*Bone Marrow Transplantation', 'Combined Modality Therapy', 'G(M1) Ganglioside/*immunology', 'Graft Rejection/*immunology', 'Immunotherapy, Adoptive', 'Killer Cells, Natural/*immunology', 'Leukemia, B-Cell/*immunology/therapy', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Receptors, Interleukin-2/*immunology', 'Transplantation, Homologous']",1995/09/01 00:00,1995/09/01 00:01,['1995/09/01 00:00'],"['1995/09/01 00:00 [pubmed]', '1995/09/01 00:01 [medline]', '1995/09/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1995 Sep;16(3):457-61.,,,,,,,,,,,,,,
8535319,NLM,MEDLINE,19960205,20071114,0268-3369 (Print) 0268-3369 (Linking),16,3,1995 Sep,Evidence for a possible role of Asialo-GM1-positive cells in the graft-versus-leukemia repression of a murine type-C retroviral leukemia.,451-6,"Studies were performed to examine whether, in addition to T cells, there might be other immune cells also capable of exerting a graft-versus-leukemia (GVL) response following allogeneic marrow transplant. Using an MHC-matched mouse model, consisting of normal B10.S donors and SJL/J Rauscher-retroviral-leukemic recipients, the donor cells were selectively depleted of their Asialo-GM1+ component prior to being infused into the leukemic recipients. The incidence of relapse was then compared against that for matched leukemic control recipients of undepleted cells from the same donors. FCM analysis of the depletion protocol indicated that exposure to anti-Asialo-GM1 antibody eliminated more than half of the donor NK1.1+ cells, but caused no significant losses among the Thy-1+, CD3+, or CD8+ cells. Nevertheless, fatal relapse among the leukemic recipients of the depleted cells was nearly double that found among the leukemic control recipients of undepleted cells, 47.5 vs 25.4% (P = 0.01). In a parallel study, using normal SJL/J recipients, this same depletion protocol was found to have no significant effect on the incidence of graft-versus-host disease (GVHD). These results therefore suggest that Asialo-GM1+ NK cells may be capable of contributing to the suppression of relapse in this type of leukemic recipient of allogeneic marrow, and that this suppression may occur independently of GVHD.","['OKunewick, J P', 'Kociban, D L', 'Machen, L L', 'Buffo, M J']","['OKunewick JP', 'Kociban DL', 'Machen LL', 'Buffo MJ']","['Allegheny-Singer Research Institute, Allegheny General Hospital, Pittsburgh, PA 15212, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,"['0 (Antibodies)', '37758-47-7 (G(M1) Ganglioside)', '71012-19-6 (asialo GM1 ganglioside)']",IM,"['Animals', 'Antibodies/administration & dosage', '*Bone Marrow Transplantation', 'G(M1) Ganglioside/*immunology', 'Graft Rejection/*immunology', 'Graft vs Host Disease', 'Killer Cells, Natural/*immunology', 'Leukemia, Experimental/*immunology/surgery', 'Mice', 'Mice, Inbred Strains', 'Recurrence', 'Retroviridae']",1995/09/01 00:00,1995/09/01 00:01,['1995/09/01 00:00'],"['1995/09/01 00:00 [pubmed]', '1995/09/01 00:01 [medline]', '1995/09/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1995 Sep;16(3):451-6.,"['R01 AI28425/AI/NIAID NIH HHS/United States', 'R01-CA49437/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,
8535318,NLM,MEDLINE,19960205,20031114,0268-3369 (Print) 0268-3369 (Linking),16,3,1995 Sep,Allogeneic mouse T cell lines distinguish three Balb/c leukemias from each other and from non-leukemic lymphocytes.,443-9,"In order to separate graft-versus-leukemia (GVL) effect from graft-versus-host (GVH) reactions in allogeneic cell therapy, we established cytotoxic T cell lines (CTL) against irradiated A20, WEHI-3 and PU cells, ie cells from 3 hematopoietic tumors of Balb/c origin. Immunization with these cell lines did not lead to prolonged survival in Balb/c mice. The cytotoxic activity of the CTL was tested against the 3 leukemias. In all 9 combinations the highest specific lysis was achieved against the stimulating tumor. Cold target inhibition experiments showed that the activity against 51Cr-labelled leukemia cells could be almost completely inhibited by adding a sufficient amount of unlabelled target cells. On the other hand, when unlabelled concanavalin A-induced Balb/c blast cells were added, the inhibition was incomplete. By means of flow cytometry it was excluded that the different susceptibilities and inhibitory potentials of tumor cells and nonmalignant blasts are caused solely by differences in the MHC expression of the target cells. These findings confirm that allogeneic CTL are capable of discriminating malignant from nonmalignant cells, even if the tumor is nonimmunogenic in syngeneic animals.","['Sebens, T', 'Uharek, L', 'Glass, B', 'Muller-Ruchholtz, W', 'Steinmann, J']","['Sebens T', 'Uharek L', 'Glass B', 'Muller-Ruchholtz W', 'Steinmann J']","['Institute of Immunology, University of Kiel, Germany.']",['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,"['0 (Antigens, Neoplasm)', '0 (Isoantigens)']",IM,"['Animals', 'Antigens, Neoplasm/*immunology', '*Cytotoxicity, Immunologic', 'Flow Cytometry', 'Isoantigens/*immunology', 'Leukemia, Experimental/*immunology', 'Major Histocompatibility Complex/immunology', 'Mice', 'Mice, Inbred BALB C', 'Organ Specificity', 'T-Lymphocytes, Cytotoxic/*immunology', 'Tumor Cells, Cultured']",1995/09/01 00:00,1995/09/01 00:01,['1995/09/01 00:00'],"['1995/09/01 00:00 [pubmed]', '1995/09/01 00:01 [medline]', '1995/09/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1995 Sep;16(3):443-9.,,,,,,,,,,,,,,
8535317,NLM,MEDLINE,19960205,20071115,0268-3369 (Print) 0268-3369 (Linking),16,3,1995 Sep,Detection of minimal residual disease in patients with childhood common acute lymphoblastic leukemia after autologous bone marrow transplantation with ex vivo purging and systemic IL-2 infusion: unsuccessful prediction of subsequent relapse.,437-42,"We sequentially analyzed minimal residual disease (MRD) in 7 children with common acute lymphoblastic leukemia (cALL) after autologous bone marrow transplantation (ABMT) with ex vivo purging followed by systemic interleukin-2 infusion. After ABMT, 3 of the 7 patients remained in complete remission (CR) for more than 1 year, and 4 subsequently relapsed. MRD was estimated by polymerase chain reaction amplification to detect the leukemia clone-specific immunoglobulin heavy chain third complementarity determining region (IgH CDR-III). The IgH CDR-III sequences from the relapsed patients were identical with those determined at each respective initial diagnosis. In 2 patients, the levels of MRD were 10(-2) and 10(-5) in the harvested bone marrow (BM) cells, and even after purging the levels were 10(-4) and 10(-5) cells, respectively. One of the 2 patients relapsed 3 months after ABMT, while the other remained in CR for 33 months after ABMT. Among the 4 patients who subsequently relapsed after ABMT, MRD was not detected in the BM samples even 1 month before relapse. Our results suggest that PCR-negativity does not necessarily indicate a lower risk of subsequent relapse. Detection of MRD tends to favor the assessment of the therapeutic effects rather than prediction of relapse.","['Kiyoi, H', 'Kojima, S', 'Kato, K', 'Matsuyama, T', 'Kodera, Y', 'Ohno, R', 'Naoe, T']","['Kiyoi H', 'Kojima S', 'Kato K', 'Matsuyama T', 'Kodera Y', 'Ohno R', 'Naoe T']","['Department of Medicine, Branch Hospital, Nagoya University School of Medicine, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,"['0 (Immunoglobulin Heavy Chains)', '0 (Immunoglobulin Variable Region)', '0 (Interleukin-2)']",IM,"['Base Sequence', '*Bone Marrow Purging', '*Bone Marrow Transplantation', 'Child', 'Child, Preschool', 'Combined Modality Therapy', 'Female', 'Humans', 'Immunoglobulin Heavy Chains/*analysis', 'Immunoglobulin Variable Region/analysis', 'Infusions, Intravenous', 'Interleukin-2/*therapeutic use', 'Male', 'Molecular Sequence Data', 'Neoplasm, Residual', 'Polymerase Chain Reaction', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/immunology/physiopathology/*therapy', 'Predictive Value of Tests', 'Recurrence', 'Transplantation, Autologous']",1995/09/01 00:00,1995/09/01 00:01,['1995/09/01 00:00'],"['1995/09/01 00:00 [pubmed]', '1995/09/01 00:01 [medline]', '1995/09/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1995 Sep;16(3):437-42.,,,,,,,,,,,,,,
8535287,NLM,MEDLINE,19960205,20111117,1039-9712 (Print) 1039-9712 (Linking),36,6,1995 Aug,A rapid redistribution of transferrin receptors to the cell surface of L2C lymphocytes upon fixation of holoform transferrin.,1161-8,"The internalization and recycling kinetics of transferrin receptors in leukemic lymphocytes (L2C) differed in the absence or presence of ligand. At 37 degrees C in the absence of ligand, transferrin receptors were mainly distributed internaly. We demonstrated, using a sepharose-bead-Tf complex, the rapid recycling of unoccupied internal transferrin receptors was correlated with ligand binding to surface receptors. The recycling amplitude was related to the occupancy of iron ligated transferrin to plasma membrane surface receptors. Contrary to the results obtained with other cells, redistribution of Tf receptors was not triggered by binding of other ligands to their receptors.","['Sainte-Marie, J', 'Vidal, M', 'Philippot, J R', 'Bienvenue, A']","['Sainte-Marie J', 'Vidal M', 'Philippot JR', 'Bienvenue A']","['URA-CNRS 1856, Dept Biologie Sante Bat 24, Montpellier, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Biochem Mol Biol Int,Biochemistry and molecular biology international,9306673,"['0 (Iodine Radioisotopes)', '0 (Receptors, Transferrin)', '0 (Transferrin)']",IM,"['Animals', 'Blotting, Western', 'Cell Line', 'Cell Membrane/metabolism', 'Guinea Pigs', 'Iodine Radioisotopes', 'Kinetics', 'Leukemia, B-Cell', 'Molecular Weight', 'Radioligand Assay', 'Receptors, Transferrin/isolation & purification/*metabolism', 'Reticulocytes/metabolism', 'Transferrin/*metabolism/*pharmacology', 'Tumor Cells, Cultured']",1995/08/01 00:00,1995/08/01 00:01,['1995/08/01 00:00'],"['1995/08/01 00:00 [pubmed]', '1995/08/01 00:01 [medline]', '1995/08/01 00:00 [entrez]']",,ppublish,Biochem Mol Biol Int. 1995 Aug;36(6):1161-8.,,,,,,,,,,,,,,
8535284,NLM,MEDLINE,19960205,20071115,1039-9712 (Print) 1039-9712 (Linking),36,6,1995 Aug,Coexpression of the myc gene family members in human neuroblastoma cell lines.,1135-41,"Members of the myc oncogene family such as c, N-, and L-myc are expressed in many malignant tumors. Expression of c-, N-, and L-myc oncogenes in 7 human neuroblastoma cell lines (GOTO, IMR-32, TGW, SCCH-26, TNB 9, NBL-S, and SK-N-SH), a human small cell lung carcinoma SBC-5 cell line, and a human monocytic leukemia THP-1-S cell line at mRNA and protein levels was studied to know the specificity of a newly developed antibody against homologous region at C-terminus of N-Myc, designated as anti pan-Myc antibody. By RT-PCR and immunoblot analysis, coexpression of three myc genes was detected in all neuroblastoma cell lines tested. c-and L-myc expression were observed that anti pan-Myc antibody recognizes c-Myc and N-Myc proteins but not L-Myc. These results indicate that neuroblastoma cells may acquire an aberrant transcriptional control system in myc family gene expression.","['Hemmi, H', 'Yamada, K', 'Yoon, U H', 'Kato, M', 'Taniguchi, F', 'Tsuchida, Y', 'Shimatake, H']","['Hemmi H', 'Yamada K', 'Yoon UH', 'Kato M', 'Taniguchi F', 'Tsuchida Y', 'Shimatake H']","['Department of Molecular Biology, Toho University School of Medicine, Tokyo, Japan.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Biochem Mol Biol Int,Biochemistry and molecular biology international,9306673,"['0 (DNA Primers)', '0 (Proto-Oncogene Proteins c-myc)', '0 (RNA, Messenger)']",IM,"['Base Sequence', 'Carcinoma, Small Cell', 'Cell Line', 'DNA Primers', '*Genes, myc', 'Humans', 'Leukemia, Myeloid', 'Lung Neoplasms', 'Molecular Sequence Data', '*Multigene Family', 'Neuroblastoma', 'Polymerase Chain Reaction', 'Proto-Oncogene Proteins c-myc/analysis/biosynthesis', 'RNA, Messenger/analysis/biosynthesis', 'Tumor Cells, Cultured']",1995/08/01 00:00,1995/08/01 00:01,['1995/08/01 00:00'],"['1995/08/01 00:00 [pubmed]', '1995/08/01 00:01 [medline]', '1995/08/01 00:00 [entrez]']",,ppublish,Biochem Mol Biol Int. 1995 Aug;36(6):1135-41.,,,,"['GENBANK/M19720', 'GENBANK/U00664', 'GENBANK/V00568', 'GENBANK/X00351']",,,,,,,,,,
8535231,NLM,MEDLINE,19960208,20190116,1042-8194 (Print) 1026-8022 (Linking),19,3-4,1995 Oct,Tetrasomy of chromosome 8 in a patient with acute myeloid leukemia.,355-8,"We report a case of acute myeloid leukaemia (AML), FAB classification M2, associated with tetrasomy 8. This chromosomal aberration was detected using conventional cytogenetics and flourescent in-situ hybridization (FISH). Using FISH, the pre-treatment cells with tetrasomy 8 were disomic for chromosome 7. A small number of tetrasomy 8 cells were found post-treatment, but these were tetrasomic for chromosome 7. The significance of this is considered, and the literature regarding tetrasomy 8 in acute myeloid leukaemia is reviewed.","['Cull, G M', 'Howe, D J', 'Stack-Dunne, M', 'Phillips, M J', 'Johnson, S A']","['Cull GM', 'Howe DJ', 'Stack-Dunne M', 'Phillips MJ', 'Johnson SA']","['Department of Haematological Medicine, Taunton and Somerset Hospital, UK.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,,IM,"['Adult', 'Aneuploidy', 'Bone Marrow/pathology', 'Chromosome Aberrations/*pathology', 'Chromosome Disorders', '*Chromosomes, Human, Pair 8', 'Female', 'Humans', 'In Situ Hybridization, Fluorescence', 'Leukemia, Myeloid, Acute/*genetics']",1995/10/01 00:00,1995/10/01 00:01,['1995/10/01 00:00'],"['1995/10/01 00:00 [pubmed]', '1995/10/01 00:01 [medline]', '1995/10/01 00:00 [entrez]']",['10.3109/10428199509107910 [doi]'],ppublish,Leuk Lymphoma. 1995 Oct;19(3-4):355-8. doi: 10.3109/10428199509107910.,,,,,,,,,,,,,,
8535230,NLM,MEDLINE,19960208,20190116,1042-8194 (Print) 1026-8022 (Linking),19,3-4,1995 Oct,Double isochromosome 8q as single cytogenetic aberration in acute myelo-monocytic leukemia.,351-3,"We report a case of double isochromosome 8q as a single cytogenetic abnormality in a patient with acute myelo-monocytic leukemia. Similarly to rare cases with tetrasomy 8, the patient showed monocytic involvement and was refractory to cytotoxic chemotherapy. We conclude that this kind of cytogenetic aberration is probably associated with distinct morphologic and clinical characteristics.","['Vicari, L', 'Sebastio, L', 'Cirigliano, V', 'Pugliese, M T', 'Ferrara, F']","['Vicari L', 'Sebastio L', 'Cirigliano V', 'Pugliese MT', 'Ferrara F']","['Medical Genetics Service, Cardarelli Hospital, Naples, Italy.']",['eng'],"['Case Reports', 'Journal Article']",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,,IM,"['Aneuploidy', 'Chromosome Aberrations/*pathology', 'Chromosome Banding', 'Chromosome Disorders', '*Chromosomes, Human, Pair 8', 'Female', 'Humans', 'In Situ Hybridization, Fluorescence', 'Leukemia, Myelomonocytic, Acute/*pathology', 'Middle Aged']",1995/10/01 00:00,1995/10/01 00:01,['1995/10/01 00:00'],"['1995/10/01 00:00 [pubmed]', '1995/10/01 00:01 [medline]', '1995/10/01 00:00 [entrez]']",['10.3109/10428199509107909 [doi]'],ppublish,Leuk Lymphoma. 1995 Oct;19(3-4):351-3. doi: 10.3109/10428199509107909.,,,,,,,,,,,,,,
8535228,NLM,MEDLINE,19960208,20190116,1042-8194 (Print) 1026-8022 (Linking),19,3-4,1995 Oct,Treatment of Waldenstrom's macroglobulinemia with very low doses of alpha interferon.,337-42,"Waldenstrom's macroglobulinemia (WM) is a differentiated B-cell malignancy which is usually less responsive to standard chemotherapy because of low-proliferating cells. Interferon alpha has been shown to possess a therapeutic action in numerous B-cell malignancies including the early stage of chronic lymphocytic leukemia, multiple myeloma, follicular lymphoma and hairy cell leukemia. Fourteen patients with progressive WM were included in a pilot study using very low dose of interferon alpha-2a (1 Million Units 3 times a week). The mean duration of treatment was 10.3 months (range 2-44). Six of 14 (42%) patients presented an increase in the hemoglobin level (> or = 0.9 g/dL) and 4/14 (28%) had a substantial decrease of the monoclonal component (> or = 20% of reduction). Only two patients presented both types of response, while the others with an increase in the hemoglobin level had a slight decrease in the monoclonal component (MC) (1 patient), a stable MC (1 patient) or a slight increase of MC (1 patient). One additional patient had a 15% decrease of the MC with a stable hemoglobin level. Response was observed within 3 months with a median duration of 6 months. Treatment was stopped for 3 patients because of flu-like symptoms (2 patients), or thrombocytopenia (1 patient). Follow up was possible in 12 patients lasting up to a maximum of 30 months after discontinuing treatment. Seven patients died, including 4 with progressive disease, two of infection and one of cardiac failure. In the view of these results, very low dose of interferon alpha may constitute a new approach for treatment of some cases of WM.","['Legouffe, E', 'Rossi, J F', 'Laporte, J P', 'Isnard, F', 'Oziol, E', 'Fabbro, M', 'Janbon, C', 'Jourdan, J', 'Najman, A']","['Legouffe E', 'Rossi JF', 'Laporte JP', 'Isnard F', 'Oziol E', 'Fabbro M', 'Janbon C', 'Jourdan J', 'Najman A']","['Service des Maladies du Sang, Hopital Lapeyronie, Montpellier, France.']",['eng'],['Journal Article'],United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,"['0 (Hemoglobins)', '0 (Interferon alpha-2)', '0 (Interferon-alpha)', '0 (Recombinant Proteins)']",IM,"['Aged', 'Dose-Response Relationship, Drug', 'Female', 'Hemoglobins/metabolism', 'Humans', 'Interferon alpha-2', 'Interferon-alpha/*administration & dosage/adverse effects', 'Male', 'Middle Aged', 'Recombinant Proteins', 'Waldenstrom Macroglobulinemia/*drug therapy']",1995/10/01 00:00,1995/10/01 00:01,['1995/10/01 00:00'],"['1995/10/01 00:00 [pubmed]', '1995/10/01 00:01 [medline]', '1995/10/01 00:00 [entrez]']",['10.3109/10428199509107907 [doi]'],ppublish,Leuk Lymphoma. 1995 Oct;19(3-4):337-42. doi: 10.3109/10428199509107907.,,,,,,,,,,,,,,
