PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,PST,SO,TT,RF,AID,CI,DEP,SI,CIN,CON,OID,OTO,OT,GN,CN,EIN,CRF,MID,LID
11815282,NLM,MEDLINE,20020605,20190901,1093-9946 (Print) 1093-4715 (Linking),7,,2002 Feb 1,"A combination anti-HIV-1 gene therapy approach using a single transcription unit that expresses antisense, decoy, and sense RNAs, and trans-dominant negative mutant Gag and Env proteins.",a15-28,"Oncoretroviral vectors were engineered to allow constitutive expression of an antisense RNA and the trans-activator of transcription (Tat)-inducible expression of a mRNA containing the trans-activation response (TAR) element, the Rev response element (RRE), and the efficient packaging signal (Psi(e) of human immunodeficiency virus-1 (HIV-1) RNA. Nuclear export of this mRNA by the regulator of expression of virion proteins (Rev) would allow its translation into wild type (WT) (MoTN-Ti-GE-Ri- Ter) or trans-dominant negative mutant (TDM) (MoTN-Ti-GmEm-Ri-Ter) Gag and Env proteins. Thus, the antisense RNA produced in a constitutive manner would ensure that even if there is leaky expression, no WT/TDM Gag or Env protein would be produced in the uninfected cells. If cells become infected by HIV-1, the antisense RNA would inhibit HIV-1 replication. Failure on the part of antisense RNA to inhibit virus replication would allow GE/GmEm mRNA production. The GE/GmEm mRNA would cause partial inhibition of HIV-1 replication as it contains the TAR, RRE, and Psi(e) signal sequences. Translation of GmEm mRNA would give rise to TDM Gag and Env proteins, which would further decrease progeny virus infectivity. Tat- and Rev-inducibility was demonstrated in transfected HeLa and HeLa-Tev cells. Full-length WT/TDM Gag production was confirmed by Western blot analysis. Amphotropic vector particles were used to transduce a human CD4+ T-lymphoid cell line, and the stable transductants were challenged with HIV-1. Virus replication was better inhibited by the MoTN-Ti-GE-Ri-Ter vector than by the MoTN-Ti-GmEm-Ri-Ter vector. Inhibition of HIV-1 replication was also demonstrated in transduced CD4+ human peripheral blood T lymphocytes (PBLs). Moreover, our results suggest that cloning in the reverse transcriptional orientation must be avoided to prevent antisense RNA-mediated inhibition of transgene and endogenous gene expression.","['Ding, Shi-Fa', 'Lombardi, Rocco', 'Nazari, Reza', 'Joshi, Sadhna']","['Ding SF', 'Lombardi R', 'Nazari R', 'Joshi S']","['Department of Medical Genetics and Microbiology, Faculty of Medicine, University of Toronto, Toronto, Ontario M5S 3E2, Canada.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Front Biosci,Frontiers in bioscience : a journal and virtual library,9709506,"['0 (Gene Products, env)', '0 (Gene Products, gag)', '0 (Gene Products, rev)', '0 (Gene Products, tat)', '0 (RNA, Antisense)', '0 (RNA, Viral)', '0 (rev Gene Products, Human Immunodeficiency Virus)', '0 (tat Gene Products, Human Immunodeficiency Virus)']",IM,"['Cell Line', 'Gene Products, env/*genetics/metabolism', 'Gene Products, gag/*genetics/metabolism', 'Gene Products, rev/pharmacology', 'Gene Products, tat/pharmacology', 'Genetic Therapy/*methods', 'Genetic Vectors', 'HIV Infections/therapy', '*HIV-1/genetics', 'HeLa Cells', 'Humans', 'Moloney murine leukemia virus/genetics', 'Mutation', 'Open Reading Frames', 'RNA, Antisense/*genetics/metabolism', 'RNA, Viral/analysis', 'T-Lymphocytes/virology', 'Transcription, Genetic', 'Transduction, Genetic', 'Virus Replication', 'rev Gene Products, Human Immunodeficiency Virus', 'tat Gene Products, Human Immunodeficiency Virus']",,2002/01/30 10:00,2002/06/06 10:01,['2002/01/30 10:00'],"['2002/01/30 10:00 [pubmed]', '2002/06/06 10:01 [medline]', '2002/01/30 10:00 [entrez]']",epublish,Front Biosci. 2002 Feb 1;7:a15-28. doi: 10.2741/ding.,,,['10.2741/ding [doi]'],,20020201,,,,,,,,,,,,
11815248,NLM,MEDLINE,20020328,20190702,0027-5107 (Print) 0027-5107 (Linking),514,1-2,2002 Feb 15,Somatic recombination: a major genotoxic effect of two pyrimidine antimetabolitic chemotherapeutic drugs in Drosophila melanogaster.,95-103,"Two deoxycytidine analogues, 1-beta-D-arabinofuranosylcytosine (cytosine arabinoside, citarabine, araC) and 5-aza-2'-deoxycytidine (decitabine, DAC, 5-aza-dC), are the drugs of choice in the treatment of acute myeloid leukaemia. The araC-induced cytotoxicity is a direct result of its interference with nucleic acids synthesis, whereas 5-aza-dC is a potent suppressor of DNA methylation. We employed the standard version of the wing somatic mutation and recombination test (SMART) in Drosophila melanogaster to evaluate the genotoxic potential of these two antimetabolites as a function of exposure concentration. In addition, we determined the relative contributions of mutational and recombinational events to total genotoxicity. The compounds were administered by chronic feeding of 3-day-old larvae. Our results indicate that recombinagenicity is the major genotoxic effect of araC and 5-aza-dC (approximately, 77 and 81%, respectively, recombination). The standardised clone induction frequencies (per mM concentration per cell per cell division) show that 5-aza-dC is 85 times more powerful then araC (inducing approximately 58 mutant clones per 10(5) cells per mM). The high recombinagenic activity of these two drugs suggests that--despite their therapeutic effects against cancer--a question is raised whether these drugs should be considered for adverse effects in cancer chemotherapy.","['Cunha, Kenya Silva', 'Reguly, Maria Luiza', 'Graf, Ulrich', 'de Andrade, Heloisa Helena Rodrigues']","['Cunha KS', 'Reguly ML', 'Graf U', 'de Andrade HH']","['Departamento de Ciencias Fisiologicas, Universidade Federal de Goias, CP 131, 74001-970, GO, Goiania, Brazil.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Mutat Res,Mutation research,0400763,"['0 (Antimetabolites, Antineoplastic)', '04079A1RDZ (Cytarabine)', '776B62CQ27 (Decitabine)', 'M801H13NRU (Azacitidine)']",IM,"['Animals', 'Antimetabolites, Antineoplastic/toxicity', 'Azacitidine/*analogs & derivatives/*toxicity', 'Cytarabine/*toxicity', 'Decitabine', 'Drosophila melanogaster/*drug effects/genetics/physiology', 'Female', 'Male', 'Molecular Structure', 'Mutagenicity Tests', '*Recombination, Genetic']",,2002/01/30 10:00,2002/03/29 10:01,['2002/01/30 10:00'],"['2002/01/30 10:00 [pubmed]', '2002/03/29 10:01 [medline]', '2002/01/30 10:00 [entrez]']",ppublish,Mutat Res. 2002 Feb 15;514(1-2):95-103. doi: 10.1016/s1383-5718(01)00326-6.,,,"['S1383571801003266 [pii]', '10.1016/s1383-5718(01)00326-6 [doi]']",,,,,,,,,,,,,,
11814858,NLM,MEDLINE,20030501,20190901,0968-0896 (Print) 0968-0896 (Linking),10,3,2002 Mar,Synthesis and biological activities of fluorinated chalcone derivatives.,699-706,"We have designed and synthesized new 5-lipoxygenase inhibitors, fluorinated 3,4-dihydroxychalcones, and evaluated their biological activities with respect to antiperoxidation activity and in vitro antitumor activities. All fluorinated chalcones tested showed 5-lipoxygenase inhibition on rat basophilic leukemia-1 (RBL-1) cells and inhibitory action on Fe(3+)-ADP induced NADPH-dependent lipid peroxidation in rat liver microsomes. The potencies were comparable or better to that of the lead 3,4-dihydroxychalcone. 6-Fluoro-3,4-dihydroxy-2',4'-dimethoxy chalcone (7) was the most effective compound in the in vitro assay using a human cancer cell line panel (HCC panel) consisting of 39 systems.","['Nakamura, Chika', 'Kawasaki, Nobuhide', 'Miyataka, Hideki', 'Jayachandran, Ezhuthachan', 'Kim, In Ho', 'Kirk, Kenneth L', 'Taguchi, Takeo', 'Takeuchi, Yoshio', 'Hori, Hitoshi', 'Satoh, Toshio']","['Nakamura C', 'Kawasaki N', 'Miyataka H', 'Jayachandran E', 'Kim IH', 'Kirk KL', 'Taguchi T', 'Takeuchi Y', 'Hori H', 'Satoh T']","['Faculty of Pharmaceutical Sciences, Tokushima Bunri University, Tokushima 770-8514, Japan.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Bioorg Med Chem,Bioorganic & medicinal chemistry,9413298,"['0 (Antineoplastic Agents)', '0 (Enzyme Inhibitors)', '0 (Hydrocarbons, Fluorinated)', '0 (Lipoxygenase Inhibitors)', '5S5A2Q39HX (Chalcone)']",IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis/pharmacology', 'Cell Division/drug effects', 'Chalcone/*analogs & derivatives/chemical synthesis/pharmacology', 'Drug Design', 'Drug Screening Assays, Antitumor', 'Enzyme Inhibitors/chemical synthesis/pharmacology', 'Humans', 'Hydrocarbons, Fluorinated/chemical synthesis/pharmacology', 'Inhibitory Concentration 50', 'Lipid Peroxidation/drug effects', '*Lipoxygenase Inhibitors', 'Male', 'Microsomes, Liver/enzymology', 'Organ Specificity', 'Rats', 'Rats, Wistar', 'Tumor Cells, Cultured']",,2002/01/30 10:00,2003/05/02 05:00,['2002/01/30 10:00'],"['2002/01/30 10:00 [pubmed]', '2003/05/02 05:00 [medline]', '2002/01/30 10:00 [entrez]']",ppublish,Bioorg Med Chem. 2002 Mar;10(3):699-706. doi: 10.1016/s0968-0896(01)00319-4.,,,"['S0968089601003194 [pii]', '10.1016/s0968-0896(01)00319-4 [doi]']",,,,,,,,,,,,,,
11814824,NLM,MEDLINE,20020618,20190819,0960-894X (Print) 0960-894X (Linking),12,3,2002 Feb 11,"Synthesis and biological activity of the new 5-fluorocytosine derivatives, 5'-deoxy-N-alkyloxycarbonyl-5-fluorocytosine-5'-carboxylic acid.",483-6,"A series of 5-fluorocytosine derivatives, 5'-deoxy-N-alkyloxycarbonyl-5-fluorocytosine-5'-carboxylic acid 6, were synthesized and evaluated for their antitumor activity.","['Kim, Kwan-Hee', 'Kim, Ji-Young', 'Lee, Keyong-Ho', 'Noh, Moon-Jong', 'Kim, Youn-Chul', 'Park, Ho-Jin']","['Kim KH', 'Kim JY', 'Lee KH', 'Noh MJ', 'Kim YC', 'Park HJ']","['Biomedical Research Institute, Kolon Central Research Park, 207-2Mabuk-Ri, Guseong-Eup, Yongin-City, Kyunggi-Do 449-797, Republic of Korea. khkim@kolon.kr']",['eng'],,['Journal Article'],England,Bioorg Med Chem Lett,Bioorganic & medicinal chemistry letters,9107377,"['0 (Antineoplastic Agents)', '0 (Indicators and Reagents)', 'D83282DT06 (Flucytosine)']",IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis/*pharmacology', 'Cell Division/drug effects', 'Drug Screening Assays, Antitumor', 'Flucytosine/*analogs & derivatives/chemical synthesis/pharmacology', 'Humans', 'Indicators and Reagents', 'Lethal Dose 50', 'Leukemia L1210/drug therapy', 'Mice', 'Structure-Activity Relationship', 'Tumor Cells, Cultured']",,2002/01/30 10:00,2002/06/19 10:01,['2002/01/30 10:00'],"['2002/01/30 10:00 [pubmed]', '2002/06/19 10:01 [medline]', '2002/01/30 10:00 [entrez]']",ppublish,Bioorg Med Chem Lett. 2002 Feb 11;12(3):483-6. doi: 10.1016/s0960-894x(01)00782-x.,,,"['S0960894X0100782X [pii]', '10.1016/s0960-894x(01)00782-x [doi]']",,,,,,,,,,,,,,
11814813,NLM,MEDLINE,20020618,20190819,0960-894X (Print) 0960-894X (Linking),12,3,2002 Feb 11,Studies on the side-chain hydroxylation of ifosfamide and its bromo analogue.,427-31,"Deutero-substituted (alpha,alpha,alpha',alpha'-tetradeuterated) derivatives of ifosfamide (IF-d(4)) and its bromo analogue were synthesised. In vitro metabolic studies showed that microsomal hydroxylation of IF-d(4) is slower than for unlabelled compound, suggesting that kinetic isotope effect operates during those transformations. At the same time deutero-substituted derivatives are more active against L1210 leukaemia in mice than unlabelled compounds, suggesting a negative role of side-chain hydroxylation metabolic pathways in the anticancer activity of ifosfamide and its analogues.","['Misiura, Konrad', 'Kinas, Ryszard W', 'Kusnierczyk, Halina']","['Misiura K', 'Kinas RW', 'Kusnierczyk H']","['Department of Bioorganic Chemistry, Centre of Molecular and Macromolecular Studies, Polish Academy of Sciences, Sienkiewicza 112, 90-363 Lodz , Poland. kmisiura@bio.cbmm.lodz.pl']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Bioorg Med Chem Lett,Bioorganic & medicinal chemistry letters,9107377,"['0 (Antineoplastic Agents, Alkylating)', 'UM20QQM95Y (Ifosfamide)']",IM,"['Animals', 'Antineoplastic Agents, Alkylating/*chemistry/metabolism', 'Hydroxylation', 'Ifosfamide/*analogs & derivatives/*chemistry/metabolism', 'Isotope Labeling', 'Kinetics', 'Leukemia L1210/drug therapy', 'Mice', 'Microsomes, Liver/metabolism', 'Oxidation-Reduction', 'Rats', 'Stereoisomerism', 'Structure-Activity Relationship']",,2002/01/30 10:00,2002/06/19 10:01,['2002/01/30 10:00'],"['2002/01/30 10:00 [pubmed]', '2002/06/19 10:01 [medline]', '2002/01/30 10:00 [entrez]']",ppublish,Bioorg Med Chem Lett. 2002 Feb 11;12(3):427-31. doi: 10.1016/s0960-894x(01)00768-5.,,,"['S0960894X01007685 [pii]', '10.1016/s0960-894x(01)00768-5 [doi]']",,,,,,,,,,,,,,
11814799,NLM,MEDLINE,20020618,20190819,0960-894X (Print) 0960-894X (Linking),12,3,2002 Feb 11,"Cytotoxicity of 6,16-disubstituted analogues of (-)-vincadifformine.",371-4,"Eight analogues of (-)-16-chloro-1-dehydro-6S-bromovincadifformine 1 were synthesized and evaluated for cytotoxicity in L1210 cell culture. None of the new compounds was more active than 1 but the modulation at C6, C16 and on the aromatic ring at C10 informs about structure-activity relationships within this series.","['Lewin, Guy', 'Hocquemiller, Reynald', 'Schaeffer, Corinne', 'Lambert, Pierre-Herve', 'Leonce, Stephane', 'Pierre, Alain']","['Lewin G', 'Hocquemiller R', 'Schaeffer C', 'Lambert PH', 'Leonce S', 'Pierre A']","['Laboratoire de Pharmacognosie (BIOCIS, UPRES-A 8076 CNRS), Faculte de Pharmacie, av. J.B. Clement, 92296 Chatenay-Malabry Cedex, France.guy.lewin@cep.u-psud.fr']",['eng'],,['Journal Article'],England,Bioorg Med Chem Lett,Bioorganic & medicinal chemistry letters,9107377,"['0 (Alkaloids)', '0 (Antineoplastic Agents)', '0 (Cross-Linking Reagents)', '3247-10-7 (vincadifformine)']",IM,"['Alkaloids/*chemical synthesis/*pharmacology', 'Animals', 'Antineoplastic Agents/*chemical synthesis/*pharmacology', 'Cross-Linking Reagents', 'Drug Screening Assays, Antitumor', 'Leukemia L1210/drug therapy', 'Magnetic Resonance Spectroscopy', 'Mice', 'Oxidation-Reduction', 'Stereoisomerism', 'Structure-Activity Relationship']",,2002/01/30 10:00,2002/06/19 10:01,['2002/01/30 10:00'],"['2002/01/30 10:00 [pubmed]', '2002/06/19 10:01 [medline]', '2002/01/30 10:00 [entrez]']",ppublish,Bioorg Med Chem Lett. 2002 Feb 11;12(3):371-4. doi: 10.1016/s0960-894x(01)00757-0.,,,"['S0960894X01007570 [pii]', '10.1016/s0960-894x(01)00757-0 [doi]']",,,,,,,,,,,,,,
11814536,NLM,MEDLINE,20020507,20190826,0165-1781 (Print) 0165-1781 (Linking),105,3,2001 Dec 31,Immunological differences between patients with major depression and somatization syndrome.,165-74,"There is some evidence that major depression is accompanied by activation of the inflammatory response system (IRS). There is also evidence that proinflammatory cytokines and induction of IRS activation are associated with sickness behavior in experimental animals. However, no research has examined the IRS in somatization disorder. The aim of this study was to examine possible immunological differences between major depression, somatization and healthy controls. We measured the following IRS variables in patients with major depression (n=36), somatization syndrome (SSI-8; n=37), major depression and somatization (n=40) and healthy controls (n=37): interleukin-6 (IL-6); interleukin-1-receptor-antagonist (IL-1RA); plasma soluble interleukin-6 receptor (IL-6R); soluble suppressor/cytotoxic antigen (CD8); leukemia inhibitory factor (LIF-R); and Clara cell protein (CC16), an endogenous anticytokine. Serum CD8 concentrations were significantly increased in patients with major depression compared with concentrations in patients with somatization syndrome, whereas concentrations in normal controls were intermediate between those of the two groups of patients. Serum CC16 was significantly lower in major depression than in healthy controls. The highest CC16 scores were found in patients with somatization syndrome. Somatizing patients have significantly lower serum IL-6 values than normal controls and depressed patients. The present results indicate (1) an activation of the IRS in depression with signs of T-cell activation (increased CD8), monocytic activation (IL-1RA) and a lowered anti-inflammatory capacity of the serum (lower CC16) and (2) an immune alteration in somatizing syndrome, such as monocytic activation (increased IL-1RA) and indicators of lowered T-lymphocytic activity (lowered CD8 and IL-6). These results suggest different immune alterations in somatization syndrome and depression.","['Rief, W', 'Pilger, F', 'Ihle, D', 'Bosmans, E', 'Egyed, B', 'Maes, M']","['Rief W', 'Pilger F', 'Ihle D', 'Bosmans E', 'Egyed B', 'Maes M']","['Klinik Roseneck, Center for Behavioral Medicine, Prien am Chiemsee, Germany. rief@mailer.uni-marburg.de']",['eng'],,['Journal Article'],Ireland,Psychiatry Res,Psychiatry research,7911385,"['0 (CD8 Antigens)', '0 (IL1RAPL1 protein, human)', '0 (Inflammation Mediators)', '0 (Interleukin-1 Receptor Accessory Protein)', '0 (Receptors, Interleukin-1)', '0 (Receptors, Interleukin-6)']",IM,"['Adult', 'CD8 Antigens/blood/*immunology', 'Comorbidity', 'Depressive Disorder, Major/epidemiology/*immunology', 'Female', 'Humans', 'Inflammation Mediators/*blood/*immunology', 'Interleukin-1 Receptor Accessory Protein', 'Male', 'Prevalence', 'Psychiatric Status Rating Scales', 'Receptors, Interleukin-1/blood/*immunology', 'Receptors, Interleukin-6/blood/*immunology', 'Somatoform Disorders/epidemiology/*immunology']",,2002/01/30 10:00,2002/05/08 10:01,['2002/01/30 10:00'],"['2002/01/30 10:00 [pubmed]', '2002/05/08 10:01 [medline]', '2002/01/30 10:00 [entrez]']",ppublish,Psychiatry Res. 2001 Dec 31;105(3):165-74. doi: 10.1016/s0165-1781(01)00338-9.,,,"['S0165-1781(01)00338-9 [pii]', '10.1016/s0165-1781(01)00338-9 [doi]']",,,,,,,,,,,,,,
11814432,NLM,MEDLINE,20020404,20190614,0006-8993 (Print) 0006-8993 (Linking),927,1,2002 Feb 8,A Shaker homologue encodes an A-type current in Xenopus laevis.,55-68,"In Xenopus laevis, several distinct K(+)-channels (xKv1.1, xKv1.2, xKv2,1, xKv2.2, xKv3.1) have been cloned, sequenced, and electrophysiologically characterized. K(+)-channels significantly shape neuronal excitability by setting the membrane potential, and latency and duration of action potentials. We identified a further Shaker homologue, xKv1.4, in X. laevis. The open reading frame encodes a K(+)-channel that shares 72% of its 698 amino acids with the human Shaker homologue, hKv1.4. Northern blot analysis revealed xKv1.4 in the brain, muscle, and spleen but not in the ovary, intestine, heart, liver, kidney, lung, and skin. Whole-cell patch clamp recording from rat basophilic leukaemia (RBL) cells transfected with xKv1.4 revealed a voltage-gated, outward rectifying, transient A-type, K(+) selective current. xKv1.4 was strongly dependent on extracellular K(+). Exposure of cells to K(+) free bath solution almost completely abolished the current, whereas in the presence of high K(+), inactivation in response to a maintained depolarizing step and the frequency-dependent cumulative inactivation decreased. Ion channels encoded by xKv1.4 are sensitive to 4-aminopyridine and quinidine but insensitive to tetraethylammonium and the peptide toxins, charybdotoxin, margatoxin, and dendrotoxin. In conclusion, our results indicate that the biophysical and pharmacological signature of xKv1.4 closely resemble those of the A-current described in Xenopus embryonic neurons and is similar to the human Shaker homologue, hKv1.4.","['Kerschbaum, Hubert H', 'Grissmer, Stephan', 'Engel, Edwin', 'Richter, Klaus', 'Lehner, Christine', 'Jager, Heike']","['Kerschbaum HH', 'Grissmer S', 'Engel E', 'Richter K', 'Lehner C', 'Jager H']","['Department of Molecular Neurobiology and Cellular Physiology, Institute of Zoology, University of Salzburg, Hellbrunnerstr. 34, 5020 Salzburg, Austria. hubert.kirschbaum@sbg.ac.at']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Brain Res,Brain research,0045503,"['0 (Kcna4 protein, rat)', '0 (Kv1.4 Potassium Channel)', '0 (Kv1.4 potassium channel, Xenopus)', '0 (Potassium Channels)', '0 (Potassium Channels, Voltage-Gated)', '0 (Shaker Superfamily of Potassium Channels)', '0 (Xenopus Proteins)']",IM,"['Animals', 'Base Sequence', 'Brain Chemistry/physiology', 'Cells, Cultured', 'Female', 'Gene Expression/physiology', 'Ion Channel Gating/physiology', 'Kv1.4 Potassium Channel', 'Leukemia, Basophilic, Acute', 'Membrane Potentials/physiology', 'Molecular Sequence Data', 'Neurons/cytology/*physiology', 'Patch-Clamp Techniques', 'Potassium Channels/chemistry/*genetics/metabolism', '*Potassium Channels, Voltage-Gated', 'Rats', 'Sequence Homology, Amino Acid', 'Shaker Superfamily of Potassium Channels', 'Transfection', 'Tumor Cells, Cultured', 'Xenopus Proteins', 'Xenopus laevis']",,2002/01/30 10:00,2002/04/18 10:01,['2002/01/30 10:00'],"['2002/01/30 10:00 [pubmed]', '2002/04/18 10:01 [medline]', '2002/01/30 10:00 [entrez]']",ppublish,Brain Res. 2002 Feb 8;927(1):55-68. doi: 10.1016/s0006-8993(01)03324-8.,,,"['S0006899301033248 [pii]', '10.1016/s0006-8993(01)03324-8 [doi]']",,,,,,,,,,,,,,
11813833,NLM,MEDLINE,20020709,20190605,0918-2918 (Print) 0918-2918 (Linking),40,12,2001 Dec,Arsenic trioxide newly joins treatment strategies for acute promyelocytic leukemia.,1165,,"['Kuriyama, K']",['Kuriyama K'],,['eng'],,['Editorial'],Japan,Intern Med,"Internal medicine (Tokyo, Japan)",9204241,"['0 (Antineoplastic Agents)', '0 (Arsenicals)', '0 (Oxides)', 'S7V92P67HO (Arsenic Trioxide)']",IM,"['Antineoplastic Agents/adverse effects/*therapeutic use', 'Arsenic Poisoning/etiology', 'Arsenic Trioxide', 'Arsenicals/adverse effects/*therapeutic use', 'Humans', 'Leukemia, Promyelocytic, Acute/*drug therapy', 'Oxides/adverse effects/*therapeutic use', 'Remission Induction', 'Treatment Outcome']",,2002/01/30 10:00,2002/07/10 10:01,['2002/01/30 10:00'],"['2002/01/30 10:00 [pubmed]', '2002/07/10 10:01 [medline]', '2002/01/30 10:00 [entrez]']",ppublish,Intern Med. 2001 Dec;40(12):1165. doi: 10.2169/internalmedicine.40.1165.,,,['10.2169/internalmedicine.40.1165 [doi]'],,,,,,,,,,,,,,
11813330,NLM,MEDLINE,20020313,20190910,8755-1039 (Print) 1097-0339 (Linking),26,2,2002 Feb,"Fine-needle aspiration biopsy of anaplastic large cell lymphoma, small cell variant with prominent plasmacytoid features: case report.",113-6,"Anaplastic large cell lymphoma (ALCL), according to the new WHO classification, is a diagnosis limited to T/NK cell lymphomas. We present a case that demonstrates a new morphologic variant of ALCL with significant possible pitfalls for the cytopathologist. A fine-needle aspiration biopsy of a cervical lymph node showed a cellular aspiration comprised of medium-sized plasmacytoid cells in a discohesive and focally loosely cohesive pattern. The cytologic diagnosis confirmed the presence of malignancy and noted the prominent plasmacytoid features. An accompanying comment favored melanoma and included a broad differential. No cell block was available for immunohistochemical stains. Immunophenotyping of the subsequent excisional node biopsy showed an anaplastic lymphoma kinase (ALK)-positive ALCL. This case illustrates a new variant of ALCL. Although ALCL variants, such as small cell and lymphohistiocytic, are well recognized, the plasmacytoid features are an additional potential source for misdiagnosis. This case report shows that a cytopathologist should include ALK-positive ALCL in the differential diagnosis of plasmacytoid proliferations cell because of the clinical importance of the ALK-positive ALCL.","['Gatter, Ken M', 'Rader, Anne', 'Braziel, Rita M']","['Gatter KM', 'Rader A', 'Braziel RM']","['Department of Pathology, Oregon Health and Science University, Portland, OR 97201-3098, USA. gatterk@ohsu.edu']",['eng'],,"['Case Reports', 'Journal Article']",United States,Diagn Cytopathol,Diagnostic cytopathology,8506895,"['0 (Biomarkers, Tumor)']",IM,"['Biomarkers, Tumor/analysis', 'Biopsy, Needle', 'Diagnosis, Differential', 'Humans', 'Immunohistochemistry', 'Immunophenotyping', 'Leukemia, Lymphocytic, Chronic, B-Cell/classification/immunology/*pathology', 'Lymph Nodes/pathology', 'Lymphoma, Large-Cell, Anaplastic/classification/immunology/*pathology', 'Male', 'Melanoma/pathology', 'Middle Aged', 'Neoplasm Staging', 'Plasma Cells/immunology/*pathology']",,2002/01/29 10:00,2002/03/14 10:01,['2002/01/29 10:00'],"['2002/01/29 10:00 [pubmed]', '2002/03/14 10:01 [medline]', '2002/01/29 10:00 [entrez]']",ppublish,Diagn Cytopathol. 2002 Feb;26(2):113-6. doi: 10.1002/dc.10056.,,,"['10.1002/dc.10056 [pii]', '10.1002/dc.10056 [doi]']",,,,['Diagn Cytopathol. 2002 Nov;27(5):318-20; author reply 321. PMID: 12412001'],,,,,,,,,,
11813194,NLM,MEDLINE,20020215,20190906,0098-1532 (Print) 0098-1532 (Linking),38,2,2002 Feb,Safe administration of muscle-relaxing botulismotoxin during treatment for leukemia.,150,,"['Lo Nigro, Luca', 'Costantino, Francesco', 'Schiliro, Gino']","['Lo Nigro L', 'Costantino F', 'Schiliro G']",,['eng'],,"['Case Reports', 'Letter', ""Research Support, Non-U.S. Gov't""]",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,"['0 (Anti-Dyskinesia Agents)', 'EC 3.4.24.69 (Botulinum Toxins)']",IM,"['Anti-Dyskinesia Agents/*therapeutic use', 'Botulinum Toxins/*therapeutic use', 'Child, Preschool', 'Humans', 'Male', 'Muscle Spasticity/complications/*drug therapy', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications']",,2002/01/29 10:00,2002/02/16 10:01,['2002/01/29 10:00'],"['2002/01/29 10:00 [pubmed]', '2002/02/16 10:01 [medline]', '2002/01/29 10:00 [entrez]']",ppublish,Med Pediatr Oncol. 2002 Feb;38(2):150. doi: 10.1002/mpo.1302.,,,"['10.1002/mpo.1302 [pii]', '10.1002/mpo.1302 [doi]']",,,,,,,,,,,,,,
11813193,NLM,MEDLINE,20020215,20190906,0098-1532 (Print) 0098-1532 (Linking),38,2,2002 Feb,Bone marrow necrosis associated with relapse of acute myelogenous leukemia following unrelated hematopoeitic stem cell transplantation using an immunoablative regimen.,148-9,,"['Venkateswaran, Lakshmi', 'Duerst, Reggie', 'Haut, Paul', 'Kletzel, Morris', 'Chou, Pauline']","['Venkateswaran L', 'Duerst R', 'Haut P', 'Kletzel M', 'Chou P']",,['eng'],,"['Case Reports', 'Letter']",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,,IM,"['Bone Marrow/*pathology', 'Child, Preschool', 'Female', '*Hematopoietic Stem Cell Transplantation', 'Humans', 'Leukemia, Megakaryoblastic, Acute/*pathology/therapy', 'Necrosis', 'Recurrence', 'Transplantation Conditioning/*methods']",,2002/01/29 10:00,2002/02/16 10:01,['2002/01/29 10:00'],"['2002/01/29 10:00 [pubmed]', '2002/02/16 10:01 [medline]', '2002/01/29 10:00 [entrez]']",ppublish,Med Pediatr Oncol. 2002 Feb;38(2):148-9. doi: 10.1002/mpo.1299.,,,"['10.1002/mpo.1299 [pii]', '10.1002/mpo.1299 [doi]']",,,,,,,,,,,,,,
11813182,NLM,MEDLINE,20020215,20190906,0098-1532 (Print) 0098-1532 (Linking),38,2,2002 Feb,Increased prevalence of minor anomalies in children with hematologic malignancies.,128-30,,"['Roganovic, Jelena', 'Radojcic-Badovinac, Andjelka', 'Ahel, Vladimir']","['Roganovic J', 'Radojcic-Badovinac A', 'Ahel V']","['Division of Hematology/Oncology, Department of Pediatrics, University of Rijeka School of Medicine, Croatia.']",['eng'],,['Journal Article'],United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Congenital Abnormalities/*epidemiology', 'Croatia/epidemiology', 'Female', 'Humans', 'Infant', 'Leukemia/*complications/genetics', 'Lymphoma/*complications/genetics', 'Male', 'Prevalence']",,2002/01/29 10:00,2002/02/16 10:01,['2002/01/29 10:00'],"['2002/01/29 10:00 [pubmed]', '2002/02/16 10:01 [medline]', '2002/01/29 10:00 [entrez]']",ppublish,Med Pediatr Oncol. 2002 Feb;38(2):128-30. doi: 10.1002/mpo.1288.,,,"['10.1002/mpo.1288 [pii]', '10.1002/mpo.1288 [doi]']",,,,,,,,,,,,,,
