PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,EIN,CIN,CON,TT,PMC,CI,GR,MID,CN,GN,LID,SI,COIS,PS,FPS,RIN,OID,OTO,OT
17194321,NLM,MEDLINE,20070525,20190917,1695-4033 (Print) 1695-4033 (Linking),65,6,2006 Dec,[Neonatal neoplasms: a single-centre experience].,529-35,"INTRODUCTION: Malignant tumors are uncommon in the neonatal period and benign tumors may have malignant potential. OBJECTIVES: To describe the neoplasms diagnosed and treated in newborns (</= 28 days of life) in the Hospital Universitario de Canarias and their association with congenital abnormalities and to evaluate prenatal diagnosis of these tumors. PATIENTS AND METHODS: The medical records of patients with neoplasms diagnosed during the neonatal period in the previous 25 years in our hospital were retrospectively reviewed. The variables analyzed were the percentage of neonatal neoplasms among the total number of cancer cases in children aged less than 14 years, their incidence among all the newborns in our hospital, sex, year of diagnosis, age at clinical diagnosis, the presence or absence of prenatal diagnosis, type of tumor (histologic diagnosis), association with syndromes or other congenital anomalies, treatment, and long-term outcome. RESULTS: Of 260 neoplasms diagnosed in our unit from 1980, 16 (6.1 %) were diagnosed in the neonatal period. The incidence of neonatal neoplasms was estimated to be 276.5 per million live births. Males accounted for 43.8 % and females for 56.2 %, with a mean age at diagnosis of 5.5 days (range 1-28 days). Five neonates (31.2 %) had a prenatal diagnosis, 60 % of which were made in the last 7 years of the study period. A further five newborns were diagnosed at the initial neonatal examination. Histologic diagnoses were neuroblastoma (n = 5; 31.2 %), teratoma/ germ cell tumor (n = 4; 25 %), soft tissue sarcoma (one fibrosarcoma of the thigh and two hemangiopericytoma of the back and heart; 18.8 %), and one case each of mesoblastic nephroma, cerebral tumor (ependymoblastoma), melanoma (associated with giant congenital melanocytic nevi), and acute leukemia (associated with Down syndrome). Treatment consisted of surgery alone (n = 10; 62.5 %) and surgery plus chemotherapy (n = 5; 31.2 %); one patient received no treatment. The overall actuarial survival rate was 87.5 %. Sequelae were observed in 33.3 % of survivors. CONCLUSIONS: The neoplasms most frequently diagnosed in the neonatal period were solid tumors, mainly neuroblastoma and teratomas/germ cell tumors; 12.5 % were associated with syndromes or congenital anomalies. In the last 7 years, the prenatal diagnosis of these entities has improved. Most of the neoplasms responded to therapy, mainly surgery, and long-term outcome was favorable.","['Lopez Almaraz, R', 'Villafruela Alvarez, C', 'Rodriguez Luis, J', 'Domenech Martinez, E']","['Lopez Almaraz R', 'Villafruela Alvarez C', 'Rodriguez Luis J', 'Domenech Martinez E']","['Servicio de Pediatria, Unidad de Oncohematologia Pediatrica, Hospital Universitario de Canarias, La Laguna, Tenerife, Espana.']",['spa'],"['English Abstract', 'Journal Article']",,Spain,An Pediatr (Barc),"Anales de pediatria (Barcelona, Spain : 2003)",101162596,,IM,"['Female', 'Humans', 'Infant, Newborn', 'Male', '*Neoplasms/diagnosis/epidemiology/therapy', 'Retrospective Studies']",,2006/12/30 09:00,2007/05/26 09:00,['2006/12/30 09:00'],"['2006/12/30 09:00 [pubmed]', '2007/05/26 09:00 [medline]', '2006/12/30 09:00 [entrez]']","['13095844 [pii]', '10.1157/13095844 [doi]']",ppublish,An Pediatr (Barc). 2006 Dec;65(6):529-35. doi: 10.1157/13095844.,,['An Pediatr (Barc). 2007 Jul;67(1):85-6. PMID: 17663916'],,Neoplasias neonatales: experiencia de un centro.,,,,,,,,,,,,,,,
17193947,NLM,MEDLINE,20070213,20181201,1092-1095 (Print) 1092-1095 (Linking),10,6,2006 Dec,Nursing considerations for clofarabine in the treatment of acute lymphoblastic leukemia in children.,809-15,"Each year, almost 3500 children are diagnosed with leukemia, representing approximately 30% of pediatric cancer cases. Acute lymphoblastic leukemia is the most common form of pediatric leukemia, accounting for approximately 80% of cases. A significant number of children fail to respond to existing chemotherapies or are unable to maintain remission. Their prognosis is poor, with little hope for long-term survival.","['McDonald, Lisa R', 'McCarthy, Colleen H']","['McDonald LR', 'McCarthy CH']","['University of Texas M.D. Anderson Cancer Center, Houston, USA. lrmcdona@mdanderson.org']",['eng'],"['Journal Article', 'Review']",,United States,Clin J Oncol Nurs,Clinical journal of oncology nursing,9705336,"['0 (Adenine Nucleotides)', '0 (Arabinonucleosides)', '762RDY0Y2H (Clofarabine)']",,"['Adenine Nucleotides/adverse effects/*therapeutic use', 'Arabinonucleosides/adverse effects/*therapeutic use', 'Child', 'Clinical Trials, Phase II as Topic', 'Clofarabine', 'Drug Administration Schedule', 'Drug Monitoring', 'Humans', ""Nurse's Role"", 'Oncology Nursing/*organization & administration', 'Practice Guidelines as Topic', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/epidemiology/*nursing', 'Prognosis', 'Recurrence', 'Remission Induction', 'Survival Rate', 'Treatment Outcome']",30,2006/12/30 09:00,2007/02/14 09:00,['2006/12/30 09:00'],"['2006/12/30 09:00 [pubmed]', '2007/02/14 09:00 [medline]', '2006/12/30 09:00 [entrez]']",['10.1188/06.CJON.809-815 [doi]'],ppublish,Clin J Oncol Nurs. 2006 Dec;10(6):809-15. doi: 10.1188/06.CJON.809-815.,,,,,,,,,,,,,,,,,,,
17193924,NLM,MEDLINE,20070125,20191110,1052-2166 (Print) 1052-2166 (Linking),13,3,2006,An efficient strategy to identify early TPA-responsive genes during differentiation of HL-60 cells.,179-89,"We have adopted a special experimental strategy to identify early responsive genes during 12-O-tetradecanoylphorbol-13-acetate (TPA)-induced macrophage-like differentiation of human myeloid leukemia cells (HL-60). This was performed in cells that were synchronized by nocodazole and treated with TPA in the presence of a protein synthesis inhibitor, cycloheximide, to prevent activation of secondary targets and therefore increase the probability of early transcripts in total RNA pool. The expression alteration was analyzed by microarray and the selection criteria of candidate genes were adjusted by real-time PCR validation to increase its reliability. Finally, 56 genes were identified as early TPA-responsive genes in this multiscreening step approach. Furthermore, upregulation of three candidate genes (NFIL3, SKIL, and JMJD3) was shown to be dosage and time dependent with TPA treatment and was found to be directly regulated by TPA through PKC-dependent signaling. These results revealed that our screenings provide a useful and efficient approach to identify early TPA-responsive genes and these genes might involve the regulation of TPA-induced differentiation program of HL-60 cells as primary","['Hu, Ling-Yueh', 'Tepper, Clifford G', 'Lo, Su-Hao', 'Lin, Wen-Chang']","['Hu LY', 'Tepper CG', 'Lo SH', 'Lin WC']","['Graduate Institute of Life Sciences, National Defense Medical Center, Taipei, Taiwan, ROC.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Gene Expr,Gene expression,9200651,"['0 (Antineoplastic Agents)', '0 (Biomarkers, Tumor)', '0 (Carcinogens)', '0 (Protein Synthesis Inhibitors)', '98600C0908 (Cycloheximide)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)', 'SH1WY3R615 (Nocodazole)']",IM,"['Antineoplastic Agents/pharmacology', 'Biomarkers, Tumor/genetics/*metabolism', 'Carcinogens/*pharmacology', 'Cell Differentiation/*drug effects', 'Cycloheximide/pharmacology', 'Gene Expression Profiling', 'Gene Expression Regulation, Neoplastic/*drug effects', 'HL-60 Cells/drug effects', 'Humans', 'Macrophages', 'Nocodazole/pharmacology', 'Oligonucleotide Array Sequence Analysis', 'Protein Synthesis Inhibitors/pharmacology', 'Tetradecanoylphorbol Acetate/*pharmacology']",,2006/12/30 09:00,2007/01/26 09:00,['2006/12/30 09:00'],"['2006/12/30 09:00 [pubmed]', '2007/01/26 09:00 [medline]', '2006/12/30 09:00 [entrez]']",['10.3727/000000006783991791 [doi]'],ppublish,Gene Expr. 2006;13(3):179-89. doi: 10.3727/000000006783991791.,,,,,PMC6032445,,,,,,,,,,,,,,
17193825,NLM,MEDLINE,20070323,20191110,0740-2570 (Print) 0740-2570 (Linking),23,2,2006 May,Occurrence of other malignancies in patients with gastrointestinal stromal tumors.,120-9,"Almost one-third of gastrointestinal stromal tumors (GISTs) are discovered incidentally during investigative or therapeutic procedures for unrelated diseases. In this regard, GISTs may coexist with different types of cancer, either synchronously or metachronously. The frequency of this association and the spectrum of neoplasms involved have not been sufficiently analyzed. We conducted a review of the literature and our own records for cases with sporadic GISTs and other malignancies, with emphasis on solid tumors. Neurofibromatosis 1 and Carney triad-associated tumors were excluded. Based on these data, there were 518 cancers in 486 GIST patients among 4813 cases with informative data. The overall frequency of second tumors in different series varied from 4.5% to 33% (mean, 13%). A total of 29 patients had multiple malignancies. GISTs of gastric location were most commonly involved with other neoplasms, reflecting their overall high frequency (60%) of all GISTs. The major types of GIST-associated cancers were gastrointestinal carcinomas (n=228; 47%), lymphoma/leukemia, (n=36; 7%), and carcinomas of prostate (n=43; 9%), breast (n=34; 7%), kidney (n=27; 6%), lung (n=26; 5%), female genital tract (n=25; 5%), and carcinoid tumors (n=13; 3%). Other cancers included soft tissue and bone sarcomas (n=15; 3%), malignant melanoma (n=12; 2%), and seminoma (n=6; 1%). Occurrence of collision tumors and metastases of carcinoma or sarcoma into a GIST (the latter noted in 4 cases) can be challenging diagnostic problems. The potential nonrandom association and causal relationship between GIST and other neoplasms remain to be investigated.","['Agaimy, Abbas', 'Wunsch, Peter H', 'Sobin, Leslie H', 'Lasota, Jerzy', 'Miettinen, Markku']","['Agaimy A', 'Wunsch PH', 'Sobin LH', 'Lasota J', 'Miettinen M']","['Institute of Pathology, Nuremberg Clinic Center, Nuremberg, Germany. abbas.agaimy@klinikum-nuernberg.de']",['eng'],"['Journal Article', 'Review']",,United States,Semin Diagn Pathol,Seminars in diagnostic pathology,8502262,,IM,"['Bone Neoplasms/*pathology', 'Case-Control Studies', 'Gastrointestinal Stromal Tumors/complications/*diagnosis/pathology', 'Humans', 'Hyperplasia/pathology', 'Neoplasms, Germ Cell and Embryonal/*pathology', 'Neoplasms, Multiple Primary/epidemiology/*pathology', 'Sarcoma/*pathology', 'Soft Tissue Neoplasms/*pathology']",68,2006/12/30 09:00,2007/03/24 09:00,['2006/12/30 09:00'],"['2006/12/30 09:00 [pubmed]', '2007/03/24 09:00 [medline]', '2006/12/30 09:00 [entrez]']","['S0740-2570(06)00146-8 [pii]', '10.1053/j.semdp.2006.09.004 [doi]']",ppublish,Semin Diagn Pathol. 2006 May;23(2):120-9. doi: 10.1053/j.semdp.2006.09.004.,,,,,,,,,,,,,,,,,,,
17193721,NLM,MEDLINE,20070125,20071115,1543-0790 (Print) 1543-0790 (Linking),4,11,2006 Nov,Update on the management of pediatric acute promyelocytic leukemia.,854-5; author reply 855-6,,"['Feusner, James', 'Gregory, John Joseph Jr']","['Feusner J', 'Gregory JJ Jr']",,['eng'],"['Comment', 'Letter']",,United States,Clin Adv Hematol Oncol,Clinical advances in hematology & oncology : H&O,101167661,,IM,"['Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', '*Blood Component Transfusion', 'Child', 'Child, Preschool', 'Female', 'Hemorrhage/blood/etiology/mortality/therapy', 'Humans', 'Leukemia, Myeloid, Acute/blood/mortality/therapy', 'Leukemia, Promyelocytic, Acute/blood/complications/mortality/*therapy', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/blood/mortality/therapy']",,2006/12/30 09:00,2007/01/26 09:00,['2006/12/30 09:00'],"['2006/12/30 09:00 [pubmed]', '2007/01/26 09:00 [medline]', '2006/12/30 09:00 [entrez]']",,ppublish,Clin Adv Hematol Oncol. 2006 Nov;4(11):854-5; author reply 855-6.,,,['Clin Adv Hematol Oncol. 2006 Apr;4(4):263-5. PMID: 16728936'],,,,,,,,,,,,,,,,
17193720,NLM,MEDLINE,20070125,20071115,1543-0790 (Print) 1543-0790 (Linking),4,11,2006 Nov,The gift that keeps on giving.,787,,"['Cheson, Bruce D']",['Cheson BD'],,['eng'],['Letter'],,United States,Clin Adv Hematol Oncol,Clinical advances in hematology & oncology : H&O,101167661,"['0 (Contraceptives, Oral)']",IM,"['Blood Coagulation/*drug effects', '*Burkitt Lymphoma/complications', 'Contraceptives, Oral/*adverse effects', '*Fatigue/etiology', 'Female', '*HIV Infections/complications', 'Humans', 'Male', 'Monitoring, Physiologic/methods', 'Ovarian Neoplasms/complications/*therapy', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/complications/*therapy']",,2006/12/30 09:00,2007/01/26 09:00,['2006/12/30 09:00'],"['2006/12/30 09:00 [pubmed]', '2007/01/26 09:00 [medline]', '2006/12/30 09:00 [entrez]']",,ppublish,Clin Adv Hematol Oncol. 2006 Nov;4(11):787.,,,,,,,,,,,,,,,,,,,
17193335,NLM,MEDLINE,20070315,20171116,1612-1880 (Electronic) 1612-1872 (Linking),3,9,2006 Sep,New glycosides from Tetracentron sinense and their cytotoxic activity.,1023-30,"One novel neolignan (tetracentronsine; 1), one new indole alkaloid (=3-(2-hydroxyethyl)-1H-indole-5-O-beta-D-glucopyranoside; 2), and two new phenol derivatives, 3-{2-[(beta-glucopyranosyl)oxy]-4,5-(methylenedioxy)phenyl}propanoic acid (3) and methyl 3-{2-[(beta-glucopyranosyl)oxy]-4,5-(methylenedioxy)phenyl}propanoate (4), together with six known compounds were isolated from the stem bark of Tetracentron sinense. Their structures were determined by spectral analysis, including 1D- and 2D-NMR, and MS analyses. These compounds were tested for their cytotoxic activity against human leukaemia cells in vitro. Among them, compound 2, (E)-3-(4-hydroxyphenyl)-N-[2-(4-hydroxyphenyl)ethyl]prop-2-enamide (5), and maslinic acid (6) showed significant inhibitory activities against human leukaemia cells CCRF-CEM and its multidrug-resistant sub-line, CEM/ADR5000, with IC50 values in a range of 7.1 to 29.7 microM.","['Wang, Yi-Fen', 'Lai, Gou-Fang', 'Efferth, Thomas', 'Cao, Jian-Xin', 'Luo, Shi-De']","['Wang YF', 'Lai GF', 'Efferth T', 'Cao JX', 'Luo SD']","['State Key Laboratory of Phytochemistry and Plant Resources in West China, Kunming Institute of Botany, Chinese Academy of Sciences, Kunming 650204, P.R. China.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Switzerland,Chem Biodivers,Chemistry & biodiversity,101197449,"['0 (Antineoplastic Agents, Phytogenic)', '0 (Glycosides)', '0 (Plant Extracts)']",IM,"['*Antineoplastic Agents, Phytogenic/chemistry/isolation & purification/pharmacology', 'Cell Line, Tumor', 'Cell Proliferation/drug effects', 'Cell Survival/drug effects', 'Dose-Response Relationship, Drug', 'Drug Screening Assays, Antitumor', '*Glycosides/chemistry/isolation & purification/pharmacology', 'Humans', 'Magnoliopsida/*chemistry', 'Molecular Structure', 'Plant Bark/chemistry', 'Plant Extracts/chemistry/isolation & purification/pharmacology', '*Plants, Medicinal', 'Structure-Activity Relationship']",,2006/12/29 09:00,2007/03/16 09:00,['2006/12/29 09:00'],"['2006/12/29 09:00 [pubmed]', '2007/03/16 09:00 [medline]', '2006/12/29 09:00 [entrez]']",['10.1002/cbdv.200690100 [doi]'],ppublish,Chem Biodivers. 2006 Sep;3(9):1023-30. doi: 10.1002/cbdv.200690100.,,,,,,,,,,,,,,,,,,,
17193310,NLM,MEDLINE,20070322,20061228,1612-1880 (Electronic) 1612-1872 (Linking),3,7,2006 Jul,New bisabolane sesquiterpenes and coumarin from Leontopodium longifolium.,783-90,"From the roots of Leontopotium longifolium, three new bisabolane sesquiterpenes, rel-(1S,4R,5S,6R)-4,5-diacetoxy-6-[(R)-1,5-dimethylhexa-3,5-dienyl]-3-methylcyclo hex-2-enyl (Z)-2-methylbut-2-enoate (1), rel-(1S,4R,5S,6R)-4,5-diacetoxy-6-[(R)-5-hydroxy-1,5-dimethylhex-3-enyl]-3-methyl cyclohex-2-enyl (Z)-2-methylbut-2-enoate (2), rel-(1R,2S,4R,5S)-4-acetoxy-2-[(R)-5-hydroxy-1,5-dimethylhex-3-enyl]-5-methylcycl ohexyl (Z)-2-methylbut-2-enoate (3), and a new coumarin, 2,3-dihydro-5-hydroxy-2-(1-methylethenyl)-7H-pyrano[2,3-g][1,4]benzodioxin-7-one (4) together with nine known compounds have been isolated. The structures of these compounds were established by spectroscopic methods. Compounds 1 and 2 exhibited moderate cytotoxic activities against human promyelocytic leukemia (HL-60) cells.","['Li, Ji-Xin', 'Lin, Chang-Jun', 'Yang, Xiu-Ping', 'Jia, Zhong-Jian']","['Li JX', 'Lin CJ', 'Yang XP', 'Jia ZJ']","['State Key Laboratory of Applied Organic Chemistry, College of Chemistry and Chemical Engineering, Lanzhou University, Lanzhou, 730000, PR China.']",['eng'],['Journal Article'],,Switzerland,Chem Biodivers,Chemistry & biodiversity,101197449,"['0 (Antineoplastic Agents)', '0 (Sesquiterpenes)']",IM,"['Antineoplastic Agents/chemistry/toxicity', 'Asteraceae/*chemistry/metabolism', 'Cell Survival/drug effects', 'HL-60 Cells', 'Humans', 'Magnetic Resonance Spectroscopy', 'Mass Spectrometry', 'Molecular Structure', 'Sesquiterpenes/*chemistry/*isolation & purification/metabolism/toxicity']",,2006/12/29 09:00,2007/03/23 09:00,['2006/12/29 09:00'],"['2006/12/29 09:00 [pubmed]', '2007/03/23 09:00 [medline]', '2006/12/29 09:00 [entrez]']",['10.1002/cbdv.200690080 [doi]'],ppublish,Chem Biodivers. 2006 Jul;3(7):783-90. doi: 10.1002/cbdv.200690080.,,,,,,,,,,,,,,,,,,,
17193298,NLM,MEDLINE,20070503,20061228,1612-1880 (Electronic) 1612-1872 (Linking),3,6,2006 Jun,Cytotoxic and new tetralone derivatives from Berchemia floribunda (Wall.) Brongn.,646-53,"Two new alpha-tetralone (=3,4-dihydronaphthalen-1(2H)-one) derivatives, berchemiaside A and B (1 and 2, resp.), and one new flavonoid, quercetin-3-O-(2-acetyl-alpha-L-arabinofuranoside (3), together with ten known flavonoids compounds, eriodictyol (4), aromadendrin (5), trans-dihydroquercetin (6), cis-dihydroquercetin (7), kaempferol (8), kaempferol-3-O-alpha-L-arabinofuranoside (9), quercetin (10), quercetin-3-O-alpha-L-arabinofuranoside or avicularin (11), quercetin 3'-methyl ether, 3-O-alpha-L-arabinofuranoside (12), and maesopsin (13), were isolated from the bark of Berchemia floribunda. Their structures were determined by various NMR techniques and chemical studies. Compounds 3-13 were tested for their cytotoxic activity against human leukemia cells. Among them, kaempferol (8) and maesopsin (13) showed significant inhibitory activities against human leukemia cells CCRF-CEM and its multidrug-resistant sub-line, CEM/ADR5000, with IC(50) values of 14.0, 5.3, 10.2, and 12.3 microM, respectively.","['Wang, Yi-Fen', 'Cao, Jian-Xin', 'Efferth, Thomas', 'Lai, Gou-Fang', 'Luo, Shi-De']","['Wang YF', 'Cao JX', 'Efferth T', 'Lai GF', 'Luo SD']","['State Key Laboratory of Phytochemistry and Plant Resources in West China, Kunming Institute of Botany, The Chinese Academy of Sciences, Kunming 650204, PR China.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Switzerland,Chem Biodivers,Chemistry & biodiversity,101197449,['0 (Tetralones)'],IM,"['Cell Line, Tumor', 'Cell Proliferation/drug effects', 'Humans', 'Inhibitory Concentration 50', 'Magnetic Resonance Spectroscopy', 'Molecular Structure', 'Plant Bark/chemistry', 'Rhamnaceae/*chemistry', 'Tetralones/*chemistry/*toxicity']",,2006/12/29 09:00,2007/05/04 09:00,['2006/12/29 09:00'],"['2006/12/29 09:00 [pubmed]', '2007/05/04 09:00 [medline]', '2006/12/29 09:00 [entrez]']",['10.1002/cbdv.200690067 [doi]'],ppublish,Chem Biodivers. 2006 Jun;3(6):646-53. doi: 10.1002/cbdv.200690067.,,,,,,,,,,,,,,,,,,,
17193287,NLM,MEDLINE,20070405,20061228,1612-1880 (Electronic) 1612-1872 (Linking),3,5,2006 May,"Nitroimidazoles, part 2: Synthesis, antiviral and antitumor activity of new 4-nitroimidazoles.",515-26,"A series of 5-alkylamino and 5-alkylsulfanyl derivatives of 1-aryl-2-alkyl-4-nitro-1H-imidazoles 12-21, 31, and 34 were synthesized by a simple method with the aim to develop novel HIV non-nucleoside reverse transcriptase inhibitors (NNRTIs). All the new compounds were tested against HIV-1 and HIV-2 in MT-4 cells. Compound 21, with an arylsulfanyl group at C(5) of the 4-nitro-1H-imidazole backbone showed an EC(50) value of 0.22 microg/ml against HIV-1 with a therapeutic index of 13. This means that compound 21 was cytotoxic to MT-4 cells at a CC(50) value of 2.57 microg/ml; also compounds 8, 22-25, 28, and 29 were cytotoxic to MT-4 cells within the 0.4-4 microg/ml concentration range. Compounds 8, and 12-21 were evaluated, as a rule, but found inactive at non-toxic concentrations against hepatitis C virus, herpes simplex type 1 and 2, cytomegalovirus (CMV), varicella-zoster virus (VZV), vaccinia virus, and vesicular stomatitis virus, and a number of other viruses. Yet, the therapeutic index of compounds 17 and 21 for CMV and VZV approached the tenfold cut-off point. Compounds 8 and 21 exhibited some cytostatic activity against leukemia and melanoma cell lines.","['Al-Masoudi, Najim A', 'Al-Soud, Yaseen A', 'Kalogerakis, Aris', 'Pannecouque, Christophe', 'De Clercq, Erik']","['Al-Masoudi NA', 'Al-Soud YA', 'Kalogerakis A', 'Pannecouque C', 'De Clercq E']","['Fachbereich Chemie, Universitat Konstanz, Postfach 5560, D-78457 Konstanz. info@al-masoudi.de']",['eng'],['Journal Article'],,Switzerland,Chem Biodivers,Chemistry & biodiversity,101197449,"['0 (Antineoplastic Agents)', '0 (Antiviral Agents)', '0 (Nitroimidazoles)']",IM,"['Antineoplastic Agents/*chemical synthesis/chemistry/*pharmacology', 'Antiviral Agents/*chemical synthesis/chemistry/*pharmacology', 'Cell Line, Tumor', 'Cell Proliferation/drug effects', 'Cytomegalovirus/drug effects', 'HIV/drug effects', 'Hepacivirus/drug effects', 'Humans', 'Magnetic Resonance Spectroscopy', 'Molecular Structure', 'Nitroimidazoles/*chemical synthesis/chemistry/*pharmacology']",,2006/12/29 09:00,2007/04/06 09:00,['2006/12/29 09:00'],"['2006/12/29 09:00 [pubmed]', '2007/04/06 09:00 [medline]', '2006/12/29 09:00 [entrez]']",['10.1002/cbdv.200690055 [doi]'],ppublish,Chem Biodivers. 2006 May;3(5):515-26. doi: 10.1002/cbdv.200690055.,,,,,,,,,,,,,,,,,,,
