PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,EIN,CI,RF,CON,CIN,DEP,OID,OTO,OT,GN,SI,TT,CN,MID,UIN,UOF
12547160,NLM,MEDLINE,20030212,20190816,0165-4608 (Print) 0165-4608 (Linking),139,1,2002 Nov,Is t(10;11)(p11.2;q23) involving MLL and ABI-1 genes associated with congenital acute monocytic leukemia?,57-9,"Congenital, or perinatal, leukemias are rarely observed, but retrospective molecular studies seem to suggest a more frequent onset in prenatal life. Myelocytic types are common, and chromosome band 11q23 rearrangements at the MLL locus are characteristic genetic markers. The fusion of the MLL gene with one of its partners, ABI-1, has recently been described in two infant leukemia patients with monocytic involvement and good clinical outcome. We report a case of congenital monocytic leukemia with the same gene involvement and good response to chemotherapy. The blast metaphases were probed by fluorescence in situ hybridization, and t(10;11)(p11.2;q23) involving MLL and ABI-1 genes was demonstrated with the same breakpoint in ABI-1. The congenital presentation of this case suggests a possible relationship of this genetic event with in utero leukemogenesis.","['Morerio, Cristina', 'Rosanda, Cristina', 'Rapella, Annamaria', 'Micalizzi, Concetta', 'Panarello, Claudio']","['Morerio C', 'Rosanda C', 'Rapella A', 'Micalizzi C', 'Panarello C']","['Divisione di Ematologia ed Oncologia Pediatrica, Istituto Giannina Gaslini, Largo G. Gaslini 5, 16148, Genova, Italy.']",['eng'],,"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,"['0 (ABI1 protein, human)', '0 (Adaptor Proteins, Signal Transducing)', '0 (Cytoskeletal Proteins)', '0 (DNA-Binding Proteins)', '0 (Homeodomain Proteins)', '0 (KMT2A protein, human)', '0 (Transcription Factors)', '149025-06-9 (Myeloid-Lymphoid Leukemia Protein)', 'EC 2.1.1.43 (Histone-Lysine N-Methyltransferase)']",IM,"['*Adaptor Proteins, Signal Transducing', 'Apgar Score', 'Chromosome Mapping', '*Chromosomes, Human, Pair 10', '*Chromosomes, Human, Pair 11', '*Cytoskeletal Proteins', 'DNA-Binding Proteins/*genetics', 'Female', 'Histone-Lysine N-Methyltransferase', 'Homeodomain Proteins/*genetics', 'Humans', 'Infant, Newborn', 'Karyotyping', 'Leukemia, Monocytic, Acute/*congenital/*genetics', 'Myeloid-Lymphoid Leukemia Protein', '*Proto-Oncogenes', '*Transcription Factors', '*Translocation, Genetic']",,2003/01/28 04:00,2003/02/14 04:00,['2003/01/28 04:00'],"['2003/01/28 04:00 [pubmed]', '2003/02/14 04:00 [medline]', '2003/01/28 04:00 [entrez]']","['S0165460802006167 [pii]', '10.1016/s0165-4608(02)00616-7 [doi]']",ppublish,Cancer Genet Cytogenet. 2002 Nov;139(1):57-9. doi: 10.1016/s0165-4608(02)00616-7.,,,,,,,,,,,,,,,,
12547159,NLM,MEDLINE,20030212,20190816,0165-4608 (Print) 0165-4608 (Linking),139,1,2002 Nov,Two balanced and novel chromosomal translocations in myeloid malignancies. characterization by multiplex fluorescence in situ hybridization.,52-6,"We describe two novel chromosomal translocations in two cases of leukemia in which these translocations were further characterized as the sole acquired karyotypic abnormality by mutliplex fluorescence in situ hybridization (M-FISH). They comprised a case of acute myeloid leukemia with t(6;10)(q21;p12) and a case of chronic myelomonocytic leukemia with t(5;12)(q34;q24). To the best of our knowledge, these two balanced translocations are novel and are hitherto unrecognized in hematologic malignancies. While the clinical and pathogenic significance of these translocations remains to be defined, the present report illustrates that M-FISH technology contributes to the exclusion of subtle or cryptic translocations in sole karyotypic aberrations and the confirmation of novel chromosomal arrangements in neoplastic disorders.","['Wan, T S K', 'Ma, S K', 'Yip, S F', 'Yeung, Y M', 'Chan, L C']","['Wan TS', 'Ma SK', 'Yip SF', 'Yeung YM', 'Chan LC']","[""Department of Pathology, The University of Hong Kong, Queen Mary Hospital, People's Republic of, Hong Kong, China.""]",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Chromosome Mapping', '*Chromosomes, Human, Pair 10', 'Chromosomes, Human, Pair 12', 'Chromosomes, Human, Pair 5', '*Chromosomes, Human, Pair 6', 'Humans', 'In Situ Hybridization, Fluorescence/methods', 'Karyotyping', 'Leukemia, Myeloid, Acute/*genetics', 'Leukemia, Myelomonocytic, Chronic/genetics', '*Translocation, Genetic']",,2003/01/28 04:00,2003/02/14 04:00,['2003/01/28 04:00'],"['2003/01/28 04:00 [pubmed]', '2003/02/14 04:00 [medline]', '2003/01/28 04:00 [entrez]']","['S0165460802006118 [pii]', '10.1016/s0165-4608(02)00611-8 [doi]']",ppublish,Cancer Genet Cytogenet. 2002 Nov;139(1):52-6. doi: 10.1016/s0165-4608(02)00611-8.,,,,,,,,,,,,,,,,
12547155,NLM,MEDLINE,20030212,20190816,0165-4608 (Print) 0165-4608 (Linking),139,1,2002 Nov,"Novel clonal der(8)t(8;14)(p11;q11),del(9)(q13q22) and t(14;22) (q13;q13) in a patient with fulminant adult T-cell leukemia/lymphoma.",34-7,"We describe a 70-year-old man with fulminant adult T-cell leukemia/lymphoma. He died of progressive disease 1 week after the onset of symptoms. The integrated viral DNA of human T-lymphotropic virus type I was detected in the bone marrow aspirate by polymerase chain reaction. Cytogenetic analysis of bone marrow cells showed novel clonal aberrations consisting of 46,XY,der(8)t(8;14)(p11;q11),del(9) (q13q22),t(14;22)(q13;q13).","['Yeh, Su-Peng', 'Yu, Ming-Tsong', 'Chow, Kuan-Chih', 'Lai, Ling-Ya', 'Chiu, Chang-Fang']","['Yeh SP', 'Yu MT', 'Chow KC', 'Lai LY', 'Chiu CF']","['Division of Hematology and Oncology, Department of Internal Medicine, China Medical College Hospital, 2 Yuh Der Road, Taichung 404, Taiwan. superyeh@pavo.seed.net.tw']",['eng'],,"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,['0 (DNA Primers)'],IM,"['Aged', 'Base Sequence', '*Chromosome Deletion', 'Chromosome Mapping', '*Chromosomes, Human, Pair 14', '*Chromosomes, Human, Pair 22', '*Chromosomes, Human, Pair 8', '*Chromosomes, Human, Pair 9', 'DNA Primers', 'Humans', 'Karyotyping', 'Leukemia-Lymphoma, Adult T-Cell/blood/*genetics/*pathology', 'Male', '*Translocation, Genetic']",,2003/01/28 04:00,2003/02/14 04:00,['2003/01/28 04:00'],"['2003/01/28 04:00 [pubmed]', '2003/02/14 04:00 [medline]', '2003/01/28 04:00 [entrez]']","['S0165460802006210 [pii]', '10.1016/s0165-4608(02)00621-0 [doi]']",ppublish,Cancer Genet Cytogenet. 2002 Nov;139(1):34-7. doi: 10.1016/s0165-4608(02)00621-0.,,,,,,,,,,,,,,,,
12547154,NLM,MEDLINE,20030212,20190816,0165-4608 (Print) 0165-4608 (Linking),139,1,2002 Nov,BCR/ABL amplification in chronic myelocytic leukemia blast crisis following imatinib mesylate administration.,30-3,"The onset of accelerated phase or blast crisis of chronic myelocytic leukemia (CML) is usually associated with the acquisition of new chromosome abnormalities in addition to the t(9;22)(q34;q11) that is characteristic of the chronic phase CML. We describe the cytogenetic and molecular genetic findings in two cases of myelocytic blast crisis of CML, one occurring 6 months after commencing treatment with the ABL-specific tyrosine kinase inhibitor imatinib mesylate (STI571, Glivec, or Gleevec) and the second treated with imatinib mesylate for established blast crisis. In both cases, multiple secondary cytogenetic abnormalities were observed at transformation, with homogeneously staining regions that were shown to contain BCR/ABL amplification by fluorescence in situ hybridization appearing after imatinib mesylate administration. BCR/ABL amplification is emerging as an important mechanism of acquired resistance to imatinib mesylate.","['Campbell, Lynda J', 'Patsouris, Crisoula', 'Rayeroux, Kathleen C', 'Somana, Kathy', 'Januszewicz, E Henry', 'Szer, Jeffrey']","['Campbell LJ', 'Patsouris C', 'Rayeroux KC', 'Somana K', 'Januszewicz EH', 'Szer J']","[""Victorian Cancer Cytogenetics Service, St. Vincent's Hospital, Melbourne, Fitzroy VIC 3065, Australia. campbelj@svhm.org.au""]",['eng'],,"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,"['0 (Antineoplastic Agents)', '0 (Benzamides)', '0 (Piperazines)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Adult', 'Aged', 'Antineoplastic Agents/*therapeutic use', 'Benzamides', 'Blast Crisis/*genetics', 'Bone Marrow Cells/pathology', 'Chromosome Banding', 'Fusion Proteins, bcr-abl/*genetics', 'Gene Amplification', 'Humans', 'Imatinib Mesylate', 'Karyotyping', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/drug therapy/*genetics/pathology', 'Male', 'Piperazines/*therapeutic use', 'Pyrimidines/*therapeutic use']",,2003/01/28 04:00,2003/02/14 04:00,['2003/01/28 04:00'],"['2003/01/28 04:00 [pubmed]', '2003/02/14 04:00 [medline]', '2003/01/28 04:00 [entrez]']","['S0165460802006155 [pii]', '10.1016/s0165-4608(02)00615-5 [doi]']",ppublish,Cancer Genet Cytogenet. 2002 Nov;139(1):30-3. doi: 10.1016/s0165-4608(02)00615-5.,,,,,,,,,,,,,,,,
12547150,NLM,MEDLINE,20030212,20190816,0165-4608 (Print) 0165-4608 (Linking),139,1,2002 Nov,Hematologic malignancies and Klinefelter syndrome. a chance association?,9-13,"Klinefelter syndrome was first described in 1942 as an endocrine disorder characterized by gynecomastia, hypogonadism, small testes, and elevated levels of follicle-stimulating hormone. An extra X chromosome (i.e., 47,XXY) was subsequently demonstrated in these patients and an increased incidence of leukemia and lymphoma has been described. We report a retrospective study of a series of unselected patients with Klinefelter syndrome diagnosed by cytogenetic studies and the occurrence of hematologic malignancies. The literature is also reviewed.","['Keung, Yi-Kong', 'Buss, David', 'Chauvenet, Allen', 'Pettenati, Mark']","['Keung YK', 'Buss D', 'Chauvenet A', 'Pettenati M']","['Section of Hematology-Oncology, Comprehensive Cancer Center of Wake Forest University, Medical Center Boulevard, Winston-Salem, NC 27157-1082, USA. ykeung@wfubmc.edu']",['eng'],,"['Journal Article', 'Review']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Adult', 'Hematologic Neoplasms/*genetics', 'Humans', 'Incidence', 'Karyotyping', 'Klinefelter Syndrome/*genetics', 'Leukemia/epidemiology/*genetics', 'Lymphoma/epidemiology/*genetics', 'Male', 'Retrospective Studies']",,2003/01/28 04:00,2003/02/14 04:00,['2003/01/28 04:00'],"['2003/01/28 04:00 [pubmed]', '2003/02/14 04:00 [medline]', '2003/01/28 04:00 [entrez]']","['S016546080200626X [pii]', '10.1016/s0165-4608(02)00626-x [doi]']",ppublish,Cancer Genet Cytogenet. 2002 Nov;139(1):9-13. doi: 10.1016/s0165-4608(02)00626-x.,,,45,,,,,,,,,,,,,
12546977,NLM,MEDLINE,20030221,20190922,1359-6446 (Print) 1359-6446 (Linking),8,1,2003 Jan 1,New immunotherapy triple strategy for AML.,4-6,,"['Senior, Kathryn']",['Senior K'],,['eng'],,['News'],England,Drug Discov Today,Drug discovery today,9604391,"['0 (Recombinant Proteins)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)']",IM,"['Granulocyte Colony-Stimulating Factor/*therapeutic use', 'Humans', 'Immunotherapy/*methods', 'Leukemia, Myeloid/*therapy', 'Recombinant Proteins', 'T-Lymphocytes/immunology']",,2003/01/28 04:00,2003/02/22 04:00,['2003/01/28 04:00'],"['2003/01/28 04:00 [pubmed]', '2003/02/22 04:00 [medline]', '2003/01/28 04:00 [entrez]']","['S1359644602025539 [pii]', '10.1016/s1359-6446(02)02553-9 [doi]']",ppublish,Drug Discov Today. 2003 Jan 1;8(1):4-6. doi: 10.1016/s1359-6446(02)02553-9.,,,,,,,,,,,,,,,,
12546963,NLM,MEDLINE,20030212,20190922,1359-6446 (Print) 1359-6446 (Linking),7,15,2002 Aug 1,Samir Hanash discusses how HUPO aims to globalize proteomics research (interview by Joanna Owens).,797-801,"Samir Hanash is a pioneer in cancer proteomics and was elected as the Inaugural President of the Human Proteome Organization (HUPO) in June 2001. He is Professor of Medicine at the University of Michigan (UM) where he heads a large research group that focuses on cancer proteomics, and is also on the executive committees of several research associations, including the American Society for Cell Biology (ASCB) and the American Association for Cancer Research (AACR). After obtaining a medical degree in 1972 from American University in Beirut, Lebanon, Hanash moved to UM where he studied for his PhD on haemoglobin protein and gene analysis in the Human Genetics department and was awarded the Public Health Service (PHS) Fellowship award in Biochemical Genetics in 1975. After a post-doctoral fellowship in the same department, Hanash took up a Residency position in Pediatrics at the Children's Hospital of Michigan, during which time he was awarded a Children's Leukaemia Foundation Fellowship Award. Subsequently, he has held the positions of Instructor in Pediatric Hematology (1978-1979), and Assistant Professor (1979-1984) and Associate Professor (1984-1989) of Pediatrics before taking on his present role as Professor of Pediatrics at UM. He is also Director of the Cancer Center Carcinogenesis Program and a member of the Gene Therapy Group and the Genome Center and Computer Task Force at UM. He was awarded the Rothchild Award by the Curie Cancer Institute in 1998. [interview by Joanna Owens]","['Hanash, Samir']",['Hanash S'],"['University of Michigan, 1150 W. Medical Center Dr., A520 MSRB I, Ann Arbor, MI 48109, USA.']",['eng'],,['Interview'],England,Drug Discov Today,Drug discovery today,9604391,['0 (Proteome)'],IM,"['Drug Industry/*organization & administration', 'Genome, Human', 'Humans', 'International Agencies', '*International Cooperation', '*Proteome']",,2003/01/28 04:00,2003/02/14 04:00,['2003/01/28 04:00'],"['2003/01/28 04:00 [pubmed]', '2003/02/14 04:00 [medline]', '2003/01/28 04:00 [entrez]']","['S1359644602023966 [pii]', '10.1016/s1359-6446(02)02396-6 [doi]']",ppublish,Drug Discov Today. 2002 Aug 1;7(15):797-801. doi: 10.1016/s1359-6446(02)02396-6.,,,,,,,,,,,,,,,,
12546960,NLM,MEDLINE,20030212,20211203,1359-6446 (Print) 1359-6446 (Linking),7,15,2002 Aug 1,Pharmacogenomics suggests new treatment approach for leukaemia.,791-2,,"['Senior, Kathryn']",['Senior K'],,['eng'],,['News'],England,Drug Discov Today,Drug discovery today,9604391,"['0 (Carbazoles)', '0 (Enzyme Inhibitors)', '0 (Furans)', '0 (Indoles)', '0 (Proto-Oncogene Proteins)', 'DO989GC5D1 (lestaurtinib)', 'EC 2.7.10.1 (FLT3 protein, human)', 'EC 2.7.10.1 (Receptor Protein-Tyrosine Kinases)', 'EC 2.7.10.1 (fms-Like Tyrosine Kinase 3)']",IM,"['Carbazoles/therapeutic use', 'Drug Design', 'Enzyme Inhibitors/therapeutic use', 'Furans', 'Gene Duplication', 'Humans', '*Indoles', 'Leukemia/genetics/*therapy', 'Mutation', 'Pharmacogenetics/*methods', 'Proto-Oncogene Proteins/genetics', 'Receptor Protein-Tyrosine Kinases/genetics', 'fms-Like Tyrosine Kinase 3']",,2003/01/28 04:00,2003/02/14 04:00,['2003/01/28 04:00'],"['2003/01/28 04:00 [pubmed]', '2003/02/14 04:00 [medline]', '2003/01/28 04:00 [entrez]']","['S1359644602023942 [pii]', '10.1016/s1359-6446(02)02394-2 [doi]']",ppublish,Drug Discov Today. 2002 Aug 1;7(15):791-2. doi: 10.1016/s1359-6446(02)02394-2.,,,,,,,,,,,,,,,,
12546881,NLM,MEDLINE,20030220,20190922,1359-6446 (Print) 1359-6446 (Linking),7,18 Suppl,2002 Sep 15,Antibody arrays: an embryonic but rapidly growing technology.,S143-9,"Protein arrays are now an attractive proposition as they can measure a diverse range of protein interactions not possible with traditional DNA arrays. Antibody arrays are a specific subset of this technology. Originally conceived as multi-analyte detectors, antibody arrays are now used in a wide variety of applications. For instance, the potential of this technology to diagnose human diseases, such as leukemia, breast cancer and, potentially, heart failure, has stimulated much interest. Furthermore, identification of new protein targets in particular disease states will prove to be an invaluable tool in drug discovery and development. Patient prognosis and treatment are also potential applications of the technology. Antibody arrays have proved to be dynamic in response to these broad range of possibilities. This review examines variations in antibody array design and discusses current and potential applications of this novel and interesting technology.","['Lal, Sean P', 'Christopherson, Richard I', 'dos Remedios, Cristobal G']","['Lal SP', 'Christopherson RI', 'dos Remedios CG']","['Institute for Biomedical Research, University of Sydney, Sydney 2006, Australia.']",['eng'],,"['Journal Article', 'Review']",England,Drug Discov Today,Drug discovery today,9604391,['0 (Antibodies)'],IM,"['Animals', 'Antibodies/*chemistry', 'Antibody Specificity', 'Drug Evaluation, Preclinical/*trends', 'Fluorescent Antibody Technique', 'Humans', 'Protein Array Analysis/*methods']",,2003/01/28 04:00,2003/02/21 04:00,['2003/01/28 04:00'],"['2003/01/28 04:00 [pubmed]', '2003/02/21 04:00 [medline]', '2003/01/28 04:00 [entrez]']","['S1359644602024133 [pii]', '10.1016/s1359-6446(02)02413-3 [doi]']",ppublish,Drug Discov Today. 2002 Sep 15;7(18 Suppl):S143-9. doi: 10.1016/s1359-6446(02)02413-3.,,,42,,,,,,,,,,,,,
12546769,NLM,MEDLINE,20030402,20071115,1087-2108 (Electronic) 1087-2108 (Linking),8,2,2002 Oct,Leukemia cutis (chronic lymphocytic leukemia-low grade B cell).,14,,"['Schmults, Chrysalyne A']",['Schmults CA'],"['New York University, Department of Dermatology, USA.']",['eng'],,"['Case Reports', 'Journal Article']",United States,Dermatol Online J,Dermatology online journal,9610776,,IM,"['Aged', 'Aged, 80 and over', 'Humans', 'Hypersplenism/drug therapy/etiology', 'Leukemia, Lymphocytic, Chronic, B-Cell/complications/*diagnosis/drug therapy', 'Male', 'Neoplasm Recurrence, Local', 'Thrombocytopenia/drug therapy/etiology']",,2003/01/28 04:00,2003/04/04 05:00,['2003/01/28 04:00'],"['2003/01/28 04:00 [pubmed]', '2003/04/04 05:00 [medline]', '2003/01/28 04:00 [entrez]']",,ppublish,Dermatol Online J. 2002 Oct;8(2):14.,,,,,,,,,,,,,,,,
12546717,NLM,MEDLINE,20041210,20131121,1671-4083 (Print) 1671-4083 (Linking),24,2,2003 Feb,Structure-activity relationship of alkyl 9-nitrocamptothecin esters.,109-19,"AIM: To study the structure-activity relationship of alkyl 9-nitrocamptothecin esters. METHODS: Two alkyl 9-nitrocamptothecin (9NC) esters 5g and 5h were prepared by esterification reactions of 9NC with valeric anhydride and heptanoic anhydride, respectively. Eight 9NC esters 5a-5h were tested for cytotoxicity against human leukemia cell lines HL-60 and U-937. Flow cytometry analysis was used to identify the cell cycle phase targeted by the esters and quantify the extent of ester-induced cell death (apoptosis). RESULTS: Esters 5b and 5c demonstrated great abilities to inhibit growth of the leukemia cells followed by induction of apoptosis; esters 5a, 5e, and 5g induced slight perturbations in the cell cycle at high concentrations; and esters 5d, 5f, and 5h were completely inactive against the cell lines tested. Thus these esters showed the cell anti-proliferative activity in an order of 5b approximately 5c>5a approximately 5e approximately 5g>5d approximately 5f approximately 5h. Esters 5b, 5c, and 5e were tested in vivo against various human carcinomas in nude mice grown as xenografts. Only 5b and 5c showed a significant antitumor activity. Particularly, ester 5b demonstrated an antitumor activity against a broad spectrum of human carcinomas including breast, lung, colon, pancreas, stomach, ovarian, and melanoma, etc. CONCLUSION: These esters act like prodrugs of their parental 9-nitrocamptothecin. High drug doses need to be administered to animals in order to inhibit growth, and induce regression, of human tumor xenografts in nude mice. These compounds may be developed into potent anticancer drugs due to their low toxicity.","['Cao, Zhi-Song', 'Pantazis, Panayotis', 'Mendoza, John', 'Early, Janet', 'Kozielski, Anthony', 'Harris, Nick', 'Giovanella, Beppino']","['Cao ZS', 'Pantazis P', 'Mendoza J', 'Early J', 'Kozielski A', 'Harris N', 'Giovanella B']","['The Stehlin Foundation for Cancer Research at St. Joseph Hospital, 1918 Chenevert, Houston, Texas 77003, USA. zcao@stehlin.org']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Acta Pharmacol Sin,Acta pharmacologica Sinica,100956087,"['0 (Antineoplastic Agents)', '0 (Esters)', '0 (Prodrugs)', 'H19C446XXB (rubitecan)', 'XT3Z54Z28A (Camptothecin)']",IM,"['Animals', 'Antineoplastic Agents/chemistry/*pharmacology', 'Apoptosis/*drug effects', 'Camptothecin/*analogs & derivatives/chemistry/*pharmacology', 'Esters', 'HL-60 Cells', 'Humans', 'Mice', 'Mice, Nude', 'Molecular Structure', 'Prodrugs/chemistry/pharmacology', 'Structure-Activity Relationship', 'U937 Cells', 'Xenograft Model Antitumor Assays']",,2003/01/28 04:00,2004/12/16 09:00,['2003/01/28 04:00'],"['2003/01/28 04:00 [pubmed]', '2004/12/16 09:00 [medline]', '2003/01/28 04:00 [entrez]']",,ppublish,Acta Pharmacol Sin. 2003 Feb;24(2):109-19.,,,,,,,,,,,,,,,,
