PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RF,CN,GR,AID,TT,LID,DEP,CON,PMC,MID,CIN,CI,EIN,CRI,SI,GN,OID,RIN
17539991,NLM,PubMed-not-MEDLINE,20110714,20200930,1386-6346 (Print) 1386-6346 (Linking),37,7,2007 Jul,The rate of hepatitis B and C virus infections and the importance of HBV vaccination in children with acute lymphoblastic leukemia.,498-502,"AIM: The aim of the study was to evaluate the rate of hepatitis B and C virus infection and emphasize the importance of hepatitis B virus (HBV) vaccination in leukemic children. METHODS: One hundred and sixty children who were treated for acute lymphoblastic leukemia (ALL) at Hacettepe University Faculty of Medicine, Pediatric Hematology Unit were included in the study. They were 71 (44.4%) girls and 89 (55.6%) boys with a mean age of 6.45 +/- 3.87 years. RESULTS: Of these 160 children, 22 (13.8%) were anti-HBs-positive and 138 (86.2%) were anti-HBs-negative at the diagnosis of ALL. Among the 138 anti-HBs-negative children, 67 (41.9%) were vaccinated for HBV during maintenance chemotherapy, and 71 (44.3%) could not be vaccinated. Two (2.9%) vaccinated and 22 (30.9%) unvaccinated children developed HBV infection during the follow-up period (P < 0.001). Among 160 children treated for ALL, 24 (15.0%) had HBV, three (1.9%) had hepatitis C virus (HCV) infections, and 29 (18.1%) had toxic hepatitis. The majority of patients with HBV or HCV infections had high risk (HR) protocol, whereas most of the patients with toxic hepatitis had low risk (LR) protocol, especially St Jude Total XIII LR protocol. CONCLUSION: Viral hepatitis and toxic hepatitis were observed more commonly in the HR and LR group, respectively, of ALL patients. This could be explained by intensive chemotherapy and more heavy blood product administration in the HR group and the chemotherapeutic agents of methotrexate and 6-mercaptopurine, basic drugs used in the LR group. In respect to protection from these complications, periodical liver function tests, serological tests for HBV and HCV, and vaccination for HBV should be performed for all children with ALL.","['Tavil, Betul', 'Cetin, Mualla', 'Tuncer, Murat', 'Gumruk, Fatma', 'Yuce, Aysel', 'Demir, Hulya', 'Aytac, Selin', 'Kuskonmaz, Baris', 'Unal, Sule', 'Yetgin, Sevgi']","['Tavil B', 'Cetin M', 'Tuncer M', 'Gumruk F', 'Yuce A', 'Demir H', 'Aytac S', 'Kuskonmaz B', 'Unal S', 'Yetgin S']","['Pediatric Hematology Unit, Faculty of Medicine, Hacettepe University, Ankara, Turkey.']",['eng'],['Journal Article'],Netherlands,Hepatol Res,Hepatology research : the official journal of the Japan Society of Hepatology,9711801,,,,2007/06/02 09:00,2007/06/02 09:01,['2007/06/02 09:00'],"['2007/06/02 09:00 [pubmed]', '2007/06/02 09:01 [medline]', '2007/06/02 09:00 [entrez]']",ppublish,Hepatol Res. 2007 Jul;37(7):498-502. doi: 10.1111/j.1872-034X.2007.00079.x.,,,,"['HEP079 [pii]', '10.1111/j.1872-034X.2007.00079.x [doi]']",,,,,,,,,,,,,,
17539775,NLM,MEDLINE,20070723,20070601,0007-1048 (Print) 0007-1048 (Linking),137,6,2007 Jun,Leukaemia-related gene expression in bone marrow cells from patients with the preleukaemic disorder Shwachman-Diamond syndrome.,537-44,"Shwachman-Diamond syndrome (SDS) is an inherited bone marrow failure disorder with cytopenia and a high propensity for myelodysplastic syndrome (MDS) and leukaemia, particularly acute myeloid leukaemia. The mechanism of leukaemogenesis in SDS is unknown. In accordance to the multi-hit theory of carcinogenesis, it is likely that several molecular and cellular hits occur before MDS/leukaemia become apparent. This study used oligonucleotide microarray to identify gene expression patterns, which were shown to be associated with leukaemogenesis, in marrow mononuclear cells of nine SDS patients without overt transformation compared to healthy controls. Among 154 known leukaemia-related genes, several oncogenes were found to be upregulated, including LARG, TAL1 and MLL, and of several tumour suppressor genes were downregulated, including DLEU1, RUNX1, FANCD2 and DKC1. Real time polymerase chain reaction confirmed statistically higher expression of LARG and TAL1 in SDS marrows. We conclude that SDS marrow mononuclear cells exhibit abnormal gene expression patterns, which might result in continuous stimulation favouring evolution or progression of malignant clones. Additional molecular and cytogenetic events are probably necessary for the malignant process to be irreversible and complete.","['Rujkijyanont, Piya', 'Beyene, Joseph', 'Wei, Kuiru', 'Khan, Fahad', 'Dror, Yigal']","['Rujkijyanont P', 'Beyene J', 'Wei K', 'Khan F', 'Dror Y']","['Marrow Failure and Myelodysplasia Program, Division of Haematology/Oncology, Department of Paediatrics, Research Institute, The Hospital for Sick Children, University of Toronto, Toronto, ON, Canada.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Bone Marrow Cells/*metabolism', 'Case-Control Studies', 'Child', 'Child, Preschool', 'Female', '*Gene Expression Profiling', '*Gene Expression Regulation, Neoplastic', 'Humans', 'Leukemia, Myeloid/genetics', 'Male', '*Oligonucleotide Array Sequence Analysis', 'Pancytopenia/*genetics', 'Preleukemia/*genetics', 'Reverse Transcriptase Polymerase Chain Reaction', 'Syndrome']",2007/06/02 09:00,2007/07/24 09:00,['2007/06/02 09:00'],"['2007/06/02 09:00 [pubmed]', '2007/07/24 09:00 [medline]', '2007/06/02 09:00 [entrez]']",ppublish,Br J Haematol. 2007 Jun;137(6):537-44. doi: 10.1111/j.1365-2141.2007.06608.x.,,,,"['BJH6608 [pii]', '10.1111/j.1365-2141.2007.06608.x [doi]']",,,,,,,,,,,,,,
17539774,NLM,MEDLINE,20070723,20071115,0007-1048 (Print) 0007-1048 (Linking),137,6,2007 Jun,Advances in the understanding of susceptibility to treatment-related acute myeloid leukaemia.,513-29,"Treatment-related acute myeloid leukaemia (t-AML) is a devastating complication following exposure to the cytotoxic and genotoxic agents used to treat a primary malignancy. Whilst the incidence of t-AML is rising, it still only occurs in a minority of patients who have received chemotherapy and/or radiotherapy treatment and hence it is important to identify factors that may confer susceptibility to the development of the condition. This paper reviews the literature and discusses the advances and limitations in our understanding of susceptibility factors to t-AML. In particular, it concentrates upon genetic polymorphisms in detoxification genes and in genes belonging to the major DNA repair pathways. This review also considers more novel susceptibility factors, such as those proposed to determine stem cell number. Increased understanding of t-AML susceptibility may enable steps to be taken to prevent its development and increase the effectiveness of treatment of the disease.","['Seedhouse, Claire', 'Russell, Nigel']","['Seedhouse C', 'Russell N']","['Department of Academic Haematology, University of Nottingham, Nottingham University Hospitals, Nottingham, UK. claire.seedhouse@nottingham.ac.uk']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",England,Br J Haematol,British journal of haematology,0372544,,IM,"['DNA Repair', 'Genetic Predisposition to Disease', 'Humans', 'Leukemia, Myeloid, Acute/*genetics', 'Leukemia, Radiation-Induced/*genetics', 'Mutation', 'Neoplasms, Second Primary/*genetics', 'Polymorphism, Genetic']",2007/06/02 09:00,2007/07/24 09:00,['2007/06/02 09:00'],"['2007/06/02 09:00 [pubmed]', '2007/07/24 09:00 [medline]', '2007/06/02 09:00 [entrez]']",ppublish,Br J Haematol. 2007 Jun;137(6):513-29. doi: 10.1111/j.1365-2141.2007.06613.x.,125,,,"['BJH6613 [pii]', '10.1111/j.1365-2141.2007.06613.x [doi]']",,,,,,,,,,,,,,
17539773,NLM,MEDLINE,20070723,20070601,0007-1048 (Print) 0007-1048 (Linking),137,6,2007 Jun,"MicroRNAs and haematology: small molecules, big function.",503-12,"MicroRNAs are a recently discovered class of small ( approximately 22nt) endogenously expressed translational-repressor RNAs that play key roles in many cellular pathways and whose aberrant expression appears to be a common feature of malignancy. MicroRNAs are expressed in specific haematological cell types and play important regulatory roles in early haematopoietic differentiation, erythropoiesis, granulocytosis, megakaryocytosis and lymphoid development. Additionally, there is an emerging body of research to suggest that microRNAs play an important role in the pathology of haematological malignancies. MicroRNAs have been found to act as both tumour suppressor molecules [e.g. MIRN15A (miR-15a), MIRN16-1 (miR-16-1)] in leukaemias and have oncogenic properties [e.g. MIRN155 (miR-155) and MIRN17-92 (miR-17-miR-92) cluster] in lymphomas. This review discusses the rapidly accumulating research that points to the major role microRNAs play in both haematopoiesis and haematological malignancy.","['Lawrie, Charles H']",['Lawrie CH'],"['Nuffield Department of Clinical Laboratory Sciences, University of Oxford, John Radcliffe Hospital, Oxford, UK. charles.lawrie@ndcls.ox.ac.uk']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",England,Br J Haematol,British journal of haematology,0372544,['0 (MicroRNAs)'],IM,"['Cell Differentiation/genetics', 'Gene Expression', '*Genes, Neoplasm', '*Genes, Tumor Suppressor', 'Hematologic Neoplasms/*genetics', 'Hematopoiesis/genetics', 'Humans', 'Leukemia/genetics', 'Lymphoma/genetics', 'MicroRNAs/*physiology']",2007/06/02 09:00,2007/07/24 09:00,['2007/06/02 09:00'],"['2007/06/02 09:00 [pubmed]', '2007/07/24 09:00 [medline]', '2007/06/02 09:00 [entrez]']",ppublish,Br J Haematol. 2007 Jun;137(6):503-12. doi: 10.1111/j.1365-2141.2007.06611.x.,84,,,"['BJH6611 [pii]', '10.1111/j.1365-2141.2007.06611.x [doi]']",,,,,,,,,,,,,,
17539744,NLM,MEDLINE,20070904,20191110,1742-5255 (Print) 1742-5255 (Linking),3,3,2007 Jun,Molecular mechanisms of drug resistance in acute myeloid leukaemia.,363-77,"Resistance to chemotherapy in acute myeloid leukaemia is a major obstacle to a successful outcome for many patients. Often, there is resistance against a broad range of drugs due to multiple, simultaneously active processes. These mechanisms include effects on drug influx and efflux, drug activation/inactivation, DNA repair mechanisms, altered response of end targets, an altered haematopoietic microenvironment and dysfunctional apoptotic pathways. This article reviews the factors that determine leukaemic cell chemosensitivity and discusses the potential for rationally guided therapy.","['McLornan, Donal P', 'McMullin, Mary Frances', 'Johnston, Patrick', 'Longley, Daniel B']","['McLornan DP', 'McMullin MF', 'Johnston P', 'Longley DB']","[""Medical Research Council Clinical Research Fellow, Queen's University Belfast, Centre for Cancer Research and Cell Biology, BT7 1NN, Northern Ireland, UK.""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",England,Expert Opin Drug Metab Toxicol,Expert opinion on drug metabolism & toxicology,101228422,"['0 (Antineoplastic Agents)', 'EC 3.4.22.- (Caspases)']",IM,"['Acute Disease', 'Antineoplastic Agents/pharmacology/*therapeutic use', 'Apoptosis/drug effects', 'Caspases/metabolism', '*Drug Resistance, Neoplasm', 'Enzyme Activation/drug effects', 'Humans', 'Leukemia, Myeloid/*drug therapy/metabolism/pathology', '*Models, Biological']",2007/06/02 09:00,2007/09/05 09:00,['2007/06/02 09:00'],"['2007/06/02 09:00 [pubmed]', '2007/09/05 09:00 [medline]', '2007/06/02 09:00 [entrez]']",ppublish,Expert Opin Drug Metab Toxicol. 2007 Jun;3(3):363-77. doi: 10.1517/17425255.3.3.363.,138,,['G0600452/Medical Research Council/United Kingdom'],['10.1517/17425255.3.3.363 [doi]'],,,,,,,,,,,,,,
17539307,NLM,MEDLINE,20070914,20070601,1001-4454 (Print) 1001-4454 (Linking),30,1,2007 Jan,[Study on the anticancer effects of extracts from roots of Livistona chinensis in vitro].,60-3,"OBJECTIVE: To observe the effects of extracts from root of Livistona chinensis on the growth inhibition in seven carcinoma cell lines. METHODS: The growth inhibition was analyzed by MTT, cell colony and cell growth curve measuremen technique in the stomach carcinoma SGC7901, Lymphocytic leukemia L1210, Lymphoid neoplasm P388D1, tumor of cervix uteri Hela, hepar carcinoma hele 7404, melanoma B16 and mouse neuroblastomax rat glioma hybrid NG108-15 cells lines. RESULTS: The growth of all tumor cells were inhibited by ethyl acetate of alcohol extract from roots of Livistona chinensis. The growth of all tumor cells were not affected by low dose extracts (0.5 microg/ml). The growth of all tumor cells were obviously inhibited by higher dose extracts (5.0 microg/ml). The growth of all tumor cells were inhibited in growth curve measurement. CONCLUSION: The results show that ethyl acetate of alcohol extracts from roots Livistona chinensis possesses the role of antitumor in cell culture.","['Zhong, Zhen-guo', 'Zhang, Feng-fen', 'Zhang, Wen-yan', 'Cui, Jian-guo']","['Zhong ZG', 'Zhang FF', 'Zhang WY', 'Cui JG']","['Guangxi College of Traditional Chinese Medicine, Nanning 530001, China.']",['chi'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Zhong Yao Cai,Zhong yao cai = Zhongyaocai = Journal of Chinese medicinal materials,9426370,"['0 (Antineoplastic Agents, Phytogenic)', '0 (Drugs, Chinese Herbal)']",IM,"['Animals', 'Antineoplastic Agents, Phytogenic/*pharmacology', 'Arecaceae/*chemistry', 'Cell Line, Tumor', 'Cell Proliferation/drug effects', 'Colony-Forming Units Assay', 'Drugs, Chinese Herbal/*pharmacology', 'HeLa Cells', 'Humans', 'Leukemia L1210/pathology', 'Mice', 'Plant Roots/chemistry', 'Plants, Medicinal/*chemistry', 'Rats']",2007/06/02 09:00,2007/09/15 09:00,['2007/06/02 09:00'],"['2007/06/02 09:00 [pubmed]', '2007/09/15 09:00 [medline]', '2007/06/02 09:00 [entrez]']",ppublish,Zhong Yao Cai. 2007 Jan;30(1):60-3.,,,,,,,,,,,,,,,,,,
17539221,NLM,MEDLINE,20070823,20191026,0275-1879 (Print) 0275-1879 (Linking),27,2,2007 Mar-Apr,Severe gingival recession and early loss of teeth in a child with chronic graft versus host disease: a case report.,59-63,"Graft versus host disease (GVHD) occurs after a hematopoietic stem cell transplantation (HSCT) when the donor's immune system rejects the recipient's body, leading to significant morbidity and mortality. Increased numbers of chronic GVHD (c-GVHD) patients are likely to be seen by dental professionals because of the advances made in transplantation. The oral cavity may be the primary or the only site of c-GVHD and may have persistent lesions after resolution has occurred in other areas. Approximately 80% of patients with extensive c-GVHD present some type of oral involvement, including xerostomia, oral pain and lesions. Dental and oral care can be challenging for these patients. This paper discusses the manifestations and treatment of oral c-GVHD and presents the case history of a 15-month-old girl who developed severe oral GVHD with an unusual periodontal presentation and early loss of primary teeth.","['da Fonseca, Marcio A', 'Murdoch-Kinch, Carol Anne']","['da Fonseca MA', 'Murdoch-Kinch CA']","[""Section of Pediatric Dentistry, The Ohio State University College of Dentistry/Columbus Children's Hospital, Columbus, Ohio, USA. dafonsem@chi.osu.edu""]",['eng'],"['Case Reports', 'Journal Article']",United States,Spec Care Dentist,"Special care in dentistry : official publication of the American Association of Hospital Dentists, the Academy of Dentistry for the Handicapped, and the American Society for Geriatric Dentistry",8103755,,,"['Chronic Disease', 'Female', 'Gingival Recession/*etiology', 'Graft vs Host Disease/*complications/drug therapy', 'Hematopoietic Stem Cell Transplantation/*adverse effects', 'Humans', 'Infant', 'Leukemia, Myeloid, Acute/*therapy', 'Recurrence', 'Tooth Loss/*etiology']",2007/06/02 09:00,2007/08/24 09:00,['2007/06/02 09:00'],"['2007/06/02 09:00 [pubmed]', '2007/08/24 09:00 [medline]', '2007/06/02 09:00 [entrez]']",ppublish,Spec Care Dentist. 2007 Mar-Apr;27(2):59-63. doi: 10.1111/j.1754-4505.2007.tb00329.x.,,,,['10.1111/j.1754-4505.2007.tb00329.x [doi]'],,,,,,,,,,,,,,
17539011,NLM,MEDLINE,20070703,20150813,1542-975X (Print) 1542-975X (Linking),81,1,2007 Mar,"Human stem cells, chromatin, and tissue engineering: boosting relevancy in developmental toxicity testing.",20-40,"Risk assessment derives its confidence from toxicology research that is based on relevancy to human health. This article focuses on two highly topical areas of current scientific research, stem cells and chromatin biology, which present new avenues for preclinical and clinical applications, and the frontier role of tissue engineering and regeneration. Appreciating the utility and necessity of chromatin and human somatic stem cells as research tools and looking toward tissue engineering may close the uncertainty gaps between animal and human cross-species toxicology evaluations. The focus will be on developmental toxicology applications, but appropriate extrapolation to any other areas of toxicology can be made. We further provide background on basic biology of these three areas and examples of how early life exposure to known and potential environmental toxicants induce malformations, childhood and adult-onset diseases, through aberrant chromatin modification of critical gene expressions (acute lymphocyte leukemia, heavy-metal nickel and cadmium-associated defects, and reproductive tract malformations and carcinomas induced by the synthetic estrogen, diethylstilbestrol).","['Cho, Elizabeth', 'Li, Wan-Ju']","['Cho E', 'Li WJ']","['Cartilage Biology and Orthopaedics Branch, National Institute of Arthritis and Musculoskeletal and Skin Diseases, National Institutes of Health, Department of Health and Human Services, Bethesda, Maryland, USA. chofertikh@hotmail.com']",['eng'],"['Journal Article', 'Research Support, N.I.H., Intramural', 'Review']",United States,Birth Defects Res C Embryo Today,"Birth defects research. Part C, Embryo today : reviews",101167665,"['0 (Chromatin)', '0 (Histones)']",IM,"['Aging', 'Animals', 'Chromatin/*drug effects', 'Developmental Biology/methods', 'Gene Dosage', 'Gene Expression/drug effects', 'Histones/metabolism', 'Humans', 'Mice', 'Stem Cells/cytology/*drug effects/metabolism', 'Tissue Engineering/*methods', 'Toxicology/methods']",2007/06/01 09:00,2007/07/04 09:00,['2007/06/01 09:00'],"['2007/06/01 09:00 [pubmed]', '2007/07/04 09:00 [medline]', '2007/06/01 09:00 [entrez]']",ppublish,Birth Defects Res C Embryo Today. 2007 Mar;81(1):20-40. doi: 10.1002/bdrc.20088.,226,,['Intramural NIH HHS/United States'],['10.1002/bdrc.20088 [doi]'],,,,,,,,"['(c) 2007 Wiley-Liss, Inc.']",,,,,,
17538871,NLM,MEDLINE,20071025,20070710,0032-0943 (Print) 0032-0943 (Linking),73,7,2007 Jun,Anti-inflammatory activity of phenylpropanoids and phytoquinoids from Illicium species in RBL-2H3 cells.,662-5,"Two phenylpropanoids, 1-allyl-3,5-dimethoxy-4-(3-methyl-but-2-enyloxy)benzene ( 4) and 4-allyl-2,6-dimethoxy-3-(3-methyl-2-butenyl)phenol ( 6), and two phytoquinoids, 4 R-(-)-illicinone-A ( 7) and 2 S,4 R-(-)-illicinone-B ( 8), isolated from plants of the ILLICIUM species significantly inhibited histamine release from rat basophilic leukemia (RBL-2H3) cells stimulated with A23187. Furthermore, these compounds caused a decline in TNF-alpha levels in culture supernatants of RBL-2H3 cells following treatment with A23187. The results indicate that these compounds might be useful as anti-inflammatory agents against mast cell-mediated inflammatory diseases.","['Matsui, Takuya', 'Ito, Chihiro', 'Itoigawa, Masataka', 'Okada, Tadashi', 'Furukawa, Hiroshi']","['Matsui T', 'Ito C', 'Itoigawa M', 'Okada T', 'Furukawa H']","['Faculty of Pharmacy, Meijo University, Tempaku-ku, Nagoya, Aichi, Japan. tmatsui@aichi-med-u.ac.jp']",['eng'],['Journal Article'],Germany,Planta Med,Planta medica,0066751,"['0 (Anti-Inflammatory Agents, Non-Steroidal)', '0 (Plant Extracts)']",IM,"['Animals', 'Anti-Inflammatory Agents, Non-Steroidal/administration & dosage/*pharmacology/therapeutic use', 'Cell Line, Tumor/drug effects', 'Dose-Response Relationship, Drug', 'Histamine Release/*drug effects', '*Illicium', 'Mast Cells/drug effects/metabolism', '*Phytotherapy', 'Plant Extracts/administration & dosage/*pharmacology/therapeutic use', 'Rats']",2007/06/01 09:00,2007/10/27 09:00,['2007/06/01 09:00'],"['2007/06/01 09:00 [pubmed]', '2007/10/27 09:00 [medline]', '2007/06/01 09:00 [entrez]']",ppublish,Planta Med. 2007 Jun;73(7):662-5. doi: 10.1055/s-2007-981528. Epub 2007 May 31.,,,,['10.1055/s-2007-981528 [doi]'],,,20070531,,,,,,,,,,,
17538395,NLM,MEDLINE,20070808,20181201,0143-3636 (Print) 0143-3636 (Linking),28,7,2007 Jul,"MDR1, MRP1 and LRP expression in patients with untreated acute leukaemia: correlation with 99mTc-MIBI bone marrow scintigraphy.",541-6,"BACKGROUND: Chemotherapy failure linked to multidrug-resistance (MDR) plays an important role in many cancer types, including leukaemia. It is believed that overexpression of some of membrane or intracellular proteins confers the MDR phenotype to cancer cells. (99m)Tc-sestamibi (MIBI) is a transport substrate for the Pgp pump. We assessed the bone marrow uptake of (99m)Tc-MIBI and its correlation with messenger RNA (mRNA) levels of MDR1, multidrug-resistance associated protein-1 (MRP1) and lung resistance protein (LRP) in acute leukaemia. METHODS: A total of 26 patients (age range 17-72 years; mean age 51.88+/-2.52 years) with newly diagnosed acute leukaemia were included in the study. The expression of MDR1, MRP1 and LRP on mRNA levels were assessed by quantitative RT-PCR in the blast cells. The MIBI uptake in the bone marrow was evaluated using a quantitative scoring system with determination of the tumour-to-background ratios for the bone marrow areas. The correlation between the quantitative RT-PCR results and MIBI uptake was analysed by using Spearman's rank correlation coefficients with two-tailed test of significance. RESULTS: There was an inverse relationship between (99m)Tc-MIBI uptake of bone marrow and both mRNA levels of MDR1 and MRP1 (P=0.000, r= -0.733 and P=0.001, r= -0.610, respectively). No correlation was found between MIBI uptake and mRNA levels of LRP. CONCLUSION: Increased expression of MDR1 and MRP1 correlates with a low accumulation of (99m)Tc-MIBI in bone marrow areas in patients with acute leukaemia. (99m)Tc-MIBI bone marrow scintigraphy can identify the MDR1 and MRP1 phenotype, but not LRP, in patients with acute leukaemia.","['Ak, Ylknur', 'Demirel, Gulcihan', 'Gulbas, Zafer']","['Ak Y', 'Demirel G', 'Gulbas Z']","['Departments of Nuclear Medicine, Osmangazi University Medical Faculty, 26480 Eskisehir, Turkey. ilknur_ak@yahoo.com']",['eng'],['Journal Article'],England,Nucl Med Commun,Nuclear medicine communications,8201017,"['0 (ATP Binding Cassette Transporter, Subfamily B, Member 1)', '0 (Biomarkers, Tumor)', '0 (Multidrug Resistance-Associated Proteins)', '0 (Neoplasm Proteins)', '0 (Organotechnetium Compounds)', '0 (Radiopharmaceuticals)', '0 (Vault Ribonucleoprotein Particles)', '0 (major vault protein)', '51110-01-1 (Somatostatin)', '9M48M2SF02 (technetium Tc 99m depreotide)', 'Y49M64GZ4Q (multidrug resistance-associated protein 1)']",IM,"['ATP Binding Cassette Transporter, Subfamily B, Member 1/*metabolism', 'Adolescent', 'Adult', 'Aged', 'Biomarkers, Tumor/*metabolism', 'Female', 'Humans', 'Leukemia/*diagnostic imaging/*metabolism', 'Male', 'Middle Aged', 'Multidrug Resistance-Associated Proteins/*metabolism', 'Neoplasm Proteins/metabolism', '*Organotechnetium Compounds', 'Radionuclide Imaging', 'Radiopharmaceuticals', 'Reproducibility of Results', 'Sensitivity and Specificity', 'Somatostatin/*analogs & derivatives', 'Statistics as Topic', 'Vault Ribonucleoprotein Particles/*metabolism']",2007/06/01 09:00,2007/08/09 09:00,['2007/06/01 09:00'],"['2007/06/01 09:00 [pubmed]', '2007/08/09 09:00 [medline]', '2007/06/01 09:00 [entrez]']",ppublish,Nucl Med Commun. 2007 Jul;28(7):541-6. doi: 10.1097/MNM.0b013e328194f1cd.,,,,"['10.1097/MNM.0b013e328194f1cd [doi]', '00006231-200707000-00005 [pii]']",,,,,,,,,,,,,,
17538248,NLM,MEDLINE,20080505,20220114,1555-8576 (Electronic) 1538-4047 (Linking),6,6,2007 Jun,Imatinib and nilotinib induce apoptosis of chronic myeloid leukemia cells through a Bim-dependant pathway modulated by cytokines.,912-9,"It is an important challenge to better understand the mechanisms of tyrosine kinase inhibitors-induced apoptosis in CML cells. Thus, we have investigated how this apoptosis can be modulated by extracellular factors. Apoptosis induced by imatinib and nilotinib was determined in BCR-ABL expressing cell lines and primary CML CD34+ cells. Both molecules induced apoptosis of BCR-ABL expressing cells. This apoptosis was inhibited by protein synthesis inhibition in both K562 and CML CD34+ cells. In K562, 80% inhibition of the BCR-ABL auto-phosphorylation by either imatinib or nilotinib induced a two fold increase in Bim-EL expression and induction of apoptosis in 48 h. Bim accumulation preceded apoptosis induction which was completely abolished by depletion in Bim using shRNA. However, the anti-proliferative effect of imatinib was preserved in Bim-depleted cells. When K562 cells were cultured in a cytokine containing medium, the pro-apoptotic effect of nilotinib was decreased by 68% and this was related to a decrease in Bim-EL dephosphorylation and accumulation. Similarly, the presence of a combination of cytokines inhibited 88% of NIL- and 39% of IMA-induced apoptosis in primary CML CD34+ cells. In conclusion, both nilotinib and imatinib induce apoptosis through Bim accumulation independently of cell cycle arrest. However, the pro-apoptotic effect of both molecules can be attenuated by the presence of cytokines and growth factors, particularly concerning nilotinib. Thus BCR-ABL inhibition restores the cytokine dependence but is not sufficient to induce apoptosis when other signaling pathways are activated.","['Belloc, Francis', 'Moreau-Gaudry, Francois', 'Uhalde, Maialen', 'Cazalis, Laurie', 'Jeanneteau, Marie', 'Lacombe, Francis', 'Praloran, Vincent', 'Mahon, Francois-Xavier']","['Belloc F', 'Moreau-Gaudry F', 'Uhalde M', 'Cazalis L', 'Jeanneteau M', 'Lacombe F', 'Praloran V', 'Mahon FX']","[""Laboratoire d'Hematologie, Hopital du Haut Leveque, Pessac, France.""]",['eng'],['Journal Article'],United States,Cancer Biol Ther,Cancer biology & therapy,101137842,"['0 (Antigens, CD34)', '0 (Antineoplastic Agents)', '0 (Apoptosis Regulatory Proteins)', '0 (BCL2L11 protein, human)', '0 (Bcl-2-Like Protein 11)', '0 (Bcl2l11 protein, mouse)', '0 (Benzamides)', '0 (Cytokines)', '0 (Membrane Proteins)', '0 (Piperazines)', '0 (Proto-Oncogene Proteins)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)', 'F41401512X (nilotinib)']",IM,"['Animals', 'Antigens, CD34/biosynthesis', 'Antineoplastic Agents/*pharmacology', '*Apoptosis', 'Apoptosis Regulatory Proteins/*metabolism', 'Bcl-2-Like Protein 11', 'Benzamides', 'Cell Line, Tumor', 'Cytokines/*metabolism', '*Gene Expression Regulation, Leukemic', 'Humans', 'Imatinib Mesylate', 'K562 Cells', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy', 'Membrane Proteins/*metabolism', 'Mice', 'Models, Biological', 'Piperazines/*pharmacology', 'Proto-Oncogene Proteins/*metabolism', 'Pyrimidines/*pharmacology']",2007/06/01 09:00,2008/05/06 09:00,['2007/06/01 09:00'],"['2007/06/01 09:00 [pubmed]', '2008/05/06 09:00 [medline]', '2007/06/01 09:00 [entrez]']",ppublish,Cancer Biol Ther. 2007 Jun;6(6):912-9. doi: 10.4161/cbt.6.6.4101. Epub 2007 Mar 5.,,,,"['4101 [pii]', '10.4161/cbt.6.6.4101 [doi]']",,,20070305,,,,,,,,,,,
