PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,GR,AID,TT,PMC,SI,CON,EIN,CIN,RIN,OID
2338334,NLM,MEDLINE,19900618,20190722,0046-8177 (Print) 0046-8177 (Linking),21,5,1990 May,"Flow-cytometric DNA analysis of hematopoietic and lymphoid proliferations: a comparison of fresh, formalin-fixed and B5-fixed tissues.",551-8,"Flow-cytometric DNA analysis of human tumors using paraffin-embedded tissue samples is becoming an increasingly popular method of determining ploidy and proliferative rate. Particularly with hematopoietic/lymphoid proliferations, little is known about how these data compare with data from fresh suspension studies, or how B5-fixed tissues compare with those fixed in formalin. For these reasons, flow-cytometric DNA ploidy and cell cycle analysis was performed on 16 hyperplastic tonsils and 28 lymphoid/hematopoietic neoplasms using fresh (or fresh-frozen) cell suspensions (FR), B5-fixed paraffin-embedded (B5), and formalin-fixed paraffin-embedded (FO) tissue. Ploidy analysis showed all tonsil specimens to be diploid regardless of preparative method; however, for the neoplastic cases the FO and B5 preparations agreed with the FR preparations in 50% and 61% of the cases, respectively. Complete agreement between all three tissue preparation methods was present in only 36% of the neoplastic cases. Percent S or S + G2M phase fractions showed relatively poor correlation between the three preparative methods, with the best correlations found between the FR and B5 samples (S phase, r = 0.44; S + G2M, r = 0.43). In conclusion, while potentially useful data can be obtained from flow-cytometric DNA analysis of fixed, paraffin-embedded lymphoid/hematopoietic tissues, the specific limitations of such analyses must be recognized. Ploidy and proliferative phase data from fixed tissue preparations are not equivalent to information obtained from fresh suspension studies. B5-fixed tissue provides an acceptable alternative to formalin-fixed tissue for such analyses.","['Pelstring, R J', 'Hurtubise, P E', 'Swerdlow, S H']","['Pelstring RJ', 'Hurtubise PE', 'Swerdlow SH']","['Department of Pathology, University of Cincinnati College of Medicine, OH 45267-0529.']",['eng'],"['Comparative Study', 'Journal Article']",United States,Hum Pathol,Human pathology,9421547,"['0 (Fixatives)', '1HG84L3525 (Formaldehyde)', '9007-49-2 (DNA)']",IM,"['Cell Division', 'DNA/*analysis', '*Fixatives', '*Flow Cytometry', 'Formaldehyde', 'Humans', 'Hyperplasia', 'Interphase', 'Leukemia/*pathology', 'Lymphoma/*pathology', 'Palatine Tonsil/pathology', 'Ploidies']",1990/05/01 00:00,1990/05/01 00:01,['1990/05/01 00:00'],"['1990/05/01 00:00 [pubmed]', '1990/05/01 00:01 [medline]', '1990/05/01 00:00 [entrez]']",ppublish,Hum Pathol. 1990 May;21(5):551-8. doi: 10.1016/0046-8177(90)90013-u.,,"['0046-8177(90)90013-U [pii]', '10.1016/0046-8177(90)90013-u [doi]']",,,,,,,,
2338292,NLM,MEDLINE,19900621,20131121,0390-6078 (Print) 0390-6078 (Linking),75,1,1990 Jan-Feb,Spontaneous splenic rupture during induction chemotherapy for acute promyelocytic leukemia successfully treated with splenectomy.,84-6,"We report a case of acute promyelocytic leukemia who suffered spontaneous splenic rupture with massive hemoperitoneum while receiving intensive induction chemotherapy. Emergency computed tomography of the abdomen helped in the diagnosis of intra-abdominal bleeding. The patient was successfully treated with immediate splenectomy and made an uneventful postoperative recovery. Ten days after surgery chemotherapy could be resumed and complete remission was achieved. Although spontaneous splenic rupture is a rare complication of hematologic malignancies, this diagnosis should be considered in all patients with leukemia who develop acute abdominal pain with hypotension, even in the absence of splenomegaly.","['Lazzarino, M', 'Morra, E', 'Castagnola, C', 'Inverardi, D', 'Dore, R', 'Catona, A', 'Bernasconi, C']","['Lazzarino M', 'Morra E', 'Castagnola C', 'Inverardi D', 'Dore R', 'Catona A', 'Bernasconi C']","['Divisione di Ematologia, Istituto Scientifico Policlinico S. Matteo, Pavia, Italy.']",['eng'],"['Case Reports', 'Journal Article']",Italy,Haematologica,Haematologica,0417435,['ZS7284E0ZP (Daunorubicin)'],IM,"['Adult', 'Daunorubicin/adverse effects/therapeutic use', 'Female', 'Humans', 'Leukemia, Promyelocytic, Acute/*complications/drug therapy', 'Remission Induction', 'Rupture, Spontaneous', 'Splenectomy', 'Splenic Rupture/*etiology/surgery']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Haematologica. 1990 Jan-Feb;75(1):84-6.,,,,,,,,,,
2338291,NLM,MEDLINE,19900621,20071115,0390-6078 (Print) 0390-6078 (Linking),75,1,1990 Jan-Feb,Recombinant alpha-2a interferon in treatment of B-chronic lymphocytic leukemia. A preliminary report with emphasis on previously untreated patients in early stage of disease.,75-8,"Eleven previously untreated patients with B-chronic lymphocytic leukemia (B-CLL) (eight in Binet's stage A, two in stage B and one in stage C) received therapy with alpha-2a interferon (Roferon AR, Hoffman, La Roche) at a rather low dose (3.0 MU) given intramuscularly three times a week for a total of 14 weeks. In all cases an objective, although transient, response as measured by a decrease in the absolute lymphocyte count was observed (P less than 0.05). In four patients an increase in the absolute number of granulocytes in the peripheral blood could be detected. Characteristically the response was obtained early after starting treatment (median 4 weeks). None of the patients achieved a complete remission. Interestingly, a stage C patients with thrombocytopenia not due to hypersplenism and a non-diffuse pattern of bone marrow disease obtained significant improvement in the platelet count. Interferon was well tolerated by most patients without major toxicity. These results suggest that alpha-interferon may be useful in the therapy of previously untreated B-CLL patients with a low tumor burden.","['Molica, S', 'Alberti, A']","['Molica S', 'Alberti A']","['Divisione di Ematologia, Ospedale regionale A. Puglies, Catanzaro, Italy.']",['eng'],['Journal Article'],Italy,Haematologica,Haematologica,0417435,['0 (Interferon Type I)'],IM,"['Aged', 'Aged, 80 and over', 'Drug Evaluation', 'Female', 'Humans', 'Interferon Type I/*therapeutic use', 'Leukemia, Lymphocytic, Chronic, B-Cell/*therapy', 'Leukocyte Count/drug effects', 'Male', 'Middle Aged', 'Platelet Count/drug effects', 'Thrombocytopenia/therapy']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Haematologica. 1990 Jan-Feb;75(1):75-8.,,,,,,,,,,
2338288,NLM,MEDLINE,19900621,20151119,0390-6078 (Print) 0390-6078 (Linking),75,1,1990 Jan-Feb,"Hairy cell leukemia variant: a morphologic, immunologic and clinical study of 7 cases.",54-7,"Hairy cell leukemia (HCL), a well-recognized chronic lymphoproliferative disorder, is frequently characterized by pancytopenia, monocytopenia, splenomegaly and marrow fibrosis, which typically leads to an unsuccessful bone marrow aspiration (dry tap). Patients with a high white cell count without neutropenia and/or monocytopenia, with an aspirable and hypercellular marrow, splenomegaly and neoplastic cells with hairy cell features have been recently recognized and classified as HCL variants. We report here the clinical, hematological and immunological features of 7 such cases. All patients presented splenomegaly with a high leukocyte count; 2 were anemic and only 1 thrombocytopenic. Five patients were treated with alpha-Interferon (alpha-IFN) but 4 failed to achieve any significant response; two of these were subsequently splenectomized and successfully treated with Chlorambucil. Splenectomy, followed by Chlorambucil, was performed at diagnosis in the remaining 2 cases, both of which achieved a partial response and are alive and well. Six out of the 7 patients are still alive. The recognition of these peculiar patients is also important because they most often do not respond to alpha-IFN, while splenectomy, followed by Chlorambucil, may be a reasonable therapeutic option for them.","['Zinzani, P L', 'Lauria, F', 'Buzzi, M', 'Raspadori, D', 'Gugliotta, L', 'Bocchia, M', 'Macchi, S', 'Algeri, R', 'Tura, S']","['Zinzani PL', 'Lauria F', 'Buzzi M', 'Raspadori D', 'Gugliotta L', 'Bocchia M', 'Macchi S', 'Algeri R', 'Tura S']","['Istituto di Ematologia L. e A. Seragnoli Universita, Bologna, Italy.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Italy,Haematologica,Haematologica,0417435,"['0 (Antigens, Differentiation)', '0 (Antigens, Neoplasm)', '0 (Biomarkers, Tumor)', '0 (Interferon Type I)', '18D0SL7309 (Chlorambucil)']",IM,"['Adult', 'Aged', 'Antigens, Differentiation/analysis', 'Antigens, Neoplasm/analysis', 'Biomarkers, Tumor/analysis', 'Bone Marrow Examination', 'Chlorambucil/therapeutic use', 'Female', 'Humans', 'Interferon Type I/therapeutic use', 'Leukemia, Hairy Cell/*classification/drug therapy/immunology/pathology', 'Leukocyte Count', 'Male', 'Middle Aged', 'Splenomegaly/etiology']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Haematologica. 1990 Jan-Feb;75(1):54-7.,,,,,,,,,,
2338287,NLM,MEDLINE,19900621,20131121,0390-6078 (Print) 0390-6078 (Linking),75,1,1990 Jan-Feb,Assessment of PTT 119 activity on acute nonlymphoblastic leukemia cells by [3H]-thymidine uptake inhibition and cluster analysis.,50-3,"PTT 119, a new antineoplastic agent, was demonstrated to have antileukemic activity on murine and human cell lines. In this study we assessed the effect of this drug, at concentrations ranging from 100 ng/ml to 10 micrograms/ml, on fresh human leukemic cells from 12 patients affected by ANLL, evaluating the impairment of DNA synthesis in terms of [3H]-thymidine uptake inhibition. Most leukemic cell populations appeared to be responsive to the drug in a dose-related fashion. By cluster analysis, it was possible to discriminate subsets of samples according to PTT 119 sensitivity, and to investigate cross resistance with cytosine arabinoside and daunorubicin. This preclinical study indicates that PTT 119 may deserve applications in the treatment of acute nonlymphoblastic leukemia patients.","['Dal Pozzo, O', 'Santini, V', 'Saccardi, R', 'Bernabei, P A', 'Rossi Ferrini, P']","['Dal Pozzo O', 'Santini V', 'Saccardi R', 'Bernabei PA', 'Rossi Ferrini P']","['U.O. Ematologia, USL 10/D, Universita, Firenze, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Italy,Haematologica,Haematologica,0417435,"['0 (Nitrogen Mustard Compounds)', '04079A1RDZ (Cytarabine)', 'IB1H345F24 (ambamustine)', 'VC2W18DGKR (Thymidine)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Anemia, Refractory, with Excess of Blasts/pathology', 'Cluster Analysis', 'Cytarabine/pharmacology', 'Daunorubicin/pharmacology', 'Drug Resistance', 'Drug Screening Assays, Antitumor', 'Humans', 'Leukemia, Myeloid, Acute/*pathology', 'Leukemia, Myelomonocytic, Acute/pathology', 'Neoplastic Stem Cells/*drug effects/metabolism', 'Nitrogen Mustard Compounds/*pharmacology', 'Thymidine/metabolism']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Haematologica. 1990 Jan-Feb;75(1):50-3.,,,,,,,,,,
2338285,NLM,MEDLINE,19900621,20131121,0390-6078 (Print) 0390-6078 (Linking),75,1,1990 Jan-Feb,Rubidium is a possible supporting element for bone marrow leukocyte differentiation.,27-31,"In the present paper the possible role of rubidium (Rb) on leukocyte differentiation is evaluated. When the metal was added to human mononuclear bone marrow cells cultured for 14 days in soft agar, it was able to increase the number of clusters and to reduce the number of colonies. This activity depended upon the presence of conditioned medium. Rb induced a faster differentiation of HL 60 cells cultured in a medium able to promote granulocyte differentiation. The metal did not show any activity on continuously cultured HL 60. These data suggest that Rb is a supporting element for cell differentiation. Toxicity tests on rats are also reported.","['Petrini, M', 'Vaglini, F', 'Carulli, G', 'Azzara, A', 'Ambrogi, F', 'Grassi, B']","['Petrini M', 'Vaglini F', 'Carulli G', 'Azzara A', 'Ambrogi F', 'Grassi B']","['Istituto di Clinica Medica I, Universita, Pisa, Italy.']",['eng'],['Journal Article'],Italy,Haematologica,Haematologica,0417435,"['8N3DW7272P (Cyclophosphamide)', 'MLT4718TJW (Rubidium)']",IM,"['Animals', 'Bone Marrow Cells', 'Cell Differentiation/drug effects', 'Cells, Cultured', 'Cyclophosphamide/pharmacology', 'Hematopoiesis/*drug effects', 'Hematopoietic Stem Cells/*drug effects', 'Humans', 'Leukemia, Promyelocytic, Acute/pathology', 'Leukocytes/*cytology', 'Rats', 'Rats, Inbred Strains', 'Rubidium/*pharmacology/toxicity', 'Tumor Cells, Cultured/drug effects']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Haematologica. 1990 Jan-Feb;75(1):27-31.,,,,,,,,,,
2338244,NLM,MEDLINE,19900620,20190516,0890-9369 (Print) 0890-9369 (Linking),4,2,1990 Feb,Mutation of the core or adjacent LVb elements of the Moloney murine leukemia virus enhancer alters disease specificity.,233-42,"Transcriptional enhancers of replication-competent mouse C-type retroviruses are potent determinants of the distinct disease-inducing phenotypes of different viral isolates and can also strongly influence the incidence and latent period of disease induction. To study the contribution of individual protein-binding sites to viral pathogenicity, we introduced mutations into each of the known nuclear factor-binding sites in the enhancer region of the Moloney murine leukemia virus and injected viruses with these mutations into newborn NFS mice. All viruses induced disease. Viruses with mutations in both copies of the leukemia virus factor a (LVa) site, leukemia virus factor c (LVc) site, or in just the promoter proximal copy of the glucocorticoid response element (GRE) had a latent period of disease onset and disease specificity indistinguishable from that of the wild-type Moloney virus. Viruses with mutations in two or three of the GREs, in both copies of the leukemia virus factor b (LVb) site, in two of the four nuclear factor 1 (NF1) consensus motifs, or in both copies of the conserved viral core element showed a significant delay in latent period of disease induction. Strikingly, viruses with mutations in the core element induced primarily erythroleukemias, and mutations in the LVb site also resulted in a significant incidence of erythroleukemias. These and other genetic and biochemical studies suggest models for how subtle alterations in the highly conserved structure of mouse C-type retrovirus enhancers can produce a dramatic effect on disease specificity.","['Speck, N A', 'Renjifo, B', 'Golemis, E', 'Fredrickson, T N', 'Hartley, J W', 'Hopkins, N']","['Speck NA', 'Renjifo B', 'Golemis E', 'Fredrickson TN', 'Hartley JW', 'Hopkins N']","['Biology Department, Massachusetts Institute of Technology, Cambridge 02139.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Genes Dev,Genes & development,8711660,"['0 (DNA, Viral)']",IM,"['Animals', 'Base Sequence', 'DNA, Viral/genetics', '*Enhancer Elements, Genetic', 'Leukemia, Experimental/etiology', 'Mice', 'Molecular Sequence Data', 'Moloney murine leukemia virus/*genetics/pathogenicity', 'Mutation', 'Repetitive Sequences, Nucleic Acid', 'Time Factors']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']",ppublish,Genes Dev. 1990 Feb;4(2):233-42. doi: 10.1101/gad.4.2.233.,"['N01-A1-72622/PHS HHS/United States', 'P01-CA42063/CA/NCI NIH HHS/United States', 'R01-CA19308/CA/NCI NIH HHS/United States']",['10.1101/gad.4.2.233 [doi]'],,,,,,,,
2338201,NLM,MEDLINE,19900618,20190707,0016-5085 (Print) 0016-5085 (Linking),98,6,1990 Jun,Jejunal vasculitis with protein-losing enteropathy after bone marrow transplantation.,1689-92,"A 37-yr-old white man experienced crampy abdominal pain beginning 21 days after successful bone marrow transplantation for chronic myelogenous leukemia. Generalized edema and hypoproteinemia developed. Symptoms persisted until 61 days post-transplant, when the patient developed an acute abdomen. At laparotomy, an edematous segment of jejunum was resected. Pathological examination showed submucosal vasculitis and necrotizing enteritis. Serum protein and albumin levels returned to normal within a few weeks after surgery. Vasculitis of the gastrointestinal tract should be considered in the differential diagnosis of protein-losing enteropathy after bone marrow transplantation.","['Jafri, F M', 'Mendelow, H', 'Shadduck, R K', 'Sekas, G']","['Jafri FM', 'Mendelow H', 'Shadduck RK', 'Sekas G']","['Department of Medicine, Montefiore Hospital, University of Pittsburgh School of Medicine, Pennsylvania.']",['eng'],"['Case Reports', 'Journal Article']",United States,Gastroenterology,Gastroenterology,0374630,,IM,"['Abdominal Pain/etiology', 'Adult', 'Bone Marrow Transplantation/*adverse effects', 'Humans', 'Hypoproteinemia/etiology', 'Jejunal Diseases/*etiology', 'Jejunum/*blood supply/pathology', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/surgery', 'Male', 'Protein-Losing Enteropathies/*etiology', 'Vasculitis/*etiology/pathology']",1990/06/01 00:00,1990/06/01 00:01,['1990/06/01 00:00'],"['1990/06/01 00:00 [pubmed]', '1990/06/01 00:01 [medline]', '1990/06/01 00:00 [entrez]']",ppublish,Gastroenterology. 1990 Jun;98(6):1689-92. doi: 10.1016/0016-5085(90)91108-i.,,"['0016-5085(90)91108-I [pii]', '10.1016/0016-5085(90)91108-i [doi]']",,,,,,,,
2338131,NLM,MEDLINE,19900618,20071115,0301-472X (Print) 0301-472X (Linking),18,5,1990 Jun,Bone marrow transplantation for chronic myeloid leukemia: the use of histocompatible unrelated volunteer donors.,421-5,"We treated 17 patients with chronic myeloid leukemia (CML) by bone marrow transplantation using marrow from human leukocyte antigen (HLA)-matched unrelated donors. Patients were conditioned with a combination of in vivo monoclonal antibodies, chemotherapy with daunorubicin (n = 7) or busulfan (n = 10) and cyclophosphamide, and both total body and total lymphoid irradiation. Donor marrow was depleted of T cells by incubation with monoclonal antibodies of the Campath series. Fourteen (88%) of 16 evaluable patients had sustained engraftment. Four (27%) of the 15 evaluable patients developed acute graft-versus-host disease (GVHD) of grade II or greater, and 4 of 12 evaluable patients developed chronic GVHD. Three patients developed hematological and two developed cytogenetic evidence of relapse. Eight patients (47%) survive at a median follow-up of 32 months (range 10-51 months), giving an actuarial survival of 44%. Five patients remain alive without evidence of hematological or cytogenetic relapse, giving an actuarial disease-free survival of 27%. Pneumonitis caused or contributed to death in six of the nine patients who died. We conclude that T-cell depletion can prevent the severest forms of GVHD but also increases the risk of relapse after transplant with unrelated donors, as it does with HLA-identical siblings. Nevertheless the use of matched unrelated donors should be considered for CML patients who lack HLA-identical siblings.","['Mackinnon, S', 'Hows, J M', 'Goldman, J M', 'Arthur, C K', 'Hughes, T', 'Apperley, J F', 'Jones, L', 'Batchelor, J R', 'Brookes, P', 'Catovsky, D']","['Mackinnon S', 'Hows JM', 'Goldman JM', 'Arthur CK', 'Hughes T', 'Apperley JF', 'Jones L', 'Batchelor JR', 'Brookes P', 'Catovsky D', 'et al.']","['MRC/LRF Leukaemia Unit, Royal Postgraduate Medical School, London, UK.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Exp Hematol,Experimental hematology,0402313,['0 (HLA Antigens)'],IM,"['Adolescent', 'Adult', '*Bone Marrow Transplantation', 'Female', 'Graft vs Host Disease', 'HLA Antigens/analysis', '*Histocompatibility', 'Histocompatibility Testing', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*surgery', 'Male', 'Middle Aged', 'Neoplasm Recurrence, Local']",1990/06/01 00:00,1990/06/01 00:01,['1990/06/01 00:00'],"['1990/06/01 00:00 [pubmed]', '1990/06/01 00:01 [medline]', '1990/06/01 00:00 [entrez]']",ppublish,Exp Hematol. 1990 Jun;18(5):421-5.,,,,,,,,,,
2338090,NLM,MEDLINE,19900618,20190828,0934-9723 (Print) 0934-9723 (Linking),9,3,1990 Mar,First report of chronic meningitis caused by Trichosporon beigelii.,226-9,"Trichosporon beigelii (Trichosporon cutaneum) was identified as the causative agent of chronic meningitis in a 15-year-old boy with acute lymphocytic leukaemia. After a neutropenic episode following cytostatic treatment and itraconazole therapy as prophylaxis, cerebrospinal fluid (CSF) samples yielded growth of Trichosporon beigelii. Treatment with amphotericin B, flucytosine and high doses of fluconazole was followed by clinical improvement, although CSF pleocytosis remained. The cross-reactivity between Cryptococcus neoformans and Trichosporon beigelii in a cryptococcal antigen latex test was used as a means of diagnosis in CSF and serum samples.","['Surmont, I', 'Vergauwen, B', 'Marcelis, L', 'Verbist, L', 'Verhoef, G', 'Boogaerts, M']","['Surmont I', 'Vergauwen B', 'Marcelis L', 'Verbist L', 'Verhoef G', 'Boogaerts M']","['Department of Microbiology, St. Rafael University Hospital, Leuven, Belgium.']",['eng'],"['Case Reports', 'Journal Article']",Germany,Eur J Clin Microbiol Infect Dis,European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology,8804297,"['7XU7A7DROE (Amphotericin B)', '8VZV102JFY (Fluconazole)', 'D83282DT06 (Flucytosine)']",IM,"['Adolescent', 'Amphotericin B/administration & dosage', 'Chronic Disease', 'Drug Therapy, Combination', 'Fluconazole/administration & dosage', 'Flucytosine/administration & dosage', 'Humans', 'Male', 'Meningitis/cerebrospinal fluid/*complications/drug therapy', 'Mycoses/cerebrospinal fluid/*complications/drug therapy', 'Opportunistic Infections/cerebrospinal fluid/*complications/drug therapy', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications', 'Trichosporon/pathogenicity']",1990/03/01 00:00,1990/03/01 00:01,['1990/03/01 00:00'],"['1990/03/01 00:00 [pubmed]', '1990/03/01 00:01 [medline]', '1990/03/01 00:00 [entrez]']",ppublish,Eur J Clin Microbiol Infect Dis. 1990 Mar;9(3):226-9. doi: 10.1007/BF01963845.,,['10.1007/BF01963845 [doi]'],,,,,,,,
2338087,NLM,MEDLINE,19900618,20190828,0934-9723 (Print) 0934-9723 (Linking),9,3,1990 Mar,Herpes simplex virus and intraoral ulcers in immunocompromised patients with haematologic malignancies.,184-90,"Possible factors predisposing to the development of intraoral ulcers in immunocompromised patients with haematologic malignancies were investigated. Among 46 patients undergoing antineoplastic treatment, 18 developed an intraoral ulcer during the prospective study. Patients with or without ulcers were comparable with respect to underlying disease, presence of teeth, the qualitative composition of the aerobic and facultatively anaerobic oral microflora, herpes simplex virus (HSV) titer positivity, a past history of herpes labialis, leukocyte and thrombocyte counts, and duration of fever. Viral cultures from saliva revealed an association between the presence of HSV in saliva and the presence of intraoral ulcers. HSV was not isolated from the saliva of any patient without ulcers. Viral cultures from the ulcers revealed growth of HSV in 11 (61%) of the 18 patients with ulcers. HSV-positive ulcers were located more often on the alveolar process than elsewhere in the oral cavity. Ulcers on the lateral borders of the tongue and on the buccal mucosa were found only in dentate patients. Development of intraoral ulcers was not associated with an increase of the HSV titer in serum in any patient. It is concluded that some intraoral ulcers, especially when located on the alveolar process, are associated with and probably caused by HSV, while mechanical trauma during mastication seems likely to be involved in the pathogenesis of ulcers elsewhere in the oral cavity.","['Bergmann, O J', 'Mogensen, S C', 'Ellegaard, J']","['Bergmann OJ', 'Mogensen SC', 'Ellegaard J']","['University Department of Medicine and Haematology, Aarhus County Hospital, Denmark.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Eur J Clin Microbiol Infect Dis,European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology,8804297,['0 (Antineoplastic Agents)'],IM,"['Adult', 'Antineoplastic Agents/adverse effects', 'Humans', 'Immunocompetence', 'Leukemia/*complications/drug therapy/immunology', 'Lymphoma/*complications/drug therapy/immunology', 'Stomatitis, Herpetic/*etiology/microbiology/pathology', 'Ulcer/*etiology/microbiology/pathology']",1990/03/01 00:00,1990/03/01 00:01,['1990/03/01 00:00'],"['1990/03/01 00:00 [pubmed]', '1990/03/01 00:01 [medline]', '1990/03/01 00:00 [entrez]']",ppublish,Eur J Clin Microbiol Infect Dis. 1990 Mar;9(3):184-90. doi: 10.1007/BF01963835.,,['10.1007/BF01963835 [doi]'],,,,,,,,
2338034,NLM,MEDLINE,19900615,20190907,8755-1039 (Print) 1097-0339 (Linking),6,2,1990,Fine-needle aspiration cytology of granulocytic sarcoma and myeloid metaplasia.,106-11,"The fine-needle aspiration (FNA) cytology of two cases of granulocytic sarcoma involving the breast is reported along with the FNA cytology of one case of myeloid metaplasia (extramedullary hematopoiesis) involving an axillary lymph node. Two patients had known myeloproliferative disorders, while granulocytic sarcoma of the breast was the initial presentation of an unsuspected acute granulocytic leukemia in the other patient. Diff-Quik-stained preparations aided in the diagnosis of all three cases. Immunoperoxidase stains for factor VIII-related antigen helped confirm the megakaryocytic differentiation of the cells in the FNA cytology of myeloid metaplasia. Electron microscopic (EM) examination performed on the aspirated material also showed megakaryocytic differentiation of the bizarre cells. FNA cytology can make a specific diagnosis of granulocytic sarcoma and myeloid metaplasia. The workup of these unusual extramedullary myeloproliferative masses was aided when immunocytochemistry and EM were performed on the aspirated material.","['Silverman, J F', 'Geisinger, K R', 'Park, H K', 'Strausbauch, P R', 'Frable, W J']","['Silverman JF', 'Geisinger KR', 'Park HK', 'Strausbauch PR', 'Frable WJ']","['Department of Clinical Pathology and Diagnostic Medicine, East Carolina University School of Medicine, Greenville, NC 27858-4354.']",['eng'],"['Case Reports', 'Journal Article']",United States,Diagn Cytopathol,Diagnostic cytopathology,8506895,,IM,"['Adult', 'Axilla', 'Biopsy, Needle', 'Breast Neoplasms/*pathology', 'Child', 'Female', 'Humans', 'Leukemia, Myeloid/*pathology', 'Lymph Nodes/*pathology', 'Middle Aged', 'Primary Myelofibrosis/*pathology']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",ppublish,Diagn Cytopathol. 1990;6(2):106-11. doi: 10.1002/dc.2840060207.,,['10.1002/dc.2840060207 [doi]'],,,,,,,,
