PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LA,PT,PL,TA,JT,JID,SB,CIN,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,FAU,AU,AD,RN,GR,PMC,SI,GS,TT,RF,EIN,CON,OID,OAB,OABL,OTO,OT,GN
1630457,NLM,MEDLINE,19920818,20210526,0270-7306 (Print) 0270-7306 (Linking),12,8,1992 Aug,The gene for a novel human lamin maps at a highly transcribed locus of chromosome 19 which replicates at the onset of S-phase.,3499-506,['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Mol Cell Biol,Molecular and cellular biology,8109087,IM,,"['Amino Acid Sequence', 'Animals', 'Base Sequence', 'Cell Line', 'Cells, Cultured', 'Chromosome Mapping', '*Chromosomes, Human, Pair 19', 'Cloning, Molecular', 'DNA Probes', '*DNA Replication', 'Exons', 'Female', 'Genomic Library', 'Globins/genetics', 'Humans', '*Lamin Type B', 'Lamins', 'Leukemia, Promyelocytic, Acute', 'Lymphocytes/*physiology', 'Mice', 'Molecular Sequence Data', 'Nuclear Proteins/*genetics', 'Placenta/physiology', 'Polymerase Chain Reaction/methods', 'Pregnancy', 'Restriction Mapping', 'S Phase/*physiology', 'Sequence Homology, Nucleic Acid', '*Transcription, Genetic']",1992/08/01 00:00,1992/08/01 00:01,['1992/08/01 00:00'],"['1992/08/01 00:00 [pubmed]', '1992/08/01 00:01 [medline]', '1992/08/01 00:00 [entrez]']",['10.1128/mcb.12.8.3499-3506.1992 [doi]'],ppublish,Mol Cell Biol. 1992 Aug;12(8):3499-506. doi: 10.1128/mcb.12.8.3499-3506.1992.,"A previously described human DNA fragment which is replicated early in S-phase of HL-60 cell DNA (C. Tribioli, G. Biamonti, M. Giacca, M. Colonna, S. Riva, and A. Falaschi, Nucleic Acids Res. 15:10211-10232, 1987) was used to screen a genomic library in lambda Ch28. A clone which contained a 13.7-kb insert (L30E) found to code for several transcripts was isolated. The transcription of L30E DNA exhibited a complex pattern and a tissue-specific and proliferation-dependent type of regulation. The data were consistent with two tandemly arranged transcription units, the 3' end of one separated from the 5' end of the other by a sequence of about 600 bp containing an active promoter. The isolation and sequencing of L30E-specific cDNAs permitted identification of two genes, one of which encoded a B-type human lamin (analogous to mouse lamin B2). L30E DNA was mapped by in situ hybridization at the G-negative subtelomeric band p13.3 of chromosome 19. Interestingly, in synchronized HL-60 cells, L30E DNA is replicated in the first minute of S-phase. Replication of the lamin gene early in S-phase may reflect a coupling between early replication and transcription of genes for S-phase-specific proteins such as lamins.","['Biamonti, G', 'Giacca, M', 'Perini, G', 'Contreas, G', 'Zentilin, L', 'Weighardt, F', 'Guerra, M', 'Della Valle, G', 'Saccone, S', 'Riva, S']","['Biamonti G', 'Giacca M', 'Perini G', 'Contreas G', 'Zentilin L', 'Weighardt F', 'Guerra M', 'Della Valle G', 'Saccone S', 'Riva S', 'et al.']","['Istituto di Genetica Biochimica ed Evoluzionistica del Consiglio Nazionale delle Ricerche, Pavia, Italy.']","['0 (DNA Probes)', '0 (Lamin Type B)', '0 (Lamins)', '0 (Nuclear Proteins)', '0 (lamin B2)', '9004-22-2 (Globins)']",,PMC364599,"['GENBANK/M94362', 'GENBANK/M94363']",,,,,,,,,,,
1630450,NLM,MEDLINE,19920818,20210526,0270-7306 (Print) 0270-7306 (Linking),12,8,1992 Aug,"Can, a putative oncogene associated with myeloid leukemogenesis, may be activated by fusion of its 3' half to different genes: characterization of the set gene.",3346-55,['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Mol Cell Biol,Molecular and cellular biology,8109087,IM,,"['Acute Disease', 'Amino Acid Sequence', 'Animals', 'Base Sequence', 'Blotting, Northern', 'Bone Marrow/pathology/physiopathology', 'Cell Line', 'Chromosomal Proteins, Non-Histone', '*Chromosomes, Human, Pair 9', '*Cloning, Molecular', 'DNA, Neoplasm/genetics/isolation & purification', 'DNA-Binding Proteins', 'Genome, Human', 'Histone Chaperones', 'Humans', 'Karyotyping', 'Leukemia/*genetics/pathology', 'Leukemia, Myeloid/*genetics', 'Molecular Sequence Data', 'Oligodeoxyribonucleotides', '*Oncogenes', 'Plasmodium falciparum/genetics', 'Proteins/*genetics', 'RNA, Messenger/genetics', 'RNA, Neoplasm/genetics/isolation & purification', 'Restriction Mapping', 'Saccharomyces cerevisiae/genetics', 'Sequence Homology, Nucleic Acid', 'Thymus Gland/physiology', 'Transcription Factors']",1992/08/01 00:00,1992/08/01 00:01,['1992/08/01 00:00'],"['1992/08/01 00:00 [pubmed]', '1992/08/01 00:01 [medline]', '1992/08/01 00:00 [entrez]']",['10.1128/mcb.12.8.3346-3355.1992 [doi]'],ppublish,Mol Cell Biol. 1992 Aug;12(8):3346-55. doi: 10.1128/mcb.12.8.3346-3355.1992.,"The translocation (6;9)(p23;q34) in acute nonlymphocytic leukemia results in the formation of a highly consistent dek-can fusion gene. Translocation breakpoints invariably occur in single introns of dek and can, which were named icb-6 and icb-9, respectively. In a case of acute undifferentiated leukemia, a breakpoint was detected in icb-9 of can, whereas no breakpoint could be detected in dek. Genomic and cDNA cloning showed that instead of dek, a different gene was fused to can, which was named set. set encodes transcripts of 2.0 and 2.7 kb that result from the use of alternative polyadenylation sites. Both transcripts contain the open reading frame for a putative SET protein with a predicted molecular mass of 32 kDa. The set-can fusion gene is transcribed into a 5-kb transcript that contains a single open reading frame predicting a 155-kDa chimeric SET-CAN protein. The SET sequence shows homology with the yeast nucleosome assembly protein NAP-I. The only common sequence motif of SET and DEK proteins is an acidic region. SET has a long acidic tail, of which a large part is present in the predicted SET-CAN fusion protein. The set gene is located on chromosome 9q34, centromeric of c-abl. Since a dek-can fusion gene is present in t(6;9) acute myeloid leukemia and a set-can fusion gene was found in a case of acute undifferentiated leukemia, we assume that can may function as an oncogene activated by fusion of its 3' part to dek, set, or perhaps other genes.","['von Lindern, M', 'van Baal, S', 'Wiegant, J', 'Raap, A', 'Hagemeijer, A', 'Grosveld, G']","['von Lindern M', 'van Baal S', 'Wiegant J', 'Raap A', 'Hagemeijer A', 'Grosveld G']","['Department of Cell Biology and Genetics, Erasmus University, Rotterdam, The Netherlands.']","['0 (Chromosomal Proteins, Non-Histone)', '0 (DNA, Neoplasm)', '0 (DNA-Binding Proteins)', '0 (Histone Chaperones)', '0 (Oligodeoxyribonucleotides)', '0 (Proteins)', '0 (RNA, Messenger)', '0 (RNA, Neoplasm)', '0 (SET protein, human)', '0 (Transcription Factors)']",,PMC364582,['GENBANK/M93651'],,,,,,,,,,,
1630194,NLM,MEDLINE,19920820,20071115,0025-7753 (Print) 0025-7753 (Linking),99,2,1992 Jun 6,[Capnocytophaga sepsis in a man with acute lymphoblastic leukemia].,79,['spa'],"['Case Reports', 'Letter']",Spain,Med Clin (Barc),Medicina clinica,0376377,IM,,"['Adult', 'Anti-Bacterial Agents/therapeutic use', 'Bacteremia/drug therapy/*etiology', '*Capnocytophaga', 'Drug Therapy, Combination', 'Gram-Negative Bacterial Infections/drug therapy/*etiology', 'Humans', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications/drug therapy']",1992/06/06 00:00,1992/06/06 00:01,['1992/06/06 00:00'],"['1992/06/06 00:00 [pubmed]', '1992/06/06 00:01 [medline]', '1992/06/06 00:00 [entrez]']",,ppublish,Med Clin (Barc). 1992 Jun 6;99(2):79.,,"['Corrales Torres, A J', 'Herranz Martin, M T', 'Almagro, M', 'Jimenez-Alonso, J']","['Corrales Torres AJ', 'Herranz Martin MT', 'Almagro M', 'Jimenez-Alonso J']",,['0 (Anti-Bacterial Agents)'],,,,,Sepsis por Capnocytophaga en varon con leucemia aguda linfoblastica.,,,,,,,,,
1630184,NLM,MEDLINE,19920820,20081121,0025-7753 (Print) 0025-7753 (Linking),99,2,1992 Jun 6,[Behcet's disease with an onset prior to the appearance of chronic myeloid leukemia].,67-8,['spa'],"['Case Reports', 'English Abstract', 'Journal Article', 'Review']",Spain,Med Clin (Barc),Medicina clinica,0376377,IM,,"['Behcet Syndrome/*diagnosis', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*diagnosis', 'Middle Aged', 'Recurrence', 'Sweet Syndrome/diagnosis', 'Time Factors']",1992/06/06 00:00,1992/06/06 00:01,['1992/06/06 00:00'],"['1992/06/06 00:00 [pubmed]', '1992/06/06 00:01 [medline]', '1992/06/06 00:00 [entrez]']",,ppublish,Med Clin (Barc). 1992 Jun 6;99(2):67-8.,"The case of a Ph-positive female patient with chronic myeloid leukemia (CML) is reported. The patient presented a cutaneous-mucous picture prior to the appearance of the hemopathy consisting of genitals ulcers, buccal aphthae and nodular cutaneous lesions the study of which demonstrated panniculitis. The lesions improved with the administration of low doses of prednisone and colchicine. The CML evolved to a blastic crisis of a monocytic phenotype at 14 months of diagnosis leading to death of the patient. The cutaneous-mucous picture was catalogued as Beccet disease (BD) according to the criteria of the International Study Group for Behcet Disease. Given the lack of serologic tests or pathognomonic histologic lesions the difficulty in the diagnosis of BD is commented upon and the differential diagnosis of this disease, particularly with respect to the Sweet syndrome, is discussed.","['Tassies, D', 'Cervantes, F', 'Feliu, E', 'Cabal, G', 'Martinez Orozco, F', 'Rozman, C']","['Tassies D', 'Cervantes F', 'Feliu E', 'Cabal G', 'Martinez Orozco F', 'Rozman C']","['Escuela de Hematologia Farreras Valenti, Hospital Clinic i Provincial, Barcelona.']",,,,,,Enfermedad de Behcet de inicio previo a la aparicion de leucemia mieloide cronica.,16,,,,,,,,
1630042,NLM,MEDLINE,19920818,20071115,0301-1542 (Print) 0301-1542 (Linking),30,5,1992 May,[HABA (HTLV-I associated bronchiolo-alveolar disorder)].,787-95,['jpn'],"['English Abstract', 'Journal Article']",Japan,Nihon Kyobu Shikkan Gakkai Zasshi,Nihon Kyobu Shikkan Gakkai zasshi,7505737,IM,,"['Bronchiolitis/*immunology/pathology', 'HTLV-I Antibodies/*analysis', 'HTLV-I Infections/*immunology/pathology', 'Human T-lymphotropic virus 1/immunology', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/pathology', 'Lung Neoplasms/immunology/pathology', 'Precancerous Conditions/pathology', 'Pulmonary Fibrosis/*immunology/pathology']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",,ppublish,Nihon Kyobu Shikkan Gakkai Zasshi. 1992 May;30(5):787-95.,"The presence of antibodies to adult T cell leukemia (ATL) antigen: HTVL-I was studied in patients with chronic interstitial lung diseases such as diffuse panbronchiolitis (DPB) and idiopathic interstitial pneumonia (IIP). Anti-HTLV-I antibody was detected with a high frequency among these diseases (35% in DPB and 7% in IIP) compared with other diseases and healthy controls. We have termed the clinicopathological condition that includes these two disease categories of interstitial lung disease (DPB or IIP) and hematologic disorder (ATL associated with HTLV-I carrier state) HTLV-I associated bronchiolo-alveolar disorder (HABA). At the same time, HTLV-I related reaction (diffuse pattern for MT-1 and/or MT-2) was found except positive reaction of the antibody (granular pattern for MT-1) by immunofluorescent assay. The incidence of HTLV-I related reaction was high in interstitial lung diseases with a rate of 45% in DPB and 53% in IIP. Thus, the total frequency of presence of antibodies and related reactions was 80% in DPB and 60% in IIP. In lung cancer, the frequency was also high, although it was less than in DPB and IIP. We termed cases of anti-HTLV-I antibody positive lung cancer HTLV-I associated lung cancer (HALC). One typical patient with IIP who initially showed HTLV-I related reaction showed a positive antibody reaction 2 years later. Finally he presented with adenocarcinoma with effusion a further 2 years later. In order to examine HTLV-I proviral DNA integration, southern blotting by PCR was performed in patients with HTLV-I related reaction.2+ suggesting one of the causes of DPB.","['Kimura, I']",['Kimura I'],"['Department of Internal Medicine, Okayama University Medical School, Japan.']",['0 (HTLV-I Antibodies)'],,,,,,,,,,,,,,
1630040,NLM,MEDLINE,19920818,20071115,0301-1542 (Print) 0301-1542 (Linking),30,5,1992 May,[Bronchopneumonopathy in HTLV-1 associated myelopathy (HAM) and non-HAM HTLV-1 carriers].,775-9,['jpn'],"['English Abstract', 'Journal Article']",Japan,Nihon Kyobu Shikkan Gakkai Zasshi,Nihon Kyobu Shikkan Gakkai zasshi,7505737,IM,,"['Bronchoalveolar Lavage Fluid/cytology/immunology', 'Human T-lymphotropic virus 1/immunology', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/immunology', 'Leukocyte Count', 'Lung Diseases/*immunology', 'Lymphocyte Activation', 'Paraparesis, Tropical Spastic/*immunology', 'T-Lymphocyte Subsets', 'T-Lymphocytes/microbiology']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",,ppublish,Nihon Kyobu Shikkan Gakkai Zasshi. 1992 May;30(5):775-9.,"Human T-cell leukemia virus type 1 (HTLV-1) causes not only adult T-cell leukemia (ATL), but also HTLV-1 associated myelopathy, a recently described slowly progressive spastic paraparesis, in its carrier state. Pulmonary involvement has been reported in HAM patients. Based on bronchoalveolar lavage or histological examination, the pulmonary involvement has been characterized by accumulation of T-cells, especially activated T-cells, in the lung. We reviewed our data on pulmonary involvement in HAM, which suggested that the characteristic pulmonary involvement observed in HAM was not restricted to HAM patients, but was also observed in non-HAM HTLV-1 carriers. Based on the data, we report that HAM is a systemic disease and that HTLV-1 causes characteristic pulmonary involvement, which we termed HTLV-1 associated bronchopneumonopathy (HAB).","['Maruyama, I', 'Mori, S', 'Kawabata, M', 'Osame, M']","['Maruyama I', 'Mori S', 'Kawabata M', 'Osame M']","['IIIrd Department of Internal Medicine, Kagoshima University School of Medicine, Japan.']",,,,,,,,,,,,,,,
1630039,NLM,MEDLINE,19920818,20061115,0301-1542 (Print) 0301-1542 (Linking),30,5,1992 May,[Natural history of HTLV-I infection].,770-4,['jpn'],"['English Abstract', 'Journal Article']",Japan,Nihon Kyobu Shikkan Gakkai Zasshi,Nihon Kyobu Shikkan Gakkai zasshi,7505737,IM,,"['CD4-CD8 Ratio', 'Carrier State/immunology', 'Female', 'HTLV-I Antibodies/analysis', 'HTLV-I Infections/*etiology/immunology', 'Human T-lymphotropic virus 1/immunology', 'Humans', 'Male', 'Middle Aged', 'Paraparesis, Tropical Spastic/etiology', 'Respiratory Tract Infections/etiology']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",,ppublish,Nihon Kyobu Shikkan Gakkai Zasshi. 1992 May;30(5):770-4.,"Adult T-cell leukemia (ATL), a disease entity first described by Takatsuki et al., is endemic in southwestern Japan, the Caribbean Islands, and in some parts of Africa. ATL patients are classified into four subtypes according to the clinical picture: acute, chronic, smoldering, and lymphoma type. The diagnosis of ATL is made from the characteristic clinical findings, the detection of serum antibodies to HTLV-I, and when necessary, the confirmation of monoclonal integration of HTLV-I proviral DNA in cellular DNA of ATL cells. Recently, diagnostic criteria for clinical subtypes of ATL were proposed by the Lymphoma Study Group in Japan: 1) smoldering type, normal lymphocyte level, no hypercalcemia, lactate dehydrogenase (LDH) value 1.5 times the upper limit of normal or lower, no lymphadenopathy, no involvement of liver, spleen, central nervous system (CNS), bone or gastrointestinal tract, and no ascites or pleural effusion: 2) chronic type, absolute lymphocytosis with T-lymphocytosis of greater than 3 x 10(9)/1, LDH value twice the upper limit of normal or lower, no hypercalcemia, no involvement of CNS, bone, or gastrointestinal tract, and no ascites or pleural effusion: 3) lymphoma type, no lymphocytosis, 1% or less abnormal lymphocytes, and histologically-proven lymphadenopathy: 4) acute type, remaining ATL patients who are not classified as any of the above types. Infection with HTLV-I is a direct cause of ATL. Furthermore, infection with this virus can indirectly cause many other diseases via the induction of immunodeficiency, such as chronic lung diseases, opportunistic lung infections, cancer of other organs, monoclonal gammopathy, chronic renal failure, strongyloidiasis, non-specific dermatomycosis, non-specific lymph node swelling, HTLV-I associated myelopathy (HAM/TSP), and HTLV-I uveitis.(ABSTRACT TRUNCATED AT 250 WORDS)","['Yamaguchi, K']",['Yamaguchi K'],"['Blood Transfusion Service, Kumamoto University Medical School.']",['0 (HTLV-I Antibodies)'],,,,,,,,,,,,,,
1630038,NLM,MEDLINE,19920818,20061115,0301-1542 (Print) 0301-1542 (Linking),30,5,1992 May,[Epidemiology of HTLV-I carriers in Hirado Island and virological and immunological investigation of HTLV-I associated pulmonary disease].,763-9,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Nihon Kyobu Shikkan Gakkai Zasshi,Nihon Kyobu Shikkan Gakkai zasshi,7505737,IM,,"['Aged', 'Bronchoalveolar Lavage Fluid/immunology', 'Carrier State/*epidemiology/microbiology', 'Female', 'HTLV-I Antibodies/*analysis', 'HTLV-I Infections/complications/*epidemiology/microbiology', 'Human T-lymphotropic virus 1/*immunology', 'Humans', 'Immunoglobulin A/analysis', 'Japan/epidemiology', 'Lung Diseases/immunology/*microbiology', 'Male', 'Middle Aged']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",,ppublish,Nihon Kyobu Shikkan Gakkai Zasshi. 1992 May;30(5):763-9.,"Adult T-cell leukemia (ATL) is endemic in Kyushu. Our study at Hirado island in Nagasaki prefecture revealed a higher incidence (35.9%) of HTLV-I carriers in villages with fishing than in those without (16.5%). HTLV-I carriers showed a higher incidence of abnormal findings on chest roentgenogram (21.7%) than non-carriers (16.5%), but most were lesions of old pulmonary tuberculosis and pleural thickening. Virological and immunological investigations were performed for 10 HTLV-I carriers, 3 patients with HTLV-I associated myelopathy (HAM), and 3 patients with ATL to determine the presence of HTLV-I associated pulmonary disease. In HAM patients, there were high titers of anti HTLV-I antibody, positive IgA reaction to HTLV-I, and an increase in interleukin-2 receptor (IL-2)-positive T-cells in the peripheral blood; and lymphocytosis and an increase in IL-2-positive T-cells in the bronchoalveolar lavage fluid (BALF). Virological examination showed the presence of pX gene and tax1/rex1 mRNA in the peripheral blood and BALF. Similar immunological and virological findings in 2 of 10 carriers suggested the presence of HTLV-I associated pulmonary disease.","['Kohno, S', 'Higashiyama, Y', 'Mukae, H', 'Morikawa, N', 'Kadota, J', 'Koga, H', 'Hara, K', 'Ikeda, S', 'Tomonaga, M', 'Katamine, S']","['Kohno S', 'Higashiyama Y', 'Mukae H', 'Morikawa N', 'Kadota J', 'Koga H', 'Hara K', 'Ikeda S', 'Tomonaga M', 'Katamine S', 'et al.']","['Second Department of Internal Medicine, Nagasaki University School of Medicine, Japan.']","['0 (HTLV-I Antibodies)', '0 (Immunoglobulin A)']",,,,,,,,,,,,,,
1630036,NLM,MEDLINE,19920818,20061115,0301-1542 (Print) 0301-1542 (Linking),30,5,1992 May,[Basic understanding of retroviruses].,742-5,['jpn'],"['English Abstract', 'Journal Article']",Japan,Nihon Kyobu Shikkan Gakkai Zasshi,Nihon Kyobu Shikkan Gakkai zasshi,7505737,IM,,"['HIV', 'Human T-lymphotropic virus 1', 'Proviruses', '*Retroviridae/pathogenicity/physiology']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",,ppublish,Nihon Kyobu Shikkan Gakkai Zasshi. 1992 May;30(5):742-5.,"Retroviruses contain a reverse transcriptase in the virion that converts viral genomic RNA to proviral DNA. Retroviruses are divided into three groups; oncovirus, lentivirus, and spumavirus. The oncovirus group contains HTLV-1, which causes adult T-cell leukemia, encephalomyeloneuropathy, arthritis, and alveolo-bronchopathy. The lentivirus groups contains HIV, which causes acquired immunodeficiency syndrome and dementia. The genomic structures and functions of HTLV-1 and HIV have been demonstrated to explain the pathogenesis of these retroviruses.","['Hatanaka, M']",['Hatanaka M'],"['Institute for Virus Research, Kyoto University.']",,,,,,,,,,,,,,,
1630025,NLM,MEDLINE,19920818,20071115,0485-1439 (Print) 0485-1439 (Linking),33,5,1992 May,[CML with autoimmune thrombocytopenia observed in the course of IgG (kappa) type monoclonal gammopathy].,706-8,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,,"['Aged', 'Aged, 80 and over', 'Autoimmune Diseases/*etiology', 'Humans', 'Immunoglobulin G/*metabolism', 'Immunoglobulin kappa-Chains/*metabolism', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*complications', 'Male', 'Paraproteinemias/*complications/immunology', 'Thrombocytopenia/*etiology']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1992 May;33(5):706-8.,"An 80-year-old male with IgG (kappa) type benign monoclonal gammopathy was admitted to our hospital because of marked leukocytosis. At the time of admission, thrombocytopenia was also noted. A bone marrow aspirate showed marked granulocytosis with a normal megakaryocyte count. PAIgG was elevated and the NAP score was low. Ph1 chromosome and rearrangement of the breakpoint cluster region were detected. On the basis of these findings, he was diagnosed as having CML with autoimmune thrombocytopenia. This case was of interest with respect to blood cell differentiation and immunological findings.","['Nakase, T', 'Matsuoka, N', 'Iwasaki, E', 'Ukyo, S', 'Shirakawa, S']","['Nakase T', 'Matsuoka N', 'Iwasaki E', 'Ukyo S', 'Shirakawa S']","['Department of Internal Medicine, Kyoto Yawata Hospital.']","['0 (Immunoglobulin G)', '0 (Immunoglobulin kappa-Chains)']",,,,,,,,,,,,,,
1630023,NLM,MEDLINE,19920818,20071115,0485-1439 (Print) 0485-1439 (Linking),33,5,1992 May,"[i(17q) appearing in acute phase in Ph1-negative, BCR-negative CML].",694-9,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,,"['Adult', '*Chromosome Aberrations', '*Chromosome Fragility', '*Chromosomes, Human, Pair 17', 'Female', 'Gene Rearrangement', 'Genes, p53', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics', 'Leukemia, Myeloid, Accelerated Phase/*genetics', 'Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative/*genetics', '*Multigene Family']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1992 May;33(5):694-9.,"A 36-year-old woman was referred to our hospital because of splenomegaly in February 1989. The leukocyte count was 55,500/microliter without hiatus leukemicus. The leukocyte alkaline phosphatase score was low (29). The bone marrow showed myeloid hyperplasia (24.8% myeloblasts) but no dysplastic change. The karyotype of the bone marrow cells was 46, XX and a diagnosis of Ph1 (-) CML was made. Treatment with VCR, 6MP and prednisolone made 7-month duration chronic phase, but the abnormal karyotype.[46, XX, i(17q)] gradually increased to 100% of bone marrow cells. The patient died in June 1990. The evidence that not only a BCR rearrangement but also messages of BCR/ABL fusion gene were negative made us able to differentiate this case from Ph1(-), BCR(+) CML. The addition of an i(17q) results in partial monosomy of 17q (17q13;p53 gene) and partial trisomy of 17q (17q11.2-12;G-CSF gene). We examined the rearrangement of p53 gene and G-CSF-dependent tumor cell growth in vitro, demonstrating one allelic loss of p53 gene and independent cell growth on G-CSF respectively. It is thought that in Ph1 (-), BCR (-) CML as well as in Ph1 (+) CML, an i(17q) is related to the progression but not to the initiation of these leukemias. However the precise mechanism, including p53 gene inactivation by point mutation, is still to be elucidated.","['Uike, N', 'Yamashita, S', 'Obama, K', 'Takahira, H', 'Nakai, H', 'Inazawa, J', 'Umemura, T', 'Akashi, K', 'Kozuru, M']","['Uike N', 'Yamashita S', 'Obama K', 'Takahira H', 'Nakai H', 'Inazawa J', 'Umemura T', 'Akashi K', 'Kozuru M']","['Department of Hematology, National Kyushu Cancer Center Hospital.']",,,,,['p53'],,,,,,,,,,
1630021,NLM,MEDLINE,19920818,20071115,0485-1439 (Print) 0485-1439 (Linking),33,5,1992 May,[Isospora belli infection in a patient with adult T-cell leukemia].,683-7,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article', 'Review']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,,"['Aged', 'Animals', 'Chronic Disease', 'Coccidiosis/*complications', 'Diarrhea/etiology', 'Humans', '*Isospora', 'Leukemia-Lymphoma, Adult T-Cell/*complications', 'Male']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1992 May;33(5):683-7.,"An adult T cell leukemia (ATL) accompanied with Isospora belli infection was described. A 65-year-old male was admitted to our hospital because of a two month history of watery diarrhea. On admission, physical examination showed slight pallor but no detectable superficial lymphadenopathies. Hepatosplenomegaly was not observed. Laboratory examination revealed a leukocyte count 5,500/microliters with 10% abnormal lymphoid cells. A majority of the abnormal lymphoid cells expressed both CD 4 and CD 8 antigens. The patient was diagnosed as chronic ATL, since anti-HTLV-1 antibody in his serum and monoclonal integration of HTLV-1 proviral DNA in his peripheral mononuclear cells were detected. Isospora belli was found in his feces thereafter, and trimethoprim/sulfamethoxazole was effective for diarrhea. In Japan, there have been only 9 reported cases of lymphoproliferative disorders (including five ATL patients) accompanied with Isospora belli infection. From the descriptions in those reports, these 9 cases might all be ATL patients.","['Kawano, F', 'Nishida, K', 'Kurisaki, H', 'Tsukamoto, A', 'Satoh, M', 'Sanada, I', 'Shido, T', 'Obata, S', 'Kimura, K', 'Sasaki, Y']","['Kawano F', 'Nishida K', 'Kurisaki H', 'Tsukamoto A', 'Satoh M', 'Sanada I', 'Shido T', 'Obata S', 'Kimura K', 'Sasaki Y', 'et al.']","['Department of Internal Medicine, Kumamoto National Hospital.']",,,,,,,12,,,,,,,,
