PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,TT,PMC,OID,OTO,OT,GN,AD,SI,GR
104521,NLM,MEDLINE,19790328,20131121,0001-5814 (Print) 0001-5814 (Linking),9,4,1978 Oct-Dec,[Thiotepa in the treatment of central nervous system leukemia in children].,263-7,The authors report beneficial effects of thiotepa on leukaemic involvement of the central nervous system. The drug was given to 4 children with central nervous system leukaemia refractory to methotrexate and cytarabine. Intrathecal thiotepa caused regression of changes in the cerebrospinal fluid and in the neurological status of these children. No side effects were observed during this treatment.,"['Ochocka, M', 'Barancewicz, M', 'Ciepielewska, D']","['Ochocka M', 'Barancewicz M', 'Ciepielewska D']",['pol'],"['Case Reports', 'English Abstract', 'Journal Article']",Poland,Acta Haematol Pol,Acta haematologica Polonica,0262610,['905Z5W3GKH (Thiotepa)'],IM,"['Age Factors', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia/*drug therapy', 'Male', 'Meningeal Neoplasms/*drug therapy', 'Thiotepa/*therapeutic use']",1978/10/01 00:00,1978/10/01 00:01,['1978/10/01 00:00'],"['1978/10/01 00:00 [pubmed]', '1978/10/01 00:01 [medline]', '1978/10/01 00:00 [entrez]']",,ppublish,Acta Haematol Pol. 1978 Oct-Dec;9(4):263-7.,,Thiotepa w leczeniu bialaczki osrodkowego ukladu nerwowego u dzieci.,,,,,,,,
104454,NLM,MEDLINE,19790328,20191021,0044-2208 (Print) 0044-2208 (Linking),18,9,1978,"[Search for nucleic acid influencing, as well as membrane active, potential cancerostatic fungal metabolites using microbiological and cytological screening methods].",647-64,"A prescreening program including microbiological and cytological assays was employed in search of potential cancerostatic antibiotics in crude extracts of mushrooms. The microbiological tests based on agar diffusion techniques consist of prophage induction test and BIP-test. All active compounds selected by these microbiological models are potential inhibitors of nucleic acid metabolism. Cytological assays on leukemia L 1210 cells have been carried out by microscopic examination and by evaluation using an electronic particle counter. Activity was expressed as decrease of the number of single cells caused by agglutination or lysis of cells, changes in cell surface area, dye exclusion, and increase of cell volume. A wide variety of mushrooms was demonstrated to exhibit interesting activities in some of these screening systems. The influence of primary metabolic products of mushrooms on microbiological models was studied additionally. In vivo assays have not yet been accomplished.","['Dornberger, K', 'Gutsche, W', 'Horschak, R', 'Zureck, A']","['Dornberger K', 'Gutsche W', 'Horschak R', 'Zureck A']",['ger'],"['English Abstract', 'Journal Article']",Germany,Z Allg Mikrobiol,Zeitschrift fur allgemeine Mikrobiologie,0413631,"['0 (Antibiotics, Antineoplastic)', '0 (Nucleic Acids)']",IM,"['Antibiotics, Antineoplastic/*biosynthesis/pharmacology', 'Ascomycota/*metabolism', 'Bacillus subtilis/drug effects', 'Basidiomycota/*metabolism', 'Cell Count/drug effects', 'Cell Line', 'Cytological Techniques', 'Drug Evaluation, Preclinical/*methods', 'Microbiological Techniques', 'Nucleic Acids/metabolism', 'Species Specificity']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",['10.1002/jobm.3630180904 [doi]'],ppublish,Z Allg Mikrobiol. 1978;18(9):647-64. doi: 10.1002/jobm.3630180904.,,Suche nach Nucleinsaurestoffwechsel-beeinflussenden sowie membranaktiven potentiell cancerostatisch wirksamen Pilzinhaltsstoffen durch mikrobiologische und cytologische Screeningmethoden.,,,,,,,,
104426,NLM,MEDLINE,19790324,20191027,,29,3,1978 Dec 21,Motility of L5222 leukemia cells within the mesentery. A study by time lapse cinematography.,167-77,,"['Haemmerli, G', 'Strauli, P']","['Haemmerli G', 'Strauli P']",['eng'],['Journal Article'],Germany,Virchows Arch B Cell Pathol,"Virchows Archiv. B, Cell pathology",0437105,['9007-34-5 (Collagen)'],IM,"['Animals', 'Cell Count', 'Cell Movement', 'Collagen', 'Connective Tissue', 'Elastic Tissue', 'Granulocytes', 'Leukemia, Experimental/*pathology', 'Lymphocytes', 'Macrophages', 'Mast Cells', 'Mesentery/*pathology', 'Motion Pictures', 'Rats', 'Time Factors']",1978/12/21 00:00,1978/12/21 00:01,['1978/12/21 00:00'],"['1978/12/21 00:00 [pubmed]', '1978/12/21 00:01 [medline]', '1978/12/21 00:00 [entrez]']",['10.1007/BF02899350 [doi]'],ppublish,Virchows Arch B Cell Pathol. 1978 Dec 21;29(3):167-77. doi: 10.1007/BF02899350.,,,,,,,,,,
104184,NLM,MEDLINE,19790324,20131121,0028-2804 (Print) 0028-2804 (Linking),49,12,1978 Dec,[Intrathecal application of antineoplastic agents (author's transl)].,685-96,,"['Kolmel, H W']",['Kolmel HW'],['ger'],"['Journal Article', 'Review']",Germany,Nervenarzt,Der Nervenarzt,0400773,"['0 (Antineoplastic Agents)', '0 (Folic Acid Antagonists)', '0 (Gold Radioisotopes)', '0 (Vinca Alkaloids)', '04079A1RDZ (Cytarabine)', '8N3DW7272P (Cyclophosphamide)', '905Z5W3GKH (Thiotepa)', 'EC 3.5.1.1 (Asparaginase)', 'JYB41CTM2Q (Aminopterin)', 'Q150359I72 (Azaguanine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Aminopterin/administration & dosage', 'Antineoplastic Agents/*administration & dosage/adverse effects', 'Asparaginase/administration & dosage', 'Azaguanine/administration & dosage', 'Brain Neoplasms/drug therapy', 'Cyclophosphamide/administration & dosage', 'Cytarabine/administration & dosage', 'Encephalitis/drug therapy', 'Folic Acid Antagonists/administration & dosage', 'Gold Radioisotopes/administration & dosage', 'Humans', '*Injections, Spinal', 'Kinetics', 'Leukemia/drug therapy', 'Lumbar Vertebrae', 'Methotrexate/administration & dosage', 'Thiotepa/administration & dosage', 'Vinca Alkaloids/administration & dosage']",1978/12/01 00:00,1978/12/01 00:01,['1978/12/01 00:00'],"['1978/12/01 00:00 [pubmed]', '1978/12/01 00:01 [medline]', '1978/12/01 00:00 [entrez]']",,ppublish,Nervenarzt. 1978 Dec;49(12):685-96.,153,Die Intrathekale Gabe von Zytostatika.,,,,,,,,
103768,NLM,MEDLINE,19790313,20141003,0016-450X (Print) 0016-450X (Linking),69,5,1978 Oct,Antitumor activity of squalene-treated cell-wall skeleton of Nocardia rubra in mice.,619-26,,"['Yamawaki, M', 'Azuma, I', 'Saiki, I', 'Uemiya, M', 'Aoki, O', 'Ennyu, K', 'Yamamura, Y']","['Yamawaki M', 'Azuma I', 'Saiki I', 'Uemiya M', 'Aoki O', 'Ennyu K', 'Yamamura Y']",['eng'],['Journal Article'],Japan,Gan,Gan,0151745,"['56-49-5 (Methylcholanthrene)', '7QWM220FJH (Squalene)']",IM,"['Animals', 'Cell Wall/immunology', 'Guinea Pigs', 'Hypersensitivity, Delayed/immunology', 'Leukemia, Experimental/*therapy', 'Mast-Cell Sarcoma/*therapy', 'Methylcholanthrene', 'Mice', 'Neoplasms, Experimental/therapy', 'Nocardia/*immunology', 'Squalene/*pharmacology']",1978/10/01 00:00,1978/10/01 00:01,['1978/10/01 00:00'],"['1978/10/01 00:00 [pubmed]', '1978/10/01 00:01 [medline]', '1978/10/01 00:00 [entrez]']",,ppublish,Gan. 1978 Oct;69(5):619-26.,,,,,,,,,,
103745,NLM,MEDLINE,19790324,20190823,0014-4894 (Print) 0014-4894 (Linking),46,1,1978 Nov,Toxoplasma gondii: penetration into differentiating Friend erythroleukemia cells.,72-82,,"['Tanabe, K', 'Kimata, I', 'Tabuse, Y', 'Furusawa, M', 'Takada, S']","['Tanabe K', 'Kimata I', 'Tabuse Y', 'Furusawa M', 'Takada S']",['eng'],['Journal Article'],United States,Exp Parasitol,Experimental parasitology,0370713,"['0 (Hemoglobins)', '12634-43-4 (Spectrin)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Cell Differentiation', 'Cells, Cultured', 'Clone Cells', 'Dimethyl Sulfoxide/pharmacology', 'Erythrocytes/drug effects/metabolism/*parasitology', 'Hemoglobins/biosynthesis', 'Leukemia, Erythroblastic, Acute/*blood', 'Mast-Cell Sarcoma/blood', 'Phagocytosis', 'Spectrin/biosynthesis', 'Toxoplasma/growth & development/*physiology']",1978/11/01 00:00,1978/11/01 00:01,['1978/11/01 00:00'],"['1978/11/01 00:00 [pubmed]', '1978/11/01 00:01 [medline]', '1978/11/01 00:00 [entrez]']","['0014-4894(78)90157-1 [pii]', '10.1016/0014-4894(78)90157-1 [doi]']",ppublish,Exp Parasitol. 1978 Nov;46(1):72-82. doi: 10.1016/0014-4894(78)90157-1.,,,,,,,,,,
103619,NLM,MEDLINE,19790328,20031114,0361-5960 (Print) 0361-5960 (Linking),62,11,1978 Nov,"Macrophage activation and antitumor activity of a Brucella abortus ether extract, Bru-Pel.",1937-41,"Bru-Pel and Brucella abortus lipopolysaccharide (LPS) were tested for both macrophage activation and antitumor activity in an artificial metastasis model. Resting macrophages were rendered nonspecifically tumoricidal for MBL-2 lymphoblastic leukemia target cells by exposure to Bru-Pel at greater than or equal to 1 ng/ml of culture medium. B. abortus LPS failed to activate macrophages in vitro at all concentrations tested. Ip treatment of homozygous nude mice with Bru-Pel induced cytotoxic macrophages, indicating that Bru-Pel activated macrophages through a thymic-independent process. An artificial metastasis model was developed where single-cell suspensions of Madison 109 lung carcinoma were inoculated iv into syngeneic BALB/c mice. Bru-Pel, but not B. abortus LPS, strikingly inhibited tumor-colony formation in the lungs. Although Bru-Pel contains endotoxin, the data demonstrate that endotoxin is apparently not the active component by which Bru-Pel activates macrophages and enhances host resistance to cancer.","['Schultz, R M', 'Chirigos, M A', 'Pavlidis, N A', 'Youngner, J S']","['Schultz RM', 'Chirigos MA', 'Pavlidis NA', 'Youngner JS']",['eng'],['Journal Article'],United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Brucella Vaccine)', '0 (Lipopolysaccharides)']",IM,"['Animals', 'Brucella Vaccine/isolation & purification/*pharmacology', 'Brucella abortus/immunology', 'Cytotoxicity, Immunologic', 'Lipopolysaccharides/immunology', 'Lung Neoplasms/immunology/*prevention & control', 'Macrophages/*immunology', 'Male', 'Mice', 'Mice, Inbred Strains', 'Neoplasm Metastasis/*prevention & control', 'Neoplasms, Experimental/prevention & control']",1978/11/01 00:00,1978/11/01 00:01,['1978/11/01 00:00'],"['1978/11/01 00:00 [pubmed]', '1978/11/01 00:01 [medline]', '1978/11/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1978 Nov;62(11):1937-41.,,,,,,,,,,
103617,NLM,MEDLINE,19790328,20141120,0361-5960 (Print) 0361-5960 (Linking),62,11,1978 Nov,Effect of levamisole on metabolism of phagocytic cells.,1637-40,"The effect of levamisole (LMS) on glucose metabolism was studied using a protozoan phagocytic model and human leukocytes. At concentrations of greater than 10 microgram/ml, LMS inhibited glucose metabolism in the protozoan phagocytic model. Glucose metabolism in both the phagocytic model and normal peripheral blood leukocytes was, however, minimally altered when exposed to levels of LMS of less than 10 microgram/ml. In contrast, myeloblasts from a child with leukemia seemed to have increased metabolic activity and 5 microgram/ml of LMS markedly reduced the glucose metabolism. These preliminary studies suggest that LMS can alter glucose metabolism of certain cells and that some malignant cells may be directly inhibited metabolically by LMS.","['Fischer, G W', ""O'Brien, J"", 'Hokama, Y', 'Maybee, D', 'Chou, S C']","['Fischer GW', ""O'Brien J"", 'Hokama Y', 'Maybee D', 'Chou SC']",['eng'],['Journal Article'],United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['2880D3468G (Levamisole)', 'IY9XDZ35W2 (Glucose)']",IM,"['Child', 'Glucose/*metabolism', 'Humans', 'In Vitro Techniques', 'Leukemia, Myeloid, Acute/drug therapy/metabolism', 'Leukocytes/drug effects/metabolism', 'Levamisole/*pharmacology', 'Male', 'Models, Biological', 'Phagocytes/*drug effects/metabolism', 'Tetrahymena pyriformis/drug effects/metabolism']",1978/11/01 00:00,1978/11/01 00:01,['1978/11/01 00:00'],"['1978/11/01 00:00 [pubmed]', '1978/11/01 00:01 [medline]', '1978/11/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1978 Nov;62(11):1637-40.,,,,,,,,,,
103616,NLM,MEDLINE,19790328,20131121,0361-5960 (Print) 0361-5960 (Linking),62,11,1978 Nov,Pharmacologic factors and manipulation of immunity systemic adjuvants in cancer therapy.,1613-21,"Because of the experimental and clinical studies which have been extensively conducted with bacillus Calmette-Guerin (BCG) as a systemic adjuvant in cancer immunotherapy, we have analyzed the main factors and conditions which determine its beneficial action and have underlined some of these (eg, the dose factor which controls the amplification of suppressor cells which is probably responsible for failures and even the possible tumor-enhancing effect of immunotherapy). Knowing those factors and conditions, we have been able to establish a systematic immunopharmacologic study of systemic immunity adjuvants, which has resulted in the discovery of agents whose actions are more rapid than that of BCG on one or a few populations of cells involved in immunity and which, unlike BCG, do not induce suppressor cell amplification. This amplification may explain the difference in the results obtained with this mycobacterium in various clinical immunotherapy trials in which it was applied differently. It is proposed to combine these mono- or pauc-functional adjuvants in order to try to obtain all of the beneficial effects of BCG without the amplification of suppressor cells.","['Mathe, G', 'Florentin, I', 'Olsson, L', 'Bruley-Rosset, M', 'Schulz, J', 'Kiger, N', 'Orbach-Arbouys, S', 'Schwarzenberg, L', 'Pouillart, P', 'de Vassal, F']","['Mathe G', 'Florentin I', 'Olsson L', 'Bruley-Rosset M', 'Schulz J', 'Kiger N', 'Orbach-Arbouys S', 'Schwarzenberg L', 'Pouillart P', 'de Vassal F']",['eng'],"['Journal Article', 'Review']",United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Adjuvants, Immunologic)', '0 (Antineoplastic Agents)', '0 (BCG Vaccine)', '2880D3468G (Levamisole)', '61512-21-8 (Thymosin)']",IM,"['Adjuvants, Immunologic/*pharmacology', 'Animals', 'Antineoplastic Agents/administration & dosage', 'BCG Vaccine/*pharmacology', 'Drug Therapy, Combination', 'Immunity/drug effects', 'Immunotherapy', 'Leukemia L1210/immunology/*therapy', 'Levamisole/pharmacology', 'Mice', 'Propionibacterium acnes/immunology', 'Pseudomonas aeruginosa/immunology', 'Thymosin/pharmacology']",1978/11/01 00:00,1978/11/01 00:01,['1978/11/01 00:00'],"['1978/11/01 00:00 [pubmed]', '1978/11/01 00:01 [medline]', '1978/11/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1978 Nov;62(11):1613-21.,93,,,,,,,,,
103614,NLM,MEDLINE,19790324,20190619,0008-543X (Print) 0008-543X (Linking),42,6,1978 Dec,Cryocrystalglobulinemia in hairy cell leukemia.,2798-801,A patient with hairy cell leukemia (leukemic reticuloendotheliosis) was noted to have a spurious leukocytosis caused by a spontaneously crystallizing cryoglobulin. The cryoprotein was identified as IgG lambda. An intracytoplasmic immunoglobulin demonstrable within the hairy cell was also IgG lambda. The cryoglobulin spontaneously disappeared over a four day period. A reliable automated count on the Coulter Model S could be obtained by prewarming the blood specimen to 37 C.,"['Krause, J R', 'Nitiyanant, P', 'Rabin, B S']","['Krause JR', 'Nitiyanant P', 'Rabin BS']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer,Cancer,0374236,"['0 (Cryoglobulins)', '0 (Immunoglobulin G)', '0 (Immunoglobulin Light Chains)', '0 (Immunoglobulin lambda-Chains)']",IM,"['Aged', '*Cryoglobulins', 'Diagnostic Errors', 'Humans', '*Immunoglobulin G', '*Immunoglobulin Light Chains', '*Immunoglobulin lambda-Chains', 'Leukemia, Hairy Cell/blood/*complications/immunology', 'Leukocytosis/diagnosis', 'Male', 'Paraproteinemias/*complications']",1978/12/01 00:00,1978/12/01 00:01,['1978/12/01 00:00'],"['1978/12/01 00:00 [pubmed]', '1978/12/01 00:01 [medline]', '1978/12/01 00:00 [entrez]']",['10.1002/1097-0142(197812)42:6<2798::aid-cncr2820420640>3.0.co;2-c [doi]'],ppublish,Cancer. 1978 Dec;42(6):2798-801. doi: 10.1002/1097-0142(197812)42:6<2798::aid-cncr2820420640>3.0.co;2-c.,,,,,,,,,,
103563,NLM,MEDLINE,19790324,20061115,0021-2547 (Print) 0021-2547 (Linking),57,2,1978 May 31,[Immunodeficiencies and enzyme deficiencies].,178-91,"The first part of the paper outlines the actual situation of the recent investigations on the interpretative problem of the immunological deficits combined with enzymatic deficits. ADA deficit associated with combined immunodeficiency is an autosomal recessive form. Low enzyme levels, which is produced by a structural gene located on chromosome 20, were detected in chronic lymphatic leukemias where ADA decrease is correlated to low levels of T lymphocytes and the prevalence of an atypical B lymphocyte population. Particularly high levels of ADA were detected in acute lymphoblastic leukemias, in transplant rejection, in blastic crisis of chronic myeloid leukemia... NP deficit is associated with a T branch immunodeficiency, with high levels of inosine, guanosine, hypouricemia, hypochromic microcythemia and hematopoietic tissue megaloblastosis. This enzyme, with trimeric structure, whose structural gene is located on chromosome 14, shows a cytoplasmic location, and its maximum activity is to be found in T lymphocytes separated by rosetting. IGPT deficit is to be held responsible for the neurological Lesch-Nyhan syndrome. This deficit is associated with a depression of B lymphocyte function evaluated as response to the mitogens (PWM, Protein A) or as specific immunoglobulins production. At last the Authors report some personal investigations performed on hemolysates and lymphocytes of subjects with impaired immunity, as well as on some children at birth to establish the correlation between ADA and NP behaviour and immunosurveillance. Lastly, the data on the variations of the enzymatic and immunological parameters of subjects with immunodeficiency associated to enzymopenia after red cell transfusion are reported.","['Mainardi, V', 'Brugo, M A', 'Tassi, G C']","['Mainardi V', 'Brugo MA', 'Tassi GC']",['ita'],"['English Abstract', 'Journal Article']",Italy,Boll Ist Sieroter Milan,Bollettino dell'Istituto sieroterapico milanese,17720040R,"['EC 2.4.2.1 (Purine-Nucleoside Phosphorylase)', 'EC 2.4.2.8 (Hypoxanthine Phosphoribosyltransferase)', 'EC 3.5.4.4 (Adenosine Deaminase)']",IM,"['Adenosine Deaminase/deficiency', 'B-Lymphocytes/immunology', 'Humans', 'Hypoxanthine Phosphoribosyltransferase/deficiency', 'Immunologic Deficiency Syndromes/*enzymology', 'Metabolism, Inborn Errors/*immunology', 'Purine-Nucleoside Phosphorylase/deficiency', 'T-Lymphocytes/immunology']",1978/05/31 00:00,1978/05/31 00:01,['1978/05/31 00:00'],"['1978/05/31 00:00 [pubmed]', '1978/05/31 00:01 [medline]', '1978/05/31 00:00 [entrez]']",,ppublish,Boll Ist Sieroter Milan. 1978 May 31;57(2):178-91.,,Immunodeficienze e deficit enzimatici.,,,,,,,,
103494,NLM,MEDLINE,19790212,20210526,0066-4804 (Print) 0066-4804 (Linking),14,5,1978 Nov,Effect of two cancer chemotherapeutic agents on the antibacterial activity of three antimicrobial agents.,737-42,"Cancer chemotherapeutic agents and antibacterial antibiotics are often given concomitantly. Daunorubicin, cytosine arabinoside, and three antibiotics (gentamicin, amikacin, and ticarcillin) were tested individually and in combinations to determine their antimicrobial activity against Pseudomonas aeruginosa, Klebsiella pneumoniae, and Escherichia coli. These cytotoxic agents are commonly employed in the therapy of acute nonlymphocytic leukemia for remission induction therapy, and these antimicrobial agents are used in infection therapy. The maximum concentrations of the two cytotoxic drugs were chosen to be twice the known peak plasma levels of commonly employed dosage schedules. Neither of the cancer chemotherapeutic agents, alone or in combination, demonstrated bactericidal activity at the levels tested. However, in the presence of these agents, the antimicrobial activity of gentamicin and amikacin, although not that of ticarcillin, was depressed for 11 of 15 K. pneumoniae strains and 8 of 15 P. aeruginosa strains, but for none of the strains of E. coli. This level of decreased activity occasionally resulted in a minimal inhibitory concentration of the tested aminoglycoside well above the standard serum levels. Daunorubicin was more likely to antagonize gentamicin than was cytosine arabinoside.","['Moody, M R', 'Morris, M J', 'Young, V M', 'Moye, L A 3rd', 'Schimpff, S C', 'Wiernik, P H']","['Moody MR', 'Morris MJ', 'Young VM', 'Moye LA 3rd', 'Schimpff SC', 'Wiernik PH']",['eng'],['Journal Article'],United States,Antimicrob Agents Chemother,Antimicrobial agents and chemotherapy,0315061,"['0 (Anti-Bacterial Agents)', '0 (Gentamicins)', '04079A1RDZ (Cytarabine)', '84319SGC3C (Amikacin)', 'F93UJX4SWT (Ticarcillin)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Amikacin/pharmacology', 'Anti-Bacterial Agents/*pharmacology', 'Bacteria/*drug effects', 'Cytarabine/*pharmacology', 'Daunorubicin/*pharmacology', 'Drug Interactions', 'Escherichia coli/drug effects', 'Gentamicins/pharmacology', 'Klebsiella pneumoniae/drug effects', 'Microbial Sensitivity Tests', 'Pseudomonas aeruginosa/drug effects', 'Ticarcillin/pharmacology']",1978/11/01 00:00,1978/11/01 00:01,['1978/11/01 00:00'],"['1978/11/01 00:00 [pubmed]', '1978/11/01 00:01 [medline]', '1978/11/01 00:00 [entrez]']",['10.1128/AAC.14.5.737 [doi]'],ppublish,Antimicrob Agents Chemother. 1978 Nov;14(5):737-42. doi: 10.1128/AAC.14.5.737.,,,PMC352543,,,,,,,
103480,NLM,MEDLINE,19790212,20191027,0096-8056 (Print) 0096-8056 (Linking),87,5 Pt 2 Suppl 52,1978 Sep-Oct,Lymphomatoid granulomatosis in a child with acute lymphatic leukemia in remission.,5-10,"Lymphomatoid granulomatosis, a tumor-like process of unknown etiology, produced progressively destructive disease of the larynx, trachea and bronchi in an eight-year-old girl with acute lymphoblastic leukemia of five years duration. The leukemia had been in remission for 4 1/2 years at the clinical onset of the lymphomatoid granulomatosis. Whether this occurrence suggests that lymphomatoid granulomatosis is a type of neoplasm, or is associated with immunologic depression, cannot be stated. Fortunately rare, and of poor prognosis, the disorder may become more frequent with improved survival rate of patients with leukemia and other neoplasms.","['Cohen, S R', 'Landing, B H', 'Siegel, S', 'Shen, S', 'Heuser, E', 'Isaacs, H']","['Cohen SR', 'Landing BH', 'Siegel S', 'Shen S', 'Heuser E', 'Isaacs H']",['eng'],"['Case Reports', 'Journal Article']",United States,Ann Otol Rhinol Laryngol Suppl,"The Annals of otology, rhinology & laryngology. Supplement",1256156,,IM,"['Child, Preschool', 'Female', 'Granuloma/*complications/pathology', 'Humans', 'Leukemia, Lymphoid/*complications/pathology', 'Remission, Spontaneous', 'Vasculitis/*complications/pathology']",1978/09/01 00:00,1978/09/01 00:01,['1978/09/01 00:00'],"['1978/09/01 00:00 [pubmed]', '1978/09/01 00:01 [medline]', '1978/09/01 00:00 [entrez]']",['10.1177/00034894780870s502 [doi]'],ppublish,Ann Otol Rhinol Laryngol Suppl. 1978 Sep-Oct;87(5 Pt 2 Suppl 52):5-10. doi: 10.1177/00034894780870s502.,,,,,,,,,,
103354,NLM,MEDLINE,19790223,20180216,0001-5792 (Print) 0001-5792 (Linking),60,6,1978,Folic acid binding protein in chronic granulocytic leukaemia: the effect of methotrexate.,341-9,"Folic acid binding protein (FABP) has been measured in the supernatant of leukocytes of 12 patients affected with chronic granulocytic leukaemia (CGL). The folate binding capacity ranged from 1.37 to 697.52 pg/mg protein, showing a considerable heterogeneity. When the supernatant was preincubated with methotrexate (MTX), the inhibition of folic acid binding was complete in some cases whereas in others it was negligible: these findings have been confirmed by studying the 3H-MTX binding capacity by the same supernatants. In this case the range of bound 3H-HTX varied from 0.00 to 927 pg/mg protein. The presence of a binder in the cytoplasm of leukocytes might represent a new step in the regulation of endogenous folate metabolism. The MTX, widely used as an antifolate drug, may also be bound by FABP of CGL leukocytes, although in different amounts from case to case: this finding suggests a new point of interference of MTX in the folate metabolism. It has also been demonstrated that FABP, which is present in serum, may reduce the uptake of folate by leukocytes opening a new field of investigation on the megaloblastic transformation.","['Corrocher, R', 'Pachor, M L', 'Bambara, L M', 'Ambrosetti, A', 'De Sandre, G']","['Corrocher R', 'Pachor ML', 'Bambara LM', 'Ambrosetti A', 'De Sandre G']",['eng'],['Journal Article'],Switzerland,Acta Haematol,Acta haematologica,0141053,"['935E97BOY8 (Folic Acid)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Adolescent', 'Adult', 'Chromatography, Ion Exchange', 'Cytoplasm/metabolism', 'Female', 'Folic Acid/*blood', 'Humans', 'Leukemia, Myeloid/*blood', 'Leukocytes/metabolism', 'Male', 'Methotrexate/*pharmacology', 'Middle Aged', 'Protein Binding/*drug effects']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",['10.1159/000207733 [doi]'],ppublish,Acta Haematol. 1978;60(6):341-9. doi: 10.1159/000207733.,,,,,,,,,,
103316,NLM,MEDLINE,19790212,20191027,,29,1-2,1978 Nov 17,Chromosome studies in myelomatosis.,93-7,Cytogenetic studies of patients with multiple myeloma and plasma cell leukemia have shown that chromosome abnormalities occur in the bone marrow and/or the PHA-stimulated blood of at least half the patients. The abnormalities include numerical and structural aberrations and are highly variable. Hypodiploid modes occur fairly frequently. Addition of material to the long arm of the No. 14 chromosome (14q+ marker) occurs in about 17% of the small series of patients that have been studied with banding so far.,"['Wurster-Hill, D H', 'McIntyre, O R', 'Cornwell, G G 3rd']","['Wurster-Hill DH', 'McIntyre OR', 'Cornwell GG 3rd']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Virchows Arch B Cell Pathol,"Virchows Archiv. B, Cell pathology",0437105,,IM,"['Bone Marrow/pathology', 'Chromosome Aberrations/*pathology', 'Chromosome Banding', 'Chromosome Disorders', '*Chromosomes, Human, 13-15', 'Humans', 'Leukemia, Plasma Cell/*pathology', 'Multiple Myeloma/genetics/*pathology']",1978/11/17 00:00,1978/11/17 00:01,['1978/11/17 00:00'],"['1978/11/17 00:00 [pubmed]', '1978/11/17 00:01 [medline]', '1978/11/17 00:00 [entrez]']",['10.1007/BF02899341 [doi]'],ppublish,Virchows Arch B Cell Pathol. 1978 Nov 17;29(1-2):93-7. doi: 10.1007/BF02899341.,,,,,,,,,,
103315,NLM,MEDLINE,19790212,20191027,,29,1-2,1978 Nov 17,The Philadelphia chromosome in acute leukemia.,81-91,"The cytogenetics, cytology and cytochemistry, clinical findings, therapeutic response and survival of patients presenting with acute leukemia and the Philadelphia chromosome (Ph1) are briefly reviewed based upon a survey of the world literature and 16 cases seen at the University of Minnesota during the last 10 years. Details regarding the 16 cases from the University of Minnesota series are presented and two appendices listing the majority of reports of Ph1 + acute leukemia are included. Comparison of adults with Ph1+ and Ph1- acute leukemia demonstrate important clinical, therapeutic and prognostic differences. In general, patients with Ph1+ acute leukemia respond less well to treatment and survive significantly shorter periods of time. Since the presence of the Philadelphia chromosome in acute leukemia has therapeutic and prognostic significance, marrow chromosome studies should be performed in adults presenting with acute leukemia, especially acute lymphocytic leukemia.","['Bloomfield, C D', 'Lindquist, L L', 'Brunning, R D', 'Yunis, J J', 'Coccia, P F']","['Bloomfield CD', 'Lindquist LL', 'Brunning RD', 'Yunis JJ', 'Coccia PF']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Virchows Arch B Cell Pathol,"Virchows Archiv. B, Cell pathology",0437105,,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Bone Marrow/pathology', 'Child', '*Chromosomes, Human, 21-22 and Y', 'Female', 'Humans', 'Leukemia/diagnosis/genetics/*pathology', 'Leukemia, Lymphoid/pathology', 'Male', 'Middle Aged', 'Prognosis', 'Time Factors']",1978/11/17 00:00,1978/11/17 00:01,['1978/11/17 00:00'],"['1978/11/17 00:00 [pubmed]', '1978/11/17 00:01 [medline]', '1978/11/17 00:00 [entrez]']",['10.1007/BF02899340 [doi]'],ppublish,Virchows Arch B Cell Pathol. 1978 Nov 17;29(1-2):81-91. doi: 10.1007/BF02899340.,,,,,,,,,,
