PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,CIN,TT,RF,GR,PMC,EIN,SI,CON,RIN,MID,OID,OAB,OABL,OTO,OT,GN,EFR
8597843,NLM,MEDLINE,19960422,20191101,1077-1042 (Print) 1077-1042 (Linking),15,4,1995 Jul-Aug,Primary mediastinal large cell lymphoma in children: a report from the Childrens Cancer Group.,561-70,"Malignant lymphomas arising in the mediastinum account for approximately 60% of all mediastinal tumors in children; two-thirds are non-Hodgkin's lymphomas and one-third represent Hodgkin's disease. In contrast to adults, in children mediastinal non-Hodgkin's lymphomas are usually synonymous with lymphoblastic lymphoma, and nonlymphoblastic lymphomas are rare. We describe nine children with primary mediastinal large cell lymphoma who were treated with the Children's Cancer Group protocol CCG-503, a randomized phase III protocol for disseminated nonlymphoblastic lymphoma. Histologic subclassification revealed three immunoblastic lymphomas, three multilobated large cell lymphomas, one with clear cell features, and two large noncleaved cell lymphomas. Sclerosis, of variable degrees, was seen in all tumors. Immunophenotyping revealed all tumors to be of B cell lineage. Thymic epithelial cells could be demonstrated, utilizing antibody to keratin, in two of nine patients, suggesting that some of the tumors are of thymic origin. None of the patients had central nervous system or bone marrow involvement. It appears that primary mediastinal nonlymphoblastic lymphomas in children, although much less common, are similar to those seen in adults. These tumors must be differentiated from lymphoblastic lymphoma and Hodgkin's disease, as the therapeutic approach may depend on histologic subtype. Primary mediastinal large cell lymphoma in children appears curable with aggressive treatment in the majority of patients.","['Piira, T', 'Perkins, S L', 'Anderson, J R', 'Meadows, A T', 'Chilcote, R R', 'Kadin, M', 'Kjeldsberg, C R']","['Piira T', 'Perkins SL', 'Anderson JR', 'Meadows AT', 'Chilcote RR', 'Kadin M', 'Kjeldsberg CR']","['Department of Pathology, University of Utah Health Sciences, Salt Lake City, USA.']",['eng'],"['Journal Article', 'Multicenter Study', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Pediatr Pathol Lab Med,"Pediatric pathology & laboratory medicine : journal of the Society for Pediatric Pathology, affiliated with the International Paediatric Pathology Association",9518033,,IM,"['Adolescent', 'Child', 'Diagnosis, Differential', 'Female', 'Humans', 'Immunophenotyping', 'Lymphoma, B-Cell/diagnosis/pathology', 'Lymphoma, Large B-Cell, Diffuse/*diagnosis/*pathology', 'Male', 'Mediastinal Neoplasms/*diagnosis/*pathology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/diagnosis/pathology', 'Random Allocation']",1995/07/01 00:00,1995/07/01 00:01,['1995/07/01 00:00'],"['1995/07/01 00:00 [pubmed]', '1995/07/01 00:01 [medline]', '1995/07/01 00:00 [entrez]']",['10.3109/15513819509026992 [doi]'],ppublish,Pediatr Pathol Lab Med. 1995 Jul-Aug;15(4):561-70. doi: 10.3109/15513819509026992.,,,,"['CA 02971/CA/NCI NIH HHS/United States', 'CA 13539/CA/NCI NIH HHS/United States', 'CA 17829/CA/NCI NIH HHS/United States', 'etc.']",,,,,,,,,,,,,
8597760,NLM,MEDLINE,19960423,20181113,0959-8138 (Print) 0959-8138 (Linking),312,7032,1996 Mar 16,HTLV-I screening in Britain. Donors and recipients of organ transplants should also be screened.,707,,"['Jenks, P', 'Raftery, M J', 'Breuer, J']","['Jenks P', 'Raftery MJ', 'Breuer J']",,['eng'],"['Comment', 'Letter']",England,BMJ,BMJ (Clinical research ed.),8900488,,IM,"['Blood Donors', 'Carrier State', 'HTLV-I Infections/*prevention & control', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/*prevention & control', 'Transplantation/adverse effects']",1996/03/16 00:00,1996/03/16 00:01,['1996/03/16 00:00'],"['1996/03/16 00:00 [pubmed]', '1996/03/16 00:01 [medline]', '1996/03/16 00:00 [entrez]']",,ppublish,BMJ. 1996 Mar 16;312(7032):707.,,,,,PMC2350508,,,['BMJ. 1995 Nov 18;311(7016):1313-4. PMID: 7496265'],,,,,,,,,
8597758,NLM,MEDLINE,19960423,20181113,0959-8138 (Print) 0959-8138 (Linking),312,7032,1996 Mar 16,HTLV-I screening in Britain. Failure to screen may be a false economy.,706-7,,"['Harrison, P', 'Ala, F A', 'Milligan, D W', 'Skidmore, S']","['Harrison P', 'Ala FA', 'Milligan DW', 'Skidmore S']",,['eng'],"['Case Reports', 'Letter', 'Comment']",England,BMJ,BMJ (Clinical research ed.),8900488,,IM,"['Blood Donors', 'HTLV-I Infections/*prevention & control', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/*transmission', 'Male', 'Middle Aged', 'Transfusion Reaction']",1996/03/16 00:00,1996/03/16 00:01,['1996/03/16 00:00'],"['1996/03/16 00:00 [pubmed]', '1996/03/16 00:01 [medline]', '1996/03/16 00:00 [entrez]']",,ppublish,BMJ. 1996 Mar 16;312(7032):706-7.,['BMJ. 2000 Aug 5;321(7257):380-1. PMID: 10991562'],,,,PMC2350543,,,['BMJ. 1995 Nov 18;311(7016):1313-4. PMID: 7496265'],,,,,,,,,
8597613,NLM,MEDLINE,19960425,20190920,0939-5555 (Print) 0939-5555 (Linking),72,2,1996 Feb,Recent-onset myelodysplastic syndrome mimicking acute leukemia during infection.,85-8,"A previously healthy 74-year-old patient without a prior history of hematological disease presented with an acute respiratory infection. Peripheral pancytopenia led us to perform a bone marrow biopsy, and the diagnosis of undifferentiated acute myelogenous leukemia (AML, 61% blasts) was made. Following antibiotic treatment and resolution of the infection, the blast count in the bone marrow fell to 2%, leaving a clinicopathologic picture consistent with myelodysplastic syndrome (MDS, French-American-British type refractory anemia), and the patient survived for a total of 16.5 months following the initial presentation with cytokine support. A preterminal blast proliferation occurred during a bacterial ear infection and rapidly responded to a withdrawal of cytokine support, antibiotic therapy, and hydroxyurea. The patient succumbed ultimately to an apparent myocardial infarct. Clinicians should consider transient acceleration of MDS in their differential diagnosis when confronted with apparent AML and acute infection.","['Friedman, H D', 'Landaw, S A']","['Friedman HD', 'Landaw SA']","['Department of Pathology and Laboratory Medicine, SUNY Health Science Center, Syracuse, NY 13210, USA.']",['eng'],"['Case Reports', 'Journal Article', 'Review']",Germany,Ann Hematol,Annals of hematology,9107334,"['0 (Anti-Bacterial Agents)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)', '63CZ7GJN5I (Allopurinol)', 'X6Q56QN5QC (Hydroxyurea)']",IM,"['Acute Disease', 'Aged', 'Allopurinol/therapeutic use', 'Anemia, Refractory/blood/complications/*diagnosis/drug therapy/pathology', 'Anti-Bacterial Agents', 'Biopsy', 'Blood Cell Count', 'Bone Marrow/*pathology', 'Death, Sudden, Cardiac', 'Diagnosis, Differential', 'Diagnostic Errors', 'Drug Therapy, Combination/therapeutic use', 'Fatal Outcome', 'Granulocyte Colony-Stimulating Factor/therapeutic use', 'Humans', 'Hydroxyurea/therapeutic use', 'Leukemia, Myeloid, Acute/*diagnosis', 'Male', 'Otitis Media/complications/drug therapy', 'Pancytopenia/*etiology', 'Respiratory Tract Infections/*blood/complications/drug therapy']",1996/02/01 00:00,1996/02/01 00:01,['1996/02/01 00:00'],"['1996/02/01 00:00 [pubmed]', '1996/02/01 00:01 [medline]', '1996/02/01 00:00 [entrez]']",['10.1007/BF00641314 [doi]'],ppublish,Ann Hematol. 1996 Feb;72(2):85-8. doi: 10.1007/BF00641314.,,,23,,,,,,,,,,,,,,
8597612,NLM,MEDLINE,19960425,20190920,0939-5555 (Print) 0939-5555 (Linking),72,2,1996 Feb,Allogeneic bone marrow transplatation in a patient with Shwachman-Diamond syndrome.,83-4,"Shwachman-Diamond syndrome (SDS) is a rare inherited disorder involving concomitant neutropenia and exocrine pancreatic insufficiency. About 25% of patients develop hematopoietic malignancies. We describe a 24-year-old male patient with SDS who underwent allogeneic bone marrow transplantation (BMT) because of progression into acute myeloid leukemia (AML) following myelodysplastic syndrome (MDS). The BMT preparative regimen consisted of busulfan (16 mg/kg body wt.), followed by cyclophosphamide (120 mg/kg). Cyclosporin A and short methotrexate were used for graft-versus-host disease (GvHD) prophylaxis. The post-transplant period was complicated by staphylococcal septicemia, CMV infection, renal insufficiency, and acute GvHD grade III. Hematological recovery was delayed (post-transplant day +55). The patient was discharged at day +68 in complete remission without any evidence of MDS. RFLP fingerprint analysis showed complete engraftment of the donor's hematopoiesis. The patient's leukemia relapsed 9 months post-transplant, and death followed due to CMV infection and multiorgan failure. Despite the fatal course in this patient, allogeneic BMT could be an option for curative treatment of the hematopoietic failure in SDS. The interaction of BMT with pancreatic insufficiency still has to be ascertained.","['Arseniev, L', 'Diedrich, H', 'Link, H']","['Arseniev L', 'Diedrich H', 'Link H']","['Department of Hematology and Oncology, Medizinische Hochschule Hannover, Germany.']",['eng'],"['Case Reports', 'Journal Article']",Germany,Ann Hematol,Annals of hematology,9107334,"['83HN0GTJ6D (Cyclosporine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Adult', '*Bone Marrow Transplantation', 'Cyclosporine/therapeutic use', 'Exocrine Pancreatic Insufficiency/pathology/*therapy', 'Fatal Outcome', 'Female', 'Graft vs Host Disease/drug therapy', 'Humans', 'Leukemia, Myelomonocytic, Acute/*pathology', 'Male', 'Methotrexate/therapeutic use', 'Pregnancy', 'Syndrome']",1996/02/01 00:00,1996/02/01 00:01,['1996/02/01 00:00'],"['1996/02/01 00:00 [pubmed]', '1996/02/01 00:01 [medline]', '1996/02/01 00:00 [entrez]']",['10.1007/BF00641313 [doi]'],ppublish,Ann Hematol. 1996 Feb;72(2):83-4. doi: 10.1007/BF00641313.,,,,,,,,,,,,,,,,,
8597611,NLM,MEDLINE,19960425,20190920,0939-5555 (Print) 0939-5555 (Linking),72,2,1996 Feb,Trisomy 8 preceding diagnosis of acute nonlymphocytic leukemia by 2 years in a patient with multiple myeloma without cytological evidence of myelodysplasia.,81-2,"A case of acute nonlymphocytic leukemia (ANLL) occurring 2 years after the diagnosis of multiple myeloma (MM) that had been treated by only one course of melphalan/prednisone chemotherapy is reported. Cytogenetic and fluorescence in situ hybridization analysis of peripheral blood cells revealed trisomy 8 as the sole cytogenetic defect at the time of diagnosis of ANLL. Two years earlier, when MM was diagnosed without any cytological evidence of co-existent myelodysplasia, chromosomal analysis of bone marrow cells showed the same pathological karyotype 47, XY, +8 in 14 of 20 mitoses studied. Our interpretation of this unusual cytogenetic finding is that at the time of diagnosis of MM, in spite of lacking cytological signs of myelodysplasia, an unrecognizable myelodysplastic syndrome must have been present which then evolved to ANLL.","['Weh, H J', 'Seeger, D', 'Junge, I', 'Hossfeld, D K']","['Weh HJ', 'Seeger D', 'Junge I', 'Hossfeld DK']","['Department of Oncology and Hematology, Medical University Clinic, Hamburg, Germany.']",['eng'],"['Case Reports', 'Journal Article']",Germany,Ann Hematol,Annals of hematology,9107334,"['Q41OR9510P (Melphalan)', 'VB0R961HZT (Prednisone)']",IM,"['Aged', 'Aged, 80 and over', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Bone Marrow/pathology', '*Chromosomes, Human, Pair 8', 'Disease Progression', 'Fatal Outcome', 'Follow-Up Studies', 'Humans', 'In Situ Hybridization, Fluorescence', 'Leukemia, Myeloid, Acute/*genetics/pathology', 'Male', 'Melphalan/administration & dosage', 'Multiple Myeloma/drug therapy/*genetics/pathology', 'Myelodysplastic Syndromes/diagnosis/genetics/pathology', 'Neoplasms, Second Primary/*genetics/pathology', 'Paraproteinemias/*genetics/pathology', 'Prednisone/administration & dosage', '*Trisomy']",1996/02/01 00:00,1996/02/01 00:01,['1996/02/01 00:00'],"['1996/02/01 00:00 [pubmed]', '1996/02/01 00:01 [medline]', '1996/02/01 00:00 [entrez]']",['10.1007/BF00641312 [doi]'],ppublish,Ann Hematol. 1996 Feb;72(2):81-2. doi: 10.1007/BF00641312.,,,,,,,,,,,,,,,,,
8597609,NLM,MEDLINE,19960425,20190920,0939-5555 (Print) 0939-5555 (Linking),72,2,1996 Feb,Analysis of microsatellite instability in chronic lymphoproliferative disorders.,67-71,"Microsatellite instability (MSI) represents one specific pattern of genomic instability and is one of the genetic lesions most frequently detected in human neoplasia. Although MSI has been found to be associated with a wide variety of solid cancers, its involvement in lymphoid malignancies is virtually unexplored. In this study, we have investigated the presence of MSI in chronic lymphoproliferative disorders by comparing the pattern of nine microsatellite repeats (two tetranucleotides, two trinucleotides, and five dinucleotides) on autologous germline and tumor DNA of 23 patients, including 17 with B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma (B-CLL/SLL), four with hairy cell leukemia, one with lymphoplasmacytoid lymphoma, and one with T-cell chronic lymphocytic leukemia. All samples at diagnosis displayed a germline pattern of the microsatellites examined, thus suggesting that MSI is not involved in the pathogenesis of these lymphoproliferations. Also, no microsatellite alterations were observed in consecutive samples of B-CLL/SLL obtained from the same patient at various stages of the disease both before and after chemotherapy. Conversely, alterations in 3/9 microsatellite repeats were detected in one case of Richter's syndrome which had evolved from a pre-existent B-CLL/SLL phase. Overall, the low frequency of MSI among chronic lymphoproliferative disorders adds further weight to the common view that the mechanisms and patterns of genomic instability in lymphoid neoplasia differ markedly from those commonly observed in solid cancers.","['Volpe, G', 'Gamberi, B', 'Pastore, C', 'Roetto, A', 'Pautasso, M', 'Parvis, G', 'Camaschella, C', 'Mazza, U', 'Saglio, G', 'Gaidano, G']","['Volpe G', 'Gamberi B', 'Pastore C', 'Roetto A', 'Pautasso M', 'Parvis G', 'Camaschella C', 'Mazza U', 'Saglio G', 'Gaidano G']","['Laboratory of Medicine and Molecular Oncology, Department of Biomedical Sciences and Human Oncology, University of Turin, Torino, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Ann Hematol,Annals of hematology,9107334,"['0 (DNA, Neoplasm)']",IM,"['Base Sequence', 'Chronic Disease', 'DNA Mutational Analysis', 'DNA, Neoplasm/*genetics', 'Genes, p53', 'Humans', 'Lymphoma, Large-Cell, Immunoblastic/genetics/pathology', 'Lymphoproliferative Disorders/*genetics/pathology', '*Microsatellite Repeats', 'Molecular Sequence Data', 'Polymerase Chain Reaction', 'Syndrome']",1996/02/01 00:00,1996/02/01 00:01,['1996/02/01 00:00'],"['1996/02/01 00:00 [pubmed]', '1996/02/01 00:01 [medline]', '1996/02/01 00:00 [entrez]']",['10.1007/BF00641310 [doi]'],ppublish,Ann Hematol. 1996 Feb;72(2):67-71. doi: 10.1007/BF00641310.,,,,,,,,,,,,,,,,,
8597608,NLM,MEDLINE,19960425,20190920,0939-5555 (Print) 0939-5555 (Linking),72,2,1996 Feb,The majority of T lymphocytes are polyclonal during the chronic phase of chronic myelogenous leukemia.,61-5,"To clarify the extent of cell lineage involvement in chronic myelogenous leukemia (CML), we investigated the bcr gene rearrangement and clonality using the X-chromosome-linked restriction fragment length polymorphism (RFLP) methylation method in T lymphocytes and granulocytes. We examined the granulocyte and T-cell fractions from the peripheral blood of seven female patients with CML during the chronic phase; patients were heterozygous for RFLPs at the phosphoglycerate kinase (PGK) or the hypoxanthine phosphoribosyltransferase (HPRT) gene. RFLP-methylation analysis of granulocytes demonstrated a monoclonal pattern in six of the seven patients and a rearranged bcr gene in all seven patients. In contrast, T lymphocytes exhibited a polyclonal pattern in six cases; in one case, a faint band was observed following methyl-sensitive enzyme cleavage. The bcr gene analysis in T lymphocytes showed the germline in every case. Our results indicate that the majority of T lymphocytes are polyclonal during the chronic phase of CML and confirm previous reports based on glucose-6-phosphate dehydrogenase, cytogenetic, and bcr rearrangement analyses.","['Tsukamoto, N', 'Karasawa, M', 'Maehara, T', 'Okamoto, K', 'Sakai, H', 'Naruse, T', 'Morita, K', 'Tsuchiya, J', 'Omine, M']","['Tsukamoto N', 'Karasawa M', 'Maehara T', 'Okamoto K', 'Sakai H', 'Naruse T', 'Morita K', 'Tsuchiya J', 'Omine M']","['Third Department of Internal Medicine, Gunma University School of Medicine, Maebashi, Gunma, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Ann Hematol,Annals of hematology,9107334,"['0 (Biomarkers, Tumor)', '0 (Neoplasm Proteins)', 'EC 2.4.2.8 (Hypoxanthine Phosphoribosyltransferase)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)', 'EC 2.7.2.3 (Phosphoglycerate Kinase)']",IM,"['Adult', 'Biomarkers, Tumor/analysis/genetics', 'Clone Cells/*pathology', 'Female', 'Fusion Proteins, bcr-abl/analysis/genetics', 'Heterozygote', 'Humans', 'Hypoxanthine Phosphoribosyltransferase/analysis/genetics', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/genetics/immunology/*pathology', 'Middle Aged', 'Neoplasm Proteins/analysis/genetics', 'Phosphoglycerate Kinase/analysis/genetics', 'Polymorphism, Restriction Fragment Length', 'T-Lymphocyte Subsets/*pathology']",1996/02/01 00:00,1996/02/01 00:01,['1996/02/01 00:00'],"['1996/02/01 00:00 [pubmed]', '1996/02/01 00:01 [medline]', '1996/02/01 00:00 [entrez]']",['10.1007/BF00641309 [doi]'],ppublish,Ann Hematol. 1996 Feb;72(2):61-5. doi: 10.1007/BF00641309.,,,,,,,,,,,,,,,,,
8597607,NLM,MEDLINE,19960425,20190920,0939-5555 (Print) 0939-5555 (Linking),72,2,1996 Feb,Long-term leukemia-free survival after allogeneic marrow transplantation in patients with acute myelogenous leukemia.,53-9,"Between February 1982 and April 1995, 62 patients (37 male, 25 female) with acute myelogenous leukemia (AML) with a median age of 32 years (19-51 years) received allogeneic marrow grafts from an HLA-identical sibling (n=60) or an HLA-mismatched family member (n=2). At the time of transplant, 35 patients were in first complete remission (CR), five in second CR, eight were primary refractory, eight were in untreated relapse and six in refractory relapse. The FAB subtypes were as follows: M1 (n=17), M2 (n=13), M3 (n=6), M4 (n=19), M5 (n=6), M6 (n=1). For conditioning most patients were given total body irradiation combined with cyclophosphamide (CY, n=50) or CY and busulfan (n=9). For graft-versus-host disease prophylaxis patients received cyclosporin A (CSA) and methotrexate (MTX) (n=32), MTX alone (n=12), CSA and methylprednisone (n=5), or CSA alone (n=13). As of April 1995, probability of leukemia-free survival projected at 10 years after BMT was 60% for patients transplanted in first CR compared with 10% for patients transplanted beyond first CR. Transplant-related mortality was 11% after BMT in first CR and 39% after BMT beyond first CR. Probability of relapse projected at 10 years after BMT is 32% for patients who received transplants in first CR and 81% for patients who received transplants beyond first CR. Thus, high-dose chemo/radiotherapy followed by allogeneic marrow infusion has a high curative potential for patients with AML who receive transplants in first CR and offers the chance of long-term disease-free survival for some patients with advanced disease.","['Greinix, H T', 'Keil, F', 'Brugger, S A', 'Reiter, E', 'Linkesch, W', 'Lechner, K', 'Schneider, B', 'Dieckmann, K U', 'Fischer, G', 'Schwarzinger, I', 'Haas, O', 'Hinterberger, W', 'Mannhalter, C', 'Geissler, K', 'Hocker, P', 'Jager, U', 'Kalhs, P']","['Greinix HT', 'Keil F', 'Brugger SA', 'Reiter E', 'Linkesch W', 'Lechner K', 'Schneider B', 'Dieckmann KU', 'Fischer G', 'Schwarzinger I', 'Haas O', 'Hinterberger W', 'Mannhalter C', 'Geissler K', 'Hocker P', 'Jager U', 'Kalhs P']","['Department of Medicine I, Bone Marrow Transplantation Unit, University of Vienna, Austria.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Ann Hematol,Annals of hematology,9107334,"['83HN0GTJ6D (Cyclosporine)', '8N3DW7272P (Cyclophosphamide)', 'G1LN9045DK (Busulfan)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Acute Disease', 'Adult', '*Bone Marrow Transplantation/mortality', 'Busulfan', 'Cyclophosphamide', 'Cyclosporine/therapeutic use', 'Disease-Free Survival', 'Female', 'Graft vs Host Disease/prevention & control', 'Histocompatibility', 'Humans', 'Leukemia, Myeloid/mortality/pathology/*therapy', 'Life Tables', 'Male', 'Methotrexate/therapeutic use', 'Middle Aged', 'Neoplasm, Residual', 'Remission Induction', 'Salvage Therapy', 'Survival Rate', 'Transplantation, Homologous', 'Whole-Body Irradiation']",1996/02/01 00:00,1996/02/01 00:01,['1996/02/01 00:00'],"['1996/02/01 00:00 [pubmed]', '1996/02/01 00:01 [medline]', '1996/02/01 00:00 [entrez]']",['10.1007/BF00641308 [doi]'],ppublish,Ann Hematol. 1996 Feb;72(2):53-9. doi: 10.1007/BF00641308.,,,,,,,,,,,,,,,,,
8597371,NLM,MEDLINE,19960415,20190616,0077-8923 (Print) 0077-8923 (Linking),770,,1995 Dec 29,Bone marrow transplantation from bench to bedside.,34-41,"Marrow grafting, now more appropriately called hematopoietic stem cell grafting, has come a long way from early bench studies and desperate bedside therapeutic attempts in terminal patients. Grafting of hematopoietic stem cells is now standard therapy for selected diseases and stages of disease, and increasing application on an outpatient basis is rapidly lowering the cost of the procedure. The combined efforts of the now many clinical marrow transplant teams and the interested basic science laboratories will undoubtedly make the coming decade an exciting and productive time for science and for the well-being of patients with otherwise incurable diseases.","['Thomas, E D']",['Thomas ED'],"['Fred Hutchinson Cancer Research Center, Seattle, Washington 98104, USA.']",['eng'],"['Journal Article', 'Review']",United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,,IM,"['Animals', '*Bone Marrow Transplantation', 'Hematopoietic Stem Cell Transplantation', 'Humans', 'Leukemia/therapy']",1995/12/29 00:00,1995/12/29 00:01,['1995/12/29 00:00'],"['1995/12/29 00:00 [pubmed]', '1995/12/29 00:01 [medline]', '1995/12/29 00:00 [entrez]']",['10.1111/j.1749-6632.1995.tb31041.x [doi]'],ppublish,Ann N Y Acad Sci. 1995 Dec 29;770:34-41. doi: 10.1111/j.1749-6632.1995.tb31041.x.,,,11,,,,,,,,,,,,,,
8597366,NLM,MEDLINE,19960415,20190616,0077-8923 (Print) 0077-8923 (Linking),770,,1995 Dec 29,Stem cell transplantation in acute leukemia.,262-87,,"['Gorin, N C']",['Gorin NC'],"['Bone Marrow Transplant Unit, Hopital Saint-Antoine, Paris, France.']",['eng'],"['Comparative Study', 'Journal Article', 'Review']",United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,"['0 (Antineoplastic Agents)', '5970HH9923 (mafosfamide)', '8N3DW7272P (Cyclophosphamide)']",IM,"['Antineoplastic Agents/therapeutic use', 'Bone Marrow Purging', 'Bone Marrow Transplantation', 'Cyclophosphamide/analogs & derivatives', 'Europe', '*Hematopoietic Stem Cell Transplantation', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy/*therapy', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy/*therapy', 'Transplantation, Autologous']",1995/12/29 00:00,1995/12/29 00:01,['1995/12/29 00:00'],"['1995/12/29 00:00 [pubmed]', '1995/12/29 00:01 [medline]', '1995/12/29 00:00 [entrez]']",['10.1111/j.1749-6632.1995.tb31061.x [doi]'],ppublish,Ann N Y Acad Sci. 1995 Dec 29;770:262-87. doi: 10.1111/j.1749-6632.1995.tb31061.x.,,,80,,,,,,,,,,,,,,
8597365,NLM,MEDLINE,19960415,20190616,0077-8923 (Print) 0077-8923 (Linking),770,,1995 Dec 29,Detection of minimal residual disease in hematopoietic tissues.,242-61,,"['Sharp, J G', 'Bishop, M', 'Chan, W C', 'Greiner, T', 'Joshi, S S', 'Kessinger, A', 'Reed, E', 'Sanger, W', 'Tarantolo, S', 'Traystman, M']","['Sharp JG', 'Bishop M', 'Chan WC', 'Greiner T', 'Joshi SS', 'Kessinger A', 'Reed E', 'Sanger W', 'Tarantolo S', 'Traystman M', 'et al.']","['Department of Cell Biology, University of Nebraska Medical Center, Omaha 68198-6395, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,"['0 (DNA, Neoplasm)']",IM,"['Bone Marrow/*chemistry/pathology', 'Bone Marrow Purging', 'Breast Neoplasms/chemistry/pathology', 'DNA, Neoplasm/*analysis', 'Hematopoietic Stem Cells/*chemistry/pathology', 'Humans', 'Leukemia/genetics/pathology', 'Lymphoma/genetics/pathology', 'Neoplasm, Residual/*diagnosis', 'Polymerase Chain Reaction', '*Translocation, Genetic']",1995/12/29 00:00,1995/12/29 00:01,['1995/12/29 00:00'],"['1995/12/29 00:00 [pubmed]', '1995/12/29 00:01 [medline]', '1995/12/29 00:00 [entrez]']",['10.1111/j.1749-6632.1995.tb31060.x [doi]'],ppublish,Ann N Y Acad Sci. 1995 Dec 29;770:242-61. doi: 10.1111/j.1749-6632.1995.tb31060.x.,,,89,"['CA61453/CA/NCI NIH HHS/United States', 'P30 CA36727/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,
8597361,NLM,MEDLINE,19960415,20190616,0077-8923 (Print) 0077-8923 (Linking),770,,1995 Dec 29,Strategies to enhance the graft-versus-malignancy effect in allogeneic transplants.,203-12,,"['Barrett, J A']",['Barrett JA'],"['Bone Marrow Transplant Unit, National Heart Lung and Blood Institute, National Institutes of Health, Bethesda, Maryland 20892, USA.']",['eng'],"['Journal Article', 'Review']",United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,"['0 (Antigens, Neoplasm)']",IM,"['Antigens, Neoplasm/immunology', '*Bone Marrow Transplantation', 'Graft vs Host Disease/*immunology', 'Humans', '*Immunotherapy', 'Killer Cells, Natural/immunology', 'Leukemia/immunology/*therapy', 'T-Lymphocytes/immunology', 'Transplantation, Homologous']",1995/12/29 00:00,1995/12/29 00:01,['1995/12/29 00:00'],"['1995/12/29 00:00 [pubmed]', '1995/12/29 00:01 [medline]', '1995/12/29 00:00 [entrez]']",['10.1111/j.1749-6632.1995.tb31056.x [doi]'],ppublish,Ann N Y Acad Sci. 1995 Dec 29;770:203-12. doi: 10.1111/j.1749-6632.1995.tb31056.x.,,,45,,,,,,,,,,,,,,
