PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,FAU,AU,AD,LA,GR,PT,DEP,PL,TA,JT,JID,RN,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,CIN,EIN,RF,MID,TT,OID,OTO,OT,CON,CI,SI,CN,COIS,IR,FIR,UOF,RIN
18812428,NLM,MEDLINE,20081216,20131121,1462-0332 (Electronic) 1462-0324 (Linking),47,11,2008 Nov,Paraneoplastic scleroderma secondary to hairy cell leukaemia successfully treated with cladribine.,1734-5,10.1093/rheumatology/ken367 [doi],,"['Juarez, M', 'Marshall, R', 'Denton, C', 'Evely, R']","['Juarez M', 'Marshall R', 'Denton C', 'Evely R']",,['eng'],,"['Case Reports', 'Comment', 'Letter']",20080923,England,Rheumatology (Oxford),"Rheumatology (Oxford, England)",100883501,"['0 (Immunosuppressive Agents)', '47M74X9YT5 (Cladribine)']",IM,"['Cladribine/*therapeutic use', 'Humans', 'Immunosuppressive Agents/*therapeutic use', 'Leukemia, Hairy Cell/complications/*drug therapy', 'Male', 'Middle Aged', 'Paraneoplastic Syndromes/*drug therapy', 'Scleroderma, Localized/complications/*drug therapy']",,2008/09/25 09:00,2008/12/17 09:00,['2008/09/25 09:00'],"['2008/09/25 09:00 [pubmed]', '2008/12/17 09:00 [medline]', '2008/09/25 09:00 [entrez]']","['ken367 [pii]', '10.1093/rheumatology/ken367 [doi]']",ppublish,Rheumatology (Oxford). 2008 Nov;47(11):1734-5. doi: 10.1093/rheumatology/ken367. Epub 2008 Sep 23.,,,,,,,,,['Rheumatology (Oxford). 2008 May;47(5):735-7. PMID: 18326532'],,,,,,,,
18812178,NLM,MEDLINE,20081209,20131121,0024-3205 (Print) 0024-3205 (Linking),83,17-18,2008 Oct 24,"Exploitation of the derivatives of Dictyostelium differentiation-inducing factor-1, which promote glucose consumption in mammalian cells.",608-12,10.1016/j.lfs.2008.08.012 [doi],"AIMS: The differentiation-inducing factor-1 (DIF-1) is a signal molecule that induces stalk cell formation in the cellular slime mold Dictyostelium discoideum. DIF-1 has also been shown to possess pharmacological activities, such as the suppression of tumor cell growth and the promotion of glucose uptake in non-transformed mammalian cells. In this study, we tried to develop compounds that possess weaker anti-tumor activity and stronger glucose uptake-promoting activity than DIF-1. MAIN METHODS: We investigated the in vitro effects of 12 derivatives of DIF-1 on glucose consumption in mouse 3T3-L1 cells and on cell growth in K562 human leukemia cells. We also examined the effect of a good compound on the blood glucose concentration in KK-Ay diabetic mice. KEY FINDINGS: We found that some derivatives at 20 microM promoted glucose consumption more than twice as fast as the control. Of the derivatives, a compound named DIF-1(3M), which has a weaker anti-leukemic effect than DIF-1, promoted glucose consumption as strongly as DIF-1 in confluent 3T3-L1 cells. While DIF-1 at 20 microM was inhibitory to the cell growth of 3T3-L1, DIF-1(3M) at 20 microM exhibited no inhibitory effect on the growing cells. We also found that DIF-1(3M) injected (10-12.5 mg/kg body weight) intraperitoneally in mice tended to lower the blood glucose concentration. SIGNIFICANCE: The present results open the possibility for the development of new agents that possess strong glucose-uptake-promoting activity but little anti-tumor activity and may have therapeutic potential for the treatment of diabetes and/or obesity.","['Kubohara, Yuzuru', 'Kikuchi, Haruhisa', 'Oshima, Yoshiteru']","['Kubohara Y', 'Kikuchi H', 'Oshima Y']","['Department of Molecular and Cellular Biology, Institute for Molecular and Cellular Regulation (IMCR), Gunma University, Maebashi 371-8512, Japan. kubohara@showa.gunma-u.ac.jp']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20080909,Netherlands,Life Sci,Life sciences,0375521,"['0 (Blood Glucose)', '0 (Differentiation-inducing factor-1, Dictyostelium)', '0 (Hexanones)', '0 (Hydrocarbons, Chlorinated)', 'IY9XDZ35W2 (Glucose)', 'SY7Q814VUP (Calcium)']",IM,"['3T3-L1 Cells', 'Animals', 'Blood Glucose/analysis', 'Calcium/metabolism', 'Cell Proliferation/drug effects', 'Diabetes Mellitus, Type 2/drug therapy', 'Glucose/*metabolism', 'Hexanones/*pharmacology', 'Humans', 'Hydrocarbons, Chlorinated/*pharmacology', 'K562 Cells', 'Male', 'Mice']",,2008/09/25 09:00,2008/12/17 09:00,['2008/09/25 09:00'],"['2008/07/15 00:00 [received]', '2008/08/11 00:00 [revised]', '2008/08/19 00:00 [accepted]', '2008/09/25 09:00 [pubmed]', '2008/12/17 09:00 [medline]', '2008/09/25 09:00 [entrez]']","['S0024-3205(08)00346-9 [pii]', '10.1016/j.lfs.2008.08.012 [doi]']",ppublish,Life Sci. 2008 Oct 24;83(17-18):608-12. doi: 10.1016/j.lfs.2008.08.012. Epub 2008 Sep 9.,,,,,,,,,,,,,,,,,
18812174,NLM,MEDLINE,20081210,20170922,0014-5793 (Print) 0014-5793 (Linking),582,25-26,2008 Oct 29,Completing the family portrait of the anti-apoptotic Bcl-2 proteins: crystal structure of human Bfl-1 in complex with Bim.,3590-4,10.1016/j.febslet.2008.09.028 [doi],"Evasion of apoptosis is recognized as a characteristic of malignant growth. Anti-apoptotic B-cell lymphoma-2 (Bcl-2) family members have therefore emerged as potential therapeutic targets due to their critical role in proliferating cancer cells. Here, we present the crystal structure of Bfl-1, the last anti-apoptotic Bcl-2 family member to be structurally characterized, in complex with a peptide corresponding to the BH3 region of the pro-apoptotic protein Bim. The structure reveals distinct features at the peptide-binding site, likely to define the binding specificity for pro-apoptotic proteins. Superposition of the Bfl-1:Bim complex with that of Mcl-1:Bim reveals a significant local plasticity of hydrophobic interactions contributed by the Bim peptide, likely to be the basis for the multi specificity of Bim for anti-apoptotic proteins.","['Herman, Maria Dolores', 'Nyman, Tomas', 'Welin, Martin', 'Lehtio, Lari', 'Flodin, Susanne', 'Tresaugues, Lionel', 'Kotenyova, Tetyana', 'Flores, Alex', 'Nordlund, Par']","['Herman MD', 'Nyman T', 'Welin M', 'Lehtio L', 'Flodin S', 'Tresaugues L', 'Kotenyova T', 'Flores A', 'Nordlund P']","['Department of Medical Biochemistry and Biophysics, Karolinska Institute, Par Nordlund, 17177 Stockholm, Sweden.']",['eng'],['G0500367/Medical Research Council/United Kingdom'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20080921,England,FEBS Lett,FEBS letters,0155157,"['0 (Apoptosis Regulatory Proteins)', '0 (BCL2-related protein A1)', '0 (BCL2L11 protein, human)', '0 (Bcl-2-Like Protein 11)', '0 (Membrane Proteins)', '0 (Minor Histocompatibility Antigens)', '0 (Myeloid Cell Leukemia Sequence 1 Protein)', '0 (Proto-Oncogene Proteins)', '0 (Proto-Oncogene Proteins c-bcl-2)']",IM,"['Amino Acid Sequence', 'Apoptosis', 'Apoptosis Regulatory Proteins/*chemistry', 'Bcl-2-Like Protein 11', 'Crystallography, X-Ray', 'Humans', 'Membrane Proteins/*chemistry', 'Minor Histocompatibility Antigens', 'Molecular Sequence Data', 'Myeloid Cell Leukemia Sequence 1 Protein', 'Protein Structure, Secondary', 'Proto-Oncogene Proteins/*chemistry', 'Proto-Oncogene Proteins c-bcl-2/*chemistry']",,2008/09/25 09:00,2008/12/17 09:00,['2008/09/25 09:00'],"['2008/05/21 00:00 [received]', '2008/08/20 00:00 [revised]', '2008/09/02 00:00 [accepted]', '2008/09/25 09:00 [pubmed]', '2008/12/17 09:00 [medline]', '2008/09/25 09:00 [entrez]']","['S0014-5793(08)00763-1 [pii]', '10.1016/j.febslet.2008.09.028 [doi]']",ppublish,FEBS Lett. 2008 Oct 29;582(25-26):3590-4. doi: 10.1016/j.febslet.2008.09.028. Epub 2008 Sep 21.,,,,,,,,,,,,,,,,,
18811232,NLM,MEDLINE,20081106,20181201,1746-0921 (Electronic) 1746-0913 (Linking),3,5,2008 Oct,"Recent progress in the management of invasive fungal infections in hematopoietic stem cell transplant recipients. 34th Annual Meeting of the European Group for Blood and Marrow Transplantation (EBMT), March 30-April 2, 2008, Florence, Italy.",493-6,10.2217/17460913.3.5.493 [doi],,"['Maertens, Johan', 'Bryan, Jenny']","['Maertens J', 'Bryan J']","['Department of Haematology, Acute Leukaemia & Stem Cell Transplantation Unit, Universitaire Ziekenhuizen Leuven, Campus Gasthuisberg, Herestraat 49, Leuven, Belgium. johan.maertens@uz.kuleuven.ac.be']",['eng'],,['Congress'],,England,Future Microbiol,Future microbiology,101278120,,IM,"['*Hematopoietic Stem Cell Transplantation', 'Humans', '*Immunocompromised Host', 'Italy', 'Mycoses/*diagnosis/mortality/prevention & control/*therapy']",,2008/09/25 09:00,2008/11/07 09:00,['2008/09/25 09:00'],"['2008/09/25 09:00 [pubmed]', '2008/11/07 09:00 [medline]', '2008/09/25 09:00 [entrez]']",['10.2217/17460913.3.5.493 [doi]'],ppublish,Future Microbiol. 2008 Oct;3(5):493-6. doi: 10.2217/17460913.3.5.493.,,,,,,,,,,,,,,,,,
18811200,NLM,MEDLINE,20090123,20121115,1520-6904 (Electronic) 0022-3263 (Linking),73,20,2008 Oct 17,"Koshikamide B, a cytotoxic peptide lactone from a marine sponge Theonella sp.",7889-94,10.1021/jo801032n [doi],"Koshikamide B (1) has been isolated from two separate collections of the marine sponge Theonella sp. as the major cytotoxic constituent. Koshikamide B is a 17-residue peptide lactone composed of six proteinogenic amino acids, two D-isomers of proteinogenic amino acids, seven N-methylated amino acids, and two unusual amino acid residues. The unusual amino acids are N(delta)-carbamoylasparagine and 2-(3-amino-2-hydroxy-5-oxopyrrolidin-2-yl)propionic acid (AHPP); the former is first found as the constituent of peptides, whereas the latter is a new amino acid residue. The N-terminus of koshikamide B is blocked by a methoxyacetyl group. The structure of koshikamide B (1) has been determined by interpretation of spectral data and analysis of chemical degradation products. Koshikamide B (1) exhibits cytotoxicity against P388 murine leukemia cells and the human colon tumor (HCT-116) cell line with an IC50 value of 0.45 and 7.5 microg/mL, respectively.","['Araki, Takahiro', 'Matsunaga, Shigeki', 'Nakao, Yoichi', 'Furihata, Kazuo', 'West, Lyndon', 'Faulkner, D John', 'Fusetani, Nobuhiro']","['Araki T', 'Matsunaga S', 'Nakao Y', 'Furihata K', 'West L', 'Faulkner DJ', 'Fusetani N']","['Laboratory of Aquatic Natural Products Chemistry, Graduate School of Agricultural and Life Sciences, The University of Tokyo, Bunkyo-ku, Tokyo 113-8657, Japan.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20080924,United States,J Org Chem,The Journal of organic chemistry,2985193R,"['0 (2-(3-amino-2-hydroxy-5-oxopyrrolidin-2-yl)propionic acid)', '0 (Lactones)', '0 (N(delta)-carbamoylasparagine)', '0 (Oligopeptides)', '0 (Propionates)', '0 (Pyrrolidines)', '0 (koshikamide B)', '7006-34-0 (Asparagine)']",IM,"['Animals', 'Asparagine/analogs & derivatives/chemistry', 'Drug Screening Assays, Antitumor', 'Humans', 'Inhibitory Concentration 50', 'Lactones/chemistry', 'Mice', 'Oligopeptides/*chemistry/*toxicity', 'Propionates/chemistry', 'Pyrrolidines/chemistry', 'Theonella/*chemistry/metabolism', 'Tumor Cells, Cultured']",,2008/09/25 09:00,2009/01/24 09:00,['2008/09/25 09:00'],"['2008/09/25 09:00 [pubmed]', '2009/01/24 09:00 [medline]', '2008/09/25 09:00 [entrez]']",['10.1021/jo801032n [doi]'],ppublish,J Org Chem. 2008 Oct 17;73(20):7889-94. doi: 10.1021/jo801032n. Epub 2008 Sep 24.,,,,,,,,,,,,,,,,,
18810431,NLM,MEDLINE,20090116,20121115,1432-0614 (Electronic) 0175-7598 (Linking),81,5,2009 Jan,A new strain of Streptomyces avermitilis produces high yield of oligomycin A with potent anti-tumor activity on human cancer cell lines in vitro.,839-45,10.1007/s00253-008-1684-y [doi],"A new actinomycete strain, isolated from soil in China, strongly inhibited in vitro proliferation of human hepatoma, chronic myelogenous leukemia, and colonic carcinoma cell lines. The strain, designated L033, was identified as a strain of Streptomyces avermitilis based on cultural property, morphology, carbon source utilization, 16s rRNA gene analysis, and DNA-DNA relatedness studies. The anticancer component from L033 was purified to homogeneity by preparative positive-phase high-performance liquid chromatography and crystallization. Nuclear magnetic resonance and mass spectrometric analysis showed that this compound had the same structure as oligomycin A. Different with other reported naturally occurring strains of S. avermitilis, L033 produced high quantity of oligomycin A (maximal 1,461 microg/ml). Therefore, L033 was considered of great potential as an industrial oligomycin-A-producing strain.","['Lin, Xiuping', 'Wen, Ying', 'Li, Meng', 'Chen, Zhi', 'Guo, Jia', 'Song, Yuan', 'Li, Jilun']","['Lin X', 'Wen Y', 'Li M', 'Chen Z', 'Guo J', 'Song Y', 'Li J']","[""State Key Laboratories for Agro-biotechnology and College of Biological Sciences, China Agricultural University, Beijing, People's Republic of China.""]",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20080920,Germany,Appl Microbiol Biotechnol,Applied microbiology and biotechnology,8406612,"['0 (Antineoplastic Agents)', '0 (DNA, Bacterial)', '0 (DNA, Ribosomal)', '0 (Oligomycins)', '0 (RNA, Bacterial)', '0 (RNA, Ribosomal, 16S)', '05HQS4AI99 (oligomycin A)']",IM,"['Antineoplastic Agents/isolation & purification/*metabolism/*pharmacology', 'Carbohydrate Metabolism', 'Cell Line, Tumor', 'DNA, Bacterial/chemistry/genetics', 'DNA, Ribosomal/chemistry/genetics', 'Genes, rRNA', 'Humans', 'Magnetic Resonance Spectroscopy', 'Mass Spectrometry', 'Molecular Sequence Data', 'Nucleic Acid Hybridization', 'Oligomycins/*biosynthesis/isolation & purification/*pharmacology', 'Phylogeny', 'RNA, Bacterial/genetics', 'RNA, Ribosomal, 16S/genetics', 'Sequence Analysis, DNA', 'Sequence Homology, Nucleic Acid', 'Soil Microbiology', 'Streptomyces/*classification/genetics/isolation & purification/*metabolism']",,2008/09/24 09:00,2009/01/17 09:00,['2008/09/24 09:00'],"['2008/05/11 00:00 [received]', '2008/08/21 00:00 [accepted]', '2008/08/15 00:00 [revised]', '2008/09/24 09:00 [pubmed]', '2009/01/17 09:00 [medline]', '2008/09/24 09:00 [entrez]']",['10.1007/s00253-008-1684-y [doi]'],ppublish,Appl Microbiol Biotechnol. 2009 Jan;81(5):839-45. doi: 10.1007/s00253-008-1684-y. Epub 2008 Sep 20.,,,,,,,,,,,['GENBANK/EU621830'],,,,,,
18810317,NLM,MEDLINE,20090227,20090202,1420-9071 (Electronic) 1420-682X (Linking),66,2,2009 Jan,Roles of the major apoptotic nuclease-DNA fragmentation factor-in biology and disease.,263-74,10.1007/s00018-008-8472-9 [doi],"It has now been more than ten years since the discovery of the major apoptotic nuclease, DNA fragmentation factor (DFF), also known as caspase-activated DNase (CAD). Here we review the recent literature that has uncovered new insight into DFF's regulation, and both its positive and negative roles in human disease. Cells from mice deficient in DFF still undergo apoptotic death without significant cell-autonomous DNA degradation. Their corpses' genomes are subsequently degraded by lysosomal DNase II after phagocytosis. However,DFF-deficient mice are more susceptible to cancer. Indeed, several different cancers in humans are associated with defects in DFF expression and it has been proposed that DFF is a p53-independent tumor suppressor. Negative aspects of DFF expression include contributing to susceptibility to acquire systemic lupus erythematosus, to chromosomal translocations that result in mixed lineage leukemias, and in the possible spreading of oncogenes and HIV due to horizontal gene transfer.","['Widlak, P', 'Garrard, W T']","['Widlak P', 'Garrard WT']","['Maria Sklodowska-Curie Memorial Cancer Center and Institute of Oncology, 44-100, Gliwice, Poland.']",['eng'],,"['Journal Article', 'Review']",,Switzerland,Cell Mol Life Sci,Cellular and molecular life sciences : CMLS,9705402,"['0 (Protein Subunits)', 'EC 3.1.- (Deoxyribonucleases)', 'EC 3.1.- (caspase-activated deoxyribonuclease)']",IM,"['Animals', 'Apoptosis/*physiology', '*DNA Fragmentation', 'Deoxyribonucleases/chemistry/genetics/*metabolism', 'Enzyme Activation', 'Gene Transfer, Horizontal', 'Genetic Predisposition to Disease', 'Humans', 'Leukemia, Myeloid, Acute/chemically induced/genetics/metabolism', 'Lupus Erythematosus, Systemic/genetics', 'Mutation', 'Neoplasms/genetics/metabolism', 'Protein Subunits/chemistry/genetics/metabolism']",,2008/09/24 09:00,2009/02/28 09:00,['2008/09/24 09:00'],"['2008/09/24 09:00 [pubmed]', '2009/02/28 09:00 [medline]', '2008/09/24 09:00 [entrez]']",['10.1007/s00018-008-8472-9 [doi]'],ppublish,Cell Mol Life Sci. 2009 Jan;66(2):263-74. doi: 10.1007/s00018-008-8472-9.,,,118,,,,,,,,,,,,,,
18810221,NLM,MEDLINE,20090113,20190710,0079-6492 (Print) 0079-6492 (Linking),21,,2008,Radiosurgery and carcinogenesis risk.,207-213,10.1159/000157166 [doi],"The definition of radiation-induced tumors is based on indirect criteria. They were defined initially by Cahan: the tumors must occur at the irradiated site after a time of latency longer than 5 years and be of a different pathological type from the initially irradiated tumor. The central nervous system belongs to sensitive tissue and it seems that a threshold dose does not exist. Thus, the relative risk varies from 1.57 to 8.75 for a dose of 1 Gy. It increases with the time of observation with a maximum of 18.4 between 20 and 25 years. Thus the cerebral radiation-induced tumors would be dependent on low dose for large volumes of healthy cerebral tissue (tineas, acute leukemia), and high dose for small volumes as irradiated benign lesions (pituitary tumors, meningiomas). Several factors influence the incidence of these radiation-induced tumors, of which the age at exposure and individual susceptibility are related to heredity. To date, 3 cases of radio-associated glioblastoma and 5 cases of transformed vestibular schwannoma related to radiosurgery were reported in the literature. They do not present all the traditional criteria. Thus, we reported through our experience 2 cases illustrating these problems to confront them with the published data. The long-term risk of radiation-induced tumor requires a time of observation between 5 and 30 years. This risk is estimated at less than 1 per 1,000. It must be communicated to each patient and counterbalanced with the operational risk of a benign tumor (1 per 100 of perioperative mortality) or the hemorrhagic risk of an untreated arteriovenous malformation (1 per 100 per year).","['Muracciole, Xavier', 'Regis, Jean']","['Muracciole X', 'Regis J']","[""Service de Neurochirurgie Fonctionnelle et Stereotaxique, Hopital d'Adulte de la Timone, Marseille, France.""]",['eng'],,"['Case Reports', 'Journal Article', 'Review']",,Switzerland,Prog Neurol Surg,Progress in neurological surgery,0076033,,IM,"['Central Nervous System/radiation effects', 'Female', 'Humans', 'Incidence', 'Middle Aged', 'Neoplasms, Radiation-Induced/*epidemiology', 'Neoplasms, Second Primary/*epidemiology', 'Radiosurgery/*adverse effects', 'Radiotherapy Dosage', 'Risk Factors']",,2008/09/24 09:00,2009/01/14 09:00,['2008/09/24 09:00'],"['2008/09/24 09:00 [pubmed]', '2009/01/14 09:00 [medline]', '2008/09/24 09:00 [entrez]']","['000157166 [pii]', '10.1159/000157166 [doi]']",ppublish,Prog Neurol Surg. 2008;21:207-213. doi: 10.1159/000157166.,,,32,,,,,,,,,,,,,,
18809981,NLM,MEDLINE,20081118,20081121,0300-2977 (Print) 0300-2977 (Linking),66,8,2008 Sep,Defective interferon-gamma production in patients with hairy cell leukaemia.,340-34,,"BACKGROUND: Patients with hairy cell leukaemia (HCL) have an increased susceptibility to intracellular pathogens, such as mycobacteria and Listeria. Although several abnormalities of T-cell populations have been described in HCL, the effector mechanism responsible for the increased susceptibility to infections is not known. METHODS: Blood was collected from 11 patients with HCL and 22 age- and gender-matched volunteers. Proinflammatory cytokine production by freshly isolated mononuclear cells was stimulated with either lipopolysaccharide or various heat-killed microorganisms. Cytokine concentrations were assessed by specific ELISAs. RESULTS: We demonstrate that mononuclear cells harvested from HCL patients have a specific defect of IFNgamma production when stimulated with a broad panel of bacterial stimuli. In contrast, the production of other proinflammatory cytokines, such as TNF, IL-1beta and IL-6, did not differ between HCL patients and controls. CONCLUSION: The specific defect in IFNgamma production may play a role in the susceptibility of patients with hairy cell leukaemia towards intracellular pathogens.","['Netea, M G', 'Hoitink, O', 'Kullberg, B J', 'van der Meer, J W M', 'Raymakers, R']","['Netea MG', 'Hoitink O', 'Kullberg BJ', 'van der Meer JW', 'Raymakers R']","['Division of General Internal Medicine, Radboud University Nijmegen Medical Center, Nijmegen, the Netherlands.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Netherlands,Neth J Med,The Netherlands journal of medicine,0356133,"['0 (Cytokines)', '82115-62-6 (Interferon-gamma)']",IM,"['Adult', 'Cytokines', 'Female', 'Humans', 'Interferon-gamma/*biosynthesis', 'Leukemia, Hairy Cell/diagnosis/*physiopathology', 'Male', 'Mycobacterium', 'Pilot Projects']",,2008/09/24 09:00,2008/11/19 09:00,['2008/09/24 09:00'],"['2008/09/24 09:00 [pubmed]', '2008/11/19 09:00 [medline]', '2008/09/24 09:00 [entrez]']",,ppublish,Neth J Med. 2008 Sep;66(8):340-34.,,,,,,,,,,,,,,,,,
18809905,NLM,MEDLINE,20081015,20080923,1488-2329 (Electronic) 0820-3946 (Linking),179,7,2008 Sep 23,Granulocytic sarcoma of the skin.,727,10.1503/cmaj.080674 [doi],,"['Pirisi, Mario', 'Krengli, Marco', 'Valente, Guido']","['Pirisi M', 'Krengli M', 'Valente G']","['Department of Clinical and Experimental Medicine, University of Eastern Piedmont Amedeo Avogadro, Novara, Italy.']",['eng'],,"['Case Reports', 'Journal Article']",,Canada,CMAJ,CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne,9711805,,IM,"['Aged, 80 and over', 'Female', 'Head and Neck Neoplasms/*diagnosis/pathology/therapy', 'Humans', 'Sarcoma, Myeloid/*diagnosis/pathology/therapy', 'Subcutaneous Tissue/pathology']",PMC2535742,2008/09/24 09:00,2008/10/16 09:00,['2008/09/24 09:00'],"['2008/09/24 09:00 [pubmed]', '2008/10/16 09:00 [medline]', '2008/09/24 09:00 [entrez]']","['179/7/727 [pii]', '10.1503/cmaj.080674 [doi]']",ppublish,CMAJ. 2008 Sep 23;179(7):727. doi: 10.1503/cmaj.080674.,,,,,,,,,,,,,,,,,
18809771,NLM,PubMed-not-MEDLINE,20081009,20210208,1528-0020 (Electronic) 0006-4971 (Linking),112,7,2008 Oct 1,Expectation for DNA leukemia vaccines.,2602,10.1182/blood-2008-06-163105 [doi],,"['Sugiyama, Haruo']",['Sugiyama H'],['Osaka University Graduate School of Medicine.'],['eng'],,"['Comment', 'Journal Article']",,United States,Blood,Blood,7603509,,,,,2008/09/24 09:00,2008/09/24 09:01,['2008/09/24 09:00'],"['2008/09/24 09:00 [pubmed]', '2008/09/24 09:01 [medline]', '2008/09/24 09:00 [entrez]']","['S0006-4971(20)59779-6 [pii]', '10.1182/blood-2008-06-163105 [doi]']",ppublish,Blood. 2008 Oct 1;112(7):2602. doi: 10.1182/blood-2008-06-163105.,,,,,,,,,['Blood. 2008 Oct 1;112(7):2956-64. PMID: 18502835'],,,,,,,,
18809762,NLM,MEDLINE,20090112,20210206,1528-0020 (Electronic) 0006-4971 (Linking),112,13,2008 Dec 15,BCR-ABL fusion transcript types and levels and their interaction with secondary genetic changes in determining the phenotype of Philadelphia chromosome-positive leukemias.,5190-2,10.1182/blood-2008-04-148791 [doi],"It remains unresolved how different BCR-ABL transcripts differentially drive lymphoid and myeloid proliferation in Philadelphia chromosome-positive (Ph(+)) leukemias. We compared BCR-ABL transcript type and level with kinase domain (KD) mutation status, genotype, and phenotype in 1855 Ph(+) leukemias. Compared with e1a2/p190 BCR-ABL cases, de novo e13-e14a2/p210 Ph(+) lymphoid leukemia more frequently showed CML-type background, had higher blast-normalized BCR-ABL transcript levels, and more frequent persistent BCR-ABL transcript in the absence of detectable lymphoblasts. Secondary lymphoid blast transformation of CML was exclusively due to e13/e14a2/p210 BCR-ABL but was associated, at a much higher level than p210 myeloid transformation, with acquisition of new KD mutations and/or Ph genomic amplification. In contrast, myeloid blast transformation was more frequently accompanied by new acquisition of acute myeloid leukemia-type chromosomal aberrations, particularly involving the EVI1 and RUNX1 loci. Therefore, higher kinase activity by mutation, transcriptional up-regulation or gene amplification appears required for lymphoid transformation by p210 BCR-ABL.","['Jones, Dan', 'Luthra, Rajyalakshmi', 'Cortes, Jorge', 'Thomas, Deborah', ""O'Brien, Susan"", 'Bueso-Ramos, Carlos', 'Hai, Seema', 'Ravandi, Farhad', 'de Lima, Marcos', 'Kantarjian, Hagop', 'Jorgensen, Jeffrey L']","['Jones D', 'Luthra R', 'Cortes J', 'Thomas D', ""O'Brien S"", 'Bueso-Ramos C', 'Hai S', 'Ravandi F', 'de Lima M', 'Kantarjian H', 'Jorgensen JL']","['Departments of Hematopathology, University of Texas M. D. Anderson Cancer Center, Houston, USA.']",['eng'],"['P30 CA016672/CA/NCI NIH HHS/United States', 'P50 CA100632/CA/NCI NIH HHS/United States']","['Journal Article', 'Research Support, N.I.H., Extramural']",20080922,United States,Blood,Blood,7603509,"['0 (Core Binding Factor Alpha 2 Subunit)', '0 (DNA-Binding Proteins)', '0 (MDS1 and EVI1 Complex Locus Protein)', '0 (MECOM protein, human)', '0 (RNA, Messenger)', '0 (RNA, Neoplasm)', '0 (RUNX1 protein, human)', '0 (Transcription Factors)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Cell Transformation, Neoplastic', 'Chromosome Aberrations', 'Core Binding Factor Alpha 2 Subunit/genetics', 'DNA-Binding Proteins/genetics', 'Fusion Proteins, bcr-abl/*genetics', 'Gene Amplification', 'Genotype', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive', 'MDS1 and EVI1 Complex Locus Protein', 'Mutation', 'Phenotype', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma', 'Proto-Oncogenes/genetics', 'RNA, Messenger/analysis', 'RNA, Neoplasm/*analysis', 'Transcription Factors/genetics']",PMC2597614,2008/09/24 09:00,2009/01/13 09:00,['2008/09/24 09:00'],"['2008/09/24 09:00 [pubmed]', '2009/01/13 09:00 [medline]', '2008/09/24 09:00 [entrez]']","['S0006-4971(20)51760-6 [pii]', '10.1182/blood-2008-04-148791 [doi]']",ppublish,Blood. 2008 Dec 15;112(13):5190-2. doi: 10.1182/blood-2008-04-148791. Epub 2008 Sep 22.,,,,,,,,,,,,,,,,,
