PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,GR,SI,TT,PMC,CIN,EIN,OID,LID
3216520,NLM,MEDLINE,19890302,20071115,0485-1439 (Print) 0485-1439 (Linking),29,9,1988 Sep,[Syndrome of inappropriate secretion of antidiuretic hormone in the central nervous system involvement of adult T-cell leukemia].,1482-7,,"['Kawasaki, C', 'Hayashi, S', 'Shibuya, T', 'Otsuka, T', 'Nagafuchi, S', 'Ishibashi, H', 'Harada, M', 'Niho, Y']","['Kawasaki C', 'Hayashi S', 'Shibuya T', 'Otsuka T', 'Nagafuchi S', 'Ishibashi H', 'Harada M', 'Niho Y']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Aged', 'Brain Neoplasms/*complications', 'Humans', 'Inappropriate ADH Syndrome/*etiology', 'Leukemia-Lymphoma, Adult T-Cell/*complications', 'Male']",,1988/09/01 00:00,1988/09/01 00:01,['1988/09/01 00:00'],"['1988/09/01 00:00 [pubmed]', '1988/09/01 00:01 [medline]', '1988/09/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1988 Sep;29(9):1482-7.,,,,,,,,,
3216519,NLM,MEDLINE,19890302,20071115,0485-1439 (Print) 0485-1439 (Linking),29,9,1988 Sep,[Successful treatment of an adult T-cell leukemia with alpha-interferon].,1476-81,,"['Fujimoto, T', 'Imamura, N', 'Saito, O', 'Fujimura, K', 'Okada, K', 'Kuramoto, A']","['Fujimoto T', 'Imamura N', 'Saito O', 'Fujimura K', 'Okada K', 'Kuramoto A']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Female', 'Humans', 'Interferon Type I/*therapeutic use', 'Leukemia-Lymphoma, Adult T-Cell/*therapy', 'Middle Aged']",,1988/09/01 00:00,1988/09/01 00:01,['1988/09/01 00:00'],"['1988/09/01 00:00 [pubmed]', '1988/09/01 00:01 [medline]', '1988/09/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1988 Sep;29(9):1476-81.,['0 (Interferon Type I)'],,,,,,,,
3216518,NLM,MEDLINE,19890302,20071115,0485-1439 (Print) 0485-1439 (Linking),29,9,1988 Sep,[Adult T-cell leukemia with giant cell transformation of leukemic cells in ascites].,1465-70,,"['Sakuma, T', 'Satoh, T', 'Satodate, R', 'Katoh, C', 'Madarame, T', 'Iwai, K']","['Sakuma T', 'Satoh T', 'Satodate R', 'Katoh C', 'Madarame T', 'Iwai K']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Ascites/*pathology', 'Blast Crisis/*pathology', 'Cell Nucleus/ultrastructure', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/*pathology', 'Male', 'Middle Aged']",,1988/09/01 00:00,1988/09/01 00:01,['1988/09/01 00:00'],"['1988/09/01 00:00 [pubmed]', '1988/09/01 00:01 [medline]', '1988/09/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1988 Sep;29(9):1465-70.,,,,,,,,,
3216516,NLM,MEDLINE,19890302,20151119,0485-1439 (Print) 0485-1439 (Linking),29,9,1988 Sep,[L-asparaginase therapy against hybrid leukemia: a case report].,1442-6,,"['Mitani, K', 'Kobayashi, Y', 'Kawamura, Y', 'Usuki, K', 'Yuo, A', 'Ishikawa, F', 'Kitamura, T', 'Ozawa, K', 'Kitamura, K', 'Urabe, A']","['Mitani K', 'Kobayashi Y', 'Kawamura Y', 'Usuki K', 'Yuo A', 'Ishikawa F', 'Kitamura T', 'Ozawa K', 'Kitamura K', 'Urabe A', 'et al.']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Asparaginase/*administration & dosage', 'Doxorubicin/administration & dosage', 'Humans', 'Leukemia, Myeloid/*drug therapy/pathology', 'Male', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/pathology', 'Prednisolone/administration & dosage', 'Vincristine/administration & dosage']",,1988/09/01 00:00,1988/09/01 00:01,['1988/09/01 00:00'],"['1988/09/01 00:00 [pubmed]', '1988/09/01 00:01 [medline]', '1988/09/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1988 Sep;29(9):1442-6.,"['5J49Q6B70F (Vincristine)', '80168379AG (Doxorubicin)', '9PHQ9Y1OLM (Prednisolone)', 'EC 3.5.1.1 (Asparaginase)']",,,,,,,,
3216513,NLM,MEDLINE,19890302,20071115,0485-1439 (Print) 0485-1439 (Linking),29,9,1988 Sep,[Acute lymphoblastic leukemia discovered with cardiac tamponade].,1413-6,,"['Imai, S', 'Yamamoto, H', 'Simamoto, Y', 'Endo, N']","['Imai S', 'Yamamoto H', 'Simamoto Y', 'Endo N']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Cardiac Tamponade/*etiology', 'Child', 'Heart Neoplasms/complications/pathology', 'Humans', 'Male', 'Neoplasm Invasiveness', 'Pericardial Effusion/complications/pathology', 'Pericardium/pathology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications/pathology']",,1988/09/01 00:00,1988/09/01 00:01,['1988/09/01 00:00'],"['1988/09/01 00:00 [pubmed]', '1988/09/01 00:01 [medline]', '1988/09/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1988 Sep;29(9):1413-6.,,,,,,,,,
3216511,NLM,MEDLINE,19890302,20091119,0485-1439 (Print) 0485-1439 (Linking),29,9,1988 Sep,"[Cytogenetic studies on acute myelomonocytic and monocytic leukemias (M4, M5)].",1399-407,,"['Nakamura, H', 'Sadamori, N', 'Sasagawa, I', 'Itoyama, T', 'Sato, T', 'Yao, E', 'Kuriyama, K', 'Ichimaru, M', 'Moriuchi, Y', 'Jubashi, T']","['Nakamura H', 'Sadamori N', 'Sasagawa I', 'Itoyama T', 'Sato T', 'Yao E', 'Kuriyama K', 'Ichimaru M', 'Moriuchi Y', 'Jubashi T', 'et al.']",,['jpn'],"['English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Adolescent', 'Adult', 'Aged', 'Chromosome Banding', 'Chromosome Inversion', 'Chromosomes, Human, Pair 11', 'Chromosomes, Human, Pair 16', 'Female', 'Humans', 'Leukemia, Monocytic, Acute/*genetics/pathology', 'Leukemia, Myeloid, Acute/*genetics/pathology', 'Male', 'Middle Aged', 'Translocation, Genetic']",,1988/09/01 00:00,1988/09/01 00:01,['1988/09/01 00:00'],"['1988/09/01 00:00 [pubmed]', '1988/09/01 00:01 [medline]', '1988/09/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1988 Sep;29(9):1399-407.,,,,,,,,,
3216510,NLM,MEDLINE,19890302,20151119,0485-1439 (Print) 0485-1439 (Linking),29,9,1988 Sep,"[""A-Triple-V"" treatment of relapsed or refractory acute leukemia].",1394-8,,"['Makino, S', 'Araki, Y', 'Tamura, K', 'Seita, M']","['Makino S', 'Araki Y', 'Tamura K', 'Seita M']",,['jpn'],"['English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Acute Disease', 'Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Cytarabine/administration & dosage', 'Drug Evaluation', 'Etoposide/administration & dosage', 'Female', 'Humans', 'Leukemia/*drug therapy', 'Male', 'Middle Aged', 'Pilot Projects', 'Remission Induction', 'Vinblastine/administration & dosage', 'Vincristine/administration & dosage']",,1988/09/01 00:00,1988/09/01 00:01,['1988/09/01 00:00'],"['1988/09/01 00:00 [pubmed]', '1988/09/01 00:01 [medline]', '1988/09/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1988 Sep;29(9):1394-8.,"['04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '5V9KLZ54CY (Vinblastine)', '6PLQ3CP4P3 (Etoposide)', 'A-TRIPLE-V protocol']",,,,,,,,
3216508,NLM,MEDLINE,19890302,20071115,0485-1439 (Print) 0485-1439 (Linking),29,9,1988 Sep,[Therapeutic results of acute leukemia with hyperleukocytosis in children--the effect of exchange transfusion for induction therapy].,1376-82,,"['Todo, S', 'Hashida, T', 'Tsunamoto, K', 'Esumi, N', 'Fujiwara, F', 'Hibi, S', 'Ikushima, S', 'Yoshihara, T', 'Arakawa, S', 'Morioka, Y']","['Todo S', 'Hashida T', 'Tsunamoto K', 'Esumi N', 'Fujiwara F', 'Hibi S', 'Ikushima S', 'Yoshihara T', 'Arakawa S', 'Morioka Y', 'et al.']",,['jpn'],"['English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Acute Disease', 'Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Child', 'Child, Preschool', 'Evaluation Studies as Topic', '*Exchange Transfusion, Whole Blood', 'Female', 'Humans', 'Infant', 'Leukemia/drug therapy/*therapy', 'Leukocytosis/etiology/*therapy', 'Male', 'Remission Induction']",,1988/09/01 00:00,1988/09/01 00:01,['1988/09/01 00:00'],"['1988/09/01 00:00 [pubmed]', '1988/09/01 00:01 [medline]', '1988/09/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1988 Sep;29(9):1376-82.,,,,,,,,,
3216507,NLM,MEDLINE,19890302,20191210,0485-1439 (Print) 0485-1439 (Linking),29,9,1988 Sep,[Combined antibiotic therapy of infections in patients with acute leukemia].,1371-5,,"['Moriuchi, Y', 'Kamihira, S', 'Tomonaga, M', 'Yamaguchi, K', 'Maeda, T', 'Tsukasaki, K', 'Atogami, S', 'Kohno, T', 'Itoyama, T', 'Sasagawa, I']","['Moriuchi Y', 'Kamihira S', 'Tomonaga M', 'Yamaguchi K', 'Maeda T', 'Tsukasaki K', 'Atogami S', 'Kohno T', 'Itoyama T', 'Sasagawa I', 'et al.']",,['jpn'],['Journal Article'],Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Acute Disease', 'Adult', 'Aminoglycosides', 'Anti-Bacterial Agents/*therapeutic use', 'Cephalosporins/*therapeutic use', 'Drug Therapy, Combination/therapeutic use', 'Fever of Unknown Origin/drug therapy/etiology', 'Humans', 'Infections/*drug therapy/etiology', 'Leukemia/*complications', 'Middle Aged', 'Piperacillin/*therapeutic use', 'Ticarcillin/therapeutic use']",,1988/09/01 00:00,1988/09/01 00:01,['1988/09/01 00:00'],"['1988/09/01 00:00 [pubmed]', '1988/09/01 00:01 [medline]', '1988/09/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1988 Sep;29(9):1371-5.,"['0 (Aminoglycosides)', '0 (Anti-Bacterial Agents)', '0 (Cephalosporins)', 'F93UJX4SWT (Ticarcillin)', 'X00B0D5O0E (Piperacillin)']",,,,,,,,
3216506,NLM,MEDLINE,19890302,20171116,0485-1439 (Print) 0485-1439 (Linking),29,5,1988 May,[Differentiating effect of the oral administration of vitamin D and vitamin A in acute myelocytic leukemia after BHAC-DMP therapy].,765-8,,"['Yamane, T', 'Furukawa, Y', 'Inoue, T', 'Sagawa, H', 'Yokomatsu, Y', 'Kishida, T', 'Sasaki, A', 'Kojima, K', 'Sannomiya, Y', 'Yoshikawa, T']","['Yamane T', 'Furukawa Y', 'Inoue T', 'Sagawa H', 'Yokomatsu Y', 'Kishida T', 'Sasaki A', 'Kojima K', 'Sannomiya Y', 'Yoshikawa T', 'et al.']",,['jpn'],"['Case Reports', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Administration, Oral', 'Aged', 'Anemia, Refractory, with Excess of Blasts/pathology', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Blast Crisis', 'Cytarabine/administration & dosage/analogs & derivatives', 'Daunorubicin/administration & dosage', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy/pathology', 'Mercaptopurine/administration & dosage', 'Prednisolone/administration & dosage', 'Vitamin A/*administration & dosage', 'Vitamin D/*administration & dosage']",,1988/05/01 00:00,1988/05/01 00:01,['1988/05/01 00:00'],"['1988/05/01 00:00 [pubmed]', '1988/05/01 00:01 [medline]', '1988/05/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1988 May;29(5):765-8.,"['04079A1RDZ (Cytarabine)', '11103-57-4 (Vitamin A)', '1406-16-2 (Vitamin D)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'ZS7284E0ZP (Daunorubicin)', 'BH-AC-DMP protocol']",,,,,,,,
3216502,NLM,MEDLINE,19890302,20061115,0485-1439 (Print) 0485-1439 (Linking),29,5,1988 May,[Chronic neutrophilic leukemia with 7q- and the responses of CFU-GM].,738-42,,"['Tohyama, K', 'Ohmori, S', 'Ueda, T', 'Ueda, Y', 'Sakoda, H', 'Yoshida, Y', 'Uchino, H', 'Masuda, K', 'Matozaki, S', 'Konaka, Y']","['Tohyama K', 'Ohmori S', 'Ueda T', 'Ueda Y', 'Sakoda H', 'Yoshida Y', 'Uchino H', 'Masuda K', 'Matozaki S', 'Konaka Y']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Aged', 'Bone and Bones/cytology', 'Chromosome Aberrations/*blood', 'Chromosome Disorders', '*Chromosomes, Human, Pair 7', 'Colony-Forming Units Assay', 'Hematopoietic Stem Cells', 'Humans', 'Leukemia, Neutrophilic, Chronic/blood/*genetics', 'Male']",,1988/05/01 00:00,1988/05/01 00:01,['1988/05/01 00:00'],"['1988/05/01 00:00 [pubmed]', '1988/05/01 00:01 [medline]', '1988/05/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1988 May;29(5):738-42.,,,,,,,,,
3216499,NLM,MEDLINE,19890302,20061115,0485-1439 (Print) 0485-1439 (Linking),29,5,1988 May,[Five cases of adult T-cell leukemia complicated by other malignancies].,723-7,,"['Shimamoto, Y', 'Ono, K', 'Matsuzaki, M', 'Sano, M', 'Murakami, Y', 'Muro, M', 'Moriya, A', 'Suga, K', 'Sueoka, E', 'Tokioka, T']","['Shimamoto Y', 'Ono K', 'Matsuzaki M', 'Sano M', 'Murakami Y', 'Muro M', 'Moriya A', 'Suga K', 'Sueoka E', 'Tokioka T', 'et al.']",,['jpn'],"['Case Reports', 'English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Aged', 'Aged, 80 and over', 'Colonic Neoplasms/pathology', 'Female', 'Humans', 'Leukemia, T-Cell/*pathology', 'Male', '*Neoplasms, Multiple Primary', 'Stomach Neoplasms/pathology', 'Thyroid Neoplasms/pathology', 'Tracheal Neoplasms/pathology']",,1988/05/01 00:00,1988/05/01 00:01,['1988/05/01 00:00'],"['1988/05/01 00:00 [pubmed]', '1988/05/01 00:01 [medline]', '1988/05/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1988 May;29(5):723-7.,,,,,,,,,
3216480,NLM,MEDLINE,19890306,20161116,0368-2781 (Print) 0368-2781 (Linking),41,5,1988 May,[Clinical evaluation of a combination treatment with cefmenoxime and cefsulodin of severe infections in leukemia and related disorders].,577-87,"A combination of cefmenoxime (CMX) and cefsulodin (CFS) which has a broad spectrum on various bacteria including Pseudomonas aeruginosa was evaluated for severe infections associated with hematological malignancies. Seventy one patients were treated with the combination therapy. Among them, 57 patients were evaluable for the effectiveness. Fourteen patients were not evaluable because 10 patients were subjected to additional therapy such as gamma-globulin, interferon, radiation and pulse therapy of a large dose of methylprednisolone, 3 were prophylactically treated and the remaining one was a patient with disseminated bone marrow metastasis of prostatic cancer and not a patient with a hematologic malignancy. Excellent responses were obtained in 24 (42.1%) patients and good response in 12 (21.1%) patients, with a total rate of effectiveness of 63.2%. Three patients who were treated prophylactically and one patient who suffered from prostatic cancer with metastasis to bone marrow, were included in the final evaluation of side effects. Side effects were observed in only one patient (1/61, 1.6%). Mild neutropenia was identified in a patient of 78 years of age in 4 days after the combined regimen was started. Neutropenia disappeared soon after the cessation of the treatment. These results showed that a combination of CMX and CFS was an effective and safe regimen for the treatment of severe infections in patients with hematological disorders.","['Tsuda, S', 'Nishigaki, H', 'Okuda, T', 'Horiike, S', 'Yokota, S', 'Yashige, H', 'Taniwaki, M', 'Misawa, S', 'Takino, T', 'Inazawa, J']","['Tsuda S', 'Nishigaki H', 'Okuda T', 'Horiike S', 'Yokota S', 'Yashige H', 'Taniwaki M', 'Misawa S', 'Takino T', 'Inazawa J', 'et al.']","['Third Department of Internal Medicine, Kyoto Prefectural University of Medicine.']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Jpn J Antibiot,The Japanese journal of antibiotics,0154402,IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Bacterial Infections/*drug therapy', 'Cefmenoxime/*administration & dosage/therapeutic use', 'Cefsulodin/*administration & dosage/therapeutic use', 'Drug Therapy, Combination', 'Female', 'Hematologic Diseases/complications', 'Humans', 'Leukemia/*complications', 'Lymphoma/complications', 'Male', 'Middle Aged']",,1988/05/01 00:00,1988/05/01 00:01,['1988/05/01 00:00'],"['1988/05/01 00:00 [pubmed]', '1988/05/01 00:01 [medline]', '1988/05/01 00:00 [entrez]']",,ppublish,Jpn J Antibiot. 1988 May;41(5):577-87.,"['KBZ4844CXN (Cefmenoxime)', 'OV42LHE42B (Cefsulodin)']",,,,,,,,
3216331,NLM,MEDLINE,19890306,20190724,0031-6903 (Print) 0031-6903 (Linking),108,5,1988 May,[Studies on sesquiterpene lactones. XIV. In vitro cytotoxicities of some highly oxygenated sesquiterpene lactones].,458-60,,"['Koreeda, M', 'Nagaki, M', 'Katsukura, Y', 'Hayami, K', 'Matsueda, S']","['Koreeda M', 'Nagaki M', 'Katsukura Y', 'Hayami K', 'Matsueda S']",,['jpn'],"['English Abstract', 'Journal Article']",Japan,Yakugaku Zasshi,Yakugaku zasshi : Journal of the Pharmaceutical Society of Japan,0413613,IM,"['Animals', 'Carcinoma, Krebs 2/pathology', 'Cell Survival/*drug effects', 'Cells, Cultured', 'Dose-Response Relationship, Drug', 'Humans', 'Leukemia L1210/pathology', 'Mice', 'Sesquiterpenes/*toxicity']",,1988/05/01 00:00,1988/05/01 00:01,['1988/05/01 00:00'],"['1988/05/01 00:00 [pubmed]', '1988/05/01 00:01 [medline]', '1988/05/01 00:00 [entrez]']",['10.1248/yakushi1947.108.5_458 [doi]'],ppublish,Yakugaku Zasshi. 1988 May;108(5):458-60. doi: 10.1248/yakushi1947.108.5_458.,['0 (Sesquiterpenes)'],,,,,,,,
3216326,NLM,MEDLINE,19890302,20190724,0031-6903 (Print) 0031-6903 (Linking),108,4,1988 Apr,[Synthesis of platinum complexes of 2-aminoalkylpyridine as carrier ligand and their antitumor activities].,317-24,,"['Morikawa, K', 'Honda, M', 'Endoh, K', 'Matsumoto, T', 'Akamatsu, K', 'Mitsui, H', 'Koizumi, M']","['Morikawa K', 'Honda M', 'Endoh K', 'Matsumoto T', 'Akamatsu K', 'Mitsui H', 'Koizumi M']",,['jpn'],"['English Abstract', 'Journal Article']",Japan,Yakugaku Zasshi,Yakugaku zasshi : Journal of the Pharmaceutical Society of Japan,0413613,IM,"['Animals', '*Antineoplastic Agents', 'Drug Evaluation, Preclinical', 'Leukemia P388/*drug therapy', 'Leukemia, Experimental/*drug therapy', 'Organoplatinum Compounds/chemical synthesis/*therapeutic use', 'Pyridines/chemical synthesis/*therapeutic use', 'Structure-Activity Relationship']",,1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",['10.1248/yakushi1947.108.4_317 [doi]'],ppublish,Yakugaku Zasshi. 1988 Apr;108(4):317-24. doi: 10.1248/yakushi1947.108.4_317.,"['0 (Antineoplastic Agents)', '0 (Organoplatinum Compounds)', '0 (Pyridines)']",,,,,,,,
3216265,NLM,MEDLINE,19890303,20171116,0279-7976 (Print) 0279-7976 (Linking),42,3,1988 May-Jun,"Preliminary development and evaluation of a parenteral emulsion formulation of penclomedine (NSC-338720; 3,5-dichloro-2,4-dimethoxy-6-trichloromethylpyridine): a novel, practically water insoluble cytotoxic agent.",76-81,,"['Prankerd, R J', 'Frank, S G', 'Stella, V J']","['Prankerd RJ', 'Frank SG', 'Stella VJ']",,['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Parenter Sci Technol,Journal of parenteral science and technology : a publication of the Parenteral Drug Association,8103145,IM,"['Animals', 'Antineoplastic Agents/*administration & dosage', 'Emulsions', 'Infusions, Parenteral', 'Leukemia P388/drug therapy', 'Mice', 'Picolines/*administration & dosage/therapeutic use', 'Solubility']",,1988/05/01 00:00,1988/05/01 00:01,['1988/05/01 00:00'],"['1988/05/01 00:00 [pubmed]', '1988/05/01 00:01 [medline]', '1988/05/01 00:00 [entrez]']",,ppublish,J Parenter Sci Technol. 1988 May-Jun;42(3):76-81.,"['0 (Antineoplastic Agents)', '0 (Emulsions)', '0 (Picolines)', '66Q80IL7CW (penclomedine)']","['N01-CM-67912/CM/NCI NIH HHS/United States', 'N01-CM37562/CM/NCI NIH HHS/United States']",,,,,,,
3216201,NLM,MEDLINE,19890302,20190908,0162-0134 (Print) 0162-0134 (Linking),34,1,1988 Sep,"Synthesis, characterization, and antitumor properties of some metal complexes of 2,6-diacetylpyridine bis(N4-azacyclic thiosemicarbazones).",41-54,"Complexes of Mn(II), Fe(III), Fe(II), Co(II), Ni(II), Cu(II), Zn(II) and Pt(II) with 2,6-diacetylpyridine bis(N4-azacyclic thiosemicarbazones), abbreviated as H2L, have been prepared and characterized by elemental analysis, molar conductance, magnetic moments (300-78 K) and spectral studies. On the basis of these studies, a distorted six-coordinate structure for Fe(L)Cl and a distorted five-coordinate structure for M(L) (M = Mn(II), Fe(II), Co(II), Ni(II), Cu(II), Zn(II), or Pt(II] are suggested. The ligands undergo deprotonation and appear to coordinate through the thione sulphur, the imine nitrogen and pyridyl nitrogen. All the ligands and metal complexes were screened for their antitumor activity against P 388 lymphocytic leukemia test system in mice, and it was found that a few of them possess significant activity at the dosages used.","['Mohan, M', 'Agarawal, A', 'Jha, N K']","['Mohan M', 'Agarawal A', 'Jha NK']","['Department of Chemistry, N.R.E.C. College, Khurja, India.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Inorg Biochem,Journal of inorganic biochemistry,7905788,IM,"['Animals', '*Antineoplastic Agents', 'Leukemia P388/drug therapy', '*Metals', 'Mice', 'Mice, Inbred Strains', 'Molecular Conformation', '*Pyridines', 'Spectrum Analysis', 'Structure-Activity Relationship', '*Thiosemicarbazones/therapeutic use']",,1988/09/01 00:00,1988/09/01 00:01,['1988/09/01 00:00'],"['1988/09/01 00:00 [pubmed]', '1988/09/01 00:01 [medline]', '1988/09/01 00:00 [entrez]']","['0162-0134(88)85016-5 [pii]', '10.1016/0162-0134(88)85016-5 [doi]']",ppublish,J Inorg Biochem. 1988 Sep;34(1):41-54. doi: 10.1016/0162-0134(88)85016-5.,"['0 (Antineoplastic Agents)', '0 (Metals)', '0 (Pyridines)', '0 (Thiosemicarbazones)']",,,,,,,,
3215952,NLM,MEDLINE,19890308,20190629,,430,1,1988 Aug 19,Rapid method for evaluating compliance of 6-mercaptopurine therapy in children with leukemia.,163-9,,"['Azeemuddin, S', 'Israili, Z H', 'Bharmal, F M']","['Azeemuddin S', 'Israili ZH', 'Bharmal FM']","['Department of Pediatrics, Emory University School of Medicine, Atlanta, GA 30322.']",['eng'],['Journal Article'],Netherlands,J Chromatogr,Journal of chromatography,0427043,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Chromatography, High Pressure Liquid', 'Female', 'Humans', 'Leukemia/*drug therapy', 'Male', 'Mercaptopurine/therapeutic use/*urine', 'Monitoring, Physiologic', 'Patient Compliance']",,1988/08/19 00:00,1988/08/19 00:01,['1988/08/19 00:00'],"['1988/08/19 00:00 [pubmed]', '1988/08/19 00:01 [medline]', '1988/08/19 00:00 [entrez]']",['10.1016/s0378-4347(00)83147-3 [doi]'],ppublish,J Chromatogr. 1988 Aug 19;430(1):163-9. doi: 10.1016/s0378-4347(00)83147-3.,['E7WED276I5 (Mercaptopurine)'],,,,,,,,
3215902,NLM,MEDLINE,19890228,20161123,0302-7430 (Print) 0302-7430 (Linking),71,4,1988,Extensive lytic bone lesions in a patient with chronic lymphocytic leukemia.,497-500,,"['Schreiber, S', 'Debusscher, L']","['Schreiber S', 'Debusscher L']",,['eng'],"['Case Reports', 'Journal Article']",Belgium,J Belge Radiol,Journal belge de radiologie,0420407,IM,"['Diagnosis, Differential', 'Femoral Fractures/etiology', 'Fractures, Spontaneous/etiology', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*complications', 'Male', 'Middle Aged', 'Osteolysis/diagnostic imaging/*etiology', 'Osteoporosis/diagnostic imaging', 'Radiography']",,1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",,ppublish,J Belge Radiol. 1988;71(4):497-500.,,,,,,,,,
3215465,NLM,MEDLINE,19890306,20200713,0234-5730 (Print) 0234-5730 (Linking),33,9,1988 Sep,[Importance of bone marrow trephine biopsy in differentiation of chronic myelomonocytic leukemia].,23-8,,"['Iavorkovskii, L L', 'Solovei, D Ia', 'Riauzova, L Iu', ""Shvidel', L M"", 'Zile, M A']","['Iavorkovskii LL', 'Solovei DIa', 'Riauzova LIu', ""Shvidel' LM"", 'Zile MA']",,['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Gematol Transfuziol,Gematologiia i transfuziologiia,8301796,IM,"['Aged', 'Biopsy', 'Bone Marrow Examination/*methods', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Myelomonocytic, Chronic/*diagnosis/pathology', 'Male']",,1988/09/01 00:00,1988/09/01 00:01,['1988/09/01 00:00'],"['1988/09/01 00:00 [pubmed]', '1988/09/01 00:01 [medline]', '1988/09/01 00:00 [entrez]']",,ppublish,Gematol Transfuziol. 1988 Sep;33(9):23-8.,,,,Znachenie trepanobiopsii kostnogo mozga v differentirovanii khronicheskogo mielomonotsitanogo leikoza.,,,,,
