PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,PMC,GR,SI,OID,OTO,OT,GN
6942204,NLM,MEDLINE,19810915,20171117,0025-7753 (Print) 0025-7753 (Linking),76,6,1981 Mar 25,[Osteolytic lesions in chronic myeloid leukemia. Report of three cases (author's transl)].,259-61,"Contrarily to what happens in acute leukemia, the incidence of osteolytic lesions in chronic leukemia is exceedingly low. Three patients with chronic myeloid leukemia (CML) who developed such lesions during the chronic phase of their disease form the basis of this report. Osteolytic lesions appearing during the chronic phase of CML are different from those appearing during acute leukemia or during the acute terminal phase of CML, and the differences between both types of osteolysis are briefly reviewed. In the present cases the appearance of osteolytic lesions during the chronic phase of CML preceded for a variable period the terminal acute blastic phase. Therefore this complication must be considered as a sign of poor prognosis as it relates to the subsequent course of the leukemia. Even though other authors advise local radiotherapy as the treatment of choice of osteolytic lesions, only cytostatic therapy was given to the present patients, with good results as it regards the lesions per se.","['Junca Piera, J', 'Duran Suarez, J R', 'Triginer Boixeda, J']","['Junca Piera J', 'Duran Suarez JR', 'Triginer Boixeda J']",['spa'],"['Case Reports', 'Journal Article']",Spain,Med Clin (Barc),Medicina clinica,0376377,"['5J49Q6B70F (Vincristine)', '6Q99RDT97R (Pipobroman)', 'E7WED276I5 (Mercaptopurine)', 'G1LN9045DK (Busulfan)', 'VB0R961HZT (Prednisone)']",IM,"['Adult', 'Aged', 'Bone Neoplasms/diagnostic imaging/drug therapy/*secondary', 'Bone Resorption/*etiology', 'Busulfan/therapeutic use', 'Female', 'Humans', '*Leukemia, Myeloid/drug therapy', 'Male', 'Mercaptopurine/therapeutic use', 'Osteolysis/*etiology', 'Pipobroman/therapeutic use', 'Prednisone/therapeutic use', 'Prognosis', 'Radiography', 'Vincristine/therapeutic use']",1981/03/25 00:00,1981/03/25 00:01,['1981/03/25 00:00'],"['1981/03/25 00:00 [pubmed]', '1981/03/25 00:01 [medline]', '1981/03/25 00:00 [entrez]']",,ppublish,Med Clin (Barc). 1981 Mar 25;76(6):259-61.,Lesiones osteoliticas en la leucemia mieloide cronica. Presentacion de tres casos.,,,,,,,
6942187,NLM,MEDLINE,19810915,20071114,0027-8874 (Print) 0027-8874 (Linking),67,1,1981 Jul,Chemoimmunotherapy of a Friend leukemia with cells secondarily sensitized in vitro: effect of culture duration on therapeutic efficacy.,169-73,"Although in vivo-primed cells are known to be rendered more effective in adoptive tumor therapy by secondary sensitization in vitro, they were tested only at the time of maximum in vitro cytolytic reactivity. Since the requirements for in vitro cytotoxicity and tumor therapy differ, the present study was designed to evaluate and compare the influence of culture duration on these two effector functions. Spleen cells from inbred C57BL/6 mice primed in vivo with the Friend virus-induced leukemia FBL-3 were secondarily sensitized in vitro by culture with tumor and tested for cytotoxicity in vitro in a 4-hour 51Cr release assay and for therapeutic efficacy in vivo against established tumor. In vivo-primed cells tested directly without prior culture were effective in therapy but were not cytotoxic in vitro. Culture of primed cells for 3 days rendered them cytotoxic as measured in vitro. This cytotoxicity increased through day 5, then it plateaued. Cultured duration modified the in vivo efficacy of primed cells differently. Cells cultured for 3 days with secondary sensitization by tumor became more effective in tumor therapy than noncultured primed cells. Increasing the duration of in vitro sensitization from 3 to 5 days did not enhance in vivo therapeutic efficacy, despite a concurrent increase in in vitro cytotoxicity. However, further lengthening of the culture duration to 7 days rendered cells more effective in vivo. These discrepancies presumably reflect different effector cell requirements and/or regulation operative for tumor lysis during a short-term in vitro assay and for tumor eradication following adoptive transfer of immune cells in vivo.","['Cheever, M A', 'Greenberg, P D', 'Fefer, A']","['Cheever MA', 'Greenberg PD', 'Fefer A']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,IM,"['Animals', 'Cytotoxicity, Immunologic', 'Friend murine leukemia virus', '*Immunization, Passive', 'Leukemia, Experimental/*therapy', 'Mice', 'Mice, Inbred C57BL', 'Spleen/cytology/immunology', 'Time Factors']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",,ppublish,J Natl Cancer Inst. 1981 Jul;67(1):169-73.,,,"['CA10777-13/CA/NCI NIH HHS/United States', 'N01-CB84247/CB/NCI NIH HHS/United States']",,,,,
6942183,NLM,MEDLINE,19810915,20151119,0027-8874 (Print) 0027-8874 (Linking),67,1,1981 Jul,Potentiation of anticancer agents by amphotericin B.,131-5,"Amphotericin B (AmB) has been shown to potentiate the cytotoxicity of several different anticancer agents in AKR mice. The extent of potentiation, as assessed quantitatively by a spleen colony assay, varied from a factor of approximately 3 for 1,3-bis(2-chlorethyl)-1-nitrosourea (BCNU) to over 100 for a number of alkylating agents and to over 1,000 for 1-(2-chloroethyl)-3-cyclohexyl-1-nitrosourea. Most phase-specific agents showed little potentiation of cytotoxicity by AmB. A dose-response effect was noted with both BCNU and adriamycin, with increased potentiation being observed with increasing doses of the anticancer agents. The effect on increase in life-span was also studied and for most of the combinations it correlated with the potentiating effects disclosed by the spleen colony assay. Such a correlation was not found for AmB combined with either BCNU or vincristine.","['Medoff, G', 'Valeriote, F', 'Dieckman, J']","['Medoff G', 'Valeriote F', 'Dieckman J']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Antineoplastic Agents)', '50D9XSG0VR (Mechlorethamine)', '5J49Q6B70F (Vincristine)', '7XU7A7DROE (Amphotericin B)', '8N3DW7272P (Cyclophosphamide)', 'U68WG3173Y (Carmustine)']",IM,"['Amphotericin B/*pharmacology', 'Animals', 'Antineoplastic Agents/*pharmacology', 'Carmustine/pharmacology', 'Cell Survival/drug effects', 'Colony-Forming Units Assay', 'Cyclophosphamide/pharmacology', 'Drug Synergism', 'Female', 'Leukemia, Experimental/drug therapy/mortality', 'Mechlorethamine/pharmacology', 'Mice', 'Mice, Inbred AKR', 'Vincristine/pharmacology']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",,ppublish,J Natl Cancer Inst. 1981 Jul;67(1):131-5.,,,['CA15665/CA/NCI NIH HHS/United States'],,,,,
6942182,NLM,MEDLINE,19810915,20071114,0027-8874 (Print) 0027-8874 (Linking),67,1,1981 Jul,In vivo antigenic modification of tumor cells. II. Distribution of virus in sarcoma-bearing mice.,117-22,"Murine leukemia viruses were previously demonstrated to be able to infect efficiently non-virus-expressing tumors in vivo. In the present study the infectivity and tissue distribution of Friend murine leukemia virus (F-MuLV) in normal and tumor-bearing C57BL/6J (B6) mice were examined. Two syngeneic fibrosarcoma-inducing cell lines were used: Cells from a 3-methylcholanthrene-induced fibrosarcoma syngeneic to B6 mice (MCA-FS) and cells from a Harvey murine sarcoma virus-transformed, nonproducer sarcoma syngeneic to B6 mice (H-NP) were described in the preceding study. Both cell lines lacked ecotropic viral expression. F-MuLV produced in vitro was rarely able to infect normal adult B6 tissue in vivo and lacked pathogenic potential. Adult animals receiving F-MuLV remained clinically normal during 20 months of follow-up and had no detectable viremia, although some had persistently infected thymuses and long bones. In animals receiving a single dose of F-MuLV given to superinfect either the MCA-FS or the H-NP induced tumors, virion antigens were found only in tumor tissue and not in the normal host organs studied. Infectious virus was abundant in tumors; occasionally, it was found in thymuses and long bones of animals bearing superinfected H-NP tumors but rarely in other organs. Localization of F-MuLV in MCA-FS tumors appeared to be more selective with rare contamination of host organs. The presence of a rescuable sarcoma genome in H-NP may explain the discrepancy between MCA-FS and H-NP tumors. The possibility of increasing the efficiency and selectivity of infection as well as the therapeutic application of this technique are discussed.","['Iglehart, J D', 'Ward, E C', 'Huper, G', 'Thiel, K', 'Bolognesi, D P']","['Iglehart JD', 'Ward EC', 'Huper G', 'Thiel K', 'Bolognesi DP']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Antigens, Viral)']",IM,"['Animals', 'Antigens, Viral/analysis', 'Cell Line', 'Fibrosarcoma/immunology/*microbiology', 'Friend murine leukemia virus/immunology/*pathogenicity', 'Mice', 'Mice, Inbred Strains', 'Sarcoma, Experimental/immunology/microbiology', 'Tissue Distribution', 'Tumor Virus Infections/microbiology']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",,ppublish,J Natl Cancer Inst. 1981 Jul;67(1):117-22.,,,"['5T32-CA09058/CA/NCI NIH HHS/United States', 'CA25863-01/CA/NCI NIH HHS/United States', 'N01-CP33308/CP/NCI NIH HHS/United States']",,,,,
6942181,NLM,MEDLINE,19810915,20071114,0027-8874 (Print) 0027-8874 (Linking),67,1,1981 Jul,In vivo antigenic modification of tumor cells. I. Introduction of murine leukemia virus antigens on non-virus-producing murine sarcomas.,107-15,"Murine oncovirus antigens represent excellent targets for immune recognition, and virus-associated tumors are generally susceptible to various immunotherapy protocols. Virus-negative tumors, however, are nonimmunogenic and refractory to immunologic control. Therefore, the feasibility of the introduction of antigens onto non-virus-expressing tumors in situ in inbred C57BL/6J mice by systemic administration of nononcogenic murine retroviruses was investigated. Two classes of murine fibrosarcomas were studied: a 3-methylcholanthrene-induced fibrosarcoma syngeneic to C57BL/6 mice (MCA-FS) and a Harvey murine sarcoma virus-transformed, nonproducer fibrosarcoma syngeneic to C57BL/6 mice (H-NP). Both were found to be devoid of infectious ecotropic murine leukemia virus (MuLV) or MuLV antigens. A single dose of Friend murine leukemia virus (F-MuLV) was used to superinfect MCA-FS- and H-NP-induced tumors in vivo and converted these tumors to a highly productive, virus-positive state. In vivo superinfected tumors were indistinguishable from their preinfected counterparts by competition radioimmunoassays for the virion's major envelope glycoprotein, gp71, and its group-specific antigen, p30, and by assays for infectious virus. Analysis of virus from tumor extracts proved that the antigenic specificity of the superinfected tumor was provided by F-MuLV administered systemically to the animals. Finally, an immunoperoxidase technique, applied to tumor cross sections, demonstrated the uniform appearance of viral antigens in the superinfected tumors.","['Iglehart, J D', 'Ward, E C', 'Thiel, K', 'Huper, G', 'Geier, S S', 'Bolognesi, D P']","['Iglehart JD', 'Ward EC', 'Thiel K', 'Huper G', 'Geier SS', 'Bolognesi DP']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Antigens, Viral)']",IM,"['Animals', 'Antigens, Viral/*analysis', 'Cell Line', 'Fibrosarcoma/complications/*immunology/microbiology', 'Friend murine leukemia virus/immunology/isolation & purification', 'Mice', 'Mice, Inbred Strains', 'Radioimmunoassay', 'Sarcoma, Experimental/complications/immunology/microbiology', 'Tumor Virus Infections/*complications']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",,ppublish,J Natl Cancer Inst. 1981 Jul;67(1):107-15.,,,"['5T32-CA09058/CA/NCI NIH HHS/United States', 'CA25863-01/CA/NCI NIH HHS/United States', 'N01-CP33308/CP/NCI NIH HHS/United States']",,,,,
6942179,NLM,MEDLINE,19810915,20110727,0047-1852 (Print) 0047-1852 (Linking),38,12,1980 Dec,[Obstructive jaundice caused by tumor-forming acute myeloblastic leukemia--a case study].,4692-6,,"['Rikitake, O', 'Kodama, T', 'Hisano, S', 'Sakata, T', 'Niho, Y', 'Matsukuma', 'Yamaguchi, A']","['Rikitake O', 'Kodama T', 'Hisano S', 'Sakata T', 'Niho Y', 'Matsukuma', 'Yamaguchi A']",['jpn'],"['Case Reports', 'Journal Article']",Japan,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,0420546,,IM,"['Aged', 'Cholestasis/*etiology', 'Humans', 'Leukemia, Myeloid, Acute/*complications/pathology', 'Male', 'Pancreatic Neoplasms/complications/pathology']",1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",,ppublish,Nihon Rinsho. 1980 Dec;38(12):4692-6.,,,,,,,,
6942101,NLM,MEDLINE,19810922,20150901,0371-7682 (Print) 0371-7682 (Linking),79,11,1980 Nov,The rate of sister chromatid exchange in patients with leukemia.,996-1001,,"['Wen, W N', 'Wuu, S W', 'Jan, K Y']","['Wen WN', 'Wuu SW', 'Jan KY']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",China (Republic : 1949- ),Taiwan Yi Xue Hui Za Zhi,Taiwan yi xue hui za zhi. Journal of the Formosan Medical Association,0413761,,IM,"['Adolescent', 'Adult', 'Cells, Cultured', '*Crossing Over, Genetic', 'Female', 'Humans', 'Leukemia/*genetics', 'Lymphocytes/ultrastructure', 'Male', 'Middle Aged', '*Sister Chromatid Exchange']",1980/11/01 00:00,1980/11/01 00:01,['1980/11/01 00:00'],"['1980/11/01 00:00 [pubmed]', '1980/11/01 00:01 [medline]', '1980/11/01 00:00 [entrez]']",,ppublish,Taiwan Yi Xue Hui Za Zhi. 1980 Nov;79(11):996-1001.,,,,,,,,
6942080,NLM,MEDLINE,19810925,20071115,0125-2208 (Print) 0125-2208 (Linking),64,4,1981 Apr,"Combination of chemotherapy, radiotherapy and immunotherapy for acute lymphoblastic leukemia in children.",180-91,,"['Suvatte, V', 'Mahasandana, C', 'Tanphaichitr, V S', 'Tuchinda, S', 'Vootiprux, V']","['Suvatte V', 'Mahasandana C', 'Tanphaichitr VS', 'Tuchinda S', 'Vootiprux V']",['eng'],['Journal Article'],Thailand,J Med Assoc Thai,Journal of the Medical Association of Thailand = Chotmaihet thangphaet,7507216,"['0 (Antineoplastic Agents)', '0 (BCG Vaccine)']",IM,"['Antineoplastic Agents/administration & dosage', 'BCG Vaccine/administration & dosage', 'Child', 'Child, Preschool', 'Drug Administration Schedule', 'Drug Therapy, Combination', 'Female', 'Humans', 'Infant', 'Leukemia, Lymphoid/mortality/*therapy', 'Male', 'Vaccination']",1981/04/01 00:00,1981/04/01 00:01,['1981/04/01 00:00'],"['1981/04/01 00:00 [pubmed]', '1981/04/01 00:01 [medline]', '1981/04/01 00:00 [entrez]']",,ppublish,J Med Assoc Thai. 1981 Apr;64(4):180-91.,,,,,,,,
6941971,NLM,MEDLINE,19810922,20190501,0021-9746 (Print) 0021-9746 (Linking),34,5,1981 May,Busulphan lung in childhood.,495-500,"A child receiving busulphan treatment for adult-type chronic myeloid leukaemia responded well for four years before the onset of complications leading to ""busulphan lung'. Pulmonary function tests (PFT) were useful in monitoring the development of this condition and we recommended regular PFT for patient receiving busulphan treatment.","['Oakhill, A', 'Green, I D', 'Knowlson, G T', 'Cameron, A H', 'Shah, K J', 'Hill, F G', 'Mann, J R']","['Oakhill A', 'Green ID', 'Knowlson GT', 'Cameron AH', 'Shah KJ', 'Hill FG', 'Mann JR']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,J Clin Pathol,Journal of clinical pathology,0376601,['G1LN9045DK (Busulfan)'],IM,"['Busulfan/*adverse effects/therapeutic use', 'Child, Preschool', 'Humans', 'Leukemia, Myeloid/drug therapy', 'Male', 'Microscopy, Electron', 'Pulmonary Alveoli/ultrastructure', 'Pulmonary Fibrosis/*chemically induced/pathology', 'Respiratory Function Tests']",1981/05/01 00:00,1981/05/01 00:01,['1981/05/01 00:00'],"['1981/05/01 00:00 [pubmed]', '1981/05/01 00:01 [medline]', '1981/05/01 00:00 [entrez]']",['10.1136/jcp.34.5.495 [doi]'],ppublish,J Clin Pathol. 1981 May;34(5):495-500. doi: 10.1136/jcp.34.5.495.,,PMC493331,,,,,,
6941970,NLM,MEDLINE,19810922,20190501,0021-9746 (Print) 0021-9746 (Linking),34,5,1981 May,Routine bone marrow examination in the management of acute lymphoblastic leukaemia of childhood.,483-5,"Eighty-four children with acute lymphoblastic leukaemia (ALL) who had relapsed in bone marrow were studied to assess whether treatment would be more successful if relapse was detected before the disease became clinically evident. Patients whose relapse was detected by routine bone marrow examination before the disease became apparent were compared with those whose relapse was suspected from clinical examination or peripheral blood findings. In the former there was a lower percentage of blast cells in the marrow (p less than 0.02) and the patients suffered less from complications of the disease, but there was no difference in the incidence or duration of second remissions between the two groups.","['Haworth, C', 'Heppleston, A D', 'Morris Jones, P H', 'Campbell, R H', 'Evans, D I', 'Palmer, M K']","['Haworth C', 'Heppleston AD', 'Morris Jones PH', 'Campbell RH', 'Evans DI', 'Palmer MK']",['eng'],['Journal Article'],England,J Clin Pathol,Journal of clinical pathology,0376601,,IM,"['Bone Marrow/pathology', '*Bone Marrow Examination', 'Child', 'Humans', 'Leukemia, Lymphoid/*diagnosis/drug therapy/pathology', 'Recurrence', 'Time Factors']",1981/05/01 00:00,1981/05/01 00:01,['1981/05/01 00:00'],"['1981/05/01 00:00 [pubmed]', '1981/05/01 00:01 [medline]', '1981/05/01 00:00 [entrez]']",['10.1136/jcp.34.5.483 [doi]'],ppublish,J Clin Pathol. 1981 May;34(5):483-5. doi: 10.1136/jcp.34.5.483.,,PMC493329,,,,,,
6941969,NLM,MEDLINE,19810915,20071115,0196-206X (Print) 0196-206X (Linking),1,4,1980 Dec,Distractibility and memory deficits in long-term survivors of acute lymphoblastic leukemia.,158-63,A comprehensive neuropsychological test battery was administered to 37 long-term survivors of acute lymphoblastic leukemia and 18 newly diagnosed acute lymphoblastic leukemia patients in an attempt to identify patterns of neuropsychological performance. Newly diagnosed patients between 7 and 15 years of age generally obtained scores within normal limits. On most measures of intelligence long-term survivors within the same age range obtained mean test scores approximately 1 standard deviation below the population mean. Fourteen of 30 long-term survivors under 16 years of age exhibited a pattern of test scores suggestive of memory deficits and distractibility which may have interfered with academic achievement. Only one patient over 8 years of age at diagnosis produced a similar pattern of scores. We conclude that young children treated for acute lymphoblastic leukemia are at risk for the development of neuropsychological dysfunction and that appropriate programs for identification and academic remediation should be instituted.,"['Goff, J R', 'Anderson, H R Jr', 'Cooper, P F']","['Goff JR', 'Anderson HR Jr', 'Cooper PF']",['eng'],['Journal Article'],United States,J Dev Behav Pediatr,Journal of developmental and behavioral pediatrics : JDBP,8006933,,IM,"['Adolescent', 'Child', 'Humans', 'Intelligence Tests', 'Leukemia, Lymphoid/*psychology', '*Memory Disorders', 'Psychometrics']",1980/12/01 00:00,2001/03/28 10:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1980/12/01 00:00 [entrez]']",,ppublish,J Dev Behav Pediatr. 1980 Dec;1(4):158-63.,,,,,,,,
6941955,NLM,MEDLINE,19810915,20190723,0021-8820 (Print) 0021-8820 (Linking),33,12,1980 Dec,"New anthracycline glycosides from Micromonospora. II. isolation, characterization and biological properties.",1468-73,"Four glycosides, designated A, B, C and D, are the main components of the anthracycline complex produced by cultures of Micromonospora sp. nov. They were extracted by solvent partition, separated by column chromatography and characterized by chemical and physical methods as 11-deoxy analogues of daunorubicin. Among these new anthracyclines, displaying antibacterial and cytotoxic activity in vitro, 11-deoxydaunorubicin and 11-deoxydoxorubicin are also active against P388 leukemia in mice.","['Cassinelli, G', 'Di Matteo, F', 'Forenza, S', 'Ripamonti, M C', 'Rivola, G', 'Arcamone, F', 'Di Marco, A', 'Casazza, A M', 'Soranzo, C', 'Pratesi, G']","['Cassinelli G', 'Di Matteo F', 'Forenza S', 'Ripamonti MC', 'Rivola G', 'Arcamone F', 'Di Marco A', 'Casazza AM', 'Soranzo C', 'Pratesi G']",['eng'],['Journal Article'],Japan,J Antibiot (Tokyo),The Journal of antibiotics,0151115,"['0 (Antibiotics, Antineoplastic)', '0 (Glycosides)', '0 (Naphthacenes)']",IM,"['Animals', 'Antibiotics, Antineoplastic', 'Bacteria/drug effects', 'Cell Survival/drug effects', 'Cells, Cultured', 'Chemical Phenomena', 'Chemistry', 'Chemistry, Physical', 'Drug Resistance, Microbial', 'Glycosides/biosynthesis/isolation & purification/pharmacology', 'Humans', 'Lung/embryology', 'Mice', 'Micromonospora/metabolism', 'Naphthacenes/biosynthesis/*isolation & purification/pharmacology']",1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",['10.7164/antibiotics.33.1468 [doi]'],ppublish,J Antibiot (Tokyo). 1980 Dec;33(12):1468-73. doi: 10.7164/antibiotics.33.1468.,,,,,,,,
6941953,NLM,MEDLINE,19810915,20190723,0021-8820 (Print) 0021-8820 (Linking),33,11,1980 Nov,Biosynthesis of anthracycline antibiotics by Streptomyces galilaeus. II. Structure of new anthracycline antibiotics obtained by microbial glycosidation and biological activity.,1341-7,"New anthracycline antibiotics derived from epsilon-, gamma- and beta-rhodomycinones and epsilon-isorhodomycinone by the microbial glycosidation using an aclacinomycin-negative mutant, the strain KE303, of Streptomyces galilaeus MA144-M1 were studied to elucidate their structures and biological activities. These antibiotics were the products in which the anthracyclinones added as precursors were linked at C-7 or C-10 position with the same trisaccharide moiety (cinerulosyl-2-deoxyfucosyl-rhodosaminyl group) as in the parental antibiotic aclacinomycin A. In addition to antimicrobial activity, they exhibited the growth inhibition of cultured L1210 leukemia cells and the marked inhibition against DNA and RNA synthesis.","['Matsuzawa, Y', 'Yoshimoto, A', 'Oki, T', 'Naganawa, H', 'Takeuchi, T', 'Umezawa, H']","['Matsuzawa Y', 'Yoshimoto A', 'Oki T', 'Naganawa H', 'Takeuchi T', 'Umezawa H']",['eng'],['Journal Article'],Japan,J Antibiot (Tokyo),The Journal of antibiotics,0151115,"['0 (Antibiotics, Antineoplastic)', '0 (DNA, Neoplasm)', '0 (Glycosides)', '0 (Naphthacenes)', '0 (RNA, Neoplasm)']",IM,"['Animals', 'Antibiotics, Antineoplastic', 'Bacteria/drug effects', 'Cell Survival/drug effects', 'Cells, Cultured', 'Chemical Phenomena', 'Chemistry', 'DNA, Neoplasm/biosynthesis', 'Depression, Chemical', 'Drug Resistance, Microbial', 'Glycosides/biosynthesis/pharmacology', 'Leukemia L1210/metabolism', 'Mutation', 'Naphthacenes/*biosynthesis/pharmacology', 'RNA, Neoplasm/biosynthesis', 'Streptomyces/*metabolism']",1980/11/01 00:00,1980/11/01 00:01,['1980/11/01 00:00'],"['1980/11/01 00:00 [pubmed]', '1980/11/01 00:01 [medline]', '1980/11/01 00:00 [entrez]']",['10.7164/antibiotics.33.1341 [doi]'],ppublish,J Antibiot (Tokyo). 1980 Nov;33(11):1341-7. doi: 10.7164/antibiotics.33.1341.,,,,,,,,
6941951,NLM,MEDLINE,19810915,20190723,0021-8820 (Print) 0021-8820 (Linking),33,11,1980 Nov,"Chemical modification of anthracycline antibiotics. I. Demethoxycarbonylation, 10-epimerization and 4-o-methylation of aclacinomycin A.",1323-30,"Demethoxycarbonyl derivatives of aclacinomycin A and of its 7-epimer, 10-epi-aclacinomycin A and 4-O-methylaclacinomycin A were chemically derived from aclacinomycin A. The cytotoxicity and inhibitory effects of RNA and DNA synthesis in cultured L1210 leukemia cells of the 4-O-methyl derivative approximated that of aclacinomycin A, while the demethoxycarbonyl derivatives and 10-epi-aclacinomycin A exhibited decreased activities in comparison with the parent compound.","['Tanaka, H', 'Yoshioka, T', 'Shimauchi, Y', 'Matsuzawa, Y', 'Oki, T', 'Inui, T']","['Tanaka H', 'Yoshioka T', 'Shimauchi Y', 'Matsuzawa Y', 'Oki T', 'Inui T']",['eng'],['Journal Article'],Japan,J Antibiot (Tokyo),The Journal of antibiotics,0151115,"['0 (DNA, Neoplasm)', '0 (Naphthacenes)', '0 (RNA, Neoplasm)', '74KXF8I502 (Aclarubicin)']",IM,"['Aclarubicin', 'Animals', 'Cell Survival/drug effects', 'Cells, Cultured', 'Chemical Phenomena', 'Chemistry', 'DNA, Neoplasm/biosynthesis', 'Depression, Chemical', 'Leukemia L1210/metabolism', 'Methylation', 'Molecular Conformation', 'Naphthacenes/pharmacology', 'RNA, Neoplasm/biosynthesis', 'Structure-Activity Relationship']",1980/11/01 00:00,1980/11/01 00:01,['1980/11/01 00:00'],"['1980/11/01 00:00 [pubmed]', '1980/11/01 00:01 [medline]', '1980/11/01 00:00 [entrez]']",['10.7164/antibiotics.33.1323 [doi]'],ppublish,J Antibiot (Tokyo). 1980 Nov;33(11):1323-30. doi: 10.7164/antibiotics.33.1323.,,,,,,,,
6941946,NLM,MEDLINE,19810915,20071115,0021-0005 (Print) 0021-0005 (Linking),19,1,1981 Jul,"Presence of ""prostatic"" acid phosphatase in human neutrophils.",34-8,"The occurrence of natural substances with antigenic properties similar to those of the prostatic acid phosphatase was examined in one patient with neutrophilic leukemia and increased activity of serum acid phosphatase. The fraction responsible for the increased serum enzyme activity was tartrate sensitive and was identified as isoenzyme 2 by polyacrylamide gel electrophoresis. This isoenzyme originated from the leukocytes but had similar electromobility to that of the prostatic acid phosphatase isoenzyme 2. Immunohistochemical and counterimmunoelectrophoretic studies indicated that this leukocytic isoenzyme was present in the neutrophils and shared antigenic properties with the prostatic isoenzyme 2. Leukocytes from one patient with acute granulocytic leukemia, two patients with polycythemia vera with neutrophilia, and five normal subjects also contained this prostatic acid phosphatase like isoenzyme. Elevated serum ""prostatic"" acid phosphatase activity, therefore, may be found not only in prostatic cancer but also in granulocytic leukemia and perhaps other diseases.","['Yam, L T', 'Janckila, A J', 'Li, C Y', 'Lam, W K']","['Yam LT', 'Janckila AJ', 'Li CY', 'Lam WK']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Invest Urol,Investigative urology,0374747,['EC 3.1.3.2 (Acid Phosphatase)'],IM,"['Acid Phosphatase/*analysis', 'Adult', 'Aged', 'Agranulocytosis/metabolism', 'Counterimmunoelectrophoresis', 'Electrophoresis, Polyacrylamide Gel', 'Histocytochemistry', 'Humans', 'Leukemia, Myeloid/metabolism', 'Leukemia, Myeloid, Acute/metabolism', 'Male', 'Middle Aged', 'Neutrophils/*analysis', 'Polycythemia Vera/metabolism', 'Prostate/*analysis', 'Prostatic Neoplasms/metabolism/secondary']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",,ppublish,Invest Urol. 1981 Jul;19(1):34-8.,,,['GM 22260/GM/NIGMS NIH HHS/United States'],,,,,
