PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,CIN,MH,EDAT,MHDA,CRDT,PHST,PST,SO,CON,AID,CN,RF,TT,CI,EIN,GR,PMC,SI,DEP,LID,RIN,MID
11795953,NLM,MEDLINE,20020221,20060424,1098-612X (Print) 1098-612X (Linking),3,4,2001 Dec,What is new on feline lymphoma?,171-6,,"['Guillermo Couto, C']",['Guillermo Couto C'],"['Department of Veterinary Clinical Sciences, College of Veterinary Medicine, and Comprehensive Cancer Center, The Ohio State University, 601 Vernon L. Tharp St, Columbus, OH 43210, USA.']",['eng'],"['Journal Article', 'Review']",England,J Feline Med Surg,Journal of feline medicine and surgery,100897329,,IM,,"['Animals', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Cat Diseases/*diagnosis/*drug therapy/virology', 'Cats', 'Leukemia Virus, Feline', 'Lymphoma/diagnosis/drug therapy/*veterinary']",2002/02/14 10:00,2002/02/22 10:01,['2002/02/14 10:00'],"['2002/02/14 10:00 [pubmed]', '2002/02/22 10:01 [medline]', '2002/02/14 10:00 [entrez]']",ppublish,J Feline Med Surg. 2001 Dec;3(4):171-6. doi: 10.1053/jfms.2001.0146.,,"['10.1053/jfms.2001.0146 [doi]', 'S1098-612X(01)90146-9 [pii]']",,0,,,,,,,,,,
11795856,NLM,MEDLINE,20020813,20190814,0024-4201 (Print) 0024-4201 (Linking),36,11,2001 Nov,Growth modulation of low density lipoprotein receptor sterol sensitivity in cultured human fibroblasts.,1233-40,"Sterols regulate low density lipoprotein (LDL) receptor and 3-hydroxy-3-methylglutaryl coenzyme A (HMG-CoA) reductase gene expressions by end product repression. Studies on cultured cells have shown that growing cells have a higher LDL uptake than quiescent cells and that incubation of cells with growth factors or mitogenic compounds leads to sterol-resistant upregulation of LDL receptor gene expression. The recent finding that elevated LDL receptor activity in acute myelogenous leukemia cells was characterized by a decreased sensitivity to downregulation by sterols raises the possibility that the mechanism behind this is related to the cellular growth rate. By using cultured human fibroblasts as a model system we therefore studied whether growth modulation of sterol sensitivity takes place in normal actively growing cells. Judging from the ability of sterols (25-hydroxycholesterol + cholesterol) to inhibit 125I-LDL degradation, we found that the sensitivity to sterols varied markedly between cells of different densities. The lowest sensitivity to sterols and highest 125I-LDL degradation rate were found in subconfluent cells, whereas sparse and confluent cells were the most sensitive ones. In contrast to the LDL receptor, HMG-CoA reductase sterol sensitivity did not appear to be growth regulated. We conclude that growth-dependent modulation of sterol sensitivity and LDL receptor activity takes place in normal human fibroblasts. Modulation of sterol sensitivity may be an important mechanism to ensure an adequate cholesterol supply in growing cells.","['Tatidis, L', 'Vitols, S']","['Tatidis L', 'Vitols S']","['Department of Medicine, Division of Clinical Pharmacology, Karolinska Institute & Hospital, Stockholm, Sweden.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Lipids,Lipids,0060450,"['0 (Hydroxycholesterols)', '0 (Receptors, LDL)', '767JTD2N31 (25-hydroxycholesterol)', '97C5T2UQ7J (Cholesterol)', 'EC 1.1.1.- (Hydroxymethylglutaryl CoA Reductases)']",IM,,"['Cell Division/drug effects', 'Cells, Cultured', 'Cholesterol/*pharmacology', 'Fibroblasts/drug effects/*metabolism', 'Humans', 'Hydroxycholesterols/pharmacology', 'Hydroxymethylglutaryl CoA Reductases/drug effects/metabolism', 'Receptors, LDL/drug effects/genetics/*metabolism']",2002/01/25 10:00,2002/08/14 10:01,['2002/01/25 10:00'],"['2002/01/25 10:00 [pubmed]', '2002/08/14 10:01 [medline]', '2002/01/25 10:00 [entrez]']",ppublish,Lipids. 2001 Nov;36(11):1233-40. doi: 10.1007/s11745-001-0837-y.,,['10.1007/s11745-001-0837-y [doi]'],,,,,,,,,,,,
11795474,NLM,MEDLINE,20020802,20190515,1355-8145 (Print) 1355-8145 (Linking),6,4,2001 Oct,Induction of stress response renders human tumor cell lines resistant to curcumin-mediated apoptosis: role of reactive oxygen intermediates.,368-76,"Curcumin, a well-known dietary pigment derived from Curcuma longa, has been shown to be a potent antiinflammatory, antioxidant, and anticarcinogenic compound. The present study was designed to investigate the cytotoxic potential of curcumin against a range of human tumor cell lines in an attempt to understand its mechanism of action, which may lead to its possible therapeutic applications. We have shown that different cancer cell lines differ in their sensitivity to curcumin. Cell lines established from malignancies like leukemia, breast, colon, hepatocellular, and ovarian carcinomas underwent apoptosis in the presence of curcumin, whereas cell lines from lung, kidney, prostate, cervix, CNS malignancies, and melanomas showed resistance to the cytotoxic effects of curcumin. Sensitivity of the cancer cell lines to curcumin correlated with the generation of superoxide radicals as determined by the reduction of ferricytochrome C. Curcumin-resistant tumor cell lines showed significantly higher production of Hsp70, thus mounting a stress response and protecting the cells from the apoptotic cell death. These observations yield clues toward understanding the regulation of the cell death machinery by the stress proteins. Interestingly, curcumin had no effect on nontransformed cell lines, which showed neither superoxide generation nor the induction of a stress response. These observations demonstrate that curcumin is an interesting molecule with varied actions, depending on the cell type.","['Khar, A', 'Ali, A M', 'Pardhasaradhi, B V', 'Varalakshmi, C H', 'Anjum, R', 'Kumari, A L']","['Khar A', 'Ali AM', 'Pardhasaradhi BV', 'Varalakshmi CH', 'Anjum R', 'Kumari AL']","['Centre for Cellular and Molecular Biology, Hyderabad, India. khar@ccmb.ap.nic.in']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Cell Stress Chaperones,Cell stress & chaperones,9610925,"['0 (Antineoplastic Agents)', '0 (HSP70 Heat-Shock Proteins)', '0 (Reactive Oxygen Species)', '0 (fas Receptor)', 'IT942ZTH98 (Curcumin)']",IM,,"['Animals', 'Antineoplastic Agents/*pharmacology', '*Apoptosis', 'Breast Neoplasms/metabolism/pathology', 'Cell Line', 'Colonic Neoplasms/metabolism/pathology', 'Curcumin/*pharmacology', 'Cytoprotection', 'Drug Resistance, Neoplasm', 'Female', 'Fibroblasts/drug effects/metabolism', 'HSP70 Heat-Shock Proteins/biosynthesis', 'Humans', 'Leukemia/metabolism/pathology', 'Liver Neoplasms/metabolism/pathology', 'Neoplasms/drug therapy/*metabolism', 'Ovarian Neoplasms/metabolism/pathology', 'Rats', 'Reactive Oxygen Species/*metabolism', 'Tumor Cells, Cultured', 'fas Receptor/metabolism']",2002/01/25 10:00,2002/08/03 10:01,['2002/01/25 10:00'],"['2002/01/25 10:00 [pubmed]', '2002/08/03 10:01 [medline]', '2002/01/25 10:00 [entrez]']",ppublish,Cell Stress Chaperones. 2001 Oct;6(4):368-76. doi: 10.1379/1466-1268(2001)006<0368:iosrrh>2.0.co;2.,,['10.1379/1466-1268(2001)006<0368:iosrrh>2.0.co;2 [doi]'],,,,,,,PMC434420,,,,,
11795283,NLM,MEDLINE,20020201,20190616,0077-8923 (Print) 0077-8923 (Linking),947,,2001 Dec,Regulation of LIF receptor expression in vascular smooth muscle.,323-8,"Previous studies in our laboratory have shown that the pleiotropic cytokine leukemia inhibitory factor (LIF) inhibits neointimal formation and the development and progression of atherosclerotic and restenotic lesions in a rabbit model of disease. The present study demonstrates an upregulation of both the LIF receptor (LIFR)-alpha subunit and the signal transducing subunit gp130 following endothelial denudation of the carotid artery by balloon catheter. Continuous infusion of LIF (30 microg/kg/day) resulted in the downregulation of LIFR-alpha in injured arteries in vivo. Similarly, smooth muscle cells in vitro treated with LIF exhibited a time-dependent reduction in LIFR-alpha protein expression and the subsequent reduction in transcription of the TIMP-1 gene. However, in the presence of an intact endothelium, LIFR-alpha was upregulated in response to LIF, and accordingly the downstream induction of iNOS expression was also increased. Thus, LIF exerts more potent antiatherogenic effects in the vasculature when the endothelium is intact.","['World, C J', 'Rolfe, B E', 'Campbell, J H']","['World CJ', 'Rolfe BE', 'Campbell JH']","['Centre for Research in Vascular Biology, University of Queensland, Brisbane, Australia.']",['eng'],['Journal Article'],United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,"['0 (Interleukin-6)', '0 (Leukemia Inhibitory Factor)', '0 (Molecular Chaperones)', '0 (Proteins)', '0 (Receptors, Cytokine)', '0 (Receptors, OSM-LIF)']",IM,,"['Animals', 'Cells, Cultured', 'Down-Regulation', '*Gene Expression Regulation', 'Interleukin-6', 'Leukemia Inhibitory Factor', 'Molecular Chaperones/*pharmacology', 'Muscle, Smooth, Vascular/*physiology', '*Proteins', 'Receptors, Cytokine/*genetics', 'Receptors, OSM-LIF', 'Signal Transduction', 'Up-Regulation']",2002/01/25 10:00,2002/02/02 10:01,['2002/01/25 10:00'],"['2002/01/25 10:00 [pubmed]', '2002/02/02 10:01 [medline]', '2002/01/25 10:00 [entrez]']",ppublish,Ann N Y Acad Sci. 2001 Dec;947:323-8. doi: 10.1111/j.1749-6632.2001.tb03956.x.,,['10.1111/j.1749-6632.2001.tb03956.x [doi]'],,,,,,,,,,,,
11795262,NLM,MEDLINE,20020201,20180728,0077-8923 (Print) 0077-8923 (Linking),947,,2001 Dec,A mediator of cell surface-specific plasmin generation.,143-55; discussion 155-6,"It has become increasingly evident that the generation of cell surface proteases including plasmin is fundamental to a wide variety of in vivo biological processes. Cell surface receptors allow for specific controlled proteolysis, provide protection from inhibitors, and enhance catalytic efficiency. Here we describe one such receptor, annexin II, which serves as a coreceptor for tissue plasminogen activator and plasminogen and is found on a wide variety of cell types including endothelial cells, some tumor cells, monocytes and macrophages, and neuronal cells. Evidence indicates that annexin II may be crucial to the efficient generation of cell surface plasmin, endothelial cell formation of new blood vessels, and maintenance of vascular patency. Additionally, it has been shown that annexin II expression in acute promyelocytic leukemia contributes to the bleeding diathesis seen in this disease and that inhibition of annexin II may be an important mechanism in the formation of atherosclerotic plaque. Furthermore, emerging evidence reveals the importance of annexin II on the surface of monocytes and macrophages, where it may contribute to the cells' ability to degrade extracellular matrix proteins and migrate to sites of injury or inflammation.","['Brownstein, C', 'Falcone, D J', 'Jacovina, A', 'Hajjar, K A']","['Brownstein C', 'Falcone DJ', 'Jacovina A', 'Hajjar KA']","['Department of Pediatrics, Weill Medical College of Cornell University, New York, New York 10021, USA.']",['eng'],['Journal Article'],United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,"['0 (Annexin A2)', '0 (Receptors, Cell Surface)', 'EC 3.4.21.68 (Tissue Plasminogen Activator)', 'EC 3.4.21.7 (Fibrinolysin)']",IM,,"['Animals', 'Annexin A2/*physiology', 'Arteriosclerosis/*genetics', 'Endothelium, Vascular/physiology', 'Fibrinolysin/*metabolism', 'Humans', 'Leukemia, Promyelocytic, Acute/genetics/physiopathology', 'Neurons/physiology', 'Receptors, Cell Surface/*physiology', 'Tissue Plasminogen Activator/genetics']",2002/01/25 10:00,2002/02/02 10:01,['2002/01/25 10:00'],"['2002/01/25 10:00 [pubmed]', '2002/02/02 10:01 [medline]', '2002/01/25 10:00 [entrez]']",ppublish,Ann N Y Acad Sci. 2001 Dec;947:143-55; discussion 155-6.,,,,,,,,,,,,,,
11795247,NLM,MEDLINE,20020213,20190503,0093-0415 (Print) 0093-0415 (Linking),176,1,2002 Jan,Skin nodules and back pain.,15-6,,"['Goorha, Salil', 'Lahey, Timothy']","['Goorha S', 'Lahey T']","['Department of Medicine, University of Utah Health Sciences Center, Salt Lake City, UT 84103, USA.']",['eng'],"['Case Reports', 'Journal Article']",United States,West J Med,The Western journal of medicine,0410504,,IM,,"['Humans', 'Male', 'Middle Aged', 'Polyradiculopathy/*etiology/physiopathology', 'Sarcoma, Myeloid/*complications/physiopathology']",2002/01/25 10:00,2002/02/14 10:01,['2002/01/25 10:00'],"['2002/01/25 10:00 [pubmed]', '2002/02/14 10:01 [medline]', '2002/01/25 10:00 [entrez]']",ppublish,West J Med. 2002 Jan;176(1):15-6. doi: 10.1136/ewjm.176.1.15.,,['10.1136/ewjm.176.1.15 [doi]'],,,,,,,PMC1071642,,,,,
11794950,NLM,MEDLINE,20020612,20190222,1079-2082 (Print) 1079-2082 (Linking),58,24,2001 Dec 15,Alemtuzumab.,2372-3,,,,,['eng'],['Journal Article'],England,Am J Health Syst Pharm,American journal of health-system pharmacy : AJHP : official journal of the American Society of Health-System Pharmacists,9503023,"['0 (Antibodies, Monoclonal)', '0 (Antibodies, Monoclonal, Humanized)', '0 (Antibodies, Neoplasm)', '0 (Antineoplastic Agents)', '3A189DH42V (Alemtuzumab)']",IM,,"['Alemtuzumab', 'Antibodies, Monoclonal/administration & dosage/adverse effects/economics/*therapeutic use', 'Antibodies, Monoclonal, Humanized', 'Antibodies, Neoplasm/administration & dosage/adverse effects/economics/*therapeutic use', 'Antineoplastic Agents/administration & dosage/adverse effects/economics/*therapeutic use', 'Contraindications', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*drug therapy/economics']",2002/01/25 10:00,2002/06/13 10:01,['2002/01/25 10:00'],"['2002/01/25 10:00 [pubmed]', '2002/06/13 10:01 [medline]', '2002/01/25 10:00 [entrez]']",ppublish,Am J Health Syst Pharm. 2001 Dec 15;58(24):2372-3. doi: 10.1093/ajhp/58.24.2372.,,['10.1093/ajhp/58.24.2372 [doi]'],,,,,,,,,,,,
11794802,NLM,MEDLINE,20020702,20131121,1525-7770 (Print) 1525-7770 (Linking),20,12,2001 Dec,Synthesis of halogen-substituted 3-deazaadenosine and 3-deazaguanosine analogues as potential antitumor/antiviral agents.,1975-2000,"Various 2-halogen-substituted analogues (38, 39, 43 and 44), 3-halogen-substituted analogues (51 and 52), and 2',3'-dihalogen-substituted analogues (57-60) of 3-deazaadenosine and 3-halogen-substituted analogues (61 and 62) of 3-deazaguanosine have been synthesized as potential anticancer and/or antiviral agents. Among these compounds, 3-deaza-3-bromoguanosine (62) showed significant cytotoxicity against L1210, P388, CCRF-CEM and B16F10 cell lines in vitro, producing IC50 values of 3, 7, 9 and 7 microM, respectively. Several 3-deazaadenosine analogues (38, 51, 57 and 59) showed moderate to weak activity against hepatitis B virus.","['Liu, M C', 'Luo, M Z', 'Mozdziesz, D E', 'Lin, T S', 'Dutschman, G E', 'Gullen, E A', 'Cheng, Y C', 'Sartorelli, A C']","['Liu MC', 'Luo MZ', 'Mozdziesz DE', 'Lin TS', 'Dutschman GE', 'Gullen EA', 'Cheng YC', 'Sartorelli AC']","['Department of Pharmacology and Developmental Therapeutics Progam, Cancer Center, Yale University School of Medicine, New Haven, Connecticut 06520-8066, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Nucleosides Nucleotides Nucleic Acids,"Nucleosides, nucleotides & nucleic acids",100892832,"['0 (3-deaza-3-bromoguanosine)', '0 (Antineoplastic Agents)', '0 (Antiviral Agents)', '0 (Halogens)', '12133JR80S (Guanosine)', '56039-11-3 (3-deazaguanosine)']",IM,,"['Animals', 'Antineoplastic Agents/*chemical synthesis/chemistry/*pharmacology', 'Antiviral Agents/*chemistry/*pharmacology', 'Biochemistry/methods', 'Drug Screening Assays, Antitumor', 'Guanosine/*analogs & derivatives/*chemical synthesis/chemistry/*pharmacology', 'HIV-1/drug effects', 'Halogens/chemistry', 'Hepatitis B virus/drug effects', 'Humans', 'Inhibitory Concentration 50', 'Leukemia L1210', 'Microbial Sensitivity Tests', 'Tumor Cells, Cultured']",2002/01/17 10:00,2002/07/03 10:01,['2002/01/17 10:00'],"['2002/01/17 10:00 [pubmed]', '2002/07/03 10:01 [medline]', '2002/01/17 10:00 [entrez]']",ppublish,Nucleosides Nucleotides Nucleic Acids. 2001 Dec;20(12):1975-2000. doi: 10.1081/NCN-100108327.,,['10.1081/NCN-100108327 [doi]'],,,,,,,,,,,,
11794709,NLM,MEDLINE,20020919,20191025,0925-5710 (Print) 0925-5710 (Linking),74,4,2001 Dec,Acute myeloid leukemia with t(11;19)(q23;p13) developing in an adult T-cell leukemia patient treated with combined chemotherapy including etoposide.,475-6,,"['Kanemura, N', 'Tsurumi, H', 'Hara, T', 'Yamada, T', 'Sawada, M', 'Naito, T', 'Moriwaki, H']","['Kanemura N', 'Tsurumi H', 'Hara T', 'Yamada T', 'Sawada M', 'Naito T', 'Moriwaki H']",,['eng'],"['Case Reports', 'Letter']",Japan,Int J Hematol,International journal of hematology,9111627,['6PLQ3CP4P3 (Etoposide)'],IM,,"['Acute Disease', 'Antineoplastic Combined Chemotherapy Protocols', 'Chromosomes, Human, Pair 11', 'Chromosomes, Human, Pair 19', 'Etoposide/administration & dosage/*adverse effects', 'Female', 'Humans', 'Leukemia, Myeloid/chemically induced/*etiology/genetics', 'Leukemia-Lymphoma, Adult T-Cell/*complications/drug therapy', 'Middle Aged', 'Neoplasms, Second Primary/chemically induced/etiology/genetics', 'Translocation, Genetic']",2002/01/17 10:00,2002/09/20 10:01,['2002/01/17 10:00'],"['2002/01/17 10:00 [pubmed]', '2002/09/20 10:01 [medline]', '2002/01/17 10:00 [entrez]']",ppublish,Int J Hematol. 2001 Dec;74(4):475-6. doi: 10.1007/BF02982097.,,['10.1007/BF02982097 [doi]'],,,,,,,,,,,,
11794708,NLM,MEDLINE,20020919,20191025,0925-5710 (Print) 0925-5710 (Linking),74,4,2001 Dec,Posttransplantation Epstein-Barr viral meningitis in a patient with chronic myelogenous leukemia.,473-4,,"['Kanamori, H', 'Fujisawa, S', 'Yamaji, S', 'Tanaka, M', 'Tomita, N', 'Fujimaki, K', 'Ishigatsubo, Y']","['Kanamori H', 'Fujisawa S', 'Yamaji S', 'Tanaka M', 'Tomita N', 'Fujimaki K', 'Ishigatsubo Y']",,['eng'],"['Case Reports', 'Letter']",Japan,Int J Hematol,International journal of hematology,9111627,"['0 (DNA, Viral)']",IM,,"['Adult', 'Bone Marrow Transplantation/adverse effects', 'DNA, Viral/cerebrospinal fluid', 'Epstein-Barr Virus Infections/diagnosis/etiology', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*complications/therapy', 'Male', 'Meningitis, Viral/diagnosis/*etiology', 'Polymerase Chain Reaction', 'Transplantation, Homologous/adverse effects']",2002/01/17 10:00,2002/09/20 10:01,['2002/01/17 10:00'],"['2002/01/17 10:00 [pubmed]', '2002/09/20 10:01 [medline]', '2002/01/17 10:00 [entrez]']",ppublish,Int J Hematol. 2001 Dec;74(4):473-4. doi: 10.1007/BF02982096.,,['10.1007/BF02982096 [doi]'],,,,,,,,,,,,
