PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,TT,RF,OID,OAB,OABL,OTO,OT,GN,SI,PS,FPS,CN
7019576,NLM,MEDLINE,19810915,20190725,0022-5193 (Print) 0022-5193 (Linking),86,4,1980 Oct 21,A new principle of specificity in anaerobic infections--mathematical model of mitosis-stimulated bacterial growth. The application of the tumor-tetanus phenomenon.,783-802,,"['Schmidt, W', 'Schneeweiss, U', 'Fabricius, E M']","['Schmidt W', 'Schneeweiss U', 'Fabricius EM']",['eng'],,['Journal Article'],England,J Theor Biol,Journal of theoretical biology,0376342,,IM,"['Anaerobiosis', 'Animals', 'Carcinoma, Ehrlich Tumor/microbiology', 'Cell Cycle', 'Cell Survival', 'Clostridium tetani/*growth & development/metabolism', 'Leukemia L1210/microbiology', 'Mice', 'Mitosis', '*Models, Biological', 'Neoplasms, Experimental/*microbiology', 'Oxygen Consumption', 'Spores, Bacterial']",1980/10/21 00:00,1980/10/21 00:01,['1980/10/21 00:00'],"['1980/10/21 00:00 [pubmed]', '1980/10/21 00:01 [medline]', '1980/10/21 00:00 [entrez]']","['0022-5193(80)90311-2 [pii]', '10.1016/0022-5193(80)90311-2 [doi]']",ppublish,J Theor Biol. 1980 Oct 21;86(4):783-802. doi: 10.1016/0022-5193(80)90311-2.,,,,,,,,,,,,,
7019575,NLM,MEDLINE,19810925,20071115,0275-3723 (Print) 0275-3723 (Linking),15,1,1981,Stimulatory activity of PHA-LCM for normal human hemopoietic progenitors and leukemic blast cell precursors: separation by isoelectric focusing.,41-8,"Medium conditioned by leukocytes in the presence of phytohemagglutinin (PHA-LCM) promotes growth of human hemopoietic progenitors (CFU-GEMM, BFU-E, CFU-C) and precursors of leukemic blast cells. PHA-LCM was separated by isoelectric focusing and each fraction tested with nonadherent cells of normal individuals as well as blast cells from two patients with acute myelogenous leukemia. Activity profiles for CFU-GEMM, BFU-E and CFU-C ranged form pH 5.0-6.5. The profile for activity stimulatory for leukemic blast cells was broader and ranged from pH 5.5-7.5. Although some overlap was observed, the main peaks of stimulatory activity for normally differentiating progenitors and precursors of leukemic blast cells were separable with respect to their isoelectric point.","['Fauser, A A', 'Messner, H A']","['Fauser AA', 'Messner HA']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Supramol Struct Cell Biochem,Journal of supramolecular structure and cellular biochemistry,8106911,['0 (Phytohemagglutinins)'],IM,"['Bone Marrow/physiopathology', 'Bone Marrow Transplantation', 'Cell Line', 'Hematopoiesis/*drug effects', 'Humans', 'Isoelectric Focusing', 'Leukemia/*physiopathology', 'Leukemia, Myeloid, Acute/physiopathology', 'Leukocytes/drug effects/*physiology', 'Phytohemagglutinins/*pharmacology', 'Transplantation, Homologous']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",['10.1002/jsscb.1981.380150105 [doi]'],ppublish,J Supramol Struct Cell Biochem. 1981;15(1):41-8. doi: 10.1002/jsscb.1981.380150105.,,,,,,,,,,,,,
7019494,NLM,MEDLINE,19810915,20110727,0047-1852 (Print) 0047-1852 (Linking),38,12,1980 Dec,"[Dic, thrombophlebitis--paraneoplastic syndromes---statistics and etiological mechanism].",4531-6,,"['Matsuki, K', 'Aoki, N']","['Matsuki K', 'Aoki N']",['jpn'],,"['Journal Article', 'Review']",Japan,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,0420546,['0 (Coagulants)'],IM,"['Adult', 'Coagulants/analysis', 'Disseminated Intravascular Coagulation/*etiology', 'Fibrinolysis', 'Humans', 'Leukemia/blood', 'Neoplasms/complications', 'Paraneoplastic Syndromes/*etiology', 'Thrombophlebitis/epidemiology/*etiology']",1980/12/01 00:00,1980/12/01 00:01,['1980/12/01 00:00'],"['1980/12/01 00:00 [pubmed]', '1980/12/01 00:01 [medline]', '1980/12/01 00:00 [entrez]']",,ppublish,Nihon Rinsho. 1980 Dec;38(12):4531-6.,,,30,,,,,,,,,,
7019161,NLM,MEDLINE,19810915,20190904,0018-2214 (Print) 0018-2214 (Linking),13,2,1981 Mar,Quantitative carbon-14 autoradiography at the cellular level: principles and application for cell kinetic studies.,161-71,"Amounts of radio-labelled substances as low as 10(-18) moles incorporated into individual cells can be measured by utilizing techniques of quantitative autoradiography. For this purpose, radioactive standard sources are processed with the labelled cells smeared to slides. Carbon-14 is a favourable isotope with regard to minimal loss of beta-disintegrations due to self-absorption, and to limited cross-fire effects complicating the attribution of silver grains to individual cells. Silver grain densities can be counted by automated microphotometry allowing on-line data processing by an interfaced computer. Rate measurements of 14C-thymidine incorporation into individual cells yield values of the DNA synthesis rate provided that the endogenous pathway of thymidine-phosphate formation has been previously blocked. From the rate values of individual cells the DNA synthesis time of a cell compartment is derived. This is an essential time parameter for the evaluation of kinetic events in proliferating cell populations. This method is applicable to human cells without radiation hazard to man, and provides an optimal source of detailed information on the kinetics of normal and diseased human haematopoiesis. Examples of application consist of thalassaemia, malaria infection, iron deficiency anaemia and acute myelogenous leukaemia.","['Dormer, P']",['Dormer P'],['eng'],,"['Journal Article', 'Review']",Netherlands,Histochem J,The Histochemical journal,0163161,"['0 (Carbon Radioisotopes)', '9007-49-2 (DNA)', 'VC2W18DGKR (Thymidine)']",IM,"['Animals', 'Autoradiography/*methods', '*Carbon Radioisotopes', 'Cricetinae', 'DNA/biosynthesis/blood', 'Erythroblasts/metabolism', 'Histocytochemistry/*methods', 'Humans', 'Kinetics', 'Leukemia, Lymphoid/blood', 'Mesocricetus', 'Mice', 'Thymidine/metabolism']",1981/03/01 00:00,1981/03/01 00:01,['1981/03/01 00:00'],"['1981/03/01 00:00 [pubmed]', '1981/03/01 00:01 [medline]', '1981/03/01 00:00 [entrez]']",['10.1007/BF01006877 [doi]'],ppublish,Histochem J. 1981 Mar;13(2):161-71. doi: 10.1007/BF01006877.,,,17,,,,,,,,,,
7019095,NLM,MEDLINE,19810915,20071114,0190-1575 (Print) 0190-1575 (Linking),4,,1981,Chromosomes as markers in human cancer.,311-36,,"['Sandberg, A A']",['Sandberg AA'],['eng'],['CA-14555/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Int Adv Surg Oncol,International advances in surgical oncology,7806861,['0 (Genetic Markers)'],IM,"['Chromosome Aberrations/genetics', 'Chromosome Banding', 'Chromosome Deletion', 'Chromosome Disorders', 'Chromosomes, Human, 1-3', 'Chromosomes, Human, 13-15', 'Chromosomes, Human, 21-22 and Y', 'Female', '*Genetic Markers', 'Humans', 'Karyotyping', 'Leukemia/complications', 'Male', 'Meningeal Neoplasms/genetics', 'Meningioma/genetics', 'Neoplasms/*genetics', 'Translocation, Genetic', 'Urogenital Neoplasms/genetics']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Int Adv Surg Oncol. 1981;4:311-36.,,,49,,,,,,,,,,
7019094,NLM,MEDLINE,19810915,20191210,0190-1575 (Print) 0190-1575 (Linking),4,,1981,Selective transfusion of blood components.,145-71,,"['McCredie, K B']",['McCredie KB'],['eng'],"['CA05831/CA/NCI NIH HHS/United States', 'CA19806/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Int Adv Surg Oncol,International advances in surgical oncology,7806861,,IM,"['Blood Cells/*transplantation', 'Blood Specimen Collection', '*Blood Transfusion', 'Bone Marrow Transplantation', 'Cell Separation/instrumentation', 'Centrifugation', 'Erythrocyte Transfusion', 'Filtration', 'Granulocytes/transplantation', 'Humans', 'Infections/therapy', 'Leukemia/therapy', 'Neoplasms/*therapy', 'Platelet Transfusion']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Int Adv Surg Oncol. 1981;4:145-71.,,,,,,,,,,,,,
7019021,NLM,MEDLINE,19810925,20061115,0017-6559 (Print) 0017-6559 (Linking),13,1-4,1980,The current status of platelet and granulocyte transfusions.,145-54,"During the past decade significant progress has been made in the preparation and use of platelet and granulocyte transfusions. The most important indication for platelet transfusion is the treatment of bleeding episodes in thrombocytopenic patients due to bone marrow aplasia, leukaemia, or chemotherapy of various malignancies. The clinical efficacy of granulocyte transfusions has been evaluated in several controlled clinical trials. The results indicate that granulocyte transfusions were most effective in patients who have severe bone marrow failure which did not improve during antibiotic therapy. ABO and HLA typing are carried out on donors and recipients. Due to the high polymorphism of the HLA system, it is, however, difficult to find a compatible donor-recipient pair.","['Seidl, S', 'Kilp, M']","['Seidl S', 'Kilp M']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",Netherlands,Haematologia (Budap),Haematologia,0130266,,IM,"['Anemia, Aplastic/complications', 'Blood Transfusion/*trends', 'Granulocytes/*transplantation', 'Humans', 'Leukemia/complications', 'Neoplasms/complications', '*Platelet Transfusion', 'Thrombocytopenia/complications/therapy']",1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",,ppublish,Haematologia (Budap). 1980;13(1-4):145-54.,,,22,,,,,,,,,,
7018977,NLM,MEDLINE,19810925,20180216,0012-2823 (Print) 0012-2823 (Linking),22,1,1981,Effect of leukemia and methotrexate on digestive enzymes in the jejunum of mice.,8-15,"A leukemic mouse model was employed to elucidate the separate effect of leukemia and cytotoxic drugs on the jejunal mucosa and its associated digestive enzymes. The mitotic activity, depth of the crypt and villus-crypt quotient were not significantly changed in leukemic mice in comparison to normal mice. The mitotic activity and the depth of the crypt 48 h after 20 mg methotrexate (MTX)/kg were significantly reduced (p less than 0.01) in leukemic mice. Sucrase (p less than 0.001) and maltase (p less than 0.025) activities in the jejunum from leukemic mice were significantly elevated in comparison with non-leukemic controls. In both non-leukemic and leukemic mice, the dose-response curves for MTX administration revealed a significant decrease and a nadir in sucrase (p less than 0.001) and maltase (p less than 0.0025) activities at the dosage of 20 mg/kg. Thus, in the mouse model, leukemia per se does not contribute to significant diminution in small intestinal function. In the small intestine, MTX appears to be responsible for a decrease in the mitotic activity of crypt cells, depth of the crypt and diminished sucrase and maltase activities.","['Branski, D', 'Lebenthal, E', 'Freeman, A I', 'Hatch, T F']","['Branski D', 'Lebenthal E', 'Freeman AI', 'Hatch TF']",['eng'],,['Journal Article'],Switzerland,Digestion,Digestion,0150472,"['EC 3.1.3.1 (Alkaline Phosphatase)', 'EC 3.2.1.- (Disaccharidases)', 'EC 3.2.1.20 (alpha-Glucosidases)', 'EC 3.2.1.48 (Sucrase)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Alkaline Phosphatase/metabolism', 'Animals', 'Disaccharidases/metabolism', 'Female', 'Jejunum/*enzymology/pathology', 'Leukemia L1210/drug therapy/*enzymology/pathology', 'Methotrexate/*therapeutic use', 'Mice', 'Sucrase/metabolism', 'alpha-Glucosidases/metabolism']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",['10.1159/000198589 [doi]'],ppublish,Digestion. 1981;22(1):8-15. doi: 10.1159/000198589.,,,,,,,,,,,,,
7018882,NLM,MEDLINE,19810915,20071115,0012-835X (Print) 0012-835X (Linking),58,3,1981 Mar,Management of adult acute myelogenous leukaemia.,215-25,,"['Mukiibi, J M']",['Mukiibi JM'],['eng'],,"['Journal Article', 'Review']",Kenya,East Afr Med J,East African medical journal,0372766,"['0 (Anti-Bacterial Agents)', '0 (Antineoplastic Agents)']",IM,"['Adult', 'Africa', 'Anti-Bacterial Agents/therapeutic use', 'Antineoplastic Agents/administration & dosage', 'Bacterial Infections/prevention & control', 'Bone Marrow Transplantation', 'Developing Countries', 'Drug Therapy, Combination', 'Humans', 'Leukemia, Myeloid, Acute/*therapy', 'Residence Characteristics', 'Socioeconomic Factors']",1981/03/01 00:00,1981/03/01 00:01,['1981/03/01 00:00'],"['1981/03/01 00:00 [pubmed]', '1981/03/01 00:01 [medline]', '1981/03/01 00:00 [entrez]']",,ppublish,East Afr Med J. 1981 Mar;58(3):215-25.,,,23,,,,,,,,,,
7018726,NLM,MEDLINE,19810915,20041117,0190-1206 (Print) 0190-1206 (Linking),4,2,1981,"MER immunotherapy and combination chemotherapy for advanced, recurrent Hodgkin's disease. Cancer and Leukemia Group B study.",99-105,"The effects of chemotherapy and chemoimmunotherapy in previously treated advanced Hodgkin's disease were evaluated in a randomized study of 167 patients by CALGB. Combination chemotherapy consisted of treatment with one of three regimens with further randomization of MER (methanol extraction residue BCG) immunotherapy or no MER during chemotherapy. CVPP (CCNU, vinblastine, procarbazine, prednisone) was compared to a new combination, BAVS (bleomycin, Adriamycin, vincristine, streptozotocin), and to a third regimen consisting of alternating cycles of CVPP and BAVS. At the current analysis there is no significant difference in complete responses among the chemotherapy regimens. MER did not improve complete response frequency and was associated with significantly poorer survival for patients previously treated with chemotherapy. There was also no benefit with MER for patients with at least one pretreatment positive skin test. Because of the documented lack of therapeutic benefit and the morbidity of painful ulcers, MER treatment has been discontinued.","['Vinciguerra, V', 'Coleman, M', 'Pajak, T F', 'Rafla, S', 'Stutzman, L', 'Gomez, G', 'Weil, M', 'Brunner, K', 'Cuttner, J', 'Nissen, N', 'Leventhal, B', 'Gottlieb, A']","['Vinciguerra V', 'Coleman M', 'Pajak TF', 'Rafla S', 'Stutzman L', 'Gomez G', 'Weil M', 'Brunner K', 'Cuttner J', 'Nissen N', 'Leventhal B', 'Gottlieb A']",['eng'],,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",United States,Cancer Clin Trials,Cancer clinical trials,7905482,"['0 (Antineoplastic Agents)', '0 (BCG Vaccine)', '0 (methanol extraction residue (MER) tubercle bacillus fraction)']",IM,"['Adult', 'Antineoplastic Agents/*therapeutic use', 'BCG Vaccine/*therapeutic use', 'Drug Therapy, Combination', 'Hodgkin Disease/drug therapy/*therapy', 'Humans', 'Immunotherapy', 'Male', 'Mycobacterium bovis', 'Recurrence']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Cancer Clin Trials. 1981;4(2):99-105.,,,,,,,,,,,,,
7018700,NLM,MEDLINE,19810925,20190720,0008-8749 (Print) 0008-8749 (Linking),61,2,1981 Jul 1,D-Mannose as a component of the macrophage surface receptor for macrophage-activating factor(MAF) in mice.,319-31,,"['Yamamoto, S', 'Tokunaga, T']","['Yamamoto S', 'Tokunaga T']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Cell Immunol,Cellular immunology,1246405,"['0 (Lymphokines)', '0 (Macrophage-Activating Factors)', '0 (Monosaccharides)', '0 (Receptors, Immunologic)', '11028-71-0 (Concanavalin A)', 'EC 3.2.1.- (Galactosidases)', 'EC 3.2.1.- (Mannosidases)', 'EC 3.4.21.4 (Trypsin)', 'PHA4727WTP (Mannose)']",IM,"['Adsorption', 'Animals', 'Cell Membrane/immunology', 'Cell Survival', 'Concanavalin A/pharmacology', 'Female', 'Galactosidases/pharmacology', 'Guinea Pigs', 'Leukemia, Experimental/immunology', 'Lymphokines/*immunology', 'Macrophage-Activating Factors', 'Macrophages/*immunology', 'Mannose/*pharmacology', 'Mannosidases/pharmacology', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Monosaccharides/pharmacology', '*Receptors, Immunologic', 'Trypsin/pharmacology']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']","['0008-8749(81)90380-4 [pii]', '10.1016/0008-8749(81)90380-4 [doi]']",ppublish,Cell Immunol. 1981 Jul 1;61(2):319-31. doi: 10.1016/0008-8749(81)90380-4.,,,,,,,,,,,,,
7018679,NLM,MEDLINE,19810925,20071115,0361-5960 (Print) 0361-5960 (Linking),65,7-8,1981 Jul-Aug,Efficacy of piperazinedione prior to bone marrow transplantation: studies in a rat model for human acute myelocytic leukemia.,575-82,"The efficacy and toxicity of piperazinedione were investigated in a Brown Norway rat model for acute myelocytic leukemia (BNML). Treatment was started at a stage which is comparable to a ""full-blown"" relapse in human patients. Early toxicity-induced deaths due to the very strong myelosuppressive effect of the drug could be prevented by bone marrow transplantation followed by repeated blood transfusions. However, with a total dose of 16 mg/kg (human dose, 85 mg/m2), death caused by GI tract and lung damage was inevitable. As judged by prolongation of survival, at the most of a 9-log cell-kill was achieved. No cures were obtained, since the total tumor load at the start of treatment was greater than 10(9) cells (about 5 X 10(9)). The possible presence of drug-resistant cells was not excluded. No significant differences in efficacy were found between daily ""push"" treatment and split daily doses using total doses of 10-12 mg/kg.","['Hagenbeek, A', 'Martens, A C']","['Hagenbeek A', 'Martens AC']",['eng'],,['Journal Article'],United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Antibiotics, Antineoplastic)', '0 (Piperazines)', '64474-15-3 (3,6-bis(5-chloro-2-piperidyl)-2,5-piperazinedione)']",IM,"['Animals', 'Antibiotics, Antineoplastic/*therapeutic use/toxicity', '*Bone Marrow Transplantation', 'Drug Administration Schedule', 'Erythrocyte Count', 'Injections, Intravenous', 'Leukemia, Experimental/therapy', 'Leukemia, Myeloid, Acute/mortality/*therapy', 'Leukocyte Count', 'Piperazines/*therapeutic use/toxicity', 'Platelet Count', 'Rats', 'Rats, Inbred Strains', 'Reticulocytes']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1981 Jul-Aug;65(7-8):575-82.,,,,,,,,,,,,,
7018672,NLM,MEDLINE,19810925,20071115,0008-5472 (Print) 0008-5472 (Linking),41,7,1981 Jul,Clinical utility of initial terminal deoxynucleotidyl transferase determinations in childhood acute leukemias.,2877-81,"Terminal deoxynucleotidyl transferase (TDT) activity was measured in bone marrow lymphoblasts obtained at diagnosis from 168 consecutive patients with childhood acute leukemia. Absolute concentrations of TDT were increased (greater than or equal to 20 units/10(8) blasts) in samples from 98 of 112 assessable patients with acute lymphocyte leukemia (ALL). The values ranged from less than 1 to 1502 units/10(8) blasts with a median of 90 units contrasted with less than 1 to 219 units (median, 2.6 units) in studies of children without leukemia. Results of an immunofluorescence assay were in good agreement with enzymatic detection of the polymerase. Among 115 patients with adequate marrow smears, 105 had TDT-positive blasts. By contrast, in most children with acute myelogenous leukemia, TDT activity was either undetectable or less than 10 units/10(8) blasts. Although the highest levels of TDT were found in blasts with the common ALL phenotype, quantitative determinations were not significantly related to the major immunological subtypes of ALL or to morphological features or periodic acid-Schiff reactivity of the lymphoblasts. The probability that a newly diagnosed case of leukemia would be ALL was 90% if TDT levels were greater than 20 units/10(8) blasts. We conclude that absolute concentrations of TDT, as determined in this study, are of little value in identifying subclasses of ALL. The immunofluorescence assay, which is much less expensive and easier to perform than the enzyme assay, should prove useful for confirming the diagnosis of ALL and for detecting extramedullary sites of leukemic infiltration.","['Kalwinsky, D K', 'Weatherred, W H', 'Dahl, G V', 'Bowman, W P', 'Melvin, S L', 'Coleman, M S', 'Bollum, F J']","['Kalwinsky DK', 'Weatherred WH', 'Dahl GV', 'Bowman WP', 'Melvin SL', 'Coleman MS', 'Bollum FJ']",['eng'],"['CA 20180/CA/NCI NIH HHS/United States', 'CA 26391/CA/NCI NIH HHS/United States']","['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['EC 2.7.7.- (DNA Nucleotidyltransferases)', 'EC 2.7.7.31 (DNA Nucleotidylexotransferase)']",IM,"['Acute Disease', 'Bone Marrow/*enzymology', 'Child', '*Clinical Enzyme Tests', 'DNA Nucleotidylexotransferase/*metabolism', 'DNA Nucleotidyltransferases/*metabolism', 'Fluorescent Antibody Technique', 'Humans', 'Leukemia/*classification', 'Leukemia, Lymphoid/diagnosis', 'Leukemia, Myeloid, Acute/diagnosis', 'Phenotype', 'Probability']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",,ppublish,Cancer Res. 1981 Jul;41(7):2877-81.,,,,,,,,,,,,,
7018668,NLM,MEDLINE,19810925,20131121,0008-5472 (Print) 0008-5472 (Linking),41,7,1981 Jul,Adoptive therapy of established syngeneic leukemia by cells primarily sensitized in vitro.,2658-63,"The aim of the current studies was to determine whether cells primarily sensitized in vitro are effective in adoptive therapy of established tumors. Spleen cells from normal BALB/c mice were cultured for 5 days at variable responder:stimulator ratios with an X-irradiated syngeneic Moloney virus-induced leukemia (LSTRA), denoted as BALB/c.(LSTRA)x, or with X-irradiated normal BALB/c spleen cells, denoted as BALB/c. (BALB/C)x, and tested for ability to eradicate an established lethal inoculum of LSTRA in adaptive chemoimmunotherapy. BALB/c mice inoculated with 2 X 10(3) LSTRA i.p. on Day 0 were treated on Day 5 with cyclophosphamide (180 mg/kg) plus 1 X 10(7) cultured cells. Treatment with cyclophosphamide alone cured only 3% of mice. As an adjunct to cyclophosphamide, therapy with BALB/c.(BALB/c)x cultured at responder:stimulator ratios of 8:1, 32:1, and 128:1 cured 29%, 37%, and 33% of mice, respectively; and BALB/c.(LSTRA)x cultured at the same responder:stimulator ratios cured 54, 83, and 29% of mice, respectively. Furthermore, the therapeutic efficacy of BALB/c.(LSTRA)x was abrogated by treatment with anti-Thy 1.2 + complement. Thus, culture of normal lymphoid cells with tumor at optimal responder:stimulator ratios substantially enhanced their ability to eradicate established tumor, and the enhanced therapeutic efficacy was mediated by a T-cell generated during culture. The specificity of primary in vitro sensitization in generating cells effective in the therapy of established tumors was confirmed by treating BALB/CH-2d X C57BL/6H-2b F1 (hereafter called B6F1) mice bearing either LSTRAH-2d or an antigenically distinct chemically induced leukemia, EL-4(G-)H-2b, with CB6F1 spleen cells sensitized in vitro to either of the parental tumors.","['Cheever, M A', 'Greenberg, P D', 'Fefer, A']","['Cheever MA', 'Greenberg PD', 'Fefer A']",['eng'],"['CA 10777/CA/NCI NIH HHS/United States', 'N01-CB-84247/CB/NCI NIH HHS/United States']","['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,['8N3DW7272P (Cyclophosphamide)'],IM,"['Animals', 'Cell Survival', 'Cells, Cultured', 'Cyclophosphamide/therapeutic use', 'Cytological Techniques', 'Immunization, Passive', 'Immunologic Techniques', 'Leukemia, Experimental/immunology/pathology/*therapy', 'Lymphocytes/immunology', 'Mice', 'Mice, Inbred BALB C', 'Neoplasm Transplantation', 'Neoplastic Cells, Circulating', 'Spleen/radiation effects/transplantation', 'Transplantation, Isogeneic']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",,ppublish,Cancer Res. 1981 Jul;41(7):2658-63.,,,,,,,,,,,,,
7018622,NLM,MEDLINE,19810925,20210216,0006-4971 (Print) 0006-4971 (Linking),58,2,1981 Aug,Isolation of transplantable erythroleukemia cells from mice infected with helper-independent Friend murine leukemia virus.,244-54,"The Friend virus complex contains a helper-independent retrovirus, F-MuLV, and a replication-defective retrovirus, SFFV. Murine erythroleukemia cell lines (MEL) have been isolated previously from the leukemic tissues of mice infected with such stocks of Friend virus complex. Since our laboratory has shown that either F-MuLV or SFFV can induce a lethal erythroproliferative disease, it has been unclear which of the properties of conventional MEL cells were causally related to the infection of these cells by F-MuLV and which properties were related to the infection of these cells by SFFV. In this article, we have focused on the helper-independent component of the Friend virus complex, F-MuLV clone 57, which has recently been purified by molecular cloning. We report a method for the reproducible isolation of a new type of murine erythroleukemia cell that can be isolate from mice infected with F-MuLV clone 57. We have designated these cells as 57 TP-1, indicating their origin from mice infected with F-MuLV clone 57 and their characteristics as transplantable erythroleukemia cells. Upon subcutaneous, intraperitoneal, or intravenous inoculation of these cells, 57 TP-1 cells grow in the hematopoietic organs of the recipient mice. No subcutaneous or intraperitoneal nodules occur. Both F-MuLV and a Friend MCF virus can be detected in these cells, but no evidence to SFFV can be found.","['Oliff, A', 'Ruscetti, S', 'Douglass, E C', 'Scolnick, E']","['Oliff A', 'Ruscetti S', 'Douglass EC', 'Scolnick E']",['eng'],,['Journal Article'],United States,Blood,Blood,7603509,,IM,"['Animals', 'Blood Transfusion', 'Bone Marrow Transplantation', 'Cell Separation', 'Erythroblasts/transplantation', 'Friend murine leukemia virus', 'Goats', 'Leukemia, Erythroblastic, Acute/*complications/pathology', 'Leukemia, Experimental/*complications', 'Mice', 'Neoplasm Transplantation', 'Spleen/transplantation']",1981/08/01 00:00,1981/08/01 00:01,['1981/08/01 00:00'],"['1981/08/01 00:00 [pubmed]', '1981/08/01 00:01 [medline]', '1981/08/01 00:00 [entrez]']",['S0006-4971(20)63014-2 [pii]'],ppublish,Blood. 1981 Aug;58(2):244-54.,,,,,,,,,,,,,
