PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,TT,PMC,PS,FPS,CN,CIN,OID,OAB,OABL,OTO,OT,GN,RIN,SI
6345289,NLM,MEDLINE,19830811,20191023,0171-7111 (Print) 0171-7111 (Linking),28,,1983,Studies on the in vitro microenvironment in man.,351-4,"In a preliminary manner, the data presented here characterize some features of MSC and their progenitors. The progenitors, at least in chronic myelogenous leukemia, are derived from the neoplastic pluripotent stem cell that also differentiates along lymphoid and myeloid pathways. In addition, we have demonstrated that the precursor for MSC is lacking both the Ia and CALLA determinants. Several antigenic and functional characteristics of the mature stromal cell population have also been identified. Stromal cells express CALLA, synthesize types I, III, and IV collagen, and may express factor VIII associated antigen. It is of interest that fibroblasts do not express factor VIII associated antigen, do not synthesize type IV collagen in measurable quantities, but do express CALLA [9]. Endothelial cells express factor VIII associated antigen, synthesize type IV collagen, but are not CALLA positive. Thus, MSC have some features in common with fibroblasts and others with endothelial cells. The unique characteristics of MSC are that they are transplantable and are derived from a common progenitor with other hematopoietic cells. These features clearly distinguish this cell population from fibroblasts, which are neither transplantable nor derived from the neoplastic clone in CML.","['Singer, J W', 'Keating, A']","['Singer JW', 'Keating A']",['eng'],"['CA 16448/CA/NCI NIH HHS/United States', 'CA 18029/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,"['0 (Antigens, Neoplasm)']",IM,"['Anemia, Aplastic/*physiopathology/therapy', 'Antigens, Neoplasm/analysis', 'Bone Marrow/physiopathology', 'Bone Marrow Transplantation', 'Hematopoietic Stem Cells/physiology', 'Humans', 'Leukemia/*physiopathology/therapy', 'Leukemia, Lymphoid/immunology', 'Leukemia, Myeloid/physiopathology']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_67 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:351-4. doi: 10.1007/978-3-642-68761-7_67.,,,,,,,,,,,,,,,
6345288,NLM,MEDLINE,19830811,20191023,0171-7111 (Print) 0171-7111 (Linking),28,,1983,Short-term therapy for acute myelogenous leukaemia in younger patients.,30-5,,"['Lister, T A', 'Rohatiner, A Z', 'Slevin, M L', 'Dhaliwal, H S', 'Bell, R', 'Henry, G', 'Thomas, H', 'Amess, J']","['Lister TA', 'Rohatiner AZ', 'Slevin ML', 'Dhaliwal HS', 'Bell R', 'Henry G', 'Thomas H', 'Amess J']",['eng'],,"['Clinical Trial', 'Journal Article']",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,['0 (Antineoplastic Agents)'],IM,"['Adolescent', 'Adult', 'Antineoplastic Agents/*therapeutic use', '*Bone Marrow Transplantation', 'Clinical Trials as Topic', 'Drug Administration Schedule', 'Drug Therapy, Combination', 'Female', 'Follow-Up Studies', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy/*therapy', 'Male', 'Middle Aged']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_6 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:30-5. doi: 10.1007/978-3-642-68761-7_6.,,,,,,,,,,,,,,,
6345287,NLM,MEDLINE,19830811,20191023,0171-7111 (Print) 0171-7111 (Linking),28,,1983,In vitro treatment with monoclonal antibody prior to autologous bone marrow transplantation in acute lymphoblastic leukemia.,117-23,,"['Ritz, J', 'Sallan, S E', 'Bast, R C Jr', 'Lipton, J M', 'Nathan, D G', 'Schlossman, S F']","['Ritz J', 'Sallan SE', 'Bast RC Jr', 'Lipton JM', 'Nathan DG', 'Schlossman SF']",['eng'],"['CA 18862/CA/NCI NIH HHS/United States', 'CA 24369/CA/NCI NIH HHS/United States', 'CA 28740/CA/NCI NIH HHS/United States']","['Clinical Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,"['0 (Antibodies, Monoclonal)', '9007-36-7 (Complement System Proteins)']",IM,"['Adolescent', '*Antibodies, Monoclonal', 'Bone Marrow/immunology', '*Bone Marrow Transplantation', 'Child', 'Child, Preschool', 'Clinical Trials as Topic', 'Complement System Proteins/immunology', 'Humans', '*Immunotherapy', 'Leukemia, Lymphoid/immunology/*therapy', 'Male', 'Transplantation, Autologous']",1983/01/01 00:00,2001/03/28 10:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_26 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:117-23. doi: 10.1007/978-3-642-68761-7_26.,,,,,,,,,,,,,,,
6345286,NLM,MEDLINE,19830811,20211203,0171-7111 (Print) 0171-7111 (Linking),28,,1983,Bone marrow transplantation in leukemia.,11-5,"Marrow grafting is now an established treatment for patients under the age of 50 with acute leukemia and a suitable marrow donor. For all patients who have relapsed at least once, marrow grafting offers the possibility of cure of approximately 20%-30% of these patients, which cannot be achieved by any other regimen yet reported. Although still somewhat controversial, it appears that marrow grafting is also the treatment of choice for younger patients with ANL in first remission since approximately 50%-60% of these patients can be cured. The problems associated with marrow grafting are largely those of failure to eradicate the malignant disease and of transplantation immunobiology. Progess is being made on solving these problems, and the ever-increasing number of marrow transplant centers involved in the study of these problems promises rapid progress in this field.","['Thomas, E D']",['Thomas ED'],['eng'],,['Journal Article'],Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,"['0 (Antibodies, Monoclonal)', '0 (Cyclosporins)', '0 (HLA Antigens)']",IM,"['Antibodies, Monoclonal', '*Bone Marrow Transplantation', 'Cyclosporins/therapeutic use', 'Graft vs Host Reaction', 'HLA Antigens/immunology', 'Humans', 'Immunosuppression Therapy', 'Leukemia/immunology/*therapy', 'T-Lymphocytes/immunology', 'Transplantation, Homologous']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_2 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:11-5. doi: 10.1007/978-3-642-68761-7_2.,,,,,,,,,,,,,,,
6345253,NLM,MEDLINE,19830826,20141003,0016-450X (Print) 0016-450X (Linking),74,2,1983 Apr,Enzyme-linked immunosorbent assay of antibodies to adult T-cell leukemia-associated antigens.,185-7,"An enzyme-linked immunosorbent assay method was developed for the detection of antibodies to adult T-cell leukemia-associated antigens (ATLA). This new method, which is simpler than the currently used indirect immunofluorescence technique, should be useful for mass screening of anti-ATLA antibodies.","['Taguchi, H', 'Sawada, T', 'Fujishita, M', 'Morimoto, T', 'Niiya, K', 'Miyoshi, I']","['Taguchi H', 'Sawada T', 'Fujishita M', 'Morimoto T', 'Niiya K', 'Miyoshi I']",['eng'],,['Journal Article'],Japan,Gan,Gan,0151745,"['0 (Antibodies, Neoplasm)', '0 (Antigens, Neoplasm)']",IM,"['Antibodies, Neoplasm/*analysis', 'Antigens, Neoplasm/immunology', 'Enzyme-Linked Immunosorbent Assay/*methods', 'Humans', '*Immunoenzyme Techniques', 'Leukemia/*immunology', '*T-Lymphocytes']",1983/04/01 00:00,1983/04/01 00:01,['1983/04/01 00:00'],"['1983/04/01 00:00 [pubmed]', '1983/04/01 00:01 [medline]', '1983/04/01 00:00 [entrez]']",,ppublish,Gan. 1983 Apr;74(2):185-7.,,,,,,,,,,,,,,,
6345018,NLM,MEDLINE,19830826,20190829,0344-5704 (Print) 0344-5704 (Linking),10,3,1983,"Vindesine, prednisone, and daunomycin in acute lymphoblastic leukemia in relapse.",224-6,"Patients with resistant or recurrent acute lymphoblastic leukemia were treated with vindesine 3 mg/m2/IV weekly X 4, daunomycin 25 mg/m2/IV weekly X 4, and prednisone 40 mg/m2/PO daily X 28. Seventeen (44%) of 38 evaluable patients achieved complete remission. Fifty-one percent of 31 patients in first relapse achieved complete remission, while only one of five in second or third relapse and neither of two resistant to first induction achieved complete remission. The major toxicity was hematologic. The median duration of complete remission was only 6 weeks and median survival from start of the study, 3 months, with 22% patients remaining alive at 10 months. We conclude that the vindesine, prednisone, and daunomycin combination is no more effective than vincristine, prednisone, and daunomycin in achieving remission of relapsed acute lymphoblastic leukemia patients, and is more toxic than the latter regimen.","['Garay, G', 'Milone, J', 'Dibar, E', 'Pavlovsky, S', 'Kvicala, R', 'Sackmann Muriel, F', 'Montres Varela, D', 'Eppinger-Helft, M']","['Garay G', 'Milone J', 'Dibar E', 'Pavlovsky S', 'Kvicala R', 'Sackmann Muriel F', 'Montres Varela D', 'Eppinger-Helft M']",['eng'],,"['Clinical Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Cancer Chemother Pharmacol,Cancer chemotherapy and pharmacology,7806519,"['0 (Antineoplastic Agents)', '5V9KLZ54CY (Vinblastine)', 'RSA8KO39WH (Vindesine)', 'VB0R961HZT (Prednisone)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Adolescent', 'Adult', 'Anemia/chemically induced', 'Antineoplastic Agents/*administration & dosage/adverse effects', 'Child', 'Child, Preschool', 'Clinical Trials as Topic', 'Daunorubicin/*administration & dosage/adverse effects', 'Drug Therapy, Combination', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukopenia/chemically induced', 'Prednisone/*administration & dosage/adverse effects', 'Prognosis', 'Recurrence', 'Vinblastine/administration & dosage/adverse effects/*analogs & derivatives', 'Vindesine']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/BF00255770 [doi]'],ppublish,Cancer Chemother Pharmacol. 1983;10(3):224-6. doi: 10.1007/BF00255770.,,,,,,,,,,,,,,,
6344988,NLM,MEDLINE,19830826,20111117,0008-5472 (Print) 0008-5472 (Linking),43,8,1983 Aug,Production of growth-inhibitory activity in serum-free medium by human monocytic leukemia cells.,3668-73,"Serum-free medium conditioned by activated cells of the acute monocytic leukemia line, THP-1, was examined for growth-inhibitory activity with several established human cell lines. Free-floating clusters of THP-1 cells were activated into adherent nonproliferating cells by a 24-hr exposure to 10(-7) M mezerein in Roswell Park Memorial Institute 1640 medium containing 1% fetal bovine serum. Adherent cells were incubated for an additional 24 hr in serum-free medium containing insulin (5 micrograms/ml). Dose-response studies revealed that a cervical carcinoma (HeLa), a melanoma (A375Ag5), and several mammary carcinoma cell lines (MCF-7, BT474, MDA-MB415, and T47D) were growth inhibited by this conditioned medium. We concluded, from the results of thymidine release assays and from experiments on reversibility, that inhibition was a cytostatic and not a cytolytic response. In contrast, THP-1 conditioned medium stimulated the growth of two mammary lines (ZR75-1 and HBL-100), a lung type II carcinoma (549), and a colon adenocarcinoma (SW48). Preliminary characterization showed that the inhibitory activity was stable to acid and urea treatment but was destroyed by trypsin and sodium dodecyl sulfate. Molecular sieve chromatography of acetic acid-extracted material separated the inhibitory and stimulatory components.","['Gaffney, E V', 'Tsai, S C', ""Dell'Aquila, M L"", 'Lingenfelter, S E']","['Gaffney EV', 'Tsai SC', ""Dell'Aquila ML"", 'Lingenfelter SE']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Culture Media)', '0 (Diterpenes)', '0 (Growth Inhibitors)', '0 (Insulin)', '0 (Lipopolysaccharides)', '0 (Phorbol Esters)', '0 (Terpenes)', '34807-41-5 (mezerein)']",IM,"['Animals', 'Cell Division/drug effects', 'Cell Line', 'Culture Media', '*Diterpenes', 'Drug Synergism', 'Growth Inhibitors/*analysis/pharmacology', 'Humans', 'Insulin/pharmacology', 'Leukemia, Myeloid/*analysis', 'Lipopolysaccharides/pharmacology', 'Mammary Neoplasms, Experimental/pathology', 'Phorbol Esters/pharmacology', '*Terpenes']",1983/08/01 00:00,1983/08/01 00:01,['1983/08/01 00:00'],"['1983/08/01 00:00 [pubmed]', '1983/08/01 00:01 [medline]', '1983/08/01 00:00 [entrez]']",,ppublish,Cancer Res. 1983 Aug;43(8):3668-73.,,,,,,,,,,,,,,,
6344977,NLM,MEDLINE,19830811,20190620,0008-543X (Print) 0008-543X (Linking),52,2,1983 Jul 15,Intensification therapy for acute nonlymphoblastic leukemia in adults.,198-205,"Thirty-nine adults with acute nonlymphoblastic leukemia (ANL) in complete remission (CR) for six months were considered for intensification therapy. All patients had received a high dose chemotherapeutic remission-induction regimen consisting of daunorubicin, cytosine arabinoside, 6-thioguanine, prednisone, and vincristine, followed by one consolidation course of the same drugs at reduced doses and then monthly maintenance course of low-dose chemotherapy. The intensification therapy consisted of the same intensive chemotherapy regimen utilized for remission induction in place of the sixth and 12th monthly courses of postremission induction chemotherapy. Twenty-three of the 39 patients received intensification therapy, whereas 16 patients refused or were not offered such therapy for medical reasons and, therefore, received only monthly therapy. The median remission duration of the 23 patients who received intensification therapy was 157 weeks, and 9 remain in continuous first remission at 176-285 weeks. The remission duration of the 16 patients who did not receive intensification therapy was 73 weeks (P = 0.03). Kaplan-Meier estimates of remission duration and survival from time of remission computed by including the patients who either relapsed or received bone marrow transplantation before the time of intensification (6 months) revealed a median remission duration and survival of 100 and 172 weeks for patients receiving intensification compared to 37 and 72 weeks, respectively, for patients not receiving intensification therapy. Since results in patients not receiving intensification therapy are consistent with our previous results in patients receiving the same induction and consolidation regimens without intensification, this nonrandomized study suggests that intensification therapy prolongs remission duration and survival in adults with ANL.","['Glucksberg, H', 'Cheever, M A', 'Farewell, V T', 'Fefer, A', 'Thomas, E D']","['Glucksberg H', 'Cheever MA', 'Farewell VT', 'Fefer A', 'Thomas ED']",['eng'],"['CA 09319/CA/NCI NIH HHS/United States', 'CA 15704/CA/NCI NIH HHS/United States', 'CA 18029/CA/NCI NIH HHS/United States', 'etc.']","['Clinical Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer,Cancer,0374236,['0 (Antineoplastic Agents)'],IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Antineoplastic Agents/*administration & dosage/adverse effects', 'Clinical Trials as Topic', 'Drug Administration Schedule', 'Drug Therapy, Combination', 'Humans', 'Leukemia/*drug therapy', 'Leukocyte Count', 'Middle Aged', 'Platelet Count', 'Prognosis']",1983/07/15 00:00,1983/07/15 00:01,['1983/07/15 00:00'],"['1983/07/15 00:00 [pubmed]', '1983/07/15 00:01 [medline]', '1983/07/15 00:00 [entrez]']",['10.1002/1097-0142(19830715)52:2<198::aid-cncr2820520203>3.0.co;2-a [doi]'],ppublish,Cancer. 1983 Jul 15;52(2):198-205. doi: 10.1002/1097-0142(19830715)52:2<198::aid-cncr2820520203>3.0.co;2-a.,,,,,,,,,,,,,,,
6344937,NLM,MEDLINE,19830811,20190904,0006-5242 (Print) 0006-5242 (Linking),47,1,1983 Jul,Establishment of an etiologic relationship between the human T-cell leukemia/lymphoma virus (HTLV) and adult T-cell leukemia.,1-12,,"['Robert-Guroff, M', 'Gallo, R C']","['Robert-Guroff M', 'Gallo RC']",['eng'],,"['Journal Article', 'Review']",Germany,Blut,Blut,0173401,"['0 (Antibodies, Viral)', '0 (Antigens, Viral)']",IM,"['Adult', 'Antibodies, Viral/analysis', 'Antigens, Viral/analysis', 'Humans', 'Japan', 'Leukemia/epidemiology/*microbiology', 'Lymphocyte Activation', 'Lymphoma/*microbiology', 'Retroviridae/immunology/*isolation & purification', 'T-Lymphocytes', 'West Indies']",1983/07/01 00:00,1983/07/01 00:01,['1983/07/01 00:00'],"['1983/07/01 00:00 [pubmed]', '1983/07/01 00:01 [medline]', '1983/07/01 00:00 [entrez]']",['10.1007/BF00321045 [doi]'],ppublish,Blut. 1983 Jul;47(1):1-12. doi: 10.1007/BF00321045.,47,,,,,,,,,,,,,,
6344936,NLM,MEDLINE,19830826,20041117,0340-4684 (Print) 0340-4684 (Linking),9,1,1983,Remissions after exchange transfusions in acute leukemia. On the possible antileukemic properties of normal blood. Historical notes and recent reflections.,75-82,,"['Bessis, M', 'Bernard, J']","['Bessis M', 'Bernard J']",['eng'],,"['Historical Article', 'Journal Article']",United States,Blood Cells,Blood cells,7513567,,IM,"['Acute Disease', 'Adult', 'Child', 'Exchange Transfusion, Whole Blood/*history', 'Female', 'France', 'History, 20th Century', 'Humans', 'Leukemia/*therapy', 'Male']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",,ppublish,Blood Cells. 1983;9(1):75-82.,,,,,,,,,,,,,,,
6344935,NLM,MEDLINE,19830826,20151119,0340-4684 (Print) 0340-4684 (Linking),9,1,1983,Methods for evaluating response to treatment in adult acute leukemia.,5-20,"The criteria for evaluating response to treatment for patients with adult acute leukemia are objective, quantitative, and effective. The first objective of treatment is to achieve a complete clinical and hematological remission, since in the absence of such response the disease has a rapidly progressive and inevitably fatal outcome. Logistic regression analysis and the generation of models for predicting the probability of response for each patient have proven to be extremely useful techniques for evaluating new candidates for front-line treatment in acute leukemia. In prospective tests, such modeling procedures have proven to predict accurately for response. It is evident that this methodology will be highly effective for selecting treatment for individual patients and for detecting improved treatments for patients who respond poorly to conventional treatment. For patients who achieve complete remission, the duration of that remission can also be evaluated by logistic regression analysis. Variables which predict for duration of remission have proven to be different from those variables which predict for probability of response. In addition, variables which predict for prolonged remission--that is, beyond 2 and 3 years--have proven to be different from variables which predict for relapse in the first year of remission. Therefore, the models which estimate risk of relapse per unit of time at risk should prove most valuable for evaluating not only the choice of treatments to be used during remission, but the duration of treatment and the strategy of treatment, that is, whether intensive treatment or low-dose intermittent treatment should be chosen. Finally, the demonstration that a significant fraction of the patients in complete remission will have long term disease-free and treatment-free survival makes the identification of such patients even more important. Evaluation of innovative higher-risk strategies for treatment of the patient in remission should be offered primarily to patients who have a low probability of having already been cured with conventional treatment. Thus, the rapid evolution of effective treatment for adult acute leukemia over the last 15 years has necessitated the development of more precise and more effective methods for evaluating the effects of those treatments on patients with this disease.","['Freireich, E J']",['Freireich EJ'],['eng'],,"['Journal Article', 'Review']",United States,Blood Cells,Blood cells,7513567,"['0 (Antineoplastic Agents)', '0 (Glycopeptides)', '0 (Peptide Fragments)', '0 (pro-opiomelanocortin amino-terminal glycopeptide)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '66796-54-1 (Pro-Opiomelanocortin)', '80168379AG (Doxorubicin)', 'VB0R961HZT (Prednisone)', 'ADOAP protocol']",IM,"['Acute Disease', 'Adult', '*Aging', 'Antineoplastic Agents/administration & dosage', '*Antineoplastic Combined Chemotherapy Protocols', 'Bone Marrow Transplantation', 'Clinical Trials as Topic/*methods', 'Cytarabine/administration & dosage', 'Doxorubicin/administration & dosage', 'Drug Therapy, Combination', 'Glycopeptides/administration & dosage', 'Humans', 'Leukemia/*drug therapy/therapy', '*Models, Biological', '*Peptide Fragments', 'Prednisone/administration & dosage', '*Pro-Opiomelanocortin', 'Prognosis', 'Prospective Studies', 'Regression Analysis', 'Vincristine/administration & dosage']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",,ppublish,Blood Cells. 1983;9(1):5-20.,7,,,,,,,,,,,,,,
6344934,NLM,MEDLINE,19830826,20071115,0340-4684 (Print) 0340-4684 (Linking),9,1,1983,Quantitative cytology in leukemia research.,35-55,"A study was undertaken to determine the usefulness of flow cytometric analysis of bone marrow cells as an objective means for diagnosis, classification and prognosis in patients with leukemia. Abnormal DNA content as a marker of neoplastic disease was found in only 15% of 264 adult patients with acute leukemia (13% in AML, 26% in ALL/AUL). Alternative means of tumor cell detection in heterogeneous marrow samples include determination of nucleolar antigen density and double-stranded RNA content. Phenotypic characterization of leukemia subtypes can be afforded by RNA content analysis of acridine orange-stained cells, demonstrating significantly higher mean RNA content values in AML, compared to ALL/AUL. Cytokinetic parameters amenable to flow cytometric analysis include measurements of cell cycle compartment distribution by DNA content, of cycle traverse rate by BUdR-induced modification of fluorescence intensity of DNA specific dyes and of growth fraction employing the method of in situ DNA denaturation and subsequent acridine orange staining. Determination of cell cycle distribution and RNA content pretreatment and serially during remission induction in 82 patients demonstrated a significantly lower pretreatment biopsy S phase proportion in responding patients with AML compared to individuals failing treatment whereas an opposite trend was noted in patients with ALL/AUL. While of no prognostic impact pretreatment, serial determinations of the RNA content during the first chemotherapy induction course revealed significant differences between responding and failing patients with AML. Also, patients attaining remission demonstrated a rise in marrow biopsy S phase compartment size by day 10 to 14 of treatment, thus, predicting remission during marrow hypoplasia. We conclude that quantitative cytologic examination of marrow cells from patients with acute leukemia provides useful diagnostic and prognostic information that should aid in the stratification of patients with poor prognosis to receive new agents.","['Barlogie, B', 'Maddox, A M', 'Johnston, D A', 'Raber, M N', 'Drewinko, B', 'Keating, M J', 'Freireich, E J']","['Barlogie B', 'Maddox AM', 'Johnston DA', 'Raber MN', 'Drewinko B', 'Keating MJ', 'Freireich EJ']",['eng'],"['CA11520/CA/NCI NIH HHS/United States', 'CA28153/CA/NCI NIH HHS/United States', 'CA28771/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Blood Cells,Blood cells,7513567,"['0 (Antineoplastic Agents)', '9007-49-2 (DNA)']",IM,"['Adult', 'Antineoplastic Agents/adverse effects/metabolism', 'Cell Cycle', 'Cell Transformation, Neoplastic/drug effects/*pathology', 'DNA/analysis', 'Female', 'Flow Cytometry/*methods', 'Humans', 'Karyotyping', 'Kinetics', 'Leukemia/*blood/diagnosis/drug therapy', 'Leukemia, Lymphoid/diagnosis/genetics', 'Leukemia, Myeloid, Acute/diagnosis/genetics', 'Middle Aged', 'Phenotype', 'Prognosis']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",,ppublish,Blood Cells. 1983;9(1):35-55.,58,,,,,,,,,,,,,,
6344933,NLM,MEDLINE,19830826,20151119,0340-4684 (Print) 0340-4684 (Linking),9,1,1983,Are there unexploited possibilities for the therapeutic use of radioactive and stable isotopically labeled DNA precursors and extracorporeal irradiation of the blood in treatment of leukemia?,107-23,The radiobiology of tritium and iodine-125 is reviewed. The killing of cells and apparent beneficial effect of tritiated thymidine in human leukemia are described. The reasons for considering the use of tritiated thymidine and/or 125I deoxyuridine to attack leukemic cells in sanctuaries are discussed. Photon activation therapy as a method to improve effectiveness of extracorporeal irradiation of the blood is presented showing that one can in principle substantially increase the radiation dose to the leukemic cells and reduce the dose to red cells in transit through the irradiator.,"['Cronkite, E P', 'Fairchild, R G', 'Miller, M E']","['Cronkite EP', 'Fairchild RG', 'Miller ME']",['eng'],,"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", 'Review']",United States,Blood Cells,Blood cells,7513567,"['10028-17-8 (Tritium)', '9007-49-2 (DNA)', 'LGP81V5245 (Idoxuridine)', 'VC2W18DGKR (Thymidine)']",IM,"['Acute Disease', 'Animals', 'Brain Neoplasms/radiotherapy', 'Cell Transformation, Neoplastic/radiation effects', 'Chemical Fractionation', 'DNA/*metabolism', 'Dose-Response Relationship, Radiation', 'Hematopoietic Stem Cells/radiation effects', 'Humans', 'Idoxuridine/*administration & dosage/blood/metabolism', 'Leukemia/*radiotherapy', 'Lymphoma/radiotherapy', 'Mice', 'Plasmacytoma/radiotherapy', 'Radiation Tolerance', 'Thymidine/*administration & dosage/blood/metabolism', 'Tritium']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",,ppublish,Blood Cells. 1983;9(1):107-23.,45,,,,,,,,,,,,,,
6344914,NLM,MEDLINE,19830811,20190704,0007-1048 (Print) 0007-1048 (Linking),54,3,1983 Jul,"Randomized trial of splenectomy in Ph1-positive chronic granulocytic leukaemia, including an analysis of prognostic features.",415-30,"Between September 1972 and March 1979, 169 patients suffering from Ph1-positive chronic granulocytic leukaemia (CGL) were entered into a randomized trial designed to discover whether early elective splenectomy would defer the onset of transformation and so prolong survival and whether the quality of life following transformation was improved. In contrast with the findings in the non-randomized comparison which led to this trial, no benefit of splenectomy was found in either respect. Four features recorded at presentation were found to be strongly related to prognosis; namely, spleen size, haemoglobin concentration, leucocyte count, and clinical grade. As a result of the high degree of correlation between these features, however, information on more than one allowed a prediction of prognosis that was only marginally better than that achieved by just one. Comparison with another large series illustrates the difficulty of discovering generally applicable 'staging' systems. Furthermore the prognostic features which have emerged in several large series have not been entirely consistent. On balance, for the majority of patients with no specially extreme other features, spleen size is probably as reliable an indicator of prognosis as any other feature or combination of features.",,,['eng'],,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",England,Br J Haematol,British journal of haematology,0372544,,IM,"['Adult', 'Aged', '*Chromosomes, Human, 21-22 and Y', 'Clinical Trials as Topic', 'Female', 'Humans', 'Leukemia, Myeloid/genetics/mortality/*therapy', 'Male', 'Middle Aged', 'Prognosis', 'Quality of Life', 'Random Allocation', '*Splenectomy', 'Time Factors']",1983/07/01 00:00,1983/07/01 00:01,['1983/07/01 00:00'],"['1983/07/01 00:00 [pubmed]', '1983/07/01 00:01 [medline]', '1983/07/01 00:00 [entrez]']",['10.1111/j.1365-2141.1983.tb02116.x [doi]'],ppublish,Br J Haematol. 1983 Jul;54(3):415-30. doi: 10.1111/j.1365-2141.1983.tb02116.x.,,,,,,,,,,,,,,,
