PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,TT,AID,PMC,CON,GR,CIN,CN,EIN,DEP,CI,MID,OID,SI,LID
11122833,NLM,MEDLINE,20010705,20191104,1523-3790 (Print) 1523-3790 (Linking),2,2,2000 Mar,Molecular biology of leukemia.,123-31,"Identification and characterization of leukemia-related chromosomal translocations have had significant impact on all aspects of the management of acute leukemia, including its diagnosis, assignment of prognosis, and development of an appropriate treatment plan. Several genes are recurrent targets of chromosomal abnormalities, suggesting that they play a key role in leukemogenesis. Significant progress has been made to define potentially unifying molecular mechanisms of leukemic transformation. Hopefully, these findings will provide the basis for molecularly targeted therapies for leukemia.","['Jakubowiak, A', 'Cammenga, J', 'Sokolic, R', 'Alvarez, S', 'Jackson, G', 'Hedvat, C', 'Nimer, S D']","['Jakubowiak A', 'Cammenga J', 'Sokolic R', 'Alvarez S', 'Jackson G', 'Hedvat C', 'Nimer SD']","['Department of Medicine, Division of Hematologic Oncology, Memorial Sloan-Kettering Cancer Center, 1275 York Avenue, New York, NY 10021, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Curr Oncol Rep,Current oncology reports,100888967,,IM,"['Female', '*Genetic Testing/methods', 'Humans', 'Leukemia/*genetics', 'Male', 'Molecular Biology', 'Sensitivity and Specificity']",63,2000/12/21 11:00,2001/07/06 10:01,['2000/12/21 11:00'],"['2000/12/21 11:00 [pubmed]', '2001/07/06 10:01 [medline]', '2000/12/21 11:00 [entrez]']",ppublish,Curr Oncol Rep. 2000 Mar;2(2):123-31. doi: 10.1007/s11912-000-0083-z.,,['10.1007/s11912-000-0083-z [doi]'],,,"['R01 43075/PHS HHS/United States', 'R01 52208/PHS HHS/United States']",,,,,,,,,
11122832,NLM,MEDLINE,20010705,20191104,1523-3790 (Print) 1523-3790 (Linking),2,2,2000 Mar,Antibody immunotherapy for leukemia.,114-22,Monoclonal antibodies have become an important modality for cancer therapy. Genetically engineered chimeric and humanized antibodies have demonstrated activity against both overt leukemia and minimal residual disease. High-dose radioimmunotherapy can potentially allow intensification of antileukemic therapy before bone marrow transplantation yet minimize radiation exposure to normal organs. Targeted alpha particle therapy offers the possibility of selective tumor cell kill while sparing surrounding normal cells. Antibody-drug conjugates and immunotoxins have produced complete remissions in leukemia.,"['Jurcic, J G']",['Jurcic JG'],"['Leukemia Service, Department of Medicine, Memorial Sloan-Kettering Cancer Center and the Weill Medical College of Cornell University, 1275 York Avenue, New York, NY 10021, USA. jurcicj@mskcc.org.']",['eng'],"['Journal Article', 'Review']",United States,Curr Oncol Rep,Current oncology reports,100888967,"['0 (Antibodies, Monoclonal)']",IM,"['Antibodies, Monoclonal/*administration & dosage', 'Female', 'Humans', 'Immunotherapy/*methods', 'Leukemia, Lymphoid/mortality/*therapy', 'Leukemia, Myeloid/mortality/*therapy', 'Male', 'Prognosis', 'Randomized Controlled Trials as Topic', 'Survival Analysis', 'Treatment Outcome']",34,2000/12/21 11:00,2001/07/06 10:01,['2000/12/21 11:00'],"['2000/12/21 11:00 [pubmed]', '2001/07/06 10:01 [medline]', '2000/12/21 11:00 [entrez]']",ppublish,Curr Oncol Rep. 2000 Mar;2(2):114-22. doi: 10.1007/s11912-000-0082-0.,,['10.1007/s11912-000-0082-0 [doi]'],,,,,,,,,,,,
11122831,NLM,MEDLINE,20010705,20191104,1523-3790 (Print) 1523-3790 (Linking),2,2,2000 Mar,"Old, new drugs and new, new drugs for the new millennium.",112-3,,"['Scheinberg, D A']",['Scheinberg DA'],"['Leukemia Service and Hematopoietic Cancer Immunochemistry Laboratory, Memorial Sloan-Kettering Cancer Center, 1275 York Avenue, New York, NY 10021, USA. d-scheinberg@ski.mskcc.org']",['eng'],"['Journal Article', 'Review']",United States,Curr Oncol Rep,Current oncology reports,100888967,"['0 (Antineoplastic Agents)', '0 (Arsenicals)', '0 (Benzamides)', '0 (Oxides)', '0 (Piperazines)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)', 'S7V92P67HO (Arsenic Trioxide)']",IM,"['Antineoplastic Agents/pharmacology/*therapeutic use', 'Arsenic Trioxide', 'Arsenicals/*therapeutic use', 'Benzamides', 'Clinical Trials as Topic', 'Female', 'Forecasting', 'Humans', 'Imatinib Mesylate', 'Leukemia, Promyelocytic, Acute/*drug therapy', 'Male', 'Oxides/*therapeutic use', 'Piperazines/*therapeutic use', 'Prognosis', 'Pyrimidines/*therapeutic use', 'Sensitivity and Specificity', 'Treatment Outcome']",11,2000/12/21 11:00,2001/07/06 10:01,['2000/12/21 11:00'],"['2000/12/21 11:00 [pubmed]', '2001/07/06 10:01 [medline]', '2000/12/21 11:00 [entrez]']",ppublish,Curr Oncol Rep. 2000 Mar;2(2):112-3. doi: 10.1007/s11912-000-0081-1.,,['10.1007/s11912-000-0081-1 [doi]'],,,,,,,,,,,,
11122274,NLM,MEDLINE,20010125,20190921,0141-9854 (Print) 0141-9854 (Linking),22,5,2000 Oct,Acute myeloid leukaemia with giant granules: association with t(10; 11)(p13; q14) and disseminated intravascular coagulation.,303-5,"A 16-year-old Chinese girl presented with AML-M5a. A bone marrow examination showed that the myeloblasts which were overwhelming the marrow contained giant granules (pseudo-Chediak-Higashi anomaly). Her karyotype showed a rare translocation t(10; 11)(p13; q14). Molecular delineation of the translocation breakpoints was not possible. Nonetheless, this case further demonstrates the morphological and phenotypic heterogeneity of acute leukaemia with this translocation. In this girl it was associated with disseminated intravascular coagulation.","['Ma, S K', 'Yip, S F', 'Wan, T S', 'Shek, T W', 'Ching, L M', 'Yeung, Y M']","['Ma SK', 'Yip SF', 'Wan TS', 'Shek TW', 'Ching LM', 'Yeung YM']","['Department of Pathology, The University of Hong Kong, Queen Mary Hospital, Hong Kong. eskma@hkucc.hku.hk']",['eng'],"['Case Reports', 'Journal Article']",England,Clin Lab Haematol,Clinical and laboratory haematology,7907061,,IM,"['Adolescent', 'Bone Marrow Cells/metabolism/pathology/ultrastructure', 'Chromosomes, Human, Pair 10/genetics', 'Chromosomes, Human, Pair 11/genetics', 'Cytoplasmic Granules/*pathology/ultrastructure', 'Disseminated Intravascular Coagulation/pathology', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Monocytic, Acute/genetics/*pathology', 'Microscopy, Electron', 'Translocation, Genetic']",,2000/12/21 11:00,2001/02/28 10:01,['2000/12/21 11:00'],"['2000/12/21 11:00 [pubmed]', '2001/02/28 10:01 [medline]', '2000/12/21 11:00 [entrez]']",ppublish,Clin Lab Haematol. 2000 Oct;22(5):303-5. doi: 10.1046/j.1365-2257.2000.00329.x.,,"['clh329 [pii]', '10.1046/j.1365-2257.2000.00329.x [doi]']",,,,,,,,,,,,
11122266,NLM,MEDLINE,20010125,20190921,0141-9854 (Print) 0141-9854 (Linking),22,5,2000 Oct,Detection of T cell receptor delta gene rearrangements in childhood B and T lineage acute lymphoblastic leukaemia by southern blot and PCR: technical comparison of two methods of analysis.,263-9,"Molecular analysis of antigen receptor genes (Ig and TCR) has been useful for clonal studies in acute lymphoblastic leukaemia (ALL) patients. Rearrangements of these genes can be used to track the persistence of the leukaemic clone during the therapy. The purpose of our study was to analyse the percentage and the pattern of the rearrangements at the TCR D locus in a series of ALL patients, comparing the results obtained by Southern blot and PCR. Genomic DNA was extracted from mononuclear BM cells of 40 paediatric ALL cases, digested with different restriction enzymes and hybridized to TCRDJ1 probe to study the TCR delta locus. Amplification of the rearranged TCR delta genes was performed by PCR to define the gene segments involved. The junctional region was deduced from the sequence to obtain patient-specific primers. Among the 31 B lineage ALL samples, one or two TCR delta alleles proved to be rearranged in 53% of cases. Two different types of rearrangements were chiefly detected: Vdelta2Ddelta3 and Ddelta2Ddelta3. In T-ALL patients, the predominant rearrangement involved the Vdelta1 and the Jdelta1 gene segments.","['Valetto, A', 'Di Martino, D', 'Scuderi, F', 'Lanza, T', 'Lanciotti, M', 'Bottini, F', 'Dini, G']","['Valetto A', 'Di Martino D', 'Scuderi F', 'Lanza T', 'Lanciotti M', 'Bottini F', 'Dini G']","[""Division of Paediatric Hematology, G. Gaslini Children's Research Hospital, Genoa, Italy. emolab@yahoo.com""]",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Clin Lab Haematol,Clinical and laboratory haematology,7907061,"['0 (DNA, Neoplasm)', '0 (Receptors, Antigen, T-Cell, gamma-delta)']",IM,"['Adolescent', 'Alleles', 'Base Sequence', 'Blotting, Southern', 'Child', 'Child, Preschool', 'DNA, Neoplasm/chemistry/genetics', 'Female', 'Gene Rearrangement, delta-Chain T-Cell Antigen Receptor/*genetics', 'Humans', 'Immunophenotyping', 'Infant', 'Leukemia-Lymphoma, Adult T-Cell/*genetics/immunology', 'Male', 'Molecular Sequence Data', 'Polymerase Chain Reaction', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics/immunology', 'Receptors, Antigen, T-Cell, gamma-delta/genetics', 'Sequence Analysis, DNA']",,2000/12/21 11:00,2001/02/28 10:01,['2000/12/21 11:00'],"['2000/12/21 11:00 [pubmed]', '2001/02/28 10:01 [medline]', '2000/12/21 11:00 [entrez]']",ppublish,Clin Lab Haematol. 2000 Oct;22(5):263-9. doi: 10.1046/j.1365-2257.2000.00317.x.,,"['clh317 [pii]', '10.1046/j.1365-2257.2000.00317.x [doi]']",,,,,,,,,,,,
11122218,NLM,MEDLINE,20010215,20190831,0954-7894 (Print) 0954-7894 (Linking),30,12,2000 Dec,A moderate and unspecific release of cysteinyl leukotrienes by aspirin from peripheral blood leucocytes precludes its value for aspirin sensitivity testing in asthma.,1785-91,"Aspirin-induced asthma (AIA) is a clinical syndrome related to cysteinyl leukotriene overproduction in airways. The confirmation of the diagnosis requires inconvenient provocation tests with acetyl salicylic acid (ASA). A study was performed to evaluate whether measurement in vitro of cysteinyl leukotrienes (cys-LTs) release by isolated peripheral blood leucocytes, stimulated with ASA, can be of use for diagnosis of AIA. A cellular allergen stimulation test, CAST, was adapted to measure leukotriene release from leucocytes of 32 aspirin-tolerant and 26 aspirin-intolerant asthmatics. The cells were stimulated with Lys-ASA, N-formyl-methionyl-leucyl-phenylalanine (fMLP), or both fMLP and Lys-ASA, in a buffer containing IL-3, and results compared with human leukaemia cell line (Hl-60) response to Lys-ASA. Cys-LTs were measured in cell supernatant fluids by ELISA. ASA had a rather week stimulatory effect on cys-LTs release in both groups of patients. Contrary to some previous studies, no significant differences were found between cys-LTs release by leucocytes from AIA and ATA, or by differentiated Hl-60 cells. Measurement of cysteinyl-leukotriene release by peripheral blood leucocytes pre-treated with aspirin has no value for diagnosis of AIA.","['Pierzchalska, M', 'Mastalerz, L', 'Sanak, M', 'Zazula, M', 'Szczeklik, A']","['Pierzchalska M', 'Mastalerz L', 'Sanak M', 'Zazula M', 'Szczeklik A']","['Department of Medicine, Jagiellonian University Medical School, Cracow, Poland.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Clin Exp Allergy,Clinical and experimental allergy : journal of the British Society for Allergy and Clinical Immunology,8906443,"['0 (Leukotrienes)', '59880-97-6 (N-Formylmethionine Leucyl-Phenylalanine)', 'R16CO5Y76E (Aspirin)']",IM,"['Adult', 'Aspirin/*adverse effects/pharmacology', 'Asthma/blood/*chemically induced', 'Cells, Cultured', 'Enzyme-Linked Immunosorbent Assay', 'Female', 'HL-60 Cells/drug effects/metabolism', 'Humans', 'Leukocytes/drug effects/metabolism', 'Leukotrienes/*analysis', 'Male', 'N-Formylmethionine Leucyl-Phenylalanine/pharmacology']",,2000/12/21 11:00,2001/03/03 10:01,['2000/12/21 11:00'],"['2000/12/21 11:00 [pubmed]', '2001/03/03 10:01 [medline]', '2000/12/21 11:00 [entrez]']",ppublish,Clin Exp Allergy. 2000 Dec;30(12):1785-91. doi: 10.1046/j.1365-2222.2000.00953.x.,,"['cea953 [pii]', '10.1046/j.1365-2222.2000.00953.x [doi]']",,,,,,,,,,,,
11122168,NLM,MEDLINE,20010215,20071115,0007-1048 (Print) 0007-1048 (Linking),111,3,2000 Dec,Formation of the Northern UK Leukaemia Consortium.,989-90,,"['Proctor, S J']",['Proctor SJ'],,['eng'],['Letter'],England,Br J Haematol,British journal of haematology,0372544,,IM,"['Acute Disease', 'Adolescent', 'Adult', '*Cytogenetic Analysis', '*Data Collection', 'England', 'Humans', 'Leukemia/*epidemiology', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/epidemiology', 'Scotland', 'Tissue Preservation']",,2000/12/21 11:00,2001/03/03 10:01,['2000/12/21 11:00'],"['2000/12/21 11:00 [pubmed]', '2001/03/03 10:01 [medline]', '2000/12/21 11:00 [entrez]']",ppublish,Br J Haematol. 2000 Dec;111(3):989-90.,,['bjh2393-5 [pii]'],,,,,,,,,,,,
11122150,NLM,MEDLINE,20010215,20151119,0007-1048 (Print) 0007-1048 (Linking),111,3,2000 Dec,Vincristine-induced apoptosis in vivo in peripheral blood mononuclear cells of children with acute lymphoblastic leukaemia (ALL).,875-8,"We conducted a study to demonstrate vincristine-induced apoptosis in vivo in peripheral blood mononuclear cells of children with newly diagnosed acute lymphoblastic leukaemia (ALL). In five children, apoptosis was detected by terminal deoxynucleotide transferase-mediated dUTP-digoxigenin nick-end labelling (TUNEL) assay in blood samples collected during an up-front window study of vincristine monotherapy. In one patient, we found a striking increase of apoptotic cells from 2% (SEM 0.6) before to 40.7% (SEM 2.9) 3 h after vincristine injection. In the other patients, the maximum increase ranged from 0.8% to 4.3%. Wilcoxon matched pairs analysis of all patients confirmed that vincristine induces apoptosis in vivo in peripheral blood mononuclear cells in childhood ALL (P = 0.043).","['Groninger, E', 'de Graaf , S S', 'Meeuwsen-de Boer , G J', 'Sluiter, W J', 'Poppema, S']","['Groninger E', 'de Graaf SS', 'Meeuwsen-de Boer GJ', 'Sluiter WJ', 'Poppema S']","['Department of Paediatrics, University Hospital Groningen, Groningen, The Netherlands. e.groninger@bkk.azg.nl']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,"['0 (Antineoplastic Agents, Phytogenic)', '5J49Q6B70F (Vincristine)']",IM,"['Antineoplastic Agents, Phytogenic/*therapeutic use', 'Apoptosis/*drug effects', 'Child', 'Child, Preschool', 'Humans', 'In Situ Nick-End Labeling/methods', 'Infant', 'Jurkat Cells', 'Leukemia-Lymphoma, Adult T-Cell/drug therapy/immunology', 'Leukocytes, Mononuclear/*drug effects', 'Poisson Distribution', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/immunology', 'Statistics, Nonparametric', 'Vincristine/*therapeutic use']",,2000/12/21 11:00,2001/03/03 10:01,['2000/12/21 11:00'],"['2000/12/21 11:00 [pubmed]', '2001/03/03 10:01 [medline]', '2000/12/21 11:00 [entrez]']",ppublish,Br J Haematol. 2000 Dec;111(3):875-8.,,['bjh2420 [pii]'],,,,,,,,,,,,
11122149,NLM,MEDLINE,20010215,20041117,0007-1048 (Print) 0007-1048 (Linking),111,3,2000 Dec,Oncogene mutation and prognosis in the myelodysplastic syndromes.,873-4,"In a series of myelodysplastic syndrome patients, mutational status (particularly RAS mutation) was found to be prognostic for survival, independently of four previously reported scoring systems (Bournemouth, Sanz, Lille, International).","['Padua, R A', 'West, R R']","['Padua RA', 'West RR']","['University of Wales College of Medicine, Heath Park, Cardiff, UK.']",['eng'],['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,,IM,"['Age Factors', 'Anemia, Refractory/genetics', 'Anemia, Refractory, with Excess of Blasts/genetics', 'Anemia, Sideroblastic/genetics', 'Genes, p53', '*Genes, ras', 'Humans', 'Leukemia, Myelomonocytic, Chronic/genetics', 'Mutation', 'Myelodysplastic Syndromes/diagnosis/*genetics/mortality', 'Predictive Value of Tests', 'Prognosis', 'Proportional Hazards Models']",,2000/12/21 11:00,2001/03/03 10:01,['2000/12/21 11:00'],"['2000/12/21 11:00 [pubmed]', '2001/03/03 10:01 [medline]', '2000/12/21 11:00 [entrez]']",ppublish,Br J Haematol. 2000 Dec;111(3):873-4.,,['bjh2472 [pii]'],,,,,,,,,,,,
11122148,NLM,MEDLINE,20010215,20171116,0007-1048 (Print) 0007-1048 (Linking),111,3,2000 Dec,Neutrophil-specific reduction in the expression of granulocyte--macrophage colony-stimulating factor receptor subunits in myelodysplastic syndromes.,863-72,"The proliferative and differentiative response of neutrophils to granulocyte-macrophage colony-stimulating factor (GM-CSF) is known to be impaired in patients with myelodysplastic syndromes (MDS). To investigate the mechanisms of the defective response in MDS, we examined expression levels of GM-CSF receptor alpha (GMR alpha) and common beta (beta c) subunits on CD16(+) neutrophils, CD14(+) monocytes and CD3(+) T cells from 26 MDS patients and 10 healthy controls using flow cytometry. Expression of GMR alpha was significantly decreased on the neutrophils of five out of 26 patients and was not specific for any FAB subtype. In contrast, beta c expression on neutrophils was significantly reduced in 14 out of 26 patients with a higher proportion occurring in the advanced stages of MDS including refractory anaemia with excess of blasts (RAEB), RAEB in transformation (RAEBt) and overt leukaemia compared with refractory anaemia (RA)/RA with ringed sideroblasts (RARS) or healthy controls. Decreased beta c also correlated with the degree of hypogranular neutrophil morphology and increased infection. Expression of both subunits on T cells and monocytes in MDS was similar to normal controls. Polymerase chain reaction amplification of reverse-transcribed mRNA isolated from the affected neutrophils suggests that the reduction of beta c may result from decreased message levels. The observed reduction in GM-CSF receptor expression could account for the impaired proliferative and maturational responses in MDS.","['Shikama, Y', 'Shichishima, T', 'Ohto, H', 'Jubinsky, P T', 'Maruyama, Y']","['Shikama Y', 'Shichishima T', 'Ohto H', 'Jubinsky PT', 'Maruyama Y']","['Division of Blood Transfusion and Transplantation Immunology, First Department of Internal Medicine, Fukushima Medical University, Fukushima, Japan.']",['eng'],['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,"['0 (CD3 Complex)', '0 (Lipopolysaccharide Receptors)', '0 (Protein Isoforms)', '0 (Receptors, Granulocyte-Macrophage Colony-Stimulating Factor)', '0 (Receptors, IgG)']",IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Anemia, Refractory/metabolism', 'Anemia, Refractory, with Excess of Blasts/metabolism', 'Anemia, Sideroblastic/metabolism', 'CD3 Complex/immunology', 'Case-Control Studies', 'Cell Differentiation', 'Cell Division', 'Female', 'Flow Cytometry', 'Humans', 'Leukemia/metabolism', 'Leukemia, Myelomonocytic, Chronic/metabolism', 'Lipopolysaccharide Receptors/immunology', 'Male', 'Middle Aged', 'Monocytes/immunology/metabolism', 'Myelodysplastic Syndromes/genetics/*metabolism', 'Neutrophils/immunology/*metabolism', 'Protein Isoforms/metabolism', 'Receptors, Granulocyte-Macrophage Colony-Stimulating Factor/*metabolism', 'Receptors, IgG/immunology', 'Reverse Transcriptase Polymerase Chain Reaction', 'Statistics, Nonparametric', 'T-Lymphocytes/immunology/metabolism']",,2000/12/21 11:00,2001/03/03 10:01,['2000/12/21 11:00'],"['2000/12/21 11:00 [pubmed]', '2001/03/03 10:01 [medline]', '2000/12/21 11:00 [entrez]']",ppublish,Br J Haematol. 2000 Dec;111(3):863-72.,,['bjh2398 [pii]'],,,,,,,,,,,,
11122145,NLM,MEDLINE,20010215,20061115,0007-1048 (Print) 0007-1048 (Linking),111,3,2000 Dec,Expression and production of interleukin 10 in human myeloma cell lines.,835-42,"Recent investigations of the cytokine network surrounding myeloma cells have disclosed the importance of gp130-related cytokines including interleukin (IL)-6 for myeloma cell survival and proliferation, identification of IL-10 as a growth factor for myeloma cells, the close relationship between IL-10 and the receptors for gp130-related cytokines, and the growth enhancement effect of IL-11 and IL-7 on myeloma cells. In this study, IL-10 production was observed in three out of seven human myeloma cell lines examined and five (including three producing lines) out of 10 lines exhibited mRNA expression of IL-10. The IL-10 mRNA expression was also enhanced in approximately one third of primary specimens, whereas the IL-10 receptor (R) expression was not changed compared with that of normal component marrow controls. However, reverse transcription-polymerase chain reaction (RT-PCR) assay of various cytokines and their receptors showed no particular association with IL-10-producing myeloma lines compared with non-producing lines. Supplementing exogenous IL-10 or neutralization of the IL-10 signal by anti-IL-10 monoclonal antibody (mAb) in a culture conditions did not significantly affect myeloma cell growth regardless of expression of IL-10 or its receptor (IL-10R). However, supplement of anti-IL-10 mAb caused upregulation of certain genes such as IL-11, leukaemia inhibitory factor receptor (LIFR) and syndecan-1 in IL-10R-expressing cell lines. These findings indicate that the cytokine network surrounding myeloma cells is complicated and variable. In addition, IL-10 may modify this network and the cellular biological properties of myeloma cells rather than cell proliferation.","['Otsuki, T', 'Yamada, O', 'Yata, K', 'Sakaguchi, H', 'Kurebayashi, J', 'Yawata, Y', 'Ueki, A']","['Otsuki T', 'Yamada O', 'Yata K', 'Sakaguchi H', 'Kurebayashi J', 'Yawata Y', 'Ueki A']","['Department of Hygiene, Kawasaki Medical School, Kurashiki, Okayama, Japan. takemi@med.kawasaki-m.ac.jp']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,"['0 (Actins)', '0 (Antibodies, Monoclonal)', '0 (Antigens, CD)', '0 (Cytokines)', '0 (IL6ST protein, human)', '0 (Interleukin-11)', '0 (LIFR protein, human)', '0 (Leukemia Inhibitory Factor Receptor alpha Subunit)', '0 (Membrane Glycoproteins)', '0 (Proteoglycans)', '0 (RNA, Messenger)', '0 (Receptors, Cytokine)', '0 (Receptors, Interleukin)', '0 (Receptors, Interleukin-10)', '0 (Receptors, OSM-LIF)', '0 (Recombinant Proteins)', '0 (SDC1 protein, human)', '0 (Syndecan-1)', '0 (Syndecans)', '130068-27-8 (Interleukin-10)', '133483-10-0 (Cytokine Receptor gp130)']",IM,"['Actins/genetics', 'Adult', 'Aged', 'Antibodies, Monoclonal/pharmacology', 'Antigens, CD/genetics', 'Cell Division/drug effects', 'Cytokine Receptor gp130', 'Cytokines/genetics', 'Female', 'Gene Expression/drug effects', 'Humans', 'Interleukin-10/biosynthesis/*genetics/immunology', 'Interleukin-11/genetics', 'Leukemia Inhibitory Factor Receptor alpha Subunit', 'Male', 'Membrane Glycoproteins/genetics', 'Middle Aged', 'Multiple Myeloma/*immunology', 'Proteoglycans/genetics', 'RNA, Messenger/*analysis', 'Receptors, Cytokine/genetics', 'Receptors, Interleukin/genetics', 'Receptors, Interleukin-10', 'Receptors, OSM-LIF', 'Recombinant Proteins/pharmacology', 'Reverse Transcriptase Polymerase Chain Reaction', 'Syndecan-1', 'Syndecans', 'Tumor Cells, Cultured']",,2000/12/21 11:00,2001/03/03 10:01,['2000/12/21 11:00'],"['2000/12/21 11:00 [pubmed]', '2001/03/03 10:01 [medline]', '2000/12/21 11:00 [entrez]']",ppublish,Br J Haematol. 2000 Dec;111(3):835-42.,,['bjh2413 [pii]'],,,,,,,,,,,,
11122143,NLM,MEDLINE,20010215,20171116,0007-1048 (Print) 0007-1048 (Linking),111,3,2000 Dec,Impaired expression of the CD3-zeta chain in peripheral blood T cells of patients with chronic myeloid leukaemia results in an increased susceptibility to apoptosis.,817-25,"In patients with myeloid malignancies, cell-mediated immunity is often suppressed, being most profound in those with advanced disease. Such immune dysfunction, as demonstrated in many patients with chronic lymphocytic leukaemia (CLL) and myelodysplastic syndrome (MDS), may, at least in part, be due to altered expression of the CD3-zeta chain, which is an important component of the T-cell receptor (TCR). We speculated that impaired expression of the TCR-zeta chain would be evident in peripheral blood T cells of patients with chronic myeloid leukaemia (CML) and that such an abnormality would result in an increased ex vivo susceptibility to apoptosis. In this study, we demonstrated that, compared with normal controls, zeta chain expression was significantly downregulated in all of the T-cell subsets (P < 0.009) in more than 90% of CML patients. In addition, there was a significantly lower expression of the CD3-epsilon chain (P < 0.001) in patients than in controls. In those patients with abnormal zeta chain expression, the proportion of lymphocytes with spontaneous DNA fragmentation, as determined by terminal deoxynucleotide transferase-mediated dUTP-biotin nick-end labelling (TUNEL) assays, was also significantly higher (P < 0.002) than controls. From all of the patients tested, it was possible to upregulate partially zeta chain expression and hence to reduce the susceptibility to apoptosis by cross-linking the T cells with interleukin (IL)-2, interferon (IFN)-alpha or immobilized CD3. In addition, such cross-linked T cells showed a significantly higher capacity to proliferate than the native CML T cells.","['Chen, X', 'Woiciechowsky, A', 'Raffegerst, S', 'Schendel, D', 'Kolb, H J', 'Roskrow, M']","['Chen X', 'Woiciechowsky A', 'Raffegerst S', 'Schendel D', 'Kolb HJ', 'Roskrow M']","['Klinische Kooperationsgruppe Hamatopoetische Zelltransplantation, Medizinische Klinik III, Klinikum Grosshadern, Ludwigs-Maximilians-Universitat, Munchen, Germany.']",['eng'],['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,"['0 (CD3 Complex)', '0 (CD56 Antigen)', '0 (Cross-Linking Reagents)', '0 (Immunoglobulin epsilon-Chains)', '0 (Interferon-alpha)', '0 (Interleukin-2)', '0 (Receptor-CD3 Complex, Antigen, T-Cell)']",IM,"['Adult', '*Apoptosis/drug effects', 'CD3 Complex/immunology', 'CD4-Positive T-Lymphocytes/immunology', 'CD56 Antigen/immunology', 'CD8-Positive T-Lymphocytes/immunology', 'Cell Division/drug effects', 'Cross-Linking Reagents/pharmacology', 'Flow Cytometry', 'Gene Expression/drug effects', '*Gene Rearrangement, T-Lymphocyte', 'Humans', 'Immunoglobulin epsilon-Chains/genetics', 'In Situ Nick-End Labeling', 'Interferon-alpha/pharmacology', 'Interleukin-2/pharmacology', 'Killer Cells, Natural/immunology', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics/immunology', 'Middle Aged', 'Receptor-CD3 Complex, Antigen, T-Cell/*genetics', 'T-Lymphocytes/*immunology']",,2000/12/21 11:00,2001/03/03 10:01,['2000/12/21 11:00'],"['2000/12/21 11:00 [pubmed]', '2001/03/03 10:01 [medline]', '2000/12/21 11:00 [entrez]']",ppublish,Br J Haematol. 2000 Dec;111(3):817-25.,,['bjh2415 [pii]'],,,,,,,,,,,,
