PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,CIN,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,RF,CI,GR,PMC,TT,EIN,CRF,SI,OID,OTO,OT,GN,CON,MID,CN,OAB,OABL,LID,PS,FPS
12189566,NLM,MEDLINE,20030213,20161021,1466-4860 (Print) 1466-4860 (Linking),3,4,2002,Inhibition of telomerase activity with hTERT antisense increases the effect of CDDP-induced apoptosis in myeloid leukemia.,201-5,"INTRODUCTION: As reported previously, inhibition of telomerase activity with hTERT (human telomerase reverse transcriptase) mRNA AS PS-ODN (Antisense phosphorothioate oligodeoxynucleotide) could increase the effect for CDDP (cis-diamminedichloroplatinum, CDDP) to induce apoptosis of HL-60 and K562 leukemic cells. In these studies, this phenomenon will be further investigated and expanded to leukemia cells from acute and chronic myeloid leukemia (AML and CML). MATERIALS AND METHODS: Cell samples of AML and CML patients, from the first affiliated hospital of Jinan University Medical College, were obtained. The primary cell culture was established to investigate whether or not the inhibition of telomerase activity with hTERT mRNA AS PS-ODN increased the effect for cisplatin to induce apoptosis of leukemic cells from patients. Cell growth was observed with trypan blue dye exclusion. hTERT protein was determined by tissue chemistry and flowcytometry. Telomerase activity was tested with the telomerase PCR ELISA assay kit (Boehringer Mannheim). RESULTS: The inhibition of telomerase activity with hTERT mRNA AS PS-ODN could significantly increase the susceptibility of AML or CML cells to CDDP. The apoptotic percentage of cells (AML: 42.68%; CML: 35.72%) treated with AS PS-ODN/CDDP was significantly different from that of cells (AML, 29.02%; CML, 23.84%) treated with S PS-ODN/CDDP or CDDP. CONCLUSION: The inhibition of telomerase activity with hTERT mRNA AS PS-ODN could increase the effect for CDDP to induce apoptosis of leukemic cells from AML and CML patients.","['Yuan, Zhang', 'Mei, He Dong']","['Yuan Z', 'Mei HD']","['Institute of Hematology, Medical College of Jinan University, Guangzhou 510632, P.R. China. tzyuan@jnu.edu.cn']",['eng'],['Journal Article'],,England,Hematol J,The hematology journal : the official journal of the European Haematology Association,100965523,IM,,"['Acute Disease', 'Apoptosis/drug effects', 'Cisplatin/pharmacology/*therapeutic use', 'DNA-Binding Proteins', 'Drug Resistance, Neoplasm', 'Drug Synergism', 'Enzyme-Linked Immunosorbent Assay', 'Flow Cytometry', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*pathology', 'Leukemia, Myeloid/*pathology', 'Neoplasm Proteins/*antagonists & inhibitors/genetics', 'Oligodeoxyribonucleotides, Antisense/genetics/*therapeutic use', 'Polymerase Chain Reaction', 'RNA, Messenger/genetics', 'RNA, Neoplasm/genetics', 'Telomerase/*antagonists & inhibitors/*genetics', 'Thionucleotides/genetics/*therapeutic use', 'Tumor Cells, Cultured/drug effects']",2002/08/22 10:00,2003/02/14 04:00,['2002/08/22 10:00'],"['2002/02/27 00:00 [received]', '2002/05/24 00:00 [accepted]', '2002/08/22 10:00 [pubmed]', '2003/02/14 04:00 [medline]', '2002/08/22 10:00 [entrez]']",['10.1038/sj.thj.6200177 [doi]'],ppublish,Hematol J. 2002;3(4):201-5. doi: 10.1038/sj.thj.6200177.,"['0 (DNA-Binding Proteins)', '0 (Neoplasm Proteins)', '0 (Oligodeoxyribonucleotides, Antisense)', '0 (RNA, Messenger)', '0 (RNA, Neoplasm)', '0 (Thionucleotides)', 'EC 2.7.7.49 (Telomerase)', 'Q20Q21Q62J (Cisplatin)']",,,,,,,,,,,,,,,,,,,,
12189565,NLM,MEDLINE,20030213,20161021,1466-4860 (Print) 1466-4860 (Linking),3,4,2002,Prolonged administration of all-trans retinoic acid in combination with intensive chemotherapy and G-CSF for adult acute myelogenous leukemia: single-centre pilot study in different risk groups.,193-200,"INTRODUCTION: An exploratory trial was conducted to evaluate toxicity and potential therapeutic role of all trans-retinoic acid (ATRA) given long-term together with chemotherapy and G-CSF to adult patients with acute myelogenous leukemia (AML). MATERIALS AND METHODS: ATRA was administered orally at 45 mg/m(2)/day on days 1-14 and 25 mg/m(2)/day on days 15-28 of two standard cycles (idarubicin, etoposide, cytarabine, G-CSF) and of up to three high-dose courses (cytarabine, G-CSF). The results obtained in 19 patients enrolled in the ATRA trial were compared with those from 29 comparable cases treated with the same schedule without ATRA, according to patient risk class and an in vitro study. RESULTS: ATRA was administered for a median of 52 days to the patients selected for study who achieved a remission. ATRA-related toxicity was mostly non-severe apart from high incidence of headache in conjunction with high-dose cytarabine. Complete remission (CR) rate after cycle 1 (54%), kinetics of hematological recovery, postremission treatment realization, disease-free survival (DFS 37.5% at three years) and overall survival (30% at three years) were not different between ATRA-treated and untreated patients. The only significant prognostic factor was the patient risk class, as defined by cytogenetics and other clinical criteria: DFS rate was 57% at three years in standard-risk cases compared to only 19% in the high-risk group, with no influx by ATRA in either category. The in vitro study, in patients with a definite clinical response, failed to document any inhibitory or pro-apoptotic effect of ATRA on AML blast cells. CONCLUSION: As a consequence to these results, the pilot ATRA phase was closed. This study does not suggest a significant role for the present ATRA schedule as an adjunct to standard antileukemic therapy in adult AML.","['Bassan, Renato', 'Chiodini, Barbara', 'Lerede, Teresa', 'Giussani, Ursula', 'Oldani, Elena', 'Buelli, Maurizio', 'Rossi, Andrea', 'Viero, Piera', 'Rambaldi, Alessandro', 'Barbui, Tiziano']","['Bassan R', 'Chiodini B', 'Lerede T', 'Giussani U', 'Oldani E', 'Buelli M', 'Rossi A', 'Viero P', 'Rambaldi A', 'Barbui T']","['Division of Haematology, Cytogenetics Unit, Ospedali Riuniti, Bergamo, Italy. basbas@virgilio.it']",['eng'],['Journal Article'],,England,Hematol J,The hematology journal : the official journal of the European Haematology Association,100965523,IM,,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/administration & dosage/adverse effects/*therapeutic use', 'Apoptosis/drug effects', 'Cytarabine/administration & dosage/adverse effects', 'Disease-Free Survival', 'Etoposide/administration & dosage/adverse effects', 'Female', 'Filgrastim', 'Granulocyte Colony-Stimulating Factor/administration & dosage/*therapeutic use', 'Headache/chemically induced', 'Humans', 'Idarubicin/administration & dosage/adverse effects', 'Leukemia, Myeloid/*drug therapy/mortality/pathology', 'Life Tables', 'Male', 'Middle Aged', 'Neoplastic Stem Cells/drug effects', 'Patient Compliance', 'Pilot Projects', 'Recombinant Proteins', 'Remission Induction', 'Survival Analysis', 'Treatment Failure', 'Tretinoin/administration & dosage/adverse effects']",2002/08/22 10:00,2003/02/14 04:00,['2002/08/22 10:00'],"['2002/04/04 00:00 [received]', '2002/06/25 00:00 [accepted]', '2002/08/22 10:00 [pubmed]', '2003/02/14 04:00 [medline]', '2002/08/22 10:00 [entrez]']",['10.1038/sj.thj.6200180 [doi]'],ppublish,Hematol J. 2002;3(4):193-200. doi: 10.1038/sj.thj.6200180.,"['0 (Recombinant Proteins)', '04079A1RDZ (Cytarabine)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)', '5688UTC01R (Tretinoin)', '6PLQ3CP4P3 (Etoposide)', 'PVI5M0M1GW (Filgrastim)', 'ZRP63D75JW (Idarubicin)', 'ICE protocol 4']",,,,,,,,,,,,,,,,,,,,
12189550,NLM,MEDLINE,20021001,20181113,0007-0920 (Print) 0007-0920 (Linking),87,5,2002 Aug 27,Do parents of children with congenital malformations have a higher cancer risk? A nationwide study in Denmark.,524-8,"To investigate whether parents of children with congenital malformations more often developed cancer after birth of the child, a population-based case-control study in Denmark was undertaken. By linking the Cancer Registry with the Central Population Registry, we identified 8783 cancer patients having their first child born between 1977 and 1995 before the cancer was diagnosed. Parents of 41 206 firstborn children of a 10% random sample of newborns from the Birth Registry between 1980 and 1995 were identified as controls. We obtained malformation diagnoses of children of cases and controls by linking to the Hospital Discharge Registry. We estimated the association between malformation and cancer by using logistic regression, adjusting for maternal age at birth and sex of child. We found no increased risk of cancer in parents having children with malformations in general, but a higher cancer risk in parents of children born with cleft lip/palate, odds ratio (OR) for all cancer=1.8 (95% confidence interval 1.0-3.2), OR for lymphomas=4.2 (1.3-13.5) and OR for leukaemia=8.1 (2.0-33.7). This association was not restricted to cancer cases diagnosed shortly after birth of the child. Our results suggest a common genetic association between these diseases, but further studies are needed.","['Zhu, J L', 'Basso, O', 'Hasle, H', 'Winther, J F', 'Olsen, J H', 'Olsen, J']","['Zhu JL', 'Basso O', 'Hasle H', 'Winther JF', 'Olsen JH', 'Olsen J']","['The Danish Epidemiology Science Centre, University of Aarhus, Vennelyst Boulevard 6, 8000 Aarhus C, Denmark.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Br J Cancer,British journal of cancer,0370635,IM,,"['Adult', 'Aged', 'Case-Control Studies', 'Child', 'Cleft Lip/epidemiology', 'Cleft Palate/epidemiology', 'Congenital Abnormalities/*epidemiology', 'Denmark/epidemiology', 'Genetic Predisposition to Disease', 'Humans', 'Leukemia/epidemiology/genetics', 'Lymphoma/epidemiology/genetics', 'Maternal Age', 'Middle Aged', 'Neoplasms/*epidemiology/etiology/genetics', 'Neoplastic Syndromes, Hereditary/epidemiology/genetics', '*Parents', 'Risk', 'Time Factors']",2002/08/22 10:00,2002/10/03 04:00,['2002/08/22 10:00'],"['2002/03/26 00:00 [received]', '2002/06/06 00:00 [revised]', '2002/06/10 00:00 [accepted]', '2002/08/22 10:00 [pubmed]', '2002/10/03 04:00 [medline]', '2002/08/22 10:00 [entrez]']",['10.1038/sj.bjc.6600488 [doi]'],ppublish,Br J Cancer. 2002 Aug 27;87(5):524-8. doi: 10.1038/sj.bjc.6600488.,,,,,PMC2376161,,,,,,,,,,,,,,,,
12189547,NLM,MEDLINE,20021001,20181113,0007-0920 (Print) 0007-0920 (Linking),87,5,2002 Aug 27,Space-time clustering analyses of childhood acute lymphoblastic leukaemia by immunophenotype.,513-5,"Space-time clustering analyses of acute lymphoblastic leukaemia in children, by immunophenotype, were carried out using a population-based registry. Significant evidence was found of space-time clustering for cases of the precursor B-cell sub-type, in the childhood peak, based on time and location at birth.","['McNally, R J Q', 'Alexander, F E', 'Birch, J M']","['McNally RJ', 'Alexander FE', 'Birch JM']","[""Cancer Research UK Paediatric & Familial Cancer Research Group, Stancliffe, Central Manchester and Manchester Children's University Hospitals NHS Trust, Hospital Road, Manchester M27 4HA, UK. richard.mcnally@man.ac.uk""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Br J Cancer,British journal of cancer,0370635,IM,,"['Adolescent', 'Child', 'Child, Preschool', 'Cluster Analysis', 'Female', 'Humans', 'Immunophenotyping', 'Incidence', 'Infant', 'Male', 'Neoplastic Stem Cells/immunology', 'Population Density', 'Precursor B-Cell Lymphoblastic Leukemia-Lymphoma/epidemiology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/classification/*epidemiology', 'Residence Characteristics', 'Retrospective Studies', 'Sex Factors', 'United Kingdom/epidemiology']",2002/08/22 10:00,2002/10/03 04:00,['2002/08/22 10:00'],"['2002/04/09 00:00 [received]', '2002/05/27 00:00 [revised]', '2002/05/29 00:00 [accepted]', '2002/08/22 10:00 [pubmed]', '2002/10/03 04:00 [medline]', '2002/08/22 10:00 [entrez]']",['10.1038/sj.bjc.6600498 [doi]'],ppublish,Br J Cancer. 2002 Aug 27;87(5):513-5. doi: 10.1038/sj.bjc.6600498.,,,,,PMC2376144,,,,,,,,,,,,,,,,
12189546,NLM,MEDLINE,20021001,20181113,0007-0920 (Print) 0007-0920 (Linking),87,5,2002 Aug 27,Haemophilus influenzae type b vaccine formulation and risk of childhood leukaemia.,511-2,"Incidence of childhood leukaemia was studied among subjects of a vaccine trial in Finland comparing the polysaccharide-diptheria toxoid conjugate and oligosaccharide-CRM197 conjugate Haemophilus influenzae type b conjugate vaccine formulations. Eighty cases of childhood leukaemia were detected: 35 among children on the polysaccharide-diptheria toxoid conjugate arm, and 45 among children on the oligosaccharide-CRM197 conjugate arm, which was not statistically significant.","['Groves, F', 'Sinha, D', 'Auvinen, A']","['Groves F', 'Sinha D', 'Auvinen A']","['Department of Biometry and Epidemiology, Medical University of South Carolina, Charleston, South Carolina, SC 29425-0835, USA. grovesf@musc.edu']",['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Multicenter Study', ""Research Support, U.S. Gov't, Non-P.H.S.""]",,England,Br J Cancer,British journal of cancer,0370635,IM,,"['Adolescent', 'Bacterial Proteins/administration & dosage/*adverse effects', 'Child', 'Child, Preschool', 'Female', 'Finland/epidemiology', 'Follow-Up Studies', 'Haemophilus Vaccines/*adverse effects', 'Humans', 'Incidence', 'Infant', 'Infant, Newborn', 'Leukemia/*epidemiology/etiology', 'Male', 'National Health Programs/statistics & numerical data', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/epidemiology/etiology', 'Prospective Studies', 'Risk', 'Tetanus Toxoid/*adverse effects', 'Vaccination/adverse effects', 'Vaccines, Conjugate/adverse effects']",2002/08/22 10:00,2002/10/03 04:00,['2002/08/22 10:00'],"['2002/04/03 00:00 [received]', '2002/05/03 00:00 [revised]', '2002/06/05 00:00 [accepted]', '2002/08/22 10:00 [pubmed]', '2002/10/03 04:00 [medline]', '2002/08/22 10:00 [entrez]']",['10.1038/sj.bjc.6600489 [doi]'],ppublish,Br J Cancer. 2002 Aug 27;87(5):511-2. doi: 10.1038/sj.bjc.6600489.,"['0 (Bacterial Proteins)', '0 (Haemophilus Vaccines)', '0 (Haemophilus influenza type b polysaccharide vaccine-tetanus toxin conjugate)', '0 (Tetanus Toxoid)', '0 (Vaccines, Conjugate)', '08VC9WC084 (CRM197 (non-toxic variant of diphtheria toxin))', '126161-67-9 (HibTITER protein, Haemophilus influenzae)']",,,,PMC2376162,,,,,,,,,,,,,,,,
12189545,NLM,MEDLINE,20021001,20181113,0007-0920 (Print) 0007-0920 (Linking),87,5,2002 Aug 27,Evidence of seasonality in the diagnosis of monocytic leukaemia.,509-10,"Evidence of seasonality in the diagnosis of monocytic leukaemia in England and Wales is presented, with a maximum diagnosis rate in February/March and a minimum in August/September. Previous published results for monocytic leukaemia are of small sample size yet appear consistent with this finding.","['Eatough, J P']",['Eatough JP'],"['Medical Physics Department, North Staffordshire Royal Infirmary, Princes Road, Hartshill, Stoke-on-Trent, ST4 7LN, UK. jonathan.eatough@nstaffsh.wmids.nhs.uk']",['eng'],"['Comparative Study', 'Journal Article']",,England,Br J Cancer,British journal of cancer,0370635,IM,,"['Adolescent', 'Adult', 'Child', 'Child, Preschool', 'England/epidemiology', 'Female', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia, Monocytic, Acute/diagnosis/*epidemiology', 'Leukemia, Myeloid/diagnosis/*epidemiology', 'Male', 'Sample Size', 'Sampling Studies', '*Seasons', 'United States/epidemiology', 'Wales/epidemiology']",2002/08/22 10:00,2002/10/03 04:00,['2002/08/22 10:00'],"['2002/03/06 00:00 [received]', '2002/06/13 00:00 [revised]', '2002/06/14 00:00 [accepted]', '2002/08/22 10:00 [pubmed]', '2002/10/03 04:00 [medline]', '2002/08/22 10:00 [entrez]']",['10.1038/sj.bjc.6600497 [doi]'],ppublish,Br J Cancer. 2002 Aug 27;87(5):509-10. doi: 10.1038/sj.bjc.6600497.,,,,,PMC2376158,,,,,,,,,,,,,,,,
12189525,NLM,MEDLINE,20030312,20131121,0929-1903 (Print) 0929-1903 (Linking),9,9,2002 Sep,Homing and survival of thymidine kinase-transduced human T cells in NOD/SCID mice.,756-61,"The herpes simplex virus thymidine kinase (HSV-tk) gene conferring ganciclovir (GCV)-specific sensitivity to transduced cells might control Graft-versus-Leukemia (GvL)/Graft-versus-Host Disease (GvHD). Human T lymphocytes were engineered with an LSN-tk retroviral vector encoding tk and neomycin resistance (NeoR) genes. A total of 80 x 10(6) tk(+) lymphocytes were injected intraperitoneally in NOD-SCID mice. Engraftment was evaluated by human CD45(+)/CD3(+) cytofluorimetric analysis and NeoR-based polymerase chain reaction (PCR) on peripheral blood, bone marrow, liver, thymus, and spleen on day +5. After 14 days, GCV (10 mg/kg daily) cytofluorimetric analysis and PCR were repeated (day +19). Immunohistological studies with anti-CD3 monoclonal antibody followed by alkaline phosphatase and monoclonal anti-alkaline phosphatase staining were performed on spleen and liver at the same time points. Human CD45(+)/CD3(+) cells were engrafted in all tissues on day +5 according to cytofluorimetry, immunohistology, and PCR. Lymphocytes ""homed"" to the white pulp T-cell area and to the red pulp; liver localization is prevalently at the periportal area. After GCV (day +19), cytofluorimetry and immunohistology showed very few CD3(+) cells. PCR identified the transgene in 22% tissue samples (positive only in thymus and spleen). GvHD did not occur in any animal. These data demonstrate elevated doses of human-transduced CD3(+) cells engraft in NOD/SCID mice; after GCV, very few CD3(+) cells can be detected and those that escape treatment can be found in the thymus and in the spleen on day +19. Lack of full response to GCV may account for cases of GvHD in patients receiving tk-transduced T lymphocytes.","['Di Ianni, Mauro', 'Terenzi, Adelmo', 'Falzetti, Franca', 'Bartoli, Andrea', 'Di Florio, Sabrina', 'Benedetti, Roberta', 'Venditti, Gigliola', 'Alfonsi, Diego', 'De Ioanni, Mariangela', 'Falini, Brunangelo', 'Tabilio, Antonio']","['Di Ianni M', 'Terenzi A', 'Falzetti F', 'Bartoli A', 'Di Florio S', 'Benedetti R', 'Venditti G', 'Alfonsi D', 'De Ioanni M', 'Falini B', 'Tabilio A']","['Hematology and Clinical Immunology Section, Department of Clinical and Experimental Medicine, Perugia University, Perugia, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Cancer Gene Ther,Cancer gene therapy,9432230,IM,,"['Animals', 'Antigens, CD/metabolism', 'Antiviral Agents/pharmacology', 'Bone Marrow/immunology', 'Cell Survival/physiology', 'Cells, Cultured', 'Flow Cytometry', 'Ganciclovir/pharmacology', 'Genetic Vectors', 'Herpesviridae/enzymology', 'Humans', 'Immunoenzyme Techniques', 'Liver/immunology', 'Lymphocyte Activation/drug effects', 'Lymphocyte Depletion', 'Mice', 'Mice, Inbred NOD', 'Mice, SCID', 'Moloney murine leukemia virus/*genetics', 'Polymerase Chain Reaction', 'Spleen/immunology', 'T-Lymphocytes/*physiology', 'Thymidine Kinase/*genetics', 'Thymus Gland/immunology', '*Transduction, Genetic']",2002/08/22 10:00,2003/03/13 04:00,['2002/08/22 10:00'],"['2002/05/27 00:00 [received]', '2002/08/22 10:00 [pubmed]', '2003/03/13 04:00 [medline]', '2002/08/22 10:00 [entrez]']",['10.1038/sj.cgt.7700495 [doi]'],ppublish,Cancer Gene Ther. 2002 Sep;9(9):756-61. doi: 10.1038/sj.cgt.7700495.,"['0 (Antigens, CD)', '0 (Antiviral Agents)', 'EC 2.7.1.21 (Thymidine Kinase)', 'P9G3CKZ4P5 (Ganciclovir)']",,,,,,,,,,,,,,,,,,,,
12189460,NLM,MEDLINE,20021009,20071115,0770-3198 (Print) 0770-3198 (Linking),21,4,2002 Aug,Myelodysplastic and myeloproliferative syndromes associated with giant cell arteritis and polymyalgia rheumatica: a coincidental coexistence or a causal relationship?,309-13,"A variety of systemic autoimmune disorders have been reported in patients with myelodysplastic and myeloproliferative syndromes. A possible association with polymyalgia rheumatica and giant cell arteritis has also been recognised. We report another case of polymyalgia rheumatica and one of giant cell arteritis associated with a myelodysplastic syndrome and the two first cases of giant cell arteritis associated with essential thrombocytaemia and chronic myelomonocytic leukaemia, respectively. It seems that there is a relationship between these entities, but the nature of this association is still unknown.","['Espinosa, G', 'Font, J', 'Munoz-Rodriguez, F J', 'Cervera, R', 'Ingelmo, M']","['Espinosa G', 'Font J', 'Munoz-Rodriguez FJ', 'Cervera R', 'Ingelmo M']","[""Service of Autoimmune Diseases, Institut Clinic d'Infeccions i Immunologia, Institut d'Investigacions Biomediques August Pi i Sunyer (IDIBAPS), Hospital Clinic, University of Barcelona, Barcelona, Spain.""]",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,Germany,Clin Rheumatol,Clinical rheumatology,8211469,IM,,"['Aged', 'Bone Marrow/pathology', 'Female', 'Giant Cell Arteritis/*complications/pathology', 'Humans', 'Leukemia, Myelomonocytic, Chronic/*complications/pathology', 'Male', 'Polymyalgia Rheumatica/*complications/pathology', 'Thrombocytosis/*complications/pathology']",2002/08/22 10:00,2002/10/10 04:00,['2002/08/22 10:00'],"['2002/08/22 10:00 [pubmed]', '2002/10/10 04:00 [medline]', '2002/08/22 10:00 [entrez]']",['10.1007/s100670200081 [doi]'],ppublish,Clin Rheumatol. 2002 Aug;21(4):309-13. doi: 10.1007/s100670200081.,,,,,,,,,,,,,,,,,,,,,
12189281,NLM,MEDLINE,20021008,20191106,1530-7905 (Print) 1530-7905 (Linking),2,1,2002,Myocardial toxicity of arsenic trioxide in a mouse model.,63-73,"Arsenic trioxide is highly effective in the treatment of acute promyelocytic leukemia (APL). In September 2000, the Trisenox brand of arsenic trioxide for the treatment of relapsed and refractory APL was approved in the United States. A recent clinical report has shown a serious ventricular tachycardia at the therapeutic doses of arsenic trioxide in APL patients. The present study was undertaken to investigate the cardiotoxic effect of arsenic trioxide using a mouse model. Animals were injected intraperitoneally with arsenic trioxide 5 mg/ kg/d for 30 d, a dose regiment that has been shown to produce plasma concentrations of arsenic within the range of those present in arsenic-treated APL patients. Analysis of myocardial function revealed that arsenic caused a significant decrease in the maximum rate of rise in intraventricular pressure during ventricular contraction (MAX dP/dt), and significant increases in the end diastolic pressure and ventricle minimum diastolic pressure. In response to B-adrenergic stimulation by isoproterenol, the arsenic-treated heart did not show increase in MAX dP/dt, which was observed as a stress response in the saline-treated controls. The functional alterations were accompanied by cardiomyopathy, as revealed by histopathological and ultrastructural examination. Furthermore, arsenic caused myocardial apoptosis, as determined by a terminal deoxynucleotidyl transferase-mediated dUTP nick-end labeling assay, which was confirmed by caspase-3 activation detected by enzymatic assay. Our study thus demonstrates that arsenic trioxide, in a dose that could produce clinically comparable serum concentrations to those observed in humans, causes cardiotoxicity.","['Li, Yan', 'Sun, Xiuhua', 'Wang, Lipeng', 'Zhou, Zhanxiang', 'Kang, Y James']","['Li Y', 'Sun X', 'Wang L', 'Zhou Z', 'Kang YJ']","['Department of Medicine, University of Louisville School of Medicine, KY 40202, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Cardiovasc Toxicol,Cardiovascular toxicology,101135818,IM,,"['Adrenergic beta-Agonists/pharmacology', 'Animals', 'Antineoplastic Agents/*toxicity', 'Apoptosis/drug effects', 'Arsenic Trioxide', 'Arsenicals', 'Body Weight/drug effects', 'Caspase 3', 'Caspases/metabolism', 'Heart Diseases/*chemically induced/pathology', 'Immunoenzyme Techniques', 'Isoproterenol/pharmacology', 'Mice', 'Mice, Inbred Strains', 'Microscopy, Electron', 'Myocardium/pathology', 'Organ Size/drug effects', 'Oxides/*toxicity', 'Signal Transduction/drug effects', 'Ventricular Function, Left/physiology']",2002/08/22 10:00,2002/10/09 04:00,['2002/08/22 10:00'],"['2002/02/05 00:00 [received]', '2002/02/20 00:00 [revised]', '2002/02/20 00:00 [accepted]', '2002/08/22 10:00 [pubmed]', '2002/10/09 04:00 [medline]', '2002/08/22 10:00 [entrez]']","['CT:2:1:63 [pii]', '10.1385/ct:2:1:63 [doi]']",ppublish,Cardiovasc Toxicol. 2002;2(1):63-73. doi: 10.1385/ct:2:1:63.,"['0 (Adrenergic beta-Agonists)', '0 (Antineoplastic Agents)', '0 (Arsenicals)', '0 (Oxides)', 'EC 3.4.22.- (Casp3 protein, mouse)', 'EC 3.4.22.- (Caspase 3)', 'EC 3.4.22.- (Caspases)', 'L628TT009W (Isoproterenol)', 'S7V92P67HO (Arsenic Trioxide)']",,,"['HL59225/HL/NHLBI NIH HHS/United States', 'HL63760/HL/NHLBI NIH HHS/United States']",,,,,,,,,,,,,,,,,
12189280,NLM,MEDLINE,20021008,20191106,1530-7905 (Print) 1530-7905 (Linking),2,1,2002,Selenium supplementation decreases coxsackievirus heart disease during murine AIDS.,53-61,"Coxsackievirus B3 (CVB3) induces myocarditis, especially in the immunodeficient or immature. To investigate whether CVB3 induced pronounced cardiomyopathy during the severe immune dysfunction of murine acquired immunodeficiency syndrome (AIDS), female C57BL/6 mice were infected with LP-BM5 retrovirus and then coinfected with CVB3. C57BL/6 mice, essentially resistant to CVB3-induced cardiomyopathy, became susceptible to this cardiomyopathy because of the immune dysfunction caused by murine AIDS. This susceptibility suggests that retrovirus infection causes conditions favoring the CVB3 induction of cardiac lesions. Mice were fed a diet supplemented with selenium (Se) at nine times the recommended daily dose for mice (0.933 mg/ kg of diet). Heart tissues were analyzed histopathologically 12 d after CVB3 challenge. Mice experiencing concurrent retrovirus and CVB3 infection had a high degree of cardiac lesions that were consistent with myopathy compared to that in uninfected mice (p < 0.05). Se supplementation during murine retrovirus infection significantly diminished the pathogenesis caused by concurrent CVB3 infection in mice that had murine AIDS. There was a significant increase in the survival of dually retrovirus and CVB3-infected mice that were fed Se, compared to that of identically treated mice that were not fed Se. Hepatic lipid peroxides were significantly diminished in the Se-supplemented mice as compared to those in immunodeficient mice without supplementation (p <F 0.1). Increased oxidation occurred in mice that had murine AIDS, which was also shown by reduced tissue vitamin E. Therefore, the reduction of retrovirally induced oxidation and inflammation by Se produced conditions that improved the survival of mice during CVB3 infection.","['Sepulveda, R Tomas', 'Zhang, Jin', 'Watson, Ronald R']","['Sepulveda RT', 'Zhang J', 'Watson RR']","['Microbiology and Immunology, College of Medicine, University of Arizona, Tucson, AZ, 85724, USA.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Cardiovasc Toxicol,Cardiovascular toxicology,101135818,IM,,"['Animals', 'Antioxidants/*therapeutic use', 'B-Lymphocytes/drug effects', 'Body Weight/drug effects', 'Coxsackievirus Infections/*drug therapy/pathology', 'Female', 'Heart Diseases/*drug therapy/pathology', 'Leukemia Virus, Murine', 'Lipid Peroxidation/drug effects', 'Mice', 'Mice, Inbred C57BL', 'Mitosis/drug effects', 'Murine Acquired Immunodeficiency Syndrome/*complications', 'Myocarditis/drug therapy/pathology/prevention & control', 'Myocardium/pathology', 'Selenium/*therapeutic use', 'Spleen/cytology/drug effects', 'Survival Analysis', 'T-Lymphocytes/drug effects', 'Vitamin E/metabolism']",2002/08/22 10:00,2002/10/09 04:00,['2002/08/22 10:00'],"['2002/01/28 00:00 [received]', '2002/02/26 00:00 [revised]', '2002/02/26 00:00 [accepted]', '2002/08/22 10:00 [pubmed]', '2002/10/09 04:00 [medline]', '2002/08/22 10:00 [entrez]']","['CT:2:1:53 [pii]', '10.1385/ct:2:1:53 [doi]']",ppublish,Cardiovasc Toxicol. 2002;2(1):53-61. doi: 10.1385/ct:2:1:53.,"['0 (Antioxidants)', '1406-18-4 (Vitamin E)', 'H6241UJ22B (Selenium)']",,,"['HL59794/HL/NHLBI NIH HHS/United States', 'HL63667/HL/NHLBI NIH HHS/United States']",,,,,,,,,,,,,,,,,
