PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,RF,TT,PMC,SI,OID,OTO,OT,GN,OAB,OABL
2986357,NLM,MEDLINE,19850614,20161109,0507-4088 (Print) 0507-4088 (Linking),30,1,1985 Jan-Feb,[Influence of mycoplasma on the production of the oncogenic leukemia virus HTLV by HUT-102 T-lymphoblastoid cells].,75-8,A suspension culture of human T-lymphoblasts HUT-102 producing type C oncovirus (HTLV) was examined electron microscopically. Control decontaminated HUT-102 cells spontaneously contaminated with M. orale and exogenously infected with M. pneumoniae were examined in ultrathin sections. The variation statistics method demonstrated that in the mycoplasma-infected cells the number of HTLV virions was significantly higher than in control cultures. It is assumed that the increased production of HTLV is due to mycoplasma-induced changes of physico-chemical properties of the cell membrane which facilitate virion budding.,"['Alymbaeva, D B', 'Miller, G G', 'Rakovskaia, I V', 'Bykovskii, A F']","['Alymbaeva DB', 'Miller GG', 'Rakovskaia IV', 'Bykovskii AF']",['rus'],"['Comparative Study', 'English Abstract', 'Journal Article']",Russia (Federation),Vopr Virusol,Voprosy virusologii,0417337,,IM,"['Cell Line', 'Deltaretrovirus/*isolation & purification', 'Humans', 'Microscopy, Electron', 'Mycoplasma/*pathogenicity', 'Mycoplasma Infections/microbiology', 'Mycoplasma pneumoniae/pathogenicity', 'Retroviridae Infections/microbiology', 'T-Lymphocytes/*microbiology/ultrastructure', 'Virion/isolation & purification', 'Virus Cultivation']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",,ppublish,Vopr Virusol. 1985 Jan-Feb;30(1):75-8.,,,Vliianie mikoplazmy na produktsiiu onkogennogo leikoznogo virusa HTLV T-limfoblastoidnymi kletkami HUT-102.,,,,,,,,
2986337,NLM,MEDLINE,19850617,20190702,0042-4900 (Print) 0042-4900 (Linking),116,12,1985 Mar 23,Infectivity of enzootic bovine leukosis infected animals during the incubation period.,310-3,Steers and calves were experimentally infected with bovine leukosis virus. The virus was isolated from the blood and from the tracheal and bronchoalveolar washings before antibodies could be detected in the serum. Bovine leukosis virus was not detected during any period in the blood plasma.,"['Roberts, D H', 'Lucas, M H', 'Wibberley, G', 'Swallow, C']","['Roberts DH', 'Lucas MH', 'Wibberley G', 'Swallow C']",['eng'],['Journal Article'],England,Vet Rec,The Veterinary record,0031164,"['0 (Antibodies, Viral)']",IM,"['Animals', 'Antibodies, Viral/*biosynthesis', 'Cattle', 'Cattle Diseases/immunology/*microbiology', 'Female', 'Leukemia/immunology/microbiology/*veterinary', 'Leukemia Virus, Bovine/immunology', 'Male', 'Sheep', 'Sheep Diseases/immunology/microbiology', 'Time Factors']",1985/03/23 00:00,1985/03/23 00:01,['1985/03/23 00:00'],"['1985/03/23 00:00 [pubmed]', '1985/03/23 00:01 [medline]', '1985/03/23 00:00 [entrez]']",['10.1136/vr.116.12.310 [doi]'],ppublish,Vet Rec. 1985 Mar 23;116(12):310-3. doi: 10.1136/vr.116.12.310.,,,,,,,,,,,
2986299,NLM,MEDLINE,19850610,20140912,0256-9574 (Print),67,17,1985 Apr 27,Distribution and possible spread of human T-cell leukaemia virus type I in human communities in the northern and eastern Transvaal.,668-71,"The prevalence of serum antibodies which probably indicate infection with a human T-cell leukaemia virus type I was determined among random population samples of more than 100 healthy black individuals in several localities in Transvaal. The percentage of seropositive subjects increases northwards and eastwards, where geoclimatic conditions are similar to those of endemic areas elsewhere in the world. The comparatively higher prevalence among females in the Kruger National Park suggests that this is predominantly a sexually transmitted disease.","['Botha, M C', 'Jones, M', 'de Klerk, W A', 'Yamamoto, N']","['Botha MC', 'Jones M', 'de Klerk WA', 'Yamamoto N']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",South Africa,S Afr Med J,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,0404520,"['0 (Antibodies, Viral)']",IM,"['Adult', 'Age Factors', 'Antibodies, Viral/*analysis', 'Deltaretrovirus/*immunology', 'Female', 'Humans', 'Male', 'Retroviridae Infections/*epidemiology/transmission', 'Rural Population', 'Sex Factors', 'South Africa']",1985/04/27 00:00,1985/04/27 00:01,['1985/04/27 00:00'],"['1985/04/27 00:00 [pubmed]', '1985/04/27 00:01 [medline]', '1985/04/27 00:00 [entrez]']",,ppublish,S Afr Med J. 1985 Apr 27;67(17):668-71.,,,,,,,,,,,
2986298,NLM,MEDLINE,19850610,20191210,0256-9574 (Print),67,17,1985 Apr 27,Spread and distribution of human T-cell leukaemia virus type I-reactive antibody among baboons and monkeys in the northern and eastern Transvaal.,665-8,Antibodies which probably indicate infection with human T-cell leukaemia virus type I (HTLV-I) were determined in three species of non-human primates from several localities. A significant prevalence among chacma baboons and vervet monkeys was confirmed. According to sero-epidemiological evidence that HTLV-I infection is predominantly sexually transmitted between adult animals; comparison of prevalence rates between localities or species should therefore take sexual maturity into account. It appears unlikely that transmission from non-human primates to humans is frequent.,"['Botha, M C', 'Jones, M', 'de Klerk, W A', 'Yamamoto, N']","['Botha MC', 'Jones M', 'de Klerk WA', 'Yamamoto N']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",South Africa,S Afr Med J,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,0404520,"['0 (Antibodies, Viral)']",IM,"['Animals', 'Antibodies, Viral/*analysis', 'Cercopithecus/*immunology', 'Chlorocebus aethiops/*immunology', 'Deltaretrovirus/*immunology', 'Female', 'Male', 'Monkey Diseases/*epidemiology/transmission', 'Papio/*immunology', 'Retroviridae Infections/epidemiology/transmission/*veterinary', 'Sexual Maturation', 'South Africa']",1985/04/27 00:00,1985/04/27 00:01,['1985/04/27 00:00'],"['1985/04/27 00:00 [pubmed]', '1985/04/27 00:01 [medline]', '1985/04/27 00:00 [entrez]']",,ppublish,S Afr Med J. 1985 Apr 27;67(17):665-8.,,,,,,,,,,,
2986284,NLM,MEDLINE,19850605,20061115,0036-7281 (Print) 0036-7281 (Linking),127,3,1985 Mar,[Seroepidemiologic study of the occurrence of enzootic bovine leukosis in Switzerland using agar gel immunodiffusion and ELISA in blood and milk serum].,185-203,,"['Vincenz, E', 'Wyler, R']","['Vincenz E', 'Wyler R']",['ger'],"['Comparative Study', 'English Abstract', 'Journal Article']",Switzerland,Schweiz Arch Tierheilkd,Schweizer Archiv fur Tierheilkunde,0424247,"['0 (Antibodies, Viral)']",IM,"['Animals', 'Antibodies, Viral/*analysis', 'Cattle', 'Cattle Diseases/*epidemiology', 'Enzyme-Linked Immunosorbent Assay', 'Female', 'Immunodiffusion/veterinary', 'Leukemia/epidemiology/*veterinary', 'Leukemia Virus, Bovine/*immunology', 'Male', 'Milk/immunology', 'Retroviridae/*immunology', 'Switzerland']",1985/03/01 00:00,1985/03/01 00:01,['1985/03/01 00:00'],"['1985/03/01 00:00 [pubmed]', '1985/03/01 00:01 [medline]', '1985/03/01 00:00 [entrez]']",,ppublish,Schweiz Arch Tierheilkd. 1985 Mar;127(3):185-203.,,,Seroepidemiologische Untersuchung uber das Vorkommen von Enzootischer Boviner Leukose in der Schweiz mittels Agargel-Immundiffusion und ELISA in Blut- und Milchserum.,,,,,,,,
2986141,NLM,MEDLINE,19850620,20190501,0027-8424 (Print) 0027-8424 (Linking),82,9,1985 May,Insertion of long interspersed repeated elements at the Igh (immunoglobulin heavy chain) and Mlvi-2 (Moloney leukemia virus integration 2) loci of rats.,2857-61,"Restriction enzyme analysis of normal DNA derived from individual rats of the National Institutes of Health outbred Osborn-Mendel colony revealed that two independent single-copy loci, the Igh (immunoglobulin heavy chain) locus and the Mlvi-2 (Moloney leukemia virus integration 2) locus, a putative oncogene, are polymorphic (i.e., exhibit allelic variation). The polymorphism at both loci was due to the presence or absence of a long interspersed repeated DNA element (LINE). The LINE insertion in the Igh locus occurred in the joining (J) region, which is involved in the physiological rearrangement of this locus. The LINE insertion in the Mlvi-2 locus has occurred approximately 6 kilobases from the region of provirus integration in Moloney murine leukemia virus-induced rat thymomas. The two inserts are colinear with each other and with other randomly selected cloned copies of the rat LINE family, the general characteristics of which we also present. LINE insertion in the Mlvi-2 locus was observed in several rat strains, established from independent rat colonies, suggesting that LINE-containing Mlvi-2 alleles may be widespread in the rat population. LINE insertion in the Igh locus was observed in 1 of 27 rats. The detection of a LINE-related polymorphism at two nonselected loci indicates that LINEs are transposable. The presence or absence of these long (greater than 5 kilobases), highly transcribed elements at single-copy loci could have profound effects on gene activity. Furthermore, LINE-containing single-copy loci could be affected by homologous interaction between the resident LINE and any of the other 50,000 or so copies of these elements in the rat genome.","['Economou-Pachnis, A', 'Lohse, M A', 'Furano, A V', 'Tsichlis, P N']","['Economou-Pachnis A', 'Lohse MA', 'Furano AV', 'Tsichlis PN']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (DNA Transposable Elements)', '0 (Immunoglobulin Heavy Chains)', '9007-49-2 (DNA)']",IM,"['Animals', 'Attachment Sites, Microbiological', 'DNA/*genetics', '*DNA Transposable Elements', 'Immunoglobulin Heavy Chains/*genetics', 'Moloney murine leukemia virus/genetics', 'Oncogenes', 'Polymorphism, Genetic', 'Rats', '*Repetitive Sequences, Nucleic Acid']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']",['10.1073/pnas.82.9.2857 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1985 May;82(9):2857-61. doi: 10.1073/pnas.82.9.2857.,"['CA06927/CA/NCI NIH HHS/United States', 'CA38047/CA/NCI NIH HHS/United States', 'RR95539/RR/NCRR NIH HHS/United States']",,,PMC397665,,,,,,,
2986131,NLM,MEDLINE,19850620,20190501,0027-8424 (Print) 0027-8424 (Linking),82,9,1985 May,Nucleotide sequence of two overlapping myc-related genes in avian carcinoma virus OK10 and their relation to the myc genes of other viruses and the cell.,2718-22,"Avian carcinoma virus OK10 has the genetic structure gag-delta pol-myc-delta env. It shares the transformation-specific myc sequence with three other avian carcinoma viruses (MC29, MH2, CMII) and also with a normal chicken gene proto-myc and the gag, pol, and env elements with non-transforming retroviruses. Unlike the other myc-containing viruses, which synthesize singular myc proteins, OK10 synthesizes two different myc-related proteins of 200 and 57 kDa. Here we have sequenced the myc region of an infectious OK10 provirus to investigate how OK10 synthesizes two different proteins from the same myc domain and to identify characteristic differences between the normal proto-myc gene and the myc-related viral transforming genes. It was found that the 1.6-kilobase myc domain of OK10 is colinear and coterminal with the myc domains of MC29, MH2, and the terminal two exons of proto-myc. It is preceded by the same splice acceptor as the myc sequence of MH2 and as the second proto-myc exon. From this and the known structure of retroviruses, it follows that the OK10 gene encoding the 57-kDa protein is discontinuous with a small 5' exon that includes six gag codons and a large 3' myc exon (delta gag-myc). This gene and the delta gag-myc gene of MH2 are isogenic. The proto-myc-derived intron preceding the myc domain of OK10 is in the same reading frame as the adjacent delta pol and myc domains and, hence, is part of the gag-delta pol-myc gene encoding the 200-kDa protein. Sequence comparisons with proto-myc and MC29 and MH2 indicate that there are no characteristic mutations that set apart the viral myc domains from proto-myc. It is concluded that transforming function of viral myc-related genes correlates with the lack of a viral equivalent of the first proto-myc exon(s) and conjugation of the viral myc domains with large or small retroviral genetic elements rather than with specific point mutations. Because OK10 and MH2 each contain two genes with potential transforming function (namely, delta gag-myc and gag-delta pol-myc or delta gag-mht, respectively), it remains to be determined whether the delta gag-myc genes have transforming function on their own or need helper genes. The possible helper requirement cannot be very specific because the two potential helper genes are very different.","['Hayflick, J', 'Seeburg, P H', 'Ohlsson, R', 'Pfeifer-Ohlsson, S', 'Watson, D', 'Papas, T', 'Duesberg, P H']","['Hayflick J', 'Seeburg PH', 'Ohlsson R', 'Pfeifer-Ohlsson S', 'Watson D', 'Papas T', 'Duesberg PH']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,,IM,"['Alpharetrovirus/*genetics', 'Animals', 'Avian Leukosis/genetics', 'Avian Sarcoma Viruses/genetics', 'Base Sequence', 'Cell Transformation, Neoplastic', 'Chickens/genetics', '*Genes, Viral', 'Humans', 'Mutation', '*Oncogenes', 'Retroviridae/genetics', 'Species Specificity']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']",['10.1073/pnas.82.9.2718 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1985 May;82(9):2718-22. doi: 10.1073/pnas.82.9.2718.,['CA 11426/CA/NCI NIH HHS/United States'],,,PMC397636,['GENBANK/M11352'],,,,,,
2986115,NLM,MEDLINE,19850603,20190501,0027-8424 (Print) 0027-8424 (Linking),82,8,1985 Apr,Specific expression of the human cellular fps/fes-encoded protein NCP92 in normal and leukemic myeloid cells.,2379-83,"We have found that both an antibody directed against a synthetic peptide representing an amino acid sequence of the conserved kinase domain of transforming protein P140 of Fujinami sarcoma virus and a regressing tumor antiserum recognized the products of the c-fps/fes genes of both avian and mammalian cells. The anti-peptide antibody also recognized a 94-kilodalton protein that was related to but distinct from the c-fps/fes product in structure and in tissue distribution. A 92-kilodalton protein, NCP92, was found to be the mammalian counterpart of the previously identified avian c-fps/fes protein NCP98 by its structural similarity to NCP98, its associated tyrosine kinase activity, and its similar tissue distribution. The highest levels of NCP92 were found in tissue macrophages and in bone marrow. In bone marrow NCP92 expression was restricted to cells of the monocyte/macrophage and granulocyte lineages. That the expression of NCP92 is limited to these cell types was confirmed by the analysis of murine and human hematopoietic tumors representing different cell lineages: NCP92 was positive in leukemic cells of granulocytic and monocytic origin but not in B-lymphocytic, T-lymphocytic, or erythroid tumor cells. The expression of NCP92 seems to be related to the capacity of myeloid cells to differentiate and to respond to certain colony-stimulating factors.","['Feldman, R A', 'Gabrilove, J L', 'Tam, J P', 'Moore, M A', 'Hanafusa, H']","['Feldman RA', 'Gabrilove JL', 'Tam JP', 'Moore MA', 'Hanafusa H']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Neoplasm Proteins)', '0 (Proteins)']",IM,"['Animals', 'Avian Sarcoma Viruses/genetics', 'Bone Marrow/*metabolism', 'Cell Line', 'Chick Embryo', 'Hematopoiesis', 'Humans', 'Leukemia, Myeloid/*metabolism', 'Mice', 'Neoplasm Proteins/genetics/immunology/*metabolism', 'Proteins/genetics/immunology/*metabolism', 'Tissue Distribution']",1985/04/01 00:00,1985/04/01 00:01,['1985/04/01 00:00'],"['1985/04/01 00:00 [pubmed]', '1985/04/01 00:01 [medline]', '1985/04/01 00:00 [entrez]']",['10.1073/pnas.82.8.2379 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1985 Apr;82(8):2379-83. doi: 10.1073/pnas.82.8.2379.,"['1-K08-CA00966-01/CA/NCI NIH HHS/United States', 'CA14935/CA/NCI NIH HHS/United States', 'RFA CA32516/CA/NCI NIH HHS/United States']",,,PMC397561,,,,,,,
2986110,NLM,MEDLINE,19850603,20190501,0027-8424 (Print) 0027-8424 (Linking),82,8,1985 Apr,c-erbB activation in avian leukosis virus-induced erythroblastosis: clustered integration sites and the arrangement of provirus in the c-erbB alleles.,2287-91,"There is considerable evidence that links the activation of cellular genes to oncogenesis. We previously reported that structural rearrangements in the cellular oncogene c-erbB correlate with the development of erythroblastosis induced by avian leukosis virus (ALV). c-erbB recently has been shown to be related to the gene encoding epidermal growth factor receptor. We now have characterized the detailed mechanisms of c-erbB activation by ALV proviruses. We report here that the ALV proviral integration sites are clustered 5' to the region where homology to v-erbB starts, suggesting that interruption in this region of c-erbB is important for its activation. The proviruses are oriented in the same transcriptional direction as c-erbB and usually are full-size. The latter finding is in contrast to the frequent deletions observed within the c-myc-linked proviruses in B-cell lymphomas. We have also identified a second c-erbB allele, which differs from the previously known allele primarily by a deletion in an intron region. This allele is also oncogenic upon mutation by an ALV provirus.","['Raines, M A', 'Lewis, W G', 'Crittenden, L B', 'Kung, H J']","['Raines MA', 'Lewis WG', 'Crittenden LB', 'Kung HJ']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Receptors, Cell Surface)', 'EC 2.7.10.1 (ErbB Receptors)']",IM,"['Alleles', 'Animals', 'Attachment Sites, Microbiological', 'Avian Leukosis/*genetics', 'Avian Leukosis Virus/*genetics', 'Base Sequence', 'Chickens', 'ErbB Receptors', 'Genes, Viral', '*Oncogenes', 'Operon', 'Receptors, Cell Surface/genetics']",1985/04/01 00:00,1985/04/01 00:01,['1985/04/01 00:00'],"['1985/04/01 00:00 [pubmed]', '1985/04/01 00:01 [medline]', '1985/04/01 00:00 [entrez]']",['10.1073/pnas.82.8.2287 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1985 Apr;82(8):2287-91. doi: 10.1073/pnas.82.8.2287.,['CA33158/CA/NCI NIH HHS/United States'],,,PMC397542,,,,,,,
2986109,NLM,MEDLINE,19850603,20190501,0027-8424 (Print) 0027-8424 (Linking),82,8,1985 Apr,Functional activation of the long terminal repeat of human T-cell leukemia virus type I by a trans-acting factor.,2277-81,"Promoter function for gene expression of the long terminal repeat (LTR) of human T-cell leukemia virus type I (HTLV-I) was studied by constructing plasmids containing the LTR sequence. The gene encoding chloramphenicol acetyltransferase (CATase) was linked to an HTLV-I LTR sequence (pLTR-CAT) by replacing the simian virus 40 promoter in plasmid pSV2-CAT with the LTR sequence. The transient CATase activities of cells transfected with the plasmids were compared. The results are summarized as follows: The HTLV LTR was active even in an epithelial cell line, with efficiency similar to that of the simian virus 40 promoter. pLTR-CAT expressed high CATase activity, 40-200 times that expressed by pSV2-CAT, in HTLV-I-infected T-cell lines, such as the human cell lines MT-2 and HUT-102, or in HTLV-I-infected rat cell lines. This enhanced activity of the LTR seems to be associated with HTLV gene expression, since only low activity of pLTR-CAT was observed in the HTLV-infected cell line MT-1, in which only a small percent of cells express viral antigens. In HTLV-infected rat cell lines, the pX-encoded protein p40x was the only viral protein detected. Thus, we suggest that p40x is the factor associated directly or indirectly with the enhanced activity of the LTR.","['Fujisawa, J', 'Seiki, M', 'Kiyokawa, T', 'Yoshida, M']","['Fujisawa J', 'Seiki M', 'Kiyokawa T', 'Yoshida M']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (DNA, Viral)', '0 (Viral Proteins)', 'EC 2.3.1.- (Acetyltransferases)', 'EC 2.3.1.28 (Chloramphenicol O-Acetyltransferase)']",IM,"['Acetyltransferases/genetics', 'Animals', 'Cell Line', 'Chloramphenicol O-Acetyltransferase', 'DNA, Viral/*genetics', 'Deltaretrovirus/*genetics', 'Gene Expression Regulation', '*Genes, Viral', 'Humans', 'Operon', 'Plasmids', 'Rats', '*Repetitive Sequences, Nucleic Acid', 'Viral Proteins/genetics']",1985/04/01 00:00,1985/04/01 00:01,['1985/04/01 00:00'],"['1985/04/01 00:00 [pubmed]', '1985/04/01 00:01 [medline]', '1985/04/01 00:00 [entrez]']",['10.1073/pnas.82.8.2277 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1985 Apr;82(8):2277-81. doi: 10.1073/pnas.82.8.2277.,,,,PMC397540,,,,,,,
2986085,NLM,MEDLINE,19850612,20200307,0032-5791 (Print) 0032-5791 (Linking),64,3,1985 Mar,Responses of chickens lacking or expressing endogenous avian leukosis virus genes to infection with exogenous virus.,454-63,"Line 0 chickens that lack endogenous viral (ev) genes and 15I5 X 7 chickens that carry and express ev genes were inoculated with the avian leukosis virus, RAV-1, at 1 day of age or as embryos, and maintained to 70 days of age. Comparable uninoculated controls were also kept. Most of the day-old inoculated chickens developed antibody by 70 days, but as expected, most of the embryo inoculated chickens remained viremic. Major differences in response between the lines were only noted after day-old inoculation. About 40% of Line 0 died of a specific nonneoplastic syndrome (NNS) while none of the 15I5 X 7 chickens did. Line 0 also developed neutralizing antibodies at a much earlier age than 15I5 X 7 and, consequently, virus was cleared from the serum much earlier. Day-old RAV-1 infection of Line 0 also lowered hematocrit more at 14 and 21 days of age than in 15I5 X 7 chickens. Body weight was clearly reduced at all ages in both lines of chickens by both day-old and embryo inoculation. After embryo inoculation, hematocrit was lowered in both lines of chickens between 28 and 42 days of age. Immune response to sheep red blood cells and Brucella abortus was only slightly and inconsistently reduced by inoculation of RAV-1 by both routes in both lines of chickens. It was concluded that the major influences of ev gene expression was to reduce the incidence of NNS and the neutralizing antibody response after RAV-1 inoculation of day-old chicks.","['Crittenden, L B', 'Fadly, A M']","['Crittenden LB', 'Fadly AM']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Poult Sci,Poultry science,0401150,"['0 (Antibodies, Viral)']",IM,"['Animals', 'Antibodies, Viral/biosynthesis', 'Avian Leukosis/*immunology/mortality', 'Avian Leukosis Virus/*genetics/immunology', 'Body Weight', 'Bursa of Fabricius/anatomy & histology', 'Chickens/*genetics', 'Disease Susceptibility', 'Female', '*Genes, Viral', 'Male', 'Organ Size', 'Spleen/anatomy & histology']",1985/03/01 00:00,1985/03/01 00:01,['1985/03/01 00:00'],"['1985/03/01 00:00 [pubmed]', '1985/03/01 00:01 [medline]', '1985/03/01 00:00 [entrez]']","['10.3382/ps.0640454 [doi]', 'S0032-5791(19)46754-0 [pii]']",ppublish,Poult Sci. 1985 Mar;64(3):454-63. doi: 10.3382/ps.0640454.,['CA29656/CA/NCI NIH HHS/United States'],,,,,,,,,,
2986068,NLM,MEDLINE,19850531,20180216,0030-2414 (Print) 0030-2414 (Linking),42,2,1985,Acute leukemia secondary to lung cancer. Case report and review of the literature.,107-11,"A case of acute myelomonocytic leukemia following cytotoxic therapy for an oat cell carcinoma of the lung in a 48-year-old man is reported. This case is characterized by a long phase of increasing macrocytosis during cyclophosphamide maintenance therapy. 15 other cases of secondary leukemia to lung cancer from the literature are reviewed. All patients received alkylating agents. Most patients showed peripheral blood changes more than 3 months before the onset of acute leukemia. All leukemia cases, except one, were nonlymphocytic with a high frequency of erythroleukemia. The development of acute leukemia seems to be linked with an unexpected good response to chemotherapy in advanced or poor histologic prognosis cancers. With therapeutic improvement in lung cancer, secondary leukemia could become a major hazard as in other cancers successfully treated with cytotoxic agents.","['de Gramont, A', 'Rioux, E', 'Fortin, P', 'Shields, C']","['de Gramont A', 'Rioux E', 'Fortin P', 'Shields C']",['eng'],"['Case Reports', 'Journal Article']",Switzerland,Oncology,Oncology,0135054,['8N3DW7272P (Cyclophosphamide)'],IM,"['Antineoplastic Combined Chemotherapy Protocols/*adverse effects/therapeutic use', 'Bone Marrow/pathology', 'Carcinoma, Small Cell/*drug therapy/pathology', 'Cyclophosphamide/administration & dosage/adverse effects', 'Humans', 'Leukemia, Erythroblastic, Acute/*chemically induced', 'Leukemia, Myeloid, Acute/*chemically induced/pathology', 'Lung/pathology', 'Lung Neoplasms/*drug therapy/pathology', 'Male', 'Middle Aged', 'Risk', 'Time Factors']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1159/000226011 [doi]'],ppublish,Oncology. 1985;42(2):107-11. doi: 10.1159/000226011.,,,,,,,,,,,
2986009,NLM,MEDLINE,19850531,20190617,0028-0836 (Print) 0028-0836 (Linking),314,6012,1985 Apr 18-24,Identification of the human analogue of a regulator that induces differentiation in murine leukaemic cells.,625-8,"We have recently purified murine granulocyte colony-stimulating factor (G-CSF), a regulatory glycoprotein which stimulates granulocyte colony formation from committed murine precursor cells in semi-solid agar cultures. G-CSF is one of a family of colony-stimulating factors that regulate the growth and differentiation of granulocytes and macrophages. While the other murine CSFs (granulocyte-macrophage (GM)-CSF, macrophage (M)-CSF and multi-CSF) show little or no differentiation-inducing activity on murine myelomonocytic leukaemia cell lines, G-CSF (or MGI-2(6)) is able to induce the production of terminally differentiated cells from WEHI-3B and other myeloid leukaemia cell lines. More importantly, G-CSF-containing materials suppress the self-renewal of myeloid leukaemia stem cells in vitro and the leukaemogenicity of treated myeloid leukaemic cells in vivo. It is important to identify the human analogue of murine G-CSF so that its effectiveness on human myeloid leukaemia cells can be assessed. Here we show that an analogue of G-CSF does exist among the CSFs produced by human cells and that the murine and human molecules show almost complete biological and receptor-binding cross-reactivities to normal and leukaemic murine or human cells. The human G-CSF analogue is identified as a species of CSF that we have previously described as CSF-beta.","['Nicola, N A', 'Begley, C G', 'Metcalf, D']","['Nicola NA', 'Begley CG', 'Metcalf D']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Nature,Nature,0410462,"['0 (Colony-Stimulating Factors)', '0 (Receptors, Cell Surface)', '0 (Receptors, Colony-Stimulating Factor)']",IM,"['Animals', 'Cell Differentiation/drug effects', 'Cell Division/drug effects', 'Colony-Stimulating Factors/*isolation & purification', 'Granulocytes/*cytology', 'Humans', 'Leukemia/metabolism', 'Mice', 'Receptors, Cell Surface/metabolism', 'Receptors, Colony-Stimulating Factor', 'Species Specificity']",1985/04/18 00:00,1985/04/18 00:01,['1985/04/18 00:00'],"['1985/04/18 00:00 [pubmed]', '1985/04/18 00:01 [medline]', '1985/04/18 00:00 [entrez]']",['10.1038/314625a0 [doi]'],ppublish,Nature. 1985 Apr 18-24;314(6012):625-8. doi: 10.1038/314625a0.,['CA-22556/CA/NCI NIH HHS/United States'],,,,,,,,,,
