PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,GR,TT,AD,SI
6954298,NLM,MEDLINE,19820917,20071115,0485-1439 (Print) 0485-1439 (Linking),23,1,1982 Jan,[Application of Hemalog D to the FAB classification of acute leukemias (author's transl)].,27-32,,"['Hirasawa, Y', 'Funato, T', 'Saito, M', 'Tokuhiro, H', 'Kuto, F', 'Nagaoka, T', 'Hayashi, M', 'Miwa, E']","['Hirasawa Y', 'Funato T', 'Saito M', 'Tokuhiro H', 'Kuto F', 'Nagaoka T', 'Hayashi M', 'Miwa E']",['jpn'],"['Comparative Study', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Flow Cytometry/*instrumentation', 'Humans', 'Leukemia, Lymphoid/blood/*classification', 'Leukocytes/classification']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1982 Jan;23(1):27-32.,,,,,
6954297,NLM,MEDLINE,19820917,20071115,0485-1439 (Print) 0485-1439 (Linking),23,1,1982 Jan,[Androgenotherapy of dysmyelopoietic syndrome (author's transl)].,12-9,,"['Mitsutani, S', 'Hiraide, S']","['Mitsutani S', 'Hiraide S']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,['0 (Androgens)'],IM,"['Aged', 'Androgens/*therapeutic use', 'Anemia, Aplastic/*drug therapy', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/etiology', 'Male', 'Middle Aged', 'Preleukemia/drug therapy']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1982 Jan;23(1):12-9.,,,,,
6954296,NLM,MEDLINE,19820910,20071115,0485-1439 (Print) 0485-1439 (Linking),22,12,1981 Dec,[Electron microscopic study of two cases of microgranular acute promyelocytic leukemia (author's transl)].,2009-15,,"['Bessho, F', 'Fujiu, M', 'Mizutani, S', 'Kaku, H', 'Hayashi, Y']","['Bessho F', 'Fujiu M', 'Mizutani S', 'Kaku H', 'Hayashi Y']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adolescent', 'Child', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*ultrastructure', 'Male', 'Microscopy, Electron']",1981/12/01 00:00,1981/12/01 00:01,['1981/12/01 00:00'],"['1981/12/01 00:00 [pubmed]', '1981/12/01 00:01 [medline]', '1981/12/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1981 Dec;22(12):2009-15.,,,,,
6954295,NLM,MEDLINE,19820910,20071115,0485-1439 (Print) 0485-1439 (Linking),22,12,1981 Dec,[Four cases of familial childhood acute lymphocytic leukemia including three cases in a sibship (author's transl)].,1938-47,,"['Tsunematsu, Y', 'Koide, R', 'Sasaki, M', 'Utsumi, J']","['Tsunematsu Y', 'Koide R', 'Sasaki M', 'Utsumi J']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adolescent', 'Adult', 'Age Factors', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Karyotyping', 'Leukemia, Lymphoid/*genetics', 'Male', 'Middle Aged', 'Phenotype']",1981/12/01 00:00,1981/12/01 00:01,['1981/12/01 00:00'],"['1981/12/01 00:00 [pubmed]', '1981/12/01 00:01 [medline]', '1981/12/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1981 Dec;22(12):1938-47.,,,,,
6954293,NLM,MEDLINE,19820910,20071115,0485-1439 (Print) 0485-1439 (Linking),22,12,1981 Dec,[An electron microscopic study of leukemic cells in acute promyelocytic leukemia (author's transl)].,1852-64,,"['Nakanishi, Y']",['Nakanishi Y'],['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adult', 'Bone Marrow/ultrastructure', 'Humans', 'Leukemia, Myeloid, Acute/*ultrastructure', 'Male', 'Microscopy, Electron']",1981/12/01 00:00,1981/12/01 00:01,['1981/12/01 00:00'],"['1981/12/01 00:00 [pubmed]', '1981/12/01 00:01 [medline]', '1981/12/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1981 Dec;22(12):1852-64.,,,,,
6954153,NLM,MEDLINE,19820910,20190508,0021-9525 (Print) 0021-9525 (Linking),93,2,1982 May,Terminal differentiation of murine erythroleukemia cells: physical stabilization of end-stage cells.,390-4,"An important limitation in the use of the murine erythroleukenia (MEL) cell system as an in vitro system for the study of terminal erythroid differentiation has been the inability to produce significant numbers of cells which represent the end-point of the pathway in vitro. We show here that a major reason for the failure to observe end-stage cells in vitro is that such cells are physically unstable under the standard culture conditions used for MEL cell differentiation. Modification of these culture conditions by the addition of either bovine serum albumin or Ficoll leads to physical stabilization of end-stage cells. Under such culture conditions, uniform cultures of terminally differentiated MEL cells with morphological characteristics similar to those of normal mouse orthochromatophilic erythroblasts and reticulocytes are observed. Examination of physical and biochemical parameters of these cell populations give values which are similar to values characteristic of mouse reticulocytes. A physically stabilized MEL cell shows a narrow cell volume distribution with an average value of approximately 100 mum(3), similar to the cell volume distribution observed for mouse reticulocytes, while a typical MEL cell culture treated with DMSO but without a stabilizing agent exhibits a broader, more heterogeneous cell volume distribution with an average value of approximately 500 mum(3). Globin mRNA levels and levels of globin synthesis reach values almost equal to those in mouse reticulocytes in cultures of physically stabilized MEL cells while differentiating cultures not treated with a stabilizing agent reach substantially lower values for these parameters. We suggest that the ability to produce populations of MEL cells which undergo complete terminal erythroid differentiation in vitro will allow the analysis of the molecular mechanisms which control the terminal stages of the erythroid differentiation process.","['Volloch, V', 'Housman, D']","['Volloch V', 'Housman D']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Cell Biol,The Journal of cell biology,0375356,"['0 (Culture Media)', '0 (RNA, Messenger)', '25702-74-3 (Ficoll)', '27432CM55Q (Serum Albumin, Bovine)', '9004-22-2 (Globins)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Animals', 'Cell Differentiation', '*Cell Line', 'Culture Media', 'Dimethyl Sulfoxide/pharmacology', '*Erythropoiesis', 'Ficoll/pharmacology', 'Globins/biosynthesis', '*Leukemia, Erythroblastic, Acute', 'Mice', 'RNA, Messenger/metabolism', 'Reticulocytes/cytology/metabolism', 'Serum Albumin, Bovine/pharmacology']",1982/05/01 00:00,1982/05/01 00:01,['1982/05/01 00:00'],"['1982/05/01 00:00 [pubmed]', '1982/05/01 00:01 [medline]', '1982/05/01 00:00 [entrez]']",['10.1083/jcb.93.2.390 [doi]'],ppublish,J Cell Biol. 1982 May;93(2):390-4. doi: 10.1083/jcb.93.2.390.,PMC2112864,"['CA 14051/CA/NCI NIH HHS/United States', 'CA 17575/CA/NCI NIH HHS/United States']",,,
6954135,NLM,MEDLINE,19820924,20190708,0020-7136 (Print) 0020-7136 (Linking),29,5,1982 May 15,Enrichment of cell populations containing terminal deoxynucleotidyl transferase activity by free flow electrophoresis.,501-6,"Terminal deoxynucleotidyl transferase (TdT) is an enzyme that has been utilized as a biochemical marker for following certain leukemia patients during treatment and remission. The potential usefulness of this enzyme in predicting the onset of relapse before any morphological indications has been demonstrated in chronic myelogenous leukemia patients in blast phase of the disease. In order to be able to detect low levels of TdT activity, especially during remission phase, we have used the technique of free flow electrophoresis to enrich cell populations containing TdT. With this technique we have achieved up to 20-fold enrichment of TdT-positive cell populations from normal human bone marrow, cells from patients with acute lymphoblastic leukemia and chronic myelogenous leukemia in blast phase of the disease. TdT positive cells were not detected in patients with acute myelogenous leukemia and B cell lines. This technique should prove to be useful in early detection of relapse in patients in remission and for enrichment of cell populations containing other biochemical markers.","['Sarin, P S', 'Virmani, M', 'Gallo, R C']","['Sarin PS', 'Virmani M', 'Gallo RC']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,"['EC 2.7.7.- (DNA Nucleotidyltransferases)', 'EC 2.7.7.31 (DNA Nucleotidylexotransferase)']",IM,"['Bone Marrow/enzymology', 'Cell Separation', 'Cells, Cultured', 'DNA Nucleotidylexotransferase/*analysis', 'DNA Nucleotidyltransferases/*analysis', 'Electrophoresis/methods', 'Humans', 'Leukemia, Lymphoid/*enzymology/pathology', 'Leukemia, Myeloid/*enzymology/pathology', 'Lymphocytes/enzymology']",1982/05/15 00:00,1982/05/15 00:01,['1982/05/15 00:00'],"['1982/05/15 00:00 [pubmed]', '1982/05/15 00:01 [medline]', '1982/05/15 00:00 [entrez]']",['10.1002/ijc.2910290503 [doi]'],ppublish,Int J Cancer. 1982 May 15;29(5):501-6. doi: 10.1002/ijc.2910290503.,,,,,
6954128,NLM,MEDLINE,19820910,20190829,0300-8126 (Print) 0300-8126 (Linking),10,2,1982,The effect of amphotericin B lozenges on the presence and number of Candida cells in the oropharynx of neutropenic leukemia patients.,71-5,"A retrospective evaluation was made on the value of amphotericin B lozenges in the selective elimination of yeasts from the oropharynx. Four different groups of severely granulocytopenic patients were studied. All 77 patients received amphotericin B orally as a suspension or as tablets. Four amphotericin B lozenges were also administered daily for topical antimycotic decontamination of the oropharynx. This was done in the presence of colonization-resistance decreasing factors such as a nasogastric tube (Group I, 19 patients) or mucosal damage (Group III, 25 patients) and in patients with four or more consecutive throat swab cultures with yeasts (Group IV, 11 patients). The 22 patients in Group II did not receive lozenges. The addition of lozenges resulted in a decrease in the mean ""growth density"" of Candida cells in the oropharynx. This reduction was significant in Group III (p less than 0.01) and Group IV (p less than 0.02) and became evident during the first week of treatment. In patients with a nasogastric tube, however, 51.8% of the throat swab cultures revealed yeasts. Increasing the dose of the lozenges might improve the results in these patients. Topical treatment of the oropharynx with amphotericin B lozenges is advocated for patients who are susceptible to Candida infections.","['de Vries-Hospers, H G', 'Mulder, N H', 'Sleijfer, D T', 'van Saene, H K']","['de Vries-Hospers HG', 'Mulder NH', 'Sleijfer DT', 'van Saene HK']",['eng'],['Journal Article'],Germany,Infection,Infection,0365307,"['0 (Dosage Forms)', '7XU7A7DROE (Amphotericin B)']",IM,"['Amphotericin B/administration & dosage/*therapeutic use', 'Candida/*growth & development', 'Candidiasis, Oral/etiology/prevention & control', 'Dosage Forms', 'Humans', 'Leukemia, Lymphoid/*complications', 'Leukemia, Myeloid, Acute/*complications', 'Neutropenia/etiology', 'Oropharynx/*microbiology', 'Retrospective Studies']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1007/BF01816727 [doi]'],ppublish,Infection. 1982;10(2):71-5. doi: 10.1007/BF01816727.,,,,,
6954126,NLM,MEDLINE,19820924,20071115,0017-6559 (Print) 0017-6559 (Linking),14,4,1981 Dec,Platelet function abnormalities in acute leukaemia.,383-91,"Studies on platelet function in vitro were done in fourteen patients with different kinds of acute leukaemia. Quantitative clot retraction was abnormal in all patients. Aggregation was different with the various agents tested. Availability of platelet factor 3 was abnormal in six patients. All patients were studied prior to chemotherapy. Two patients were studied in complete remission, as well; they showed an almost normal platelet function. Another patient without remission after induction treatment displayed a platelet function worse than in the initial study. The results suggest that the defect in leukaemic platelets is due to the leukaemic process itself.","['Ramos, O F', 'Moron, E C', 'De Castro Arenas, R']","['Ramos OF', 'Moron EC', 'De Castro Arenas R']",['eng'],['Journal Article'],Netherlands,Haematologia (Budap),Haematologia,0130266,,IM,"['Acute Disease', 'Adult', 'Aged', 'Bleeding Time', 'Blood Platelet Disorders/*blood/complications', 'Child', 'Child, Preschool', 'Clot Retraction', 'Female', 'Hemorrhagic Disorders/blood/complications', 'Humans', 'Leukemia/*blood/complications', 'Leukemia, Lymphoid/blood/complications', 'Leukemia, Myeloid/blood/complications', 'Leukemia, Myeloid, Acute/blood/complications', 'Male', 'Middle Aged', 'Platelet Aggregation', 'Thrombocytopenia/blood/complications']",1981/12/01 00:00,1981/12/01 00:01,['1981/12/01 00:00'],"['1981/12/01 00:00 [pubmed]', '1981/12/01 00:01 [medline]', '1981/12/01 00:00 [entrez]']",,ppublish,Haematologia (Budap). 1981 Dec;14(4):383-91.,,,,,
6954074,NLM,MEDLINE,19820910,20041117,0301-472X (Print) 0301-472X (Linking),10,4,1982 Apr,Growth of human malignant micromegakaryocytes in vitro.,404-12,"Mononuclear cells from the peripheral blood of a patient with megakaryoblastic transformation of Philadelphia chromosome-positive chronic myelogenous leukemia were cultured. Morphological and cytochemical studies and cell ploidy determinations were done daily for 4 days. PAS staining of the cells increased progressively during culture. Ultrastructural study of circulating and cultured cells revealed demarcation membranes and alpha granules indicating the cells were micromegakaryocytes. Deoxyribonucleic acid synthesis, determined by 3H-thymidine uptake, peaked at 72 hours. The DNA content of cultured cells was diploid at all times. All 15 metaphases analyzed at 72 hours were Ph1-positive. Malignant (Ph1-positive) megakaryoblasts and micromegakaryocytes grown successfully were capable of partial cytoplasmic maturation as demonstrated by glycogen deposition and increase in subcellular organelles, while endoreduplication was impaired. Malignant megakaryoblasts and micromegakaryocytes can be grown successfully in short term liquid culture and have more complete maturation in vitro than observed in vivo.","['Juneja, H S', 'Williams, W C', 'Minguell, J J', 'Bessman, J D', 'Weiss, G B', 'Gardner, F H']","['Juneja HS', 'Williams WC', 'Minguell JJ', 'Bessman JD', 'Weiss GB', 'Gardner FH']",['eng'],['Journal Article'],Netherlands,Exp Hematol,Experimental hematology,0402313,,IM,"['Cell Division', 'Cell Nucleus/ultrastructure', 'Cells, Cultured', 'Chromosomes, Human, 21-22 and Y', 'Cytoplasm/ultrastructure', 'Cytoplasmic Granules/ultrastructure', 'Diploidy', 'Humans', 'Intracellular Membranes/ultrastructure', 'Leukemia, Myeloid/genetics/*ultrastructure', 'Megakaryocytes/*ultrastructure', 'Microscopy, Electron', 'Periodic Acid-Schiff Reaction']",1982/04/01 00:00,1982/04/01 00:01,['1982/04/01 00:00'],"['1982/04/01 00:00 [pubmed]', '1982/04/01 00:01 [medline]', '1982/04/01 00:00 [entrez]']",,ppublish,Exp Hematol. 1982 Apr;10(4):404-12.,,,,,
6954072,NLM,MEDLINE,19820910,20071115,0014-2980 (Print) 0014-2980 (Linking),12,4,1982 Apr,Expression of HLA-DR and common acute lymphoblastic leukemia antigens on glioma cells.,354-7,"The expression on several established human glioma cell lines of two well-defined differentiation antigens, HLA-DR and the common acute lymphoblastic leukemia antigen (CALLA) has been demonstrated. Rabbit anti-CALLA antiserum and monoclonal anti-Ia antibodies specifically lysed glioma cells in the presence of complement. Absorption of anti-CALLA antiserum and anti-Ia antibodies by glioma cells abolished their cytotoxicity against blasts isolated from a common acute lymphoblastic leukemia. Immunoprecipitation of solubilized glioma cells by monoclonal anti-Ia antibodies revealed two polypeptide chains of 28 and 33 kDa, whereas the anti-CALLA antiserum precipitated a single polypeptide chain of 100 kDa.","['Carrel, S', 'De Tribolet, N', 'Gross, N']","['Carrel S', 'De Tribolet N', 'Gross N']",['eng'],['Journal Article'],Germany,Eur J Immunol,European journal of immunology,1273201,"['0 (Antibodies, Monoclonal)', '0 (Antibodies, Neoplasm)', '0 (Antigens, Neoplasm)', '0 (Histocompatibility Antigens Class II)', '0 (Immune Sera)']",IM,"['Absorption', 'Animals', 'Antibodies, Monoclonal/immunology', 'Antibodies, Neoplasm/*immunology', 'Antigens, Neoplasm/*immunology', 'Autoradiography', 'Glioma/*immunology', 'Histocompatibility Antigens Class II/*immunology', 'Humans', 'Immune Sera/pharmacology', 'Leukemia, Lymphoid/*immunology', 'Rabbits']",1982/04/01 00:00,1982/04/01 00:01,['1982/04/01 00:00'],"['1982/04/01 00:00 [pubmed]', '1982/04/01 00:01 [medline]', '1982/04/01 00:00 [entrez]']",['10.1002/eji.1830120418 [doi]'],ppublish,Eur J Immunol. 1982 Apr;12(4):354-7. doi: 10.1002/eji.1830120418.,,,,,
6954033,NLM,MEDLINE,19820924,20170310,0011-4553 (Print) 0011-4553 (Linking),34,10,1981 Oct,[Anatomopathological changes in the oral tissues of patients with leukemia].,979-85,,"['Gruszewska-Lewczuk, L']",['Gruszewska-Lewczuk L'],['pol'],"['English Abstract', 'Journal Article']",Poland,Czas Stomatol,Czasopismo stomatologiczne,2984742R,,,"['Alveolar Process/pathology', 'Humans', 'Leukemia/*pathology', 'Mouth/*pathology', 'Mouth Mucosa/pathology']",1981/10/01 00:00,1981/10/01 00:01,['1981/10/01 00:00'],"['1981/10/01 00:00 [pubmed]', '1981/10/01 00:01 [medline]', '1981/10/01 00:00 [entrez]']",,ppublish,Czas Stomatol. 1981 Oct;34(10):979-85.,,,Zmiany anatomopatologiczne w tkankach jamy ustnej u chorych na bialaczki.,,
6954016,NLM,MEDLINE,19820910,20190829,0344-5704 (Print) 0344-5704 (Linking),8,1,1982,"Treatment of patients with refractory myelogenous leukemia with BCOMM[1,3-bis-chloro(2-chloroethyl)-1-nitrosourea (BCNU), oncovin (vincristine), cyclophosphamide, high-dose methotrexate and methyl-glyoxal bis-guanylhydrazone (MGBG)].",73-5,"Ten patients with AML refractory to anthracyclines and cytosine arabinoside were treated with vincristine 1.4 mg/m2 and methotrexate (MTX) 2.5 gm/m2 by intravenous (IV) bolus on day 1 [citrovorum factor (CF) rescue began 24 h later], BCNU 80 mg/m2, and cyclophosphamide 900 mg/m2 IV 36 h after MTX and MGBG 300 mg/m2 IV over 1-2 h on days 3, 4, and 5. Bone marrow aplasia was achieved in all patients by day 12. Five patients (50%) achieved complete remission (CR). Two patients died of sepsis during induction. The median duration of remission was 24 weeks (range 8-38). Maintenance therapy was employed in three patients (high-dose MTX-CF in 2 and MGBG plus BCNU in 1), but did not appear to significantly increase the duration of remission. Nausea and vomiting occurred in eight patients. Five patients developed moderate stomatitis and one developed a moderately severe cutaneous reaction. This pilot experience demonstrates that patients with refractory AML can achieve CR after aggressive treatment with so-called second-line drugs. and may indicate that collateral sensitivity to MTX exists in cells which have become resistant to anthracyclines, a situation we previously described in an experimental cell line.","['Herman, T S', 'Durie, B G', 'Hutter, J J Jr']","['Herman TS', 'Durie BG', 'Hutter JJ Jr']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Cancer Chemother Pharmacol,Cancer chemotherapy and pharmacology,7806519,"['0 (Antineoplastic Agents)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'OD5Q0L447W (Mitoguazone)', 'U68WG3173Y (Carmustine)', 'YL5FZ2Y5U1 (Methotrexate)', 'BCOMM protocol']",IM,"['Adolescent', 'Adult', 'Antineoplastic Agents/*administration & dosage/adverse effects', '*Antineoplastic Combined Chemotherapy Protocols', 'Carmustine/administration & dosage/adverse effects/therapeutic use', 'Child', 'Cyclophosphamide/administration & dosage/adverse effects/therapeutic use', 'Drug Therapy, Combination', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Methotrexate/administration & dosage/adverse effects/therapeutic use', 'Middle Aged', 'Mitoguazone/administration & dosage/adverse effects/therapeutic use', 'Vincristine/administration & dosage/adverse effects/therapeutic use']",1982/01/01 00:00,2001/03/28 10:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1007/BF00292874 [doi]'],ppublish,Cancer Chemother Pharmacol. 1982;8(1):73-5. doi: 10.1007/BF00292874.,,['CA 17094/CA/NCI NIH HHS/United States'],,,
6954007,NLM,MEDLINE,19820910,20190705,0092-8674 (Print) 0092-8674 (Linking),28,4,1982 Apr,Hormone-dependent terminal differentiation in vitro of chicken erythroleukemia cells transformed by ts mutants of avian erythroblastosis virus.,907-19,"Chicken erythroblast cell strains and a cell line transformed by ts mutants of avian erythroblastosis virus (AEV) terminally differentiate when shifted to the nonpermissive temperature (42 degrees C). The differentiated cells resemble mature erythrocytes with respect to morphology and ultrastructure, expression of differentiation-specific cell-surface antigens, pattern of protein synthesis and hemoglobin content. Terminal differentiation is dependent on conditions favoring the differentiation of normal erythroid progenitor cells, including an erythropoietin-like factor. Colonies of ts AEV cells grown at 42 degrees C semisolid medium resemble erythrocyte colonies derived from normal erythroid progenitor cells. The colonies obtained were comparable in size or slightly larger than the late erythroid precursor (CFU-E) colonies. These results suggest that AEV-transformed cells are blocked at a stage of differentiation that is more advanced than that of the uninfected target cells. ts AEV cells are irreversibly committed to terminal differentiation within 20 to 30 hr after shift to 42 degrees C.","['Beug, H', 'Palmieri, S', 'Freudenstein, C', 'Zentgraf, H', 'Graf, T']","['Beug H', 'Palmieri S', 'Freudenstein C', 'Zentgraf H', 'Graf T']",['eng'],['Journal Article'],United States,Cell,Cell,0413066,"['0 (Antigens, Surface)', '0 (Culture Media)', '0 (Hemoglobins)']",IM,"['Alpharetrovirus', 'Animals', 'Antigens, Surface', '*Cell Differentiation', 'Cell Line', '*Cell Transformation, Viral', 'Chickens', 'Culture Media', 'Erythroblasts/ultrastructure', 'Hemoglobins/biosynthesis', 'Leukemia, Erythroblastic, Acute/*metabolism', 'Mutation', 'Temperature']",1982/04/01 00:00,1982/04/01 00:01,['1982/04/01 00:00'],"['1982/04/01 00:00 [pubmed]', '1982/04/01 00:01 [medline]', '1982/04/01 00:00 [entrez]']","['0092-8674(82)90070-8 [pii]', '10.1016/0092-8674(82)90070-8 [doi]']",ppublish,Cell. 1982 Apr;28(4):907-19. doi: 10.1016/0092-8674(82)90070-8.,,,,,
6953997,NLM,MEDLINE,19820910,20131121,0361-5960 (Print) 0361-5960 (Linking),66,7,1982 Jul,Case report: acute leukemia after semustine (methyl-CCNU) therapy.,1593-4,,"['Uphouse, W J', 'Oishi, N']","['Uphouse WJ', 'Oishi N']",['eng'],"['Case Reports', 'Letter']",United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Nitrosourea Compounds)', '04079A1RDZ (Cytarabine)', '13909-09-6 (Semustine)']",IM,"['Adenocarcinoma/*drug therapy', 'Aged', 'Cecal Neoplasms/*drug therapy', 'Cytarabine/therapeutic use', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*chemically induced', 'Male', 'Middle Aged', 'Nitrosourea Compounds/*adverse effects', 'Semustine/*adverse effects/therapeutic use']",1982/07/01 00:00,1982/07/01 00:01,['1982/07/01 00:00'],"['1982/07/01 00:00 [pubmed]', '1982/07/01 00:01 [medline]', '1982/07/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1982 Jul;66(7):1593-4.,,,,,
6953996,NLM,MEDLINE,19820910,20071115,0008-5472 (Print) 0008-5472 (Linking),42,8,1982 Aug,Sister chromatid exchange and growth kinetics in chronic myeloid leukemia.,3240-3,"The frequency of sister chromatid exchange (SCE) was analyzed in bone marrow cells of 16 patients with chronic myeloid leukemia. We have compared the SCE frequency in these patients, in both chronic and blastic phases of the disease, to that of normal individuals. The frequency of SCE in blastic-phase chronic myeloid leukemia patients (mean, 1.86/cell) was significantly lower than that in chronic phase (mean, 2.96/cell), which was in turn lower than that in normal individuals (mean, 4.108/cell). We have used the SCE data to compare the rates of division of the bone marrow cells. Cells from chronic myeloid leukemia patients divided more slowly than did those from normal individuals, those from blastic-phase patients being slowest.","['Stoll, C', 'Oberling, F', 'Roth, M P']","['Stoll C', 'Oberling F', 'Roth MP']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,,IM,"['Adult', 'Aged', 'Bone Marrow/pathology', 'Cell Division', '*Crossing Over, Genetic', 'Female', 'Humans', 'Kinetics', 'Leukemia, Myeloid/genetics/*physiopathology', 'Leukemia, Myeloid, Acute/genetics/physiopathology', 'Male', 'Middle Aged', '*Sister Chromatid Exchange']",1982/08/01 00:00,1982/08/01 00:01,['1982/08/01 00:00'],"['1982/08/01 00:00 [pubmed]', '1982/08/01 00:01 [medline]', '1982/08/01 00:00 [entrez]']",,ppublish,Cancer Res. 1982 Aug;42(8):3240-3.,,,,,
6953995,NLM,MEDLINE,19820924,20190816,0165-4608 (Print) 0165-4608 (Linking),5,4,1982 Apr,15/17 chromosome translocation in acute promyelocytic leukemia.,353-4,,"['Sheer, D', 'Solomon, E', 'Greaves, M F', 'Lister, T A']","['Sheer D', 'Solomon E', 'Greaves MF', 'Lister TA']",['eng'],"['Case Reports', 'Letter']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Chromosomes, Human, 13-15/*ultrastructure', 'Chromosomes, Human, 16-18/*ultrastructure', 'England', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Myeloid, Acute/*genetics', 'Middle Aged', '*Translocation, Genetic', 'Urinary Bladder Neoplasms/complications']",1982/04/01 00:00,1982/04/01 00:01,['1982/04/01 00:00'],"['1982/04/01 00:00 [pubmed]', '1982/04/01 00:01 [medline]', '1982/04/01 00:00 [entrez]']","['0165-4608(82)90100-5 [pii]', '10.1016/0165-4608(82)90100-5 [doi]']",ppublish,Cancer Genet Cytogenet. 1982 Apr;5(4):353-4. doi: 10.1016/0165-4608(82)90100-5.,,,,,
6953994,NLM,MEDLINE,19820924,20190816,0165-4608 (Print) 0165-4608 (Linking),5,4,1982 Apr,Chromosomes and causation of human cancer and leukemia. XLVII. severe hypodiploidy and chromosome conglomerations in ALL.,293-307,"A case of acute lymphoblastic leukemia (ALL) of the L1 type with severe hypodiploidy in the marrow cells (modal chromosome number, 36) is described. In addition, most of the metaphases contained chromosome conglomerations which consisted of varying numbers of chromosomes and appeared similar to conglomerations previously observed by us in a case of chronic myelocytic leukemia (CML) in the blastic phase (BP), where some cells contained less than 20 chromosomes. The karyotype of the ALL cells of our case was similar to those of published near-haploid ALL cases, possibly indicative of a common pathway of cytogenetic evolution.","['Sandberg, A A', 'Wake, N', 'Kohno, S']","['Sandberg AA', 'Wake N', 'Kohno S']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,,IM,"['Blood Cell Count', 'Bone Marrow Cells', '*Chromosome Aberrations', 'Chromosome Banding', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/*genetics', 'Leukemia, Myeloid/genetics', 'Male', 'Middle Aged', 'Ploidies']",1982/04/01 00:00,1982/04/01 00:01,['1982/04/01 00:00'],"['1982/04/01 00:00 [pubmed]', '1982/04/01 00:01 [medline]', '1982/04/01 00:00 [entrez]']","['0165-4608(82)90095-4 [pii]', '10.1016/0165-4608(82)90095-4 [doi]']",ppublish,Cancer Genet Cytogenet. 1982 Apr;5(4):293-307. doi: 10.1016/0165-4608(82)90095-4.,,['CA-14555/CA/NCI NIH HHS/United States'],,,
