PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,TT,PMC,EIN,OID,SI,AD,OAB,OABL,OTO,OT,GN
3593687,NLM,MEDLINE,19870724,20190613,0006-2960 (Print) 0006-2960 (Linking),26,6,1987 Mar 24,Quantitative contributions of cholesterol and the individual classes of phospholipids and their degree of fatty acyl (un)saturation to membrane fluidity measured by fluorescence polarization.,1746-56,"Steady-state fluorescence polarization (P) measurements, using the probe 1,6-diphenyl-1,3,5-hexatriene, in a large variety of well-defined liposomes at 25 degrees C allowed a quantitative description of the contributions of cholesterol, sphingomyelin, and (un)saturation of fatty acyl groups in the various phospholipids to the structural order (or the mutual affinity) of membrane lipids. The P values for liposomes prepared from lipid extracts of natural (purified) membranes of various origins could be more or less predicted (calculated) from the relative contributions of the individual lipid components. In all cases, the polarization varied with the cholesterol/phospholipid molar ratio (C/PL) according to the equation P = Pplat -(Pplat -Pzero) exp(-alpha C/PL), in which Pzero refers to the polarization without cholesterol and Pplat is a maximal plateau value, reached at a high C/PL (greater than 1). The ""cholesterol-ordering coefficient"" alpha of the phospholipids was found to increase with the fraction of sphingomyelin or dipalmitoylphosphatidylcholine molecules, indicating that the susceptibility of phospholipids to be ordered by cholesterol is increased by these compounds. Pzero increases curvilinearly with the fraction of either of these molecules. Pplat increases linearly with the fraction of saturated acyl chains for most phospholipids. Highly unsaturated fatty acyl chains (e.g., 20:4 and 22:6) strongly depress Pplat but not Pzero. The results suggest that such phospholipids are unlikely to associate with cholesterol and may thus create extremely fluid membrane domains. The disproportionation of cholesterol in the cell can be understood by the differing composition of the phospholipids in plasma membranes and endomembranes and their ordering susceptibility (affinity) toward cholesterol.","['van Blitterswijk, W J', 'van der Meer, B W', 'Hilkmann, H']","['van Blitterswijk WJ', 'van der Meer BW', 'Hilkmann H']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Biochemistry,Biochemistry,0370623,"['0 (Fatty Acids)', '0 (Fatty Acids, Unsaturated)', '0 (Liposomes)', '0 (Membrane Lipids)', '0 (Phosphatidylcholines)', '0 (Phospholipids)', '97C5T2UQ7J (Cholesterol)']",IM,"['Animals', 'Cell Membrane/*metabolism', '*Cholesterol/metabolism', 'Erythrocyte Membrane/metabolism', '*Fatty Acids', '*Fatty Acids, Unsaturated', 'Humans', 'Kinetics', 'Leukemia, Experimental/metabolism', 'Liposomes', 'Liver/metabolism', '*Membrane Fluidity', 'Membrane Lipids/*metabolism', 'Mice', 'Models, Biological', 'Phosphatidylcholines', '*Phospholipids/metabolism', 'Rats', 'Spectrometry, Fluorescence', 'Structure-Activity Relationship']",1987/03/24 00:00,1987/03/24 00:01,['1987/03/24 00:00'],"['1987/03/24 00:00 [pubmed]', '1987/03/24 00:01 [medline]', '1987/03/24 00:00 [entrez]']",['10.1021/bi00380a038 [doi]'],ppublish,Biochemistry. 1987 Mar 24;26(6):1746-56. doi: 10.1021/bi00380a038.,,,,,,,,,,,,
3593655,NLM,MEDLINE,19870814,20190704,0007-1048 (Print) 0007-1048 (Linking),66,1,1987 May,Flow cytochemical patterns of white blood cells in human haematopoietic malignancies. I. Acute leukaemias.,27-36,"Peripheral blood samples from 118 patients with acute leukaemia (68 untreated; 50 treated) were measured with the Technicon H-6000 automated haematology analyser. This instrument provides, in addition to measurements of the classical haematology parameters (i.e. cell counts, haemoglobin concentration, etc.), a differential count on 10(4) WBC effected by means of flow cytochemistry (peroxidase content) and volume (light scatter) discrimination. Disregarding RBC and platelet counts and their volume distribution profiles, the most important diagnostic parameters for leukaemic disease were the WBC count, the WBC differential count, and the proportions of large unstained cells (LUC) and high peroxidase (HPX) cells obtained by the automated differential count as well as the mean value of the WBC peroxidase content distribution (MPA). Granulocytic leukaemias had lower MPA than normal and lymphocytic leukaemias had MPA values above normal. M1 leukaemias were also characterized by large proportions of LUC and low fractions of HPX, while M2 leukaemias showed low LUC with high HPX. M3 leukaemias had low LUC and very high HPX. M4 leukaemias had large LUC and 'monocytic' components and a modest fraction of HPX. M5 leukaemias had very large numbers of LUC, 'monocytes' and 'lymphocytes' and a normal HPX. For M1 leukaemia, the presence of less than 7% LUC following induction treatment was related to morphological changes of normal cells induced by chemotherapy while LUC above 10% usually indicated unsuccessful induction associated with the presence of residual blasts. If treatment was successful, M2 and M3 leukaemias characteristically decreased their HPX population. All M4 leukaemias studied by us failed to enter remission and continued to display high proportions of HPX and LUC. Similarly, most M5 leukaemias had a poor response to treatment and always showed a very high proportion of LUC. Untreated lymphocytic leukaemias demonstrated high LUC, normal HPX and a high proportion of 'lymphocytes'. Hairy cell leukaemias showed almost equal proportions of 'lymphocytes' and LUC. Successful chemotherapy of all lymphoid leukaemia entities was associated with rapid decreases in LUC, slower decrements of 'lymphocytes' and moderate and transient increments in HPX. Thus, flow cytochemistry can assist not only in the segregation of acute leukaemias along with FAB classification with nonmorphologic criteria, but also in the follow up of patients with these diseases.","['Drewinko, B', 'Bollinger, P', 'Brailas, C', 'Moyle, S', 'Wyatt, J', 'Simson, E', 'Johnston, D', 'Trujillo, J M']","['Drewinko B', 'Bollinger P', 'Brailas C', 'Moyle S', 'Wyatt J', 'Simson E', 'Johnston D', 'Trujillo JM']",['eng'],['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,,IM,"['Acute Disease', 'Flow Cytometry/*instrumentation', 'Histocytochemistry', 'Humans', 'Leukemia/*blood/drug therapy', 'Leukocyte Count', 'Leukocytes/*pathology']",1987/05/01 00:00,1987/05/01 00:01,['1987/05/01 00:00'],"['1987/05/01 00:00 [pubmed]', '1987/05/01 00:01 [medline]', '1987/05/01 00:00 [entrez]']",['10.1111/j.1365-2141.1987.tb06886.x [doi]'],ppublish,Br J Haematol. 1987 May;66(1):27-36. doi: 10.1111/j.1365-2141.1987.tb06886.x.,,,,,,,,,,,,
3593651,NLM,MEDLINE,19870814,20151119,0007-1048 (Print) 0007-1048 (Linking),66,1,1987 May,Complete remission in plasma cell leukaemia.,145,,"['Krsnik, I', 'Penalver, M A', 'Del Potro, E', 'Diaz-Mediavilla, J']","['Krsnik I', 'Penalver MA', 'Del Potro E', 'Diaz-Mediavilla J']",['eng'],"['Case Reports', 'Letter']",England,Br J Haematol,British journal of haematology,0372544,"['5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'Q41OR9510P (Melphalan)', 'U68WG3173Y (Carmustine)', 'VB0R961HZT (Prednisone)', 'M-2 protocol']",IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Carmustine/administration & dosage', 'Cyclophosphamide/administration & dosage', 'Female', 'Humans', 'Leukemia, Plasma Cell/*drug therapy', 'Melphalan/administration & dosage', 'Middle Aged', 'Prednisone/administration & dosage', 'Remission Induction', 'Vincristine/administration & dosage']",1987/05/01 00:00,1987/05/01 00:01,['1987/05/01 00:00'],"['1987/05/01 00:00 [pubmed]', '1987/05/01 00:01 [medline]', '1987/05/01 00:00 [entrez]']",,ppublish,Br J Haematol. 1987 May;66(1):145.,,,,,,,,,,,,
3593650,NLM,MEDLINE,19870814,20041117,0007-1048 (Print) 0007-1048 (Linking),66,1,1987 May,An evaluation of empirical antibiotic therapy in febrile neutropenic patients.,137-40,A prospective study was undertaken to determine the effectiveness of an empirical antibiotic therapy regimen in 34 neutropenic patients undergoing bone marrow transplantation or remission-induction chemotherapy for leukaemia. Throughout the study period a total of 90 pyrexial episodes were monitored in which organisms designated to be pathogens were isolated from blood cultures on 38 occasions. The response rate to the combination of a ureidopenicillin with gentamicin fell sharply from 50% during patients' first pyrexial episodes to zero during the third and subsequent episodes. The preponderance of Gram-positive bacteria and the high overall resistance of bacterial isolates to these antibiotics have led us to reconsider our approach to empirical therapy and to include antibiotics with greater activity against Staphylococcus epidermidis. The emergence of fungi as a major cause of morbidity in patients with prolonged neutropenia underlines the necessity to introduce early empirical antifungal therapy in this group of patients.,"['Barnes, R A', 'Rogers, T R']","['Barnes RA', 'Rogers TR']",['eng'],['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,['0 (Anti-Bacterial Agents)'],IM,"['Adolescent', 'Adult', 'Agranulocytosis/*drug therapy', 'Anti-Bacterial Agents/*therapeutic use', 'Child', 'Child, Preschool', 'Drug Evaluation', 'Fever/drug therapy/etiology/microbiology', 'Humans', 'Infant', 'Middle Aged', 'Neutropenia/*drug therapy', 'Prospective Studies']",1987/05/01 00:00,1987/05/01 00:01,['1987/05/01 00:00'],"['1987/05/01 00:00 [pubmed]', '1987/05/01 00:01 [medline]', '1987/05/01 00:00 [entrez]']",,ppublish,Br J Haematol. 1987 May;66(1):137-40.,,,,,,,,,,,,
3593392,NLM,MEDLINE,19870701,20190623,0006-2952 (Print) 0006-2952 (Linking),36,10,1987 May 15,Carrier-mediated transport of folate compounds in L1210 cells. Initial rate kinetics and extent of duality of entry routes for folic acid and diastereomers of 5-methyltetrahydrohomofolate in the presence of physiological anions.,1659-67,"Comparison of the kinetic parameters for influx of highly purified [3H]folic acid versus [3H]methotrexate in L1210 cells under anionic buffer conditions showed a marked discordancy. In addition, the kinetics for influx of [3H]folic acid were unchanged in variant L1210 cells defective in [3H]methotrexate transport. In these variant cells, the Vmax for methotrexate was reduced 17-fold and the Km was increased 3-fold. The results show that [3H]folic acid influx is mediated by a system which has a low affinity, but a 20-fold higher capacity, for folate compounds than the classical high-affinity system mediating [3H]methotrexate influx. Since the latter system also exhibits very low affinity for [3H]folic acid, it would not be expected to contribute significantly to the total influx of [3H]folic acid. The high-capacity system for [3H]folic acid influx is different from that believed to mediate pterin influx in L1210 cells since it was not inhibited by adenine, a potent inhibitor of pterin influx. However, exposure of cells to [3H]folic acid in a nonanionic buffer resulted in marked stimulation of initial influx, and a fraction of influx under these conditions was inhibited by methotrexate. These results suggest that anions modulate the extent of multiplicity of [3H]folic acid influx by their known effects on the high-affinity, reduced folate/methotrexate system. The diastereomers, at carbon 6, of [14C]5-methyltetrahydrohomofolate shared both transport systems. The influx Km for the natural diastereomer was one-half that of the unnatural form for both transport systems. Both diastereomers showed a much greater differential in affinity between the two transport systems than did [3H]folic acid. Our results suggest that an analog which could be effectively transported by the low-affinity/high-capacity route may be useful in the treatment of tumors resistant to methotrexate due to a defective high-affinity/low capacity influx system. We also found that incubation of L1210 cells with [3H]folic acid or the natural diastereomer [14C]5-methyltetrahydrohomofolate for 10 min resulted in the formation of a nonexchangeable fraction of radioactivity amounting to 20-40% of the total accumulation. This non-exchangeable fraction may be explained by the accumulation of metabolites other than polyglutamates. Preloading of cells with methotrexate prior to incubation with [3H]folic acid prevented the accumulation of radioactivity as a nonexchangeable fraction.","['Sirotnak, F M', 'Goutas, L J', 'Jacobsen, D M', 'Mines, L S', 'Barrueco, J R', 'Gaumont, Y', 'Kisliuk, R L']","['Sirotnak FM', 'Goutas LJ', 'Jacobsen DM', 'Mines LS', 'Barrueco JR', 'Gaumont Y', 'Kisliuk RL']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Biochem Pharmacol,Biochemical pharmacology,0101032,"['0 (Anions)', '0 (Carrier Proteins)', '0 (Folate Receptors, GPI-Anchored)', '0 (Receptors, Cell Surface)', '52196-22-2 (5-methyltetrahydrohomofolic acid)', '935E97BOY8 (Folic Acid)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Animals', '*Anions', 'Binding, Competitive', 'Biological Transport', 'Carrier Proteins/*metabolism', 'Cell Line', 'Folate Receptors, GPI-Anchored', 'Folic Acid/*analogs & derivatives/isolation & purification/*metabolism', 'Kinetics', 'Leukemia L1210/*metabolism', 'Methotrexate/metabolism', '*Receptors, Cell Surface', 'Stereoisomerism']",1987/05/15 00:00,1987/05/15 00:01,['1987/05/15 00:00'],"['1987/05/15 00:00 [pubmed]', '1987/05/15 00:01 [medline]', '1987/05/15 00:00 [entrez]']","['0006-2952(87)90051-7 [pii]', '10.1016/0006-2952(87)90051-7 [doi]']",ppublish,Biochem Pharmacol. 1987 May 15;36(10):1659-67. doi: 10.1016/0006-2952(87)90051-7.,"['CA08748/CA/NCI NIH HHS/United States', 'CA10914/CA/NCI NIH HHS/United States', 'CA18856/CA/NCI NIH HHS/United States', 'etc.']",,,,,,,,,,,
3593359,NLM,MEDLINE,19870715,20190612,0006-291X (Print) 0006-291X (Linking),145,1,1987 May 29,The 180 KDa polypeptide contains the DNA-binding domain of RNA polymerase II.,73-80,"Purification of RNA polymerase II from chicken myeloblastosis (leukemia) cells to homogeneity and subsequent structural analysis of the purified enzyme revealed that the enzyme contained seven polypeptides with molecular masses ranging from 27 KDa to 220 KDa. Inclusion of protease inhibitors in the buffer system during purification significantly increased the molar ratio of the largest (220 KDa) polypeptide to the second largest (180 KDa) polypeptide. However, proteolytic conversion of the 220 KDa to 180 KDa polypeptide did not inhibit the DNA binding activity of the enzyme. The enzyme, after dissociation into subunits in a SDS-polyacrylamide gel containing urea was blotted onto a nitrocellulose filter. The filter was incubated with 32P-labeled calf thymus DNA and both the 220 KDa and 180 KDa polypeptides of the enzyme bind DNA, suggesting that the DNA-binding site of the enzyme resides on the 180 KDa polypeptide of the largest subunit.","['Chuang, R Y', 'Chuang, L F']","['Chuang RY', 'Chuang LF']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,"['0 (Macromolecular Substances)', '9007-49-2 (DNA)', 'EC 2.7.7.- (RNA Polymerase II)']",IM,"['Animals', 'Avian Leukosis/*enzymology', 'Binding Sites', 'Chickens', 'DNA/*metabolism', 'Macromolecular Substances', 'Molecular Weight', 'Protein Binding', 'RNA Polymerase II/*isolation & purification/metabolism']",1987/05/29 00:00,1987/05/29 00:01,['1987/05/29 00:00'],"['1987/05/29 00:00 [pubmed]', '1987/05/29 00:01 [medline]', '1987/05/29 00:00 [entrez]']","['0006-291X(87)91289-7 [pii]', '10.1016/0006-291x(87)91289-7 [doi]']",ppublish,Biochem Biophys Res Commun. 1987 May 29;145(1):73-80. doi: 10.1016/0006-291x(87)91289-7.,['CA 33022/CA/NCI NIH HHS/United States'],,,,,,,,,,,
3593175,NLM,MEDLINE,19870722,20061115,0391-7258 (Print) 0391-7258 (Linking),31,1,1987,Flow cytometric determination of ploidy and proliferative activity on isolated bone marrow particles and on total bone marrow aspirate.,83-90,"The nuclear DNA content distribution of peripheral blood (PB) and bone marrow (BM) cells was determined by propidium iodide flow cytometry in 33 patients who underwent BM aspiration for diagnostic purposes. Two types of BM samples were taken during every aspiration procedure: whole BM aspirate, composed of BM particles contaminated by PB cells; isolated BM particles. Proliferative activity was calculated as the percentage of cells with DNA content intermediate between the diploid (2n) and the tetraploid (4n) values (2n-4n%). Ploidy was expressed as the ratio between the modal channel of the G0-G1 peak of the probe and that of an internal reference standard (DNA index, DI). The 2n-4n% was very close to zero in all PB samples. It was significantly greater in BM particles (21.2 +/- 6.6%) than in whole BM aspirate (16.6 +/- 5.5%, p less than .0005), with a close correlation (r2 = 66; p less than .0001) between the two values. Aneuploid stem lines were found in BM but not in PB. The DI of BM stem lines were similar in whole BM aspirate and BM particles, but the percentage of aneuploid cells was usually higher in BM particles. The reduced proliferative activity and the lower percent of aneuploid cells found in whole BM aspirates, with respect to BM particles, can be attributed to the contamination of BM tissue by PB, which had a very low proliferative activity and did not show aneuploidy. BM particles are therefore an easily obtained and reliable sample for routine evaluation of proliferative activity and ploidy of BM cells by DNA flow cytometry.","['Ucci, G', 'Mazzini, G', 'Caporali, R', 'Danova, M', 'Montecucco, C M', 'Riccardi, A']","['Ucci G', 'Mazzini G', 'Caporali R', 'Danova M', 'Montecucco CM', 'Riccardi A']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Italy,Basic Appl Histochem,Basic and applied histochemistry,7910664,['9007-49-2 (DNA)'],IM,"['Aneuploidy', 'Biopsy', '*Bone Marrow Cells', 'Cell Division', 'Cell Nucleus/analysis', 'DNA/analysis', 'Flow Cytometry', 'Humans', 'Leukemia/pathology', 'Lymphoma, Non-Hodgkin/pathology', 'Multiple Myeloma/pathology', '*Ploidies']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",,ppublish,Basic Appl Histochem. 1987;31(1):83-90.,,,,,,,,,,,,
3592936,NLM,MEDLINE,19870721,20061115,0004-069X (Print) 0004-069X (Linking),34,3,1986,"Antineoplastic activity of azacarbazoles. III. Synthesis and antitumor evaluation of selected 2-, 3- aza- and diazaanalogues of carbazole.",323-6,"Preliminary screening of the antitumor properties of selected azacarbazoles revealed that of all the compounds tested only 2,7-diazacarbazole (compound IX) and 3,6-diazacarbazole (compound XI) caused the inhibition of Sarcoma 180 growth up to 70%. beta- and gamma-Carbolines and their derivatives in presented testing system were inactive. None of the tested compounds displayed marked activity against murine leukemias and was active in the cytotoxicity test of KB cells.","['Wieczorek, J', 'Peczynska-Czoch, W', 'Mordarski, M', 'Kaczmarek, L', 'Becalski, A', 'Nantka-Namirski, P']","['Wieczorek J', 'Peczynska-Czoch W', 'Mordarski M', 'Kaczmarek L', 'Becalski A', 'Nantka-Namirski P']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Switzerland,Arch Immunol Ther Exp (Warsz),Archivum immunologiae et therapiae experimentalis,0114365,"['0 (Antineoplastic Agents)', '0 (Carbazoles)']",IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis', 'Carbazoles/*chemical synthesis/pharmacology/therapeutic use', 'Cell Survival/drug effects', 'Humans', 'KB Cells', 'Leukemia, Experimental/drug therapy', 'Mice', 'Sarcoma 180/drug therapy', 'Structure-Activity Relationship']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Arch Immunol Ther Exp (Warsz). 1986;34(3):323-6.,,,,,,,,,,,,
3592935,NLM,MEDLINE,19870721,20061115,0004-069X (Print) 0004-069X (Linking),34,3,1986,Antineoplastic activity of azacarbazoles. I. Synthesis and antitumor properties of alpha-carboline and its selected derivatives.,315-21,"alpha-Carboline and its several derivatives have been synthesized and evaluated for their antitumor activity against L1210 lymphoid leukemia, P388 lymphocytic leukemia and Sarcoma 180. It was found that of these compounds only alpha-carboline and its derivatives substituted in C-4 position with a methyl group or in 6-C position with a methyl group and fluorine or chlorine atoms caused moderate inhibition of the tumor growth of Sarcoma 180. The introduction of bromide, iodide atoms, hydroxy-, amino-groups or some other substituents in C-6 position of alpha-carboline molecule reduced significantly the biological activity of the tested compounds against Sarcoma 180. Additionally, the introduction of an ethyl or ethoxycarbonyl group to the pyrrole ring at N-9 also obliterated antitumor properties of these analogues. None of the tested compounds displayed a significant activity against murine leukemias. In the cytotoxicity test of KB cells all the compounds were inactive.","['Wieczorek, J', 'Peczynska-Czoch, W', 'Mordarski, M', 'Kaczmarek, L', 'Nantka-Namirski, P']","['Wieczorek J', 'Peczynska-Czoch W', 'Mordarski M', 'Kaczmarek L', 'Nantka-Namirski P']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Switzerland,Arch Immunol Ther Exp (Warsz),Archivum immunologiae et therapiae experimentalis,0114365,"['0 (Antineoplastic Agents)', '0 (Carbolines)']",IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis', 'Carbolines/*chemical synthesis/pharmacology/toxicity', 'Leukemia L1210/drug therapy', 'Leukemia P388/drug therapy', 'Leukemia, Experimental/*drug therapy', 'Mice', 'Sarcoma 180/*drug therapy', 'Structure-Activity Relationship']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Arch Immunol Ther Exp (Warsz). 1986;34(3):315-21.,,,,,,,,,,,,
3592932,NLM,MEDLINE,19870721,20131121,0004-069X (Print) 0004-069X (Linking),34,3,1986,Comparative studies on biological activity of /+/R and /-/S enantiomers of cyclophosphamide and ifosfamide. II. Antiproliferative activity of cyclophosphamide and ifosfamide enantiomers.,285-91,"The present studies on antiproliferative activity of cyclophosphamide and ifosfamide /+/R and /-/S enantiomers followed the earlier described differences in their antitumour activity. P-388 leukemic cells in LCFU (Leukemic Colony Forming Units) assay and Lewis lung cells in experimental metastasis assay were used as models of tumour cells. Bone marrow stem cells were applied as models of normal proliferating cells in NCFU-(Normal Colony Forming Units) and RPNCFU (Rapidly Proliferating Normal Colony Forming Units) tests. In all four models /-/S enantiomers exerted higher antiproliferative effect, than their counterparts. Antiproliferative activity of /+/RS cyclophosphamide and ifosfamide appeared to be exactly intermediate between /+/R and /-/S forms. These data, precisely differentiating the effect of /+/R, /-/S and / +/- /RS forms, confirmed the earlier described, higher antitumour effect of /-/S enantiomers of cyclophosphamide and ifosfamide.","['Paprocka, M', 'Radzikowski, C']","['Paprocka M', 'Radzikowski C']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Switzerland,Arch Immunol Ther Exp (Warsz),Archivum immunologiae et therapiae experimentalis,0114365,"['8N3DW7272P (Cyclophosphamide)', 'UM20QQM95Y (Ifosfamide)']",IM,"['Animals', 'Cyclophosphamide/*analogs & derivatives/pharmacology/*therapeutic use', 'Ifosfamide/*analogs & derivatives/pharmacology', 'Leukemia P388/*pathology', 'Leukemia, Experimental/*pathology', 'Lung Neoplasms/*drug therapy/pathology', 'Mice', 'Mice, Inbred Strains', 'Neoplasm Metastasis', 'Stereoisomerism', 'Structure-Activity Relationship', 'Tumor Stem Cell Assay']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Arch Immunol Ther Exp (Warsz). 1986;34(3):285-91.,,,,,,,,,,,,
3592931,NLM,MEDLINE,19870721,20131121,0004-069X (Print) 0004-069X (Linking),34,3,1986,Comparative studies on biological activity of /+/R and /-/S enantiomers of cyclophosphamide and ifosfamide. I. Antitumour effect of cyclophosphamide and ifosfamide enantiomers.,275-84,"The differences in antitumour effect of /+/R and /-/S enantiomers of both cyclophosphamide and ifosfamide were detected. In the case of ifosfamide in all five tested tumour models (Leukemia L1210, P388, Lewis lung carcinoma, 16/C mammary adenocarcinoma and B16 melanoma) the /-/S form exerted not only higher antitumour effects than /+/R form, but revealed higher therapeutic indices as well. The same appeared to be true for /-/S enantiomer of cyclophosphamide in three models of solid tumours. In L1210 and P-388 ascitic leukemia models /+/R and /-/S cyclophosphamide exerted the same antitumour effect.","['Paprocka, M', 'Kusnierczyk, H', 'Budzynski, W', 'Rak, J', 'Radzikowski, C']","['Paprocka M', 'Kusnierczyk H', 'Budzynski W', 'Rak J', 'Radzikowski C']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Switzerland,Arch Immunol Ther Exp (Warsz),Archivum immunologiae et therapiae experimentalis,0114365,"['8N3DW7272P (Cyclophosphamide)', 'UM20QQM95Y (Ifosfamide)']",IM,"['Animals', 'Cyclophosphamide/*analogs & derivatives/*therapeutic use', 'Ifosfamide/*analogs & derivatives/*therapeutic use', 'Leukemia, Experimental/*drug therapy', 'Mice', 'Mice, Inbred Strains', 'Neoplasms, Experimental/*drug therapy', 'Stereoisomerism', 'Structure-Activity Relationship']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Arch Immunol Ther Exp (Warsz). 1986;34(3):275-84.,,,,,,,,,,,,
3592929,NLM,MEDLINE,19870721,20131121,0004-069X (Print) 0004-069X (Linking),34,3,1986,Antitumor effect of selected daunorubicin derivatives in mice with P 388 leukemia.,259-62,"Antitumor activity of four modified on amino sugar moiety derivatives of daunorubicin was compared with activity of two commercial preparations of the parental drug in tests against P 388 leukemia in mice. Tested analogs appeared to be similarly effective as the reference drugs, but two of them, DR-2 and DR-19, were found to be significantly less potent.","['Kusnierczyk, H', 'Rak, J', 'Radzikowski, C']","['Kusnierczyk H', 'Rak J', 'Radzikowski C']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Switzerland,Arch Immunol Ther Exp (Warsz),Archivum immunologiae et therapiae experimentalis,0114365,['ZS7284E0ZP (Daunorubicin)'],IM,"['Animals', 'Daunorubicin/*analogs & derivatives/*therapeutic use', 'Drug Resistance', 'Leukemia P388/*drug therapy', 'Leukemia, Experimental/*drug therapy', 'Mice', 'Structure-Activity Relationship']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Arch Immunol Ther Exp (Warsz). 1986;34(3):259-62.,,,,,,,,,,,,
3592717,NLM,MEDLINE,19870708,20131121,0385-0684 (Print) 0385-0684 (Linking),14,6 Pt 1,1987 Jun,[Clinical and pharmacokinetic studies of high dose N4-behenoyl-1-beta-D-arabinofuranosylcytosine].,1820-4,Effect of high dose of N4-behenoyl-1-beta-D-arabinofuranosylcytosine (BH-AC) was studied clinically and pharmacologically in non-Hodgkin's lymphoma and acute leukemia. The schedule of drug administration consisted of daily i.v. infusion for 5 consecutive days. The daily close was initiated with 500 mg/m2 which was escalated up to 1300 mg/m2. Eruption was found to be dose-limiting toxicity and there was no myelosuppression. The plasma concentration curve of BH-AC showed a biphasic curve. The half-lives of the initial phase (t1/2 alpha) and the second phase (t1/2 beta) by the administration (1 hr iv infusion) of 700 mg/m2 were 1.08 and 3.65 h respectively. The plasma 1-beta-D-arabinofuranosylcytosine was detected for 12-24 hr after infusion (Cmax: 0.26 microgram/ml).,"['Yoshida, T', 'Nakamura, S', 'Ohtake, S', 'Ito, K', 'Kobayashi, K', 'Kanno, M', 'Hirai, J', 'Tachimori, K', 'Matsuda, T']","['Yoshida T', 'Nakamura S', 'Ohtake S', 'Ito K', 'Kobayashi K', 'Kanno M', 'Hirai J', 'Tachimori K', 'Matsuda T']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,"['0 (Antineoplastic Agents)', '04079A1RDZ (Cytarabine)', '9YVR68W306 (enocitabine)']",IM,"['Antineoplastic Agents/administration & dosage/*metabolism', 'Cytarabine/administration & dosage/*analogs & derivatives/metabolism', 'Humans', 'Kinetics', 'Leukemia/*drug therapy/metabolism', 'Lymphoma, Non-Hodgkin/*drug therapy/metabolism']",1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",,ppublish,Gan To Kagaku Ryoho. 1987 Jun;14(6 Pt 1):1820-4.,,,,,,,,,,,,
