PMID,OWN,STAT,DCOM,LR,IS,IP,DP,TI,PG,LID,AB,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,VI,GR,CIN,PMC,MID,RF,EIN,CI,OTO,OT,CON,CN,SI,TT,IR,FIR,OID,RIN,PS,FPS,COIS
19936877,NLM,MEDLINE,20100318,20211020,1865-3774 (Electronic) 0925-5710 (Linking),5,2009 Dec,The presence of mature granulocytes/monocytes derived from leukemic cells in MLL-associated leukemia.,591-596,10.1007/s12185-009-0441-z [doi],"We observed the mature granulocytes/monocytes derived from leukemic cells in patients with acute myeloid leukemia who present mixed lineage leukemia gene (MLL). Morphologic observation and fluorescence in situ hybridization analysis (FISH) for chromosome 11q23 abnormality were studied, and a multiplex reverse transcriptase-polymerase chain reaction (RT-PCR) analysis was done to identify the fusion partners with MLL. The bone marrow cells with FISH signals of MLL showed the cell differentiation of the myeloid and/or monocytic lineages in 4 of 6 AML patients. MLL partner genes were AF6, AF9, ELL, and ENL, respectively. There was no correlation between the fusion partner and the appearance of mature cells derived from MLL clones. RT-PCR showed the fusion between MLL exon 9 or 10 and the partner genes in mature granulocytes/monocytes. These findings suggest that subgroup of leukemia cells with MLL rearrangement has the differentiation potential of leukemic cells and mature granulocytes/monocytes derived from MLL clones may be biologically different from normal mature cells.","['Kobayashi, Shoichi', 'Obata, Masato', 'Hagihara, Maki', 'Motohashi, Kenji', 'Ito, Satomi', 'Ohshima, Rika', 'Sakai, Rika', 'Maruta, Atsuo', 'Kanamori, Heiwa']","['Kobayashi S', 'Obata M', 'Hagihara M', 'Motohashi K', 'Ito S', 'Ohshima R', 'Sakai R', 'Maruta A', 'Kanamori H']","['Division of Clinical Laboratory, Kanagawa Cancer Center, Yokohama, Japan.', 'Division of Clinical Laboratory, Kanagawa Cancer Center, Yokohama, Japan.', 'Department of Hematology, Kanagawa Cancer Center, 1-1-2 Nakao, Asahi-ku, Yokohama, 241-0815, Japan.', 'Department of Hematology, Kanagawa Cancer Center, 1-1-2 Nakao, Asahi-ku, Yokohama, 241-0815, Japan.', 'Department of Hematology, Kanagawa Cancer Center, 1-1-2 Nakao, Asahi-ku, Yokohama, 241-0815, Japan.', 'Department of Hematology, Kanagawa Cancer Center, 1-1-2 Nakao, Asahi-ku, Yokohama, 241-0815, Japan.', 'Department of Hematology, Kanagawa Cancer Center, 1-1-2 Nakao, Asahi-ku, Yokohama, 241-0815, Japan.', 'Department of Hematology, Kanagawa Cancer Center, 1-1-2 Nakao, Asahi-ku, Yokohama, 241-0815, Japan.', 'Department of Hematology, Kanagawa Cancer Center, 1-1-2 Nakao, Asahi-ku, Yokohama, 241-0815, Japan. kanamori@kcch.jp.']",['eng'],['Journal Article'],20091120,Japan,Int J Hematol,International journal of hematology,9111627,['149025-06-9 (Myeloid-Lymphoid Leukemia Protein)'],IM,"['Adult', 'Bone Marrow Cells/pathology', 'Female', 'Granulocytes/pathology', 'Humans', 'Leukemia, Myeloid, Acute/*genetics/*pathology', 'Male', 'Middle Aged', 'Monocytes/pathology', 'Myeloid-Lymphoid Leukemia Protein/*genetics']",2009/11/26 06:00,2010/03/20 06:00,['2009/11/26 06:00'],"['2009/04/18 00:00 [received]', '2009/10/04 00:00 [accepted]', '2009/09/30 00:00 [revised]', '2009/11/26 06:00 [entrez]', '2009/11/26 06:00 [pubmed]', '2010/03/20 06:00 [medline]']","['10.1007/s12185-009-0441-z [doi]', '10.1007/s12185-009-0441-z [pii]']",ppublish,Int J Hematol. 2009 Dec;90(5):591-596. doi: 10.1007/s12185-009-0441-z. Epub 2009 Nov 20.,90,,,,,,,,,,,,,,,,,,,,
19936875,NLM,MEDLINE,20100318,20211020,1865-3774 (Electronic) 0925-5710 (Linking),5,2009 Dec,Early lineage switch in an infant acute lymphoblastic leukemia.,653-655,10.1007/s12185-009-0446-7 [doi],,"['Sakaki, Hisano', 'Kanegane, Hirokazu', 'Nomura, Keiko', 'Goi, Kumiko', 'Sugita, Kanji', 'Miura, Masayoshi', 'Ishii, Eiichi', 'Miyawaki, Toshio']","['Sakaki H', 'Kanegane H', 'Nomura K', 'Goi K', 'Sugita K', 'Miura M', 'Ishii E', 'Miyawaki T']","['Department of Pediatrics, Graduate School of Medicine, University of Toyama, 2630 Sugitani, Toyama, Toyama, 930-0194, Japan.', 'Department of Pediatrics, Graduate School of Medicine, University of Toyama, 2630 Sugitani, Toyama, Toyama, 930-0194, Japan. kanegane@med.u-toyama.ac.jp.', 'Department of Pediatrics, Graduate School of Medicine, University of Toyama, 2630 Sugitani, Toyama, Toyama, 930-0194, Japan.', 'Department of Pediatrics, Faculty of Medicine, University of Yamanashi, Chuo, Japan.', 'Department of Pediatrics, Faculty of Medicine, University of Yamanashi, Chuo, Japan.', 'Department of Pediatrics, Toyama City Hospital, Toyama, Japan.', 'Department of Pediatrics, Graduate School of Medicine, Ehime University, Toon, Japan.', 'Department of Pediatrics, Graduate School of Medicine, University of Toyama, 2630 Sugitani, Toyama, Toyama, 930-0194, Japan.']",['eng'],['Letter'],20091121,Japan,Int J Hematol,International journal of hematology,9111627,,IM,"['Cell Lineage', 'Clone Cells/pathology', 'Humans', 'Infant, Newborn', 'Leukemia, Monocytic, Acute/*pathology', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*pathology']",2009/11/26 06:00,2010/03/20 06:00,['2009/11/26 06:00'],"['2009/09/04 00:00 [received]', '2009/10/21 00:00 [accepted]', '2009/10/20 00:00 [revised]', '2009/11/26 06:00 [entrez]', '2009/11/26 06:00 [pubmed]', '2010/03/20 06:00 [medline]']","['10.1007/s12185-009-0446-7 [doi]', '10.1007/s12185-009-0446-7 [pii]']",ppublish,Int J Hematol. 2009 Dec;90(5):653-655. doi: 10.1007/s12185-009-0446-7. Epub 2009 Nov 21.,90,,,,,,,,,,,,,,,,,,,,
19936653,NLM,MEDLINE,20100421,20211020,0973-7693 (Electronic) 0019-5456 (Linking),12,2009 Dec,"Health-related quality of life among children with cancer in Hyderabad, India.",1231-5,10.1007/s12098-009-0262-3 [doi],"OBJECTIVE: Health-related quality of life (HRQL) experienced by children with cancer is more important than ever before as survival rates are increasing. The aim of this study was to assess the HRQL of children with cancer in a developing country, using physician proxy assessments. METHODS: The Health Utilities Index (HUI) was chosen as the measurement tool and physicians' assessments were obtained using an HUI proxy-respondent interview-administered questionnaire. RESULTS: A total of 45 patients and their physicians (n=6) were recruited from 2 hospitals in Andhra Pradesh, India. Most of the children had acute lymphoblastic leukaemia. There were no differences in patterns observed between cancer types for the child's HRQL, but there was wide variation in the total HRQL scores among the children. This variation was more evident in certain aspects of children's life such as emotion and pain. CONCLUSION: This study has shown that HRQL as determined by physician proxy assessments in children with cancer in India is compromised, matching results in similar populations elsewhere.","['Chirivella, Susmitha', 'Rajappa, Senthil', 'Sinha, Sudha', 'Eden, Tim', 'Barr, Ronald D']","['Chirivella S', 'Rajappa S', 'Sinha S', 'Eden T', 'Barr RD']","['University of Aberdeen, United Kingdom.']",['eng'],"['Journal Article', 'Multicenter Study', ""Research Support, Non-U.S. Gov't""]",,India,Indian J Pediatr,Indian journal of pediatrics,0417442,,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Cross-Sectional Studies', 'Female', '*Health Status', 'Humans', 'India', 'Male', '*Neoplasms', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma', '*Quality of Life']",2009/11/26 06:00,2010/04/22 06:00,['2009/11/26 06:00'],"['2008/09/18 00:00 [received]', '2009/05/27 00:00 [accepted]', '2009/11/26 06:00 [entrez]', '2009/11/26 06:00 [pubmed]', '2010/04/22 06:00 [medline]']",['10.1007/s12098-009-0262-3 [doi]'],ppublish,Indian J Pediatr. 2009 Dec;76(12):1231-5. doi: 10.1007/s12098-009-0262-3.,76,,['Indian J Pediatr. 2010 Jul;77(7):825; author reply 826. PMID: 20589468'],,,,,,,,,,,,,,,,,,
19936343,NLM,MEDLINE,20100402,20161125,1790-5427 (Print) 1790-5427 (Linking),3,2009 Sep-Dec,Myelofibrosis on 18F-FDG-PET/CT in a case suspicious for post-transplant lymphoproliferative disorder.,274-5,,Recent studies have advocated the utility of fluorine-18 fluorodeoxyglucose-positron emission tomography (18)F-FDG-PET imaging in evaluation of various hematological disorders. We report a case of a 61-year-old man with clinical suspicion of post-transplant lymphoproliferative disorder (PTLD) where (18)F-FDG-PET/CT (computerized tomography) was helpful in identifying myelofibrosis. This paper aims to reveal the potential diagnostic value of PET/CT as an imaging modality in the evaluation of myelofibrosis.,"['Khanna, Vineet', 'Nama, Sharanya', 'Tailor, Rajiv', 'Muthukrishnan, Ashok']","['Khanna V', 'Nama S', 'Tailor R', 'Muthukrishnan A']","['Division of Nuclear Medicine, Department of Radiology, University of Pittsburgh Medical Center, Pittsburgh, PA 15213, USA.']",['eng'],"['Case Reports', 'Journal Article']",,Greece,Hell J Nucl Med,Hellenic journal of nuclear medicine,101257471,"['0 (Radiopharmaceuticals)', '0Z5B2CJX4D (Fluorodeoxyglucose F18)']",IM,"['Diagnosis, Differential', '*Fluorodeoxyglucose F18', 'Heart Transplantation/*adverse effects/diagnostic imaging', 'Humans', 'Leukemia, Large Granular Lymphocytic/diagnostic imaging/etiology', 'Male', 'Middle Aged', 'Positron-Emission Tomography/*methods', 'Primary Myelofibrosis/*diagnosis/*etiology', 'Radiopharmaceuticals', 'Subtraction Technique', 'Tomography, X-Ray Computed/*methods']",2009/11/26 06:00,2010/04/03 06:00,['2009/11/26 06:00'],"['2009/06/29 00:00 [received]', '2009/07/29 00:00 [accepted]', '2009/11/26 06:00 [entrez]', '2009/11/26 06:00 [pubmed]', '2010/04/03 06:00 [medline]']",,ppublish,Hell J Nucl Med. 2009 Sep-Dec;12(3):274-5.,12,,,,,,,,,,,,,,,,,,,,
19936245,NLM,MEDLINE,20100426,20211020,1932-6203 (Electronic) 1932-6203 (Linking),11,2009 Nov 20,A spectrum of severe familial liver disorders associate with telomerase mutations.,e7926,10.1371/journal.pone.0007926 [doi],"BACKGROUND: Telomerase is an enzyme specialized in maintaining telomere lengths in highly proliferative cells. Loss-of-function mutations cause critical telomere shortening and are associated with the bone marrow failure syndromes dyskeratosis congenita and aplastic anemia and with idiopathic pulmonary fibrosis. Here, we sought to determine the spectrum of clinical manifestations associated with telomerase loss-of-function mutations. METHODOLOGY/PRINCIPAL FINDINGS: Sixty-nine individuals from five unrelated families with a variety of hematologic, hepatic, and autoimmune disorders were screened for telomerase complex gene mutations; leukocyte telomere length was measured by flow fluorescence in situ hybridization in mutation carriers and some non-carriers; the effects of the identified mutations on telomerase activity were determined; and genetic and clinical data were correlated. In six generations of a large family, a loss-of-function mutation in the telomerase enzyme gene TERT associated with severe telomere shortening and a range of hematologic manifestations, from macrocytosis to acute myeloid leukemia, with severe liver diseases marked by fibrosis and inflammation, and one case of idiopathic pulmonary fibrosis but not with autoimmune disorders. Additionally, we identified four unrelated families in which loss-of-function TERC or TERT gene mutations tracked with marrow failure, pulmonary fibrosis, and a spectrum of liver disorders. CONCLUSIONS/SIGNIFICANCE: These results indicate that heterozygous telomerase loss-of-function mutations associate with but are not determinant of a large spectrum of hematologic and liver abnormalities, with the latter sometimes occurring in the absence of marrow failure. Our findings, along with the link between pulmonary fibrosis and telomerase mutations, also suggest a common pathogenic mechanism for fibrotic diseases in which defective telomere repair plays important role.","['Calado, Rodrigo T', 'Regal, Joshua A', 'Kleiner, David E', 'Schrump, David S', 'Peterson, Nathan R', 'Pons, Veronica', 'Chanock, Stephen J', 'Lansdorp, Peter M', 'Young, Neal S']","['Calado RT', 'Regal JA', 'Kleiner DE', 'Schrump DS', 'Peterson NR', 'Pons V', 'Chanock SJ', 'Lansdorp PM', 'Young NS']","['Hematology Branch, National Heart, Lung, and Blood Institute, National Institutes of Health, Bethesda, Maryland, United States of America. calador@nhlbi.nih.gov']",['eng'],"['Case Reports', 'Journal Article', 'Research Support, N.I.H., Intramural', ""Research Support, Non-U.S. Gov't""]",20091120,United States,PLoS One,PloS one,101285081,['EC 2.7.7.49 (Telomerase)'],IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Anemia, Aplastic/diagnosis/genetics', 'Bone Marrow/pathology', 'Child', 'DNA Mutational Analysis', 'Dyskeratosis Congenita/diagnosis/genetics', 'Female', 'Heterozygote', 'Humans', 'Idiopathic Pulmonary Fibrosis/diagnosis/genetics', 'Liver/abnormalities', 'Liver Diseases/*diagnosis/*genetics', 'Male', 'Middle Aged', '*Mutation', 'Telomerase/*genetics']",2009/11/26 06:00,2010/04/27 06:00,['2009/11/26 06:00'],"['2009/08/07 00:00 [received]', '2009/10/26 00:00 [accepted]', '2009/11/26 06:00 [entrez]', '2009/11/26 06:00 [pubmed]', '2010/04/27 06:00 [medline]']",['10.1371/journal.pone.0007926 [doi]'],epublish,PLoS One. 2009 Nov 20;4(11):e7926. doi: 10.1371/journal.pone.0007926.,4,"['GMH79042/Canadian Institutes of Health Research/Canada', 'MOP38075/Canadian Institutes of Health Research/Canada', 'Intramural NIH HHS/United States']",,PMC2775683,,,,,,,,,,,,,,,,,
19936095,NLM,PubMed-not-MEDLINE,20100520,20211020,1177-6250 (Electronic) 1177-6250 (Linking),,2007 Nov 12,Current status of monocyte differentiation-inducing (MDI) factors derived from human fetal membrane chorion cells undergoing apoptosis after influenza virus infection.,295-302,,"Influenza virus infection induces apoptosis and the expression of a set of pro-inflammatory cytokine genes, such as interleukin (IL)-6, tumor necrosis factor (TNF)-alpha, interferon (IFN)-beta and IFN-gamma, in cultured human fetal membrane chorion cells. Monocyte differentiation-inducing (MDI) activity in culture supernatants is simultaneously increased by the virus infection. The MDI activity is predominantly influenced by IL-6 molecule in culture supernatants, and partly by TNF-alpha and IFN-beta, but not IFN-gamma, molecules. The MDI factors are able to induce the mRNA expression of macrophage class A scavenger receptor (SR-A), which is one of adhesion and apoptotic cell-recognizing molecules, and gp91(phox), which is a catalytic subunit of reduced nicotinamide adenine dinucleotide phosphate (NADPH) oxidase enzyme complex, on monocytic cells. As a result, monocytes are initiated to differentiate into well-matured macrophages capable of adhering and producing superoxide through NADPH oxidase. The matured macrophages, obtained from human monocytic leukemia THP-1 cells by the treatment with MDI factors, phagocytose apoptotic chorion cell debris resulting from the virus infection. Subsequent to phagocytosis, an abrupt increase of superoxide production by macrophages may occur. In this article, we summarize recent knowledge about the MDI factors derived from human fetal membrane chorion cells undergoing apoptosis after influenza virus infection, and discuss their possible pathological roles during pregnancy.","['Uchide, Noboru', 'Toyoda, Hiroo']","['Uchide N', 'Toyoda H']","['Department of Clinical Molecular Genetics, School of Pharmacy, Tokyo University of Pharmacy and Life Sciences, 1432-1 Horinouchi, Hachioji, Tokyo 192-0392, Japan. uchide@ps.toyaku.ac.jp']",['eng'],['Journal Article'],20071112,United States,Gene Regul Syst Bio,Gene regulation and systems biology,101312647,,,,2007/01/01 00:00,2007/01/01 00:01,['2009/11/26 06:00'],"['2009/11/26 06:00 [entrez]', '2007/01/01 00:00 [pubmed]', '2007/01/01 00:01 [medline]']",['10.4137/grsb.s374 [doi]'],epublish,Gene Regul Syst Bio. 2007 Nov 12;1:295-302. doi: 10.4137/grsb.s374.,1,,,PMC2759142,,,,,['NOTNLM'],"['Fetal membranes', 'apoptosis', 'cytokines', 'influenza virus', 'macrophages', 'phagocytosis']",,,,,,,,,,,
19936007,NLM,MEDLINE,20100126,20091125,0211-6995 (Print) 0211-6995 (Linking),6,2009,[Molecular remission of chronic myeloid leukaemia in a patient with hepatitis and a second kidney transplant].,604-7,10.3265/Nefrologia.2009.29.6.5346.en.full [doi],"Chronic myeloid leukemia (CML) is a myeloproliferative disorder characterized by clonal expansion of cells in the myeloid line, expressing the BCR-ABL fusion protein responsible for the oncogenic effect of CML. The current frontline therapy in CML is the BCR-ABL tyrosine kinase inhibitor, Imatinib. Although this drug has been shown to improve survival in CML patients, its role in the context of a transplant setting has not been widely described in the literature. We report on the long term molecular remission of CML in a 55 year old man with a second renal transplant who is hepatitis C virus positive, and has associated cardiovascular and immunological risk factors.","['Castillo-Rama, M', 'Grande, C', 'Martinez-Sanchez, P', 'Olavarria, E', 'Marin, D', 'Paz-Artal, E', 'Andres, A', 'Morales, J M']","['Castillo-Rama M', 'Grande C', 'Martinez-Sanchez P', 'Olavarria E', 'Marin D', 'Paz-Artal E', 'Andres A', 'Morales JM']","['Hospital 12 de Octubre, Madrid.']",['spa'],"['Case Reports', 'English Abstract', 'Journal Article']",,Spain,Nefrologia,Nefrologia : publicacion oficial de la Sociedad Espanola Nefrologia,8301215,,IM,"['Hepatitis C/complications', 'Humans', '*Kidney Transplantation', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/complications/*surgery', 'Male', 'Middle Aged', 'Remission Induction', 'Reoperation']",2009/11/26 06:00,2010/01/27 06:00,['2009/11/26 06:00'],"['2009/11/26 06:00 [entrez]', '2009/11/26 06:00 [pubmed]', '2010/01/27 06:00 [medline]']",['10.3265/Nefrologia.2009.29.6.5346.en.full [doi]'],ppublish,Nefrologia. 2009;29(6):604-7. doi: 10.3265/Nefrologia.2009.29.6.5346.en.full.,29,,,,,,,,,,,,,Remision molecular de una leucemia mieloide cronica en un paciente con segundo trasplante renal y hepatitis.,,,,,,,
19935712,NLM,MEDLINE,20100205,20100128,1476-5594 (Electronic) 0950-9232 (Linking),4,2010 Jan 28,Activation of the hedgehog-signaling pathway in human cancer and the clinical implications.,469-81,10.1038/onc.2009.392 [doi],"The hedgehog pathway, initially discovered by two Nobel laureates Drs E Wieschaus and C Nusslein-Volhard in Drosophila, is a major regulator for cell differentiation, tissue polarity and cell proliferation. Studies from many laboratories reveal activation of this pathway in a variety of human cancer, including basal cell carcinomas (BCCs), medulloblastomas, leukemia, gastrointestinal, lung, ovarian, breast and prostate cancers. It is thus believed that targeted inhibition of hedgehog signaling may be effective in treatment and prevention of human cancer. Even more exciting is the discovery and synthesis of specific signaling antagonists for the hedgehog pathway, which have significant clinical implications in novel cancer therapeutics. In this review, we will summarize major advances in the last 2 years in our understanding of hedgehog signaling activation in human cancer, interactions between hedgehog signaling and other pathways in carcinogenesis, potential antagonists for hedgehog signaling inhibition and their clinical implications for human cancer treatment.","['Yang, L', 'Xie, G', 'Fan, Q', 'Xie, J']","['Yang L', 'Xie G', 'Fan Q', 'Xie J']","['Wells Center for Pediatric Research, Division of Hematology and Oncology, Department of Pediatrics and IU Simon Cancer Center, Indiana University, Indianapolis, IN 46202, USA.']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't"", 'Review']",20091123,England,Oncogene,Oncogene,8711562,"['0 (Antineoplastic Agents)', '0 (Hedgehog Proteins)']",IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', 'Drug Design', 'Hedgehog Proteins/*metabolism', 'Humans', 'Neoplasms/*drug therapy/*metabolism', '*Signal Transduction']",2009/11/26 06:00,2010/02/06 06:00,['2009/11/26 06:00'],"['2009/11/26 06:00 [entrez]', '2009/11/26 06:00 [pubmed]', '2010/02/06 06:00 [medline]']","['onc2009392 [pii]', '10.1038/onc.2009.392 [doi]']",ppublish,Oncogene. 2010 Jan 28;29(4):469-81. doi: 10.1038/onc.2009.392. Epub 2009 Nov 23.,29,['CA94160/CA/NCI NIH HHS/United States'],,,,194,,,,,,,,,,,,,,,
19935571,NLM,MEDLINE,20100623,20091125,0026-4946 (Print) 0026-4946 (Linking),6,2009 Dec,[Alarm signs for early diagnosis of acute leukemia].,845-7,,,"['Pession, A']",['Pession A'],"['Clinica Pediatrica, Universita degli Studi, Bologna.']",['ita'],['Journal Article'],,Italy,Minerva Pediatr,Minerva pediatrica,0400740,,IM,"['Child', 'Early Diagnosis', 'Humans', 'Leukemia/*diagnosis']",2009/11/26 06:00,2010/06/24 06:00,['2009/11/26 06:00'],"['2009/11/26 06:00 [entrez]', '2009/11/26 06:00 [pubmed]', '2010/06/24 06:00 [medline]']",['R15090072 [pii]'],ppublish,Minerva Pediatr. 2009 Dec;61(6):845-7.,61,,,,,,,,,,,,,Segni di allarme per la diagnosi precoce di leucemia acuta.,,,,,,,
19935434,NLM,MEDLINE,20100107,20181201,1536-3678 (Electronic) 1077-4114 (Linking),12,2009 Dec,Intracardiac chloroma.,977-9,10.1097/MPH.0b013e3181b78951 [doi],Chloromas are not frequently seen in patients with acute myelogenous leukemia and chloromas involving cardiac structures have only been rarely reported in the literature. We report a complete radiographic response to low-dose fractionated radiotherapy in a patient with an intracardiac chloroma.,"['Mignano, John E', 'Chan, Michael D', 'Rosenwald, Igor B', 'Kimmelstiel, Carey D', 'Wolfe, Lawrence C']","['Mignano JE', 'Chan MD', 'Rosenwald IB', 'Kimmelstiel CD', 'Wolfe LC']","['Department of Radiation Oncology, Tufts Medical Center, Boston, MA 02111, USA. jmignano@tuftsmedicalcenter.org']",['eng'],"['Case Reports', 'Journal Article']",,United States,J Pediatr Hematol Oncol,Journal of pediatric hematology/oncology,9505928,,IM,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Bone Marrow Transplantation', 'Combined Modality Therapy', 'Dose Fractionation, Radiation', 'Heart Neoplasms/*pathology/radiotherapy', 'Humans', 'Leukemia, Myeloid, Acute/*pathology/therapy', 'Male', 'Sarcoma, Myeloid/*pathology/radiotherapy', 'Tomography, X-Ray Computed', 'Young Adult']",2009/11/26 06:00,2010/01/08 06:00,['2009/11/26 06:00'],"['2009/11/26 06:00 [entrez]', '2009/11/26 06:00 [pubmed]', '2010/01/08 06:00 [medline]']",['10.1097/MPH.0b013e3181b78951 [doi]'],ppublish,J Pediatr Hematol Oncol. 2009 Dec;31(12):977-9. doi: 10.1097/MPH.0b013e3181b78951.,31,,,,,,,,,,,,,,,,,,,,
19935431,NLM,MEDLINE,20100125,20130520,1536-3678 (Electronic) 1077-4114 (Linking),1,2010 Jan,Inappropriate sinus tachycardia after hematopoietic stem cell transplantation.,15-8,10.1097/MPH.0b013e3181b7851d [doi],"SUMMARY: Survivors of childhood cancer and hematopoietic stem cell transplantation are subject to a range of cardiac late effects including conduction abnormalities. We present, the case of a 12-year-old girl diagnosed with inappropriate sinus tachycardia after a history of multiply relapsed acute lymphoblastic leukemia and an exposure history including anthracycline-based chemotherapy followed by the total body irradiation in the context of a hematopoietic stem cell transplant. The clinical importance of this late cardiac effect along with the potential options for therapy is discussed.","['Buchbinder, David', 'Levi, Daniel S', 'Ikeda, Alan', 'Shannon, Kevin', 'Moore, Theodore']","['Buchbinder D', 'Levi DS', 'Ikeda A', 'Shannon K', 'Moore T']","['Department of Pediatric Hematology and Oncology, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA. dbuchbinder@choc.org']",['eng'],"['Case Reports', 'Journal Article']",,United States,J Pediatr Hematol Oncol,Journal of pediatric hematology/oncology,9505928,['0 (Anthracyclines)'],IM,"['Anthracyclines/therapeutic use', 'Child', 'Female', 'Hematopoietic Stem Cell Transplantation/*adverse effects/methods', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications/therapy', 'Tachycardia, Sinus/etiology', 'Whole-Body Irradiation']",2009/11/26 06:00,2010/01/26 06:00,['2009/11/26 06:00'],"['2009/11/26 06:00 [entrez]', '2009/11/26 06:00 [pubmed]', '2010/01/26 06:00 [medline]']",['10.1097/MPH.0b013e3181b7851d [doi]'],ppublish,J Pediatr Hematol Oncol. 2010 Jan;32(1):15-8. doi: 10.1097/MPH.0b013e3181b7851d.,32,,,,,,,,,,,,,,,,,,,,
19935430,NLM,MEDLINE,20100125,20130520,1536-3678 (Electronic) 1077-4114 (Linking),1,2010 Jan,Cytochemically myeloperoxidase positive childhood acute leukemia with lymphoblastic morphology treated as lymphoblastic leukemia.,e4-7,10.1097/MPH.0b013e3181b1ee65 [doi],"SUMMARY: Cytochemical myeloperoxidase (MPO) positivity represents the gold standard for discrimination between lymphatic and myeloid blasts. Rarely, cytochemical MPO reaction may be positive in >or=3% of blasts with clear lymphoblastic morphology. We present 5 patients with cytochemically MPO-positive acute leukemia classified as lymphoblastic by cytomorphology and lymphoblastic (n=3) or biphenotypic (n=2) by immunophenotyping, who entered first-line treatment for lymphoblastic leukemia. The former 3 are in first remission and both with biphenotypic leukemia relapsed with acute myeloid leukemia. The study primarily shows that cytochemical MPO expression in childhood acute leukemia revealing typical lymphoblastic morphology and phenotype does rarely exist. Although a small number of patients studied, cytochemical MPO expression in acute leukemia does not seem to require myeloid leukemia treatment in case of otherwise lymphoblastic cytomorphology and phenotype.","['Steiner, Manuel', 'Attarbaschi, Andishe', 'Dworzak, Michael', 'Strobl, Herbert', 'Pickl, Winfried', 'Kornmuller, Rosa', 'Haas, Oskar', 'Gadner, Helmut', 'Mann, Georg']","['Steiner M', 'Attarbaschi A', 'Dworzak M', 'Strobl H', 'Pickl W', 'Kornmuller R', 'Haas O', 'Gadner H', 'Mann G']","[""Department of Pediatric Hematology and Oncology,St Anna Children's Hospital, Vienna , Austria.""]",['eng'],['Journal Article'],,United States,J Pediatr Hematol Oncol,Journal of pediatric hematology/oncology,9505928,['EC 1.11.1.7 (Peroxidase)'],IM,"['Humans', 'Immunophenotyping', 'Leukemia, Myeloid, Acute/classification/*etiology', 'Neoplasms, Second Primary', 'Peroxidase/*analysis', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/classification/*drug therapy/*pathology', 'Recurrence', 'Remission Induction', 'Treatment Outcome']",2009/11/26 06:00,2010/01/26 06:00,['2009/11/26 06:00'],"['2009/11/26 06:00 [entrez]', '2009/11/26 06:00 [pubmed]', '2010/01/26 06:00 [medline]']",['10.1097/MPH.0b013e3181b1ee65 [doi]'],ppublish,J Pediatr Hematol Oncol. 2010 Jan;32(1):e4-7. doi: 10.1097/MPH.0b013e3181b1ee65.,32,,,,,,,,,,,['Austrian Berlin-Frankfurt-Munster Study Group'],,,,,,,,,
