PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,TT,PMC,AID,OID,OAB,OABL,OTO,OT,GN,RF,AD
810109,NLM,MEDLINE,19760102,20071115,0003-9764 (Print) 0003-9764 (Linking),32,6,1975 Jun-Jul,[Proceedings: Acute lymphoblastic leukemia following treatment of Blackfan-Diamond's disease].,582,,"[""D'Oelsnitz, M"", 'Vincent, L', 'De Swarte, M', 'Albertini, M', 'Boutte, P']","[""D'Oelsnitz M"", 'Vincent L', 'De Swarte M', 'Albertini M', 'Boutte P']",['fre'],"['Case Reports', 'Journal Article']",France,Arch Fr Pediatr,Archives francaises de pediatrie,0372421,['0 (Adrenal Cortex Hormones)'],IM,"['Adolescent', 'Adrenal Cortex Hormones/*adverse effects/therapeutic use', 'Anemia, Aplastic/drug therapy', 'Child, Preschool', 'Erythrocytes, Abnormal', 'Erythropoiesis/*drug effects', 'Female', 'Humans', 'Infant', 'Leukemia, Lymphoid/*chemically induced', 'Long-Term Care', 'Syndrome']",1975/06/01 00:00,1975/06/01 00:01,['1975/06/01 00:00'],"['1975/06/01 00:00 [pubmed]', '1975/06/01 00:01 [medline]', '1975/06/01 00:00 [entrez]']",ppublish,Arch Fr Pediatr. 1975 Jun-Jul;32(6):582.,A propos d'un cas de leucemie aigue lymphoblastique survenue apres guerison d'une maladie de Blackfan-Diamond,,,,,,,,,,
810057,NLM,MEDLINE,19751212,20190616,0077-8923 (Print) 0077-8923 (Linking),254,,1975 Jun 30,Comparative study of membrane and intracytoplasmic immunoglobulin classes in human lymphoid cells.,243-53,"Immunofluorescent and ""in vitro"" biosynthetic techniques have been used to study the connections between the maturation process of human lymphocytes that leads to the appearance of actively secreting cells and a possible switchover from IgD to IgM production, both in homogeneous CLL cell populations and in heterogeneous cell suspensions from tonsils. The results obtained are compatible with the hypothesis that the switchover from IgD to IgM productions can be a clonal maturation phenomenon.","['Ferrarini, M', 'Bargellesi, A', 'Corte, G', 'Viale, G', 'Pernis, B']","['Ferrarini M', 'Bargellesi A', 'Corte G', 'Viale G', 'Pernis B']",['eng'],"['Comparative Study', 'Journal Article']",United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,"['0 (Immunoglobulin A)', '0 (Immunoglobulin D)', '0 (Immunoglobulin Fab Fragments)', '0 (Immunoglobulin G)', '0 (Immunoglobulin M)', '0 (Immunoglobulin kappa-Chains)', '0 (Immunoglobulin lambda-Chains)', '2ZD004190S (Threonine)', 'GMW67QNF9C (Leucine)', 'HG18B9YRS7 (Valine)']",IM,"['Antibody-Producing Cells', 'Binding Sites, Antibody', 'Bone Marrow/immunology', 'Bone Marrow Cells', 'Cell Membrane/*immunology', 'Cytoplasm/*immunology', 'Fluorescent Antibody Technique', 'Humans', 'Immunoglobulin A', 'Immunoglobulin D/*analysis', 'Immunoglobulin Fab Fragments', 'Immunoglobulin G', 'Immunoglobulin M/*analysis', 'Immunoglobulin kappa-Chains', 'Immunoglobulin lambda-Chains', 'Leucine/metabolism', 'Leukemia, Lymphoid/blood', 'Lymphocytes/*immunology', 'Molecular Weight', 'Palatine Tonsil/immunology', 'Threonine/metabolism', 'Valine/metabolism']",1975/06/30 00:00,1975/06/30 00:01,['1975/06/30 00:00'],"['1975/06/30 00:00 [pubmed]', '1975/06/30 00:01 [medline]', '1975/06/30 00:00 [entrez]']",ppublish,Ann N Y Acad Sci. 1975 Jun 30;254:243-53. doi: 10.1111/j.1749-6632.1975.tb29174.x.,,,['10.1111/j.1749-6632.1975.tb29174.x [doi]'],,,,,,,,
810023,NLM,MEDLINE,19751218,20190615,0002-9378 (Print) 0002-9378 (Linking),123,3,1975 Oct 1,Fetal and maternal risks associated with intrauterine transfusion procedures.,251-6,"Continuing follow-up observations and study of information as derived from a large cohort of fetal recipients of intrauterine transfusion (IUT) is utilized to provide estimates of maternal and fetal risks associated with the transfusion procedures, subsequent maternal complications of the pregnancy, and the health, intelligence, and behavior of the erythroblastotic recipient. The upper limit of risk of the procedure is estimated to be 7.2 per cent. Fourteen per cent of hydropic fetuses survived through the perinatal period as compared with 47 per cent of nonhydropic fetuses. One infant developed acute lymphocytic leukemia (ALL) at age 4 1/2 years. The IUT survivors showed a marked correlation among the frequencies of abnormalities in the three areas measured: physical, intellectual, and social maturity. Only about 50 per cent were considered normal in these parameters of health. Maternal complications were observed in only 2 per cent of the cases.","['Turner, J H', 'Hutchinson, D L', 'Hayashi, T T', 'Petricciani, J C', 'Germanowski, J']","['Turner JH', 'Hutchinson DL', 'Hayashi TT', 'Petricciani JC', 'Germanowski J']",['eng'],['Journal Article'],United States,Am J Obstet Gynecol,American journal of obstetrics and gynecology,0370476,"['0 (ABO Blood-Group System)', '0 (Hemoglobins)', '0 (Rh-Hr Blood-Group System)', 'RFM9X3LJ49 (Bilirubin)']",IM,"['ABO Blood-Group System', 'Bilirubin/blood', 'Blood Group Incompatibility/etiology', 'Blood Transfusion, Intrauterine/*adverse effects', 'Exchange Transfusion, Whole Blood/adverse effects', 'Female', 'Fetal Blood', 'Fetal Death/etiology', 'Growth', 'Hemoglobins/analysis', 'Humans', 'Infant Mortality', 'Infant, Newborn', 'Intelligence', 'Leukemia, Lymphoid/etiology', 'Leukocyte Transfusion', 'Obstetric Labor, Premature/etiology', 'Pregnancy', 'Rh-Hr Blood-Group System', 'Transplantation, Homologous']",1975/10/01 00:00,1975/10/01 00:01,['1975/10/01 00:00'],"['1975/10/01 00:00 [pubmed]', '1975/10/01 00:01 [medline]', '1975/10/01 00:00 [entrez]']",ppublish,Am J Obstet Gynecol. 1975 Oct 1;123(3):251-6. doi: 10.1016/0002-9378(75)90194-5.,,,"['0002-9378(75)90194-5 [pii]', '10.1016/0002-9378(75)90194-5 [doi]']",,,,,,,,
810021,NLM,MEDLINE,19751212,20190626,0002-9343 (Print) 0002-9343 (Linking),59,4,1975 Oct,Infections in cancer patients on a protected environment-prophylactic antibiotic program.,497-504,"A total of 102 studies were conducted on 89 patients receiving cancer chemotherapy while on a protected environment-prophylactic antibiotic program. Major infections occurred during 22 studies. The majority of both minor and major infections originated during the first five weeks after the patients entered the protected environment units. The frequency of infectious complications was inversely related to the circulating neutrophil count. The majority of infections were cases of cellulitis, pharyngitis, pneumonia and septicemia. Most of the infections were caused by gram-negative bacilli. The majority of organisms causing infection had persisted in the patients after their entry into the protected environment units despite the use of prophylactic antibiotics.","['Bodey, G P', 'Rodriguez, V']","['Bodey GP', 'Rodriguez V']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Med,The American journal of medicine,0267200,"['0 (Anti-Bacterial Agents)', '0 (Antifungal Agents)']",IM,"['Adolescent', 'Adult', 'Anti-Bacterial Agents/*therapeutic use', 'Antifungal Agents/*therapeutic use', 'Cellulitis/complications', 'Child', 'Drug Therapy, Combination', 'Female', 'Humans', '*Infection Control', 'Leukemia/complications/drug therapy', 'Leukocyte Count', 'Male', 'Middle Aged', 'Neoplasms/*complications/drug therapy', 'Neutrophils/analysis', '*Patient Isolators', 'Pharyngitis/complications', 'Pneumonia/complications', 'Risk', 'Sepsis/complications', 'Time Factors']",1975/10/01 00:00,1975/10/01 00:01,['1975/10/01 00:00'],"['1975/10/01 00:00 [pubmed]', '1975/10/01 00:01 [medline]', '1975/10/01 00:00 [entrez]']",ppublish,Am J Med. 1975 Oct;59(4):497-504. doi: 10.1016/0002-9343(75)90257-0.,,,"['0002-9343(75)90257-0 [pii]', '10.1016/0002-9343(75)90257-0 [doi]']",,,,,,,,
809971,NLM,MEDLINE,19760102,20180216,0001-5792 (Print) 0001-5792 (Linking),54,5,1975,Acute lymphoblastic crisis in a patient with chronic lymphatic leukemia.,306-11,"A case of chronic lymphatic leukemia terminating in a lymphoblastic crisis is described. The small lymphocytes were demonstrated to be B cells, they carried immunoglobulins on their surface and formed EAC rosettes. The lymphoblasts had no immunoglobulins on their surface and only 18% of them formed EAC rosettes, none formed E rosettes. The lymphoblasts could be either immature B cells or Null cells.","['Klajman, A', 'Yaretzky, A', 'Manor, J', 'Steiner, Z']","['Klajman A', 'Yaretzky A', 'Manor J', 'Steiner Z']",['eng'],"['Case Reports', 'Journal Article']",Switzerland,Acta Haematol,Acta haematologica,0141053,"['0 (Receptors, Antigen, B-Cell)']",IM,"['Acute Disease', 'Antibody Formation', 'B-Lymphocytes/*immunology', 'Female', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Leukocyte Count', 'Middle Aged', '*Receptors, Antigen, B-Cell']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1975;54(5):306-11. doi: 10.1159/000208090.,,,['10.1159/000208090 [doi]'],,,,,,,,
809970,NLM,MEDLINE,19760102,20180216,0001-5792 (Print) 0001-5792 (Linking),54,5,1975,Virus-bearing plasma cells in peripheral blood of a patient with 'hairy cell' leukemia.,297-305,"Electron-microscopic examination of peripheral blood from a patient with 'hairy cell' leukemia revealed classical 'hairy cells', atypical lymphoid cells and numerous pathological plasma cells. Osmiophilic granular material coated the cell surface of 'hairy cells' and lymphoid cells but not the plasmalemma of the plasma cells. The most important features of the plasma cells were cytoplasmic protrusions and masses of oncogenic virus A particles in their endoplasmic reticular cisternae.","['Pedio, G', 'Ruttner, J R', 'Spycher, M A', 'Gut, D']","['Pedio G', 'Ruttner JR', 'Spycher MA', 'Gut D']",['eng'],"['Case Reports', 'Journal Article']",Switzerland,Acta Haematol,Acta haematologica,0141053,,IM,"['Cytoplasm/microbiology/ultrastructure', 'Endoplasmic Reticulum/microbiology/ultrastructure', 'Female', 'Golgi Apparatus/ultrastructure', 'Humans', 'Inclusion Bodies, Viral', 'Leukemia/blood/*microbiology/pathology', 'Lymphocytes/ultrastructure', 'Middle Aged', 'Mitochondria/ultrastructure', 'Oncogenic Viruses/*ultrastructure', 'Plasma Cells/*microbiology/ultrastructure']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1975;54(5):297-305. doi: 10.1159/000208089.,,,['10.1159/000208089 [doi]'],,,,,,,,
809967,NLM,MEDLINE,19760102,20180216,0001-5792 (Print) 0001-5792 (Linking),54,5,1975,Megaloblastic changes and chromosome abnormalities of erythropoietic cells in acute myeloid leukaemia.,280-3,"Using Giemsa banding technique, the bone marrow chromosomes were studied in 9 patients with acute myeloid leukaemia (AML). Four patients had 100% normal diploid cells and 5 had 100% abnormal cells: 28-92% of the mitoses were found in erythroid cells. The percentage of erythroblasts with megaloblastoid changes was abnormally high. It was not increased in the cases with chromosomal abnormalities. These findings indicate that chromosomal aberrations are not prerequisites for the development of megaloblasts in AML. Furthermore, abnormalities in the DNA synthesis bringing about the megaloblastoid changes may occur without influencing karyotype.","['Brandt, L', 'Mitelman, F', 'Sjogren, U']","['Brandt L', 'Mitelman F', 'Sjogren U']",['eng'],['Journal Article'],Switzerland,Acta Haematol,Acta haematologica,0141053,,IM,"['Acute Disease', 'Adult', 'Aged', '*Chromosome Aberrations', 'Erythroblasts', '*Erythrocytes, Abnormal', 'Erythropoiesis', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/blood/*genetics', 'Male', '*Megaloblasts', 'Middle Aged', 'Mitosis']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1975;54(5):280-3. doi: 10.1159/000208086.,,,['10.1159/000208086 [doi]'],,,,,,,,
809966,NLM,MEDLINE,19760102,20180216,0001-5792 (Print) 0001-5792 (Linking),54,5,1975,Proliferation of ineffective erythropoiesis with nuclear abnormalities and megaloblastoid appearance in preleukaemia.,271-9,"Erythropoiesis of two patients in the early stage of acute leukaemia and two patients with refractory anaemia and hypercellular bone marrow (preleukaemia?) was studied with the cytophotometric-autoradiographic method. Megaloblastoid erythroblasts show a decreased proliferative activity in comparison to the morphologically normal cells and are in the maturation stage of E4 (early polychromatic normoblasts) mainly in the G1-phase; they are therefore largely comparable to the megaloblastoid erythroblasts in erythroleukaemia. Erythroblasts in preleukaemia with nuclear abnormalities are found in a high percentage in the G2-phase or are unlabelled with a DNA content of between diploid and tetraploid value. They show a similar proliferative behaviour to the megaloblasts in pernicious anaemia. Early polychromatic erythroblasts arrested in G2-phase can differentiate without mitosis into tetraploid mature erythroblasts (E5). They can divide elsewhere endomitotically, produce binucleated E5 or take up the DNA synthesis and become polyploid. E4 with nuclear abnormalities do not proliferate and are mainly found in the premitotic phase.","['Mitrou, P S', 'Fischer, M', 'Hubner, K']","['Mitrou PS', 'Fischer M', 'Hubner K']",['eng'],"['Comparative Study', 'Journal Article']",Switzerland,Acta Haematol,Acta haematologica,0141053,['9007-49-2 (DNA)'],IM,"['Acute Disease', 'Adult', 'Aged', 'Anemia, Aplastic/*blood', 'Anemia, Pernicious/blood', 'Blood Cell Count', 'Blood Platelets', 'Cell Division', 'Cell Nucleus', 'Cell Survival', 'DNA/biosynthesis', 'Erythroblasts/metabolism', '*Erythrocytes, Abnormal', '*Erythropoiesis', 'Female', 'Humans', 'Leukemia/*blood', 'Male', '*Megaloblasts/metabolism', 'Middle Aged', 'Neutrophils', '*Precancerous Conditions']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1975;54(5):271-9. doi: 10.1159/000208085.,,,['10.1159/000208085 [doi]'],,,,,,,,
809963,NLM,MEDLINE,19751229,20180216,0001-5792 (Print) 0001-5792 (Linking),54,3,1975,Trisomy 11 in acute phase of chronic myeloid leukemia.,188-91,"A female patient with chronic myeloid leukemia in acute phase was found to have trisomy 11 in her bone marrow cells. The contemporary existence of different clones suggests the following clonal evolution: 46,XX leads to 46,XX,Ph' leads to 47,XX,Ph', +11 leads to 48,XX,Ph', +11, +Ph'. It is suggested, that the cytogenetic events leading to trisomy C in advanced cases of chronic myeloid leukemia are of a different character than those which often results in trisomy C in other myeloid disorders.","['Philip, P E']",['Philip PE'],['eng'],"['Case Reports', 'Journal Article']",Switzerland,Acta Haematol,Acta haematologica,0141053,,IM,"['Acute Disease', 'Aged', 'Bone Marrow Cells', '*Chromosomes, Human, 6-12 and X', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/*genetics', 'Mitosis', '*Trisomy']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1975;54(3):188-91. doi: 10.1159/000208071.,,,['10.1159/000208071 [doi]'],,,,,,,,
809958,NLM,MEDLINE,19751229,20180216,0001-5792 (Print) 0001-5792 (Linking),54,3,1975,Alterations in erythropoiesis preceding leukemia.,152-8,"An attempt was made to study preleukemic changes in bone marrow cell proliferation. Seven patients with hypercellular marrows and aregenerative anemia were studied. Five of them could be followed to autopsy, several years after the kinetic studies; all died with a picture of leukemia. Total bone marrow cell numbers, erythroblast generation times, and erythrocyte production were estimated with 59Fe. Despite hypercellularity, the total erythroblast number was not significantly increased. Erythrocyte production and life span were both decreased, and erythroblast generation time were significantly longer than normal.","['Reizenstein, R', 'Lagerlof, B', 'Skarbertg, K O', 'Carlmark, B', 'Kock, Y', 'Jores, L']","['Reizenstein R', 'Lagerlof B', 'Skarbertg KO', 'Carlmark B', 'Kock Y', 'Jores L']",['eng'],['Journal Article'],Switzerland,Acta Haematol,Acta haematologica,0141053,"['0 (Hemoglobins)', 'E1UOL152H7 (Iron)']",IM,"['Adult', 'Aged', 'Blood Cell Count', 'Blood Platelets', 'Bone Marrow/metabolism', 'Bone Marrow Cells', 'Cell Division', 'Erythroblasts', 'Erythrocytes', '*Erythropoiesis', 'Female', 'Hemoglobins/metabolism', 'Humans', 'Iron/blood', 'Leukemia/*blood', 'Male', 'Middle Aged']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1975;54(3):152-8. doi: 10.1159/000208066.,,,['10.1159/000208066 [doi]'],,,,,,,,
809957,NLM,MEDLINE,19751229,20180216,0001-5792 (Print) 0001-5792 (Linking),54,3,1975,A raised incidence of HL-A2 plus HL-A9 and other anomalies of the HL-A antigens of patients with leukaemia.,143-51,"In 54 patients with leukaemia a raised incidence of HL-A9 was noted as well as a markedly increased association between this antigen and HL-A2. This occurred most frequently in patients with chronic myeloid leukemia. As HL-A2 and HL-A9 are both antigens of the first series it has been suggested that all the predisposition to develop leukaemia is controlled by a recessive gene closely linked to the first LH-A locus and in a linkage disequilibrium with HL-A2 and HL-A9. 5 patients also showed definite changes between antigens of the same series, whilst other suffered a partial or total loss in antigenicity. Lymphocytes from 145 controls did not behave in this way, though other patients receiving radiotherapy also 'lost' antigens. So it was postulated that such changes resulted from the treatment of the disease rather than the disease itself.","['Dickson, A']",['Dickson A'],['eng'],['Journal Article'],Switzerland,Acta Haematol,Acta haematologica,0141053,"['0 (HLA Antigens)', '0 (Histocompatibility Antigens)']",IM,"['Gene Frequency', 'Genes, Recessive', 'Genetic Linkage', '*HLA Antigens', '*Histocompatibility Antigens', 'Histocompatibility Testing', 'Humans', 'Leukemia/genetics/*immunology', 'Leukemia, Lymphoid/immunology', 'Leukemia, Myeloid/immunology', 'Leukemia, Myeloid, Acute/immunology']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1975;54(3):143-51. doi: 10.1159/000208065.,,,['10.1159/000208065 [doi]'],,,,,,,,
809956,NLM,MEDLINE,19751229,20180216,0001-5792 (Print) 0001-5792 (Linking),54,3,1975,Immunofluorescent diagnosis of acute lymphoblastic leukaemia.,129-42,"When leukaemic lymphoblasts from acute lymphatic leukaemia were reacted with animal anti-human lymphocyte globulin (AHLG), and subsequently with the appropriate, fluorescein-isothiocyanate-conjugated antibodies, a brilliant membrane fluorescence was observed, which persisted up to 5 log titres, breaking from rings into spots at higher dilutions. The best results were obtained with fresh suspensions and incident illumination. Cross-reactions with mature and immature myeloid cells with the unabsorbed antisera could be abolished by repeated preabsorbtion of AHLG with packed leukocyte preparations from chronic and acute myeloid leukaemias. Thus, it appears that this approach is susceptible of improving the identification of leukaemic lymphoblasts, and may be extended, by means of appropriate antisera, to the acute leukaemias in general.","['Marmont, A M', 'Santini, G', 'Bacigalupo, A', 'Damasio, E E', 'Giordano, D']","['Marmont AM', 'Santini G', 'Bacigalupo A', 'Damasio EE', 'Giordano D']",['eng'],['Journal Article'],Switzerland,Acta Haematol,Acta haematologica,0141053,"['0 (Antilymphocyte Serum)', '0 (Immune Sera)']",IM,"['Animals', '*Antilymphocyte Serum', 'Bone Marrow/immunology', 'Bone Marrow Cells', 'Cross Reactions', '*Fluorescent Antibody Technique', 'Horses/immunology', 'Humans', 'Immune Sera', 'Leukemia, Lymphoid/*diagnosis/immunology', 'Leukemia, Myeloid/immunology', 'Leukemia, Myeloid, Acute/immunology', 'Lymphocytes/immunology', 'Rabbits/immunology']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1975;54(3):129-42. doi: 10.1159/000208064.,,,['10.1159/000208064 [doi]'],,,,,,,,
809581,NLM,MEDLINE,19751230,20190709,0022-2623 (Print) 0022-2623 (Linking),18,11,1975 Nov,Synthesis and antitumor activity of 2-deamino- and N2-(gamma-hydroxypropyl)actinomycin D.,1098-101,2-Deamino- and N2-(gamma-hydroxypropyl)actinomycin D were synthesized by modification of the parent actinomycin D molecule at the 2 position of the phenoxazinone moiety. The common intermediate was 2-deamino-2-chloroactinomycin D. Catalytic hydrogenation of this material afforded the 2-deamino derivative while treatment with gamma-hydroxypropylamine yielded the N2-(gamma-hydroxypropyl) derivative. These 2-substituted actinomycin D derivatives were less potent in microbiological assays than the parent compound. Evaluation of activity in vivo against three murine tumor systems indicated that optimal dose levels of 2-deaminoactinomydin D were 50 times greater than toxic dose levels of actinomycin D. N2-(gamma-hydroxyporpyl)actinomycin D exhibited antitumor activity similar to the parent compound.,"['Moore, S', 'Kondo, M', 'Copeland, M', 'Meienhofer, J']","['Moore S', 'Kondo M', 'Copeland M', 'Meienhofer J']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Antineoplastic Agents)', '1CC1JFE158 (Dactinomycin)', '96F264O9SV (1-Propanol)']",IM,"['1-Propanol/chemical synthesis', 'Animals', 'Antineoplastic Agents/*chemical synthesis', 'Bacillus subtilis/drug effects', 'Dactinomycin/*analogs & derivatives/chemical synthesis/pharmacology/therapeutic use', 'Deamination', 'Leukemia L1210/drug therapy', 'Leukemia, Experimental/drug therapy', 'Male', 'Melanoma/drug therapy', 'Mice', 'Microbial Sensitivity Tests', 'Neoplasms, Experimental/drug therapy', 'Sarcina/drug effects', 'Spectrophotometry', 'Staphylococcus aureus/drug effects']",1975/11/01 00:00,1975/11/01 00:01,['1975/11/01 00:00'],"['1975/11/01 00:00 [pubmed]', '1975/11/01 00:01 [medline]', '1975/11/01 00:00 [entrez]']",ppublish,J Med Chem. 1975 Nov;18(11):1098-101. doi: 10.1021/jm00245a010.,,,['10.1021/jm00245a010 [doi]'],,,,,,,,
809580,NLM,MEDLINE,19751230,20190709,0022-2623 (Print) 0022-2623 (Linking),18,11,1975 Nov,Nucleic acid related compounds. 17.3-Deazuridine. Stannous chloride catalysis of cis-diol vs. phenolic base methylation with diazomethane.,1070-4,"Treatment of a methanolic solution of 4-hydroxy-1-beta-D-ribofuranosyl-2-pyridinone (3-deazauridine, 1) with diazomethane gave 2-methoxy-1-beta-D-ribofuranosyl-4-pyridinone (2) and 4-methoxy-1-beta-D-ribofuranosyl-2-pyridinone (3a) in an approximate ratio of 1:2. Analogous treatment of 1 with diazomethane in the presence of stannous chloride dihydrate gave eight detected products including 2, 2-methoxy-1-(2-O-methyl-beta-D-ribofuranosyl)-4-phridinone (4), 2-methoxy-1-(3-O-methyl-beta-D-ribofuranosyl)-4-pyridinone (5), 3a, 4-methoxy-1-(2-O-methyl-beta-D-ribofuranosyl)-2-pyridinone (6a), 4-methoxy-1-(3-O-methoxy-beta-D-ribofuranosyl)-2-pyridinone (7a), 2'-O-methyl-3-deazauridine (6b), and 3'-O-methyl-3-deazauridine (7b). For comparison, the 2'-O-methyl derivatives of 2 )4 and 5) and of 3a (6a and 7a), respectively, were prepared in good overall yields by stannous chloride catalyzed methylation of 2 and 3a. Treatment of 1 with benzyl bromide gave 4-benzyloxy-1-beta-D-ribofuranosyl-2-pyridinone (3b). Stannous chloride catalyzed methylation of 4-pivaloxy-1-beta-D-ribofuranosyl-2-pyridinone (3c) gave the corresponding 2'-O-methyl derivative 6c. These compounds were tested in leukemia L1210 culture and against three bacterial strains and were found to be uniformly inactive. This provides a striking example of nucleoside structure specificity and also adds support to the depot storage-enzymic cleavage mode of antileukemic activity of 4-(adamantane-1-carbonyloxy)-1-beta-D-ribofuranosyl-2-pyridinone (3d).","['Robins, M J', 'Lee, A S']","['Robins MJ', 'Lee AS']",['eng'],['Journal Article'],United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Glycols)', '0 (Pyridones)', '0 (Ribonucleosides)', '263CU738ZY (3-Deazauridine)', '60A625P70P (Diazomethane)', '7440-31-5 (Tin)', 'WHI7HQ7H85 (Uridine)']",IM,"['*3-Deazauridine', 'Animals', 'Diazomethane', 'Enterococcus faecalis/drug effects', 'Escherichia coli/drug effects', 'Glycols', 'Leukemia L1210/metabolism', 'Magnetic Resonance Spectroscopy', 'Mass Spectrometry', 'Methylation', 'Pyridones/chemical synthesis/pharmacology', 'Ribonucleosides/*chemical synthesis/pharmacology', 'Structure-Activity Relationship', 'Tin', 'Uridine/*analogs & derivatives']",1975/11/01 00:00,1975/11/01 00:01,['1975/11/01 00:00'],"['1975/11/01 00:00 [pubmed]', '1975/11/01 00:01 [medline]', '1975/11/01 00:00 [entrez]']",ppublish,J Med Chem. 1975 Nov;18(11):1070-4. doi: 10.1021/jm00245a005.,,,['10.1021/jm00245a005 [doi]'],,,,,,,,
809529,NLM,MEDLINE,19751211,20190508,0022-1007 (Print) 0022-1007 (Linking),142,3,1975 Sep 1,Partial characterization of the shift from IgG to IgA synthesis in the clonal differentiation of human leukemic bone marrow-derived lymphocytes.,549-59,An unusual B-cell proliferation was noted in an individual (Tun) which was characterized by the presence of two separate populations of chronic lymphocytic leukemia (CLL) cell staining on the surface and in the cytoplasm for either IgG(k) or IgA(k). Utilizing an idiotypic antiserum prepared from the associated serum monoclonal IgG(k) protein the idiotype was detected on the surface and in the cytoplasm of both the IgG- and IgA-bearing cell populations. These observations are consistent with a common clonal origin and a switch mechanism involving IgG and IgA synthesis. Sequential-labeling of Surface Ig and intracellular Ig with antisera conjugated to opposite fluorochromes documented the progressive maturation of the terminal differentiation of the IgA-bearing cell population at a level before morphologically distinct plasma cells. The distribution and pattern of surface and cytoplasmic IgG and IgA staining in individual cells suggest that the direction of switching is from IgG to IgA synthesis. The demonstration of shared idiotypic specificity between the IgG- and IgA-bearing populations is consistent with a transition in Ig heavy chain synthesis resulting from an alternation in the CH gene. It is concluded that certain CLL clones may manifest a switch from IgG to IgA synthesis at a level of B-cell differentiation which encompasses both the B lymphocyte and the Ig-synthesizing plasma cell.,"['Rudders, R A', 'Ross, R']","['Rudders RA', 'Ross R']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,"['0 (Antigens)', '0 (Complement C3)', '0 (Immunoglobulin A)', '0 (Immunoglobulin G)', '0 (Immunoglobulin kappa-Chains)', '25702-74-3 (Ficoll)']",IM,"['Animals', '*Antigens', 'B-Lymphocytes/cytology/*immunology', 'Cell Membrane/immunology', 'Complement C3/analysis', 'Cytoplasm/immunology', 'Ficoll', 'Fluorescent Antibody Technique', 'Humans', 'Immunodiffusion', 'Immunoelectrophoresis', 'Immunoglobulin A/*biosynthesis', 'Immunoglobulin G/*biosynthesis', 'Immunoglobulin kappa-Chains/analysis', 'Leukemia, Lymphoid/*immunology', 'Male', 'Middle Aged']",1975/09/01 00:00,1975/09/01 00:01,['1975/09/01 00:00'],"['1975/09/01 00:00 [pubmed]', '1975/09/01 00:01 [medline]', '1975/09/01 00:00 [entrez]']",ppublish,J Exp Med. 1975 Sep 1;142(3):549-59. doi: 10.1084/jem.142.3.549.,,PMC2189926,['10.1084/jem.142.3.549 [doi]'],,,,,,,,
