PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,CIN,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,SI,GR,TT,CI,LID,PMC,CON,EIN,DEP,CN,MID
10942372,NLM,MEDLINE,20000907,20210216,0006-4971 (Print) 0006-4971 (Linking),96,4,2000 Aug 15,Lentiviral-mediated gene transfer into human lymphocytes: role of HIV-1 accessory proteins.,1309-16,"Resting lymphocytes are refractory to gene transfer using Moloney murine leukemia virus (MMLV)-based retroviral vectors because of their quiescent status. Recently, it has been shown that lentiviral vectors are capable of transferring genes into nondividing and terminally differentiated cells. We used human immunodeficiency virus type-1 (HIV-1)-based vectors expressing enhanced green fluorescent protein (EGFP) driven by different promoters (CMV, MPSV, or PGK) and investigated their ability to transduce human T- and B-cell lines, as well as resting or activated primary peripheral and umbilical cord blood lymphocytes. The effects of the presence or the absence of HIV-1 accessory proteins (Vif, Vpr, Vpu, and Nef) in the vector system were also assessed. Flow cytometry analysis showed no differences in the ability of these vectors of transferring the reporter gene into lymphocytic lines and mitogen-stimulated primary lymphocytes in the presence or the absence of HIV-1 accessory proteins (APs). Similarly, viral supernatants generated in the presence of accessory genes could efficiently transduce various subsets of resting lymphocytes and provide long-term expression of the transgene. No significant transduction-induced changes in cell activation or cycling status were observed and Alu-HIV-1 long terminal repeat polymerase chain reaction (LTR PCR) analysis demonstrated integration of the vector sequences at the molecular level. In contrast, in the absence of HIV-1 APs, lentiviral vectors failed to integrate and express the transgene in resting lymphocytes. These results show that transduction of primary resting lymphocytes with HIV-1-based vectors requires the presence of viral accessory proteins. (Blood. 2000;96:1309-1316)","['Chinnasamy, D', 'Chinnasamy, N', 'Enriquez, M J', 'Otsu, M', 'Morgan, R A', 'Candotti, F']","['Chinnasamy D', 'Chinnasamy N', 'Enriquez MJ', 'Otsu M', 'Morgan RA', 'Candotti F']","['Clinical Gene Therapy Branch, National Human Genome Research Institute, National Institutes of Health, Bethesda, MD 20892-1851, USA.']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,"['0 (Luminescent Proteins)', '0 (Viral Proteins)', '147336-22-9 (Green Fluorescent Proteins)']",IM,,"['*B-Lymphocytes', 'Cell Line', 'Gene Expression', '*Gene Transfer Techniques', '*Genetic Therapy', '*Genetic Vectors', 'Green Fluorescent Proteins', 'HIV-1/*genetics', 'Humans', '*Lentivirus', 'Luminescent Proteins/genetics', 'Lymphocyte Activation', 'Promoter Regions, Genetic', '*T-Lymphocytes', 'Viral Proteins/genetics']",,2000/08/15 11:00,2000/09/09 11:01,['2000/08/15 11:00'],"['2000/08/15 11:00 [pubmed]', '2000/09/09 11:01 [medline]', '2000/08/15 11:00 [entrez]']",['S0006-4971(20)71944-0 [pii]'],ppublish,Blood. 2000 Aug 15;96(4):1309-16.,,,,,,,,,,,
10942371,NLM,MEDLINE,20000907,20210216,0006-4971 (Print) 0006-4971 (Linking),96,4,2000 Aug 15,"Characterization of acute promyelocytic leukemia cases lacking the classic t(15;17): results of the European Working Party. Groupe Francais de Cytogenetique Hematologique, Groupe de Francais d'Hematologie Cellulaire, UK Cancer Cytogenetics Group and BIOMED 1 European Community-Concerted Action ""Molecular Cytogenetic Diagnosis in Haematological Malignancies"".",1297-308,"Acute promyelocytic leukemia (APL) is typified by the t(15;17), generating the PML-RAR alpha fusion and predicting a beneficial response to retinoids. However, a sizeable minority of APL cases lack the classic t(15;17), prompting the establishment of the European Working Party to further characterize this group. Such cases were referred to a workshop held in Monza, Italy and subjected to morphologic, cytogenetic, and molecular review, yielding 60 evaluable patients. In the majority (42 of 60), molecular analyses revealed underlying PML/RAR alpha rearrangements due to insertions (28 of 42) or more complex mechanisms, including 3-way and simple variant translocations (14 of 42). Metaphase fluorescence in situ hybridization (FISH) demonstrated that insertions most commonly led to formation of the PML-RAR alpha fusion gene on 15q. In 11 of 60 workshop patients, PLZF/RAR alpha rearrangements were identified, including 2 patients lacking the t(11;17)(q23;q21). In one case with a normal karyotype, FISH analysis revealed insertion of RAR alpha into 11q23, and PLZF-RAR alpha was the sole fusion gene formed. Two patients were found to have t(5;17), one with a diffuse nuclear NPM staining pattern and with NPM-RAR alpha and RAR alpha-NPM transcripts detected. In the other with an unbalanced der(5)t(5;17)(q13;q21) and a nucleolar NPM localization pattern, an NPM/RAR alpha rearrangement was excluded, and FISH revealed deletion of one RAR alpha allele. In the remaining 5 workshop patients, no evidence was found for a rearrangement of RAR alpha, indicating that in rare instances, alternative mechanisms could mediate the differentiation block that typifies this disease. This study highlights the importance of combining morphologic, cytogenetic, and molecular analyses for optimal management of APL patients and better understanding of the pathogenesis of the disease. (Blood. 2000;96:1297-1308)","['Grimwade, D', 'Biondi, A', 'Mozziconacci, M J', 'Hagemeijer, A', 'Berger, R', 'Neat, M', 'Howe, K', 'Dastugue, N', 'Jansen, J', 'Radford-Weiss, I', 'Lo Coco, F', 'Lessard, M', 'Hernandez, J M', 'Delabesse, E', 'Head, D', 'Liso, V', 'Sainty, D', 'Flandrin, G', 'Solomon, E', 'Birg, F', 'Lafage-Pochitaloff, M']","['Grimwade D', 'Biondi A', 'Mozziconacci MJ', 'Hagemeijer A', 'Berger R', 'Neat M', 'Howe K', 'Dastugue N', 'Jansen J', 'Radford-Weiss I', 'Lo Coco F', 'Lessard M', 'Hernandez JM', 'Delabesse E', 'Head D', 'Liso V', 'Sainty D', 'Flandrin G', 'Solomon E', 'Birg F', 'Lafage-Pochitaloff M']","[""Division of Medical and Molecular Genetics, Guy's, King's, and St. Thomas' School of Medicine, London, United Kingdom.""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (Genetic Markers)', '0 (Neoplasm Proteins)', '0 (Oncogene Proteins, Fusion)', '0 (promyelocytic leukemia-retinoic acid receptor alpha fusion oncoprotein)']",IM,,"['Adult', 'Aged', 'Aged, 80 and over', 'Chromosomes, Human, Pair 15', 'Chromosomes, Human, Pair 17', 'Female', '*Gene Rearrangement', '*Genetic Markers', 'Humans', 'Karyotyping', 'Leukemia, Promyelocytic, Acute/*diagnosis/*genetics', 'Male', 'Middle Aged', 'Neoplasm Proteins/*genetics', 'Oncogene Proteins, Fusion/*genetics', 'Translocation, Genetic']",,2000/08/15 11:00,2000/09/09 11:01,['2000/08/15 11:00'],"['2000/08/15 11:00 [pubmed]', '2000/09/09 11:01 [medline]', '2000/08/15 11:00 [entrez]']",['S0006-4971(20)71943-9 [pii]'],ppublish,Blood. 2000 Aug 15;96(4):1297-308.,,,,,,,,,,,
10942370,NLM,MEDLINE,20000907,20210216,0006-4971 (Print) 0006-4971 (Linking),96,4,2000 Aug 15,A new morphologic classification system for acute promyelocytic leukemia distinguishes cases with underlying PLZF/RARA gene rearrangements.,1287-96,"Acute promyelocytic leukemia (APL) is typified by the t(15;17) translocation, which leads to the formation of the PML/RARA fusion gene and predicts a beneficial response to retinoids. However, approximately 10% of all APL cases lack the classic t(15;17). This group includes (1) cases with cryptic PML/RARA gene rearrangements and t(5;17) that leads to the NPM/RARA fusion gene, which are retinoid-responsive, and (2) cases with t(11;17)(q23;q21) that are associated with the PLZF/RARA fusion gene, which are retinoid-resistant. A key issue is how to rapidly distinguish subtypes of APL that demand distinct treatment approaches. To address this issue, a European workshop was held in Monza, Italy, during June 1997, and a morphologic, immunophenotypic, cytogenetic, and molecular review was undertaken in 60 cases of APL lacking t(15;17). This process led to the development of a novel morphologic classification system that takes into account the major nuclear and cytoplasmic features of APL. There were no major differences observed in morphology or immunophenotype between cases with the classic t(15;17) and those with the cryptic PML/RARA gene rearrangements. Auer rods were absent in the t(5;17) case expressing NPM/RARA. Interestingly, this classification system distinguished 9 cases with t(11;17)(q23;q21) and, in addition, successfully identified 2 cases lacking t(11;17), which were subsequently shown to have underlying PLZF/RARA fusions. The PLZF/RARA cases were characterized by a predominance of blasts with regular nuclei, an increased number of Pelger-like cells, and by expression of CD56 in 4 of 6 cases tested. Use of this classification system, combined with an analysis for CD56 expression, should allow early recognition of APL cases requiring tailored molecular investigations. (Blood. 2000;96:1287-1296)","['Sainty, D', 'Liso, V', 'Cantu-Rajnoldi, A', 'Head, D', 'Mozziconacci, M J', 'Arnoulet, C', 'Benattar, L', 'Fenu, S', 'Mancini, M', 'Duchayne, E', 'Mahon, F X', 'Gutierrez, N', 'Birg, F', 'Biondi, A', 'Grimwade, D', 'Lafage-Pochitaloff, M', 'Hagemeijer, A', 'Flandrin, G']","['Sainty D', 'Liso V', 'Cantu-Rajnoldi A', 'Head D', 'Mozziconacci MJ', 'Arnoulet C', 'Benattar L', 'Fenu S', 'Mancini M', 'Duchayne E', 'Mahon FX', 'Gutierrez N', 'Birg F', 'Biondi A', 'Grimwade D', 'Lafage-Pochitaloff M', 'Hagemeijer A', 'Flandrin G']","['Department of Biology, Institut Paoli-Calmettes, Marseille, France. saintyd@marseille.fnclcc.fr']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (DNA-Binding Proteins)', '0 (Kruppel-Like Transcription Factors)', '0 (Oncogene Proteins, Fusion)', '0 (Promyelocytic Leukemia Zinc Finger Protein)', '0 (RARA protein, human)', '0 (Receptors, Retinoic Acid)', '0 (Retinoic Acid Receptor alpha)', '0 (Transcription Factors)', '147855-37-6 (ZBTB16 protein, human)']",IM,,"['DNA-Binding Proteins/genetics', 'Gene Rearrangement', 'Humans', 'Kruppel-Like Transcription Factors', 'Leukemia, Promyelocytic, Acute/*classification/genetics/*pathology', 'Oncogene Proteins, Fusion/genetics', 'Promyelocytic Leukemia Zinc Finger Protein', 'Receptors, Retinoic Acid/genetics', 'Retinoic Acid Receptor alpha', 'Transcription Factors/genetics']",,2000/08/15 11:00,2000/09/09 11:01,['2000/08/15 11:00'],"['2000/08/15 11:00 [pubmed]', '2000/09/09 11:01 [medline]', '2000/08/15 11:00 [entrez]']",['S0006-4971(20)71942-7 [pii]'],ppublish,Blood. 2000 Aug 15;96(4):1287-96.,,,,,,,,,,"[""Groupe Francais d'Hematologie Cellulaire"", 'Groupe Francais de Cytogenetique Hematologique', 'UK Cancer Cytogenetics Group', 'BIOMED 1 European Community-Concerted Action ""Molecular Cytogenetic Diagnosis in', 'Haematological Malignancies""']",
10942365,NLM,MEDLINE,20000907,20210216,0006-4971 (Print) 0006-4971 (Linking),96,4,2000 Aug 15,Effect of postremission chemotherapy before human leukocyte antigen-identical sibling transplantation for acute myelogenous leukemia in first complete remission.,1254-8,"Allogeneic bone marrow transplantation is an effective postremission strategy for patients with acute myelogenous leukemia (AML) in first complete remission (CR). The value of administering consolidation chemotherapy before human leukocyte antigen (HLA)-identical sibling transplantation is not established. Outcomes of patients with AML in first CR receiving no consolidation therapy, standard-dose cytarabine consolidation therapy, and high-dose cytarabine consolidation therapy before HLA-identical sibling transplantation were compared. Five-year treatment-related mortality rates were 30% (95% confidence interval [CI], 18% to 42%) in patients receiving no consolidation chemotherapy, 22% (95% CI, 17% to 28%) in those receiving standard-dose cytarabine consolidation, and 24% (95% CI, 17% to 31%) in those receiving high-dose cytarabine (P = NS). Five-year cumulative incidences of relapse were 19% (10% to 30%), 21% (16% to 27%), and 17% (11% to 24%), respectively (P = NS). Five-year probabilities of leukemia-free survival were 50% (36% to 63%), 56% (49% to 63%), and 59% (50% to 66%), respectively (P = NS). Five-year probabilities of overall survival were 60% (46% to 71%), 56% (49% to 63%), and 60% (51% to 67%), respectively (P = NS). The data indicate that postremission consolidation with cytarabine before allogeneic transplantation for AML in first CR is not associated with improved outcome compared to proceeding directly to transplantation after successful induction. (Blood. 2000;96:1254-1258)","['Tallman, M S', 'Rowlings, P A', 'Milone, G', 'Zhang, M J', 'Perez, W S', 'Weisdorf, D', 'Keating, A', 'Gale, R P', 'Geller, R B', 'Laughlin, M J', 'Lazarus, H M', 'Luger, S M', 'McCarthy, P L', 'Rowe, J M', 'Saez, R A', 'Vowels, M R', 'Horowitz, M M']","['Tallman MS', 'Rowlings PA', 'Milone G', 'Zhang MJ', 'Perez WS', 'Weisdorf D', 'Keating A', 'Gale RP', 'Geller RB', 'Laughlin MJ', 'Lazarus HM', 'Luger SM', 'McCarthy PL', 'Rowe JM', 'Saez RA', 'Vowels MR', 'Horowitz MM']","['Acute Leukemia Working Committee of the International Bone Marrow Transplant Registry, Health Policy Institute, Medical College of Wisconsin, Milwaukee, WI, USA.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,['0 (HLA Antigens)'],IM,,"['Antineoplastic Combined Chemotherapy Protocols/*administration & dosage', '*Bone Marrow Transplantation', 'Combined Modality Therapy', 'Disease-Free Survival', 'HLA Antigens', 'Histocompatibility Testing', 'Humans', 'Leukemia, Myeloid, Acute/pathology/*therapy', 'Remission Induction', 'Transplantation, Homologous', 'Treatment Outcome']",,2000/08/15 11:00,2000/09/09 11:01,['2000/08/15 11:00'],"['2000/08/15 11:00 [pubmed]', '2000/09/09 11:01 [medline]', '2000/08/15 11:00 [entrez]']",['S0006-4971(20)71936-1 [pii]'],ppublish,Blood. 2000 Aug 15;96(4):1254-8.,,"['P01-CA-40053/CA/NCI NIH HHS/United States', 'U24-76518/PHS HHS/United States']",,,,,,,,,
10942364,NLM,MEDLINE,20000907,20210216,0006-4971 (Print) 0006-4971 (Linking),96,4,2000 Aug 15,Definition of relapse risk and role of nonanthracycline drugs for consolidation in patients with acute promyelocytic leukemia: a joint study of the PETHEMA and GIMEMA cooperative groups.,1247-53,"Preliminary independent reports of the Italian GIMEMA and the Spanish PETHEMA trials for newly diagnosed acute promyelocytic leukemia (APL) indicated a similarly high antileukemic efficacy in terms of complete remission and disease-free survival rates. To better investigate these studies and the prognostic factors influencing relapse risk, this study analyzed the updated results of 217 patients with PML/RAR alpha-positive APL enrolled in GIMEMA (n = 108) and PETHEMA (n = 109). All patients received identical induction (AIDA schedule) and maintenance. For consolidation, GIMEMA patients received 3 courses including idarubicin/cytarabine, mitoxantrone/etoposide, and idarubicin/cytarabine/thioguanine, whereas PETHEMA patients received the same drugs and dose schedule of idarubicin and mitoxantrone with the omission of nonintercalating agents. Depending on whether molecular relapses were classified as censored or uncensored events, the 3-year Kaplan-Meier estimates of relapse-free survival (RFS) for the combined series were 90 +/- 2% and 86 +/- 2%, respectively. Minor differences observed between the 2 patient cohorts were negligible. Multivariate regression analysis of RFS showed that initial leukocyte (WBC) and platelet counts were the only variables with independent prognostic value. The resulting predictive model for RFS demonstrated its capability of segregating patients into low-risk (WBC count </= 10 x 10(9)/L, platelet count > 40 x 10(9)/L), intermediate-risk (WBC count </= 10 x 10(9)/L, platelets </= 40 x 10(9)/L), and high-risk (WBC count > 10 x 10(9)/L) groups, with distinctive RFS curves (P <.0001). The conclusions are that omission of nonanthracycline drugs from the AIDA regimen is not associated with reduced antileukemic efficacy and a simple predictive model may be used for risk-adapted therapy in this disease. (Blood. 2000;96:1247-1253)","['Sanz, M A', 'Lo Coco, F', 'Martin, G', 'Avvisati, G', 'Rayon, C', 'Barbui, T', 'Diaz-Mediavilla, J', 'Fioritoni, G', 'Gonzalez, J D', 'Liso, V', 'Esteve, J', 'Ferrara, F', 'Bolufer, P', 'Bernasconi, C', 'Gonzalez, M', 'Rodeghiero, F', 'Colomer, D', 'Petti, M C', 'Ribera, J M', 'Mandelli, F']","['Sanz MA', 'Lo Coco F', 'Martin G', 'Avvisati G', 'Rayon C', 'Barbui T', 'Diaz-Mediavilla J', 'Fioritoni G', 'Gonzalez JD', 'Liso V', 'Esteve J', 'Ferrara F', 'Bolufer P', 'Bernasconi C', 'Gonzalez M', 'Rodeghiero F', 'Colomer D', 'Petti MC', 'Ribera JM', 'Mandelli F']","['Hospital Universitario La Fe, Valencia, Spain. msanz@uv.es']",['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Multicenter Study', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['04079A1RDZ (Cytarabine)', '5688UTC01R (Tretinoin)', '6PLQ3CP4P3 (Etoposide)', 'BZ114NVM5P (Mitoxantrone)', 'FTK8U1GZNX (Thioguanine)', 'ZRP63D75JW (Idarubicin)', 'AIDA protocol']",IM,,"['Adolescent', 'Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/*administration & dosage', 'Cohort Studies', 'Cytarabine/administration & dosage', 'Etoposide/administration & dosage', 'Female', 'Humans', 'Idarubicin/administration & dosage', 'Leukemia, Promyelocytic, Acute/*drug therapy/*pathology', 'Male', 'Middle Aged', 'Mitoxantrone/administration & dosage', 'Multivariate Analysis', 'Predictive Value of Tests', 'Recurrence', 'Risk', 'Thioguanine/administration & dosage', 'Tretinoin/administration & dosage']",,2000/08/15 11:00,2000/09/09 11:01,['2000/08/15 11:00'],"['2000/08/15 11:00 [pubmed]', '2000/09/09 11:01 [medline]', '2000/08/15 11:00 [entrez]']",['S0006-4971(20)71935-X [pii]'],ppublish,Blood. 2000 Aug 15;96(4):1247-53.,,,,,,,,,,,
10942256,NLM,MEDLINE,20000824,20190915,0887-6924 (Print) 0887-6924 (Linking),14,8,2000 Aug,Quantitation of PML-RARalpha transcripts in APL patients.,1530-1,,"['Tobal, K']",['Tobal K'],,['eng'],"['Comment', 'Letter']",England,Leukemia,Leukemia,8704895,"['0 (Neoplasm Proteins)', '0 (Oncogene Proteins, Fusion)', '0 (RNA, Messenger)', '0 (promyelocytic leukemia-retinoic acid receptor alpha fusion oncoprotein)']",IM,,"['Humans', 'Leukemia, Promyelocytic, Acute/*genetics', 'Neoplasm Proteins/*genetics', 'Oncogene Proteins, Fusion/*genetics', 'RNA, Messenger/genetics/*metabolism']",,2000/08/15 11:00,2000/08/29 11:01,['2000/08/15 11:00'],"['2000/08/15 11:00 [pubmed]', '2000/08/29 11:01 [medline]', '2000/08/15 11:00 [entrez]']",['10.1038/sj.leu.2401867 [doi]'],ppublish,Leukemia. 2000 Aug;14(8):1530-1. doi: 10.1038/sj.leu.2401867.,,,,,,,['Leukemia. 2000 Feb;14(2):324-8. PMID: 10673752'],,,,
10942255,NLM,MEDLINE,20000824,20190915,0887-6924 (Print) 0887-6924 (Linking),14,8,2000 Aug,Overexpression of heat shock protein 60 and the survival of blast in acute myeloid leukemia after induction therapy.,1529-30,,"['Emura, I', 'Chou, T', 'Imai, Y', 'Kakihar, T', 'Ishiguro, T', 'Naito, M', 'Yoshizawa, H', 'Arakawa, M']","['Emura I', 'Chou T', 'Imai Y', 'Kakihar T', 'Ishiguro T', 'Naito M', 'Yoshizawa H', 'Arakawa M']",,['eng'],['Letter'],England,Leukemia,Leukemia,8704895,['0 (Chaperonin 60)'],IM,,"['Acute Disease', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', '*Blast Crisis', 'Cell Survival', 'Chaperonin 60/*genetics', 'Humans', 'Leukemia, Myeloid/drug therapy/*pathology']",,2000/08/15 11:00,2000/08/29 11:01,['2000/08/15 11:00'],"['2000/08/15 11:00 [pubmed]', '2000/08/29 11:01 [medline]', '2000/08/15 11:00 [entrez]']",['10.1038/sj.leu.2401857 [doi]'],ppublish,Leukemia. 2000 Aug;14(8):1529-30. doi: 10.1038/sj.leu.2401857.,,,,,,,,,,,
10942254,NLM,MEDLINE,20000824,20190915,0887-6924 (Print) 0887-6924 (Linking),14,8,2000 Aug,The common deletion 657del5 in the Nibrin gene is not a major risk factor for B or T cell non-Hodgkin lymphoma in a pediatric population.,1528-9,,"['Rischewski, J', 'Bismarck, P', 'Kabisch, H', 'Janka-Schaub, G', 'Obser, T', 'Schneppenheim, R']","['Rischewski J', 'Bismarck P', 'Kabisch H', 'Janka-Schaub G', 'Obser T', 'Schneppenheim R']",,['eng'],['Letter'],England,Leukemia,Leukemia,8704895,"['0 (Cell Cycle Proteins)', '0 (DNA Primers)', '0 (NBN protein, human)', '0 (Nuclear Proteins)']",IM,,"['Base Sequence', 'Cell Cycle Proteins/*genetics', 'Child', 'DNA Primers', '*Gene Deletion', 'Heterozygote', 'Homozygote', 'Humans', 'Lymphoma, B-Cell/*genetics', 'Lymphoma, T-Cell/*genetics', 'Mutation', '*Nuclear Proteins', 'Risk Factors']",,2000/08/15 11:00,2000/08/29 11:01,['2000/08/15 11:00'],"['2000/08/15 11:00 [pubmed]', '2000/08/29 11:01 [medline]', '2000/08/15 11:00 [entrez]']",['10.1038/sj.leu.2401836 [doi]'],ppublish,Leukemia. 2000 Aug;14(8):1528-9. doi: 10.1038/sj.leu.2401836.,,,,,,,,,,,
10942253,NLM,MEDLINE,20000824,20190915,0887-6924 (Print) 0887-6924 (Linking),14,8,2000 Aug,Quantitative analysis of TEL/AML1 fusion transcripts by real-time RT-PCR assay in childhood acute lymphoblastic leukemia.,1526-8,,"['Ballerini, P', 'Landman Parker, J', 'Laurendeau, I', 'Olivi, M', 'Vidaud, M', 'Adam, M', 'Leverger, G', 'Gerota, I', 'Cayre, Y E', 'Bieche, I']","['Ballerini P', 'Landman Parker J', 'Laurendeau I', 'Olivi M', 'Vidaud M', 'Adam M', 'Leverger G', 'Gerota I', 'Cayre YE', 'Bieche I']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (Core Binding Factor Alpha 2 Subunit)', '0 (DNA Primers)', '0 (DNA-Binding Proteins)', '0 (ETS translocation variant 6 protein)', '0 (Proto-Oncogene Proteins)', '0 (Proto-Oncogene Proteins c-ets)', '0 (RNA, Messenger)', '0 (RUNX1 protein, human)', '0 (Repressor Proteins)', '0 (Transcription Factors)']",IM,,"['Base Sequence', 'Child', 'Core Binding Factor Alpha 2 Subunit', 'DNA Primers', 'DNA-Binding Proteins/*genetics', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics', '*Proto-Oncogene Proteins', 'Proto-Oncogene Proteins c-ets', 'RNA, Messenger/*genetics', '*Repressor Proteins', 'Reverse Transcriptase Polymerase Chain Reaction', 'Transcription Factors/*genetics']",,2000/08/15 11:00,2000/08/29 11:01,['2000/08/15 11:00'],"['2000/08/15 11:00 [pubmed]', '2000/08/29 11:01 [medline]', '2000/08/15 11:00 [entrez]']",['10.1038/sj.leu.2401858 [doi]'],ppublish,Leukemia. 2000 Aug;14(8):1526-8. doi: 10.1038/sj.leu.2401858.,,,,,,,,,,,
10942252,NLM,MEDLINE,20000824,20190915,0887-6924 (Print) 0887-6924 (Linking),14,8,2000 Aug,The most unkindest cut of all: on the multiple roles of mammalian caspases.,1514-25,"The caspases, first discovered almost a decade ago, are intracellular cysteine proteases which have been shown to play an essential role in the initiation and execution phases of apoptotic cell death. Numerous strategies for the activation and inhibition of these 'killer' proteases have evolved, including the regulation of caspase expression and function at the transcriptional and post-translational level, as well as the expression of viral and cellular inhibitors of caspases. Emerging evidence in recent years has also implicated the caspases in various, nonapoptotic aspects of cellular physiology, such as cytokine processing during inflammation, differentiation of progenitor cells during erythropoiesis and lens fiber development, and proliferation of T lymphocytes, thus attesting to the pleiotropic functions of these proteases. The present review aims to discuss the multiple roles of the mammalian caspases with particular emphasis on their activation and regulation in cells of leukemic origin and the attendant possibilities of therapeutic intervention.","['Fadeel, B', 'Orrenius, S', 'Zhivotovsky, B']","['Fadeel B', 'Orrenius S', 'Zhivotovsky B']","['Division of Toxicology, Institute of Environmental Medicine, Karolinska Institutet, Stockholm, Sweden.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",England,Leukemia,Leukemia,8704895,"['0 (Proto-Oncogene Proteins c-bcl-2)', 'EC 3.4.22.- (Caspases)']",IM,,"['Animals', 'Apoptosis/physiology', 'Caspases/metabolism/*physiology', 'Enzyme Activation', 'Leukemia/enzymology/pathology', 'Mammals', 'Proto-Oncogene Proteins c-bcl-2/physiology']",167,2000/08/15 11:00,2000/08/29 11:01,['2000/08/15 11:00'],"['2000/08/15 11:00 [pubmed]', '2000/08/29 11:01 [medline]', '2000/08/15 11:00 [entrez]']",['10.1038/sj.leu.2401871 [doi]'],ppublish,Leukemia. 2000 Aug;14(8):1514-25. doi: 10.1038/sj.leu.2401871.,,,,,,,,,,,
10942251,NLM,MEDLINE,20000824,20210727,0887-6924 (Print) 0887-6924 (Linking),14,8,2000 Aug,Death and decoy receptors and p53-mediated apoptosis.,1509-13,"Recently, several tumor necrosis factor receptor 1 (TNF-R1) and Fas-related death receptors have been discovered and include DR3, DR4, DR5 and DR6. These receptors contain an extracellular region containing varying numbers of cysteine-rich domains and an intracellular region that contains the death domain. The death receptors are activated in a ligand-dependent or independent manner and transduce apoptotic signals via their respective intracellular death domains. In addition to death receptors, several decoy molecules have also been identified and include DcR1/TRID, DcR2/TRUNDD, DcR3 and osteoprotegrin (OPG). The decoy molecules do not transduce apoptotic signals but rather compete with the death receptors for ligand binding and thereby inhibit ligand-induced apoptosis. Recent evidence suggests that p53 upregulates the expression of death receptors Fas and DR5, and thus, may mediate apoptosis in part via Fas and/or DR5. However, p53 also regulates the expression of TRAIL decoy receptors DcR1/TRID and DR2/TRUNDD. Although the significance of p53-dependent regulation of decoy receptors remains unclear, evidence suggests that DcR1/TRUNDD appears to inhibit 53-mediated apoptosis. It is, therefore, possible that p53 may blunt its DR5-dependent apoptotic effects by controlling the levels of decoy receptors.","['Sheikh, M S', 'Fornace, A J Jr']","['Sheikh MS', 'Fornace AJ Jr']","['Department of Pharmacology, SUNY Upstate Medical University, Syracuse, New York 13210, USA.']",['eng'],"['Journal Article', 'Review']",England,Leukemia,Leukemia,8704895,"['0 (Antigens, CD)', '0 (Receptors, Tumor Necrosis Factor)', '0 (Receptors, Tumor Necrosis Factor, Type I)', '0 (Tumor Suppressor Protein p53)']",IM,,"['Animals', 'Antigens, CD/*physiology', 'Apoptosis/*physiology', 'Humans', 'Receptors, Tumor Necrosis Factor/*physiology', 'Receptors, Tumor Necrosis Factor, Type I', 'Tumor Suppressor Protein p53/*physiology']",49,2000/08/15 11:00,2000/08/29 11:01,['2000/08/15 11:00'],"['2000/08/15 11:00 [pubmed]', '2000/08/29 11:01 [medline]', '2000/08/15 11:00 [entrez]']",['10.1038/sj.leu.2401865 [doi]'],ppublish,Leukemia. 2000 Aug;14(8):1509-13. doi: 10.1038/sj.leu.2401865.,,,,,,,,,,,
