PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,PMC,EIN,SI,TT,RF,CIN,CON
2407300,NLM,MEDLINE,19900405,20210216,0006-4971 (Print) 0006-4971 (Linking),75,5,1990 Mar 1,Chronic myeloid leukemia may be associated with several bcr-abl transcripts including the acute lymphoid leukemia-type 7 kb transcript.,1146-53,"In the majority of Philadelphia (Ph)-positive chronic myeloid leukemia (CML) patients, the c-abl gene is fused to the bcr gene, resulting in the transcription of an 8.5 kb chimeric bcr-abl mRNA, which is translated into a p210bcr-abl fusion protein. In about 50% of the Ph-positive acute lymphoid leukemias (ALL), the bcr-abl gene fusion is identical to CML, while in 50% an alternative fusion between these two genes occurs, in which the central bcr-sequences are absent. This results in transcription of a 7 kb bcr-abl mRNA, encoding a P190bcr-abl fusion protein. Cloning and sequencing of the chimeric part of bcr-abl cDNAs from two Ph-positive CML patients in chronic phase showed that in one patient, as in the Ph-positive ALL, all central bcr sequences are absent, while in the other patient, part of the bcr central sequences are deleted. Therefore, we speculate that the presence of the 7 kb chimeric ALL type mRNA in one of the patients is not sufficient to drive an acute rather than a chronic leukemic process in this case. The deletions of the central bcr-sequences described here define the minimal sequence requirement of the bcr-abl fusion gene in CML patients so far.","['Selleri, L', 'von Lindern, M', 'Hermans, A', 'Meijer, D', 'Torelli, G', 'Grosveld, G']","['Selleri L', 'von Lindern M', 'Hermans A', 'Meijer D', 'Torelli G', 'Grosveld G']","['Department of Cell Biology and Genetics, Erasmus University, Rotterdam, The Netherlands.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (RNA, Messenger)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Amino Acid Sequence', 'Base Sequence', 'Blotting, Southern', 'Chromosome Mapping', 'Fusion Proteins, bcr-abl/*genetics', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics', 'Molecular Sequence Data', 'Molecular Weight', 'Polymerase Chain Reaction', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics', 'RNA, Messenger/genetics', 'Restriction Mapping', 'Transcription, Genetic', 'Translocation, Genetic']",1990/03/01 00:00,1990/03/01 00:01,['1990/03/01 00:00'],"['1990/03/01 00:00 [pubmed]', '1990/03/01 00:01 [medline]', '1990/03/01 00:00 [entrez]']",['S0006-4971(20)84448-6 [pii]'],ppublish,Blood. 1990 Mar 1;75(5):1146-53.,,,,,,,['Blood. 1990 Oct 15;76(8):1663-5. PMID: 2207336'],
2407298,NLM,MEDLINE,19900405,20210216,0006-4971 (Print) 0006-4971 (Linking),75,5,1990 Mar 1,Open-wedge testicular biopsy in childhood acute lymphoblastic leukemia after two years of maintenance therapy: diagnostic accuracy and influence on outcome--a report from Children's Cancer Study Group.,1051-5,"Bilateral testicular biopsies were performed on 708 males with acute lymphoblastic leukemia completing 24 to 30 months of maintenance chemotherapy in continuous remission. The 73 patients (10.3%) with occult testicular leukemia (TL) had a significantly increased risk of subsequent relapse (P = .0001) and death (P less than .0001) when compared with patients with negative biopsies. Protocol-specified therapy for occult TL included reinduction therapy with concurrent bilateral testicular radiation, and 2 years of maintenance therapy. Four-year event-free survival for patients with negative biopsies was 78.2% +/- 4% versus 65% +/- 14% for patients with occult TL who received protocol-specified therapy (P = .05). This study suggests that (1) occult TL occurs in 10% of males completing 2 years of maintenance therapy; (2) occult TL significantly increases risk for subsequent relapse and death; (3) treatment results for occult TL and isolated overt off therapy TL (no previous biopsy) are similar; and (4) given current therapy, documentation of occult TL after 2 years of therapy does not improve disease-free survival.","['Nachman, J', 'Palmer, N F', 'Sather, H N', 'Bleyer, W A', 'Coccia, P F', 'Lukens, J N', 'Siegel, S E', 'Hammond, G D']","['Nachman J', 'Palmer NF', 'Sather HN', 'Bleyer WA', 'Coccia PF', 'Lukens JN', 'Siegel SE', 'Hammond GD']","['University of Chicago Medical Center, IL.']",['eng'],"['Clinical Trial', 'Journal Article', 'Multicenter Study', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,['0 (Antineoplastic Agents)'],IM,"['Antineoplastic Agents/therapeutic use', 'Biopsy', 'Child', 'Humans', 'Male', 'Multicenter Studies as Topic', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*diagnosis/therapy', 'Survival Analysis', 'Testicular Neoplasms/*diagnosis', 'Time Factors']",1990/03/01 00:00,1990/03/01 00:01,['1990/03/01 00:00'],"['1990/03/01 00:00 [pubmed]', '1990/03/01 00:01 [medline]', '1990/03/01 00:00 [entrez]']",['S0006-4971(20)84433-4 [pii]'],ppublish,Blood. 1990 Mar 1;75(5):1051-5.,"['CA 02971/CA/NCI NIH HHS/United States', 'CA 13539/CA/NCI NIH HHS/United States', 'CA 17829/CA/NCI NIH HHS/United States', 'etc.']",,,,,,,
2407190,NLM,MEDLINE,19900320,20190628,0003-9861 (Print) 0003-9861 (Linking),276,2,1990 Feb 1,"Novel vitamin D3 derivatives, 26-homo-delta 22-dehydro-1 alpha,25(S)-dihydroxyvitamin D3 and 26-homo-delta 22-dehydro-1 alpha,25(R)-dihydroxyvitamin D3: preferential activity in c-myc mRNA production and in induction of phenotypic differentiation of HL-60 cells.",310-6,"Novel vitamin D3 derivatives, 26-homo-delta 22-1 alpha,25(S)-dihydroxyvitamin D3 and 26-homo-delta 22-1 alpha,25(R)-dihydroxyvitamin D3 were compared with the native hormone, 1,25-dihydroxyvitamin D3, and with other vitamin D3 derivatives, in inhibition of cell growth, induction of phenotypic differentiation, and c-myc mRNA reduction of HL-60 cells. The degree of inhibition in cell growth caused by 26-homo-delta 22-1 alpha,25(S)-(OH)2D3 was the greatest followed by 26-homo-delta 22-1 alpha,25(R)-(OH)2D3. The ability to reduce NBT was parallel to that to inhibit cellular proliferation. 26-homo-delta 22-1 alpha,25(S)-(OH)2D3, 26-homo-delta 22-1 alpha,25(R)-(OH)2D3, 24-homo-24-F2-1 alpha,25-(OH)2D3, and 1 alpha,24(R)-(OH)2-26-Cl-D3 were more active than 1 alpha,25-(OH)2D3 in the induction of OK-M1+ and OK-Mo-2+ HL-60 cells. Using two color flow cytometric analysis, the percentages of OK-M5(+)- and OK-DR(+)-HL-60 cells were 33% in the treatment with 26-homo-delta 22-1 alpha,25(S)-(OH)2D3 plus interferon-gamma (IFN-gamma) but 14% in the treatment with 1 alpha,25-(OH)2D3 plus IFN-gamma. 26-Homo-delta 22-1 alpha,25(S)-(OH)2D3 has an inhibitory effect on c-myc reduction in treated HL-60 cells. These results suggest that the novel vitamin D3 derivatives, 26-homo-delta 22-1 alpha,25(S)-(OH)2D3 and 26-homo-delta 22-1 alpha,25(R)-(OH)2D3, have preferential activity in inducing phenotypic differentiation and in inducing cell proliferation related c-myc mRNA activity.","['Koizumi, T', 'Nakao, Y', 'Ishizuka, S', 'Oshida, J', 'Hara, N', 'Ikekawa, N', 'Fijita, T']","['Koizumi T', 'Nakao Y', 'Ishizuka S', 'Oshida J', 'Hara N', 'Ikekawa N', 'Fijita T']","['Department of Medicine, Kobe University School of Medicine, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Arch Biochem Biophys,Archives of biochemistry and biophysics,0372430,"['0 (Proto-Oncogene Proteins)', '0 (Proto-Oncogene Proteins c-myc)', '103732-08-7 (22-dehydro-1,25-dihydroxy-24-homovitamin D3)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'FXC9231JVH (Calcitriol)']",IM,"['Calcitriol/*analogs & derivatives/pharmacology', 'Cell Differentiation/*drug effects', 'Cell Division/drug effects', 'Cell Line', 'Humans', 'Kinetics', 'Leukemia, Promyelocytic, Acute', 'Nucleic Acid Hybridization', 'Phenotype', 'Protein-Tyrosine Kinases/genetics', 'Proto-Oncogene Proteins/*genetics', 'Proto-Oncogene Proteins c-myc', 'Proto-Oncogenes/*drug effects', 'Transcription, Genetic/*drug effects', 'Tumor Cells, Cultured/drug effects/*metabolism']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']","['0003-9861(90)90725-E [pii]', '10.1016/0003-9861(90)90725-e [doi]']",ppublish,Arch Biochem Biophys. 1990 Feb 1;276(2):310-6. doi: 10.1016/0003-9861(90)90725-e.,,,,,,,,
2407105,NLM,MEDLINE,19900316,20190903,0277-3732 (Print) 0277-3732 (Linking),13,1,1990 Feb,Lymphoma of the thyroid. Report of five cases and review.,64-9,"Thyroid lymphoma is a rare disease seen most commonly in elderly women and associated with Hashimoto's thyroiditis. Five cases of thyroid lymphoma seen and treated at Hahnemann University Hospital between 1979 and 1988 are retrospectively reviewed. All patients underwent a staging workup, including chest radiograph, intravenous pyelography, abdominal/pelvic computed tomogram (CT) scan and/or lymphangiogram, and bone marrow. An extensive review of the literature is presented. Risk factors for thyroid lymphoma are discussed, enabling the clinician to differentiate thyroid lymphoma from thyroid carcinoma. Thyroidectomy may be indicated in a small number of cases, provided that the patient has disease localized within the thyroid such that total gross resection can be achieved. It is proposed that patients with bad prognostic factors may benefit from the administration of chemotherapy initially before or after radiotherapy rather than using chemotherapy as salvage therapy. Irradiating the patient to the neck and mediastinum to 40 Gy, in 4-5 weeks, is recommended, except possibly for tumor that is extremely well localized in the neck. Finally, the necessity of a full staging work-up, including lymphangiogram and/or abdominal/pelvic CT is emphasized.","['Butler, J S Jr', 'Brady, L W', 'Amendola, B E']","['Butler JS Jr', 'Brady LW', 'Amendola BE']","['Department of Radiation Oncology and Nuclear Medicine, Hahnemann University, Philadelphia, PA 19102.']",['eng'],"['Case Reports', 'Journal Article', 'Review']",United States,Am J Clin Oncol,American journal of clinical oncology,8207754,,IM,"['Adult', 'Aged', 'Female', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/pathology', 'Lymphoma/*pathology', 'Lymphoma, Large B-Cell, Diffuse/pathology', 'Lymphoma, Non-Hodgkin/pathology', 'Male', 'Middle Aged', 'Neoplasm Staging', 'Thyroid Neoplasms/*pathology']",1990/02/01 00:00,2001/03/28 10:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1990/02/01 00:00 [entrez]']",['10.1097/00000421-199002000-00017 [doi]'],ppublish,Am J Clin Oncol. 1990 Feb;13(1):64-9. doi: 10.1097/00000421-199002000-00017.,,,,,,15,,
2407080,NLM,MEDLINE,19900321,20191022,0160-3450 (Print) 0160-3450 (Linking),NS30,2,1990 Feb,Acute leukemia: detection and therapeutics.,"29, 32-4",,"['McGuire, T R']",['McGuire TR'],"['College of Pharmacy, University of Nebraska, Omaha 68105-1065.']",['eng'],"['Journal Article', 'Review']",United States,Am Pharm,American pharmacy,7801164,,IM,"['Bone Marrow Transplantation', 'Humans', 'Leukemia, Myeloid, Acute/*diagnosis/therapy', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*diagnosis/therapy', 'Prognosis']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']",['10.1016/s0160-3450(15)31557-9 [doi]'],ppublish,"Am Pharm. 1990 Feb;NS30(2):29, 32-4. doi: 10.1016/s0160-3450(15)31557-9.",,,,,,5,,
2407028,NLM,MEDLINE,19900328,20051116,0507-3758 (Print) 0507-3758 (Linking),36,1,1990,[Results of the studies of ethyleneiminotriazines].,6-12,,"['Ivin, B A', 'Kraiz, B O', 'Korsakov, M V', 'Stukov, A N', 'Sheiman, V P', 'Filov, V A']","['Ivin BA', 'Kraiz BO', 'Korsakov MV', 'Stukov AN', 'Sheiman VP', 'Filov VA']",,['rus'],"['Journal Article', 'Review']",Russia (Federation),Vopr Onkol,Voprosy onkologii,0413775,"['0 (Antineoplastic Agents)', '0 (Azirines)', '0 (Triazines)']",IM,"['Animals', 'Antineoplastic Agents/*therapeutic use/toxicity', 'Azirines/*therapeutic use/toxicity', 'Carcinoma, Ehrlich Tumor/drug therapy', 'Female', 'Humans', 'Kidney Neoplasms/drug therapy', 'Leukemia, Experimental/drug therapy', 'Male', 'Melanoma, Experimental/drug therapy', 'Mice', 'Ovarian Neoplasms/drug therapy', 'Rats', 'Sarcoma, Experimental/drug therapy', 'Triazines/*therapeutic use/toxicity']",1990/01/01 00:00,1990/01/01 00:01,['1990/01/01 00:00'],"['1990/01/01 00:00 [pubmed]', '1990/01/01 00:01 [medline]', '1990/01/01 00:00 [entrez]']",,ppublish,Vopr Onkol. 1990;36(1):6-12.,,,,,Itogi izucheniia etileniminotriazinov.,22,,
2406938,NLM,MEDLINE,19900321,20190702,0038-4348 (Print) 0038-4348 (Linking),83,2,1990 Feb,Fulminating Staphylococcus epidermidis bacteremia.,231-4,"We have reported a case of disseminated Staphylococcus epidermidis infection in a patient with leukemia and examined the relation between an acute respiratory arrest and the infection. Plasmid profiles of five isolates of S epidermidis cultured from this patient's blood, bone marrow, and lung before and after the arrest indicate that all isolates were derived from a single strain. This strain was also isolated by culture of the tip of the central venous catheter that was removed from the patient suggesting that the indwelling catheter was the source of infection. Because this patient had rigors during an infusion through the catheter just before the acute respiratory arrest, we suspect that infusion through the colonized catheter precipitated the respiratory arrest.","['Henrickson, K J', 'Shenep, J L']","['Henrickson KJ', 'Shenep JL']","[""Department of Infectious Diseases, St. Jude Children's Research Hospital, Memphis, Tenn. 38101-0318.""]",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,South Med J,Southern medical journal,0404522,,IM,"['Acute Disease', 'Bacterial Typing Techniques', 'Catheterization, Central Venous/adverse effects', 'Catheters, Indwelling/adverse effects', 'Child, Preschool', 'Humans', 'Male', 'Pneumonia, Staphylococcal/complications', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/complications', 'Respiratory Insufficiency/etiology/microbiology', 'Sepsis/*etiology', 'Staphylococcal Infections/*complications/etiology', 'Staphylococcus epidermidis/classification/isolation & purification', 'Transfusion Reaction']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']",['10.1097/00007611-199002000-00025 [doi]'],ppublish,South Med J. 1990 Feb;83(2):231-4. doi: 10.1097/00007611-199002000-00025.,,,,,,,,
2406913,NLM,MEDLINE,19900320,20180524,0093-7754 (Print) 0093-7754 (Linking),17,1,1990 Feb,Association of non-Hodgkin's lymphoma and second neoplasms.,120-32,,"['Zarrabi, M H']",['Zarrabi MH'],"['Department of Medicine, Veterans Administration Medical Center, Northport, NY 11768.']",['eng'],"['Journal Article', 'Review']",United States,Semin Oncol,Seminars in oncology,0420432,,IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Child', 'Combined Modality Therapy', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*epidemiology/etiology', 'Lymphoma, Non-Hodgkin/*complications/therapy', 'Male', 'Middle Aged', 'Neoplasms, Multiple Primary/*epidemiology']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']",['0093-7754(90)90156-W [pii]'],ppublish,Semin Oncol. 1990 Feb;17(1):120-32.,,,,,,131,,
2406902,NLM,MEDLINE,19900320,20190618,0036-8075 (Print) 0036-8075 (Linking),247,4944,1990 Feb 16,Induction of chronic myelogenous leukemia in mice by the P210bcr/abl gene of the Philadelphia chromosome.,824-30,"In tumor cells from virtually all patients with chronic myelogenous leukemia, the Philadelphia chromosome, a fusion of chromosomes 9 and 22, directs the synthesis of the P210bcr/abl protein. The protein-tyrosine kinase activity and hybrid structure of P210bcr/abl are similar to the oncogene product of the Abelson murine leukemia virus, P160gag/v-abl, which induces acute lymphomas. To determine whether P210bcr/abl can induce chronic myelogenous leukemia, murine bone marrow was infected with a retrovirus encoding P210bcr/abl and transplanted into irradiated syngeneic recipients. Transplant recipients developed several hematologic malignancies; prominent among them was a myeloproliferative syndrome closely resembling the chronic phase of human chronic myelogenous leukemia. Tumor tissue from diseased mice harbored the provirus encoding P210bcr/abl. These results demonstrate that P210bcr/abl expression can induce chronic myelogenous leukemia. Retrovirus-mediated expression of the protein provides a murine model system for further analysis of the disease.","['Daley, G Q', 'Van Etten, R A', 'Baltimore, D']","['Daley GQ', 'Van Etten RA', 'Baltimore D']","['Whitehead Institute for Biomedical Research, Massachusetts Institute of Technology, Cambridge 02142.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Science,"Science (New York, N.Y.)",0404511,"['0 (DNA, Neoplasm)', '0 (DNA, Viral)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Animals', 'Bone Marrow/microbiology/pathology', 'Cell Line', 'DNA, Neoplasm/isolation & purification', 'DNA, Viral/isolation & purification', 'Fusion Proteins, bcr-abl/*genetics', 'Humans', 'Leukemia, Experimental/genetics/pathology', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics/pathology', 'Mice', 'Myeloproliferative Disorders/microbiology/pathology', '*Philadelphia Chromosome', 'Retroviridae/genetics', 'Spleen/microbiology', 'Transduction, Genetic']",1990/02/16 00:00,1990/02/16 00:01,['1990/02/16 00:00'],"['1990/02/16 00:00 [pubmed]', '1990/02/16 00:01 [medline]', '1990/02/16 00:00 [entrez]']",['10.1126/science.2406902 [doi]'],ppublish,Science. 1990 Feb 16;247(4944):824-30. doi: 10.1126/science.2406902.,"['T32 GM007753/GM/NIGMS NIH HHS/United States', '2T 32 GM07753-07/GM/NIGMS NIH HHS/United States', 'CA38497/CA/NCI NIH HHS/United States']",,,,,,,
2406831,NLM,MEDLINE,19900322,20191029,0749-2081 (Print) 0749-2081 (Linking),6,1,1990 Feb,Myelodysplastic syndromes.,9-16,"A cure for MDS has yet to be found. The aim of therapy is to attempt to restore normal hematopoiesis and prevent evolution to acute leukemia. The major trend is supportive care. Blood counts and bone marrow aspirations are taken to evaluate the disease, and transfusions of blood products and antibiotics are given when necessary. A new encouraging modality of therapy is the use of hematopoietic growth factors to reverse cytopenias. As there is no curative treatment for MDS, the patient is likely to be offered investigational drugs either singly or in combination. Future trends in the treatment of MDS will be combinations of agents including biological agents with retinoic acid or vitamin D, low-dose Ara-C, the interferons, and colony-stimulating factors.","['Yeomans, A C', 'Harle, M T']","['Yeomans AC', 'Harle MT']",,['eng'],"['Journal Article', 'Review']",United States,Semin Oncol Nurs,Seminars in oncology nursing,8504688,['0 (Antineoplastic Agents)'],,"['Antineoplastic Agents/therapeutic use', 'Humans', 'Myelodysplastic Syndromes/diagnosis/drug therapy/*nursing', 'Prognosis']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']","['S0749-2081(05)80128-7 [pii]', '10.1016/s0749-2081(05)80128-7 [doi]']",ppublish,Semin Oncol Nurs. 1990 Feb;6(1):9-16. doi: 10.1016/s0749-2081(05)80128-7.,,,,,,82,,
2406830,NLM,MEDLINE,19900322,20191029,0749-2081 (Print) 0749-2081 (Linking),6,1,1990 Feb,Nonhematologic toxicities of selected chemotherapeutic agents used in the treatment of adult leukemia.,67-75,,"['Cunningham, M']",['Cunningham M'],,['eng'],"['Journal Article', 'Review']",United States,Semin Oncol Nurs,Seminars in oncology nursing,8504688,"['00DPD30SOY (Amsacrine)', '04079A1RDZ (Cytarabine)', 'BZ114NVM5P (Mitoxantrone)', 'ZS7284E0ZP (Daunorubicin)']",,"['Adult', 'Amsacrine/administration & dosage', 'Antineoplastic Combined Chemotherapy Protocols/*adverse effects/therapeutic use', 'Cytarabine/administration & dosage', 'Daunorubicin/administration & dosage', 'Humans', 'Leukemia/*drug therapy/nursing', 'Mitoxantrone/administration & dosage', 'Nursing Assessment']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']","['S0749-2081(05)80135-4 [pii]', '10.1016/s0749-2081(05)80135-4 [doi]']",ppublish,Semin Oncol Nurs. 1990 Feb;6(1):67-75. doi: 10.1016/s0749-2081(05)80135-4.,,,,,,87,,
2406829,NLM,MEDLINE,19900322,20191210,0749-2081 (Print) 0749-2081 (Linking),6,1,1990 Feb,Infection in the neutropenic patient.,50-60,"Infection is the major cause of death in neutropenic patients. Prevention and therapy of infection are an important, dynamic component of the care of the neutropenic patient with leukemia. Nurses caring for these patients must have a current knowledge of immunosuppression, the usual sites and causative organisms, the clinical presentation, and the treatment of infection. This knowledge then needs to be applied clinically in the care of the neutropenic patient.","['Oniboni, A C']",['Oniboni AC'],,['eng'],"['Journal Article', 'Review']",United States,Semin Oncol Nurs,Seminars in oncology nursing,8504688,['0 (Anti-Bacterial Agents)'],,"['Agranulocytosis/*complications', 'Anti-Bacterial Agents/therapeutic use', 'Humans', 'Infections/drug therapy/etiology/*nursing', 'Leukemia/*complications', 'Neutropenia/*complications', 'Nursing Assessment', 'Risk Factors']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']","['S0749-2081(05)80133-0 [pii]', '10.1016/s0749-2081(05)80133-0 [doi]']",ppublish,Semin Oncol Nurs. 1990 Feb;6(1):50-60. doi: 10.1016/s0749-2081(05)80133-0.,,,,,,60,,
2406828,NLM,MEDLINE,19900322,20191029,0749-2081 (Print) 0749-2081 (Linking),6,1,1990 Feb,Uncommon leukemias: implications for clinical practice.,44-9,"The nursing management of patients with rare leukemias involves physiologic, psychologic, and ethical activities. Specific nursing interventions aimed at supporting bone marrow suppressed patients have been addressed in the literature and other reports in this issue. The potential for oncologic emergencies in these rare leukemias is great. These include disseminated intravascular coagulation (DIC), cerebral and pulmonary leukostasis, sepsis, and acute renal failure. Recognition that patients are at risk for these acute events prepares nurses for their assessment, diagnosis, and plans of care. Eleven high-incidence problems for cancer patients have been described, and all can be applied to these patients. Emotionally, patients and their families rely on nurses to assist them in coping with a new diagnosis of cancer, and/or dealing with the chronic nature of their disease. Open communication, firmly based on a thorough knowledge of the particular disease and treatment, will promote trust and a sense of comfort as the patient begins treatment. Finally, it is important for all nurses caring for cancer patients to identify their personal feelings and biases. In the current environment where clinical investigation is a part of everyday care, the nurse must be comfortable with the research process and the participation of human subjects in clinical trials. Nurses play a role in the development of clinical trials and the process of informed consent, and in the management of patients involved in clinical trials. Over the last 5 years, we have witnessed a dramatic increase in the number of therapies available for one particular rare leukemia (hairy cell leukemia). This has resulted in significant improvements in patient outcomes.(ABSTRACT TRUNCATED AT 250 WORDS)","['Sheridan, C A']",['Sheridan CA'],,['eng'],"['Journal Article', 'Review']",United States,Semin Oncol Nurs,Seminars in oncology nursing,8504688,,,"['Adult', 'Child', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/classification/*nursing/therapy', 'Male', 'Middle Aged']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']","['S0749-2081(05)80132-9 [pii]', '10.1016/s0749-2081(05)80132-9 [doi]']",ppublish,Semin Oncol Nurs. 1990 Feb;6(1):44-9. doi: 10.1016/s0749-2081(05)80132-9.,,,,,,42,,
2406827,NLM,MEDLINE,19900322,20191029,0749-2081 (Print) 0749-2081 (Linking),6,1,1990 Feb,Diagnosis and treatment of chronic leukemia.,31-43,,"['Collins, P M']",['Collins PM'],,['eng'],"['Journal Article', 'Review']",United States,Semin Oncol Nurs,Seminars in oncology nursing,8504688,,,"['Adult', 'Aged', 'Female', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/diagnosis/*physiopathology/therapy', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/diagnosis/*physiopathology/therapy', 'Male', 'Middle Aged']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']","['S0749-2081(05)80131-7 [pii]', '10.1016/s0749-2081(05)80131-7 [doi]']",ppublish,Semin Oncol Nurs. 1990 Feb;6(1):31-43. doi: 10.1016/s0749-2081(05)80131-7.,,,,,,55,,
2406825,NLM,MEDLINE,19900322,20191029,0749-2081 (Print) 0749-2081 (Linking),6,1,1990 Feb,Options for postremission therapy in acute leukemia.,25-30,"Remission induction therapy for patients with AML results in 65% to 75% CR with 20% prolonged DFS. Postremission therapy increases the incidence of prolonged DFS to more than 60%. Postremission therapy in AML consists of high-dose or intensive chemotherapy with or without BMT. Each therapy has significant toxicity and risk for the patient. Induction therapy for patients with ALL includes systemic and intrathecal chemotherapy with a 70% to 75% CR rate. Maintenance therapy continues for 2 to 3 years, and BMT is indicated for patients with early relapse or certain high-risk factors. Knowledgeable nurses provide much-needed emotional support for patients as they struggle to make the best decision for postremission therapy.","['Wujcik, D']",['Wujcik D'],,['eng'],"['Journal Article', 'Review']",United States,Semin Oncol Nurs,Seminars in oncology nursing,8504688,,,"['Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Bone Marrow Transplantation', 'Combined Modality Therapy', 'Humans', 'Leukemia, Myeloid, Acute/classification/*drug therapy/therapy', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/classification/*drug therapy/therapy', 'Recurrence']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']","['S0749-2081(05)80130-5 [pii]', '10.1016/s0749-2081(05)80130-5 [doi]']",ppublish,Semin Oncol Nurs. 1990 Feb;6(1):25-30. doi: 10.1016/s0749-2081(05)80130-5.,,,,,,59,,
2406824,NLM,MEDLINE,19900322,20191029,0749-2081 (Print) 0749-2081 (Linking),6,1,1990 Feb,Diagnosis and treatment of adult acute leukemia.,17-24,,"['Maguire-Eisen, M']",['Maguire-Eisen M'],,['eng'],"['Journal Article', 'Review']",United States,Semin Oncol Nurs,Seminars in oncology nursing,8504688,['0 (Antineoplastic Agents)'],,"['Acute Disease', 'Adult', 'Antineoplastic Agents/therapeutic use', 'Humans', 'Leukemia/classification/*diagnosis/drug therapy', 'Middle Aged']",1990/02/01 00:00,1990/02/01 00:01,['1990/02/01 00:00'],"['1990/02/01 00:00 [pubmed]', '1990/02/01 00:01 [medline]', '1990/02/01 00:00 [entrez]']","['S0749-2081(05)80129-9 [pii]', '10.1016/s0749-2081(05)80129-9 [doi]']",ppublish,Semin Oncol Nurs. 1990 Feb;6(1):17-24. doi: 10.1016/s0749-2081(05)80129-9.,,,,,,54,,
