PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,OID,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,LID,PMC,AB,AD,DEP,UIN,UOF,RF,GR,MID,CIN,CON,CI,COIS,CN,IR,FIR,EIN,SI,PS,FPS,RIN
20280498,NLM,MEDLINE,20100318,20181201,0092-5632 (Print) 0092-5632 (Linking),56,6,1946 Dec,The use of radioactive isotopes in leukemia.,777-80,"['LEUCUTIA, T']",['LEUCUTIA T'],['eng'],['Journal Article'],,United States,Am J Roentgenol Radium Ther,The American journal of roentgenology and radium therapy,0404014,OM,"['Leukemia/*therapy', '*Radioactivity', '*Radioisotopes']",['CLML: 4712:353m'],['NLM'],"['*LEUKEMIA/therapy', '*RADIOACTIVITY']",1946/12/01 00:00,2011/01/06 06:00,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1946/12/01 00:00 [pubmed]', '2011/01/06 06:00 [medline]']",ppublish,Am J Roentgenol Radium Ther. 1946 Dec;56(6):777-80.,['0 (Radioisotopes)'],,,,,,,,,,,,,,,,,,,,,,,
20280098,NLM,MEDLINE,20100318,20201005,0033-0450 (Print) 0033-0450 (Linking),74,24,1946 Dec 24,Benzene leukemia 15 months with benzol in the blood.,581,"['LOEPER', 'FABRE, R', 'BORREAU']","['LOEPER', 'FABRE R', 'BORREAU']",['fre'],['Journal Article'],Leucemie benzenique de 15 mois avec benzol dans le sang.,France,Prog Med (Paris),Le Progres medical,2984825R,OM,"['Benzene/*toxicity', '*Blood', 'Humans', 'Leukemia/*etiology']",['CLML: 4712:332j'],['NLM'],"['*BENZENE/toxicity', '*BLOOD/benzene', '*LEUKEMIA/etiology and pathogenesis']",1946/12/24 00:00,1946/12/24 00:01,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1946/12/24 00:00 [pubmed]', '1946/12/24 00:01 [medline]']",ppublish,Prog Med (Paris). 1946 Dec 24;74(24):581.,['J64922108F (Benzene)'],,,,,,,,,,,,,,,,,,,,,,,
20279780,NLM,MEDLINE,20100329,20181201,0016-6731 (Print) 0016-6731 (Linking),32,1,1947 Jan,The development of strains of white Leghorns genetically resistant to lymphomatosis.,91,"['HUTT, F B', 'COLE, R K']","['HUTT FB', 'COLE RK']",['eng'],['Journal Article'],,United States,Genetics,Genetics,0374636,OM,"['Animals', '*Avian Leukosis', '*Birds', '*Chickens', '*Heredity', 'Humans', 'Immunity/*genetics', '*Meat', '*Poultry', '*Poultry Diseases']",['CLML: 4712:317g'],['NLM'],"['*FOWL/diseases', '*IMMUNITY/heredity', '*LYMPHOMATOSIS/of fowl']",1947/01/01 00:00,1947/01/01 00:01,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1947/01/01 00:00 [pubmed]', '1947/01/01 00:01 [medline]']",ppublish,Genetics. 1947 Jan;32(1):91.,,,,,,,,,,,,,,,,,,,,,,,,
20279372,NLM,MEDLINE,20100318,20181201,0033-8419 (Print) 0033-8419 (Linking),48,1,1947 Jan,The range of usefulness of intravenous pyelography.,63-5,"['MYERS, L A']",['MYERS LA'],['eng'],['Journal Article'],,United States,Radiology,Radiology,0401260,OM,"['Humans', '*Neoplasms', '*Sarcoma, Myeloid', '*Urography']",['CLML: 4712:296g'],['NLM'],"['*PYELOGRAPHY', '*TUMORS/chloroma']",1947/01/01 00:00,2014/08/13 06:00,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1947/01/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",ppublish,Radiology. 1947 Jan;48(1):63-5. doi: 10.1148/48.1.63.,,['10.1148/48.1.63 [doi]'],,,,,,,,,,,,,,,,,,,,,,
20279371,NLM,MEDLINE,20100318,20181201,0033-8419 (Print) 0033-8419 (Linking),48,1,1947 Jan,An unusual roentgen shadow in chloroma.,61,"['DELL, J M Jr']",['DELL JM Jr'],['eng'],['Journal Article'],,United States,Radiology,Radiology,0401260,OM,"['*Brain', '*Brain Neoplasms', 'Humans', '*Sarcoma, Myeloid']",['CLML: 4712:296f1'],['NLM'],['*BRAIN/tumors'],1947/01/01 00:00,2011/04/13 06:00,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1947/01/01 00:00 [pubmed]', '2011/04/13 06:00 [medline]']",ppublish,Radiology. 1947 Jan;48(1):61. doi: 10.1148/48.1.61.,,['10.1148/48.1.61 [doi]'],,,,,,,,,,,,,,,,,,,,,,
20278896,NLM,MEDLINE,20100318,20201005,,22,30,1946 Aug 14,"Scleroderma, parathyroid syndrome and monocyte leukemia.",1477-80,"['TANRET, P']",['TANRET P'],['fre'],['Journal Article'],"Sclerodermie, syndrome parathyroide et leucemie a monocytes.",France,Sem Hop,La semaine des hopitaux : organe fonde par l'Association d'enseignement medical des hopitaux de Paris,9410059,OM,"['Humans', '*Leukemia', '*Leukemia, Monocytic, Acute', '*Parathyroid Diseases', '*Scleroderma, Localized', '*Scleroderma, Systemic', '*Steroids']",['CLML: 4712:272f'],['NLM'],"['*LEUKEMIA/monocytic', '*PARATHYROID/diseases', '*SCLERODERMA', '*STEROIDS']",1946/08/14 00:00,1946/08/14 00:01,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1946/08/14 00:00 [pubmed]', '1946/08/14 00:01 [medline]']",ppublish,Sem Hop. 1946 Aug 14;22(30):1477-80.,['0 (Steroids)'],,,,,,,,,,,,,,,,,,,,,,,
20278332,NLM,MEDLINE,20100318,20210216,0006-4971 (Print) 0006-4971 (Linking),2,1,1947 Jan,The treatment of lymphoblastic leukemia with crude myelokentric acid.,15-39,"['MILLER, F R', 'HERBUT, P A', 'JONES, H W']","['MILLER FR', 'HERBUT PA', 'JONES HW']",['eng'],['Journal Article'],,United States,Blood,Blood,7603509,OM,"['*Acids', '*Acute Disease', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Precursor Cell Lymphoblastic Leukemia-Lymphoma']",['CLML: 4712:246d'],['NLM'],"['*ACID/myelokentric', '*LEUKEMIA/lymphatic']",1947/01/01 00:00,1947/01/01 00:01,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1947/01/01 00:00 [pubmed]', '1947/01/01 00:01 [medline]']",ppublish,Blood. 1947 Jan;2(1):15-39.,['0 (Acids)'],['S0006-4971(20)85141-6 [pii]'],,,,,,,,,,,,,,,,,,,,,,
20278331,NLM,MEDLINE,20100318,20210216,0006-4971 (Print) 0006-4971 (Linking),2,1,1947 Jan,A statistical study of mortality from leukemia.,1-14,"['SACKS, M S', 'SEEMAN, I']","['SACKS MS', 'SEEMAN I']",['eng'],['Journal Article'],,United States,Blood,Blood,7603509,OM,"['Humans', 'Leukemia/*mortality']",['CLML: 4712:246c'],['NLM'],['*LEUKEMIA/mortality'],1947/01/01 00:00,2011/01/06 06:00,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1947/01/01 00:00 [pubmed]', '2011/01/06 06:00 [medline]']",ppublish,Blood. 1947 Jan;2(1):1-14.,,['S0006-4971(20)85140-4 [pii]'],,,,,,,,,,,,,,,,,,,,,,
20277660,NLM,MEDLINE,20100318,20181201,0028-4793 (Print) 0028-4793 (Linking),235,26,1946 Dec 26,[Lymphoblastic lymphoma of small bowel].,946-9,"['TAYLOR, G W', 'LINGLEY, J R']","['TAYLOR GW', 'LINGLEY JR', 'et al.']",['eng'],['Journal Article'],,United States,N Engl J Med,The New England journal of medicine,0255562,OM,"['Humans', '*Intestinal Neoplasms', '*Intestine, Small', '*Intestines', '*Lymphoma', '*Neoplasms', '*Precursor Cell Lymphoblastic Leukemia-Lymphoma']",['CLML: 4712:207j1'],['NLM'],"['*INTESTINES/tumors', '*TUMORS/lymphoma']",1946/12/26 00:00,2014/08/13 06:00,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1946/12/26 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",ppublish,N Engl J Med. 1946 Dec 26;235(26):946-9. doi: 10.1056/NEJM194612262352606.,,['10.1056/NEJM194612262352606 [doi]'],10.1056/NEJM194612262352606 [doi],,,,,,,,,,,,,,,,,,,,,
20277631,NLM,MEDLINE,20100318,20201114,0025-729X (Print) 0025-729X (Linking),2,21,1946 Nov 23,The failure of penicillin and direct blood transfusion in the treatment of acute leuchaemia.,743,"['THIERSCH, J P']",['THIERSCH JP'],['eng'],['Journal Article'],,Australia,Med J Aust,The Medical journal of Australia,0400714,OM,"['*Blood Transfusion', '*Erythroblastosis, Fetal', 'Humans', 'Leukemia/*therapy', '*Penicillins']",['CLML: 4712:206d'],['NLM'],"['*ERYTHROBLASTOSIS/fetal', '*LEUKEMIA/therapy']",1946/11/23 00:00,2011/04/13 06:00,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1946/11/23 00:00 [pubmed]', '2011/04/13 06:00 [medline]']",ppublish,Med J Aust. 1946 Nov 23;2(21):743. doi: 10.5694/j.1326-5377.1946.tb76050.x.,['0 (Penicillins)'],['10.5694/j.1326-5377.1946.tb76050.x [doi]'],,,,,,,,,,,,,,,,,,,,,,
20277337,NLM,MEDLINE,20100426,20181201,0096-6029 (Print) 0096-6029 (Linking),54,6,1946 Dec,"Leukemic erythroderma, localized?",752,"['ROTHMAN, S', 'FELSHER, Z']","['ROTHMAN S', 'FELSHER Z']",['eng'],['Journal Article'],,United States,Arch Derm Syphilol,Archives of dermatology and syphilology,14470030R,OM,"['*Dermatitis, Exfoliative', 'Humans', '*Leukemia']",['CLML: 4712:193f'],['NLM'],"['*ERYTHRODERMA/leukemic', '*LEUKEMIA']",1946/12/01 00:00,1946/12/01 00:01,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1946/12/01 00:00 [pubmed]', '1946/12/01 00:01 [medline]']",ppublish,Arch Derm Syphilol. 1946 Dec;54(6):752.,,,,,,,,,,,,,,,,,,,,,,,,
20276282,NLM,MEDLINE,20100318,20201005,0370-4386 (Print) 0370-4386 (Linking),1,1,1946,Contribution to the study of blood cytology; the synchrony of nuclear oxytoplasmic evolution; interpretation of cytogenetic designs; Cytological study of leukemias and reticulosarcomas.,45-69,"['BESSIS, M']",['BESSIS M'],['fre'],['Journal Article'],Contribution a l'etude de la cytologie sanguine; le synchronisme d'evolution nucleocytoplasmique; interpretation des conceptions cytogenetiques; etude cytologique des leucemies et des reticulosarcomes.,France,Rev Hematol,Revue d'hematologie,20330240R,OM,"['*Blood Cells', 'Humans', 'Leukemia/*pathology', '*Lymphoma, Non-Hodgkin', '*Neoplasms', '*Sarcoma']",['CLML: 4712:140w'],['NLM'],"['*BLOOD/cells', '*LEUKEMIA/pathology', '*SARCOMA/reticulosarcoma']",1946/01/01 00:00,2014/08/13 06:00,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1946/01/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",ppublish,Rev Hematol. 1946;1(1):45-69.,,,,,,,,,,,,,,,,,,,,,,,,
20276280,NLM,MEDLINE,20100318,20201005,0370-4386 (Print) 0370-4386 (Linking),1,1,1946,Plasma cell leukosis.,22-34,"['LAMY, M', 'WILL K, J']","['LAMY M', 'WILL K J']",['fre'],['Journal Article'],Les leucoses a plasmocytes.,France,Rev Hematol,Revue d'hematologie,20330240R,OM,"['Humans', '*Leukemia', '*Lymphocytes']",['CLML: 4712:140v'],['NLM'],['*LEUKEMIA/plasma-cell'],1946/01/01 00:00,1946/01/01 00:01,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1946/01/01 00:00 [pubmed]', '1946/01/01 00:01 [medline]']",ppublish,Rev Hematol. 1946;1(1):22-34.,,,,,,,,,,,,,,,,,,,,,,,,
20276077,NLM,MEDLINE,20100318,20181201,0008-5472 (Print) 0008-5472 (Linking),6,12,1946 Dec,Attempted transmission of acute leukemia from man to man by the sternal marrow route.,695-8,"['THIERSCH, J B']",['THIERSCH JB'],['eng'],['Journal Article'],,United States,Cancer Res,Cancer research,2984705R,OM,"['*Acute Disease', 'Animals', '*Bone Marrow', 'Humans', '*Leukemia', '*Leukemia, Experimental', 'Male']",['CLML: 4712:130t'],['NLM'],"['*BONES/marrow', '*LEUKEMIA/experimental']",1946/12/01 00:00,2012/04/17 06:00,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1946/12/01 00:00 [pubmed]', '2012/04/17 06:00 [medline]']",ppublish,Cancer Res. 1946 Dec;6(12):695-8.,,,,,,,,,,,,,,,,,,,,,,,,
20275896,NLM,MEDLINE,20100318,20181201,0009-4129 (Print) 0009-4129 (Linking),2,9,1946 Aug,Acute leukemia.,201-11,"['AYRES, F']",['AYRES F'],['eng'],['Journal Article'],,United States,Clin Proc Child Hosp Dist Columbia,Clinical proceedings - Children's Hospital of the District of Columbia,7503483,OM,"['*Acute Disease', 'Humans', '*Leukemia']",['CLML: 4712:117b'],['NLM'],['*LEUKEMIA'],1946/08/01 00:00,2011/01/06 06:00,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1946/08/01 00:00 [pubmed]', '2011/01/06 06:00 [medline]']",ppublish,Clin Proc Child Hosp Dist Columbia. 1946 Aug;2(9):201-11.,,,,,,,,,,,,,,,,,,,,,,,,
20275849,NLM,MEDLINE,20100329,20201005,0030-3755 (Print) 0030-3755 (Linking),112,2,1946 Aug,To the genesis of leukemic fundus changes.,103-7,"['KLINGLER, M', 'LUEDIN, H']","['KLINGLER M', 'LUEDIN H']",['ger'],['Journal Article'],Zur Genese leukamischer Fundusveranderungen.,Switzerland,Ophthalmologica,Ophthalmologica. Journal international d'ophtalmologie. International journal of ophthalmology. Zeitschrift fur Augenheilkunde,0054655,OM,"['*Blood Coagulation', '*Eye', 'Humans', '*Leukemia']",['CLML: 4712:114w'],['NLM'],"['*BLOOD/coagulation', '*LEUKEMIA/eyes']",1946/08/01 00:00,2014/08/13 06:00,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1946/08/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",ppublish,Ophthalmologica. 1946 Aug;112(2):103-7.,,,,,,,,,,,,,,,,,,,,,,,,
20275148,NLM,MEDLINE,20100318,20181201,0016-9900 (Print) 0016-9900 (Linking),10,3,1946,[Prevention and control of septic angina (alimentary toxic aleukia)].,22-6,"['BELECKY, C N']",['BELECKY CN'],['und'],['Journal Article'],"O merakh preduprezhdeniia i bo3rby s zabolevaniiami ""septicheskoi anginoi"" (alimentarnaia toksicheskaia aleikiia).",Russia (Federation),Gig Sanit,Gigiena i sanitariia,0412700,OM,"['*Angina Pectoris', '*Foodborne Diseases', 'Humans', '*Leukemia']",['CLML: 4712:79v'],['NLM'],"['*ANGINA/septic', '*FOOD/poisoning', '*LEUKEMIA/aleukemic']",1946/01/01 00:00,1946/01/01 00:01,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1946/01/01 00:00 [pubmed]', '1946/01/01 00:01 [medline]']",ppublish,Gig Sanit. 1946;10(3):22-6.,,,,,,,,,,,,,,,,,,,,,,,,
20274463,NLM,MEDLINE,20100318,20181201,,5,9,1946 Sep,Enlarged abdomen; fever. [aleukemic leukosis].,643-7,"['DAMMANN', 'MUDGETT']","['DAMMANN', 'MUDGETT']",['eng'],['Journal Article'],,United States,Case Rep Child Meml Hosp Chic,"Case reports. Children's Memorial Hospital (Chicago, Ill.)",16130370R,OM,"['*Abdomen', '*Fever', '*Gastrointestinal Diseases', 'Humans', '*Leukemia']",['CLML: 4712:43o'],['NLM'],['*LEUKEMIA/aleukemic'],1946/09/01 00:00,1946/09/01 00:01,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1946/09/01 00:00 [pubmed]', '1946/09/01 00:01 [medline]']",ppublish,Case Rep Child Meml Hosp Chic. 1946 Sep;5(9):643-7.,,,,,,,,,,,,,,,,,,,,,,,,
20274212,NLM,MEDLINE,20100318,20181201,0028-7377 (Print) 0028-7377 (Linking),2,22,1946 Nov 20,Lymphomas and leukemias.,17-20,"['CRAVER, L F']",['CRAVER LF'],['eng'],['Journal Article'],,United States,NY Med,New York medicine,0401063,OM,"['Humans', '*Leukemia', '*Lymphoma', '*Neoplasms']",['CLML: 4712:31h'],['NLM'],"['*LEUKEMIA', '*TUMORS/lymphoma']",1946/11/20 00:00,2014/08/13 06:00,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1946/11/20 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",ppublish,NY Med. 1946 Nov 20;2(22):17-20.,,,,,,,,,,,,,,,,,,,,,,,,
20272951,NLM,MEDLINE,20100318,20181201,0367-4800 (Print) 0367-4800 (Linking),28,11,1947 Nov,Suprarenal haemorrhage in monocytic leukaemia; with report of a fatal case.,366-77,"['LAUCKNER, J R', 'HEBBERT, F J']","['LAUCKNER JR', 'HEBBERT FJ']",['eng'],['Journal Article'],,Scotland,Glasgow Med J,Glasgow medical journal,17140140R,OM,"['*17-Ketosteroids', '*Adrenal Cortex Hormones', '*Fluids and Secretions', '*Hemorrhage', 'Humans', '*Ketosteroids', '*Leukemia, Monocytic, Acute']",['CLML: 4713:1608b'],['NLM'],"['*CORTICOSTEROID/excretion', '*KETOSTEROID/17-k., colorimetric determination', '*MONOCYTIC LEUKEMIA/suprarenal hemorrhage', '*SUPRARENAL/hemorrhage, in monocytic leukemia']",1947/11/01 00:00,1947/11/01 00:01,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1947/11/01 00:00 [pubmed]', '1947/11/01 00:01 [medline]']",ppublish,Glasgow Med J. 1947 Nov;28(11):366-77.,"['0 (17-Ketosteroids)', '0 (Adrenal Cortex Hormones)', '0 (Ketosteroids)']",,,PMC5969700,,,,,,,,,,,,,,,,,,,,
20272767,NLM,MEDLINE,20100329,20181201,,20,,1947,Effect of urethane on leucemia.,3,"['BEDINGER, P L', 'PONCHER, H G', 'LIMARZI, L R']","['BEDINGER PL', 'PONCHER HG', 'LIMARZI LR']",['eng'],['Journal Article'],,United States,Proc Annu Meet Cent Soc Clin Res U S,Proceedings [of the] annual meeting. Central Society for Clinical Research (U.S.),16110220R,OM,"['*Leukemia', '*Urethane']",['CLML: 4713:1598v'],['NLM'],"['*LEUKEMIA/urethane treatment', '*URETHANE/in leukemia']",1947/01/01 00:00,1947/01/01 00:01,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1947/01/01 00:00 [pubmed]', '1947/01/01 00:01 [medline]']",ppublish,Proc Annu Meet Cent Soc Clin Res U S. 1947;20:3.,['3IN71E75Z5 (Urethane)'],,,,,,,,,,,,,,,,,,,,,,,
20272404,NLM,MEDLINE,20100318,20181201,0003-5998 (Print) 0003-5998 (Linking),44,10,1947 Oct,"Chloroma, illustrated with clinical and autopsy report.",681-4,"['REDDY, D J']",['REDDY DJ'],['eng'],['Journal Article'],,India,Antiseptic,The Antiseptic,0372402,OM,"['*Autopsy', 'Humans', '*Sarcoma, Myeloid']",['CLML: 4713:1581i'],['NLM'],['*CHLOROMA'],1947/10/01 00:00,2014/08/13 06:00,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1947/10/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",ppublish,Antiseptic. 1947 Oct;44(10):681-4.,,,,,,,,,,,,,,,,,,,,,,,,
20271627,NLM,MEDLINE,20100318,20181201,0096-6630 (Print) 0096-6630 (Linking),64,11,1947 Nov,Diphtheria; myeloblastic leukemia.,590-2,"['HUSSON', 'VOGEL', 'APPELBAUM']","['HUSSON', 'VOGEL', 'APPELBAUM']",['eng'],['Journal Article'],,United States,Arch Pediatr,Archives of pediatrics,15210180R,OM,"['Diphtheria/*complications', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Leukemia, Myelomonocytic, Acute']",['CLML: 4713:1547o'],['NLM'],"['*DIPHTHERIA/complications', '*MYELOBLASTIC/leukemia']",1947/11/01 00:00,1947/11/01 00:01,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1947/11/01 00:00 [pubmed]', '1947/11/01 00:01 [medline]']",ppublish,Arch Pediatr. 1947 Nov;64(11):590-2.,,,,,,,,,,,,,,,,,,,,,,,,
20271452,NLM,MEDLINE,20100318,20201005,0043-5376 (Print) 0043-5376 (Linking),28,9,1947 Sep,On the casuistry of polycythemia with a transition to leukemia.,392-7,"['MATHIS, A']",['MATHIS A'],['ger'],['Journal Article'],Zur Kasuistik der Polyzythamie mit Uebergang in Leukamie.,Austria,Wien Z Inn Med,Wiener Zeitschrift fur innere Medizin und ihre Grenzgebiete,7502231,OM,"['Humans', '*Leukemia', '*Polycythemia Vera']",['CLML: 4713:1539l'],['NLM'],['*LEUKEMIA/erythremia'],1947/09/01 00:00,2014/08/13 06:00,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1947/09/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",ppublish,Wien Z Inn Med. 1947 Sep;28(9):392-7.,,,,,,,,,,,,,,,,,,,,,,,,
20271409,NLM,MEDLINE,20100318,20181201,0256-9574 (Print),21,21,1947 Nov 8,Hand-Christian-Schuller disease of mandible (reticulo-endotheliosis).,829,"['GOLDIN, H']",['GOLDIN H'],['eng'],['Journal Article'],,South Africa,S Afr Med J,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,0404520,OM,"['*Genetic Diseases, X-Linked', '*Histiocytosis, Langerhans-Cell', 'Humans', '*Leukemia, Hairy Cell', '*Mandible', '*Severe Combined Immunodeficiency']",['CLML: 4713:1538a'],['NLM'],"['*MANDIBLE/reticuloendotheliosis', '*RETICULOENDOTHELIOSIS/of mandible']",1947/11/08 00:00,1947/11/08 00:01,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1947/11/08 00:00 [pubmed]', '1947/11/08 00:01 [medline]']",ppublish,S Afr Med J. 1947 Nov 8;21(21):829.,"['Reticuloendotheliosis, X-linked']",,,,,,,,,,,,,,,,,,,,,,,
20271270,NLM,MEDLINE,20100318,20181201,,160,10,1947 Oct,Massive plasma transfusion and the pathodynamics of acute leukemia.,610-2,"['BARNARD, R D']",['BARNARD RD'],['eng'],['Journal Article'],,United States,Med World (New York),The Medical world,18540200R,OM,"['*Acute Disease', '*Blood Component Transfusion', 'Humans', '*Leukemia', '*Plasma']",['CLML: 4713:1530q'],['NLM'],"['*LEUKEMIA/pathodynamics', '*PLASMA TRANSFUSION/in leukemia']",1947/10/01 00:00,1947/10/01 00:01,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1947/10/01 00:00 [pubmed]', '1947/10/01 00:01 [medline]']",ppublish,Med World (New York). 1947 Oct;160(10):610-2.,,,,,,,,,,,,,,,,,,,,,,,,
20271227,NLM,MEDLINE,20100329,20190612,0140-6736 (Print) 0140-6736 (Linking),2,6482,1947 Nov 22,Urethane in chronic myeloid leukaemia.,774,"['PINEY, A']",['PINEY A'],['eng'],['Journal Article'],,England,Lancet,"Lancet (London, England)",2985213R,OM,"['*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Urethane']",['CLML: 4713:1528s1'],['NLM'],"['*LEUKEMIA/myeloid, urethan treatment', '*URETHANE/in leukemia']",1947/11/22 00:00,2016/01/26 06:00,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1947/11/22 00:00 [pubmed]', '2016/01/26 06:00 [medline]']",ppublish,Lancet. 1947 Nov 22;2(6482):774. doi: 10.1016/s0140-6736(47)90793-9.,['3IN71E75Z5 (Urethane)'],"['S0140-6736(47)90793-9 [pii]', '10.1016/s0140-6736(47)90793-9 [doi]']",,,,,,,,,,,,,,,,,,,,,,
20270751,NLM,MEDLINE,20100318,20200930,0037-9727 (Print) 0037-9727 (Linking),66,1,1947 Oct,Effect of urethane on transplanted leukemia of Ak mice.,268-70,"['WEIR, D R', 'HEINLE, R W']","['WEIR DR', 'HEINLE RW']",['eng'],['Journal Article'],,United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,OM,"['Animals', '*Leukemia', 'Mice', '*Transplants', '*Urethane']",['CLML: 4713:1508k'],['NLM'],['*URETHANE/in leukemia'],1947/10/01 00:00,2014/08/13 06:00,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1947/10/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",ppublish,Proc Soc Exp Biol Med. 1947 Oct;66(1):268-70. doi: 10.3181/00379727-66-16060.,['3IN71E75Z5 (Urethane)'],['10.3181/00379727-66-16060 [doi]'],,,,,,,,,,,,,,,,,,,,,,
20270750,NLM,MEDLINE,20100318,20200930,0037-9727 (Print) 0037-9727 (Linking),66,1,1947 Oct,Depth of penetration of nebulized substances in the respiratory tree.,264-7,"['SLOAN, J Q', 'BAIN, G P', 'BRUCER, M']","['SLOAN JQ', 'BAIN GP', 'BRUCER M']",['eng'],['Journal Article'],,United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,OM,"['Humans', '*Leukemia', '*Trees', '*Urethane']",['CLML: 4713:1508j'],['NLM'],"['*LEUKEMIA/urethane treatment', '*RESPIRATORY TREE/penetration of nebulized substances']",1947/10/01 00:00,1947/10/01 00:01,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1947/10/01 00:00 [pubmed]', '1947/10/01 00:01 [medline]']",ppublish,Proc Soc Exp Biol Med. 1947 Oct;66(1):264-7. doi: 10.3181/00379727-66-16059.,['3IN71E75Z5 (Urethane)'],['10.3181/00379727-66-16059 [doi]'],,,,,,,,,,,,,,,,,,,,,,
20270736,NLM,MEDLINE,20100318,20200930,0037-9727 (Print) 0037-9727 (Linking),66,1,1947 Oct,Response of spontaneous lymphoid leukemias in mice to injection of adrenal cortical extracts.,226-30,"['LAW, L W', 'SPEIRS, R']","['LAW LW', 'SPEIRS R']",['eng'],['Journal Article'],,United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,OM,"['Animals', '*Injections', '*Leukemia', '*Leukemia, Lymphoid', 'Mice']",['CLML: 4713:1507s'],['NLM'],"['*ADRENAL CORTICAL EXTRACT/in lymphoid leukemia', '*LEUKEMIA/lymphoid, and adrenal cortical extracts']",1947/10/01 00:00,1947/10/01 00:01,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1947/10/01 00:00 [pubmed]', '1947/10/01 00:01 [medline]']",ppublish,Proc Soc Exp Biol Med. 1947 Oct;66(1):226-30. doi: 10.3181/00379727-66-16045.,,['10.3181/00379727-66-16045 [doi]'],,,,,,,,,,,,,,,,,,,,,,
