PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,RF,GR,PMC,SI,TT,AD,EIN,OID
3485134,NLM,MEDLINE,19860401,20131121,0022-1767 (Print) 0022-1767 (Linking),136,5,1986 Mar 1,Therapy of murine leukemia with cyclophosphamide and immune Lyt-2+ cells: cytolytic T cells can mediate eradication of disseminated leukemia.,1917-22,"Several animal models have been developed in which the adoptive transfer of specifically immune syngeneic T cells has been shown to mediate the eradication of established tumors. In adoptive chemoimmunotherapy (ACIT) of disseminated FBL leukemia with cyclophosphamide and immune T cells, the major effector T cell has been shown to be a noncytolytic Lyt-1+2- T cell that mediates its therapeutic effect without the participation of CTL. Because studies in other models have suggested that CTL can mediate an anti-tumor effect, the efficacy of Lyt-2+ T cells rendered highly cytolytic before adoptive transfer in ACIT of disseminated FBL was examined. The results demonstrated that such CTL had a detectable but limited therapeutic effect in the treatment of FBL. Because this limited activity of transferred purified CTL might have reflected a requirement for helper T cells to produce IL 2 for promotion of the in vivo survival and proliferation of the CTL, the effect of administering IL 2 to tumor-bearing hosts after transfer of CTL was examined. A dose of IL 2 previously shown to induce in vivo proliferation of transferred T cells rendered CTL that were minimally effective alone curative in ACIT of FBL leukemia. Thus, either lymphokine-producing T cells or the lymphokines produced by these cells are necessary for the full expression of the in vivo therapeutic potential of CTL.","['Greenberg, P D']",['Greenberg PD'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,IM,"['Adjuvants, Immunologic/administration & dosage', 'Animals', 'Antigens, Ly/administration & dosage/*immunology', 'Cyclophosphamide/*therapeutic use', '*Cytotoxicity, Immunologic/drug effects', 'Immunization, Passive/methods', 'Interleukin-2/administration & dosage', 'Leukemia, Erythroblastic, Acute/drug therapy/immunology/*therapy', 'Lymphocyte Activation/drug effects', 'Mice', 'Mice, Inbred C57BL', 'Phenotype', 'T-Lymphocytes, Cytotoxic/classification/immunology/*transplantation']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,J Immunol. 1986 Mar 1;136(5):1917-22.,"['0 (Adjuvants, Immunologic)', '0 (Antigens, Ly)', '0 (Interleukin-2)', '8N3DW7272P (Cyclophosphamide)']",,,"['CA 30558/CA/NCI NIH HHS/United States', 'CA 33084/CA/NCI NIH HHS/United States']",,,,,,
3485133,NLM,MEDLINE,19860401,20071115,0022-1767 (Print) 0022-1767 (Linking),136,5,1986 Mar 1,In vitro production of interleukin 1 by normal and malignant human B lymphocytes.,1688-92,"In this study, the capacity of normal and neoplastic B lymphocytes to release interleukin 1 (IL 1) has been investigated. Peripheral blood B cells from normal donors were isolated by depletion of E rosetting cells and by positive selection of cells expressing surface immunoglobulin (sIg) or the B1 marker. Peripheral blood B cells from patients with B cell chronic lymphocytic leukemia (B-CLL) were purified by removal of E rosetting cells followed by complement-mediated cytotoxicity with selected monoclonal antibodies. All of the normal B cell suspensions and the large majority of the B-CLL cells produced in culture high amounts of IL 1 in the absence of any apparent stimulus. Control experiments ruled out that small numbers of monocytes in the B cell suspensions could represent the source of IL 1. These data support the contention that B cells participate to the immune response as accessory cells for T cell activation not only by physically presenting antigen, but also by releasing IL 1.","['Pistoia, V', 'Cozzolino, F', 'Rubartelli, A', 'Torcia, M', 'Roncella, S', 'Ferrarini, M']","['Pistoia V', 'Cozzolino F', 'Rubartelli A', 'Torcia M', 'Roncella S', 'Ferrarini M']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,IM,"['Animals', 'Antibodies, Monoclonal', 'B-Lymphocytes/immunology/*metabolism', 'Cell Adhesion', 'Cell Separation/methods', 'Complement System Proteins', 'Humans', 'Interleukin-1/*biosynthesis/isolation & purification', 'Leukemia, Lymphoid/*immunology/metabolism', 'Mice', 'Mice, Inbred C3H', 'Rosette Formation']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,J Immunol. 1986 Mar 1;136(5):1688-92.,"['0 (Antibodies, Monoclonal)', '0 (Interleukin-1)', '9007-36-7 (Complement System Proteins)']",,,,,,,,,
3485093,NLM,MEDLINE,19860404,20210210,0021-9258 (Print) 0021-9258 (Linking),261,7,1986 Mar 5,Cloned fragment of diphtheria toxin linked to T cell-specific antibody identifies regions of B chain active in cell entry.,3030-5,"The role of discrete domains of diphtheria toxin (DT) B chain in cytosol entry and cytotoxicity was investigated by linking a monoclonal antibody recognizing the human T cell-specific antigen T3 (UCHT1) to diphtheria toxin (UCHT1-DT), DT A subunit (UCHT1-DTA), or to a genetically engineered form of DT (UCHT1-MspSA) lacking the C-terminal 17-kDa portion of the B subunit. The N-terminal 21-kDa region of DT B chain increased toxicity of UCHT1-DTA 100-fold (UCHT1-MspSA) while addition of the C-terminal 17-kDa region (UCHT1-DT) increased toxicity 100-fold more. The cytotoxicity was dependent upon antibody binding as demonstrated by blocking toxicity with excess UCHT1. The differences in toxicity between these reagents were not due to differences in ADP-ribosylation activity of DT A chain, binding activity of the antibody moiety, extent of DT nicking, or the cross-linking method, so we conclude that the large differences in toxicity were due to the presence of different B chain domains. The large increase in toxicity by the C-terminal region of DT B did not appear to be caused by DT receptor binding. The lysosomotropic agent NH4Cl blocked the cytotoxic effect of DT, UCHT1-DT, and UCHT1-MspSA but not UCHT1-DTA.","['Colombatti, M', 'Greenfield, L', 'Youle, R J']","['Colombatti M', 'Greenfield L', 'Youle RJ']",['eng'],['Journal Article'],United States,J Biol Chem,The Journal of biological chemistry,2985121R,IM,"['Adenosine Diphosphate Ribose/metabolism', 'Amino Acid Sequence', 'Ammonium Chloride/pharmacology', 'Antibodies, Monoclonal/*immunology', 'Binding Sites', 'Cell Survival/drug effects', 'Cloning, Molecular', 'Diphtheria Toxin/*analysis', 'Humans', 'Hydrogen-Ion Concentration', 'Leukemia, Experimental/therapy', 'Macromolecular Substances', 'Peptide Fragments/*immunology', 'T-Lymphocytes/*immunology']",1986/03/05 00:00,1986/03/05 00:01,['1986/03/05 00:00'],"['1986/03/05 00:00 [pubmed]', '1986/03/05 00:01 [medline]', '1986/03/05 00:00 [entrez]']",ppublish,J Biol Chem. 1986 Mar 5;261(7):3030-5.,"['0 (Antibodies, Monoclonal)', '0 (Diphtheria Toxin)', '0 (Macromolecular Substances)', '0 (Peptide Fragments)', '01Q9PC255D (Ammonium Chloride)', '20762-30-5 (Adenosine Diphosphate Ribose)']",['S0021-9258(17)35741-1 [pii]'],,,,,,,,
3485089,NLM,MEDLINE,19860411,20190723,0021-8820 (Print) 0021-8820 (Linking),39,1,1986 Jan,"Antibiotic binding to human polymorphonuclear neutrophils, mouse leukemia L1210 cells and mouse thymocytes.",141-8,"This report describes a system in which antibiotics could be compared for binding to different mammalian cells. These included functional phagocytes (human polymorphonuclear neutrophils; PMNs), non-phagocytic lymphocytes (mouse thymocytes), and non-functional leukocytes (mouse leukemia L1210 cells). When antibiotics bound to PMNs, they bound about the same to L1210 cells but much less to thymocytes. Combining these data with previous data, the ranking of cells that bound the greatest amount of antibiotics was: PMNs = L1210 cells = blood mononuclear leukocytes greater than thymocytes greater than erythrocytes. Thus, antibiotics bind differentially and not indiscriminately to mammalian cells.","['Gray, G D', 'Ohlmann, G M']","['Gray GD', 'Ohlmann GM']",['eng'],['Journal Article'],Japan,J Antibiot (Tokyo),The Journal of antibiotics,0151115,IM,"['Animals', 'Anti-Bacterial Agents/*metabolism', 'Clindamycin/metabolism', 'Doxycycline/metabolism', 'Fusidic Acid/metabolism', 'Humans', 'Leukemia L1210/*metabolism', 'Mice', 'Neutrophils/*metabolism', 'Novobiocin/metabolism', 'Phagocytes/metabolism', 'Rifampin/metabolism', 'T-Lymphocytes/*metabolism', 'Tetracycline/metabolism', 'Thymidine/metabolism']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,J Antibiot (Tokyo). 1986 Jan;39(1):141-8. doi: 10.7164/antibiotics.39.141.,"['0 (Anti-Bacterial Agents)', '17EC19951N (Novobiocin)', '3U02EL437C (Clindamycin)', '59XE10C19C (Fusidic Acid)', 'F8VB5M810T (Tetracycline)', 'N12000U13O (Doxycycline)', 'VC2W18DGKR (Thymidine)', 'VJT6J7R4TR (Rifampin)']",['10.7164/antibiotics.39.141 [doi]'],,,,,,,,
3485086,NLM,MEDLINE,19860414,20190903,0198-8859 (Print) 0198-8859 (Linking),15,2,1986 Feb,New human MHC class I antigens segregating with HLA-A antigens detected on some lymphocyte subpopulations.,175-97,"Recent genetic studies of the murine chromosome 17 have demonstrated that many genes encode class I antigens, most of which are still not detected serologically; most of these genes belong to the Tla region. Five human alloantisera were selected from 383 female sera and were further studied using a panel of peripheral blood lymphocytes (PBL), B lymphocytes (BL), and PHA activated lymphocytes (PHA-L) from the same blood donors. After intensive platelet absorption, the five sera still reacted positively by a complement-dependent cytotoxicity technique with PHA-L, but negatively with PBL and BL. The antigens detected by these antibodies segregated with an HLA-A allele and were assumed to belong to the class I antigen series as they could be blocked by a turkey anti-beta 2 microglobulin serum. They were found on some lymphocyte populations: PHA-L, common acute lymphoblastic leukemia (cALL) cells, and (preliminary results) a small subpopulation of PBL cells (mostly NK cells), but were not found on chronic lymphocytic leukemia (CLL) cells, T and early T acute lymphoblastic as well as myeloblastic leukemia cells. Kinetic studies showed that several hours of culture with PHA were necessary for the antigen to be expressed. These results show that the antigens described do not belong to the classic HLA antigen series but could be considered to belong to the human Qa-like antigens or to be the human counterpart to the second murine H-2K locus antigens.","['Mitsuishi, Y', 'Falkenrodt, A', 'Urlacher, A', 'Tongio, M M', 'Mayer, S']","['Mitsuishi Y', 'Falkenrodt A', 'Urlacher A', 'Tongio MM', 'Mayer S']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Hum Immunol,Human immunology,8010936,IM,"['Antigen-Antibody Complex', 'B-Lymphocytes/immunology', 'Cells, Cultured', 'Complement System Proteins/immunology', 'Cytotoxicity, Immunologic', 'Female', 'HLA Antigens/*analysis', 'HLA-A Antigens', 'Histocompatibility Antigens/*analysis', 'Humans', 'Immune Sera', 'Leukemia/immunology', 'Lymphocytes/classification/*immunology', '*Major Histocompatibility Complex', 'Pregnancy', 'T-Lymphocytes/immunology']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",ppublish,Hum Immunol. 1986 Feb;15(2):175-97. doi: 10.1016/0198-8859(86)90025-x.,"['0 (Antigen-Antibody Complex)', '0 (HLA Antigens)', '0 (HLA-A Antigens)', '0 (Histocompatibility Antigens)', '0 (Immune Sera)', '9007-36-7 (Complement System Proteins)']","['0198-8859(86)90025-X [pii]', '10.1016/0198-8859(86)90025-x [doi]']",,,,,,,,
3485053,NLM,MEDLINE,19860408,20081121,0301-472X (Print) 0301-472X (Linking),14,3,1986 Mar,Endogenous erythroid colony formation in myeloproliferative diseases does not depend on T cells.,197-201,"We investigated the influence of T-cell depletion on BFU-E and CFU-GM colony growth in vitro from normal individuals and patients with chronic granulocytic leukemia (CGL), idiopathic myelofibrosis (MF), and polycythemia vera (PV). Preincubation of mononuclear cells with the complement-fixing monoclonal antibody OKT11A, which is cytotoxic to T-lymphocytes, significantly reduced the number of erythropoietin (epo)-dependent BFU-E colonies cultured from normal bone marrow and normal peripheral blood, as well as from the blood of patients with CGL, PV, and MF. In contrast, the numbers of epo-independent (""endogenous"") BFU-E colonies cultured from the blood of PV and MF patients were the same before and after T-cell depletion. The blood and marrow of CGL patients and normal individuals produced no epo-independent BFU-E proliferation. The growth of day-7 and day-14 CFU-GM was not significantly influenced by T-cell depletion in the majority of experiments. We conclude that T cells promote the growth of epo-dependent BFU-E colonies in vitro, but they do not influence the growth of ""endogenous"" BFU-E colonies from patients with myeloproliferative disorders.","['Robak, T', 'Hast, R', 'Goldman, J M']","['Robak T', 'Hast R', 'Goldman JM']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Exp Hematol,Experimental hematology,0402313,IM,"['Adult', 'Antibodies, Monoclonal', 'Colony-Forming Units Assay', 'Erythrocytes/*cytology', 'Granulocytes/cytology', '*Hematopoiesis', 'Humans', 'Leukemia, Myeloid/blood', 'Macrophages/cytology', 'Myeloproliferative Disorders/*blood', 'Polycythemia Vera/blood', 'Primary Myelofibrosis/blood', 'T-Lymphocytes/immunology/*physiology']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Exp Hematol. 1986 Mar;14(3):197-201.,"['0 (Antibodies, Monoclonal)']",,,,,,,,,
3485042,NLM,MEDLINE,19860409,20071115,0204-3564 (Print) 0204-3564 (Linking),8,1,1986,[Mast cell-affinity lymphocytes as indicator cells of the forms of hemoblastoses].,25-6,"The formation of mastolymphocyte rosettes was used to determine that in chronic lymphocytic leukemia and bovine leukemia, unlike healthy people and animals as well as patients with solid tumours of different localization and Hodgkin's disease, a large amount of cells appear among peripheral blood lymphocytes having membrane affinity for mast cells. This may be used as an additional criterion in laboratory diagnosis of these diseases.","[""Nikol'skii, I S"", 'Mazurenko, V A', 'Grinevich, Iu A', ""Kindzel'skii, L P"", 'Chernenko, O D']","[""Nikol'skii IS"", 'Mazurenko VA', 'Grinevich IuA', ""Kindzel'skii LP"", 'Chernenko OD']",['rus'],"['Comparative Study', 'English Abstract', 'Journal Article']",Ukraine,Eksp Onkol,Eksperimental'naia onkologiia,8406659,IM,"['Animals', 'Cattle', 'Cattle Diseases/diagnosis', 'Hodgkin Disease/diagnosis', 'Humans', 'Leukemia, Experimental/diagnosis', 'Leukemia, Lymphoid/diagnosis/veterinary', 'Lymphoproliferative Disorders/*diagnosis', 'Mast Cells/*immunology', 'Mice', 'Mice, Inbred AKR', 'Rats', 'Rosette Formation', 'T-Lymphocytes/*immunology']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",ppublish,Eksp Onkol. 1986;8(1):25-6.,,,,,,,Mastotsitaffinnye limfotsity kak indikatornye kletki nekotorykh form gemoblastozov.,,,
3485024,NLM,MEDLINE,19860424,20190820,0090-1229 (Print) 0090-1229 (Linking),39,1,1986 Apr,The effect of T cells from patients with infectious mononucleosis on CFU-CGM proliferation: a preliminary report.,61-7,"The neutropenia occurring during infection is a poorly understood phenomenon. Immunologically-stimulated T lymphocytes, acting upon normal bone marrow stem cells, have been etiologically implicated in several disorders. Fifteen patients, ages 17 to 25 years, and diagnosed with infectious mononucleosis by positive heterophile titers, were studied. Peripheral blood T lymphocytes were separated using sheep red blood cell rosetting. They were then cocultured with normal bone marrow cells, in a concentration of 2 X 10(4) cells/ml, in methylcellulose containing 10% colony-stimulating activity. Normal BM was obtained from patients with nonmalignant hematologic disorders, or leukemia in remission. Bone marrow cells were cultured at a concentration of 1 X 10(5) or 5 X 10(5) cells/ml, alone (control) or with T lymphocytes. Plates were incubated at 37 degrees C with 5% CO2. Colonies were scored at 14 days. Inhibition of normal, bone marrow growth was observed at both concentrations, after addition of T lymphocytes to the culture system. Such suppression was significant (p less than 0.05) for the lower concentration of normal bone marrow cells only. Variable and partial abrogation of effect was seen after overnight incubation of T lymphocytes, possibly due to loss of suppressor activity. There were insufficient numbers of tests with supernatant to allow computation of statistical significance. Correlation between T-cell ratios and suppressive effect has not been determined, although it is suspected that the responsible cells are within the T-suppressor fraction.","['Gardner, R V', 'Grooms, A', 'Simon, M']","['Gardner RV', 'Grooms A', 'Simon M']",['eng'],"['Comparative Study', 'Journal Article']",United States,Clin Immunol Immunopathol,Clinical immunology and immunopathology,0356637,IM,"['Adolescent', 'Adult', 'Bone Marrow/immunology/pathology', 'Bone Marrow Cells', 'Cell Division', 'Hematopoietic Stem Cells/*cytology', 'Humans', 'Infectious Mononucleosis/*immunology', 'T-Lymphocytes/*immunology']",1986/04/01 00:00,1986/04/01 00:01,['1986/04/01 00:00'],"['1986/04/01 00:00 [pubmed]', '1986/04/01 00:01 [medline]', '1986/04/01 00:00 [entrez]']",ppublish,Clin Immunol Immunopathol. 1986 Apr;39(1):61-7. doi: 10.1016/0090-1229(86)90205-9.,,['10.1016/0090-1229(86)90205-9 [doi]'],,,,,,,,
3485014,NLM,MEDLINE,19860423,20131121,0008-5472 (Print) 0008-5472 (Linking),46,4 Pt 1,1986 Apr,Drug induced host factors which stimulate growth of residual leukemia in Lewis x Brown Norway F1 (LEW-BN) rats.,1813-6,"Antitumor synergism occurs with two drugs in sequence when the second drug is given at the time of maximal regrowth of residual leukemia and peak humoral stimulatory activity (HSA). To determine if this enhancement relates to a host derived HSA, studies were conducted in Lewis x brown Norway F1 rats bearing brown Norway myelocytic leukemia. A significant cure rate was observed in rats treated initially with 1-beta-D-arabinofuranosylcytosine and then given injections of 10(6) leukemia cells and treated with a second 2-day course of 1-beta-D-arabinofuranosylcytosine in every-8-h s.c. injections in the 6-day period after the initial drug. No effect on survival of the initial drug or of the second drug given at intervals after day 6 was noted. This result is consistent with the efficacy of treatment at the time of peak HSA and tumor growth. The direct effect of HSA on tumor sensitivity to 1-beta-D-arabinofuranosylcytosine was evaluated by 18-h incubations of leukemia and HSA, followed by bioassay. Increased survival and high cure rates were observed when compared with cultured cells in normal serum. These studies support the notion that host derived factors operative during drug induced aplasia stimulate tumor growth and thereby, if the drugs are properly timed, increase sensitivity to cycle active agents.","['Burke, P J', 'Karp, J E', 'Saylor, P L']","['Burke PJ', 'Karp JE', 'Saylor PL']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', 'Bone Marrow/drug effects', 'Cytarabine/*administration & dosage/metabolism', 'Drug Administration Schedule', 'Female', 'Growth Substances/*biosynthesis/pharmacology', 'Leukemia, Experimental/*drug therapy/metabolism/pathology', 'Rats', 'Rats, Inbred BN', 'Rats, Inbred Lew']",1986/04/01 00:00,1986/04/01 00:01,['1986/04/01 00:00'],"['1986/04/01 00:00 [pubmed]', '1986/04/01 00:01 [medline]', '1986/04/01 00:00 [entrez]']",ppublish,Cancer Res. 1986 Apr;46(4 Pt 1):1813-6.,"['0 (Growth Substances)', '04079A1RDZ (Cytarabine)']",,,['R01 CA 33348/CA/NCI NIH HHS/United States'],,,,,,
3485010,NLM,MEDLINE,19860418,20190619,0008-543X (Print) 0008-543X (Linking),57,8,1986 Apr 15,"OKM1-positive T-cell leukemias. Relationships among morphologic features, phenotype, and functional activities.",1507-14,"The morphologic features, phenotype, and functions of OKM1+ leukemic T-cells were studied. The leukemic T-cells in two patients with chronic lymphocytic leukemia (CLL) had specific features of large granular lymphocytes (LGL), and those in two patients with acute lymphocytic leukemia (ALL) had L2 morphologic characteristics. The phenotype of the leukemic cells from one patient with CLL was OKM1+, ER+, OKT3+, OKT4+, OKT8-, OKIa1-, IgGFc receptor (EA gamma)+, Leu-7+, Leu-11b+, and anti-Tac-. The cells had antibody-dependent cell-mediated cytotoxicity (ADCC), but no natural killer (NK) activity. They had a definitive helper effect on pokeweed mitogen-induced normal B-cell differentiation. The leukemic cells from the other patient with CLL were Leu-7-, and Leu-11b-, and lacked both ADCC and NK activity. The leukemic cells in the two patients with ALL were ER+, OKM1+, Leu-7-, and Leu-11-, and did not have any cytotoxicity. One was EA gamma +, and the other was EA gamma -. These findings suggest that OKM1+ leukemic T-cells consist of at least two subgroups: (1) T-cells with the morphologic features of LGL; and (2) those with a lymphoblastic morphologic type. In either case, the phenotype is novel and suggests the emergence of a small, distinct lymphocyte subset.","['Tagawa, S', 'Taniguchi, N', 'Tokumine, Y', 'Tamaki, T', 'Konishi, I', 'Kanayama, Y', 'Inoue, R', 'Machii, T', 'Kitani, T']","['Tagawa S', 'Taniguchi N', 'Tokumine Y', 'Tamaki T', 'Konishi I', 'Kanayama Y', 'Inoue R', 'Machii T', 'Kitani T']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,IM,"['Acid Phosphatase/analysis', 'Adult', 'Antigens, Surface/analysis', 'B-Lymphocytes/drug effects/immunology', 'Cell Nucleolus/ultrastructure', 'Cell Nucleus/ultrastructure', 'Child, Preschool', 'Chromatin/analysis', 'Cytoplasm/ultrastructure', 'Golgi Apparatus/ultrastructure', 'Histocytochemistry', 'Humans', 'Leukemia/*immunology/pathology', 'Leukemia, Lymphoid/immunology', 'Male', 'Microscopy, Electron, Scanning', 'Pokeweed Mitogens/pharmacology', 'T-Lymphocytes/*classification/immunology/ultrastructure']",1986/04/15 00:00,1986/04/15 00:01,['1986/04/15 00:00'],"['1986/04/15 00:00 [pubmed]', '1986/04/15 00:01 [medline]', '1986/04/15 00:00 [entrez]']",ppublish,Cancer. 1986 Apr 15;57(8):1507-14. doi: 10.1002/1097-0142(19860415)57:8<1507::aid-cncr2820570812>3.0.co;2-h.,"['0 (Antigens, Surface)', '0 (Chromatin)', '0 (Pokeweed Mitogens)', 'EC 3.1.3.2 (Acid Phosphatase)']",['10.1002/1097-0142(19860415)57:8<1507::aid-cncr2820570812>3.0.co;2-h [doi]'],,,,,,,,
3484982,NLM,MEDLINE,19860402,20190903,0006-5242 (Print) 0006-5242 (Linking),52,2,1986 Feb,Phenotyping of malignant hematopoietic cells. Analysis of 1200 cases of leukemia-lymphoma.,99-109,"1255 cases of leukemia-lymphoma were tested between 1972 and 1984 by multiple marker analysis. Routine leukemia phenotyping was performed using standard morphological and cytochemical techniques in combination with clinical and histo-pathological information; the main emphasis was put on immunological surface marker analysis using erythrocyte rosette assays, TdT and a large panel of poly- and monoclonal antibody tests. The 1255 cases were divided into these major types and subtypes: 349 cases of ALL and related immature T- and Burkitt-lymphomas (cALL, pre B-ALL, B-ALL and Burkitt-lymphomas, T-ALL and immature, mostly leukemic T-lymphomas, Null-ALL), 454 cases of mature T- and B-cell malignancies (T-CLL, mycosis fungoides, Sezary-syndrome, T-lymphomas, B-CLL, hairy cell leukemia, multiple myeloma, B-lymphomas), 263 cases of acute myeloid leukemias (AML, AMMoL/AMoL), 182 cases of chronic myeloid leukemias (CML in chronic phase, CMoL, CML in blast crisis), 6 cases of erythroleukemia and 1 case of megakaryoblastic leukemia. A simplified classification scheme which has been used in our laboratories is presented. Phenotyping is of diagnostic, prognostic and therapeutic relevance, most evidently for patients with ALL. Routine leukemia phenotyping should be performed with highly standardized techniques and reagents and by combining information from several fields in the multiple marker analysis. New areas of leukemia research might become very useful for the routine procedure of phenotyping.","['Drexler, H G', 'Menon, M', 'Sagawa, K', 'Tatsumi, E', 'Koshiba, H', 'Koishi, T', 'Minato, K', 'Sugimoto, T', 'Saito, M', 'Morita, M']","['Drexler HG', 'Menon M', 'Sagawa K', 'Tatsumi E', 'Koshiba H', 'Koishi T', 'Minato K', 'Sugimoto T', 'Saito M', 'Morita M', 'et al.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Blut,Blut,0173401,IM,"['Adult', 'B-Lymphocytes', 'Child, Preschool', 'Hematopoietic Stem Cells/*pathology', 'Humans', 'Leukemia/classification/*pathology', 'Lymphoma/*pathology', 'Phenotype', 'T-Lymphocytes']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",ppublish,Blut. 1986 Feb;52(2):99-109. doi: 10.1007/BF00321072.,,['10.1007/BF00321072 [doi]'],,"['31-CB-74165/CB/NCI NIH HHS/United States', 'CA-14413/CA/NCI NIH HHS/United States', 'CA-17609/CA/NCI NIH HHS/United States', 'etc.']",,,,,,
3484978,NLM,MEDLINE,19860407,20210216,0006-4971 (Print) 0006-4971 (Linking),67,3,1986 Mar,Production of B cell growth factor(s) by neoplastic B cells from hairy cell leukemia patients.,573-7,"Recent studies have shown that normal human T cells contain a high-molecular-weight (mol wt) protein exhibiting B cell growth factor (BCGF) activity. Other studies have shown that virally transformed human B cells also secrete a high-mol-wt BCGF-like molecule in vitro. We have studied neoplastic B cells from patients with untreated hairy cell leukemia (HCL) to ascertain whether such cytoplasmic BCGF activity is present in the tumor cells. Studies on HCL cells from four patients indicated that BCGF-like activity was in fact present in the cytosolic extracts when tested on autochthonous HCL cells as well as on normal BCGF-dependent human B cell lines. Chromatographic analysis indicated that the BCGF activity from HCL cells was similar in mol wt as well as function to the normal T cell-derived cytosolic BCGF activity. These studies suggest that HCL cells contain and, in some cases, secrete a high-mol-wt growth factor that can be autostimulatory and appears to resemble a similar growth factor molecule found in normal human T cells.","['Ford, R J', 'Kwok, D', 'Quesada, J', 'Sahasrabuddhe, C G']","['Ford RJ', 'Kwok D', 'Quesada J', 'Sahasrabuddhe CG']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,IM,"['B-Lymphocytes/*metabolism', 'Cell Division', 'Cells, Cultured', 'Chromatography, Gel', 'Cytosol/analysis', 'Growth Substances/analysis/*biosynthesis', 'Humans', 'Interleukin-4', 'Leukemia, Hairy Cell/*metabolism/pathology', 'Lymphokines/analysis/*biosynthesis', 'Molecular Weight']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Blood. 1986 Mar;67(3):573-7.,"['0 (Growth Substances)', '0 (Lymphokines)', '207137-56-2 (Interleukin-4)']",['S0006-4971(20)81357-3 [pii]'],,"['CA-16672/CA/NCI NIH HHS/United States', 'CA-31479/CA/NCI NIH HHS/United States']",,,,,,
