PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,PMC,TT,RF,GR,MID,OID,OAB,OABL,OTO,OT
173498,NLM,MEDLINE,19760324,20150901,0009-4587 (Print) 0009-4587 (Linking),8,2,1975 Jun,Radiation-enhanced murine sarcoma virus genome rescue activity.,82-92,"['Chang, K S']",['Chang KS'],['eng'],"['Comparative Study', 'Journal Article']",China (Republic : 1949- ),Zhonghua Min Guo Wei Sheng Wu Xue Za Zhi,Zhonghua Minguo wei sheng wu xue za zhi = Chinese journal of microbiology,0204022,"['0 (DNA, Viral)', 'VC2W18DGKR (Thymidine)', 'WHI7HQ7H85 (Uridine)']",IM,"['Cell Line', 'DNA, Viral/biosynthesis', 'Dose-Response Relationship, Radiation', 'Leukemia Virus, Murine/metabolism/radiation effects', 'Moloney murine leukemia virus/metabolism/*radiation effects', 'Thymidine/metabolism', 'Uridine/metabolism']",1975/06/01 00:00,1975/06/01 00:01,['1975/06/01 00:00'],"['1975/06/01 00:00 [pubmed]', '1975/06/01 00:01 [medline]', '1975/06/01 00:00 [entrez]']",,ppublish,Zhonghua Min Guo Wei Sheng Wu Xue Za Zhi. 1975 Jun;8(2):82-92.,"Although the doses of X-ray (312-2,500 R) used for irradiation of cells caused impairment of DNA synthesis and cell replication, co-cultivation of X-irradiated MuLV- carrier cells with un-irradiated nonproducer cells of MSV-induced tumour resulted in as much as 20-fold increase in MSV retrieval compared with the un-irradiated control. The enhancement was apparent also as a 3-fold increase in the number of cells producing MSV (infectious centers) in the co-cultivation plate. This suggested that the MSV genome rescue efficiency in terms of MSV per cell, as well as the number of cells producing MSV, increased markedly. By uridine-3H-labeling and focus assay experiments, evidence was presented which suggested that an increase in MSV/MuLV ratio in the culture fluid of co-cultivation plates was obtained when the MuLV-carrier cells were pre-irradiated. By contrast, X-irradiation of the nonproducer cells prior to co-cultivation caused only reductions of MSV genome rescue efficiency. However, use of X-irradiated MuLV-carrier cells for co-cultivation with X-irradiated nonproducer cells restored this efficiency to some extent. The dose-survival curve of the nonproducer cells was not much different from those of the MuLV-carrier cells after X-irradiation. It was suggested that the viability of nonproducer cells was required for replication of MuLV transferred from the carrier cells and for subsequent MSV genome rescue.",,,,,,,,,,
173442,NLM,MEDLINE,19760320,20210216,0006-4971 (Print) 0006-4971 (Linking),46,6,1975 Dec,Letter: Acute leukemia with Burkitt's tumor cells.,990-2,"['Advani, S H']",['Advani SH'],['eng'],"['Case Reports', 'Journal Article']",United States,Blood,Blood,7603509,,IM,"['B-Lymphocytes/*pathology', 'Burkitt Lymphoma/*diagnosis', 'Fluorescent Antibody Technique', 'Herpesvirus 4, Human/isolation & purification', 'Humans', 'Leukemia, Lymphoid/*diagnosis', 'Male']",1975/12/01 00:00,1975/12/01 00:01,['1975/12/01 00:00'],"['1975/12/01 00:00 [pubmed]', '1975/12/01 00:01 [medline]', '1975/12/01 00:00 [entrez]']",['S0006-4971(20)70913-4 [pii]'],ppublish,Blood. 1975 Dec;46(6):990-2.,,,,,,,,,,,
173399,NLM,MEDLINE,19760318,20141120,0006-3029 (Print) 0006-3029 (Linking),20,5,1975 Sep-Oct,"[Structural transitions in DNA, isolated from normal and neoplastic cells].",757-61,"[""Mil', E M"", 'Bobovich, S I', 'Azizov, Iu M', 'Krinitskaia, L A', ""Zhil'tsova, V M""]","[""Mil' EM"", 'Bobovich SI', 'Azizov IuM', 'Krinitskaia LA', ""Zhil'tsova VM""]",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Biofizika,Biofizika,0372666,"['0 (Cobalt Radioisotopes)', '0 (DNA, Neoplasm)', '9007-49-2 (DNA)']",IM,"['Animals', 'Cattle', 'Cattle Diseases/blood', 'Cobalt Radioisotopes', 'DNA/*radiation effects', 'DNA, Neoplasm/*radiation effects', 'Electron Spin Resonance Spectroscopy', 'Gamma Rays', 'In Vitro Techniques', 'Leukemia/veterinary', 'Lymphocytes/analysis', 'Molecular Conformation/radiation effects', '*Radiation Effects']",1975/09/01 00:00,1975/09/01 00:01,['1975/09/01 00:00'],"['1975/09/01 00:00 [pubmed]', '1975/09/01 00:01 [medline]', '1975/09/01 00:00 [entrez]']",,ppublish,Biofizika. 1975 Sep-Oct;20(5):757-61.,A decrease of temperature transition in spin-labeled DNA isolated from leucose cells compared with normal cells is found. It is shown by kinetic formaldehyde method that it may be the result of many defects in the secondary structure of macromolecule in DNA1. The spin label method is shown to be used for the analysis of DNA macromolecule damaged with small irradiation doses. Various radiosensitivity of DNA isolated from the blood of normal and leucose cells is observed.,,"Strukturnye perekhody v DNK, vydelennoi iz normal'nykh i opukholevykh kletok",,,,,,,,
173348,NLM,MEDLINE,19760226,20190717,0004-3591 (Print) 0004-3591 (Linking),18,6 Suppl,1975 Nov-Dec,Disorders associated with hyperuricemia.,713-9,"['Smyth, C J']",['Smyth CJ'],['eng'],['Journal Article'],United States,Arthritis Rheum,Arthritis and rheumatism,0370605,"['268B43MJ25 (Uric Acid)', 'EC 1.8.1.7 (Glutathione Reductase)', 'EC 2.4.2.8 (Hypoxanthine Phosphoribosyltransferase)', 'EC 2.7.6.1 (Ribose-Phosphate Pyrophosphokinase)']",IM,"['Diabetes Insipidus/complications', 'Glutathione Reductase/metabolism', 'Glycogen Storage Disease Type I/complications', 'Gout/complications', 'Hematologic Diseases/complications', 'Humans', 'Hyperparathyroidism/complications', 'Hypoparathyroidism/complications', 'Hypothyroidism/complications', 'Hypoxanthine Phosphoribosyltransferase/deficiency', 'Kidney Failure, Chronic/complications', 'Leukemia/complications', 'Multiple Myeloma/complications', 'Obesity/complications', 'Osteitis Deformans/complications', 'Psoriasis/complications', 'Ribose-Phosphate Pyrophosphokinase/metabolism', 'Sarcoidosis/complications', 'Uric Acid/*blood']",1975/11/01 00:00,1975/11/01 00:01,['1975/11/01 00:00'],"['1975/11/01 00:00 [pubmed]', '1975/11/01 00:01 [medline]', '1975/11/01 00:00 [entrez]']",['10.1002/art.1780180712 [doi]'],ppublish,Arthritis Rheum. 1975 Nov-Dec;18(6 Suppl):713-9. doi: 10.1002/art.1780180712.,,,,,,,,,,,
173318,NLM,MEDLINE,19760209,20190612,0006-291X (Print) 0006-291X (Linking),67,2,1975 Nov 17,Nucleotide sequences in the RNA of mammalian leukemia and sarcoma viruses.,508-17,"['Pang, R H', 'Phillips, L A']","['Pang RH', 'Phillips LA']",['eng'],['Journal Article'],United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,"['0 (RNA, Viral)', 'EC 3.1.- (Ribonucleases)']",IM,"['Base Sequence', 'Chromatography, Affinity', 'Gammaretrovirus/*analysis', 'Genotype', 'Leukemia Virus, Murine/*analysis', 'Molecular Weight', 'RNA, Viral/*analysis/isolation & purification', 'Ribonucleases', 'Sarcoma Viruses, Murine/*analysis', 'Species Specificity']",1975/11/17 00:00,1975/11/17 00:01,['1975/11/17 00:00'],"['1975/11/17 00:00 [pubmed]', '1975/11/17 00:01 [medline]', '1975/11/17 00:00 [entrez]']","['0006-291X(75)90841-4 [pii]', '10.1016/0006-291x(75)90841-4 [doi]']",ppublish,Biochem Biophys Res Commun. 1975 Nov 17;67(2):508-17. doi: 10.1016/0006-291x(75)90841-4.,,,,,,,,,,,
173118,NLM,MEDLINE,19760220,20080213,0514-7166 (Print) 0514-7166 (Linking),22,9,1975 Nov,[Experimental transmission of lymphatic leucosis of sheep].,737-48,"['Paulsen, J', 'Rudolph, R', 'Schliesser, T']","['Paulsen J', 'Rudolph R', 'Schliesser T']",['ger'],"['English Abstract', 'Journal Article']",Germany,Zentralbl Veterinarmed B,Zentralblatt fur Veterinarmedizin. Reihe B. Journal of veterinary medicine. Series B,0331325,,IM,"['Animals', 'Goats', 'Leukemia, Lymphoid/transmission/*veterinary', 'Lymphocytes/microbiology', 'Retroviridae/isolation & purification', 'Sheep', 'Sheep Diseases/*transmission']",1975/11/01 00:00,1975/11/01 00:01,['1975/11/01 00:00'],"['1975/11/01 00:00 [pubmed]', '1975/11/01 00:01 [medline]', '1975/11/01 00:00 [entrez]']",,ppublish,Zentralbl Veterinarmed B. 1975 Nov;22(9):737-48.,,,Experimentelle Ubertragung der lymphatischen Leukose des Schafes,,,,,,,,
173117,NLM,MEDLINE,19760221,20080213,0514-7166 (Print) 0514-7166 (Linking),22,8,1975 Oct,[Experiments upon the cultivation of an agent of bovine leukosis in bovine leukocyte cultures. 3. Leukosis transmission to calves with cell-free culture medium].,673-86,"['Schmidt, F W', 'Garcia de Lima, E', 'Mitscherlich, E', 'von Milczewski, K E', 'Lembke, A']","['Schmidt FW', 'Garcia de Lima E', 'Mitscherlich E', 'von Milczewski KE', 'Lembke A']",['ger'],"['English Abstract', 'Journal Article']",Germany,Zentralbl Veterinarmed B,Zentralblatt fur Veterinarmedizin. Reihe B. Journal of veterinary medicine. Series B,0331325,"['0 (Antigens)', '0 (Culture Media)']",IM,"['Animals', 'Antigens/analysis', 'Cattle', 'Cell-Free System', '*Culture Media', 'Immunodiffusion', 'Leukemia/transmission/*veterinary', '*Leukemia Virus, Bovine', 'Microscopy, Electron', '*Retroviridae']",1975/10/01 00:00,1975/10/01 00:01,['1975/10/01 00:00'],"['1975/10/01 00:00 [pubmed]', '1975/10/01 00:01 [medline]', '1975/10/01 00:00 [entrez]']",,ppublish,Zentralbl Veterinarmed B. 1975 Oct;22(8):673-86.,,,Versuche zur Zuchtung eines Agens der Rinderleukose in Leukozytenkulturen vom Rind. 3. Leukoseubertragung durch zellfreies Kulturmedium auf Kalber,,,,,,,,
173115,NLM,MEDLINE,19760221,20080213,0514-7166 (Print) 0514-7166 (Linking),22,7,1975 Sep,"[Further studies on the occurrence of antibodies against C-type virus specific antigen in sera of cattle from leukosis infected, suspicious, and non-suspicious herds].",596-605,"['Paulsen, J', 'Bertelsmann, K F', 'Schliesser, T']","['Paulsen J', 'Bertelsmann KF', 'Schliesser T']",['ger'],"['English Abstract', 'Journal Article']",Germany,Zentralbl Veterinarmed B,Zentralblatt fur Veterinarmedizin. Reihe B. Journal of veterinary medicine. Series B,0331325,"['0 (Antibodies, Viral)']",IM,"['Animals', 'Antibodies, Viral/*analysis', 'Cattle', 'Cattle Diseases/*immunology', 'Female', 'Leukemia Virus, Bovine/*immunology', 'Lymphoma, Non-Hodgkin/immunology/*veterinary', 'Male', 'Retroviridae/*immunology']",1975/09/01 00:00,1975/09/01 00:01,['1975/09/01 00:00'],"['1975/09/01 00:00 [pubmed]', '1975/09/01 00:01 [medline]', '1975/09/01 00:00 [entrez]']",,ppublish,Zentralbl Veterinarmed B. 1975 Sep;22(7):596-605.,,,"Weitere Untersuchungen zum Vorkommen von Antikorpern gegen C-Typ-Virus spezifisches Antigen in Seren von Rindern aus leukoseverseuchten, -verdachtigen und -unverdachtigen Bestanden",,,,,,,,
173114,NLM,MEDLINE,19760220,20190911,0514-7166 (Print) 0514-7166 (Linking),22,6,1975 Aug,Thymus and bursa of Fabricius responses in chickens with non-tumoral forms of Rous sarcoma virus infections.,448-54,"['Giurgea, R', 'Toma, V', 'Simu, G']","['Giurgea R', 'Toma V', 'Simu G']",['eng'],['Journal Article'],Germany,Zentralbl Veterinarmed B,Zentralblatt fur Veterinarmedizin. Reihe B. Journal of veterinary medicine. Series B,0331325,,IM,"['Animals', 'Avian Leukosis/*immunology', 'Avian Sarcoma Viruses/*immunology', 'Bursa of Fabricius/*immunology', 'Chickens', 'Thymus Gland/*immunology']",1975/08/01 00:00,1975/08/01 00:01,['1975/08/01 00:00'],"['1975/08/01 00:00 [pubmed]', '1975/08/01 00:01 [medline]', '1975/08/01 00:00 [entrez]']",['10.1111/j.1439-0450.1975.tb00609.x [doi]'],ppublish,Zentralbl Veterinarmed B. 1975 Aug;22(6):448-54. doi: 10.1111/j.1439-0450.1975.tb00609.x.,,,,,,,,,,,
173086,NLM,MEDLINE,19760219,20031114,0507-3758 (Print) 0507-3758 (Linking),21,4,1975,[Isoenzymes in cancer].,80-7,"['Komov, V P']",['Komov VP'],['rus'],"['Journal Article', 'Review']",Russia (Federation),Vopr Onkol,Voprosy onkologii,0413775,"['0 (Isoenzymes)', '0 (Ribonucleotides)', 'EC 1.1.1.27 (L-Lactate Dehydrogenase)', 'EC 1.11.1.6 (Catalase)', 'EC 2.1.2.1 (Glycine Hydroxymethyltransferase)', 'EC 2.7.1.1 (Hexokinase)', 'EC 2.7.1.40 (Pyruvate Kinase)', 'EC 2.7.1.48 (Uridine Kinase)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)', 'EC 3.1.3.1 (Alkaline Phosphatase)', 'EC 3.1.3.2 (Acid Phosphatase)', 'EC 4.1.2.13 (Fructose-Bisphosphate Aldolase)']",IM,"['Acid Phosphatase/metabolism', 'Alkaline Phosphatase/metabolism', 'Animals', 'Brain Neoplasms/enzymology', 'Breast Neoplasms/enzymology', 'Carcinoma, Hepatocellular/enzymology', 'Catalase/metabolism', 'DNA Nucleotidyltransferases/metabolism', 'Fructose-Bisphosphate Aldolase/metabolism', 'Glycine Hydroxymethyltransferase/metabolism', 'Hexokinase/metabolism', 'Hodgkin Disease/enzymology', 'Intestinal Neoplasms/enzymology', 'Isoenzymes/*metabolism', 'L-Lactate Dehydrogenase/metabolism', 'Leukemia/enzymology', 'Liver/enzymology', 'Liver Neoplasms', 'Lung Neoplasms/enzymology', 'Neoplasms/*enzymology', 'Pyruvate Kinase/metabolism', 'Ribonucleotides/metabolism', 'Sarcoma, Experimental/enzymology', 'Stomach Neoplasms/enzymology', 'Uridine Kinase/metabolism']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",,ppublish,Vopr Onkol. 1975;21(4):80-7.,,,Izofermenty pri rake,72,,,,,,,
173040,NLM,MEDLINE,19760220,20161123,0040-7453 (Print) 0040-7453 (Linking),100,22,1975 Nov 15,[An unusual case of dilatation of the oesophagus in a cat (author's transl)].,1217-20,"['Janssen, R', 'Gajentaan, J E', 'Weijer, K']","['Janssen R', 'Gajentaan JE', 'Weijer K']",['dut'],"['Case Reports', 'Journal Article']",Netherlands,Tijdschr Diergeneeskd,Tijdschrift voor diergeneeskunde,0031550,"['0 (Antibodies, Viral)']",IM,"['Animals', 'Antibodies, Viral/isolation & purification', 'Cat Diseases/*diagnostic imaging', 'Cats', 'Dilatation, Pathologic/etiology/veterinary', 'Esophageal Diseases/etiology/*veterinary', 'Leukemia Virus, Feline/immunology', 'Lymphoma, Non-Hodgkin/complications/*veterinary', 'Radiography', 'Thymus Neoplasms/complications/*veterinary', 'Vomiting/etiology']",1975/11/15 00:00,1975/11/15 00:01,['1975/11/15 00:00'],"['1975/11/15 00:00 [pubmed]', '1975/11/15 00:01 [medline]', '1975/11/15 00:00 [entrez]']",,ppublish,Tijdschr Diergeneeskd. 1975 Nov 15;100(22):1217-20.,,,Een bijzonder geval van oesophagusdilatatie bij de kat,,,,,,,,
173019,NLM,MEDLINE,19760209,20190618,0036-8075 (Print) 0036-8075 (Linking),190,4216,1975 Nov 21,Immunosurveillance of naturally occurring feline leukemia.,790-2,"['Essex, M', 'Sliski, A', 'Cotter, S M', 'Jakowski, R R', 'Hardy, W D Jr']","['Essex M', 'Sliski A', 'Cotter SM', 'Jakowski RR', 'Hardy WD Jr']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Science,"Science (New York, N.Y.)",0404511,"['0 (Antibodies, Viral)', '0 (Antigens, Viral)']",IM,"['Animals', 'Antibodies, Viral/analysis', 'Antibody Formation', 'Antigens, Viral/analysis', 'Cat Diseases/*immunology', 'Cats/immunology', 'Leukemia/immunology/*veterinary', 'Leukemia Virus, Feline/immunology', 'Lymphoma/immunology/veterinary']",1975/11/21 00:00,2001/03/28 10:01,['1975/11/21 00:00'],"['1975/11/21 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1975/11/21 00:00 [entrez]']",['10.1126/science.173019 [doi]'],ppublish,Science. 1975 Nov 21;190(4216):790-2. doi: 10.1126/science.173019.,"When compared to their housemates that subsequently developed leukemia, cats that remained healthy had five-to tenfold higher (geometric mean) humoral antibody titers to the feline oncornavirus-associated cell membrane antigen. This is compatible with the application of the immunosurveillance hypothesis to the natural development of leukemia in an outbred mammalian species.",,,,,,,,,,
173017,NLM,MEDLINE,19760220,20190818,0300-9475 (Print) 0300-9475 (Linking),4,7,1975,Stimulation of normal lymphocytes with autologous lymphoid cell lines: properties of derived killer cells.,721-34,"['Svedmyr, E', 'Jondal, M', 'Leibold, W']","['Svedmyr E', 'Jondal M', 'Leibold W']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Scand J Immunol,Scandinavian journal of immunology,0323767,"['0 (Lectins)', '0 (Mitomycins)', '11028-71-0 (Concanavalin A)', '9007-36-7 (Complement System Proteins)']",IM,"['Animals', 'Antigen-Antibody Reactions', 'Burkitt Lymphoma/immunology', 'Cell Line', 'Cell Transformation, Neoplastic', 'Complement System Proteins', 'Concanavalin A/pharmacology', 'Cytotoxicity Tests, Immunologic', 'Herpesvirus 4, Human/immunology', 'Humans', 'Lectins/pharmacology', 'Leukemia/immunology', '*Lymphocyte Activation/drug effects', 'Lymphocyte Transfusion', 'Lymphocytes/*immunology', 'Lymphoma/immunology', 'Mitomycins/pharmacology', 'Stimulation, Chemical', 'T-Lymphocytes/immunology', 'Transplantation, Autologous']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",['10.1111/j.1365-3083.1975.tb02680.x [doi]'],ppublish,Scand J Immunol. 1975;4(7):721-34. doi: 10.1111/j.1365-3083.1975.tb02680.x.,"Lymphocytes from normal adults, with or without serological signs of previous Epstein-Barr virus (EBV) infection, could be stimulated to proliferate and produce killer cells by incubation with autologous EBV-genome-positive lymphoid cell lines (LCLs). The stimulated cells were most probably of T-cell origin, although at the peak of stimulation many of them lacked the sheep erythrocyte marker. Direct effector-target cell contact was necessary for lysis to occur. The cytotoxicity of autologously stimulated (AS) lymphocytes was not restricted to EBV-genome-positive LCLs, nor to cell lines of hematopoietic origin. It was equally broad if cells carrying complement receptor had been removed before stimulation. Fresh lymphocytes, blasts induced by phytohemagglutinin or concanavalin A, and Burkitt's lymphoma biopsy cells were resistant or considerably less sensitive. Mouse cells--even cell lines--were resistant. The sensitivity of target cells to lysis correlated positively with their capacity to block AS lymphocyte lysis of autologous LCLs in competition experiments. The cytotoxicity of AS lymphocytes was blocked by EBV-genome-positive and -negative cell lines, whereas the EBV-related cytotoxicity of T cells from acute cases of infectious mononucleosis was blocked by EBV-genome-positive LCL only.",,,,,,,,,,
172998,NLM,MEDLINE,19760219,20061115,0034-5164 (Print) 0034-5164 (Linking),12,3,1975 Nov,Serum and host liver activities of glycosidases and sialyltransferases in animals bearing transplantable tumors.,499-512,"['Bosmann, H B', 'Spataro, A C', 'Myers, M W']","['Bosmann HB', 'Spataro AC', 'Myers MW']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Res Commun Chem Pathol Pharmacol,Research communications in chemical pathology and pharmacology,0244734,"['EC 2.- (Transferases)', 'EC 2.4.99.- (Sialyltransferases)', 'EC 3.1.3.2 (Acid Phosphatase)', 'EC 3.2.1.- (Glycoside Hydrolases)']",IM,"['Acid Phosphatase/blood', 'Animals', 'Carcinoma, Hepatocellular/enzymology', 'Female', 'Glycoside Hydrolases/blood/*metabolism', 'Leukemia L1210/enzymology', 'Leukemia, Experimental/enzymology', 'Liver/*enzymology', 'Liver Neoplasms/enzymology', 'Lysosomes/enzymology', 'Male', 'Mice', 'Mice, Inbred DBA', 'Mice, Inbred Strains', 'Neoplasm Transplantation', 'Neoplasms, Experimental/*enzymology', 'Rats', 'Rats, Inbred ACI', 'Sialyltransferases/blood/*metabolism', 'Transferases/*metabolism', 'Transplantation, Homologous']",1975/11/01 00:00,1975/11/01 00:01,['1975/11/01 00:00'],"['1975/11/01 00:00 [pubmed]', '1975/11/01 00:01 [medline]', '1975/11/01 00:00 [entrez]']",,ppublish,Res Commun Chem Pathol Pharmacol. 1975 Nov;12(3):499-512.,"Rats bearing Reuber H-35 or Novikoff hepatomas and mice bearing L1210 or L5178Y murine leukemias exhibited elevated serum levels of fetuin : N-acetylneuraminic acid transferase (EC 2.4.99.1) activity. The serum transferase activity could be correlated with the growth rate of the tumor; in animals bearing the more rapidly growing Novikoff hepatoma, activity was higher than in animals bearing the Reuber H-35 hepatoma. Higher transferase levels were also found in L1210 leukemic mice than in mice with the slightly slower growing L5178Y leukemia. Serum from rats bearing Reuber H-35 hepatoma and mice bearing L1210 murine leukemia had elevated levels of alpha- and beta-glucosidase (EC 3.2.1.20 and EC 3.2.1.21), alpha- and beta-galactosidase (EC 3.2.1.22 and (3.2.1.23), beta mannosidase (EC 3.2.1.25), alpha- and beta-fucosidase (EC 3.2.1.- and EC 3.2.1.38), beta-N-acetylglucosaminidase (EC 3.2.1.30) and acid phosphatase (EC 3.1.3.2); alpha-mannosidase (EC 3.2.1.24), beta-N-acetylgalactosaminidase (EC 3.2.2.-) and beta-xylosidase (EC 3.2.1.37) were not elevated. In animals bearing Reuber H-35 hepatoma, host liver levels of glycosidases, beta-glucuronidase (EC 3.2.1.31) and acid phosphatase were elevated over both the control and the hepatoma values. The data are interpreted to mean that the tumors or various host tissues release large quantities of enzymes into the serum and that enzyme levels in host organs may also be affected by the tumor.",,,,,,,,,,
172913,NLM,MEDLINE,19760219,20190501,0027-8424 (Print) 0027-8424 (Linking),72,11,1975 Nov,Separation of sarcoma virus-specific and leukemia virus-specific genetic sequences of Moloney sarcoma virus.,4650-4,"['Scolnick, E M', 'Howk, R S', 'Anisowicz, A', 'Peebles, P T', 'Scher, C D', 'Parks, W P']","['Scolnick EM', 'Howk RS', 'Anisowicz A', 'Peebles PT', 'Scher CD', 'Parks WP']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (RNA, Viral)']",IM,"['Cell Line', '*Cell Transformation, Neoplastic/pathology', 'Gammaretrovirus/*analysis', 'Leukemia Virus, Murine/*analysis/pathogenicity', 'Moloney murine leukemia virus/analysis/pathogenicity', 'Nucleic Acid Hybridization', 'RNA, Viral/analysis', 'Sarcoma Viruses, Murine/*analysis/pathogenicity']",1975/11/01 00:00,1975/11/01 00:01,['1975/11/01 00:00'],"['1975/11/01 00:00 [pubmed]', '1975/11/01 00:01 [medline]', '1975/11/01 00:00 [entrez]']",['10.1073/pnas.72.11.4650 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1975 Nov;72(11):4650-4. doi: 10.1073/pnas.72.11.4650.,"We have studied the nucleic acid sequences in nonproducer cells transformed by Moloney sarcoma virus or Abelson leukemia virus (two types of replication-defective, RNA-containing, viruses isolated by passage of Moloney leukemia virus in BALB/c mice). DNA probes from the Moloney leukemia in virus detect RNA in both Abelson virus-transformed nonproducer cells and Moloney sarcoma virus-transformed nonproducer cells. A sarcoma-specific cDNA, prepared from the Moloney sarcoma virus, has extensive homology to RNA found in heterologous nonproducer cells transformed by Moloney sarcoma virus, has little homology to RNA in cells producing Moloney leukemia virus, and no detectable homology to RNA in nonproducer cells transformed by the Abelson virus. By analogy to earlier data on avian and mammalian sarcoma viruses, these results suggest that the Moloney sarcoma virus arose by recombination between a portion of the Moloney leukemia virus genome and additional sarcoma-specific information, and indicate that the expression of this information in not essential for Abelson virus-mediated fibroblast transformation.",PMC388781,,,,,,,,,
172912,NLM,MEDLINE,19760219,20190501,0027-8424 (Print) 0027-8424 (Linking),72,11,1975 Nov,Relationship in nucleic acid sequences between mouse mammary tumor virus variants.,4635-9,"['Michalides, R', 'Schlom, J']","['Michalides R', 'Schlom J']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (RNA, Viral)']",IM,"['Animals', 'Mammary Tumor Virus, Mouse/*analysis', 'Mice', 'Nucleic Acid Hybridization', 'RNA, Viral/*analysis', 'Species Specificity']",1975/11/01 00:00,1975/11/01 00:01,['1975/11/01 00:00'],"['1975/11/01 00:00 [pubmed]', '1975/11/01 00:01 [medline]', '1975/11/01 00:00 [entrez]']",['10.1073/pnas.72.11.4635 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1975 Nov;72(11):4635-9. doi: 10.1073/pnas.72.11.4635.,"Primary cultures of mouse mammary carcinomas were used as a source of both radioactively labeled and unlabeled 60-70S RNA of mouse mammary tumor virus (MMTV) obtained from various mouse strains. Competition molecular hybridization experiments revealed that, within the limits of the assay, the RNAs of the MMTVs synthesized in culture by the tumors of the mouse strains RIII, GR, A, and C3H, are identical. A comparison of the genomes of the milk-transmitted MMTV(C3H) and the vertically transmitted MMTV(C3Hf) revealed that these two viruses are approximately 75% similar. No nucleic acid sequence homology was observed between MMTV(C3H) 60-70S RNA and the RNAs of murine leukemia virus, Mason-Pfizer virus, or the BrdUrd-induced type-B quinea pig virus.",PMC388778,,,,,,,,,
172897,NLM,MEDLINE,19760301,20190501,0027-8424 (Print) 0027-8424 (Linking),72,10,1975 Oct,Growth and differentiation in culture of leukemic leukocytes from a patient with acute myelogenous leukemia and re-identification of type-C virus.,4137-41,"['Gallagher, R E', 'Salahuddin, S Z', 'Hall, W T', 'McCredie, K B', 'Gallo, R C']","['Gallagher RE', 'Salahuddin SZ', 'Hall WT', 'McCredie KB', 'Gallo RC']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,,IM,"['Cell Differentiation', 'Cell Division', 'Cells, Cultured', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*microbiology', 'Leukocytes/*analysis/cytology/ultrastructure', 'Microscopy, Electron', 'Middle Aged', 'Retroviridae/*isolation & purification']",1975/10/01 00:00,1975/10/01 00:01,['1975/10/01 00:00'],"['1975/10/01 00:00 [pubmed]', '1975/10/01 00:01 [medline]', '1975/10/01 00:00 [entrez]']",['10.1073/pnas.72.10.4137 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1975 Oct;72(10):4137-41. doi: 10.1073/pnas.72.10.4137.,"Conditioned medium from a culture of whole human embryo cells stimulated prolonged exponential growth in suspension culture of leukocytes from a patient with acute myelogenous leukemia. Ten to 20% of the cultured cells consistently differentiated into mature granulocytes including neutrophils, eosinophils, and basophils. The proportion of lymphocytes declined after culturing, and tests for Epstein-Barr virus antigens were negative. An abnormality of a G group chromosome was observed in some metaphases from the patient's fresh bone marrow and from the cultured leukocytes, indicating growth in vitro of leukemic cells. After 4-10 weeks in culture, a budding type-C virus was continuously released by the cultured leukocytes, predominantly by undifferentiated blast cells. This virus was originally identified in three different cultures of a peripheral blood specimen obtained at the time of diagnosis. Subsequently, this virus was identified by reverse transcriptase (RNA-dependent DNA polymerase) assays and by electron microscopy in cultured leukocytes from a bone marrow specimen obtained 14 months later from the same patient. Virus produced by cultures of both specimens was closely related, if not identical, to the woolly monkey type-C virus.",PMC433154,,,,,,,,,
