PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,TT,GR,PMC,SI,OID
3859930,NLM,MEDLINE,19850807,20180524,0093-7754 (Print) 0093-7754 (Linking),12,2 Suppl 3,1985 Jun,Sequential high-dose cytosine arabinoside and L-asparaginase in childhood leukemia in relapse.,155-9,,"['Ettinger, L J', 'Biener, R', 'Finklestein, J Z', 'Kamalakar, P', 'Jones, G R', 'Avramis, V I', 'Holcenberg, J S']","['Ettinger LJ', 'Biener R', 'Finklestein JZ', 'Kamalakar P', 'Jones GR', 'Avramis VI', 'Holcenberg JS']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Semin Oncol,Seminars in oncology,0420432,IM,"['Acute Disease', 'Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/adverse effects/*therapeutic use', 'Asparaginase/*administration & dosage/adverse effects', 'Bacterial Infections/etiology', 'Child', 'Child, Preschool', 'Cytarabine/*administration & dosage/adverse effects', 'Female', 'Humans', 'Infant', 'Leukemia/*drug therapy/pathology', 'Leukemia, Lymphoid/*drug therapy/pathology', 'Male', 'Neutropenia/chemically induced', 'Recurrence', 'Thrombocytopenia/chemically induced']",1985/06/01 00:00,1985/06/01 00:01,['1985/06/01 00:00'],"['1985/06/01 00:00 [pubmed]', '1985/06/01 00:01 [medline]', '1985/06/01 00:00 [entrez]']",['0093-7754(85)90049-1 [pii]'],ppublish,Semin Oncol. 1985 Jun;12(2 Suppl 3):155-9.,"['04079A1RDZ (Cytarabine)', 'EC 3.5.1.1 (Asparaginase)']",,,,,
3859929,NLM,MEDLINE,19850807,20180524,0093-7754 (Print) 0093-7754 (Linking),12,2 Suppl 3,1985 Jun,High-dose cytosine arabinoside in the treatment of resistant acute leukemia.,144-9,,"['Takaku, F', 'Urabe, A', 'Mizoguchi, H', 'Yamada, O', 'Wakabayashi, Y', 'Miura, Y', 'Sakamoto, S', 'Yoshida, M', 'Miwa, S', 'Asano, S']","['Takaku F', 'Urabe A', 'Mizoguchi H', 'Yamada O', 'Wakabayashi Y', 'Miura Y', 'Sakamoto S', 'Yoshida M', 'Miwa S', 'Asano S', 'et al.']",['eng'],"['Comparative Study', 'Journal Article']",United States,Semin Oncol,Seminars in oncology,0420432,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Child', 'Cytarabine/administration & dosage/adverse effects/*therapeutic use', 'Drug Resistance', 'Female', 'Humans', 'Leukemia/*drug therapy', 'Leukemia, Myeloid/drug therapy', 'Male', 'Middle Aged', 'Recurrence', 'Time Factors']",1985/06/01 00:00,1985/06/01 00:01,['1985/06/01 00:00'],"['1985/06/01 00:00 [pubmed]', '1985/06/01 00:01 [medline]', '1985/06/01 00:00 [entrez]']",['0093-7754(85)90047-8 [pii]'],ppublish,Semin Oncol. 1985 Jun;12(2 Suppl 3):144-9.,['04079A1RDZ (Cytarabine)'],,,,,
3859928,NLM,MEDLINE,19850807,20180524,0093-7754 (Print) 0093-7754 (Linking),12,2 Suppl 3,1985 Jun,Modulation of cytosine arabinoside (ara-C) and high-dose ara-C in acute leukemia.,139-43,,"['Zittoun, R', 'Marie, J P', 'Zittoun, J', 'Marquet, J', 'Haanen, C']","['Zittoun R', 'Marie JP', 'Zittoun J', 'Marquet J', 'Haanen C']",['eng'],['Journal Article'],United States,Semin Oncol,Seminars in oncology,0420432,IM,"['Aminoacridines/administration & dosage', 'Amsacrine', 'Antineoplastic Combined Chemotherapy Protocols/adverse effects/therapeutic use', 'Cytarabine/*administration & dosage/adverse effects/therapeutic use', 'Drug Resistance', 'Humans', 'Hydroxyurea/administration & dosage', 'Interphase', 'Leukemia, Lymphoid/*drug therapy/pathology', 'Leukemia, Myeloid/*drug therapy/pathology', 'Leukemia, Myeloid, Acute/*drug therapy/pathology', 'Thymidine/administration & dosage']",1985/06/01 00:00,1985/06/01 00:01,['1985/06/01 00:00'],"['1985/06/01 00:00 [pubmed]', '1985/06/01 00:01 [medline]', '1985/06/01 00:00 [entrez]']",['0093-7754(85)90046-6 [pii]'],ppublish,Semin Oncol. 1985 Jun;12(2 Suppl 3):139-43.,"['0 (Aminoacridines)', '00DPD30SOY (Amsacrine)', '04079A1RDZ (Cytarabine)', 'VC2W18DGKR (Thymidine)', 'X6Q56QN5QC (Hydroxyurea)']",,,,,
3859927,NLM,MEDLINE,19850807,20180524,0093-7754 (Print) 0093-7754 (Linking),12,2 Suppl 3,1985 Jun,High-dose cytosine arabinoside in the initial treatment of acute leukemia.,133-8,,"['Barnett, M J', 'Waxman, J H', 'Richards, M A', 'Ganesan, T S', 'Bragman, K S', 'Rohatiner, A Z', 'Lister, T A']","['Barnett MJ', 'Waxman JH', 'Richards MA', 'Ganesan TS', 'Bragman KS', 'Rohatiner AZ', 'Lister TA']",['eng'],['Journal Article'],United States,Semin Oncol,Seminars in oncology,0420432,IM,"['Adolescent', 'Adult', 'Bone Marrow/pathology', 'Cytarabine/*administration & dosage/adverse effects/therapeutic use', 'Female', 'Humans', 'Leukemia, Lymphoid/*drug therapy/mortality/pathology', 'Leukemia, Myeloid, Acute/*drug therapy/mortality/pathology', 'Male', 'Middle Aged', 'Recurrence']",1985/06/01 00:00,1985/06/01 00:01,['1985/06/01 00:00'],"['1985/06/01 00:00 [pubmed]', '1985/06/01 00:01 [medline]', '1985/06/01 00:00 [entrez]']",['0093-7754(85)90045-4 [pii]'],ppublish,Semin Oncol. 1985 Jun;12(2 Suppl 3):133-8.,['04079A1RDZ (Cytarabine)'],,,,,
3859926,NLM,MEDLINE,19850807,20180524,0093-7754 (Print) 0093-7754 (Linking),12,2 Suppl 3,1985 Jun,Intensive timed chemotherapy for 51 acute myeloid leukemia patients with poor prognosis.,130-2,,"['Fiere, D', 'Campos, L', 'Coiffier, B', 'Extra, J M', 'Ffrench, M', 'Guyotat, D', 'Ritouet, D', 'Huan, V V']","['Fiere D', 'Campos L', 'Coiffier B', 'Extra JM', 'Ffrench M', 'Guyotat D', 'Ritouet D', 'Huan VV']",['eng'],['Journal Article'],United States,Semin Oncol,Seminars in oncology,0420432,IM,"['Adult', 'Aged', 'Cytarabine/*administration & dosage/adverse effects/therapeutic use', 'Drug Resistance', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy/mortality/pathology', 'Male', 'Middle Aged', 'Prognosis', 'Recurrence', 'Time Factors']",1985/06/01 00:00,1985/06/01 00:01,['1985/06/01 00:00'],"['1985/06/01 00:00 [pubmed]', '1985/06/01 00:01 [medline]', '1985/06/01 00:00 [entrez]']",['0093-7754(85)90044-2 [pii]'],ppublish,Semin Oncol. 1985 Jun;12(2 Suppl 3):130-2.,['04079A1RDZ (Cytarabine)'],,,,,
3859925,NLM,MEDLINE,19850807,20131121,0093-7754 (Print) 0093-7754 (Linking),12,2 Suppl 3,1985 Jun,Pharmacokinetics and cellular determinants of response to 1-beta-arabinofuranosylcytosine (ara-C).,1-8,,"['Riva, C M', 'Rustum, Y M', 'Preisler, H D']","['Riva CM', 'Rustum YM', 'Preisler HD']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Semin Oncol,Seminars in oncology,0420432,IM,"['Animals', 'Arabinofuranosylcytosine Triphosphate/metabolism', 'Bone Marrow/metabolism', 'Cytarabine/administration & dosage/*metabolism/therapeutic use', 'Dose-Response Relationship, Drug', 'Drug Resistance', 'Humans', 'Leukemia/metabolism', 'Leukemia L1210/drug therapy/*metabolism', 'Leukemia, Lymphoid/metabolism', 'Leukemia, Myeloid, Acute/metabolism', 'Mice', 'Mice, Inbred DBA']",1985/06/01 00:00,1985/06/01 00:01,['1985/06/01 00:00'],"['1985/06/01 00:00 [pubmed]', '1985/06/01 00:01 [medline]', '1985/06/01 00:00 [entrez]']",,ppublish,Semin Oncol. 1985 Jun;12(2 Suppl 3):1-8.,"['04079A1RDZ (Cytarabine)', '13191-15-6 (Arabinofuranosylcytosine Triphosphate)']",,"['CA-18420/CA/NCI NIH HHS/United States', 'CA-21071/CA/NCI NIH HHS/United States', 'CA-24538/CA/NCI NIH HHS/United States']",,,
3859924,NLM,MEDLINE,19850805,20211203,0093-7754 (Print) 0093-7754 (Linking),12,2,1985 Jun,Epidemiology of acute lymphoblastic leukemia.,80-91,"Although the etiology of acute leukemia is largely unknown, some facets of the puzzle are becoming clarified. Recognition of important patterns in age-specific mortality rates has suggested that events early in life, perhaps even prenatally, may have an influence on developing leukemia in childhood. The racial differences evident in mortality, incidence, and immunologic subtype of ALL suggest either differences in exposures to certain ""factors"" or differences in responses to those ""factors"" by white children. Hereditary factors appear to play a role. Familial and hereditary conditions exist that have high incidences of acute leukemia. Chromosomal anomalies are common in these conditions. Viral infections may play a role by contributing to alteration in genetic material through incorporation of the viral genome. How that virus is dealt with after primary infection seems important. The presence of immunodeficiency may allow wider dissemination or enhanced replication of such viruses, thereby increasing the likelihood of cellular transformation to an abnormal cell. Proliferation of that malignant cell to a clone may depend on other cofactors. Perhaps prolonged exposure to substances like benzene or alkylating agents may enhance these interactions between virus and genetic material. Does this change DNA repair mechanisms? Are viral infections handled differently? Is viral genomic information more easily integrated into host cells? Ionizing radiation has multiple effects. Alteration in genetic material occurs both at the molecular and chromosomal levels. DNA may be altered, lost, or added in the cell's attempt to recover from the injury. These changes may lead to altered susceptibility to other environmental agents, and host response may be altered. The past 40 years have seen dramatic progress in the treatment of ALL. We have just begun to unravel the complex interactions of genetic makeup, immune response, and the environment on the development of ALL. Whether factors can be identified that may allow prevention of acute leukemia remains to be seen.","['Pendergrass, T W']",['Pendergrass TW'],['eng'],['Journal Article'],United States,Semin Oncol,Seminars in oncology,0420432,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Africa, Northern', 'Aged', 'Carcinogens', 'Child', 'Child, Preschool', 'Environmental Exposure', 'Female', 'Humans', 'Leukemia, Lymphoid/*epidemiology/genetics/mortality/pathology', 'Male', 'Middle Aged', 'Middle East', 'Neoplasms, Radiation-Induced', 'Parents', 'Racial Groups', 'Risk', 'Sex Factors', 'United States', 'Virus Physiological Phenomena']",1985/06/01 00:00,1985/06/01 00:01,['1985/06/01 00:00'],"['1985/06/01 00:00 [pubmed]', '1985/06/01 00:01 [medline]', '1985/06/01 00:00 [entrez]']",['0093-7754(85)90002-8 [pii]'],ppublish,Semin Oncol. 1985 Jun;12(2):80-91.,['0 (Carcinogens)'],,,,,
3859923,NLM,MEDLINE,19850805,20180524,0093-7754 (Print) 0093-7754 (Linking),12,2,1985 Jun,Comparative analysis of treatment programs for childhood acute lymphoblastic leukemia.,122-30,,"['Niemeyer, C M', 'Hitchcock-Bryan, S', 'Sallan, S E']","['Niemeyer CM', 'Hitchcock-Bryan S', 'Sallan SE']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Semin Oncol,Seminars in oncology,0420432,IM,"['Acute Disease', 'Antineoplastic Combined Chemotherapy Protocols', 'Central Nervous System', 'Child', 'Child, Preschool', 'Combined Modality Therapy', 'Humans', 'Leukemia/prevention & control', 'Leukemia, Lymphoid/drug therapy/radiotherapy/*therapy', 'Neoplasm Recurrence, Local/prevention & control', 'Nervous System Neoplasms/prevention & control', 'Time Factors']",1985/06/01 00:00,1985/06/01 00:01,['1985/06/01 00:00'],"['1985/06/01 00:00 [pubmed]', '1985/06/01 00:01 [medline]', '1985/06/01 00:00 [entrez]']",['0093-7754(85)90005-3 [pii]'],ppublish,Semin Oncol. 1985 Jun;12(2):122-30.,,,"['19589/PHS HHS/United States', 'CA 06516/CA/NCI NIH HHS/United States', 'CA 22179/CA/NCI NIH HHS/United States']",,,
3859919,NLM,MEDLINE,19850822,20190908,0036-553X (Print) 0036-553X (Linking),34,5,1985 May,Quantitative evaluation of monocyte differentiation by electron microscopy: impairment of differentiation ability in monocytes from children with acute lymphoblastic leukaemia.,406-11,"The differentiation of monocytes was evaluated quantitatively by electron microscopy and was analyzed in relation to the clinical features of childhood acute lymphoblastic leukaemia (ALL). The monocyte cellular size increased and cell organellae became mature after a 72-h culture. Phagolysosome formation developed markedly- and the nucleus became circular--accompanied by chromatin deconcentration. The differentiation degree of the cell organellae was indexed and classified as mature by electron microscopy. The indexes of nuclear shape, chromatin deconcentration, cytoplasmonuclear ratio and vacuole formation increased with time. The total index increased linearly with time dependence. These results indicate that the ultrastructural parameters and indexes allowed a quantitative assessment of cell organellae and cellular differentiation of the monocyte. At the acute phase of ALL, the degrees of cell organnellae and cellular differentiation were significantly lower than the control. The above findings suggest that monocytes from children with ALL have impaired differentiation ability, which results in defective function of macrophages.","['Tsukada, M', 'Hara, Y', 'Sugiyama, H', 'Yoda, S', 'Hara, T', 'Komiyama, A', 'Akabane, T']","['Tsukada M', 'Hara Y', 'Sugiyama H', 'Yoda S', 'Hara T', 'Komiyama A', 'Akabane T']",['eng'],"['Comparative Study', 'Journal Article']",Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,IM,"['Cell Differentiation', 'Cell Nucleus/ultrastructure', 'Cells, Cultured', 'Child', 'Chromatin/ultrastructure', 'Golgi Apparatus/ultrastructure', 'Humans', 'Kinetics', 'Leukemia, Lymphoid/*blood/pathology', 'Microscopy, Electron', 'Monocytes/*cytology/ultrastructure', 'Reference Values', 'Vacuoles/ultrastructure']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']",['10.1111/j.1600-0609.1985.tb00769.x [doi]'],ppublish,Scand J Haematol. 1985 May;34(5):406-11. doi: 10.1111/j.1600-0609.1985.tb00769.x.,['0 (Chromatin)'],,,,,
3859905,NLM,MEDLINE,19850819,20161123,0035-6344 (Print) 0035-6344 (Linking),55,2,1985 Mar-Apr,[Computerized tomography in the evaluation of neurologic complications of preventive therapy of acute lymphatic leukemia].,132-8,"The authors examined by means of computed tomography 12 patients with ALL treated with radiotherapy combined with cytostatic chemotherapy and presenting clinical signs of CNS damage. The CT scan findings are correlated with clinical signs, mainly distinguishing between symptoms of either diffuse or focal damage. An attempt is made in order to evaluate the possible role of Methotrexate and X-Ray therapy in the pathogenesis of the CNS lesions.","['Bozzao, L', 'Antonelli, M', 'Bianco, F', 'Colonnese, C', 'Fantozzi, L M', 'Floris, R', 'Guerrisi, V']","['Bozzao L', 'Antonelli M', 'Bianco F', 'Colonnese C', 'Fantozzi LM', 'Floris R', 'Guerrisi V']",['ita'],['Journal Article'],Italy,Riv Neurol,Rivista di neurologia,0413740,IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/*adverse effects', 'Brain Diseases/diagnostic imaging/*etiology', 'Calcinosis/etiology', 'Child', 'Child, Preschool', 'Humans', 'Hydrocephalus/etiology', 'Leukemia, Lymphoid/*therapy', 'Methotrexate/adverse effects', 'Neurocognitive Disorders/etiology', 'Radiotherapy/*adverse effects', 'Tomography, X-Ray Computed']",1985/03/01 00:00,1985/03/01 00:01,['1985/03/01 00:00'],"['1985/03/01 00:00 [pubmed]', '1985/03/01 00:01 [medline]', '1985/03/01 00:00 [entrez]']",,ppublish,Riv Neurol. 1985 Mar-Apr;55(2):132-8.,['YL5FZ2Y5U1 (Methotrexate)'],La tomografia computerizzata nella valutazione delle complicanze neurologiche della terapia profilattica della leucemia linfatica acuta.,,,,
3859898,NLM,MEDLINE,19850731,20061115,0014-2565 (Print) 0014-2565 (Linking),176,7,1985 Apr,[Hepatic aspergillosis as a complication of acute leukemia].,367-9,,"['Loutayf Ranea, J J', 'Lopez Ibanez, A', 'Solera Santos, J', 'Hurtado Santos, J', 'Laguna Cuevas, F', 'Alvarez Sala Walther, L', 'Villalobos Martinez, E', 'Cortez Casino, J M']","['Loutayf Ranea JJ', 'Lopez Ibanez A', 'Solera Santos J', 'Hurtado Santos J', 'Laguna Cuevas F', 'Alvarez Sala Walther L', 'Villalobos Martinez E', 'Cortez Casino JM']",['spa'],"['Case Reports', 'English Abstract', 'Journal Article']",Spain,Rev Clin Esp,Revista clinica espanola,8608576,IM,"['Aspergillosis/*etiology', 'Cholelithiasis/etiology', 'Female', 'Humans', 'Leukemia, Myeloid/*complications', 'Liver Diseases/*etiology', 'Middle Aged']",1985/04/01 00:00,1985/04/01 00:01,['1985/04/01 00:00'],"['1985/04/01 00:00 [pubmed]', '1985/04/01 00:01 [medline]', '1985/04/01 00:00 [entrez]']",,ppublish,Rev Clin Esp. 1985 Apr;176(7):367-9.,,Aspergilosis hepatica como complicacion de la leucemia aguda.,,,,
3859871,NLM,MEDLINE,19850814,20190501,0027-8424 (Print) 0027-8424 (Linking),82,13,1985 Jul,Cell-cycle-specific genes differentially expressed in human leukemias.,4463-7,"Three cDNA clones isolated from Syrian hamster cells (p4F1, p2F1, and p2A9) contain sequences that are preferentially expressed in the G1 phase of the cell cycle. The expression of these sequences was investigated in human peripheral blood cells from normal individuals and from patients with leukemia. The expression of p4F1 and p2F1 is clearly dependent on the cell cycle in peripheral blood mononuclear cells stimulated to proliferate with phytohemagglutinin; the p2A9 sequences cannot be clearly detected in human lymphocytes but are expressed in a cell-cycle-dependent manner in human diploid fibroblasts (WI-38). These genes also show different levels of expression in lymphoid and myeloid leukemias. The highest level of expression for p2A9 is found in patients with chronic myelogenous leukemia, and the lowest in patients with chronic lymphocytic leukemia. For p2F1 and p4F1, the highest levels of expression are found in chronic and acute myelogenous leukemia. At least two other cell-cycle genes are not expressed at detectable levels in human leukemias. These findings suggest that the activation of cell-division-cycle genes might contribute, like cellular oncogenes, to the phenotype of human malignancies and that, perhaps, new oncogenes could be found by identifying and isolating genes whose expression is dependent on the cell cycle.","['Calabretta, B', 'Kaczmarek, L', 'Mars, W', 'Ochoa, D', 'Gibson, C W', 'Hirschhorn, R R', 'Baserga, R']","['Calabretta B', 'Kaczmarek L', 'Mars W', 'Ochoa D', 'Gibson CW', 'Hirschhorn RR', 'Baserga R']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['*Cell Cycle', 'Fibroblasts/analysis', '*Gene Expression Regulation', 'Humans', 'Leukemia/*genetics', 'Lymphocyte Activation', 'Lymphocytes/analysis/cytology', '*Oncogenes', 'Phytohemagglutinins/pharmacology']",1985/07/01 00:00,1985/07/01 00:01,['1985/07/01 00:00'],"['1985/07/01 00:00 [pubmed]', '1985/07/01 00:01 [medline]', '1985/07/01 00:00 [entrez]']",['10.1073/pnas.82.13.4463 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1985 Jul;82(13):4463-7. doi: 10.1073/pnas.82.13.4463.,['0 (Phytohemagglutinins)'],,['CA 25898/CA/NCI NIH HHS/United States'],PMC391121,,
3859834,NLM,MEDLINE,19850819,20071115,0030-932X (Print) 0030-932X (Linking),24,3,1985,"[Active nonspecific immunotherapy with the fungus cell wall polysaccharide ""mannozym"" in acute lymphatic leukemia in childhood].",229-36,,"['Zastrow, J']",['Zastrow J'],['ger'],"['English Abstract', 'Journal Article']",Germany,Padiatr Grenzgeb,Padiatrie und Grenzgebiete,0401115,IM,"['Adjuvants, Immunologic/*therapeutic use', 'Adolescent', 'Child', 'Child, Preschool', 'Combined Modality Therapy', 'Humans', 'Infant', 'Leukemia, Lymphoid/*drug therapy', 'Mannans/*therapeutic use']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",,ppublish,Padiatr Grenzgeb. 1985;24(3):229-36.,"['0 (Adjuvants, Immunologic)', '0 (Mannans)', '68652-43-7 (mannozym)']","Aktive unspezifische Immuntherapie mit Hefezellwand-polysaccharid ""Mannozym"" bei akuter lymphatischer Leukamie im Kindesalter.",,,,
3859833,NLM,MEDLINE,19850820,20091021,0030-6002 (Print) 0030-6002 (Linking),126,24,1985 Jun 16,[Monoclonal antibodies in the diagnosis of acute leukemia].,"1459-60, 1463-6",,"['Matolcsy, A', 'Magyarlaki, T', 'Kelenyi, G']","['Matolcsy A', 'Magyarlaki T', 'Kelenyi G']",['hun'],"['English Abstract', 'Journal Article']",Hungary,Orv Hetil,Orvosi hetilap,0376412,IM,"['Adult', 'Aged', 'Antibodies, Monoclonal/*immunology', 'Child', 'Child, Preschool', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia/*classification/immunology', 'Leukemia, Lymphoid/diagnosis/*immunology', 'Leukemia, Myeloid/diagnosis/immunology', 'Leukemia, Myeloid, Acute/diagnosis/*immunology', 'Male', 'Middle Aged']",1985/06/16 00:00,1985/06/16 00:01,['1985/06/16 00:00'],"['1985/06/16 00:00 [pubmed]', '1985/06/16 00:01 [medline]', '1985/06/16 00:00 [entrez]']",,ppublish,"Orv Hetil. 1985 Jun 16;126(24):1459-60, 1463-6.","['0 (Antibodies, Monoclonal)']",Monoclonalis antitestek az acut leukaemiak diagnozisaban.,,,,
3859832,NLM,MEDLINE,19850820,20091021,0030-6002 (Print) 0030-6002 (Linking),126,19,1985 May 12,[The role of neutropenia in bacterial infections in children with malignant diseases under cytostatic therapy].,1153-8,,"['Koos, R', 'Schmidt, M']","['Koos R', 'Schmidt M']",['hun'],"['English Abstract', 'Journal Article']",Hungary,Orv Hetil,Orvosi hetilap,0376412,IM,"['Agranulocytosis/*etiology', 'Antineoplastic Agents/*therapeutic use', 'Bacterial Infections/blood/*etiology', 'Child', 'Humans', 'Leukemia, Lymphoid/blood/complications/drug therapy', 'Neoplasms/blood/complications/*drug therapy', 'Neutropenia/*etiology']",1985/05/12 00:00,1985/05/12 00:01,['1985/05/12 00:00'],"['1985/05/12 00:00 [pubmed]', '1985/05/12 00:01 [medline]', '1985/05/12 00:00 [entrez]']",,ppublish,Orv Hetil. 1985 May 12;126(19):1153-8.,['0 (Antineoplastic Agents)'],Malignus betegsegben szenvedo gyermekek cytotoxikus kezelese soran fellepo neutropenia szerepe a bakterialis fertozesekben.,,,,
3859809,NLM,MEDLINE,19850805,20211203,0030-4220 (Print) 0030-4220 (Linking),59,5,1985 May,Orofacial aspergillosis in acute leukemia.,499-504,"The clinicopathologic characteristics of orofacial aspergillosis in thirteen hospitalized patients who developed the infection while receiving chemotherapy for acute leukemia are described. Clinically, the primary sites of infection, in decreasing order of frequency, were the paranasal sinuses, nasal cavity, mouth, and facial skin; the corresponding order for the secondary sites was orbit, nasal cavity, facial skin, and mouth. Pathologically, the fungal lesions in the nasal, oral and sinusoidal cavities were black, ulcerated, and escharotic due as a direct result of tissue destruction by the organism and an indirect result of thrombotic vascular infarction. The orbital lesions were deep red, granulomatous, and productive of proptosis and ectropion. Seven of the thirteen patients had concomitant pulmonary aspergillosis. The orofacial infections were not responsive to antifungal therapy in the absence of remission of the leukemia and restoration of depressed host defenses. In two patients who did achieve remission, the aspergillosis was controlled by the intravenous administration of amphotericin B.","['Dreizen, S', 'Bodey, G P', 'McCredie, K B', 'Keating, M J']","['Dreizen S', 'Bodey GP', 'McCredie KB', 'Keating MJ']",['eng'],['Journal Article'],United States,Oral Surg Oral Med Oral Pathol,"Oral surgery, oral medicine, and oral pathology",0376406,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aspergillosis/*etiology', 'Dermatomycoses/etiology', '*Face', 'Female', 'Humans', 'Immunosuppression Therapy/adverse effects', 'Leukemia/*complications/therapy', 'Male', 'Middle Aged', 'Mouth Diseases/*etiology', 'Nose Diseases/etiology', 'Orbital Diseases/etiology', 'Paranasal Sinus Diseases/etiology', 'Prognosis', 'Stomatitis/etiology']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']",['10.1016/0030-4220(85)90091-x [doi]'],ppublish,Oral Surg Oral Med Oral Pathol. 1985 May;59(5):499-504. doi: 10.1016/0030-4220(85)90091-x.,,,,,,
3859751,NLM,MEDLINE,19850812,20190908,0301-486X (Print) 0301-486X (Linking),90,2,1985 May,Systemic pseudallescheriasis in a patient with acute myelocytic leukemia.,85-9,"Presented is a case of widely disseminated systemic pseudallescheriasis in a 41 year old male with acute myelocytic leukemia. The immediate cause of death appeared to be due to an extensive invasion of the lungs which showed massive intra-alveolar hemorrhages, congestion, mycotic thrombi, and multiple fungal lesions in all lobes. Pseudallescheria boydii was diagnosed histopathologically by virtue of its characteristic conidia present in miliary lesions throughout a wide range of host's tissues, including the brain and the thyroid. Three antemortem blood specimens cultured during the patient's final hospital stay were positive for the fungus. It was concluded the fungemia was responsible for the rapid and widespread dispersion of P. boydii in this debilitated patient who was granulocytopenic and immunosuppressed.","['Smith, A G', 'Crain, S M', 'Dejongh, C', 'Thomas, G M', 'Vigorito, R D']","['Smith AG', 'Crain SM', 'Dejongh C', 'Thomas GM', 'Vigorito RD']",['eng'],"['Case Reports', 'Journal Article']",Netherlands,Mycopathologia,Mycopathologia,7505689,IM,"['Adult', 'Ascomycota', 'Humans', 'Leukemia, Myeloid, Acute/*complications/microbiology', 'Lung/microbiology', 'Male', 'Mycoses/*complications', 'Skin/microbiology', 'Thyroid Gland/microbiology']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']",['10.1007/BF00436855 [doi]'],ppublish,Mycopathologia. 1985 May;90(2):85-9. doi: 10.1007/BF00436855.,,,,,,
3859746,NLM,MEDLINE,19850805,20071115,0026-556X (Print) 0026-556X (Linking),68,5,1985 May,Clinical manifestations of acute leukemia.,357-60,,"['Lobell, M']",['Lobell M'],['eng'],['Journal Article'],United States,Minn Med,Minnesota medicine,8000173,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Leukemia/*diagnosis', 'Leukemia, Lymphoid/diagnosis', 'Middle Aged']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']",,ppublish,Minn Med. 1985 May;68(5):357-60.,,,,,,
3859745,NLM,MEDLINE,19850815,20190903,0098-1532 (Print) 0098-1532 (Linking),13,4,1985,A morphometric classification of acute lymphoblastic leukemia in children.,214-20,"In order to reduce the subjective errors in subtyping leukemic lymphoblasts using the French-American-British (FAB) classification, computer-assisted morphometry was used. Bone marrow smears obtained at diagnosis from 99 children with acute lymphoblastic leukemia (ALL) were analysed by this method and compared with the subjective FAB classification. The results confirm that lymphoblast morphology, as a single variable, is a very significant predictor of survival in ALL. This computer-assisted morphometric analysis would be of great value in large-scale clinical trials in ALL.","['Seshadri, R', 'Jarvis, L R', 'Jamal, O', 'Skinner, J M']","['Seshadri R', 'Jarvis LR', 'Jamal O', 'Skinner JM']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,IM,"['Bone Marrow/*pathology', 'Child', 'Computers', 'Humans', 'Leukemia, Lymphoid/classification/*pathology', 'Lymphocytes/classification/*ultrastructure', 'Prognosis', 'Software']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1002/mpo.2950130411 [doi]'],ppublish,Med Pediatr Oncol. 1985;13(4):214-20. doi: 10.1002/mpo.2950130411.,,,,,,
