PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,AB,AD,GR,CIN,TT,RF,GS,CON,PMC,EIN,SI,RIN,MID,OID,OAB,OABL,OTO,OT,GN,IR,FIR,IRAD,CN
1571408,NLM,MEDLINE,19920604,20190918,0939-5555 (Print) 0939-5555 (Linking),64,3,1992 Mar,Autologous and allogeneic bone marrow transplantation in acute myeloid leukemia in first complete remission: an update of the Genoa experience with 159 patients.,128-31,"['Carella, A M', 'Frassoni, F', 'van Lint, M T', 'Gualandi, F', 'Occhini, D', 'Carlier, P', 'Pollicardo, N', 'Pungolino, E', 'Fagioli, F', 'Santini, G']","['Carella AM', 'Frassoni F', 'van Lint MT', 'Gualandi F', 'Occhini D', 'Carlier P', 'Pollicardo N', 'Pungolino E', 'Fagioli F', 'Santini G', 'et al.']",['eng'],['Journal Article'],Germany,Ann Hematol,Annals of hematology,9107334,['8N3DW7272P (Cyclophosphamide)'],IM,"['Adolescent', 'Adult', '*Bone Marrow Transplantation', 'Child', 'Child, Preschool', 'Cyclophosphamide/therapeutic use', 'Evaluation Studies as Topic', 'Female', 'Humans', 'Infant', 'Italy', 'Leukemia, Myeloid, Acute/mortality/*surgery/therapy', 'Male', 'Middle Aged', '*Remission Induction', 'Retrospective Studies', 'Survival Rate', 'Transplantation, Autologous', 'Transplantation, Homologous', 'Whole-Body Irradiation']",1992/03/01 00:00,1992/03/01 00:01,['1992/03/01 00:00'],"['1992/03/01 00:00 [pubmed]', '1992/03/01 00:01 [medline]', '1992/03/01 00:00 [entrez]']",ppublish,Ann Hematol. 1992 Mar;64(3):128-31. doi: 10.1007/BF01697399.,['10.1007/BF01697399 [doi]'],"In the attempt to evaluate the role of Autologous and Allogeneic Bone Marrow Transplantation, we have retrospectively analyzed 159 patients with Acute Myeloid Leukemia in first complete remission treated in our Unit, most of whom were referred from other Institutions. High-dose therapy was uniform and consisted of cyclophosphamide 60 mg/kg/d on two consecutive days and TBI in a single dose (10 Gy) for ABMT patients and in fractionated doses (3.3 Gy x 3 days) for BMT patients. Eight years actuarial survival was similar in two groups (52% for BMT and 49% for ABMT). The actuarial risk of relapse for BMT and ABMT was 29% and 43%, respectively. Considering that none of ABMT patients was ""purged"" with in vitro technique, this review seems to confirm the importance of ""in vivo"" purging with postremission intensification, immediately before the harvesting. Of course, more patients and a longer follow-up are needed to draw final conclusions.","['Bone Marrow Transplantation Unit, Ospedale S. Martino, Genoa, Italy.']",,,,,,,,,,,,,,,,,,,,,
1571291,NLM,MEDLINE,19920604,20190503,0007-1072 (Print) 0007-1072 (Linking),49,4,1992 Apr,Cancer risk among Danish and Italian farmers.,220-5,"['Ronco, G', 'Costa, G', 'Lynge, E']","['Ronco G', 'Costa G', 'Lynge E']",['eng'],"['Comparative Study', 'Journal Article']",England,Br J Ind Med,British journal of industrial medicine,0370637,,IM,"['Adolescent', 'Adult', 'Aged', ""Agricultural Workers' Diseases/*epidemiology"", 'Brain Neoplasms/epidemiology', 'Denmark/epidemiology', 'Esophageal Neoplasms/epidemiology', 'Female', 'Hodgkin Disease/epidemiology', 'Humans', 'Incidence', 'Italy/epidemiology', 'Leukemia/epidemiology', 'Life Style', 'Lymphoma, Non-Hodgkin/epidemiology', 'Male', 'Middle Aged', 'Multiple Myeloma/epidemiology', 'Neoplasms/*epidemiology/mortality', 'Odds Ratio', 'Risk Factors']",1992/04/01 00:00,1992/04/01 00:01,['1992/04/01 00:00'],"['1992/04/01 00:00 [pubmed]', '1992/04/01 00:01 [medline]', '1992/04/01 00:00 [entrez]']",ppublish,Br J Ind Med. 1992 Apr;49(4):220-5. doi: 10.1136/oem.49.4.220.,['10.1136/oem.49.4.220 [doi]'],"Cancer risk for farmers in Denmark and Italy was studied by linking occupational census data with incidence of cancer in Denmark and with cancer mortality in Italy. Farmers in the two countries had a consistent risk reduction for cancer of the lung, bladder, small intestine, colon, rectum, and prostate. No excess of stomach cancer was found among farmers in the two countries, which is in agreement with the most recent data from other surveys. The risk of oesophageal cancer was reduced among the Danish and increased among the Italian male farmers. This can probably be explained by differences in alcohol consumption between the Danish and Italian farmers compared with the general population. The risk of brain cancer was significantly reduced among Italian farmers. There was a significant risk reduction for Hodgkin's disease and no excess for non-Hodgkin's lymphoma in Denmark, whereas in Italy a statistically significant excess risk was found for the first and a slight excess risk for the second of these diseases. The per capita consumption of phenoxy-herbicides between 1950 and 1970 was lower in Italy than in Denmark but treatments were performed mainly by professional applicators in Denmark and by the farmers themselves in Italy. Risk of leukaemia among Italian female farmers was increased. In Denmark, this increase was limited to women who were themselves owners of a farm. Specific occupations in agriculture showing a high risk for cancers of the lymphopoietic system in Denmark mostly entailed contact with animals.","['Department of Oncology, Ospedale S Giovanni AS, Turin, Italy.']",,,,,,,PMC1012102,,,,,,,,,,,,,,
1571096,NLM,MEDLINE,19920601,20180215,1015-2008 (Print) 1015-2008 (Linking),60,2,1992,Human B-lymphocyte precursors do not express the N-myc gene.,87-92,"['Wetherall, N T', 'Vogler, L B']","['Wetherall NT', 'Vogler LB']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Switzerland,Pathobiology,"Pathobiology : journal of immunopathology, molecular and cellular biology",9007504,"['0 (DNA, Neoplasm)', '0 (Proto-Oncogene Proteins c-myc)', '0 (RNA, Neoplasm)', '9007-49-2 (DNA)']",IM,"['B-Lymphocytes/*metabolism', 'DNA/genetics', 'DNA, Neoplasm/genetics', '*Genes, myc', 'Humans', 'Leukemia/pathology', 'Lymphoma/pathology', 'Neoplasms/pathology', 'Proto-Oncogene Proteins c-myc/*biosynthesis/genetics', 'RNA, Neoplasm/genetics', 'Tumor Cells, Cultured/*metabolism']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",ppublish,Pathobiology. 1992;60(2):87-92. doi: 10.1159/000163704.,['10.1159/000163704 [doi]'],"N-myc expression has been reported in neuroblastoma, retinoblastoma and small cell lung carcinoma. Increased expression associated with gene amplification in neuroblastoma correlates with disease stage and prognosis. N-myc expression has been observed in diverse murine tissues during early stages of development with loss of expression in later stages. Abelson murine leukemia virus (A-MuLV)-transformed pre-B cells express N-myc, whereas mature B cells do not. To determine whether human B-lymphocyte precursors also have increased N-myc expression, we extracted DNA and RNA from representative cell lines, prepared Southern and Northern blots and examined them with the N-myc probe, pNB-1. RNA from the following B-cell developmental stages were examined. One null, 1 pre-pre-B, 3 pre-B (including pre-B-lymphoblastic leukemia, a poor prognostic category) and 5 mature B. Neuroblastoma cells and tissues served as positive controls; negative controls included human muscle, placenta, epithelial cell lines, monocytic, promyelocytic, and T-cell lines. N-myc expression was detected in neuroblastoma cells, but in none of the mature human B or B-lymphocyte precursor cells. Additional immunocytochemical studies performed for N-myc nuclear protein likewise failed to detect this gene product. We conclude that human pre-B cells, unlike murine B-cell precursors, do not express increased levels of N-myc RNA. Expression of this oncogene in human neoplastic B cells does not appear to correlate with developmental stage or prognostic group.","['Department of Pathology, Vanderbilt University Medical Center, Nashville, TN 37232-2561.']",,,,,"['L-myc', 'N-myc', 'c-myc']",,,,,,,,,,,,,,,,
1571020,NLM,MEDLINE,19920528,20200304,0304-8608 (Print) 0304-8608 (Linking),124,1-2,1992,Mechanism of entry of a xenotropic MMuLV-derived recombinant retrovirus into porcine cells using the expression of the reporter nlslacZ gene.,57-67,"['Gilbert, M A', 'Charreau, B', 'Vicart, P', 'Paulin, D', 'Nandi, P K']","['Gilbert MA', 'Charreau B', 'Vicart P', 'Paulin D', 'Nandi PK']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Austria,Arch Virol,Archives of virology,7506870,"['0 (Recombinant Proteins)', '01Q9PC255D (Ammonium Chloride)', '906O0YJ6ZP (Monensin)', 'BF4C9Z1J53 (Amantadine)', 'EC 3.2.1.23 (beta-Galactosidase)']",IM,"['Amantadine/pharmacology', 'Ammonium Chloride/pharmacology', 'Animals', 'Cells, Cultured', 'Hydrogen-Ion Concentration', 'Lac Operon/genetics', 'Leukemia, Experimental/*metabolism/pathology', 'Moloney murine leukemia virus/*growth & development/pathogenicity', 'Monensin/pharmacology', 'Recombinant Proteins/biosynthesis', 'Swine', 'Transduction, Genetic', 'Virus Replication/physiology', 'beta-Galactosidase/biosynthesis']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",ppublish,Arch Virol. 1992;124(1-2):57-67. doi: 10.1007/BF01314625.,['10.1007/BF01314625 [doi]'],"A xenotropic Moloney murine leukemia virus-derived recombinant retrovirus (MMuLVSVnlslacZ) has been utilized to study the mechanism of virus entry into endothelial and epithelial porcine cells. In the genome of this recombinant retrovirus, the nlslacZ reporter gene is under the transcriptional control of both LTR and SV40 early promoter. The entry of the retrovirus has been determined from the expression of this transduced reporter gene after its integration into the infected cells. This allows the detection of a very low level of viral infection and hence entry of the virus. Exposure of the virus-cell mixture to acidic pH (less than 6) during the early phase of interaction reduces the level of internalization. Cellular infection in presence of weak bases, ammonium chloride and amantadine and an ionophore monensin at concentrations sufficient to neutralize the endosomal pH does not modify the extent of viral entry into the cells. The results indicate that the entry of the recombinant retrovirus into porcine cells takes place by a pH-independent viral membrane-cell plasma membrane fusion mechanism.","['Institut National de la Recherche Agronomique, Unite de Pathologie Infectieuse et Immunologie, Nouzilly, France.']",,,,,,,,,,,,,,,,,,,,,
1571019,NLM,MEDLINE,19920528,20190815,0304-8608 (Print) 0304-8608 (Linking),124,1-2,1992,Search for human T-cell leukemia virus type I (HTLV-I) proviral sequences by polymerase chain reaction in the central nervous system tissue of HTLV-I-associated myelopathy.,31-43,"['Ohara, Y', 'Iwasaki, Y', 'Izumo, S', 'Kobayashi, I', 'Yoshioka, A']","['Ohara Y', 'Iwasaki Y', 'Izumo S', 'Kobayashi I', 'Yoshioka A']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Austria,Arch Virol,Archives of virology,7506870,"['0 (DNA, Viral)']",IM,"['Aged', 'Base Sequence', 'Central Nervous System/chemistry', 'DNA, Viral/*analysis', 'Female', 'Genes, env/genetics', 'Genes, pol/genetics', 'Human T-lymphotropic virus 1/*genetics', 'Humans', 'Male', 'Middle Aged', 'Molecular Sequence Data', 'Paraffin Embedding/methods', 'Paraparesis, Tropical Spastic/*microbiology', '*Polymerase Chain Reaction', 'Proviruses/*genetics', 'Tissue Fixation/methods']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",ppublish,Arch Virol. 1992;124(1-2):31-43. doi: 10.1007/BF01314623.,['10.1007/BF01314623 [doi]'],"Using the polymerase chain reaction (PCR), proviral DNA sequences of the pol and env regions of human T-cell leukemia virus type I (HTLV-I) were directly amplified in paraffin-embedded and frozen tissue sections of active inflammatory central nervous system (CNS) lesions in three autopsy cases of HTLV-I-associated myelopathy (HAM) with serological confirmation. In parallel, the enumeration of UCHL-1 (monoclonal antibody reactive to T-cells) positive cells in the tissue sections subjected to PCR were carried out. Although the control DNA sequence of parathyroid hormone-like peptide gene was definitely amplified, no signals for HTLV-I proviral sequences were detected in these specimens. The number of UCHL-1 positive cell nuclei was almost on the border line of our PCR sensitivity in formalin-fixed tissue, which was estimated to be 20-200 copies. Therefore, it is unlikely that the central nervous system tissue damage in HAM/TSP is a consequence of productive infection of HTLV-I in the CNS tissue.","['Department of Neurological Sciences, Tohoku University School of Medicine, Sendai, Japan.']",,,,,,,,,,,,,,,,,,,,,
1570739,NLM,MEDLINE,19920528,20190902,0001-6632 (Print) 0001-6632 (Linking),42,3,1992 Mar,Initial changes of rat leukemia induced by 1-ethyl-1-nitrosourea and 1-butyl-1-nitrosourea.,158-65,"['Takayama, S']",['Takayama S'],['eng'],['Journal Article'],Australia,Acta Pathol Jpn,Acta pathologica japonica,0372637,"['0 (Nitrosourea Compounds)', '869-01-2 (N-nitrosobutylurea)', 'P8M1T4190R (Ethylnitrosourea)']",IM,"['Animals', 'Bone Marrow/pathology', 'Ethylnitrosourea', 'Female', 'Leukemia, Experimental/chemically induced/*pathology', 'Male', 'Nitrosourea Compounds', 'Rats', 'Rats, Inbred Strains', 'Spleen/pathology']",1992/03/01 00:00,1992/03/01 00:01,['1992/03/01 00:00'],"['1992/03/01 00:00 [pubmed]', '1992/03/01 00:01 [medline]', '1992/03/01 00:00 [entrez]']",ppublish,Acta Pathol Jpn. 1992 Mar;42(3):158-65. doi: 10.1111/j.1440-1827.1992.tb01667.x.,['10.1111/j.1440-1827.1992.tb01667.x [doi]'],"The initial histological changes of leukemia were investigated in rats to which 1-ethyl-1-nitrosourea and 1-butyl-1-nitrosourea were orally administered. The appearance of orthochromatic erythroblasts in the peripheral blood was used as the index of the initial stage of leukemia. The rat leukemia progressed from solitary lesions to scattered and further diffuse lesions. These leukemias are thought to begin as one, or only a few nodular foci, mainly in the bone marrow and partly in the spleen.","['Department of Pathology, Saitama Cancer Center, Japan.']",,,,,,,,,,,,,,,,,,,,,
1570714,NLM,MEDLINE,19920528,20131121,0043-5325 (Print) 0043-5325 (Linking),104,4,1992,ABO-incompatible bone marrow transplantation: prevention of hemolysis by alkaline hydration with mannitol diuresis in conjunction with red cell reduced buffy coat bone marrow.,93-6,"['Slavc, I', 'Urban, C', 'Schwinger, W', 'Hauer, C', 'Vadon, M']","['Slavc I', 'Urban C', 'Schwinger W', 'Hauer C', 'Vadon M']",['eng'],['Journal Article'],Austria,Wien Klin Wochenschr,Wiener klinische Wochenschrift,21620870R,"['0 (ABO Blood-Group System)', '0 (Isoantigens)', '3OWL53L36A (Mannitol)']",IM,"['ABO Blood-Group System/*genetics', 'Adolescent', 'Adult', 'Blood Group Incompatibility/*genetics', 'Bone Marrow Transplantation/*methods', 'Diuresis/*drug effects', 'Erythrocyte Count', 'Female', 'Graft Rejection/*drug effects/genetics', 'Hemolysis/*genetics', 'Humans', 'Isoantigens/*genetics', 'Leukemia/blood/genetics/*therapy', 'Leukocyte Count', 'Male', 'Mannitol/*administration & dosage', 'Platelet Count']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",ppublish,Wien Klin Wochenschr. 1992;104(4):93-6.,,"Bone marrow transplantation (BMT) in the presence of major ABO incompatibility presents the risk of a potentially fatal hemolytic transfusion reaction at the time of marrow infusion. We describe the use of a forced alkaline hydration/mannitol diuresis regimen in combination with red blood cell (RBC) reduced bone marrow given as buffy coat in 5 patients undergoing allogeneic BMT from ABO incompatible donors. Three patients had ABO antibody titers of 1:32 and were not subjected to antibody removal procedures. Two patients with respective antibody titers of 1:512 and 1:128 underwent plasmapheresis to reduce the antibody titers to below 1:64. The forced diuresis/mannitol regimen was well tolerated. Although the RBC content was still high in the buffy coat preparation a significant hemolytic transfusion reaction was successfully prevented. No patient had back pain, hyperbilirubinemia or renal impairment despite clinical and laboratory evidence of hemoglobinuria. These data indicate that patients with antibody titers below 1:64 might be spared the risks and cost associated with plasmapheresis or complete RBC depletion of the bone marrow transplant.","['Department of Pediatrics, University of Graz.']",,,,,,,,,,,,,,,,,,,,,
1570682,NLM,MEDLINE,19920528,20190827,0165-2427 (Print) 0165-2427 (Linking),31,1-2,1992 Feb 15,Alteration in lymphocyte subpopulations in bovine leukosis virus-infected cattle.,35-47,"['Taylor, B C', 'Stott, J L', 'Thurmond, M A', 'Picanso, J P']","['Taylor BC', 'Stott JL', 'Thurmond MA', 'Picanso JP']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Vet Immunol Immunopathol,Veterinary immunology and immunopathology,8002006,"['0 (Antibodies, Monoclonal)', '0 (Antigens, CD)']",IM,"['Animals', 'Antibodies, Monoclonal', 'Antigens, CD/immunology', 'B-Lymphocyte Subsets/*immunology', 'Cattle', 'Enzootic Bovine Leukosis/*immunology', 'Flow Cytometry', 'Leukocyte Count', 'Lymphocytosis/immunology', 'T-Lymphocyte Subsets/*immunology']",1992/02/15 00:00,1992/02/15 00:01,['1992/02/15 00:00'],"['1992/02/15 00:00 [pubmed]', '1992/02/15 00:01 [medline]', '1992/02/15 00:00 [entrez]']",ppublish,Vet Immunol Immunopathol. 1992 Feb 15;31(1-2):35-47. doi: 10.1016/0165-2427(92)90085-5.,"['0165-2427(92)90085-5 [pii]', '10.1016/0165-2427(92)90085-5 [doi]']","Alterations in peripheral blood lymphocyte subpopulations were examined in bovine leukosis virus (BLV)-infected cattle using antibodies specific for differentiation antigens in conjunction with analytical flow cytometry. Animals considered to be aleukemic and lymphocytotic were included in the study. Significantly fewer numbers of circulating B-lymphocytes (surface Ig-positive) and T-helper lymphocytes (BoCD4-positive) were identified in BLV-infected aleukemic cattle compared to non-infected controls while no significant differences were established for T-cytotoxic/suppressor lymphocytes (BoCD8-positive). In contrast, BLV-infected animals with persistent lymphocytosis had elevated numbers of circulating B-lymphocytes with no significant perturbation in circulating T-lymphocyte subsets identified when compared as a group with the negative control cattle. Application of regression analysis to data from individual lymphocytotic cattle demonstrated a significant correlation between absolute numbers of B- and T-lymphocytes. Increased numbers of B-lymphocytes were correlated with increased numbers of T-helper and T-cytotoxic/suppressor lymphocytes.","['Department of Microbiology and Immunology, School of Veterinary Medicine, University of California, Davis 95616.']",['89-18/PHS HHS/United States'],,,,,,,,,,,,,,,,,,,,
1570577,NLM,MEDLINE,19920527,20140912,0256-9574 (Print),81,6,1992 Mar 21,Prognostic factors in chronic myeloid leukaemia--importance of staging or disease biology.,299-303,"['Ariad, S', 'Seymour, L K', 'Macphail, A P', 'Weaving, E A', 'Bezwoda, W R']","['Ariad S', 'Seymour LK', 'Macphail AP', 'Weaving EA', 'Bezwoda WR']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",South Africa,S Afr Med J,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,0404520,,IM,"['Female', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*diagnosis/mortality/pathology', 'Male', 'Middle Aged', 'Neoplasm Staging', 'Philadelphia Chromosome', 'Prognosis']",1992/03/21 00:00,1992/03/21 00:01,['1992/03/21 00:00'],"['1992/03/21 00:00 [pubmed]', '1992/03/21 00:01 [medline]', '1992/03/21 00:00 [entrez]']",ppublish,S Afr Med J. 1992 Mar 21;81(6):299-303.,,"The presenting clinical, haematological and cytogenetic features of 215 patients with a haematological diagnosis of chronic myeloid leukaemia (CML) were analysed with a view to defining prognostic factors. Of the 215 patients, 166 (77%) were found to be Philadelphia chromosome (Ph')-positive. The frequency of Ph' and complex Ph' abnormalities was similar for black and white patients. Black patients, however, had a significantly higher frequency of additional clonal chromosome abnormalities at presentation compared with whites (15/87 v. 1/79). Blacks also tended to present with more advanced disease, lower haemoglobin values, higher white cell counts, larger spleens and a higher frequency of lymphadenopathy and leukostasis. Median duration of survival from diagnosis of Ph'-positive patients was 44 months for whites and 30 months for blacks. The poorer survival of the black patients was in part accounted for by the poor survival of patients with additional clonal chromosomal abnormalities over and above Ph'. Black patients with only simple Ph' or complex Ph' had a similar survival to whites. In a multivariate analysis, the significant factors determining survival were: (i) the presence of additional clonal chromosomal abnormalities; and (ii) peripheral blast count over 5%, platelet count outside the normal range and haemoglobin value less than 10 g/dl. These factors defined subgroups of patients with median survival ranging from 12 months to 62 months. The inclusion of patients with variable prognoses needs to be taken into account when evaluating the results of new treatment modalities for CML.","['Department of Medicine, Johannesburg Hospital.']",,,,,,,,,,,,,,,,,,,,,
1570317,NLM,MEDLINE,19920528,20190501,0027-8424 (Print) 0027-8424 (Linking),89,9,1992 May 1,Activation of EVI1 gene expression in human acute myelogenous leukemias by translocations spanning 300-400 kilobases on chromosome band 3q26.,3937-41,"['Morishita, K', 'Parganas, E', 'William, C L', 'Whittaker, M H', 'Drabkin, H', 'Oval, J', 'Taetle, R', 'Valentine, M B', 'Ihle, J N']","['Morishita K', 'Parganas E', 'William CL', 'Whittaker MH', 'Drabkin H', 'Oval J', 'Taetle R', 'Valentine MB', 'Ihle JN']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (DNA, Neoplasm)', '0 (DNA-Binding Proteins)', '0 (MDS1 and EVI1 Complex Locus Protein)', '0 (MECOM protein, human)', '0 (Oligodeoxyribonucleotides)', '0 (RNA, Messenger)', '0 (Transcription Factors)']",IM,"['Base Sequence', 'Chromosome Aberrations/genetics', 'Chromosome Disorders', '*Chromosomes, Human, Pair 3', 'DNA, Neoplasm/genetics', 'DNA-Binding Proteins/*genetics', 'Gene Expression', 'Gene Rearrangement', 'Humans', 'Leukemia, Myeloid, Acute/*genetics', 'MDS1 and EVI1 Complex Locus Protein', 'Molecular Sequence Data', 'Oligodeoxyribonucleotides/chemistry', '*Proto-Oncogenes', 'RNA, Messenger/genetics', 'Restriction Mapping', '*Transcription Factors', 'Translocation, Genetic', 'Zinc Fingers']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1992 May 1;89(9):3937-41. doi: 10.1073/pnas.89.9.3937.,['10.1073/pnas.89.9.3937 [doi]'],"Retroviral activation of Evi-1 gene expression is one of the most common transforming events in murine myeloid leukemias. To evaluate the role of the EVI1 gene in human acute myelogenous leukemia (AML), leukemic blasts or cell lines from 116 patients were examined. In eight patients the EVI1 gene was expressed and all but one had cytogenetically detectable translocations of chromosome 3q26 where the EVI1 gene has been localized. To identify breakpoints, a restriction map that spans 1700 kilobases (kb) of the EVI1 locus was developed by pulsed-field gel electrophoresis. In one case, t(3;3)(q21;q26), a rearrangement was localized to 170-330 kb 5' of the gene. In a second case, t(3;3)(q21;q26), there was a rearrangement 13 kb 5' of the gene. This rearrangement was cloned and shown to be due to the fusion of sequences from 3q21-22 with the EVI1 locus. In the third case, ins(3)-(q21q25q27), there was a rearrangement that mapped 150 kb downstream from the 5' end of the gene.","[""Department of Biochemistry, St. Jude Children's Research Hospital, Memphis, TN 38105.""]","['P30 21765/PHS HHS/United States', 'P30 CA21765/CA/NCI NIH HHS/United States', 'R01 CA51020/CA/NCI NIH HHS/United States']",,,,['EVI1'],,PMC525606,,,,,,,,,,,,,,
1570288,NLM,MEDLINE,19920528,20190501,0027-8424 (Print) 0027-8424 (Linking),89,9,1992 May 1,Synergistic action of the benzene metabolite hydroquinone on myelopoietic stimulating activity of granulocyte/macrophage colony-stimulating factor in vitro.,3691-5,"['Irons, R D', 'Stillman, W S', 'Colagiovanni, D B', 'Henry, V A']","['Irons RD', 'Stillman WS', 'Colagiovanni DB', 'Henry VA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Catechols)', '0 (Hydroquinones)', '0 (Recombinant Proteins)', '83869-56-1 (Granulocyte-Macrophage Colony-Stimulating Factor)', 'LF3AJ089DQ (catechol)', 'XV74C1N1AE (hydroquinone)']",IM,"['Animals', 'Catechols/pharmacology', 'Dose-Response Relationship, Drug', 'Drug Synergism', 'Granulocyte-Macrophage Colony-Stimulating Factor/*administration & dosage', 'Hematopoiesis/*drug effects', 'Hematopoietic Stem Cells/cytology/*drug effects', 'Hydroquinones/*administration & dosage', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Recombinant Proteins']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1992 May 1;89(9):3691-5. doi: 10.1073/pnas.89.9.3691.,['10.1073/pnas.89.9.3691 [doi]'],"The effects of in vitro pretreatment with benzene metabolites on colony-forming response of murine bone marrow cells stimulated with recombinant granulocyte/macrophage colony-stimulating factor (rGM-CSF) were examined. Pretreatment with hydroquinone (HQ) at concentrations ranging from picomolar to micromolar for 30 min resulted in a 1.5- to 4.6-fold enhancement in colonies formed in response to rGM-CSF that was due to an increase in granulocyte/macrophage colonies. The synergism equaled or exceeded that reported for the effects of interleukin 1, interleukin 3, or interleukin 6 with GM-CSF. Optimal enhancement was obtained with 1 microM HQ and was largely independent of the concentration of rGM-CSF. Pretreatment with other authentic benzene metabolites, phenol and catechol, and the putative metabolite trans, trans-muconaldehyde did not enhance growth factor response. Coadministration of phenol and HQ did not enhance the maximal rGM-CSF response obtained with HQ alone but shifted the optimal concentration to 100 pM. Synergism between HQ and rGM-CSF was observed with nonadherent bone marrow cells and lineage-depleted bone marrow cells, suggesting an intrinsic effect on recruitment of myeloid progenitor cells not normally responsive to rGM-CSF. Alterations in differentiation in a myeloid progenitor cell population may be of relevance in the pathogenesis of acute myelogenous leukemia secondary to drug or chemical exposure.","['Molecular Toxicology and Environmental Health Sciences, School of Pharmacy, University of Colorado Health Sciences Center, Denver 80262.']",,,,,,,PMC525556,,,,,,,,['NASA'],"['NASA Discipline Environmental Health', 'Non-NASA Center']",,['Clarkson TW'],"['Clarkson, T W']","['U Rochester, NY']",
