PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,OID,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,AID,PMC,AB,AD,DEP,GR,RF,CIN,CON,CI,EIN,CN,SI,CRI
14758881,NLM,MEDLINE,20040218,20131121,0019-509X (Print) 0019-509X (Linking),38,1,2001 Mar,Fusarium solani fungemia in a patient with acute lymphoblastic leukemia.,19-21,"['Sridhar, H', 'Subramanyam, J R', 'Appaji, L', 'Shafiulla, M', 'Vijaykumar, B R']","['Sridhar H', 'Subramanyam JR', 'Appaji L', 'Shafiulla M', 'Vijaykumar BR']",['eng'],"['Case Reports', 'Journal Article', 'Review']",,India,Indian J Cancer,Indian journal of cancer,0112040,"['0 (Antifungal Agents)', '8VZV102JFY (Fluconazole)']",IM,"['Antifungal Agents/therapeutic use', 'Antineoplastic Combined Chemotherapy Protocols/*adverse effects', 'Child', 'Fluconazole/therapeutic use', 'Fungemia/*chemically induced/drug therapy', '*Fusarium', 'Humans', 'Immunocompromised Host', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications/*drug therapy']",,,,2004/02/05 05:00,2004/02/19 05:00,['2004/02/05 05:00'],"['2004/02/05 05:00 [pubmed]', '2004/02/19 05:00 [medline]', '2004/02/05 05:00 [entrez]']",ppublish,Indian J Cancer. 2001 Mar;38(1):19-21.,,,A patient with ALL on anticancer chemotherapy developed fever which was later attributed to be due to Fusarium fungemia. The details of the case & a review of literature follows.,"['Department of Microbiology, Kidwai Memorial Institute of Oncology, Hosur Road, Bangalore 560 029, Karnataka, India.']",,,9,,,,,,,
14758732,NLM,MEDLINE,20040819,20121115,0258-851X (Print) 0258-851X (Linking),17,6,2003 Nov-Dec,"Effects of 6-gingerol, an antioxidant from ginger, on inducing apoptosis in human leukemic HL-60 cells.",641-5,"['Wang, Ching-Chiung', 'Chen, Lih-Geeng', 'Lee, Lain-Tze', 'Yang, Ling-Ling']","['Wang CC', 'Chen LG', 'Lee LT', 'Yang LL']",['eng'],['Journal Article'],,Greece,In Vivo,"In vivo (Athens, Greece)",8806809,"['0 (Antioxidants)', '0 (Catechols)', '0 (Cytotoxins)', '0 (Fatty Alcohols)', '0 (Reactive Oxygen Species)', '925QK2Z900 (gingerol)']",IM,"['Antioxidants/*toxicity', 'Apoptosis/*drug effects', 'Catechols', 'Cytotoxins/toxicity', 'Dose-Response Relationship, Drug', 'Fatty Alcohols/*toxicity', 'Flow Cytometry', '*Ginger', 'HL-60 Cells', 'Humans', 'Reactive Oxygen Species/metabolism']",,,,2004/02/05 05:00,2004/08/20 05:00,['2004/02/05 05:00'],"['2004/02/05 05:00 [pubmed]', '2004/08/20 05:00 [medline]', '2004/02/05 05:00 [entrez]']",ppublish,In Vivo. 2003 Nov-Dec;17(6):641-5.,,,"6-Gingerol, a naturally occurring plant phenol, is one of the major components of fresh ginger. In this paper, the antioxidative effects of 6-gingerol were detected by DPPH and DCFH assays and, as predicted, 6-gingerol as an antioxidant was shown to protect HL-60 cells from oxidative stress. Moreover, it induced cell death in promyelocytic leukemia HL-60 cells, caused DNA fragmentation and inhibited Bcl-2 expression in HL-60 cells. These results suggested that the inhibition of Bcl-2 expression in HL-60 cells might account for the mechanism of 6-gingerol-induced apoptosis. In the inhibitory assay, the cytotoxic effect of 6-gingerol could be prevented by catalase. We suggest that 6-gingerol induced cell death by mediating reactive oxygen species such as hydrogen peroxide and the superoxide anion. Therefore, the results showed that 6-gingerol induced apoptosis in HL-60 cells, not due to its antioxidative activity.","['Graduate Institute of Pharmacognosy Science, Taipei Medical University, 250 Wu-Hsing Street, Taipei 110, Taiwan, R.O.C.']",,,,,,,,,,
14758725,NLM,MEDLINE,20040819,20131121,0258-851X (Print) 0258-851X (Linking),17,6,2003 Nov-Dec,Effect of endodontic agents on cytotoxicity induction by sodium fluoride.,583-91,"['Tokunaga, Takashi', 'Morshed, Sufi Reza Md', 'Otsuki, Sumiko', 'Takayama, Fumitoshi', 'Hashimoto, Ken', 'Kashimata, Masanori', 'Nakamura, Yuko', 'Nishikawa, Hirofumi', 'Yasui, Toshikazu', 'Yokote, Yoshiko', 'Akahane, Kiso', 'Sakagami, Hiroshi']","['Tokunaga T', 'Morshed SR', 'Otsuki S', 'Takayama F', 'Hashimoto K', 'Kashimata M', 'Nakamura Y', 'Nishikawa H', 'Yasui T', 'Yokote Y', 'Akahane K', 'Sakagami H']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Greece,In Vivo,"In vivo (Athens, Greece)",8806809,"['0 (Dental Cements)', '0 (Drug Combinations)', '0 (Root Canal Filling Materials)', '0 (Vinyl Compounds)', '0 (calcium sulfate, zinc oxide, vinyl acetate, zinc phosphate root canal filling)', '8ZYQ1474W7 (Sodium Fluoride)', 'AE28F7PNPL (Methionine)', 'EC 3.4.22.- (CASP3 protein, human)', 'EC 3.4.22.- (CASP8 protein, human)', 'EC 3.4.22.- (CASP9 protein, human)', 'EC 3.4.22.- (Caspase 3)', 'EC 3.4.22.- (Caspase 8)', 'EC 3.4.22.- (Caspase 9)', 'EC 3.4.22.- (Caspases)', 'IY9XDZ35W2 (Glucose)', 'SOI2LOH54Z (Zinc Oxide)', 'WAT0DDB505 (Calcium Sulfate)']",IM,"['Apoptosis/*drug effects', 'Calcium Sulfate/pharmacology', '*Carcinoma, Squamous Cell', 'Caspase 3', 'Caspase 8', 'Caspase 9', 'Caspases/metabolism', 'Dental Cements', 'Drug Combinations', 'Glucose/metabolism', 'HL-60 Cells', 'Humans', '*Leukemia, Promyelocytic, Acute', 'Methionine/metabolism', '*Mouth Neoplasms', 'Oral Hygiene', 'Oxidation-Reduction', 'Root Canal Filling Materials', 'Sodium Fluoride/*pharmacology', 'Vinyl Compounds/pharmacology', 'Zinc Oxide/pharmacology']",,,,2004/02/05 05:00,2004/08/20 05:00,['2004/02/05 05:00'],"['2004/02/05 05:00 [pubmed]', '2004/08/20 05:00 [medline]', '2004/02/05 05:00 [entrez]']",ppublish,In Vivo. 2003 Nov-Dec;17(6):583-91.,,,"We investigated six endodontic agents for their ability to induce apoptosis and modify the cytotoxic activity of NaF against human squamous cell carcinoma (HSC-2) and human promyelocytic leukemia (HL-60) cell lines. Four Group I agents (Form Cresol, Cam Phenic, Eucaly Soft, GC Fuji Varnish), but not two Group II agents (Caviton, Canals-N), induced internucleosomal DNA fragmentation and activated caspases 3, 8 and 9 in HL-60 cells. Only Cam Phenic among these agents additively enhanced the cytotoxic activity of NaF in HSC-2 and HL-60 cells. Form Cresol and Cam Phenic reduced the glucose consumption at early stage, possibly due to their toxic effect. Amino acid analysis suggests that the higher cytotoxicity of Form Cresol may be derived, at least in part, from its oxidizing action.","['Department of Dental Pharmacology, Meikai University School of Dentistry, Sakado, Saitama, 350-0283, Japan.']",,,,,,,,,,
14758289,NLM,MEDLINE,20040226,20150624,0032-1052 (Print) 0032-1052 (Linking),113,2,2004 Feb,Erythema annulare centrifugum: an unusual presentation for acute leukemia.,798-9,"['Gundeslioglu, A Ozlem', 'Ertas, Nilgun Markal', 'Celebioglu, Selim', 'Hucumenoglu, Sema']","['Gundeslioglu AO', 'Ertas NM', 'Celebioglu S', 'Hucumenoglu S']",['eng'],"['Case Reports', 'Letter']",,United States,Plast Reconstr Surg,Plastic and reconstructive surgery,1306050,,IM,"['Adult', 'Diagnosis, Differential', 'Erythema/complications/diagnosis/*pathology', 'Humans', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/complications/*diagnosis']",,,,2004/02/06 05:00,2004/02/27 05:00,['2004/02/06 05:00'],"['2004/02/06 05:00 [pubmed]', '2004/02/27 05:00 [medline]', '2004/02/06 05:00 [entrez]']",ppublish,Plast Reconstr Surg. 2004 Feb;113(2):798-9. doi: 10.1097/01.PRS.0000104551.91023.DE.,['10.1097/01.PRS.0000104551.91023.DE [doi]'],,,,,,,,,,,,,
14758254,NLM,MEDLINE,20040226,20150624,0032-1052 (Print) 0032-1052 (Linking),113,2,2004 Feb,A case of adult T-cell leukemia/lymphoma.,757-8,"['Takagi, Satoshi', 'Shirakawa, Yuji']","['Takagi S', 'Shirakawa Y']",['eng'],"['Case Reports', 'Letter']",,United States,Plast Reconstr Surg,Plastic and reconstructive surgery,1306050,,IM,"['Aged', '*Eyelid Neoplasms/diagnosis/therapy', 'Humans', '*Leukemia-Lymphoma, Adult T-Cell/diagnosis/therapy', 'Male']",,,,2004/02/06 05:00,2004/02/27 05:00,['2004/02/06 05:00'],"['2004/02/06 05:00 [pubmed]', '2004/02/27 05:00 [medline]', '2004/02/06 05:00 [entrez]']",ppublish,Plast Reconstr Surg. 2004 Feb;113(2):757-8. doi: 10.1097/01.PRS.0000104501.82920.64.,"['10.1097/01.PRS.0000104501.82920.64 [doi]', '00006534-200402000-00060 [pii]']",,,,,,,,,,,,,
14758137,NLM,MEDLINE,20040225,20190906,1537-453X (Electronic) 0277-3732 (Linking),27,1,2004 Feb,Second malignancies after chemotherapy and radiotherapy for Hodgkin disease.,73-80,"['Chronowski, Gregory M', 'Wilder, Richard B', 'Levy, Larry B', 'Atkinson, Edward N', 'Ha, Chul S', 'Hagemeister, Fredrick B', 'Barista, Ibrahim', 'Rodriguez, Maria A', 'Sarris, Andreas H', 'Hess, Mark A', 'Cabanillas, Fernando', 'Cox, James D']","['Chronowski GM', 'Wilder RB', 'Levy LB', 'Atkinson EN', 'Ha CS', 'Hagemeister FB', 'Barista I', 'Rodriguez MA', 'Sarris AH', 'Hess MA', 'Cabanillas F', 'Cox JD']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Am J Clin Oncol,American journal of clinical oncology,8207754,"['0 (Antineoplastic Agents, Alkylating)', '5J49Q6B70F (Vincristine)', '5V9KLZ54CY (Vinblastine)', 'BZ114NVM5P (Mitoxantrone)', 'VB0R961HZT (Prednisone)', 'NOVP protocol']",IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Antineoplastic Agents, Alkylating/administration & dosage/adverse effects', 'Antineoplastic Combined Chemotherapy Protocols/administration & dosage/adverse effects/therapeutic use', 'Combined Modality Therapy', 'Dose Fractionation, Radiation', 'Female', 'Hodgkin Disease/*drug therapy/*radiotherapy', 'Humans', 'Male', 'Middle Aged', 'Mitoxantrone/administration & dosage/adverse effects', 'Neoplasms, Second Primary/*epidemiology/etiology', 'Prednisone/administration & dosage/adverse effects', 'Retrospective Studies', 'Vinblastine/administration & dosage/adverse effects', 'Vincristine/administration & dosage/adverse effects']",,,,2004/02/06 05:00,2004/02/26 05:00,['2004/02/06 05:00'],"['2004/02/06 05:00 [pubmed]', '2004/02/26 05:00 [medline]', '2004/02/06 05:00 [entrez]']",ppublish,Am J Clin Oncol. 2004 Feb;27(1):73-80. doi: 10.1097/01.coc.0000045853.73233.42.,"['00000421-200402000-00013 [pii]', '10.1097/01.coc.0000045853.73233.42 [doi]']",,"The purpose of this preliminary study was to determine the incidence of second malignancies after combined-modality therapy for adults with Hodgkin disease and relate it to the details of initial treatment. We retrospectively studied 286 patients ranging in age from 16 to 88 years with stage I or II Hodgkin disease who were treated between 1980 and 1995 with chemotherapy followed 3 to 4 weeks later by radiotherapy. Patients received a median of three cycles of induction chemotherapy. Mitoxantrone, vincristine, vinblastine, and prednisone was used in 161 cases, mechlorethamine, vincristine, procarbazine, and prednisone (MOPP) in 67 cases, Adriamycin, bleomycin, vinblastine, and dacarbazine in 19 cases, lomustine, vinblastine, procarbazine, and prednisone/doxorubicin, bleomycin, dacarbazine, and lomustine in 18 cases, and other chemotherapeutic regimens in the remaining 21 cases. The median radiotherapy dose was 40 Gy given in 20 daily 2-Gy fractions. Median follow-up of surviving patients was 7.4 years. There were 2,230 person-years of observation. Significantly increased relative risks (RR) were observed for acute myeloid leukemia (RR, 69.3; 95% CI, 14.3-202.6) and melanoma (RR, 7.3; 95% CI, 1.5-21.3). The 5-, 10-, and 15-year actuarial risks of acute myeloid leukemia were 0.8%, 1.3%, and 1.3%, respectively. Patients treated with MOPP had the highest 15-year actuarial risk of leukemia (1.6%). The 5-, 10-, and 15-year actuarial risks of solid tumors were 1.9%, 9.3%, and 16.8%, respectively. Consolidative radiotherapy to both sides of the diaphragm resulted in a trend toward an increased risk of solid tumors relative to radiotherapy to only one side of the diaphragm (p = 0.08). In an effort to reduce the risk of second malignancies, we have stopped using the alkylating agents nitrogen mustard and procarbazine and elective paraaortic and splenic radiotherapy after chemotherapy.","['Department of Radiation Oncology, The University of Texas M. D. Anderson Cancer Center, Houston, Texas, USA.']",,"['CA 16672/CA/NCI NIH HHS/United States', 'CA 6294/CA/NCI NIH HHS/United States']",,,,,,,,
14758109,NLM,MEDLINE,20040520,20191210,1040-8703 (Print) 1040-8703 (Linking),16,1,2004 Feb,Inherited thrombocytopenias: toward a molecular understanding of disorders of platelet production.,15-22,"['Geddis, Amy E', 'Kaushansky, Kenneth']","['Geddis AE', 'Kaushansky K']",['eng'],"['Journal Article', 'Review']",,United States,Curr Opin Pediatr,Current opinion in pediatrics,9000850,"['0 (DNA-Binding Proteins)', '0 (HOXA11 protein, human)', '0 (Homeobox A10 Proteins)', '0 (Homeodomain Proteins)', '140441-81-2 (HOXA10 protein, human)']",IM,"['Animals', 'Blood Platelet Disorders/*genetics/pathology', 'DNA-Binding Proteins/genetics', 'Genetic Diseases, X-Linked/genetics/pathology', 'Hematopoietic Stem Cells/pathology', 'Homeobox A10 Proteins', 'Homeodomain Proteins/genetics', 'Humans', 'Megakaryocytes/metabolism/pathology', 'Mutation', 'Syndrome', 'Thrombocytopenia/*genetics/pathology', 'Thrombopoiesis/genetics']",,,,2004/02/06 05:00,2004/05/21 05:00,['2004/02/06 05:00'],"['2004/02/06 05:00 [pubmed]', '2004/05/21 05:00 [medline]', '2004/02/06 05:00 [entrez]']",ppublish,Curr Opin Pediatr. 2004 Feb;16(1):15-22. doi: 10.1097/00008480-200402000-00005.,"['00008480-200402000-00005 [pii]', '10.1097/00008480-200402000-00005 [doi]']",,"PURPOSE OF REVIEW: To review the defined syndromes of inherited thrombocytopenia and discuss new genetic data for several disorders that shed light on the process of megakaryopoiesis. RECENT FINDINGS: The genes responsible for several inherited thrombocytopenias have been recently discovered, including congenital amegakaryocytic leukemia, amegakaryocytic thrombocytopenia with radio-ulnar synostosis, familial platelet syndrome with predisposition to acute myelogenous leukemia, Paris-Trousseau, Wiskott-Aldrich syndrome, and the May-Hegglin, Sebastian, Epstein, and Fechner syndromes. These clinical syndromes, combined with studies in mouse and in vitro models, reveal the importance of these genes for normal hematopoiesis. SUMMARY: Although inherited syndromes of thrombocytopenia are rare, characterization of mutations in these disorders has contributed greatly to our understanding of megakaryocyte and platelet development. A systematic registry of congenitally thrombocytopenic individuals would almost certainly lead to new genetic discoveries.","['Department of Pediatrics, University of California, San Diego, USA. Ageddis@ucsd.edu']",,,155,,,,,,,
14758108,NLM,MEDLINE,20040520,20211203,1040-8703 (Print) 1040-8703 (Linking),16,1,2004 Feb,Influence of race and socioeconomic status on outcome of children treated for childhood acute lymphoblastic leukemia.,9-14,"['Bhatia, Smita']",['Bhatia S'],['eng'],"['Journal Article', 'Review']",,United States,Curr Opin Pediatr,Current opinion in pediatrics,9000850,,IM,"['Child', 'Cohort Studies', 'Ethnicity', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*ethnology/mortality/*therapy', 'Retrospective Studies', '*Social Class', 'Survival Analysis', 'Survival Rate']",,,,2004/02/06 05:00,2004/05/21 05:00,['2004/02/06 05:00'],"['2004/02/06 05:00 [pubmed]', '2004/05/21 05:00 [medline]', '2004/02/06 05:00 [entrez]']",ppublish,Curr Opin Pediatr. 2004 Feb;16(1):9-14. doi: 10.1097/00008480-200402000-00004.,"['00008480-200402000-00004 [pii]', '10.1097/00008480-200402000-00004 [doi]']",,"PURPOSE OF REVIEW: Overall, childhood acute lymphoblastic leukemia is associated with an excellent outcome. The improvement in survival achieved during the last three decades is partially attributed to the identification of risk factors predicting a poor outcome and risk-stratified treatment of patients placed on well-designed therapeutic trials. Accordingly, it is important to continue to identify patient subgroups with differences in outcome to focus efforts to improve overall survival. Black children historically have been reported to have a poorer survival rate compared with whites, but limited information is available for children from other racial/ethnic backgrounds. RECENT FINDINGS: Several groups have published reports on ethnic and racial differences in survival after childhood acute lymphoblastic leukemia, with poorer outcomes reported for black children compared with whites reported by the majority of the studies. Limited information is available for children from other racial/ethnic backgrounds, such as Hispanics and Asians, but data indicate that Hispanics have poorer survival than whites, whereas Asians from the United States have outcomes that are as good or better than those of the whites, especially among the high-risk group treated with contemporary risk-based therapy. The influence of race and ethnicity on survival should be closely linked with socioeconomic status. However, few studies have specifically investigated the influence of nutrition and socioeconomic factors on the prognosis of children with acute lymphoblastic leukemia, and the results are conflicting. SUMMARY: Future studies need to focus on the reasons for these differences, including racial and ethnic differences in adherence with therapeutic protocols, and ethnic differences in drug metabolism and bioavailability of the agents commonly used in acute lymphoblastic leukemia, so that drug administration can be modified if needed.","['Division of Peciatrics, City of Hope Cancer Center, Duarte, California 91010, USA. sbhatia@coh.org']",,,36,,,,,,,
14758029,NLM,MEDLINE,20041207,20190719,0918-6158 (Print) 0918-6158 (Linking),27,2,2004 Feb,Growth-inhibitory effects of the red alga Gelidium amansii on cultured cells.,180-4,"['Chen, Yue-Hwa', 'Tu, Ching-Jung', 'Wu, Hsiao-Ting']","['Chen YH', 'Tu CJ', 'Wu HT']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,Japan,Biol Pharm Bull,Biological & pharmaceutical bulletin,9311984,"['0 (Annexin A5)', '0 (Anticarcinogenic Agents)', '0 (Biological Products)', 'Y4S76JWI15 (Methanol)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Animals', 'Annexin A5/metabolism', 'Anticarcinogenic Agents/*pharmacology', 'Apoptosis/drug effects', 'Biological Products/*pharmacology', 'Cell Line, Tumor', 'Cell Proliferation/drug effects', 'Dimethyl Sulfoxide', 'Humans', 'Methanol', 'Mice', 'NIH 3T3 Cells', 'Rhodophyta/*chemistry', 'Time Factors']",,,,2004/02/06 05:00,2004/12/16 09:00,['2004/02/06 05:00'],"['2004/02/06 05:00 [pubmed]', '2004/12/16 09:00 [medline]', '2004/02/06 05:00 [entrez]']",ppublish,Biol Pharm Bull. 2004 Feb;27(2):180-4. doi: 10.1248/bpb.27.180.,['10.1248/bpb.27.180 [doi]'],,"The objective of this study was to investigate the effects of Gelidium amansii, an edible red agar cultivated off the northeast coast of Taiwan, on the growth of two lines of cancer cells, murine hepatoma (Hepa-1) and human leukemia (HL-60) cells, as well as a normal cell line, murine embryo fibroblast cells (NIH-3T3). The potential role of G. amansii on the induction of apoptosis was also examined. The results indicated that all extracts from G. amansii, including phosphate-buffered saline (PBS) and methanol extracts from dried algae as well as the dimethyl sulfoxide (DMSO) extract from freeze-dried G. amansii agar, inhibited the growth of Hepa-1 and NIH-3T3 cells, but not the growth of HL-60 cells. Annexin V-positive cells were observed in methanol and DMSO extract-treated, but not PBS extract-treated Hepa-1 and NIH-3T3 cells, suggesting that the lipid-soluble extracts of G. amansii induced apoptosis. In summary, extracts of G. amansii from various preparations exhibited antiproliferative effects on Hepa-1 and NIH-3T3 cells, and apoptosis may play a role in the methanol and DMSO extract-induced inhibitory effects. However, the antiproliferative effects of PBS extracts was not through apoptosis. Moreover, the growth-inhibitory effects of G. amansii were not specific to cancer cells.","['School of Nutrition and Health Sciences, Taipei Medical University, 250 Wu-Hsing Street, Taipei, Taiwan 110, ROC. yuehwa@tmu.edu.tw']",,,,,,,,,,
14757768,NLM,MEDLINE,20040722,20210209,0021-9258 (Print) 0021-9258 (Linking),279,16,2004 Apr 16,C-3 epimerization of vitamin D3 metabolites and further metabolism of C-3 epimers: 25-hydroxyvitamin D3 is metabolized to 3-epi-25-hydroxyvitamin D3 and subsequently metabolized through C-1alpha or C-24 hydroxylation.,15897-907,"['Kamao, Maya', 'Tatematsu, Syuichiro', 'Hatakeyama, Susumi', 'Sakaki, Toshiyuki', 'Sawada, Natsumi', 'Inouye, Kuniyo', 'Ozono, Keiichi', 'Kubodera, Noboru', 'Reddy, G Satyanarayana', 'Okano, Toshio']","['Kamao M', 'Tatematsu S', 'Hatakeyama S', 'Sakaki T', 'Sawada N', 'Inouye K', 'Ozono K', 'Kubodera N', 'Reddy GS', 'Okano T']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,J Biol Chem,The Journal of biological chemistry,2985121R,"['1C6V77QF41 (Cholecalciferol)', '40013-87-4 (24,25-Dihydroxyvitamin D 3)', 'P6YZ13C99Q (Calcifediol)']",IM,"['24,25-Dihydroxyvitamin D 3/metabolism', 'Animals', 'Calcifediol/*metabolism', 'Cell Line, Tumor', 'Cholecalciferol/*metabolism', 'Humans', 'Hydroxylation', 'Magnetic Resonance Spectroscopy', 'Male', 'Rats', 'Rats, Wistar', 'Stereoisomerism']",,,,2004/02/06 05:00,2004/07/23 05:00,['2004/02/06 05:00'],"['2004/02/06 05:00 [pubmed]', '2004/07/23 05:00 [medline]', '2004/02/06 05:00 [entrez]']",ppublish,J Biol Chem. 2004 Apr 16;279(16):15897-907. doi: 10.1074/jbc.M311473200. Epub 2004 Feb 2.,"['10.1074/jbc.M311473200 [doi]', 'S0021-9258(20)88305-7 [pii]']",,"Recently, it was revealed that 1alpha,25-dihydroxyvitamin D3 (1alpha,25(OH)2D3) and 24R,25-dihydroxyvitamin D3 (24,25(OH)2D3) were metabolized to their respective epimers of the hydroxyl group at C-3 of the A-ring. We now report the isolation and structural assignment of 3-epi-25-hydroxyvitamin D3 (3-epi-25(OH)D3 as a major metabolite of 25-hydroxyvitamin D3 (25(OH)D3) and the further metabolism of C-3 epimers of vitamin D3 metabolites. When 25(OH)D3 was incubated with various cultured cells including osteosarcoma, colon adenocarcinoma, and hepatoblastoma cell lines, 3-epi-25(OH)D3 and 24,25 (OH)2D3 were commonly observed as a major and minor metabolite of 25(OH)D3, respectively. 25(OH)D3 was at least as sensitive to C-3 epimerization as 1alpha, 25(OH)2D3 which has been reported as a substrate for the C-3 epimerization reaction. Unlike these cultured cells, LLC-PK1 cells, a porcine kidney cell line, preferentially produced 24,25(OH)2D3 rather than 3-epi-25(OH)D3. We also confirmed the existence of 3-epi-25(OH)D3 in the serum of rats intravenously given pharmacological doses of 25(OH)D3. The cultured cells metabolized 3-epi-25OHD3 and 3-epi-1alpha,25(OH)2D3 to 3-epi-24,25(OH)2D3 and 3-epi-1alpha,24,25(OH)3D3, respectively. In addition, we demonstrated that 3-epi-25(OH)D3 was metabolized to 3-epi-1alpha,25(OH)2D3 by CYP27B1 and to 3-epi-24,25(OH)2D3 by CYP24 using recombinant Escherichia coli cell systems. 3-Epi-25(OH)D3, 3-epi-1alpha,25(OH)2D3, and 3-epi-24,25(OH)2D3 were biologically less active than 25(OH)D3, 1alpha,25(OH)2D3, and 24,25(OH)2D3, but 3-epi-1alpha,25(OH)2D3 showed to some extent transcriptional activity toward target genes and anti-proliferative/differentiation-inducing activity against human myeloid leukemia cells (HL-60). These results indicate that C-3 epimerization may be a common metabolic pathway for the major metabolites of vitamin D3.","['Department of Hygienic Sciences, Kobe Pharmaceutical University, Kobe 658-8558, Japan.']",20040202,,,,,,,,,
14757560,NLM,MEDLINE,20041007,20181130,0031-3025 (Print) 0031-3025 (Linking),36,1,2004 Feb,B cell chronic lymphocytic leukaemia cells have reduced capacity to upregulate expression of MHC class I in response to interferon-gamma.,69-76,"['Juffs, Helen', 'Fowler, Nina', 'Saal, Russell', 'Grimmett, Karen', 'Beasley, Shannon', ""O'Sullivan, Brendan"", 'Frazer, Ian', 'Gill, Devinder', 'Thomas, Ranjeny']","['Juffs H', 'Fowler N', 'Saal R', 'Grimmett K', 'Beasley S', ""O'Sullivan B"", 'Frazer I', 'Gill D', 'Thomas R']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Pathology,Pathology,0175411,"['0 (ATP Binding Cassette Transporter, Subfamily B, Member 2)', '0 (ATP Binding Cassette Transporter, Subfamily B, Member 3)', '0 (ATP-Binding Cassette Transporters)', '0 (Histocompatibility Antigens Class I)', '0 (TAP1 protein, human)', '145892-13-3 (TAP2 protein, human)', '82115-62-6 (Interferon-gamma)']",IM,"['ATP Binding Cassette Transporter, Subfamily B, Member 2', 'ATP Binding Cassette Transporter, Subfamily B, Member 3', 'ATP-Binding Cassette Transporters/biosynthesis/immunology', 'Aged', 'Antigen Presentation/immunology', 'Flow Cytometry', 'Histocompatibility Antigens Class I/*biosynthesis/drug effects/*immunology', 'Humans', 'Interferon-gamma/immunology/*pharmacology', 'Leukemia, Lymphocytic, Chronic, B-Cell/immunology/*metabolism', 'Polymerase Chain Reaction']",,,,2004/02/06 05:00,2004/10/08 09:00,['2004/02/06 05:00'],"['2004/02/06 05:00 [pubmed]', '2004/10/08 09:00 [medline]', '2004/02/06 05:00 [entrez]']",ppublish,Pathology. 2004 Feb;36(1):69-76. doi: 10.1080/00313020310001644499.,"['10.1080/00313020310001644499 [doi]', '15MG3TJ3MG6D6JYU [pii]']",,"AIMS: An important consideration in the design of a tumour vaccine is the ability of tumour-specific cytotoxic T lymphocytes (CTL) to recognise unmanipulated tumour cells in vivo. To determine whether B-CLL might use an escape strategy, the current studies compared B-CLL and normal B cell MHC class I expression. METHODS: Flow cytometry, TAP allele PCR and MHC class I PCR were used. RESULTS: While baseline expression of MHC class I did not differ, upregulation of MHC class I expression by B-CLL cells in response to IFN-gamma was reduced. No deletions or mutations of TAP 1 or 2 genes were detected. B-CLL cells upregulated TAP protein expression in response to IFN-gamma. Responsiveness of B-CLL MHC class I mRNA to IFN-gamma was not impaired. CONCLUSIONS: The data suggest that MHC class I molecules might be less stable at the cell surface in B-CLL than normal B cells, as a result of the described release of beta(2)m and beta(2)m-free class I heavy chains from the membrane. This relative MHC class I expression defect of B-CLL cells may reduce their susceptibility to CTL lysis in response to immunotherapeutic approaches.","['Centre for Immunology and Cancer Research, University of Queensland, Brisbane, Qld., Australia.']",,,,,,,,,,
