PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,CIN,GS,RF,PMC,TT,OID,OTO,OT,GN,SI,CON,EIN,EFR,RIN
1374618,NLM,MEDLINE,19920616,20141120,1044-1549 (Print) 1044-1549 (Linking),6,5,1992 May,Sympathetic nerve contact alters membrane resistance of cells of the RBL-2H3 mucosal mast cell line.,504-9,"Indirect evidence links sensory nerves with mast cells (MC) in inflammatory reactions of airway, skin, and intestine. Isolated MC secrete histamine, serotonin, and other inflammatory mediators in response to neuropeptides such as substance P (SP) in vitro. To obtain direct evidence of nerve/MC interactions, we used a tissue culture model involving the co-culture of murine sympathetic neurons and rat basophilic leukemia (RBL) cells (homologous to mucosal MC). An electrophysiologic analysis of the consequences of neuron/RBL cell contacts showed that neurite contact with RBL cells reduced the control input resistance (Ro) of 61.8 +/- 3.2 (n = 110) M omega to 22.4 +/- 4.8 (n = 13) M omega (P less than 0.01) without change in the membrane potential. Time course studies showed that Ro of RBL cells with neurite contact was always lower by 30 to 54% than adjacent RBL cells lacking such contact. This effect was not seen in RBL cells cultured on rat fibroblasts. Direct application of SP, bradykinin, and somatostatin, but not acetylcholine, noradrenaline, or the putative neurotransmitter ATP, could partly mimic the effect of neurite contact. Therefore, neurotransmitter release from sympathetic neurons in contact with RBL cells may decrease RBL cell membrane resistance, possibly leading to activation.","['Blennerhassett, M G', 'Janiszewski, J', 'Bienenstock, J']","['Blennerhassett MG', 'Janiszewski J', 'Bienenstock J']","['Department of Pathology, McMaster University Health Sciences Centre, Hamilton, Ontario, Canada.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Am J Respir Cell Mol Biol,American journal of respiratory cell and molecular biology,8917225,IM,"['Animals', 'Cell Communication', 'Cell Line', 'Cell Membrane/physiology', 'Electric Conductivity', 'In Vitro Techniques', 'Mast Cells/*physiology', 'Membrane Potentials', 'Mice', 'Neurotransmitter Agents/pharmacology', 'Rats', 'Structure-Activity Relationship', 'Substance P/chemistry/pharmacology', 'Sympathetic Nervous System/*physiology']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",['10.1165/ajrcmb/6.5.504 [doi]'],ppublish,Am J Respir Cell Mol Biol. 1992 May;6(5):504-9. doi: 10.1165/ajrcmb/6.5.504.,"['0 (Neurotransmitter Agents)', '33507-63-0 (Substance P)']",,,,,,,,,,,,,,
1374605,NLM,MEDLINE,19920610,20211203,0003-9764 (Print) 0003-9764 (Linking),49,2,1992 Feb,[Neurectodermal malignant tumor of the soft tissues after treatment with immunosuppressive agents of lipoid nephrosis].,117-9,"Immunosuppressive drugs are known to increase the risk of inducing neoplasia, especially acute leukaemia when high doses are used. A case of nephrosis in a 10 year-old boy treated with chlormethine (cumulative dose: 0.8 mg/kg) and chlorambucil (cumulative dose: 10 mg/kg) is reported. Four years after the beginning of the treatment an extraskeletal Ewing's sarcoma occurred. Since the review of literature failed to find any malignancy induced by such an immunosuppressive treatment for nephrosis, the question whether or not this extraskeletal Ewing's sarcoma was attributable to this treatment remains unanswered.","['Parlier, G', 'Bensman, A', 'Leverger, G', 'Boccon-Gibod, L', 'Gruner, M']","['Parlier G', 'Bensman A', 'Leverger G', 'Boccon-Gibod L', 'Gruner M']","['Service de Nephrologie Pediatrique, Hopital Trousseau, Paris.']",['fre'],,"['Case Reports', 'Journal Article']",France,Arch Fr Pediatr,Archives francaises de pediatrie,0372421,IM,"['Adrenal Cortex Hormones/therapeutic use', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Child', 'Chlorambucil/*therapeutic use', 'Cyclophosphamide/therapeutic use', 'Dactinomycin/therapeutic use', 'Drug Therapy, Combination', 'Follow-Up Studies', 'Humans', 'Immunosuppression Therapy/*adverse effects', 'Immunosuppressive Agents/adverse effects', 'Male', 'Mechlorethamine/*therapeutic use', 'Nephrosis, Lipoid/*drug therapy', '*Sarcoma, Ewing/drug therapy', '*Soft Tissue Neoplasms/drug therapy', 'Vincristine/therapeutic use']",1992/02/01 00:00,1992/02/01 00:01,['1992/02/01 00:00'],"['1992/02/01 00:00 [pubmed]', '1992/02/01 00:01 [medline]', '1992/02/01 00:00 [entrez]']",,ppublish,Arch Fr Pediatr. 1992 Feb;49(2):117-9.,"['0 (Adrenal Cortex Hormones)', '0 (Immunosuppressive Agents)', '18D0SL7309 (Chlorambucil)', '1CC1JFE158 (Dactinomycin)', '50D9XSG0VR (Mechlorethamine)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)']",,,,,Tumeur maligne neurectodermique des parties molles apres traitement par immunosuppresseurs d'une nephrose lipoidique.,,,,,,,,,
1374596,NLM,MEDLINE,19920611,20190616,0077-8923 (Print) 0077-8923 (Linking),649,,1992 Mar 31,Comparison of the effect of ELF on total RNA content in normal and transformed human cells.,353-5,,"['Ning, J', 'Casamento, J', 'Czerska, E', 'Swicord, M', 'al-Barazi, H', 'Davis, C', 'Elson, E']","['Ning J', 'Casamento J', 'Czerska E', 'Swicord M', 'al-Barazi H', 'Davis C', 'Elson E']","['Center for Devices and Radiological Health, Food and Drug Administration, Rockville, Maryland 20857.']",['eng'],,['Journal Article'],United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,IM,"['Burkitt Lymphoma', 'Cell Line', 'Cell Line, Transformed', 'Cells, Cultured', '*Electromagnetic Fields', 'Humans', 'Leukemia, Promyelocytic, Acute', 'Lymphocytes/physiology/*radiation effects', 'RNA/metabolism/*radiation effects', 'RNA, Neoplasm/metabolism/*radiation effects']",1992/03/31 00:00,1992/03/31 00:01,['1992/03/31 00:00'],"['1992/03/31 00:00 [pubmed]', '1992/03/31 00:01 [medline]', '1992/03/31 00:00 [entrez]']",['10.1111/j.1749-6632.1992.tb49628.x [doi]'],ppublish,Ann N Y Acad Sci. 1992 Mar 31;649:353-5. doi: 10.1111/j.1749-6632.1992.tb49628.x.,"['0 (RNA, Neoplasm)', '63231-63-0 (RNA)']",,,,,,,,,,,,,,
1374584,NLM,MEDLINE,19920611,20181113,0002-9440 (Print) 0002-9440 (Linking),140,5,1992 May,Infiltration of helper/inducer T lymphocytes heralds central nervous system damage in human T-cell leukemia virus infection.,1003-8,"Cellular infiltrates in new and old lesions in two cases of human T-cell leukemia virus associated myelopathy (HAM) were analyzed with anti-CD3 antibody and OPD4 antibody recognizing CD4 + CD45RO + T lymphocytes. A subset of CD4 lymphocytes with helper/inducer function and labeled with OPD4 constitutes up to 65% of CD3 cells in new lesions in the pons and the cervical cord. In contrast, nonhelper cells and macrophages were dominant in long-standing spinal cord lesions of these HAM cases and inflammatory lesions in two cases of Japanese encephalitis. Thus, unlike in viral infections, the central nervous system (CNS) tissue damage associated with human T-cell leukemia virus (HTLV-1) infection appeared to be heralded by the infiltration of helper/inducer T cells.","['Iwasaki, Y', 'Ohara, Y', 'Kobayashi, I', 'Akizuki, S']","['Iwasaki Y', 'Ohara Y', 'Kobayashi I', 'Akizuki S']","['Department of Neurological Sciences, Tohoku University School of Medicine, Sendai, Japan.']",['eng'],,"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Am J Pathol,The American journal of pathology,0370502,IM,"['Antibodies, Monoclonal', 'Antigens, CD/analysis', 'Antigens, Differentiation, T-Lymphocyte/analysis', 'CD3 Complex', 'Central Nervous System Diseases/*pathology', 'Glial Fibrillary Acidic Protein/metabolism', 'Humans', 'Immunohistochemistry/methods', 'Male', 'Middle Aged', 'Paraparesis, Tropical Spastic/immunology/metabolism/*pathology', 'Receptors, Antigen, T-Cell/analysis', 'Staining and Labeling', 'T-Lymphocytes, Helper-Inducer/*physiology']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']",,ppublish,Am J Pathol. 1992 May;140(5):1003-8.,"['0 (Antibodies, Monoclonal)', '0 (Antigens, CD)', '0 (Antigens, Differentiation, T-Lymphocyte)', '0 (CD3 Complex)', '0 (Glial Fibrillary Acidic Protein)', '0 (Receptors, Antigen, T-Cell)']",,,,PMC1886515,,,,,,,,,,
1374583,NLM,MEDLINE,19920610,20190716,0002-9629 (Print) 0002-9629 (Linking),303,5,1992 May,Case report: alternation therapy with antileukemic agents and recombinant human granulocyte colony-stimulating factor for RAEB in transformation.,316-8,"Under the assumption that in some patients with refractory anemia with excess of blasts (RAEB), the abnormal clones might be less responsive to granulocyte colony-stimulating factor than normal clones, the authors tried alternation therapy with a recombinant form of this factor (rhG-CSF) and antileukemic agents in the treatment of two patients with RAEB in transformation. After repetition of the short-cycled alternation therapy, the hematologic findings of both patients were completely normalized and have remained so without any adverse side effects under the continuation of this therapy for more than 5 months. Judging from our clinical experience, the alternation therapy may be a new efficient therapeutic strategy for RAEB and some types of slowly progressive leukemia.","['Irie, S', 'Ogura, H', 'Okamoto, S', 'Tojo, A', 'Tani, K', 'Ikebuchi, K', 'Satoh, N', 'Ozawa, K', 'Asano, S']","['Irie S', 'Ogura H', 'Okamoto S', 'Tojo A', 'Tani K', 'Ikebuchi K', 'Satoh N', 'Ozawa K', 'Asano S']","['Department of Hematology, Oncology, University of Tokyo, Japan.']",['eng'],,"['Case Reports', 'Journal Article']",United States,Am J Med Sci,The American journal of the medical sciences,0370506,IM,"['Adult', 'Anemia, Refractory, with Excess of Blasts/*drug therapy', 'Antineoplastic Agents/*administration & dosage', 'Cytarabine/administration & dosage', 'Daunorubicin/administration & dosage', 'Drug Administration Schedule', 'Etoposide/administration & dosage', 'Female', 'Granulocyte Colony-Stimulating Factor/*administration & dosage', 'Humans', 'Male', 'Middle Aged']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']","['S0002-9629(15)35706-2 [pii]', '10.1097/00000441-199205000-00009 [doi]']",ppublish,Am J Med Sci. 1992 May;303(5):316-8. doi: 10.1097/00000441-199205000-00009.,"['0 (Antineoplastic Agents)', '04079A1RDZ (Cytarabine)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)', '6PLQ3CP4P3 (Etoposide)', 'ZS7284E0ZP (Daunorubicin)']",,,,,,,,,,,,,,
1374554,NLM,MEDLINE,19920605,20190501,0305-1048 (Print) 0305-1048 (Linking),20,7,1992 Apr 11,Reverse transcriptase inhibits Taq polymerase activity.,1487-90,"Detection of viral RNA by polymerase chain reaction (PCR) requires the prior reverse transcription of the viral RNA. In order to minimise the number of manual manipulations required for processing large numbers of samples, we attempted to design a system whereby all the reagents required for both reverse transcription and amplification can be added to one tube and a single, non-interrupted thermal cycling program performed. Whilst attempting to set up such a one-tube system with Taq polymerase (Taq; Biotech International) and avian myoblastosis virus (AMV) reverse transcriptase (RT), we noticed a substantial decrease in the sensitivity of detection of viral RNA. Investigation of this phenomenon has revealed direct interference of RT with Taq polymerase. Evidence supporting this conclusion includes the following observations: (1) increasing the ratio of Taq to RT improves sensitivity; (2) adding non-homologous RNA improves sensitivity; (3) RT that has been heat inactivated prior to Taq addition does not exert this effect; (4) the effect is not sequence restricted; (5) the Mg2+ ions are not sequestered by RT. In addition, the effect is not limited to AMV RT, Moloney murine leukaemia virus RT also affects Taq activity.","['Sellner, L N', 'Coelen, R J', 'Mackenzie, J S']","['Sellner LN', 'Coelen RJ', 'Mackenzie JS']","['Department of Microbiology, University of Western Australia, Nedlands.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Nucleic Acids Res,Nucleic acids research,0411011,IM,"['Avian Myeloblastosis Virus/*enzymology', 'Base Sequence', 'Gene Amplification', 'Magnesium/metabolism', 'Molecular Sequence Data', 'Moloney murine leukemia virus/*enzymology', '*Nucleic Acid Synthesis Inhibitors', 'Polymerase Chain Reaction', 'RNA, Viral/metabolism', 'RNA-Directed DNA Polymerase/*metabolism', 'Sensitivity and Specificity', 'Taq Polymerase', 'Temperature']",1992/04/11 00:00,1992/04/11 00:01,['1992/04/11 00:00'],"['1992/04/11 00:00 [pubmed]', '1992/04/11 00:01 [medline]', '1992/04/11 00:00 [entrez]']",['10.1093/nar/20.7.1487 [doi]'],ppublish,Nucleic Acids Res. 1992 Apr 11;20(7):1487-90. doi: 10.1093/nar/20.7.1487.,"['0 (Nucleic Acid Synthesis Inhibitors)', '0 (RNA, Viral)', 'EC 2.7.7.- (Taq Polymerase)', 'EC 2.7.7.49 (RNA-Directed DNA Polymerase)', 'I38ZP9992A (Magnesium)']",,,,PMC312227,,,,,,,,,,
1374512,NLM,MEDLINE,19920609,20190702,0027-5107 (Print) 0027-5107 (Linking),276,3,1992 May,Regularities of karyotypic evolution during stepwise amplification of genes determining drug resistance.,163-77,"Analysis of chromosomal alterations during stepwise development of mdr1, dhfr, or CAD gene amplifications in a large number of independently selected Djungarian hamster DM-15 and murine P388 sublines revealed typical patterns of karyotypic evolution, specific for multiplication of each of these genes in each cell type. Some principal similarities of karyotypic evolution were noted in at least two different systems. They include: (i) appearance at the first selection step of a new chromosomal arm bearing the resident gene copy followed at the next selection steps by the formation in these specific chromosomal arms of amplified DNA tandem arrays; (ii) translocations of amplified DNA from its initial site to other, also non-random, chromosomal sites; and (iii) emergence in the cell variants with high degrees of gene amplification of multiple extra-chromosomal elements. The most prominent distinctions among the systems were as follows: (i) different structures, evidently containing amplified DNAs, appeared at the initial steps of amplification of different genes--additional heterogeneously staining regions in specific chromosomal segments in the case of amplification of dhfr or CAD genes in DM-15 cells, and mini-chromosomes in the case of mdr1 gene amplification in both DM-15 and P380 cells; (ii) distinct patterns of location of the amplified mdr1 gene copies are characteristic of Djungarian hamster DM-15 and murine P388 cell derivatives after subsequent steps of selection--at the site of resident gene localization or in some other, also non-random, chromosomal sites in DM-15 sublines, and predominantly extra-chromosomal in P388 sublines. We propose that different mechanisms are responsible for the initial steps of amplification of dhfr and CAD genes on the one hand and the mdr1 gene on the other: non-equal sister-chromatid exchanges and autonomous replication of the extra-chromosomal elements. It seems, however, that both mechanisms may be involved in further rounds of amplification of each of these three genes.","['Kopnin, B P', 'Sokova, O I', 'Demidova, N S']","['Kopnin BP', 'Sokova OI', 'Demidova NS']","['Institute of Cancerogenesis, All-Union Cancer Research Centre, Moscow, U.S.S.R.']",['eng'],,['Journal Article'],Netherlands,Mutat Res,Mutation research,0400763,IM,"['Animals', 'Biological Evolution', 'Carbamoyl-Phosphate Synthase (Glutamine-Hydrolyzing)/*genetics', 'Cell Line', '*Chromosome Aberrations', 'Cricetinae', 'Drug Resistance/*genetics', 'Gene Amplification/*genetics', 'Karyotyping', 'Leukemia P388', 'Tetrahydrofolate Dehydrogenase/*genetics', 'Tumor Cells, Cultured']",1992/05/01 00:00,1992/05/01 00:01,['1992/05/01 00:00'],"['1992/05/01 00:00 [pubmed]', '1992/05/01 00:01 [medline]', '1992/05/01 00:00 [entrez]']","['0165-1110(92)90006-U [pii]', '10.1016/0165-1110(92)90006-u [doi]']",ppublish,Mutat Res. 1992 May;276(3):163-77. doi: 10.1016/0165-1110(92)90006-u.,"['EC 1.5.1.3 (Tetrahydrofolate Dehydrogenase)', 'EC 6.3.5.5 (Carbamoyl-Phosphate Synthase (Glutamine-Hydrolyzing))']",,"['CAD', 'dhfr', 'mdr1']",,,,,,,,,,,,
1374495,NLM,MEDLINE,19920610,20131121,0023-7205 (Print) 0023-7205 (Linking),89,18,1992 Apr 29,[Follow-up of leukemia in drivers is of interest].,1557,,"['Jakobsson, R', 'Ahlbom, A', 'Bellander, T', 'Lundberg, I']","['Jakobsson R', 'Ahlbom A', 'Bellander T', 'Lundberg I']","['Forste yrkeshygieniker yrkesmedicinska kliniken Karolinska sjukhuset, Stockholm.']",['swe'],,['Journal Article'],Sweden,Lakartidningen,Lakartidningen,0027707,IM,"['*Automobile Driving', 'Benzene/*adverse effects', 'Follow-Up Studies', 'Humans', 'Leukemia, Myeloid, Acute/*chemically induced', '*Occupational Exposure', 'Risk Factors', 'Vehicle Emissions/*adverse effects']",1992/04/29 00:00,1992/04/29 00:01,['1992/04/29 00:00'],"['1992/04/29 00:00 [pubmed]', '1992/04/29 00:01 [medline]', '1992/04/29 00:00 [entrez]']",,ppublish,Lakartidningen. 1992 Apr 29;89(18):1557.,"['0 (Vehicle Emissions)', 'J64922108F (Benzene)']",,,,,Uppfoljning av leukemi hos chaufforer av intresse.,,,,,,,,,
1374493,NLM,MEDLINE,19920611,20151119,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 2,,1992,"Intensive sequential chemotherapy for children with acute myelogenous leukemia: VAPA, 80-035, and HI-C-Daze.",48-51,"Between 1976 and 1988 we treated 228 children age 18 years or less with AML on three consecutive protocols: Vapa, 80-035 and Hi-C Daze. All three protocols used intensive consolidation chemotherapy. VAPA and 80-035 used an anthracycline with standard dose cytosine arabinoside (ara-c) for remission induction followed by twelve to fourteen months of intensive sequential chemotherapy. Results were similar for these two treatment protocols. 90/125 (72%) of the patients achieved a complete remission with 45% projected disease free survival for the complete responders, and an event free survival of 31%. 8/26 (VAPA) and 3/21 (80-035) relapses were primary CNS. No factor significantly influenced the rate of complete remission, but M4 and M5 FAB subtypes and WBC greater than 100,000/ul predicted for shorter remission duration. 103 children received Hi-C DAZE. The protocol differed by utilizing high-dose ara-c during induction and consolidation and pairing VP-16 with azacytidine. Hi-C DAZE was modified after the first 33 patients (group 1) because of CNS toxicity; VP-16/azacytidine were substituted for high dose ara-c/daunorubicin as the second induction course for the next 70 patients (group 2). Twenty eight of 33 (85%) of group 1 and 54/70 (77%) of group 2 entered remission.","['Grier, H E', 'Gelber, R D', 'Link, M P', 'Camitta, B P', 'Clavell, L A', 'Weistein, H J']","['Grier HE', 'Gelber RD', 'Link MP', 'Camitta BP', 'Clavell LA', 'Weistein HJ']",,['eng'],,"['Clinical Trial', 'Journal Article']",England,Leukemia,Leukemia,8704895,IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Azacitidine/administration & dosage', 'Brain/drug effects', 'Child', 'Child, Preschool', 'Cytarabine/administration & dosage/adverse effects', 'Doxorubicin/administration & dosage/adverse effects', 'Etoposide/administration & dosage', 'Humans', 'Infant', 'Leukemia, Myeloid, Acute/*drug therapy/mortality', 'Prednisolone/administration & dosage/adverse effects', 'Survival Analysis', 'Vincristine/administration & dosage/adverse effects']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",,ppublish,Leukemia. 1992;6 Suppl 2:48-51.,"['04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '6PLQ3CP4P3 (Etoposide)', '80168379AG (Doxorubicin)', '9PHQ9Y1OLM (Prednisolone)', 'M801H13NRU (Azacitidine)', 'VAPA protocol']",,,,,,,,,,,,,,
1374492,NLM,MEDLINE,19920611,20151119,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 2,,1992,Current strategies for treatment of acute myeloid leukemia at St Jude Children's Research Hospital.,39-43,"We examined the feasibility of maintaining specific plasma concentrations of ara-C and VP-16 in children with AML. Sixty-one children were treated with 6 sequential cycles of intensive chemotherapy consisting of: (1) cytarabine (ara-C)/VP-16, (2) ara-C/daunorubicin (Dauno), (3) VP-16/amsacrine (m-AMSA), (4) VP-16/5-azacytidine (5-Az), (5) ara-C/Dauno, and (6) ara-C/VP-16. Fifty-nine children had de novo AML, and 2 had a previous myelodysplastic syndrome. The number of patients with each specific FAB subtype was: M0-1; M1-7; M2-24; M3-7; M4-5; M5-11; and M7-6. Simultaneous continuous infusions of ara-C and VP-16 (cycle 1) given at individualized doses to achieve drug plasma concentrations of 1 microM and 30 microM, respectively, produced complete remission (CR) in 26 of 61 patients (43%); an additional 17 patients entered CR after Dauno/ara-C (cycle 2), and one patient required 4 cycles of chemotherapy to achieve CR (total CR rate = 72%). The preliminary 2-year event-free survival (EFS) for patients with FAB-M1 and -M2 AML was only 15% versus 40% for those with FAB-M4 and -M5 AML. Overall, 21 of the 61 patients remain in CR (2-yr EFS = 29%). We conclude that intense treatment with ara-C and VP-16 at doses individualized to achieve target plasma concentrations is feasible although severely myelosuppressive. It results in an acceptable CR rate, but does not improve EFS.(ABSTRACT TRUNCATED AT 250 WORDS)","['Hurwitz, C A', 'Krance, R', 'Schell, M J', 'Santana, V M', 'Brenner, M K', 'Ribeirio, R', 'Roberts, W M', 'Mahmoud, H', 'Belt, J', 'Crom, W']","['Hurwitz CA', 'Krance R', 'Schell MJ', 'Santana VM', 'Brenner MK', 'Ribeirio R', 'Roberts WM', 'Mahmoud H', 'Belt J', 'Crom W', 'et al.']","[""St. Jude Children's Research Hospital.""]",['eng'],"['CA-20180/CA/NCI NIH HHS/United States', 'CA-21765/CA/NCI NIH HHS/United States']","['Clinical Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,IM,"['2-Chloroadenosine/administration & dosage/analogs & derivatives', 'Acute Disease', 'Adolescent', 'Adult', 'Amsacrine/administration & dosage', 'Antineoplastic Agents/administration & dosage', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Azacitidine/administration & dosage', 'Child', 'Child, Preschool', 'Cladribine', 'Cytarabine/administration & dosage', 'Daunorubicin/administration & dosage', 'Deoxyadenosines/administration & dosage', 'Etoposide/administration & dosage', 'Humans', 'Infant', 'Leukemia, Myeloid, Acute/*drug therapy/mortality', 'Remission Induction']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",,ppublish,Leukemia. 1992;6 Suppl 2:39-43.,"['0 (Antineoplastic Agents)', '0 (Deoxyadenosines)', '00DPD30SOY (Amsacrine)', '04079A1RDZ (Cytarabine)', '146-77-0 (2-Chloroadenosine)', '47M74X9YT5 (Cladribine)', '6PLQ3CP4P3 (Etoposide)', 'M801H13NRU (Azacitidine)', 'ZS7284E0ZP (Daunorubicin)']",,,,,,,,,,,,,,
1374487,NLM,MEDLINE,19920610,20171116,0485-1439 (Print) 0485-1439 (Linking),33,3,1992 Mar,[Induction of complete remission in a case of drug-resistant childhood acute megakaryoblastic leukemia by combination of G-CSF and chemotherapy].,349-53,"In a 4-year-old girl having acute megakaryoblastic leukemia, recombinant human granulocyte colony-stimulating factor (G-CSF) was used in combination with chemotherapy for remission induction after the second relapse of her leukemia. G-CSF was given intravenously at a dose of 100 micrograms/m2/day 24 hours prior to chemotherapy until the peripheral neutrophil counts fully recovered. Cytosine arabinoside (Ara-c) [100mg/m2/day] and VP-16 [100mg/m2/day] were given from day 1 through day 10. Her leukemia was resistant to chemotherapy alone after the second relapse but complete remission and hematological recovery were achieved two months after the start of this therapy. Although in vitro clonal assay did not show significant stimulation of colony formation by G-CSF on leukemia cells of this patient, and the mechanism underlying remission induction by this combination therapy remains unclear, it may be of benefit to use G-CSF in combination with chemotherapy for patients with drug-resistant leukemia.","['Sugita, K', 'Okui, M', 'Taguchi, N', 'Miyauchi, J']","['Sugita K', 'Okui M', 'Taguchi N', 'Miyauchi J']","[""Department of Pediatrics, National Children's Hospital, Tokyo.""]",['jpn'],,"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Child, Preschool', 'Cytarabine/administration & dosage', 'Doxorubicin/administration & dosage', 'Drug Resistance', 'Female', 'Granulocyte Colony-Stimulating Factor/*administration & dosage', 'Humans', 'Leukemia, Megakaryoblastic, Acute/*therapy', 'Mercaptopurine/administration & dosage', 'Prednisolone/administration & dosage', 'Remission Induction']",1992/03/01 00:00,1992/03/01 00:01,['1992/03/01 00:00'],"['1992/03/01 00:00 [pubmed]', '1992/03/01 00:01 [medline]', '1992/03/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1992 Mar;33(3):349-53.,"['04079A1RDZ (Cytarabine)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)', '80168379AG (Doxorubicin)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'ACMP protocol']",,,,,,,,,,,,,,
1374485,NLM,MEDLINE,19920610,20061115,0485-1439 (Print) 0485-1439 (Linking),33,3,1992 Mar,[Clinical and cytological features of CD7 positive biphenotypic leukemias].,273-80,"Clinical and cytological features of CD7 positive acute leukemias with biphenotypic characteristics in childhood were documented. From 87 patients with CD7+ acute leukemias, nine patients were selected on the basis of the biphenotypic expression of T-lymphoid and myelomonocytic antigens. The blasts of these patients expressed cell surface CD7, cytoplasmic CD3 and cytoplasmic CD13. In addition to these antigens, surface CD13 was also expressed after short term culture without any mitogens or stimulators. The double PAP method for detecting cytoplasmic antigens (CD3, CD13, beta F1, delta TCS1) was employed in this study. The average age of these patients was higher (10.2 y/o) than patients with common ALL. Mediastinal masses were observed in 4 of 9 patients. They were treated according to the diagnoses based on conventional hematological methods and surface antigen expression. In all 9 patients, complete remission was achieved, however, early relapse was noticed in 7. This study suggests that the leukemia cells of these patients may be derived at an early stage during the differentiation of multipotential hematopoietic stem cells. New therapeutic approaches are necessary to improve the outcome of such T/M biphenotypic leukemias.","['Saito, M', 'Sugita, K', 'Abe, T', 'Kinoshita, A', 'Suzuki, T', 'Okazaki, T', 'Mizutani, S', 'Inukai, T', 'Nakazawa, S']","['Saito M', 'Sugita K', 'Abe T', 'Kinoshita A', 'Suzuki T', 'Okazaki T', 'Mizutani S', 'Inukai T', 'Nakazawa S']","['Department of Pediatrics, School of Medicine, Keio University.']",['jpn'],,"['English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Acute Disease', 'Adolescent', 'Antigens, CD/*immunology', 'Antigens, CD7', 'Antigens, Differentiation, T-Lymphocyte/*immunology', 'Antigens, Surface/immunology', 'Child', 'Cytoplasm/immunology', 'Female', 'Humans', 'Leukemia/immunology/*pathology', 'Male', 'Phenotype']",1992/03/01 00:00,1992/03/01 00:01,['1992/03/01 00:00'],"['1992/03/01 00:00 [pubmed]', '1992/03/01 00:01 [medline]', '1992/03/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1992 Mar;33(3):273-80.,"['0 (Antigens, CD)', '0 (Antigens, CD7)', '0 (Antigens, Differentiation, T-Lymphocyte)', '0 (Antigens, Surface)']",,,,,,,,,,,,,,
