PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,RF,AB,AID,PMC,OID,OAB,OABL,OTO,OT,PS,FPS,GN
746753,NLM,MEDLINE,19790523,20131121,0066-1562 (Print) 0066-1562 (Linking),,72,1978,[Kinetics of neutrophil granulocytes in man].,505-7,"['Schick, P', 'Steinbach, K H']","['Schick P', 'Steinbach KH']",['ger'],['Journal Article'],Kinetik neutrophiler Granulozyten beim Menschen.,Germany,Verh Anat Ges,Verhandlungen der Anatomischen Gesellschaft,7501276,IM,"['Basophils/physiology', 'Cell Survival', 'Glioma/*blood', 'Humans', 'Leukemia, Lymphoid/*blood', 'Neutrophils/metabolism/*physiology', 'Thymidine/metabolism']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Verh Anat Ges. 1978;(72):505-7.,['VC2W18DGKR (Thymidine)'],,,,,,,,,,,,
746614,NLM,MEDLINE,19790516,20061115,0324-1068 (Print) 0324-1068 (Linking),15,6,1978,[Changes in the serum proteins of cattle with leukemia].,42-6,"['Antonov, S', 'Lalov, Kh']","['Antonov S', 'Lalov Kh']",['bul'],"['Comparative Study', 'English Abstract', 'Journal Article']",Prouchvaniia vurkhu izmeneniiata na serumnite proteini pri bolni ot levkoza goveda.,Bulgaria,Vet Med Nauki,Veterinarno-meditsinski nauki,0414760,IM,"['Animals', '*Blood Protein Electrophoresis', 'Cattle', 'Cattle Diseases/*blood', 'Female', 'Leukemia/*veterinary', 'Leukocyte Count', 'Male']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Vet Med Nauki. 1978;15(6):42-6.,,,"Studied was the content of total protein and the protein fraction ratio in the blood serum of 14 normal and 58 leukosis-affected cattle. It was found that in the initial phase of leukosis there were no essential changes in the serum proteins. In animals with a more advanced course of the disease (up to 25000 leukocytes per ml, with 65-85 per cent lymphocytes) no drop of the albumins and rise of the alpha-globulins and gamma-globulins were observed, however, there were cases presenting comparatively high lymphocytosis (up to 23000 lymphocytes) without changes in the serum proteins. In animals with well manifested tumoral changes there were almost invariably a strong drop of the albumins (up to 15-20 per cent) and a rise of the alpha1-globulins (up to 15 per cent), alpha2-globulins (up to 18 per cent), and gamma-globulins (up to 51 per cent).",,,,,,,,,,
746602,NLM,MEDLINE,19790524,20171213,0300-8916 (Print) 0300-8916 (Linking),64,5,1978 Oct 31,Hairy cell leukemia: enzyme-histochemical and ultrastructural investigation of one case.,535-47,"['Pilotti, S', 'Carbone, A', 'Lombardi, L', 'Tavolato, C', 'Rilke, F']","['Pilotti S', 'Carbone A', 'Lombardi L', 'Tavolato C', 'Rilke F']",['eng'],"['Case Reports', 'Journal Article']",,United States,Tumori,Tumori,0111356,IM,"['Blood Cells/ultrastructure', 'Bone Marrow/ultrastructure', 'Humans', 'Leukemia, Hairy Cell/*enzymology/ultrastructure', 'Lymph Nodes/ultrastructure', 'Male', 'Middle Aged', 'Spleen/ultrastructure']",1978/10/31 00:00,1978/10/31 00:01,['1978/10/31 00:00'],"['1978/10/31 00:00 [pubmed]', '1978/10/31 00:01 [medline]', '1978/10/31 00:00 [entrez]']",ppublish,Tumori. 1978 Oct 31;64(5):535-47.,,,"The investigation was carried out on blood smears, bone marrow aspirates, one lymph node biopsy, and the surgically removed spleen of a 53-year-old man with hairy cell leukemia. In the blood smears stained with May-Grunwald-Giemsa, 60 to 70% of the hairy cells contained tubular inclusions that corresponded to the ribosome-lamella complexes demonstrated at electron microscopy. In blood smears, imprints and cryostatic sections of the lymph node and of the spleen, hairy cells revealed tartrate-resistant acid phosphatase, beta-glucuronidase and adenosine-triphosphatase activity. In the spleen neutral esterase and alkaline phosphatase demonstrated the numerical increase of the histiocytes, which ultrastructurally displayed phagocytic activity. The presence in the spleen of pseudosinuses lined by hairy cells was confirmed by electron microscopy as well as by cytoenzymology.",,,,,,,,,,
746438,NLM,MEDLINE,19790516,20151119,0256-9574 (Print),54,24,1978 Dec 9,Further local experience in the treatment of acute non-lymphoblastic leukaemia.,1011-4,"['Bezwoda, W R', 'Baynes, R D', 'Hougaard, M', 'Derman, D P', 'Bothwell, T H', 'Katz, J']","['Bezwoda WR', 'Baynes RD', 'Hougaard M', 'Derman DP', 'Bothwell TH', 'Katz J']",['eng'],['Journal Article'],,South Africa,S Afr Med J,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,0404520,IM,"['Acute Disease', 'Adult', 'Aged', 'Cyclophosphamide/therapeutic use', 'Cytarabine/therapeutic use', 'Daunorubicin/therapeutic use', 'Drug Therapy, Combination', 'Humans', 'Leukemia/*drug therapy', 'Middle Aged', 'Prednisone/therapeutic use', 'Thioguanine/therapeutic use', 'Vincristine/therapeutic use']",1978/12/09 00:00,1978/12/09 00:01,['1978/12/09 00:00'],"['1978/12/09 00:00 [pubmed]', '1978/12/09 00:01 [medline]', '1978/12/09 00:00 [entrez]']",ppublish,S Afr Med J. 1978 Dec 9;54(24):1011-4.,"['04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'FTK8U1GZNX (Thioguanine)', 'VB0R961HZT (Prednisone)', 'ZS7284E0ZP (Daunorubicin)']",,"Ninety-two patients suffering from various forms of acute non-lymphoblastic leukaemia were seen at the Johannesburg General Hospital between January 1972 and December 1977. Seventy-four completed at least one course of therapy, and were therefore available for evaluation. Three basic regimens were used for inducing remissions. These included daunorubicin and cytosine arabinoside (regimen 1-19 patients); larger doses of daunorubicin together with cytosine arabinoside (regimen 2-29 patients); and a combination of cyclophosphamide, vincristine, cytosine arabinoside and prednisone (regimen 3-22 patients). Regimen 3 was normally used only in older patients. Supportive measures included the use of red cell, granulocyte and platelet transfusions. Complete remission rates with the 3 regimens were 36,8%, 55,1% and 40,9% respectively, with corresponding partial remission rates of 5,2%, 0% and 18,1% respectively. The mean duration of survival in those patients who achieved remission was 10 months, 18 months and 8 months respectively. In addition, a complete remission rate of 28,6% was obtained in 14 patients, 10 of whom had relapsed while being treated with other regimens and who were later treated with an 8-drug combination (TRAMPCOL).",,,,,,,,,,
746293,NLM,MEDLINE,19790526,20191028,0390-5748 (Print) 0390-5748 (Linking),8,3,1978 Jul-Sep,Vaccination of leukemic mice with viable drug-altered leukemic cells.,127-33,"['Boerio, D', 'Cavalli, M', 'Marelli, O', 'Veronese, F', 'Nicolin, A']","['Boerio D', 'Cavalli M', 'Marelli O', 'Veronese F', 'Nicolin A']",['eng'],['Journal Article'],,Italy,Ric Clin Lab,La Ricerca in clinica e in laboratorio,7613947,IM,"['Animals', 'Antigens, Neoplasm/*administration & dosage/isolation & purification/radiation effects', 'Dacarbazine/*pharmacology', 'Histocompatibility Antigens', 'Immunization, Passive', 'Immunotherapy', 'Leukemia L1210/immunology/*therapy', 'Male', 'Mice', 'Mice, Inbred Strains', 'Triazenes/*pharmacology', 'X-Rays']",1978/07/01 00:00,1978/07/01 00:01,['1978/07/01 00:00'],"['1978/07/01 00:00 [pubmed]', '1978/07/01 00:01 [medline]', '1978/07/01 00:00 [entrez]']",ppublish,Ric Clin Lab. 1978 Jul-Sep;8(3):127-33. doi: 10.1007/BF02904984.,"['0 (Antigens, Neoplasm)', '0 (Histocompatibility Antigens)', '0 (Triazenes)', '7GR28W0FJI (Dacarbazine)']",,"The treatment in vivo with anti-tumour drugs can induce an antigenic alteration of L1210 leukemia resulting in the rejection of an inoculum of 10 X 10(6) viable cells in syngeneic mice. As drug-induced antigens appeared in excess of any pre-existing tumour-associated transplantation antigens (TATA), viable altered cells have been used to sensitize syngeneic animals. Experiments showed that viable altered cells elicited stronger anti-TATA reaction than X-inactivated parental cells, as measured by host survival to a challenge of L1210 leukemia. TATA immunogenicity of parental cells has been preminent, in the strain of animals used, to determine the sensitizing effectiveness of 5-(3,3-dimethyl-1-triazeno)-imidazole-4-carboxamide (DTIC) cells. Host protection to an inoculum of parental tumours has been more proficient with the DTIC subline derived from highly immunogenic L1210Ha cells than from poorly immunogenic L1210Cr cells. Immunoprophylactic inocula, proper chemotherapeutic treatments and adoptive transfer of immune lymphocytes used in combination exerted a synergic host protection.",['10.1007/BF02904984 [doi]'],,,,,,,,,
746282,NLM,MEDLINE,19790523,20061115,0035-0362 (Print) 0035-0362 (Linking),92,5-6,1978 Nov-Dec,[Hypereosinophilic syndrome: eosinophilic leukemia. Description of a case with confirmation at autopsy].,121-5,"['Kerbauy, J', 'Pasqualin, R', 'Silva, M R', 'Pio da Silva, M', 'Ferraz, C N']","['Kerbauy J', 'Pasqualin R', 'Silva MR', 'Pio da Silva M', 'Ferraz CN']",['por'],"['Case Reports', 'English Abstract', 'Journal Article']",Sindrome hipereosinofilica: leucemia eosinofilica. Descricao de um caso com confirmacao necroscopica.,Brazil,Rev Paul Med,Revista paulista de medicina,0404326,IM,"['Adult', 'Blood Cell Count', 'Eosinophilia/*complications/pathology', 'Eosinophils', 'Humans', 'Leukemia/*complications/pathology', 'Male']",1978/11/01 00:00,1978/11/01 00:01,['1978/11/01 00:00'],"['1978/11/01 00:00 [pubmed]', '1978/11/01 00:01 [medline]', '1978/11/01 00:00 [entrez]']",ppublish,Rev Paul Med. 1978 Nov-Dec;92(5-6):121-5.,,,,,,,,,,,,,
746245,NLM,MEDLINE,19790524,20190902,0080-0015 (Print) 0080-0015 (Linking),65,,1978,Chemotherapy in non-Hodgkin's malignant lymphomas according to potential evolutive groups.,149-59,"['Sotto, J J', 'Michallet, M', 'Sotto, M F', 'Lachet, B', 'Martin, H', 'Schaerer, R', 'Vrousos, C', 'Hollard, D']","['Sotto JJ', 'Michallet M', 'Sotto MF', 'Lachet B', 'Martin H', 'Schaerer R', 'Vrousos C', 'Hollard D']",['eng'],['Journal Article'],,Germany,Recent Results Cancer Res,Recent results in cancer research. Fortschritte der Krebsforschung. Progres dans les recherches sur le cancer,0044671,IM,"['Antineoplastic Agents/*administration & dosage', 'Drug Therapy, Combination', 'Humans', 'Leukemia/pathology', 'Lymphoma/classification/*drug therapy/pathology', 'Neoplasm Metastasis', 'Neoplasm Staging', 'Prognosis']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Recent Results Cancer Res. 1978;65:149-59. doi: 10.1007/978-3-642-81249-1_18.,['0 (Antineoplastic Agents)'],,,['10.1007/978-3-642-81249-1_18 [doi]'],,,,,,,,,
745589,NLM,MEDLINE,19790523,20190902,0098-1532 (Print) 0098-1532 (Linking),5,1,1978,Increasing incidence of Gram-positive sepsis in cancer patients.,241-4,"['Pizzo, P A', 'Ladisch, S', 'Simon, R M', 'Gill, F', 'Levine, A S']","['Pizzo PA', 'Ladisch S', 'Simon RM', 'Gill F', 'Levine AS']",['eng'],['Journal Article'],,United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,IM,"['Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Leukemia/complications', 'Neoplasms/*complications', 'Sepsis/*etiology', 'Staphylococcal Infections/complications', 'Staphylococcus aureus']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Med Pediatr Oncol. 1978;5(1):241-4. doi: 10.1002/mpo.2950050133.,,,A review of the agents causing septicemia in cancer patients during a nine-year period (1968--76) revealed that Gram-positive organisms (especially S aureus) have become the most frequent isolates during the last two years. This unanticipated increase (P less than 0.001) in the number of Gram-positive isolates could not be related to horizontal transmission nor to changes in patient characteristics or therapy.,['10.1002/mpo.2950050133 [doi]'],,,,,,,,,
745587,NLM,MEDLINE,19790523,20190902,0098-1532 (Print) 0098-1532 (Linking),5,1,1978,Septicemia in acute leukemia.,193-203,"['Cesario, T C', 'Slater, L M', 'Armentrout, S A', 'Thrupp, L D', 'Tilles, J G']","['Cesario TC', 'Slater LM', 'Armentrout SA', 'Thrupp LD', 'Tilles JG']",['eng'],['Journal Article'],,United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Age Factors', 'Aged', 'Anti-Bacterial Agents/therapeutic use', 'Child', 'Child, Preschool', 'Female', 'Fever/etiology', 'Granulocytes', 'Humans', 'Leukemia/*complications', 'Leukocyte Count', 'Male', 'Middle Aged', 'Prognosis', 'Sepsis/*complications/drug therapy']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Med Pediatr Oncol. 1978;5(1):193-203. doi: 10.1002/mpo.2950050127.,['0 (Anti-Bacterial Agents)'],,"We have surveyed septicemic episodes occuring in individuals with acute leukemia and have found two factors favorably influencing survival, mainly granulocyte counts over 1,000 mm3 and gram-positive bacteremias. In contrast, blood cultures persistently positive for longer than 48 hours were a bad prognosticator. Significantly, patients with gram-positive bacteremia had received less antibiotics in the week prior to septicemia than had patients with gram-negative bacteremia.",['10.1002/mpo.2950050127 [doi]'],,,,,,,,,
745295,NLM,MEDLINE,19790523,20041117,0047-1860 (Print) 0047-1860 (Linking),26,12,1978 Dec,[Routine chromosome analysis in clinical laboratory: a study on chromosome aberrations in patients at Tokai University Hospital (author's transl)].,1043-9,"['Tadano, J', 'Nagumo, F']","['Tadano J', 'Nagumo F']",['jpn'],['Journal Article'],,Japan,Rinsho Byori,Rinsho byori. The Japanese journal of clinical pathology,2984781R,IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', '*Chromosome Aberrations', '*Chromosome Disorders', 'Female', 'Humans', 'Infant', 'Japan', 'Leukemia/genetics', 'Male', 'Middle Aged']",1978/12/01 00:00,1978/12/01 00:01,['1978/12/01 00:00'],"['1978/12/01 00:00 [pubmed]', '1978/12/01 00:01 [medline]', '1978/12/01 00:00 [entrez]']",ppublish,Rinsho Byori. 1978 Dec;26(12):1043-9.,,,,,,,,,,,,,
745025,NLM,MEDLINE,19790516,20131121,0022-3417 (Print) 0022-3417 (Linking),126,3,1978 Nov,Morphological aspects of glucocorticoid-induced cell death in human lymphoblastoid cells.,181-7,"['Robertson, A M', 'Bird, C C', 'Waddell, A W', 'Currie, A R']","['Robertson AM', 'Bird CC', 'Waddell AW', 'Currie AR']",['eng'],['Journal Article'],,England,J Pathol,The Journal of pathology,0204634,IM,"['Cell Line', 'Cell Nucleus/ultrastructure', 'Cell Survival/*drug effects', 'Cytoplasm/ultrastructure', 'Humans', 'Leukemia, Lymphoid/*ultrastructure', 'Methylprednisolone/*pharmacology', 'Microscopy, Electron, Scanning', 'Time Factors']",1978/11/01 00:00,1978/11/01 00:01,['1978/11/01 00:00'],"['1978/11/01 00:00 [pubmed]', '1978/11/01 00:01 [medline]', '1978/11/01 00:00 [entrez]']",ppublish,J Pathol. 1978 Nov;126(3):181-7. doi: 10.1002/path.1711260307.,['X4W7ZR7023 (Methylprednisolone)'],,"Morphological aspects of cell death associated with a cytolethal concentration of methylprednisolone sodium succinate (500 micrograms/ml) on the BLA1 lymphoblastoid cell line were studied over a 48-hr incubation period by light, transmission and scanning electron microscopy. Studies revealed two distinctive morphological changes induced by the steroid from 1 hr onwards after treatment. One showed contortion and ""blebbing"" of the cytoplasm and nucleus accompanied or followed by nuclear pyknosis, resulting in the formation of membrane-bounded bodies containing apparently normal cytoplasmic organelles with or without nuclear fragments. The other showed ""rounding up"" of the cell with loss of cytoplasmic protrusions and long slender surface processes, aggregation of well-preserved cytoplasmic organelles, accompanied by nuclear pyknosis and fragmentation. In both cases many of the features are typical of apoptosis. The subsequent degeneration of cells and fragments not unexpectedly resembled in vitro autolysis. This in-vitro system is suitable for studying the early biochemical events and intracellular control mechanisms of apoptosis.",['10.1002/path.1711260307 [doi]'],,,,,,,,,
744892,NLM,MEDLINE,19790516,20110728,0021-5384 (Print) 0021-5384 (Linking),67,12,1978 Dec 10,[Symposium on cancer and immunity. (4) Chemoimmunotherapy of acute leukemia with cell wall skeleton of BCG (author's transl)].,1500-5,"['Yamada, K']",['Yamada K'],['jpn'],['Journal Article'],,Japan,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,19130210R,IM,"['Acute Disease', 'Adult', 'BCG Vaccine/*therapeutic use', 'Cell Wall/immunology', 'Humans', 'Immunotherapy', 'Leukemia/drug therapy/*therapy', 'Male']",1978/12/10 00:00,1978/12/10 00:01,['1978/12/10 00:00'],"['1978/12/10 00:00 [pubmed]', '1978/12/10 00:01 [medline]', '1978/12/10 00:00 [entrez]']",ppublish,Nihon Naika Gakkai Zasshi. 1978 Dec 10;67(12):1500-5.,['0 (BCG Vaccine)'],,,,,,,,,,,,
744891,NLM,MEDLINE,19790516,20110728,0021-5384 (Print) 0021-5384 (Linking),67,12,1978 Dec 10,[Symposium on cancer and immunity. (3) Diagnostic immunological parameter in cancer patients (author's transl)].,1495-9,"['Yata, K']",['Yata K'],['jpn'],['Journal Article'],,Japan,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,19130210R,IM,"['Humans', 'Leukemia/immunology', 'Lung Neoplasms/immunology', 'Neoplasms/*diagnosis/immunology', 'Phytohemagglutinins/pharmacology', '*Skin Tests', 'Tuberculin Test']",1978/12/10 00:00,1978/12/10 00:01,['1978/12/10 00:00'],"['1978/12/10 00:00 [pubmed]', '1978/12/10 00:01 [medline]', '1978/12/10 00:00 [entrez]']",ppublish,Nihon Naika Gakkai Zasshi. 1978 Dec 10;67(12):1495-9.,['0 (Phytohemagglutinins)'],,,,,,,,,,,,
744727,NLM,MEDLINE,19790523,20190722,0017-9078 (Print) 0017-9078 (Linking),35,5,1978 Nov,A somatic dose index for diagnostic radiology.,629-42,"['Laws, P W', 'Rosenstein, M']","['Laws PW', 'Rosenstein M']",['eng'],['Journal Article'],,United States,Health Phys,Health physics,2985093R,IM,"['Breast Neoplasms/etiology', 'Dose-Response Relationship, Radiation', 'Female', 'Fetus/radiation effects', 'Humans', 'Leukemia, Radiation-Induced/etiology', 'Lung Neoplasms/etiology', 'Male', 'Neoplasms, Radiation-Induced/*etiology', 'Ovary/radiation effects', 'Pregnancy', 'Radiation Dosage', 'Radiography/*adverse effects', 'Risk', 'Sex Factors', 'Testis/radiation effects', 'Thyroid Neoplasms/etiology']",1978/11/01 00:00,1978/11/01 00:01,['1978/11/01 00:00'],"['1978/11/01 00:00 [pubmed]', '1978/11/01 00:01 [medline]', '1978/11/01 00:00 [entrez]']",ppublish,Health Phys. 1978 Nov;35(5):629-42. doi: 10.1097/00004032-197811000-00004.,,,,['10.1097/00004032-197811000-00004 [doi]'],,,,,,,,,
744447,NLM,MEDLINE,19790523,20071115,0017-0275 (Print) 0017-0275 (Linking),59,11,1978 Nov,[Total body irradiation (TBI) in chronic lymphatic leukemia and non-Hodgkin's lymphoma].,457-69,"['Babini, L', 'Barbieri, E', 'Emiliani, E', 'Lauria, F', 'Sciascia, R']","['Babini L', 'Barbieri E', 'Emiliani E', 'Lauria F', 'Sciascia R']",['ita'],"['English Abstract', 'Journal Article']","La ""total body irradiation "" (T.B.I.) nella leucemia linfatica cronica e nei linfomi non Hodgkin.",Italy,G Clin Med,Giornale di clinica medica,0413411,IM,"['Humans', 'Leukemia, Lymphoid/*radiotherapy', 'Lymphoma/*radiotherapy', 'Male', 'Methods', 'Middle Aged', 'Remission, Spontaneous']",1978/11/01 00:00,1978/11/01 00:01,['1978/11/01 00:00'],"['1978/11/01 00:00 [pubmed]', '1978/11/01 00:01 [medline]', '1978/11/01 00:00 [entrez]']",ppublish,G Clin Med. 1978 Nov;59(11):457-69.,,,,,,,,,,,,,
744257,NLM,MEDLINE,19790523,20090605,0430-0920 (Print) 0430-0920 (Linking),33,8,1978 Aug,Nitrogen mustards derived from alpha-hydroxymethyleneketones.,612-7,"['Mariani, E', 'Tasca, A', 'Bignardi, G', 'Schenone, P']","['Mariani E', 'Tasca A', 'Bignardi G', 'Schenone P']",['eng'],['Journal Article'],,Italy,Farmaco Sci,Il Farmaco; edizione scientifica,0370716,IM,"['Animals', 'Female', '*Ketones', 'Leukemia, Experimental/drug therapy', 'Methods', 'Mice', 'Nitrogen Mustard Compounds/*chemical synthesis/therapeutic use']",1978/08/01 00:00,1978/08/01 00:01,['1978/08/01 00:00'],"['1978/08/01 00:00 [pubmed]', '1978/08/01 00:01 [medline]', '1978/08/01 00:00 [entrez]']",ppublish,Farmaco Sci. 1978 Aug;33(8):612-7.,"['0 (Ketones)', '0 (Nitrogen Mustard Compounds)']",,alpha-[Bis-(2-chloroethyl)]aminomethyleneketones were prepared starting from alpha-hydroxymethyleneketones and N-(2-chloroethyl)-2-chloroethanamine. Also 3-[2-(2-chloroethylthio)ethyl]aminomethylene-2-bornanone was synthesized from 2-(2-chloroethylthio)ethanamine and 3-hydroxymethylene-2-bornanone. This compound and 3-[bis-(2-chloroethyl]aminoemthylene-2-norbornanone were active against P388 lymphocytic leukemia in mice.,,,,,,,,,,
744202,NLM,MEDLINE,19790526,20131121,0301-472X (Print) 0301-472X (Linking),6,10,1978 Nov,Incapacity of hematopoietic stem cell-deprived mice to produce tumor colonies induced by Friend virus-infected cells.,777-84,"['Wendling, F', 'Tambourin, P', 'Moreau-Gachelin, F']","['Wendling F', 'Tambourin P', 'Moreau-Gachelin F']",['eng'],['Journal Article'],,Netherlands,Exp Hematol,Experimental hematology,0402313,IM,"['Animals', 'Busulfan/pharmacology', 'Cell Transformation, Viral/drug effects', 'Colony-Forming Units Assay', 'Erythropoiesis/drug effects', 'Erythropoietin/pharmacology', 'Friend murine leukemia virus', 'Hematopoietic Stem Cells/drug effects/*immunology/radiation effects', 'Leukemia, Experimental/*immunology', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Neoplasm Transplantation', 'Spleen/cytology', 'Transplantation, Isogeneic']",1978/11/01 00:00,1978/11/01 00:01,['1978/11/01 00:00'],"['1978/11/01 00:00 [pubmed]', '1978/11/01 00:01 [medline]', '1978/11/01 00:00 [entrez]']",ppublish,Exp Hematol. 1978 Nov;6(10):777-84.,"['11096-26-7 (Erythropoietin)', 'G1LN9045DK (Busulfan)']",,"The role of host hematopoietic stem cells in the formation of tumor colonies in the spleen of (C57BL/6 X DBA/2) F1 mice after grafts of spleen cells from Friend virus (FVP)-infected donors has been investigated. Hematopoietic stem cell compartments of recipient mice were destroyed by Myleran treatment or gamma-ray irradiation. A single injection of Myleran reduced the pluripotent hematopoietic stem cells (CFU) and the erythropoietin responsive cells (ERC) in polycythemic mice to around 1% of that of controls. Repeated injections of erythropoietin (EPO) restored the erythropoietic precursor cell (ERC) population. Pretreatment of polycythemic hosts with Myleran totally suppressed the tumor colony forming ability of grafted Friend virus-infected spleen cells, whereas it had no effect on tumor colonies produced by inoculation of true tumoral Friend cells. After EPO injections in such Myleran-treated recipients, with a consequent appreciable ERC repopulation, splenic colonies again occurred. Similar results were obtained in hosts whose ERC populations were damaged by irradiation. These data strongly suggest that splenic colonies result from the proliferation of the host cells transformed by virus released by Friend virus-infected cells and not from the proliferation of donor tumor cells.",,,,,,,,,,
743860,NLM,MEDLINE,19790526,20131121,0009-9074 (Print) 0009-9074 (Linking),86,3,1978 Aug 15,[Clinical evaluation of a chronopluricorticoid preparation].,229-40,"['Gattoni, A', 'Selce, P', 'Siena, A M', 'Giuliarini, G', 'Altucci, P']","['Gattoni A', 'Selce P', 'Siena AM', 'Giuliarini G', 'Altucci P']",['ita'],"['English Abstract', 'Journal Article']",Valutazione clinica di un preparato cronopluricorticoide.,Italy,Clin Ter,La Clinica terapeutica,0372604,IM,"['Adolescent', 'Adrenal Cortex Hormones/*therapeutic use', 'Adult', 'Aged', 'Asthma/*drug therapy', 'Colitis, Ulcerative/*drug therapy', 'Collagen Diseases/*drug therapy', 'Corticosterone/therapeutic use', 'Cortisone/therapeutic use', 'Drug Combinations', 'Drug Evaluation', 'Female', 'Hepatitis/*drug therapy', 'Humans', 'Joint Diseases/*drug therapy', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Middle Aged', 'Myositis/*drug therapy', 'Prednisolone/therapeutic use']",1978/08/15 00:00,1978/08/15 00:01,['1978/08/15 00:00'],"['1978/08/15 00:00 [pubmed]', '1978/08/15 00:01 [medline]', '1978/08/15 00:00 [entrez]']",ppublish,Clin Ter. 1978 Aug 15;86(3):229-40.,"['0 (Adrenal Cortex Hormones)', '0 (Drug Combinations)', '9PHQ9Y1OLM (Prednisolone)', 'V27W9254FZ (Cortisone)', 'W980KJ009P (Corticosterone)']",,,,,,,,,,,,
743560,NLM,MEDLINE,19790523,20151119,0300-0893 (Print) 0300-0893 (Linking),29,8,1978 Nov,Carnitine prevention of adriamycin toxicity in mice.,265-8,"['Alberts, D S', 'Peng, Y M', 'Moon, T E', 'Bressler, R']","['Alberts DS', 'Peng YM', 'Moon TE', 'Bressler R']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,France,Biomedicine,Biomedicine / [publiee pour l'A.A.I.C.I.G.],0361342,IM,"['Animals', 'Carnitine/*pharmacology', 'Colony-Forming Units Assay', 'Doxorubicin/*antagonists & inhibitors/toxicity', 'Female', 'Leukemia, Experimental/pathology', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred DBA', 'Time Factors']",1978/11/01 00:00,1978/11/01 00:01,['1978/11/01 00:00'],"['1978/11/01 00:00 [pubmed]', '1978/11/01 00:01 [medline]', '1978/11/01 00:00 [entrez]']",ppublish,Biomedicine. 1978 Nov;29(8):265-8.,"['80168379AG (Doxorubicin)', 'S7UI8SM58A (Carnitine)']",,"Carnitine, a naturally occurring nontoxic compound which aids the myocardial cell in efficiently meeting energy requirements, has been evaluated as a possible protective agent against acute and chronic adriamycin induced mouse toxicity. We have shown that carnitine treatment significantly decreases both acute high dose and chronic, intermittent, low dose adriamycin associated lethality in normal mice. These protective effects are accomplished without decreasing adriamycin anti-tumor activity or increasing bone marrow toxicity.",,,,,,,,,,
