PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,GR,RN,TT,PMC,CON,SI,CIN,OTO,OT,IR,FIR,IRAD,OID,GN,EIN
2627605,NLM,MEDLINE,19900424,20071115,0268-3369 (Print) 0268-3369 (Linking),4 Suppl 3,,1989 Dec,Comparative evaluation of response to intensive chemotherapy in acute leukaemic patients.,24,,"['Mod, A', 'Tamaska, J', 'Poros, A', 'Kiraly, A', 'Adam, E', 'Gidali, J', 'Hollan, S R']","['Mod A', 'Tamaska J', 'Poros A', 'Kiraly A', 'Adam E', 'Gidali J', 'Hollan SR']","['Natl. Inst. Haematol. & Blood Transfusion, Budapest, Hungary.']",['eng'],"['Comparative Study', 'Journal Article']",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Bone Marrow/pathology', 'Cytogenetics', 'Humans', 'Leukemia, Myeloid, Acute/diagnosis/*drug therapy/genetics', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/diagnosis/*drug therapy/genetics']",1989/12/01 00:00,1989/12/01 00:01,['1989/12/01 00:00'],"['1989/12/01 00:00 [pubmed]', '1989/12/01 00:01 [medline]', '1989/12/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1989 Dec;4 Suppl 3:24.,,,,,,,,,,,,,,,,
2627604,NLM,MEDLINE,19900424,20141120,0268-3369 (Print) 0268-3369 (Linking),4 Suppl 3,,1989 Dec,The prognostic value of determining proliferative response of lymphocytes to mitogens in children with acute lymphoid leukaemia.,23,,"['Nakic, M', 'Kastelan, M', 'Ivankovic, D', 'Tiefenbach, A', 'Konja, J', 'Rajic, L', 'Hrsak, M', 'Rudolf, M', 'Feminic-Kes, R', 'Petkovic, I']","['Nakic M', 'Kastelan M', 'Ivankovic D', 'Tiefenbach A', 'Konja J', 'Rajic L', 'Hrsak M', 'Rudolf M', 'Feminic-Kes R', 'Petkovic I', 'et al.']","['Institute for Mother and Child Health, Faculty of Medicine, University of Zagreb, Yugoslavia.']",['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Child', 'Humans', 'In Vitro Techniques', '*Lymphocyte Activation', 'Mitogens/pharmacology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/classification/*immunology/therapy', 'Prognosis']",1989/12/01 00:00,1989/12/01 00:01,['1989/12/01 00:00'],"['1989/12/01 00:00 [pubmed]', '1989/12/01 00:01 [medline]', '1989/12/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1989 Dec;4 Suppl 3:23.,,,['0 (Mitogens)'],,,,,,,,,,,,,
2627603,NLM,MEDLINE,19900424,20151119,0268-3369 (Print) 0268-3369 (Linking),4 Suppl 3,,1989 Dec,Expression of natural killer (NK) antigens in malignant histiocytosis and a subset of acute myelomonocytic leukaemias.,22,,"['Gattei, V', 'Carbone, A', 'Marotta, G', 'De Rosa, L', 'Mancardi, S', 'Alosi, M', 'Attadia, V', 'Zagonel, V', 'Pinto, A']","['Gattei V', 'Carbone A', 'Marotta G', 'De Rosa L', 'Mancardi S', 'Alosi M', 'Attadia V', 'Zagonel V', 'Pinto A']","['Leukemia Unit, C.R.O., Aviano, Italy.']",['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Antigens, CD', 'Antigens, Differentiation', 'Biomarkers, Tumor/*immunology', 'Histiocytic Sarcoma/*immunology', 'Humans', 'Killer Cells, Natural/*immunology', 'Leukemia, Myelomonocytic, Acute/classification/*immunology', 'Neoplastic Stem Cells/immunology']",1989/12/01 00:00,1989/12/01 00:01,['1989/12/01 00:00'],"['1989/12/01 00:00 [pubmed]', '1989/12/01 00:01 [medline]', '1989/12/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1989 Dec;4 Suppl 3:22.,,,"['0 (Antigens, CD)', '0 (Antigens, Differentiation)', '0 (Biomarkers, Tumor)']",,,,,,,,,,,,,
2627602,NLM,MEDLINE,19900424,20111117,0268-3369 (Print) 0268-3369 (Linking),4 Suppl 3,,1989 Dec,Plasma lactoferrin content and lactoferrin gene expression in acute leukaemia.,21,,"['Bezwoda, W R', 'Dajee, D', 'Keeping, J']","['Bezwoda WR', 'Dajee D', 'Keeping J']","['Department of Medicine, University of the Witwatersrand.']",['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Gene Expression Regulation, Neoplastic', 'Humans', 'Lactoferrin/*blood/genetics', 'Lactoglobulins/*blood', 'Leukemia, Myeloid, Acute/*blood/genetics', 'Neoplastic Stem Cells/metabolism', 'RNA, Messenger/genetics']",1989/12/01 00:00,1989/12/01 00:01,['1989/12/01 00:00'],"['1989/12/01 00:00 [pubmed]', '1989/12/01 00:01 [medline]', '1989/12/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1989 Dec;4 Suppl 3:21.,,,"['0 (Lactoglobulins)', '0 (RNA, Messenger)', 'EC 3.4.21.- (Lactoferrin)']",,,,,,,,,,,,,
2627601,NLM,MEDLINE,19900424,20071115,0268-3369 (Print) 0268-3369 (Linking),4 Suppl 3,,1989 Dec,High frequency of cross-lineage antigenic expression in acute myeloid leukaemia cells of elderly patients.,20,,"['Marotta, G', 'Sorio, R', 'Gattei, V', 'Bullian, P L', 'De Rosa, L', 'Mancardi, S', 'Attadia, V', 'Carbone, A', 'Monfardini, S', 'Zagonel, V']","['Marotta G', 'Sorio R', 'Gattei V', 'Bullian PL', 'De Rosa L', 'Mancardi S', 'Attadia V', 'Carbone A', 'Monfardini S', 'Zagonel V', 'et al.']","['Leukemia Unit, C.R.O., Aviano, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Aged', 'Aged, 80 and over', 'Antigens, CD', '*Antigens, Neoplasm', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/classification/*immunology', 'Male', 'Middle Aged', 'Neoplastic Stem Cells/immunology']",1989/12/01 00:00,1989/12/01 00:01,['1989/12/01 00:00'],"['1989/12/01 00:00 [pubmed]', '1989/12/01 00:01 [medline]', '1989/12/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1989 Dec;4 Suppl 3:20.,,,"['0 (Antigens, CD)', '0 (Antigens, Neoplasm)']",,,,,,,,,,,,,
2627600,NLM,MEDLINE,19900424,20151119,0268-3369 (Print) 0268-3369 (Linking),4 Suppl 3,,1989 Dec,Flow-cytometric immunophenotyping of acute leukaemia.,13-5,"A wide panel of commercially available monoclonal antibodies (Mo.Abs.) has substantially improved immunological distinguishing of various types of acute leukaemias (AL), whereas the flow-cytometric approach allows a more objective and sensitive cell-marker analysis; combined with high numbers of cells analyzed, it yields data of high statistical significance. In addition, multiparameter analysis offers the possibility of studying heterogenous cell populations. Both technical advancements were used to study the expression of leukocyte differentiation antigens in 90 adult patients with AL. With the panel of Mo.Abs. used, the diagnosis was unequivocally established in 90% of cases; four of them (4.4% of the total) expressed unusual (mixed) phenotype. When combined with cytological/cytochemical data, the diagnosis was established in 95.6% of cases, whereas 4.4% of all cases remained unclassified.","['Batinic, D']",['Batinic D'],"['Department of Clinical Laboratory Diagnostics, Zagreb University School of Medicine and Clinical Center, Croatia, Yugoslavia.']",['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Acute Disease', 'Adult', 'Antibodies, Monoclonal', 'Antigens, Differentiation', 'Biomarkers, Tumor/immunology', 'Flow Cytometry', 'Humans', 'Leukemia/classification/diagnosis/*immunology', 'Phenotype']",1989/12/01 00:00,1989/12/01 00:01,['1989/12/01 00:00'],"['1989/12/01 00:00 [pubmed]', '1989/12/01 00:01 [medline]', '1989/12/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1989 Dec;4 Suppl 3:13-5.,,,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Differentiation)', '0 (Biomarkers, Tumor)']",,,,,,,,,,,,,
2627599,NLM,MEDLINE,19900424,20071115,0268-3369 (Print) 0268-3369 (Linking),4 Suppl 3,,1989 Dec,Clonal development and cytogenetics of acute leukaemias.,12,,"['Najfeld, V']",['Najfeld V'],"['Polly Annenberg Levee Hematology Center, Mount Sinai Medical Center, New York, N.Y. 10029.']",['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Acute Disease', 'Genetic Markers', 'Humans', 'Leukemia/genetics/*pathology', 'Leukemia, Myeloid, Acute/genetics/pathology', 'Neoplastic Stem Cells/pathology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/genetics/pathology']",1989/12/01 00:00,1989/12/01 00:01,['1989/12/01 00:00'],"['1989/12/01 00:00 [pubmed]', '1989/12/01 00:01 [medline]', '1989/12/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1989 Dec;4 Suppl 3:12.,,,['0 (Genetic Markers)'],,,,,,,,,,,,,
2627598,NLM,MEDLINE,19900424,20131121,0268-3369 (Print) 0268-3369 (Linking),4 Suppl 3,,1989 Dec,Evaluation of renal function in patients treated with bone marrow transplantation.,112-3,,"['Stavljenic, A', 'Cvoriscec, D', 'Plavsic, F', 'Bogdanic, V', 'Labar, B']","['Stavljenic A', 'Cvoriscec D', 'Plavsic F', 'Bogdanic V', 'Labar B']","['Department of Clinical Laboratory Diagnostics, Zagreb University School of Medicine, Yugoslavia.']",['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Anemia, Aplastic/drug therapy/physiopathology/surgery', 'Bone Marrow Transplantation/*physiology', 'Combined Modality Therapy', 'Creatinine/blood', 'Cyclosporins/adverse effects', 'Enzymes/urine', 'Humans', 'Kidney/drug effects/*physiopathology', 'Leukemia/drug therapy/physiopathology/surgery']",1989/12/01 00:00,1989/12/01 00:01,['1989/12/01 00:00'],"['1989/12/01 00:00 [pubmed]', '1989/12/01 00:01 [medline]', '1989/12/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1989 Dec;4 Suppl 3:112-3.,,,"['0 (Cyclosporins)', '0 (Enzymes)', 'AYI8EX34EU (Creatinine)']",,,,,,,,,,,,,
2627597,NLM,MEDLINE,19900424,20041117,0268-3369 (Print) 0268-3369 (Linking),4 Suppl 3,,1989 Dec,The significance of immunological monitoring after allogeneic bone marrow transplantation.,111,,"['Pavletic, Z', 'Petrovecki, M', 'Bogdanic, V', 'Nemet, D', 'Uzarevic, B', 'Matek, Z', 'Markovic, J', 'Marusic, M', 'Labar, B']","['Pavletic Z', 'Petrovecki M', 'Bogdanic V', 'Nemet D', 'Uzarevic B', 'Matek Z', 'Markovic J', 'Marusic M', 'Labar B']","['Department of Internal Medicine, University Hospital Rebro, Zagreb, Yugoslavia.']",['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Adolescent', 'Adult', 'Anemia, Aplastic/immunology/surgery', 'Bone Marrow Transplantation/*immunology', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia/immunology/surgery', 'Male', 'Time Factors', 'Transplantation, Homologous']",1989/12/01 00:00,1989/12/01 00:01,['1989/12/01 00:00'],"['1989/12/01 00:00 [pubmed]', '1989/12/01 00:01 [medline]', '1989/12/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1989 Dec;4 Suppl 3:111.,,,,,,,,,,,,,,,,
2627596,NLM,MEDLINE,19900424,20041117,0268-3369 (Print) 0268-3369 (Linking),4 Suppl 3,,1989 Dec,Elimination of antibodies by plasma exchange in ABO incompatible bone marrow transplantation.,109,,"['Gasparovic, V', 'Labar, B', 'Puljevic, D', 'Skodlar, J', 'Bogdanic, V', 'Ivanovic, D', 'Gjurasin, M']","['Gasparovic V', 'Labar B', 'Puljevic D', 'Skodlar J', 'Bogdanic V', 'Ivanovic D', 'Gjurasin M']","['Department of Internal Medicine, Zagreb.']",['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['ABO Blood-Group System/*immunology', 'Adult', 'Bone Marrow Transplantation/immunology/*methods', 'Female', 'Humans', 'Isoantibodies/*isolation & purification', 'Leukemia/blood/immunology/surgery', 'Male', 'Plasma Exchange']",1989/12/01 00:00,1989/12/01 00:01,['1989/12/01 00:00'],"['1989/12/01 00:00 [pubmed]', '1989/12/01 00:01 [medline]', '1989/12/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1989 Dec;4 Suppl 3:109.,,,"['0 (ABO Blood-Group System)', '0 (Isoantibodies)']",,,,,,,,,,,,,
2627594,NLM,MEDLINE,19900424,20131121,0268-3369 (Print) 0268-3369 (Linking),4 Suppl 3,,1989 Dec,Evaluation of low-dose cytarabine therapy in myelodysplastic syndromes.,100,"Myelodysplastic syndromes (MDS) are a group of disorders characterised by progressive cytopenias and impaired maturation of haematopoietic cells. It carries a high mortality due to severe infections and/or bleeding, and transformation into acute myeloid leukaemia (AML). Its treatment is largely unsatisfactory except a few favorable reports with low-dose cytarabine therapy, which has recently created a widespread enthusiasm for its use.","['el Mangoush, M', 'Singh, M K', 'Kumar, S', 'Korajkio, M', 'Gamati, A']","['el Mangoush M', 'Singh MK', 'Kumar S', 'Korajkio M', 'Gamati A']","['Medicine Dpt., Hawari Hospital, Arab Medical University, Benghazi, Libya.']",['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Aged', 'Cytarabine/*administration & dosage', 'Drug Evaluation', 'Female', 'Humans', 'Male', 'Middle Aged', 'Myelodysplastic Syndromes/*drug therapy']",1989/12/01 00:00,1989/12/01 00:01,['1989/12/01 00:00'],"['1989/12/01 00:00 [pubmed]', '1989/12/01 00:01 [medline]', '1989/12/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1989 Dec;4 Suppl 3:100.,,,['04079A1RDZ (Cytarabine)'],,,,,,,,,,,,,
2627593,NLM,MEDLINE,19900424,20071115,0268-3369 (Print) 0268-3369 (Linking),4 Suppl 3,,1989 Dec,Histology of bone marrow in acute leukaemia.,10-1,,"['Dominis, M', 'Dzebro, S']","['Dominis M', 'Dzebro S']","['Department of Pathology, Clinical Hospital, Zagreb, Yugoslavia.']",['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Acute Disease', 'Bone Marrow/*pathology', 'Bone Marrow Examination/methods', 'Humans', 'Leukemia/classification/*pathology', 'Leukemia, Myeloid, Acute/classification/pathology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/classification/pathology']",1989/12/01 00:00,1989/12/01 00:01,['1989/12/01 00:00'],"['1989/12/01 00:00 [pubmed]', '1989/12/01 00:01 [medline]', '1989/12/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1989 Dec;4 Suppl 3:10-1.,,,,,,,,,,,,,,,,
2627592,NLM,MEDLINE,19900424,20041117,0268-3369 (Print) 0268-3369 (Linking),4 Suppl 3,,1989 Dec,"Proceedings of the seminar. New trends in the treatment of acute leukemia. 20-22 September 1989, Dubrovnik, Yugoslavia.",1-114,,,,,['eng'],['Journal Article'],England,Bone Marrow Transplant,Bone marrow transplantation,8702459,IM,"['Acute Disease', 'Animals', 'Humans', 'Leukemia/*therapy']",1989/12/01 00:00,1989/12/01 00:01,['1989/12/01 00:00'],"['1989/12/01 00:00 [pubmed]', '1989/12/01 00:01 [medline]', '1989/12/01 00:00 [entrez]']",,ppublish,Bone Marrow Transplant. 1989 Dec;4 Suppl 3:1-114.,,,,,,,,,,,,,,,,
2627144,NLM,MEDLINE,19900402,20071115,0003-9764 (Print) 0003-9764 (Linking),46,10,1989 Dec,[Nephrotic syndrome and B leukemia].,741-2,"A boy, aged 14 1/2 years, presented with Burkitt leukemia. His renal status was normal before treatment. Chemotherapy (SFOP LMB 86 protocol) was begun Oct. 9, 1986. After the first 2 courses of chemotherapy, the patient had Gram negative sepsis treated with cefotaxime, netilmycine, Vancomycin and ornidazole. During sepsis, nephrotic syndrome developed (albumin 25 g/l, non selective proteinuria 15 g/24 h), with moderately high blood pressure, functional renal failure (creatinine 141 mumols/l, U/P urea = 20), polyuria and tubular damage. Kidney ultrasonography was normal. Needle biopsy showed minimal glomerular lesions, acute tubular lesions, and no deposits in immunofluorescence. The nephrotic syndrome disappeared within 3 weeks, with treatment of leukemia. He is at present in complete remission with a follow-up of 25 months.","['Pacquement, H', 'Sinnassamy, P', 'Quintana, E', 'Thomas, C', 'Bensman, A', 'Zucker, J M']","['Pacquement H', 'Sinnassamy P', 'Quintana E', 'Thomas C', 'Bensman A', 'Zucker JM']","[""Services d'Oncologie Pediatrique, Institut Curie, Paris.""]",['fre'],"['Case Reports', 'English Abstract', 'Journal Article']",France,Arch Fr Pediatr,Archives francaises de pediatrie,0372421,IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Burkitt Lymphoma/*complications/drug therapy', 'Humans', 'Male', 'Nephrotic Syndrome/*complications/drug therapy']",1989/12/01 00:00,1989/12/01 00:01,['1989/12/01 00:00'],"['1989/12/01 00:00 [pubmed]', '1989/12/01 00:01 [medline]', '1989/12/01 00:00 [entrez]']",,ppublish,Arch Fr Pediatr. 1989 Dec;46(10):741-2.,,,,Syndrome nephrotique et leucemie B.,,,,,,,,,,,,
2627139,NLM,MEDLINE,19900412,20071115,0250-7005 (Print) 0250-7005 (Linking),9,6,1989 Nov-Dec,Activation of antitumor cytotoxicity of human blood mononuclear cells by a basic factor from dialysable human-leukocyte extract.,1915-20,"Dialysable human leukocyte extract (10 kDa molecular weight cutoff) contained a basic factor stimulating natural killer (NK) cytotoxicity of human peripheral blood mononuclear cells (PBMC) against human K562 tumor cells when PBMC were pre-incubated with the factor for 72h prior to cytotoxicity assays. This cytotoxicity-stimulating factor (CySF-L2) could be enriched by adsorption to ion exchange resin Dowex 50WX2 (H-form) eluting at pH 9.0-9.6 when a pH gradient between pH 3 and pH 10 was used. Further purification was achieved by chromatography on DEAE-Sepharose. The factor has a molecular weight of approximately 1000 Da and is insensitive to protease and exopeptidase treatment but sensitive against treatment with endoglycosidase F. Using immunomagnetic cell sorting, complement-mediated cell depletion and depletion by planning, the cytotoxic effector cells activated during pre-incubation of PBMC with CySF-L2 could be identified as CD16+ CD14+ monocytes/macrophages and as Leu7+ Leu19+ CD16+ CD3- CD8- NK cells.","['Doelker, I', 'Voetsch, W', 'Anderer, F A']","['Doelker I', 'Voetsch W', 'Anderer FA']","['Friedrich-Miescher-Laboratorium der Max-Planck-Gesellschaft Tuebingen, F.R.G.']",['eng'],['Journal Article'],Greece,Anticancer Res,Anticancer research,8102988,IM,"['Adult', 'Age Factors', 'Cytotoxicity, Immunologic/*drug effects', 'Female', 'Humans', 'Killer Cells, Natural/drug effects/*immunology', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive', 'Male', 'Middle Aged', 'Monocytes/*immunology', 'Reference Values', 'Sex Factors', 'Tissue Extracts/*pharmacology', 'Tumor Cells, Cultured/immunology']",1989/11/01 00:00,1989/11/01 00:01,['1989/11/01 00:00'],"['1989/11/01 00:00 [pubmed]', '1989/11/01 00:01 [medline]', '1989/11/01 00:00 [entrez]']",,ppublish,Anticancer Res. 1989 Nov-Dec;9(6):1915-20.,,,['0 (Tissue Extracts)'],,,,,,,,,,,,,
2627126,NLM,MEDLINE,19900412,20151119,0250-7005 (Print) 0250-7005 (Linking),9,6,1989 Nov-Dec,Clinical importance of erythrocyte polyamine level determination during bone marrow transplantation in children.,1757-60,"Previous studies have shown that red blood cell (RBC) spermidine (Spd) and spermine (Spm) concentrations appear to be a reliable index of cell proliferation. Our aim was to study the RBC polyamine level evolution (Spd and Spm) in bone marrow (BM) transplanted children. Because of our interest in the finding of an early blood criteria of BM regeneration, our study was based upon the chemotherapy - induced post-transplant aplasia period. After BM transplantation, two main periods were observed: the first (A-period) corresponded to abnormally low Spd levels. This period ended with an increasing amount of Spd reaching normal values and with an inversion in the Spd/Spm ratio which became greater than 1. The second (B) period was usually linked to abnormally high RBC Spd concentrations and a Spd/Spm ratio greater than 1. The end of the B-period was characterized by an increase in the granulocyte count (reaching 0.5 X 10(9) cells/l). Since the A- and B-periods are considered as a post-transplant aplasia period (only according to leukocyte count) and since normal RBC Spd levels occurred 14 days (SD = 4) after BM transplantation and 16 days (SD = 12) before granulocyte rise, these data led us to consider erythrocyte polyamine levels to be an earlier biological criteria of bone marrow engraftment than the number of circulating granulocytes.","['Bergeron, C', 'Bouet, F', 'Quemener, V', 'Havouis, R', 'Martin, L A', 'Le Gall, E', 'Moulinoux, J P']","['Bergeron C', 'Bouet F', 'Quemener V', 'Havouis R', 'Martin LA', 'Le Gall E', 'Moulinoux JP']","[""Unite d'Hemato-oncologie Pediatrique, Hopital Sud, Rennes, France.""]",['eng'],['Journal Article'],Greece,Anticancer Res,Anticancer research,8102988,IM,"['Adolescent', 'Biomarkers/*blood', '*Bone Marrow Transplantation', 'Cell Division', 'Child', 'Child, Preschool', 'Erythrocytes/*analysis', 'Female', 'Humans', 'Infant', 'Leukemia, Lymphoid/blood/*surgery', 'Lymphoma/blood/*surgery', 'Male', 'Neuroblastoma/blood/*surgery', 'Reference Values', 'Spermidine/*blood', 'Spermine/*blood', 'Teratoma/blood/*surgery', 'Transplantation, Autologous', 'Transplantation, Homologous']",1989/11/01 00:00,1989/11/01 00:01,['1989/11/01 00:00'],"['1989/11/01 00:00 [pubmed]', '1989/11/01 00:01 [medline]', '1989/11/01 00:00 [entrez]']",,ppublish,Anticancer Res. 1989 Nov-Dec;9(6):1757-60.,,,"['0 (Biomarkers)', '2FZ7Y3VOQX (Spermine)', 'U87FK77H25 (Spermidine)']",,,,,,,,,,,,,
2627124,NLM,MEDLINE,19900412,20071115,0250-7005 (Print) 0250-7005 (Linking),9,6,1989 Nov-Dec,"Repeated blast crisis (BC) of changing morphology, immunologic phenotype and cytogenetics in chronic myeloid leukemia (CML).",1721-3,"The clinical course of a 66 year old male with CML who experienced several "" relapse "" BC of changing morphology, immunologic phenotype and cytogenetics is reported. The first BC was of lymphoblastic phenotype, the second of myeloid, the third again of lymphoblastic, and the fourth, terminal BC was not further characterized or treated. Whereas a phenotypic switch from lymphoblastic to myeloid has been documented twice, the sequence of myeloid followed by a lymphoblastic BC has, to our knowledge, not been reported so far. Lymphoblastic BC responded to a combination of vindesine/prednisone and 6-mercaptopurin. Myeloid BC was controlled by an AML-type induction regimen consisting of daunorubicin and cytosine arabinoside. This unusual case demonstrates that relapse BC is not necessarily of the same morphologic and phenotypic lineage as the preceding BC. Moreover, treatment should be adjusted to the predominant cell type in order to prolong survival.","['Jehn, U', 'Mittermuller, J', 'Greither, L', 'Clemm, C', 'Heinemann, V', 'Lorenz, T', 'Gross, H J']","['Jehn U', 'Mittermuller J', 'Greither L', 'Clemm C', 'Heinemann V', 'Lorenz T', 'Gross HJ']","['Medizinische Klinik III, Klinikum Grosshadern, University of Munich, F.R.G.']",['eng'],"['Case Reports', 'Journal Article']",Greece,Anticancer Res,Anticancer research,8102988,IM,"['Aged', 'Blast Crisis/genetics/*immunology', 'Humans', 'Immunoglobulins/analysis', 'Karyotyping', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/genetics/immunology/*pathology', 'Male', 'Phenotype', 'Recurrence', 'Trisomy']",1989/11/01 00:00,1989/11/01 00:01,['1989/11/01 00:00'],"['1989/11/01 00:00 [pubmed]', '1989/11/01 00:01 [medline]', '1989/11/01 00:00 [entrez]']",,ppublish,Anticancer Res. 1989 Nov-Dec;9(6):1721-3.,,,['0 (Immunoglobulins)'],,,,,,,,,,,,,
2627059,NLM,MEDLINE,19900412,20071115,0302-4342 (Print) 0302-4342 (Linking),31,4,1989 Oct,[Treatment of infantile acute lymphoblastic leukemia with protocol ALL-BFM 83].,362-7,"The outcome of 63 children with non-B acute lymphoblastic leukemia treated with ALL-BFM 83 protocol is analyzed. 95% achieved complete remission with the initial treatment. For the entire group the event free survival (EFS) was 66% (+/- 9%) at 48 months. These results were close to those obtained by the BFM group. Haematological toxicity was the main adverse effect, but there where no therapy related deaths. Persistence of more than 1,000 blast cells per microl in peripheral blood after 7th days of prednisone monotherapy, and spleen size greater than or equal to 5 cm under the costal margin, were identified as independent risk factors of high significance. The EFS in patients with poor clinical response to steroids (greater than or equal to 1,000 blast/microl at day 8) was 22% (+/- 18%), instead of 69% (+/- 12%) in those with adequate response.","['Aracil Santos, F J', 'Bernacer Borja, M', 'Lopez Perez, J', 'Melero Moreno, C', 'Valverde Moreno, F', 'Gil Gil, C', 'Contra Gomez, T', 'Martin Ramos, N']","['Aracil Santos FJ', 'Bernacer Borja M', 'Lopez Perez J', 'Melero Moreno C', 'Valverde Moreno F', 'Gil Gil C', 'Contra Gomez T', 'Martin Ramos N']","['Fundacion Jimenez Diaz, Servicio de Pediatria, Madrid.']",['spa'],"['English Abstract', 'Journal Article']",Spain,An Esp Pediatr,Anales espanoles de pediatria,0420463,IM,"['Antineoplastic Combined Chemotherapy Protocols/administration & dosage/*therapeutic use', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy', 'Remission Induction']",1989/10/01 00:00,1989/10/01 00:01,['1989/10/01 00:00'],"['1989/10/01 00:00 [pubmed]', '1989/10/01 00:01 [medline]', '1989/10/01 00:00 [entrez]']",,ppublish,An Esp Pediatr. 1989 Oct;31(4):362-7.,,,,Tratamiento de la leucemia aguda linfoblastica infantil con el protocolo ALL-BFM 83.,,,,,,,,,,,,
