PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,CIN,RF,PMC,SI,GR,CON,TT,EFR,MID,EIN,CRF,OID,OTO,OT,GN,ROF
9136922,NLM,MEDLINE,19970521,20190822,0361-8609 (Print) 0361-8609 (Linking),55,1,1997 May,"Chronic lymphocytic leukemia supervening in non-Hodgkin's lymphoma (diffuse, mixed-cell type)",52-3,,"['Yasuda, N', 'Ohmori, S I', 'Usui, T']","['Yasuda N', 'Ohmori SI', 'Usui T']",,['eng'],"['Case Reports', 'Letter']",United States,Am J Hematol,American journal of hematology,7610369,,IM,"['Clone Cells', 'Gene Rearrangement, B-Lymphocyte, Heavy Chain', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*pathology', 'Lymphoma, Non-Hodgkin/*pathology', 'Male', 'Middle Aged']",1997/05/01 00:00,2000/06/20 09:00,['1997/05/01 00:00'],"['1997/05/01 00:00 [pubmed]', '2000/06/20 09:00 [medline]', '1997/05/01 00:00 [entrez]']","['10.1002/(SICI)1096-8652(199705)55:1<52::AID-AJH13>3.0.CO;2-8 [pii]', '10.1002/(sici)1096-8652(199705)55:1<52::aid-ajh13>3.0.co;2-8 [doi]']",ppublish,Am J Hematol. 1997 May;55(1):52-3. doi: 10.1002/(sici)1096-8652(199705)55:1<52::aid-ajh13>3.0.co;2-8.,,,,,,,,,,,,,,,,
9136917,NLM,MEDLINE,19970521,20190822,0361-8609 (Print) 0361-8609 (Linking),55,1,1997 May,Tandem duplication of the MLL gene in myelodysplastic syndrome-derived overt leukemia with trisomy 11.,41-5,"Trisomy 11 as a sole chromosomal abnormality is a rare aberration observed in myelodysplastic syndrome (MDS) or acute myeloblastic leukemia (AML). Recently a partial tandem duplication of the MLL gene, located on chromosome band 11q23, has been identified in de novo AML with trisomy 11. We describe a 72-year-old woman suffering from MDS-derived overt leukemia with trisomy 11 and a tandem duplication of the MLL gene. At first the patient was found to have myeloblasts with Auer rods in the peripheral blood and diagnosed as MDS, refractory anemia with excess of blasts in transformation (RAEB-T). After 2 months a picture of overt leukemia (AML; M2) developed as shown by an increased number of myeloblasts. Various chemotherapy regimens had little effect, and she died of disease progression 15 months after admission. During her clinical course, the chromosome analyses consistently showed 47,XX, +11. Southern blot analysis of leukemic blasts on admission and in accelerated phase revealed identical rearranged bands of the MLL gene. Fluorescence in situ hybridization analysis excluded the possibility of masked translocation of the MLL gene to other chromosomes. Reverse transcriptase-polymerase chain reaction (RT-PCR) analysis using a forward exon 6 primer and a backward exon 3 primer demonstrated an in-frame fusion of exon 8 with exon 2. Our results indicated that a partial tandem duplication of exons 2-8 of the MLL gene could be observed in MDS-derived overt leukemia as well as de novo AML with trisomy 11.","['Yamamoto, K', 'Hamaguchi, H', 'Nagata, K', 'Kobayashi, M', 'Taniwaki, M']","['Yamamoto K', 'Hamaguchi H', 'Nagata K', 'Kobayashi M', 'Taniwaki M']","['Department of Hematology, Musashino Red Cross Hospital, Tokyo, Japan.']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Hematol,American journal of hematology,7610369,"['0 (DNA-Binding Proteins)', '0 (KMT2A protein, human)', '0 (RNA, Messenger)', '0 (RNA, Neoplasm)', '0 (Transcription Factors)', '149025-06-9 (Myeloid-Lymphoid Leukemia Protein)', 'EC 2.1.1.43 (Histone-Lysine N-Methyltransferase)']",IM,"['Aged', 'Chromosome Aberrations/*genetics', 'Chromosome Banding', 'Chromosome Disorders', '*Chromosomes, Human, Pair 11', 'DNA-Binding Proteins/*genetics', 'Female', 'Gene Expression Regulation, Neoplastic', 'Histone-Lysine N-Methyltransferase', 'Humans', 'In Situ Hybridization, Fluorescence', 'Leukemia/*genetics', 'Multigene Family', 'Myelodysplastic Syndromes/*genetics', 'Myeloid-Lymphoid Leukemia Protein', '*Proto-Oncogenes', 'RNA, Messenger/genetics', 'RNA, Neoplasm/genetics', '*Transcription Factors', 'Trisomy']",1997/05/01 00:00,2000/06/20 09:00,['1997/05/01 00:00'],"['1997/05/01 00:00 [pubmed]', '2000/06/20 09:00 [medline]', '1997/05/01 00:00 [entrez]']","['10.1002/(SICI)1096-8652(199705)55:1<41::AID-AJH8>3.0.CO;2-3 [pii]', '10.1002/(sici)1096-8652(199705)55:1<41::aid-ajh8>3.0.co;2-3 [doi]']",ppublish,Am J Hematol. 1997 May;55(1):41-5. doi: 10.1002/(sici)1096-8652(199705)55:1<41::aid-ajh8>3.0.co;2-3.,,,,,,,,,,,,,,,,
9136795,NLM,MEDLINE,19970522,20181130,0002-9610 (Print) 0002-9610 (Linking),173,4,1997 Apr,A case-controlled study of laparoscopic splenectomy.,348-50,"BACKGROUND: The utility of laparoscopic splenectomy (LS) has not been tested in general surgical practice. This is a case controlled study comparing the clinical results and economics of L.S. and open splenectomy (OS) in a community hospital. METHODS: The outcome of a series of 15 patients undergoing LS were compared to 15 patients undergoing OS matched for diagnosis, splenic weight, age, and main co-morbidites, selected by a person independent of the project. RESULTS: In both series, the indications were immune thrombocytopenic purpura, hemolytic anemias, hairy cell leukemia and, staging for Hodgkin's disease. LS resulted in shorter hospitalization (2.3 vs 8.8 days) with fewer postoperative complications. However, the operation was 1.7 times as long, and the operating room charge 2.9 times as high, so that the total cost of LS ($18,015) was greater than that for OS ($14,524). If the cost of treatment of complications is included, then the total is the same for both at our institutions. CONCLUSION: Except for a few indications not addressed in this study, LS can be used in lieu of OS.","['Diaz, J', 'Eisenstat, M', 'Chung, R']","['Diaz J', 'Eisenstat M', 'Chung R']","['Department of Surgery, Meridia Huron Hospital, Cleveland, OH 44112, USA.']",['eng'],['Journal Article'],United States,Am J Surg,American journal of surgery,0370473,,IM,"['Case-Control Studies', 'Hospital Charges', 'Hospitals, Community/economics', 'Humans', 'Laparoscopy/economics/*statistics & numerical data', 'Length of Stay', 'Postoperative Complications', 'Retrospective Studies', 'Splenectomy/adverse effects/economics/*methods', 'United States', 'Utilization Review']",1997/04/01 00:00,1997/04/01 00:01,['1997/04/01 00:00'],"['1997/04/01 00:00 [pubmed]', '1997/04/01 00:01 [medline]', '1997/04/01 00:00 [entrez]']","['S0002-9610(96)00386-8 [pii]', '10.1016/S0002-9610(96)00386-8 [doi]']",ppublish,Am J Surg. 1997 Apr;173(4):348-50. doi: 10.1016/S0002-9610(96)00386-8.,,,,,,,,,,['Am J Surg 1997 Aug;174(2):224'],,,,,,
9136515,NLM,MEDLINE,19970528,20161013,0929-6646 (Print) 0929-6646 (Linking),96,4,1997 Apr,Sweet's syndrome in a severely neutropenic patient during therapy with recombinant human granulocyte colony-stimulating factor.,276-9,"We report a new case of Sweet's syndrome (SS) associated with recombinant human granulocyte colony-stimulating factor (rHuG-CSF) therapy in a patient with acute myelogenous leukemia (AML). The patient developed a fever in association with multiple tender, purpuric and pustular skin lesions and swelling of both calves after receiving rHuG-CSF 3 micrograms/kg/d for 4 days. The absolute neutrophil count was 0.55 x 10(9)/L at onset. A skin biopsy revealed a dense neutrophilic infiltration in the dermis without evidence of vasculitis or infection. All skin and calf lesions regressed within 1 week after prednisolone therapy. Physicians should be aware of potential neutrophil-mediated dermatoses in patients with severe neutropenia on rHuG-CSF treatment.","['Chao, S C', 'Lee, J Y', 'Tsao, C J']","['Chao SC', 'Lee JY', 'Tsao CJ']","['Department of Dermatology, National Cheng-Kung University, Tainan.']",['eng'],"['Case Reports', 'Journal Article']",Singapore,J Formos Med Assoc,Journal of the Formosan Medical Association = Taiwan yi zhi,9214933,"['0 (Recombinant Proteins)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)']",IM,"['Granulocyte Colony-Stimulating Factor/*adverse effects', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy', 'Male', 'Middle Aged', 'Neutropenia/*complications/diagnosis', 'Recombinant Proteins', 'Sweet Syndrome/complications/drug therapy/*etiology/pathology']",1997/04/01 00:00,1997/04/01 00:01,['1997/04/01 00:00'],"['1997/04/01 00:00 [pubmed]', '1997/04/01 00:01 [medline]', '1997/04/01 00:00 [entrez]']",,ppublish,J Formos Med Assoc. 1997 Apr;96(4):276-9.,,,,,,,,,,,,,,,,
9136375,NLM,MEDLINE,19971209,20161020,0723-2276 (Print) 0723-2276 (Linking),16,3,1997 Mar,[Acute leukemia in children--position and modern trends].,100-1,,"['Mittler, U']",['Mittler U'],"['Klinik fur Pad, Hamatologie und Onkologie, Otto-von Guericke-Universitat, Magdeburg.']",['ger'],['Journal Article'],Germany,Kinderkrankenschwester,Kinderkrankenschwester : Organ der Sektion Kinderkrankenpflege,8305989,,,"['Acute Disease', 'Child', 'Drug Therapy/trends', 'Humans', 'Leukemia/*diagnosis/therapy']",1997/03/01 00:00,1997/03/01 00:01,['1997/03/01 00:00'],"['1997/03/01 00:00 [pubmed]', '1997/03/01 00:01 [medline]', '1997/03/01 00:00 [entrez]']",,ppublish,Kinderkrankenschwester. 1997 Mar;16(3):100-1.,,,,,,,Akute Leukamie im Kindesalter--Standortbestimmung und moderne Trends.,,,,,,,,,
9135993,NLM,MEDLINE,19970711,20191024,1045-2257 (Print) 1045-2257 (Linking),19,1,1997 May,Comparative genomic hybridization reveals previously undescribed amplifications and deletions in the chronic myeloid leukemia-derived K-562 cell line.,36-42,"We used comparative genomic hybridization (CGH) to identify a number of previously undescribed chromosomal imbalances in K-562, a spontaneously transformed cell line originally derived from leukemic cells of a chronic myeloid leukemia (CML) patient in blast crisis. Noteworthy were a discrete amplification in band 13q31, increased copy number of chromosome arms 1q, 5p, 6p, and 16q, and loss of material from 8p, 9p, 10q, and 17p. Amplification within bands 9q34 and 22q11.2 was consistent with previous descriptions of increased copy number of the CML-specific 5'BCR-3'ABL fusion gene in K-562. However, amplification of a large distal segment, 9q31-->9q34, mostly proximal to the ABL locus, was unexpected and is unlikely to be related to BCR-ABL recombination. Previous karyotype studies are reviewed in detail and compared with the CGH findings.","['Rodley, P', 'McDonald, M', 'Price, B', 'Fright, R', 'Morris, C']","['Rodley P', 'McDonald M', 'Price B', 'Fright R', 'Morris C']","['Department of Pathology, Christichurch School of Medicine, New Zealand.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Genes Chromosomes Cancer,"Genes, chromosomes & cancer",9007329,"['0 (Fluorescent Dyes)', '0 (Indoles)', '47165-04-8 (DAPI)']",IM,"['Female', 'Fluorescent Dyes', 'Gene Amplification', 'Gene Deletion', 'Humans', 'Image Processing, Computer-Assisted', 'In Situ Hybridization, Fluorescence', 'Indoles', 'Karyotyping', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics', 'Male', 'Nucleic Acid Hybridization', 'Tumor Cells, Cultured']",1997/05/01 00:00,2000/06/20 09:00,['1997/05/01 00:00'],"['1997/05/01 00:00 [pubmed]', '2000/06/20 09:00 [medline]', '1997/05/01 00:00 [entrez]']","['10.1002/(SICI)1098-2264(199705)19:1<36::AID-GCC6>3.0.CO;2-1 [pii]', '10.1002/(sici)1098-2264(199705)19:1<36::aid-gcc6>3.0.co;2-1 [doi]']",ppublish,Genes Chromosomes Cancer. 1997 May;19(1):36-42. doi: 10.1002/(sici)1098-2264(199705)19:1<36::aid-gcc6>3.0.co;2-1.,,,,,,,,,,,,,,,,
9135976,NLM,MEDLINE,19970527,20191102,0964-1955 (Print) 0964-1955 (Linking),30B,1,1994 Jan,Unusual clinical aspects of oral non-Hodgkin lymphomas in patients with HIV infection.,61-4,"Patients with HIV infection are at greater risk of developing malignancies. We report two HIV-seropositive patients with primary oral manifestation of a B-cell non-Hodgkin lymphoma (NHL). Localisations of tumours were the palate, with an unusual bifocal origin, and the tongue which is rarely the primary site of NHL. Ulcerations and extensive tissue necrosis were observed. Histologically both cases were high grade malignant lymphomas, immunoblastic. Epstein-Barr virus DNA was detected with in situ hybridisation in 1 patient.","['Piluso, S', 'Di Lollo, S', 'Baroni, G', 'Leoncini, F', 'Gaglioti, D', 'Saccardi, A', 'Ficarra, G']","['Piluso S', 'Di Lollo S', 'Baroni G', 'Leoncini F', 'Gaglioti D', 'Saccardi A', 'Ficarra G']","['Institute of Odontology and Stomatology, Florence, Italy.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Eur J Cancer B Oral Oncol,"European journal of cancer. Part B, Oral oncology",9214373,"['0 (DNA, Viral)']",IM,"['Adult', 'DNA, Viral/analysis', '*HIV Seropositivity', 'Herpesvirus 4, Human/isolation & purification', 'Homosexuality, Male', 'Humans', 'Lymphoma, AIDS-Related/*pathology/virology', 'Male', 'Mouth Neoplasms/*pathology', 'Necrosis', 'Oral Ulcer', 'Palatal Neoplasms/pathology/virology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*pathology/virology', 'Tongue Neoplasms/pathology/virology']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",['10.1016/0964-1955(94)90053-1 [doi]'],ppublish,Eur J Cancer B Oral Oncol. 1994 Jan;30B(1):61-4. doi: 10.1016/0964-1955(94)90053-1.,,,,,,,,,,,,,,,,
9135900,NLM,MEDLINE,19970709,20171208,0936-6555 (Print) 0936-6555 (Linking),9,2,1997,"Consensus statement on unrelated donor BMT, 29 & 30 October 1996. Its use in leukaemias and allied disorders. Consensus Panel.",132-3,,,,,['eng'],"['Consensus Development Conference', 'Journal Article', 'Review']",England,Clin Oncol (R Coll Radiol),Clinical oncology (Royal College of Radiologists (Great Britain)),9002902,,IM,"['*Bone Marrow Transplantation/adverse effects/mortality', 'Decision Making', 'Histocompatibility Testing', 'Humans', 'Leukemia/*therapy', '*Tissue Donors']",1997/01/01 00:00,1997/01/01 00:01,['1997/01/01 00:00'],"['1997/01/01 00:00 [pubmed]', '1997/01/01 00:01 [medline]', '1997/01/01 00:00 [entrez]']",['S0936-6555(05)80468-6 [pii]'],ppublish,Clin Oncol (R Coll Radiol). 1997;9(2):132-3.,,0,,,,,,,,,,,,,,
9135833,NLM,MEDLINE,19970527,20190501,0032-5473 (Print) 0032-5473 (Linking),73,857,1997 Mar,Does erythropoietin accelerate malignant transformation in multiple myeloma?,163-4,"Growth factors or humoral agents can support haemopoiesis in various bone marrow disorders. They have the ability to act on multiple cell lineages and in myeloid cells, and the potential to act on the neoplastic equivalent of normal cells. Anaemia is a common feature of multiple myeloma seen in at least two-thirds of patients at presentation. Erythropoietin is increasingly being used with variable effect for the treatment of this anaemia, especially in cases associated with renal failure and in patients in whom blood transfusion may be undesirable or contraindicated. We describe a patient treated with recombinant erythropoietin who developed fulminating malignant transformation. The demonstration of erythropoietin receptors on a human myeloma cell line and the occurrence of the rare complication of plasma cell leukaemia in our patient stresses the need for caution and invites detailed clinical and laboratory studies before its general use.","['Olujohungbe, A', 'Handa, S', 'Holmes, J']","['Olujohungbe A', 'Handa S', 'Holmes J']","['Department of Immunology, University of Birmingham, UK.']",['eng'],"['Case Reports', 'Journal Article']",England,Postgrad Med J,Postgraduate medical journal,0234135,"['0 (Recombinant Proteins)', '11096-26-7 (Erythropoietin)']",IM,"['Anemia/etiology/therapy', 'Cell Transformation, Neoplastic', 'Disease Progression', 'Erythropoietin/*adverse effects', 'Fatal Outcome', 'Humans', 'Leukemia, Plasma Cell/*etiology', 'Male', 'Middle Aged', 'Multiple Myeloma/*complications', 'Recombinant Proteins']",1997/03/01 00:00,1997/03/01 00:01,['1997/03/01 00:00'],"['1997/03/01 00:00 [pubmed]', '1997/03/01 00:01 [medline]', '1997/03/01 00:00 [entrez]']",['10.1136/pgmj.73.857.163 [doi]'],ppublish,Postgrad Med J. 1997 Mar;73(857):163-4. doi: 10.1136/pgmj.73.857.163.,,,PMC2431253,,,,,,,,,,,,,
9135550,NLM,MEDLINE,19970516,20190512,0019-2805 (Print) 0019-2805 (Linking),90,2,1997 Feb,Spontaneous priming for anti-viral envelope cytotoxic T lymphocytes in mice transgenic for a murine leukaemia virus envelope gene (Fv4).,219-28,"Compared with non-transgenic controls, mice bearing an Fv4 murine retroviral env transgene resist infection and do not become immunosuppressed when inoculated with Friend virus (FV). When immunized with FV antigens in the absence of infectious virus, they make antibodies and cytotoxic lymphocytes (CTL) to FV comparably to non-transgenic controls. Unimmunized transgenic mice were found to have CTL precursors, which could be activated by in vitro stimulation, specific for viral (and self) envelope protein (Env). This ""spontaneous priming' for antiviral CTL is surprising because the transgene Env is present on the surface of thymocytes and in serum from before birth. Our experiments demonstrate that T cells reactive with self-thymic and serum antigens sometimes avoid clonal elimination or inactivation.","['Nihrane, A', 'Silver, J']","['Nihrane A', 'Silver J']","['Laboratory of Molecular Microbiology, National Institute of Allergy and Infectious Diseases, National Institute of Health, Bethesda, MD, USA.']",['eng'],['Journal Article'],England,Immunology,Immunology,0374672,"['0 (Antibodies, Viral)', '0 (Antigens, Viral)', '0 (Autoantibodies)', '0 (Viral Envelope Proteins)']",IM,"['Animals', 'Antibodies, Viral/biosynthesis', 'Antigens, Viral/*immunology', 'Autoantibodies/biosynthesis', 'Friend murine leukemia virus/*immunology', 'Immune Tolerance', 'Immunization', 'Leukemia, Experimental/immunology', 'Mice', 'Mice, Transgenic', 'Retroviridae Infections/immunology', 'T-Lymphocytes, Cytotoxic/*immunology', 'Tumor Virus Infections/immunology', 'Viral Envelope Proteins/genetics/*immunology']",1997/02/01 00:00,1997/02/01 00:01,['1997/02/01 00:00'],"['1997/02/01 00:00 [pubmed]', '1997/02/01 00:01 [medline]', '1997/02/01 00:00 [entrez]']",['10.1046/j.1365-2567.1997.00157.x [doi]'],ppublish,Immunology. 1997 Feb;90(2):219-28. doi: 10.1046/j.1365-2567.1997.00157.x.,,,PMC1456742,,,,,,,,,,,,,
