PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,RN,GR,SI,TT,CON,EIN,CIN,PMC,ROF,MID,LID,CRI
9073309,NLM,MEDLINE,19970616,20190914,0959-4973 (Print) 0959-4973 (Linking),8,2,1997 Feb,Cellular and biochemical characterization of VX-710 as a chemosensitizer: reversal of P-glycoprotein-mediated multidrug resistance in vitro.,125-40,"['Germann, U A', 'Shlyakhter, D', 'Mason, V S', 'Zelle, R E', 'Duffy, J P', 'Galullo, V', 'Armistead, D M', 'Saunders, J O', 'Boger, J', 'Harding, M W']","['Germann UA', 'Shlyakhter D', 'Mason VS', 'Zelle RE', 'Duffy JP', 'Galullo V', 'Armistead DM', 'Saunders JO', 'Boger J', 'Harding MW']","['Vertex Pharmaceuticals Inc., Cambridge, MA 02139-4242, USA.']",['eng'],['Journal Article'],England,Anticancer Drugs,Anti-cancer drugs,9100823,IM,"['ATP Binding Cassette Transporter, Subfamily B, Member 1/chemistry/*drug effects/genetics/*physiology', 'Adenosine Triphosphatases/drug effects/metabolism', 'Affinity Labels', 'Animals', 'Antineoplastic Agents/*pharmacology', 'Carrier Proteins/drug effects/metabolism', 'DNA-Binding Proteins/drug effects/metabolism', 'Doxorubicin/pharmacology', 'Drug Resistance, Multiple/*physiology', 'Drug Resistance, Neoplasm/physiology', 'Etoposide/pharmacology', 'Heat-Shock Proteins/drug effects/metabolism', 'Humans', 'Mice', 'Paclitaxel/pharmacology', 'Piperidines/*pharmacology', 'Pyridines/*pharmacology', 'Tacrolimus Binding Proteins', 'Transfection', 'Tumor Cells, Cultured', 'Vincristine/pharmacology']",,1997/02/01 00:00,1997/02/01 00:01,['1997/02/01 00:00'],"['1997/02/01 00:00 [pubmed]', '1997/02/01 00:01 [medline]', '1997/02/01 00:00 [entrez]']",['10.1097/00001813-199702000-00004 [doi]'],ppublish,Anticancer Drugs. 1997 Feb;8(2):125-40. doi: 10.1097/00001813-199702000-00004.,"VX-710 or (S)-N[2-Oxo-2-(3,4,5-trimethoxyphenyl)acetyl]-piperidine-2-carboxylic acid 1,7-bis(3-pyridyl)-4-heptyl ester, a novel non-macrocyclic ligand of the FK506-binding protein FKBP12, was evaluated for its ability to reverse P-glycoprotein-mediated multidrug resistance in vitro. VX-710 at 0.5-5 microM restored sensitivity of a variety of multidrug resistant cells to the cytotoxic action of doxorubicin, vincristine, etoposide or paclitaxel, including drug-selected human myeloma and epithelial carcinoma cells, and human MDR1 cDNA-transfected mouse leukemia and fibroblast cells. Uptake experiments showed that VX-710 at 0.5-2.5 microM fully restored intracellular accumulation of [14C]doxorubicin in multidrug resistant cells, suggesting that VX-710 inhibits the drug efflux activity of P-glycoprotein. VX-710 effectively inhibited photoaffinity labeling of P-glycoprotein by [3H]azidopine or [125I]iodoaryl azidoprazosin with EC50 values of 0.75 and 0.55 microM. Moreover, P-glycoprotein was specifically labeled by a tritiated photoaffinity analog of VX-710 and unlabeled VX-710 inhibited analog binding with an EC50 of 0.75 microM. VX-710 also stimulated the vanadate-inhibitable P-glycoprotein ATPase activity 2- to 3-fold in a concentration-dependent manner with an apparent k(a) of 0.1 microM. These data indicate that a direct, high-affinity interaction of VX-710 with P-glycoprotein prevents efflux of cytotoxic drugs by the MDR1 gene product in multidrug resistant tumor cells.","['0 (ATP Binding Cassette Transporter, Subfamily B, Member 1)', '0 (Affinity Labels)', '0 (Antineoplastic Agents)', '0 (Carrier Proteins)', '0 (DNA-Binding Proteins)', '0 (Heat-Shock Proteins)', '0 (Piperidines)', '0 (Pyridines)', '3KG76X4KJK (biricodar)', '5J49Q6B70F (Vincristine)', '6PLQ3CP4P3 (Etoposide)', '80168379AG (Doxorubicin)', 'EC 3.6.1.- (Adenosine Triphosphatases)', 'EC 5.2.1.- (Tacrolimus Binding Proteins)', 'P88XT4IS4D (Paclitaxel)']",,,,,,,,,,,
9073308,NLM,MEDLINE,19970616,20190914,0959-4973 (Print) 0959-4973 (Linking),8,2,1997 Feb,Monitoring of methotrexate and 7-hydroxymethotrexate in saliva from children with acute lymphoblastic leukemia receiving high-dose consolidation treatment: relation to oral mucositis.,119-24,"['Albertioni, F', 'Rask, C', 'Schroeder, H', 'Peterson, C']","['Albertioni F', 'Rask C', 'Schroeder H', 'Peterson C']","['Department of Clinical Pharmacology, Karolinska Hospital, Stockholm, Sweden.']",['eng'],"['Clinical Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Anticancer Drugs,Anti-cancer drugs,9100823,IM,"['Child', 'Dose-Response Relationship, Drug', 'Humans', 'Infusions, Intravenous', 'Methotrexate/*analogs & derivatives/analysis/metabolism/pharmacokinetics/*therapeutic use', 'Mouth Mucosa/chemistry/drug effects', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy', 'Saliva/*chemistry/drug effects', 'Stomatitis/*diagnosis', 'Time Factors']",,1997/02/01 00:00,1997/02/01 00:01,['1997/02/01 00:00'],"['1997/02/01 00:00 [pubmed]', '1997/02/01 00:01 [medline]', '1997/02/01 00:00 [entrez]']",['10.1097/00001813-199702000-00003 [doi]'],ppublish,Anticancer Drugs. 1997 Feb;8(2):119-24. doi: 10.1097/00001813-199702000-00003.,"The purpose of the study was to find out if saliva concentrations of methotrexate (MTX) and its main metabolite, 7-hydroxymethotrexate (7-OHMTX), can predict oral mucositis in children with acute lymphoblastic leukemia (ALL) after treatment with high-dose consolidation therapy. We have also studied the relationship between the concentrations of MTX and 7-OHMTX in saliva and the unbound concentrations in plasma. Twelve patients (36 infusions) were studied during treatment with high-dose MTX as remission consolidation therapy (5-8 g/m2 by 24 h i.v. infusion followed by leucovorin rescue). Plasma and saliva concentrations of MTX and 7-OHMTX were determined concomitantly by HPLC at 20 h and at various times following infusion. Unbound plasma concentrations of MTX and 7-OHMTX were determined after ultrafiltration. Oral toxicity was graded according to the WHO criteria (grade 0-4). The concentrations of MTX and 7-OHMTX in saliva were not directly related to the development of mucositis. In patients with oral mucositis (WHO grade 1 or greater), the ratio to 7-OHMTX and MTX in saliva at 20 h was significantly lower than in patients without symptoms (p = 0.014, Mann Whitney rank sum test), but not at 42 and 66 h after starting the infusion. The salivary concentration of 7-OHMTX at 20 h ranged from undetectable (less than 1 nmol/l) to 1.6 micromol/l. No significant correlation was found between the unbound and total plasma concentrations of MTX and 7-OHMTX and the drug concentrations in saliva at different points in time. The concentrations of 7-OHMTX in saliva were 11, 23 and 13% of the unbound plasma concentrations at 20, 42 and 66 h, respectively, after starting the infusion. The respective median corresponding values for MTX were 1.6, 16.1 and 61.6%. The results suggest that determinations of saliva concentrations of MTX and 7-OHMTX may predict oral mucositis. This opens up the possibility of early identification of patients at high risk of developing oral mucositis in order to intensify topical or systemic treatment of these patients.","['X019Z9S1DL (7-hydroxymethotrexate)', 'YL5FZ2Y5U1 (Methotrexate)']",,,,,,,,,,,
9073074,NLM,MEDLINE,19970429,20190707,0378-1119 (Print) 0378-1119 (Linking),187,1,1997 Mar 10,Antisense transcription of a murine FGFR-3 psuedogene during fetal developement.,115-22,"['Weil, D', 'Power, M A', 'Webb, G C', 'Li, C L']","['Weil D', 'Power MA', 'Webb GC', 'Li CL']","['Leukaemia Foundation of Queensland Daikyo Research Unit, Queensland Institute of Medical Research, Herston, Australia. weil@infobiogen.fr']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Gene,Gene,7706761,IM,"['Alternative Splicing', 'Amino Acid Sequence', 'Animals', 'Base Sequence', 'Chromosome Mapping', 'Cloning, Molecular', 'Embryo, Mammalian/metabolism', 'Fibroblast Growth Factors', '*Gene Expression Regulation, Developmental', 'Introns/genetics', 'Mice', 'Molecular Sequence Data', 'Polymerase Chain Reaction', 'Protein-Tyrosine Kinases/chemistry', 'Pseudogenes/*genetics', 'RNA, Antisense/*genetics', 'Receptor, Fibroblast Growth Factor, Type 3', 'Receptors, Fibroblast Growth Factor/chemistry/*genetics', 'Sequence Analysis', 'Sequence Deletion/genetics', 'Sequence Homology, Amino Acid', '*Transcription, Genetic']",,1997/03/10 00:00,1997/03/10 00:01,['1997/03/10 00:00'],"['1997/03/10 00:00 [pubmed]', '1997/03/10 00:01 [medline]', '1997/03/10 00:00 [entrez]']","['S0378111996007330 [pii]', '10.1016/s0378-1119(96)00733-0 [doi]']",ppublish,Gene. 1997 Mar 10;187(1):115-22. doi: 10.1016/s0378-1119(96)00733-0.,"In a search for new protein tyrosine kinases (PTKs) in early hemopoietic cells, we have identified a sequence closely related to the Fibroblast Growth Factor Receptor (FGFR) family. A cDNA isolated from a mouse embryo library was 89% identical to FGFR-3 in both its coding and 3' untranslated regions. However, the region homologous to exons 5 to 9 of FGFR-3 was missing. In addition, the ORF was interrupted by several stop codons and frame shifts, indicating that this sequence is not functional. These transcripts were therefore copied from a novel FGFR-3 pseudogene, that we called psiFGFR-3. Partial analysis of this gene showed the absence of introns, which is a characteristic feature of a processed pseudogene. psiFGFR-3 gene was localized on Chromosome 1H4-6. Its transcription was shown to be antisense and its expression was restricted to fetal tissues. These results indicate that psiFGFR-3 has been inserted in Chromosome 1 in antisense orientation close to a heterologous promoter.","['0 (RNA, Antisense)', '0 (Receptors, Fibroblast Growth Factor)', '62031-54-3 (Fibroblast Growth Factors)', 'EC 2.7.10.1 (Fgfr3 protein, mouse)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.10.1 (Receptor, Fibroblast Growth Factor, Type 3)']",,['GENBANK/U52463'],,,,,,,,,
9072198,NLM,MEDLINE,19970321,20071115,0210-5705 (Print) 0210-5705 (Linking),20,1,1997 Jan,"[Association of primary biliary cirrhosis, Turner's syndrome and chronic myeloid leukemia].",44-5,"['Gomez Antunez, M', 'Cuenca Carvajal, C', 'Ortiz Vega, M', 'Monteoliva Marguez, J E', 'Gorostiza, J R', 'Filgueia Rubio, J S']","['Gomez Antunez M', 'Cuenca Carvajal C', 'Ortiz Vega M', 'Monteoliva Marguez JE', 'Gorostiza JR', 'Filgueia Rubio JS']",,['spa'],"['Case Reports', 'Comment', 'Letter']",Spain,Gastroenterol Hepatol,Gastroenterologia y hepatologia,8406671,IM,"['Adult', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*complications/diagnosis', 'Liver Cirrhosis, Biliary/*complications/diagnosis', 'Turner Syndrome/*complications/diagnosis']",,1997/01/01 00:00,1997/01/01 00:01,['1997/01/01 00:00'],"['1997/01/01 00:00 [pubmed]', '1997/01/01 00:01 [medline]', '1997/01/01 00:00 [entrez]']",,ppublish,Gastroenterol Hepatol. 1997 Jan;20(1):44-5.,,,,,"Asociacion entre cirrosis biliar primaria, sindrome de Turner y leucemia mieloide cronica.",['Gastroenterol Hepatol. 1995 Aug-Sep;18(7):375-8. PMID: 7553275'],['Gastroenterol Hepatol 1997 Apr;20(4):174'],,,,,,
9072081,NLM,MEDLINE,19970327,20181130,0939-5555 (Print) 0939-5555 (Linking),74,2,1997 Feb,"Acute Leukemias VII. Experimental Approaches and Novel Therapies. International Symposium. Munster, Germany, February 22-26, 1997. Abstracts.","I-XII, A1-58",,,,['eng'],"['Congress', 'Overall']",Germany,Ann Hematol,Annals of hematology,9107334,IM,"['Acute Disease', 'Animals', 'Humans', 'Leukemia/*therapy']",,1997/02/01 00:00,1997/02/01 00:01,['1997/02/01 00:00'],"['1997/02/01 00:00 [pubmed]', '1997/02/01 00:01 [medline]', '1997/02/01 00:00 [entrez]']",,ppublish,"Ann Hematol. 1997 Feb;74(2):I-XII, A1-58.",,,,,,,,,,,,,
9071986,NLM,MEDLINE,19970402,20190709,0022-0795 (Print) 0022-0795 (Linking),152,2,1997 Feb,Mitogenic actions of endothelin and other growth factors in ovine endometrium.,283-90,"['Salamonsen, L A', 'Young, R J', 'Garcia, S', 'Findlay, J K']","['Salamonsen LA', 'Young RJ', 'Garcia S', 'Findlay JK']","[""Prince Henry's Institute of Medical Research, Clayton, Victoria, Australia.""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,J Endocrinol,The Journal of endocrinology,0375363,IM,"['Animals', 'Becaplermin', 'Blotting, Northern', 'Cell Division/drug effects', 'Dose-Response Relationship, Drug', 'Endometrium/*drug effects/physiology', 'Endothelin-1/*pharmacology', 'Epidermal Growth Factor/pharmacology', 'Epithelium/drug effects/physiology', 'Female', 'Gene Expression/drug effects', 'Genes, jun', 'Growth Inhibitors/pharmacology', 'Insulin-Like Growth Factor I/pharmacology', '*Interleukin-6', 'Leukemia Inhibitory Factor', '*Luteal Phase', 'Lymphokines/pharmacology', 'Platelet-Derived Growth Factor/pharmacology', 'Protein Binding', 'Proto-Oncogene Proteins c-sis', 'Sheep', 'Stimulation, Chemical']",,1997/02/01 00:00,1997/02/01 00:01,['1997/02/01 00:00'],"['1997/02/01 00:00 [pubmed]', '1997/02/01 00:01 [medline]', '1997/02/01 00:00 [entrez]']",['10.1677/joe.0.1520283 [doi]'],ppublish,J Endocrinol. 1997 Feb;152(2):283-90. doi: 10.1677/joe.0.1520283.,"Endothelin-1 (ET-1) is present in ovine endometrium, primarily in epithelial cells, and increases around the time of implantation. We examined the cell type expressing ET-binding sites in vitro and whether ET-1 has mitogenic actions in the endometrium, alone or in synergy with other growth factors. Purified epithelial and stromal cells were prepared from luteal-phase endometrium. Specific receptors were demonstrated by binding of 125I-ET-1 and proliferative effects of ET-1 and/or other growth factors determined by uptake of [3H]thymidine by cells in serum-free culture. 125I-ET-1 bound to both epithelial (2516 +/- 820 c.p.m./well) and stromal (6368 +/- 1350 c.p.m./well) cells and was displaced by ET-1 (1 mumol l-1). There were no proliferative effects of ET on epithelial cells. ET-1 (10 nmol l-1) stimulated uptake of [3H]thymidine by stromal cells under serum-free conditions in 13/20 individual cell preparations, to 149 +/- 13% of control (untreated = 100%) with dose-dependence between the range of 1 to 100 nmol l-1. Stimulation by fetal calf serum was to 377 +/- 126% of control. The effects on proliferation by other growth factors (dose; % of control +/- S.E.M., number of positive/total number of cell preparations) were: IGF-I (13 nmol l-1; 182 +/- 14, 4/4), epidermal growth factor (EGF; 4.8 nmol l-1; 132 +/- 5%, 7/7), platelet-derived growth factor-BB (0.4 nmol l-1; 146 +/- 3, 2/2) and leukaemia inhibitory factor (0.4 nmol 1-1; 110 +/- 2, 3/3). All stimulations except that of EGF were significant and dose-responsive but only insulin was additive with ET (350 +/- 35, 5/5). ET-1 also stimulated expression of the the AP-1 cis element c-jun, this being maximal at 60 min of exposure to mitogen. ET-1, along with other growth factors has a likely paracrine role in cellular proliferation in the endometrium, possibly in association with blastocyst implantation.","['0 (Endothelin-1)', '0 (Growth Inhibitors)', '0 (Interleukin-6)', '0 (Leukemia Inhibitory Factor)', '0 (Lymphokines)', '0 (Platelet-Derived Growth Factor)', '0 (Proto-Oncogene Proteins c-sis)', '1B56C968OA (Becaplermin)', '62229-50-9 (Epidermal Growth Factor)', '67763-96-6 (Insulin-Like Growth Factor I)']",,,,,,,,,,,
9071923,NLM,MEDLINE,19970331,20190718,0959-8049 (Print) 0959-8049 (Linking),33,1,1997 Jan,2-Chlorodeoxyadenosine inhibits activity of adenosine deaminase and S-adenosylhomocysteine hydrolase in patients with chronic lymphocytic leukaemia.,170-3,"['Warzocha, K', 'Fabianowska-Majewska, K', 'Blonski, J', 'Krykowski, E', 'Robak, T']","['Warzocha K', 'Fabianowska-Majewska K', 'Blonski J', 'Krykowski E', 'Robak T']",,['eng'],['Letter'],England,Eur J Cancer,"European journal of cancer (Oxford, England : 1990)",9005373,IM,"['*Adenosine Deaminase Inhibitors', 'Adenosylhomocysteinase', 'Adult', 'Aged', 'Aged, 80 and over', 'Antineoplastic Agents/*pharmacology', 'Cladribine/*pharmacology', 'Humans', 'Hydrolases/*antagonists & inhibitors', 'Leukemia, Lymphocytic, Chronic, B-Cell/*drug therapy', 'Middle Aged']",,1997/01/01 00:00,1997/01/01 00:01,['1997/01/01 00:00'],"['1997/01/01 00:00 [pubmed]', '1997/01/01 00:01 [medline]', '1997/01/01 00:00 [entrez]']","['S0959804996003474 [pii]', '10.1016/s0959-8049(96)00347-4 [doi]']",ppublish,Eur J Cancer. 1997 Jan;33(1):170-3. doi: 10.1016/s0959-8049(96)00347-4.,,"['0 (Adenosine Deaminase Inhibitors)', '0 (Antineoplastic Agents)', '47M74X9YT5 (Cladribine)', 'EC 3.- (Hydrolases)', 'EC 3.3.1.1 (Adenosylhomocysteinase)']",,,,,,,,,,,
9071905,NLM,MEDLINE,19970331,20190718,0959-8049 (Print) 0959-8049 (Linking),33,1,1997 Jan,Acute lymphoblastic leukaemia.,85-90,"['Lilleyman, J S']",['Lilleyman JS'],"[""Department of Paediatric Oncology, St Bartholomew's, London, UK.""]",['eng'],"['Journal Article', 'Review']",England,Eur J Cancer,"European journal of cancer (Oxford, England : 1990)",9005373,IM,"['Child', 'Chromosome Aberrations', 'Humans', 'Immunophenotyping', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/etiology/genetics', 'Prognosis']",66,1997/01/01 00:00,1997/01/01 00:01,['1997/01/01 00:00'],"['1997/01/01 00:00 [pubmed]', '1997/01/01 00:01 [medline]', '1997/01/01 00:00 [entrez]']","['S0959804996004285 [pii]', '10.1016/s0959-8049(96)00428-5 [doi]']",ppublish,Eur J Cancer. 1997 Jan;33(1):85-90. doi: 10.1016/s0959-8049(96)00428-5.,,,,,,,,['Eur J Cancer. 1997 Jan;33(1):8-9. PMID: 9071891'],,,,,
9071891,NLM,MEDLINE,19970331,20190718,0959-8049 (Print) 0959-8049 (Linking),33,1,1997 Jan,Childhood acute lymphoblastic leukaemia.,8-9,"['Henze, G']",['Henze G'],,['eng'],"['Comment', 'Editorial']",England,Eur J Cancer,"European journal of cancer (Oxford, England : 1990)",9005373,IM,"['Child', 'Hematopoietic Stem Cell Transplantation', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics/*therapy', 'Prognosis']",,1997/01/01 00:00,1997/01/01 00:01,['1997/01/01 00:00'],"['1997/01/01 00:00 [pubmed]', '1997/01/01 00:01 [medline]', '1997/01/01 00:00 [entrez]']","['S0959804996005084 [pii]', '10.1016/s0959-8049(96)00508-4 [doi]']",ppublish,Eur J Cancer. 1997 Jan;33(1):8-9. doi: 10.1016/s0959-8049(96)00508-4.,,,,,,['Eur J Cancer. 1997 Jan;33(1):85-90. PMID: 9071905'],,,,,,,
9071870,NLM,MEDLINE,19970410,20041117,0885-842X (Print) 0885-842X (Linking),94,3,1997 Mar,The war on cancer: from the benign to the malignant.,27-30,"['Cornell, D H']",['Cornell DH'],,['eng'],['Journal Article'],United States,N J Med,New Jersey medicine : the journal of the Medical Society of New Jersey,8511653,IM,"['Humans', 'Leukemia, T-Cell/genetics/physiopathology', 'Male', 'Molecular Biology', 'Neoplasms/genetics/*physiopathology/therapy', 'Testicular Neoplasms/genetics/physiopathology']",,1997/03/01 00:00,1997/03/01 00:01,['1997/03/01 00:00'],"['1997/03/01 00:00 [pubmed]', '1997/03/01 00:01 [medline]', '1997/03/01 00:00 [entrez]']",,ppublish,N J Med. 1997 Mar;94(3):27-30.,"When the war on cancer was declared by the United States Congress in 1971, optimism was high that a magic bullet could be found to cure the cluster of diseases collectively known as cancer. Now, 26 years later, the dream of discovering a single antidote has long since been abandoned. Instead what began more than two and one-half decades ago has led researchers to an understanding of the complex workings of cancerous cells and what goes wrong in normal cells to cause the ominous changes that lead to the disease.",,,,,,,,,,,,
