PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,IP,AB,GS,PMC,CON,CIN,EIN,SI,TT,CRF,OID,OTO,OT,GN,OAB,OABL
8038394,NLM,MEDLINE,19940824,20181113,0006-3495 (Print) 0006-3495 (Linking),66,1994 Apr,Receptor-mediated binding of IgE-sensitized rat basophilic leukemia cells to antigen-coated substrates under hydrodynamic flow.,1231-43,"['Tempelman, L A', 'Hammer, D A']","['Tempelman LA', 'Hammer DA']","['School of Chemical Engineering, Cornell University, Ithaca, New York 14853.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,Biophys J,Biophysical journal,0370626,"['0 (Antigens, Surface)', '0 (Dinitrophenols)', '0 (Receptors, Immunologic)', '37341-29-0 (Immunoglobulin E)']",IM,"['Animals', 'Antigens, Surface', 'Biophysical Phenomena', 'Biophysics', 'Cell Adhesion/*immunology/*physiology', 'Dinitrophenols/immunology', 'Flow Cytometry', 'Immunoglobulin E', 'Kinetics', 'Leukemia, Basophilic, Acute/*immunology/*physiopathology', 'Models, Biological', 'Rats', 'Receptors, Immunologic', 'Thermodynamics', 'Tumor Cells, Cultured/immunology/physiology']",,1994/04/01 00:00,1994/04/01 00:01,['1994/04/01 00:00'],"['1994/04/01 00:00 [pubmed]', '1994/04/01 00:01 [medline]', '1994/04/01 00:00 [entrez]']","['S0006-3495(94)80907-5 [pii]', '10.1016/S0006-3495(94)80907-5 [doi]']",ppublish,Biophys J. 1994 Apr;66(4):1231-43. doi: 10.1016/S0006-3495(94)80907-5.,,4,"The physiological function of many cells is dependent on their ability to adhere via receptors to ligand-coated surfaces under fluid flow. We have developed a model experimental system to measure cell adhesion as a function of cell and surface chemistry and fluid flow. Using a parallel-plate flow chamber, we measured the binding of rat basophilic leukemia cells preincubated with anti-dinitrophenol IgE antibody to polyacrylamide gels covalently derivatized with 2,4-dinitrophenol. The rat basophilic leukemia cells' binding behavior is binary: cells are either adherent or continue to travel at their hydrodynamic velocity, and the transition between these two states is abrupt. The spatial location of adherent cells shows cells can adhere many cell diameters down the length of the gel, suggesting that adhesion is a probabilistic process. The majority of experiments were performed in the excess ligand limit in which adhesion depends strongly on the number of receptors but weakly on ligand density. Only 5-fold changes in IgE surface density or in shear rate were necessary to change adhesion from complete to indistinguishable from negative control. Adhesion showed a hyperbolic dependence on shear rate. By performing experiments with two IgE-antigen configurations in which the kinetic rates of receptor-ligand binding are different, we demonstrate that the forward rate of reaction of the receptor-ligand pair is more important than its thermodynamic affinity in the regulation of binding under hydrodynamic flow. In fact, adhesion increases with increasing receptor-ligand reaction rate or decreasing shear rate, and scales with a single dimensionless parameter which compares the relative rates of reaction to fluid shear.",,PMC1275831,,,,,,,,,,,,
8038313,NLM,MEDLINE,19940824,20190512,1058-4838 (Print) 1058-4838 (Linking),18,1994 Apr,Endogenous endophthalmitis due to Fusarium: case report and review.,585-8,"['Louie, T', 'el Baba, F', 'Shulman, M', 'Jimenez-Lucho, V']","['Louie T', 'el Baba F', 'Shulman M', 'Jimenez-Lucho V']","['Medical Service, Northport Veterans Affairs Medical Center, New York 11768.']",['eng'],"['Case Reports', 'Journal Article', 'Review']",United States,Clin Infect Dis,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,9203213,['0 (Antifungal Agents)'],IM,"['Aged', 'Antifungal Agents/therapeutic use', 'Endophthalmitis/drug therapy/*etiology/surgery', 'Eye Infections, Fungal/drug therapy/*etiology/surgery', '*Fusarium/pathogenicity', 'Humans', 'Immunocompromised Host', 'Leukemia, Myeloid, Acute/complications', 'Male', 'Vitrectomy']",18,1994/04/01 00:00,1994/04/01 00:01,['1994/04/01 00:00'],"['1994/04/01 00:00 [pubmed]', '1994/04/01 00:01 [medline]', '1994/04/01 00:00 [entrez]']",['10.1093/clinids/18.4.585 [doi]'],ppublish,Clin Infect Dis. 1994 Apr;18(4):585-8. doi: 10.1093/clinids/18.4.585.,,4,"Endogenous fungal endophthalmitis is being increasingly recognized in susceptible individuals. We report a case of endogenous endophthalmitis due to Fusarium solani that occurred as the sole clinical manifestation of fungal disease in an immunocompromised host. Four previously reported cases of endogenous fusarial endophthalmitis are also reviewed. Two of these patients had no underlying disease and presented with isolated endophthalmitis, while two other patients had acute leukemia and presented with multiple organ involvement due to Fusarium. All three patients with leukemia, including our patient, were severely neutropenic at the time of diagnosis. Two of these three patients had fungemia. MICs of amphotericin B for fungal isolates ranged from 0.14 to 10 micrograms/mL. Despite abatement of the endophthalmitis after antifungal therapy and vitrectomy, the prognosis for immunocompromised patients remains guarded because of underlying disease.",,,,,,,,,,,,,,
8038312,NLM,MEDLINE,19940824,20190512,1058-4838 (Print) 1058-4838 (Linking),18,1994 Apr,Successful treatment of progressive mucocutaneous infection due to acyclovir- and foscarnet-resistant herpes simplex virus with (S)-1-(3-hydroxy-2-phosphonylmethoxypropyl)cytosine (HPMPC).,570-8,"['Snoeck, R', 'Andrei, G', 'Gerard, M', 'Silverman, A', 'Hedderman, A', 'Balzarini, J', 'Sadzot-Delvaux, C', 'Tricot, G', 'Clumeck, N', 'De Clercq, E']","['Snoeck R', 'Andrei G', 'Gerard M', 'Silverman A', 'Hedderman A', 'Balzarini J', 'Sadzot-Delvaux C', 'Tricot G', 'Clumeck N', 'De Clercq E']","['Rega Institute for Medical Research, Katholieke Universiteit Leuven, Belgium.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Clin Infect Dis,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,9203213,"['0 (Antiviral Agents)', '0 (DNA, Viral)', '0 (Organophosphonates)', '0 (Organophosphorus Compounds)', '364P9RVW4X (Foscarnet)', '8J337D1HZY (Cytosine)', 'EC 2.7.1.21 (Thymidine Kinase)', 'EC 3.1.21.- (DNA Restriction Enzymes)', 'JIL713Q00N (Cidofovir)', 'X4HES1O11F (Acyclovir)']",IM,"['AIDS-Related Opportunistic Infections/complications/drug therapy', 'Acyclovir/pharmacology', 'Administration, Topical', 'Adult', 'Antiviral Agents/administration & dosage/*therapeutic use', 'Cidofovir', 'Cytosine/administration & dosage/*analogs & derivatives/therapeutic use', 'DNA Restriction Enzymes', 'DNA, Viral/genetics', 'Drug Resistance, Microbial', 'Foscarnet/pharmacology', 'Herpes Genitalis/complications/*drug therapy', 'Herpes Simplex/complications/*drug therapy', 'Herpesvirus 1, Human/drug effects/enzymology/genetics', 'Herpesvirus 2, Human/drug effects/enzymology/genetics', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/complications', 'Male', 'Opportunistic Infections/complications/drug therapy', '*Organophosphonates', 'Organophosphorus Compounds/administration & dosage/*therapeutic use', 'Skin Diseases, Viral/complications/*drug therapy', 'Thymidine Kinase/antagonists & inhibitors']",,1994/04/01 00:00,1994/04/01 00:01,['1994/04/01 00:00'],"['1994/04/01 00:00 [pubmed]', '1994/04/01 00:01 [medline]', '1994/04/01 00:00 [entrez]']",['10.1093/clinids/18.4.570 [doi]'],ppublish,Clin Infect Dis. 1994 Apr;18(4):570-8. doi: 10.1093/clinids/18.4.570.,,4,"The acyclic nucleoside phosphonate (S)-1-(3-hydroxy-2-phosphonylmethoxypropyl)cytosine (HPMPC) was used topically for the treatment of persistent mucocutaneous infections in two cases. One patient with AIDS suffered from a perineal lesion due to infection with herpes simplex virus type 2 (HSV-2) and did not respond to acyclovir and was intolerant of foscarnet. A bone marrow transplant recipient developed orofacial lesions due to infection with herpes simplex virus type 1 (HSV-1) that failed to respond to therapy with both acyclovir and foscarnet. After topical application of HPMPC, the HSV-2 lesions completely resolved. However, the lesions recurred 3 weeks later, and, upon subsequent treatment with HPMPC, regressed. On recurrence, the virus was found to be sensitive to acyclovir, which the patient was given. Again HSV-2, which was resistant to acyclovir, emerged; similar observations were made after another cycle of HPMPC therapy. The HSV-1 isolates were resistant to acyclovir and foscarnet. Following local HPMPC treatment, the lesions regressed, but after 1 week, a second course of topical HPMPC therapy had to be instituted for recurrent infection. The lesions again regressed, and as the recurrent virus was sensitive to acyclovir, the patient was successfully treated with the drug. The results of this study point to the potential usefulness of topical HPMPC in the treatment of immunocompromised patients with HSV-related mucocutaneous infections that are refractory to therapy with acyclovir and/or foscarnet.",,,,,,,,,,,,,,
8038305,NLM,MEDLINE,19940824,20190512,1058-4838 (Print) 1058-4838 (Linking),18,1994 Apr,Risk factors for fungal infection in patients with malignant hematologic disorders: implications for empirical therapy and prophylaxis.,525-32,"['Guiot, H F', 'Fibbe, W E', ""van 't Wout, J W""]","['Guiot HF', 'Fibbe WE', ""van 't Wout JW""]","['Department of Infectious Diseases, University Hospital, Leiden, The Netherlands.']",['eng'],['Journal Article'],United States,Clin Infect Dis,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,9203213,['0 (Antifungal Agents)'],IM,"['Adolescent', 'Adult', 'Antifungal Agents/pharmacology', 'Aspergillosis/complications', 'Bacteremia/complications', 'Bone Marrow Transplantation/adverse effects', 'Candidiasis/complications', 'Female', 'Graft vs Host Disease/complications', 'Humans', 'Leukemia/*complications/surgery', 'Male', 'Middle Aged', 'Mycoses/*complications/diagnosis/prevention & control', 'Opportunistic Infections/*complications', 'Prognosis', 'Risk Factors', 'Time Factors']",,1994/04/01 00:00,1994/04/01 00:01,['1994/04/01 00:00'],"['1994/04/01 00:00 [pubmed]', '1994/04/01 00:01 [medline]', '1994/04/01 00:00 [entrez]']",['10.1093/clinids/18.4.525 [doi]'],ppublish,Clin Infect Dis. 1994 Apr;18(4):525-32. doi: 10.1093/clinids/18.4.525.,,4,"To determine which patients are at high risk for disseminated fungal infection and should be given systemic prophylaxis, we studied the charts of 341 patients with malignant hematologic disorders who were admitted to our institution during 10 consecutive years. These patients represented 636 admissions; during these admissions, 60 invasive fungal infections occurred, with deaths in 44 cases. All patients who died of these infections either had persisting granulocytopenia and a poor prognosis for the underlying disease or suffered from chronic graft-vs.-host disease. Two of 58 patients who had no or low-level candidal colonization developed this infection (P < .001). Nine of the 10 patients with candidal infection had microbiologically proven bacteremia within the week preceding the candidal infection. After bone marrow transplantation, 8 of 10 patients with chronic graft-vs.-host disease vs. 2 of 36 without this disease (P < .001) developed fatal infection with Aspergillus species. The results of our study reveal that patients with high-level candidal colonization who were treated for microbiologically proven bacteremia and patients with chronic graft-vs.-host disease might benefit from systemic antifungal prophylaxis.",,,,['Clin Infect Dis. 1994 May;18(5):793-8. PMID: 8075273'],,,,,,,,,,
8038237,NLM,MEDLINE,19940819,20190920,0939-5555 (Print) 0939-5555 (Linking),68,1994 Jun,Kaposi's sarcoma in an HIV-negative CLL patient as the cause of thrombocytopenia.,307-10,"['Wijermans, P W', 'van Groningen, K', 'van Royen, E A', 'Bruijn, J A']","['Wijermans PW', 'van Groningen K', 'van Royen EA', 'Bruijn JA']","['Department of Hematology, Municipal Hospital Leyenburg, The Hague, The Netherlands.']",['eng'],"['Case Reports', 'Journal Article']",Germany,Ann Hematol,Annals of hematology,9107334,"['0 (Antineoplastic Agents)', '0 (Technetium Compounds)', 'FA2DM6879K (Vidarabine)', 'P2K93U8740 (fludarabine)']",IM,"['Aged', 'Antineoplastic Agents/therapeutic use', 'Biopsy', 'Blood Platelets/diagnostic imaging', 'HIV Seronegativity/*immunology', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*complications', 'Lymphocyte Subsets', 'Radionuclide Imaging', 'Sarcoma, Kaposi/*complications/pathology', 'Skin/pathology', 'Technetium Compounds', 'Thrombocytopenia/*etiology', 'Vidarabine/analogs & derivatives/therapeutic use']",,1994/06/01 00:00,1994/06/01 00:01,['1994/06/01 00:00'],"['1994/06/01 00:00 [pubmed]', '1994/06/01 00:01 [medline]', '1994/06/01 00:00 [entrez]']",['10.1007/BF01695038 [doi]'],ppublish,Ann Hematol. 1994 Jun;68(6):307-10. doi: 10.1007/BF01695038.,,6,"A patient is described with a rapidly progressive Kaposi's sarcoma following immunosuppressive therapy with fludarabine monophosphate (FAMP) for chronic lymphocytic leukemia. The development of this tumor was accompanied by progressive thrombocytopenia, due to trapping of the platelets in the Kaposi sarcoma, without signs of consumptive coagulopathy or microangiopathic hemolytic anemia. This sequestration process might be caused by the abnormal structure of the tumoral vessels, leading to exposure of subendothelial structures like collagen, von Willebrand's factor, and tenascin to the vessel lumen. A severe immunosuppression due to the lymphocytotoxic effect of FAMP on several T-cell subpopulations was seen. This case confirms the importance of immunosuppression as a co-factor in the development of Kaposi's sarcoma also in HIV-negative patients, and adds Kaposi's sarcoma to the differential diagnosis of thrombocytopenia in immunosuppressed patients.",,,,,,,,,,,,,,
8038233,NLM,MEDLINE,19940819,20190920,0939-5555 (Print) 0939-5555 (Linking),68,1994 Jun,Results of conventional-dose cytosine arabinoside and idarubicin in elderly patients with acute myeloid leukemia.,279-83,"['Heyll, A', 'Aul, C', 'Gogolin, F', 'Runde, V', 'Sohngen, D', 'Meckenstock, G', 'Wolf, H H', 'Zahner, J', 'Burk, M', 'Winkelmann, M']","['Heyll A', 'Aul C', 'Gogolin F', 'Runde V', 'Sohngen D', 'Meckenstock G', 'Wolf HH', 'Zahner J', 'Burk M', 'Winkelmann M', 'et al.']","['Klinik fur Hamatologie, Onkologie und klinische Immunologie, Universitat Dusseldorf, Germany.']",['eng'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",Germany,Ann Hematol,Annals of hematology,9107334,"['04079A1RDZ (Cytarabine)', 'ZRP63D75JW (Idarubicin)']",IM,"['Acute Disease', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Cytarabine/*administration & dosage', 'Dose-Response Relationship, Drug', 'Humans', 'Idarubicin/*administration & dosage', 'Leukemia, Erythroblastic, Acute/drug therapy/epidemiology', 'Leukemia, Monocytic, Acute/drug therapy/epidemiology', 'Leukemia, Myeloid/*drug therapy/epidemiology', 'Leukemia, Myeloid, Acute/drug therapy/epidemiology', 'Leukemia, Myelomonocytic, Acute/drug therapy/epidemiology', 'Middle Aged', 'Survival Analysis']",,1994/06/01 00:00,1994/06/01 00:01,['1994/06/01 00:00'],"['1994/06/01 00:00 [pubmed]', '1994/06/01 00:01 [medline]', '1994/06/01 00:00 [entrez]']",['10.1007/BF01695033 [doi]'],ppublish,Ann Hematol. 1994 Jun;68(6):279-83. doi: 10.1007/BF01695033.,,6,"Conventional-dose Ara-C (200 mg/m2 d 1-5) combined with idarubicin (12 mg/m2 d 1-3) was employed as remission induction and consolidation therapy in 23 elderly AML patients with a median age of 66 years (range, 60-75) with AML according to the FAB criteria (M1 n = 3, M2 n = 10, M4 n = 6, M5 n = 2, M6 n = 2), eligible for the study. In seven patients earlier MDS had been documented by previous bone marrow aspirates. The CR rate after one induction course was 65% (15/23). Toxicity was acceptable, with four patients dying during the chemotherapy-induced hypoplasia (4/23). Although 80% of the CR patients received two additional cycles of Ara-C and idarubicin as consolidation therapy, only two patients are still in continuous complete remission more than 12 months after achieving CR. The median disease-free survival of the CR patients was 11.5 months and the median survival of the entire group was 10 months. We conclude that conventional dose Ara-C/idarubicin is an effective protocol for inducing complete remission in elderly patients with AML, but that consolidation therapy consisting of two courses of the same regimen does not produce a relevant rate of long-term disease-free survival.",,,,,,,,,,,,,,
8037812,NLM,MEDLINE,19940825,20071115,0242-6498 (Print) 0242-6498 (Linking),14,1994,[A pseudolymphoid hemopathy: importance of cytologic impressions].,199-200,"['Labouyrie, E', 'Mompart, J P', 'Chartois-Leaute, A G', 'Vergier, B', 'Fialon, P', 'Reiffers, J', 'Goussot, J F', 'Merlio, J P', 'de Mascarel, A']","['Labouyrie E', 'Mompart JP', 'Chartois-Leaute AG', 'Vergier B', 'Fialon P', 'Reiffers J', 'Goussot JF', 'Merlio JP', 'de Mascarel A']","[""Laboratoire d'anatomie pathologique, CHU de Bordeaux, Hopital Haut Leveque, Pessac.""]",['fre'],"['Case Reports', 'Journal Article']",France,Ann Pathol,Annales de pathologie,8106337,,IM,"['Adult', 'Cytodiagnosis', 'Diagnosis, Differential', 'Hematologic Diseases/*pathology', 'Humans', 'Leukemia, Myeloid/*pathology', 'Leukemia, Myeloid, Acute/*pathology', 'Male']",,1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",,ppublish,Ann Pathol. 1994;14(3):199-200.,,3,,,,,,,,Une hemopathie pseudolymphoide: de l'interet des empreintes cytologiques.,,,,,,,
8037774,NLM,MEDLINE,19940815,20161123,0006-291X (Print) 0006-291X (Linking),202,1994 Jul 15,Expression of a calcium binding protein pEL98 (mts1) during differentiation of human promyelocytic leukemia HL-60 cells.,94-101,"['Takenaga, K', 'Nakamura, Y', 'Sakiyama, S']","['Takenaga K', 'Nakamura Y', 'Sakiyama S']","['Division of Chemotherapy, Chiba Cancer Center Research Institute, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,"['0 (Calcium-Binding Proteins)', '0 (RNA, Messenger)', '0 (S100 Calcium-Binding Protein A4)', '0 (S100 Proteins)', '142662-27-9 (S100A4 protein, human)', '5688UTC01R (Tretinoin)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Blotting, Northern', 'Calcium-Binding Proteins/*biosynthesis', 'Cell Adhesion/drug effects', 'Cell Differentiation/drug effects', 'Cell Movement/drug effects', 'Dimethyl Sulfoxide/pharmacology', '*Gene Expression', 'Granulocytes/cytology', 'Humans', 'Kinetics', 'Leukemia, Promyelocytic, Acute', 'Leukocytes, Mononuclear/cytology/*metabolism', 'Macrophages/cytology', 'Neutrophils/cytology/*metabolism', 'Phagocytosis', 'RNA, Messenger/biosynthesis/isolation & purification', 'S100 Calcium-Binding Protein A4', '*S100 Proteins', 'Tetradecanoylphorbol Acetate/pharmacology', 'Tretinoin/pharmacology', 'Tumor Cells, Cultured']",,1994/07/15 00:00,1994/07/15 00:01,['1994/07/15 00:00'],"['1994/07/15 00:00 [pubmed]', '1994/07/15 00:01 [medline]', '1994/07/15 00:00 [entrez]']","['S0006-291X(84)71898-5 [pii]', '10.1006/bbrc.1994.1898 [doi]']",ppublish,Biochem Biophys Res Commun. 1994 Jul 15;202(1):94-101. doi: 10.1006/bbrc.1994.1898.,,1,"The expression of pEL98 (also termed mts1), an S100-related calcium-binding protein, was induced during macrophagic or granulocytic differentiation of human promyelocytic leukemia HL-60 cells in response to phorbol 12-myristate 13-acetate or dimethylsulfoxide, respectively. However, pEL98 expression remained at the low level during granulocytic differentiation of the cells by the treatment with all-trans retinoic acid. The expression of cell motility, but not adhesiveness or phagocytic ability, was found to be coincided with that of pEL98 (mts1), suggesting that pEL98 (mts1) is involved in regulating cell motility. Immunocytochemical analysis demonstrated that pEL98 (mts1) was expressed in human monocytes, macrophages and polymorphonuclear leukocytes.",['mts1'],,,,,,,,,,,,,
8037646,NLM,MEDLINE,19940815,20170214,0145-4455 (Print) 0145-4455 (Linking),18,1994 Jan,Making the system work. Training pediatric oncology patients to cope and their parents to coach them during BMA/LP procedures.,6-31,"['Blount, R L', 'Powers, S W', 'Cotter, M W', 'Swan, S', 'Free, K']","['Blount RL', 'Powers SW', 'Cotter MW', 'Swan S', 'Free K']","['Department of Psychology, University of Georgia, Athens 30602-3013.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Behav Modif,Behavior modification,7803043,,IM,"['*Adaptation, Psychological', 'Bone Marrow/*surgery', 'Child', 'Child, Preschool', 'Crying', 'Female', 'Humans', '*Leukemia', 'Male', 'Reproducibility of Results', '*Spinal Puncture', 'Videotape Recording']",,1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",['10.1177/01454455940181002 [doi]'],ppublish,Behav Modif. 1994 Jan;18(1):6-31. doi: 10.1177/01454455940181002.,['NIMH R29 MH 44301/MH/NIMH NIH HHS/United States'],1,"Three 4- to 7-year-old pediatric oncology patients were taught to engage in distraction prior to painful bone marrow aspirations and lumbar puncture procedures and to use party blowers as a breathing technique during the painful procedures. Parents were taught to coach their children to use these coping behaviors. Using a multiple baseline across subjects design, results indicated that all of the parents increased their rate of coaching. Each child responded with increased coping and decreased observable distress after the first treatment session. One child returned to baseline levels of coping and distress on the next two sessions. The other two children maintained their high rates of coping and low rates of observable distress during the remaining treatment and during the maintenance sessions. Parents' coaching of their children to use coping behaviors also remained high during maintenance sessions.",,,,,,,,,,,,,,
8037588,NLM,MEDLINE,19940817,20071115,0004-1955 (Print) 0004-1955 (Linking),56,1994 Mar-Apr,[Functional activity of the nucleolar organizer in the interphase granulocytic nuclei in chronic myeloid leukemia].,28-30,"['Petushkov, V I', 'Strozha, I L', 'Bondare, D K', 'Mironova, N A', 'Voskoboinik, N I', 'Ose, A Ia']","['Petushkov VI', 'Strozha IL', 'Bondare DK', 'Mironova NA', 'Voskoboinik NI', 'Ose AIa']",,['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Arkh Patol,Arkhiv patologii,0370604,,IM,"['Autoradiography', 'Granulocytes/cytology/*ultrastructure', 'Humans', 'Interphase/*physiology', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*pathology', 'Mitosis/physiology', 'Nucleolus Organizer Region/*physiology', 'Reference Values', 'Silver Staining', 'Software']",,1994/03/01 00:00,1994/03/01 00:01,['1994/03/01 00:00'],"['1994/03/01 00:00 [pubmed]', '1994/03/01 00:01 [medline]', '1994/03/01 00:00 [entrez]']",,ppublish,Arkh Patol. 1994 Mar-Apr;56(2):28-30.,,2,"Silver staining was used to investigate transcription activity of ribosomal genes of leukemia granulocytes in the interphase in 32 patients with PA-positive chronic myeloid leukemia (CML) and 26 healthy subjects. Visual calculation of nucleolar argentophilic granules (AG) and measurements of AG total area on cytoanalyzer Morphoquant were made. Introduction of a specially devised computer program and combination of silver staining with autoradiography in vitro (3H-thymidine) made it possible to quantify the activity of the ribosome genes in each phase of the mitotic cycle (G0/1, S, G2). Moreover, a significant difference was established in AgNO3 staining capacity of mature granulocyte nuclei in normal condition and in CML.",,,,,,,Funktsional'naia aktivnost' iadryshkovogo organizatora v interfaznnykh iadrakh granulotsitov pri khronicheskom mieloleikoze.,,,,,,,
8037587,NLM,MEDLINE,19940817,20131121,0004-1955 (Print) 0004-1955 (Linking),56,1994 Mar-Apr,[Morphogenesis of experimental neuroleukemia].,25-7,"['Petrov, S A']",['Petrov SA'],,['rus'],"['Comparative Study', 'English Abstract', 'Journal Article']",Russia (Federation),Arkh Patol,Arkhiv patologii,0370604,"['0 (Antineoplastic Agents)', '0 (Quinolines)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', 'Arachnoid/drug effects', 'Blood-Brain Barrier/drug effects', 'Cell Division/drug effects', 'Dura Mater/drug effects', 'Leukemia L1210/drug therapy/*pathology', 'Male', 'Methotrexate/*therapeutic use', 'Mice', 'Mice, Inbred DBA', 'Morphogenesis', 'Pia Mater/drug effects', 'Quinolines/*therapeutic use', 'Recurrence']",,1994/03/01 00:00,1994/03/01 00:01,['1994/03/01 00:00'],"['1994/03/01 00:00 [pubmed]', '1994/03/01 00:01 [medline]', '1994/03/01 00:00 [entrez]']",,ppublish,Arkh Patol. 1994 Mar-Apr;56(2):25-7.,,2,"22 mice with L-1210 leukemia treated with quinoline dibromide were studied histologically. Two ways of the development of leptomeningeal infiltrates in the brain are established. The first is due to the growth of uninhibited by treatment bone-marrow leukemic infiltrates (LI) of the skull, while the second-when the above infiltrates are suppressed-due to the proliferation of leukemic cells penetrating from the dura mater to the leptomeninges protected by the hematoencephalic barrier from the effect of anticancer drugs. when the recurrence of leukemia occurs the growth of bone-marrow LI continues resulting in the additional migration of leukemic cells to the leptomeninges. These ways of the leptomeninx LI formation should be taken into consideration in the leukemia treatment.",,,,,,,Morfogenez eksperimental'nogo neiroleikoza.,,,,,,,
8037340,NLM,MEDLINE,19940818,20191101,0192-8562 (Print) 0192-8562 (Linking),16,1994 Aug,Does weight for height have prognostic significance in children with acute lymphoblastic leukemia?,225-30,"['Reilly, J J', 'Odame, I', 'McColl, J H', 'McAllister, P J', 'Gibson, B E', 'Wharton, B A']","['Reilly JJ', 'Odame I', 'McColl JH', 'McAllister PJ', 'Gibson BE', 'Wharton BA']","['Department of Human Nutrition, University of Glasgow, Yorkhill Hospitals, Scotland.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Am J Pediatr Hematol Oncol,The American journal of pediatric hematology/oncology,7908071,,IM,"['Adolescent', '*Body Height', '*Body Weight', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Male', 'Nutritional Status', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*metabolism', 'Prognosis', 'Protein-Energy Malnutrition/complications', 'Recurrence', 'Retrospective Studies']",,1994/08/01 00:00,1994/08/01 00:01,['1994/08/01 00:00'],"['1994/08/01 00:00 [pubmed]', '1994/08/01 00:01 [medline]', '1994/08/01 00:00 [entrez]']",['10.1097/00043426-199408000-00007 [doi]'],ppublish,Am J Pediatr Hematol Oncol. 1994 Aug;16(3):225-30. doi: 10.1097/00043426-199408000-00007.,,3,"PURPOSE: We tested the hypothesis that weight for height, a simple index of nutritional status, is related to prognosis in childhood acute lymphoblastic leukemia (ALL). PATIENTS AND METHODS: The study population was composed of 78 children with ALL tested at one U.K. center on the same protocol (UKALL-X). Outcome measures were relapse/no relapse and time to first relapse. Influence of weight for height, expressed as standard deviation scores, was tested using survival analysis in a retrospective design. RESULTS: The weight-for-height standard deviation score had a significant influence on time until first relapse (log ranks test, p = 0.012), with the highest risk of early relapse in children at the lower end of the weight-for-height distribution. CONCLUSIONS: The results suggest that weight for height does have an influence on outcome in ALL, but the mechanism is unclear and the finding requires confirmation by larger scale prospective studies.",,,,,,,,,,,,,,
8037200,NLM,MEDLINE,19940815,20190821,0361-8609 (Print) 0361-8609 (Linking),46,1994 Aug,Successful treatment of steroid-resistant hemolysis in chronic lymphocytic leukemia with cyclosporine A.,375-6,"['Ruess-Borst, M A', 'Waller, H D', 'Muller, C A']","['Ruess-Borst MA', 'Waller HD', 'Muller CA']",,['eng'],"['Case Reports', 'Letter']",United States,Am J Hematol,American journal of hematology,7610369,"['0 (Steroids)', '83HN0GTJ6D (Cyclosporine)']",IM,"['Anemia, Hemolytic/*complications/*drug therapy', 'Cyclosporine/*therapeutic use', 'Drug Resistance', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*complications/*drug therapy', 'Male', 'Middle Aged', 'Steroids/*therapeutic use']",,1994/08/01 00:00,1994/08/01 00:01,['1994/08/01 00:00'],"['1994/08/01 00:00 [pubmed]', '1994/08/01 00:01 [medline]', '1994/08/01 00:00 [entrez]']",['10.1002/ajh.2830460428 [doi]'],ppublish,Am J Hematol. 1994 Aug;46(4):375-6. doi: 10.1002/ajh.2830460428.,,4,,,,,,,,,,,,,,,
