PMID,OWN,STAT,DCOM,LR,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,IS,TT,AID,PMC,PS,FPS,OID,OAB,OABL,OTO,OT,GR,RPI
317162,NLM,MEDLINE,19800523,20190907,23,4,1979 Oct,Human chronic lymphocytic leukaemia. Surface markers and activation of lymphocytes.,265-71,"Cell surface markers and the responses of lymphocytes to T- and B-cell mitogens were studied in 10 patients with CCL. T cells were identified as cells rosetting with sheep red blood cells (SRBC), and S-Ig was used as a marker for B lymphocytes. Most cells from all patients had a detectable amounts of S-Ig, and the percentage of cells rosetting with SRBC was low in all cases. Of the lymphocytes from these patients, 3-74% (mean 33%) were positive for the acid esterase (ANAE), which has been claimed to be a T-cell marker. However, some patients had cells that were positive for both S-Ig and ANAE. Acid esterase staining is therefore not a valid T-cell marker in chronic lymphocytic leukaemia. In cultures containing the T-cell mitogen leucoagglutinin (LA) and the T- and B-cell mitogen pokeweed mitogen (PWM) the reactivity of the lymphocytes was low. The cells responded vigorously to the T- and B-cell mitogen protein A (PA); however, the response was serum-dependent, being strong in a culture medium containing foetal calf serum (FCS), but impaired in the presence of human AB serum. Only 1 patient had cells that responded to the B-cell mitogen LPS.","['Autio, K', 'Turunen, O', 'Eramaa, E', 'Penttila, O', 'Schroder, J']","['Autio K', 'Turunen O', 'Eramaa E', 'Penttila O', 'Schroder J']",['eng'],['Journal Article'],Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,"['0 (Mitogens)', '0 (Receptors, Antigen, B-Cell)', 'EC 3.1.- (Esterases)']",IM,"['Aged', 'B-Lymphocytes/drug effects/*immunology', 'Cells, Cultured', 'Chronic Disease', 'Esterases/blood', 'Female', 'Humans', 'Leukemia, Lymphoid/enzymology/*immunology', 'Lymphocyte Activation', 'Male', 'Middle Aged', 'Mitogens/pharmacology', 'Receptors, Antigen, B-Cell/*analysis', 'Rosette Formation', 'T-Lymphocytes/drug effects/enzymology/*immunology']",,1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1979 Oct;23(4):265-71. doi: 10.1111/j.1600-0609.1979.tb02860.x.,0036-553X (Print) 0036-553X (Linking),,['10.1111/j.1600-0609.1979.tb02860.x [doi]'],,,,,,,,,,
317114,NLM,MEDLINE,19800523,20071115,20,11,1979 Nov,[Acute T-cell leukemia in 4 children and surface markers of their lymphoblasts (author's transl)].,1412-9,,"['Yamabe, M', 'Tsuchiya, S', 'Konno, T', 'Tada, K', 'Kudo, M']","['Yamabe M', 'Tsuchiya S', 'Konno T', 'Tada K', 'Kudo M']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['0 (Receptors, Immunologic)']",IM,"['Cell Membrane/immunology', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Lymphocytes/*immunology', 'Male', 'Receptors, Immunologic', 'Rosette Formation', 'T-Lymphocytes/immunology']",,1979/11/01 00:00,1979/11/01 00:01,['1979/11/01 00:00'],"['1979/11/01 00:00 [pubmed]', '1979/11/01 00:01 [medline]', '1979/11/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1979 Nov;20(11):1412-9.,0485-1439 (Print) 0485-1439 (Linking),,,,,,,,,,,,
317082,NLM,MEDLINE,19800523,20191210,32,12,1979 Dec,C-reactive protein for rapid diagnosis of infection in leukaemia.,1253-6,"C-reactive protein, measured in serum from 38 patients with leukaemia, was elevated to at least 100 mg/l at the beginning of 32 of 34 episodes of infection, and subsequently rose above 100 mg/l in all 34. Uninfected patients, whether in leukaemic remission or relapse and whether pyrexial or not, always had levels below 100 mg/l, with four exceptions out of 290 measurements. Estimation of two other acute-phase proteins, alpha 1-antitrypsin and orosomucoid, was not of additional diagnostic value. Serial measurement of C-reactive protein may be important for the early detection of infection in the leukaemic patient with neutropenia.","['Mackie, P H', 'Crockson, R A', 'Stuart, J']","['Mackie PH', 'Crockson RA', 'Stuart J']",['eng'],['Journal Article'],England,J Clin Pathol,Journal of clinical pathology,0376601,"['0 (Orosomucoid)', '0 (alpha 1-Antitrypsin)', '9007-41-4 (C-Reactive Protein)']",IM,"['C-Reactive Protein/*analysis', 'Humans', 'Infections/blood/*diagnosis/etiology', 'Leukemia/*complications', 'Orosomucoid/analysis', 'Time Factors', 'alpha 1-Antitrypsin/analysis']",,1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",ppublish,J Clin Pathol. 1979 Dec;32(12):1253-6. doi: 10.1136/jcp.32.12.1253.,0021-9746 (Print) 0021-9746 (Linking),,['10.1136/jcp.32.12.1253 [doi]'],PMC1145946,,,,,,,,,
317059,NLM,MEDLINE,19800530,20131121,12,1-4,1978-1979,Acute leukaemia: cell markers and thymic factor on E-rosette frequency.,127-34,,"['Astaldi, G', 'Topuz, U O', 'Brunelli, M A', 'Cavdar, A', 'Bagnara, G P', 'Erten, J', 'Ertem, U']","['Astaldi G', 'Topuz UO', 'Brunelli MA', 'Cavdar A', 'Bagnara GP', 'Erten J', 'Ertem U']",['eng'],['Journal Article'],Netherlands,Haematologia (Budap),Haematologia,0130266,"['0 (Thymus Hormones)', '9H198D04WL (Thymic Factor, Circulating)']",IM,"['Acute Disease', 'Adolescent', 'Adult', 'B-Lymphocytes', 'Cell Membrane/immunology', 'Child', 'Child, Preschool', 'Clone Cells/immunology', 'Hematopoietic Stem Cells/immunology', 'Humans', 'Leukemia/classification/*immunology', 'Leukemia, Lymphoid/immunology', 'Middle Aged', '*Rosette Formation', 'T-Lymphocytes', 'Thymic Factor, Circulating/*pharmacology', 'Thymus Hormones/*pharmacology']",,1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Haematologia (Budap). 1978-1979;12(1-4):127-34.,0017-6559 (Print) 0017-6559 (Linking),,,,,,,,,,,,
317055,NLM,MEDLINE,19800530,20141003,70,6,1979 Dec,Heterologous antiserum to a subpopulation of thymocytes and lymphomas in rats.,825-8,"Immunization of rabbits with rat leukemia DBLA-6 resulted in the production of antisera which upon absorption with hepatoma cells were specific for rat immature T lymphocytes. The antisera showed cytotoxicity against thymocytes and killed 75 approximately 90% of them, whereas the antisera had no cytotoxic effect on peripheral lymphocytes from the spleen, lymph node, and bone marrow of rats. The antisera also showed cytotoxicity against rat lymphatic leukemia and lymphoma cells of all lines tested but not against rat myelogenous leukemia and erythroleukemia cells. The cytotoxic activity of anti-DBLA-6 serum was completely absorbed with rat brain or thymocytes.","['Moriuchi, T', 'Kasai, M', 'Kobayashi, H']","['Moriuchi T', 'Kasai M', 'Kobayashi H']",['eng'],['Journal Article'],Japan,Gan,Gan,0151745,"['0 (Antigens, Neoplasm)', '0 (Immune Sera)']",IM,"['Animals', 'Antibody Specificity', 'Antigens, Neoplasm/immunology', 'Cytotoxicity Tests, Immunologic', 'Immune Sera/*immunology', 'Immunization', 'Leukemia, Experimental/immunology', 'Lymphoid Tissue/immunology', 'Lymphoma/*immunology', 'Neoplasms, Experimental/immunology', 'Rabbits', 'Rats', 'T-Lymphocytes/*immunology', 'Thymus Gland/immunology']",,1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",ppublish,Gan. 1979 Dec;70(6):825-8.,0016-450X (Print) 0016-450X (Linking),,,,,,,,,,,,
317052,NLM,MEDLINE,19800530,20211203,70,6,1979 Dec,"Growth characteristics of human leukemic B-cell, T-cell, and null-cell lines serially transplanted in hamsters.",791-7,"Human leukemic B-cell (BALL-1), T-cell (TALL-1), and null-cell (NALL-1) lines were established from three patients with acute lymphoblastic leukemia (ALL). Intraperitoneal transplantation of these ALL cell lines into immunosuppressed newborn hamsters resulted in the development of invasive tumors in all recipients, except 4 of 10 implanted with NALL-1 line. BALL-1 and TALL-1 lines were serially transplanted for 10 and 9 passages, respectively. In addition to a common in vivo feature of mesenteric and retroperitoneal tumors, BALL-1 line was characterized by infiltration of the skin, massive ascites, and bone marrow invasion. TALL-1 cells infiltrated various organs including the lymph nodes, liver, bone marrow, central nervous system, eyes, etc. NALL-1 line grew slowly, producing the least number of tumors. Leukemic cells were detected in the blood of 24 of 25 hamsters bearing BALL-1 and in the blood of 18 of 24 hamsters bearing TALL-1. Thus, these three ALL cell lines were found to exhibit a characteristic biological behavior in hamsters.","['Hiraki, S', 'Miyoshi, I', 'Nakamura, K', 'Ohta, T', 'Watanabe, Y', 'Tsubota, T', 'Tanaka, T', 'Kimura, I']","['Hiraki S', 'Miyoshi I', 'Nakamura K', 'Ohta T', 'Watanabe Y', 'Tsubota T', 'Tanaka T', 'Kimura I']",['eng'],['Journal Article'],Japan,Gan,Gan,0151745,,IM,"['Animals', 'B-Lymphocytes/*pathology', 'Cell Line', 'Cricetinae', 'Humans', 'Immunosuppression Therapy', 'Leukemia, Lymphoid/*pathology', 'Neoplasm Transplantation', 'T-Lymphocytes/*pathology', 'Transplantation, Heterologous']",,1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",ppublish,Gan. 1979 Dec;70(6):791-7.,0016-450X (Print) 0016-450X (Linking),,,,,,,,,,,,
317051,NLM,MEDLINE,19800530,20141003,70,6,1979 Dec,"Serological characterization of rat leukemia lines, DBLA-1, -6, and -9.",763-7,"Three lines of rat leukemia, DBLA-1, -6, and -9, were studied serologically by complement-dependent cytotoxicity test. DBLA-1, -6, and -9 were killed by anti-lymphocyte sera, anti-Thy-1.1 sera, and rabbit anti-rat brain sera absorbed with AKR/J brain. However, anti-T and anti-B lymphocyte sera had no cytotoxic effect on DBLA-1, -6, and -9. Furthermore, DBLA-6 and -9 did not absorb the cytotoxic activity of anti-T serum on thymocytes, while DBLA-1 slightly absorbed the cytotoxic activity. These results indicate that DBLA-1, -6, and -9 are of lymphoid origin and possess rat Thy-1 antigens, but lack mature T-lymphocyte antigens. On the other hand, peroxidase-positive myelogenous leukemia L1005 failed to react with any of the antisera used.","['Moriuchi, T', 'Kasai, M', 'Kobayashi, H']","['Moriuchi T', 'Kasai M', 'Kobayashi H']",['eng'],['Journal Article'],Japan,Gan,Gan,0151745,"['0 (Antigens, Neoplasm)', '0 (Antilymphocyte Serum)']",IM,"['Animals', 'Antigens, Neoplasm/analysis', 'Antilymphocyte Serum/immunology', 'Brain/immunology', 'Cell Line', 'Cytotoxicity Tests, Immunologic', 'Female', 'Leukemia, Experimental/*immunology', 'Rats', 'T-Lymphocytes/immunology']",,1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",ppublish,Gan. 1979 Dec;70(6):763-7.,0016-450X (Print) 0016-450X (Linking),,,,,,,,,,,,
317039,NLM,MEDLINE,19800514,20190918,1,3,1979,The prognostic significance of morphological features in childhood acute lymphoblastic leukaemia.,215-26,"A consecutive series of 209 children with acute lymphoblastic leukaemia (ALL) presenting to a regional referral unit between 1970 and 1977 was studied. The following morphological features in the initial bone marrow were recorded: blast size, percentage periodic acid-Schiff (PAS) and oil-red-O (ORO) positivity, percentage of blasts with vacuoles, and acid phosphatase positivity. The blasts were also coded according to the FAB (L13) classification. When analysed separately, increasing blast size was significantly related to the length of first remission (P = 0.01). However, this was almost entirely due to its association with the FAB L2 type of disease which also had a highly significant influence on length of first remission (P less than 0.0001) independent of all other factors. Patients with L3 disease had blasts with heavy vacuolation, ORO positivity and displayed monoclonal surface immunoglobulin and their prognosis was very poor. The percentage of vacuolated blasts and ORO positivity otherwise showed no influence on prognosis. Fine granularity of PAS staining in lymphoblasts showed no prognostic value but the trend of longer remission duration with increase in percentage of PAS coarse granularity and blocks, was statistically significant (P = 0.006). This relationship was partly due to a correlation with the presence of mediastinal mass and L2 disease, but was still independent of all other prognostic factors. In a smaller number (39) of the series of patients on whom cell surface markers were available, we were unable to demonstrate a correlation between T-derived blasts and the L1 and L2 classification; but there was a strong correlation with polar acid phosphatase positivity in T-derived blasts.","['Hann, I M', 'Evans, D I', 'Palmer, M K', 'Morris-Jones, P J', 'Haworth, C']","['Hann IM', 'Evans DI', 'Palmer MK', 'Morris-Jones PJ', 'Haworth C']",['eng'],['Journal Article'],England,Clin Lab Haematol,Clinical and laboratory haematology,7907061,['EC 3.1.3.2 (Acid Phosphatase)'],IM,"['Acid Phosphatase/blood', 'B-Lymphocytes/ultrastructure', 'Bone Marrow/pathology', 'Child', 'Humans', 'Leukemia, Lymphoid/*blood/pathology', 'Lymphocytes/*ultrastructure', 'Periodic Acid-Schiff Reaction', 'Prognosis', 'Rosette Formation', 'T-Lymphocytes/ultrastructure']",,1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,Clin Lab Haematol. 1979;1(3):215-26. doi: 10.1111/j.1365-2257.1979.tb00470.x.,0141-9854 (Print) 0141-9854 (Linking),,['10.1111/j.1365-2257.1979.tb00470.x [doi]'],,,,,,,,,,
317037,NLM,MEDLINE,19800523,20190918,1,2,1979,Prognostic significance of cell surface markers in childhood acute lymphoblastic leukaemia.,121-8,Examination of surface markers on leukaemic blasts from 51 children with ALL revealed that ALL is a heterogeneous disease. The majority (68%) of patients with ALL lack surface markers (null leukaemia); 28% could be classed as T cell as they form rosettes with sheep RBC and 4% have been shown to possess surface immunoglobulins and hence are classed as B cells. The children with null cell leukaemia have a better prognosis than T and B cell types.,"['Kumar, S', 'Carr, T F', 'Evans, D I', 'Morris-Jones, P', 'Hann, I M']","['Kumar S', 'Carr TF', 'Evans DI', 'Morris-Jones P', 'Hann IM']",['eng'],['Journal Article'],England,Clin Lab Haematol,Clinical and laboratory haematology,7907061,"['0 (Antigens, Surface)', 'EC 3.1.3.2 (Acid Phosphatase)']",IM,"['Acid Phosphatase/blood', 'Adolescent', 'Antigens, Surface/*analysis', 'B-Lymphocytes/immunology', 'Bone Marrow/pathology', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia, Lymphoid/*classification/immunology/pathology', 'Male', 'Prognosis', 'Rosette Formation', 'T-Lymphocytes/immunology']",,1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,Clin Lab Haematol. 1979;1(2):121-8. doi: 10.1111/j.1365-2257.1979.tb00459.x.,0141-9854 (Print) 0141-9854 (Linking),,['10.1111/j.1365-2257.1979.tb00459.x [doi]'],,,,,,,,,,
317033,NLM,MEDLINE,19800514,20181113,38,3,1979 Dec,Differences in the formation of normal T lymphocyte colonies by peripheral blood cells from patients with chronic lymphocytic leukemia and Hodgkin's disease.,514-22,,"['Douer, D', 'Sachs, L']","['Douer D', 'Sachs L']",['eng'],['Journal Article'],England,Clin Exp Immunol,Clinical and experimental immunology,0057202,"['0 (Colony-Stimulating Factors)', '0 (Phytohemagglutinins)']",IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Clone Cells/immunology', 'Colony-Stimulating Factors/immunology', 'Female', 'Hodgkin Disease/*immunology', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Leukocyte Count', 'Male', 'Middle Aged', 'Phytohemagglutinins/pharmacology', 'T-Lymphocytes/*immunology']",,1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",ppublish,Clin Exp Immunol. 1979 Dec;38(3):514-22.,0009-9104 (Print) 0009-9104 (Linking),,,PMC1537927,,,,,,,,,
316983,NLM,MEDLINE,19800426,20190616,332,,1979,Tumor regression induced in mice by partially purified lymphokine fractions.,451-9,,"['Papermaster, B W', 'Gilliland, C D', 'Smith, M', 'Buchok, S', 'McEntire, J E', 'Butler, R C', 'Specter, S', 'Friedman, H']","['Papermaster BW', 'Gilliland CD', 'Smith M', 'Buchok S', 'McEntire JE', 'Butler RC', 'Specter S', 'Friedman H']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,"['0 (Carrier Proteins)', '0 (Culture Media)', '0 (Lymphokines)', '0 (Peptides)']",IM,"['Animals', 'B-Lymphocytes/cytology', 'Carrier Proteins/isolation & purification', 'Cell Differentiation', '*Cell Transformation, Neoplastic', 'Culture Media', 'Dose-Response Relationship, Immunologic', 'Humans', 'Leukemia L1210/immunology', 'Lymphokines/isolation & purification/*pharmacology', 'Melanoma/immunology', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Neoplasm Metastasis', 'Peptides/isolation & purification']",,1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,Ann N Y Acad Sci. 1979;332:451-9. doi: 10.1111/j.1749-6632.1979.tb47139.x.,0077-8923 (Print) 0077-8923 (Linking),,['10.1111/j.1749-6632.1979.tb47139.x [doi]'],,,,,,,,,,
316970,NLM,MEDLINE,19800423,20190819,6,4,1979,Intensive leukapheresis in the management of cytopenias in patients with chronic lymphocytic leukaemia (CLL) and lymphocytic lymphoma.,387-98,"The role of leukapheresis was explored in the management of anaemia and thrombocytopenia complicating the accumulation of lymphoid cells in patients with chronic lymphocytic leukaemia and lymphoma. The aim of this study was to determine the efficiency of this procedure in correcting these complicating features and to assess the length of response and the clinical well being of the patients. Twenty such patients with either chronic lymphocytic leukaemia or lymphocytic lymphoma were studied using a Continuous Flow Cell Separator (Aminco Celltrifuge). All had persistent significant anaemia and/or thrombocytopenia prior to the institution of leukapheresis. The procedure was carried out on alternate days until significant reduction in total circulating lymphoid cells had been achieved, an average of 2.9 x 10(11) cells being removed on each occasion. Thirteen of the twenty patients showed a significant elevation of both haemoglobin and platelet level concomitant with reduction in lymphoid cells. A reduction in organomegaly was also observed. These patients were classified as ""responders,"" but the other patients failed to show correction of the haematologic parameters. This procedure permitted a number of responder patients to receive more specific treatment but in some it obviated the necessity for any further management for up to 12 months. Surface marker studies were also carried out on the lymphocytes of these patients. The patients who showed the best response to leukapheresis had cells characteristic of those seen in chronic lymphocytic leukaemia. The reduction of cells (82%) was greater in those who responded to this treatment than in the non-responder group (72%). The procedure was well tolerated by all patients and overall provided a long-term control of disease which outweighed the initial cost incurred.","['Cooper, I A', 'Ding, J C', 'Adams, P B', 'Quinn, M A', 'Brettell, M']","['Cooper IA', 'Ding JC', 'Adams PB', 'Quinn MA', 'Brettell M']",['eng'],['Journal Article'],United States,Am J Hematol,American journal of hematology,7610369,['0 (Hemoglobins)'],IM,"['Aged', 'Anemia/*therapy', 'B-Lymphocytes/cytology', 'Female', 'Hemoglobins/metabolism', 'Humans', '*Leukapheresis', 'Leukemia, Lymphoid/blood/*therapy', 'Leukocyte Count', 'Lymphocytes/cytology', 'Lymphoma, Non-Hodgkin/blood/*therapy', 'Male', 'Middle Aged', 'Platelet Count', 'Thrombocytopenia/therapy']",,1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,Am J Hematol. 1979;6(4):387-98. doi: 10.1002/ajh.2830060411.,0361-8609 (Print) 0361-8609 (Linking),,['10.1002/ajh.2830060411 [doi]'],,,,,,,,,,
316937,NLM,MEDLINE,19800417,20111117,11,4,1979 Dec,Serologic cross-reaction of murine and human Ia antigens.,1745-7,,"['Ing, P M', 'Falk, J A', 'Letarte, M', 'Delovitch, T L', 'Falk, R E']","['Ing PM', 'Falk JA', 'Letarte M', 'Delovitch TL', 'Falk RE']",['eng'],['Journal Article'],United States,Transplant Proc,Transplantation proceedings,0243532,"['0 (Antilymphocyte Serum)', '0 (Glycoproteins)', '0 (H-2 Antigens)', '0 (Histocompatibility Antigens)']",IM,"['Absorption', 'Animals', 'Antilymphocyte Serum/pharmacology', 'B-Lymphocytes/immunology', 'Binding Sites, Antibody', 'Binding, Competitive', '*Cross Reactions', 'Glycoproteins', 'H-2 Antigens/immunology', 'Haploidy', 'Histocompatibility Antigens/*immunology', 'Humans', 'Leukemia, Lymphoid/immunology', 'Mice', 'Radioimmunoassay', 'T-Lymphocytes/immunology']",,1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",ppublish,Transplant Proc. 1979 Dec;11(4):1745-7.,0041-1345 (Print) 0041-1345 (Linking),,,,,,,,,,,,
316844,NLM,MEDLINE,19800423,20190823,3,1,1979,Characterization of malignant cell populations in MNU-induced leukaemia of mice.,23-8,,"['Baines, P', 'Dexter, T M', 'Schofield, R']","['Baines P', 'Dexter TM', 'Schofield R']",['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,"['0 (Antigens, Surface)', '684-93-5 (Methylnitrosourea)']",IM,"['Animals', 'Antigens, Surface/analysis', 'B-Lymphocytes/immunology', 'Female', 'Leukemia, Experimental/chemically induced/immunology/*pathology', 'Lymphoma/chemically induced/immunology/pathology', 'Methylnitrosourea', 'Mice', 'T-Lymphocytes/immunology', 'Thymectomy', 'Thymus Gland/immunology/pathology/transplantation']",,1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1979;3(1):23-8. doi: 10.1016/0145-2126(79)90005-5.,0145-2126 (Print) 0145-2126 (Linking),,"['0145-2126(79)90005-5 [pii]', '10.1016/0145-2126(79)90005-5 [doi]']",,,,,,,,,,
316818,NLM,MEDLINE,19800417,20071115,39,,1979 Oct,Ultraviolet-induced DNA excision repair in human B and T lymphocytes. III. Repair in lymphocytes from chronic lymphocytic leukaemia.,329-37,"There have been conflicting reports about the capacity of lymphocytes from individuals with chronic lymphocytic leukaemia (CLL) to undertake u.v.-induced DNA repair. We have examined repair in CLL cells and in control and age-matched purified B and T lymphocytes by a technique independent of incorporation of radioactive precursor, i.e. by the recovery of normal sedimentation behaviour of nucleoid bodies obtained from these cells by lysis in high salt and non-ionic detergent. Recovery of normal sedimentation is associated with restoration of DNA supercoiling. CLL cells were found to be as sensitive to u.v. and to repair at similar rates as age-matched B controls. They are considerably more sensitive than young B cells and repair less efficiently. Reasons for the reported discrepancies in CLL repair are discussed.","['Yew, F H', 'Johnson, R T']","['Yew FH', 'Johnson RT']",['eng'],['Journal Article'],England,J Cell Sci,Journal of cell science,0052457,,IM,"['Aged', 'Aging', 'B-Lymphocytes/metabolism', 'Cell Survival/radiation effects', '*DNA Repair', 'Humans', 'Interphase', 'Leukemia, Lymphoid/*blood', 'Lymphocytes/*metabolism/radiation effects', 'Middle Aged', 'Mitosis', 'T-Lymphocytes/metabolism', 'Ultraviolet Rays']",,1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",ppublish,J Cell Sci. 1979 Oct;39:329-37.,0021-9533 (Print) 0021-9533 (Linking),,,,,,,,,,,,
316808,NLM,MEDLINE,19800417,20190708,24,5,1979 Nov 15,Transfer of natural resistance to Marek's disease (JMV) with non-immune spleen cells. I. Studies of cell population transferring resistance.,662-7,"A ""natural"" resistance to Marek's disease, as well as to the malignancy caused by the laboratory JMV line of Marek's disease, develops with age. Resistance to this malignancy can be transferred from non-immunized, 8-week-old resistant chickens to newly hatched susceptible ones with spleen cells in a B-locus isogeneic combination. The cell transferring resistance does not seem to belong to the major T-cell, B-cell, or macrophage populations, and seems consequently to belong to the functionally heterogenous ""third cell"" population.","['Lam, K M', 'Linna, T J']","['Lam KM', 'Linna TJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Int J Cancer,International journal of cancer,0042124,,IM,"['Age Factors', 'Animals', 'B-Lymphocytes/immunology', 'Cell Line', 'Chickens', 'Female', '*Immunization, Passive', 'Leukemia, Experimental/immunology', 'Lymphocyte Depletion', 'Male', 'Marek Disease/*immunology', 'Spleen/cytology/immunology/transplantation', 'T-Lymphocytes/immunology', 'Thymectomy', 'Transplantation, Homologous']",,1979/11/15 00:00,1979/11/15 00:01,['1979/11/15 00:00'],"['1979/11/15 00:00 [pubmed]', '1979/11/15 00:01 [medline]', '1979/11/15 00:00 [entrez]']",ppublish,Int J Cancer. 1979 Nov 15;24(5):662-7. doi: 10.1002/ijc.2910240521.,0020-7136 (Print) 0020-7136 (Linking),,['10.1002/ijc.2910240521 [doi]'],,,,,,,,,,
316807,NLM,MEDLINE,19800417,20190708,24,5,1979 Nov 15,Clonal analysis of the action of GM-CSF on the proliferation and differentiation of myelomonocytic leukemic cells.,616-23,"With 214 subclones of the BALB/c myelomonocytic leukemia WEHI-3B, the granulocyte-macrophage colony-stimulating factor (GM-CSF) in impure or purified form, consistently increased the proportion of colonies exhibiting partial or complete differentiation in agar cultures. GM-CSF also increased colony size and content of daughter colony-forming cells. Serial recloning of WEHI-3B colonies in the presence of GM-CSF showed that when colonies differentiated completely, self-replication of the colony-forming cell was suppressed (clonal extinction). However, WEHI-3B cells exhibited clonal instability and even in the continuous presence of GM-CSF many colony-forming cells still generated cells able to form undifferentiated colonies. It appears unlikely that GM-CSF can completely suppress the progressive proliferation of a myeloid leukemic population of the WEHI-3B type.","['Metcalf, D']",['Metcalf D'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Int J Cancer,International journal of cancer,0042124,['0 (Colony-Stimulating Factors)'],IM,"['Animals', 'Cell Division', 'Cell Line', 'Cell Transformation, Neoplastic', 'Clone Cells', 'Colony-Forming Units Assay', 'Colony-Stimulating Factors/*pharmacology', 'Granulocytes/*immunology', 'Leukemia, Experimental/immunology', 'Leukemia, Myeloid/*immunology', 'Macrophages/*immunology', 'Mice', 'Mice, Inbred BALB C', 'Neoplasm Transplantation', 'Transplantation, Isogeneic']",,1979/11/15 00:00,1979/11/15 00:01,['1979/11/15 00:00'],"['1979/11/15 00:00 [pubmed]', '1979/11/15 00:01 [medline]', '1979/11/15 00:00 [entrez]']",ppublish,Int J Cancer. 1979 Nov 15;24(5):616-23. doi: 10.1002/ijc.2910240515.,0020-7136 (Print) 0020-7136 (Linking),,['10.1002/ijc.2910240515 [doi]'],,,,,,,,,,
