PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,RF,GR,SI,CON,CIN,OTO,OT,IR,FIR,IRAD,TT,EIN,CN,OID,GN,RIN,EFR
8870927,NLM,MEDLINE,19970718,20041117,0148-7299 (Print) 0148-7299 (Linking),64,4,1996 Sep 6,Lymphoproliferative disorders in Sotos syndrome: observation of two cases.,588-93,"Sotos syndrome is included among the overgrowth disorders, most of which have an increased risk of neoplasms. Sotos syndrome does not appear to be related to a specific tumor type, but rather to the development of solid tumors of ectodermal or mesodermal origin in general. We report on two Sotos syndrome patients who developed a non-Hodgkin lymphoma and an acute lymphoblastic leukaemia, respectively. Our experience suggests that there may exist a high frequency of lymphoproliferative disorders in Sotos syndrome, and points out the importance of a long-term follow-up of Sotos syndrome patients, to detect a possible neoplastic evolution.","['Corsello, G', 'Giuffre, M', 'Carcione, A', 'Cuzto, M L', 'Piccione, M', 'Ziino, O']","['Corsello G', 'Giuffre M', 'Carcione A', 'Cuzto ML', 'Piccione M', 'Ziino O']","['Istituto Materno Infantile, Universita di Palermo, Italy.']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Med Genet,American journal of medical genetics,7708900,,IM,"['Abnormalities, Multiple/*genetics', 'Brain/abnormalities', 'Child, Preschool', 'Growth Disorders/complications/genetics', 'Humans', 'Lymphoproliferative Disorders/*complications', 'Male', 'Skull/abnormalities', 'Syndrome']",1996/09/06 00:00,2000/06/20 09:00,['1996/09/06 00:00'],"['1996/09/06 00:00 [pubmed]', '2000/06/20 09:00 [medline]', '1996/09/06 00:00 [entrez]']","['10.1002/(SICI)1096-8628(19960906)64:4<588::AID-AJMG12>3.0.CO;2-D [pii]', '10.1002/(SICI)1096-8628(19960906)64:4<588::AID-AJMG12>3.0.CO;2-D [doi]']",ppublish,Am J Med Genet. 1996 Sep 6;64(4):588-93. doi: 10.1002/(SICI)1096-8628(19960906)64:4<588::AID-AJMG12>3.0.CO;2-D.,,,,,,['Am J Med Genet. 1998 Jan 13;75(2):226-7. PMID: 9450893'],,,,,,,,,,,,
8870719,NLM,MEDLINE,19970114,20031114,0003-1488 (Print) 0003-1488 (Linking),209,8,1996 Oct 15,"FeLV, FIV testing recommendations issued.",1360,,,,,['eng'],['News'],United States,J Am Vet Med Assoc,Journal of the American Veterinary Medical Association,7503067,"['0 (Antibodies, Viral)', '0 (Antigens, Viral)']",IM,"['Animals', 'Antibodies, Viral/*analysis', 'Antigens, Viral/*analysis', 'Cats', 'Feline Acquired Immunodeficiency Syndrome/*diagnosis/prevention & control', 'Immunodeficiency Virus, Feline/*immunology', 'Leukemia Virus, Feline/*immunology']",1996/10/15 00:00,1996/10/15 00:01,['1996/10/15 00:00'],"['1996/10/15 00:00 [pubmed]', '1996/10/15 00:01 [medline]', '1996/10/15 00:00 [entrez]']",,ppublish,J Am Vet Med Assoc. 1996 Oct 15;209(8):1360.,,,,,,,,,,,,,,,,,,
8870649,NLM,MEDLINE,19961203,20190501,0264-6021 (Print) 0264-6021 (Linking),319 ( Pt 1),,1996 Oct 1,Early response gene signalling in bryostatin-stimulated primary B chronic lymphocytic leukaemia cells in vitro.,59-65,"The protein kinase C activator bryostatin induces differentiation and antagonizes the effects of tumour-promoting phorbol esters in a number of different cell types. We show here that bryostatin preferentially inhibits phorbol 12-myristate 13-acetate (PMA)-induced proliferation compared with differentiation in a number of different B chronic lymphocytic leukaemia (BCLL) cell populations examined. By using a panel of 11 early-response gene probes in Northern hybridization analysis, we found that the profile of genes induced in response to bryostatin and PMA was qualitatively similar and displayed comparable sensitivities to inhibition with the serine-threonine kinase inhibitor 1-(5-isoquinolinylsulphonyl)-2-methylpiperazine hydrochloride (H7), consistent with common signalling through protein kinase C. However, the nuclear oncogene. c-myc, which was induced strongly in response to PMA treatment, was only marginally up-regulated by bryostatin. In addition, bryostatin selectively inhibited the magnitude of PMA-responsive induction of c-myc, to a degree commensurate with its antagonistic effects seen at the biological level. Finally, an anti-sense oligonucleotide blockade of c-myc inhibited PMA-induced proliferation but not the differentiation of BCLL cells, implicating this nuclear oncogene as an important determinant distinguishing PMA from bryostatin-coupled biological responses and also as a candidate third-messenger effector target for the anti-tumour effects of bryostatin.","['Ning, Z Q', 'Hirose, T', 'Deed, R', 'Newton, J', 'Murphy, J J', 'Norton, J D']","['Ning ZQ', 'Hirose T', 'Deed R', 'Newton J', 'Murphy JJ', 'Norton JD']","[""Division of Life Sciences, King's College London, U.K.""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Biochem J,The Biochemical journal,2984726R,"['0 (Bryostatins)', '0 (Immunoglobulin M)', '0 (Lactones)', '0 (Macrolides)', '0 (Oligonucleotides, Antisense)', '37O2X55Y9E (bryostatin 1)', '63231-63-0 (RNA)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",IM,"['Bryostatins', 'DNA Replication/drug effects', 'Dose-Response Relationship, Drug', 'Electrophoresis, Polyacrylamide Gel', 'Gene Expression Regulation, Neoplastic/drug effects', '*Genes, Immediate-Early', 'Genes, myc', 'Humans', 'Immunoglobulin M/metabolism', 'Lactones/*pharmacology', 'Leukemia, Lymphocytic, Chronic, B-Cell/*genetics/immunology', 'Lymphocyte Activation', 'Macrolides', 'Oligonucleotides, Antisense/pharmacology', 'RNA/biosynthesis', 'Tetradecanoylphorbol Acetate/pharmacology', 'Tumor Cells, Cultured', 'Up-Regulation/drug effects']",1996/10/01 00:00,1996/10/01 00:01,['1996/10/01 00:00'],"['1996/10/01 00:00 [pubmed]', '1996/10/01 00:01 [medline]', '1996/10/01 00:00 [entrez]']",['10.1042/bj3190059 [doi]'],ppublish,Biochem J. 1996 Oct 1;319 ( Pt 1):59-65. doi: 10.1042/bj3190059.,PMC1217735,,,,,,,,,,,,,,,,,
8870430,NLM,MEDLINE,19961204,20161013,0929-6646 (Print) 0929-6646 (Linking),95,8,1996 Aug,Cancer patients' knowledge of their diagnoses.,605-11,"The most frequently discussed ethical issue on the subject of cancer is whether patients should be told their diagnosis. Cancer patients' knowledge of their diagnosis and the relationship between patient characteristics and that knowledge were evaluated in a cross-sectional study. From July 1992 to December 1993 at Tri-Service General Hospital, Taipei, a total of 964 patients with cytologically- or pathologically-proven cancer were studied. Of those studied, 359 patients (37.2%) knew their diagnosis. The proportion of patients who believed that they had a benign tumor was 25.1%; 12.6% believed they had nonneoplastic disease (inflammation or other chronic disease); 7.5% believed they had precancerous changes; and 17.6% knew nothing about their diagnosis. Multivariate analyses showed that patients with the following characteristics were inclined to know their diagnosis: younger age (20-59 yr), higher levels of education (> 9 yr) with relatives of a high socioeconomic status, cancer of a genital organ, cancer requiring disfiguring treatment (osteosarcoma, leukemia), cancer in obvious sites (head and neck), cancer of more than one type (multiple primary lesions), cancer of good prognosis (excluding lung, liver, gall bladder or pancreatic cancers), aggressive anticancer treatment and longer duration of pathologic proof (> 14 d). The results showed that concealing the diagnosis from cancer patients is still very common in Taiwan. Patient's sociodemographic background and disease-related factors were the most important patient characteristics related to their knowledge of the diagnosis.","['Ger, L P', 'Ho, S T', 'Chiang, H H', 'Chen, W W']","['Ger LP', 'Ho ST', 'Chiang HH', 'Chen WW']","['Department of Medical Education and Research, Veterans General Hospital-Kaohsiung, Taiwan, ROC.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Singapore,J Formos Med Assoc,Journal of the Formosan Medical Association = Taiwan yi zhi,9214933,,IM,"['Adolescent', 'Adult', 'Aged', 'Cross-Sectional Studies', 'Decision Making', 'Female', 'Humans', 'Male', 'Middle Aged', 'Multivariate Analysis', 'Neoplasms/pathology/*psychology/therapy', 'Socioeconomic Factors', '*Truth Disclosure']",1996/08/01 00:00,1996/08/01 00:01,['1996/08/01 00:00'],"['1996/08/01 00:00 [pubmed]', '1996/08/01 00:01 [medline]', '1996/08/01 00:00 [entrez]']",,ppublish,J Formos Med Assoc. 1996 Aug;95(8):605-11.,,,,,,,,,,,,,,,,,,
8870387,NLM,MEDLINE,19961204,20131121,0390-6078 (Print) 0390-6078 (Linking),81,4,1996 Jul-Aug,Occurrence of cerebellar thrombohemorrhage during all-trans retinoic acid (ATRA) therapy in a case of acute promyelocytic leukemia.,379-80,,"['Parma, M', 'Casaroli, I', 'Pogliani, E M']","['Parma M', 'Casaroli I', 'Pogliani EM']",,['eng'],"['Case Reports', 'Letter']",Italy,Haematologica,Haematologica,0417435,"['0 (Antineoplastic Agents)', '5688UTC01R (Tretinoin)']",IM,"['Adult', 'Antineoplastic Agents/*adverse effects/therapeutic use', 'Cerebral Hemorrhage/*etiology', 'Humans', 'Leukemia, Promyelocytic, Acute/*complications/drug therapy', 'Male', 'Tretinoin/*adverse effects/therapeutic use']",1996/07/01 00:00,1996/07/01 00:01,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '1996/07/01 00:01 [medline]', '1996/07/01 00:00 [entrez]']",,ppublish,Haematologica. 1996 Jul-Aug;81(4):379-80.,,,,,,,,,,,,,,,,,,
8870386,NLM,MEDLINE,19961204,20071115,0390-6078 (Print) 0390-6078 (Linking),81,4,1996 Jul-Aug,Erythroid blast crisis of chronic myeloid leukemia.,378,,"['Chemlal, K', 'Grange, M J', 'Yeni, P']","['Chemlal K', 'Grange MJ', 'Yeni P']","['Service de Medecine Interne, Hopital Bichat, Paris, France.']",['eng'],"['Case Reports', 'Journal Article']",Italy,Haematologica,Haematologica,0417435,,IM,"['Aged', 'Erythroblasts/*pathology', 'Female', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*blood/pathology']",1996/07/01 00:00,1996/07/01 00:01,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '1996/07/01 00:01 [medline]', '1996/07/01 00:00 [entrez]']",,ppublish,Haematologica. 1996 Jul-Aug;81(4):378.,,,,,,,,,,,,,,,,,,
8870385,NLM,MEDLINE,19961204,20041117,0390-6078 (Print) 0390-6078 (Linking),81,4,1996 Jul-Aug,Circulating ringed sideroblasts in the course of the initial erythremic phase of erythroleukemia.,376-7,,"['Carulli, G', 'Fabiani, O', 'Azzara, A']","['Carulli G', 'Fabiani O', 'Azzara A']","['Unita di Ematologia, Clinica Medica 1, Universita di Pisa, Italy.']",['eng'],"['Case Reports', 'Journal Article']",Italy,Haematologica,Haematologica,0417435,,IM,"['Erythroblasts/pathology/ultrastructure', 'Humans', 'Leukemia, Erythroblastic, Acute/*blood/pathology', 'Male', 'Microscopy, Electron', 'Middle Aged']",1996/07/01 00:00,1996/07/01 00:01,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '1996/07/01 00:01 [medline]', '1996/07/01 00:00 [entrez]']",,ppublish,Haematologica. 1996 Jul-Aug;81(4):376-7.,,,,,,,,,,,,,,,,,,
8870382,NLM,MEDLINE,19961204,20071115,0390-6078 (Print) 0390-6078 (Linking),81,4,1996 Jul-Aug,Lack of efficacy of a double autograft program to prolong survival of chronic myelogenous leukemia patients in blastic transformation.,349-51,"The prognosis of patients in blast crisis of chronic myelogenous leukemia treated with conventional polychemotherapy is extremely poor. Autologous blood stem cell transplantation has been proposed by several authors, and the possibility of achieving a second chronic phase (CP), albeit very short lived, has been reported. In our study, we evaluated the feasibility and efficacy of a double sequential autograft program utilizing two different conditioning regimens. Nine patients underwent the first autograft, but only three were eligible for the second because of one early death, four relapses and one patient who underwent mismatched alloBMT. Of the three patients receiving the second graft, we observed 2 toxic deaths and one relapse six months after transplantation. We conclude that our experience with double autograft in this phase of the disease is very disappointing. since it was associated with prohibitive toxicity in the absence of any advantages in terms of survival for these patients.","['Capria, S', 'Vignetti, M', 'Montefusco, E', 'Cardillo, A M', 'Simone, F', 'Meloni, G']","['Capria S', 'Vignetti M', 'Montefusco E', 'Cardillo AM', 'Simone F', 'Meloni G']","['Department of Human Biopathology, University La Sapienza, Rome, Italy.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Italy,Haematologica,Haematologica,0417435,,IM,"['Adolescent', 'Adult', 'Child', 'Female', 'Graft Survival', '*Hematopoietic Stem Cell Transplantation', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*therapy', 'Male', 'Middle Aged', 'Treatment Outcome']",1996/07/01 00:00,1996/07/01 00:01,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '1996/07/01 00:01 [medline]', '1996/07/01 00:00 [entrez]']",,ppublish,Haematologica. 1996 Jul-Aug;81(4):349-51.,,,,,,,,,,,,,,,,,,
8870381,NLM,MEDLINE,19961204,20071115,0390-6078 (Print) 0390-6078 (Linking),81,4,1996 Jul-Aug,Achievement and maintenance of complete remission in a patient with acute myelogenous leukemia after weekly administration of interleukin-2.,346-8,"Several groups have used high doses of interleukin-2 (IL-2), achieving a significant rate of responses in patients with acute myelogenous leukemia (AML). These results have mainly been observed in AML patients with limited disease (bone marrow blasts < 25%), but this therapy is associated with significant toxicity which is dose-related. In this report we describe a patient with AML in whom conventional chemotherapy had achieved partial remission. This patient received subcutaneously intermediate doses of IL-2 (12 x 10(6)/m2/week) and achieved complete remission which was maintained for eleven months. The side effects of IL-2 were mild. The results of this report document the antileukemic effect of IL-2 in AML with limited disease as well as the efficacy of subcutaneous maintenance treatment for prolonged periods.","['Speletas, M', 'Ritis, K', 'Bourikas, G']","['Speletas M', 'Ritis K', 'Bourikas G']","['Department of Hematology, Democritus University of Thrace, Alexandroupolis, Greece.']",['eng'],"['Case Reports', 'Journal Article']",Italy,Haematologica,Haematologica,0417435,"['0 (Interleukin-2)', '0 (Recombinant Proteins)']",IM,"['Humans', 'Injections, Subcutaneous', 'Interleukin-2/*administration & dosage', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Middle Aged', 'Recombinant Proteins/administration & dosage']",1996/07/01 00:00,1996/07/01 00:01,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '1996/07/01 00:01 [medline]', '1996/07/01 00:00 [entrez]']",,ppublish,Haematologica. 1996 Jul-Aug;81(4):346-8.,,,,,,,,,,,,,,,,,,
8870380,NLM,MEDLINE,19961204,20071115,0390-6078 (Print) 0390-6078 (Linking),81,4,1996 Jul-Aug,Return to normal values of lipid pattern after effective chemotherapy in acute lymphoblastic leukemia.,343-45,"In the present work we investigated HDL-C and its subfractions HDL2 and HDL3 as well as total cholesterol (TC), triglycerides (TG), LDL-C, VLDL-C, apolipoproteins A1 (ApoA1) and B (ApoB) and lipoprotein (a) (Lp(a) in 25 patients with newly diagnosed acute lymphocytic leukemia (ALL) before and after induction treatment. The mean basal plasma levels of TC, HDL-C and its subfractions, LDL-C, and ApoA1 were significantly lower than the mean values observed in normal subjects, whereas TG and VLDL-C were significantly higher. The patients (n = 22) who achieved complete remission after chemotherapy showed a significant increase of TC, HDL-C, HDL2, HDL3, ApoA1 and a significant decrease of TG and VLDL-C. These data suggest that ALL patients are characterized by a lipid metabolic derangement mainly of HDL and TG-rich lipoproteins, that is reversed by effective treatment of disease.","['Scribano, D', 'Baroni, S', 'Pagano, L', 'Zuppi, C', 'Leone, G', 'Giardina, B']","['Scribano D', 'Baroni S', 'Pagano L', 'Zuppi C', 'Leone G', 'Giardina B']","['Institute of Chemistry and Clinical Chemistry, Universita Cattolica S.Cuore, Roma, Italy.']",['eng'],['Journal Article'],Italy,Haematologica,Haematologica,0417435,['0 (Lipids)'],IM,"['Adolescent', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Humans', 'Lipids/*blood', 'Middle Aged', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*blood/drug therapy']",1996/07/01 00:00,1996/07/01 00:01,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '1996/07/01 00:01 [medline]', '1996/07/01 00:00 [entrez]']",,ppublish,Haematologica. 1996 Jul-Aug;81(4):343-45.,,,,,,,,,,,,,,,,,,
8870379,NLM,MEDLINE,19961204,20071115,0390-6078 (Print) 0390-6078 (Linking),81,4,1996 Jul-Aug,Testicular relapse of AML during chronic graft-versus-host disease induced by donor leukocyte infusion.,339-42,"Treatment options for acute leukemia relapsing after allogeneic BMT include conventional chemotherapy or a second transplant; however, results are rather discouraging, the first option being associated with poor survival and the second with a high mortality rate. More recently, donor leukocyte infusion (DLI) from the original donor has been used for relapsed patients in an attempt to induce a graft-versus-leukemia (GVL) effect. This procedure is partially devoid of the toxicity inherent to a second BMT. At our Institution, a 36-year-old patient with biphenotypic AML in second complete remission after relapse following allogeneic BMT was treated with peripheral blood stem cell (PBSC)-enriched donor leukocytes, obtained after in vivo priming with rhG-CSF. The patient experienced extensive cGVHD but developed a testicular relapse while in full hematologic remission. After irradiation of the sanctuary site he remains free of disease, still with chronic GVHD, 21 months after bone marrow relapse. This case suggests that immunologically privileged sites are inaccessible to GVHD/GVL effect. This should be considered when planning salvage transplants procedures in patients at risk for extramedullary involvement.","['Tringali, S', 'Vasta, S', 'Scime, R', 'Catania, P', 'Cavallaro, A M', 'Majolino, I']","['Tringali S', 'Vasta S', 'Scime R', 'Catania P', 'Cavallaro AM', 'Majolino I']","['Department of Hematology and Bone Marrow Transplant Unit, Ospedale Cervello, Palermo, Italy.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Italy,Haematologica,Haematologica,0417435,,IM,"['Adult', 'Graft vs Host Disease/*etiology/immunology', 'Humans', 'Leukemia, Myeloid, Acute/complications/immunology/*pathology/therapy', 'Leukocyte Transfusion/*adverse effects', 'Male', 'Testicular Neoplasms/*secondary']",1996/07/01 00:00,1996/07/01 00:01,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '1996/07/01 00:01 [medline]', '1996/07/01 00:00 [entrez]']",,ppublish,Haematologica. 1996 Jul-Aug;81(4):339-42.,,,,,,,,,,,,,,,,,,
8870377,NLM,MEDLINE,19961204,20071115,0390-6078 (Print) 0390-6078 (Linking),81,4,1996 Jul-Aug,Allogeneic stem cell transplantation for advanced low-grade lymphoproliferative disorders: report of six cases.,330-4,"BACKGROUND: Allogeneic stem cell transplantation is being increasingly used to treat young patients with poor-prognosis low-grade lymphoproliferative disorders. We report our single-center experience. PATIENTS AND METHODS: Six adults (four with advanced chronic lymphocytic leukemia, one follicular center cell lymphoma and one mantle cell lymphoma) underwent allogeneic stem cell transplantation (SCT). Five received bone marrow while one received peripheral blood stem cells. Donors were HLA-identical siblings in five cases and an HLA-haploidentical sibling in one. The conditioning regimen included in five cases cyclophosphamide, TB1 and high-dose chlorambucil, without the latter in the patient with follicular lymphoma. RESULTS: Five patients successfully engrafted, while the patient who received the haploidentical marrow suffered primary graft failure. There were two cases of grade 2 acute GVHD and one limited chronic GVHD. Four patients are alive in complete remission (CR) with a follow-up of 17+ to 118+ months. Additionally, there is no evidence of residual disease by immunologic and molecular techniques in three cases, while one patient has residual disease assessed by molecular methods. CONCLUSIONS: These results suggest that allogeneic SCT can achieve prolonged remissions in advanced chronic lymphoproliferative disorders.","['Martinez, C', 'Martino, R', 'Brunet, S', 'Sureda, A', 'Nomdedeu, J', 'Garcia, A', 'Soler, J', 'Domingo-Albos, A']","['Martinez C', 'Martino R', 'Brunet S', 'Sureda A', 'Nomdedeu J', 'Garcia A', 'Soler J', 'Domingo-Albos A']","[""Unitat d'Hematologia Clinica, Hospital de Sant Pau, Barcelona, Spain.""]",['eng'],"['Case Reports', 'Journal Article']",Italy,Haematologica,Haematologica,0417435,,IM,"['Adult', 'Female', '*Hematopoietic Stem Cell Transplantation', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*therapy', 'Lymphoma, Follicular/*therapy', 'Male', 'Middle Aged', 'Transplantation, Homologous', 'Treatment Outcome']",1996/07/01 00:00,1996/07/01 00:01,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '1996/07/01 00:01 [medline]', '1996/07/01 00:00 [entrez]']",,ppublish,Haematologica. 1996 Jul-Aug;81(4):330-4.,,,,,,,,,,,,,,,,,,
8870376,NLM,MEDLINE,19961204,20041117,0390-6078 (Print) 0390-6078 (Linking),81,4,1996 Jul-Aug,Prognosis of chronic myelomonocytic leukemia.,324-9,"BACKGROUND: Cytopenia caused by ineffective hematopoiesis and monocyte overproduction coexist in CMML, providing grounds for discussion to supporters of a dysplastic versus a proliferative identity for CMML. Follow-up information from a large series of patients may contribute to clarifying the position of this infrequent disease. METHODS: We analyzed data from 77 patients followed in five institutions. Thirty-two variables were studied for their influence on survival and on progression to acute leukemia by univariate and multivariate analysis. For some parameters, we performed a quartile analysis to reveal a possible non-monotonic influence on survival. RESULTS: Median survival was 17 months. Evolution to acute leukemia (ANLL) occurred in 11 patients (14%) within a median time of 8 months. Multivariate analysis assigned a poorer prognosis to patients presenting with thrombocytopenia, anemia and leukocytosis. Thrombocytopenia and the presence of circulating blasts were risk factors for transformation to ANLL, while raised serum aspartate transaminase at diagnosis seemed to be associated with a lower probability of blastic evolution. The Bournemouth score for CMML proved to be a valid tool for predicting survival but not acute transformation. CONCLUSIONS: CMML is a severe disease. The prognostic independence of cytopenia (anemia, thrombocytopenia) and leukocytosis underlines the coexistence of aspects typical of myelodysplastic and myeloproliferative syndromes.","['Catalano, L', 'Improta, S', 'de Laurentiis, M', 'Molica, S', 'Majolino, I', 'Musto, P', 'Fragasso, A', 'De Placido, S', 'Rotoli, B']","['Catalano L', 'Improta S', 'de Laurentiis M', 'Molica S', 'Majolino I', 'Musto P', 'Fragasso A', 'De Placido S', 'Rotoli B']","['Chair of Hematology, Federico II University, Naples, Italy.']",['eng'],"['Journal Article', 'Meta-Analysis']",Italy,Haematologica,Haematologica,0417435,,IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Female', 'Humans', 'Leukemia, Myelomonocytic, Chronic/*diagnosis/mortality/physiopathology', 'Male', 'Middle Aged', 'Multivariate Analysis', 'Prognosis']",1996/07/01 00:00,1996/07/01 00:01,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '1996/07/01 00:01 [medline]', '1996/07/01 00:00 [entrez]']",,ppublish,Haematologica. 1996 Jul-Aug;81(4):324-9.,,,,,,,,,,,,,,,,,,
8870374,NLM,MEDLINE,19961204,20171116,0390-6078 (Print) 0390-6078 (Linking),81,4,1996 Jul-Aug,"Clinical significance of sIL2R, sCD23, sICAM-1, IL6 and sCD 14 serum levels in B-cell chronic lymphocytic leukemia.",310-5,"BACKGROUND: The aim of the study was to establish the role exerted by some soluble factors in B-CLL disease mechanisms. MATERIALS AND METHODS: Serum levels of sIL2R, sCD23, sICAM-1, IL6 and sCD14 were detected in 47 B-CLL patients. Thirty-seven out of the 47 cases were in advanced/progressive stage, while the remaining 10 patients were defined as smouldering B-CLL. Twenty normal controls provided the reference values. Serum samples of 24 out 37 advanced/progressive cases were measured before and six months after the start of chemotherapy. RESULTS: The advanced/progressive patients showed significantly higher levels of sIL2R, sICAM-1 and sCD23 as compared to normal subjects. Furthermore, sIL2R, sICAM-1 and IL6 values were significantly higher in advanced/progressive B-CLL than in smouldering B-CLL patients. A statistically significant difference was found between smouldering B-CLL and controls for sCD14 only. sIL2R and sICAM-1 levels directly correlated with total tumor mass (TTM) score, sCD23 with both TTM score and lymphocytosis, and sCD14 with IgG serum values. sIL2R and sCD23 levels lowered significantly after chemotherapy, but only sCD23 and TTM variations after chemotherapy were closely correlated. CONCLUSIONS: sCD23 may be considered the only indicator of tumor mass, while the other soluble factors can be released through different mechanisms. In particular, sICAM-1 seems to correlate with the ability of the tumor to spread, while the sCD14 increase could indicate a role for this soluble factor in preventing infections in B-CLL patients.","['Callea, V', 'Morabito, F', 'Luise, F', 'Piromalli, A', 'Filangeri, M', 'Stelitano, C', 'Iacopino, P', 'Nobile, F', 'Brugiatelli, M']","['Callea V', 'Morabito F', 'Luise F', 'Piromalli A', 'Filangeri M', 'Stelitano C', 'Iacopino P', 'Nobile F', 'Brugiatelli M']","['Divisione di Ematologia, Centro Trapianti di Midollo Osseo, Reggio Calabria, Italy.']",['eng'],['Journal Article'],Italy,Haematologica,Haematologica,0417435,"['0 (Biomarkers, Tumor)', '0 (Interleukin-6)', '0 (Lipopolysaccharide Receptors)', '0 (Receptors, IgE)', '0 (Receptors, Interleukin-2)', '126547-89-5 (Intercellular Adhesion Molecule-1)']",IM,"['Aged', 'Aged, 80 and over', '*Biomarkers, Tumor', 'Female', 'Humans', 'Intercellular Adhesion Molecule-1/blood', 'Interleukin-6/blood', 'Leukemia, Lymphocytic, Chronic, B-Cell/*blood/physiopathology', 'Lipopolysaccharide Receptors/blood', 'Male', 'Middle Aged', 'Receptors, IgE/blood', 'Receptors, Interleukin-2/blood']",1996/07/01 00:00,1996/07/01 00:01,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '1996/07/01 00:01 [medline]', '1996/07/01 00:00 [entrez]']",,ppublish,Haematologica. 1996 Jul-Aug;81(4):310-5.,,,,,,,,,,,,,,,,,,
