PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,PMC,OID,GN,GR,SI,OTO,OT
536767,NLM,MEDLINE,19800530,20161123,0161-5505 (Print) 0161-5505 (Linking),20,10,1979 Oct,Scintigraphy in acute lymphocytic cell leukemia.,1101-2,,"['Sty, J', 'Kun, L', 'Thorp, S']","['Sty J', 'Kun L', 'Thorp S']",['eng'],"['Case Reports', 'Letter']",United States,J Nucl Med,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",0217410,,IM,"['Brain/*diagnostic imaging', 'Child, Preschool', 'Female', 'Humans', 'Leukemia, Lymphoid/*diagnostic imaging', 'Radionuclide Imaging']",1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",,ppublish,J Nucl Med. 1979 Oct;20(10):1101-2.,,,,,,,,
536461,NLM,MEDLINE,19800523,20190501,0021-9746 (Print) 0021-9746 (Linking),32,12,1979 Dec,Pseudomembranous colitis in a leukaemia unit: a report of five fatal cases.,1237-43,"Five cases of clindamycin-associated pseudomembranous colitis in leukaemic patients are reported. These cases were all fatal, and it is suggested that the use of clindamycin in leukaemic patients should be reserved for specific indications.","['Milligan, D W', 'Kelly, J K']","['Milligan DW', 'Kelly JK']",['eng'],"['Case Reports', 'Journal Article']",England,J Clin Pathol,Journal of clinical pathology,0376601,['3U02EL437C (Clindamycin)'],IM,"['Adult', 'Clindamycin/*adverse effects/therapeutic use', 'Colon/pathology', 'Enterocolitis, Pseudomembranous/*chemically induced/complications/pathology', 'Female', 'Humans', 'Leukemia/*complications/drug therapy', 'Middle Aged']",1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",['10.1136/jcp.32.12.1237 [doi]'],ppublish,J Clin Pathol. 1979 Dec;32(12):1237-43. doi: 10.1136/jcp.32.12.1237.,,PMC1145943,,,,,,
536280,NLM,MEDLINE,19800530,20190708,0360-3016 (Print) 0360-3016 (Linking),5,9,1979 Sep,Acute leukemia as a complication of cytotoxic chemotherapy.,1705-7,,"['Rosner, F', 'Grunwald, H W', 'Zarrabi, M H']","['Rosner F', 'Grunwald HW', 'Zarrabi MH']",['eng'],"['Comparative Study', 'Journal Article']",United States,Int J Radiat Oncol Biol Phys,"International journal of radiation oncology, biology, physics",7603616,['0 (Antineoplastic Agents)'],IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Antineoplastic Agents/*adverse effects', 'Breast Neoplasms/drug therapy', 'Child', 'Child, Preschool', 'Female', 'Hodgkin Disease/drug therapy', 'Humans', 'Infant', 'Leukemia/*chemically induced', 'Leukemia, Lymphoid/drug therapy', 'Lymphoma/drug therapy', 'Male', 'Middle Aged', 'Multiple Myeloma/drug therapy', 'Neoplasms/*drug therapy', 'Neoplasms, Multiple Primary/*chemically induced', 'Time Factors']",1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']","['0360-3016(79)90801-0 [pii]', '10.1016/0360-3016(79)90801-0 [doi]']",ppublish,Int J Radiat Oncol Biol Phys. 1979 Sep;5(9):1705-7. doi: 10.1016/0360-3016(79)90801-0.,,,,,,,,
536277,NLM,MEDLINE,19800530,20190708,0360-3016 (Print) 0360-3016 (Linking),5,9,1979 Sep,"Radiation potentiating effect of ethyl bis(2,2-dimethyl-1-aziridinyl) phosphinate (AB-163).",1681-3,,"['Wampler, G L', 'Wassum, J A', 'Belgrad, R']","['Wampler GL', 'Wassum JA', 'Belgrad R']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Int J Radiat Oncol Biol Phys,"International journal of radiation oncology, biology, physics",7603616,"['0 (Aziridines)', '0 (Azirines)', '0 (Radiation-Sensitizing Agents)', '14984-65-7 (AB 163)']",IM,"['Animals', 'Aziridines/administration & dosage/*pharmacology', 'Azirines/*pharmacology', 'Dose-Response Relationship, Drug', 'Dose-Response Relationship, Radiation', 'Female', 'Leukemia P388/*radiotherapy', 'Leukemia, Experimental/*radiotherapy', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred DBA', '*Radiation-Sensitizing Agents', 'Radioisotope Teletherapy', 'Time Factors']",1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']","['0360-3016(79)90797-1 [pii]', '10.1016/0360-3016(79)90797-1 [doi]']",ppublish,Int J Radiat Oncol Biol Phys. 1979 Sep;5(9):1681-3. doi: 10.1016/0360-3016(79)90797-1.,,,,,,,,
536276,NLM,MEDLINE,19800530,20190708,0360-3016 (Print) 0360-3016 (Linking),5,9,1979 Sep,Combined therapy with an aziridine derivative NSC 200724 (AB182) and radiation on an experimental leukemia.,1677-80,,"['Wodinsky, I', 'Clement, J', 'Swiniarski, J', 'Skura, A']","['Wodinsky I', 'Clement J', 'Swiniarski J', 'Skura A']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Int J Radiat Oncol Biol Phys,"International journal of radiation oncology, biology, physics",7603616,"['0 (Aziridines)', '0 (Azirines)', '0 (Radiation-Sensitizing Agents)', '54805-58-2 (AB-182)']",IM,"['Animals', 'Aziridines/administration & dosage/*therapeutic use', 'Azirines/*therapeutic use', 'Cell Survival/drug effects/radiation effects', 'Dose-Response Relationship, Drug', 'Dose-Response Relationship, Radiation', 'Female', 'Leukemia P388/*drug therapy/radiotherapy', 'Leukemia, Experimental/*drug therapy', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred DBA', 'Radiation-Sensitizing Agents/therapeutic use', 'Radioisotope Teletherapy']",1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']","['0360-3016(79)90796-X [pii]', '10.1016/0360-3016(79)90796-x [doi]']",ppublish,Int J Radiat Oncol Biol Phys. 1979 Sep;5(9):1677-80. doi: 10.1016/0360-3016(79)90796-x.,,,,,,,,
536224,NLM,MEDLINE,19800514,20061115,0017-9078 (Print) 0017-9078 (Linking),37,4,1979 Oct,"Comments on ""leukemia risk from neutrons"" by H. H. Rossi and C. W. Mays.",601-2,,"['Roberts, P B']",['Roberts PB'],['eng'],"['Comparative Study', 'Letter']",United States,Health Phys,Health physics,2985093R,,IM,"['Energy Transfer', 'Gamma Rays', 'Humans', 'Japan', 'Leukemia, Radiation-Induced/*epidemiology', 'Maximum Allowable Concentration', '*Neutrons', 'Occupational Diseases/prevention & control', 'Radiation Dosage', 'Radiation Protection/standards', 'Risk']",1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",,ppublish,Health Phys. 1979 Oct;37(4):601-2.,,,,,,,,
535684,NLM,MEDLINE,19800530,20141003,0016-450X (Print) 0016-450X (Linking),70,6,1979 Dec,Antitumor effect of pyridine N-oxides having 1-(2-chloroethyl)-1-nitrosoureidoalkyl and 1-methyl-1-nitrosoureidoalkyl groups.,731-6,"Pyridine N-oxides having 1-(2-chloroethyl)-1-nitrosoureidoalkyl or 1-methyl-1-nitrosoureidoalkyl groups were evaluated for their antitumor activity against AH13 hepatoma and L1210 leukemia. Among them, 1-(2-chloroethyl)-1-nitroso-3-(2-pyridylmethyl)urea N-oxide (1), its tosylate (2), 1-(2-chloroethyl)-1-nitroso-3-(2-pyridylethyl)urea N-oxide (4), and 1-(2-chloroethyl)-1-nitroso-3-(3-pyridylmethyl)urea N-oxide (6) were highly active against both tumors in ip-ip system. These compounds were also active in ip-iv and ip-po systems of L1210. On the other hand, pyridine N-oxides having 1-methyl-1-nitrosoureidoalkyl group were all inactive against AH13 and weakly active against L1210. Effect on blood cells in Donryu rats bearing EDEN-5 erythroblastic leukemia cells was tested with these 1-(2-chloroethyl)-1-nitrosoureidoalkylureas. These compounds caused leucopenia and compound (4) was only slightly effective against EDEN-5.","['Miyahara, M', 'Kamiya, S', 'Maekawa, A', 'Odashima, S']","['Miyahara M', 'Kamiya S', 'Maekawa A', 'Odashima S']",['eng'],['Journal Article'],Japan,Gan,Gan,0151745,"['0 (Antineoplastic Agents)', '0 (Cyclic N-Oxides)', '0 (Nitrogen Mustard Compounds)', '0 (Nitrosourea Compounds)', '0 (Pyridines)', '684-93-5 (Methylnitrosourea)']",IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', 'Chemical Phenomena', 'Chemistry', 'Cyclic N-Oxides/*therapeutic use', 'Drug Evaluation, Preclinical', 'Leukemia L1210/drug therapy', 'Liver Neoplasms, Experimental/drug therapy', 'Methylnitrosourea/therapeutic use', 'Mice', 'Nitrogen Mustard Compounds/*therapeutic use', 'Nitrosourea Compounds/*therapeutic use', 'Pyridines/*therapeutic use', 'Rats', 'Solubility', 'Time Factors']",1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",,ppublish,Gan. 1979 Dec;70(6):731-6.,,,,,,,,
535609,NLM,MEDLINE,19800514,20190907,0014-2964 (Print) 0014-2964 (Linking),15,12,1979 Dec,Study of haptoglobin polymorphism and its significance in human leukemias.,1463-9,,"['Naik, S N', 'Ishwad, C S', 'Nadkarni, J S', 'Nadkarni, J J', 'Advani, S H']","['Naik SN', 'Ishwad CS', 'Nadkarni JS', 'Nadkarni JJ', 'Advani SH']",['eng'],['Journal Article'],England,Eur J Cancer,European journal of cancer,0074126,['0 (Haptoglobins)'],IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Electrophoresis, Polyacrylamide Gel', 'Female', 'Gene Frequency', 'Haptoglobins/*genetics', 'Humans', 'Leukemia/*blood/genetics', 'Male', 'Middle Aged', 'Neoplasms/blood/genetics', 'Phenotype', '*Polymorphism, Genetic']",1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",['10.1016/0014-2964(79)90025-2 [doi]'],ppublish,Eur J Cancer. 1979 Dec;15(12):1463-9. doi: 10.1016/0014-2964(79)90025-2.,,,,,,,,
535524,NLM,MEDLINE,19800514,20161123,0378-9837 (Print) 0378-9837 (Linking),48,3,1979,Gastrointestinal manifestations of chronic lymphatic leukemia.,149-53,In chronic lymphatic leukemia there are also leukemic changes in the gastrointestinal tract; these can be detected roentgenologically and endoscopically.,"['Lahti, R', 'Lehtola, J', 'Suramo, I']","['Lahti R', 'Lehtola J', 'Suramo I']",['eng'],"['Case Reports', 'Journal Article']",Switzerland,Diagn Imaging,Diagnostic imaging,7908105,,IM,"['Aged', 'Colon', 'Endoscopy', 'Gastrointestinal Diseases/*diagnostic imaging/etiology', 'Humans', 'Leukemia/*complications', 'Lymph Nodes', 'Lymphography', 'Male', 'Ultrasonography']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",,ppublish,Diagn Imaging. 1979;48(3):149-53.,,,,,,,,
535358,NLM,MEDLINE,19800514,20190918,0010-4825 (Print) 0010-4825 (Linking),9,4,1979,An attempt to analyze locomotion of leukemia cells by computer image processing.,331-44,,"['Lewandowska, K', 'Doroszewski, J', 'Haemmerli, G', 'Strauli, P']","['Lewandowska K', 'Doroszewski J', 'Haemmerli G', 'Strauli P']",['eng'],['Journal Article'],United States,Comput Biol Med,Computers in biology and medicine,1250250,,IM,"['Animals', '*Cell Movement', '*Computers', 'Leukemia/*physiopathology', 'Rats']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']","['0010-4825(79)90039-8 [pii]', '10.1016/0010-4825(79)90039-8 [doi]']",ppublish,Comput Biol Med. 1979;9(4):331-44. doi: 10.1016/0010-4825(79)90039-8.,,,,,,,,
535306,NLM,MEDLINE,19800523,20190918,0141-9854 (Print) 0141-9854 (Linking),1,1,1979,Hairy cell leukaemia--apparent cure with reversal of marrow fibrosis.,65-8,,"['Slater, N G', 'Barkhan, P', 'Williams, H J']","['Slater NG', 'Barkhan P', 'Williams HJ']",['eng'],"['Case Reports', 'Journal Article']",England,Clin Lab Haematol,Clinical and laboratory haematology,7907061,,IM,"['Blood Cells', 'Bone Marrow/pathology', 'Humans', 'Leukemia, Hairy Cell/mortality/pathology/*therapy', 'Male', 'Middle Aged', 'Primary Myelofibrosis/complications/pathology']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",['10.1111/j.1365-2257.1979.tb00592.x [doi]'],ppublish,Clin Lab Haematol. 1979;1(1):65-8. doi: 10.1111/j.1365-2257.1979.tb00592.x.,,,,,,,,
535201,NLM,MEDLINE,19800514,20190827,0009-9201 (Print) 0009-9201 (Linking),22,4,1979 Dec,Leukemia and lymphoma complicating pregnancy.,859-70,,"[""O'Dell, R F""]","[""O'Dell RF""]",['eng'],['Journal Article'],United States,Clin Obstet Gynecol,Clinical obstetrics and gynecology,0070014,,IM,"['Acute Disease', 'Chronic Disease', 'Female', 'Hodgkin Disease/complications/therapy', 'Humans', 'Leukemia/*complications/diagnosis', 'Lymphoma/*complications', 'Pregnancy', '*Pregnancy Complications, Hematologic']",1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",['10.1097/00003081-197912000-00007 [doi]'],ppublish,Clin Obstet Gynecol. 1979 Dec;22(4):859-70. doi: 10.1097/00003081-197912000-00007.,,,,,,,,
535195,NLM,MEDLINE,19800514,20131121,0009-9201 (Print) 0009-9201 (Linking),22,4,1979 Dec,Symposium on obstetric hematology.,783-900,,,,['eng'],['Journal Article'],United States,Clin Obstet Gynecol,Clinical obstetrics and gynecology,0070014,"['935E97BOY8 (Folic Acid)', 'E1UOL152H7 (Iron)']",IM,"['*Blood', 'Blood Platelet Disorders/complications', 'Disseminated Intravascular Coagulation/complications', 'Female', 'Folic Acid', 'Humans', 'Iron/metabolism', 'Leukemia/complications', 'Lymphoma/complications', '*Pregnancy', '*Pregnancy Complications, Hematologic', 'Reproduction', 'Thromboembolism/complications']",1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",,ppublish,Clin Obstet Gynecol. 1979 Dec;22(4):783-900.,,,,,,,,
535131,NLM,MEDLINE,19800514,20190827,0344-5704 (Print) 0344-5704 (Linking),3,4,1979,2'-Deoxycytidine hydrochloride protection of mice against the lethal toxicity of cytosine arabinoside. Absence of protection of bone marrow lymphocytes.,229-34,,"['Buchman, V M', 'Belyanchikova, N I', 'Mkheidze, D M', 'Litovchenko, T A', 'Lichinitser, M R', 'Barkhotkina, M F', 'Svet-Moldavsky, G J']","['Buchman VM', 'Belyanchikova NI', 'Mkheidze DM', 'Litovchenko TA', 'Lichinitser MR', 'Barkhotkina MF', 'Svet-Moldavsky GJ']",['eng'],['Journal Article'],Germany,Cancer Chemother Pharmacol,Cancer chemotherapy and pharmacology,7806519,"['04079A1RDZ (Cytarabine)', '0W860991D6 (Deoxycytidine)']",IM,"['Animals', 'Antibody Formation/drug effects', 'Bone Marrow/drug effects', '*Bone Marrow Cells', 'Cytarabine/*antagonists & inhibitors/toxicity', 'Deoxycytidine/*pharmacology', 'Female', 'Immunity, Cellular/drug effects', 'Leukemia L1210/drug therapy', 'Lymphocytes/*drug effects', 'Male', 'Mice', 'Mice, Inbred Strains', 'Time Factors']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",['10.1007/BF00254736 [doi]'],ppublish,Cancer Chemother Pharmacol. 1979;3(4):229-34. doi: 10.1007/BF00254736.,,,,,,,,
535128,NLM,MEDLINE,19800514,20190827,0344-5704 (Print) 0344-5704 (Linking),3,1,1979,A new steroidal alkylating agent with improved activity in advanced murine leukemias.,67-70,"The homo-aza-steroidal ester of [p-[bis(2-chloroethyl)amino]phenoxy] acetic acid, 3 beta-hydroxy 13 alpha - amino - 13,17 - seco - 5 alpha-androstan-17-oic-13,17-lactam-p-bis(2-chloroethyl)aminophenoxyacetate, gave a 100% increase in lifespan over controls in the treatment of L1210 leukemia by IP administration on a days 1 and 4 treatment schedule. This ester gave a maximum activity of 383% increased lifespan over controls in the treatment of P388 leukemia by IP administration on a daily treatment schedule. Activity in advanced L1210 (41% increased lifespan) and P388 leukemias (173% increased lifespan) was maintained, indicating that this compound is the most promising of a number of congeners tested to date.","['Catsoulacos, P', 'Politis, D', 'Wampler, G L']","['Catsoulacos P', 'Politis D', 'Wampler GL']",['eng'],['Journal Article'],Germany,Cancer Chemother Pharmacol,Cancer chemotherapy and pharmacology,7806519,"['0 (Alkylating Agents)', '0 (Azasteroids)', '0 (Nitrogen Mustard Compounds)', '0 (Steroids, Heterocyclic)', '43000-65-3 (NSC 290205)']",IM,"['Alkylating Agents/*therapeutic use', 'Animals', 'Azasteroids/*therapeutic use', 'Leukemia L1210/drug therapy', 'Leukemia P388/drug therapy', 'Leukemia, Experimental/*drug therapy', 'Mice', 'Mice, Inbred Strains', 'Nitrogen Mustard Compounds/*therapeutic use', 'Steroids, Heterocyclic/*therapeutic use', 'Time Factors']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",['10.1007/BF00254423 [doi]'],ppublish,Cancer Chemother Pharmacol. 1979;3(1):67-70. doi: 10.1007/BF00254423.,,,,,,,,
535124,NLM,MEDLINE,19800514,20190827,0344-5704 (Print) 0344-5704 (Linking),2,2,1979,"Cardiomyopathy in leukemia, with reference to rubidomycin cardiotoxicity.",95-9,"Sixteen patients who had died with leukemia were studied at autopsy between September 1975 and Februrary 1977. Special attention was given to degenerative changes in the heart. Five of the patients died of cardiac failure, all with no or only slight leukemic infiltration in various organs at autopsy. Five patients showed basophilic necroses in the myocardium, and two of these also showed necroses in the bone marrow. The myocardial lipofuscin was significantly (P less than 0.01) higher in the autopsies of leukemic patients (mean age 45 years) than in autopsies performed at the Department of Forensic Medicine in 18 cases of accidental death (mean age 36 years). No dose-response relationship could be found between the amount of myocardial lipofuscin and the total dose of rubidomycin. Eight of twelve patients with malignant lymphoma (mean age 45 years) also had increased amount of myocardial lipofuscin.","['Lantz, B', 'Adolfsson, J', 'Lagerlof, B', 'Reizenstein, P']","['Lantz B', 'Adolfsson J', 'Lagerlof B', 'Reizenstein P']",['eng'],['Journal Article'],Germany,Cancer Chemother Pharmacol,Cancer chemotherapy and pharmacology,7806519,"['0 (Lipofuscin)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Adult', 'Aged', 'Cardiomyopathies/chemically induced/*complications/pathology', 'Daunorubicin/*adverse effects/therapeutic use', 'Female', 'Humans', 'Leukemia/*complications/drug therapy', 'Lipofuscin', 'Lymphoma/drug therapy', 'Male', 'Middle Aged', 'Pulmonary Edema/complications']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",['10.1007/BF00254080 [doi]'],ppublish,Cancer Chemother Pharmacol. 1979;2(2):95-9. doi: 10.1007/BF00254080.,,,,,,,,
534677,NLM,MEDLINE,19800514,20031114,0300-0893 (Print) 0300-0893 (Linking),31,8,1979 Dec,Induction of haemorrhagic necrosis in a murine tumour by products from the culture fluid of Azotobacter.,217-8,"Macromolecules in the supernatant from cultures of the nitrogen-fixing bacterium Azotobacter chroococcum when given systemically induce permanent regression of established grafts of a syngeneic murine lymphoma. The effect mimics that produced by endotoxin in that haemorrhagic necrosis is induced in the tumour, but the ratio of the toxic dose to the dose needed to cause tumour regression is greater than for this culture supernatant than for endotoxin.","['Cifuentes de Castro, L', 'Alexander, P']","['Cifuentes de Castro L', 'Alexander P']",['eng'],['Journal Article'],France,Biomedicine,Biomedicine / [publiee pour l'A.A.I.C.I.G.],0361342,"['0 (Bacterial Toxins)', '0 (Culture Media)']",IM,"['Animals', '*Azotobacter', 'Bacterial Toxins/*therapeutic use', 'Culture Media/analysis', 'Hemorrhage', 'Leukemia L5178/*therapy', 'Leukemia, Experimental/*therapy', 'Mice', 'Mice, Inbred DBA', 'Necrosis']",1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",,ppublish,Biomedicine. 1979 Dec;31(8):217-8.,,,,,,,,
534659,NLM,MEDLINE,19800514,20131121,0300-9084 (Print) 0300-9084 (Linking),61,9,1979,[Viral RNA of cells infected with murine retrovirus: (II). Effect of toyocamycin on the metabolism of viral RNA].,1011-9,,"['Hamelin, R', 'Mauchauffe, M', 'Mathieu-Mahul, D', 'Tavitian, A', 'Larsen, C J']","['Hamelin R', 'Mauchauffe M', 'Mathieu-Mahul D', 'Tavitian A', 'Larsen CJ']",['fre'],"['English Abstract', 'Journal Article']",France,Biochimie,Biochimie,1264604,"['0 (Antibiotics, Antineoplastic)', '0 (DNA, Viral)', '0 (RNA, Viral)', '63231-63-0 (RNA)', 'L7995C4D7F (Toyocamycin)']",IM,"['Antibiotics, Antineoplastic/*pharmacology', 'Cytoplasm/metabolism', 'DNA, Viral', 'Friend murine leukemia virus/drug effects/*metabolism', 'Nucleic Acid Hybridization', 'RNA/metabolism', 'RNA, Viral/*metabolism', 'Toyocamycin/metabolism/*pharmacology']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",,ppublish,Biochimie. 1979;61(9):1011-9.,RNA viraux des cellules infectees par un retrovirus murin: (II). Influence de la toyocamycine sur le metabolisme des RNA viraux.,,,,,,,
534243,NLM,MEDLINE,19800327,20071115,0301-1518 (Print) 0301-1518 (Linking),8,45,1979 Nov 19,[Richter's syndrome and acute transformation : the natural course of chronic lymphatic leukemia?].,3757,,"['Sebahoun, G', 'Blanc, A P', 'Sainty, D', 'Gastaut, J A', 'Carcassonne, Y']","['Sebahoun G', 'Blanc AP', 'Sainty D', 'Gastaut JA', 'Carcassonne Y']",['fre'],"['Case Reports', 'Letter']",France,Nouv Presse Med,La Nouvelle presse medicale,0312552,,IM,"['Aged', 'Humans', 'Leukemia, Lymphoid/*blood/complications', '*Lymphocyte Activation', 'Lymphoma/complications', 'Male', 'Middle Aged']",1979/11/19 00:00,1979/11/19 00:01,['1979/11/19 00:00'],"['1979/11/19 00:00 [pubmed]', '1979/11/19 00:01 [medline]', '1979/11/19 00:00 [entrez]']",,ppublish,Nouv Presse Med. 1979 Nov 19;8(45):3757.,Syndrome de Richter et transformation aigue : evolution naturelle de la leucemie lymphoide chronique?,,,,,,,
534206,NLM,MEDLINE,19800317,20131121,0301-1518 (Print) 0301-1518 (Linking),8,41,1979 Oct 29,[Benzene-origin leukemias].,3360-1,,"['Fiere, D', 'Prost, G']","['Fiere D', 'Prost G']",['fre'],['Letter'],France,Nouv Presse Med,La Nouvelle presse medicale,0312552,"['0 (Benzene Derivatives)', 'J64922108F (Benzene)']",IM,"['Benzene/*adverse effects', 'Benzene Derivatives/*adverse effects', 'Humans', 'Leukemia/*chemically induced']",1979/10/29 00:00,1979/10/29 00:01,['1979/10/29 00:00'],"['1979/10/29 00:00 [pubmed]', '1979/10/29 00:01 [medline]', '1979/10/29 00:00 [entrez]']",,ppublish,Nouv Presse Med. 1979 Oct 29;8(41):3360-1.,Leucemies d'origine benzenique.,,,,,,,
534193,NLM,MEDLINE,19800317,20071115,0301-1518 (Print) 0301-1518 (Linking),8,40,1979 Oct 22,[Leukemic infiltration and prostatic adenocarcinoma].,3272,,"['Lobel, B', 'Herve, P Y', 'Le Prise, P Y', 'Ramee, M P', 'Bauchart, J']","['Lobel B', 'Herve PY', 'Le Prise PY', 'Ramee MP', 'Bauchart J']",['fre'],"['Case Reports', 'Letter']",France,Nouv Presse Med,La Nouvelle presse medicale,0312552,,IM,"['Adenocarcinoma/*diagnosis', 'Aged', 'Humans', 'Leukemia, Lymphoid/*diagnosis', 'Male', 'Neoplasms, Multiple Primary/*diagnosis', 'Prostate/pathology', 'Prostatic Neoplasms/*diagnosis']",1979/10/22 00:00,1979/10/22 00:01,['1979/10/22 00:00'],"['1979/10/22 00:00 [pubmed]', '1979/10/22 00:01 [medline]', '1979/10/22 00:00 [entrez]']",,ppublish,Nouv Presse Med. 1979 Oct 22;8(40):3272.,Infiltration leucemique et adenocarcinome de la prostate.,,,,,,,
533994,NLM,MEDLINE,19800324,20190823,0145-2126 (Print) 0145-2126 (Linking),3,5,1979,Adriamycin-induced DNA damage in human leukemia cells.,277-83,,"['Kanter, P M', 'Schwartz, H S']","['Kanter PM', 'Schwartz HS']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Leuk Res,Leukemia research,7706787,"['0 (DNA, Neoplasm)', '0 (DNA, Single-Stranded)', '80168379AG (Doxorubicin)']",IM,"['Animals', 'Cell Line', 'DNA Repair/drug effects', 'DNA, Neoplasm/*metabolism', 'DNA, Single-Stranded/metabolism/radiation effects', 'Doxorubicin/*pharmacology', 'Humans', 'In Vitro Techniques', 'Leukemia/*drug therapy/metabolism', 'Leukemia, Experimental/drug therapy', 'Mice', 'X-Rays']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",['10.1016/0145-2126(79)90054-7 [doi]'],ppublish,Leuk Res. 1979;3(5):277-83. doi: 10.1016/0145-2126(79)90054-7.,,,,,,,,
