PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,TT,PMC,CON,EIN,CIN,SI,RIN,LID,RF,PS,FPS
2677310,NLM,MEDLINE,19891101,20200220,0894-9255 (Print) 0894-9255 (Linking),2,5,1989,HTLV-I p27rex regulates gag and env protein expression.,431-40,"The experiments reported here show that the p27 product of the rex gene that is encoded by the 3' end of the human T cell leukemia virus type I (HTLV-I) is required for expression of the virion capsid and envelope proteins. The regulation of virion protein expression occurs via posttranscriptional regulation of viral mRNA. In some contexts, regulation of the virion proteins is achieved by p27rex-dependent accumulation of unspliced or singly spliced mRNAs that specify capsid or envelope proteins. In other contexts, the envelope protein production is dependent upon p27rex even in the presence of accumulation of envelope-specific mRNA. The consequences of p27 regulation for HTLV-I replication are discussed.","['Dokhelar, M C', 'Pickford, H', 'Sodroski, J', 'Haseltine, W A']","['Dokhelar MC', 'Pickford H', 'Sodroski J', 'Haseltine WA']","['Division of Human Retrovirology, Dana-Farber Cancer Institute, Boston, MA 02115.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Acquir Immune Defic Syndr (1988),Journal of acquired immune deficiency syndromes,8812597,"['0 (Gene Products, env)', '0 (Gene Products, gag)', '0 (Gene Products, rex)', '0 (RNA, Messenger)', '0 (Retroviridae Proteins, Oncogenic)']",IM,"['*Gene Expression Regulation, Viral', 'Gene Products, env/biosynthesis/*genetics', 'Gene Products, gag/biosynthesis/*genetics', 'Gene Products, rex', 'Human T-lymphotropic virus 1/*genetics', 'RNA, Messenger/genetics', 'Retroviridae Proteins, Oncogenic/*genetics']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,J Acquir Immune Defic Syndr (1988). 1989;2(5):431-40.,"['CA21082/CA/NCI NIH HHS/United States', 'CA36974/CA/NCI NIH HHS/United States', 'CA40658/CA/NCI NIH HHS/United States']",,,,,,,,,,,
2677177,NLM,MEDLINE,19891030,20110728,0021-5384 (Print) 0021-5384 (Linking),78,6,1989 Jun,[Recent progress in the treatment of hematological malignancies. III. Acute leukemia--bone marrow transplantation].,789-91,,"['Masaoka, T']",['Masaoka T'],,['jpn'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,19130210R,"['0 (Colony-Stimulating Factors)', '0 (Growth Substances)', '81627-83-0 (Macrophage Colony-Stimulating Factor)', '83869-56-1 (Granulocyte-Macrophage Colony-Stimulating Factor)']",IM,"['Acute Disease', '*Bone Marrow Transplantation', 'Colony-Stimulating Factors/therapeutic use', 'Graft vs Host Disease/etiology/prevention & control', 'Granulocyte-Macrophage Colony-Stimulating Factor', 'Growth Substances/therapeutic use', 'Humans', 'Leukemia/mortality/*therapy', 'Macrophage Colony-Stimulating Factor', 'Prognosis']",1989/06/01 00:00,1989/06/01 00:01,['1989/06/01 00:00'],"['1989/06/01 00:00 [pubmed]', '1989/06/01 00:01 [medline]', '1989/06/01 00:00 [entrez]']",,ppublish,Nihon Naika Gakkai Zasshi. 1989 Jun;78(6):789-91.,,,,,,,,,,,,
2677176,NLM,MEDLINE,19891030,20131121,0021-5384 (Print) 0021-5384 (Linking),78,6,1989 Jun,[Recent progress in the treatment of hematological malignancies. I. Biological response modifier].,759-64,,"['Hoshino, T']",['Hoshino T'],,['jpn'],['Journal Article'],Japan,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,19130210R,"['0 (Biological Factors)', '0 (Biological Products)', '0 (Cytokines)', '0 (Immunologic Factors)', '39325-01-4 (Picibanil)']",IM,"['Biological Factors/physiology', 'Biological Products/*therapeutic use', 'Cytokines', 'Cytotoxicity, Immunologic', 'Humans', 'Immunologic Factors/*therapeutic use', 'Leukemia/immunology/*therapy', 'Lymphocytes/immunology', 'Picibanil/pharmacology/*therapeutic use']",1989/06/01 00:00,1989/06/01 00:01,['1989/06/01 00:00'],"['1989/06/01 00:00 [pubmed]', '1989/06/01 00:01 [medline]', '1989/06/01 00:00 [entrez]']",,ppublish,Nihon Naika Gakkai Zasshi. 1989 Jun;78(6):759-64.,,,,,,,,,,,,
2676869,NLM,MEDLINE,19891121,20190708,0020-7136 (Print) 0020-7136 (Linking),44,4,1989 Oct 15,Two different anti-erythroid monoclonal antibodies in immunodiagnosis of human leukemias: a comparative study.,589-92,"To date, only anti-glycophorin-A monoclonal antibodies (MAbs) have been widely used as anti-erythroid probes in the diagnosis of leukemias. We have examined blood, bone-marrow and lymph-node samples from 474 patients, adults and children, with different hemopoietic malignancies, using a panel of MAbs including 2 anti-erythroid MAbs directed to glycophorin-A and an antigen of erythroblasts, Ag-Eb. MAb HAE9 directed against a human epitope of Ag-Eb has earlier been shown to be highly specific for immature erythroid cells. Of all the patients, 2.7% demonstrated glycophorin-A expression on blast cells, while anti-Ag-Eb MAb HAE9 reacted positively with cells from 6.0% of patients. Samples from 31 of 474 (6.5%) patients expressed one or both erythroid markers. Our results indicate that MAb HAE9 may be useful, in combination with anti-glycophorin-A MAbs, as an anti-erythroid probe for immunophenotyping human leukemias.","['Tupitsyn, N N', 'Mechetner, E B', 'Baryschnikov AJu', 'Drozdova, T S', 'Frenkel, M A', 'Ievleva, E S', 'Kiselev, A V', 'Perilov, A A', 'Peterson, I S', 'Probatova, N A']","['Tupitsyn NN', 'Mechetner EB', 'Baryschnikov AJu', 'Drozdova TS', 'Frenkel MA', 'Ievleva ES', 'Kiselev AV', 'Perilov AA', 'Peterson IS', 'Probatova NA', 'et al.']","['Cancer Research Center, Moscow, USSR.']",['eng'],"['Comparative Study', 'Journal Article']",United States,Int J Cancer,International journal of cancer,0042124,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Neoplasm)', '0 (Antigens, Surface)', '0 (Biomarkers, Tumor)']",IM,"['Adult', 'Antibodies, Monoclonal/*analysis', 'Antigens, Neoplasm/analysis', 'Antigens, Surface/analysis', 'Biomarkers, Tumor/analysis', 'Bone Marrow/immunology', 'Child', 'Erythroid Precursor Cells/*immunology', 'Fluorescent Antibody Technique', 'Humans', 'Immunologic Tests/methods', 'Leukemia/*diagnosis', 'Lymph Nodes/immunology', 'Phenotype']",1989/10/15 00:00,1989/10/15 00:01,['1989/10/15 00:00'],"['1989/10/15 00:00 [pubmed]', '1989/10/15 00:01 [medline]', '1989/10/15 00:00 [entrez]']",['10.1002/ijc.2910440405 [doi]'],ppublish,Int J Cancer. 1989 Oct 15;44(4):589-92. doi: 10.1002/ijc.2910440405.,,,,,,,,,,,,
2676868,NLM,MEDLINE,19891121,20190708,0020-7136 (Print) 0020-7136 (Linking),44,4,1989 Oct 15,Increase in murine monoclonal-antibody-defined urinary antigens in patients with bladder cancer and benign urogenital disease.,582-8,"Monoclonal antibodies (MAbs) were obtained from hybridoma clones established by cell fusion between P3X63Ag8.653 mouse myeloma cells and spleen cells of mice or rats hyperimmunized against human bladder cancer tissue or BC47 rat bladder cancer cells. RBS-31 and RBS-85 mouse MAbs and RBA-1 rat MAb were raised against BC47 cells and HBP-1 MAb was raised against human bladder cancer tissues. Urinary antigens detected by these MAbs were quantitatively assayed by means of ELISA using 50 microliters of 1:2 diluted urine samples. The cut-off value of the assay was set up as the mean + 4 X SD of the mean using data from the healthy individual urine samples. The reactivity of all healthy control urine samples were under the cut-off value (negative). By contrast, urine from bladder cancer patients reacted positively with the RBS-31 MAb at 72%, with the RBS-85 MAb at 63%, with the RBA-1 MAb at 51% and with the HBP-1 MAb at 35%. The urine samples from some patients with renal calculi, acute cystitis or complicated urinary tract infections showed only a weak reactivity with our MAbs. As for extra-bladder cancers, some patients with renal, renal pelvis, prostate or ureter cancer, but no patients with esophageal, gastric, colon or liver cancer or leukemia, had reactive urinary antigens.","['Masuko, T', 'Sugahara, K', 'Kamiya, T', 'Hashimoto, Y']","['Masuko T', 'Sugahara K', 'Kamiya T', 'Hashimoto Y']","['Department of Hygienic Chemistry, Tohoku University, Sendai, Japan.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Int J Cancer,International journal of cancer,0042124,"['0 (Antibodies, Monoclonal)', '0 (Antigens)', '0 (Antigens, Neoplasm)']",IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Animals', 'Antibodies, Monoclonal/*analysis/isolation & purification', 'Antigens/*urine', 'Antigens, Neoplasm/*urine', 'Chromatography, Gel', 'Enzyme-Linked Immunosorbent Assay', 'Female', 'Fluorescent Antibody Technique', 'Genital Diseases, Female/*immunology', 'Genital Diseases, Male/*immunology', 'Humans', 'Male', 'Mice', 'Middle Aged', 'Molecular Weight', 'Rats', 'Urinary Bladder Neoplasms/*immunology', 'Urologic Diseases/*immunology']",1989/10/15 00:00,1989/10/15 00:01,['1989/10/15 00:00'],"['1989/10/15 00:00 [pubmed]', '1989/10/15 00:01 [medline]', '1989/10/15 00:00 [entrez]']",['10.1002/ijc.2910440404 [doi]'],ppublish,Int J Cancer. 1989 Oct 15;44(4):582-8. doi: 10.1002/ijc.2910440404.,,,,,,,,,,,,
2676769,NLM,MEDLINE,19891109,20071115,0017-7768 (Print) 0017-7768 (Linking),116,10,1989 May 10,[Recent advances in juvenile chronic myelogenous leukemia].,538-41,,"['Estrov, Z', 'Freedman, M H']","['Estrov Z', 'Freedman MH']",,['heb'],"['Journal Article', 'Review']",Israel,Harefuah,Harefuah,0034351,,IM,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Child', 'Humans', 'Infant', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive/therapy']",1989/05/10 00:00,1989/05/10 00:01,['1989/05/10 00:00'],"['1989/05/10 00:00 [pubmed]', '1989/05/10 00:01 [medline]', '1989/05/10 00:00 [entrez]']",,ppublish,Harefuah. 1989 May 10;116(10):538-41.,,,,,,,,,,43,,
2676522,NLM,MEDLINE,19891101,20071115,0071-1365 (Print) 0071-1365 (Linking),24,,1989,Asparaginase as a drug for treatment of acute lymphoblastic leukaemia.,1-40,,"['Gallagher, M P', 'Marshall, R D', 'Wilson, R']","['Gallagher MP', 'Marshall RD', 'Wilson R']","['Department of Biochemistry, University of Dundee, Scotland.']",['eng'],"['Journal Article', 'Review']",England,Essays Biochem,Essays in biochemistry,0043306,['EC 3.5.1.1 (Asparaginase)'],IM,"['Asparaginase/*therapeutic use', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Essays Biochem. 1989;24:1-40.,,,,,,,,,,158,,
2676503,NLM,MEDLINE,19891102,20181113,0091-6765 (Print) 0091-6765 (Linking),82,,1989 Jul,"Long-term hematopoietic damage: concepts, approaches, and results relevant to the study of environmental toxins.",51-6,"The hematopoietic tissue is one of the prime examples of hierarchical tissues, where mature cells with a limited life span are continually replaced as a result of proliferation and differentiation from stem and progenitor cells. In the bone marrow, these processes are controlled by growth factors and by cell to cell interactions, the latter being specially important for the regulation of the stem-cell population. In the study of long-term hematopoietic damage, we have to distinguish between deleterious effects of the environmental toxins on the stem and progenitor cells, and on the stromal bone marrow cells which are part of the regulatory hematopoietic microenvironment. In some experimental situations, the function of the tissue may be subnormal, not because of stem cell damage (which may also be present), but because of damage to regulatory environmental populations. Because of the high degree of organization of the hematopoietic tissue (not immediately obvious from histological sections), the heterogeneity of the stromal cell populations, and their different capacities to regenerate after cytotoxic insult, the stromal damage is likely to be heterogeneous and would tend to be expressed functionally at later times than acute hematopoietic injury. While microenvironmental damage may be of importance in the induction of hematopoietic failure, the primary target in leukemogenesis is likely to be the stem cell. However, experimental data support the concept that regulatory microenvironmental influences may hinder or favor the development of leukemia.","['Testa, N G', 'Dexter, T M']","['Testa NG', 'Dexter TM']","['Paterson Institute for Cancer Research, Christie Hospital, Withington, Manchester, UK.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Environ Health Perspect,Environmental health perspectives,0330411,['0 (Hazardous Substances)'],IM,"['Animals', 'Colony-Forming Units Assay', 'Hazardous Substances/*pharmacology', 'Hematopoiesis/*drug effects', 'Hematopoietic Stem Cells/drug effects', 'Humans']",1989/07/01 00:00,1989/07/01 00:01,['1989/07/01 00:00'],"['1989/07/01 00:00 [pubmed]', '1989/07/01 00:01 [medline]', '1989/07/01 00:00 [entrez]']",['10.1289/ehp.898251 [doi]'],ppublish,Environ Health Perspect. 1989 Jul;82:51-6. doi: 10.1289/ehp.898251.,,,PMC1568120,,,,,,,43,,
2676500,NLM,MEDLINE,19891102,20181113,0091-6765 (Print) 0091-6765 (Linking),82,,1989 Jul,Consistencies and inconsistencies underlying the quantitative assessment of leukemia risk from benzene exposure.,289-97,This paper examines recent risk assessments for benzene and observes a number of inconsistencies within the study and consistencies between studies that should effect the quantitative determination of the risk from benzene exposure. Comparisons across studies show that only acute myeloid leukemia (AML) is found to be consistently in excess with significant benzene exposure. The data from the Pliofilm study that forms the basis of most quantitative assessments reveal that all the AML cases came from only one of the three studied plants and that all the benzene exposure data came from the other plants. Hematological data from the 1940s from the plant from which almost all of the industrial hygiene exposure data come do not correlate well with the originally published exposure estimates but do correlate well with an alternative set of exposure estimates that are much greater than those estimates originally published. Temporal relationships within the study are not consistent with those of other studies. The dose-response relationship is strongly nonlinear. Other data suggest that the leukemogenic effect of benzene is nonlinear and may derive from a threshold toxicity.,"['Lamm, S H', 'Walters, A S', 'Wilson, R', 'Byrd, D M', 'Grunwald, H']","['Lamm SH', 'Walters AS', 'Wilson R', 'Byrd DM', 'Grunwald H']","['Consultants in Epidemiology and Occupational Health, Inc., Washington, DC 20007.']",['eng'],"['Journal Article', 'Review']",United States,Environ Health Perspect,Environmental health perspectives,0330411,['J64922108F (Benzene)'],IM,"['Benzene/*adverse effects', 'Humans', 'Leukemia/*chemically induced/mortality', 'Leukemia, Myeloid, Acute/*chemically induced/mortality', 'Occupational Diseases/*chemically induced/mortality', 'Risk']",1989/07/01 00:00,1989/07/01 00:01,['1989/07/01 00:00'],"['1989/07/01 00:00 [pubmed]', '1989/07/01 00:01 [medline]', '1989/07/01 00:00 [entrez]']",['10.1289/ehp.8982289 [doi]'],ppublish,Environ Health Perspect. 1989 Jul;82:289-97. doi: 10.1289/ehp.8982289.,,,PMC1568109,,,['Environ Health Perspect. 1991 Feb;91:166-7. PMID: 2040246'],,,,22,,
2676499,NLM,MEDLINE,19891102,20181113,0091-6765 (Print) 0091-6765 (Linking),82,,1989 Jul,Review and update of leukemia risk potentially associated with occupational exposure to benzene.,267-81,"Since the 1980 U.S. Supreme Court decision on the Occupational Safety and Health Administration's (OSHA) proposal to lower the occupational benzene standard from 10 ppm to 1 ppm, numerous quantitative assessments of the leukemia risk of benzene exposure have been prepared. The primary difference between these risk assessments has been in the way in which benzene exposure has been estimated and in the models applied to describe the dose-response relationship. The more recent assessments, in attempting to estimate benzene exposures on an individual basis, and in applying models which make maximal use of the available data points, represent a substantial improvement over earlier assessments. In this paper, we will review the available risk assessments and the data upon which they are based and will present our own assessment, which builds on prior efforts. Our reevaluation of the underlying data on the cohort that we judged to be most suitable for quantitative risk analysis suggested that past assessments may have overestimated risk by a factor of 3 to 24. In addition, we will present some recently made available data of relevance to the benzene exposure histories of cohort of concern. These data provide additional suggestion that the total benzene exposure of certain members of this cohort has likely been seriously underestimated, the extent to which remains to be determined. Further analysis of these data and pursuit of additional sources to improve the characterization of the benzene exposure of this cohort appear to be warranted in order to define more precisely the benzene-leukemia dose-response relationship.","['Brett, S M', 'Rodricks, J V', 'Chinchilli, V M']","['Brett SM', 'Rodricks JV', 'Chinchilli VM']","['Environ Corporation, Washington, DC 20007.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Environ Health Perspect,Environmental health perspectives,0330411,['J64922108F (Benzene)'],IM,"['Benzene/*adverse effects', 'Epidemiologic Methods', 'Humans', 'Leukemia/*chemically induced/epidemiology/mortality', 'Models, Biological', 'Occupational Diseases/*chemically induced/epidemiology/mortality', 'Risk']",1989/07/01 00:00,1989/07/01 00:01,['1989/07/01 00:00'],"['1989/07/01 00:00 [pubmed]', '1989/07/01 00:01 [medline]', '1989/07/01 00:00 [entrez]']",['10.1289/ehp.8982267 [doi]'],ppublish,Environ Health Perspect. 1989 Jul;82:267-81. doi: 10.1289/ehp.8982267.,,,PMC1568141,,,['Environ Health Perspect. 1991 Feb;91:165-6. PMID: 2040245'],,,,58,,
2676498,NLM,MEDLINE,19891102,20181113,0091-6765 (Print) 0091-6765 (Linking),82,,1989 Jul,Hematotoxicity and carcinogenicity of benzene.,193-7,"The hematotoxicity of benzene exposure has been well known for a century. Benzene causes leukocytopenia, thrombocytopenia, pancytopenia, etc. The clinical and hematologic picture of aplastic anemia resulting from benzene exposure is not different from classical aplastic anemia; in some cases, mild bilirubinemia, changes in osmotic fragility, increase in lactic dehydrogenase and fecal urobilinogen, and occasionally some neurological abnormalities are found. Electromicroscopic findings in some cases of aplastic anemia with benzene exposure were similar to those observed by light microscopy. Benzene hepatitis-aplastic anemia syndrome was observed in a technician with benzene exposure. Ten months after occurrence of hepatitis B, a severe aplastic anemia developed. The first epidemiologic study proving the leukemogenicity of benzene was performed between 1967 and 1973 to 1974 among shoe workers in Istanbul. The incidence of leukemia was 13.59 per 100,000, which is a significant increase over that of leukemia in the general population. Following the prohibition and discontinuation of the use of benzene in Istanbul, there was a striking decrease in the number of leukemic shoe workers in Istanbul. In 23.7% of our series, consisting of 59 leukemic patients with benzene exposure, there was a preceding pancytopenic period. Furthermore, a familial connection was found in 10.2% of them. The 89.8% of our series showed the findings of acute leukemia. The possible factors that may determine the types of leukemia in benzene toxicity are discussed. The possible role of benzene exposure is presented in the development of malignant lymphoma, multiple myeloma, and lung cancer.","['Aksoy, M']",['Aksoy M'],"['Research Institute for Basic Sciences, Department of Biology, Gebze, Kocaeli, Turkey.']",['eng'],"['Journal Article', 'Review']",United States,Environ Health Perspect,Environmental health perspectives,0330411,['J64922108F (Benzene)'],IM,"['Anemia, Aplastic/chemically induced', 'Benzene/*adverse effects', 'Hematologic Diseases/*chemically induced', 'Humans', 'Leukemia/chemically induced', 'Neoplasms/*chemically induced', 'Pancytopenia/chemically induced']",1989/07/01 00:00,1989/07/01 00:01,['1989/07/01 00:00'],"['1989/07/01 00:00 [pubmed]', '1989/07/01 00:01 [medline]', '1989/07/01 00:00 [entrez]']",['10.1289/ehp.8982193 [doi]'],ppublish,Environ Health Perspect. 1989 Jul;82:193-7. doi: 10.1289/ehp.8982193.,,,PMC1568112,,,,,,,35,,
2676495,NLM,MEDLINE,19891102,20181113,0091-6765 (Print) 0091-6765 (Linking),82,,1989 Jul,Multiple-site carcinogenicity of benzene in Fischer 344 rats and B6C3F1 mice.,125-63,"Toxicology and carcinogenesis studies of benzene (CAS No. 71-43-2; greater than 99.7% pure) were conducted in groups of 60 F344/N rats and 60 B6C3F1 mice of each sex for each of three exposure doses and vehicle controls. These composite studies on benzene were designed and conducted because of large production volume and widespread human exposure, because of the epidemiologic association with leukemia, and because previous experiments were considered inadequate or inconclusive for determining carcinogenicity in laboratory animals. Using the results from 17-week studies, doses for the 2-year studies were selected based on clinical observations (tremors in higher dosed mice), on clinical pathologic findings (lymphoid depletion in rats and leukopenia in mice), and on body weight effects. Doses of 0, 50, 100, or 200 mg/kg body weight benzene in corn oil were administered by gavage to male rats, 5 days per week, for 103 weeks. Doses of 0, 25, 50, or 100 mg/kg benzene in corn oil were administered by gavage to female rats and to male and female mice for 103 weeks. Ten animals in each of the 16 groups were killed at 12 months, and necropsies were performed. Hematologic profiles were performed at 3-month intervals. For the 2-year studies, mean body weights of the top dose groups of male rats and of both sexes of mice were lower than those of the controls. Survivals of the top dose group of rats and mice of each sex were reduced; however, at week 92 for rats and week 91 for mice, survival was greater than 60% in all groups; most of the dosed animals that died before week 103 had neoplasia. Compound-related nonneoplastic or neoplastic effects on the hematopoietic system, Zymbal gland, forestomach, and adrenal gland were found both for rats and mice. Further, the oral cavity was affected in rats, and the lung, liver, Harderian gland, preputial gland, ovary, and mammary gland were affected in mice. Under the conditions of these 2-year gavage studies, there was clear evidence of carcinogenicity of benzene in male F344/N rats, female F344/N rats, male B6C3F1 mice, and female B6C3F1 mice. In male rats, benzene caused increased incidences of Zymbal gland carcinomas, squamous cell papillomas and squamous cell carcinomas of the oral cavity, and squamous cell papillomas and squamous cell carcinomas of the skin. In female rats, benzene caused increased incidences of Zymbal gland carcinomas and squamous cell papillomas and squamous cell carcinomas of the oral cavity.(ABSTRACT TRUNCATED AT 400 WORDS)","['Huff, J E', 'Haseman, J K', 'DeMarini, D M', 'Eustis, S', 'Maronpot, R R', 'Peters, A C', 'Persing, R L', 'Chrisp, C E', 'Jacobs, A C']","['Huff JE', 'Haseman JK', 'DeMarini DM', 'Eustis S', 'Maronpot RR', 'Peters AC', 'Persing RL', 'Chrisp CE', 'Jacobs AC']","['National Institute of Environmental Health Sciences, Research Triangle Park, NC 27709.']",['eng'],"['Journal Article', 'Review']",United States,Environ Health Perspect,Environmental health perspectives,0330411,"['0 (Carcinogens)', '0 (Mutagens)', 'J64922108F (Benzene)']",IM,"['Animals', 'Benzene/administration & dosage/*toxicity', 'Body Weight/drug effects', '*Carcinogens', 'Dose-Response Relationship, Drug', 'Female', 'Hematologic Diseases/chemically induced', 'Male', 'Mice', 'Mutagens', 'Neoplasms, Experimental/chemically induced/pathology', 'Rats', 'Rats, Inbred F344']",1989/07/01 00:00,1989/07/01 00:01,['1989/07/01 00:00'],"['1989/07/01 00:00 [pubmed]', '1989/07/01 00:01 [medline]', '1989/07/01 00:00 [entrez]']",['10.1289/ehp.8982125 [doi]'],ppublish,Environ Health Perspect. 1989 Jul;82:125-63. doi: 10.1289/ehp.8982125.,,,PMC1568117,,,,,,,219,,
2676470,NLM,MEDLINE,19891122,20061115,0204-3564 (Print) 0204-3564 (Linking),11,5,1989,[Predictive significance of parameters of tumor cell proliferation].,3-9,"Recent publications on prognostic significance of tumour cell proliferation parameters (mitotic index, 3H-thymidine labelling index, cell cycle distributions using DNA-measurements) in certain human tumours are reviewed. Data on acute leukaemia are controversial. In all other haematological and non-haematological malignancies the cell proliferation parameters correlated inversely with survival rate of patients and with the duration of the relapse-free period. Practical application of these data are discussed.","[""Kotel'nikov, V M""]","[""Kotel'nikov VM""]",,['rus'],"['English Abstract', 'Journal Article', 'Review']",Ukraine,Eksp Onkol,Eksperimental'naia onkologiia,8406659,"['0 (DNA, Neoplasm)']",IM,"['*Cell Division', 'DNA, Neoplasm/analysis', 'Humans', 'Neoplasms/genetics/*pathology', 'Prognosis', 'Tumor Cells, Cultured']",1989/01/01 00:00,1989/01/01 00:01,['1989/01/01 00:00'],"['1989/01/01 00:00 [pubmed]', '1989/01/01 00:01 [medline]', '1989/01/01 00:00 [entrez]']",,ppublish,Eksp Onkol. 1989;11(5):3-9.,,Prognosticheskoe znachenie parametrov proliferatsii opukholevykh kletok.,,,,,,,,62,,
2676434,NLM,MEDLINE,19891121,20060424,0011-5029 (Print) 0011-5029 (Linking),35,9,1989 Sep,Recent advances in the management of non-Hodgkin's lymphomas.,597-650,"The non-Hodgkin's lymphomas are a diverse group of diseases with distinctive natural histories and responsiveness to therapy. Each of these diseases represents the arrest and proliferation of malignant lymphocytes at a particular stage of normal lymphocyte differentiation. Cytogenetic and gene rearrangement studies have established the clonal nature of these disorders. The majority of the non-Hodgkin's lymphomas that occur in adults are of B cell origin. Exceptions to this are lymphoblastic lymphoma, mycosis fungoides, Sezary syndrome, and HTLV-1 associated leukemia--lymphomas that are diseases of T cell origin. As a group, the non-Hodgkin's lymphomas are diseases that are very responsive to radiation therapy and chemotherapy. There are major differences, however, in the durability of these responses. From a clinical standpoint, the non-Hodgkin's lymphomas may be divided into those that are indolent and those that are aggressive in their clinical behavior. Ironically, the aggressive non-Hodgkin's lymphomas are frequently curable, while the indolent non-Hodgkin's lymphomas are presently incurable in the majority of cases.","['Gaynor, E R', 'Fisher, R I']","['Gaynor ER', 'Fisher RI']","['Loyola University Stritch School of Medicine, Section of Hematology/Oncology, Maywood, Illinois.']",['eng'],"['Journal Article', 'Review']",United States,Dis Mon,Disease-a-month : DM,0370657,,IM,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Combined Modality Therapy', 'Humans', 'Lymphoma, Non-Hodgkin/diagnosis/etiology/*therapy', 'Neoplasm Staging', 'Radiotherapy']",1989/09/01 00:00,1989/09/01 00:01,['1989/09/01 00:00'],"['1989/09/01 00:00 [pubmed]', '1989/09/01 00:01 [medline]', '1989/09/01 00:00 [entrez]']",,ppublish,Dis Mon. 1989 Sep;35(9):597-650.,,,,,,,,,,63,,
2676398,NLM,MEDLINE,19891107,20190514,0012-3692 (Print) 0012-3692 (Linking),96,4,1989 Oct,Small lymphocytic pulmonary lymphoma. Diagnosis by transthoracic fine needle aspiration.,929-30,"A 77-year-old woman was found to have multiple densities on chest roentgenogram. Exfoliative cytology, bronchoscopy with brushings and washings, and transbronchial biopsy revealed a monomorphic population of small lymphocytes suggestive of lymphoma. Transthoracic fine-needle aspiration was performed to provide additional material for immunologic marker study. Immunocytochemistry revealed a monoclonal population of B-cells, which confirmed a diagnosis of small lymphocytic lymphoma. Chemotherapy resulted in significant clinical and roentgenographic improvement.","['Sprague, R I', 'deBlois, G G']","['Sprague RI', 'deBlois GG']","['Department of Pathology, Medical College of Virginia, Virginia Commonwealth University, Richmond.']",['eng'],"['Case Reports', 'Journal Article']",United States,Chest,Chest,0231335,['18D0SL7309 (Chlorambucil)'],IM,"['Aged', 'B-Lymphocytes/pathology', 'Biopsy, Needle', 'Chlorambucil/therapeutic use', 'Female', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/drug therapy/*pathology', 'Lung/*pathology', 'Lung Neoplasms/drug therapy/*pathology']",1989/10/01 00:00,1989/10/01 00:01,['1989/10/01 00:00'],"['1989/10/01 00:00 [pubmed]', '1989/10/01 00:01 [medline]', '1989/10/01 00:00 [entrez]']","['S0012-3692(15)40480-5 [pii]', '10.1378/chest.96.4.929 [doi]']",ppublish,Chest. 1989 Oct;96(4):929-30. doi: 10.1378/chest.96.4.929.,,,,,,,,,,,,
