PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,RF,CIN,CON,SI,TT,OID,OTO,OT,GN,EIN,MID,DEP,CI,LID,IR,FIR,IRAD,CRF
10325520,NLM,MEDLINE,19990712,20180213,0302-2838 (Print) 0302-2838 (Linking),35,5-6,1999,Prostate Cancer Prevention Trial (PCPT) update.,544-7,"The Prostate Cancer Prevention Trial is an intergroup effort in the USA managed by the Southwest Oncology Group (SWOG) in collaboration with the Eastern Cooperative Oncology Group (ECOG) and the Cancer and Leukemia Group B (CALGB). This 10-year study began approximately 5 years ago and will achieve its primary endpoint in October 2004. At the start of the study, 18,882 men, aged over 55 years, and with normal digital rectal examination (DRE) and serum prostate-specific antigen (PSA) levels of </=3.0 ng/ml were randomized to take finasteride (5 mg/day) or placebo (1 tablet/day). DRE and PSA have been determined yearly (PSA in a central laboratory). When DRE is abnormal or PSA rises to >4.0 ng/ml, a biopsy is recommended. Because of the effect finasteride has on PSA, the PSA value has been indexed to equalize the number of biopsies in both arms. At 7 years all survivors will undergo a sextant biopsy to determine the period prevalence of prostate cancer. The critical assumptions are: (1) finasteride-induced PSA changes result in a simple downward shift; (2) the assessment of adherence is sensitive enough to detect nonadherence affecting PSA level interpretation: (3) factors affecting biopsy loss will be equal in both arms; (4) finasteride does not affect the sensitivity or specificity of DRE on transrectal ultrasound nor the sensitivity of biopsy; (5) bias resulting from transurethral resection of the prostate in benign prostate hyperplasia cases will be negligible.","['Coltman, C A Jr', 'Thompson, I M Jr', 'Feigl, P']","['Coltman CA Jr', 'Thompson IM Jr', 'Feigl P']","['Southwest Oncology Group, San Antonio, Tex. 78245-3217, USA. charles_coltman@msmtp.idde.sacci.org']",['eng'],,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",Switzerland,Eur Urol,European urology,7512719,"['0 (Enzyme Inhibitors)', '57GNO57U7G (Finasteride)']",IM,"['Aged', 'Biopsy, Needle', 'Enzyme Inhibitors/adverse effects/*therapeutic use', 'Finasteride/adverse effects/*therapeutic use', 'Follow-Up Studies', 'Humans', 'Libido/drug effects', 'Male', 'Middle Aged', 'Prostatic Neoplasms/pathology/*prevention & control', 'Survival Rate', 'Treatment Outcome', 'United States']",1999/05/15 02:01,2000/08/16 11:00,['1999/05/15 02:01'],"['1999/05/15 02:01 [pubmed]', '2000/08/16 11:00 [medline]', '1999/05/15 02:01 [entrez]']","['19895 [pii]', '10.1159/000019895 [doi]']",ppublish,Eur Urol. 1999;35(5-6):544-7. doi: 10.1159/000019895.,,,,,,,,,,,,,,,,,,,
10325382,NLM,MEDLINE,19990623,20200724,0095-1137 (Print) 0095-1137 (Linking),37,6,1999 Jun,Bacteremia caused by a novel isolate resembling leptotrichia species in a neutropenic patient.,2064-7,"We report a case of Leptotrichia species bacteremia in a patient undergoing treatment for acute myelogenous leukemia. Like previously reported Leptotrichia species, this is a gram-variable, pleomorphic rod that is catalase negative and utilizes glucose and sucrose. However, it is more fastidious than previously reported isolates of Leptotrichia and may represent a novel species.","['Patel, J B', 'Clarridge, J', 'Schuster, M S', 'Waddington, M', 'Osborne, J', 'Nachamkin, I']","['Patel JB', 'Clarridge J', 'Schuster MS', 'Waddington M', 'Osborne J', 'Nachamkin I']","['Department of Pathology and Laboratory Medicine, University of Pennsylvania School of Medicine, Philadelphia 19104, USA. jbpatel@mail.med.upenn.edu']",['eng'],,"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Clin Microbiol,Journal of clinical microbiology,7505564,"['04079A1RDZ (Cytarabine)', 'ZRP63D75JW (Idarubicin)']",IM,"['Antineoplastic Combined Chemotherapy Protocols/adverse effects', 'Bacteremia/*diagnosis/etiology', 'Cytarabine/administration & dosage', 'Gram-Negative Anaerobic Straight, Curved, and Helical Rods/classification/*isolation & purification/ultrastructure', 'Gram-Negative Bacterial Infections/*diagnosis/etiology', 'Humans', 'Idarubicin/administration & dosage', 'Leukemia, Myeloid, Acute/drug therapy', 'Male', 'Microscopy, Electron', 'Middle Aged', 'Neutropenia/*complications', 'Phylogeny']",1999/05/15 00:00,1999/05/15 00:01,['1999/05/15 00:00'],"['1999/05/15 00:00 [pubmed]', '1999/05/15 00:01 [medline]', '1999/05/15 00:00 [entrez]']",['10.1128/JCM.37.6.2064-2067.1999 [doi]'],ppublish,J Clin Microbiol. 1999 Jun;37(6):2064-7. doi: 10.1128/JCM.37.6.2064-2067.1999.,PMC85034,,,,['GENBANK/AF189244'],,,,,,,,,,,,,,
10325316,NLM,MEDLINE,19990623,20200724,0095-1137 (Print) 0095-1137 (Linking),37,6,1999 Jun,Epidemiology of visceral mycoses: analysis of data in annual of the pathological autopsy cases in Japan.,1732-8,"The data on visceral mycoses that had been reported in the Annual of the Pathological Autopsy Cases in Japan from 1969 to 1994 by the Japanese Society of Pathology were analyzed epidemiologically. The frequency of visceral mycoses among the annual total number of pathological autopsy cases increased noticeably from 1.60% in 1969 to a peak of 4.66% in 1990. Among them, the incidences of candidiasis and aspergillosis increased the most. After 1990, however, the frequency of visceral mycoses decreased gradually. Until 1989, the predominant causative agent was Candida, followed in order by Aspergillus and Cryptococcus. Although the rate of candidiasis decreased by degrees from 1990, the rate of aspergillosis increased up to and then surpassed that of candidiasis in 1991. Leukemia was the major disease underlying the visceral mycoses, followed by solid cancers and other blood and hematopoietic system diseases. Severe mycotic infection has increased over the reported 25-year period, from 6.6% of the total visceral mycosis cases in 1969 to 71% in 1994. The reasons for this decrease of candidiasis combined with an increase of aspergillosis or of severe mycotic infection might be that (i) nonsevere (not disseminated) infections were excluded from the case totals, since they have become controllable by antifungal drugs such as fluconazole, but (ii) the available antifungal drugs were not efficacious against severe infections such as pulmonary aspergillosis, and (iii) the number of patients living longer in an immunocompromised state had increased because of developments in chemotherapy and progress in medical care.","['Yamazaki, T', 'Kume, H', 'Murase, S', 'Yamashita, E', 'Arisawa, M']","['Yamazaki T', 'Kume H', 'Murase S', 'Yamashita E', 'Arisawa M']","['Nippon Roche Research Center, Kamakura, Kanagawa 247-8530, University Hospital, School of Medicine, Kitasato University, Kanagawa 228-8550, Japan. toshikazu.yamazaki@roche.com']",['eng'],,['Journal Article'],United States,J Clin Microbiol,Journal of clinical microbiology,7505564,,IM,"['AIDS-Related Opportunistic Infections/epidemiology/mortality', 'Aspergillosis/epidemiology/mortality', 'Autopsy', 'Candidiasis/epidemiology/mortality', 'Cryptococcosis/epidemiology/mortality', 'Female', 'Humans', 'Incidence', 'Japan/epidemiology', 'Male', 'Mycoses/*epidemiology/mortality/pathology', 'Neoplasms/complications', 'Organ Transplantation', 'Postoperative Complications', 'Viscera', 'Zygomycosis/epidemiology/mortality']",1999/05/15 00:00,1999/05/15 00:01,['1999/05/15 00:00'],"['1999/05/15 00:00 [pubmed]', '1999/05/15 00:01 [medline]', '1999/05/15 00:00 [entrez]']",['10.1128/JCM.37.6.1732-1738.1999 [doi]'],ppublish,J Clin Microbiol. 1999 Jun;37(6):1732-8. doi: 10.1128/JCM.37.6.1732-1738.1999.,PMC84937,,,,,,,,,,,,,,,,,,
10323679,NLM,MEDLINE,19990621,20190822,0039-128X (Print) 0039-128X (Linking),64,1-2,1999 Jan-Feb,Plasma membrane-resident glucocorticoid receptors in rodent lymphoma and human leukemia models.,107-19,"The presence of the glucocorticoid (GC) receptor is required for GC-evoked apoptosis. However, the explicit mechanism of involvement of this receptor continues to be debated. Employing the murine (S-49) and human (CCRF-CEM) lymphoid cell lines, we demonstrated that this response requires a specialized form of the glucocorticoid receptor (GR) that resides in the plasma membrane (mGR). Our studies of mGR have been done in our stable mGR-enriched (by sequential cell separation--immunopanning, fluorescent cell sorting, soft agar cloning) S-49 and CCRF-CEM cells. Direct and indirect immunofluorescent studies of live intact cells showed GR-specific periplasma membrane staining. Immunoanalysis by flow cytometry demonstrated abundant mGR in mGR++ cells, but only barely detectable mGR in mGR-- cells. Western blot and autoradiographic analyses of immunoprecipitated membrane extracts from these cells show they contain immunoreactive and competitively labeled high Mr receptor ranging from 94 to 150 kDa. Using mGR++ CCRF-CEM cells and three synchronization procedures (double thymidine, thymidine/colcemid, and colcemid blocks), we have investigated the influence of cell cycle on regulation and function of mGR. Both mGR expression and GC-mediated lymphocytolysis appear highest at late S-G2/M. Analysis of mGR in lymphocytes of several leukemic patients indicated differences in the levels of receptor expression. These findings might provide diagnostic clues about patients' differential response to steroid therapy and potential therapeutic avenues for effective treatment of hormone-responsive leukemic patients.","['Gametchu, B', 'Chen, F', 'Sackey, F', 'Powell, C', 'Watson, C S']","['Gametchu B', 'Chen F', 'Sackey F', 'Powell C', 'Watson CS']","['Department of Pediatrics, Medical College of Wisconsin, Milwaukee 53226, USA. gametchu@post.its.mcw.edu']",['eng'],['CA49297/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Steroids,Steroids,0404536,"['0 (Receptors, Glucocorticoid)']",IM,"['Animals', 'Cell Membrane/metabolism', 'Humans', 'Leukemia/*metabolism/pathology', 'Lymphoma/*metabolism/pathology', 'Mice', 'Receptors, Glucocorticoid/genetics/*metabolism', 'Tumor Cells, Cultured']",1999/05/14 00:00,1999/05/14 00:01,['1999/05/14 00:00'],"['1999/05/14 00:00 [pubmed]', '1999/05/14 00:01 [medline]', '1999/05/14 00:00 [entrez]']","['S0039-128X(98)00097-X [pii]', '10.1016/s0039-128x(98)00097-x [doi]']",ppublish,Steroids. 1999 Jan-Feb;64(1-2):107-19. doi: 10.1016/s0039-128x(98)00097-x.,,47,,,,,,,,,,,,,,,,,
10323475,NLM,MEDLINE,19990625,20191114,0887-8013 (Print) 0887-8013 (Linking),13,3,1999,Blastic mantle cell leukemia: a previously undescribed form.,112-5,"The leukemic phase of mantle cell lymphoma (mantle cell leukemia) is defined as an absolute lymphocyte count of greater than 4,000/microliter and characterized by the presence of relatively small, slightly irregular lymphocytes in the peripheral blood. Although a variant of mantle cell lymphoma with blastic morphsology exists and has been previously well described, a blastic morphologic variant of mantle cell leukemia has not been described. We report such a case in a 74-year-old male who presented with splenic rupture and an elevated white blood cell (WBC) count. The diagnosis was based on flow cytometric immunophenotyping and the cytomorphology of the peripheral blood.","['Dunphy, C H', 'Hancock, J C', 'Rodriguez, J J', 'Hilton, J G']","['Dunphy CH', 'Hancock JC', 'Rodriguez JJ', 'Hilton JG']","['Department of Pathology, St. Louis University Health Sciences Center, Missouri, USA.']",['eng'],,"['Case Reports', 'Journal Article']",United States,J Clin Lab Anal,Journal of clinical laboratory analysis,8801384,,IM,"['Acute Disease', 'Aged', 'Flow Cytometry', 'Humans', 'Immunophenotyping', 'Leukemia/blood/*diagnosis', 'Leukocyte Count', 'Lymphocyte Count', 'Lymphocytes/immunology/pathology', 'Lymphoma, Non-Hodgkin/blood/*diagnosis', 'Male', 'Splenic Rupture']",1999/05/14 02:03,2000/06/20 09:00,['1999/05/14 02:03'],"['1999/05/14 02:03 [pubmed]', '2000/06/20 09:00 [medline]', '1999/05/14 02:03 [entrez]']","['10.1002/(SICI)1098-2825(1999)13:3<112::AID-JCLA4>3.0.CO;2-J [pii]', '10.1002/(sici)1098-2825(1999)13:3<112::aid-jcla4>3.0.co;2-j [doi]']",ppublish,J Clin Lab Anal. 1999;13(3):112-5. doi: 10.1002/(sici)1098-2825(1999)13:3<112::aid-jcla4>3.0.co;2-j.,PMC6807769,,,,,,,,,,,,,,,,,,
10323270,NLM,MEDLINE,19990716,20190624,0014-2999 (Print) 0014-2999 (Linking),370,2,1999 Apr 9,Pro-apoptotic effect of fluvastatin on human smooth muscle cells.,201-3,"The antiatherosclerotic effect of statins has been attributed to their hypocholesterolemic action. We therefore evaluated the effect, in vitro, of the addition of the serum of patients taking fluvastatin on human smooth muscle cells in order to ascertain the effect of the drug on cell proliferation and apoptosis. We found that the addition of serum from patients treated with fluvastatin for 6 days caused a significant reduction in cell proliferation, increased cell apoptosis and reduced the B cell leukemia-2 (bcl-2) concentration. It is concluded that the induction of apoptosis by statins could be a supplementary mechanism in the prevention of atherosclerotic lesions in humans.","['Buemi, M', 'Allegra, A', 'Senatore, M', 'Marino, D', 'Medici, M A', 'Aloisi, C', 'Di Pasquale, G', 'Corica, F']","['Buemi M', 'Allegra A', 'Senatore M', 'Marino D', 'Medici MA', 'Aloisi C', 'Di Pasquale G', 'Corica F']","['Department of Internal Medicine, University of Messina, Italy.']",['eng'],,['Journal Article'],Netherlands,Eur J Pharmacol,European journal of pharmacology,1254354,"['0 (Anticholesteremic Agents)', '0 (Fatty Acids, Monounsaturated)', '0 (Indoles)', '4L066368AS (Fluvastatin)']",IM,"['Adult', 'Anticholesteremic Agents/blood/*pharmacology/therapeutic use', 'Apoptosis/*drug effects', 'Arteriosclerosis/*prevention & control', 'Cell Division/drug effects', 'Cells, Cultured', 'Fatty Acids, Monounsaturated/blood/*pharmacology/therapeutic use', 'Female', 'Fluvastatin', 'Genes, bcl-2/drug effects', 'Humans', 'Indoles/blood/*pharmacology/therapeutic use', 'Male', 'Muscle, Smooth, Vascular/cytology/*drug effects']",1999/05/14 00:00,1999/05/14 00:01,['1999/05/14 00:00'],"['1999/05/14 00:00 [pubmed]', '1999/05/14 00:01 [medline]', '1999/05/14 00:00 [entrez]']","['S0014-2999(99)00122-3 [pii]', '10.1016/s0014-2999(99)00122-3 [doi]']",ppublish,Eur J Pharmacol. 1999 Apr 9;370(2):201-3. doi: 10.1016/s0014-2999(99)00122-3.,,,,,,,,,,,,,,,,,,,
10323219,NLM,MEDLINE,19990629,20191103,0196-4763 (Print) 0196-4763 (Linking),38,2,1999 Apr 15,An abnormal CD34+ myeloid/CD34+ lymphoid ratio at the end of chemotherapy predicts relapse in patients with acute myeloid leukemia.,70-5,"During conventional follow-up of patients with acute myeloid leukemia (AML), the emergence of cytopenias is considered to be a sign of impending relapse, and it represents an example of how leukemic hematopoiesis affects normal hemopoietic differentiation. In the present study, we have explored the possible value of the analysis of the distribution of CD34+ myeloid and CD34+ lymphoid progenitor cells in follow-up complete remission bone marrow samples from de novo AML patients as a prognostic parameter for predicting relapse. A total of 213 bone marrow samples from 36 AML patients in morphological complete remission, obtained at the end of induction, consolidation, and intensification therapy and every six months thereafter were analyzed. The normal CD34+ myeloid/CD34+ lymphoid ratio ranged between 2.4 and 8.9. In contrast, in most AML cases an abnormally high ratio (> or =10) was observed at the end of induction and consolidation therapy: 96% and 75% of cases, respectively. On the other hand, at the end of intensification, 70% of the patients displayed a normal CD34+ ratio. Patients with a myeloid/lymphoid CD34+ ratio higher than 10 at the end of intensification showed a significantly lower overall survival (median survival of 19 months versus median not reached, P = 0.05), as well as a lower disease-free survival (median of 7 months versus 30 months, P = 0.0001). Regarding sequential studies, 67% of the relapses were preceded by the re-appearance of an abnormal CD34 ratio, whereas relapse was not predicted in four patient with leukemia classified as M3 undergoing maintenance therapy. From the remaining 18 patients who are still in continuous complete remission, all except 3 cases (17%) displayed a normal CD34 myeloid/lymphoid ratio. In summary, the present study shows that the persistence at the end of chemotherapy of an abnormally high (> or =10) ratio between CD34+ myeloid and CD34+ lymphoid progenitors in the bone marrow of AML patients is associated with high risk of relapse and a shorter overall survival.","['Martinez, A', 'San Miguel, J F', 'Vidriales, M B', 'Ciudad, J', 'Caballero, M D', 'Lopez-Berges, M C', 'Moro, M J', 'Calmuntia, M J', 'Ortega, F', 'Orfao, A']","['Martinez A', 'San Miguel JF', 'Vidriales MB', 'Ciudad J', 'Caballero MD', 'Lopez-Berges MC', 'Moro MJ', 'Calmuntia MJ', 'Ortega F', 'Orfao A']","['Department of Hematology, University Hospital, Salamanca, Spain.']",['eng'],,"['Clinical Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cytometry,Cytometry,8102328,"['0 (Antigens, CD34)', '0 (Antineoplastic Agents)']",IM,"['Adolescent', 'Adult', 'Aged', 'Antigens, CD34/*immunology', 'Antineoplastic Agents/therapeutic use', 'Bone Marrow Cells/*immunology', 'Child', 'Female', 'Hematopoietic Stem Cells/*immunology', 'Humans', 'Immunophenotyping', 'Leukemia, Myeloid/drug therapy/*immunology', 'Lymphocytes/immunology', 'Male', 'Middle Aged', 'Predictive Value of Tests', 'Prognosis', 'Recurrence', 'Treatment Outcome']",1999/05/14 02:03,2000/06/20 09:00,['1999/05/14 02:03'],"['1999/05/14 02:03 [pubmed]', '2000/06/20 09:00 [medline]', '1999/05/14 02:03 [entrez]']","['10.1002/(SICI)1097-0320(19990415)38:2<70::AID-CYTO4>3.0.CO;2-S [pii]', '10.1002/(sici)1097-0320(19990415)38:2<70::aid-cyto4>3.0.co;2-s [doi]']",ppublish,Cytometry. 1999 Apr 15;38(2):70-5. doi: 10.1002/(sici)1097-0320(19990415)38:2<70::aid-cyto4>3.0.co;2-s.,,,,,,,,,,,,,,,,,,,
10323104,NLM,MEDLINE,19990615,20041117,0036-4355 (Print) 0036-4355 (Linking),44,1,1999 Feb,[Early appearance of myelodysplastic syndrome secondary to therapy for Burkitt-type acute lymphoblastic leukemia (ALL3)].,81-2,,"['Sanchez, M', 'Orero, T', 'Marco, J M', 'Miguel, A']","['Sanchez M', 'Orero T', 'Marco JM', 'Miguel A']",,['spa'],,"['Case Reports', 'Letter']",Spain,Sangre (Barc),Sangre,0404373,['0 (Antineoplastic Agents)'],IM,"['Aged', 'Antineoplastic Agents/adverse effects', 'Burkitt Lymphoma/complications/*drug therapy', 'Fatal Outcome', 'Humans', 'Male', 'Myelodysplastic Syndromes/*etiology', 'Prognosis', 'Time Factors']",1999/05/14 00:00,1999/05/14 00:01,['1999/05/14 00:00'],"['1999/05/14 00:00 [pubmed]', '1999/05/14 00:01 [medline]', '1999/05/14 00:00 [entrez]']",,ppublish,Sangre (Barc). 1999 Feb;44(1):81-2.,,,,,,"Sindrome mielodisplasico de aparicion precoz, secundario al tratamiento de leucemia aguda linfoblastica tipo Burkitt (LLA3).",,,,,,,,,,,,,
10323100,NLM,MEDLINE,19990615,20071115,0036-4355 (Print) 0036-4355 (Linking),44,1,1999 Feb,[Translocation t(9;11) in acute childhood lymphoblastic leukemia].,70-2,We report a case of a de novo acute lymphoblastic leukaemia (ALL) with t(9;11) (p21;q23) and a novel translocation t(2;8) (p15;q24). The former is characteristic of acute nonlymphoblastic leukaemia (ANLL) and has rarely been detected in ALL. The blasts showed L2 morphology by the French American British (FAB) classification and pre B ALL immunophenotype.,"['Gallego, M S', 'Baialardo, E M', 'Felice, M S', 'Rossi, J G', 'Barretro, C Z']","['Gallego MS', 'Baialardo EM', 'Felice MS', 'Rossi JG', 'Barretro CZ']","['Laboratorio de Citogenetica, Hospital de Pediatria J.P. Garrahan, Buenos Aires.']",['spa'],,"['Case Reports', 'English Abstract', 'Journal Article']",Spain,Sangre (Barc),Sangre,0404373,,IM,"['*Chromosomes, Human, Pair 11', '*Chromosomes, Human, Pair 9', 'Female', 'Humans', 'Infant', 'Karyotyping', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics', '*Translocation, Genetic']",1999/05/14 00:00,1999/05/14 00:01,['1999/05/14 00:00'],"['1999/05/14 00:00 [pubmed]', '1999/05/14 00:01 [medline]', '1999/05/14 00:00 [entrez]']",,ppublish,Sangre (Barc). 1999 Feb;44(1):70-2.,,,,,,Traslocacion t (9;11) en leucemia linfoblastica aguda en pediatria.,,,,,,,,,,,,,
10323099,NLM,MEDLINE,19990615,20061115,0036-4355 (Print) 0036-4355 (Linking),44,1,1999 Feb,[ Magnetic resonance imaging in the early diagnosis of bone marrow necrosis].,65-9,"Bone marrow necrosis (BMN) is a rare entity characterised by fever and bone pain, accompanied by hypercalcemia and increased LDH. Amorphous eosinophilic material is present in the bone marrow aspirate, with isolated cells in different degrees of necrobiosis. These are frequently post-mortem findings, appearing in up to 19.8% of all autopsies, mostly after haematological malignancies with proliferative features (acute leukaemia, lymphoma). In general terms, BMN is regarded as a poor prognosis sign. Bone gammography with Tc has been included among the diagnostic procedures, in an attempt to carry out an early detection of BMN and to determine its spread. Magnetic resonance imaging (MRI) has recently been regarded useful to evaluate bone marrow involvement in this condition. A 53 year-old woman is presented here who, two and a half years after being diagnosed of mantle cell lymphoma, and having a relapse on her neck lymph nodes, presented severe bone pain showing no radiological evidence of osseous involvement. MRI showed ample spongy marrow involvement of her lower spine, sacrum and pelvic bones. Both femoral heads were preserved, hypointense images being observed in T1, whereas subcortical, hyperintense ones appeared in T2. Bone marrow aspirate showed poor cellularity, with different degrees of necrobiosis on a stippled background. The picture was interpreted as BMN secondary to non-Hodgkin's lymphoma.","['Delgado, P', 'Giraldo, P', 'Roca, M', 'Alvarez, R']","['Delgado P', 'Giraldo P', 'Roca M', 'Alvarez R']","['Servicio de Hematologia-Hemoterapia, Hospital Universitario Miguel Servet, Zaragoza.']",['spa'],,"['Case Reports', 'English Abstract', 'Journal Article']",Spain,Sangre (Barc),Sangre,0404373,,IM,"['Bone Marrow/pathology', 'Bone Marrow Diseases/*diagnosis/pathology', 'Female', 'Humans', 'Magnetic Resonance Imaging', 'Middle Aged', 'Necrosis']",1999/05/14 00:00,1999/05/14 00:01,['1999/05/14 00:00'],"['1999/05/14 00:00 [pubmed]', '1999/05/14 00:01 [medline]', '1999/05/14 00:00 [entrez]']",,ppublish,Sangre (Barc). 1999 Feb;44(1):65-9.,,,,,,Utilidad de la resonancia magnetica en el diagnostico precoz de la necrosis de medula osea.,,,,,,,,,,,,,
10322942,NLM,MEDLINE,19990625,20131121,0253-9756 (Print) 0253-9756 (Linking),18,5,1997 Sep,Inhibition of harringtonine-induced apoptosis by tetradecanoylphorbol acetate in human leukemia HL-60 cells.,459-62,"AIM: To study the changes of the apoptosis induced by camptothecin (Cam) or harringtonine (Har) in human leukemia HL-60 cells after the cells were preincubated with tetradecanoylphorbol acetate (TA). METHODS: Chromatin condensation observation, flow cytometry, DNA agarose gel electrophoresis, and Dot blot hybridization. RESULTS: After the HL-60 cells were preincubated with TA 200 nmol.L-1 for 6 h, the apoptosis induced by Har 0.1 mg.L-1 for 3 h was drastically inhibited, and the apoptosis by Cam 0.2 mg.L-1 for 3 h was partly inhibited. On the other hand, the expression level of c-myc gene in HL-60 cells decreased apparently after the preincubation of TA. CONCLUSION: TA preincubation inhibited the apoptosis induced by Har obviously or by Cam partly in human leukemia HL-60 cells, and the expression of c-myc gene decreased drastically in the preincubated cells, which might result in the inhibition of apoptosis.","['Meng, F H', 'He, Q Y', 'Zhang, H Q', 'Xue, S B']","['Meng FH', 'He QY', 'Zhang HQ', 'Xue SB']","['Department of Biology, Beijing Normal University, China.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Zhongguo Yao Li Xue Bao,Zhongguo yao li xue bao = Acta pharmacologica Sinica,8100330,"['0 (Antineoplastic Agents, Phytogenic)', '0 (Carcinogens)', '0 (Harringtonines)', '62624-24-2 (harringtonine)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)', 'XT3Z54Z28A (Camptothecin)']",IM,"['Antineoplastic Agents, Phytogenic/*antagonists & inhibitors', 'Apoptosis/*drug effects', 'Camptothecin/antagonists & inhibitors', 'Carcinogens/pharmacology', 'Gene Expression Regulation/drug effects', 'Genes, myc', 'HL-60 Cells/drug effects', 'Harringtonines/*antagonists & inhibitors', 'Humans', 'Tetradecanoylphorbol Acetate/*pharmacology']",1999/05/14 00:00,1999/05/14 00:01,['1999/05/14 00:00'],"['1999/05/14 00:00 [pubmed]', '1999/05/14 00:01 [medline]', '1999/05/14 00:00 [entrez]']",,ppublish,Zhongguo Yao Li Xue Bao. 1997 Sep;18(5):459-62.,,,,,,,,,,,,,,,,,,,
