PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,GR,RN,SI,PMC,AD,TT,CIN,EIN,OID
2936404,NLM,MEDLINE,19860407,20210216,0006-4971 (Print) 0006-4971 (Linking),67,3,1986 Mar,Anti-CALLA antibodies identify unique antigens on lymphoid cells and granulocytes.,588-91,"['Pesando, J M', 'Hoffman, P', 'Martin, N', 'Conrad, T']","['Pesando JM', 'Hoffman P', 'Martin N', 'Conrad T']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,IM,"['Amino Acid Sequence', 'Antibodies, Monoclonal/*immunology', 'Antigens, Neoplasm/*analysis/immunology', 'Granulocytes/*immunology', 'Humans', 'Lymphocytes/*immunology', 'Molecular Weight', 'Neprilysin']",,1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",['S0006-4971(20)81360-3 [pii]'],ppublish,Blood. 1986 Mar;67(3):588-91.,"The common acute lymphoblastic leukemia antigen (CALLA) is a 100-kd surface glycoprotein that is present on normal and malignant lymphoid cells. It is a useful marker for distinguishing between clinically important types of acute leukemia. Anti-CALLA monoclonal antibodies (MoAb) also react with mature myeloid cells (granulocytes), where they identify an antigen having a similar molecular weight (mol wt). We now report that the antigens detected by anti-CALLA MoAb on human lymphoid and myeloid cells differ in their behavior and chemistry. Surface-labeling studies indicate that the antigen on lymphoid cells has a mol wt of approximately 100 kd v 110 kd for that on granulocytes. When cells are metabolically labeled with 35S-methionine, differences in the mol wt of these antigens are again observed. Unlike the lymphoid antigen, expression of that on purified granulocytes is not modulated by incubation with specific antibody. Sodium dodecyl sulfate-polyacrylamide gel electrophoresis analysis of proteolytic digests of the two antigens fails to clarify their chemical relationship. Thus the antigens detected on these two cell types may share an epitope(s) but be chemically distinct, or CALLA may exist in distinct forms and behave differently on lymphoid cells and granulocytes.","['CA 15704/CA/NCI NIH HHS/United States', 'CA 18221/CA/NCI NIH HHS/United States', 'CA 30924/CA/NCI NIH HHS/United States', 'etc.']","['0 (Antibodies, Monoclonal)', '0 (Antigens, Neoplasm)', 'EC 3.4.24.11 (Neprilysin)']",,,,,,,
2936392,NLM,MEDLINE,19860403,20190613,0006-2960 (Print) 0006-2960 (Linking),24,26,1985 Dec 17,Segmental flexibility of receptor-bound immunoglobulin E.,7810-20,"['Slattery, J', 'Holowka, D', 'Baird, B']","['Slattery J', 'Holowka D', 'Baird B']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Biochemistry,Biochemistry,0370623,IM,"['Animals', 'Basophils', 'Cell Membrane/immunology', 'Fluorescence Polarization', 'Immunoglobulin E/*metabolism', 'Leukemia, Experimental/immunology', 'Light', 'Mice', 'Molecular Conformation', 'Rats', 'Receptors, Fc/*metabolism', 'Receptors, IgE', 'Scattering, Radiation', 'Solutions', 'Spectrometry, Fluorescence']",,1985/12/17 00:00,1985/12/17 00:01,['1985/12/17 00:00'],"['1985/12/17 00:00 [pubmed]', '1985/12/17 00:01 [medline]', '1985/12/17 00:00 [entrez]']",['10.1021/bi00347a046 [doi]'],ppublish,Biochemistry. 1985 Dec 17;24(26):7810-20. doi: 10.1021/bi00347a046.,"The segmental flexibility of mouse immunoglobulin E (IgE) bound to its high-affinity receptor on membrane vesicles from rat basophilic leukemia cells was compared to that of IgE in solution by measuring the steady-state anisotropy as a function of temperature and viscosity. A monoclonal IgE was used to bind the fluorescent probe N-[5-(dimethylamino)naphthalene-1-sulfonyl]-L-lysine (DNS-Lys) rigidly and specifically in the antigen combining site at the tip of the Fab region. The average rotational correlation time, phi, of 74-89 ns for the receptor-bound IgE is only slightly longer than that for IgE in solution where phi = 54 ns. Another mouse monoclonal IgE was covalently labeled in the Fab region with N-(1-pyrenyl)maleimide. Anisotropy measurements with this derivative yielded results that are very similar to those found with anti-DNS IgE and DNS-Lys. These findings are strikingly different from that expected for a rigid IgE bound to its receptor since in this case phi is likely to be very much larger. Evidently, the segmental flexibility of IgE is not greatly altered upon binding to its receptor.","['AI18306/AI/NIAID NIH HHS/United States', 'AI18610/AI/NIAID NIH HHS/United States']","['0 (Receptors, Fc)', '0 (Receptors, IgE)', '0 (Solutions)', '37341-29-0 (Immunoglobulin E)']",,,,,,,
2936371,NLM,MEDLINE,19860417,20190704,0007-0963 (Print) 0007-0963 (Linking),114,2,1986 Feb,A prospective study of the histological changes in the skin in patients receiving bone marrow transplants.,161-70,"['Lever, R', 'Turbitt, M', 'Mackie, R', 'Hann, I', 'Gibson, B', 'Burnett, A', 'Willoughby, M']","['Lever R', 'Turbitt M', 'Mackie R', 'Hann I', 'Gibson B', 'Burnett A', 'Willoughby M']",['eng'],['Journal Article'],England,Br J Dermatol,The British journal of dermatology,0004041,IM,"['Adult', 'Biopsy', '*Bone Marrow Transplantation', 'Child', 'Female', 'Graft vs Host Disease/*diagnosis/immunology/pathology', 'Histocompatibility Antigens Class II/analysis', 'Humans', 'Langerhans Cells/pathology', 'Male', 'Prospective Studies', 'Skin/*pathology', 'T-Lymphocytes, Regulatory/pathology']",,1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",['10.1111/j.1365-2133.1986.tb02794.x [doi]'],ppublish,Br J Dermatol. 1986 Feb;114(2):161-70. doi: 10.1111/j.1365-2133.1986.tb02794.x.,"Fourteen patients who received a bone marrow transplant (BMT) as treatment for leukaemia were included in a prospective study of the histological changes in the skin. The aim of this study was to improve the early diagnosis of graft-versus-host disease (GVHD). It was found that the clinically 'normal' pre-transplant skin was in some cases histologically abnormal on H & E examination in patients who were on regular maintenance cytotoxic chemotherapy. These changes were similar to some of the features of GVHD. Immunocytochemistry, although not specific, was found to be helpful in the diagnosis of some cases of GVHD. Suggestive features included a reduction in the numbers of Langerhans cells, an increase in the number of suppressor (OKT8+) cells in the dermal infiltrate and the presence of Ia positivity of the keratinocytes in the epidermis.",,['0 (Histocompatibility Antigens Class II)'],,,,,,,
2936359,NLM,MEDLINE,19860423,20191210,0264-8725 (Print) 0264-8725 (Linking),3,,1985,Low-molecular-weight immunomodifiers produced by micro-organisms.,255-73,"['Umezawa, H']",['Umezawa H'],['eng'],"['Journal Article', 'Review']",England,Biotechnol Genet Eng Rev,Biotechnology & genetic engineering reviews,8510274,IM,"['Alkaline Phosphatase/antagonists & inhibitors', 'Aminopeptidases/antagonists & inhibitors', 'Animals', '*Anti-Bacterial Agents', 'Antibiotics, Antineoplastic/*pharmacology', 'Antibody Formation/drug effects', 'Diaminopimelic Acid/analogs & derivatives/pharmacology', 'Glycine/analogs & derivatives/pharmacology', 'Guanidines/pharmacology', 'Hypersensitivity, Delayed/immunology', 'Immune Tolerance/drug effects', 'Immunity/*drug effects', 'Immunity, Cellular/drug effects', 'Lactones/pharmacology', 'Leucine/*analogs & derivatives/pharmacology', 'Leukemia L1210/drug therapy', 'Mice', 'Molecular Weight', 'Oligopeptides/pharmacology', '*Peptides', 'Polycyclic Sesquiterpenes', 'Sesquiterpenes/pharmacology', 'T-Lymphocytes, Regulatory/drug effects']",50,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1080/02648725.1985.10647815 [doi]'],ppublish,Biotechnol Genet Eng Rev. 1985;3:255-73. doi: 10.1080/02648725.1985.10647815.,,,"['0 (Anti-Bacterial Agents)', '0 (Antibiotics, Antineoplastic)', '0 (Guanidines)', '0 (Lactones)', '0 (Oligopeptides)', '0 (Peptides)', '0 (Polycyclic Sesquiterpenes)', '0 (Sesquiterpenes)', '33404-85-2 (coriolin)', '57784-96-0 (forphenicine)', '583-93-7 (Diaminopimelic Acid)', '67655-93-0 (esterastin)', '67655-94-1 (amastatin)', '71522-58-2 (forphenicinol)', '76490-22-7 (FK 156)', '76808-16-7 (ebelactone A)', '85713-14-0 (arphamenine A)', 'EC 3.1.3.1 (Alkaline Phosphatase)', 'EC 3.4.11.- (Aminopeptidases)', 'EC 3.4.11.6 (aminopeptidase B)', 'GMW67QNF9C (Leucine)', 'I0J33N5627 (ubenimex)', 'TE7660XO1C (Glycine)']",,,,,,,
2936222,NLM,MEDLINE,19860317,20061115,0323-4398 (Print) 0323-4398 (Linking),31,4,1985,[Characterization of monoclonal antibodies to human monocytes].,313-20,"['Fiebig, H', 'Behn, I', 'Kupper, H', 'Fiebach, H']","['Fiebig H', 'Behn I', 'Kupper H', 'Fiebach H']",['ger'],"['English Abstract', 'Journal Article']",Germany,Allerg Immunol (Leipz),Allergie und Immunologie,0314702,IM,"['Animals', 'Antibodies, Monoclonal/*analysis', 'Antibody Specificity', 'Cell Line', 'Cell Separation', 'Female', 'Fluorescent Antibody Technique', 'Granulocytes/immunology', 'Humans', 'Hybridomas/immunology', 'Immunization', 'Leukemia/immunology', 'Mice', 'Monocytes/*immunology', 'T-Lymphocytes/immunology']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",,ppublish,Allerg Immunol (Leipz). 1985;31(4):313-20.,"A set of monoclonal antibodies reacting with human peripheral blood monocytes is characterized. Two of these antibodies also bind to a fraction of granulocytes (BL-M/G-1) respectively to all of them (BL-M/G-2). On the other hand the BL-M-3 appears to be specific for monocytes only. All three monoclonals do not react with enriched B and T lymphocytes, platelets, erythrocytes and several lymphoid or erythroid permanent cell lines. The antigens recognized by all three monoclonals are expressed by monoblastic cell line U-937, whereas the myeloid line HL-60 and the cell line KG-1 express only antigen recognized by monoclonal antibody BL-M/G-2.",,"['0 (Antibodies, Monoclonal)']",,,,Charakterisierung von monoklonalen Antikorpern gegen humane Monozyten.,,,
2936133,NLM,MEDLINE,19860228,20061115,0732-8141 (Print) 0732-8141 (Linking),15,,1985,Antitumor marine icosanoids: clavulones and punaglandins.,415-8,"['Fukushima, M', 'Kato, T']","['Fukushima M', 'Kato T']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Adv Prostaglandin Thromboxane Leukot Res,"Advances in prostaglandin, thromboxane, and leukotriene research",8211444,IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', 'Carcinoma, Ehrlich Tumor/*drug therapy', 'Eicosanoic Acids/*therapeutic use', 'Leukemia L1210/*drug therapy', 'Mice', 'Prostaglandins A/*therapeutic use', 'Prostaglandins, Synthetic/*therapeutic use', 'Structure-Activity Relationship']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",,ppublish,Adv Prostaglandin Thromboxane Leukot Res. 1985;15:415-8.,,,"['0 (Antineoplastic Agents)', '0 (Eicosanoic Acids)', '0 (Prostaglandins A)', '0 (Prostaglandins, Synthetic)', '0 (clavulones)']",,,,,,,
2936131,NLM,MEDLINE,19860228,20161123,0732-8141 (Print) 0732-8141 (Linking),15,,1985,Prostaglandin anthrylmethyl ester: a membrane-permeant fluorescent analogue of prostaglandin with enhanced cell growth inhibitory activity.,405-9,"['Narumiya, S']",['Narumiya S'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Adv Prostaglandin Thromboxane Leukot Res,"Advances in prostaglandin, thromboxane, and leukotriene research",8211444,IM,"['Animals', 'Cell Division/*drug effects', 'Indicators and Reagents', 'Kinetics', 'Leukemia L1210/*pathology', 'Mice', 'Prostaglandins, Synthetic/*chemical synthesis/metabolism/pharmacology', 'ortho-Aminobenzoates/*chemical synthesis/metabolism/pharmacology']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",,ppublish,Adv Prostaglandin Thromboxane Leukot Res. 1985;15:405-9.,,,"['0 (Indicators and Reagents)', '0 (Prostaglandins, Synthetic)', '0 (ortho-Aminobenzoates)', '981I0C1E5W (methyl anthranilate)']",,,,,,,
2936130,NLM,MEDLINE,19860228,20061115,0732-8141 (Print) 0732-8141 (Linking),15,,1985,Role of prostaglandins in regulation of erythroleukemic cell proliferation and differentiation.,395-9,"['Santoro, M G']",['Santoro MG'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Adv Prostaglandin Thromboxane Leukot Res,"Advances in prostaglandin, thromboxane, and leukotriene research",8211444,IM,"['Animals', 'Cell Differentiation/drug effects', 'Cell Division/drug effects', 'Cell Line', 'Humans', 'Leukemia/*pathology', 'Leukemia, Erythroblastic, Acute/*pathology', 'Leukemia, Experimental/*pathology', 'Mice', 'Prostaglandins/*physiology']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",,ppublish,Adv Prostaglandin Thromboxane Leukot Res. 1985;15:395-9.,,,['0 (Prostaglandins)'],,,,,,,
2936097,NLM,MEDLINE,19860228,20100507,0732-8141 (Print) 0732-8141 (Linking),15,,1985,Potent and selective 5-lipoxygenase inhibitors: cirsiliol and AA-861.,217-9,"['Kohno, S W', 'Ohata, K', 'Maki, Y', 'Horie, T', 'Yoshimoto, T', 'Yamamoto, S']","['Kohno SW', 'Ohata K', 'Maki Y', 'Horie T', 'Yoshimoto T', 'Yamamoto S']",['eng'],"['Comparative Study', 'Journal Article']",United States,Adv Prostaglandin Thromboxane Leukot Res,"Advances in prostaglandin, thromboxane, and leukotriene research",8211444,IM,"['Animals', 'Arachidonate Lipoxygenases', 'Basophils/enzymology', '*Benzoquinones', '*Flavones', 'Flavonoids/*pharmacology', 'Kinetics', 'Leukemia, Experimental/*enzymology', '*Lipoxygenase Inhibitors', 'Quinones/*pharmacology', 'Rats']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",,ppublish,Adv Prostaglandin Thromboxane Leukot Res. 1985;15:217-9.,,,"['0 (Benzoquinones)', '0 (Flavones)', '0 (Flavonoids)', '0 (Lipoxygenase Inhibitors)', '0 (Quinones)', '34334-69-5 (cirsiliol)', '80809-81-0 (2,3,5-trimethyl-6-(12-hydroxy-5,10-dodecadiynyl)-1,4-benzoquinone)', 'EC 1.13.11.- (Arachidonate Lipoxygenases)']",,,,,,,
2936074,NLM,MEDLINE,19860228,20041117,0732-8141 (Print) 0732-8141 (Linking),15,,1985,"Molecular species of phosphatidylinositol, phosphatidic acid, and diacylglycerol in a phytohemagglutinin-stimulated T-cell leukemia line.",123-4,"['Sasaki, T', 'Hasegawa-Sasaki, H']","['Sasaki T', 'Hasegawa-Sasaki H']",['eng'],['Journal Article'],United States,Adv Prostaglandin Thromboxane Leukot Res,"Advances in prostaglandin, thromboxane, and leukotriene research",8211444,IM,"['Cell Line', 'Diglycerides/*analysis', 'Glycerides/*analysis', 'Humans', 'Leukemia/*immunology', 'Phosphatidic Acids/*analysis', 'Phosphatidylinositols/*analysis', 'Phytohemagglutinins', 'T-Lymphocytes/*immunology']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",,ppublish,Adv Prostaglandin Thromboxane Leukot Res. 1985;15:123-4.,,,"['0 (Diglycerides)', '0 (Glycerides)', '0 (Phosphatidic Acids)', '0 (Phosphatidylinositols)', '0 (Phytohemagglutinins)']",,,,,,,
2936065,NLM,MEDLINE,19860324,20191029,0065-230X (Print) 0065-230X (Linking),45,,1985,"Trichothecenes, zearalenone, and other carcinogenic metabolites of Fusarium and related microfungi.",217-90,"['Schoental, R']",['Schoental R'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Adv Cancer Res,Advances in cancer research,0370416,IM,"['Animals', 'Carcinogens/*isolation & purification', 'China', 'Diet', 'Digestive System Neoplasms/etiology', 'Esophageal Neoplasms/etiology', 'Female', 'Fungi/analysis', 'Fusarium/*analysis', 'Humans', 'Leukemia P388/drug therapy', 'Mice', 'Neoplasms/*etiology', 'Resorcinols/*isolation & purification', 'Selenium', 'Sesquiterpenes/*isolation & purification', 'South Africa', 'Species Specificity', 'Trichothecenes/*isolation & purification/therapeutic use', 'Zearalenone/*isolation & purification/toxicity']",554,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']","['S0065-230X(08)60270-5 [pii]', '10.1016/s0065-230x(08)60270-5 [doi]']",ppublish,Adv Cancer Res. 1985;45:217-90. doi: 10.1016/s0065-230x(08)60270-5.,,,"['0 (Carcinogens)', '0 (Resorcinols)', '0 (Sesquiterpenes)', '0 (Trichothecenes)', '5W827M159J (Zearalenone)', 'H6241UJ22B (Selenium)']",,,,,,,
2935929,NLM,MEDLINE,19860326,20190908,0036-553X (Print) 0036-553X (Linking),35,5,1985 Nov,Immunocytochemical evidence of common-ALL antigen in null-ALL.,536-42,"['Basso, G', 'Capuzzo, F', 'Simioni, I', 'Destro, R', 'Gazzola, M V', 'Cocito, M G', 'Cozzi, M', 'Milanesi, C', 'Putti, M C', 'Carli, M']","['Basso G', 'Capuzzo F', 'Simioni I', 'Destro R', 'Gazzola MV', 'Cocito MG', 'Cozzi M', 'Milanesi C', 'Putti MC', 'Carli M', 'et al.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,IM,"['Antibodies, Monoclonal', 'Antibodies, Neoplasm', 'Antigens, Neoplasm/*analysis', 'False Negative Reactions', 'Female', '*Fluorescent Antibody Technique', 'Humans', '*Immunoenzyme Techniques', 'Leukemia, Lymphoid/classification/*immunology', 'Lymphocytes, Null/*immunology', 'Male', 'Neprilysin']",,1985/11/01 00:00,1985/11/01 00:01,['1985/11/01 00:00'],"['1985/11/01 00:00 [pubmed]', '1985/11/01 00:01 [medline]', '1985/11/01 00:00 [entrez]']",['10.1111/j.1600-0609.1985.tb02825.x [doi]'],ppublish,Scand J Haematol. 1985 Nov;35(5):536-42. doi: 10.1111/j.1600-0609.1985.tb02825.x.,"4 cases of acute lymphoblastic leukaemia (ALL), diagnosed as null-ALL by indirect immunofluorescence using monoclonal antibodies, were similarly investigated using a sensitive immunoperoxidase method. The Avidin-Biotin system was employed. The immunoenzymatic results were in agreement with those obtained with immunofluorescence techniques for all antigens except common-ALL (C-ALL). The C-ALL antigen, recognized by the J5 antibody, was detected only by the immunoperoxidase method on cell membranes of the 4 ALL. This paper discusses the possibility of false negative results in testing for C-ALL antigen by conventional indirect immunofluorescence as suggested by refined immunocytochemical screening. Moreover, the ability of the immunoperoxidase system to identify antigens on cell membranes, even at very low density, is discussed. The clinical significance of the presence of C-ALL antigen at weak intensity in cases of null-ALL is also considered.",,"['0 (Antibodies, Monoclonal)', '0 (Antibodies, Neoplasm)', '0 (Antigens, Neoplasm)', 'EC 3.4.24.11 (Neprilysin)']",,,,,,,
2935821,NLM,MEDLINE,19860303,20161209,0755-4982 (Print) 0755-4982 (Linking),14,45,1985 Dec 21,[Breast localization in chronic lymphoid leukemia].,2301,"['Desablens, B', 'Quang, T N', 'Claisse, J F', 'Piprot-Choffat, C', 'Grumbach, Y']","['Desablens B', 'Quang TN', 'Claisse JF', 'Piprot-Choffat C', 'Grumbach Y']",['fre'],"['Case Reports', 'Letter']",France,Presse Med,"Presse medicale (Paris, France : 1983)",8302490,IM,"['Aged', 'Breast Neoplasms/*diagnosis', 'Female', 'Humans', 'Leukemia, Lymphoid/*diagnosis', 'Male', 'Middle Aged']",,1985/12/21 00:00,1985/12/21 00:01,['1985/12/21 00:00'],"['1985/12/21 00:00 [pubmed]', '1985/12/21 00:01 [medline]', '1985/12/21 00:00 [entrez]']",,ppublish,Presse Med. 1985 Dec 21;14(45):2301.,,,,,,,Localisation mammaire au cours de la leucemie lymphoide chronique.,,,
2935688,NLM,MEDLINE,19860320,20191029,0736-0118 (Print) 0736-0118 (Linking),2,4,1985,Influence of pre-incubation with one antibody on the binding of a second by human lymphocytes.,287-90,"['Eichler-Reiss, F', 'Reizenstein, P', 'Mathe, G']","['Eichler-Reiss F', 'Reizenstein P', 'Mathe G']",['eng'],['Journal Article'],England,Med Oncol Tumor Pharmacother,Medical oncology and tumor pharmacotherapy,8405039,IM,"['Adult', '*Antibodies, Monoclonal', 'Antigen-Antibody Reactions', 'Antigens, Neoplasm/analysis', 'Antigens, Surface/*analysis', 'Child', 'False Positive Reactions', 'Fluorescein', 'Fluoresceins', 'HLA-DR Antigens', 'Histocompatibility Antigens Class II/analysis', 'Humans', 'Immunoglobulin kappa-Chains/analysis', 'Immunoglobulin lambda-Chains/analysis', 'Immunologic Capping', 'In Vitro Techniques', 'Lymphocytes/*metabolism', 'Neprilysin', 'Palatine Tonsil/immunology', 'Receptors, Antigen, B-Cell/analysis', 'Rhodamines']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1007/BF02934915 [doi]'],ppublish,Med Oncol Tumor Pharmacother. 1985;2(4):287-90. doi: 10.1007/BF02934915.,"The reaction was studied of the J5-monoclonal antibody with the common acute leukemia antigen (CALLA) on non-malignant human tonsil lymphatic cells, which were double labelled also with antibodies against the B1 and HLA-DR antigens or the kappa and lambda light chains. There were few cells (mean 0-1.4%) which were positive with J5 but not B1. Other percentages of labelled cells depended on the order in which the antibodies were added. If the J5-antibody was added first, more B1 positive cells are found than if the B1 antibody is added first. Similarly, a significant (p less than 0.01-p less than 0.001) increase (3.3-18.8%) in the percentage of cells positive with J5 was found when the B1, kappa, and HLA-DR antibodies were added first, but not if antibody against lambda chains is added first. This difference was most pronounced and most significant for B1. This difference can be explained inter alia by steric differences between antibody conjugated and non-conjugated antigens followed by unmasking of other antigens. Double labelling is thus not equal to two single labellings.",,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Neoplasm)', '0 (Antigens, Surface)', '0 (Fluoresceins)', '0 (HLA-DR Antigens)', '0 (Histocompatibility Antigens Class II)', '0 (Immunoglobulin kappa-Chains)', '0 (Immunoglobulin lambda-Chains)', '0 (Receptors, Antigen, B-Cell)', '0 (Rhodamines)', 'EC 3.4.24.11 (Neprilysin)', 'TPY09G7XIR (Fluorescein)']",,,,,,,
2935687,NLM,MEDLINE,19860320,20191029,0736-0118 (Print) 0736-0118 (Linking),2,4,1985,Characterization of chronic lymphocytic leukemia (CLL) cells with low density of surface membrane bound immunoglobulins (smIg).,261-7,"['Kimby, E', 'Axelsson, B', 'Bjorkholm, M', 'Gordon, J', 'Holm, G', 'Mellstedt, H']","['Kimby E', 'Axelsson B', 'Bjorkholm M', 'Gordon J', 'Holm G', 'Mellstedt H']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Med Oncol Tumor Pharmacother,Medical oncology and tumor pharmacotherapy,8405039,IM,"['Antibodies, Monoclonal', 'Antigens, Differentiation, T-Lymphocyte', 'Antigens, Neoplasm/analysis', 'Antigens, Surface/analysis', 'B-Lymphocytes/*immunology', 'Cell Differentiation', 'Flow Cytometry', 'Fluorescent Antibody Technique', 'Humans', 'Immunoglobulin Light Chains/analysis/biosynthesis', 'Leukemia, Lymphoid/*immunology', 'Neprilysin', 'Receptors, Antigen, B-Cell/*analysis', 'Tetradecanoylphorbol Acetate/pharmacology']",,1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",['10.1007/BF02934912 [doi]'],ppublish,Med Oncol Tumor Pharmacother. 1985;2(4):261-7. doi: 10.1007/BF02934912.,"The study consists of 6 CLL patients with leukemic blood lymphocytes lacking T-cell characteristics and with smIg on only a very small fraction of the cells detected by microscopy or FACS analysis after direct immunofluorescence (IFL) staining. Using B-cell specific monoclonal antibodies all leukemias were found to be of the B-cell type. SmIg, mainly of IgD-class and the monotypic light chain, was detected on a large number of cells in all cases when using direct IFL. No lymphocyte clone was judged to be of the pre-B-cell type or represented fully differentiated terminal B-cells. CLL cells from the individual cases probably represent intermediate B-cell maturation steps. The results lend no support to the suggestion that this subtype of CLL necessarily belongs to an early stage of differentiation just beyond the pre-B-cell level.",,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Differentiation, T-Lymphocyte)', '0 (Antigens, Neoplasm)', '0 (Antigens, Surface)', '0 (Immunoglobulin Light Chains)', '0 (Receptors, Antigen, B-Cell)', 'EC 3.4.24.11 (Neprilysin)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",,,,,,,
