PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,TT,PMC,CI,RF,CON,EIN,GR,CIN,SI,OTO,OT,IR,FIR,IRAD,LID,DEP
10600098,NLM,MEDLINE,20000107,20190915,0277-0008 (Print) 0277-0008 (Linking),19,12,1999 Dec,Hydroxyurea in two pregnant women with sickle cell anemia.,1459-62,"['Byrd, D C', 'Pitts, S R', 'Alexander, C K']","['Byrd DC', 'Pitts SR', 'Alexander CK']","['Department of Pharmacy Practice, Auburn University School of Pharmacy, Alabama, USA.']",['eng'],"['Case Reports', 'Journal Article']",United States,Pharmacotherapy,Pharmacotherapy,8111305,"['0 (Antineoplastic Agents)', '0 (Teratogens)', 'X6Q56QN5QC (Hydroxyurea)']",IM,"['Adult', 'Anemia, Sickle Cell/*drug therapy', 'Antineoplastic Agents/adverse effects/*therapeutic use', 'Female', 'Humans', 'Hydroxyurea/adverse effects/*therapeutic use', 'Pregnancy', 'Pregnancy Complications/*drug therapy', 'Teratogens/toxicity', 'Treatment Outcome']",1999/12/22 00:00,1999/12/22 00:01,['1999/12/22 00:00'],"['1999/12/22 00:00 [pubmed]', '1999/12/22 00:01 [medline]', '1999/12/22 00:00 [entrez]']",['10.1592/phco.19.18.1459.30901 [doi]'],ppublish,Pharmacotherapy. 1999 Dec;19(12):1459-62. doi: 10.1592/phco.19.18.1459.30901.,"Hydroxyurea is classified as an S-phase antineoplastic agent (pregnancy category D). Two women became pregnant while taking hydroxyurea for sickle cell anemia and delivered live infants with no congenital anomalies. Although teratogenic effects of hydroxyurea were reported in animal studies, several case reports suggest the agent may have minimal teratogenic effects on the developing fetus. Fourteen cases of hydroxyurea therapy in pregnant patients with acute or chronic myelogenous leukemia, primary thrombocythemia, or sickle cell disease are reported in the literature. Three pregnancies were terminated by elective abortion; one woman developed eclampsia and delivered a phenotypically normal stillborn infant. All other patients delivered live, healthy infants without congenital anomalies. Further studies with larger numbers of patients receiving hydroxyurea during pregnancy, with longer follow-up of exposed children and more careful assessment of fetotoxic effects, are required before the agent can be promoted as safe in pregnancy.",,,,,,,,,,,,,,,,
10600025,NLM,MEDLINE,20000124,20171116,0272-457X (Print) 0272-457X (Linking),18,5,1999 Oct,Epitopes and functional responses defined by a panel of anti-Fas (CD95) monoclonal antibodies.,391-8,"['Komada, Y', 'Inaba, H', 'Li, Q S', 'Azuma, E', 'Zhou, Y W', 'Yamamoto, H', 'Sakurai, M']","['Komada Y', 'Inaba H', 'Li QS', 'Azuma E', 'Zhou YW', 'Yamamoto H', 'Sakurai M']","['Department of Pediatrics, Mie University School of Medicine, Tsu, Japan. komada@clin.medic.mie-u.ac.jp']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Hybridoma,Hybridoma,8202424,"['0 (Antibodies, Monoclonal)', '0 (Epitopes)', '0 (Immunoglobulin G)', '0 (fas Receptor)']",IM,"['Animals', 'Antibodies, Monoclonal/*immunology/metabolism', 'Antibody Affinity', 'Apoptosis/immunology', 'Epitope Mapping', 'Epitopes/immunology', 'Humans', 'Immunoglobulin G/immunology/metabolism', 'Leukemia/immunology/pathology', 'Mice', 'Tumor Cells, Cultured', 'fas Receptor/*immunology']",1999/12/22 00:00,1999/12/22 00:01,['1999/12/22 00:00'],"['1999/12/22 00:00 [pubmed]', '1999/12/22 00:01 [medline]', '1999/12/22 00:00 [entrez]']",['10.1089/hyb.1999.18.391 [doi]'],ppublish,Hybridoma. 1999 Oct;18(5):391-8. doi: 10.1089/hyb.1999.18.391.,"Fas (CD95) is a cell surface glycoprotein that mediates apoptotic cell death when cross-linked with agonistic anti-Fas monoclonal antibodies (MAbs) or the endogenous Fas ligand. In this study, we investigated the in vitro biological properties of a panel of anti-human Fas MAbs. We found that five anti-Fas MAbs of IgG1 subclass (B.E28, B.G30, B.L25, DX2, and B.G34) induced marked apoptotic cell death in Fas-expressing leukemia cells, although this killing was delayed when compared to the cytolytic effect mediated by the prototypic anti-Fas MAb of IgM subclass (clone CH-11). On the other hand, four clones (ZB4, B.G27, B.D29, and B.K14) efficiently blocked apoptotic cell death induced by the CH-11 MAb or Fas ligand. The ability of these MAbs to inhibit cell death appeared to correlate with their relative affinity for the Fas molecule. Furthermore, different clones recognized the same epitope and elicited different effects (induction or inhibition of cell killing); conversely, different clones elicited the same effect but recognized different epitopes. These results suggest that the different biological effects of anti-Fas MAbs would not be mediated in an epitope-restricted manner. The relative binding affinity might correlate to some extent with the biological properties of the MAb.",,,,,,,,,,,,,,,,
10599940,NLM,MEDLINE,20000104,20190910,0303-6987 (Print) 0303-6987 (Linking),26,10,1999 Nov,CD56+ blastic transformation of chronic myeloid leukemia involving the skin.,497-503,"['Kaddu, S', 'Beham-Schmid, C', 'Zenahlik, P', 'Kerl, H', 'Cerroni, L']","['Kaddu S', 'Beham-Schmid C', 'Zenahlik P', 'Kerl H', 'Cerroni L']","['Department of Dermatology, University of Graz, Austria.']",['eng'],"['Case Reports', 'Journal Article']",United States,J Cutan Pathol,Journal of cutaneous pathology,0425124,"['0 (Biomarkers, Tumor)', '0 (CD56 Antigen)', '0 (HLA-DR Antigens)', 'EC 1.11.1.7 (Peroxidase)', 'EC 3.1.- (Naphthol AS D Esterase)', 'EC 3.2.1.17 (Muramidase)']",IM,"['Aged', 'Aged, 80 and over', 'Biomarkers, Tumor/analysis', 'Bone Marrow Cells/metabolism/pathology', 'CD56 Antigen/*metabolism', 'HLA-DR Antigens/metabolism', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*metabolism/pathology', '*Leukemic Infiltration', '*Lymphocyte Activation', 'Male', 'Middle Aged', 'Muramidase/metabolism', 'Naphthol AS D Esterase/metabolism', 'Peroxidase/metabolism', 'Skin Neoplasms/*metabolism/pathology', 'T-Lymphocytes/*metabolism']",1999/12/22 00:00,1999/12/22 00:01,['1999/12/22 00:00'],"['1999/12/22 00:00 [pubmed]', '1999/12/22 00:01 [medline]', '1999/12/22 00:00 [entrez]']",['10.1111/j.1600-0560.1999.tb01796.x [doi]'],ppublish,J Cutan Pathol. 1999 Nov;26(10):497-503. doi: 10.1111/j.1600-0560.1999.tb01796.x.,"We report on two patients with chronic myeloid leukemia (CML) who presented blastic transformation involving the skin, with leukemic infiltrates showing unusual morphologic and immunohistologic characteristics. Both patients were elderly men with a 36-month and a 40-month history of CML, respectively. They presented with disseminated, reddish to violaceous papules and plaques (case 1), and with localized reddish nodules on the left temporal area (case 2). Concurrent features of blastic transformation in the bone marrow were observed in one patient (case 1). Histopathologic examination of skin lesions revealed similar features in both cases. There was a moderate to dense dermal infiltrate composed mainly of medium-sized atypical mononuclear myeloid precursor cells with only few relatively well-differentiated cells of the granulocytic series. Histochemical staining for naphthol-ASD-chloroacetate esterase revealed strong positivity (>50% of neoplastic cells) in case 2 and only scattered positivity (< 10% of neoplastic cells) in case 1. Immunohistologic analysis performed on paraffin-embedded sections showed in both cases variable reactivity of neoplastic cells for leucocyte common antigen (CD45), lysozyme, myeloperoxidase, CD11c, CD15, CD43, CD66, CD68, HLA-DR, and the neural cell adhesion molecule (NCAM) CD56. A negative reaction was observed for CD3, CD34, and TdT. The immunohistologic findings were remarkably similar to those reported for acute myeloid leukemia (AML) with monocytic differentiation (French-American-British [FAB] classification, subtype M4). Examination of blasts from the bone marrow performed in one patient (case 1) revealed a similar phenotype also with CD56 expression. In conclusion, our observations show that specific cutaneous infiltrates in CML may show morphologic and immunohistochemical characteristics similar to those observed in AML with monocytic differentiation. Moreover, specific cutaneous manifestations of CML may express CD56.",,,,,,,,,,,,,,,,
10599724,NLM,MEDLINE,20000107,20131121,0021-972X (Print) 0021-972X (Linking),84,12,1999 Dec,Degree of fatness after treatment for acute lymphoblastic leukemia in childhood.,4591-6,"['Nysom, K', 'Holm, K', 'Michaelsen, K F', 'Hertz, H', 'Muller, J', 'Molgaard, C']","['Nysom K', 'Holm K', 'Michaelsen KF', 'Hertz H', 'Muller J', 'Molgaard C']","['Section of Pediatric Hematology and Oncology, The Juliane Marie Center, Rigshospitalet, Copenhagen, Denmark. nysom@dadlnet.dk]']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Clin Endocrinol Metab,The Journal of clinical endocrinology and metabolism,0375362,"['0 (Adrenal Cortex Hormones)', '0 (Antineoplastic Agents)', '0 (Glucocorticoids)', '7S5I7G3JQL (Dexamethasone)', 'VB0R961HZT (Prednisone)']",IM,"['Absorptiometry, Photon', 'Adipose Tissue', 'Adolescent', 'Adrenal Cortex Hormones/therapeutic use', 'Antineoplastic Agents/therapeutic use', '*Body Composition', '*Body Mass Index', 'Child', 'Child, Preschool', 'Cranial Irradiation', 'Dexamethasone/therapeutic use', 'Female', 'Glucocorticoids/therapeutic use', 'Humans', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy/radiotherapy/*therapy', 'Prednisone/therapeutic use']",1999/12/22 00:00,1999/12/22 00:01,['1999/12/22 00:00'],"['1999/12/22 00:00 [pubmed]', '1999/12/22 00:01 [medline]', '1999/12/22 00:00 [entrez]']",['10.1210/jcem.84.12.6205 [doi]'],ppublish,J Clin Endocrinol Metab. 1999 Dec;84(12):4591-6. doi: 10.1210/jcem.84.12.6205.,"Excessive fatness is considered a frequent late complication of treatment for childhood acute lymphoblastic leukemia. Most previous studies, however, were based on body mass index (BMI) rather than more direct fat mass measurements. We studied 95 survivors of childhood acute lymphoblastic leukemia a median of 11 yr (range, 3-23 yr) after diagnosis. BMI values at diagnosis, at cessation of therapy, yearly thereafter for up to 10 yr, and at follow-up were compared with French reference values. Whole body percent fat was measured at follow-up by dual energy x-ray absorptiometry and compared with data from 463 local controls. Adjusted for sex and age, the mean BMI increased significantly during therapy and remained largely unchanged thereafter. At follow-up, BMI did not differ significantly between patients and local controls. On the other hand, the whole body percent fat was significantly increased (mean observed/predicted value, 21.8/19.0%; P < 0.0002). Twenty-five patients (26%) had a percent fat above the 90th percentile of the reference values, which indicates excessive fatness. Adjusted for sex and age, a higher percent fat was related to cranial irradiation or GH insufficiency, but not to sex, the cumulative doses of anthracyclines or corticosteroids, or the type of corticosteroid used. BMI was a poor measure of body fatness.",,,,,,['J Clin Endocrinol Metab 2001 Apr;86(4):1758'],,,,,,,,,,
10599705,NLM,MEDLINE,20000107,20151119,0021-972X (Print) 0021-972X (Linking),84,12,1999 Dec,Diagnosis of hidden central hypothyroidism in survivors of childhood cancer.,4472-9,"['Rose, S R', 'Lustig, R H', 'Pitukcheewanont, P', 'Broome, D C', 'Burghen, G A', 'Li, H', 'Hudson, M M', 'Kun, L E', 'Heideman, R L']","['Rose SR', 'Lustig RH', 'Pitukcheewanont P', 'Broome DC', 'Burghen GA', 'Li H', 'Hudson MM', 'Kun LE', 'Heideman RL']","[""University of Tennessee, St. Jude Children's Research Hospital, and Methodist LeBonheur Children's Medical Center, Memphis 38103, USA. srose@utmem1.utmem.edu""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Clin Endocrinol Metab,The Journal of clinical endocrinology and metabolism,0375362,"['5Y5F15120W (Thyrotropin-Releasing Hormone)', '9002-71-5 (Thyrotropin)', 'Q51BO43MG4 (Thyroxine)']",IM,"['Adolescent', 'Brain Neoplasms/complications/radiotherapy', 'Child', 'Child, Preschool', 'Female', 'Head and Neck Neoplasms/complications/radiotherapy', 'Humans', 'Hypothyroidism/*diagnosis/etiology', 'Infant', 'Leukemia/complications/therapy', 'Male', 'Neoplasms/*complications/radiotherapy', 'Radiotherapy/adverse effects', 'Thyrotropin/blood', 'Thyrotropin-Releasing Hormone', 'Thyroxine/blood']",1999/12/22 00:00,1999/12/22 00:01,['1999/12/22 00:00'],"['1999/12/22 00:00 [pubmed]', '1999/12/22 00:01 [medline]', '1999/12/22 00:00 [entrez]']",['10.1210/jcem.84.12.6097 [doi]'],ppublish,J Clin Endocrinol Metab. 1999 Dec;84(12):4472-9. doi: 10.1210/jcem.84.12.6097.,"To determine how often central hypothyroidism remains undetected by routine out-patient tests of thyroid hormone, we studied 208 pediatric cancer survivors referred for evaluation because of signs of subtle hypothyroidism or hypopituitarism. Of the 208 (68 females and 140 males), 110 had brain tumors, 14 had other head/neck tumors, 11 had solid tumors remote from head and neck, and 73 had leukemia. Patients were evaluated 1-16 yr (mean, 6.1+/-4.1 yr) after tumor diagnosis. The nocturnal TSH surge and response to TRH were measured. Of 160 patients with free T4 in lowest third of normal, 34% had central hypothyroidism (blunted TSH surge or low/delayed TSH peak or delayed TSH decline after TRH); 9% had central hypothyroidism with mild TSH elevation (mixed hypothyroidism). Another 16% had mild primary hypothyroidism (TSH, 5-15 mU/L). Of 48 with free T4 in the upper two thirds of normal, 14% had central hypothyroidism; 17% had mild primary hypothyroidism. Incidence of central, mixed, and mild primary hypothyroidism 10 yr after tumor diagnosis was significantly related to total cranial radiation dose (P < 0.0001). Of 62 patients with central hypothyroidism, 34% had not developed GH deficiency. TSH surge identified 71%, and response to TRH identified 60% of those with central hypothyroidism. More than half of the slowly growing patients who have received cranial or craniospinal radiation for childhood cancer develop subtle hypothyroidism. In our study group, 92% of patients with central hypothyroidism and 27% with mixed hypothyroidism would have remained undiagnosed using baseline thyroid function tests alone. Both TSH surge and response to TRH must be evaluated to identify all of these patients.",,,,,,,"['CA-21765-21/CA/NCI NIH HHS/United States', 'M01-RR-00211/RR/NCRR NIH HHS/United States']",,,,,,,,,
10599332,NLM,MEDLINE,20000106,20161109,0065-2598 (Print) 0065-2598 (Linking),455,,1999,Cutaneous necrotizing vasculitis. Relation to systemic disease.,115-25,"['Lotti, T M', 'Comacchi, C', 'Ghersetich, I']","['Lotti TM', 'Comacchi C', 'Ghersetich I']","['Department of Dermatology, University of Florence, Italy.']",['eng'],"['Journal Article', 'Review']",United States,Adv Exp Med Biol,Advances in experimental medicine and biology,0121103,,IM,"['Arthritis, Rheumatoid/complications', 'Chronic Disease', 'Collagen Diseases/complications', 'Female', 'Humans', 'Lymphoproliferative Disorders/complications', 'Male', 'Necrosis', 'Neoplasms/complications', 'Polyarteritis Nodosa/complications', 'Purpura/pathology', 'Skin Diseases, Vascular/etiology/pathology/*physiopathology', 'Vasculitis/etiology/pathology/*physiopathology']",1999/12/22 00:00,1999/12/22 00:01,['1999/12/22 00:00'],"['1999/12/22 00:00 [pubmed]', '1999/12/22 00:01 [medline]', '1999/12/22 00:00 [entrez]']",,ppublish,Adv Exp Med Biol. 1999;455:115-25.,"Cutaneous necrotizing vasculitis (CNV) is a complex multisystem disease generally involving the skin and mucous membranes, often accompanied by renal, gastrointestinal, pericardial, neurological, and articular signs and symptoms. CNV may be idiopatical or occur in association with a drug, infection, or underlying disease. CNV has been shown in patients with chronic infections (viral, bacterial, protozoa, helminthic), serum sickness, a variety of collagen vascular diseases (systemic lupus erythematous, Sjogren's syndrome, rheumatoid arthritis, Behcet's disease) hyperglobulinemic states, cryoglobulinemia, bowel bypass syndrome, ulcerative colitis, cystic fibrosis, primary biliary cirrhosis and HIV infection. Association with malignancies is not frequent. Lymphoproliferative disorders (Hodgkin's disease, mycosis fungoides, lymphosarcoma, adult T-cell leukemia, multiple mieloma) and solid tumors (lung cancer, colon carcinoma, renal, prostate, head and neck cancer and breast cancer) may be associated with CNV. Whenever possible, treatment is directed at the elimination of the cause. In other cases after adequate laboratory screening local and systemic therapy are recommended.",,,,83,,,,,,,,,,,,
10599307,NLM,MEDLINE,20000106,20190921,0945-6317 (Print) 0945-6317 (Linking),435,2,1999 Aug,Absence of cytotoxic molecules in CD8- and/or CD56-positive adult T-cell leukaemia/lymphoma.,101-4,"['Ohshima, K', 'Haraoka, S', 'Suzumiya, J', 'Sugihara, M', 'Kanda, M', 'Shimazaki, K', 'Kawasaki, C', 'Kikuchi, M']","['Ohshima K', 'Haraoka S', 'Suzumiya J', 'Sugihara M', 'Kanda M', 'Shimazaki K', 'Kawasaki C', 'Kikuchi M']","['Department of Pathology, School of Medicine, Fukuoka University, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Virchows Arch,Virchows Archiv : an international journal of pathology,9423843,"['0 (CD56 Antigen)', '0 (CD8 Antigens)', '0 (DNA, Neoplasm)', '0 (FASLG protein, human)', '0 (Fas Ligand Protein)', '0 (Membrane Glycoproteins)', '0 (Membrane Proteins)', '0 (Poly(A)-Binding Proteins)', '0 (Pore Forming Cytotoxic Proteins)', '0 (Proteins)', '0 (RNA-Binding Proteins)', '0 (T-Cell Intracellular Antigen-1)', '0 (TIA1 protein, human)', '126465-35-8 (Perforin)', 'EC 3.4.21.- (GZMB protein, human)', 'EC 3.4.21.- (Granzymes)', 'EC 3.4.21.- (Serine Endopeptidases)']",IM,"['Adult', 'Aged', 'CD56 Antigen/*metabolism', 'CD8 Antigens/*metabolism', 'DNA, Neoplasm/analysis', 'Fas Ligand Protein', 'Female', 'Granzymes', 'Humans', 'Leukemia, T-Cell/genetics/*metabolism/pathology', 'Lymphoma, T-Cell/genetics/*metabolism/pathology', 'Male', 'Membrane Glycoproteins/metabolism', 'Membrane Proteins/metabolism', 'Middle Aged', 'Perforin', 'Phenotype', 'Poly(A)-Binding Proteins', 'Pore Forming Cytotoxic Proteins', '*Proteins', 'RNA-Binding Proteins/metabolism', 'Serine Endopeptidases/metabolism', 'T-Cell Intracellular Antigen-1']",1999/12/22 00:00,1999/12/22 00:01,['1999/12/22 00:00'],"['1999/12/22 00:00 [pubmed]', '1999/12/22 00:01 [medline]', '1999/12/22 00:00 [entrez]']",['10.1007/s004280050405 [doi]'],ppublish,Virchows Arch. 1999 Aug;435(2):101-4. doi: 10.1007/s004280050405.,"Adult T-cell leukaemia/lymphoma (ATLL) cells usually exhibit a CD4+ (helper/inducer) phenotype (CD4+/8-/56-), and only a minority of tumours express the CD8 (cytotoxic/suppressor) or CD56 (natural killer [NK]-associated) antigens. TIA-1 is a cytotoxic granule-associated protein expressed in NK cells and cytotoxic T lymphocytes (CTLs). Granzyme B, perforin and Fas ligand (FasL) are also expressed in activated CTLs and NK cells. To clarify the cytotoxic potential of ATLL cells, immunohistochemistry was performed in CD8+ and/or CD56+ ATLL cells, using anti-TIA-1, anti-granzyme B, anti-perforin and anti-FasL antibodies. We studied nine cases of CD8+ and/or CD56+ ATLL, all of which exhibited monoclonal integration of human T-cell leukaemia virus type 1 (HTLV-1) proviral DNA. Four cases exhibited a CD8+/CD56- phenotype, four others had a CD8-/CD56+ phenotype, and one was CD8+/CD56+. All but one case also expressed the surface antigens CD3, TCR alpha beta, and CD4. Expression of granzyme B and TIA-1 were demonstrated in three and two cases, respectively, but none expressed perforin or FasL. In the control study, 10 cases with typical CD3+/4+/8-/56- ATLL demonstrated no expression of those cytotoxic-associated proteins. Our findings suggest that CD8 and/or CD56 positivity probably confer(s) no cytotoxic function on ATLL cells, and it is possible that CD8 and CD56 may be simply aberrant surface markers in ATLL.",,,,,,,,,,,,,,,,
10599252,NLM,MEDLINE,20000104,20071115,0012-0472 (Print) 0012-0472 (Linking),124,46,1999 Nov 19,[High-dose chemotherapy with stem cell transplantation].,1397,"['Ostermann, H', 'Hiddemann, W']","['Ostermann H', 'Hiddemann W']","['Klinikum Grosshadern, Munchen.']",['ger'],['Journal Article'],Germany,Dtsch Med Wochenschr,Deutsche medizinische Wochenschrift (1946),0006723,['0 (Antineoplastic Agents)'],IM,"['Antineoplastic Agents/*administration & dosage', 'Breast Neoplasms/drug therapy/*therapy', 'Clinical Trials as Topic', 'Female', '*Hematopoietic Stem Cell Transplantation', 'Humans', 'Leukemia/drug therapy/*therapy', 'Lymphoma/drug therapy/*therapy', 'Male', 'Middle Aged', 'Plasmacytoma/drug therapy/therapy', 'Recurrence']",1999/12/22 00:00,1999/12/22 00:01,['1999/12/22 00:00'],"['1999/12/22 00:00 [pubmed]', '1999/12/22 00:01 [medline]', '1999/12/22 00:00 [entrez]']",['10.1055/s-2007-1024547 [doi]'],ppublish,Dtsch Med Wochenschr. 1999 Nov 19;124(46):1397. doi: 10.1055/s-2007-1024547.,,Hochdosis-Chemotherapie mit Stammzelltransplantation.,,,,,,,,,,,,,,,
10599092,NLM,MEDLINE,20000216,20041117,0888-0018 (Print) 0888-0018 (Linking),16,6,1999 Nov-Dec,The etiology of peripheral lymphadenopathy in children.,525-31,"['Karadeniz, C', 'Oguz, A', 'Ezer, U', 'Ozturk, G', 'Dursun, A']","['Karadeniz C', 'Oguz A', 'Ezer U', 'Ozturk G', 'Dursun A']","['Department of Pediatric Oncology, Gazi University, Faculty of Medicine, Besevler, Ankara, Turkey.']",['eng'],['Journal Article'],England,Pediatr Hematol Oncol,Pediatric hematology and oncology,8700164,,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Cohort Studies', 'Female', 'Humans', 'Infant', 'Lymph Nodes/pathology', 'Lymphatic Diseases/epidemiology/*etiology', 'Lymphoma/complications/diagnosis', 'Male', 'Prospective Studies', 'Time Factors', 'Tuberculosis, Lymph Node/complications/diagnosis', 'Turkey/epidemiology']",1999/12/22 09:00,2000/02/19 09:00,['1999/12/22 09:00'],"['1999/12/22 09:00 [pubmed]', '2000/02/19 09:00 [medline]', '1999/12/22 09:00 [entrez]']","['10.1080/088800199276813 [doi]', '3X33GR97MVDUD5V0 [pii]']",ppublish,Pediatr Hematol Oncol. 1999 Nov-Dec;16(6):525-31. doi: 10.1080/088800199276813.,"This prospective study evaluated 382 pediatric patients with peripheral lymphadenopathy (LA) presenting at the Pediatric Oncology and Hematology Departments of Social Security Children's Hospital and Gazi University Medical Faculty Hospital. The ages of the patients ranged between 2 months and 16 years (median 7 years); 72% of the patients were male. Of the 382 patients, 138 had localized LA (a single anatomic area involved), 171 had limited LA (two or three areas involved), and 73 had generalized LA (four or more anatomic areas involved). The specific etiology (either benign or malign) was defined in 79% of patients with generalized LA. However, in patients with localized LA and limited LA, specific etiology could be identified only in 43 and 53% of patients, respectively. Based on this study, BCG-LA and pyogenic infections are more frequently manifested by localized LA; LA of unknown origin, Hodgkin's disease, tuberculosis, nasopharyngeal carcinoma, and toxoplasmosis are frequently manifested by localized or limited LA; and cytomegalovirus infection (CMV), infectious mononucleous, rubella, acute leukemia, non-Hodgkin's lymphoma are frequently manifested by limited or generalized LA. Out of 382 patients, 196 patients had a maximum lymph node diameter of less than 2 cm. A benign etiology was shown in 159/196 of these patients. In 37/196 of these patients LA was due to a malignancy, and these cases almost invariably had some apparent additional diagnostic clinical and laboratory findings. Based on this observation a maximum lymph node size of 2 cm was considered an appropriate limit to distinguish malignant disease from benign causes except when there is other evidence of an underlying malignant disease. However, lymphadenopathies located at supraclavicular region (27 patients) either localized or as part of generalized LA had a specific benign or malignant disease in etiology (malignancy in 20, tuberculosis in 3, CMV in 2, sarcoidosis in 1, and lipoma in 1) even though they were less than 2 cm in diameter.",,,,,,,,,,,,,,,,
10598875,NLM,MEDLINE,19991228,20190915,0903-4641 (Print) 0903-4641 (Linking),107,11,1999 Nov,Functional differentiation of acute myeloid leukaemia blast cells.,1023-33,"['Bassoe, C F', 'Halstensen, A', 'Bruserud, O']","['Bassoe CF', 'Halstensen A', 'Bruserud O']","['Medical Department, Haukeland University Hospital, Bergen, Norway.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Denmark,APMIS,"APMIS : acta pathologica, microbiologica, et immunologica Scandinavica",8803400,"['0 (Integrin alphaXbeta2)', '0 (Interleukin-1)', '0 (Macrophage-1 Antigen)', '0 (Receptors, Complement 3b)', '0 (Receptors, IgG)', '0 (Tumor Necrosis Factor-alpha)']",IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Cell Differentiation', 'Cell Size', 'Female', 'Humans', 'In Vitro Techniques', 'Integrin alphaXbeta2/metabolism', 'Interleukin-1/metabolism', 'Leukemia, Myeloid, Acute/*immunology/*pathology', 'Macrophage-1 Antigen/metabolism', 'Male', 'Middle Aged', 'Neisseria meningitidis/immunology', 'Phagocytosis', 'Receptors, Complement 3b/metabolism', 'Receptors, IgG/metabolism', 'Tumor Necrosis Factor-alpha/metabolism']",1999/12/22 00:00,1999/12/22 00:01,['1999/12/22 00:00'],"['1999/12/22 00:00 [pubmed]', '1999/12/22 00:01 [medline]', '1999/12/22 00:00 [entrez]']",['10.1111/j.1699-0463.1999.tb01506.x [doi]'],ppublish,APMIS. 1999 Nov;107(11):1023-33. doi: 10.1111/j.1699-0463.1999.tb01506.x.,"Little is known of the functional status of blast cells from patients with acute myeloid leukaemia (AML). We have studied phagocytosis and membrane receptors by flow cytometry (FCM), and secretory activities in blast cells from 24 AML patients prior to treatment. Blast cells from 11/16 patients attached N. meningitidis, and internalization occurred in 7/14. The phagocytosis of zymosan particles and N. meningitidis correlated linearly (r = 0.9, p<0.01, n = 11). Surface membrane expression of CD32 and CD11b was sufficient to account for opsonin-dependent attachment in all except one patient. A significant fraction of the blast cells attached, but did not internalize meningococci. CD32 and CD11b were non-functional in all the blasts from five patients, and in a subpopulation from seven additional patients. Significantly more large than small blasts expressed CD32, CD35 and CD11b (p<0.001). Phagocytosis was unrelated to the secretion of IL-1alpha, IL-1beta, and TNFalpha. In conclusion, AML blast cell function is related to receptor expression, cell size and granularity, and to FAB-type.",,,,,,,,,,,,,,,,
10598668,NLM,MEDLINE,20000107,20111006,1077-4114 (Print) 1077-4114 (Linking),21,6,1999 Nov-Dec,Parotid carcinoma as a second malignancy after treatment of childhood acute lymphoblastic leukemia.,535-8,"['Prasannan, L', 'Pu, A', 'Hoff, P', 'Weatherly, R', 'Castle, V']","['Prasannan L', 'Pu A', 'Hoff P', 'Weatherly R', 'Castle V']","['Department of Pediatrics, University of Michigan Medical School, Ann Arbor 48109, USA.']",['eng'],"['Case Reports', 'Journal Article']",United States,J Pediatr Hematol Oncol,Journal of pediatric hematology/oncology,9505928,,IM,"['Antineoplastic Combined Chemotherapy Protocols/adverse effects/*therapeutic use', 'Brain Neoplasms/prevention & control', 'Carcinoma, Mucoepidermoid/*etiology/pathology/surgery', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Male', 'Neoplasms, Second Primary/*etiology', 'Parotid Neoplasms/*etiology/pathology/surgery', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/*radiotherapy', 'Time Factors']",1999/12/22 00:00,1999/12/22 00:01,['1999/12/22 00:00'],"['1999/12/22 00:00 [pubmed]', '1999/12/22 00:01 [medline]', '1999/12/22 00:00 [entrez]']",,ppublish,J Pediatr Hematol Oncol. 1999 Nov-Dec;21(6):535-8.,"The occurrence of second malignant neoplasms (SMN) in children who survive their primary malignancy is a major cause for concern. Two children with diagnoses of intermediate-risk acute lymphoblastic leukemia (ALL) at 22 months and 2 years of age were treated with multiagent chemotherapy and prophylactic cranial irradiation. They experienced painless parotid swelling 6 and 7 years after successful treatment of the ALL. The patients underwent total parotidectomy, and a diagnosis of mucoepidermoid carcinoma was made. Both patients experienced transient facial nerve paresis. The incidence of SMN in children successfully treated for primary malignancies is 3% to 12%. Salivary gland tumors are being increasingly described in this setting. Long-term follow-up for survivors of childhood ALL is recommended with prompt assessment and resection of parotid swellings, particularly in children who have received cranial irradiation.",,,,,,,,,,,,,,,,
