PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,AID,TT,RF,IP,PMC,AB
14047258,NLM,MEDLINE,19961201,20191210,0021-9681 (Print) 0021-9681 (Linking),16,1963 Jul,"INFECTIONS, FEVER AND HOST RESISTANCE IN NEOPLASTIC DISEASES.",677-701,"['SILVER, R T']",['SILVER RT'],['eng'],"['Journal Article', 'Review']",England,J Chronic Dis,Journal of chronic diseases,2985123R,,OM,"['*Candidiasis', '*Carcinoma', '*Cryptococcosis', '*Fever', '*Herpes Zoster', '*Hodgkin Disease', 'Humans', '*Infections', '*Leukemia', '*Lymphoma', '*Multiple Myeloma', 'Neoplasms/*immunology', '*Phagocytosis', '*Virus Diseases']",['NLM'],"['*CARCINOMA', '*CRYPTOCOCCOSIS', '*FEVER', '*HERPES ZOSTER', ""*HODGKIN'S DISEASE"", '*INFECTION', '*LEUKEMIA', '*LYMPHOMA', '*MONILIASIS', '*MULTIPLE MYELOMA', '*NEOPLASM IMMUNOLOGY', '*NEOPLASMS', '*PHAGOCYTOSIS', '*REVIEW', '*VIRUS DISEASES']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,J Chronic Dis. 1963 Jul;16:677-701. doi: 10.1016/0021-9681(63)90005-5.,['10.1016/0021-9681(63)90005-5 [doi]'],,0,,,
14047255,NLM,MEDLINE,19961201,20190901,0021-9681 (Print) 0021-9681 (Linking),16,1963 Jul,NUTRITIONAL DISORDERS IN NEOPLASTIC DISEASE.,637-44,"['WATERHOUSE, C']",['WATERHOUSE C'],['eng'],"['Journal Article', 'Review']",England,J Chronic Dis,Journal of chronic diseases,2985123R,['0 (Proteins)'],OM,"['Humans', '*Leukemia', '*Leukemia, Myeloid', '*Lipid Metabolism', '*Metabolic Diseases', '*Metabolism', '*Neoplasms', '*Nutrition Disorders', 'Proteins/*metabolism']",['NLM'],"['*LEUKEMIA, MYELOCYTIC', '*LIPID METABOLISM', '*METABOLISM', '*NEOPLASMS', '*NUTRITION DISORDERS', '*PROTEIN METABOLISM DISORDERS', '*REVIEW']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,J Chronic Dis. 1963 Jul;16:637-44. doi: 10.1016/0021-9681(63)90002-x.,['10.1016/0021-9681(63)90002-x [doi]'],,0,,,
14047131,NLM,MEDLINE,19961201,20181201,0001-5806 (Print) 0001-5806 (Linking),26,1963 Feb,[LEUKEMIA AND PLASMA PROTEINS].,77-82,"['MIYOSHI, K']",['MIYOSHI K'],['jpn'],['Journal Article'],Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,['0 (Blood Proteins)'],OM,"['*Blood Protein Disorders', '*Blood Protein Electrophoresis', '*Blood Proteins', '*Geriatrics', 'Humans', '*Leukemia', '*Multiple Myeloma', '*Waldenstrom Macroglobulinemia']",['NLM'],"['*BLOOD PROTEIN DISORDERS', '*BLOOD PROTEIN ELECTROPHORESIS', '*GERIATRICS', '*LEUKEMIA', '*MACROGLOBULINEMIA', '*MULTIPLE MYELOMA']",1963/02/01 00:00,1963/02/01 00:01,['1963/02/01 00:00'],"['1963/02/01 00:00 [pubmed]', '1963/02/01 00:01 [medline]', '1963/02/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1963 Feb;26:77-82.,,,,,,
14047130,NLM,MEDLINE,19961201,20181201,0001-5806 (Print) 0001-5806 (Linking),26,1963 Feb,[SYMPOSIUM ON THE CLASSIFICATION OF LEUKEMIA. 1. MORPHOLOGY AND FUNCTION OF OXIDASE-NEGATIVE MYELOBLASTS].,6-10,"['OHKITA, T']",['OHKITA T'],['jpn'],['Journal Article'],Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,['EC 1.- (Oxidoreductases)'],OM,"['*Bone Marrow Examination', '*Classification', '*Granulocyte Precursor Cells', '*Histocytochemistry', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Oxidoreductases', '*Physiology']",['NLM'],"['*BONE MARROW EXAMINATION', '*CLASSIFICATION', '*HISTOCYTOCHEMISTRY', '*LEUKEMIA, MYELOCYTIC', '*PHYSIOLOGY']",1963/02/01 00:00,1963/02/01 00:01,['1963/02/01 00:00'],"['1963/02/01 00:00 [pubmed]', '1963/02/01 00:01 [medline]', '1963/02/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1963 Feb;26:6-10.,,,,,,
14047062,NLM,MEDLINE,19961201,20181201,0044-2542 (Print) 0044-2542 (Linking),18,1963 Jul 1,[LEUKOCYTE ALKALINE PHOSPHATASE. II. THE BEHAVIOR OF LEUKOCYTE ALKALINE PHOSPHATASE IN VARIOUS DISEASES)].,577-85,"['WEISSEL, M']",['WEISSEL M'],['ger'],['Journal Article'],Germany,Z Gesamte Inn Med,Zeitschrift fur die gesamte innere Medizin und ihre Grenzgebiete,21730470R,"['EC 3.1.3.1 (Alkaline Phosphatase)', 'Reticuloendotheliosis, X-linked']",OM,"['Alkaline Phosphatase/*blood', '*Arthritis', '*Arthritis, Rheumatoid', '*Genetic Diseases, X-Linked', '*Hemoglobinuria', '*Hemoglobinuria, Paroxysmal', '*Hodgkin Disease', 'Humans', '*Leukemia', '*Leukemia, Hairy Cell', '*Leukocytes', '*Leukocytosis', '*Lymphadenitis', '*Lymphatic Diseases', '*Neoplasms', '*Osteomyelitis', '*Plasmacytoma', '*Radiation Injuries', '*Severe Combined Immunodeficiency']",['NLM'],"['*ARTHRITIS, RHEUMATOID', '*BLOOD ALKALINE PHOSPHATASE', '*HEMOGLOBINURIA, PAROXYSMAL', ""*HODGKIN'S DISEASE"", '*LEUKEMIA', '*LEUKOCYTES', '*LEUKOCYTOSIS', '*LYMPHADENITIS', '*NEOPLASMS', '*OSTEOMYELITIS', '*PLASMACYTOMA', '*RADIATION INJURY', '*RETICULOENDOTHELIOSIS']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,Z Gesamte Inn Med. 1963 Jul 1;18:577-85.,,DIE ALKALISCHE LEUKOZYTENPHOSPHATASE. II. DAS VERHALTEN DER ALKALISCHEN LEUKOZYTENPHOSPHATASE BEI VERSCHIEDENEN KRANKHEITEN.,,,,
14046800,NLM,MEDLINE,19961201,20181201,0369-3228 (Print) 0369-3228 (Linking),38,1963 Jun,[LEUKEMIC INFILTRATION].,470-2,"['NAKAMURA, H']",['NAKAMURA H'],['jpn'],['Journal Article'],Japan,Nagasaki Igakkai Zasshi,Nagasaki Igakkai zasshi = Nagasaki medical journal,0413711,,OM,"['Animals', '*Ascites', '*Leukemia', '*Leukemia, Experimental', '*Leukemic Infiltration', 'Mice', '*Research']",['NLM'],"['*ASCITES', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*MICE']",1963/06/01 00:00,1963/06/01 00:01,['1963/06/01 00:00'],"['1963/06/01 00:00 [pubmed]', '1963/06/01 00:01 [medline]', '1963/06/01 00:00 [entrez]']",ppublish,Nagasaki Igakkai Zasshi. 1963 Jun;38:470-2.,,,,,,
14046631,NLM,MEDLINE,19961201,20181201,0027-8874 (Print) 0027-8874 (Linking),31,1963 Aug,CYTOTOXIC ASSAYS AND OTHER IMMUNOLOGIC STUDIES OF LEUKEMIAS INDUCED BY FRIEND VIRUS.,411-23,"['WAHREN, B']",['WAHREN B'],['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,OM,"['Animals', '*Friend murine leukemia virus', '*Leukemia', '*Leukemia, Experimental', 'Mice', 'Neoplasms/*immunology', '*Oncogenic Viruses', '*Research']",['NLM'],"['*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*MICE', '*NEOPLASM IMMUNOLOGY', '*ONCOGENIC VIRUSES']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1963 Aug;31:411-23.,,,,,,
14046609,NLM,MEDLINE,19961201,20191107,0095-9065 (Print) 0095-9065 (Linking),5,1962 Jan,POTENTIAL ANTICANCER AGENTS. LXII. THE RELATIONSHIP OF CHEMICAL STRUCTURE TO ANTILEUKEMIC ACTIVITY WITH ANALOGS OF 1-METHYL-3-NITRO-1-NITROSOGUANIDINE (NSC-9369). II.,1-14,"['HYDE, K A', 'ACTON, E', 'SKINNER, W A', 'GOODMAN, L', 'GREENBERG, J', 'BAKER, B R']","['HYDE KA', 'ACTON E', 'SKINNER WA', 'GOODMAN L', 'GREENBERG J', 'BAKER BR']",['eng'],['Journal Article'],United States,J Med Pharm Chem,Journal of medicinal and pharmaceutical chemistry,17920130R,"['0 (Antineoplastic Agents)', '0 (Guanidines)', '0 (Nitroso Compounds)', '0 (Nitrosoguanidines)', 'JU58VJ6Y3B (Guanidine)']",OM,"['*Adenocarcinoma', 'Animals', '*Antineoplastic Agents', '*Chemical Phenomena', '*Chemistry', '*Guanidine', '*Guanidines', '*Leukemia L1210', 'Mice', '*Nitroso Compounds', '*Nitrosoguanidines', '*Pharmacology', '*Research']",['NLM'],"['*ADENOCARCINOMA', '*ANTINEOPLASTIC AGENTS', '*CHEMISTRY', '*EXPERIMENTAL LAB STUDY', '*GUANIDINES', '*LEUKEMIA L1210', '*MICE', '*NITROSO COMPOUNDS', '*PHARMACOLOGY']",1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,J Med Pharm Chem. 1962 Jan;5:1-14. doi: 10.1021/jm01236a001.,['10.1021/jm01236a001 [doi]'],,,,,
14046245,NLM,MEDLINE,19961201,20190707,0014-4827 (Print) 0014-4827 (Linking),24,1963,ANTIMETABOLITES IN THE CHEMOTHERAPY OF LEUKEMIA.,SUPPL9:441-61,"['HUENNEKENS, F M', 'BERTINO, J R', 'SILBER, R', 'GABRIO, B W']","['HUENNEKENS FM', 'BERTINO JR', 'SILBER R', 'GABRIO BW']",['eng'],"['Journal Article', 'Review']",United States,Exp Cell Res,Experimental cell research,0373226,"['0 (Antimetabolites)', '0 (Antineoplastic Agents)', '0 (Folic Acid Antagonists)', '0 (Pyrimidines)']",OM,"['*Antimetabolites', '*Antineoplastic Agents', '*Folic Acid Antagonists', 'Humans', '*Leukemia', '*Pyrimidines']",['NLM'],"['*ANTINEOPLASTIC AGENTS', '*FOLIC ACID ANTAGONISTS', '*LEUKEMIA', '*PYRIMIDINES', '*REVIEW']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Exp Cell Res. 1963;24:SUPPL9:441-61. doi: 10.1016/0014-4827(63)90285-4.,['10.1016/0014-4827(63)90285-4 [doi]'],,0,,,
14046144,NLM,MEDLINE,19961201,20190516,0007-0920 (Print) 0007-0920 (Linking),17,1963 Jun,STUDIES ON THE HETEROGENEITY AND METABOLIC ACTIVITY OF HISTONES FROM RABBIT BONE MARROW CELLS.,377-80,"['HIDVEGI, E J', 'ARKY, I', 'ANTONI, F', 'VARTERESZ, V']","['HIDVEGI EJ', 'ARKY I', 'ANTONI F', 'VARTERESZ V']",['eng'],['Journal Article'],England,Br J Cancer,British journal of cancer,0370635,"['0 (Carbon Isotopes)', '0 (Histones)', '0 (Proteins)', 'K3Z4F929H6 (Lysine)']",OM,"['Animals', '*Bone Marrow', '*Bone Marrow Cells', '*Carbon Isotopes', '*Chromatography', '*Histones', '*Leukemia', '*Lysine', 'Proteins/*metabolism', 'Rabbits', '*Research']",['NLM'],"['*BONE MARROW', '*CARBON ISOTOPES', '*CHROMATOGRAPHY', '*EXPERIMENTAL LAB STUDY', '*HISTONES', '*LEUKEMIA', '*LYSINE', '*PROTEIN METABOLISM', '*RABBITS']",1963/06/01 00:00,1963/06/01 00:01,['1963/06/01 00:00'],"['1963/06/01 00:00 [pubmed]', '1963/06/01 00:01 [medline]', '1963/06/01 00:00 [entrez]']",ppublish,Br J Cancer. 1963 Jun;17:377-80. doi: 10.1038/bjc.1963.52.,['10.1038/bjc.1963.52 [doi]'],,,,PMC2070972,
14046071,NLM,MEDLINE,19961201,20181201,0365-4966 (Print) 0365-4966 (Linking),201,1963,ON THE GLYCOLYSIS OF THE LEUKOBLASTS OF CHILDREN SUFFERING FROM ACUTE LEUKEMIA.,108-12,"['SCHULER, D', 'KISS, S']","['SCHULER D', 'KISS S']",['eng'],['Journal Article'],Switzerland,Ann Paediatr,Annales paediatrici. International review of pediatrics,2984695R,,OM,"['*Acute Disease', '*Carbohydrate Metabolism', 'Child', '*Glycolysis', '*Leukemia', '*Leukocytes']",['NLM'],"['*CARBOHYDRATE METABOLISM', '*CHILD', '*LEUKEMIA', '*LEUKOCYTES']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Ann Paediatr. 1963;201:108-12.,,,,,,
14046016,NLM,MEDLINE,19961201,20190717,0002-9629 (Print) 0002-9629 (Linking),246,1963 Jul,CHARACTERIZATION OF THE GROWTH INHIBITION FACTOR FOR CRYPTOCOCCUS NEOFORMANS (GIFC) IN HUMAN SERUM.,53-7,"['BAUM, G L', 'ARTIS, D']","['BAUM GL', 'ARTIS D']",['eng'],['Journal Article'],United States,Am J Med Sci,The American journal of the medical sciences,0370506,,OM,"['*Blood', '*Cryptococcosis', '*Cryptococcus', '*Cryptococcus neoformans', '*Hodgkin Disease', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Lymphocytes', '*Multiple Myeloma', '*Waldenstrom Macroglobulinemia']",['NLM'],"['*BLOOD', '*CRYPTOCOCCUS', ""*HODGKIN'S DISEASE"", '*LEUKEMIA, LYMPHOCYTIC', '*MACROGLOBULINEMIA', '*MULTIPLE MYELOMA']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,Am J Med Sci. 1963 Jul;246:53-7. doi: 10.1097/00000441-196307000-00007.,['10.1097/00000441-196307000-00007 [doi]'],,,,,
14045441,NLM,MEDLINE,19961201,20181201,0323-4347 (Print) 0323-4347 (Linking),80,1963,[ON DIFFICULTIES IN THE DIFFERENTIAL DIAGNOSIS OF ACUTE ERYTHROMYELOSIS IN THE COURSE OF CARCINOSES].,325-36,"['HANICKI, Z', 'CHLAP, Z']","['HANICKI Z', 'CHLAP Z']",['ger'],['Journal Article'],Germany,Folia Haematol Int Mag Klin Morphol Blutforsch,"Folia haematologica (Leipzig, Germany : 1928)",0374615,,OM,"['*Carcinoma', '*Diagnosis, Differential', '*Hemolysis', '*Hemorrhagic Disorders', 'Humans', '*Leukemia, Erythroblastic, Acute', '*Neoplasms', '*Thrombocytopenia']",['NLM'],"['*ERYTHREMIC MYELOSIS', '*HEMOLYSIS', '*HEMORRHAGIC DIATHESIS', '*NEOPLASMS', '*THROMBOPENIA']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Folia Haematol Int Mag Klin Morphol Blutforsch. 1963;80:325-36.,,UBER DIE SCHWIERIGKEITEN IN DER DIFFERENTIALDIAGNOSE DER AKUTEN ERYTHROMYELOSE IM VERLAUF VON KARZINOSEN.,,,,
14045440,NLM,MEDLINE,19961201,20181201,0323-4347 (Print) 0323-4347 (Linking),80,1963,[ON SOME HEMATOLOGICAL CHANGES IN HEPATOLIENAL TUBERCULOSIS].,316-24,"['JORDANOWA, E']",['JORDANOWA E'],['ger'],['Journal Article'],Germany,Folia Haematol Int Mag Klin Morphol Blutforsch,"Folia haematologica (Leipzig, Germany : 1928)",0374615,"['Reticuloendotheliosis, X-linked']",OM,"['*Blood Cell Count', '*Genetic Diseases, X-Linked', 'Humans', '*Leukemia', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Severe Combined Immunodeficiency', '*Thrombocytopenia', '*Tuberculosis', '*Tuberculosis, Hepatic', '*Tuberculosis, Splenic']",['NLM'],"['*BLOOD CELL COUNT', '*LEUKEMIA', '*RETICULOENDOTHELIOSIS', '*THROMBOPENIA', '*TUBERCULOSIS, HEPATIC', '*TUBERCULOSIS, SPLENIC']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Folia Haematol Int Mag Klin Morphol Blutforsch. 1963;80:316-24.,,UBER EINIGE HAEMATOLOGISCHE VERAENDERUNGEN BEI DER HEPATOLIENALEN TUBERKULOSE,,,,
14045411,NLM,MEDLINE,19961201,20181201,0430-2494 (Print),22,1963 Jul-Aug,BLASTOMOGENIC ACTION OF SMALL AMOUNTS OF RADIOACTIVE ISOTOPES.,687-9,"['KRAEVSKII, N A', 'STRELTSOVA, V N', 'MOSKALEV, Y I']","['KRAEVSKII NA', 'STRELTSOVA VN', 'MOSKALEV YI']",['eng'],['Journal Article'],United States,Fed Proc Transl Suppl,Federation proceedings. Translation supplement; selected translations from medical-related science,16920890R,"['0 (Cesium Isotopes)', '0 (Radioisotopes)', '0 (Strontium Isotopes)']",OM,"['*Cesium Isotopes', '*Leukemia', '*Leukemia, Experimental', '*Leukemia, Radiation-Induced', '*Neoplasms', '*Neoplasms, Experimental', '*Neoplasms, Radiation-Induced', '*Osteosarcoma', '*Pituitary Neoplasms', '*Radioisotopes', 'Rats', '*Research', '*Sarcoma', '*Strontium Isotopes', '*Toxicology']",['NLM'],"['*CESIUM ISOTOPES', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*LEUKEMIA, RADIATION-INDUCED', '*NEOPLASMS, EXPERIMENTAL', '*NEOPLASMS, RADIATION-INDUCED', '*PITUITARY NEOPLASMS', '*RATS', '*SARCOMA, OSTEOGENIC', '*STRONTIUM ISOTOPES', '*TOXICOLOGIC REPORT']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,Fed Proc Transl Suppl. 1963 Jul-Aug;22:687-9.,,,,,,
14045303,NLM,MEDLINE,19961201,20181201,0006-4971 (Print) 0006-4971 (Linking),22,1963 Aug,THE EFFECT OF ANTIMETABOLITES ON THE RESPIRATION OF LEUKEMIC MOUSE CELLS.,199-208,"['WOODLIFF, H J']",['WOODLIFF HJ'],['eng'],['Journal Article'],United States,Blood,Blood,7603509,"['0 (Antimetabolites)', 'E7WED276I5 (Mercaptopurine)', 'YL5FZ2Y5U1 (Methotrexate)']",OM,"['Animals', '*Antimetabolites', '*Cell Respiration', '*Leukemia', '*Leukemia, Experimental', '*Mercaptopurine', '*Metabolism', '*Methotrexate', 'Mice', '*Research']",['NLM'],"['*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*MERCAPTOPURINE', '*METABOLISM', '*METHOTREXATE', '*MICE']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Blood. 1963 Aug;22:199-208.,,,,,,
14045302,NLM,MEDLINE,19961201,20181201,0006-4971 (Print) 0006-4971 (Linking),22,1963 Aug,ABNORMAL KARYOTYPE FINDINGS IN BONE MARROW AND LYMPH NODE ASPIRATES OF A PATIENT WITH MALIGNANT LYMPHOMA.,178-90,"['TJIO, J H', 'MARSH, J C', 'WHANG, J', 'FREI, F 3rd']","['TJIO JH', 'MARSH JC', 'WHANG J', 'FREI F 3rd']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,,OM,"['*Abnormal Karyotype', '*Biopsy', '*Bone Marrow', '*Chromosome Aberrations', '*Diagnosis, Differential', '*Hodgkin Disease', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Lymph Nodes', '*Lymphocytes', '*Lymphoma', '*Lymphoma, Non-Hodgkin', '*Pathology']",['NLM'],"['*BIOPSY', '*BONE MARROW', '*CHROMOSOME ABNORMALITIES', '*DIAGNOSIS, DIFFERENTIAL', ""*HODGKIN'S DISEASE"", '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*LYMPH NODES', '*LYMPHOSARCOMA', '*PATHOLOGY']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Blood. 1963 Aug;22:178-90.,,,,,,
14045299,NLM,MEDLINE,19961201,20181201,0006-4971 (Print) 0006-4971 (Linking),22,1963 Aug,GLOBULIN COATING OF NEOPLASTIC LYMPHOCYTES IN CHRONIC LYMPHOCYTIC LEUKEMIA.,139-51,"['BRODY, J I', 'BEIZER, L H']","['BRODY JI', 'BEIZER LH']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,['0 (gamma-Globulins)'],OM,"['*Anemia', '*Anemia, Hemolytic', '*Autoimmune Diseases', '*Coombs Test', 'Humans', '*Leukemia, Lymphocytic, Chronic, B-Cell', '*Leukemia, Lymphoid', '*Lymphocytes', '*gamma-Globulins']",['NLM'],"['*ANEMIA, HEMOLYTIC', '*AUTOIMMUNE DISEASES', ""*COOMBS' TEST"", '*GAMMA GLOBULIN', '*LEUKEMIA, LYMPHOCYTIC', '*LYMPHOCYTES']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Blood. 1963 Aug;22:139-51.,,,,,,
14045298,NLM,MEDLINE,19961201,20181201,0006-4971 (Print) 0006-4971 (Linking),22,1963 Aug,GRANULOCYTE KINETIC STUDIES IN PATIENTS WITH PROLIFERATIVE DISORDERS OF THE BONE MARROW.,125-38,"['MAUER, A M', 'JARROLD, T']","['MAUER AM', 'JARROLD T']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,,OM,"['*Blood Coagulation Disorders', '*Bone Marrow', '*Granulocytes', 'Humans', 'Kinetics', '*Leukemia', '*Leukemia, Myeloid', '*Leukocytes', '*Leukocytosis', '*Polycythemia Vera']",['NLM'],"['*BLOOD COAGULATION DISORDERS', '*LEUKEMIA, MYELOCYTIC', '*LEUKOCYTES', '*LEUKOCYTOSIS', '*POLYCYTHEMIA VERA']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Blood. 1963 Aug;22:125-38.,,,,,,
14045025,NLM,MEDLINE,19961201,20181201,,50,1963 Feb,"[LEUKEMOGENESIS BY CHEMICAL CARCINOGENS, WITH SPECIAL REFERENCE TO THE RELATION OF VIRUSES].",74-84,"['IRINO, S']",['IRINO S'],['jpn'],['Journal Article'],Japan,Nisshin Igaku Jpn J Med Prog,[Nisshin igaku] The Japanese journal of medical progress,19130520R,"['0 (Carcinogens)', '56-49-5 (Methylcholanthrene)']",OM,"['Animals', '*Carcinogens', '*Electrons', '*Leukemia', '*Methylcholanthrene', 'Mice', '*Microscopy', '*Microscopy, Electron', '*Oncogenic Viruses', '*Research']",['NLM'],"['*EXPERIMENTAL LAB STUDY', '*LEUKEMIA', '*METHYLCHOLANTHRENE', '*MICE', '*MICROSCOPY, ELECTRON', '*ONCOGENIC VIRUSES']",1963/02/01 00:00,1963/02/01 00:01,['1963/02/01 00:00'],"['1963/02/01 00:00 [pubmed]', '1963/02/01 00:01 [medline]', '1963/02/01 00:00 [entrez]']",ppublish,Nisshin Igaku Jpn J Med Prog. 1963 Feb;50:74-84.,,,,,,
14044564,NLM,MEDLINE,19961201,20181201,0039-3975 (Print) 0039-3975 (Linking),14,1963,"[EXPERIMENTAL RESEARCH ON MURINE LEUKEMIA. V. ISOLATION OF A CYTOPATHOGENIC AGENT FROM LINE C-57 MOUSE LEUKEMIC PRODUCTS IN HUMAN EMBRYO CULTURES ""IN VITRO""].",155-60,"['NASTAC, E', 'LUNGU, M', 'DONA, G', 'RUTTER, G']","['NASTAC E', 'LUNGU M', 'DONA G', 'RUTTER G']",['rum'],['Journal Article'],Romania,Stud Cercet Inframicrobiol,Studii si cercetari de inframicrobiologie,0341024,,OM,"['Animals', 'In Vitro Techniques', '*Leukemia', '*Leukemia Virus, Murine', '*Leukemia, Experimental', 'Mice', '*Oncogenic Viruses', '*Research']",['NLM'],"['*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*MICE', '*MOUSE LEUKEMIA VIRUSES', '*ONCOGENIC VIRUSES']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Stud Cercet Inframicrobiol. 1963;14:155-60.,,"CERCET ARI EXPERIMENTALE IN LEUCEMIA MURIN A. V. IZOLAREA UNUI AGENT CITOPATOGEN DIN PRODUSE LEUCEMICE MURINE DIN LINIA C-57 PE CULTURI DE EMBRION UMAN ""IN VITRO"".",,,,
14044510,NLM,MEDLINE,19961201,20181201,0033-8184 (Print) 0033-8184 (Linking),4,1963,[THE THERAPY OF MALIGNANT PROLIFERATIONS OF THE RES AND ITS PROSPECTS].,307-12,"['BAST, G']",['BAST G'],['ger'],['Journal Article'],Germany,Radiobiol Radiother (Berl),"Radiobiologia, radiotherapia",0401247,"['0 (Antineoplastic Agents)', 'Reticuloendotheliosis, X-linked']",OM,"['*Antineoplastic Agents', '*Genetic Diseases, X-Linked', '*Hodgkin Disease', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Lymphatic Metastasis', 'Neoplasms/*radiotherapy', '*Severe Combined Immunodeficiency']",['NLM'],"['*ANTINEOPLASTIC AGENTS', ""*HODGKIN'S DISEASE"", '*LYMPHATIC METASTASIS', '*NEOPLASM RADIOTHERAPY', '*RETICULOENDOTHELIOSIS']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Radiobiol Radiother (Berl). 1963;4:307-12.,,DIE THERAPIE MALIGNER PROLIFERATIONEN DES RES UND IHRE AUSSICHTEN.,,,,
