PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,AB,AD,GR,RN,AID,CIN,EIN,TT,PMC,SI,OID,OAB,OABL,OTO,OT,GN
3288277,NLM,MEDLINE,19880719,20190501,0007-1161 (Print) 0007-1161 (Linking),72,4,1988 Apr,Bilateral ocular disease as the initial presentation of malignant lymphoma.,248-52,"['Weisenthal, R', 'Frayer, W C', 'Nichols, C W', 'Eagle, R C']","['Weisenthal R', 'Frayer WC', 'Nichols CW', 'Eagle RC']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Ophthalmol,The British journal of ophthalmology,0421041,IM,"['Choroid Neoplasms/pathology', 'Eye Neoplasms/diagnostic imaging/*pathology/therapy', 'Female', 'Fluorescein Angiography', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/diagnostic imaging/*pathology/therapy', 'Male', 'Middle Aged', 'Tomography, X-Ray Computed']",,1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",ppublish,Br J Ophthalmol. 1988 Apr;72(4):248-52. doi: 10.1136/bjo.72.4.248.,"Malignant lymphocytic lymphoma rarely involves the eye. In two patients we found ocular signs and symptoms as the initial presentation of systemic disease. In the first patient periorbital swelling and ptosis of one year's duration ultimately proved to be the result of malignant lymphoma. After resolution of swelling and ptosis with chemotherapy, the patient returned with diffuse iris involvement and uveitis with a hypopyon. In the second patient an acute change of refractive error proved to be the result of a lymphomatous deposit in the choroid. In both instances common symptoms were the initial manifestations of a diffuse malignant disease.","['Department of Ophthalmology, University of Pennsylvania, Philadelphia.']",,,['10.1136/bjo.72.4.248 [doi]'],,,,PMC1041426,,,,,,,
3288272,NLM,MEDLINE,19880722,20190704,0007-1048 (Print) 0007-1048 (Linking),68,4,1988 Apr,TdT positive B-cell acute lymphoblastic leukaemia (B-ALL) without Burkitt characteristics.,423-6,"['Michiels, J J', 'Adriaansen, H J', 'Hagemeijer, A', 'Hooijkaas, H', 'van Dongen, J J', 'Abels, J']","['Michiels JJ', 'Adriaansen HJ', 'Hagemeijer A', 'Hooijkaas H', 'van Dongen JJ', 'Abels J']",['eng'],"['Case Reports', 'Journal Article']",England,Br J Haematol,British journal of haematology,0372544,IM,"['Acute Disease', 'Adult', 'B-Lymphocytes/*immunology', 'Bone Marrow/immunology/pathology', 'Fluorescent Antibody Technique', 'Humans', 'Leukemia, Lymphoid/*immunology/pathology', 'Male', 'Phenotype']",,1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",ppublish,Br J Haematol. 1988 Apr;68(4):423-6. doi: 10.1111/j.1365-2141.1988.tb04229.x.,"The leukaemic cells in a 23-year-old man were small to medium-sized lymphoblasts with no cytoplasmic vacuoles and negative with PAS as well with peroxidase and acid phosphatase staining. Cytogenetic analysis showed -6, +12, -22, +mar (6p::22q), resulting in a trisomy 12 and monosomy of the long arm of chromosome 6. Immunological marker analysis revealed that the majority of the blasts was positive for terminal deoxynucleotidyl transferase (TdT) as well as surface membrane immunoglobulin (SmIg, mu, lambda), although B-ALL are supposed to be negative for TdT. The blasts were also positive for HLA-DR, CD9 (BA-2), CD10 (VIL-A1) and CD24 (BA-1), but negative for the B-cell markers CD20 (B1) and Y29/55. Double immunofluorescence staining confirmed that almost all TdT+ cells were also positive for Sm mu, Sm lambda, HLA-DR and CD10. We thus made a diagnosis of TdT+ B-ALL without Burkitt characteristics. Since we could not detect SmIg+/TdT+ cells in bone marrow samples from adult healthy volunteers and from 10 children with ALL in complete remission, we conclude that TdT+ B-ALL cells may not have a normal counterpart in bone marrow or represent a malignant counterpart of a very rare cell in an intermediate differentiation stage between the pre-B-cell and the early B lymphocyte.","['Department of Haematology, University Hospital Dijkzigt and Erasmus University, Rotterdam, The Netherlands.']",,,['10.1111/j.1365-2141.1988.tb04229.x [doi]'],,,,,,,,,,,
3288271,NLM,MEDLINE,19880722,20190704,0007-1048 (Print) 0007-1048 (Linking),68,4,1988 Apr,Differential phthalocyanine photosensitization of acute myeloblastic leukaemia progenitor cells: a potential purging technique for autologous bone marrow transplantation.,417-22,"['Singer, C R', 'Linch, D C', 'Bown, S G', 'Huehns, E R', 'Goldstone, A H']","['Singer CR', 'Linch DC', 'Bown SG', 'Huehns ER', 'Goldstone AH']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,IM,"['*Bone Marrow Transplantation', 'Cell Line', 'Cell Survival/drug effects/radiation effects', 'Hematopoietic Stem Cells/*drug effects', 'Humans', 'Indoles/*pharmacology', 'Leukemia, Myeloid, Acute/*pathology', 'Neoplastic Stem Cells/*drug effects', 'Organometallic Compounds/*pharmacology', '*Photochemotherapy', 'Radiation-Sensitizing Agents/*pharmacology', 'Tumor Stem Cell Assay']",,1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",ppublish,Br J Haematol. 1988 Apr;68(4):417-22. doi: 10.1111/j.1365-2141.1988.tb04228.x.,"The potential value of sulphonated aluminium phthalocyanine (AISPc) as a purging agent for bone marrow autografts in acute myeloblastic leukaemia (AML) has been studied using in vitro clonogenic assays for normal (GM-CFC) and leukaemic (AML-CFC) progenitor cells. In nine out of 13 cases, the leukaemic blasts were found to be highly sensitive to AISPc. In six of the sensitive cases clonogenic assays revealed that only 2 +/- 1% of AML progenitor cells survived AISPc treatment under conditions which permitted a GM-CFC recovery of 60 +/- 11%. AISPc photosensitization was also shown to selectively eliminate the leukaemic cell line K562 from an in vitro model of minimal residual disease. Thus photosensitization using AISPc may be an effective method of purging marrow autografts in some cases of AML. Evaluation of the sensitivity of AML clonogenic cells at diagnosis may identify those patients in whom AISPc photo-purging may be of benefit at the time of an autologous bone marrow transplant.","['Department of Haematology, University College and Middlesex School of Medicine, London.']",,"['0 (Indoles)', '0 (Organometallic Compounds)', '0 (Radiation-Sensitizing Agents)', '122170-90-5 (aluminum tetrasulfophthalocyanine)']",['10.1111/j.1365-2141.1988.tb04228.x [doi]'],,,,,,,,,,,
3288270,NLM,MEDLINE,19880722,20190704,0007-1048 (Print) 0007-1048 (Linking),68,4,1988 Apr,Cytoskeleton organization of normal and neoplastic lymphocytes and lymphoid cell lines of T and B origin.,405-9,"['Zauli, D', 'Gobbi, M', 'Crespi, C', 'Tazzari, P L', 'Miserocchi, F', 'Tassinari, A']","['Zauli D', 'Gobbi M', 'Crespi C', 'Tazzari PL', 'Miserocchi F', 'Tassinari A']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,IM,"['Actin Cytoskeleton/ultrastructure', 'Actins/analysis', 'B-Lymphocytes/analysis/ultrastructure', 'Child', 'Cytoskeleton/*ultrastructure', 'Fluorescent Antibody Technique', 'Humans', 'Intermediate Filaments/ultrastructure', 'Leukemia/blood/*pathology', 'Lymphocytes/analysis/*ultrastructure', 'T-Lymphocytes/analysis/ultrastructure', 'Vimentin/analysis']",,1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",ppublish,Br J Haematol. 1988 Apr;68(4):405-9. doi: 10.1111/j.1365-2141.1988.tb04226.x.,"An anomalous organization of the cytoskeleton has been described in lymphocytes from chronic lymphatic leukaemia and in only few cell lines. We have now studied normal and neoplastic lymphocytes and lymphoid cell lines of both T and B lineage in order to detect morphological differences in the expression of microfilaments and intermediate filaments. Microfilaments appear to be well expressed by all the B cells, whereas a rich network of intermediate filaments is present in T cells and plasma cells. Most prominent changes occur in the latter system, which is almost lacking in cells of B chronic lymphatic and hairy cell leukaemia. Although the significance of the present findings is not yet clear, one might speculate that such alterations account for some of the aberrant functions and peculiar biologic properties of neoplastic lymphocytes.","['Istituto di Clinica Medica II, University of Bologna, Italy.']",,"['0 (Actins)', '0 (Vimentin)']",['10.1111/j.1365-2141.1988.tb04226.x [doi]'],,,,,,,,,,,
3288038,NLM,MEDLINE,19880627,20190616,0077-8923 (Print) 0077-8923 (Linking),521,,1988,Can opioids regulate hemopoietic differentiation?,123-8,"['Golub, E S', ""Diaz De' Pagan, T"", 'Sun, I', 'Hall, A K', 'Crane, F L', 'Isom, G']","['Golub ES', ""Diaz De' Pagan T"", 'Sun I', 'Hall AK', 'Crane FL', 'Isom G']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,IM,"['Animals', 'Bone Marrow Transplantation', 'Cell Differentiation/drug effects', 'Colony-Forming Units Assay', 'Colony-Stimulating Factors/pharmacology', 'Endorphins/*pharmacology', 'Gene Expression Regulation/drug effects', 'Hematopoiesis/*drug effects', 'Humans', 'Leukemia, Myeloid, Acute/pathology', 'Mice', 'Mice, Inbred CBA', 'Tumor Cells, Cultured/drug effects']",,1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",ppublish,Ann N Y Acad Sci. 1988;521:123-8. doi: 10.1111/j.1749-6632.1988.tb35270.x.,,"['Department of Biological Sciences, Purdue University, West Lafayette, Indiana 47907.']","['CA-36761/CA/NCI NIH HHS/United States', 'GM-K6-21839/GM/NIGMS NIH HHS/United States']","['0 (Colony-Stimulating Factors)', '0 (Endorphins)']",['10.1111/j.1749-6632.1988.tb35270.x [doi]'],,,,,,,,,,,
3287786,NLM,MEDLINE,19880624,20061115,0002-3027 (Print) 0002-3027 (Linking),,2,1988,[Leukocyte obstruction (plugging) of the capillaries in vivo].,27-31,"['Bagge, U', 'Braide, M']","['Bagge U', 'Braide M']",['rus'],"['English Abstract', 'Journal Article', 'Review']",Russia (Federation),Vestn Akad Med Nauk SSSR,Vestnik Akademii meditsinskikh nauk SSSR,7506153,IM,"['Animals', 'Capillaries/anatomy & histology/*physiology', 'Capillary Resistance', 'Erythrocyte Deformability', 'Humans', 'Leukemia/blood/physiopathology', 'Leukocytes/cytology/*physiology', 'Shock, Hemorrhagic/blood/physiopathology']",36,1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",ppublish,Vestn Akad Med Nauk SSSR. 1988;(2):27-31.,,,,,,,,Leikotsitarnaia obstruktsiia (plugging) kapilliarov in vivo.,,,,,,,,
3287687,NLM,MEDLINE,19880714,20080324,0376-7442 (Print) 0376-7442 (Linking),56,2,1988 Apr,[The infant with leukemia].,99-104,"['Kamps, W A', 'Sjamsoedin-Visser, E J', 'van Wering, E R']","['Kamps WA', 'Sjamsoedin-Visser EJ', 'van Wering ER']",['dut'],"['English Abstract', 'Journal Article', 'Review']",Netherlands,Tijdschr Kindergeneeskd,Tijdschrift voor kindergeneeskunde,7704039,IM,"['Acute Disease', 'Diagnosis, Differential', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia/*diagnosis/therapy', 'Leukemoid Reaction/*diagnosis', 'Prognosis']",35,1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",ppublish,Tijdschr Kindergeneeskd. 1988 Apr;56(2):99-104.,"Infant leukemia is rare and especially in newborn leukemoid reactions should be excluded by careful cytogenetic analysis before starting cytotoxic therapy. Infants have either acute lymphoblastic leukemia, monoblastic leukemia or acute undifferentiated leukemia. At present they have a bad outlook due to many coinciding unfavorable initial disease characteristics: high leukocyte count, liver and spleen enlargement, meningeal involvement, no expression of common ALL antigen, and a high frequency of pseudodiploid cells, that is with a translocation 4;II. The immaturity of organs and systems makes it difficult to treat these infants, and requires optimal supportive care. Therapeutic protocols for prospective clinical trials for leukemia in this age group are urgently needed.",['Stichting Nederlandse Werkgroep Leukemie bij Kinderen (SNWLK) te Den Haag.'],,,,,,De zuigeling met leukemie.,,,,,,,,
3287686,NLM,MEDLINE,19880714,20080324,0376-7442 (Print) 0376-7442 (Linking),56,2,1988 Apr,[Contribution of bone marrow transplantation to the treatment of children with leukemia].,73-82,"['Vossen, J M', 'van Leeuwen, E F', ""van 't Veer-Korthof, E T"", 'Slaper-Cortenbach, C M', 'van den Berg, H', 'Gerritsen, E J', 'Hermans, J', 'Weening, R S']","['Vossen JM', 'van Leeuwen EF', ""van 't Veer-Korthof ET"", 'Slaper-Cortenbach CM', 'van den Berg H', 'Gerritsen EJ', 'Hermans J', 'Weening RS']",['dut'],"['English Abstract', 'Journal Article', 'Review']",Netherlands,Tijdschr Kindergeneeskd,Tijdschrift voor kindergeneeskunde,7704039,IM,"['Acute Disease', '*Bone Marrow Transplantation', 'Child', 'Graft vs Host Disease/prevention & control', 'Humans', 'Immunosuppressive Agents/therapeutic use', 'Leukemia/*therapy', 'Leukemia, Lymphoid/therapy', 'Transplantation, Autologous', 'Transplantation, Homologous']",45,1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",ppublish,Tijdschr Kindergeneeskd. 1988 Apr;56(2):73-82.,"Bone marrow transplantation (BMT) is an intensive mode of treatment for acute leukemia of childhood. Indication are types and stages of leukemia with a poor prognosis following chemotherapy, such as acute nonlymphocytic leukemia (ANLL) in first complete remission (CR) of the disease, and acute lymphocytic leukemia (ALL) following relapse of the disease, in second CR. On the basis of our own experience and of analysis of published data it can be stated that allogeneic BMT, grafting bone marrow cells from a healthy HLA-identical sibling of the patient, has a long-term therapeutical effect which is superior to that of chemotherapy alone: in cases of ANLL, grafted in first CR, a long-term disease-free survival of 55 to 67% was obtained, and in cases of ALL, grafted in second CR, this was between 38 and 64%. The potential effect of autologous BMT, i.e. with own bone marrow of the patient, sampled during CR of the disease, cannot yet be evaluated properly, because the follow-up period of this mode of treatment is too short. It is worth while to investigate the potential beneficial effect of autologous BMT, e.g. for children with ALL in second CR, who lack a HLA-identical donor. Also the potential contribution of bone marrow purging, e.g. for CALLA-positive lymphocytes, should be investigated in relation to the relapse risk after autologous BMT for common ALL.","['Vakgroep Kindergeneeskunde, Rijksuniversiteit Leiden.']",,['0 (Immunosuppressive Agents)'],,,,De bijdrage van beenmergtransplantatie aan de behandeling van kinderen met leukemie.,,,,,,,,
3287685,NLM,MEDLINE,19880714,20151119,0376-7442 (Print) 0376-7442 (Linking),56,2,1988 Apr,[Results of treatment of children with acute lymphatic leukemia (ALL) according to the ALL V protocol of the Netherlands Working Group on Leukemia in Children].,61-6,"['van der Does-van den Berg, A', 'van Wering, E R', 'Suciu, S', 'Solbu, G', 'Rammeloo, J A', 'de Koning, J', 'van Zanen, G E']","['van der Does-van den Berg A', 'van Wering ER', 'Suciu S', 'Solbu G', 'Rammeloo JA', 'de Koning J', 'van Zanen GE']",['dut'],"['Clinical Trial', 'Comparative Study', 'English Abstract', 'Journal Article', 'Randomized Controlled Trial']",Netherlands,Tijdschr Kindergeneeskd,Tijdschrift voor kindergeneeskunde,7704039,IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Asparaginase/administration & dosage', 'Child', 'Child, Preschool', 'Clinical Trials as Topic', 'Daunorubicin/administration & dosage', 'Female', 'Humans', 'Infant', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Prednisone/administration & dosage', 'Random Allocation', 'Vincristine/administration & dosage']",,1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",ppublish,Tijdschr Kindergeneeskd. 1988 Apr;56(2):61-6.,"The Dutch Childhood Leukemia Study Group performed a phase III study (Study ALL V) to evaluate the effectiveness of addition of rubidomycin to induction treatment with vincristine, prednisone and L-asparaginase in children (0-15 years) with standard risk acute lymphoblastic leukemia: WBC less than 50.10(9)/l, absence of mediastinal mass and/or cerebromeningeal leukemia. Furthermore, the influence of some initial patient- en disease-characteristics on the outcome was analysed. Between May 1979 and December 1982 240 patients entered into the study and were randomized into 2 groups: group A (n = 122) received induction treatment with vincristine, prednisone and L-asparaginase; group B (n = 118) received induction treatment with vincristine, prednisone, L-asparaginase and rubidomycin. All patients received cranial irradiation (doses adjusted to age) and intrathecal methotrexate, followed by maintenance treatment with 6-mercaptopurine and methotrexate for 5 weeks, alternated with vincristine and prednisone for 2 weeks, up to 24 months. Complete remission rate was 94% in both groups. Event-free survival at 5 years after diagnosis was higher in group B (62% +/- 4.6%) than in group A (54.2% +/- 4.6%) but the difference was not significant. A higher initial WBC, age greater than or equal to 10 years and a positive acid phosphatase reaction of the leukemic cells were unfavorable prognostic factors (p less than 0.01). Sex, FAB-morphology, immunophenotype and place of treatment (center or general hospital) were not significant factors.","['Stichting Nederlandse Werkgroep Leukemie bij Kinderen (SNWLK), Den Haag.']",,"['5J49Q6B70F (Vincristine)', 'EC 3.5.1.1 (Asparaginase)', 'VB0R961HZT (Prednisone)', 'ZS7284E0ZP (Daunorubicin)']",,,,Resultaten van behandeling van kinderen met acute lymfatische leukemie (ALL) volgens SNWLK protocol ALL V.,,,,,,,,
3287684,NLM,MEDLINE,19880714,20171116,0376-7442 (Print) 0376-7442 (Linking),56,2,1988 Apr,[Biochemical and clinico-pharmacological aspects of antimetabolites in the treatment of leukemia].,55-60,"['Bokkerink, J P', 'de Abreu, R A', 'Lippens, R J', 'Schouten, T J', 'de Vaan, G A']","['Bokkerink JP', 'de Abreu RA', 'Lippens RJ', 'Schouten TJ', 'de Vaan GA']",['dut'],"['Journal Article', 'Review']",Netherlands,Tijdschr Kindergeneeskd,Tijdschrift voor kindergeneeskunde,7704039,IM,"['Child', 'Drug Synergism', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Mercaptopurine/pharmacokinetics/pharmacology/*therapeutic use', 'Methotrexate/pharmacokinetics/pharmacology/*therapeutic use']",28,1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",ppublish,Tijdschr Kindergeneeskd. 1988 Apr;56(2):55-60.,"Methotrexate (MTX) and 6-mercaptopurine (6MP) have been used since 30 years in the maintenance treatment of acute lymphoblastic leukemia (ALL) of childhood. A synergistic effect of this combination was demonstrated in mouse and childhood leukemia. In this article an overview is given of our investigations, concerning the biochemical basis of this synergism. This synergism is caused by a selective inhibition of the purine de novo synthesis in malignant lymphoblasts by MTX, associated with an enhanced intracellular uptake of 6MP. Pharmacokinetic studies of MTX in various schemes of prophylactic central nervous system treatment in ALL are discussed. Treatment with 24-hr infusions of MTX in a dosage of 5 g/m2, as recommended in the new BFM-86/SNWLK ALL VII protocol, seems to be optimal. Pharmacokinetic studies of intravenous 6MP infusions demonstrated a good cerebral fluid penetration. Exploiting the synergistic action of the combination of MTX and 6MP may offer an improvement of the prophylactic central nervous systems treatment in ALL in the future, using intravenous administration of both MTX and 6MP.","['Kinderoncologisch Centrum Zuid-Oost Nederland. Afd. Kindergeneeskunde, Sint Radboudziekenhuis, Nijmegen.']",,"['E7WED276I5 (Mercaptopurine)', 'YL5FZ2Y5U1 (Methotrexate)']",,,,Biochemisch- en klinisch-farmacologische aspecten van antimetabolieten bij de behandeling van leukemie.,,,,,,,,
3287683,NLM,MEDLINE,19880714,20080324,0376-7442 (Print) 0376-7442 (Linking),56,2,1988 Apr,[Current aspects of the laboratory diagnosis of acute leukemia in children].,50-4,"['van Wering, E R']",['van Wering ER'],['dut'],"['English Abstract', 'Journal Article', 'Review']",Netherlands,Tijdschr Kindergeneeskd,Tijdschrift voor kindergeneeskunde,7704039,IM,"['Acute Disease', 'Blood Cells/pathology/ultrastructure', 'Bone Marrow Examination', 'Cerebrospinal Fluid/cytology', 'Child', 'Cytogenetics', 'Humans', 'Immunologic Techniques', 'Leukemia/*diagnosis', 'Microscopy, Electron', 'Molecular Biology/methods']",17,1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",ppublish,Tijdschr Kindergeneeskd. 1988 Apr;56(2):50-4.,"A review is given of recent developments in diagnosing leukemia. Acute megakaryoblastic leukemia has been in the past an unclassifiable leukemia, but with electronmicroscopy it has become classifiable. The recent description in the literature of myelodysplastic syndrome (pre-leukemia) has lead to earlier diagnosis. Immunephenotyping of early T-cel leukemia is now possible by showing a T-cel marker positivity present in the cytoplasm. Cytogenetics and molecular cytogenetics appear to become important. In the near future it will be shown whether these new methods, in combination with existing methods can help us determine existing heterogeneity at diagnosis or during the disease.",['Het Laboratorium van de Stichting Nederlandse Werkgroep Leukemie bij Kinderen (SNWLK) te Den Haag.'],,,,,,Enkele nieuwe aspecten van de laboratorium diagnostiek van acute leukemie bij kinderen.,,,,,,,,
3287669,NLM,MEDLINE,19880707,20061115,0179-7158 (Print) 0179-7158 (Linking),164,5,1988 May,[Induction of malignancies by radiotherapy: a retrospective study of 454 tumors].,247-59,"['Fietkau, R', 'Diepgen, T L', 'Stehr, L', 'Sauer, R']","['Fietkau R', 'Diepgen TL', 'Stehr L', 'Sauer R']",['ger'],"['English Abstract', 'Journal Article', 'Review']",Germany,Strahlenther Onkol,Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al],8603469,IM,"['Adolescent', 'Adult', 'Child', 'Female', 'Humans', 'Leukemia, Radiation-Induced', 'Male', '*Neoplasms, Radiation-Induced', 'Radiotherapy/*adverse effects', 'Radiotherapy Dosage', 'Reaction Time', 'Retrospective Studies', 'Sarcoma/etiology']",50,1988/05/01 00:00,1988/05/01 00:01,['1988/05/01 00:00'],"['1988/05/01 00:00 [pubmed]', '1988/05/01 00:01 [medline]', '1988/05/01 00:00 [entrez]']",ppublish,Strahlenther Onkol. 1988 May;164(5):247-59.,"On the basis of 98 case reports compiled from the literature of the years 1902 to 1984, a retrospective study was conducted on 454 tumors developed after radiotherapy within the irradiation field. 226 patients (49.8%) were treated for a benign primary disease and 222 (49.6%) for a malignant primary disease. In six cases the primary diagnosis was unknown. The histologic investigation of the tumors showed sarcomas in 52% of the cases, carcinomas in 38%, and leukemias in 8.5%. Cerebral tumors were described in two cases. The average latency was 7.1 years in leukemia, 12.1 years in sarcomas, and 19 years in carcinomas. Carcinomas were preponderantly found after a focal dose up to 30 Gy, sarcomas after higher doses up to 70 Gy. In leukemia, a dose-effect correlation was not evident. The influence of surgery, chemotherapy, the age of the patients at the moment of radiotherapy, as well as the dignity of the primary disease on latency and histology of the radiogenic tumor was also investigated.","['Strahlentherapeutische Klinik und Poliklinik, Universitat Erlangen-Nurnberg.']",,,,,,Zur Malignominduktion durch Strahlentherapie: Eine retrospektive Untersuchung von 454 Tumoren.,,,,,,,,
3287617,NLM,MEDLINE,19880714,20190618,0036-8075 (Print) 0036-8075 (Linking),240,4858,1988 Jun 10,Retroviruses.,1427-35,"['Varmus, H']",['Varmus H'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Science,"Science (New York, N.Y.)",0404511,IM,"['Animals', 'Genes, Viral', 'Humans', 'Models, Biological', '*Research Design', '*Retroviridae/genetics/pathogenicity']",93,1988/06/10 00:00,1988/06/10 00:01,['1988/06/10 00:00'],"['1988/06/10 00:00 [pubmed]', '1988/06/10 00:01 [medline]', '1988/06/10 00:00 [entrez]']",ppublish,Science. 1988 Jun 10;240(4858):1427-35. doi: 10.1126/science.3287617.,"First brought to scientific attention as infectious cancer-causing agents nearly 80 years ago, retroviruses are popular in contemporary biology for many reasons. (i) The virus life cycle includes several events--in particular, reverse transcription of the viral RNA genome into DNA, orderly integration of viral DNA into host chromosomes, and utilization of host mechanisms for gene expression in response to viral signals--which are broadly informative about eukaryotic cells and viruses. (ii) Retroviral oncogenesis usually depends on transduction or insertional activation of cellular genes, and isolation of those genes has provided the scientific community with many of the molecular components now implicated in the control of normal growth and in human cancer. (iii) Retroviruses include many important veterinary pathogens and two recently discovered human pathogens, the causative agents of the acquired immunodeficiency syndrome (AIDS) and adult T cell leukemia/lymphoma. (iv) Retroviruses are genetic vectors in nature and can be modified to serve as genetic vectors for both experimental and therapeutic purposes. (v) Insertion of retroviral DNA into host chromosomes can be used to mark cell lineages and to make developmental mutants. Progress in these and other areas of retrovirus-related biology has been enormous during the past two decades, but many practical and theoretical problems remain to be solved.","['Department of Microbiology and Immunology, School of Medicine, University of California, San Francisco 94143.']",,,['10.1126/science.3287617 [doi]'],,,,,,,,,,,
3287554,NLM,MEDLINE,19880708,20071115,0035-3655 (Print) 0035-3655 (Linking),108,2,1988 Feb,"[The child receiving a graft, the child donating the graft and their family, a year later].",121-2,"['Pasquier, N', 'Pujol, M', 'Souillet, G', 'Philippe, N']","['Pasquier N', 'Pujol M', 'Souillet G', 'Philippe N']",['fre'],"['Case Reports', 'Journal Article']",Switzerland,Rev Med Suisse Romande,Revue medicale de la Suisse romande,0421524,IM,"['Adult', '*Bone Marrow Transplantation', 'Child', '*Family', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/psychology/*surgery', 'Male', '*Parent-Child Relations', 'Tissue Donors/*psychology', 'Videotape Recording']",,1988/02/01 00:00,1988/02/01 00:01,['1988/02/01 00:00'],"['1988/02/01 00:00 [pubmed]', '1988/02/01 00:01 [medline]', '1988/02/01 00:00 [entrez]']",ppublish,Rev Med Suisse Romande. 1988 Feb;108(2):121-2.,,,,,,,,"L'enfant greffe, l'enfant donneur et leur famille, un an apres.",,,,,,,,
3287535,NLM,MEDLINE,19880630,20191029,0749-2081 (Print) 0749-2081 (Linking),4,2,1988 May,Treatment of B-cell and T-cell lymphomas with monoclonal antibodies.,102-5,"['DiJulio, J E']",['DiJulio JE'],['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Semin Oncol Nurs,Seminars in oncology nursing,8504688,,"['Antibodies, Monoclonal/*therapeutic use', 'B-Lymphocytes/immunology', 'Clinical Trials as Topic', 'Humans', 'Immunotherapy', 'Leukemia/nursing/*therapy', 'Lymphoma/nursing/*therapy', 'T-Lymphocytes/immunology']",,1988/05/01 00:00,1988/05/01 00:01,['1988/05/01 00:00'],"['1988/05/01 00:00 [pubmed]', '1988/05/01 00:01 [medline]', '1988/05/01 00:00 [entrez]']",ppublish,Semin Oncol Nurs. 1988 May;4(2):102-5. doi: 10.1016/0749-2081(88)90066-6.,,,"['CA 33399/CA/NCI NIH HHS/United States', 'CA 34233/CA/NCI NIH HHS/United States']","['0 (Antibodies, Monoclonal)']","['0749-2081(88)90066-6 [pii]', '10.1016/0749-2081(88)90066-6 [doi]']",,,,,,,,,,,
