PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,RN,RF,SI,GS,CON,PMC,CIN,LID,TT,OID,OAB,OABL,OTO,OT,GN,EIN
7658711,NLM,MEDLINE,19951005,20131121,0887-6924 (Print) 0887-6924 (Linking),9,9,1995 Sep,Modulation of purine analogs- and chlorambucil-induced cytotoxicity by alpha-interferon and interleukin-2 in chronic lymphocytic leukemia.,1450-5,"The decrease in cell viability observed in vitro from the effect of chlorambucil (CLB), fludarabine (FAMP) and 2-chlorodeoxy-adenosine (CDA) on peripheral lymphocytes from 49 untreated CLL patients was investigated by the MTT colorimetric assay. The effects of recombinant-interleukin (r-IL)-2 and alpha-interferon (alpha-IFN) on drug-induced cell death were evaluated. r-IL-2 significantly increased in vitro resistance to CLB, while purine analog cytotoxicity was slightly reduced by the cytokine. The potential in vivo significance of r-IL-2, acting as a survival signal on CLB-induced cell death, is supported by the correlation between the lowest IL-2 serum levels, the highest in vitro sensitivity to CLB and a major clinical response after CLB treatment in six out of eight CLL patients. Using 25 samples, alpha-IFN enabled CLL cells to increase resistance to CLB, CDA and FAMP in 14, eight and seven samples, respectively; conversely, alpha-IFN showed a synergism with both CLB and FAMP in six samples and with CDA in four. These results correlate with immunoenzymatic assay data showing that alpha-IFN either up- or down-regulates tumor necrosis factor and IL-1 levels in supernatants of some CLL samples. Apparently, alpha-IFN plays a dual role in regulating drug-induced cell death, while IL-2 seems to solely favor cell survival in CLL.","['Morabito, F', 'Callea, I', 'Rodino, A', 'Messina, G', 'Callea, V', 'Iacopino, P', 'Nobile, F', 'Brugiatelli, M']","['Morabito F', 'Callea I', 'Rodino A', 'Messina G', 'Callea V', 'Iacopino P', 'Nobile F', 'Brugiatelli M']","['Centro Trapianti di Midollo Osseo A Neri, Dipartimento di Ematologia, Reggio Calabria, Italy.']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,IM,"['Antineoplastic Agents/*pharmacology', 'Apoptosis/*drug effects', 'Cell Survival/*drug effects', 'Chlorambucil/*pharmacology', 'Cladribine/*pharmacology', 'Dose-Response Relationship, Drug', 'Humans', 'Interferon-alpha/*pharmacology', 'Interleukin-1/analysis', 'Interleukin-2/analysis/*pharmacology', 'Leukemia, Lymphocytic, Chronic, B-Cell/blood/*pathology/therapy', 'Tumor Necrosis Factor-alpha/analysis', 'Vidarabine/*analogs & derivatives/pharmacology']",1995/09/01 00:00,1995/09/01 00:01,['1995/09/01 00:00'],"['1995/09/01 00:00 [pubmed]', '1995/09/01 00:01 [medline]', '1995/09/01 00:00 [entrez]']",,ppublish,Leukemia. 1995 Sep;9(9):1450-5.,,"['0 (Antineoplastic Agents)', '0 (Interferon-alpha)', '0 (Interleukin-1)', '0 (Interleukin-2)', '0 (Tumor Necrosis Factor-alpha)', '18D0SL7309 (Chlorambucil)', '47M74X9YT5 (Cladribine)', 'FA2DM6879K (Vidarabine)', 'P2K93U8740 (fludarabine)']",,,,,,,,,,,,,,,
7658710,NLM,MEDLINE,19951005,20131121,0887-6924 (Print) 0887-6924 (Linking),9,9,1995 Sep,A 3-day schedule of fludarabine in previously treated chronic lymphocytic leukemia.,1444-9,"This study was undertaken to determine the efficacy and toxicity of a shorter schedule of fludarabine administration (30 mg/m2 i.v. daily for 3 days every 4 weeks) in patients with previously treated chronic lymphocytic leukemia (CLL). Eighty patients with previously treated advanced (Rai III-IV) (54%) or progressive Rai stage 0-II (46%) were treated. The results of this trial were retrospectively compared with those of previous fludarabine trials using different schedules of administration. The complete response (CR), nodular CR and partial response rates were 10, 15 and 21%. The overall response rate (46%) was slightly lower than prior regimens using a 5-day schedule of fludarabine; however, this difference was not significant. Further evaluation by dual-parameter flow cytometry and immunoglobulin gene rearrangement analysis revealed that minimal residual disease was more common in a 3-day schedule. The overall incidence of infections per treatment course (14%) was significantly lower than that observed on the 5-day or weekly regimens (P < 0.001). The incidence of minor, atypical and viral infections were similar. There was no difference in survival in the various trials. In conclusion, a 3-day schedule of fludarabine in previously treated CLL patients was associated with a lower infection rate and similar survival to a 5-day schedule. These data support the use of a 3-day schedule of fludarabine as a single agent and in combination with other active agents.","['Robertson, L E', ""O'Brien, S"", 'Kantarjian, H', 'Koller, C', 'Beran, M', 'Andreeff, M', 'Lerner, S', 'Plunkett, W', 'Keating, M J']","['Robertson LE', ""O'Brien S"", 'Kantarjian H', 'Koller C', 'Beran M', 'Andreeff M', 'Lerner S', 'Plunkett W', 'Keating MJ']","['Department of Hematology, University of Texas, MD Anderson Cancer Center, Houston, USA.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,IM,"['Adult', 'Aged', 'Antineoplastic Agents/*administration & dosage/adverse effects', 'Bacteremia/etiology', 'Drug Administration Schedule', 'Female', 'Fever of Unknown Origin', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*drug therapy/mortality', 'Male', 'Middle Aged', 'Pneumonia/etiology', 'Remission Induction', 'Survival Rate', 'Vidarabine/administration & dosage/adverse effects/*analogs & derivatives']",1995/09/01 00:00,1995/09/01 00:01,['1995/09/01 00:00'],"['1995/09/01 00:00 [pubmed]', '1995/09/01 00:01 [medline]', '1995/09/01 00:00 [entrez]']",,ppublish,Leukemia. 1995 Sep;9(9):1444-9.,['CA 32839/CA/NCI NIH HHS/United States'],"['0 (Antineoplastic Agents)', 'FA2DM6879K (Vidarabine)', 'P2K93U8740 (fludarabine)']",,,,,,,,,,,,,,,
7658709,NLM,MEDLINE,19951005,20130304,0887-6924 (Print) 0887-6924 (Linking),9,9,1995 Sep,Phase II study of interleukin-6 in patients with smoldering relapse of acute myelogenous leukemia.,1440-3,"We gave interleukin-6 (IL-6) to eight patients with AML in first relapse after a median remission of 20.5 weeks and one patient with AML refractory to initial induction therapy. All nine patients had 5-29% blasts in the marrow together with < 5000 circulating blasts/microliter (smoldering disease) with a median platelet count of 19,000/microliters at a median of 7 weeks after initiation of last chemotherapy. The dose was 3.75 micrograms/kg by subcutaneous injection daily for 14 days. None of the nine responded, with response defined as at least a doubling in platelet count to > 30,000/microliters provided neither the marrow nor circulating blast count doubled to > 30% or > 10,000/microliters respectively. Given these data, the likelihood of a 15% response rate in patients whose disease is in smoldering relapse after a short first CR is only 27%, with 15% being the expected average CR rate following chemotherapy in these patients. Rises in platelet count unrelated to spontaneous recovery after prior chemotherapy were seen in three patients and a rise in marrow blast percent in four. Our results suggest that IL-6 might be used in stimulating platelet recovery in AML patients who remain thrombopenic without evidence of leukemia after chemotherapy, unlike our patients whose marrow had 5-29% blasts prior to starting IL-6.","['Estey, E', 'Andreeff, M']","['Estey E', 'Andreeff M']","['Department of Hematology, University of Texas M.D. Anderson Cancer Center, Houston 77030, USA.']",['eng'],"['Clinical Trial', 'Clinical Trial, Phase II', 'Journal Article']",England,Leukemia,Leukemia,8704895,IM,"['Adult', 'Aged', 'Bone Marrow/pathology', 'Drug Administration Schedule', 'Humans', 'Interleukin-6/*therapeutic use', 'Leukemia, Myeloid, Acute/blood/pathology/*therapy', 'Middle Aged', 'Platelet Count', 'Recurrence', 'Remission Induction']",1995/09/01 00:00,1995/09/01 00:01,['1995/09/01 00:00'],"['1995/09/01 00:00 [pubmed]', '1995/09/01 00:01 [medline]', '1995/09/01 00:00 [entrez]']",,ppublish,Leukemia. 1995 Sep;9(9):1440-3.,,['0 (Interleukin-6)'],,,,,,,,,,,,,,,
7658708,NLM,MEDLINE,19951005,20130304,0887-6924 (Print) 0887-6924 (Linking),9,9,1995 Sep,"Acute leukemia and the transient myeloproliferative disorder associated with Down syndrome: morphologic, immunophenotypic and cytogenetic manifestations.",1432-9,"Individuals with Down syndrome have an increased incidence of leukemia compared to the general population. In addition, Down syndrome children may acquire a myeloproliferation that resembles acute leukemia that undergoes a spontaneous, durable remission. To clarify the relationship between these two disorders, the morphologic, immunophenotypic and cytogenetic characteristics of 28 patients with Down syndrome and the morphologic manifestations of acute leukemia were examined. Three cytomorphological groups were discerned. The first two groups consisted of five patients with acute lymphoblastic leukemia (group I) and three patients with acute myeloid leukemia (group II). These leukemias resembled those of non-Down individuals. The third and largest group (group III) consisted of 20 cases of acute myeloid leukemia that showed prominent megakaryocytic and/or erythroid differentiation and occurred in children under 6 years of age. The blasts in this group were non-reactive for myeloperoxidase or non-specific esterase and expressed CD7, CD34 and CD36 with variable expression of CD61, CD13 and CD33. Four patients in this group had an acquired trisomy 8. Four group III leukemias underwent a durable, spontaneous remission within 2 months of diagnosis. There were no morphologic differences between those leukemias in this group that progressed and those that remitted; however, all remissions occurred in newborns. It is concluded that Down syndrome children acquire a characteristic acute myeloid leukemia that has prominent megakaryocytic and/or erythroid differentiation and an unusual immunophenotype. This group of leukemias may undergo a durable, spontaneous remission in the newborn period.","['Litz, C E', 'Davies, S', 'Brunning, R D', 'Kueck, B', 'Parkin, J L', 'Gajl Peczalska, K', 'Arthur, D C']","['Litz CE', 'Davies S', 'Brunning RD', 'Kueck B', 'Parkin JL', 'Gajl Peczalska K', 'Arthur DC']","['Department of Laboratory Medicine, University of Minnesota School of Medicine, Minneapolis, USA.']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,IM,"['Acute Disease', 'Adult', 'B-Lymphocytes/*pathology', 'Blast Crisis/pathology', 'Child', 'Child, Preschool', 'Down Syndrome/*complications/genetics', 'Erythrocytes/pathology', 'Female', 'Humans', 'Immunophenotyping', 'Infant', 'Infant, Newborn', 'Karyotyping', 'Leukemia, Myeloid/genetics/*pathology', 'Male', 'Megakaryocytes/pathology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/genetics/*pathology', 'T-Lymphocytes/pathology']",1995/09/01 00:00,1995/09/01 00:01,['1995/09/01 00:00'],"['1995/09/01 00:00 [pubmed]', '1995/09/01 00:01 [medline]', '1995/09/01 00:00 [entrez]']",,ppublish,Leukemia. 1995 Sep;9(9):1432-9.,,,,,,,,,,,,,,,,,
7658707,NLM,MEDLINE,19951005,20130304,0887-6924 (Print) 0887-6924 (Linking),9,9,1995 Sep,The IL-2 receptor complex: expression and function on normal and leukemic B cells.,1425-31,"The interleukin 2 receptor (IL-2R) is composed of at least three different chains that may be variably expressed on normal and neoplastic lymphocytes. While considerable knowledge has been gained on the expression of the IL-2R alpha chain on human leukemic cells of different origin, less is known of the beta and gamma chains. In view of the highly pleiotropic functions exerted by IL-2, the IL-2-IL-2R interactions may play an important role in various leukemias. In this review we focus on the expression and function of the IL-2R complex on human normal and leukemic B cells. Possible implications in the expansion of the neoplastic clone and in the clinical course of the disease are discussed.","['de Totero, D', 'Francia di Celle, P', 'Cignetti, A', 'Foa, R']","['de Totero D', 'Francia di Celle P', 'Cignetti A', 'Foa R']","['Istituto Nazionale per la Ricerca sul Cancro, Laboratorio di Patologia Clinica, Genova, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",England,Leukemia,Leukemia,8704895,IM,"['B-Lymphocytes/*metabolism/pathology', 'Cell Line, Transformed', 'Herpesvirus 4, Human', 'Humans', 'Interleukin-2/metabolism/*physiology', 'Leukemia, Hairy Cell/*metabolism', 'Leukemia, Lymphocytic, Chronic, B-Cell/*metabolism', 'Receptors, Interleukin-2/metabolism/*physiology']",1995/09/01 00:00,1995/09/01 00:01,['1995/09/01 00:00'],"['1995/09/01 00:00 [pubmed]', '1995/09/01 00:01 [medline]', '1995/09/01 00:00 [entrez]']",,ppublish,Leukemia. 1995 Sep;9(9):1425-31.,,"['0 (Interleukin-2)', '0 (Receptors, Interleukin-2)']",89,,,,,,,,,,,,,,
7658705,NLM,MEDLINE,19951004,20190825,0145-2126 (Print) 0145-2126 (Linking),19,8,1995 Aug,Cell size and prognosis in childhood AML.,581-2,,"['Olcay, L', 'Tuncer, A M']","['Olcay L', 'Tuncer AM']",,['eng'],"['Case Reports', 'Comment', 'Letter']",England,Leuk Res,Leukemia research,7706787,IM,"['Adolescent', 'Child', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*pathology', 'Male', 'Prognosis']",1995/08/01 00:00,1995/08/01 00:01,['1995/08/01 00:00'],"['1995/08/01 00:00 [pubmed]', '1995/08/01 00:01 [medline]', '1995/08/01 00:00 [entrez]']","['014521269500023H [pii]', '10.1016/0145-2126(95)00023-h [doi]']",ppublish,Leuk Res. 1995 Aug;19(8):581-2. doi: 10.1016/0145-2126(95)00023-h.,,,,,,['Leuk Res. 1994 Jan;18(1):29-35. PMID: 8289464'],,,,,,,,,,,
7658704,NLM,MEDLINE,19951004,20190825,0145-2126 (Print) 0145-2126 (Linking),19,8,1995 Aug,Expression on leukemic cells and serum circulating levels of intercellular adhesion molecule-1 (ICAM-1) in B-cell chronic lymphocytic leukemia: implications for prognosis.,573-80,"Expression of intercellular adhesion molecule-1 (ICAM-1) has been correlated clinical and laboratory characteristics of 62 patients with untreated CD5+ chronic lymphocytic leukemia (CLL). ICAM-1 was detected on B-CLL cells from 19 out of 62 patients (30.6%) and its expression did not correlate with the majority of immunological markers. An important finding of this study was the association between ICAM-1 expression and mean fluorescence intensity (MFI) of Slg (r = 0.507; P < 0.001). As far as correlation with clinical parameters is concerned, a statistically significant association between Binet clinical stages and ICAM-1 expression was found (P < 0.05). Furthermore, an atypical CLL morphology was more frequently encountered among patients who expressed ICAM-1 (P < 0.005). To obtain more information on the role of ICAM-1 in CLL we measured serum levels with a sandwich enzyme immunoassay. In 47 B-cell CLL patients studied, the mean value of circulating ICAM-1 levels was significantly higher (561 +/- 201 ng/ml) than that observed in 25 normal controls (353 +/- 162 ng/ml; P < 0.005); a clear correlation being found with Binet clinical stages (P = 0.026) and bone marrow (BM) histology (P < 0.005). We conclude that circulating ICAM-1 is elevated in CLL and such an increase reflects tumor mass as defined by clinical stages and BM histology, rather than peripheral blood lymphocytosis (r = 0.240). Even if soluble ICAM-1 appears to be less specifically increased that soluble CD23 serum levels, these circulating molecules were not completely independent of each other (r = 0.512; P < 0.001).","['Molica, S', 'Dattilo, A', 'Mannella, A', 'Levato, D', 'Levato, L']","['Molica S', 'Dattilo A', 'Mannella A', 'Levato D', 'Levato L']","['Divisione di Ematologia, Ospedale Regionale A. Pugliese, Catanzaro, Italy.']",['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,IM,"['Female', 'Humans', 'Immunophenotyping', 'Intercellular Adhesion Molecule-1/*metabolism', 'Leukemia, Lymphocytic, Chronic, B-Cell/blood/immunology/*metabolism', 'Male', 'Prognosis', 'Receptors, IgE/metabolism']",1995/08/01 00:00,1995/08/01 00:01,['1995/08/01 00:00'],"['1995/08/01 00:00 [pubmed]', '1995/08/01 00:01 [medline]', '1995/08/01 00:00 [entrez]']","['014521269500017I [pii]', '10.1016/0145-2126(95)00017-i [doi]']",ppublish,Leuk Res. 1995 Aug;19(8):573-80. doi: 10.1016/0145-2126(95)00017-i.,,"['0 (Receptors, IgE)', '126547-89-5 (Intercellular Adhesion Molecule-1)']",,,,,,,,,,,,,,,
7658702,NLM,MEDLINE,19951004,20190825,0145-2126 (Print) 0145-2126 (Linking),19,8,1995 Aug,Bone marrow purging with dibutyl phthalate--experimental basis and a preliminary clinical application.,557-60,"It has been found recently that di-n-butyl phthalate (DBP) possesses a new pharmacological activity in the selective elimination of tumor cells from marrow. In combination with long-term liquid culture of marrow cells in vitro, DBP purged autologous bone marrow transplantation has first been applied to a case of acute myeloid leukemia at the first complete remission with successful reconstitution of hematopoiesis.","['Wu, C', 'Yang, K', 'Pei, X', 'Tang, A', 'Wang, F', 'Wang, L']","['Wu C', 'Yang K', 'Pei X', 'Tang A', 'Wang F', 'Wang L']","[""Department of Experimental Hematology, Beijing Institute of Radiation Medicine, People's Republic of China.""]",['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,IM,"['Adult', 'Bone Marrow Cells', 'Bone Marrow Purging/*methods', 'Bone Marrow Transplantation/methods', 'Dibutyl Phthalate/*pharmacology', 'Hematopoiesis/*drug effects', 'Humans', 'Leukemia, Myeloid, Acute/therapy', 'Transplantation, Autologous']",1995/08/01 00:00,1995/08/01 00:01,['1995/08/01 00:00'],"['1995/08/01 00:00 [pubmed]', '1995/08/01 00:01 [medline]', '1995/08/01 00:00 [entrez]']","['014521269500038P [pii]', '10.1016/0145-2126(95)00038-p [doi]']",ppublish,Leuk Res. 1995 Aug;19(8):557-60. doi: 10.1016/0145-2126(95)00038-p.,,['2286E5R2KE (Dibutyl Phthalate)'],,,,,,,,,,,,,,,
7658701,NLM,MEDLINE,19951004,20190825,0145-2126 (Print) 0145-2126 (Linking),19,8,1995 Aug,Bufalin induces apoptosis and influences the expression of apoptosis-related genes in human leukemia cells.,549-56,"A low concentration of bufalin, a component of bufadienoides in the traditional Chinese medicine chan'su, was shown previously to induce differentiation of a broad range of human leukemia cell lines. In the present study, we found that bufalin at concentrations of 10(-7) M and higher induced apoptosis in human leukemia cells, such as HL60, ML1, but not in mouse leukemia M1 cells. A mere 15 min pretreatment of HL60 cells with 10(-6) M bufalin, followed by incubation for 15 h without bufalin, caused fragmentation of DNA and a decrease in cell viability, indicating that the signal for induction of apoptosis is triggered rapidly upon treatment with bufalin. Bufalin-induced apoptosis in HL60 cells was inhibited by ZnCl2, an inhibitor of endonuclease, but not by cycloheximide, an inhibitor of protein synthesis. Northern blot analysis revealed that the levels of expression of the c-myc and bcl-2 genes in HL60 cells decreased with time after treatment with bufalin. These results suggest that bufalin induces apoptosis specifically in human leukemia cells by altering the expression of these genes involved in apoptosis.","['Masuda, Y', 'Kawazoe, N', 'Nakajo, S', 'Yoshida, T', 'Kuroiwa, Y', 'Nakaya, K']","['Masuda Y', 'Kawazoe N', 'Nakajo S', 'Yoshida T', 'Kuroiwa Y', 'Nakaya K']","['Department of Biological Chemistry, School of Pharmaceutical Sciences, Showa University, Tokyo, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,IM,"['Animals', 'Aphidicolin/pharmacology', 'Apoptosis/*drug effects', 'Bufanolides/*pharmacology', 'Cycloheximide/pharmacology', 'DNA Damage', 'Gene Expression/drug effects', '*Genes, myc', 'Humans', 'Mice', 'Proto-Oncogene Proteins/*genetics', 'Proto-Oncogene Proteins c-bcl-2', 'Proto-Oncogene Proteins c-myb', 'RNA, Messenger/genetics', 'RNA, Neoplasm/genetics', 'Tumor Cells, Cultured/drug effects', 'Zinc/pharmacology']",1995/08/01 00:00,1995/08/01 00:01,['1995/08/01 00:00'],"['1995/08/01 00:00 [pubmed]', '1995/08/01 00:01 [medline]', '1995/08/01 00:00 [entrez]']","['014521269500031I [pii]', '10.1016/0145-2126(95)00031-i [doi]']",ppublish,Leuk Res. 1995 Aug;19(8):549-56. doi: 10.1016/0145-2126(95)00031-i.,,"['0 (Bufanolides)', '0 (Proto-Oncogene Proteins)', '0 (Proto-Oncogene Proteins c-bcl-2)', '0 (Proto-Oncogene Proteins c-myb)', '0 (RNA, Messenger)', '0 (RNA, Neoplasm)', '38966-21-1 (Aphidicolin)', '98600C0908 (Cycloheximide)', 'J41CSQ7QDS (Zinc)', 'U549S98QLW (bufalin)']",,,"['bcl-2', 'c-myb', 'c-myc']",,,,,,,,,,,,
7658700,NLM,MEDLINE,19951004,20190825,0145-2126 (Print) 0145-2126 (Linking),19,8,1995 Aug,"Comparison of cyclosporin A, verapamil, PSC-833 and cremophor EL as enhancing agents of VP-16 in murine lymphoid leukemias.",543-8,"Although verapamil, cyclosporin A. cremophor EL and PSC-833 are active as multidrug resistance modulators, there has been limited study of these compounds as possible chemotherapy enhancing agents against drug-sensitive tumors. We compared these agents as modifiers of VP-16 cytotoxicity in vitro and modifiers of VP-16 efficacy in vivo against drug-sensitive P388 and L1210 leukemias. Our study indicates that cyclosporin A enhances VP-16 cytotoxicity to a significantly greater extent than equimolar concentrations of verapamil or PSC-833. Although cremophor EL shows significantly greater activity than verapamil in VP-16 cytotoxicity enhancement in vitro, it is ineffective when added to VP-16 therapy of mice bearing L1210 leukemia.","['Slater, L', 'Sweet, P', 'Wetzel, M', 'Stupecky, M', 'Osann, K']","['Slater L', 'Sweet P', 'Wetzel M', 'Stupecky M', 'Osann K']","['Department of Medicine, University of California, Irvine 92717, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,IM,"['Animals', 'Cell Survival/drug effects', 'Cyclosporine/*administration & dosage', 'Cyclosporins/*administration & dosage', 'Drug Synergism', 'Etoposide/*administration & dosage', 'Glycerol/administration & dosage/*analogs & derivatives', 'Leukemia L1210', 'Leukemia P388', 'Mice', 'Survival Analysis', 'Tumor Cells, Cultured', 'Verapamil/*administration & dosage']",1995/08/01 00:00,1995/08/01 00:01,['1995/08/01 00:00'],"['1995/08/01 00:00 [pubmed]', '1995/08/01 00:01 [medline]', '1995/08/01 00:00 [entrez]']","['014521269500029N [pii]', '10.1016/0145-2126(95)00029-n [doi]']",ppublish,Leuk Res. 1995 Aug;19(8):543-8. doi: 10.1016/0145-2126(95)00029-n.,,"['0 (Cyclosporins)', '6D4M1DAL6O (cremophor EL)', '6PLQ3CP4P3 (Etoposide)', '83HN0GTJ6D (Cyclosporine)', 'CJ0O37KU29 (Verapamil)', 'PDC6A3C0OX (Glycerol)', 'Q7ZP55KF3X (valspodar)']",,,,,,,,,,,,,,,
7658699,NLM,MEDLINE,19951004,20190825,0145-2126 (Print) 0145-2126 (Linking),19,8,1995 Aug,Specific nuclear binding of anti-cdc2 on p34cdc2 positive autonomously grown human leukemia cells induces differentiation.,535-41,"Intracellular p34cdc2 appears to be responsible for excessive cell growth. Therefore, disturbance of this cell cycle kinase by a specific monoclonal IgG1 anti-cdc2 antibody that specifically recognizes the product of the cdc2 gene, p34, was attempted. By using the surface p34 positive and rapidly proliferating HL-60 human promyelocytic leukemia cell line, transmission electron microscopy (TEM) and other standard techniques, it was found that the antibody, after an initial outer membrane attachment at 4 degrees C and entering the cells by raising the temperature to 37 degrees C, is directed and bound specifically on to the cell's nucleolus. This binding does not only demonstrate the intracellular localization of cdc2, but also appears to disturb its function. It thus induces a class II (HLA-DR) enhancement, increases the phagocytic ability of the cells and causes cellular elongation marked by a non-permanent adherence pattern. The results obtained are IgG independent and indicate that disturbance of constitutive cdc2 expression drives the cells to another level of maturation. The mechanisms behind these actions are still unknown. The results, however, may indicate that the regulatory pathways that govern the functioning of cell cycle stages are actively involved in the processes of cell differentiation. Similar findings have also been released where terminal murine erythro-differentiation may be achieved by manipulation of specific cell cycle kinases. On the contrary, normal already differentiated cdc2 negative human blood-derived monocytes remain insensitive to anti-cdc2 treatment, supporting the view that the presence of this kinase may be one of the reasons leading malignant cells to excessive growth, and that laboratory manipulation and reinfusion of these cells to leukemia patients may be a possible regimen for AML.","['Vassiliadis, S', 'Papadogiorgakis, S', 'Athanassakis, I']","['Vassiliadis S', 'Papadogiorgakis S', 'Athanassakis I']","['Department of Biology, University of Crete, Greece.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,IM,"['Antibodies, Monoclonal/metabolism', 'Antigen-Antibody Reactions', 'Biological Transport', 'CDC2 Protein Kinase/*metabolism', 'Cell Compartmentation', 'Cell Differentiation', 'Cell Nucleolus/metabolism', 'Cell Nucleus/*metabolism', 'HLA-DR Antigens/metabolism', 'Humans', 'In Vitro Techniques', 'Leukemia/*pathology', 'Tumor Cells, Cultured']",1995/08/01 00:00,1995/08/01 00:01,['1995/08/01 00:00'],"['1995/08/01 00:00 [pubmed]', '1995/08/01 00:01 [medline]', '1995/08/01 00:00 [entrez]']","['014521269500018J [pii]', '10.1016/0145-2126(95)00018-j [doi]']",ppublish,Leuk Res. 1995 Aug;19(8):535-41. doi: 10.1016/0145-2126(95)00018-j.,,"['0 (Antibodies, Monoclonal)', '0 (HLA-DR Antigens)', 'EC 2.7.11.22 (CDC2 Protein Kinase)']",,,,,,,,,,,,,,,
7658698,NLM,MEDLINE,19951004,20190825,0145-2126 (Print) 0145-2126 (Linking),19,8,1995 Aug,Nitric oxide modulation of the growth and differentiation of freshly isolated acute non-lymphocytic leukemia cells.,527-33,"Freshly isolated acute non-lymphocytic leukemia (ANLL) cells were treated with the nitric oxide (NO)-liberating compounds sodium nitroprusside or S-nitrosoacetyl penicillamine and analyzed for viability, growth, and differentiation at 3-5 days. NO decreased the viability and the growth of freshly isolated ANLL cells in vitro. NO treatment significantly increased expression of CD14 in blast cells from patients with M5 ANLL, and increased at least one differentiation parameter in M4 or M5 cells. It had little or no effect on parameters of differentiation in other ANLL cells. We conclude that in vitro culture with NO decreases the growth and viability of most freshly isolated ANLL cells. NO also induces the differentiation of ANLL cells with a monocytic phenotype.","['Shami, P J', 'Moore, J O', 'Gockerman, J P', 'Hathorn, J W', 'Misukonis, M A', 'Weinberg, J B']","['Shami PJ', 'Moore JO', 'Gockerman JP', 'Hathorn JW', 'Misukonis MA', 'Weinberg JB']","['Department of Medicine, VA Medical Center, Durham, NC 27705, USA.']",['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,IM,"['Cell Differentiation/drug effects', 'Cell Division/drug effects', 'Cell Survival/drug effects', 'Humans', 'Leukemia, Myeloid, Acute/*pathology', 'Nitric Oxide/*pharmacology', 'Nitroprusside/pharmacology', 'Penicillamine/analogs & derivatives/pharmacology', 'S-Nitroso-N-Acetylpenicillamine', 'Tumor Cells, Cultured']",1995/08/01 00:00,1995/08/01 00:01,['1995/08/01 00:00'],"['1995/08/01 00:00 [pubmed]', '1995/08/01 00:01 [medline]', '1995/08/01 00:00 [entrez]']","['014521269500013E [pii]', '10.1016/0145-2126(95)00013-e [doi]']",ppublish,Leuk Res. 1995 Aug;19(8):527-33. doi: 10.1016/0145-2126(95)00013-e.,,"['169D1260KM (Nitroprusside)', '31C4KY9ESH (Nitric Oxide)', '79032-48-7 (S-Nitroso-N-Acetylpenicillamine)', 'GNN1DV99GX (Penicillamine)']",,,,,,,,,,,,,,,
