PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AD,AID,GR,PMC,EIN,CIN,SI
3164637,NLM,MEDLINE,19880819,20210216,0006-4971 (Print) 0006-4971 (Linking),72,1,1988 Jul,Prognostic significance of additional cytogenetic abnormalities at diagnosis of Philadelphia chromosome-positive chronic granulocytic leukemia.,294-8,"Of 661 patients with Philadelphia chromosome (Ph)-positive, nonblastic chronic granulocytic leukemia, 58 had cytogenetic abnormalities in addition to the Ph at the time of diagnosis. Twenty patients had reduplication of the Ph in one or more metaphases. Twenty-one patients with a single Ph exhibited hyperdiploidy in one or more metaphases. Eleven patients had two or more hypodiploid metaphases as their only numerical abnormality. The remaining six patients had a variety of abnormalities. Many patients had more than one type of abnormality. Survival of patients in the different subgroups was similar, but these 58 patients had a shorter course than the 603 patients without additional cytogenetic abnormalities (P less than .02). Survival curves for the two populations did not diverge until the 2-year point, after which the annual death rate among patients with additional cytogenetic abnormalities was approximately 40% higher than that of patients without such abnormalities. The two populations had similar relative risk values according to a hazard ratio formula previously described by the International CGL Prognosis Study Group. Thus, they would have been expected to have essentially identical survival curves. We conclude that the presence of additional cytogenetic abnormalities at the time of diagnosis constitutes an independently significant prognostic feature with an unusually delayed influence on survival.","['Sokal, J E', 'Gomez, G A', 'Baccarani, M', 'Tura, S', 'Clarkson, B D', 'Cervantes, F', 'Rozman, C', 'Carbonell, F', 'Anger, B', 'Heimpel, H']","['Sokal JE', 'Gomez GA', 'Baccarani M', 'Tura S', 'Clarkson BD', 'Cervantes F', 'Rozman C', 'Carbonell F', 'Anger B', 'Heimpel H', 'et al.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Blood,Blood,7603509,,IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Chromosome Aberrations/genetics/mortality/*pathology', 'Chromosome Disorders', '*Cytogenetics', 'Diploidy', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/genetics/mortality/*pathology', 'Male', 'Middle Aged', '*Philadelphia Chromosome', 'Prognosis', 'Risk Factors']",1988/07/01 00:00,1988/07/01 00:01,['1988/07/01 00:00'],"['1988/07/01 00:00 [pubmed]', '1988/07/01 00:01 [medline]', '1988/07/01 00:00 [entrez]']",ppublish,Blood. 1988 Jul;72(1):294-8.,"['Duke University Medical Center, Durham, NC 27710.']",['S0006-4971(20)80587-4 [pii]'],['CA-14236/CA/NCI NIH HHS/United States'],,,,
3164636,NLM,MEDLINE,19880819,20210216,0006-4971 (Print) 0006-4971 (Linking),72,1,1988 Jul,Bivariate flow karyotyping in human Philadelphia-positive chronic myelocytic leukemia.,282-6,"Chromosome analysis on clinical leukemia material was done by means of flow cytometry (flow karyotyping) to investigate the applicability of this technique in the detection of leukemia-associated abnormalities. Flow karyotyping was performed on blood or bone marrow samples from eight patients with chronic myelocytic leukemia (CML) after a culture period of four days and arresting the cells in metaphase during the last 16 hours. Discontinuous density gradient centrifugation proved to be essential in removing debris and dead cells from the cell suspensions. By this procedure the mitotic index increase ranged from 2 to 80 times initial values. Chromosomes were isolated and stained with two base pair-specific fluorochromes, ie, chromomycin A3 and Hoechst 33258, and run through a specially designed dual-laser beam flow cytometer. Generally, 20,000 chromosomes or more were measured. The data were computer stored in list mode. Besides the clear detection of the specific Philadelphia chromosome, trisomies and other additional chromosomal aberrations [like an i(17q)] were visualized. Quantitative analysis revealed the percentage of subclones containing a certain chromosomal anomaly. Conventional cytogenetic analysis confirmed these findings. In seven of eight cases, CML could be diagnosed on the basis of the presence of a Philadelphia chromosome in the flow karyogram. In one of these seven, the conventional cytogenetic analysis was unknown at that time. The remaining six all matched the standard cytogenetics. The one failure out of eight could be attributed to the specific stimulating conditions in the culture. Although it is impossible by this technique to determine the position of the breakpoint, the involved chromosomes in the translocation event could be identified. In some cases, low percentages of aberrations could not be detected. This study shows that CML can be diagnosed on the basis of flow karyotypic results. Additional chromosomal aberrations can be detected provided that changes in the amount of DNA per chromosome have occurred. Exact quantification of the composition of subclones in the case of mosaicism appear difficult.","['Arkesteijn, G J', 'Martens, A C', 'Hagenbeek, A']","['Arkesteijn GJ', 'Martens AC', 'Hagenbeek A']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Blood,Blood,7603509,,IM,"['Adult', 'Blast Crisis/genetics/pathology', 'Cell Separation', 'Centrifugation, Density Gradient/methods', 'Female', 'Flow Cytometry/*methods', 'Humans', 'Karyotyping/*methods', 'Leukemia, Myeloid/genetics/*pathology', 'Male', 'Middle Aged', '*Philadelphia Chromosome']",1988/07/01 00:00,1988/07/01 00:01,['1988/07/01 00:00'],"['1988/07/01 00:00 [pubmed]', '1988/07/01 00:01 [medline]', '1988/07/01 00:00 [entrez]']",ppublish,Blood. 1988 Jul;72(1):282-6.,"['Radiobiological Institute, Rijswijk, The Netherlands.']",['S0006-4971(20)80585-0 [pii]'],,,,,
3164635,NLM,MEDLINE,19880819,20210216,0006-4971 (Print) 0006-4971 (Linking),72,1,1988 Jul,Acquired homozygosity of the rearranged bcr allele during the acute leukemic phase of a patient with Ph-negative chronic myeloid leukemia.,24-8,"A 45-year-old male patient with Ph-negative chronic myeloid leukemia (CML) had rearranged bcr-3' and bcr-5' gene regions in Southern blot studies when leukemia was diagnosed. During development of terminal blast crisis, successive blood samples showed a progressive decrease in the amount of germline bcr DNA and its complete loss by full blast crisis. There were also increased amounts of rearranged bcr DNA consistent with acquired homozygosity. A similar result was obtained with an IgV lambda probe and indicated homozygosity of a significant part of chromosome 22. The bcr-abl gene complex behaves as a somatic dominant in CML, and we suggest that its acquired homozygosity is a mechanism of bcr-abl amplification similar to duplication of the Ph chromosome commonly found in the blast crisis of CML.","['Reeve, A E', 'Morris, C M', 'Fitzgerald, P H']","['Reeve AE', 'Morris CM', 'Fitzgerald PH']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Blood,Blood,7603509,['9007-49-2 (DNA)'],IM,"['*Alleles', 'Blast Crisis/blood/*genetics', 'DNA/blood', '*Homozygote', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/blood/*genetics', 'Male', 'Middle Aged', 'Nucleic Acid Hybridization', 'Philadelphia Chromosome', '*Proto-Oncogenes', '*Translocation, Genetic']",1988/07/01 00:00,1988/07/01 00:01,['1988/07/01 00:00'],"['1988/07/01 00:00 [pubmed]', '1988/07/01 00:01 [medline]', '1988/07/01 00:00 [entrez]']",ppublish,Blood. 1988 Jul;72(1):24-8.,"['Department of Biochemistry, University of Otago, Dunedin, New Zealand.']",['S0006-4971(20)80546-1 [pii]'],,,,,
3164633,NLM,MEDLINE,19880825,20190704,0007-1048 (Print) 0007-1048 (Linking),69,2,1988 Jun,Do members of Li-Fraumeni families always carry an HLA antigen Cw3 together with unexplained high transcortin levels.,290-1,,"['De Moor, P', 'Boogaerts, M']","['De Moor P', 'Boogaerts M']",['eng'],['Letter'],,England,Br J Haematol,British journal of haematology,0372544,"['0 (HLA Antigens)', '0 (HLA-C Antigens)', '0 (HLA-C*03 antigen)', '9010-38-2 (Transcortin)']",IM,"['Adult', 'Female', 'HLA Antigens/*analysis', '*HLA-C Antigens', 'Humans', 'Leukemia, Lymphoid/*genetics', 'Male', 'Neoplasms, Multiple Primary/*genetics', 'Neoplastic Syndromes, Hereditary/*genetics', 'Pedigree', 'Transcortin/*analysis']",1988/06/01 00:00,1988/06/01 00:01,['1988/06/01 00:00'],"['1988/06/01 00:00 [pubmed]', '1988/06/01 00:01 [medline]', '1988/06/01 00:00 [entrez]']",ppublish,Br J Haematol. 1988 Jun;69(2):290-1. doi: 10.1111/j.1365-2141.1988.tb07639.x.,,['10.1111/j.1365-2141.1988.tb07639.x [doi]'],,,,,
3164632,NLM,MEDLINE,19880825,20190704,0007-1048 (Print) 0007-1048 (Linking),69,2,1988 Jun,More familial leukaemia in ALL patients with both unexplained high transcortin levels and an HLA antigen Cw3.,225-7,"In a group of 74 adult ALL patients 25 had a transcortin level greater than or equal to 3 SD above the normal mean, 15 expressed an HLA-Cw3 antigen and 11 combined both characteristics. In this subgroup of 11 ALL patients, five had familial leukaemia, i.e. at least one relative with acute leukaemia or lymphoma. On the other hand, only three examples of familial leukaemia were found in a series of 59 ALL patients with one or none of these two characteristics (relative risk: 15.6; P less than 0.001).","['De Moor, P', 'Boogaerts, M', 'Louwagie, A']","['De Moor P', 'Boogaerts M', 'Louwagie A']",['eng'],['Journal Article'],,England,Br J Haematol,British journal of haematology,0372544,"['0 (HLA Antigens)', '0 (HLA-C Antigens)', '0 (HLA-C*03 antigen)', '9010-38-2 (Transcortin)']",IM,"['Adult', 'Female', 'HLA Antigens/*analysis', '*HLA-C Antigens', 'Humans', 'Leukemia, Lymphoid/blood/*genetics/immunology', 'Lymphoma/genetics', 'Male', 'Transcortin/*analysis']",1988/06/01 00:00,1988/06/01 00:01,['1988/06/01 00:00'],"['1988/06/01 00:00 [pubmed]', '1988/06/01 00:01 [medline]', '1988/06/01 00:00 [entrez]']",ppublish,Br J Haematol. 1988 Jun;69(2):225-7. doi: 10.1111/j.1365-2141.1988.tb07626.x.,"['Laboratorium voor Experimentele Geneeskunde en Endocrinologie, Onderwijs en Navorsing, Gasthuisberg, Leuven, Belgium.']",['10.1111/j.1365-2141.1988.tb07626.x [doi]'],,,,,
3164631,NLM,MEDLINE,19880825,20190704,0007-1048 (Print) 0007-1048 (Linking),69,2,1988 Jun,Terminal deoxynucleotidyl transferase positive acute myeloid leukaemia: an association with immature myeloblastic leukaemia.,219-24,"The morphology, membrane markers and ultrastructural cytochemistry of 39 cases of acute myeloid leukaemia (AML) with variable proportion (10-99%) of terminal deoxynucleotidyl transferase (TdT) positive blasts was compared with that of 134 cases of TdT negative AML. The incidence of TdT positive AML was 22.5% and this was significantly higher in poorly differentiated myeloblastic (M0 and M1) types (54%) than in all other FAB subtypes (10%; P less than 0.001). Our findings suggest heterogeneity among TdT positive cases. Whilst the majority correspond to genuine TdT positive AML in which evidence for exclusive myeloid nature was demonstrated by phenotypic, cytochemical and ultrastructural markers, a distinct minority (22%) of cases had mixtures of lymphoid and myeloid blasts. A change in phenotype occurred in three out of six cases studied in relapse. There was no difference in the incidence of immunoglobulin (Ig) gene rearrangement between TdT positive (two out of 12) and TdT negative (one out of 11) cases, although published data suggests that Ig gene rearrangement is significantly more common in TdT positive cases. The determination of TdT in AML allows the identification of cases of mixed acute leukaemia which probably represent proliferations of multipotent progenitor cells. The majority of TdT positive cases, nevertheless, correspond to immature types of myeloblastic leukaemia which may constitute a clinically distinct subgroup.","['Parreira, A', 'Pombo de Oliveira, M S', 'Matutes, E', 'Foroni, L', 'Morilla, R', 'Catovsky, D']","['Parreira A', 'Pombo de Oliveira MS', 'Matutes E', 'Foroni L', 'Morilla R', 'Catovsky D']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Br J Haematol,British journal of haematology,0372544,"['0 (Antigens, Surface)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)', 'EC 2.7.7.31 (DNA Nucleotidylexotransferase)']",IM,"['Adult', 'Aged', 'Antigens, Surface/analysis', 'Bone Marrow/pathology', 'Child', 'DNA Nucleotidylexotransferase/*analysis', 'DNA Nucleotidyltransferases/*analysis', 'Humans', 'Leukemia, Myeloid, Acute/*enzymology/immunology/pathology', 'Middle Aged', 'Phenotype']",1988/06/01 00:00,1988/06/01 00:01,['1988/06/01 00:00'],"['1988/06/01 00:00 [pubmed]', '1988/06/01 00:01 [medline]', '1988/06/01 00:00 [entrez]']",ppublish,Br J Haematol. 1988 Jun;69(2):219-24. doi: 10.1111/j.1365-2141.1988.tb07625.x.,"['MRC Leukaemia Unit, Royal Postgraduate Medical School, London.']",['10.1111/j.1365-2141.1988.tb07625.x [doi]'],,,,,
3164630,NLM,MEDLINE,19880825,20190515,0007-0920 (Print) 0007-0920 (Linking),57,4,1988 Apr,Moderate antiproliferative effect of the antifolate CB3717 in the BN myeloid leukaemia model.,405-7,,"['Ermens, A A', 'Lindemans, J', 'Abels, J']","['Ermens AA', 'Lindemans J', 'Abels J']",['eng'],"['Comparative Study', 'Journal Article']",,England,Br J Cancer,British journal of cancer,0370635,"['0 (Antineoplastic Agents)', '0 (Folic Acid Antagonists)', '0 (Quinazolines)', '365-07-1 (Thymidine Monophosphate)', '76849-19-9 (CB 3717)', '9007-49-2 (DNA)', '935E97BOY8 (Folic Acid)', 'EC 2.1.1.45 (Thymidylate Synthase)', 'U3P01618RT (Fluorouracil)', 'W78I7AY22C (Deoxyuridine)']",IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', 'DNA/biosynthesis', 'Deoxyuridine/pharmacology', 'Fluorouracil/therapeutic use', 'Folic Acid/*analogs & derivatives/therapeutic use/toxicity', 'Folic Acid Antagonists/*therapeutic use', 'Leukemia, Myeloid, Acute/*drug therapy', 'Quinazolines/*therapeutic use/toxicity', 'Rats', 'Thymidine Monophosphate/biosynthesis', 'Thymidylate Synthase/antagonists & inhibitors']",1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",ppublish,Br J Cancer. 1988 Apr;57(4):405-7. doi: 10.1038/bjc.1988.91.,"['Institute of Hematology Ee 2202, Erasmus University, Rotterdam, The Netherlands.']",['10.1038/bjc.1988.91 [doi]'],,PMC2246555,,,
3164611,NLM,MEDLINE,19880802,20151119,0250-7005 (Print) 0250-7005 (Linking),8,3,1988 May-Jun,Tumor markers identified by line immunoelectrophoresis.,475-7,"Line immunoelectrophoresis was used as a screening procedure for the recognition of tumor markers using the human promyelocytic leukemia cell line HL-60 as a model system. The polyspecific antiserum used was raised by immunization with tumor cells grown in RPMI medium enriched with serum from the species used for immunization in order to avoid interference from serum proteins in the immune response. Among the HL-60 antigens recognized, 4 were tumor-associated in as much as they were present only or in relatively high concentrations in the HL-60 cells. One of the antigens was identified as ferritin. Evidence is presented that the remaining potential HL-60 tumor markers are unrelated to known oncofetal antigens. It is suggested that for the recognition of tumor associated antigens the present approach may be useful as a supplement to hybridoma techniques.","['Kroll, J', 'Andersen, M M']","['Kroll J', 'Andersen MM']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Greece,Anticancer Res,Anticancer research,8102988,"['0 (Antibodies, Neoplasm)', '0 (Antigens, Neoplasm)', '0 (Biomarkers, Tumor)']",IM,"['Antibodies, Neoplasm/immunology', 'Antigens, Neoplasm/*analysis/immunology', 'Biomarkers, Tumor/*analysis', 'Female', 'Humans', '*Immunoelectrophoresis', 'Leukemia/*immunology', 'Leukemia, Myeloid, Acute/immunology', 'Tumor Cells, Cultured/immunology']",1988/05/01 00:00,1988/05/01 00:01,['1988/05/01 00:00'],"['1988/05/01 00:00 [pubmed]', '1988/05/01 00:01 [medline]', '1988/05/01 00:00 [entrez]']",ppublish,Anticancer Res. 1988 May-Jun;8(3):475-7.,"['Finsen Laboratory, Copenhagen University Hospital (Rigshospitalet), Denmark.']",,,,,,
3164609,NLM,MEDLINE,19880802,20171116,0250-7005 (Print) 0250-7005 (Linking),8,3,1988 May-Jun,Prevention of 1-beta-D arabinofuranosylcytosine toxicity by 4-nitrobenzyl-6-thioinosine or dipyridamole in human leukemia cell lines.,339-42,"The ability of the nucleoside transport inhibitors, 4-nitrobenzyl-6-thioinosine (NBTI) and dipyridamole (DP) to prevent 1-beta-D arabinofuranosylcytosine (Ara-C) toxicity was evaluated in two human leukemia cell lines, Molt 4 and HL-60. At non-toxic concentrations, DP (in Molt4 and HL-60) and NBTI (only in Molt 4) provided significant protection, whereas HL-60 was quite insensitive to NBTI. The different response of these two cell lines to NBTI and DP was also noted in the toxicity of other nucleoside analogs, including 9-beta-D arabinofuranosyladenine (Ara-A), 2'-chlorodeoxyadenosine (CdA), tubercidin and 5'-bromodeoxyuridne (BUdR). A transport study of [3H]-Ara-C revealed that NBTI partially inhibited the drug entry into HL-60 cells, which correlated well with Ara-CTP generation.","['Kubota, M', 'Takimoto, T', 'Kitoh, T', 'Tanizawa, A', 'Kiriyama, Y', 'Akiyama, Y', 'Mikawa, H']","['Kubota M', 'Takimoto T', 'Kitoh T', 'Tanizawa A', 'Kiriyama Y', 'Akiyama Y', 'Mikawa H']",['eng'],"['Comparative Study', 'Journal Article']",,Greece,Anticancer Res,Anticancer research,8102988,"['0 (Nucleosides)', '0 (Pharmaceutical Preparations)', '0 (Prodrugs)', '04079A1RDZ (Cytarabine)', '13191-15-6 (Arabinofuranosylcytosine Triphosphate)', '46S541971T (Thioinosine)', '5A614L51CT (Inosine)', '64ALC7F90C (Dipyridamole)', 'GV1L2DZM2Z (4-nitrobenzylthioinosine)', 'VC2W18DGKR (Thymidine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Arabinofuranosylcytosine Triphosphate/biosynthesis', 'Biological Transport/drug effects', 'Cytarabine/*metabolism/toxicity', 'Depression, Chemical', 'Dipyridamole/*pharmacology', 'Drug Resistance', 'Humans', 'Inosine/*analogs & derivatives', 'Leukemia, Lymphoid/*pathology', 'Leukemia, Myeloid, Acute/*pathology', 'Male', 'Methotrexate/metabolism/toxicity', 'Nucleosides/metabolism', 'Pharmaceutical Preparations/*metabolism', 'Prodrugs/*metabolism/toxicity', 'Thioinosine/*analogs & derivatives/pharmacology', 'Thymidine/pharmacology', 'Tumor Cells, Cultured/drug effects/metabolism']",1988/05/01 00:00,1988/05/01 00:01,['1988/05/01 00:00'],"['1988/05/01 00:00 [pubmed]', '1988/05/01 00:01 [medline]', '1988/05/01 00:00 [entrez]']",ppublish,Anticancer Res. 1988 May-Jun;8(3):339-42.,"['Department of Pediatrics, Kyoto University, Japan.']",,,,,,
3164605,NLM,MEDLINE,19880729,20071115,0066-2097 (Print) 0066-2097 (Linking),35,4,1988 Apr,"[Meningoencephalomyelitis and exophthalmos disclosing acute myeloid leukemia, M1 type].",265-8,,"['Trabelsi, M', 'Larnaout, A', 'Guerfallah, F', 'Karoui, M', 'Bennaceur, B']","['Trabelsi M', 'Larnaout A', 'Guerfallah F', 'Karoui M', 'Bennaceur B']",['fre'],"['Case Reports', 'English Abstract', 'Journal Article']",Meningo-encephalomyelite et exophtalmie revelatrices d'une leucemie aigue myeloide de type M1.,France,Ann Pediatr (Paris),Annales de pediatrie,2984696R,['0 (Antineoplastic Agents)'],IM,"['Antineoplastic Agents/therapeutic use', 'Child', 'Exophthalmos/*etiology', 'Humans', 'Leukemia, Myeloid, Acute/*complications/drug therapy/pathology', 'Male', 'Meningoencephalitis/*etiology', 'Myelitis/*etiology']",1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",ppublish,Ann Pediatr (Paris). 1988 Apr;35(4):265-8.,,,,,,,
3164599,NLM,MEDLINE,19880729,20190616,0077-8923 (Print) 0077-8923 (Linking),526,,1988,The effects of various transferrins on iron utilization by proliferating cells.,136-40,,"['Seligman, P A', 'Chitambar, C', 'Vostrejs, M', 'Moran, P L']","['Seligman PA', 'Chitambar C', 'Vostrejs M', 'Moran PL']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,"['0 (Apoproteins)', '0 (Cations)', '0 (Receptors, Transferrin)', '0 (Transferrin)', '0 (apotransferrin)', 'E1UOL152H7 (Iron)']",IM,"['Apoproteins/metabolism', 'Cations/metabolism', 'Cell Division', 'Humans', 'Iron/*metabolism', 'Leukemia, Myeloid, Acute', 'Male', 'Receptors, Transferrin/metabolism', 'Transferrin/classification/metabolism/*pharmacology', 'Tumor Cells, Cultured/metabolism']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",ppublish,Ann N Y Acad Sci. 1988;526:136-40. doi: 10.1111/j.1749-6632.1988.tb55499.x.,"['Division of Hematology, University of Colorado Health Sciences Center, Denver 80220.']",['10.1111/j.1749-6632.1988.tb55499.x [doi]'],['R01 AM27059/AM/NIADDK NIH HHS/United States'],,,,
3164571,NLM,MEDLINE,19880729,20171006,0386-300X (Print) 0386-300X (Linking),42,2,1988 Apr,Rearrangement of the breakpoint cluster region in Philadelphia chromosome positive acute leukemia.,117-20,"The rearrangement of breakpoint cluster region (ber) was examined in leukemic cells obtained from 3 patients initially diagnosed as having Ph+ acute leukemia, 2 with acute lymphocytic leukemia (ALL) and one with acute mixed leukemia. DNA was digested with Bgl II and BamH I. The ber rearrangement was present in the case of acute mixed leukemia (Case 1), but was absent in the 2 cases of ALL (Cases 2 and 3). These results suggest that Case 1 represented a type of blast crisis of chronic myelocytic leukemia which was unusual in the sense of the occurrence of a myeloid-lymphoid conversion and lack of an apparent chronic phase. Cases 2 and 3 appeared to be de novo Ph+ ALL.","['Takahashi, I', 'Sekito, N', 'Takeuchi, M', 'Osada, K', 'Matsuzaki, T', 'Fukuda, S', 'Lai, M', 'Uchida, K', 'Kimura, I', 'Miyamoto, K']","['Takahashi I', 'Sekito N', 'Takeuchi M', 'Osada K', 'Matsuzaki T', 'Fukuda S', 'Lai M', 'Uchida K', 'Kimura I', 'Miyamoto K', 'et al.']",['eng'],"['Case Reports', 'Journal Article']",,Japan,Acta Med Okayama,Acta medica Okayama,0417611,,IM,"['Blast Crisis', 'Female', 'Humans', 'Leukemia, Lymphoid/*genetics', 'Leukemia, Myeloid/*genetics', 'Middle Aged', '*Philadelphia Chromosome']",1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",ppublish,Acta Med Okayama. 1988 Apr;42(2):117-20. doi: 10.18926/AMO/31015.,"['Second Department of Internal Medicine, Okayama University Medical School, Japan.']",['10.18926/AMO/31015 [doi]'],,,,,
3164561,NLM,MEDLINE,19880808,20110728,0001-5806 (Print) 0001-5806 (Linking),51,1,1988 Feb,Philadelphia chromosome-positive (Ph1(+)) childhood ALL lack bcr rearrangement at a higher frequency than adult Ph1(+) ALL.,69-75,,"['Mochizuki, T', 'Kato, Y', 'Okazaki, T', 'Tashima, M', 'Sawada, H', 'Uchino, H']","['Mochizuki T', 'Kato Y', 'Okazaki T', 'Tashima M', 'Sawada H', 'Uchino H']",['eng'],['Journal Article'],,Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Adult', 'Child', 'Child, Preschool', '*Chromosome Aberrations', 'Female', 'Humans', 'Leukemia, Lymphoid/*genetics', 'Male', 'Middle Aged', '*Philadelphia Chromosome']",1988/02/01 00:00,1988/02/01 00:01,['1988/02/01 00:00'],"['1988/02/01 00:00 [pubmed]', '1988/02/01 00:01 [medline]', '1988/02/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1988 Feb;51(1):69-75.,,,,,,,
3164560,NLM,MEDLINE,19880808,20110728,0001-5806 (Print) 0001-5806 (Linking),51,1,1988 Feb,Clinical significance of chromosomal abnormalities in acute leukemia.,59-68,,"['Nitta, M', 'Kohsaka, K', 'Takeuchi, G', 'Kondama, H', 'Kawamura, H', 'Takada, K', 'Mitomo, Y', 'Yamamoto, M', 'Takamoto, S', 'Minami, S']","['Nitta M', 'Kohsaka K', 'Takeuchi G', 'Kondama H', 'Kawamura H', 'Takada K', 'Mitomo Y', 'Yamamoto M', 'Takamoto S', 'Minami S', 'et al.']",['eng'],['Journal Article'],,Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Chromosome Aberrations/*genetics', 'Chromosome Disorders', 'Female', 'Humans', 'Leukemia/*genetics', 'Leukemia, Lymphoid/genetics', 'Male', 'Middle Aged']",1988/02/01 00:00,1988/02/01 00:01,['1988/02/01 00:00'],"['1988/02/01 00:00 [pubmed]', '1988/02/01 00:01 [medline]', '1988/02/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1988 Feb;51(1):59-68.,,,,,['Nippon Ketsueki Gakkai Zasshi 1988 Jul;51(4):823'],,
3164559,NLM,MEDLINE,19880808,20110728,0001-5806 (Print) 0001-5806 (Linking),51,1,1988 Feb,Two-dimensional patterns of plasma membrane and nuclear non-histone proteins during differentiation of HL-60 cells-membrane and nuclear proteins of HL-60 cells.,45-58,,"['Toyokawa, Y', 'Sawami, H', 'Ito, K', 'Uchino, H']","['Toyokawa Y', 'Sawami H', 'Ito K', 'Uchino H']",['eng'],['Journal Article'],,Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,"['0 (Chromosomal Proteins, Non-Histone)', '0 (Membrane Proteins)']",IM,"['Cell Differentiation', 'Cell Line', 'Cell Separation', 'Chromosomal Proteins, Non-Histone/*analysis', 'Humans', 'Immunoelectrophoresis, Two-Dimensional', 'Leukemia, Myeloid, Acute/*pathology', 'Membrane Proteins/*analysis']",1988/02/01 00:00,1988/02/01 00:01,['1988/02/01 00:00'],"['1988/02/01 00:00 [pubmed]', '1988/02/01 00:01 [medline]', '1988/02/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1988 Feb;51(1):45-58.,,,,,,,
3164536,NLM,MEDLINE,19880801,20151119,0041-1345 (Print) 0041-1345 (Linking),20,3 Suppl 3,1988 Jun,Cyclosporine A and acute T cell leukemia in the rat.,900-12,,"['Smart, L M', 'Forrest, E H', 'Whiting, P H', 'Davidson, R J', 'Thomson, A W']","['Smart LM', 'Forrest EH', 'Whiting PH', 'Davidson RJ', 'Thomson AW']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Transplant Proc,Transplantation proceedings,0243532,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Neoplasm)', '0 (Cyclosporins)']",IM,"['Animals', 'Antibodies, Monoclonal', 'Antigens, Neoplasm/analysis', 'Cell Division/drug effects', 'Cyclosporins/*pharmacology', 'Kidney/pathology/physiopathology', 'Leukemia, Lymphoid/*pathology/physiopathology', 'Leukocytes, Mononuclear/classification', 'Neoplasm Transplantation', 'Rats']",1988/06/01 00:00,1988/06/01 00:01,['1988/06/01 00:00'],"['1988/06/01 00:00 [pubmed]', '1988/06/01 00:01 [medline]', '1988/06/01 00:00 [entrez]']",ppublish,Transplant Proc. 1988 Jun;20(3 Suppl 3):900-12.,"['Department of Pathology, University of Aberdeen, Scotland.']",,,,,,
