PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,TT,SI,PMC,OID,OTO,OT,GN,OAB,OABL,AD,RF
6804495,NLM,MEDLINE,19820708,20190606,0021-9738 (Print) 0021-9738 (Linking),69,4,1982 Apr,Studies of the transferrin receptor on both human reticulocytes and nucleated human cells in culture: comparison of factors regulating receptor density.,853-65,"The transferrin receptor, present on reticulocytes and nucleated cells in tissue culture, has been measured with both immunoassay techniques and transferrin binding studies. The total cellular immunoreactive receptor is rapidly lost from erythrocytes during the process of reticulocyte maturation (from as many as 400,000 molecules to <20,000 molecules/reticulocyte). This event parallels the loss of cell surface transferrin binding sites and RNA content, and correlates with previous studies that have measured the decline in hemoglobin synthesis.Nonhemoglobin-producing normal human fibroblasts, which appear to have a much lower iron requirement than reticulocytes, contain similar numbers of immunoreactive receptors per cell (400,000 receptor molecules), when in an active state of proliferation. Although receptor density on fibroblasts is directly related to cell proliferation, our studies demonstrate that nonproliferating fibroblasts still retain significant numbers of immunoreactive receptors (150,000 molecules/cell) and transferrin binding sites. Since additional studies indicate that proliferating cells have increased iron uptake, a simple hypothesis would predict that the parallel increase in transferrin binding sites and total cellular immunoreactive receptor associated with proliferation is related to an increased cellular iron requirement. However, the number of immunoreactive receptor molecules and transferrin binding sites is not changed when cells are grown in iron-deficient media, or in media with added transferrin-iron. This result and the lack of marked differences in receptor number on both hemoglobin-producing and nonhemoglobin-producing cells indicate that other factors besides receptor density play major roles in the regulation of cellular iron uptake, retention, and loss.","['Frazier, J L', 'Caskey, J H', 'Yoffe, M', 'Seligman, P A']","['Frazier JL', 'Caskey JH', 'Yoffe M', 'Seligman PA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Clin Invest,The Journal of clinical investigation,7802877,"['0 (Transferrin)', 'E1UOL152H7 (Iron)']",IM,"['Anemia, Sickle Cell/blood', 'Binding Sites', 'Cell Line', 'Cells, Cultured', 'Humans', 'Immunodiffusion', 'Immunosorbent Techniques', 'Iron/metabolism', 'Leukemia', 'Leukocytes/*metabolism', 'Reticulocytes/*metabolism', 'Skin', 'Transferrin/*metabolism']",1982/04/01 00:00,1982/04/01 00:01,['1982/04/01 00:00'],"['1982/04/01 00:00 [pubmed]', '1982/04/01 00:01 [medline]', '1982/04/01 00:00 [entrez]']",['10.1172/jci110525 [doi]'],ppublish,J Clin Invest. 1982 Apr;69(4):853-65. doi: 10.1172/jci110525.,['AM27039/AM/NIADDK NIH HHS/United States'],,,PMC370140,,,,,,,,
6804467,NLM,MEDLINE,19820722,20210831,0021-9258 (Print) 0021-9258 (Linking),257,11,1982 Jun 10,Stimulation of fluorescence in a small contact region between rat basophil leukemia cells and planar lipid membrane targets by coherent evanescent radiation.,6440-5,,"['Weis, R M', 'Balakrishnan, K', 'Smith, B A', 'McConnell, H M']","['Weis RM', 'Balakrishnan K', 'Smith BA', 'McConnell HM']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,J Biol Chem,The Journal of biological chemistry,2985121R,"['0 (Antibodies, Monoclonal)', '0 (Dinitrophenols)', '0 (Fluoresceins)', '0 (Fluorescent Dyes)', '0 (Haptens)', '0 (Liposomes)', '0 (Thiocyanates)', '37341-29-0 (Immunoglobulin E)', 'I223NX31W9 (Fluorescein-5-isothiocyanate)']",IM,"['Animals', 'Antibodies, Monoclonal', 'Basophils/immunology', 'Cell Membrane/immunology', 'Dinitrophenols', 'Fluorescein-5-isothiocyanate', 'Fluoresceins', 'Fluorescent Antibody Technique', 'Fluorescent Dyes', '*Haptens', 'Hybridomas/immunology', '*Immunoglobulin E', 'Leukemia, Experimental/*immunology', '*Liposomes', 'Rats', 'Thiocyanates']",1982/06/10 00:00,1982/06/10 00:01,['1982/06/10 00:00'],"['1982/06/10 00:00 [pubmed]', '1982/06/10 00:01 [medline]', '1982/06/10 00:00 [entrez]']",['S0021-9258(20)65161-4 [pii]'],ppublish,J Biol Chem. 1982 Jun 10;257(11):6440-5.,,,,,,,,,,,,
6804296,NLM,MEDLINE,19820719,20141003,0016-450X (Print) 0016-450X (Linking),72,6,1981 Dec,Antitumor activity of 7-n-(p-hydroxyphenyl)-mitomycin C in experimental tumor systems.,944-9,"The antitumor activity of 7-N-(p-hydroxyphenyl)-mitomycin C (M-83) was compared with that of mitomycin C (MMC) in rodent tumor systems. M-83 exhibited more potent activity than MMC against the ascitic form of lymphocytic leukemia P388 and fibrosarcoma Meth 1, and doses of over 5 mg/kg of M-83 (1/6 LD50) resulted in some 60-day survivors. The chemotherapeutic ratio (optimal dose/MED) of M-83 was around 64 and was estimated to be approximately 5 to 8 times higher than that of MMC. Upon intravenous administration, M-83 also gave a better survival and showed a higher chemotherapeutic ratio than MMC against intravenously implanted P388. M-83 inhibited the growth of solid form of sarcoma 180 to the same extent as MMC at an equivalent dose, but showed a higher safety margin than MMC. M-83 was as effective as MMC against Lewis lung carcinoma at dose levels giving the same degree of toxicity. In vitro studies on tumor growth inhibition demonstrated that the cytotoxic effects of M-83 against leukemia P388 and fibrosarcoma Meth 1 cells were similar to and stronger than those of MMC, respectively.","['Imai, R', 'Morimoto, M', 'Marumo, H', 'Kobayashi, T', 'Tsuruo, T', 'Inaba, M', 'Tsukagoshi, S', 'Sakurai, Y']","['Imai R', 'Morimoto M', 'Marumo H', 'Kobayashi T', 'Tsuruo T', 'Inaba M', 'Tsukagoshi S', 'Sakurai Y']",['eng'],"['Comparative Study', 'Journal Article']",Japan,Gan,Gan,0151745,"['0 (Mitomycins)', '50SG953SK6 (Mitomycin)', '70343-57-6 (7-N-(4-hydroxyphenyl)mitomycin C)']",IM,"['Animals', 'Carcinoma/drug therapy', 'Dose-Response Relationship, Drug', 'Drug Evaluation, Preclinical', 'Fibrosarcoma/drug therapy', 'Leukemia P388/drug therapy', 'Lung Neoplasms/drug therapy', 'Male', 'Mice', 'Mice, Inbred Strains', 'Mitomycin', 'Mitomycins/administration & dosage/*therapeutic use', 'Neoplasms, Experimental/*drug therapy', 'Sarcoma 180/drug therapy']",1981/12/01 00:00,1981/12/01 00:01,['1981/12/01 00:00'],"['1981/12/01 00:00 [pubmed]', '1981/12/01 00:01 [medline]', '1981/12/01 00:00 [entrez]']",,ppublish,Gan. 1981 Dec;72(6):944-9.,,,,,,,,,,,,
6804089,NLM,MEDLINE,19820722,20131121,0008-5472 (Print) 0008-5472 (Linking),42,6,1982 Jun,Resistance to L1210 mouse leukemia cells in moderately protein-malnourished BALB/c mice treated in vivo with thymosin fraction V.,2139-45,"Moderate protein malnutrition retarded the i.p. proliferation of L1210 mouse leukemia cells in BALB/c mice. The increased resistance against leukemia cell growth in protein-malnourished mice was correlated with increased in vitro mitogenic responsiveness of spleen lymphocytes to phytohemagglutinin and increased levels of serum corticosterone but could not be correlated with altered development of splenic lymphocyte-mediated cytotoxicity. The increased resistance against leukemia cells in well-fed mice treated with thymosin alone could not be correlated with an increase in any of these parameters. Treatment with Thymosin Fraction V further increased the resistance of protein-malnourished mice to i.p. leukemia cell growth. The increased resistance of these mice to tumor cell growth was correlated with increased splenic lymphocyte mitogenic responsiveness to phytohemagglutinin, elevated serum corticosterone levels, and a slight increase in lymphocyte-mediated cytotoxicity 14 days after tumor challenge. For 7 days after the last treatment, protein-malnourished mice had reduced serum corticosterone levels. Nevertheless, the serum corticosterone levels were still higher than normal in these mice.","['Petro, T M', 'Watson, R R']","['Petro TM', 'Watson RR']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Thymus Hormones)', '0 (thymosin fraction 5)', '61512-21-8 (Thymosin)', 'W980KJ009P (Corticosterone)']",IM,"['Animals', 'Corticosterone/blood', 'Cytotoxicity, Immunologic', 'Female', 'Leukemia L1210/complications/*immunology', 'Lymphocytes/drug effects/immunology', 'Mice', 'Mice, Inbred BALB C', 'Protein-Energy Malnutrition/complications/*immunology', 'Thymosin/analogs & derivatives/*pharmacology', 'Thymus Hormones/*pharmacology']",1982/06/01 00:00,1982/06/01 00:01,['1982/06/01 00:00'],"['1982/06/01 00:00 [pubmed]', '1982/06/01 00:01 [medline]', '1982/06/01 00:00 [entrez]']",,ppublish,Cancer Res. 1982 Jun;42(6):2139-45.,,,,,,,,,,,,
6804061,NLM,MEDLINE,19820719,20181130,0376-2491 (Print) 0376-2491 (Linking),61,9,1981 Sep,[Intrathecal injection of harringtonine and homoharringtonine in treating central nervous system leukemia--clinical analysis of 26 cases (author's transl)].,530-2,,"['Hou, C H', 'Zhang, Z Y']","['Hou CH', 'Zhang ZY']",['chi'],['Journal Article'],China,Zhonghua Yi Xue Za Zhi,Zhonghua yi xue za zhi,7511141,"['0 (Alkaloids)', '0 (Harringtonines)', '6FG8041S5B (Homoharringtonine)']",IM,"['Adolescent', 'Adult', 'Alkaloids/*therapeutic use', 'Brain Neoplasms/*drug therapy', 'Child', 'Child, Preschool', 'Female', 'Harringtonines/administration & dosage/*therapeutic use', 'Homoharringtonine', 'Humans', 'Injections, Spinal', 'Leukemia/*drug therapy', 'Male', 'Middle Aged']",1981/09/01 00:00,1981/09/01 00:01,['1981/09/01 00:00'],"['1981/09/01 00:00 [pubmed]', '1981/09/01 00:01 [medline]', '1981/09/01 00:00 [entrez]']",,ppublish,Zhonghua Yi Xue Za Zhi. 1981 Sep;61(9):530-2.,,,,,,,,,,,,
6804035,NLM,MEDLINE,19820722,20190913,0007-9235 (Print) 0007-9235 (Linking),32,3,1982 May-Jun,Altered coagulability in cancer patients.,162-72,,"['Caprini, J A', 'Sener, S F']","['Caprini JA', 'Sener SF']",['eng'],['Journal Article'],United States,CA Cancer J Clin,CA: a cancer journal for clinicians,0370647,['0 (Anticoagulants)'],IM,"['Animals', 'Anticoagulants/therapeutic use', 'Blood Coagulation', 'Blood Coagulation Disorders/*complications/diagnosis', 'Disseminated Intravascular Coagulation/complications/diagnosis/drug therapy', 'Humans', 'Leukemia/complications', 'Neoplasms/blood/*complications/drug therapy', 'Rats']",1982/05/01 00:00,1982/05/01 00:01,['1982/05/01 00:00'],"['1982/05/01 00:00 [pubmed]', '1982/05/01 00:01 [medline]', '1982/05/01 00:00 [entrez]']",['10.3322/canjclin.32.3.162 [doi]'],ppublish,CA Cancer J Clin. 1982 May-Jun;32(3):162-72. doi: 10.3322/canjclin.32.3.162.,,,,,,,,,,,,
6803986,NLM,MEDLINE,19820722,20190501,0267-0623 (Print) 0267-0623 (Linking),284,6326,1982 May 8,Should leukaemic children visit the zoo?,1378,,"['Appleby, G A']",['Appleby GA'],['eng'],"['Case Reports', 'Journal Article']",England,Br Med J (Clin Res Ed),British medical journal (Clinical research ed.),8302911,,IM,"['Animals', '*Animals, Zoo', 'Child', 'Humans', 'Leukemia, Lymphoid/*complications', 'Listeriosis/*complications', 'Male']",1982/05/08 00:00,1982/05/08 00:01,['1982/05/08 00:00'],"['1982/05/08 00:00 [pubmed]', '1982/05/08 00:01 [medline]', '1982/05/08 00:00 [entrez]']",['10.1136/bmj.284.6326.1378 [doi]'],ppublish,Br Med J (Clin Res Ed). 1982 May 8;284(6326):1378. doi: 10.1136/bmj.284.6326.1378.,,,,PMC1498293,,,,,,,,
6803965,NLM,MEDLINE,19820719,20190501,0267-0623 (Print) 0267-0623 (Linking),284,6325,1982 May 1,Hypoparathyroidism and hypocalcaemia during treatment for acute leukaemia.,1334,,"['Connell, J M']",['Connell JM'],['eng'],"['Case Reports', 'Letter']",England,Br Med J (Clin Res Ed),British medical journal (Clinical research ed.),8302911,"['0 (Gentamicins)', 'I38ZP9992A (Magnesium)', 'RWP5GA015D (Potassium)']",IM,"['Female', 'Gentamicins/adverse effects', 'Homeostasis/drug effects', 'Humans', 'Magnesium/*blood', 'Middle Aged', 'Potassium/*blood']",1982/05/01 00:00,1982/05/01 00:01,['1982/05/01 00:00'],"['1982/05/01 00:00 [pubmed]', '1982/05/01 00:01 [medline]', '1982/05/01 00:00 [entrez]']",['10.1136/bmj.284.6325.1334-a [doi]'],ppublish,Br Med J (Clin Res Ed). 1982 May 1;284(6325):1334. doi: 10.1136/bmj.284.6325.1334-a.,,,,PMC1498183,,,,,,,,
6803909,NLM,MEDLINE,19820722,20190501,0267-0623 (Print) 0267-0623 (Linking),284,6324,1982 Apr 24,Short-term treatment for acute myelogenous leukaemia.,1221-4,"Short-term treatment with doxorubicin, cytarabine, and 6-thioguanine was given to 91 consecutive adults with acute myelogenous leukaemia. Fifty patients received high doses (regimen I) and 41 very high doses (regimen II). Where possible, six treatment cycles were given (total dose of doxorubicin 450 mg/m2) regardless of the number of cycles required to achieve complete remission. No additional treatment was given. The remission rate was significantly higher with regimen I than with regimen II (34/50 compared with 15/41, p less than 0.01), the latter, more intensive regimen being associated with a greater incidence of fatal infection (13/41 compared with 5/50, p less than 0.01). Duration of remission was, however, significantly longer with regimen II (p less than 0.05); the median has not yet been reached after a minimum follow-up of two years. Intensive short-term treatment is a feasible strategy for the treatment of acute myelogenous leukaemia.","['Bell, R', 'Rohatiner, A Z', 'Slevin, M L', 'Ford, J M', 'Dhaliwal, H S', 'Henry, G', 'Birkhead, B G', 'Amess, J A', 'Malpas, J S', 'Lister, T A']","['Bell R', 'Rohatiner AZ', 'Slevin ML', 'Ford JM', 'Dhaliwal HS', 'Henry G', 'Birkhead BG', 'Amess JA', 'Malpas JS', 'Lister TA']",['eng'],"['Clinical Trial', 'Controlled Clinical Trial', 'Journal Article']",England,Br Med J (Clin Res Ed),British medical journal (Clinical research ed.),8302911,"['04079A1RDZ (Cytarabine)', '80168379AG (Doxorubicin)', 'FTK8U1GZNX (Thioguanine)']",IM,"['Adolescent', 'Adult', 'Aged', 'Cytarabine/*administration & dosage/therapeutic use', 'Doxorubicin/*administration & dosage/therapeutic use', 'Drug Administration Schedule', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy/mortality', 'Male', 'Middle Aged', 'Thioguanine/*administration & dosage/therapeutic use']",1982/04/24 00:00,1982/04/24 00:01,['1982/04/24 00:00'],"['1982/04/24 00:00 [pubmed]', '1982/04/24 00:01 [medline]', '1982/04/24 00:00 [entrez]']",['10.1136/bmj.284.6324.1221 [doi]'],ppublish,Br Med J (Clin Res Ed). 1982 Apr 24;284(6324):1221-4. doi: 10.1136/bmj.284.6324.1221.,,,,PMC1498139,,,,,,,,
6803793,NLM,MEDLINE,19820621,20190612,0006-291X (Print) 0006-291X (Linking),104,3,1982 Feb 11,"The lipoxygenase product, 5-hydroperoxy-arachidonic acid, augments chemotactic peptide-stimulated arachidonic acid release from HL60 granulocytes.",874-81,,"['Siegel, M I', 'McConnell, R T', 'Bonser, R W', 'Cuatrecasas, P']","['Siegel MI', 'McConnell RT', 'Bonser RW', 'Cuatrecasas P']",['eng'],['Journal Article'],United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,"['0 (Arachidonic Acids)', '0 (Leukotrienes)', '0 (Oligopeptides)', '27YG812J1I (Arachidonic Acid)', '37H9VM9WZL (Calcimycin)', '71901-21-8 (F-chemotactic peptide)', '74581-83-2 (arachidonic acid 5-hydroperoxide)']",IM,"['Arachidonic Acid', 'Arachidonic Acids/*blood/*pharmacology', 'Calcimycin/pharmacology', 'Cell Line', 'Chemotaxis, Leukocyte/*drug effects', 'Granulocytes/*metabolism', 'Humans', 'Leukemia, Myeloid/*metabolism', '*Leukotrienes', 'Oligopeptides/*pharmacology']",1982/02/11 00:00,1982/02/11 00:01,['1982/02/11 00:00'],"['1982/02/11 00:00 [pubmed]', '1982/02/11 00:01 [medline]', '1982/02/11 00:00 [entrez]']","['0006-291X(82)91330-4 [pii]', '10.1016/0006-291x(82)91330-4 [doi]']",ppublish,Biochem Biophys Res Commun. 1982 Feb 11;104(3):874-81. doi: 10.1016/0006-291x(82)91330-4.,,,,,,,,,,,,
6803361,NLM,MEDLINE,19820621,20180524,0093-7754 (Print) 0093-7754 (Linking),9,1,1982 Mar,Second malignancies associated with chemotherapeutic agents.,131-42,,"['Kyle, R A']",['Kyle RA'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Semin Oncol,Seminars in oncology,0420432,['0 (Antineoplastic Agents)'],IM,"['Adult', 'Aged', 'Antineoplastic Agents/*adverse effects', 'Breast Neoplasms/drug therapy', 'Female', 'Hodgkin Disease/drug therapy', 'Humans', 'Leukemia/*chemically induced/pathology', 'Lymphoma/*chemically induced/drug therapy/pathology', 'Male', 'Middle Aged', 'Multiple Myeloma/chemically induced/drug therapy/pathology', 'Neoplasms, Multiple Primary/pathology', 'Time Factors', 'Waldenstrom Macroglobulinemia/drug therapy']",1982/03/01 00:00,1982/03/01 00:01,['1982/03/01 00:00'],"['1982/03/01 00:00 [pubmed]', '1982/03/01 00:01 [medline]', '1982/03/01 00:00 [entrez]']",['0093-7754(82)90013-6 [pii]'],ppublish,Semin Oncol. 1982 Mar;9(1):131-42.,"['CA-16835/CA/NCI NIH HHS/United States', 'CA-4646/CA/NCI NIH HHS/United States']",,,,,,,,,,,
6803296,NLM,MEDLINE,19820614,20071115,0033-8419 (Print) 0033-8419 (Linking),143,2,1982 May,Multiple remissions induced by mediastinal irradiation in a patient with chronic lymphocytic leukemia.,549-50,,"['Novetsky, A D', 'Garner, L B', 'Lichter, S M']","['Novetsky AD', 'Garner LB', 'Lichter SM']",['eng'],"['Case Reports', 'Journal Article']",United States,Radiology,Radiology,0401260,['0 (Cobalt Radioisotopes)'],IM,"['Aged', 'Cobalt Radioisotopes', 'Female', 'Humans', 'Leukemia, Lymphoid/blood/*radiotherapy', 'Mediastinum', 'Radiotherapy, High-Energy', 'Thymus Gland/radiation effects']",1982/05/01 00:00,1982/05/01 00:01,['1982/05/01 00:00'],"['1982/05/01 00:00 [pubmed]', '1982/05/01 00:01 [medline]', '1982/05/01 00:00 [entrez]']",['10.1148/radiology.143.2.6803296 [doi]'],ppublish,Radiology. 1982 May;143(2):549-50. doi: 10.1148/radiology.143.2.6803296.,,,,,,,,,,,,
6803260,NLM,MEDLINE,19820624,20071115,0031-6997 (Print) 0031-6997 (Linking),34,1,1982 Mar,Expression and dynamics of membrane immunoglobulins.,65-72,,"['Pernis, B', 'Roth, P']","['Pernis B', 'Roth P']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Pharmacol Rev,Pharmacological reviews,0421737,"['0 (Antibodies, Anti-Idiotypic)', '0 (Immunoglobulin D)', '0 (Immunoglobulin Heavy Chains)', '0 (Immunoglobulin Light Chains)', '0 (Immunoglobulin M)', '0 (Receptors, Antigen, B-Cell)', '0 (Receptors, Immunologic)']",IM,"['Aging', 'Animals', 'Antibodies, Anti-Idiotypic', 'Antibody Specificity', 'B-Lymphocytes/physiology', 'Cell Differentiation', 'Cell Line', 'Humans', 'Immunoglobulin D/physiology', 'Immunoglobulin Heavy Chains/physiology', 'Immunoglobulin Light Chains/physiology', 'Immunoglobulin M/physiology', 'Leukemia, Lymphoid/immunology', 'Organ Specificity', 'Receptors, Antigen, B-Cell/genetics/*physiology', 'Receptors, Immunologic/physiology', 'Waldenstrom Macroglobulinemia/immunology']",1982/03/01 00:00,1982/03/01 00:01,['1982/03/01 00:00'],"['1982/03/01 00:00 [pubmed]', '1982/03/01 00:01 [medline]', '1982/03/01 00:00 [entrez]']",,ppublish,Pharmacol Rev. 1982 Mar;34(1):65-72.,['R01 AI 14398/AI/NIAID NIH HHS/United States'],,,,,,,,,,,162
6803081,NLM,MEDLINE,19820624,20131121,0302-2137 (Print) 0302-2137 (Linking),59,5-6,1981 Dec,Use of polyamine antimetabolites in experimental tumours and in human leukemia.,448-57,,"['Janne, J', 'Alhonen-Hongisto, L', 'Seppanen, P', 'Siimes, M']","['Janne J', 'Alhonen-Hongisto L', 'Seppanen P', 'Siimes M']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",Finland,Med Biol,Medical biology,0417300,"['0 (Antimetabolites, Antineoplastic)', '0 (Polyamines)', 'E524N2IXA3 (Ornithine)', 'OD5Q0L447W (Mitoguazone)', 'ZQN1G5V6SR (Eflornithine)']",IM,"['Animals', 'Antimetabolites, Antineoplastic/*therapeutic use', 'Drug Administration Schedule', 'Drug Therapy, Combination', 'Eflornithine', 'Humans', 'Leukemia/*drug therapy', 'Mitoguazone/pharmacology/therapeutic use', 'Neoplasms, Experimental/*drug therapy', 'Ornithine/analogs & derivatives/pharmacology/therapeutic use', 'Polyamines/*biosynthesis']",1981/12/01 00:00,1981/12/01 00:01,['1981/12/01 00:00'],"['1981/12/01 00:00 [pubmed]', '1981/12/01 00:01 [medline]', '1981/12/01 00:00 [entrez]']",,ppublish,Med Biol. 1981 Dec;59(5-6):448-57.,,,,,,,,,,,,44
6803071,NLM,MEDLINE,19820621,20190825,0145-2126 (Print) 0145-2126 (Linking),6,1,1982,The oncostatic effect of methyl-CCNU on various experimental lymphoreticular neoplasms.,89-95,"Studies on the chemotherapeutic potential of methyl-CCNU on experimental leukemias were undertaken. A number of murine transplantable in vivo lines (chemical carcinogen-induced T and B leukemias; radiation- and viral-induced T leukemias of C57BL/6, C3H/eb and SJL/J origin; radiation-induced myeloid leukemias and spontaneous reticulum cell neoplasms of SJL/J mine) were used in these studies. The optimal dose of methyl-CCNU and optimal timing of administration were extensively investigated on two sample lines of T cell leukemias of C57BL/6 mice. Leukemic cell eradication could be achieved in almost all of the different leukemias treated, irrespective of whether induction was brought about by chemical or physical means or due to a viral leukemogenic agent. Studies undertaken to elucidate the effect of methyl-CCNU on the establishment of preleukemic cells following induction of leukemia by the radiation leukemia virus (RadLV) or by total body irradiation, indicated the oncostatic effect of methyl-CCNU on early preleukemic cells.","['Peled, A', 'Perk, K', 'Haran-Ghera, N', 'Chirigos, M A']","['Peled A', 'Perk K', 'Haran-Ghera N', 'Chirigos MA']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",England,Leuk Res,Leukemia research,7706787,"['0 (Nitrosourea Compounds)', '13909-09-6 (Semustine)', '57-97-6 (9,10-Dimethyl-1,2-benzanthracene)']",IM,"['9,10-Dimethyl-1,2-benzanthracene', 'Animals', 'Blood Cell Count', 'Body Weight', 'Drug Administration Schedule', 'Drug Evaluation, Preclinical', 'Female', 'Hematocrit', 'Leukemia, Experimental/*drug therapy/etiology', 'Leukemia, Radiation-Induced/drug therapy', 'Mice', 'Mice, Inbred Strains', 'Nitrosourea Compounds/*therapeutic use', 'Precancerous Conditions/*drug therapy/etiology', 'Retroviridae', 'Semustine/*therapeutic use']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1016/0145-2126(82)90047-9 [doi]'],ppublish,Leuk Res. 1982;6(1):89-95. doi: 10.1016/0145-2126(82)90047-9.,,,,,,,,,,,,
6803010,NLM,MEDLINE,19820624,20061115,0485-1439 (Print) 0485-1439 (Linking),22,11,1981 Nov,[Juvenile chronic myelogenous leukemia in a seven-year-old boy with normal red cell carbonic anhydrase activity--a case report (author's transl)].,1801-8,,"['Iwata, N', 'Tokue, Y', 'Shinonome, S', 'Miyawaki, S', 'Miyao, S', 'Omine, M', 'Tsuchiya, J', 'Markawa, T']","['Iwata N', 'Tokue Y', 'Shinonome S', 'Miyawaki S', 'Miyao S', 'Omine M', 'Tsuchiya J', 'Markawa T']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,['EC 4.2.1.1 (Carbonic Anhydrases)'],IM,"['Carbonic Anhydrases/*blood', 'Child', 'Erythrocytes/*enzymology', 'Humans', 'Leukemia, Myeloid/blood/*enzymology', 'Male']",1981/11/01 00:00,1981/11/01 00:01,['1981/11/01 00:00'],"['1981/11/01 00:00 [pubmed]', '1981/11/01 00:01 [medline]', '1981/11/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1981 Nov;22(11):1801-8.,,,,,,,,,,,,
6803008,NLM,MEDLINE,19820624,20061115,0485-1439 (Print) 0485-1439 (Linking),22,11,1981 Nov,[Application of central venous access and intravenous hyperalimentation to the management of patients with hematological malignancy (author's transl)].,1720-8,,"['Ohtake, S', 'Yamamura, M', 'Odaka, K', 'Teshima, H', 'Shiobara, S', 'Kobayashi, S', 'Matsue, K', 'Ishino, C', 'Yoshida, T', 'Funada, H', 'Nakamura, S', 'Hattori, K', 'Harada, M']","['Ohtake S', 'Yamamura M', 'Odaka K', 'Teshima H', 'Shiobara S', 'Kobayashi S', 'Matsue K', 'Ishino C', 'Yoshida T', 'Funada H', 'Nakamura S', 'Hattori K', 'Harada M']",['jpn'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Anemia, Aplastic/therapy', 'Bone Marrow Transplantation', 'Catheterization/*methods', 'Humans', 'Leukemia/*therapy', 'Parenteral Nutrition/*methods', 'Parenteral Nutrition, Total/*methods', 'Veins']",1981/11/01 00:00,1981/11/01 00:01,['1981/11/01 00:00'],"['1981/11/01 00:00 [pubmed]', '1981/11/01 00:01 [medline]', '1981/11/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1981 Nov;22(11):1720-8.,,,,,,,,,,,,
6802964,NLM,MEDLINE,19820614,20190511,0449-3060 (Print) 0449-3060 (Linking),22,4,1981 Dec,An alkaline separation method for detection of small amount of DNA damage.,415-24,,"['Sakai, K', 'Okada, S']","['Sakai K', 'Okada S']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,J Radiat Res,Journal of radiation research,0376611,"['0 (DNA, Neoplasm)', '56-57-5 (4-Nitroquinoline-1-oxide)', '9H154DI0UP (Ethyl Methanesulfonate)']",IM,"['4-Nitroquinoline-1-oxide/pharmacology', 'Animals', 'Cells, Cultured/drug effects/radiation effects', 'DNA Repair', 'DNA, Neoplasm/*radiation effects', 'Dose-Response Relationship, Drug', 'Dose-Response Relationship, Radiation', 'Ethyl Methanesulfonate/pharmacology', 'Leukemia L5178', 'Methods', 'Mice']",1981/12/01 00:00,1981/12/01 00:01,['1981/12/01 00:00'],"['1981/12/01 00:00 [pubmed]', '1981/12/01 00:01 [medline]', '1981/12/01 00:00 [entrez]']",['10.1269/jrr.22.415 [doi]'],ppublish,J Radiat Res. 1981 Dec;22(4):415-24. doi: 10.1269/jrr.22.415.,,,,,,,,,,,,
