PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,CIN,RF,CON,GR,GS,TT,SI,PMC,EIN,RIN,OID,OAB,OABL,OTO,OT,GN,SFM,CN
8099731,NLM,MEDLINE,19930715,20061115,,35,1,1993 Feb,Autologous stem cell transplantation versus chemotherapy for adult patients with acute myeloid leukemia in first remission: the BGMT Group experience.,17-9,"The BGMT 87 study was designed to compare prospectively Allogeneic Bone Marrow Transplantation (AlloBMT), Autologous Stem Cell Transplantation (ASCT) and Chemotherapy (CT). Of the patients who could not undergo AlloBMT and were still in remission after two cycles of intensive CT were randomized for ASCT (n = 39) or CT (n = 38). The actuarial risk of relapse was 48.7 +/- 8.8% (95% ci) in the ASCT group and 61.1 +/- 8.4% (95% ci) in the CT group (p = NS). The estimated chance of surviving without disease at three years was similar in both groups (48.3 +/- 8.5% versus 38.9 +/- 8.4; p = NS).","['Reiffers, J', 'Stoppa, A M', 'Attal, M', 'Michallet, M', 'Marit, G', 'Blaise, D', 'Huguet, F', 'Corront, B', 'Cony-Makhoul, P', 'Montastruc, M']","['Reiffers J', 'Stoppa AM', 'Attal M', 'Michallet M', 'Marit G', 'Blaise D', 'Huguet F', 'Corront B', 'Cony-Makhoul P', 'Montastruc M', 'et al.']","[""Service d'Hematologie, Hopital Haut-Leveque, Pessac, France.""]",['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Multicenter Study', 'Randomized Controlled Trial']",Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,IM,"['Actuarial Analysis', 'Acute Disease', 'Adolescent', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', '*Bone Marrow Transplantation', 'Combined Modality Therapy', 'Female', '*Hematopoietic Stem Cell Transplantation', 'Humans', 'Leukemia, Myeloid/*therapy', 'Male', 'Middle Aged', 'Prospective Studies', 'Remission Induction', 'Survival Analysis', 'Transplantation, Autologous', 'Transplantation, Homologous']",1993/02/01 00:00,1993/02/01 00:01,['1993/02/01 00:00'],"['1993/02/01 00:00 [pubmed]', '1993/02/01 00:01 [medline]', '1993/02/01 00:00 [entrez]']",,ppublish,Nouv Rev Fr Hematol. 1993 Feb;35(1):17-9.,,,,,,,,,,,,,,,,,,,
8099730,NLM,MEDLINE,19930715,20131121,,35,1,1993 Feb,2-Chlorodeoxyadenosine in haematological malignancies.,13-4,"Hereditary adenosine deaminase deficiency results in failure of the lymphocyte development. This occurs because of the accumulation of deoxyadenosine nucleotides. 2-chlorodeoxyadenosine (2CdA) resists the action of adenosine deaminase and accumulates in cells. In doses of 0.1 mg/kg/day given for seven days, 2CdA manifests low toxicity and has been found to be effective in patients with hairy cell leukemia, chronic lymphocytic leukemia, low grade lymphoma and acute myeloid leukemia. 2CdA appears like a very promising drug in these indications.","['Castaigne, S']",['Castaigne S'],"[""Service d'Hematologie Adulte, Hopital Saint-Louis, Paris, France.""]",['eng'],"['Journal Article', 'Review']",Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,IM,"['Cladribine/*therapeutic use', 'Humans', 'Leukemia/*drug therapy', 'Lymphoma/*drug therapy']",1993/02/01 00:00,1993/02/01 00:01,['1993/02/01 00:00'],"['1993/02/01 00:00 [pubmed]', '1993/02/01 00:01 [medline]', '1993/02/01 00:00 [entrez]']",,ppublish,Nouv Rev Fr Hematol. 1993 Feb;35(1):13-4.,['47M74X9YT5 (Cladribine)'],,9,,,,,,,,,,,,,,,,
8099677,NLM,MEDLINE,19930709,20190611,0140-6736 (Print) 0140-6736 (Linking),341,8860,1993 Jun 19,Increased serum tumour necrosis factor during transient remission in acute leukaemia.,1600,,"['Jimemez, C', 'Ribera, J M', 'Abad, E', 'Pintos, G', 'Milla, F', 'Junca, J', 'Feliu, E']","['Jimemez C', 'Ribera JM', 'Abad E', 'Pintos G', 'Milla F', 'Junca J', 'Feliu E']",,['eng'],"['Case Reports', 'Letter']",England,Lancet,"Lancet (London, England)",2985213R,IM,"['Acute Disease', 'Aged', 'Bacteremia/complications', 'Female', 'Humans', 'Leukemia/*blood', 'Pneumonia/complications', 'Remission, Spontaneous', 'Staphylococcal Infections/complications', 'Staphylococcus epidermidis', 'Tumor Necrosis Factor-alpha/*analysis']",1993/06/19 00:00,1993/06/19 00:01,['1993/06/19 00:00'],"['1993/06/19 00:00 [pubmed]', '1993/06/19 00:01 [medline]', '1993/06/19 00:00 [entrez]']","['0140-6736(93)90739-4 [pii]', '10.1016/0140-6736(93)90739-4 [doi]']",ppublish,Lancet. 1993 Jun 19;341(8860):1600. doi: 10.1016/0140-6736(93)90739-4.,['0 (Tumor Necrosis Factor-alpha)'],,,,,,,,,,,,,,,,,,
8099647,NLM,MEDLINE,19930709,20190611,0140-6736 (Print) 0140-6736 (Linking),341,8860,1993 Jun 19,Chromosomal deletions in haematological malignancies.,1567-8,,"['Green, A R']",['Green AR'],"['Department of Haematology, University of Cambridge, UK.']",['eng'],"['Journal Article', 'Review']",England,Lancet,"Lancet (London, England)",2985213R,IM,"['*Chromosome Deletion', 'Genes, Tumor Suppressor/genetics', 'Humans', 'Leukemia/*genetics', 'Lymphoma/*genetics', 'Proto-Oncogenes/genetics']",1993/06/19 00:00,1993/06/19 00:01,['1993/06/19 00:00'],"['1993/06/19 00:00 [pubmed]', '1993/06/19 00:01 [medline]', '1993/06/19 00:00 [entrez]']","['0140-6736(93)90704-K [pii]', '10.1016/0140-6736(93)90704-k [doi]']",ppublish,Lancet. 1993 Jun 19;341(8860):1567-8. doi: 10.1016/0140-6736(93)90704-k.,,,14,,,,,,,,,,,,,,,,
8099530,NLM,MEDLINE,19930709,20190620,0008-543X (Print) 0008-543X (Linking),71,12,1993 Jun 15,Atypical human T-cell lymphotropic virus type-I-associated T-cell lymphoma in a low-prevalence Alaska Native population. Implications for disease surveillance.,4072-6,"An atypical case of adult T-cell leukemia/lymphoma (ATL) associated with human T-cell lymphotropic virus type I (HTLV-I) occurred in a 46-year-old Inupiat Eskimo man with no behavioral risk factors for HTLV-I infection. The case was characterized by lack of atypical circulating lymphocytes, hypercalcemia, and opportunistic infections; and by complete remission of the initial renal parenchymal lymphoma. The lymphoma cells had a helper T-cell (CD4) immunophenotype. Serum antibodies to HTLV I/II, detected by Western immunoblot, were identified in specimens collected 31 months before the onset of illness, at the time of diagnosis, and up to 37 months later, shortly before the patient's death. Polymerase chain reaction was used to identify HTLV-I DNA in peripheral blood mononuclear cells and in lymphoma in involved skin. Clinicians should be alert to sporadic cases of both atypical and classic ATL, even in populations in which the prevalence of HTLV-I infection is low.","['Davidson, M', 'Braziel, R M', 'Lairmore, M D', 'Jacobson, S', 'Sprott, J M', 'Tucker, S B', 'Levine, P H', 'Kaplan, J E']","['Davidson M', 'Braziel RM', 'Lairmore MD', 'Jacobson S', 'Sprott JM', 'Tucker SB', 'Levine PH', 'Kaplan JE']","['Arctic Investigations Program, National Center for Infectious Diseases, Centers for Disease Control and Prevention, Anchorage, AK 99501.']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer,Cancer,0374236,IM,"['Alaska', 'CD4-Positive T-Lymphocytes/pathology', 'DNA, Viral/analysis', 'Human T-lymphotropic virus 1/genetics', 'Humans', '*Inuits', 'Kidney Neoplasms/microbiology/*pathology', 'Leukemia-Lymphoma, Adult T-Cell/microbiology/*pathology', 'Male', 'Middle Aged', 'Population Surveillance', 'Prevalence', 'Skull Neoplasms/pathology', 'T-Lymphocytes, Helper-Inducer/pathology']",1993/06/15 00:00,1993/06/15 00:01,['1993/06/15 00:00'],"['1993/06/15 00:00 [pubmed]', '1993/06/15 00:01 [medline]', '1993/06/15 00:00 [entrez]']",['10.1002/1097-0142(19930615)71:12<4072::aid-cncr2820711244>3.0.co;2-o [doi]'],ppublish,Cancer. 1993 Jun 15;71(12):4072-6. doi: 10.1002/1097-0142(19930615)71:12<4072::aid-cncr2820711244>3.0.co;2-o.,"['0 (DNA, Viral)']",,,,,,,,,,,,,,,,,,
8099457,NLM,MEDLINE,19930707,20190920,0340-6075 (Print) 0340-6075 (Linking),63,4,1993,Evidence from molecular genetic and cytogenetic analyses that bone marrow histopathology is reliable in the diagnosis of chronic myeloproliferative disorders.,199-204,"The reliability of histopathological diagnosis in bone marrow specimens from patients with chronic myeloproliferative disorders (CMPD) was evaluated by correlating the histological findings with molecular genetic and cytogenetic analyses of the Ph1-translocation. A rearrangement of m-bcr was detected only in patients (28/30) diagnosed histologically as chronic myeloid leukemia (CML). This finding was supported by the presence of a Ph1-chromosome in 24/26 patients with CML examined. All the patients with other types of CMPD, including polycythemia vera (PV), primary thrombocythemia (PTH) and chronic megakaryocytic-granulocytic myelosis (CMGM), as well as those with unclassifiable CMPD (CMPD.UC) were Ph1-negative (n = 38). The histopathological discrimination of CML from Ph1-negative varieties of CMPD was also reliable for patients with myelofibrosis complicating CML, CMGM and CMPD.UC. The results demonstrate that bone marrow histopathology allows a reliable diagnosis of CML. This is in contrast with hematological data such as high platelet counts which show considerable overlapping in the various forms of CMPD.","['Werner, M', 'Kaloutsi, V', 'Kausche, F', 'Buhr, T', 'Georgii, A']","['Werner M', 'Kaloutsi V', 'Kausche F', 'Buhr T', 'Georgii A']","['Pathologisches Institut, Medizinischen Hochschule Hannover, Germany.']",['eng'],['Journal Article'],Germany,Virchows Arch B Cell Pathol Incl Mol Pathol,"Virchows Archiv. B, Cell pathology including molecular pathology",9316922,IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Bone Marrow/*pathology', 'Chronic Disease', 'Gene Rearrangement', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/genetics/pathology', 'Middle Aged', 'Myeloproliferative Disorders/*diagnosis/*genetics/pathology', 'Oncogene Proteins/genetics', 'Philadelphia Chromosome', '*Protein-Tyrosine Kinases', '*Proto-Oncogene Proteins', 'Proto-Oncogene Proteins c-bcr']",1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",['10.1007/BF02899262 [doi]'],ppublish,Virchows Arch B Cell Pathol Incl Mol Pathol. 1993;63(4):199-204. doi: 10.1007/BF02899262.,"['0 (Oncogene Proteins)', '0 (Proto-Oncogene Proteins)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.11.1 (BCR protein, human)', 'EC 2.7.11.1 (Proto-Oncogene Proteins c-bcr)']",,,,,['m-bcr'],,,,,,,,,,,,,
8099446,NLM,MEDLINE,19930707,20190501,0027-8424 (Print) 0027-8424 (Linking),90,11,1993 Jun 1,Potential role of phospholipase A2 in HL-60 cell differentiation to macrophages induced by protein kinase C activation.,4917-21,"2-Lysophosphatidylcholine and cis-unsaturated fatty acids such as linoleic and linolenic acids, which are the products of the hydrolysis of phosphatidylcholine catalyzed by phospholipase A2 (EC 3.1.1.4), significantly potentiate the differentiation of HL-60 cells to macrophages that is induced by either a membrane-permeant diacylglycerol or a phorbol ester. The cell differentiation was assayed by measuring the expression of CD11b, one of the cell surface markers of macrophages, and also by the appearance of phagocytic activity. Snake venom phospholipase A2 added directly to the cells is also active for this potentiation. Neither lysophosphatidylcholine, fatty acid, nor phospholipase A2 is active unless a membrane-permeant diacylglycerol or a phorbol ester is present. The results presented provide further evidence that activation of phospholipase A2 may be intimately related to the signal transduction pathway through protein kinase C.","['Asaoka, Y', 'Yoshida, K', 'Sasaki, Y', 'Nishizuka, Y']","['Asaoka Y', 'Yoshida K', 'Sasaki Y', 'Nishizuka Y']","['Biosignal Research Center, Kobe University, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Antigens, CD/analysis/metabolism', 'CD11 Antigens', 'Cell Differentiation/drug effects/*physiology', 'Cell Line', 'Enzyme Activation', 'Fatty Acids, Nonesterified/pharmacology', 'Kinetics', 'Leukemia, Promyelocytic, Acute', 'Linoleic Acid', 'Linoleic Acids/pharmacology', 'Lysophosphatidylcholines/pharmacology', 'Lysophospholipids/pharmacology', 'Macrophages/*cytology/enzymology', 'Phospholipases A/metabolism/*pharmacology', 'Phospholipases A2', 'Protein Kinase C/*metabolism', 'Tetradecanoylphorbol Acetate/pharmacology', 'Tumor Cells, Cultured']",1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",['10.1073/pnas.90.11.4917 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1993 Jun 1;90(11):4917-21. doi: 10.1073/pnas.90.11.4917.,"['0 (Antigens, CD)', '0 (CD11 Antigens)', '0 (Fatty Acids, Nonesterified)', '0 (Linoleic Acids)', '0 (Lysophosphatidylcholines)', '0 (Lysophospholipids)', '9KJL21T0QJ (Linoleic Acid)', 'EC 2.7.11.13 (Protein Kinase C)', 'EC 3.1.1.32 (Phospholipases A)', 'EC 3.1.1.4 (Phospholipases A2)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",,,,,,,,PMC46624,,,,,,,,,,
8099376,NLM,MEDLINE,19930702,20190825,0145-2126 (Print) 0145-2126 (Linking),17,6,1993 Jun,Autologous bone marrow transplantation for leukemia: monoclonal antibody-mediated purging of multidrug-resistant leukemia.,491-9,"Nine drug-resistant variants of human leukemic/lymphoma cell lines were evaluated for the expression of antigens which are commonly targeted in antibody-dependent purging protocols used for autologous bone marrow transplantation. Flow cytometry revealed that most drug-resistant variants differ in antigen expression from parental lines. Both epipodophyllotoxin-selected T-ALL variants tested expressed lower levels of CD5 than parental counterparts. In contrast, other antigens (CD7, CD3, CD4, CD8, CD38, CD9, CD10, CD24, CD19, CD20) were not consistently altered in drug-resistant variants. Drug-resistant cells were lysed as effectively as drug-sensitive cells by murine antibody and baby rabbit complement, but only when particular monoclonal antibodies or cocktails of monoclonal antibodies were utilized. Two of the nine drug-resistant variants proved to be more resistant than parental cells to antibody-dependent cell-mediated cytolysis (ADCC).","['Treichel, R S']",['Treichel RS'],"['Department of Biology, Oberlin College, OH 44074-1082.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,IM,"['ATP Binding Cassette Transporter, Subfamily B, Member 1', '*Antibodies, Monoclonal', 'Antigens, CD/*analysis', 'Bone Marrow Purging/*methods', '*Bone Marrow Transplantation', 'Carrier Proteins/analysis/metabolism', 'Cell Line', 'Cytotoxicity, Immunologic', '*Drug Resistance', 'Fluorescent Antibody Technique', 'Humans', 'Leukemia/*immunology/*surgery', 'Lymphoma/immunology', 'Membrane Glycoproteins/analysis/metabolism', 'Transplantation, Autologous', 'Tumor Cells, Cultured']",1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",['10.1016/0145-2126(93)90124-4 [doi]'],ppublish,Leuk Res. 1993 Jun;17(6):491-9. doi: 10.1016/0145-2126(93)90124-4.,"['0 (ATP Binding Cassette Transporter, Subfamily B, Member 1)', '0 (Antibodies, Monoclonal)', '0 (Antigens, CD)', '0 (Carrier Proteins)', '0 (Membrane Glycoproteins)']",,,,,,,,,,,,,,,,,,
8099375,NLM,MEDLINE,19930702,20190825,0145-2126 (Print) 0145-2126 (Linking),17,6,1993 Jun,Expression of dihydrofolate reductase and multidrug resistance genes in trimetrexate-resistant human leukemia cell lines.,483-90,"Exposure of MOLT-3 human leukemic cells in culture to a lipophilic antifolate, trimetrexate (TMQ), resulted in the development of sublines resistant to antifolates as well as to drugs related to multidrug resistance. The TMQ-resistant sublines had an increase in dihydrofolate reductase (DHFR) activity and overexpression of P-glycoprotein. In these sublines, neither the DHFR gene nor the MDR1 gene were amplified. In these cells, DHFR transcripts were also not overexpressed but DHFR protein was increased, indicative of translational or post-translational control of DHFR activity. In contrast, MDR1 transcripts were found to be overexpressed, in parallel with P-glycoprotein production. Therefore, increases in P-glycoprotein appear controlled at the transcriptional level. These data support evidence that TMQ produced two phenotypic changes independently: the former probably from folate deficiency and the latter from the lipophilic nature of the compound.","['Li, X K', 'Kobayashi, H', 'Holland, J F', 'Ohnuma, T']","['Li XK', 'Kobayashi H', 'Holland JF', 'Ohnuma T']","['Department of Neoplastic Diseases, Mount Sinai Medical Center, New York, NY 10029.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,IM,"['ATP Binding Cassette Transporter, Subfamily B, Member 1', 'Blotting, Northern', 'Blotting, Southern', 'Carrier Proteins/analysis/*genetics', 'Cell Line', 'Clone Cells', 'DNA, Neoplasm/genetics/isolation & purification', 'Drug Resistance/*genetics', 'Humans', 'Membrane Glycoproteins/analysis/*genetics', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma', 'RNA, Neoplasm/genetics/isolation & purification', 'Tetrahydrofolate Dehydrogenase/analysis/*genetics', 'Trimetrexate/*pharmacology', 'Tumor Cells, Cultured']",1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",['10.1016/0145-2126(93)90123-3 [doi]'],ppublish,Leuk Res. 1993 Jun;17(6):483-90. doi: 10.1016/0145-2126(93)90123-3.,"['0 (ATP Binding Cassette Transporter, Subfamily B, Member 1)', '0 (Carrier Proteins)', '0 (DNA, Neoplasm)', '0 (Membrane Glycoproteins)', '0 (RNA, Neoplasm)', 'EC 1.5.1.3 (Tetrahydrofolate Dehydrogenase)', 'UPN4ITI8T4 (Trimetrexate)']",,,,,"['DHFR', 'MDR1']",,,,,,,,,,,,,
8099324,NLM,MEDLINE,19930702,20061115,0013-7227 (Print) 0013-7227 (Linking),132,6,1993 Jun,Interleukin-2 increases production and secretion of parathyroid hormone-related peptide by human T cell leukemia virus type I-infected T cells: possible role in hypercalcemia associated with adult T cell leukemia.,2551-6,"Although parathyroid hormone-related peptide (PTHRP) is produced by adult T cell leukemia (ATL) cells and causes hypercalcemia in ATL patients, very little is known about the regulation of PTHRP gene expression in the leukemic cells. The present study was undertaken to clarify the role of T cell growth factor, interleukin-2 (IL-2), in the expression of PTHRP gene, using a human T cell leukemia virus type I (HTLV-I)-infected T cell line, MT-2. Recombinant human IL-2 caused a transient increase in the steady state level of PTHRP messenger RNA (mRNA) in MT-2 cells, and a maximal effect was observed at 3-6 h. The effect of IL-2 was dose dependent, with a maximal response being observed at 10(-10) M. A monoclonal antibody against IL-2 receptor (anti-Tac antibody) inhibited the IL-2-induced increase in PTHRP mRNA level. Recombinant human IL-1, IL-3, IL-4, and IL-6 failed to increase PTHRP mRNA level. Nuclear run-off transcription assay showed that the transcription rate of the PTHRP gene was modestly increased by IL-2. In addition, IL-2 caused a substantial increase in the stability of PTHRP mRNA, compared with control cells in which the apparent half-life of PTHRP mRNA was less than 30 min after RNA synthesis was inhibited by the RNA polymerase II inhibitor, dichlorobenzimidazole riboside. The secretion of PTHRP, as determined by both a newly established immunoradiometric assay using recombinant human PTHRP(1-87) as the standard and an RIA using an antibody against PTHRP(109-141), was increased by IL-2 but not by IL-1, IL-3, IL-4, or IL-6. The IL-2-induced increase in PTHRP secretion was completely inhibited by the addition of anti-Tac antibody. These results demonstrate that IL-2 stimulates the production and secretion of PTHRP by HTLV-I-infected T cells through specific binding to IL-2 receptor and that the effect of IL-2 is mediated by a posttranscriptional as well as a transcriptional mechanism. It is suggested that IL-2 may be involved in an auctocrine/paracrine fashion not only in the proliferation of HTLV-I-infected T cells but also in the enhanced production and secretion of PTHRP and thus the development of hypercalcemia in ATL patients.","['Ikeda, K', 'Okazaki, R', 'Inoue, D', 'Ohno, H', 'Ogata, E', 'Matsumoto, T']","['Ikeda K', 'Okazaki R', 'Inoue D', 'Ohno H', 'Ogata E', 'Matsumoto T']","['Fourth Department of Internal Medicine, University of Tokyo School of Medicine, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Endocrinology,Endocrinology,0375040,IM,"['Blotting, Northern', 'Deltaretrovirus Infections/*metabolism/pathology', '*Human T-lymphotropic virus 1', 'Humans', 'Hypercalcemia/complications', 'Immunoradiometric Assay', 'Interleukin-2/*pharmacology', 'Leukemia, T-Cell/complications', 'Parathyroid Hormone-Related Protein', 'Proteins/genetics/*metabolism', 'RNA, Messenger/metabolism', 'Radioimmunoassay', 'T-Lymphocytes/*metabolism', 'Tumor Cells, Cultured']",1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",['10.1210/endo.132.6.8099324 [doi]'],ppublish,Endocrinology. 1993 Jun;132(6):2551-6. doi: 10.1210/endo.132.6.8099324.,"['0 (Interleukin-2)', '0 (PTHLH protein, human)', '0 (Parathyroid Hormone-Related Protein)', '0 (Proteins)', '0 (RNA, Messenger)']",,,,,,,,,,,,,,,,,,
8099165,NLM,MEDLINE,19930630,20190611,0140-6736 (Print) 0140-6736 (Linking),341,8858,1993 Jun 5,Filgrastim treatment of leukaemic transformation in myelodysplastic syndrome.,1475-6,,"['Mizuno, S', 'Akashi, K', 'Hirota, Y', 'Gyoten, S', 'Matsumoto, I', 'Harada, M', 'Niho, Y']","['Mizuno S', 'Akashi K', 'Hirota Y', 'Gyoten S', 'Matsumoto I', 'Harada M', 'Niho Y']",,['eng'],"['Case Reports', 'Letter']",England,Lancet,"Lancet (London, England)",2985213R,IM,"['Aged', 'Aged, 80 and over', 'Anemia, Refractory, with Excess of Blasts/complications/*therapy', 'Bone Marrow/pathology', 'Colony-Stimulating Factors/*therapeutic use', 'Female', 'Filgrastim', 'Granulocyte Colony-Stimulating Factor', 'Humans', 'Leukemia/complications/*therapy', 'Recombinant Proteins/therapeutic use']",1993/06/05 00:00,1993/06/05 00:01,['1993/06/05 00:00'],"['1993/06/05 00:00 [pubmed]', '1993/06/05 00:01 [medline]', '1993/06/05 00:00 [entrez]']",['10.1016/0140-6736(93)90917-6 [doi]'],ppublish,Lancet. 1993 Jun 5;341(8858):1475-6. doi: 10.1016/0140-6736(93)90917-6.,"['0 (Colony-Stimulating Factors)', '0 (Recombinant Proteins)', '143011-72-7 (Granulocyte Colony-Stimulating Factor)', 'PVI5M0M1GW (Filgrastim)']",,,,,,,,,['Lancet 1993 Jun 26;341(8861):1668'],,,,,,,,,
8099136,NLM,MEDLINE,19930701,20181130,0887-6924 (Print) 0887-6924 (Linking),7,6,1993 Jun,MDR1 expression in human leukemia-lymphoma cell lines.,896-7,"We examined the expression of the mdr1 gene in 90 human tumor cell lines of which 79 were derived from leukemia or lymphoma samples. Using Northern blot analysis and the mdr1.1 probe, only three cell lines, KB-V1 (a positive control), EM-2, A-704, displayed mdr1 mRNA expression. Immunocytochemical APAAP staining of these three and 15 other cell lines with the anti-p170 glycoprotein monoclonal antibody JSB-1 was negative in all but the KB-V1 cells. In contrast to the results seen in freshly explanted neoplastic cells, the mdr1 gene does not seem to be functionally expressed in the majority of unmanipulated and unselected, continuous human tumor cell lines.","['Metge, K', 'Steube, K', 'Uphoff, C C', 'Gignac, S M', 'Drexler, H G']","['Metge K', 'Steube K', 'Uphoff CC', 'Gignac SM', 'Drexler HG']","['DSM-German Collection of Microorganisms and Cell Cultures, Department of Human and Animal Cell Cultures, Braunschweig.']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,IM,"['ATP Binding Cassette Transporter, Subfamily B, Member 1', 'Carrier Proteins/genetics/*metabolism', 'Drug Resistance', 'Gene Expression', 'Genes', 'Humans', 'In Vitro Techniques', 'Leukemia/*pathology', 'Lymphoma/*pathology', 'Membrane Glycoproteins/genetics/*metabolism', 'RNA, Messenger/genetics', 'RNA, Neoplasm/genetics', '*Tumor Cells, Cultured']",1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",,ppublish,Leukemia. 1993 Jun;7(6):896-7.,"['0 (ATP Binding Cassette Transporter, Subfamily B, Member 1)', '0 (Carrier Proteins)', '0 (Membrane Glycoproteins)', '0 (RNA, Messenger)', '0 (RNA, Neoplasm)']",,,,,['mdr1'],,,,,,,,,,,,,
8099135,NLM,MEDLINE,19930701,20181130,0887-6924 (Print) 0887-6924 (Linking),7,6,1993 Jun,Daunorubicin uptake by leukemic cells: correlations with treatment outcome and mdr1 expression.,825-31,"The in vitro daunorubicin (DNR) cell uptake was investigated by flow cytometry in K562/DOX resistant cell line and in 42 patients with acute myeloid leukemia (AML). The proportion of cells able to take up DNR was higher in untreated patients (50% +/- 30) than in previously treated patients (31% +/- 31) (p = 0.04). We noted a good correlation (p < 0.001) between the drug uptake after exposure to 0.1 microM DNR and achievement of complete remission. Cyclosporin A (CsA, 1 microgram/ml) and verapamil (5 micrograms/ml), but not cefoperazone (10 mM), completely reversed (CsA) or partially reversed (verapamil) the DNR efflux from K562/DOX mdr1(+) cell line. CsA significantly increased (p < 0.01) the DNR uptake of fresh leukemic cells, but not consistently, with no relationship to mdr1 mRNA cellular level. This absence of correlation was explained by the fact that several patients with no mdr1 gene expression exhibited a low in vitro DNR uptake, showing that the MDR phenotype is not the only mechanism responsible for the alteration of DNR pharmacokinetics in AML.","['Marie, J P', 'Faussat-Suberville, A M', 'Zhou, D', 'Zittoun, R']","['Marie JP', 'Faussat-Suberville AM', 'Zhou D', 'Zittoun R']","['Laboratoire de Cinetique et de Cultures Cellulaires, Formation Associee Claude Bernard, Hotel-Dieu, Paris, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,IM,"['ATP Binding Cassette Transporter, Subfamily B, Member 1', 'Acute Disease', 'Biological Transport/drug effects', 'Carrier Proteins/genetics/*metabolism', 'Cyclosporine/pharmacology', 'Daunorubicin/*metabolism', '*Drug Resistance', 'Gene Expression', 'Humans', 'In Vitro Techniques', 'Leukemia, Myeloid/*metabolism', 'Membrane Glycoproteins/genetics/*metabolism', 'RNA, Messenger/genetics', 'RNA, Neoplasm/genetics', 'Tumor Cells, Cultured']",1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",,ppublish,Leukemia. 1993 Jun;7(6):825-31.,"['0 (ATP Binding Cassette Transporter, Subfamily B, Member 1)', '0 (Carrier Proteins)', '0 (Membrane Glycoproteins)', '0 (RNA, Messenger)', '0 (RNA, Neoplasm)', '83HN0GTJ6D (Cyclosporine)', 'ZS7284E0ZP (Daunorubicin)']",,,,,['mdr1'],,,,,,,,,,,,,
