PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,OID,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,AID,PMC,AB,AD,DEP,RF,GR
13167494,NLM,MEDLINE,20030501,20181201,0370-5811 (Print) 0370-5811 (Linking),16,10-11-12,1953,[Further contribution to the knowledge of the disease induced in the chick embryo by early inoculation of human leukemic material. II. Statistical data].,708-16,"['TORRIOLI, M', 'TORRIOLI RIGGIO TENTORI, L', 'VIVALDI, G']","['TORRIOLI M', 'TORRIOLI RIGGIO TENTORI L', 'VIVALDI G']",['und'],['Journal Article'],Ulteriori contributi alla conoscenza della malattia embrionale del pollo indotta dalla inoculazione precoce di materiale leucemico umano. II. Dati statistici.,Italy,Rend Ist Sup Sanit,Rendiconti - Istituto superiore di sanita,7507425,,OM,"['Animals', '*Knowledge', '*Leukemia, Experimental', '*Vaccination']",['CLML: 5426:30195:255'],['NLM'],['*LEUKEMIA/experimental'],1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",ppublish,Rend Ist Sup Sanit. 1953;16(10-11-12):708-16.,,,,,,,
13167493,NLM,MEDLINE,20030501,20181201,0370-5811 (Print) 0370-5811 (Linking),16,10-11-12,1953,[Further contribution to the knowledge of the disease induced in the chick embryo by early inoculation of human leukemic material. I. Anatomo-pathologic aspects].,689-707,"['TORRIOLI, M', 'TORRIOLI RIGGIO, G']","['TORRIOLI M', 'TORRIOLI RIGGIO G']",['und'],['Journal Article'],Ulteriori contributi alla conoscenza della malattia embrionale del pollo indotta dalla inoculazione precoce di materiale leucemico umano. I. Aspetti anatomo-patologici.,Italy,Rend Ist Sup Sanit,Rendiconti - Istituto superiore di sanita,7507425,,OM,"['Animals', '*Knowledge', '*Leukemia, Experimental', '*Vaccination']",['CLML: 5426:30194:255'],['NLM'],['*LEUKEMIA/experimental'],1953/01/01 00:00,1953/01/01 00:01,['1953/01/01 00:00'],"['1953/01/01 00:00 [pubmed]', '1953/01/01 00:01 [medline]', '1953/01/01 00:00 [entrez]']",ppublish,Rend Ist Sup Sanit. 1953;16(10-11-12):689-707.,,,,,,,
13167250,NLM,MEDLINE,20030501,20190901,0033-3174 (Print) 0033-3174 (Linking),16,3,1954 May-Jun,Psychological factors and reticuloendothelial disease. I. Preliminary observations on a group of males with lymphomas and leukemias.,220-30,"['GREENE, W A Jr']",['GREENE WA Jr'],['eng'],['Journal Article'],,United States,Psychosom Med,Psychosomatic medicine,0376505,,OM,"['*Disease', 'Leukemia/*etiology', 'Lymphoma/*etiology', 'Male', '*Mental Disorders', '*Mononuclear Phagocyte System', '*Psychology', '*Stress, Physiological']",['CLML: 5426:29951:255:269:371:387:424'],['NLM'],"['*LEUKEMIA/etiology and pathogenesis', '*LYMPHOMA/etiology and pathogenesis', '*PSYCHOLOGY', '*RETICULOENDOTHELIAL SYSTEM/diseases', '*STRESS']",1954/05/01 00:00,1954/05/01 00:01,['1954/05/01 00:00'],"['1954/05/01 00:00 [pubmed]', '1954/05/01 00:01 [medline]', '1954/05/01 00:00 [entrez]']",ppublish,Psychosom Med. 1954 May-Jun;16(3):220-30. doi: 10.1097/00006842-195405000-00004.,['10.1097/00006842-195405000-00004 [doi]'],,,,,,
13167014,NLM,MEDLINE,20030501,20181201,0032-7867 (Print) 0032-7867 (Linking),62,31,1954 Apr 28,[Solitary myeloma and leukemia plasma cell transformation in reticulo-sarcoma].,662-5,"['MARCHAL, G', 'MAHOUDEAU, D', 'DUHAMEL, G', 'DAUM, S']","['MARCHAL G', 'MAHOUDEAU D', 'DUHAMEL G', 'DAUM S']",['fre'],['Journal Article'],Myelome solitaire et crypto-leucose a plasmocytes transformation en reticulo-sarcome.,France,Presse Med,La Presse medicale,0312556,,OM,"['*Leukemia, Plasma Cell', '*Lymphoma, Large B-Cell, Diffuse', '*Lymphoma, Non-Hodgkin', '*Multiple Myeloma', '*Neoplasms', '*Plasma Cells', '*Plasmacytoma', '*Sarcoma']",['CLML: 5426:29715:294:397'],['NLM'],"['*MYELOMA, PLASMA CELL', '*SARCOMA, RETICULUM CELL']",1954/04/28 00:00,1954/04/28 00:01,['1954/04/28 00:00'],"['1954/04/28 00:00 [pubmed]', '1954/04/28 00:01 [medline]', '1954/04/28 00:00 [entrez]']",ppublish,Presse Med. 1954 Apr 28;62(31):662-5.,,,,,,,
13166842,NLM,MEDLINE,20030501,20181201,0032-6739 (Print) 0032-6739 (Linking),34,9,1954 May 5,[Basic principles in the treatment of leukemia].,200-4,"['HERMANSKY, F']",['HERMANSKY F'],['und'],['Journal Article'],Zakladna pokyny pro le6cbu leukemia.,Czech Republic,Prakt Lek,Prakticky lekar,2985132R,,OM,"['Humans', 'Leukemia/*therapy']",['CLML: 5426:29543:255'],['NLM'],['*LEUKEMIA/therapy'],1954/05/05 00:00,1954/05/05 00:01,['1954/05/05 00:00'],"['1954/05/05 00:00 [pubmed]', '1954/05/05 00:01 [medline]', '1954/05/05 00:00 [entrez]']",ppublish,Prakt Lek. 1954 May 5;34(9):200-4.,,,,,,,
13166395,NLM,MEDLINE,20030501,20181201,0031-3890 (Print) 0031-3890 (Linking),62,1-2,1954 Jan-Feb,[Subacute reticuloendotheliosis with hyperphosphatidemia in infant].,1-31,"['GENTILI, A', 'LOPEZ, M']","['GENTILI A', 'LOPEZ M']",['und'],['Journal Article'],Reticolo-endoteliosi sub acuta con iperfosfatidemia di alto grado in lattante.,Italy,Pediatria (Napoli),La Pediatria,0401207,"['0 (Phospholipids)', 'Reticuloendotheliosis, X-linked']",OM,"['*Blood', 'Child', '*Genetic Diseases, X-Linked', 'Humans', 'Infant', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', 'Phospholipids/*blood', '*Severe Combined Immunodeficiency']",['CLML: 5426:29096:67:342:387'],['NLM'],"['*BLOOD', '*PHOSPHOLIPIDS/in blood', '*RETICULOENDOTHELIOSIS/in infant and child']",1954/01/01 00:00,1954/01/01 00:01,['1954/01/01 00:00'],"['1954/01/01 00:00 [pubmed]', '1954/01/01 00:01 [medline]', '1954/01/01 00:00 [entrez]']",ppublish,Pediatria (Napoli). 1954 Jan-Feb;62(1-2):1-31.,,,,,,,
13166222,NLM,MEDLINE,20030501,20190712,0030-4220 (Print) 0030-4220 (Linking),7,6,1954 Jun,Oral manifestations in a case of myelogenous leukemia and leukopenia; report of a case.,616-9,"['CLAUS, E C']",['CLAUS EC'],['eng'],['Journal Article'],,United States,Oral Surg Oral Med Oral Pathol,"Oral surgery, oral medicine, and oral pathology",0376406,,OM,"['Humans', '*Leukemia', '*Leukemia, Myeloid', '*Leukocyte Count', '*Leukopenia', '*Mouth Diseases']",['CLML: 5426:28923:256:288'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/manifestations', '*LEUKOCYTE COUNT', '*MOUTH/diseases']",1954/06/01 00:00,1954/06/01 00:01,['1954/06/01 00:00'],"['1954/06/01 00:00 [pubmed]', '1954/06/01 00:01 [medline]', '1954/06/01 00:00 [entrez]']",ppublish,Oral Surg Oral Med Oral Pathol. 1954 Jun;7(6):616-9. doi: 10.1016/0030-4220(54)90072-9.,['10.1016/0030-4220(54)90072-9 [doi]'],,,,,,
13166205,NLM,MEDLINE,20030501,20191107,0369-7606 (Print) 0369-7606 (Linking),7,2,1954,Chemotherapy of cancer and leucaemias.,144-54,"['BOYLAND, E']",['BOYLAND E'],['eng'],['Journal Article'],,Switzerland,Oncologia,Oncologia,0134456,,OM,"['*Drug Therapy', 'Humans', 'Leukemia/*therapy', 'Neoplasms/*therapy']",['CLML: 5426:28906:103:255:300'],['NLM'],"['*CHEMOTHERAPY', '*LEUKEMIA/therapy', '*NEOPLASMS/therapy']",1954/01/01 00:00,1954/01/01 00:01,['1954/01/01 00:00'],"['1954/01/01 00:00 [pubmed]', '1954/01/01 00:01 [medline]', '1954/01/01 00:00 [entrez]']",ppublish,Oncologia. 1954;7(2):144-54. doi: 10.1159/000223721.,['10.1159/000223721 [doi]'],,,,,,
13166076,NLM,MEDLINE,20030501,20181201,0029-1420 (Print) 0029-1420 (Linking),51,18,1954 Apr 29,[Spinal changes in leukemia in children].,613-5,"['BORGSTROM, S G']",['BORGSTROM SG'],['und'],['Journal Article'],Columnaforandringar vid barnleukami.,Sweden,Nord Med,Nordisk medicin,0401001,,OM,"['Child', '*Disease', 'Humans', 'Infant', '*Leukemia', '*Spinal Diseases', '*Spine']",['CLML: 5426:28777:255:414'],['NLM'],"['*LEUKEMIA, ALEUKEMIC/in infant and child', '*SPINE/diseases']",1954/04/29 00:00,1954/04/29 00:01,['1954/04/29 00:00'],"['1954/04/29 00:00 [pubmed]', '1954/04/29 00:01 [medline]', '1954/04/29 00:00 [entrez]']",ppublish,Nord Med. 1954 Apr 29;51(18):613-5.,,,,,,,
13165487,NLM,MEDLINE,20030501,20181201,,45,2,1954 Feb,[Hemopathies and lesions of the gingival mucosa].,215-20,"['IZARN, P']",['IZARN P'],['fre'],['Journal Article'],Les hemopathies et les lesions de la muqueuse gingivo-buccale.,France,Montp Med,Montpellier medical,18820540R,,OM,"['*Agranulocytosis', '*Anemia', '*Hemorrhagic Disorders', 'Humans', '*Leukemia', '*Mouth', '*Mucous Membrane']",['CLML: 5426:28189:17:26:208:255:289'],['NLM'],"['*AGRANULOCYTOSIS/manifestations', '*ANEMIA/manifestations', '*HEMORRHAGIC DIATHESIS/manifestations', '*LEUKEMIA/manifestations', '*MOUTH', '*MUCOUS MEMBRANES']",1954/02/01 00:00,1954/02/01 00:01,['1954/02/01 00:00'],"['1954/02/01 00:00 [pubmed]', '1954/02/01 00:01 [medline]', '1954/02/01 00:00 [entrez]']",ppublish,Montp Med. 1954 Feb;45(2):215-20.,,,,,,,
13165460,NLM,MEDLINE,20030501,20191210,,102,2,1954 Feb,[The effect of infectious factors on course and clinical picture of leukemia in childhood].,133-5,"['BURGSTEDT, H']",['BURGSTEDT H'],['und'],['Journal Article'],Uber den Einfluss infektioser Faktoren auf Verlauf und klinisches Bild der Leukamie im Kindesalter.,Germany,Monatsschr Kinderheilkd,Monatsschrift fur Kinderheilkunde,0400751,,OM,"['Child', 'Humans', 'Infant', 'Infections/*complications', '*Leukemia']",['CLML: 5426:28162:231:255'],['NLM'],"['*INFECTION/complications', '*LEUKEMIA/in infant and child']",1954/02/01 00:00,1954/02/01 00:01,['1954/02/01 00:00'],"['1954/02/01 00:00 [pubmed]', '1954/02/01 00:01 [medline]', '1954/02/01 00:00 [entrez]']",ppublish,Monatsschr Kinderheilkd. 1954 Feb;102(2):133-5.,,,,,,,
13165458,NLM,MEDLINE,20030501,20181201,,102,2,1954 Feb,[Observations in tumorigenic leukemia in childhood; leuko and lymphosarcomatosis].,129-31,"['ALTHOFF, H']",['ALTHOFF H'],['und'],['Journal Article'],Beobachtungen bei tumorbildenden Leukamien im Kindesalter Leuko- und Lymphosarkomatosen.,Germany,Monatsschr Kinderheilkd,Monatsschrift fur Kinderheilkunde,0400751,,OM,"['Child', 'Humans', 'Infant', 'Leukemia/*etiology', '*Lymphoma', 'Lymphoma, Non-Hodgkin/*etiology']",['CLML: 5426:28160:255:256:269'],['NLM'],"['*LEUKEMIA, ALEUKEMIC/in infant and child', '*LEUKOSARCOMA/etiology and pathogenesis', '*LYMPHOSARCOMA/etiology and pathogenesis']",1954/02/01 00:00,1954/02/01 00:01,['1954/02/01 00:00'],"['1954/02/01 00:00 [pubmed]', '1954/02/01 00:01 [medline]', '1954/02/01 00:00 [entrez]']",ppublish,Monatsschr Kinderheilkd. 1954 Feb;102(2):129-31.,,,,,,,
13165456,NLM,MEDLINE,20030501,20181201,,102,2,1954 Feb,[The leukemia problem].,120-7,"['OPITZ, H']",['OPITZ H'],['und'],['Journal Article'],Das Leukamieproblem.,Germany,Monatsschr Kinderheilkd,Monatsschrift fur Kinderheilkunde,0400751,,OM,"['Child', 'Humans', 'Infant', '*Leukemia']",['CLML: 5426:28158:255'],['NLM'],['*LEUKEMIA/in infant and child'],1954/02/01 00:00,1954/02/01 00:01,['1954/02/01 00:00'],"['1954/02/01 00:00 [pubmed]', '1954/02/01 00:01 [medline]', '1954/02/01 00:00 [entrez]']",ppublish,Monatsschr Kinderheilkd. 1954 Feb;102(2):120-7.,,,,,,,
13165375,NLM,MEDLINE,20030501,20181201,0026-556X (Print) 0026-556X (Linking),37,6,1954 Jun,Conditions mistaken for leukemia in children.,444-7,"['MILLS, S D']",['MILLS SD'],['eng'],['Journal Article'],,United States,Minn Med,Minnesota medicine,8000173,,OM,"['Child', 'Humans', 'Infant', '*Leukemia', 'Minnesota']",['CLML: 5426:28077:255'],['NLM'],['*LEUKEMIA/in infant and child'],1954/06/01 00:00,1954/06/01 00:01,['1954/06/01 00:00'],"['1954/06/01 00:00 [pubmed]', '1954/06/01 00:01 [medline]', '1954/06/01 00:00 [entrez]']",ppublish,Minn Med. 1954 Jun;37(6):444-7.,,,,,,,
13165348,NLM,MEDLINE,20030501,20181201,0026-4946 (Print) 0026-4946 (Linking),6,6,1954 Mar 31,[Radiologic aspects of skeletal changes in leukemia in children].,184-98,"['BRUSA, P', 'PARENZAN, L']","['BRUSA P', 'PARENZAN L']",['und'],['Journal Article'],Aspetti radiologici delle alterazioni scheletriche in corso di leucemia nell'infanzia.,Italy,Minerva Pediatr,Minerva pediatrica,0400740,,OM,"['*Bone and Bones', 'Child', 'Humans', 'Infant', '*Leukemia']",['CLML: 5426:28050:79:255'],['NLM'],"['*BONES', '*LEUKEMIA/in infant and child']",1954/03/31 00:00,1954/03/31 00:01,['1954/03/31 00:00'],"['1954/03/31 00:00 [pubmed]', '1954/03/31 00:01 [medline]', '1954/03/31 00:00 [entrez]']",ppublish,Minerva Pediatr. 1954 Mar 31;6(6):184-98.,,,,,,,
13165212,NLM,MEDLINE,20030501,20181201,0026-4806 (Print) 0026-4806 (Linking),45,18,1954 Mar 3,[Chronic leukemic myelosis in a child].,626-30,"['ROSSO, G']",['ROSSO G'],['und'],['Journal Article'],Su di un caso di mielosi leucemica cronica in un bambino.,Italy,Minerva Med,Minerva medica,0400732,,OM,"['Child', 'Humans', 'Infant', '*Leukemia', '*Leukemia, Myeloid']",['CLML: 5426:27914:256'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/in infant and child']",1954/03/03 00:00,1954/03/03 00:01,['1954/03/03 00:00'],"['1954/03/03 00:00 [pubmed]', '1954/03/03 00:01 [medline]', '1954/03/03 00:00 [entrez]']",ppublish,Minerva Med. 1954 Mar 3;45(18):626-30.,,,,,,,
13164965,NLM,MEDLINE,20030501,20181201,0025-8458 (Print) 0025-8458 (Linking),49,21,1954 May 21,"[Effect of TEM on chronic leukemia, lymphogranulomatosis and lymphosarcoma].",853-4; passim,"['HAEHNER, E', 'HEINEN, W', 'LOOSEN, H', 'SCHMIDT, H']","['HAEHNER E', 'HEINEN W', 'LOOSEN H', 'SCHMIDT H']",['und'],['Journal Article'],"Der Einfluss des TEM auf die chronische Leukamie, die Lymphogranulomatose und das Lymphosarkom.",Germany,Med Klin,Medizinische Klinik,0376637,['F7IY6HZG9D (Triethylenemelamine)'],OM,"['*Chronic Disease', 'Hodgkin Disease/*therapy', 'Humans', 'Leukemia/*therapy', 'Lymphoma, Non-Hodgkin/*therapy', 'Triethylenemelamine/*therapeutic use']",['CLML: 5426:27667:215:255:269:450'],['NLM'],"[""*HODGKIN'S DISEASE/therapy"", '*LEUKEMIA/therapy', '*LYMPHOSARCOMA/therapy', '*TRIETHYLENE MELAMINE/therapeutic use']",1954/05/21 00:00,1954/05/21 00:01,['1954/05/21 00:00'],"['1954/05/21 00:00 [pubmed]', '1954/05/21 00:01 [medline]', '1954/05/21 00:00 [entrez]']",ppublish,Med Klin. 1954 May 21;49(21):853-4; passim.,,,,,,,
13164924,NLM,MEDLINE,20030501,20181201,0025-8458 (Print) 0025-8458 (Linking),49,17,1954 Apr 23,[Stem-cell leukemias].,661-5,"['SCHULTEN, H']",['SCHULTEN H'],['und'],['Journal Article'],Ueber Stammzellenleukamien.,Germany,Med Klin,Medizinische Klinik,0376637,,OM,"['*Acute Disease', 'Humans', '*Leukemia', '*Leukemia, Myeloid, Acute']",['CLML: 5426:27626:255'],['NLM'],['*LEUKEMIA'],1954/04/23 00:00,1954/04/23 00:01,['1954/04/23 00:00'],"['1954/04/23 00:00 [pubmed]', '1954/04/23 00:01 [medline]', '1954/04/23 00:00 [entrez]']",ppublish,Med Klin. 1954 Apr 23;49(17):661-5.,,,,,,,
13164509,NLM,MEDLINE,20030501,20181201,0025-4053 (Print) 0025-4053 (Linking),91,1,1954,[The hemoglobin of the leukemic].,1-8,"['OLMER, J', 'DERRIEN, Y']","['OLMER J', 'DERRIEN Y']",['eng'],['Journal Article'],Sur l'hemoglobine des leucemiques.,France,Mars Med,Marseille medical,2985228R,['0 (Hemoglobins)'],OM,"['*Hemoglobins', 'Humans', 'Leukemia/*blood']",['CLML: 5426:27211:206:255'],['NLM'],"['*HEMOGLOBIN', '*LEUKEMIA/blood in']",1954/01/01 00:00,1954/01/01 00:01,['1954/01/01 00:00'],"['1954/01/01 00:00 [pubmed]', '1954/01/01 00:01 [medline]', '1954/01/01 00:00 [entrez]']",ppublish,Mars Med. 1954;91(1):1-8.,,,,,,,
13164485,NLM,MEDLINE,20030501,20181201,0024-869X (Print) 0024-869X (Linking),22,3,1954 Mar,"[A new variety of reticulosis with a slow, sometimes benign course (Julien Marie's cutaneous and pulmonary afebrile reticulosis of infancy)].",85-95,"['KEYZER, J L']",['KEYZER JL'],['und'],['Journal Article'],"Een nieuwe variatie van reticulose met langzaam, soms goedaardig verloop (reticulose cutanee et pulmonaire apyretique du nourrisson Julien Marie).",Netherlands,Maandschr Kindergeneeskd,Maandschrift voor kindergeneeskunde,7704293,"['Reticuloendotheliosis, X-linked']",OM,"['Child', '*Emphysema', '*Genetic Diseases, X-Linked', 'Humans', 'Infant', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', 'Mediastinal Emphysema/*complications', '*Pulmonary Emphysema', '*Severe Combined Immunodeficiency', '*Skin Diseases']",['CLML: 5426:27187:153:352:387:406'],['NLM'],"['*EMPHYSEMA', '*PNEUMOMEDIASTINUM/complications', '*RETICULOENDOTHELIOSIS/in infant and child', '*SKIN/diseases']",1954/03/01 00:00,1954/03/01 00:01,['1954/03/01 00:00'],"['1954/03/01 00:00 [pubmed]', '1954/03/01 00:01 [medline]', '1954/03/01 00:00 [entrez]']",ppublish,Maandschr Kindergeneeskd. 1954 Mar;22(3):85-95.,,,,,,,
13164194,NLM,MEDLINE,20030501,20181201,0023-2149 (Print) 0023-2149 (Linking),32,5,1954 May,[Acute chlororeticuloplasmocytosis].,75-7,"['BIALIK, V L']",['BIALIK VL'],['und'],['Journal Article'],Ob ostrom khlororetikuloplazmotsitoze.,Russia (Federation),Klin Med (Mosk),Klinicheskaia meditsina,2985204R,,OM,"['Humans', '*Leukemia', '*Leukemia, Myeloid']",['CLML: 5426:26896:255'],['NLM'],"['*LEUKEMIA, MYELOCYTIC']",1954/05/01 00:00,1954/05/01 00:01,['1954/05/01 00:00'],"['1954/05/01 00:00 [pubmed]', '1954/05/01 00:01 [medline]', '1954/05/01 00:00 [entrez]']",ppublish,Klin Med (Mosk). 1954 May;32(5):75-7.,,,,,,,
13164163,NLM,MEDLINE,20030501,20181201,0023-2149 (Print) 0023-2149 (Linking),32,3,1954 Mar,[Colorless chloroma].,80,"['TRESKUNOV, Iu M']",['TRESKUNOV IuM'],['und'],['Journal Article'],Neokrashennaia khloroma.,Russia (Federation),Klin Med (Mosk),Klinicheskaia meditsina,2985204R,,OM,"['Humans', '*Leukemia', '*Neoplasms', '*Orbit', '*Sarcoma, Myeloid']",['CLML: 5426:26865:256:317'],['NLM'],"['*LEUKOSARCOMA', '*ORBIT/neoplasms']",1954/03/01 00:00,1954/03/01 00:01,['1954/03/01 00:00'],"['1954/03/01 00:00 [pubmed]', '1954/03/01 00:01 [medline]', '1954/03/01 00:00 [entrez]']",ppublish,Klin Med (Mosk). 1954 Mar;32(3):80.,,,,,,,
13164131,NLM,MEDLINE,20030501,20181201,0023-1495 (Print) 0023-1495 (Linking),21,12,1953 Dec,[Roentgenological changes of the spine as an early symptom of leukemia].,570-3,"['WEINGARTNER, L']",['WEINGARTNER L'],['und'],['Journal Article'],Rontgenologische Wirbelsaulenveruaderungea als Fruhsympton der Leukamie.,Germany,Kinderarztl Prax,Kinderarztliche Praxis,0376356,,OM,"['*Leukemia', '*Neurites', '*Spine']",['CLML: 5426:26831:255:415'],['NLM'],"['*LEUKEMIA/manifestations', '*SPINE']",1953/12/01 00:00,1953/12/01 00:01,['1953/12/01 00:00'],"['1953/12/01 00:00 [pubmed]', '1953/12/01 00:01 [medline]', '1953/12/01 00:00 [entrez]']",ppublish,Kinderarztl Prax. 1953 Dec;21(12):570-3.,,,,,,,
13163624,NLM,MEDLINE,20030501,20181201,0021-7883 (Print) 0021-7883 (Linking),823,,1954 Apr 20,[Treatment of chronic lymphatic leukemia].,369-78,"['MIKHAILOFF, S']",['MIKHAILOFF S'],['und'],['Journal Article'],Contribution au traitement de la leucemie lymphoide chronique.,France,J Med Lyon,Journal de medecine de Lyon,2985084R,"['0 (Penicillins)', '40GP35YQ49 (Desoxycorticosterone)']",OM,"['Desoxycorticosterone/*therapeutic use', 'Humans', '*Leukemia', '*Leukemia, Lymphocytic, Chronic, B-Cell', 'Leukemia, Lymphoid/*therapy', '*Lymphatic Vessels', 'Penicillins/*therapeutic use']",['CLML: 5426:26324:134:255:333'],['NLM'],"['*DESOXYCORTICOSTERONE/therapeutic use', '*LEUKEMIA, LYMPHATIC/therapy', '*PENICILLIN/therapeutic use']",1954/04/20 00:00,1954/04/20 00:01,['1954/04/20 00:00'],"['1954/04/20 00:00 [pubmed]', '1954/04/20 00:01 [medline]', '1954/04/20 00:00 [entrez]']",ppublish,J Med Lyon. 1954 Apr 20;823:369-78.,,,,,,,
13163183,NLM,MEDLINE,20030501,20181201,0021-9738 (Print) 0021-9738 (Linking),33,6,1954 Jun,Urinary excretion of nucleic acid derivatives in persons with myeloid leukemia.,901-6,"['HORRIGAN, D L']",['HORRIGAN DL'],['eng'],['Journal Article'],,United States,J Clin Invest,The Journal of clinical investigation,7802877,"['0 (Nucleic Acids)', '56HH86ZVCT (Uracil)']",OM,"['*Body Fluids', 'Humans', '*Leukemia', 'Leukemia, Myeloid/*urine', '*Nucleic Acids', 'Uracil/*urine', '*Urine']",['CLML: 5426:25883:256:461:465'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/urine in', '*URACIL/in urine', '*URINE']",1954/06/01 00:00,1954/06/01 00:01,['1954/06/01 00:00'],"['1954/06/01 00:00 [pubmed]', '1954/06/01 00:01 [medline]', '1954/06/01 00:00 [entrez]']",ppublish,J Clin Invest. 1954 Jun;33(6):901-6. doi: 10.1172/JCI102963.,['10.1172/JCI102963 [doi]'],PMC438526,,,,,
13162870,NLM,MEDLINE,20030501,20181201,0098-6151 (Print) 0098-6151 (Linking),53,9,1954 May,Diagnosis and management of acute lymphatic leukemia.,523-4; passim,"['YUNGINGER, L M']",['YUNGINGER LM'],['eng'],['Journal Article'],,United States,J Am Osteopath Assoc,The Journal of the American Osteopathic Association,7503065,,OM,"['*Acute Disease', '*Disease Management', '*Leukemia', '*Leukemia, Lymphoid']",['CLML: 5426:25570:255'],['NLM'],"['*LEUKEMIA, LYMPHATIC']",1954/05/01 00:00,1954/05/01 00:01,['1954/05/01 00:00'],"['1954/05/01 00:00 [pubmed]', '1954/05/01 00:01 [medline]', '1954/05/01 00:00 [entrez]']",ppublish,J Am Osteopath Assoc. 1954 May;53(9):523-4; passim.,,,,,,,
13162560,NLM,MEDLINE,20030501,20181201,0020-0018 (Print) 0020-0018 (Linking),36,19,1954 May 13,[Leucosis in stomatology].,569-70,"['ROCHETTE, M']",['ROCHETTE M'],['fre'],['Journal Article'],Les leucoses en stomatologie.,France,Inf Dent,L' Information dentaire,0370756,,OM,"['*Face', '*Gastrointestinal Tract', 'Humans', '*Leukemia', '*Mouth', '*Oral Medicine']",['CLML: 5426:25260:255:289'],['NLM'],"['*LEUKEMIA/manifestations', '*MOUTH']",1954/05/13 00:00,1954/05/13 00:01,['1954/05/13 00:00'],"['1954/05/13 00:00 [pubmed]', '1954/05/13 00:01 [medline]', '1954/05/13 00:00 [entrez]']",ppublish,Inf Dent. 1954 May 13;36(19):569-70.,,,,,,,
13162309,NLM,MEDLINE,20030501,20181201,0390-6078 (Print) 0390-6078 (Linking),38,3,1954,[Histoleukemias with initial megaloblastosis].,363-84,"['INVERNIZZI, G', 'BREDA, V']","['INVERNIZZI G', 'BREDA V']",['und'],['Journal Article'],Istioleucemie con megaloblastosi iniziale.,Italy,Haematologica,Haematologica,0417435,,OM,"['Anemia/*complications', 'Humans', '*Leukemia']",['CLML: 5426:25009:27:255'],['NLM'],"['*ANEMIA, HYPERCHROMIC/complications', '*LEUKEMIA']",1954/01/01 00:00,1954/01/01 00:01,['1954/01/01 00:00'],"['1954/01/01 00:00 [pubmed]', '1954/01/01 00:01 [medline]', '1954/01/01 00:00 [entrez]']",ppublish,Haematologica. 1954;38(3):363-84.,,,,,,,
13162306,NLM,MEDLINE,20030501,20181201,0390-6078 (Print) 0390-6078 (Linking),38,2,1954,"[Benzol hemopathy in rat, myelosis of leukemic and erythremic type, effect of splenectomy and histiocytic origin of granulocytes with annular nucleus].",283-313,"['PATERNI, L', 'GERMINI, P', 'DOTTA, F']","['PATERNI L', 'GERMINI P', 'DOTTA F']",['eng'],['Journal Article'],"Emopatia benzolica nel ratto, mielosi tipo leucemico ed eritremico, influenza della splenectomia, origine istiocitaria dei granulociti a nucleo anulare.",Italy,Haematologica,Haematologica,0417435,['J64922108F (Benzene)'],OM,"['Animals', 'Benzene/*poisoning', '*Granulocytes', '*Hematologic Diseases', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid', '*Leukocyte Count', '*Poisoning', 'Rats', 'Spleen/*surgery', '*Splenectomy', '*Tegmentum Mesencephali']",['CLML: 5426:25006:58:68:354:415'],['NLM'],"['*BENZENE/poisoning', '*BLOOD/diseases', '*POISONING', '*SPLEEN/effect of excision']",1954/01/01 00:00,1954/01/01 00:01,['1954/01/01 00:00'],"['1954/01/01 00:00 [pubmed]', '1954/01/01 00:01 [medline]', '1954/01/01 00:00 [entrez]']",ppublish,Haematologica. 1954;38(2):283-313.,,,,,,,
13162278,NLM,MEDLINE,20030501,20181201,0017-5900 (Print) 0017-5900 (Linking),5,2,1954 Feb,[A case of Letterer-Siwe disease].,60-3,"['SCHNEIDER, J', 'BERKI, E']","['SCHNEIDER J', 'BERKI E']",['und'],['Journal Article'],Letterer-Siwe betegseg esete.,Hungary,Gyermekgyogyaszat,Gyermekgyogyaszat : az Orvosegeszsegugyi Szakszervezet Gyermekorvos Szakcsoportjanak folyoirata = Pediatriia,9312065,"['Familial Letterer-Siwe disease', 'Reticuloendotheliosis, X-linked']",OM,"['*Genetic Diseases, X-Linked', '*Histiocytosis, Langerhans-Cell', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Severe Combined Immunodeficiency']",['CLML: 5426:24978:387'],['NLM'],['*RETICULOENDOTHELIOSIS'],1954/02/01 00:00,1954/02/01 00:01,['1954/02/01 00:00'],"['1954/02/01 00:00 [pubmed]', '1954/02/01 00:01 [medline]', '1954/02/01 00:00 [entrez]']",ppublish,Gyermekgyogyaszat. 1954 Feb;5(2):60-3.,,,,,,,
