PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,DEP,GR,RF,PMC,MID,CI,EIN,CRI,CIN,CON,CN,OID,TT,SI,PS,FPS,COIS,CRF,LID,RIN
15271402,NLM,MEDLINE,20040923,20141120,0889-8588 (Print) 0889-8588 (Linking),18,3,2004 Jun,Autologous hematopoietic cell transplantation for chronic myelogenous leukemia.,"715-32, xi","Experimental and clinical evidence for persistence of polyclonal Philadelphia chromosome negative (Ph-) progenitors in chronic myelogenous leukemia (CML) patients has provided the rationale for autologous transplantation. Clinical trials of autologous transplantation suggest that this procedure can induce cytogenetic remissions in a subset of patients and may be associated with longer-than-expected patient survival. Most autologous transplant recipients, however, continue to have evidence of persistent leukemia. Recent reports indicating that it is possible to collect sufficient numbers of Ph- peripheral blood stem cells for autologous transplantation from most patients in complete cytogenetic remission on imatinib treatment have rekindled interest in autologous transplantation in CML. Additional approaches to eliminate residual disease in autografts and to sustain cytogenetic response after transplantation, however, will be required to achieve long-term restoration of Ph- hematopoiesis. Several promising methods to improve purging of the autograft and for more effective elimination of residual leukemia are being explored.","['Bhatia, Ravi', 'McGlave, Philip B']","['Bhatia R', 'McGlave PB']","['Stem Cell Biology Program, Division of Hematology and Bone Marrow Transplantation, Comprehensive Cancer Center, City of Hope National Medical Center, 1500 East Duarte Road, Duarte, CA 91010, USA. rbhatia@coh.org']",['eng'],"['Journal Article', 'Review']",United States,Hematol Oncol Clin North Am,Hematology/oncology clinics of North America,8709473,,IM,"['Hematopoietic Stem Cell Transplantation/*methods', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*therapy', 'Neoplasm, Residual/prevention & control', 'Peripheral Blood Stem Cell Transplantation/methods', 'Secondary Prevention', 'Transplantation, Autologous']",2004/07/24 05:00,2004/09/24 05:00,['2004/07/24 05:00'],"['2004/07/24 05:00 [pubmed]', '2004/09/24 05:00 [medline]', '2004/07/24 05:00 [entrez]']",ppublish,"Hematol Oncol Clin North Am. 2004 Jun;18(3):715-32, xi. doi: 10.1016/j.hoc.2004.03.006.","['10.1016/j.hoc.2004.03.006 [doi]', 'S0889858804000115 [pii]']",,,111,,,,,,,,,,,,,,,,,
15271401,NLM,MEDLINE,20040923,20071115,0889-8588 (Print) 0889-8588 (Linking),18,3,2004 Jun,Nonmyeloablative stem cell transplantation for chronic myeloid leukemia.,"703-13, xi","Conventional myeloablative hematopoietic stem cell transplantation carries risks of morbidity and mortality from regimen-related toxicities that have restricted its use to relatively young patients in good medical condition. In nonmyeloablative allogeneic hematopoietic stem cell transplantation, enhanced immunosuppression rather than myeloablative cytotoxic conditioning has allowed the engraftment of allogeneic stem cells, with lower early transplant related mortality and morbidity. This approach shifts tumor eradication to the graft-versus-leukemia effect mediated by donor T lymphocytes. The development of nonmyeloablative transplantation has allowed the application of a potentially curative procedure to elderly or medically infirm patients who would not be able to tolerate high-dose conditioning regimens.","['Qazilbash, Muzaffar H', 'Giralt, Sergio A', 'Champlin, Richard E']","['Qazilbash MH', 'Giralt SA', 'Champlin RE']","['Department of Blood and Marrow Transplantation, University of Texas M.D. Anderson Cancer Center, 1515 Holcombe Boulevard, Unit 423, Houston, TX 77030, USA. mqazilba@mdanderson.org']",['eng'],"['Journal Article', 'Review']",United States,Hematol Oncol Clin North Am,Hematology/oncology clinics of North America,8709473,,IM,"['Hematopoietic Stem Cell Transplantation/adverse effects/*methods', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*therapy', 'Transplantation Conditioning/adverse effects/methods', 'Transplantation Immunology', 'Treatment Outcome']",2004/07/24 05:00,2004/09/24 05:00,['2004/07/24 05:00'],"['2004/07/24 05:00 [pubmed]', '2004/09/24 05:00 [medline]', '2004/07/24 05:00 [entrez]']",ppublish,"Hematol Oncol Clin North Am. 2004 Jun;18(3):703-13, xi. doi: 10.1016/j.hoc.2004.03.009.","['10.1016/j.hoc.2004.03.009 [doi]', 'S0889858804000140 [pii]']",,,36,,,,,,,,,,,,,,,,,
15271400,NLM,MEDLINE,20040923,20071115,0889-8588 (Print) 0889-8588 (Linking),18,3,2004 Jun,Allogeneic hematopoietic stem cell transplantation for chronic myeloid leukemia.,"685-702, x","There never has been a more difficult time to advise patients newly diagnosed with chronic myeloid leukemia (CML). Until recently,the options comprised noncurative but relatively nontoxic chemotherapy or potentially curative allogeneic stem cell transplantation,with its attendant morbidity and mortality. There now is the additional option of the tyrosine kinase inhibitor imatinib mesylate that has been in clinical practice for almost 5 years. Although data are emerging regarding the efficacy of imatinib, solid evidence of any prolongation in survival will be delayed for several years. Future management of CML will continue to depend on a combination of approaches that use allografting and targeted drug therapy. The next decade undoubtedly will witness the introduction of a number of agents capable of inhibiting signal transduction pathways,perhaps controlling CML in cases of primary or acquired imatinib resistance. In the absence of long-term outcome data for imatinib,it remains reasonable to propose that young patients with newly diagnosed CML who have HLA-identical or well-matched unrelated donors should undergo allogeneic transplantation using a standard or nonmyeloablative conditioning regimen. Similarly,patients who fail to respond to imatinib should be rescued with a transplant strategy. The role of molecular monitoring in these two strategies cannot be underestimated.","['Radich, Jerald P', 'Olavarria, Eduardo', 'Apperley, Jane F']","['Radich JP', 'Olavarria E', 'Apperley JF']","['Clinical Research Division, Fred Hutchinson Cancer Research Center, D4-100, 1100 Fairview Avenue North, Seattle, WA 98109, USA. jradich@fhcrc.org']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Hematol Oncol Clin North Am,Hematology/oncology clinics of North America,8709473,,IM,"['Hematopoietic Stem Cell Transplantation/*methods/mortality', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/mortality/*therapy', 'Neoplasm, Residual/diagnosis/therapy', 'Risk Factors', 'Transplantation, Homologous']",2004/07/24 05:00,2004/09/24 05:00,['2004/07/24 05:00'],"['2004/07/24 05:00 [pubmed]', '2004/09/24 05:00 [medline]', '2004/07/24 05:00 [entrez]']",ppublish,"Hematol Oncol Clin North Am. 2004 Jun;18(3):685-702, x. doi: 10.1016/j.hoc.2004.03.013.","['10.1016/j.hoc.2004.03.013 [doi]', 'S0889858804000188 [pii]']",,['18029/PHS HHS/United States'],77,,,,,,,,,,,,,,,,,
15271399,NLM,MEDLINE,20040923,20091103,0889-8588 (Print) 0889-8588 (Linking),18,3,2004 Jun,Clonal evolution in chronic myelogenous leukemia.,"671-84, x","Clonal evolution (CE) may be a marker of disease progression in chronic myelogenous leukemia (CML) and is thought to reflect the genetic instability of the highly proliferative CML progenitors. The frequency of CE increases with advancing stage, rising from 30%in accelerated phase and up to 80% in blast crisis. Given its association with disease progression, CE is considered a feature that defines accelerated-phase CML; however, not all studies have demonstrated a uniformly poor outcome for patients with CE. Chromosomal abnormalities in Ph chromosome negative metaphases increasingly have been recognized in patients treated with imatinib. The true incidence of this phenomenon is not clear but appears to occur in 2% to 17% of imatinib-treated patients. Regardless of the precise mechanism and the long-term clinical implications, the findings described in this article underscore the importance of routine cytogenetic analysis for patients treated with imatinib. The continued study of these phenomena will help us to understand better the pathogenesis of CML and improve the long-term treatment of patients with CML.","['Cortes, Jorge', ""O'Dwyer, Michael E""]","['Cortes J', ""O'Dwyer ME""]","['Department of Leukemia, University of Texas M.D. Anderson Cancer Center, 1515 Holcombe Boulevard, Unit 428, Houston, TX 77030, USA. jcortes@mdanderson.org']",['eng'],"['Journal Article', 'Review']",United States,Hematol Oncol Clin North Am,Hematology/oncology clinics of North America,8709473,['0 (Antineoplastic Agents)'],IM,"['Antineoplastic Agents/pharmacology/therapeutic use', 'Chromosome Aberrations', 'Clone Cells/drug effects/pathology', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/drug therapy/mortality/*pathology', 'Prognosis']",2004/07/24 05:00,2004/09/24 05:00,['2004/07/24 05:00'],"['2004/07/24 05:00 [pubmed]', '2004/09/24 05:00 [medline]', '2004/07/24 05:00 [entrez]']",ppublish,"Hematol Oncol Clin North Am. 2004 Jun;18(3):671-84, x. doi: 10.1016/j.hoc.2004.03.012.","['10.1016/j.hoc.2004.03.012 [doi]', 'S0889858804000176 [pii]']",,,46,,,,,,,,,,,,,,,,,
15271398,NLM,MEDLINE,20040923,20091103,0889-8588 (Print) 0889-8588 (Linking),18,3,2004 Jun,Monitoring of minimal residual disease in chronic myeloid leukemia.,"657-70, ix-x","Detection and monitoring of minimal residual disease has become one of the most prevalent topics in chronic myeloid leukemia(CML) therapy. The goal of early detection of residual disease is to allow timely therapeutic intervention before overt relapse of therapy resistant disease occurs. The most powerful tool to serve this purpose is polymerase chain reaction (PCR). Major improvements in assay techniques have advanced PCR from a purely qualitative test with considerable variability of test results to a real-time quantitative assay with far more reproducible results than were possible before. At the same time, treatment of CML has changed dramatically since the introduction of imatinib. Integration of therapy and molecular assays such as PCR, in addition to a profound understanding of the pathophysiology of CML, has assumed even more importance. Quantitative PCR testing has become the standard monitoring strategy for patients undergoing stem cell transplantation. Although correlations have been established between positive test results and probability of relapse, no absolute guidelines for monitoring exist, especially for patients treated with imatinib.","['Faderl, Stefan', 'Hochhaus, Andreas', 'Hughes, Timothy']","['Faderl S', 'Hochhaus A', 'Hughes T']","['Department of Leukemia, University of Texas M.D. Anderson Cancer Center, Box 428, 1515 Holcombe Bouelvard, Houston, TX 77030, USA. sfaderl@mdanderson.org']",['eng'],"['Journal Article', 'Review']",United States,Hematol Oncol Clin North Am,Hematology/oncology clinics of North America,8709473,,IM,"['Drug Monitoring', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*diagnosis/therapy', 'Molecular Diagnostic Techniques', 'Neoplasm, Residual/*diagnosis/therapy']",2004/07/24 05:00,2004/09/24 05:00,['2004/07/24 05:00'],"['2004/07/24 05:00 [pubmed]', '2004/09/24 05:00 [medline]', '2004/07/24 05:00 [entrez]']",ppublish,"Hematol Oncol Clin North Am. 2004 Jun;18(3):657-70, ix-x. doi: 10.1016/j.hoc.2004.03.010.","['10.1016/j.hoc.2004.03.010 [doi]', 'S0889858804000152 [pii]']",,,56,,,,,,,,,,,,,,,,,
15271397,NLM,MEDLINE,20040923,20151119,0889-8588 (Print) 0889-8588 (Linking),18,3,2004 Jun,Clinical resistance to imatinib: mechanisms and implications.,"641-56, ix","Although responses to imatinib in chronic phase chronic myelogenous leukemia have been durable in most cases, most patients in advanced disease develop resistance and relapse after a short duration of therapy. The mechanisms of drug resistance are diverse, but in most cases, mutations are found at the time of resistance that change amino acids within the kinase domain of BCR-ABL. Cytogenetic and molecular analyses at the time of resistance are suggested to guide therapy.","['Hochhaus, Andreas', 'Hughes, Timothy']","['Hochhaus A', 'Hughes T']","['III. Medizinische Klinik, Fakultat fur Klinische Medizin Mannheim, Universitat Heidelberg, Wiesbadener Strasse 7-11, 68305 Mannheim, Germany. hochhaus@uni-hd.de']",['eng'],"['Journal Article', 'Review']",United States,Hematol Oncol Clin North Am,Hematology/oncology clinics of North America,8709473,"['0 (Benzamides)', '0 (Piperazines)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Benzamides', '*Drug Resistance, Neoplasm/genetics', 'Fusion Proteins, bcr-abl/genetics', 'Humans', 'Imatinib Mesylate', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/diagnosis/*drug therapy', 'Mutation', 'Piperazines/*pharmacology', 'Pyrimidines/*pharmacology']",2004/07/24 05:00,2004/09/24 05:00,['2004/07/24 05:00'],"['2004/07/24 05:00 [pubmed]', '2004/09/24 05:00 [medline]', '2004/07/24 05:00 [entrez]']",ppublish,"Hematol Oncol Clin North Am. 2004 Jun;18(3):641-56, ix. doi: 10.1016/j.hoc.2004.03.001.","['10.1016/j.hoc.2004.03.001 [doi]', 'S0889858804000061 [pii]']",,,51,,,,,,,,,,,,,,,,,
15271396,NLM,MEDLINE,20040923,20181130,0889-8588 (Print) 0889-8588 (Linking),18,3,2004 Jun,Investigational strategies in chronic myelogenous leukemia.,"619-39, ix","Imatinib is the cornerstone of therapy in chronic myelogenous leukemia (CML) and a model for the development of novel agents directed at specific targets. The results of imatinib therapy continue to improve with approaches such as higher doses of imatinib and, possibly, with combinations of imatinib and interferon-alpha with or without cytarabine. There are multiple targets with agents directed to them that may prove to be synergistic with imatinib. These approaches are attractive, particularly when dealing with imatinib resistant CML, to prevent resistance and improve the probability of cure. The continued understanding of the biology of CML and mechanisms of resistance to imatinib and the ability to develop target-specific therapies should lead to the increased probability of cure for most patients who have CML.","['Cortes, Jorge E', ""O'Brien, Susan M"", 'Giles, Francis', 'Alvarez, Ricardo H', 'Talpaz, Moshe', 'Kantarjian, Hagop M']","['Cortes JE', ""O'Brien SM"", 'Giles F', 'Alvarez RH', 'Talpaz M', 'Kantarjian HM']","['Department of Leukemia, University of Texas, M.D. Anderson Cancer Center, 1515 Holcombe Boulevard, Box 428, Houston, TX 77030, USA. jcortes@mdanderson.org']",['eng'],"['Journal Article', 'Review']",United States,Hematol Oncol Clin North Am,Hematology/oncology clinics of North America,8709473,"['0 (Angiogenesis Inhibitors)', '0 (Antineoplastic Agents)', '0 (Arsenicals)', '0 (Benzamides)', '0 (Cancer Vaccines)', '0 (Enzyme Inhibitors)', '0 (Harringtonines)', '0 (Oxides)', '0 (Piperazines)', '0 (Pyrimidines)', '6FG8041S5B (Homoharringtonine)', '8A1O1M485B (Imatinib Mesylate)', 'S7V92P67HO (Arsenic Trioxide)']",IM,"['Angiogenesis Inhibitors/therapeutic use', 'Antineoplastic Agents/pharmacology/*therapeutic use', 'Arsenic Trioxide', 'Arsenicals/therapeutic use', 'Benzamides', 'Cancer Vaccines', 'DNA Methylation', 'Enzyme Inhibitors/therapeutic use', 'Harringtonines/therapeutic use', 'Homoharringtonine', 'Humans', 'Imatinib Mesylate', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy', 'Oxides/therapeutic use', 'Piperazines/administration & dosage/therapeutic use', 'Pyrimidines/administration & dosage/therapeutic use', 'Research', 'Treatment Outcome']",2004/07/24 05:00,2004/09/24 05:00,['2004/07/24 05:00'],"['2004/07/24 05:00 [pubmed]', '2004/09/24 05:00 [medline]', '2004/07/24 05:00 [entrez]']",ppublish,"Hematol Oncol Clin North Am. 2004 Jun;18(3):619-39, ix. doi: 10.1016/j.hoc.2004.03.004.","['10.1016/j.hoc.2004.03.004 [doi]', 'S0889858804000097 [pii]']",,,143,,,,,,,,,,,,,,,,,
15271395,NLM,MEDLINE,20040923,20151119,0889-8588 (Print) 0889-8588 (Linking),18,3,2004 Jun,Imatinib therapy in chronic myeloid leukemia.,"605-17, viii","This article briefly recaps the key clinical trials that involve imatinib and focuses on the ongoing results and implications of these studies for future research in imatinib-based therapy in chronic myeloid leukemia (CML). Imatinib by no means has replaced allografting in the treatment of CML, although clearly, there has been a radical shift in thinking in considering which patients should undergo transplant. The route to cure with minimal toxicity may involve creative use of drug and transplant technologies.","['Crossman, Lucy C', ""O'Brien, Stephen G""]","['Crossman LC', ""O'Brien SG""]","['School of Clinical and Laboratory Sciences, University of Newcastle Medical School, Newcastle Upon Tyne, NE2 4HH, UK.']",['eng'],"['Journal Article', 'Review']",United States,Hematol Oncol Clin North Am,Hematology/oncology clinics of North America,8709473,"['0 (Benzamides)', '0 (Piperazines)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)']",IM,"['Benzamides', 'Humans', 'Imatinib Mesylate', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/diagnosis/*drug therapy/mortality', 'Molecular Diagnostic Techniques', 'Piperazines/administration & dosage/*therapeutic use', 'Prognosis', 'Pyrimidines/administration & dosage/*therapeutic use', 'Remission Induction', 'Treatment Outcome']",2004/07/24 05:00,2004/09/24 05:00,['2004/07/24 05:00'],"['2004/07/24 05:00 [pubmed]', '2004/09/24 05:00 [medline]', '2004/07/24 05:00 [entrez]']",ppublish,"Hematol Oncol Clin North Am. 2004 Jun;18(3):605-17, viii. doi: 10.1016/j.hoc.2004.03.014.","['10.1016/j.hoc.2004.03.014 [doi]', 'S0889858804000322 [pii]']",,,57,,,,,,,,,,,,,,,,,
15271394,NLM,MEDLINE,20040923,20091103,0889-8588 (Print) 0889-8588 (Linking),18,3,2004 Jun,Interferon therapy in chronic myelogenous leukemia.,"585-603, viii","Interferon (IFN)-alpha, the molecule used in the treatment of chronic myelogenous leukemia and initially prepared from human leucocytes,is now produced essentially by recombinant techniques. Polyethylene glycol (PEG) modifications of proteins could be more effective than the regular molecules; thus, pegylated IFNs more recently have been tested in chronic myelogenous leukemia. PEG modification of proteins reduces sensitivity to proteolysis. Moreover,administration of pegylated IFNs results in less antigenicity and immunogenicity, and prolongation of their plasma half-life has been assessed by pharmacokinetic studies. It is assumed, therefore, that this compound could be more effective and better tolerated. Given the results recently obtained with imatinib, however, whether IFN-alpha will still have a therapeutic role is questionable.","['Guilhot, Francois', 'Roy, Lydia', 'Guilhot, Joelle', 'Millot, Frederic']","['Guilhot F', 'Roy L', 'Guilhot J', 'Millot F']","['Department of Oncology-Hematology and Cell Therapy, CHU La Miletrie, 2 Rue de la Miletrie, 86021 Poitiers, France. f.guilhot@chu-poitiers.fr']",['eng'],"['Journal Article', 'Review']",United States,Hematol Oncol Clin North Am,Hematology/oncology clinics of North America,8709473,['0 (Interferon-alpha)'],IM,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Humans', 'Interferon-alpha/*therapeutic use', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy/mortality/pathology', 'Prognosis', 'Treatment Outcome']",2004/07/24 05:00,2004/09/24 05:00,['2004/07/24 05:00'],"['2004/07/24 05:00 [pubmed]', '2004/09/24 05:00 [medline]', '2004/07/24 05:00 [entrez]']",ppublish,"Hematol Oncol Clin North Am. 2004 Jun;18(3):585-603, viii. doi: 10.1016/j.hoc.2004.03.002.","['10.1016/j.hoc.2004.03.002 [doi]', 'S0889858804000073 [pii]']",,,57,,,,,,,,,,,,,,,,,
15271393,NLM,MEDLINE,20040923,20201212,0889-8588 (Print) 0889-8588 (Linking),18,3,2004 Jun,Natural history and staging of chronic myelogenous leukemia.,"569-84, viii","The natural history of chronic myelogenous leukemia (CML) has changed in recent years, partly due to earlier diagnosis but mostly as a consequence of the availability of effective therapies that have the potential to eradicate the Philadelphia chromosome-positive clone. Highly effective therapy with imatinib has changed the prognostic significance of clinical features traditionally associated with poor outcome. Achieving a complete cytogenetic response and a major molecular response early during the course of therapy with imatinib may be the most important factor in determining longterm outcome. Therefore, treatment modalities that increase the probability of achieving this goal should be pursued. This article describes the natural history of CML and its prognostic factors,with emphasis on changes due to the emergence of imatinib.","['Cortes, Jorge']",['Cortes J'],"['Department of Leukemia, University of Texas M.D. Anderson Cancer Center, 1515 Holcombe Boulevard, Unit 428, Houston, TX 77030, USA. jcortes@mdanderson.org']",['eng'],"['Journal Article', 'Review']",United States,Hematol Oncol Clin North Am,Hematology/oncology clinics of North America,8709473,"['0 (Benzamides)', '0 (Piperazines)', '0 (Pyrimidines)', '8A1O1M485B (Imatinib Mesylate)']",IM,"['Benzamides', 'Disease Progression', 'Humans', 'Imatinib Mesylate', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/complications/drug therapy/mortality/*pathology', 'Neoplasm Staging', 'Piperazines/therapeutic use', 'Prognosis', 'Pyrimidines/therapeutic use', 'Treatment Outcome']",2004/07/24 05:00,2004/09/24 05:00,['2004/07/24 05:00'],"['2004/07/24 05:00 [pubmed]', '2004/09/24 05:00 [medline]', '2004/07/24 05:00 [entrez]']",ppublish,"Hematol Oncol Clin North Am. 2004 Jun;18(3):569-84, viii. doi: 10.1016/j.hoc.2004.03.011.","['10.1016/j.hoc.2004.03.011 [doi]', 'S0889858804000164 [pii]']",,,73,,,,,,,,,,,,,,,,,
15271392,NLM,MEDLINE,20040923,20131121,0889-8588 (Print) 0889-8588 (Linking),18,3,2004 Jun,Biology of chronic myelogenous leukemia--signaling pathways of initiation and transformation.,"545-68, vii-viii","Chronic myeloid leukemia (CML) is caused by the Bcr-Abl oncoprotein,the product of the t(9;22) chromosomal translocation that generates the Philadelphia chromosome. Different disease phenotypes are associated with each of the three Bcr-Abl isoforms: p190Bcr-Abl, p210Bcr-Abl, and p230Bcr-Abl all of which have a constitutively activated tyrosine kinase. Mechanisms associated with malignant transformation include altered cellular adhesion, activation of mitogenic signaling pathways, inhibition of apoptosis, and proteasomal degradation of physiologically important cellular proteins.CML is subject to an inexorable progression from an ""indolent"" chronic phase to a terminal blast crisis. Disease progression is presumed to be associated with the phenomenon of genomic instability.","['Melo, Junia V', 'Deininger, Michael W N']","['Melo JV', 'Deininger MW']","['Department of Haematology, Imperial College, London & Hammersmith Hospital, Du Cane Road, London W12 0NN, UK. j.melo@imperial.ac.uk']",['eng'],"['Journal Article', 'Review']",United States,Hematol Oncol Clin North Am,Hematology/oncology clinics of North America,8709473,"['0 (Oncogene Proteins)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,"['Cell Transformation, Neoplastic/*genetics', 'Fusion Proteins, bcr-abl/genetics/metabolism/physiology', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*etiology/genetics', 'Oncogene Proteins/metabolism/physiology', 'Signal Transduction/*genetics', 'Translocation, Genetic']",2004/07/24 05:00,2004/09/24 05:00,['2004/07/24 05:00'],"['2004/07/24 05:00 [pubmed]', '2004/09/24 05:00 [medline]', '2004/07/24 05:00 [entrez]']",ppublish,"Hematol Oncol Clin North Am. 2004 Jun;18(3):545-68, vii-viii. doi: 10.1016/j.hoc.2004.03.008.","['10.1016/j.hoc.2004.03.008 [doi]', 'S0889858804000139 [pii]']",,,162,,,,,,,,,,,,,,,,,
15271391,NLM,MEDLINE,20040923,20091103,0889-8588 (Print) 0889-8588 (Linking),18,3,2004 Jun,Animal models of chronic myelogenous leukemia.,"525-43, vii","Of the current mouse chronic myelogenous leukemia (CML) models,the murine bone marrow (BM) transduction and transplantation model most efficiently mimics many of the central features of human CML. In this model, lethally irradiated mice are reconstituted with primary murine BM cells transduced with a P210BCR/ABL retrovirus. All recipient mice develop a fatal peripheral blood and BM granulocytosis and splenomegaly, a disease termed the murine CML-like myeloproliferative disorder. This model has been used to establish the causative role of Bcr/Abl in CML, identify those signaling pathways and regions of Bcr/Abl critical for leukemogenesis, and explore the limitations of targeted CML therapy. Future refinements in this CML mouse model will make it a more effective tool for studying imatinib-resistant CML, reproducing chronic- and blastic-phase human CML, and performing CML progenitor studies.","['Ilaria, Robert L Jr']",['Ilaria RL Jr'],"['Division of Hematology/Oncology, Hamon Center for Therapeutic Oncology Research, University of Texas Southwestern Medical Center, 5323 Harry Hines Boulevard, MC8593, Dallas, TX 75390-8593, USA. robert.ilaria@utsouthwestern.edu']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Hematol Oncol Clin North Am,Hematology/oncology clinics of North America,8709473,,IM,"['Animals', 'Bone Marrow Cells/metabolism', 'Bone Marrow Transplantation', '*Disease Models, Animal', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive/drug therapy/etiology', 'Mice', 'Retroviridae/genetics', 'Transduction, Genetic']",2004/07/24 05:00,2004/09/24 05:00,['2004/07/24 05:00'],"['2004/07/24 05:00 [pubmed]', '2004/09/24 05:00 [medline]', '2004/07/24 05:00 [entrez]']",ppublish,"Hematol Oncol Clin North Am. 2004 Jun;18(3):525-43, vii. doi: 10.1016/j.hoc.2004.03.003.","['10.1016/j.hoc.2004.03.003 [doi]', 'S0889858804000085 [pii]']",,['HL03310/HL/NHLBI NIH HHS/United States'],99,,,,,,,,,,,,,,,,,
15270902,NLM,MEDLINE,20041019,20071115,0007-0963 (Print) 0007-0963 (Linking),151,1,2004 Jul,Plasma cell leukaemia cutis preferentially localized to recent puncture sites.,237-8,,"['Kim, J E', 'Kim, M-Y', 'Kim, H O', 'Park, Y M']","['Kim JE', 'Kim MY', 'Kim HO', 'Park YM']",,['eng'],"['Case Reports', 'Letter', 'Review']",England,Br J Dermatol,The British journal of dermatology,0004041,,IM,"['Catheterization, Central Venous', 'Humans', 'Leukemia, Plasma Cell/*pathology', '*Leukemic Infiltration', 'Male', 'Middle Aged', 'Punctures', 'Skin/*pathology']",2004/07/24 05:00,2004/10/20 09:00,['2004/07/24 05:00'],"['2004/07/24 05:00 [pubmed]', '2004/10/20 09:00 [medline]', '2004/07/24 05:00 [entrez]']",ppublish,Br J Dermatol. 2004 Jul;151(1):237-8. doi: 10.1111/j.1365-2133.2004.06025.x.,"['10.1111/j.1365-2133.2004.06025.x [doi]', 'BJD6025 [pii]']",,,9,,,,,,,,,,,,,,,,,
15270896,NLM,MEDLINE,20041019,20071115,0007-0963 (Print) 0007-0963 (Linking),151,1,2004 Jul,Bilateral Bowen's disease.,227-8,"Multiple Bowen's disease may be difficult to differentiate from bowenoid papulosis because of its clinicopathological resemblance to bowenoid papulosis. We experienced a case of bilaterally and symmetrically developed multiple bowenoid lesions in a 71-year-old man previously diagnosed as having chronic lymphocytic lymphoma (CLL). Based on histological findings and the results of human papillomavirus examinations, we finally diagnosed this case as bilateral Bowen's disease. We speculate that the underlying immunosuppressive state due to CLL may have been associated with onset of the disease. We report the unique clinical picture, the differential diagnosis and the aetiology.","['Nishimura, Y', 'Kishigawa, T', 'Tanaka, T']","['Nishimura Y', 'Kishigawa T', 'Tanaka T']","['Department of Dermatology, Tenri Yorozu Hospital, 200 Mishima, Tenri-shi, Nara 632-8552, Japan. n-you-1@msi.biglobe.ne.jp']",['eng'],"['Case Reports', 'Journal Article']",England,Br J Dermatol,The British journal of dermatology,0004041,,IM,"['Aged', ""Bowen's Disease/complications/*diagnosis/immunology"", 'Chronic Disease', 'Diagnosis, Differential', 'Foot Diseases/complications/*diagnosis/immunology', 'Hip', 'Humans', 'Immunocompromised Host', 'Leukemia, Lymphocytic, Chronic, B-Cell/complications/immunology', 'Male', 'Skin Neoplasms/complications/*diagnosis/immunology']",2004/07/24 05:00,2004/10/20 09:00,['2004/07/24 05:00'],"['2004/07/24 05:00 [pubmed]', '2004/10/20 09:00 [medline]', '2004/07/24 05:00 [entrez]']",ppublish,Br J Dermatol. 2004 Jul;151(1):227-8. doi: 10.1111/j.1365-2133.2004.06039.x.,"['10.1111/j.1365-2133.2004.06039.x [doi]', 'BJD6039 [pii]']",,,,,,,,,,,,,,,,,,,,
