PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AB,RN,AID,OID,OAB,OABL,OTO,OT,GN,PMC,RF,GR,AD
449901,NLM,MEDLINE,19790901,20041117,0028-4793 (Print) 0028-4793 (Linking),300,26,1979 Jun 28,Leukemia from atomic fallout.,1492,"['Lyon, J L', 'Klauber, M R']","['Lyon JL', 'Klauber MR']",['eng'],['Letter'],,United States,N Engl J Med,The New England journal of medicine,0255562,IM,"['Child', 'Humans', 'Leukemia/mortality', 'Leukemia, Radiation-Induced/*etiology', '*Radioactive Fallout', 'Utah']",1979/06/28 00:00,1979/06/28 00:01,['1979/06/28 00:00'],"['1979/06/28 00:00 [pubmed]', '1979/06/28 00:01 [medline]', '1979/06/28 00:00 [entrez]']",ppublish,N Engl J Med. 1979 Jun 28;300(26):1492.,,['0 (Radioactive Fallout)'],,,,,,,,,,,
449900,NLM,MEDLINE,19790901,20041117,0028-4793 (Print) 0028-4793 (Linking),300,26,1979 Jun 28,Leukemia from atomic fallout.,1491,"['Enstrom, J E']",['Enstrom JE'],['eng'],['Letter'],,United States,N Engl J Med,The New England journal of medicine,0255562,IM,"['Child', 'Humans', 'Leukemia/mortality', 'Leukemia, Radiation-Induced/*etiology', '*Radioactive Fallout', 'United States', 'Utah']",1979/06/28 00:00,1979/06/28 00:01,['1979/06/28 00:00'],"['1979/06/28 00:00 [pubmed]', '1979/06/28 00:01 [medline]', '1979/06/28 00:00 [entrez]']",ppublish,N Engl J Med. 1979 Jun 28;300(26):1491.,,['0 (Radioactive Fallout)'],,,,,,,,,,,
449899,NLM,MEDLINE,19790901,20041117,0028-4793 (Print) 0028-4793 (Linking),300,26,1979 Jun 28,Leukemia from atomic fallout.,1491,"['Bader, M']",['Bader M'],['eng'],['Letter'],,United States,N Engl J Med,The New England journal of medicine,0255562,IM,"['Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Leukemia/mortality', 'Leukemia, Radiation-Induced/*etiology', '*Radioactive Fallout', 'Washington']",1979/06/28 00:00,1979/06/28 00:01,['1979/06/28 00:00'],"['1979/06/28 00:00 [pubmed]', '1979/06/28 00:01 [medline]', '1979/06/28 00:00 [entrez]']",ppublish,N Engl J Med. 1979 Jun 28;300(26):1491. doi: 10.1056/NEJM197906283002618.,,['0 (Radioactive Fallout)'],['10.1056/NEJM197906283002618 [doi]'],,,,,,,,,,
449392,NLM,MEDLINE,19790829,20211203,0145-2126 (Print) 0145-2126 (Linking),3,2,1979,A study of HLA antigens and haplotypes in a population of Caucasians with acute non-lymphocytic leukemia.,75-82,"['Daly, P A', 'Simon, R', 'Schiffer, C A', 'Aisner, J', 'Terasaki, P I', 'Wiernik, P H']","['Daly PA', 'Simon R', 'Schiffer CA', 'Aisner J', 'Terasaki PI', 'Wiernik PH']",['eng'],['Journal Article'],,England,Leuk Res,Leukemia research,7706787,IM,"['Acute Disease', 'Female', 'Gene Frequency', '*HLA Antigens', 'Humans', 'Leukemia/etiology/*immunology', 'Male', 'Phenotype', 'Whites']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1979;3(2):75-82. doi: 10.1016/0145-2126(79)90065-1.,,['0 (HLA Antigens)'],['10.1016/0145-2126(79)90065-1 [doi]'],,,,,,,,,,
448801,NLM,MEDLINE,19790829,20200724,0022-538X (Print) 0022-538X (Linking),29,3,1979 Mar,Highly inducible cell lines derived from mice genetically transmitting the Moloney murine leukemia virus genome.,899-906,"['Bacheler, L', 'Jaenisch, R', 'Fan, H']","['Bacheler L', 'Jaenisch R', 'Fan H']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Virol,Journal of virology,0113724,IM,"['Animals', 'Bromodeoxyuridine/pharmacology', '*Cell Line', 'DNA/analysis', 'DNA, Viral/analysis', 'Fibroblasts', '*Genes, Viral', 'Mice', 'Moloney murine leukemia virus/chemistry/*genetics/metabolism', 'Nucleic Acid Hybridization', 'RNA, Viral/biosynthesis', 'Viral Proteins/biosynthesis']",1979/03/01 00:00,1979/03/01 00:01,['1979/03/01 00:00'],"['1979/03/01 00:00 [pubmed]', '1979/03/01 00:01 [medline]', '1979/03/01 00:00 [entrez]']",ppublish,J Virol. 1979 Mar;29(3):899-906. doi: 10.1128/JVI.29.3.899-906.1979.,"Permanent, non-virus-producing cell lines have been established from a mouse embryo carrying an endogenous, genetically transmitted Moloney murine leukemia virus (M-MuLV) genome. These cells carry the M-MuLV genome, as demonstrated by hybridization of cellular DNA to M-MuLV complementary DNA, but do not express it at the levels of virus production, accumulation of intracellular viral p30, or M-MuLV-specific RNA. Treatment with bromodeoxyuridine (50 microgram/ml for 24 h) resulted in induction of XC-positive NB-tropic virus, although only a small fraction of the cells released virus (less than 0.1% after 48 h). Immunofluorescent staining and flow microfluorometry indicated that a wave of p30 accumulation occurs in the induced cells, with a maximum at 24 to 48 h after the addition of bromodeoxyuridine. Furthermore, most, if not all, cells were induced to produce p30 protein. Similar kinetics were found for the accumulation of M-MuLV-specific RNA in the cytoplasm of induced cells. This rapid induction of virus expression in a majority of cells was dependent on the presence of the M-MuLV genome and probably represents primarily the expression of this endogenous virus since induction was not observed in cells similarly derived from a sibling embryo lacking the M-MuLV genome.","['0 (DNA, Viral)', '0 (RNA, Viral)', '0 (Viral Proteins)', '9007-49-2 (DNA)', 'G34N38R2N1 (Bromodeoxyuridine)']",['10.1128/JVI.29.3.899-906.1979 [doi]'],,,,,,,PMC353249,,,
448687,NLM,MEDLINE,19790901,20191210,0022-2623 (Print) 0022-2623 (Linking),22,7,1979 Jul,"2',3'-Bis(2-chloroethyl)aminophosphoryl-3'-amino-3'-deoxyadenosine: a cyclic nucleotide with antitumor activity.",882-5,"['Okruszek, A', 'Verkade, J G']","['Okruszek A', 'Verkade JG']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Med Chem,Journal of medicinal chemistry,9716531,IM,"['Animals', 'Carcinoma, Squamous Cell/drug therapy', 'Deoxyadenine Nucleotides/*chemical synthesis/pharmacology/therapeutic use', 'Humans', 'In Vitro Techniques', 'Leukemia L1210/drug therapy', 'Methods', 'Mice', 'Nucleotides, Cyclic/*chemical synthesis/pharmacology/therapeutic use', 'Phosphoramide Mustards/*chemical synthesis/therapeutic use']",1979/07/01 00:00,1979/07/01 00:01,['1979/07/01 00:00'],"['1979/07/01 00:00 [pubmed]', '1979/07/01 00:01 [medline]', '1979/07/01 00:00 [entrez]']",ppublish,J Med Chem. 1979 Jul;22(7):882-5. doi: 10.1021/jm00193a026.,"The synthesis of the title compound from 3'-amino-3'-deoxyadenosine in 40% yield is reported. 3'-Amino-3'-deoxyadenosine was made by an improved synthesis in 12 steps from inexpensive D-xylose in 15% overall yield. Both isomers of the title compound, separated by column chromatography, possess confirmed activity against KB tumor cell cultures.","['0 (Deoxyadenine Nucleotides)', '0 (Nucleotides, Cyclic)', '0 (Phosphoramide Mustards)', ""70894-64-3 (2',3'-bis(2-chloroethyl)aminophosphoryl-3'-amino-3'-deoxyadenosine)""]",['10.1021/jm00193a026 [doi]'],,,,,,,,,,
448685,NLM,MEDLINE,19790901,20190709,0022-2623 (Print) 0022-2623 (Linking),22,7,1979 Jul,Analogues of methotrexate.,862-8,"['Montgomery, J A', 'Piper, J R', 'Elliott, R D', 'Temple, C Jr', 'Roberts, E C', 'Shealy, Y F']","['Montgomery JA', 'Piper JR', 'Elliott RD', 'Temple C Jr', 'Roberts EC', 'Shealy YF']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Med Chem,Journal of medicinal chemistry,9716531,IM,"['Animals', 'Antineoplastic Agents/chemical synthesis/therapeutic use', 'Carcinoma, Squamous Cell/drug therapy', 'Cell Survival/drug effects', 'Columbidae', 'Folic Acid Antagonists', 'Humans', 'In Vitro Techniques', 'Leukemia L1210/drug therapy', 'Liver/enzymology', 'Methotrexate/*analogs & derivatives/chemical synthesis/pharmacology/therapeutic use', 'Mice', 'Structure-Activity Relationship']",1979/07/01 00:00,2001/03/28 10:01,['1979/07/01 00:00'],"['1979/07/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1979/07/01 00:00 [entrez]']",ppublish,J Med Chem. 1979 Jul;22(7):862-8. doi: 10.1021/jm00193a021.,"Analogues of methotrexate (MTX) were prepared by alkylation of side-chain precursors with 6-(bromomethyl)-2,4-pteridinediamine followed, where necessary, by saponification of the intermediate esters and, in two cases, by electrophilic substitution reactions in the pyridine ring portion of 3-deazamethotrexate. Effects of the various modifications on their ability to inhibit dihydrofolate reductase, cytotoxicity, and activity against L1210 leukemia in mice were examined in light of recent findings concerning active transport of MTX and related compounds and the binding features of the MTX-dihydrofolate reductase complex.","['0 (Antineoplastic Agents)', '0 (Folic Acid Antagonists)', 'YL5FZ2Y5U1 (Methotrexate)']",['10.1021/jm00193a021 [doi]'],,,,,,,,,,
448679,NLM,MEDLINE,19790901,20190709,0022-2623 (Print) 0022-2623 (Linking),22,7,1979 Jul,"Synthesis, base-catalyzed hydrolytic reactivity, and anticancer evaluation of O-aryl phosphorodiamidates as a novel class of pro(phosphorodiamidic acid mustards).",802-7,"['Chiu, F T', 'Tsui, F P', 'Zon, G']","['Chiu FT', 'Tsui FP', 'Zon G']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Med Chem,Journal of medicinal chemistry,9716531,IM,"['Animals', 'Carcinoma, Squamous Cell/drug therapy', 'Female', 'Humans', 'Hydrolysis', 'In Vitro Techniques', 'Kinetics', 'Leukemia L1210/drug therapy', 'Male', 'Mice', 'Mouth Neoplasms', 'Neoplasms, Experimental/drug therapy', 'Phosphoramide Mustards/*chemical synthesis/therapeutic use', 'Structure-Activity Relationship']",1979/07/01 00:00,1979/07/01 00:01,['1979/07/01 00:00'],"['1979/07/01 00:00 [pubmed]', '1979/07/01 00:01 [medline]', '1979/07/01 00:00 [entrez]']",ppublish,J Med Chem. 1979 Jul;22(7):802-7. doi: 10.1021/jm00193a010.,"Bis(2-chloroethyl)phosphoramidic dichloride [MP(O)Cl2, M = N(CH2CH2Cl)2] has been used as the starting material for the synthesis of O-aryl phosphorodiamidates having the general structure MP(O)(NHR)OAr: 9, R = H, Ar = 4-NO2C6H4; 10, R = H, Ar = C6F5; 11, R = C6H5, Ar = C6F5; 12, R = 4-MeC6H4, Ar = C6F5; and 13, R = 4-EtOC6H4, Ar = C6F5. The phosphorodiamidic chloride precursor to 13 (14) was also isolated. Kinetics for the base-catalyzed hydrolysis of compounds 9--13 were investigated by UV and NMR methods and are considered in connection with service of these compounds as pro(phosphorodiamidic acid mustards) [MP(O)(NHR)OAr leads to MP(O)(NHR)OH] via an E1cB mechanism involving the intermediacy of a mustard-bearing metaphosphorodiimide [MP(O)=NR]. Anticancer screening tests against L1210 lymphoid leukemia in mice indicated that 9--14 are inactive; similar negative results were obtained with the KB cell culture, except in the case of 14 which was marginally active.",['0 (Phosphoramide Mustards)'],['10.1021/jm00193a010 [doi]'],,,,,,,,,,
448678,NLM,MEDLINE,19790901,20190709,0022-2623 (Print) 0022-2623 (Linking),22,7,1979 Jul,Actinomycin D oxazinones as improved antitumor agents.,797-802,"['Sengupta, S K', 'Trites, D H', 'Madhavarao, M S', 'Beltz, W R']","['Sengupta SK', 'Trites DH', 'Madhavarao MS', 'Beltz WR']",['eng'],['Journal Article'],,United States,J Med Chem,Journal of medicinal chemistry,9716531,IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis/therapeutic use', 'Chemical Phenomena', 'Chemistry', 'Chemistry, Physical', 'DNA/metabolism', 'Dactinomycin/*analogs & derivatives/chemical synthesis/metabolism/pharmacology', 'Dose-Response Relationship, Drug', 'Esterases/blood', 'Humans', 'In Vitro Techniques', 'Leukemia, Experimental/drug therapy', 'Male', 'Mice', 'Rats', 'Structure-Activity Relationship']",1979/07/01 00:00,1979/07/01 00:01,['1979/07/01 00:00'],"['1979/07/01 00:00 [pubmed]', '1979/07/01 00:01 [medline]', '1979/07/01 00:00 [entrez]']",ppublish,J Med Chem. 1979 Jul;22(7):797-802. doi: 10.1021/jm00193a009.,"1,4-Oxazinone derivatives of the phenoxazinone chromophore in actinomycin D (AMD) have been synthesized by condensation of AMD with alpha-keto acids. By varying the starting alpha-keto acid, the substitutions on the oxazinone ring and, consequently, the lipophilicity of the molecule could be altered. These oxazinone derivatives revert to AMD in physiological media and it appears that these oxazinones are ""depot"" forms of AMD and possess physicochemical and DNA-binding properties which are significantly different from those of AMD. The oxazinones, which have bulky and lipophilic substituents at position 3, demonstrate more pronounced antitumor activity against P388 mouse leukemia and are less toxic than AMD.","['0 (Antineoplastic Agents)', '1CC1JFE158 (Dactinomycin)', '9007-49-2 (DNA)', 'EC 3.1.- (Esterases)']",['10.1021/jm00193a009 [doi]'],,,,,,,,,,
448535,NLM,MEDLINE,19790816,20190630,0022-3476 (Print) 0022-3476 (Linking),94,6,1979 Jun,Metastatic medulloblastoma simulating acute leukemia.,921-3,"['Chu, J Y']",['Chu JY'],['eng'],"['Case Reports', 'Journal Article']",,United States,J Pediatr,The Journal of pediatrics,0375410,IM,"['Bone Marrow', 'Bone Neoplasms/*diagnosis', 'Brain Neoplasms/*diagnosis', 'Child, Preschool', 'Cranial Fossa, Posterior', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia/*diagnosis', 'Medulloblastoma/*diagnosis', 'Neoplasm Metastasis']",1979/06/01 00:00,1979/06/01 00:01,['1979/06/01 00:00'],"['1979/06/01 00:00 [pubmed]', '1979/06/01 00:01 [medline]', '1979/06/01 00:00 [entrez]']",ppublish,J Pediatr. 1979 Jun;94(6):921-3. doi: 10.1016/s0022-3476(79)80216-4.,,,"['S0022-3476(79)80216-4 [pii]', '10.1016/s0022-3476(79)80216-4 [doi]']",,,,,,,,,,
448285,NLM,MEDLINE,19790901,20190508,0022-1007 (Print) 0022-1007 (Linking),149,5,1979 May 1,Friend erythroleukemia antigen. A viral antigen specified by spleen focus-forming virus and differentiation antigen controlled by the Fv-2 locus.,1152-67,"['Risser, R']",['Risser R'],['eng'],['Journal Article'],,United States,J Exp Med,The Journal of experimental medicine,2985109R,IM,"['Animals', 'Antibodies, Viral', 'Antibody-Dependent Cell Cytotoxicity', '*Antigens, Viral', 'Bone Marrow/immunology', 'Cell Line', 'Friend murine leukemia virus/*immunology', '*Genes', '*Hematopoiesis', 'Leukemia, Experimental/*immunology', 'Liver/embryology/immunology', 'Mice', 'Mice, Inbred Strains', 'Spleen/immunology']",1979/05/01 00:00,1979/05/01 00:01,['1979/05/01 00:00'],"['1979/05/01 00:00 [pubmed]', '1979/05/01 00:01 [medline]', '1979/05/01 00:00 [entrez]']",ppublish,J Exp Med. 1979 May 1;149(5):1152-67. doi: 10.1084/jem.149.5.1152.,"Serum from C57BL/6 (B6) mice hyperimmunized with NB-tropic Friend virus complex (FV) was cytotoxic for FV-induced erythroleukemic spleen cells and B6 Friend-murine leukemia virus (F-MuLV) lymphoma cells. Cytotoxic activity for erythroleukemia cells remained after repeated absorption of B6 anti-FV antiserum with Friend-Moloney-Rauscher MuLV lymphoma cells but was removed by absorption with erythroleukemia cells induced by FV or Rauscher Vrus. This serologic test system identified a previously unrecognized cell-surface antigen of mouse leukemia, designated Friend Erythroleukemia (FE) antigen to signify its appearance as a determinant of virally induced erythroleukemic differentiation. FE antigen was not detected on 15 transplanted or primary hematopoietic neoplasms, nor was it detected on cells infected with ecotropic, xenotropic, or dualtropic MuLV isolates in tissue culture. Two spleen focus-forming virus (SFFV) nonproducer cells of rats and one of mice express FE antigen in amounts comparable to primary erythroleukemia cells. Absorption tests with FE typing serum indicated that FE antigen was expressed on bone marrow and spleen but not thymus, lymph node, or peripheral blood of uninfected AKR, BALB/c, DBA, and SWR mice; all five tissues from B6 and C57L were negative. Quantitiative absorption tests indicated that the expression of FE antigen, though much lower than on erythroleukemic cells, was greatest on fetal liver, less on bone marrow, and lowest on spleen from BALB and SWR mice. Treatment of BALB/c or SWR fetal liver, bone marrow, spleen, thymus, or lymph node cells with FE typing serum did not result in significant lysis. These observations are consistent with the interpretation that FE antigen is expressed by a minor cell population present in fetal liver, bone marrow, and spleen. Expression of FE antigen, determined by absorption with bone marrow cells, cosegregated with inheritance of the Fv-2s allele in the 17 inbred, 7 recombinant inbred, and 4 congenic mouse strains tested. In summary, the FE antigenic system identifies a cell-surface determinant that has the properties of a SFFV-specified antigen and hematopoietic differentiation alloantigen controlled by the Fv-2 locus. The similarity of FE antigen to Abelson antigen may provide insight into the pathogenic properties of defective transforming MuLV.","['0 (Antibodies, Viral)', '0 (Antigens, Viral)']",['10.1084/jem.149.5.1152 [doi]'],,,,,,,PMC2184867,,,
448126,NLM,MEDLINE,19790901,20161203,0022-1767 (Print) 0022-1767 (Linking),122,6,1979 Jun,Characterization of the target cell receptor for IgE. V. Studies with an antiserum specific for the receptor.,2238-44,"['Conrad, D H', 'Helm, R M', 'Yiu, S H', 'Froese, A', 'Ishizaka, T', 'Ishizaka, K']","['Conrad DH', 'Helm RM', 'Yiu SH', 'Froese A', 'Ishizaka T', 'Ishizaka K']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,IM,"['Animals', '*Antibody Specificity', 'Basophils', '*Binding Sites, Antibody', 'Cell Membrane/immunology', 'Electrophoresis, Polyacrylamide Gel', 'Immune Sera/*pharmacology', 'Immunoglobulin E/*immunology', 'Leukemia, Experimental/immunology', 'Rabbits', 'Rats']",1979/06/01 00:00,1979/06/01 00:01,['1979/06/01 00:00'],"['1979/06/01 00:00 [pubmed]', '1979/06/01 00:01 [medline]', '1979/06/01 00:00 [entrez]']",ppublish,J Immunol. 1979 Jun;122(6):2238-44.,,"['0 (Immune Sera)', '37341-29-0 (Immunoglobulin E)']",,,,,,,,,,,
448121,NLM,MEDLINE,19790901,20131121,0022-1767 (Print) 0022-1767 (Linking),122,6,1979 Jun,IgE mediated triggering of rat basophil leukemia cells: lack of evidence for serine esterase activation.,2150-3,"['Taurog, J D', 'Fewtrell, C', 'Becker, E L']","['Taurog JD', 'Fewtrell C', 'Becker EL']",['eng'],['Journal Article'],,United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,IM,"['Animals', '*Basophils', 'Dose-Response Relationship, Drug', 'Esterases/*metabolism', '*Immunoglobulin E', 'Isoflurophate/pharmacology', 'L-Lactate Dehydrogenase/metabolism', 'Leukemia, Experimental/*immunology', 'Organophosphorus Compounds/pharmacology', 'Rats', 'Serotonin/metabolism']",1979/06/01 00:00,1979/06/01 00:01,['1979/06/01 00:00'],"['1979/06/01 00:00 [pubmed]', '1979/06/01 00:01 [medline]', '1979/06/01 00:00 [entrez]']",ppublish,J Immunol. 1979 Jun;122(6):2150-3.,"Inhibition of mediator release from mast cells and basophils by diisopropylfluorophosphate (DFP) and other organophosphorus compounds known to inhibit serine esterases has in the past led to the hypothesis that immunologic triggering of these cells involves an activatable serine esterase. In this study we have shown that two nonphosphorylating or poorly phosphorylating structural analogs of two potent phosphorylators inhibit release of incorporated serotonin from cultured rat basophil leukemia cells. We conclude that, by itself, inhibition of immunologic mast cell triggering by phosphorylating organophosphorus compounds can no longer be considered evidence for involvement of an activatable serine esterase in mast cell triggering.","['0 (Organophosphorus Compounds)', '12UHW9R67N (Isoflurophate)', '333DO1RDJY (Serotonin)', '37341-29-0 (Immunoglobulin E)', 'EC 1.1.1.27 (L-Lactate Dehydrogenase)', 'EC 3.1.- (Esterases)']",,,,,,,,,,,
448110,NLM,MEDLINE,19790829,20091119,0022-1767 (Print) 0022-1767 (Linking),122,5,1979 May,Shared chemical properties of different murine thymus-leukemia antigens.,1821-7,"['Pischel, K D', 'Little, J R']","['Pischel KD', 'Little JR']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,IM,"['Animals', 'Antigen-Antibody Complex', '*Antigens, Neoplasm', 'Chemical Phenomena', 'Chemical Precipitation', 'Chemistry', 'Electrophoresis, Polyacrylamide Gel', 'Haploidy', 'Immune Sera/pharmacology', 'Leukemia, Experimental/*immunology', 'Mice', 'Mice, Inbred A', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Peptides', 'Thymus Gland/*immunology', 'Trypsin/pharmacology']",1979/05/01 00:00,1979/05/01 00:01,['1979/05/01 00:00'],"['1979/05/01 00:00 [pubmed]', '1979/05/01 00:01 [medline]', '1979/05/01 00:00 [entrez]']",ppublish,J Immunol. 1979 May;122(5):1821-7.,"Immunochemical studies of murine thymus-leukemia antigens (TLA) have confirmed that the subunit structure consists of a 45,000-dalton heavy chain and a beta 2 microglobulin (beta 2m) light chain. Similar structural features are exhibited by the TLA from thymocytes of Tlaa, Tlac, Tlad, and a leukemia cell derived from C57BL/6, a Tlab strain. In addition to the similar subunit structure from the four haplotypes, each TLA shows a similar pattern of trypsin proteolysis. This procedure yields a major heavy chain cleavage product of approximately 37,000 daltons that remains associated with beta 2m and retains most or all of the antigenic determinants of the intact TLA. Evidence is presented that TLA do not exhibit Fc receptor properties, nor do they adsorb to murine leukemia virus antigens under the conditions of isolation for analysis on polyacrylamide gel electrophoresis (PAGE) in sodium dodecyl sulfate (SDS). Taken together these findings strongly support the hypothesis that TLA comprise a family of chemically similar antigens belonging to a structurally and genetically related group that includes H-2D, H-2K, and Qa-2,3.","['0 (Antigen-Antibody Complex)', '0 (Antigens, Neoplasm)', '0 (Immune Sera)', '0 (Peptides)', 'EC 3.4.21.4 (Trypsin)']",,,,,,,,,,,
448077,NLM,MEDLINE,19790816,20111117,0022-1767 (Print) 0022-1767 (Linking),122,3,1979 Mar,Some quantitative aspects of the passive sensitization of human basophils.,830-3,"['Goldstein, B', 'Dembo, M', 'Malveaux, F J']","['Goldstein B', 'Dembo M', 'Malveaux FJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,IM,"['Basophils/*immunology', 'Binding Sites, Antibody', 'Humans', '*Immunity, Maternally-Acquired', 'Immunoglobulin E', 'Immunoglobulin Fc Fragments', 'Mathematics']",1979/03/01 00:00,1979/03/01 00:01,['1979/03/01 00:00'],"['1979/03/01 00:00 [pubmed]', '1979/03/01 00:01 [medline]', '1979/03/01 00:00 [entrez]']",ppublish,J Immunol. 1979 Mar;122(3):830-3.,We review the theory for the binding of IgE to Fc receptors on basophil surfaces. We then use the theory to analyze binding experiments of Malveaux et al. and T. Ishizaka on the passive sensitization of basophils from a patient with chronic myelocytic leukemia and 75% basophilia. From their data we determine that the forward rate constant for the binding of human IgE to receptors on these human basophils is (3.0 +/- 1.0) x 10(4) M-1 sec-1.,"['0 (Immunoglobulin Fc Fragments)', '37341-29-0 (Immunoglobulin E)']",,,,,,,,,,,
448076,NLM,MEDLINE,19790816,20091119,0022-1767 (Print) 0022-1767 (Linking),122,3,1979 Mar,A reexamination of humoral tolerance in chickens congenitally infected with an avian leukosis virus.,825-9,"['Qualtiere, L F', 'Meyers, P']","['Qualtiere LF', 'Meyers P']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,IM,"['Animals', 'Antibodies, Viral/biosynthesis', 'Antigen-Antibody Complex', 'Avian Leukosis/congenital/*immunology', 'Chemical Precipitation', 'Chickens', '*Immune Tolerance', 'Immunoglobulin G', 'Kidney/immunology', 'Neutralization Tests']",1979/03/01 00:00,1979/03/01 00:01,['1979/03/01 00:00'],"['1979/03/01 00:00 [pubmed]', '1979/03/01 00:01 [medline]', '1979/03/01 00:00 [entrez]']",ppublish,J Immunol. 1979 Mar;122(3):825-9.,"In a reexamination of congenital infection of chickens with ALV, one of the classical models of immunologic tolerance, we were unable to demonstrate that there was any evidence suggesting humoral immune reactivity to the infecting virus. In ALV-F42 congenitally infected birds that have a persistent viremia and no neutralizing antibody detectable by conventional means, we could find no evidence of host IgG deposits in the kidneys, nor any suggestion of renal pathology, or damage. In addition, attempts to precipitate any putative circulating infections virus-antibody complexes by treatment with a highly specific anti-globulin were negative nor were there titer differences in the viremic plasmas of bursectomized birds compared to nonbursectomized birds, indicating that the chickens were not making either a masked neutralizing or a nonneutralizing antibody response to the infecting virus. The evidence presented indicates that congenital infection of chickens with ALV does, at least at the humoral level, result in a state of immunologic tolerance to the infecting agent.","['0 (Antibodies, Viral)', '0 (Antigen-Antibody Complex)', '0 (Immunoglobulin G)']",,,,,,,,,,,
447984,NLM,MEDLINE,19790829,20190709,0002-8614 (Print) 0002-8614 (Linking),27,6,1979 Jun,Survival in the elderly with acute leukemia.,241-3,"['Holmes, F F', 'Hearne, E 3rd', 'Conant, M', 'Garlow, W']","['Holmes FF', 'Hearne E 3rd', 'Conant M', 'Garlow W']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Am Geriatr Soc,Journal of the American Geriatrics Society,7503062,IM,"['Acute Disease', 'Aged', 'Blood Cell Count', 'Blood Platelets', 'Female', 'Hematocrit', 'Humans', 'Leukemia/diagnosis/*mortality/therapy', 'Leukocyte Count', 'Male', 'Prognosis', 'Regression Analysis', 'Sex Factors']",1979/06/01 00:00,1979/06/01 00:01,['1979/06/01 00:00'],"['1979/06/01 00:00 [pubmed]', '1979/06/01 00:01 [medline]', '1979/06/01 00:00 [entrez]']",ppublish,J Am Geriatr Soc. 1979 Jun;27(6):241-3. doi: 10.1111/j.1532-5415.1979.tb06124.x.,"The natural history of acute leukemia in the elderly is not well understood. There is disagreement about the value of treatment other than by supportive measures. In this study, the survival predictive power of 9 variables was analyzed in 103 patients aged 70 or older for whom a bone-marrow cytologic diagnosis of acute leukemia had been made at a referral hospital during the 30-year period, 1947--1976. When given, treatment was uniformly conservative. Blood leukocyte and platelet counts and hematocrit values at the time of diagnosis, sex, treatment, and the calendar year of diagnosis were significant (P less than 0.01) predictors of survival duration. Initial hematologic measurements, presumably reflecting the degree of leukemic cell infiltration of the bone marrow, were the strongest predictors of survival, whereas leukemic cell type had no predictive power. Survival increased significantly (P less than 0.01) during the 30-year period of the study, possibly more attributable to improved supportive care than to specific antileukemic therapy. Apparently survival is at least partly determined at the time of diagnosis, and conservative therapy often may be beneficial rather than detrimental.",,['10.1111/j.1532-5415.1979.tb06124.x [doi]'],,,,,,,,,,
