PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,RN,GR,PMC,SI,OID,EIN,OTO,OT,GN,OAB,OABL
3762186,NLM,MEDLINE,19861118,20190820,0022-4790 (Print) 0022-4790 (Linking),33,2,1986 Oct,Focal nodular hyperplasia and hepatic adenoma: a review of eight cases in the pediatric age group.,129-35,"A review of all primary hepatic tumors seen at Children's Hospital, Boston over a 57-year period disclosed six cases of focal nodular hyperplasia (FNH) and two hepatic adenomas (HA). The children with FNH (four females, two males) ranged in age from 6 months to 15 years (average age: 7 years). Three patients had ""hepatomegaly"" noted on physical examination 2 months to 2 or more years prior to diagnosis. The average diameter of FNH was 7.3 cm (range 2.5-10 cm). The lesion was confined to the right lobe in four cases and showed bilobar involvement in two. The HA's were diagnosed in a newborn male and a 2-year-old girl, both of whom were symptomatic because of large tumor size (10 cm each). There was no maternal history of exposure to exogenous steroids during pregnancy. Three children with FNH underwent hepatic lobectomy and were alive and well 4 to 17 years later. One child who died of acute leukemia had an incidental FNH discovered at autopsy. Two patients were treated conservatively with biopsy only and were alive and symptom-free 13 and 15 years later. Both children with HA underwent hepatic lobectomy. One died postoperatively because of intra-abdominal hemorrhage and the other was alive and well 10 1/2 years later. Complete surgical resection is recommended for most children with HA when technically feasible because of the lingering suspicion of possible (albeit remote) malignant transformation and diagnostic difficulties in distinguishing HA from a well-differentiated hepatocellular carcinoma.","['Lack, E E', 'Ornvold, K']","['Lack EE', 'Ornvold K']",['eng'],['Journal Article'],United States,J Surg Oncol,Journal of surgical oncology,0222643,IM,"['Adenoma/*pathology/surgery', 'Adolescent', 'Child', 'Child, Preschool', 'Diagnosis, Differential', 'Female', 'Follow-Up Studies', 'Hemorrhage/etiology', 'Hepatectomy/adverse effects', 'Humans', 'Hyperplasia/surgery', 'Infant', 'Infant, Newborn', 'Liver/*pathology/surgery', 'Liver Neoplasms/*pathology/surgery', 'Male']",1986/10/01 00:00,1986/10/01 00:01,['1986/10/01 00:00'],"['1986/10/01 00:00 [pubmed]', '1986/10/01 00:01 [medline]', '1986/10/01 00:00 [entrez]']",['10.1002/jso.2930330217 [doi]'],ppublish,J Surg Oncol. 1986 Oct;33(2):129-35. doi: 10.1002/jso.2930330217.,,,,,,,,,,,,
3762169,NLM,MEDLINE,19861030,20211203,0022-4790 (Print) 0022-4790 (Linking),33,1,1986 Sep,Aggressive squamous cell carcinoma of the skin after chronic lymphocytic leukemia.,27-30,"We report two cases of squamous cell carcinoma (SCC) of the skin subsequent to chronic lymphocytic leukemia (CLL). Both cases had an unusually aggressive course for a nonmelanoma skin malignancy with extensive metastases in both, resulting in death in one patient. A literature review supports the likelihood of an increased incidence of SCC in patients with CLL. Though the mechanism is unknown, immunosuppression may play a central role. We urge patients with CLL to avoid exposure to direct sun. Any questionable skin lesion should be biopsied early, and completely excised if it is a tumor. The patient should also be examined thoroughly for metastatic disease via subsequent follow-up visits.","['Bridges, N', 'Steinberg, J J']","['Bridges N', 'Steinberg JJ']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Surg Oncol,Journal of surgical oncology,0222643,IM,"['Adult', 'Aged', 'Carcinoma, Squamous Cell/etiology/*pathology', 'Humans', 'Immunosuppression Therapy/adverse effects', 'Leukemia, Lymphoid/*pathology', 'Male', 'Risk', 'Skin/*pathology', 'Skin Neoplasms/etiology/*pathology', 'Sunlight/adverse effects']",1986/09/01 00:00,1986/09/01 00:01,['1986/09/01 00:00'],"['1986/09/01 00:00 [pubmed]', '1986/09/01 00:01 [medline]', '1986/09/01 00:00 [entrez]']",['10.1002/jso.2930330108 [doi]'],ppublish,J Surg Oncol. 1986 Sep;33(1):27-30. doi: 10.1002/jso.2930330108.,,,['GMO 7552/GM/NIGMS NIH HHS/United States'],,,,,,,,,
3762070,NLM,MEDLINE,19861118,20091119,0037-5683 (Print) 0037-5683 (Linking),28,1-2,1986,Haematological problems in the newborn.,112-7,,"['Tan, C L']",['Tan CL'],['eng'],['Journal Article'],Singapore,J Singapore Paediatr Soc,The Journal of the Singapore Paediatric Society,7507223,IM,"['Anemia, Neonatal/classification', 'Blood Coagulation Disorders/classification', 'Female', 'Humans', 'Infant, Newborn', 'Infant, Newborn, Diseases/*classification', 'Infant, Premature, Diseases/classification', 'Leukemia/congenital', 'Neutropenia/etiology', 'Polycythemia/etiology', 'Pregnancy', 'Thrombocytopenia/classification', 'Vitamin K Deficiency Bleeding/etiology']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,J Singapore Paediatr Soc. 1986;28(1-2):112-7.,,,,,,,,,,,,
3761328,NLM,MEDLINE,19861119,20190709,0022-2623 (Print) 0022-2623 (Linking),29,10,1986 Oct,N-(2-hydroxyethyl)doxorubicin from hydrolysis of 3'-deamino-3'-(3-cyano-4-morpholinyl)doxorubicin.,2120-2,"The susceptibility of 3'-deamino-3'-(3-cyano-4-morpholinyl)doxorubicin to hydrolysis at pH 7, 4, and 2 has been compared with that of the typically stable morpholine analogue. At pH 7, 74% of the cyanomorpholine was unchanged after 24 h at room temperature, but at pH 2 only 10% remained. Products identified were aglycon (8%) and N-(2-hydroxyethyl)doxorubicin (7%). Most of the losses were to unidentified polar products not eluted from HPLC. Authentic hydroxyethyl was synthesized from doxorubicin by reductive alkylation with glycolaldehyde. Antitumor potency was comparable to that of doxorubicin rather than of cyanomorpholine.","['Acton, E M', 'Tong, G L', 'Smith, T H', 'Taylor, D L', 'Streeter, D G', 'Peters, J H', 'Gordon, G R', 'Filppi, J A', 'Wolgemuth, R L', 'Giuliani, F C']","['Acton EM', 'Tong GL', 'Smith TH', 'Taylor DL', 'Streeter DG', 'Peters JH', 'Gordon GR', 'Filppi JA', 'Wolgemuth RL', 'Giuliani FC', 'et al.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Med Chem,Journal of medicinal chemistry,9716531,IM,"['Animals', 'Antineoplastic Agents/chemical synthesis/*pharmacology', 'Cell Line', 'Doxorubicin/*analogs & derivatives/pharmacology', 'Drug Resistance', 'Hydrogen-Ion Concentration', 'Hydrolysis', 'Leukemia P388/drug therapy', 'Structure-Activity Relationship']",1986/10/01 00:00,1986/10/01 00:01,['1986/10/01 00:00'],"['1986/10/01 00:00 [pubmed]', '1986/10/01 00:01 [medline]', '1986/10/01 00:00 [entrez]']",['10.1021/jm00160a057 [doi]'],ppublish,J Med Chem. 1986 Oct;29(10):2120-2. doi: 10.1021/jm00160a057.,,"['0 (Antineoplastic Agents)', '103851-20-3 (N-(2-hydroxyethyl)doxorubicin)', '80168379AG (Doxorubicin)', ""88254-07-3 (3'-deamino-3'-(3-cyano-4-morpholinyl)doxorubicin)""]",['CA 32250/CA/NCI NIH HHS/United States'],,,,,,,,,
3761326,NLM,MEDLINE,19861119,20190709,0022-2623 (Print) 0022-2623 (Linking),29,10,1986 Oct,Synthesis of sulfur analogues of alkyl lysophospholipid and neoplastic cell growth inhibitory properties.,2114-7,"Five sulfur-containing phospholipid analogues (compounds 1-5) of alkyl lysophospholipid (1-O-alkyl-2-O-methyl-rac-glycero-3-phosphocholine, ALP) were synthesized and tested for inhibition of neoplastic cell proliferation with two human ovarian carcinoma cell lines in a clonogenic assay and with the HL-60 promyelocytic leukemia cell line. Compared with 1-O-octadecyl-2-O-methyl-rac-glycero-3-phosphocholine (ET-18-OMe), the most active reference analogue, these thio analogues are at least as active against HL-60 cells, and the 1-S-hexadecyl-2-O-ethyl analogue (2) is twice as active in the clonogenic assays.","['Morris-Natschke, S', 'Surles, J R', 'Daniel, L W', 'Berens, M E', 'Modest, E J', 'Piantadosi, C']","['Morris-Natschke S', 'Surles JR', 'Daniel LW', 'Berens ME', 'Modest EJ', 'Piantadosi C']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Med Chem,Journal of medicinal chemistry,9716531,IM,"['Antineoplastic Agents/*chemical synthesis/pharmacology', 'Humans', 'Lysophospholipids', 'Phospholipids/*chemical synthesis/pharmacology', 'Structure-Activity Relationship', 'Sulfur', 'Tumor Stem Cell Assay']",1986/10/01 00:00,1986/10/01 00:01,['1986/10/01 00:00'],"['1986/10/01 00:00 [pubmed]', '1986/10/01 00:01 [medline]', '1986/10/01 00:00 [entrez]']",['10.1021/jm00160a055 [doi]'],ppublish,J Med Chem. 1986 Oct;29(10):2114-7. doi: 10.1021/jm00160a055.,,"['0 (Antineoplastic Agents)', '0 (Lysophospholipids)', '0 (Phospholipids)', '70FD1KFU70 (Sulfur)']","['CA 12197/CA/NCI NIH HHS/United States', 'HL 28491/HL/NHLBI NIH HHS/United States']",,,,,,,,,
3761325,NLM,MEDLINE,19861119,20190709,0022-2623 (Print) 0022-2623 (Linking),29,10,1986 Oct,N-(cyanomethyl)- and N-(2-methoxy-1-cyanoethyl)anthracyclines and related carboxyl derivatives.,2074-9,"Treatment of doxorubicin with formaldehyde and NaCN afforded the N-(cyanomethyl) derivative as a stable alpha-cyanoamine with but moderate antitumor activity in mice, although it was prototypal to the intensely potent alpha-cyanomorpholine derivative. 2-Methoxyacetaldehyde and NaCN afforded the N-(2-methoxy-1-cyanoethyl) derivative as an open-chain analogue of the cyanomorpholine. This analogue underwent rapid hydrolysis to doxorubicin and appeared to act as a prodrug, giving increased antitumor efficacy although with decreased potency. N-(Carboxymethyl)daunorubicin was a highly water-soluble but inactive analogue, synthesized by N-alkylation with ethyl iodoacetate and saponification. The similar N-alkylation of N-(cyanomethyl) daunorubicin demonstrated the combining of N-alkyl chains having different functional substituents.","['Acton, E M', 'Tong, G L', 'Taylor, D L', 'Streeter, D G', 'Filppi, J A', 'Wolgemuth, R L']","['Acton EM', 'Tong GL', 'Taylor DL', 'Streeter DG', 'Filppi JA', 'Wolgemuth RL']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Med Chem,Journal of medicinal chemistry,9716531,IM,"['Animals', 'Antibiotics, Antineoplastic/*chemical synthesis/pharmacology', 'Drug Stability', 'Hydrogen-Ion Concentration', 'Hydrolysis', 'Leukemia, Experimental/drug therapy', 'Mice', 'Naphthacenes/*chemical synthesis/pharmacology', 'Structure-Activity Relationship']",1986/10/01 00:00,1986/10/01 00:01,['1986/10/01 00:00'],"['1986/10/01 00:00 [pubmed]', '1986/10/01 00:01 [medline]', '1986/10/01 00:00 [entrez]']",['10.1021/jm00160a047 [doi]'],ppublish,J Med Chem. 1986 Oct;29(10):2074-9. doi: 10.1021/jm00160a047.,,"['0 (Antibiotics, Antineoplastic)', '0 (Naphthacenes)']",['CA 32250/CA/NCI NIH HHS/United States'],,,,,,,,,
3761322,NLM,MEDLINE,19861119,20190709,0022-2623 (Print) 0022-2623 (Linking),29,10,1986 Oct,Nucleoside conjugates. 7. Synthesis and antitumor activity of 1-beta-D-arabinofuranosylcytosine conjugates of ether lipids.,2038-44,"Three new 1-beta-D-arabinofuranosylcytosine conjugates of ether lipids (alkyl glycerols) linked by a pyrophosphate diester bond have been prepared and evaluated against mouse leukemia L1210 and P388. These include ara-CDP-rac-1-O-hexadecyl-2-O-palmitoylglycerol (9a) (ara-CDP = 1-beta-D-arabinofuranosylcytosine 5'-diphosphate), ara-CDP-rac-1-O-octadecyl-2-O-palmitoylglycerol (9b), and ara-CDP-rac-1-O-octadecyl-2-O-methylglycerol (9c). Among them, conjugate 9a produced significant increase in life span (200-293%) in mice bearing ip and ic implanted L1210 lymphoic leukemia at a total dose of 400-500 mg (406-508 mumol/kg). Significant schedule dependence was not observed when the conjugate was given ip once daily on day 1, days 1, 5, and 9, and days 1-5. The new conjugates are water soluble by sonication.","['Hong, C I', 'An, S H', 'Buchheit, D J', 'Nechaev, A', 'Kirisits, A J', 'West, C R', 'Berdel, W E']","['Hong CI', 'An SH', 'Buchheit DJ', 'Nechaev A', 'Kirisits AJ', 'West CR', 'Berdel WE']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Med Chem,Journal of medicinal chemistry,9716531,IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis/pharmacology', 'Cells, Cultured', 'Cytarabine/*analogs & derivatives/chemical synthesis/pharmacology/therapeutic use', 'Drug Administration Schedule', 'Humans', 'Leukemia L1210/drug therapy', 'Leukemia P388/drug therapy', 'Mice', 'Mice, Inbred DBA', 'Solubility']",1986/10/01 00:00,1986/10/01 00:01,['1986/10/01 00:00'],"['1986/10/01 00:00 [pubmed]', '1986/10/01 00:01 [medline]', '1986/10/01 00:00 [entrez]']",['10.1021/jm00160a041 [doi]'],ppublish,J Med Chem. 1986 Oct;29(10):2038-44. doi: 10.1021/jm00160a041.,,"['0 (Antineoplastic Agents)', '04079A1RDZ (Cytarabine)', ""63357-80-2 (1 beta-D-arabinofuranosylcytosine 5'-diphosphate-L-1,2 dipalmitin)""]","['CA 26168/CA/NCI NIH HHS/United States', 'CA 37724/CA/NCI NIH HHS/United States']",,,,,,,,,
3761307,NLM,MEDLINE,19861119,20190709,0022-2623 (Print) 0022-2623 (Linking),29,10,1986 Oct,"Preparation and antitumor activity of 7-substituted 1,2-aziridinomitosenes.",1864-8,"7-Methoxy-1,2-aziridinomitosenes were prepared from mitomycin A and its N-methyl homologue by catalytic reduction followed by air oxidation. Treatment of these products with amines, including ammonia, ethylenimine, 2-methylethylenimine, propargylamine, and furfurylamine gave the corresponding 7-(substituted amino) derivatives. Screening of these compounds against P-388 leukemia in mice revealed some good activities. The more easily reduced compounds gave prolongation of life span comparable to that of mitomycin C, but their optimal doses were higher. Among these compounds, a methyl group on the aziridine nitrogen increased potency. The 7-amino derivatives, which were difficult to reduce to hydroquinones, were essentially inactive. The aziridinomitosenes were subjected to a Hansch-type analysis, but no statistically significant correlation was found.","['Iyengar, B S', 'Remers, W A', 'Bradner, W T']","['Iyengar BS', 'Remers WA', 'Bradner WT']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Med Chem,Journal of medicinal chemistry,9716531,IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis/pharmacology', 'Aziridines/*chemical synthesis/pharmacology', 'Azirines/*chemical synthesis', 'Leukemia, Experimental/drug therapy', 'Mice', 'Mitomycins/*chemical synthesis/pharmacology', 'Structure-Activity Relationship']",1986/10/01 00:00,1986/10/01 00:01,['1986/10/01 00:00'],"['1986/10/01 00:00 [pubmed]', '1986/10/01 00:01 [medline]', '1986/10/01 00:00 [entrez]']",['10.1021/jm00160a012 [doi]'],ppublish,J Med Chem. 1986 Oct;29(10):1864-8. doi: 10.1021/jm00160a012.,,"['0 (Antineoplastic Agents)', '0 (Aziridines)', '0 (Azirines)', '0 (Mitomycins)']",['CA 21430/CA/NCI NIH HHS/United States'],,,,,,,,,
3760884,NLM,MEDLINE,19861107,20190903,0163-3864 (Print) 0163-3864 (Linking),49,3,1986 May-Jun,Two new quassinoids from Simaba multiflora fruits.,440-4,"Two new quassinoids, 13, 18-dehydro-6 alpha-senecioyloxychaparrin (4) and 12-dehydro-6 alpha-senecioyloxychaparrin (5), have been isolated from Simaba multiflora fruits. Their structures were deduced from spectral data. 1H-13C 2-D chemical-shift correlation nmr was applied to the structural elucidation of the antileukemic quassinoid 4.","['Moretti, C', 'Bhatnagar, S', 'Beloeil, J C', 'Polonsky, J']","['Moretti C', 'Bhatnagar S', 'Beloeil JC', 'Polonsky J']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Nat Prod,Journal of natural products,7906882,IM,"['Animals', 'Antineoplastic Agents, Phytogenic/*isolation & purification', 'French Guiana', 'Glaucarubin/analogs & derivatives/analysis/*isolation & purification/pharmacology', 'Leukemia, Experimental/drug therapy', 'Magnetic Resonance Spectroscopy', 'Mice', 'Phenanthrenes/*isolation & purification', 'Plants, Medicinal/*analysis', '*Quassins']",1986/05/01 00:00,1986/05/01 00:01,['1986/05/01 00:00'],"['1986/05/01 00:00 [pubmed]', '1986/05/01 00:01 [medline]', '1986/05/01 00:00 [entrez]']",['10.1021/np50045a009 [doi]'],ppublish,J Nat Prod. 1986 May-Jun;49(3):440-4. doi: 10.1021/np50045a009.,,"['0 (Antineoplastic Agents, Phytogenic)', '0 (Phenanthrenes)', '0 (Quassins)', '103839-22-1 (13,18-dehydro-6alpha-senecioyloxychaparrin)', '103850-77-7 (12-dehydro-6alpha-senecioyloxychaparrin)', 'EH6H7VS52J (Glaucarubin)']",['5 RO1 CA 26699-04/CA/NCI NIH HHS/United States'],,,,,,,,,
3760882,NLM,MEDLINE,19861107,20190903,0163-3864 (Print) 0163-3864 (Linking),49,3,1986 May-Jun,"Antitumor agents, 79. Cytotoxic antileukemic alkaloids from Brucea antidysenterica.",428-34,"Two cytotoxic antileukemic alkaloids, the new 1,11-dimethoxycanthin-6-one (3) and the known 11-hydroxycanthin-6-one (1), as well as the known canthin-6-one (2) were isolated from the stem of Brucea antidysenterica. The structures of 1-3 were determined from their spectral data and X-ray analysis of the o-bromobenzoate of 1.","['Fukamiya, N', 'Okano, M', 'Aratani, T', 'Negoro, K', 'McPhail, A T', 'Ju-ichi, M', 'Lee, K H']","['Fukamiya N', 'Okano M', 'Aratani T', 'Negoro K', 'McPhail AT', 'Ju-ichi M', 'Lee KH']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Nat Prod,Journal of natural products,7906882,IM,"['Alkaloids/*isolation & purification/pharmacology', 'Animals', 'Antineoplastic Agents, Phytogenic/*isolation & purification', 'Leukemia, Experimental/drug therapy', 'Magnetic Resonance Spectroscopy', 'X-Ray Diffraction']",1986/05/01 00:00,1986/05/01 00:01,['1986/05/01 00:00'],"['1986/05/01 00:00 [pubmed]', '1986/05/01 00:01 [medline]', '1986/05/01 00:00 [entrez]']",['10.1021/np50045a007 [doi]'],ppublish,J Nat Prod. 1986 May-Jun;49(3):428-34. doi: 10.1021/np50045a007.,,"['0 (Alkaloids)', '0 (Antineoplastic Agents, Phytogenic)']",['CA 17625/CA/NCI NIH HHS/United States'],,,,,,,,,
3760647,NLM,MEDLINE,19861103,20131121,0021-4671 (Print) 0021-4671 (Linking),21,5,1986 Jun 20,[Cytotoxic activity of monoclonal antibody (KOR-N34).liposome.adriamycin conjugates to cultured lymphoid cell lines].,1016-25,,"['Nishino, K', 'Nakazawa, S', 'Mori, T', 'Sugita, K', 'Abe, T', 'Suzuki, T', 'Kinoshita, A', 'Osano, M', 'Tadakuma, T', 'Takane, K']","['Nishino K', 'Nakazawa S', 'Mori T', 'Sugita K', 'Abe T', 'Suzuki T', 'Kinoshita A', 'Osano M', 'Tadakuma T', 'Takane K', 'et al.']",['jpn'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Nihon Gan Chiryo Gakkai Shi,Nihon Gan Chiryo Gakkai shi,7505713,IM,"['Antibodies, Monoclonal/*therapeutic use', 'Cell Line', 'Cells, Cultured', 'Cytotoxicity, Immunologic', 'Doxorubicin/*therapeutic use', 'Humans', 'Leukemia/immunology/*therapy', 'Liposomes/*administration & dosage']",1986/06/20 00:00,1986/06/20 00:01,['1986/06/20 00:00'],"['1986/06/20 00:00 [pubmed]', '1986/06/20 00:01 [medline]', '1986/06/20 00:00 [entrez]']",,ppublish,Nihon Gan Chiryo Gakkai Shi. 1986 Jun 20;21(5):1016-25.,,"['0 (Antibodies, Monoclonal)', '0 (Liposomes)', '80168379AG (Doxorubicin)']",,,,,,,,,,
3760579,NLM,MEDLINE,19861118,20031114,0022-1767 (Print) 0022-1767 (Linking),137,9,1986 Nov 1,Three distinct H-2Ks molecules differing at the carboxy terminus are expressed on a tumor from SJL/J mice.,3006-12,"A dimethylbenzanthracene-induced leukemia of H-2s origin expressed at least two class I molecules on the cell surface that were precipitated by anti-H-2.19, an alloantiserum prepared against the private H-2Ks specificity. Mapping studies in recombinant inbred strains along with comparisons of tryptic peptide maps and N-terminal sequences indicated that the proteins were virtually identical and probably encoded by the same class I gene. When cells were labeled in the presence of tunicamycin, the proteins precipitated by anti-H-2.19 were further resolved into three distinct peptides. Experiments were performed to determine which of these various proteins were phosphorylated and which were recognized by an anti-synthetic peptide serum directed against the ultimate C-terminus of H-2K class I molecules. The results indicate that a single class I gene from the H-2Ks region may encode three class I molecules that differ only at the C-terminus due to alternative splicing of pre-mRNA.","['Rogers, M J', 'Siwarski, D F', 'Shacter, E', 'Maloy, W L', 'Lillehoj, E P', 'Coligan, J E']","['Rogers MJ', 'Siwarski DF', 'Shacter E', 'Maloy WL', 'Lillehoj EP', 'Coligan JE']",['eng'],['Journal Article'],United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,IM,"['Amino Acid Sequence', 'Animals', 'Gene Expression Regulation', 'Glycosylation', 'H-2 Antigens/*genetics', 'Lymphoma, Non-Hodgkin/genetics/*immunology', 'Mice', 'Mice, Inbred Strains', 'Molecular Weight', 'Peptide Fragments/analysis', 'Phosphoserine/metabolism', 'RNA Splicing', 'RNA, Messenger/genetics', 'Tunicamycin/pharmacology']",1986/11/01 00:00,1986/11/01 00:01,['1986/11/01 00:00'],"['1986/11/01 00:00 [pubmed]', '1986/11/01 00:01 [medline]', '1986/11/01 00:00 [entrez]']",,ppublish,J Immunol. 1986 Nov 1;137(9):3006-12.,,"['0 (H-2 Antigens)', '0 (Peptide Fragments)', '0 (RNA, Messenger)', '11089-65-9 (Tunicamycin)', '17885-08-4 (Phosphoserine)']",,,,,,,,,,
3760037,NLM,MEDLINE,19861113,20031114,0730-2312 (Print) 0730-2312 (Linking),31,4,1986,Differential expression of metastasis-associated cell surface glycoproteins and mRNA in a murine large cell lymphoma.,305-12,"A metastatic variant cell subline of the Abelson virus-transformed murine large lymphoma/lymphosarcoma RAW117 has been selected in vivo ten times for liver colonization. Highly metastatic subline RAW117-H10 forms greater than 200 times as many gross surface liver tumor nodules as the parental line RAW117-P. Analysis of cellular proteins and glycoproteins indicates reduced expression of murine Moloney leukemia virus-associated p15, p30, and gp70, and increased expression of a sialoglycoprotein, gp150, in the highly metastatic H10 cells. Northern analyses of oncogene expression suggested that mRNA of various oncogenes was expressed equally or not expressed in the RAW117 cells of differing metastatic potential. Differential gene expression was examined using a cDNA library of 17,600 clones established from poly A+ mRNA isolated from H10 cells. The cDNA library was screened by the colony hybridization technique using probes made from both RAW117-P and -H10 cells. Approximately 99.5% of these cDNA clones were expressed identically in P and H10 cells. Of the few differentially expressed cDNA clones (approx. 150/17,600), one-half of these were identified as Moloney leukemia virus sequences in a separate probing with a radiolabeled Moloney leukemia virus probe. The remainder of the differentially expressed mRNA detected by colony hybridization of the cDNA library were expressed at higher levels (approx. 1/6) or lower levels (approx. 1/3) in the highly metastatic H10 cells.","['Nicolson, G L', 'LaBiche, R A', 'Frazier, M L', 'Blick, M', 'Tressler, R J', 'Reading, C L', 'Irimura, T', 'Rotter, V']","['Nicolson GL', 'LaBiche RA', 'Frazier ML', 'Blick M', 'Tressler RJ', 'Reading CL', 'Irimura T', 'Rotter V']",['eng'],['Journal Article'],United States,J Cell Biochem,Journal of cellular biochemistry,8205768,IM,"['Animals', 'Cell Line', '*Gene Expression Regulation', 'Glycoproteins/*genetics', 'Lymphoma/*genetics/immunology/secondary', 'Membrane Proteins/genetics', 'Mice', 'Neoplasm Proteins/genetics', 'RNA, Messenger/*genetics', 'RNA, Neoplasm/genetics']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",['10.1002/jcb.240310408 [doi]'],ppublish,J Cell Biochem. 1986;31(4):305-12. doi: 10.1002/jcb.240310408.,,"['0 (Glycoproteins)', '0 (Membrane Proteins)', '0 (Neoplasm Proteins)', '0 (RNA, Messenger)', '0 (RNA, Neoplasm)']",,,,,,,,,,
3759649,NLM,MEDLINE,19861030,20190723,0021-8820 (Print) 0021-8820 (Linking),39,7,1986 Jul,Intensely potent anthracycline antibiotic oxaunomycin produced by a blocked mutant of the daunorubicin-producing microorganism.,902-9,A new potent anthracycline antibiotic oxaunomycin was isolated from the culture broth of a blocked mutant derived from a baumycin producer and was identified as 7-O-(alpha-L-daunosaminyl)-beta-rhodomycinone. It exhibited about 100 times more strongly cytotoxic activity against leukemic L1210 cell culture than doxorubicin.,"['Yoshimoto, A', 'Fujii, S', 'Johdo, O', 'Kubo, K', 'Ishikura, T', 'Naganawa, H', 'Sawa, T', 'Takeuchi, T', 'Umezawa, H']","['Yoshimoto A', 'Fujii S', 'Johdo O', 'Kubo K', 'Ishikura T', 'Naganawa H', 'Sawa T', 'Takeuchi T', 'Umezawa H']",['eng'],['Journal Article'],Japan,J Antibiot (Tokyo),The Journal of antibiotics,0151115,IM,"['Animals', 'Anthracyclines', 'Antibiotics, Antineoplastic/*isolation & purification/pharmacology', 'Chemical Phenomena', 'Chemistry', 'Daunorubicin/*biosynthesis', 'Leukemia L1210/drug therapy', 'Mice', 'Mutation', 'Naphthacenes/isolation & purification/pharmacology', 'Streptomyces/*metabolism']",1986/07/01 00:00,1986/07/01 00:01,['1986/07/01 00:00'],"['1986/07/01 00:00 [pubmed]', '1986/07/01 00:01 [medline]', '1986/07/01 00:00 [entrez]']",['10.7164/antibiotics.39.902 [doi]'],ppublish,J Antibiot (Tokyo). 1986 Jul;39(7):902-9. doi: 10.7164/antibiotics.39.902.,,"['0 (Anthracyclines)', '0 (Antibiotics, Antineoplastic)', '0 (Naphthacenes)', '105615-58-5 (oxaunomycin)', 'ZS7284E0ZP (Daunorubicin)']",,,,,,,,,,
3758843,NLM,MEDLINE,19861030,20041117,0017-6559 (Print) 0017-6559 (Linking),19,2,1986,Prognostic factors in dysmyelopoietic syndromes.,95-100,"Dysmyelopoietic syndromes are characterized by cytopenia in peripheral blood and marrow maturation abnormalities. The condition has been studied in 33 patients with regard to the initial haematologic picture. A certain number of variables of prognostic value was observed: excess of marrow blasts, pancytopenia, and decreased growth of bone marrow cells in agar culture. The length of survival and the percentage of leukaemic transformation were different in patients with refractory anaemia and refractory anaemia with an excess of blasts.","['Borbenyi, Z', 'Varga, G', 'Krizsa, F', 'Cserhati, I']","['Borbenyi Z', 'Varga G', 'Krizsa F', 'Cserhati I']",['eng'],['Journal Article'],Netherlands,Haematologia (Budap),Haematologia,0130266,IM,"['Granulocytes/cytology', 'Hematopoiesis', 'Hematopoietic Stem Cells/cytology', 'Hemoglobins/analysis', 'Humans', 'Leukemia/blood', 'Myelodysplastic Syndromes/*blood', 'Precancerous Conditions/blood', 'Prognosis']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Haematologia (Budap). 1986;19(2):95-100.,,['0 (Hemoglobins)'],,,,,,,,,,
