PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,GR,PMC,RF,AD,SI,LID,CIN,OID,RIN,ROF,PS,FPS
6391703,NLM,MEDLINE,19850205,20071115,0069-2328 (Print) 0069-2328 (Linking),39,9,1984 Sep,[The significance of immunofluorescence and rosette tests in the study of acute lymphoblastic leukemia in childhood].,513-7,,"['Noskova, J', 'Cap, J', 'Babusikova, O']","['Noskova J', 'Cap J', 'Babusikova O']",['slo'],"['English Abstract', 'Journal Article']",Vyznam imunofluorescencie a rozetovych testov pri studiu akutnych lymfoblastickych leukemii detskeho veku.,Czech Republic,Cesk Pediatr,Ceskoslovenska pediatrie,0403576,"['0 (Receptors, Antigen, B-Cell)']",IM,"['Child', 'Child, Preschool', 'Female', 'Fluorescent Antibody Technique', 'Humans', 'Infant', 'Leukemia, Lymphoid/diagnosis/*immunology', 'Male', 'Receptors, Antigen, B-Cell/*analysis', '*Rosette Formation']",1984/09/01 00:00,1984/09/01 00:01,['1984/09/01 00:00'],"['1984/09/01 00:00 [pubmed]', '1984/09/01 00:01 [medline]', '1984/09/01 00:00 [entrez]']",ppublish,Cesk Pediatr. 1984 Sep;39(9):513-7.,,,,,,,,,,,,,
6391663,NLM,MEDLINE,19850219,20131121,0361-5960 (Print) 0361-5960 (Linking),68,12,1984 Dec,Teniposide: a review of 12 years of experience.,1455-66,,"[""O'Dwyer, P J"", 'Alonso, M T', 'Leyland-Jones, B', 'Marsoni, S']","[""O'Dwyer PJ"", 'Alonso MT', 'Leyland-Jones B', 'Marsoni S']",['eng'],"['Clinical Trial', 'Journal Article', 'Review']",,United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (DNA, Neoplasm)', '957E6438QA (Teniposide)', 'L36H50F353 (Podophyllotoxin)']",IM,"['Adult', 'Animals', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Brain Neoplasms/drug therapy', 'Cell Cycle/drug effects', 'Cell Line', 'Child', 'Clinical Trials as Topic', 'Colonic Neoplasms/drug therapy', 'DNA, Neoplasm/metabolism', 'Drug Evaluation, Preclinical', 'Drug Resistance', 'Humans', 'Leukemia/drug therapy', 'Lymphoma/drug therapy', 'Mice', 'Neoplasms/*drug therapy', 'Neoplasms, Experimental/drug therapy', 'Neuroblastoma/drug therapy', 'Podophyllotoxin/*analogs & derivatives', 'Teniposide/administration & dosage/pharmacology/*therapeutic use']",1984/12/01 00:00,1984/12/01 00:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '1984/12/01 00:01 [medline]', '1984/12/01 00:00 [entrez]']",ppublish,Cancer Treat Rep. 1984 Dec;68(12):1455-66.,,,,98,,,,,,,,,
6391658,NLM,MEDLINE,19850215,20190908,0340-7004 (Print) 0340-7004 (Linking),18,3,1984,A randomized trial of chemoimmunotherapy of acute nonlymphocytic leukemia in adults using a protein-bound polysaccharide preparation.,149-54,"The effect of immunotherapy with a protein-bound polysaccharide preparation termed PSK on remission duration and survival of adults with acute nonlymphocytic leukemia (ANLL) was studied in a prospective randomized cooperative trial. After having achieved complete remission and receiving a consolidation therapy, 73 patients were randomized either to maintenance chemotherapy or to maintenance chemotherapy plus immunotherapy with PSK. Ultimately 36 patients in the chemotherapy group and 31 in the chemoimmunotherapy group were evaluable. Six months after the last entry, immunotherapy with PSK showed a borderline beneficial effect on remission duration (P = 0.089) and on duration of survival (P = 0.062). When the data were analyzed 12, 18, and 24 months after the last entry there were no significant differences in duration of remission and survival between the two groups. However, analysis of the data of patients who had maintained complete remission for more than 270 days revealed that immunotherapy had a suggestive beneficial effect (P = 0.105), prolonging the 50% remission period by 418 days (885 vs 467 days). Thus, immunotherapy with PSK seems to be active in the treatment of adult ANLL when used for maintenance therapy in combination with chemotherapy, especially in patients with a good prognosis.","['Ohno, R', 'Yamada, K', 'Masaoka, T', 'Ohshima, T', 'Amaki, I', 'Hirota, Y', 'Horikoshi, N', 'Horiuchi, A', 'Imai, K', 'Kimura, I']","['Ohno R', 'Yamada K', 'Masaoka T', 'Ohshima T', 'Amaki I', 'Hirota Y', 'Horikoshi N', 'Horiuchi A', 'Imai K', 'Kimura I', 'et al.']",['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",,Germany,Cancer Immunol Immunother,"Cancer immunology, immunotherapy : CII",8605732,"['0 (Antibiotics, Antineoplastic)', '0 (Proteoglycans)', '3X48A86C8K (polysaccharide-K)']",IM,"['Adolescent', 'Adult', 'Antibiotics, Antineoplastic/*therapeutic use', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Clinical Trials as Topic', 'Combined Modality Therapy', 'Follow-Up Studies', 'Humans', '*Immunotherapy', 'Leukemia, Monocytic, Acute/drug therapy/immunology/*therapy', 'Leukemia, Myeloid, Acute/drug therapy/immunology/*therapy', 'Middle Aged', 'Proteoglycans/*therapeutic use']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Cancer Immunol Immunother. 1984;18(3):149-54. doi: 10.1007/BF00205503.,['10.1007/BF00205503 [doi]'],,,,,,,,,,,,
6391466,NLM,MEDLINE,19850123,20211203,0350-2023 (Print) 0350-2023 (Linking),11,2-3,1983,[Transplantation of bone marrow].,3-11,,"['Stefanovic, S']",['Stefanovic S'],['hrv'],"['Journal Article', 'Review']",Transplantacija kostne srzi.,Serbia,Bilt Hematol Transfuz,Bilten za hematologiju i transfuziju,7601504,,IM,"['Anemia, Aplastic/therapy', '*Bone Marrow Transplantation', 'Graft vs Host Disease', 'Histocompatibility Testing', 'Humans', 'Immunosuppression Therapy', 'Leukemia/therapy', 'Postoperative Complications']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Bilt Hematol Transfuz. 1983;11(2-3):3-11.,,,,81,,,,,,,,,
6391443,NLM,MEDLINE,19841231,20190815,0003-9977 (Print) 0003-9977 (Linking),110,12,1984 Dec,Laryngeal candidiasis. Report of seven cases and review of the literature.,806-9,"Although infections due to Candida have become increasingly recognized in recent years, laryngeal candidiasis remains a poorly described and infrequently diagnosed manifestation of mucous membrane candidal infection. Seven cases of isolated laryngeal candidiasis (ILC) have been identified at our institution during the past eight years (one before and six after death). Clinical, laboratory, and histopathologic findings from those seven cases, as well as from 12 additional cases reported in the literature, are reviewed. When hoarseness and dysphagia occur in patients with significant underlying disease who are receiving broad-spectrum antimicrobic therapy, a diagnosis of ILC should be considered. The diagnostic procedure of choice is indirect laryngoscopy with specimens submitted for culture and histopathologic study. On confirmation of the diagnosis, amphotericin B is the recommended therapy. Early treatment may limit morbidity and prevent systemic candidal dissemination.","['Tashjian, L S', 'Peacock, J E Jr']","['Tashjian LS', 'Peacock JE Jr']",['eng'],"['Case Reports', 'Journal Article']",,United States,Arch Otolaryngol,"Archives of otolaryngology (Chicago, Ill. : 1960)",0376526,['7XU7A7DROE (Amphotericin B)'],IM,"['Adult', 'Aged', 'Amphotericin B/therapeutic use', 'Candida albicans/isolation & purification', 'Candidiasis/*diagnosis/drug therapy/etiology', 'Child', 'Female', 'Humans', 'Laryngeal Diseases/*diagnosis/drug therapy/etiology', 'Laryngeal Mucosa/microbiology', 'Leukemia, Myeloid/complications', 'Male', 'Middle Aged']",1984/12/01 00:00,2001/03/28 10:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1984/12/01 00:00 [entrez]']",ppublish,Arch Otolaryngol. 1984 Dec;110(12):806-9. doi: 10.1001/archotol.1984.00800380036010.,['10.1001/archotol.1984.00800380036010 [doi]'],,,,,,,,,,,,
6391405,NLM,MEDLINE,19850103,20071115,0003-9926 (Print) 0003-9926 (Linking),144,12,1984 Dec,Legionnaires' disease and hairy-cell leukemia. An unfortuitous association?,2373-5,"Four cases of legionnaires' disease were diagnosed by specific serologic tests in a group of 33 immunocompromised patients admitted to the same hematologic department for acute febrile pneumonitis. The underlying disease of these four patients was hairy-cell leukemia (HCL) in three cases and allogeneic bone marrow transplantation in the other. This article stresses the enhanced susceptibility of patients with HCL to Legionella pneumophila and discusses its possible causes, especially monocyte deficiency. We propose the use of erythromycin as part of the initial empiric antibiotic therapy in immunocompromised hosts with acute pneumonitis until the results of specific serologic tests or isolation of L pneumophila is obtained.","['Cordonnier, C', 'Farcet, J P', 'Desforges, L', 'Brun-Buisson, C', 'Vernant, J P', 'Kuentz, M', 'Dournon, E']","['Cordonnier C', 'Farcet JP', 'Desforges L', 'Brun-Buisson C', 'Vernant JP', 'Kuentz M', 'Dournon E']",['eng'],['Journal Article'],,United States,Arch Intern Med,Archives of internal medicine,0372440,"['0 (Immunoglobulin A)', '0 (Immunoglobulin G)', '0 (Immunoglobulin M)']",IM,"['Adult', 'Bone Marrow Transplantation', 'Female', 'Humans', 'Immunoglobulin A/analysis', 'Immunoglobulin G/analysis', 'Immunoglobulin M/analysis', ""Legionnaires' Disease/etiology/*immunology"", 'Leukemia, Hairy Cell/complications/*immunology', 'Leukemia, Myeloid, Acute/therapy', 'Male', 'Middle Aged']",1984/12/01 00:00,1984/12/01 00:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '1984/12/01 00:01 [medline]', '1984/12/01 00:00 [entrez]']",ppublish,Arch Intern Med. 1984 Dec;144(12):2373-5.,,,,,,,,,,,,,
6391364,NLM,MEDLINE,19850118,20211203,0364-5134 (Print) 0364-5134 (Linking),16,5,1984 Nov,Neurological complications of bone marrow transplantation in childhood.,569-76,"Bone marrow transplantation, used in the treatment of cancer, aplastic anemia, and metabolic diseases, involves the use of potentially neurotoxic agents to suppress immunity and eradicate malignancy. Fifty-seven patients with a median age of 11 years (age range, 6 months to 24 years) underwent bone marrow transplantation at the Children's Hospital of Philadelphia. Fifty-nine percent developed neurological abnormalities. Twenty-six patients (46%) had central nervous system (CNS) dysfunction, including infection (8), cerebrovascular accident (5), CNS leukemia (7), metabolic encephalopathy (5), and paraparesis with CNS toxoplasmosis (1). Neuropsychological dysfunction was present in 4 of 5 long-term survivors who were tested. Fourteen of 19 patients (74%) on whom postmortem examination was performed were found to have CNS abnormalities, including cerebral atrophy (10), focal cerebral injury (6), leukemia (5), and infection (3). Fourteen patients (24%) had peripheral nervous system dysfunction. CNS dysfunction was more common in patients with lymphoreticular malignancies. Cerebrovascular accidents (in patients with lymphoreticular malignancies) and infections (in our general population and in patients with lymphoreticular malignancies) occurred more often in our patients than in patients with similar illnesses who did not undergo bone marrow transplantation. The combination of prior treatment and preparative therapy for bone marrow transplantation predisposes patients to neurological and neuropsychological sequelae.","['Wiznitzer, M', 'Packer, R J', 'August, C S', 'Burkey, E D']","['Wiznitzer M', 'Packer RJ', 'August CS', 'Burkey ED']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Ann Neurol,Annals of neurology,7707449,['0 (Antineoplastic Agents)'],IM,"['Adolescent', 'Adult', 'Anemia, Aplastic/therapy', 'Antineoplastic Agents/adverse effects', '*Bone Marrow Transplantation', 'Child', 'Child, Preschool', 'Female', 'Graft vs Host Disease', 'Humans', 'Immunosuppression Therapy/adverse effects', 'Infant', 'Leukemia/therapy', 'Male', 'Metabolic Diseases/therapy', 'Nervous System Diseases/*epidemiology/etiology', 'Neuroblastoma/therapy', 'Postoperative Complications/epidemiology', 'Radiotherapy/adverse effects']",1984/11/01 00:00,1984/11/01 00:01,['1984/11/01 00:00'],"['1984/11/01 00:00 [pubmed]', '1984/11/01 00:01 [medline]', '1984/11/01 00:00 [entrez]']",ppublish,Ann Neurol. 1984 Nov;16(5):569-76. doi: 10.1002/ana.410160507.,['10.1002/ana.410160507 [doi]'],"['CA-14489/CA/NCI NIH HHS/United States', 'RR-00240/RR/NCRR NIH HHS/United States']",,,,,,,,,,,
6391142,NLM,MEDLINE,19841231,20190904,0277-3732 (Print) 0277-3732 (Linking),7,5,1984 Oct,Simultaneous low-dose radiation and low-dose chemotherapy in the treatment of advanced Hodgkin's disease.,457-64,"Simultaneous combination chemotherapy (CT) (BCNU 40 mg/m2, procarbazine 50 mg/m2, prednisone 40 mg/m2, and vincristine 1.4 mg/m2) with low-dose radiation therapy [(RT) 2000 rad] delivered to all areas of tumor involvement aside from the bone marrow was given to 28 patients with advanced Hodgkin's disease. Upon completion of RT and CT, the BCNU and procarbazine was increased by 100% until a total of six cycles of CT (with and without RT) were given. Eleven patients had received prior CT and had not achieved complete remission (CR) or had relapse from CT-induced CR within 1 year. Seventeen others had not had prior CT (7 had prior RT). Among the previously treated patients, one patient died in autopsy-proven CR during treatment. The other 10 patients achieved CR. Eight had relapsed at 4-36 months (median time to relapse, 6 months). Five patients died of Hodgkin's disease, three others died of status asthmaticus and pneumonia, radiation pneumonitis, and acute nonlymphocytic leukemia, respectively. Three patients are still alive (2 in continuous CR) at 28, 89, and 90 months. Among the previously untreated patients, four died during treatment, one of acute myocardial infarction, two of liver failure, and one of radiation pneumonitis. Twelve of the other 13 patients achieved CR. One of the CR died of pneumonia and sepsis 3 months after completion of treatment; two other patients relapsed at 10 and 15 months. Nine remain in continuous CR at 42-89 months of follow-up, (median follow-up, 81 months). Of 107 tumor areas treated with RT, in-field relapse occurred in two areas (1.9%). Hematologic tolerance to this treatment was good in both groups of patients. Radiation pneumonitis occurred in 50% of the patients whose lungs were irradiated, and it was fatal in two. By design or for other reasons, the median and mean doses of BCNU and procarbazine given to previously treated patients were 62% and 65.2%, respectively. In untreated patients, the median and mean doses of these two agents were 66.6% and 61.4%, respectively. There were no differences in dosage of these two agents between patients who remain alive in CR and those who relapsed and died. The potential of similar programs of radiation and chemotherapy is discussed.","['Gomez, G A', 'Panahon, A M', 'Stutzman, L', 'Han, T', 'Ozer, H', 'Henderson, E S']","['Gomez GA', 'Panahon AM', 'Stutzman L', 'Han T', 'Ozer H', 'Henderson ES']",['eng'],"['Clinical Trial', 'Journal Article']",,United States,Am J Clin Oncol,American journal of clinical oncology,8207754,"['35S93Y190K (Procarbazine)', '5J49Q6B70F (Vincristine)', 'U68WG3173Y (Carmustine)', 'VB0R961HZT (Prednisone)']",IM,"['Adolescent', 'Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/adverse effects/therapeutic use', 'Carmustine/administration & dosage', 'Clinical Trials as Topic', 'Combined Modality Therapy', 'Drug Administration Schedule', 'Female', 'Hodgkin Disease/drug therapy/radiotherapy/*therapy', 'Humans', 'Male', 'Middle Aged', 'Prednisone/administration & dosage', 'Procarbazine/administration & dosage', 'Radiotherapy/adverse effects', 'Radiotherapy Dosage', 'Vincristine/administration & dosage']",1984/10/01 00:00,1984/10/01 00:01,['1984/10/01 00:00'],"['1984/10/01 00:00 [pubmed]', '1984/10/01 00:01 [medline]', '1984/10/01 00:00 [entrez]']",ppublish,Am J Clin Oncol. 1984 Oct;7(5):457-64. doi: 10.1097/00000421-198410000-00013.,['10.1097/00000421-198410000-00013 [doi]'],,,,,,,,,,,,
6390841,NLM,MEDLINE,19850110,20071115,0041-1345 (Print) 0041-1345 (Linking),16,6,1984 Dec,Multiple specificities of B lymphocyte-reactive antibodies and their significance in renal allograft survival.,1425-6,,"['Rhodes, C L', 'Goldman, M H', 'Mendez-Picon, G', 'Lee, H M', 'Mohanakumar, T']","['Rhodes CL', 'Goldman MH', 'Mendez-Picon G', 'Lee HM', 'Mohanakumar T']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Transplant Proc,Transplantation proceedings,0243532,"['0 (Antibodies)', '0 (HLA-DR Antigens)', '0 (Histocompatibility Antigens Class II)']",IM,"['Antibodies/*analysis', 'B-Lymphocytes/*immunology', 'Cytotoxicity, Immunologic', '*Graft Survival', 'HLA-DR Antigens', 'Histocompatibility Antigens Class II/analysis', 'Humans', '*Kidney Transplantation', 'Leukemia, Lymphoid/immunology', 'Transplantation, Homologous']",1984/12/01 00:00,1984/12/01 00:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '1984/12/01 00:01 [medline]', '1984/12/01 00:00 [entrez]']",ppublish,Transplant Proc. 1984 Dec;16(6):1425-6.,,"['AM 32253/AM/NIADDK NIH HHS/United States', 'CA 27416/CA/NCI NIH HHS/United States']",,,,,,,,,,,
6390754,NLM,MEDLINE,19841228,20061115,0036-4355 (Print) 0036-4355 (Linking),29,4-A,1984,[Study of the nuclear appendages of neutrophilic granulocytes as a marker of allogeneic bone marrow implantation].,418-22,,"['Ribera, J M', 'Feliu, E', 'Aguilar, J L', 'Vives-Corrons, J L', 'Granena, A', 'Rozman, C']","['Ribera JM', 'Feliu E', 'Aguilar JL', 'Vives-Corrons JL', 'Granena A', 'Rozman C']",['spa'],"['English Abstract', 'Journal Article']",Estudio de los apendices nucleares de los granulocitos neutrofilos como marcador de implantacion de la medula osea alogenica.,Spain,Sangre (Barc),Sangre,0404373,,IM,"['Anemia, Aplastic/therapy', '*Bone Marrow Transplantation', 'Cell Nucleus/*ultrastructure', 'Female', 'Graft Survival', 'Granulocytes/*ultrastructure', 'Humans', 'Leukemia/therapy', 'Male', 'Sex Chromatin', 'Transplantation, Homologous']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Sangre (Barc). 1984;29(4-A):418-22.,,,,,,,,,,,,,
6390724,NLM,MEDLINE,19841228,20111117,0370-8179 (Print) 0370-8179 (Linking),112,1,1984 Jan,[Positive feedback mechanisms by which malignant tumors stimulate their own growth].,1-9,,"['Pekic, V', 'Popovic, M', 'Pavelic, K', 'Bratic-Mikes, V']","['Pekic V', 'Popovic M', 'Pavelic K', 'Bratic-Mikes V']",['srp'],"['English Abstract', 'Journal Article']",O mehanizmu pozitivne povratne sprege kojom maligni tumori krvi podsticu svoj rast.,Serbia,Srp Arh Celok Lek,Srpski arhiv za celokupno lekarstvo,0027440,['0 (Insulin)'],IM,"['Adolescent', 'Adult', 'Aged', 'Cross Reactions', '*Feedback', 'Hodgkin Disease/immunology/*physiopathology', 'Humans', 'Insulin/*immunology', 'Leukemia/immunology/*physiopathology', 'Middle Aged']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Srp Arh Celok Lek. 1984 Jan;112(1):1-9.,,,,,,,,,,,,,
6390687,NLM,MEDLINE,19850114,20180524,0093-7754 (Print) 0093-7754 (Linking),11,4 Suppl 3,1984 Dec,Clinical pharmacology of daunorubicin in patients with acute leukemia.,2-11,,"['Riggs, C E Jr']",['Riggs CE Jr'],['eng'],"['Journal Article', 'Review']",,United States,Semin Oncol,Seminars in oncology,0420432,"['EC 1.1.- (Alcohol Oxidoreductases)', 'EC 1.1.1.- (Aldo-Keto Reductases)', 'EC 1.1.1.21 (Aldehyde Reductase)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Alcohol Oxidoreductases/analysis', 'Aldehyde Reductase', 'Aldo-Keto Reductases', 'Animals', 'Daunorubicin/administration & dosage/*metabolism/therapeutic use', 'Drug Administration Schedule', 'Drug Therapy, Combination', 'Humans', 'Kinetics', 'Leukemia/drug therapy/*metabolism']",1984/12/01 00:00,2001/03/28 10:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1984/12/01 00:00 [entrez]']",ppublish,Semin Oncol. 1984 Dec;11(4 Suppl 3):2-11.,['0093-7754(84)90037-X [pii]'],,,44,,,,,,,,,
6390686,NLM,MEDLINE,19850114,20180524,0093-7754 (Print) 0093-7754 (Linking),11,4 Suppl 3,1984 Dec,Selected studies of daunorubicin in adult acute nonlymphocytic leukemia.,12-4,,"['Wiernik, P H']",['Wiernik PH'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Semin Oncol,Seminars in oncology,0420432,"['EC 1.1.- (Alcohol Oxidoreductases)', 'EC 1.1.1.- (Aldo-Keto Reductases)', 'EC 1.1.1.21 (Aldehyde Reductase)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Alcohol Oxidoreductases/analysis', 'Aldehyde Reductase', 'Aldo-Keto Reductases', 'Daunorubicin/administration & dosage/adverse effects/*therapeutic use', 'Humans', 'Leukemia/*drug therapy']",1984/12/01 00:00,1984/12/01 00:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '1984/12/01 00:01 [medline]', '1984/12/01 00:00 [entrez]']",ppublish,Semin Oncol. 1984 Dec;11(4 Suppl 3):12-4.,['0093-7754(84)90038-1 [pii]'],"['1P50CA32107-01/CA/NCI NIH HHS/United States', '1R10CA31983-01/CA/NCI NIH HHS/United States', 'P30CA13330-11/CA/NCI NIH HHS/United States']",,,,,,,,,,,
6390685,NLM,MEDLINE,19850114,20180524,0093-7754 (Print) 0093-7754 (Linking),11,4 Suppl 2,1984 Dec,Clinical problems in hairy cell leukemia: diagnosis and management.,514-22,"Patients with HCL are subject to a variety of medical problems. Many of these complications are caused by the cytopenias and splenomegaly produced by proliferating neoplastic cells. Infection is a common cause of morbidity in HCL, but it is not clear whether there is an inherent defect in the immune system. The incidence of infection is related to neutropenia and is increased by the administration of cytotoxic drugs and corticosteroids; such drugs should be used cautiously in these patients. Opportunistic or unusual pathogens occur frequently in HCL, but recovery from such infections is the rule if the diagnosis is made early. Marrow hypoplasia is not infrequently seen and may present diagnostic difficulties. Such patients may have a lower tumor burden and clinically milder anemia. Hemorrhagic complications are unusual in HCL, though many patients have platelet function abnormalities. Other medical problems occur with increased frequency in HCL, and failure to recognize them leads to increased morbidity in this disease. Autoimmune disease is seen in up to one fourth of patients. It takes the form of self-limited skin and joint disease, or a more progressive, systemic of patients. It takes the form of self-limited skin and joint disease, or a more progressive, systemic vasculitis. Both forms can usually be treated with splenectomy or corticosteroids, but alkylating agents can also be used successfully. Bone disease is usually localized and responds well to radiotherapy. Other problems such as amyloidosis, multiple myeloma, and paraproteinemia are uncommon in HCL.","['Westbrook, C A', 'Golde, D W']","['Westbrook CA', 'Golde DW']",['eng'],"['Journal Article', 'Review']",,United States,Semin Oncol,Seminars in oncology,0420432,,IM,"['Amyloidosis/complications', 'Autoimmune Diseases/complications', 'Bone Diseases/etiology', 'Bone Marrow/pathology', 'Hemorrhage/etiology', 'Humans', 'Leukemia, Hairy Cell/complications/*diagnosis/*therapy', 'Paraproteinemias/complications', 'Splenic Rupture/etiology', 'Splenomegaly/etiology']",1984/12/01 00:00,1984/12/01 00:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '1984/12/01 00:01 [medline]', '1984/12/01 00:00 [entrez]']",ppublish,Semin Oncol. 1984 Dec;11(4 Suppl 2):514-22.,['0093-7754(84)90035-6 [pii]'],,,52,,,,,,,,,
6390684,NLM,MEDLINE,19850114,20180524,0093-7754 (Print) 0093-7754 (Linking),11,4 Suppl 2,1984 Dec,Identical twin bone marrow transplantation for hairy cell leukemia.,511-3,,"['Cheever, M A', 'Fefer, A', 'Greenberg, P D', 'Appelbaum, F R', 'Armitage, J O', 'Buckner, C D', 'Sale, G E', 'Storb, R', 'Witherspoon, R D', 'Thomas, E D']","['Cheever MA', 'Fefer A', 'Greenberg PD', 'Appelbaum FR', 'Armitage JO', 'Buckner CD', 'Sale GE', 'Storb R', 'Witherspoon RD', 'Thomas ED']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Semin Oncol,Seminars in oncology,0420432,['8N3DW7272P (Cyclophosphamide)'],IM,"['*Bone Marrow Transplantation', 'Cyclophosphamide/therapeutic use', 'Female', 'Follow-Up Studies', 'Humans', 'Leukemia, Hairy Cell/*therapy', 'Male', 'Middle Aged', 'Pregnancy', 'Splenectomy', '*Twins', '*Twins, Monozygotic', 'Whole-Body Irradiation']",1984/12/01 00:00,1984/12/01 00:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '1984/12/01 00:01 [medline]', '1984/12/01 00:00 [entrez]']",ppublish,Semin Oncol. 1984 Dec;11(4 Suppl 2):511-3.,['0093-7754(84)90034-4 [pii]'],"['CA 15704/CA/NCI NIH HHS/United States', 'CA 18029/CA/NCI NIH HHS/United States', 'CA 18221/CA/NCI NIH HHS/United States', 'etc.']",,,,,,,,,,,
6390681,NLM,MEDLINE,19850114,20190618,0036-8075 (Print) 0036-8075 (Linking),226,4680,1984 Dec 14,Purified human granulocyte-macrophage colony-stimulating factor: direct action on neutrophils.,1339-42,"Neutrophil migration inhibition factor from T lymphocytes (NIF-T) is a lymphokine that acts to localize granulocytes. Medium conditioned by the Mo human T-lymphoblast cell line was used to purify NIF-T, a glycoprotein with a molecular weight of 22,000. The NIF-T was found to potently stimulate the growth of granulocyte and macrophage colonies from human bone marrow and colony formation by the KG-1 myeloid leukemia cell line. Thus a human lymphokine (NIF-T) that modulates the activities of mature neutrophilic granulocytes is also a colony-stimulating factor acting on precursors to induce growth and differentiation of new effector cells.","['Gasson, J C', 'Weisbart, R H', 'Kaufman, S E', 'Clark, S C', 'Hewick, R M', 'Wong, G G', 'Golde, D W']","['Gasson JC', 'Weisbart RH', 'Kaufman SE', 'Clark SC', 'Hewick RM', 'Wong GG', 'Golde DW']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Science,"Science (New York, N.Y.)",0404511,"['0 (Colony-Stimulating Factors)', '0 (Leukocyte Migration-Inhibitory Factors)', '0 (Lymphokines)']",IM,"['Bone Marrow Cells', 'Cell Division', 'Cell Line', 'Chromatography, High Pressure Liquid', 'Colony-Stimulating Factors/*isolation & purification', 'Electrophoresis, Polyacrylamide Gel', 'Granulocytes/*cytology', 'Humans', 'Leukocyte Migration-Inhibitory Factors/*pharmacology', 'Lymphokines/*pharmacology', 'Macrophages/*cytology', 'Molecular Weight']",1984/12/14 00:00,1984/12/14 00:01,['1984/12/14 00:00'],"['1984/12/14 00:00 [pubmed]', '1984/12/14 00:01 [medline]', '1984/12/14 00:00 [entrez]']",ppublish,Science. 1984 Dec 14;226(4680):1339-42. doi: 10.1126/science.6390681.,['10.1126/science.6390681 [doi]'],"['CA 30280/CA/NCI NIH HHS/United States', 'CA 30388/CA/NCI NIH HHS/United States', 'CA 32737/CA/NCI NIH HHS/United States', 'etc.']",,,,,,,,,,,
