PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,TT,AID,SI,GS,RF,PMC,GR,CON,CIN,OID,OAB,OABL,OTO,OT,GN,EIN,RIN
1434835,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Chemotherapy versus allogeneic or autologous bone marrow transplantation in second complete remission of acute lymphoblastic leukemia.,59-61,,"['Herve, P', 'Bordigoni, P', 'Plouvier, E']","['Herve P', 'Bordigoni P', 'Plouvier E']","['Bone Marrow Unit, Besancon, France.']",['eng'],"['Comparative Study', 'Journal Article', 'Review']",England,Leukemia,Leukemia,8704895,,IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', '*Bone Marrow Transplantation', 'Combined Modality Therapy', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/mortality/*therapy', 'Survival Rate', 'Transplantation, Autologous', 'Transplantation, Homologous']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:59-61.,,,,,27,,,,,,,,,,,,
1434834,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Role of bone marrow transplant in acute lymphocytic leukemia.,56-8,,"['Dicke, K A']",['Dicke KA'],"['Houston Cancer Institute, Texas 77030.']",['eng'],"['Journal Article', 'Review']",England,Leukemia,Leukemia,8704895,,IM,"['Adult', '*Bone Marrow Transplantation', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/mortality/*therapy', 'Survival Rate']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:56-8.,,,,,16,,,,,,,,,,,,
1434833,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Acute lymphoblastic leukemia: present and future.,52-5,,"['Gulati, S C', 'Acaba, L', 'Maslak, P', 'Phillips, J', 'Duensing, S']","['Gulati SC', 'Acaba L', 'Maslak P', 'Phillips J', 'Duensing S']","['Memorial Sloan-Kettering Cancer Center, New York, NY 10021.']",['eng'],"['Journal Article', 'Review']",England,Leukemia,Leukemia,8704895,,IM,"['Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/genetics/immunology/*therapy']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:52-5.,,,,,30,,,,,,,,,,,,
1434832,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Prognostic factors in acute lymphoblastic leukemia.,49-51,,"['Hoelzer, D']",['Hoelzer D'],"['Dept. Hematology/Oncology Univ. Frankfurt, FRG.']",['eng'],"['Journal Article', 'Review']",England,Leukemia,Leukemia,8704895,,IM,"['Adult', 'Age Factors', 'Child', 'Chromosome Aberrations', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/immunology/*mortality/therapy', 'Prognosis', 'Risk']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:49-51.,,,,,17,,,,,,,,,,,,
1434831,NLM,MEDLINE,19921216,20131121,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Approaches for an explanation of the differentiating effect of all trans retinoic acid in acute promyelocytic leukemia.,44-6,,"['Degos, L']",['Degos L'],"['Hematology Department, Saint Louis Hospital, Paris, France.']",['eng'],"['Journal Article', 'Review']",England,Leukemia,Leukemia,8704895,['5688UTC01R (Tretinoin)'],IM,"['Cell Differentiation/drug effects', 'Humans', 'Leukemia, Promyelocytic, Acute/drug therapy/etiology/*pathology', 'Tretinoin/*pharmacology/therapeutic use']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:44-6.,,,,,14,,,,,,,,,,,,
1434830,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Cellular and molecular studies on the early stages of human hematopoietic differentiation in culture of pure progenitors.,41-3,"Methodology has been developed that enables virtually complete purification and recovery of early hematopoietic progenitors from human adult blood, a minority of which is multipotent and endowed with self-renewal capacities, i.e., exhibits stem cell properties. This report briefly reviews: (i) the key steps involved in the progenitor purification and assay procedure; (ii) the characterization of ""pure"" progenitors at the level of membrane antigen pattern and response to HGFs; (iii) the development of a liquid suspension culture for the pure progenitors, which allows synchronized and selective erythroid or GM differentiation, and hence may be utilized for the analysis of molecular mechanisms underlying early and late stages of hematopoiesis; (iv) the study of the expression and modulation of HGFRs expressed on progenitors.","['Pelosi, E', 'Testa, U', 'Gabbianelli, M', 'Valtieri, M', 'Montesoro, E', 'Samoggia, P', 'Mastroberardino, G', 'Isacchi, G', 'Peschle, C']","['Pelosi E', 'Testa U', 'Gabbianelli M', 'Valtieri M', 'Montesoro E', 'Samoggia P', 'Mastroberardino G', 'Isacchi G', 'Peschle C']","['Dept. of Hematology and Oncology, Istituto Superiore di Sanita, Rome, Italy.']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,"['0 (Receptors, Erythropoietin)', '0 (Receptors, Granulocyte-Macrophage Colony-Stimulating Factor)']",IM,"['Cell Differentiation', 'Cell Separation', 'Cells, Cultured', 'Hematopoietic Stem Cells/chemistry/*cytology', 'Humans', 'Receptors, Erythropoietin/analysis', 'Receptors, Granulocyte-Macrophage Colony-Stimulating Factor/analysis']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:41-3.,,,,,,,,,,,,,,,,,
1434829,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Expression of adhesion molecules in lymphoproliferative disorders.,35-7,"We review the role of adhesion molecule expression on malignant lymphoid cells as delineated by experimental studies and clinical observation. Adhesion molecules of the Ig superfamily, integrins, selectins, and the lymphocyte homing receptor CD44 mediate cell-to-cell and cell-to-extracellular matrix interactions. These molecules have been investigated with the aim (i) of defining certain biological features of the malignant cells, (ii) of providing a rationale to understand tumor organization, metastasis and organ specificity, and (iii) of detecting disease subsets and prognostic groups.","['Grossi, C E', 'Zarcone, D', 'Tenca, C', 'De Rossi, G', 'Mandelli, F']","['Grossi CE', 'Zarcone D', 'Tenca C', 'De Rossi G', 'Mandelli F']","['Dept. of Human Anatomy, University of Genova, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",England,Leukemia,Leukemia,8704895,['0 (Cell Adhesion Molecules)'],IM,"['Animals', 'Cell Adhesion Molecules/analysis/*physiology', 'Humans', 'Lymphocytes/pathology', 'Lymphoproliferative Disorders/metabolism/*pathology', 'Neoplasm Metastasis', 'Neoplasms/pathology', 'Prognosis']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:35-7.,,,,,41,,,,,,,,,,,,
1434828,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Epidemiology and etiology of acute leukemia: an update.,3-5,,"['Sandler, D P']",['Sandler DP'],"['National Institute of Environmental Health Sciences, Research Triangle Park, North Carolina.']",['eng'],"['Journal Article', 'Review']",England,Leukemia,Leukemia,8704895,,IM,"['Adult', 'Female', 'Humans', 'Leukemia/*epidemiology/*etiology', 'Male', 'Risk Factors']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:3-5.,,,,,35,,,,,,,,,,,,
1434827,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Lymphocytic leukemias: new insights into biology and therapy.,26-32,,"['Foon, K A', 'Piro, L D']","['Foon KA', 'Piro LD']","['Division of Hematology and Oncology, Scripps Clinic and Research Foundation, La Jolla, CA 92037.']",['eng'],"['Journal Article', 'Review']",England,Leukemia,Leukemia,8704895,,IM,"['Humans', 'Leukemia, Hairy Cell/therapy', 'Leukemia, Lymphocytic, Chronic, B-Cell/therapy', 'Leukemia, Lymphoid/immunology/*therapy', 'Leukemia-Lymphoma, Adult T-Cell/therapy', 'Lymphoma, T-Cell, Cutaneous/therapy']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:26-32.,,,,,102,,,,,,,,,,,,
1434826,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Therapy-related myelodysplastic syndromes and acute leukemias.,23-5,,"['Brusamolino, E', 'Bernasconi, C']","['Brusamolino E', 'Bernasconi C']","['Cattedra di Ematologia, Universita di Pavia, Italy.']",['eng'],"['Journal Article', 'Review']",England,Leukemia,Leukemia,8704895,,IM,"['Acute Disease', 'Chromosome Aberrations', 'Humans', 'Leukemia/*etiology/genetics/therapy', 'Myelodysplastic Syndromes/*etiology/genetics/therapy', 'Neoplasms/*therapy', 'Neoplasms, Second Primary/*etiology/genetics/therapy']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:23-5.,,,,,22,,,,,,,,,,,,
1434825,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Diagnostic approach to the myelodysplastic syndromes.,19-22,,"['Cazzola, M', 'Ponchio, L', 'Rosti, V', 'Farina, G', 'Pedrotti, C', 'Bergamaschi, G']","['Cazzola M', 'Ponchio L', 'Rosti V', 'Farina G', 'Pedrotti C', 'Bergamaschi G']","['Laboratory of Cellular and Molecular Biology, Clinica Medica 2, Pavia, Italy.']",['eng'],"['Journal Article', 'Review']",England,Leukemia,Leukemia,8704895,,IM,"['Bone Marrow/pathology', 'Cells, Cultured', 'Chromosome Aberrations', 'Hematopoietic Stem Cells', 'Humans', 'Myelodysplastic Syndromes/*diagnosis/genetics/pathology']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:19-22.,,,,,38,,,,,,,,,,,,
1434824,NLM,MEDLINE,19921216,20151119,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Selective metaphasic arrest of erythroblasts by vincristine in patients receiving high doses of recombinant human erythropoietin for myelosuppressive anemia.,167-70,"As an introduction to a Satellite Symposium on the utilization of recombinant human erythropoietin (rHu-EPO) in hematology (Leukemia & Lymphoma 1992; 7 (Suppl.2): 94-100) a contribution to its mechanism of action was presented, and is published here. In three patients with advanced Hodgkin's disease treated with combination chemotherapy (MOPP) incorporating vincristine, and receiving at the same time a fixed daily dose of 8000 U of rHu-EPO subcutaneously for 10 to 15 days because of myelosuppressive anemia, myeloaspirates were performed one week before and 24 hours after the administration of vincristine. A dramatic accumulation of arrested metaphases in all stages of erythroblasts was found, while there was no augmentation of granulocytic metaphases. This is a further confirmation, following a previous contribution (Marmont AM: Haematol 1991; 76, 251-255), of the demonstration in man of the combined effects of erythropoietin as an erythroid mitogen and vincristine as a mitotic blocker.","['Marmont, A M']",['Marmont AM'],"[""II Division of Hematology, S. Martino's Hospital, Genova, Italy.""]",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,"['0 (Recombinant Proteins)', '11096-26-7 (Erythropoietin)', '35S93Y190K (Procarbazine)', '50D9XSG0VR (Mechlorethamine)', '5J49Q6B70F (Vincristine)', 'VB0R961HZT (Prednisone)', 'MOPP protocol']",IM,"['Anemia/*drug therapy', '*Antineoplastic Combined Chemotherapy Protocols', 'Erythroblasts/*drug effects', 'Erythropoietin/*therapeutic use', 'Hodgkin Disease/*drug therapy', 'Humans', 'Mechlorethamine/therapeutic use', 'Metaphase/*drug effects', 'Prednisone/therapeutic use', 'Procarbazine/therapeutic use', 'Recombinant Proteins/therapeutic use', 'Vincristine/*pharmacology/therapeutic use']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:167-70.,,,,,,,,,,,,,,,,,
1434823,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Immunotherapy of minimal residual disease in conjunction with autologous and allogeneic bone marrow transplantation (BMT).,164-6,"Recent investigations in animal models of human lymphoid and myeloid leukemia suggest that induction of immune-mediated antitumor effects is feasible at the stage of minimal residual disease (MRD) using allogeneic immunocompetent lymphocytes following initial reconstitution with T cell depletion and/or activation of reconstituting syngeneic or allogeneic immune cells by recombinant interleukin-2 (rIL2). Pilot clinical trials in patients with leukemias and lymphomas at high risk to relapse following autologous bone marrow transplantation (BMT) suggest that beneficial antitumor effects may be achieved at the stage of MRD by home immunotherapy as soon as hematopoietic reconstitution occurs using rIL2 (Cetus) and alpha interferon (Roferon A) (Hoffmann LaRoche). Although results obtained from our open trial seem encouraging, prospective randomized trials and longer observation periods are needed in order to confirm immune-mediated antitumor effects in conjunction with autologous BMT in patients with malignant hematological disorders at high risk to relapse. Likewise, it seems that amplification of anti-leukemia effects following allogeneic BMT is feasible by post-transplant infusion of donor's peripheral blood lymphocytes for prevention and/or treatment of relapse.","['Slavin, S', 'Or, R', 'Kapelushnik, Y', 'Drakos, P', 'Ackerstein, A', 'Vourka-Karussis, U', 'Weiss, L', 'Nagler, A']","['Slavin S', 'Or R', 'Kapelushnik Y', 'Drakos P', 'Ackerstein A', 'Vourka-Karussis U', 'Weiss L', 'Nagler A']","['Bone Marrow Transplantation, Hadassah University Hospital, Jerusalem, Israel.']",['eng'],"['Clinical Trial', 'Journal Article']",England,Leukemia,Leukemia,8704895,"['0 (Interferon-alpha)', '0 (Interleukin-2)', '0 (Recombinant Proteins)']",IM,"['Adolescent', 'Adult', '*Bone Marrow Transplantation', 'Child', 'Combined Modality Therapy', 'Humans', 'Interferon-alpha/*therapeutic use', 'Interleukin-2/*therapeutic use', 'Leukemia/*therapy', 'Lymphoma/*therapy', 'Male', 'Middle Aged', 'Recombinant Proteins/therapeutic use', 'Transplantation, Autologous', 'Transplantation, Homologous']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:164-6.,,,,,,,,,,,,,,,,,
1434822,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Unrelated bone marrow donor transplantation (UD-BMT): interim results of the IMUST study. International Unrelated Search and Transplant.,163,,"['Hows, J M', 'Howard, M R', 'Downie, T', 'Gore, S M', 'Bradley, B A']","['Hows JM', 'Howard MR', 'Downie T', 'Gore SM', 'Bradley BA']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,,IM,"['*Bone Marrow Transplantation', 'Humans', 'Leukemia/mortality/therapy', 'Survival Rate', 'Tissue Donors']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:163.,,,,,,,,,,,,,,,,,
1434821,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,What can we learn from Bone Marrow Donors Worldwide (BMDW).,161-2,,"['Oudshoorn, M', 'van Leeuwen, A', 'de Lange, P', 'Schipper, R', 'vd Zanden, H G', 'van Rood, J J']","['Oudshoorn M', 'van Leeuwen A', 'de Lange P', 'Schipper R', 'vd Zanden HG', 'van Rood JJ']","['Europdonor Foundation, University Hospital, Leiden, The Netherlands.']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,"['0 (HLA Antigens)', '0 (HLA-DR Antigens)']",IM,"['*Bone Marrow Transplantation', 'HLA Antigens/analysis', 'HLA-DR Antigens/analysis', 'Humans', 'Registries', '*Tissue Donors']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:161-2.,,,,,,,,,,,,,,,,,
1434820,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Cytogenetics and oncogenes.,16-8,"There is abundant evidence that leukemia arise through somatically acquired genetic changes. Familial or congenital predisposition is rarely involved. These genetic changes are often visible as chromosomal aberrations. Molecular analyses of the DNA sequences rearranged in leukemia has demonstrated the presence of cellular oncogenes which are modified (fused, mutated, truncated) by the specific translocations. This results in a disturbance of the delicate balance between proliferation and differentiation and constitute a major step towards cell transformation. Some of these genetic rearrangements have been analyzed in depth, but the exact defect that causes leukemia is often not yet understood. Meanwhile these studies have increased our knowledge of normal cell proliferation and differentiation and provided us with new tools for diagnosis and for developing more specifically targeted treatment. An example would be the production of antibodies that recognize specifically the new chimeric proteins. Oncogenesis is a complex and multiple step process that proceeds by acquisition of successive genetic insults. The different steps do not necessarily occurs following a predetermined order, although some secondary changes are preferentially induced by a given first mutation. In leukemia, sequential changes in karyotype are well documented but molecular makers for tumor progression have not yet been systematically investigated. This is one of our many challenges for the future.","['Hagemeijer, A']",['Hagemeijer A'],"['Dept. of Cell Biology and Genetics, Erasmus University Rotterdam, The Netherlands.']",['eng'],"['Journal Article', 'Review']",England,Leukemia,Leukemia,8704895,,IM,"['*Chromosome Aberrations', 'Gene Expression Regulation', 'Humans', 'Leukemia/*genetics', '*Oncogenes']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:16-8.,,,,,40,,,,,,,,,,,,
1434819,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Secondary leukemia and myelodysplastic syndrome after treatment for Hodgkin's disease.,155-7,,"['Hoppe, R T']",['Hoppe RT'],"['Department of Radiation Oncology, Stanford University Medical Center, CA 94305.']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,['0 (Antineoplastic Agents)'],IM,"['Antineoplastic Agents/adverse effects', 'Hodgkin Disease/*therapy', 'Humans', 'Leukemia, Myeloid, Acute/*etiology', 'Myelodysplastic Syndromes/*etiology', 'Neoplasms, Second Primary/*etiology', 'Radiotherapy/adverse effects', 'Risk']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:155-7.,,,,,,,,,,,,,,,,,
1434818,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Autoimmunity and auto-immune syndromes associated with and preceding the development of lymphoproliferative disorders.,152-4,"In this report the association of autoimmunity and autoimmune syndromes with lymphoproliferative disorders (LPD) is described in 15 patients. Non-Hodgkin's lymphoma (NHL) developed in 10 patients, Hodgkin's disease (HD) in 3 and chronic lymphocytic leukemia (CLL) in two. In most instances clinical and laboratory phenomena preceded the development/diagnosis of these disorders. Manifestations ranged from the presence of autoantibodies in the serum to the presence of both ill defined or incomplete autoimmune syndromes including cold urticaria, Raynaud's phenomenon, cold agglutinin disease, thyroiditis, nephrotic syndrome and vasculitis to typical systemic lupus erythematosus (SLE), rheumatoid arthritis (RA) and even one of scleroderma. It is suggested that in some patients (in)complete clinical manifestations of autoimmunity may precede the development of lymphoid neoplasias. The link between autoimmunity and lymphoproliferative disorders is briefly discussed.","['Polliack, A', 'Lugassy, G']","['Polliack A', 'Lugassy G']","['Department of Hematology, Hadassah University Hospital, Jerusalem, Israel.']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,,IM,"['Autoimmune Diseases/*etiology', '*Autoimmunity', 'Humans', 'Lymphoproliferative Disorders/*immunology']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:152-4.,,,,,,,,,,,,,,,,,
1434817,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Newer aspects of prognosis in chronic lymphocytic leukemia.,137-9,,"['Rozman, C', 'Montserrat, E']","['Rozman C', 'Montserrat E']","['Postgraduate School of Hematology Farreras Valenti, Hospital Clinic, University of Barcelona, Spain.']",['eng'],"['Clinical Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,,IM,"['Adult', 'Age Factors', 'Female', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*mortality', 'Male', 'Middle Aged', 'Prognosis', 'Survival Rate']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:137-9.,,,,,,,,,,,,,,,,,
1434816,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Pathology and immunology of acute leukemia.,13-5,"Tremendous advances in our understanding of acute leukemia have been made through the development of new technologies and close collaboration between immunologists, molecular biologists, and clinical oncologists. These technological advances have included the development of monoclonal antibodies (MoAb) reactive with surface antigens on leukemic cells which can help confirm the lineage and diagnosis of acute leukemia. More importantly, MoAb in conjunction with morphology and cytochemical stains have led to the identification of FAB-MO and the more common recognition of FAB-M7. MoAbs have also helped define prognostic groups, e.g., T-cell leukemia, mature B-cell leukemia, and rare groups such as CD7+ AML. However, the greatest advances in our understanding of acute leukemia has occurred with the application of genetic techniques. Disregulation of genes responsible for normal growth and differentiation initiates the molecular events that lead to the transformation and proliferation of cells recognized clinically as leukemia. Non-random cytogenetic abnormalities apparently contribute to this gene disregulation and specific abnormalities are associated with clinically important subgroups. In acute lymphoblastic leukemia (ALL), the t(9;22), t(1;19), and t(4;11) appear to have a poor prognosis. In acute myeloblastic leukemia (AML), -7/7q-;-5/5q-, 11q23 abnormalities have poor outcomes while t(15;17) and in some series t(9;11), t(8;21), and inv(16) have a good response to therapy. Molecular studies of somatic cell (immunoglobulin and T-cell receptor) gene rearrangements have assisted in the diagnosis and classification of ALL. The application of the polymerase chain reaction technique to specific gene rearrangements has provided a useful approach to minimal residual disease. Specific gene activation (N-myc, evi-1) or fusion genes such as the alpha retinoic acid receptor (alpha RAR) and pml have been identified as the specific cause of some cases of leukemia. The cloning of specific chromosomal breakpoints identified in leukemia (as has been done for CML) will result in specific probes which can be used to make the diagnosis rapidly at the molecular level. Because of the tremendous number of recent developments, this paper will focus only on major developments that will soon have a clinical impact.","['Mirro, J Jr']",['Mirro J Jr'],"[""Children's Hospital of Pittsburgh, University of Pittsburgh School of Medicine, Division of Hematology/Oncology, PA 15213-2583.""]",['eng'],"['Journal Article', 'Review']",England,Leukemia,Leukemia,8704895,,IM,"['Acute Disease', 'Chromosome Aberrations', 'Humans', 'Leukemia/genetics/*immunology/*pathology', 'Phenotype']",1992/11/11 19:15,2001/03/28 10:01,['1992/11/11 19:15'],"['1992/11/11 19:15 [pubmed]', '2001/03/28 10:01 [medline]', '1992/11/11 19:15 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:13-5.,,,,,20,,,,,,,,,,,,
1434815,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Autografting in chronic myeloid leukemia with cultured marrow.,118-9,,"['Barnett, M J', 'Eaves, C J', 'Phillips, G L', 'Hogge, D E', 'Klingemann, H G', 'Lansdorp, P M', 'Nantel, S H', 'Reece, D E', 'Shepherd, J D', 'Sutherland, H J']","['Barnett MJ', 'Eaves CJ', 'Phillips GL', 'Hogge DE', 'Klingemann HG', 'Lansdorp PM', 'Nantel SH', 'Reece DE', 'Shepherd JD', 'Sutherland HJ', 'et al.']","['Leukemia/Bone Marrow Transplantation Program of British Columbia, Vancouver, Canada.']",['eng'],"['Clinical Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,,IM,"['*Bone Marrow Transplantation', 'Cells, Cultured', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*therapy', 'Middle Aged', 'Transplantation, Autologous']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:118-9.,,,,,,,,,,,,,,,,,
1434814,NLM,MEDLINE,19921216,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 4,,1992 Nov,Therapy of chronic myelogenous leukemia with related or unrelated donor bone marrow transplantation.,115-7,,"['McGlave, P B']",['McGlave PB'],"['University of Minnesota, Minneapolis.']",['eng'],"['Journal Article', 'Review']",England,Leukemia,Leukemia,8704895,,IM,"['*Bone Marrow Transplantation', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/mortality/*therapy', 'Survival Rate', '*Tissue Donors']",1992/11/01 00:00,1992/11/01 00:01,['1992/11/01 00:00'],"['1992/11/01 00:00 [pubmed]', '1992/11/01 00:01 [medline]', '1992/11/01 00:00 [entrez]']",ppublish,Leukemia. 1992 Nov;6 Suppl 4:115-7.,,,,,25,,,,,,,,,,,,
