PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,IP,AB,PMC,SI,CIN,TT,GS,CON,EIN,PS,FPS
7586505,NLM,MEDLINE,19951130,20190830,0165-3806 (Print) 0165-3806 (Linking),87,1995 Jul 14,Effects of leukemia inhibitory factor on the differentiation of astrocyte progenitor cells from embryonic mouse cerebral hemispheres.,220-3,"['Nakagaito, Y', 'Yoshida, T', 'Satoh, M', 'Takeuchi, M']","['Nakagaito Y', 'Yoshida T', 'Satoh M', 'Takeuchi M']","['Institute for Fermentation Osaka (IFO), Japan.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Brain Res Dev Brain Res,Brain research. Developmental brain research,8908639,"['0 (Glial Fibrillary Acidic Protein)', '0 (Growth Inhibitors)', '0 (Interleukin-6)', '0 (Leukemia Inhibitory Factor)', '0 (Lif protein, mouse)', '0 (Lymphokines)']",IM,"['Animals', 'Astrocytes/*cytology/metabolism', 'Brain/*embryology', 'Cell Differentiation', 'Cells, Cultured', 'Embryo, Mammalian/*cytology', 'Glial Fibrillary Acidic Protein/metabolism', 'Growth Inhibitors/*pharmacology', '*Interleukin-6', 'Leukemia Inhibitory Factor', 'Lymphokines/*pharmacology', 'Mice', 'Stem Cells/*cytology/metabolism', 'Time Factors']",1995/07/14 00:00,1995/07/14 00:01,['1995/07/14 00:00'],"['1995/07/14 00:00 [pubmed]', '1995/07/14 00:01 [medline]', '1995/07/14 00:00 [entrez]']","['016538069500063J [pii]', '10.1016/0165-3806(95)00063-j [doi]']",ppublish,Brain Res Dev Brain Res. 1995 Jul 14;87(2):220-3. doi: 10.1016/0165-3806(95)00063-j.,,2,"The effects of leukemia inhibitory factor (LIF) on the differentiation and proliferation of astrocyte progenitor cells in an enriched culture were studied. The astrocyte progenitor cells obtained from embryonic mouse cerebral hemispheres were enriched by subculturing twice in serum-free medium containing epidermal growth factor (EGF). They exhibited a flat, non-process-bearing morphology and were negative for glial fibrillary acidic protein (GFAP), a specific marker for astrocytes. Culture of the cells with LIF resulted in the expression of GFAP and in the inhibition of growth. These results suggest that LIF promotes the differentiation of astrocyte progenitor cells.",,,,,,,,,
7586083,NLM,MEDLINE,19951219,20191210,0009-2363 (Print) 0009-2363 (Linking),43,1995 Sep,Studies on differentiation inducers. V. Steroid glycosides from periplocae radicis cortex.,1565-8,"['Umehara, K', 'Sumii, N', 'Satoh, H', 'Miyase, T', 'Kuroyanagi, M', 'Ueno, A']","['Umehara K', 'Sumii N', 'Satoh H', 'Miyase T', 'Kuroyanagi M', 'Ueno A']","['School of Pharmaceutical Sciences, University of Shizuoka, Japan.']",['eng'],,['Journal Article'],Japan,Chem Pharm Bull (Tokyo),Chemical & pharmaceutical bulletin,0377775,"['0 (Steroids)', 'EC 7.2.2.13 (Sodium-Potassium-Exchanging ATPase)']",IM,"['Animals', 'Cell Differentiation/drug effects', 'Humans', 'Leukemia, Myeloid/drug therapy', 'Magnetic Resonance Spectroscopy', 'Mice', 'Phagocytosis/drug effects', 'Plants, Medicinal/*chemistry', 'Sodium-Potassium-Exchanging ATPase/antagonists & inhibitors', 'Spectrophotometry, Ultraviolet', 'Steroids/*isolation & purification/pharmacology', 'Tumor Cells, Cultured']",1995/09/01 00:00,1995/09/01 00:01,['1995/09/01 00:00'],"['1995/09/01 00:00 [pubmed]', '1995/09/01 00:01 [medline]', '1995/09/01 00:00 [entrez]']",['10.1248/cpb.43.1565 [doi]'],ppublish,Chem Pharm Bull (Tokyo). 1995 Sep;43(9):1565-8. doi: 10.1248/cpb.43.1565.,,9,"Six pregnane glycosides and three cardenolides were isolated as differentiation inducers using mouse myeloid leukemia (Ml) cells from Periplocae Radicis Cortex (bark of Periploca sepium BGE., Asclepiadaceae). The cardenolides showed much higher activities than the pregnane glycosides. Besides these nine compounds, commercially available cardenolides were tested for their differentiation inducing activities using Ml cells. Digitoxin and digoxin induced Ml cells into phagocytic cells, but others did not. In the presence of 1 nM of actinomycin-D, the activity of steroid glycosides was enhanced against Ml cells.",,,,,,,,,
7586067,NLM,MEDLINE,19951207,20190706,0009-2363 (Print) 0009-2363 (Linking),43,1995 Jul,"A novel 16,23-epoxy-5 beta-cholestane glycoside with potent inhibitory activity on proliferation of human peripheral blood lymphocytes from Ornithogalum saundersiae bulbs.",1257-9,"['Kuroda, M', 'Mimaki, Y', 'Sashida, Y', 'Hirano, T', 'Oka, K', 'Dobashi, A']","['Kuroda M', 'Mimaki Y', 'Sashida Y', 'Hirano T', 'Oka K', 'Dobashi A']","['School of Pharmacy, Tokyo University of Pharmacy and Life Science, Japan.']",['eng'],,['Journal Article'],Japan,Chem Pharm Bull (Tokyo),Chemical & pharmaceutical bulletin,0377775,"['0 (16,23-epoxycholestane triglycoside)', '0 (Cholestanes)', '0 (Glycosides)', '0 (Plant Extracts)']",IM,"['Carbohydrate Conformation', 'Carbohydrate Sequence', 'Cell Division/drug effects', 'Cholestanes/*pharmacology', 'Glycosides/*pharmacology', 'Humans', 'Kidney Failure, Chronic/blood', 'Leukemia, Myeloid/drug therapy', 'Lymphocyte Activation/*drug effects', 'Lymphocytes/*cytology/*drug effects', 'Molecular Sequence Data', 'Plant Extracts/*pharmacology', 'Seeds/chemistry', 'Spectrometry, Mass, Fast Atom Bombardment', 'Tumor Cells, Cultured']",1995/07/01 00:00,1995/07/01 00:01,['1995/07/01 00:00'],"['1995/07/01 00:00 [pubmed]', '1995/07/01 00:01 [medline]', '1995/07/01 00:00 [entrez]']",['10.1248/cpb.43.1257 [doi]'],ppublish,Chem Pharm Bull (Tokyo). 1995 Jul;43(7):1257-9. doi: 10.1248/cpb.43.1257.,,7,"A novel 16,23-epoxy-5 beta-cholestane triglycoside (1) was isolated from the bulbs of Ornithogalum saundersiae (Liliaceae). The structure was determined by extensive spectroscopic analysis. The conformation of the E-ring part of 1 was studied through molecular mechanics and molecular dynamics calculation methods. Compound 1 potently inhibited proliferation of peripheral blood lymphocytes provided from a chronic renal failure patient without causing any cytotoxicity in the lymphocytes and HL-60 human leukemia cells.",,,,,,,,,
7586061,NLM,MEDLINE,19951207,20190706,0009-2363 (Print) 0009-2363 (Linking),43,1995 Jul,Cytotoxic limonoids and tetranortriterpenoids from Melia azedarach.,1171-5,"['Itokawa, H', 'Qiao, Z S', 'Hirobe, C', 'Takeya, K']","['Itokawa H', 'Qiao ZS', 'Hirobe C', 'Takeya K']","['Department of Pharmacognosy, Tokyo College of Pharmacy, Japan.']",['eng'],,"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Chem Pharm Bull (Tokyo),Chemical & pharmaceutical bulletin,0377775,"['0 (Antineoplastic Agents)', '0 (Plant Extracts)', '0 (Triterpenes)']",IM,"['Animals', 'Antineoplastic Agents/chemistry/*isolation & purification/*toxicity', 'Drug Screening Assays, Antitumor', 'Leukemia P388/drug therapy', 'Magnetic Resonance Spectroscopy', 'Mice', 'Plant Extracts/chemistry/*isolation & purification/*toxicity', 'Plant Roots/chemistry', 'Plants, Medicinal/*chemistry', 'Structure-Activity Relationship', 'Triterpenes/chemistry/*isolation & purification/*toxicity']",1995/07/01 00:00,1995/07/01 00:01,['1995/07/01 00:00'],"['1995/07/01 00:00 [pubmed]', '1995/07/01 00:01 [medline]', '1995/07/01 00:00 [entrez]']",['10.1248/cpb.43.1171 [doi]'],ppublish,Chem Pharm Bull (Tokyo). 1995 Jul;43(7):1171-5. doi: 10.1248/cpb.43.1171.,,7,"The ethanolic extract of the root bark of Melia azedarach exhibited cytotoxic activity against lymphocytic leukemia P388 cell lines in vitro. Systematic fractionation of the extract monitored by cytotoxic bioassay led to the isolation of two new azadirachtin-type limonoids, 1-tigloyl-3-acetyl-11-methoxymeliacarpinin (1) and 1-acetyl-3-tigloyl-11-methoxymeliacarpinin (2), together with three highly cytotoxic sendanin-type limonoids, 29-isobutylsendanin (3), 12-hydroxyamoorastin (4) and 29-deacetylsendanin (5). The acetylated derivatives of 4 also underwent cytotoxic bioassay.",,,,,,,,,
7585976,NLM,MEDLINE,19951221,20190720,0008-8749 (Print) 0008-8749 (Linking),166,1995 Nov,Interleukin-12 is a costimulatory cytokine for leukemic CD3+ large granular lymphocytes.,158-61,"['Gentile, T C', 'Loughran, T P Jr']","['Gentile TC', 'Loughran TP Jr']","['Department of Medicine, State University of New York at Syracuse 13210, USA.']",['eng'],"['CA 46903/CA/NCI NIH HHS/United States', 'CA 54552/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Cell Immunol,Cellular immunology,1246405,"['0 (CD3 Complex)', '187348-17-0 (Interleukin-12)']",IM,"['CD3 Complex/*immunology', '*Cytotoxicity, Immunologic', 'Humans', 'Interleukin-12/chemistry/*immunology', 'Killer Cells, Natural/*immunology/pathology', 'Leukemia, Lymphoid/*immunology/pathology', 'Lymphocyte Activation/*immunology', 'Protein Binding/immunology', 'T-Lymphocyte Subsets/immunology/pathology']",1995/11/01 00:00,2001/03/28 10:01,['1995/11/01 00:00'],"['1995/11/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1995/11/01 00:00 [entrez]']","['S0008874985700184 [pii]', '10.1006/cimm.1995.0018 [doi]']",ppublish,Cell Immunol. 1995 Nov;166(1):158-61. doi: 10.1006/cimm.1995.0018.,,1,"The activation signals leading to proliferation of leukemic CD3+ large granular lymphocytes (LGL) are incompletely understood. In this study, the role of recombinant human interleukin-12 (rhIL-12) alone or in combination with other activation signals was studied in vitro. Anti-CD3 monoclonal antibody (MoAb) alone caused marked stimulation of peripheral blood mononuclear cells (PBMC) from three CD3+ LGL leukemic patients, whereas rhIL-12 alone had less effect as measured in a [3H]thymidine incorporation assay. The combination signals of anti-CD3 MoAb and rhIL-12 produced a proliferative response greater than anti-CD3 MoAb alone or rhIL-12 alone. Leukemic LGL, purified by CD8+ affinity chromatography, showed similar proliferative responses as PBMC from LGL leukemic patients, suggesting that the observed effect was indeed due to direct stimulation of leukemic LGL. Radiolabeled IL-12 binding studies demonstrated that anti-CD3 MoAb upregulated the number of IL-12 receptors per cell on PBMC from these patients. Neutralizing antibody to rhIL-12 partially blocked the proliferative response to anti-CD3 MoAb suggesting involvement of IL-12 in the pathway of activation of leukemic LGL via stimulation of the T cell receptor (TCR) (mimicking activation by antigen). These results show that IL-12 acts as a costimulatory cytokine for proliferation of leukemic LGL activated through the TCR in vitro.",,,,,,,,,
7585971,NLM,MEDLINE,19951221,20061115,0008-8749 (Print) 0008-8749 (Linking),166,1995 Nov,Autogeneic but not allogeneic earthworm effector coelomocytes kill the mammalian tumor cell target K562.,113-22,"['Cooper, E L', 'Cossarizza, A', 'Suzuki, M M', 'Salvioli, S', 'Capri, M', 'Quaglino, D', 'Franceschi, C']","['Cooper EL', 'Cossarizza A', 'Suzuki MM', 'Salvioli S', 'Capri M', 'Quaglino D', 'Franceschi C']","['Department of Biomedical Sciences, University of Modena, Italy.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Cell Immunol,Cellular immunology,1246405,"['0 (Autoantigens)', '0 (Isoantigens)', '0 (Phytohemagglutinins)']",IM,"['Animals', 'Autoantigens/immunology', 'Cell Adhesion/immunology', 'Cell-Free System/immunology', '*Cytotoxicity, Immunologic', 'Humans', 'Isoantigens/immunology', 'Leukemia, Erythroblastic, Acute/*immunology', 'Oligochaeta/*immunology/ultrastructure', 'Phytohemagglutinins/pharmacology', 'Tumor Cells, Cultured']",1995/11/01 00:00,1995/11/01 00:01,['1995/11/01 00:00'],"['1995/11/01 00:00 [pubmed]', '1995/11/01 00:01 [medline]', '1995/11/01 00:00 [entrez]']","['S0008-8749(85)70013-5 [pii]', '10.1006/cimm.1995.0013 [doi]']",ppublish,Cell Immunol. 1995 Nov;166(1):113-22. doi: 10.1006/cimm.1995.0013.,,1,"Earthworm coelomocytes have been used as effector cells against the human tumor target, K562. To first assess the viability of effectors, incorporation of [3H]-thymidine was tested and was higher in autogeneic (A<==A, self) than in allogeneic (A<==>B, nonself) coelomocytes. A<==>A showed significantly greater numbers in S, G2, or M phases than A<==>B coelomocytes. When A<==>A or A<==>B were cultured, no significant cell killing occurred in either, as measured in a 4-hr 51Cr release assay. A<==>A but not A<==>B killed K562 target cells. Cytotoxicity was dependent upon membrane binding between small, electron-dense coelomocytes and targets; it was enhanced by adding PHA. The heat labile supernatant from A<==>A but not from A<==>B killed K562 targets after cultivation for 10 min at 22 degrees C, but not immediately after washing. Recognition of, binding to, and killing of foreign cells in a natural killer cell-like reaction may reflect natural immunity in earthworms.",,,,,,,,,
7585946,NLM,MEDLINE,19951124,20201222,0092-8674 (Print) 0092-8674 (Linking),83,1995 Oct 20,A dominant mutation in the Ikaros gene leads to rapid development of leukemia and lymphoma.,289-99,"['Winandy, S', 'Wu, P', 'Georgopoulos, K']","['Winandy S', 'Wu P', 'Georgopoulos K']","['Cutaneous Biology Research Center, Harvard Medical School, Massachusetts General Hospital, Charlestown 02129, USA.']",['eng'],['R01-AI33062-02/AI/NIAID NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cell,Cell,0413066,"['0 (DNA-Binding Proteins)', '0 (Receptors, Antigen, T-Cell)', '0 (Transcription Factors)', '0 (Zfpn1a1 protein, mouse)', '148971-36-2 (Ikaros Transcription Factor)']",IM,"['Animals', 'Base Sequence', 'Cell Differentiation/genetics', 'Clone Cells', '*DNA-Binding Proteins', 'Genes, Dominant', 'Hematopoietic Stem Cells/pathology', 'Heterozygote', 'Homeostasis', 'Ikaros Transcription Factor', 'Leukemia, T-Cell/etiology/*genetics', 'Lymphocyte Activation/genetics', 'Lymphoid Tissue/growth & development/pathology', 'Lymphoma, T-Cell/etiology/*genetics', 'Lymphoproliferative Disorders/genetics', 'Mice', 'Mice, Mutant Strains', 'Models, Immunological', 'Molecular Sequence Data', 'Mutation', 'Receptors, Antigen, T-Cell/metabolism', 'Thymus Gland/pathology', 'Time Factors', 'Transcription Factors/*genetics']",1995/10/20 00:00,1995/10/20 00:01,['1995/10/20 00:00'],"['1995/10/20 00:00 [pubmed]', '1995/10/20 00:01 [medline]', '1995/10/20 00:00 [entrez]']","['0092-8674(95)90170-1 [pii]', '10.1016/0092-8674(95)90170-1 [doi]']",ppublish,Cell. 1995 Oct 20;83(2):289-99. doi: 10.1016/0092-8674(95)90170-1.,,2,"The Ikaros gene is essential for lymphoid lineage specification. As previously reported, mice homozygous for a mutation in the Ikaros DNA-binding domain fail to generate mature lymphocytes as well as their earliest described progenitors. In addition, our studies with mice heterozygous for this mutation establish the Ikaros gene as an essential regulator of T cell proliferation. Thymocytes display augmented TCR-mediated proliferative responses, and peripheral T cells are autoproliferative. A general lymphoproliferation precedes the T cell leukemia and lymphoma that rapidly develop in all heterozygotes. The first step toward leukemic transformation occurs within the maturing thymocyte population and is demarcated by clonal expansions and loss of the single Ikaros wild-type allele. From these studies, we propose that within developing and mature T lymphocytes, distinct thresholds of Ikaros activity are required to regulate proliferation. A decrease in Ikaros activity below the first threshold causes the rapid accumulation of T lymphoblasts, whereas a further decrease leads to neoplastic transformation.",,,,,,,,,
7585875,NLM,MEDLINE,19951226,20041117,0008-7335 (Print) 0008-7335 (Linking),134,1995 Oct 4,Human genome--chromosome no. 19.,625-9,"['Sokol, L', 'Prchal, J T']","['Sokol L', 'Prchal JT']","['Department of Medicine, University of Alabama at Birmingham, USA.']",['eng'],,['Journal Article'],Czech Republic,Cas Lek Cesk,Casopis lekaru ceskych,0004743,,IM,"['*Chromosomes, Human, Pair 19', '*Genetics, Medical', 'Humans']",1995/10/04 00:00,1995/10/04 00:01,['1995/10/04 00:00'],"['1995/10/04 00:00 [pubmed]', '1995/10/04 00:01 [medline]', '1995/10/04 00:00 [entrez]']",,ppublish,Cas Lek Cesk. 1995 Oct 4;134(19):625-9.,,19,"Chromosome 19 is short but has higher relative density of genes than other chromosomes. Increasing number of the genes coding for proteins implicated in the pathogenesis of various human diseases have been mapped on chromosome 19. Mutations of low density lipoprotein receptor (LDL-R) result in one of the most frequent mendelian inherited disorder-familial hypercholesterolemia. Mutations of insulin receptor (INSR) are causative for rare syndromes of insulin resistance and some of non insulin dependent diabetes mellitus (NIDDM). Erythropoietin receptor (EPOR) mutations are causative for rare primary familial and congenital polycythemias (PFCP). Defects of one of the largest gene in the human genome RYR 1 (ryanodine receptor gene) (> 240 kb in size) accounts for majority of malignant hyperthermia (MH) and central core disease (CCD). All these disorders represent group of receptor diseases. The amplification of GCT trinucleotide repeats in myotonic dystrophy protein kinase (DMPK) gene is causative for myotonic dystrophy (DM) and represents a new class of human gene mutations: trinucleotide repeat mutations. Apolipoprotein E (APOE) locus plays a role in pathogenesis of the late onset familial Alzheimer's disease. Translocation of EA2 gene which encodes two helix-loop-helix (HLH) transcription proteins and its fusion with PBXI or hepatic leukemia factor (HLF) leads to the leukemogenesis in subgroup of ALL. Interestingly adeno-associated virus (AAV), currently widely used as vector for gene therapy has unique capability of specific integration into human chromosome 19q.",,,,,,,,,
7585659,NLM,MEDLINE,19951221,20191023,0305-7372 (Print) 0305-7372 (Linking),21,1995 Jul,Bone marrow transplantation from volunteer unrelated donors.,325-53,"['Goulden, N J', 'Cornish, J M', 'Potter, M N', 'Pamphilon, D H', 'Steward, C G', 'Oakhill, A']","['Goulden NJ', 'Cornish JM', 'Potter MN', 'Pamphilon DH', 'Steward CG', 'Oakhill A']","[""Royal Hospital for Sick Children, St Michael's Hill, Bristol, U.K.""]",['eng'],,"['Journal Article', 'Review']",Netherlands,Cancer Treat Rev,Cancer treatment reviews,7502030,['0 (HLA Antigens)'],IM,"['Anemia/therapy', '*Bone Marrow Transplantation/adverse effects/methods', 'Graft Rejection/etiology/prevention & control', 'Graft vs Host Disease/etiology/prevention & control', 'HLA Antigens/analysis', 'Histocompatibility Testing', 'Humans', 'Leukemia/therapy', 'Lymphoma/therapy', 'Molecular Biology', 'Probability', '*Tissue Donors', 'Transplantation, Homologous', 'Volunteers']",1995/07/01 00:00,1995/07/01 00:01,['1995/07/01 00:00'],"['1995/07/01 00:00 [pubmed]', '1995/07/01 00:01 [medline]', '1995/07/01 00:00 [entrez]']","['0305-7372(95)90036-5 [pii]', '10.1016/0305-7372(95)90036-5 [doi]']",ppublish,Cancer Treat Rev. 1995 Jul;21(4):325-53. doi: 10.1016/0305-7372(95)90036-5.,143,4,,,,,,,,,,
7585655,NLM,MEDLINE,19951214,20091119,0008-5472 (Print) 0008-5472 (Linking),55,1995 Dec 1,"Expression of the vascular endothelial growth factor (VEGF) receptor gene, KDR, in hematopoietic cells and inhibitory effect of VEGF on apoptotic cell death caused by ionizing radiation.",5687-92,"['Katoh, O', 'Tauchi, H', 'Kawaishi, K', 'Kimura, A', 'Satow, Y']","['Katoh O', 'Tauchi H', 'Kawaishi K', 'Kimura A', 'Satow Y']","['Department of Environment and Mutation, Hiroshima University, Japan.']",['eng'],,['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Endothelial Growth Factors)', '0 (Lymphokines)', '0 (Receptors, Growth Factor)', '0 (Vascular Endothelial Growth Factor A)', '0 (Vascular Endothelial Growth Factors)', 'EC 2.7.10.1 (Receptor Protein-Tyrosine Kinases)', 'EC 2.7.10.1 (Receptors, Vascular Endothelial Growth Factor)']",IM,"['Apoptosis/*drug effects', 'Base Sequence', 'Cell Cycle/drug effects', 'Cell Line', 'Endothelial Growth Factors/analysis/*pharmacology', 'Fetal Blood/cytology', 'Hematopoietic Stem Cells/chemistry/*drug effects/radiation effects', 'Humans', 'Lymphokines/analysis/*pharmacology', 'Molecular Sequence Data', 'Radiation, Ionizing', 'Receptor Protein-Tyrosine Kinases/*genetics', 'Receptors, Growth Factor/*genetics', 'Receptors, Vascular Endothelial Growth Factor', 'Vascular Endothelial Growth Factor A', 'Vascular Endothelial Growth Factors']",1995/12/01 00:00,1995/12/01 00:01,['1995/12/01 00:00'],"['1995/12/01 00:00 [pubmed]', '1995/12/01 00:01 [medline]', '1995/12/01 00:00 [entrez]']",,ppublish,Cancer Res. 1995 Dec 1;55(23):5687-92.,,23,"Vascular endothelial growth factor (VEGF) has been identified as a peptide growth factor specific for vascular endothelial cells. In this study, we demonstrated the expression of the KDR gene transcript, which encodes a cell surface receptor for VEGF, in normal human hematopoietic stem cells, megakaryocytes, and platelets as well as in human leukemia cell lines, HEL and CMK86. Moreover, we showed the expression of VEGF gene transcript in these normal fresh cells and cell lines. To elucidate biological functions of VEGF on hematopoiesis, we determined whether this growth factor has mitogenic activity to hematopoietic cells or the ability to suppress apoptotic cell death. The liquid culture and colony-formation assay revealed that VEGF suppressed apoptotic cell death of both CMK86 cells and normal hematopoietic stem cells caused by gamma-ray irradiation, although mitogenic activity of VEGF was not detected. The ability of VEGF to suppress apoptotic cell death was independent of the change of cell cycle distribution. These data suggest that VEGF may play an important role in survival or maintenance of hematopoietic stem cells due to the prevention of apoptotic cell death caused by some stresses such as ionizing radiation and that VEGF may give leukemia cells some abilities of resistance against radiotherapy in an autocrine or paracrine manner.",,,,,,,,,
7585620,NLM,MEDLINE,19951214,20211203,0008-5472 (Print) 0008-5472 (Linking),55,1995 Dec 1,Retroviral vector-mediated gene transfer of antisense cyclin G1 (CYCG1) inhibits proliferation of human osteogenic sarcoma cells.,5493-8,"['Skotzko, M', 'Wu, L', 'Anderson, W F', 'Gordon, E M', 'Hall, F L']","['Skotzko M', 'Wu L', 'Anderson WF', 'Gordon EM', 'Hall FL']","['Department of Orthopedic Surgery, Childrens Hospital of Los Angeles, California 90027, USA.']",['eng'],['GM49715/GM/NIGMS NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (CCNG1 protein, human)', '0 (CDKN1A protein, human)', '0 (Cyclin G)', '0 (Cyclin G1)', '0 (Cyclin-Dependent Kinase Inhibitor p21)', '0 (Cyclins)', '0 (Enzyme Inhibitors)', '0 (MAS1 protein, human)', '0 (Proto-Oncogene Mas)', 'EC 2.7.1.21 (Thymidine Kinase)']",IM,"['Apoptosis', 'Cyclin G', 'Cyclin G1', 'Cyclin-Dependent Kinase Inhibitor p21', 'Cyclins/*biosynthesis/*genetics', 'Enzyme Inhibitors/*metabolism', '*Gene Transfer Techniques', 'Genetic Vectors', 'Herpes Simplex/enzymology', 'Humans', 'Osteosarcoma/enzymology/pathology/*therapy', 'Proto-Oncogene Mas', 'Retroviridae/genetics', 'Thymidine Kinase/metabolism', 'Tumor Cells, Cultured']",1995/12/01 00:00,1995/12/01 00:01,['1995/12/01 00:00'],"['1995/12/01 00:00 [pubmed]', '1995/12/01 00:01 [medline]', '1995/12/01 00:00 [entrez]']",,ppublish,Cancer Res. 1995 Dec 1;55(23):5493-8.,,23,"Genetic changes found in human osteogenic sarcoma cells, including loss of the p53 and Rb tumor suppressor elements and overexpression of the cyclin G1 (CYCG1) proto-oncogene, suggest the potential of gene transfer as a treatment for metastatic disease. In this study, we examined the effects of antisense cyclin G1, in comparison with antisense cyclin D1 (CYCD1) and enforced expression of the universal cyclin-dependent kinase inhibitor p21WAF1/CIP1 on the proliferation of human MG-63 osteosarcoma cells. Retroviral vectors bearing antisense CYCG1 as well as antisense CYCD1 and WAF1/CIP1 (in sense orientation) driven by the Moloney murine leukemia virus long terminal repeat promoter inhibited the growth and/or survival of transduced MG-63 cells in 2-7 day cultures. This represents the first demonstration that cyclin G1 is essential for the survival and/or growth of human osteosarcoma cells. Cytostatic and cytopathic effects were accompanied by a significant increase in the incidence of apoptosis, as determined by immunocytochemical analysis of DNA fragmentation. Furthermore, transduction of MG-63 cells with a retroviral vector bearing the suicide gene, herpes simplex thymidine kinase (HStk), induced cell death on treatment with ganciclovir, exhibiting pronounced bystander effects. Taken together, the data affirm the feasibility of modulating inducible cell cycle control enzymes as a potential gene therapy approach in the clinical management of osteogenic sarcoma.",,,,,,,,,
