PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,RF,GR,EIN,CI,TT,SI,CIN,PMC,CON,CN,DEP,LID,OID,SFM,OTO,OT,IR,FIR,IRAD,GN,OAB,OABL,MID,CRI
11497269,NLM,MEDLINE,20010906,20131121,0250-7005 (Print) 0250-7005 (Linking),21,3B,2001 May-Jun,"Cytotoxicity and mode of action of 1-(1-cyclohexenyl) and 1-unsubstituted 3,5-pyrazolidinediones in human Molt4 T cell leukemia.",1857-68,"The 3,5-pyrazolidinediones proved to be potent cytotoxic agents against the growth of a number of murine and human tumor cell lines, e.g. human THP-I monocytic leukemia, Hut-78 lymphoma, MCF-7 breast effusion, A549 lung carcinoma, U87MG glioma, Hela uterine and A431 epidermoid skin cancer. In human Tmolt4 cell leukemia, the agents substantially suppressed DNA and RNA syntheses after 60 min at 100 microM. The de novo purine biosynthetic pathway appeared to be the major target of the agents with the inhibition of both PRPP-amido transferase and IMP dehydrogenase (IMPDH) activities. Suppression of IMPDH activity was due to the inhibition of both the Type I and II isoforms through an uncompetitive mechanism; however, the Type II isoform was preferentially inhibited at lower concentrations of compounds tested (>50-150 microM). Therefore IMPDH Type II activity, which predominates in cancer cells, was selectively inhibited over the Type I isoform (208-312 microM). The activities of other enzymes examined were inhibited which added to the overall suppression of DNA synthesis, i.e., ribonucleotide reductase, dihydrofolate reductase and nucleoside kinases. The agents caused Tmolt4 DNA strand scission but the DNA molecule itself did not appear to be a target of the compounds since there was no induced cross-linking of the DNA, intercalation between base pairs or alkylation of the DNA bases.","['Barnes, B J', 'Izydore, R A', 'Hall, I H']","['Barnes BJ', 'Izydore RA', 'Hall IH']","['Division of Medicinal Chemistry and Natural Products, School of Pharmacy, Chapel Hill, North Carolina 27599-7360, USA.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Greece,Anticancer Res,Anticancer research,8102988,IM,"['Amidophosphoribosyltransferase/antagonists & inhibitors', 'Animals', 'DNA/metabolism', 'Enzyme Inhibitors/*pharmacology', 'HeLa Cells', 'Humans', 'IMP Dehydrogenase/antagonists & inhibitors', 'Inhibitory Concentration 50', 'Kinetics', 'Leukemia/*drug therapy', 'Mice', 'Models, Chemical', 'Phenylbutazone/*pharmacology', 'Protein Isoforms', 'Recombinant Proteins/metabolism', 'Time Factors', 'Tumor Cells, Cultured']",2001/08/11 10:00,2001/09/08 10:01,['2001/08/11 10:00'],"['2001/08/11 10:00 [pubmed]', '2001/09/08 10:01 [medline]', '2001/08/11 10:00 [entrez]']",,ppublish,Anticancer Res. 2001 May-Jun;21(3B):1857-68.,"['0 (Enzyme Inhibitors)', '0 (Protein Isoforms)', '0 (Recombinant Proteins)', '9007-49-2 (DNA)', 'EC 1.1.1.205 (IMP Dehydrogenase)', 'EC 2.4.2.14 (Amidophosphoribosyltransferase)', 'GN5P7K3T8S (Phenylbutazone)']",,,,,,,,,,,,,,,,,,,,,,,,
11497268,NLM,MEDLINE,20010906,20131121,0250-7005 (Print) 0250-7005 (Linking),21,3B,2001 May-Jun,Embryonic apoptosis-inducing proteins exhibited anticancer activity in vitro and in vivo.,1839-56,"A 54 Kd apoptosis-inducing protein with novel amino acid sequence has been purified from the conditioned medium of the embryonic cell line, C3H 10T1/2 cells. An apoptosis-inducing protein identified to be fetal fetuin and a 60 Kd apoptosis-inducing protein have also been found in fetal serum and fresh embryo extract, respectively. Interestingly, a common characteristic of these embryonic apoptosis-inducing proteins is that they selectively induced apoptosis in cancer without affecting normal cells. For example, the 54 Kd protein selectively induced apoptosis in 10 out of 12 cancer cell lines without affecting 12 normal cell lines we tested. Fetal fetuin, on the other hand, selectively induced apoptosis in 5 cancer cell lines without affecting the 3 normal cell lines we tested. In vivo, tumor animal model study showed that fetal fetuin enhanced survival in leukemia-bearing mice and strongly inhibited the formation of prostate cancer in a PC-3 prostate cancer model in mice. A working hypothesis has been proposed to aid in the study of the mechanism by which the embryonic apoptosis-inducing proteins selectively induced apoptosis in cancer without affecting normal cells. This hypothesis states that due to the retro-differentiational characteristic of malignancy, cancer cells may re-express the signal transduction machinery for development-related apoptosis, which is otherwise to be normally expressed by embryonic, but not by adult cells. The embryonic apoptosis-inducing proteins may therefore induced apoptosis in cancer but not in normal cells and may be developed as an anticancer agent. This new concept may constitute a new approach for cancer therapy, which we tentatively designated as ""Retro-differentiational Apoptosis Cancer Therapy"", (R-ACT).","['Yu, C L', 'Tsai, M H']","['Yu CL', 'Tsai MH']","['Ambryx Biotechnology Inc., Oak Park, CA 91377, USA.']",['eng'],['Journal Article'],Greece,Anticancer Res,Anticancer research,8102988,IM,"['Animals', 'Antineoplastic Agents/*pharmacology', '*Apoptosis', 'Cell Line', 'Culture Media, Conditioned/metabolism', 'DNA Fragmentation', 'Dose-Response Relationship, Drug', 'Electrophoresis, Agar Gel', 'Electrophoresis, Polyacrylamide Gel', 'HL-60 Cells', 'Humans', 'Leukemia/drug therapy', 'Male', 'Mice', 'Mice, Inbred C3H', 'Models, Biological', 'Neoplasms/*drug therapy', 'Prostatic Neoplasms/drug therapy/prevention & control', 'Signal Transduction', 'Time Factors', 'Tumor Cells, Cultured', 'Zinc/pharmacology', 'alpha-Fetoproteins/*pharmacology']",2001/08/11 10:00,2001/09/08 10:01,['2001/08/11 10:00'],"['2001/08/11 10:00 [pubmed]', '2001/09/08 10:01 [medline]', '2001/08/11 10:00 [entrez]']",,ppublish,Anticancer Res. 2001 May-Jun;21(3B):1839-56.,"['0 (Antineoplastic Agents)', '0 (Culture Media, Conditioned)', '0 (alpha-Fetoproteins)', 'J41CSQ7QDS (Zinc)']",,,,,,,,,,,,,,,,,,,,,,,,
11497247,NLM,MEDLINE,20010906,20131121,0250-7005 (Print) 0250-7005 (Linking),21,3B,2001 May-Jun,High anticancer efficacy of L-proline-m-bis (2-chloroethyl) amino-L-phenylalanyl-L-norvaline ethyl ester hydrochloride (MF13) in vivo.,1681-9,"The anticancer efficacy of the new anticancer tripeptide, L-proline-m-bis (2-chloroethyl) amino-L-phenylalanyl-L-norvaline ethyl ester hydrochloride (MF13), was investigated in mice. MF13 showed a therapeutic effect in liquid tumors and induced complete remission even in late stage malignancies. MF13 also inhibited human colon cancer growth in nude mice by more than 85% (volume, p<0.001). It acted in a dose-dependent manner and induced a complete regression of tumor in 20% of the mice when the initial dose was high (15 mg/kg, i.p.). Human melanoma exhibited a response to MF13 similar to colon cancer. Activity of MF13 in murine hepatoma in vivo was stronger than its precursor m-sarcolysin (p<0.001). Tumor cells in peritoneal cavities of the MF13 treated (s.c.) mice underwent an irreversible apoptosis. Side effects of MF13 were the transient depression of hemopoiesis and loss of body weight, which vanished within 9-10 days. LD50 of MF13 of a single i.p. injection was 27 mg/kg (94 mg/m2), 11 times higher than the therapeutic dose of a single injection.","['Jiang, J D', 'Zhang, H', 'Li, J N', 'Roboz, J', 'Qiao, W B', 'Holland, J F', 'Bekesi, G']","['Jiang JD', 'Zhang H', 'Li JN', 'Roboz J', 'Qiao WB', 'Holland JF', 'Bekesi G']","['Division of Medical Oncology, Mount Sinai School of Medicine, New York, NY 10029, USA. wangy01@doc.mssm.edu']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Greece,Anticancer Res,Anticancer research,8102988,IM,"['Animals', 'Antineoplastic Agents, Alkylating/*pharmacology', 'Apoptosis', 'Carcinoma, Hepatocellular/metabolism', 'Cell Survival', 'Colonic Neoplasms/drug therapy', 'DNA Fragmentation', 'Dose-Response Relationship, Drug', 'Flow Cytometry', 'Humans', 'Leukemia L1210/drug therapy', 'Male', 'Melphalan/analogs & derivatives/pharmacology', 'Mice', 'Mice, Inbred C57BL', 'Mice, Nude', 'Models, Chemical', 'Neoplasm Transplantation', 'Oligopeptides/*pharmacology', 'Time Factors', 'Tumor Cells, Cultured']",2001/08/11 10:00,2001/09/08 10:01,['2001/08/11 10:00'],"['2001/08/11 10:00 [pubmed]', '2001/09/08 10:01 [medline]', '2001/08/11 10:00 [entrez]']",,ppublish,Anticancer Res. 2001 May-Jun;21(3B):1681-9.,"['0 (Antineoplastic Agents, Alkylating)', '0 (Oligopeptides)', '38232-20-1 (MF 13)', '3B30XBE7S2 (metamelfalan)', 'Q41OR9510P (Melphalan)']",,,,,,,,,,,,,,,,,,,,,,,,
11497221,NLM,MEDLINE,20011221,20190822,0385-5600 (Print) 0385-5600 (Linking),45,6,2001,"(3-[4,5-dimethylthiazol-2-yl]-2,5-diphenyltetrazolium bromide) assays showed a lack of toxicity of ganciclovir (GCV), C.OXTs, and their derivatives, to TaY(OK) cells at 1 microM. Therefore we compared the antiviral potencies of these drugs at 1 microM by monitoring the viral loads produced during a 1-day period during the course of the drug treatment. Among the drugs tested, 3'-fluorocarbocyclic oxetanocin A (3'F-C.OXT-A) was the most effective for inhibiting the virus production, and at concentrations ranging from 0.5 microM to 10 microM, the inhibition of the viral production was dose-dependent. A comparison of the chemical structures of the derivatives with that of C.OXT-A, which is the parental molecule, suggested that the 3'-fluorine-modification might account for the higher anti-HHV-6 activity and lower cytotoxicity.",457-66,"An infection of TaY cells, which originated from an adult T-cell leukemia, with an HHV-6B OK isolate resulted in a chronically infected culture, termed TaY(OK). Cell cloning analysis revealed that the TaY(OK) culture consisted of a mixture of cells permissive and refractory to the infection, and that the permissive cells were continuously produced from the refractory cell population. Since the chronically infected culture has been maintained for over 2 years without the addition of uninfected TaY cells, we used it for an evaluation of the antiviral potency of nucleoside analogs, especially carbocyclic oxetanocins (C.OXTs).","['Wang, P', 'Abe, K', 'Ojima, T', 'Ohyashiki, J H', 'Satoh, H', 'Maruyama, T', 'Nagata, H', 'Tanaka, H', 'Yamamoto, K']","['Wang P', 'Abe K', 'Ojima T', 'Ohyashiki JH', 'Satoh H', 'Maruyama T', 'Nagata H', 'Tanaka H', 'Yamamoto K']","['Department of Virology, Medical Research Institute, Tokyo Medical and Dental University, Japan.']",['eng'],"['Comparative Study', 'Journal Article']",Australia,Microbiol Immunol,Microbiology and immunology,7703966,IM,"['Adenine/*analogs & derivatives/chemistry/*pharmacology', 'Antiviral Agents/chemistry/*pharmacology', 'Dose-Response Relationship, Drug', 'Herpesvirus 6, Human/*drug effects/physiology', 'Humans', 'Tumor Cells, Cultured', 'Virus Replication/drug effects']",2001/08/11 10:00,2002/01/05 10:01,['2001/08/11 10:00'],"['2001/08/11 10:00 [pubmed]', '2002/01/05 10:01 [medline]', '2001/08/11 10:00 [entrez]']",['10.1111/j.1348-0421.2001.tb02645.x [doi]'],ppublish,Microbiol Immunol. 2001;45(6):457-66. doi: 10.1111/j.1348-0421.2001.tb02645.x.,"['0 (Antiviral Agents)', '103913-16-2 (oxetanocin)', 'JAC85A2161 (Adenine)']",,,,,,,,,,,,,,,,,,,,,,,,
11497220,NLM,MEDLINE,20011221,20190822,0385-5600 (Print) 0385-5600 (Linking),45,6,2001,Growth inhibition of cancer cells by co-transfection of diphtheria toxin A-chain gene plasmid with bovine leukemia virus-tax expression vector.,447-55,"We constructed a plasmid containing bovine leukemia virus (BLV)-tax gene driven by SR alpha promoter, designated as pME-BLVtax, to activate the promoter of the long terminal repeat (LTR) of BLV in various tumor cells. Activation of the promoter of BLV-LTR by pME-BLVtax was confirmed by luciferase assay. When the cells, such as COS-1, C8, and KU-1, were transfected with a plasmid pBLV-LUC1, which contained the luciferase gene under the control of BLV-LTR, and pME-BLVtax, luciferase was expressed in these cells, whereas no luciferase gene expression was observed when only pBLV-LUC1 was introduced into the cells. Activation of the BLV-LTR promoter was regulated by pME-BLVtax and 0.5 microg of pME-BLVtax was sufficient for the expression of the gene under the control of BLV-LTR. Furthermore, pME-BLVtax was used to direct the cell expression of the gene for diphtheria toxin A-chain under the control of BLV-LTR (pLTR-DT) to various tumor cell lines, KU-1, C8, COS-1, BL2M3, and HeLa cells. The transfection was carried out with cationic liposomes. In this experiment, co-transfection of pLTR-DT with pME-BLVtax exerted selective growth inhibitory effects on the tumor cell lines. Moreover, three co-introductions of pLTR-DT with pME-BLVtax into the cell lines resulted in significant inhibition of the cell growth. This result suggests that the delivery of the pLTR-DT and pME-BLVtax genes into tumor cells by the use of cationic liposomes may be potentially useful as a novel approach for the treatment of tumor cells.","['Tana', 'Watarai, S', 'Aida, Y', 'Tajima, S', 'Kakidani, H', 'Onuma, M', 'Kodama, H']","['Tana', 'Watarai S', 'Aida Y', 'Tajima S', 'Kakidani H', 'Onuma M', 'Kodama H']","['Division of Veterinary Science, Graduate School of Agriculture and Biological Sciences, Osaka Prefecture University, Sakai, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Australia,Microbiol Immunol,Microbiology and immunology,7703966,IM,"['Animals', 'COS Cells', 'Cell Line, Transformed', 'Diphtheria Toxin/*genetics', '*Genes, pX', '*Genetic Therapy', 'Genetic Vectors', 'HeLa Cells/*pathology', 'Humans', 'Leukemia Virus, Bovine/*genetics', 'Luciferases/genetics', 'Plasmids', 'Promoter Regions, Genetic', 'Transfection']",2001/08/11 10:00,2002/01/05 10:01,['2001/08/11 10:00'],"['2001/08/11 10:00 [pubmed]', '2002/01/05 10:01 [medline]', '2001/08/11 10:00 [entrez]']",['10.1111/j.1348-0421.2001.tb02644.x [doi]'],ppublish,Microbiol Immunol. 2001;45(6):447-55. doi: 10.1111/j.1348-0421.2001.tb02644.x.,"['0 (Diphtheria Toxin)', 'EC 1.13.12.- (Luciferases)']",,,,,,,,,,,,,,,,,,,,,,,,
11496835,NLM,MEDLINE,20011204,20191105,8755-5093 (Print) 1026-5457 (Linking),16,1,2001 Jan,"Arylsulfonyl-N,N-dialkyl-dithiocarbamates as tumor cell growth inhibitors: novel agents targeting beta-tubulin?",55-63,"Reaction of sodium N,N-dimethyldithiocarbamate or N,N-diethyldithiocarbamate with arylsulfonyl halides afforded a series of arylsulfonyl-N,N-dialkyl-dithiocarbamates. The reactivity of these new derivatives with cysteine and glutathione has been investigated in order to identify derivatives that might label a cysteine residue of the heterodimeric protein tubulin which plays a critical physiological function in cell division and also possesses enzymatic activity as a GTP-ase. Since many antitumor drugs exert their action by binding to tubulin, inhibiting in this way microtubule association and provoking cell death, some of the most reactive compounds against the thiol reagents found in this work have been assayed for their antitumor activity. Indeed strong tumor cell growth inhibitory properties against several leukemia, non-small cell lung, ovarian, melanoma, colon, CNS, renal, prostate and breast cancer has been found in vitro for some of the 4-halogeno-, 4-methyl- or 4-carboxyphenyl-substituted arylsulfonyl-N,N-dialkyl-dithiocarbamates. Furthermore, some of these derivative were shown to act as in vitro tubulin polymerization inhibitors using a turbidimetric assay.","['Scozzafava, A', 'Mastrolorenzo, A', 'Supuran, C T']","['Scozzafava A', 'Mastrolorenzo A', 'Supuran CT']","['Universita degli Studi, Laboratorio di Chimica Inorganica e Bioinorganica, Florence, Italy.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Switzerland,J Enzyme Inhib,Journal of enzyme inhibition,8709734,IM,"['Antineoplastic Agents/chemical synthesis/*chemistry/*pharmacology', 'Cell Division/drug effects', 'Drug Screening Assays, Antitumor', 'Female', 'Humans', 'Male', 'Neoplasms/drug therapy/pathology', 'Nephelometry and Turbidimetry', 'Tubulin/*drug effects/metabolism', 'Tumor Cells, Cultured']",2001/08/11 10:00,2002/01/05 10:01,['2001/08/11 10:00'],"['2001/08/11 10:00 [pubmed]', '2002/01/05 10:01 [medline]', '2001/08/11 10:00 [entrez]']",['10.1080/14756360109162355 [doi]'],ppublish,J Enzyme Inhib. 2001 Jan;16(1):55-63. doi: 10.1080/14756360109162355.,"['0 (Antineoplastic Agents)', '0 (Tubulin)']",,,,,,,,,,,,,,,,,,,,,,,,
11496711,NLM,MEDLINE,20010913,20131121,0034-8376 (Print) 0034-8376 (Linking),53,3,2001 May-Jun,Molecular monitoring of the treatment of patients with BCR/ABL (+) chronic myelogenous leukemia.,235-9,"BACKGROUND: The molecular follow-up of patients with chronic myelogenous leukemia (CML) has been described as useful in other countries, but there are not data reported in Mexico. METHODS: All patients studied at Laboratories Clinicos de Puebla/Centro de Hematologia y Medicina Interna de Puebla in which the BCR-ABL hybrid gene was identified by means of polymerase chain reaction were analyzed. In 22 individuals the molecular marker of the disease was studied at diagnosis and in different instances afterwards; these patients were treated with chemotherapy, interferon, autologous or allogeneic bone marrow transplantation. RESULTS: Only the six patients that were allografted from HLA-identical siblings cleared the molecular marker of the disease; the rest of them did not achieve molecular remissions. The median survival (SV) of the whole group has not been reached, whereas the 53-month SV is 68%. One of the allografted patients died as a result of complications of graft versus-host disease. CONCLUSIONS: We have found useful the molecular monitoring of the treatment of patients with CML. Using this approach, we found that molecular remissions can be accomplished only with allografting; however, other therapeutic approaches may also result in long-lasting hematologic remissions.","['Ruiz-Arguelles, G J', 'Lopez-Martinez, B', 'Ramirez-Cabrera, J M', 'Reyes-Nunez, V', 'Rodriguez-Cedeno, H M', 'Garces-Eisele, J']","['Ruiz-Arguelles GJ', 'Lopez-Martinez B', 'Ramirez-Cabrera JM', 'Reyes-Nunez V', 'Rodriguez-Cedeno HM', 'Garces-Eisele J']","['Centro de Hematologia y Medicina Interna de Puebla, Universidad de las Americas-Puebla. gruizl@clinicaruiz.com']",['eng'],['Journal Article'],Mexico,Rev Invest Clin,Revista de investigacion clinica; organo del Hospital de Enfermedades de la Nutricion,9421552,IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Female', 'Follow-Up Studies', 'Fusion Proteins, bcr-abl/*blood', 'Hematopoietic Stem Cell Transplantation', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*blood/genetics/therapy', 'Male', 'Middle Aged', 'Prospective Studies', 'Reverse Transcriptase Polymerase Chain Reaction', 'Transplantation, Homologous']",2001/08/11 10:00,2001/09/14 10:01,['2001/08/11 10:00'],"['2001/08/11 10:00 [pubmed]', '2001/09/14 10:01 [medline]', '2001/08/11 10:00 [entrez]']",,ppublish,Rev Invest Clin. 2001 May-Jun;53(3):235-9.,"['EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",,,,,,,,,,,,,,,,,,,,,,,,
11496569,NLM,MEDLINE,20020129,20071115,0212-7199 (Print) 0212-7199 (Linking),18,5,2001 May,[Diarrhea as initial manifestation of immunoglobulin B producing intestinal immunocytoma].,283-4,,"['Blazquez Cabrera, J A', 'Lemberg, P', 'Ortuno, F', 'Mateos Rodriguez, F']","['Blazquez Cabrera JA', 'Lemberg P', 'Ortuno F', 'Mateos Rodriguez F']",,['spa'],"['Case Reports', 'Letter']",Spain,An Med Interna,"Anales de medicina interna (Madrid, Spain : 1984)",9112183,IM,"['Diarrhea/*etiology', 'Duodenal Neoplasms/complications/*diagnosis/metabolism', 'Humans', 'Immunoglobulin M/*biosynthesis', 'Leukemia, Lymphocytic, Chronic, B-Cell/complications/*diagnosis/metabolism', 'Male', 'Middle Aged']",2001/08/11 10:00,2002/01/30 10:01,['2001/08/11 10:00'],"['2001/08/11 10:00 [pubmed]', '2002/01/30 10:01 [medline]', '2001/08/11 10:00 [entrez]']",,ppublish,An Med Interna. 2001 May;18(5):283-4.,['0 (Immunoglobulin M)'],,,,,Diarrea como manifestacion inicial de inmunocitoma intestinal productor de inmunoglobulina M.,,,,,,,,,,,,,,,,,,,
11496552,NLM,MEDLINE,20010913,20071115,0212-7199 (Print) 0212-7199 (Linking),18,4,2001 Apr,[Acute hypoglycemia as first manifestation of a Burkitt-like lymphoblastic leukemia].,226-7,,"['Marcos Sanchez, F', 'Juarez Ucelay, F', 'Solano Ramos, F', 'Arbol Linde, F']","['Marcos Sanchez F', 'Juarez Ucelay F', 'Solano Ramos F', 'Arbol Linde F']",,['spa'],"['Case Reports', 'Letter']",Spain,An Med Interna,"Anales de medicina interna (Madrid, Spain : 1984)",9112183,IM,"['Acute Disease', 'Aged', 'Female', 'Humans', 'Hypoglycemia/*etiology', 'Leukemia, Lymphoid/*diagnosis']",2001/08/11 10:00,2001/09/14 10:01,['2001/08/11 10:00'],"['2001/08/11 10:00 [pubmed]', '2001/09/14 10:01 [medline]', '2001/08/11 10:00 [entrez]']",,ppublish,An Med Interna. 2001 Apr;18(4):226-7.,,,,,,Hipoglucemia severa como primera manifestacion de una leucemia linfoblastica Burkitt-like.,,,,,,,,,,,,,,,,,,,
11496539,NLM,MEDLINE,20010913,20131121,0212-7199 (Print) 0212-7199 (Linking),18,4,2001 Apr,"[The retinoic acid syndrome, a complication of acute promyelocytic leukemia therapy].",195-200,"OBJECTIVE: To describe the retinoic acid syndrome, a complication of therapy with all-trans retinoic acid (ATRA) in acute promyelocitic leukemia (APL). PATIENTS AND METHODS: Retrospective study of five patients with a morphologic diagnosis of APL by the French-American-British (FAB) classification that were treated for remission induction with ATRA and developed the ATRA syndrome. RESULTS: Three patients in newly diagnosed APL and two in leukemia relapse were analyzed. All patients received with ATRA 45 mgrs/m2/day, and three of them also received chemotherapy. Patients developed fever, respiratory distress, pulmonary infiltrates, weight gain and edemas. The onset of this symptom complex occurred from 1 to 11 days after starting treatment and was preceded by an increased in peripheral blood leukocytes. Infections or congestive heart failure were ruled out. The clinical course progressed while patients being treated with wide spectrum antibiotics. Four patients were treated with high doses corticosteroid therapy (dexametasone 10 mgrs intravenously every 12 hours), in three of them full recovery was attained and one died. One patient that did not received steroids died. CONCLUSIONS: The use of all-trans retinoic acid to induce hematologic remission in APL patients is associated in same patients with the development of ATRA syndrome, a life threatening complication. Symptoms begin in the first days of treatment. If this syndrome is suspected, early treatment with high dose steroids should be initiated.","['Martin Del Pozo, M', 'Cisneros De La Fuente, E', 'Solano, F', 'Martin, M L', 'De La Serna, J']","['Martin Del Pozo M', 'Cisneros De La Fuente E', 'Solano F', 'Martin ML', 'De La Serna J']","['Servicio Urgencias Fundacion Hospital de Alcorcon, Madrid.']",['spa'],"['Case Reports', 'English Abstract', 'Journal Article']",Spain,An Med Interna,"Anales de medicina interna (Madrid, Spain : 1984)",9112183,IM,"['Adolescent', 'Antineoplastic Agents/*adverse effects', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Lung Diseases, Interstitial/*chemically induced', 'Male', 'Middle Aged', 'Pulmonary Edema/chemically induced', 'Respiratory Insufficiency/*chemically induced', 'Retrospective Studies', 'Syndrome', 'Tretinoin/*adverse effects']",2001/08/11 10:00,2001/09/14 10:01,['2001/08/11 10:00'],"['2001/08/11 10:00 [pubmed]', '2001/09/14 10:01 [medline]', '2001/08/11 10:00 [entrez]']",,ppublish,An Med Interna. 2001 Apr;18(4):195-200.,"['0 (Antineoplastic Agents)', '5688UTC01R (Tretinoin)']",,,,,El sindrome del ATRA como complicacion del tratamiento en la leucemia promielocitica aguda.,,,,,,,,,,,,,,,,,,,
11496455,NLM,MEDLINE,20010913,20191025,0156-5788 (Print) 0156-5788 (Linking),24,2,2001,Treatment for childhood acute lymphoblastic leukaemia: the fathers' perspective.,135-42,"Research on parental adaptation to a child's chronic illness is still scant, and this is particularly so in relation to the experience of treatment for paediatric Acute Lymphoblastic Leukaemia (ALL). The work that does exist on parental reactions tends to conflate maternal responses with paternal responses, as fathers are usually seen as having a secondary role. Consequently, little is known about how fathers cope with treatment for childhood ALL. The present discussion seeks to make a contribution to this area by presenting findings on the paternal experience of treatment for paediatric ALL from a longitudinal study conducted at Royal Children's Hospital in Brisbane, Queensland. The findings from this research clearly indicate the emotional pain that fathers face in their struggle to accept the diagnosis of a serious, life-threatening illness such as ALL in their child. The findings challenge the notion of the make stereotype by showing that the shock of diagnosis, the emotional pain of coping with the illness, the expression of pain through tears, the desire to be with the child, the struggle to cope with the medical interventions, and concerns about other family members are not gender specific, but are rather issues common to both parents.","['McGrath, P']",['McGrath P'],"['Centre for Palliative Care Research & Education, Royal Brisbane Hospital, QLD.']",['eng'],"['Comparative Study', 'Journal Article']",Australia,Aust Health Rev,Australian health review : a publication of the Australian Hospital Association,8214381,,"['*Adaptation, Psychological', 'Child', 'Child, Preschool', 'Chronic Disease/psychology', 'Father-Child Relations', 'Fathers/*psychology', '*Grief', 'Hospitals, Pediatric', 'Humans', 'Infant', 'Life Change Events', 'Longitudinal Studies', 'Male', 'Mothers/psychology', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*psychology/therapy', 'Queensland']",2001/08/11 10:00,2001/09/14 10:01,['2001/08/11 10:00'],"['2001/08/11 10:00 [pubmed]', '2001/09/14 10:01 [medline]', '2001/08/11 10:00 [entrez]']",['10.1071/ah010135 [doi]'],ppublish,Aust Health Rev. 2001;24(2):135-42. doi: 10.1071/ah010135.,,,,,,,,,,,,,,,,,,,,,,,,,
11496361,NLM,MEDLINE,20010830,20131121,0098-1532 (Print) 0098-1532 (Linking),37,2,2001 Aug,Repeated achilles tendinitis after high dose methotrexate.,156,,"['Toverud, E L', 'Landaas, S', 'Hellebostad, M']","['Toverud EL', 'Landaas S', 'Hellebostad M']",,['eng'],"['Case Reports', 'Letter']",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,IM,"['Achilles Tendon/*pathology', 'Adolescent', 'Antimetabolites, Antineoplastic/*adverse effects/therapeutic use', 'Dose-Response Relationship, Drug', 'Female', 'Humans', 'Infusions, Intravenous', 'Methotrexate/*adverse effects/therapeutic use', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy', 'Recurrence', 'Risk Factors', 'Tendinopathy/*chemically induced']",2001/08/10 10:00,2001/08/31 10:01,['2001/08/10 10:00'],"['2001/08/10 10:00 [pubmed]', '2001/08/31 10:01 [medline]', '2001/08/10 10:00 [entrez]']",['10.1002/mpo.1191 [doi]'],ppublish,Med Pediatr Oncol. 2001 Aug;37(2):156. doi: 10.1002/mpo.1191.,"['0 (Antimetabolites, Antineoplastic)', 'YL5FZ2Y5U1 (Methotrexate)']",,,,,,,,,,,,,,,,,,,,,,,,
11496359,NLM,MEDLINE,20010830,20131121,0098-1532 (Print) 0098-1532 (Linking),37,2,2001 Aug,Secondary acute myelocytic leukemia after successful chemotherapy with etoposide for Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis.,153-4,,"['Kitazawa, J', 'Ito, E', 'Arai, K', 'Yokoyama, M', 'Fukayama, M', 'Imashuku, S']","['Kitazawa J', 'Ito E', 'Arai K', 'Yokoyama M', 'Fukayama M', 'Imashuku S']","['Department of Pediatrics, Hirosaki University, School of Medicine, Aomori 036-8563, Japan.']",['eng'],"['Case Reports', 'Journal Article']",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,IM,"['Antineoplastic Agents, Phytogenic/*adverse effects/therapeutic use', 'Child, Preschool', 'Cyclosporine/administration & dosage', 'Dexamethasone/administration & dosage', 'Epstein-Barr Virus Infections/complications/*drug therapy', 'Etoposide/*adverse effects/therapeutic use', 'Female', 'Histiocytosis, Non-Langerhans-Cell/*drug therapy', 'Humans', 'Immunosuppressive Agents/administration & dosage', 'Leukemia, Myeloid, Acute/*chemically induced', 'Neoplasms, Second Primary/*chemically induced']",2001/08/10 10:00,2001/08/31 10:01,['2001/08/10 10:00'],"['2001/08/10 10:00 [pubmed]', '2001/08/31 10:01 [medline]', '2001/08/10 10:00 [entrez]']",['10.1002/mpo.1189 [doi]'],ppublish,Med Pediatr Oncol. 2001 Aug;37(2):153-4. doi: 10.1002/mpo.1189.,"['0 (Antineoplastic Agents, Phytogenic)', '0 (Immunosuppressive Agents)', '6PLQ3CP4P3 (Etoposide)', '7S5I7G3JQL (Dexamethasone)', '83HN0GTJ6D (Cyclosporine)']",,,,,,,,,,,,,,,,,,,,,,,,
