PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,IP,AB,AID,PMC,OID,OAB,OABL,OTO,OT,GN,CIN,AD
1059243,NLM,MEDLINE,19760202,20131121,0080-6722 (Print) 0080-6722 (Linking),24,1975,Folate studies. Folate and vitamin B12 values in relation to bone marrow pattern.,"III-VII, 1-110","['Magnus, E M']",['Magnus EM'],['eng'],['Journal Article'],,Denmark,Scand J Haematol Suppl,Scandinavian journal of haematology. Supplementum,0104315,"['0 (Hemoglobins)', '0 (Transferrin)', '935E97BOY8 (Folic Acid)', 'P6YC3EG204 (Vitamin B 12)']",IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Anemia/*blood/diagnosis', 'Bone Marrow/*metabolism', 'Bone Marrow Cells', 'Bone Marrow Examination', 'Child', 'Child, Preschool', 'Erythrocytes/metabolism', 'Erythropoiesis', 'Female', 'Folic Acid/*blood', 'Folic Acid Deficiency/blood', 'Hemoglobins/metabolism', 'Humans', 'Infant', 'Leukemia/blood', 'Male', 'Megaloblasts/metabolism', 'Middle Aged', 'Sex Factors', 'Transferrin/metabolism', 'Vitamin B 12/*blood', 'Vitamin B 12 Deficiency/blood']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,"Scand J Haematol Suppl. 1975;24:III-VII, 1-110.",,,,,,,,,,,,
1059233,NLM,MEDLINE,19760123,20071115,0377-1202 (Print) 0377-1202 (Linking),13,1975,Cytoenzymochemical effects of some antiblastic drugs and prediction of response to chemotherapy in acute leukemias.,199-203,"['Micu, D', 'Gociu, M', 'Zamfirescu-gheorghiu, M', 'Mihailescu, E', 'Cheta, D', 'Cheta, N', 'Astaldi, A Jr']","['Micu D', 'Gociu M', 'Zamfirescu-gheorghiu M', 'Mihailescu E', 'Cheta D', 'Cheta N', 'Astaldi A Jr']",['eng'],['Journal Article'],,Romania,Med Interne,Medecine interne,7506353,"['0 (Antineoplastic Agents)', '63231-63-0 (RNA)', '9007-49-2 (DNA)', 'EC 1.1.1.27 (L-Lactate Dehydrogenase)', 'EC 1.3.99.1 (Succinate Dehydrogenase)', 'EC 3.1.3.2 (Acid Phosphatase)']",IM,"['Acid Phosphatase/*blood', 'Antineoplastic Agents/*pharmacology/therapeutic use', 'DNA/metabolism', 'L-Lactate Dehydrogenase/*blood', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Monocytic, Acute/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Leukocytes/enzymology/*metabolism', 'Prognosis', 'RNA/metabolism', 'Succinate Dehydrogenase/*blood']",1975/01/11 19:15,2001/03/28 10:01,['1975/01/11 19:15'],"['1975/01/11 19:15 [pubmed]', '2001/03/28 10:01 [medline]', '1975/01/11 19:15 [entrez]']",ppublish,Med Interne. 1975;13(3):199-203.,3,"Over 20 cytoenzymochemical tests were carried out in 152 patients with different types of acute leukemia to estimate the effects of some antiblastic drugs such as L-asparaginase, Purinethol, Methotrexate, Endoxan, Vinchristine, Cytosine Arabinoside a.o. The patients selected for the study were carefully examined before treatment at different moments during and/or at the end of the treatment. The effects of these drugs on the blast cells were mild when the cellular populations had a low rate of nucleic acid synthesis, high glycogenic score and high amounts of lipids or an important oxidative enzymatic activity. The enzymatic prediction tests: the acid phosphate deviation test and the succinic dehydrogenase inhibition test including the variant suggested by some of the authors - the latic dehydrogenase inhibition test - gave satisfactory results only in certain cases of acute leukemia.",,,,,,,,,,
1059224,NLM,MEDLINE,19760129,20110113,0048-7848 (Print) 0048-7848 (Linking),79,1975 Jul-Sep,[Perinatal leukemia].,469-71,"['Dimitriu, N', 'Ionus, D', 'Noica, M', 'Enasescu, E']","['Dimitriu N', 'Ionus D', 'Noica M', 'Enasescu E']",['rum'],"['Case Reports', 'English Abstract', 'Journal Article']",Leucemia perinatala,Romania,Rev Med Chir Soc Med Nat Iasi,Revista medico-chirurgicala a Societatii de Medici si Naturalisti din Iasi,0413735,,IM,"['Humans', 'Infant', 'Infant, Newborn', '*Infant, Newborn, Diseases', 'Leukemia, Myeloid, Acute/*congenital', 'Male']",1975/07/01 00:00,1975/07/01 00:01,['1975/07/01 00:00'],"['1975/07/01 00:00 [pubmed]', '1975/07/01 00:01 [medline]', '1975/07/01 00:00 [entrez]']",ppublish,Rev Med Chir Soc Med Nat Iasi. 1975 Jul-Sep;79(3):469-71.,3,,,,,,,,,,,
1059142,NLM,MEDLINE,19760202,20190501,0027-8424 (Print) 0027-8424 (Linking),72,1975 Sep,Erythroid colony induction without erythropoietin by Friend leukemia virus in vitro.,3556-60,"['Clarke, B J', 'Axelrad, A A', 'Shreeve, M M', 'McLeod, D L']","['Clarke BJ', 'Axelrad AA', 'Shreeve MM', 'McLeod DL']",['eng'],['Journal Article'],,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,['11096-26-7 (Erythropoietin)'],IM,"['Animals', 'Bone Marrow/metabolism/*microbiology', '*Bone Marrow Cells', 'Cattle/blood', 'Cell Line', '*Erythropoiesis', 'Erythropoietin', 'Friend murine leukemia virus/*metabolism', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C3H', 'Mice, Inbred Strains', 'Species Specificity']",1975/09/01 00:00,1975/09/01 00:01,['1975/09/01 00:00'],"['1975/09/01 00:00 [pubmed]', '1975/09/01 00:01 [medline]', '1975/09/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1975 Sep;72(9):3556-60. doi: 10.1073/pnas.72.9.3556.,9,"Erythroid colonies could be produced without the addition of erythropeietin in plasma cultures seeded with bone marrow cells from normal C3Hf/Bi mice by exposure of the cells in vitro to medium from a cell line (IS) that continuously produces Friend leukemia virus in culture. The activity in the culture medium was viral rather than erythropoietin-like, since it was sedimentable by high-speed centrifugation and heat labile. Erythroid colonies did not develop when the bone marrow cells exposed to virus-containing medium were from mice genetically resistant to Friend virus. IS culture medium contained both Friend spleen focus-forming and XC-plaque-forming activities. No erythroid colonies were induced when genetically sensitive cells were exposed to a preparation from which the spleen focus-forming activity had been removed, but which contained XC plaque-forming activity in high concentration. Thus the spleen focus-forming component of Friend virus appeared to be responsible for inducing erythroid colony formation without erythropoietin in vitro. Some erythroid colonies were also found in control cultures to which neither virus nor erythropoietin had been added. Reduction in the concentration of fetal calf serum in the culture medium substantially decreased the number of these colonies but had only a minor effect on the number of virus-induced colonies. The number of erythroid colonies produced after 2 days of culture without erythropoietin or fetal calf serum was approximately proportional to the titer of Friend spleen focus-forming virus to whcih the bone marrow cells had been exposed. This system should prove useful for investigation in vitro of Friend virus--host cell interactions which lead to erythropoietin-independent erythropoiesis.",['10.1073/pnas.72.9.3556 [doi]'],PMC433034,,,,,,,,
1059084,NLM,MEDLINE,19760116,20190501,0027-8424 (Print) 0027-8424 (Linking),72,1975 Aug,Increased frequency of initiation of RNA synthesis due to a protein factor from chicken myeloblastosis nuclei.,2935-9,"['Chuang, R Y', 'Chuang, L F']","['Chuang RY', 'Chuang LF']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Amanitins)', '0 (Nucleoproteins)', '63231-63-0 (RNA)', 'EC 2.7.7.6 (DNA-Directed RNA Polymerases)']",IM,"['Amanitins/pharmacology', 'Animals', 'Cell Nucleus/*enzymology', 'Chickens', 'DNA-Directed RNA Polymerases/*metabolism', 'Kinetics', 'Leukemia, Myeloid, Acute/*enzymology', 'Nucleoproteins/*physiology', 'RNA/biosynthesis', 'Templates, Genetic']",1975/08/01 00:00,1975/08/01 00:01,['1975/08/01 00:00'],"['1975/08/01 00:00 [pubmed]', '1975/08/01 00:01 [medline]', '1975/08/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1975 Aug;72(8):2935-9. doi: 10.1073/pnas.72.8.2935.,8,"The mechanism of the effect of an RNA polymerase II (RNA nucleotidyltransferase II) stimulation factor isolated from the nuclei of chicken myeloblastosis cells was studied. The stimulation requires the presence of all four nucleoside triphosphates and depends upon an exogenous DNA template. In the absence of the factor, RNA synthesis ceases after 20-30 min, but in the presence of the factor, synthesis continues up to 60-80 min. Addition of the factor at 35 min after incubation causes resumption of RNA synthesis. The factor greatly stimulates the activity of RNA polymerase II at low enzyme concentrations. The RNA polymerase activity is more sensitive to alpha-amanitin inhibition when the factor is present. Experiments of [gamma-32P]ATP incorporation reveal that the factor provides for an increased frequency of initiation of RNA chains, both of the primary initiation events and re-initiation after previous ones were completed. A slightly higher rate of RNA chain growth was also observed with this factor but the ultimate size of RNA synthesized was not affected, as determined by formaldehyde/sucrose gradient centrifugation. These data suggest that the factor functions at the initiation stages of the RNA polymerase reaction.",['10.1073/pnas.72.8.2935 [doi]'],PMC432893,,,,,,,,
1059077,NLM,MEDLINE,19760114,20071115,0552-2080 (Print) 0552-2080 (Linking),20,1975 Feb,[Obtaining cultured cell lines from the leukocytic suspension of blood of patients with acute leukemia].,49-53,"['Skorikova, A S', 'Skurkovich, S V', 'Bulycheva, T I', 'Smirnov, V V']","['Skorikova AS', 'Skurkovich SV', 'Bulycheva TI', 'Smirnov VV']",['rus'],"['English Abstract', 'Journal Article']",Poluchenie perevivaemykh linii kletok iz leikotsitarnoi vzvesi bol'nykh ostrym leikozom,Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,['0 (Culture Media)'],IM,"['Adolescent', 'Adult', 'Cell Line', 'Cells, Cultured', 'Child', 'Child, Preschool', 'Culture Media', 'Humans', 'Leukemia, Lymphoid/*blood', 'Leukemia, Myeloid, Acute/*blood', '*Leukocytes']",1975/02/01 00:00,1975/02/01 00:01,['1975/02/01 00:00'],"['1975/02/01 00:00 [pubmed]', '1975/02/01 00:01 [medline]', '1975/02/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1975 Feb;20(2):49-53.,2,,,,,,,,,,,
1059076,NLM,MEDLINE,19760114,20071115,0552-2080 (Print) 0552-2080 (Linking),20,1975 Feb,[Clinico-morphological variants of lymphoblastic leukemia].,35-41,"['Khvatova, N V', ""Frenkel', M A"", ""Solov'eva, E A"", 'Lorie, Iu I']","['Khvatova NV', ""Frenkel' MA"", ""Solov'eva EA"", 'Lorie IuI']",['rus'],"['Case Reports', 'Comparative Study', 'English Abstract', 'Journal Article']",Kliniko-morfologicheskie varianty ostrogo limfoblastnogo leikoza,Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,,IM,"['Adolescent', 'Adult', 'Aged', 'Bone Marrow/pathology', 'Bone Marrow Cells', 'Child', 'Humans', 'Leukemia, Lymphoid/blood/*pathology', 'Lymphocytes/pathology', 'Male', 'Middle Aged']",1975/02/01 00:00,1975/02/01 00:01,['1975/02/01 00:00'],"['1975/02/01 00:00 [pubmed]', '1975/02/01 00:01 [medline]', '1975/02/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1975 Feb;20(2):35-41.,2,,,,,,,,,,,
1059075,NLM,MEDLINE,19760114,20081121,0552-2080 (Print) 0552-2080 (Linking),20,1975 Feb,[Characteristics of the course of myelocytic leukemia associated with myelofibrosis].,26-9,"['Klimova, N F', 'Zakharova, A V', 'Korenevskaia, M I', 'Aksenova, O V']","['Klimova NF', 'Zakharova AV', 'Korenevskaia MI', 'Aksenova OV']",['rus'],"['Case Reports', 'English Abstract', 'Journal Article']","Osobennosti techeniia khronicheskogo mieloleikoza, protekaiushchego s mielofibrozom",Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,,IM,"['Adolescent', 'Adult', 'Aged', 'Female', 'Humans', 'Leukemia, Myeloid/*complications/diagnosis', 'Middle Aged', 'Primary Myelofibrosis/*complications/diagnosis']",1975/02/01 00:00,1975/02/01 00:01,['1975/02/01 00:00'],"['1975/02/01 00:00 [pubmed]', '1975/02/01 00:01 [medline]', '1975/02/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1975 Feb;20(2):26-9.,2,,,,,,,,,,,
1059074,NLM,MEDLINE,19760108,20190713,0032-5481 (Print) 0032-5481 (Linking),58,1975 Nov,Chronic erythremic myelosis profiling a refractory anemia.,161-6,"['Kass, L']",['Kass L'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,England,Postgrad Med,Postgraduate medicine,0401147,"['0 (Androgens)', 'KV2JZ1BI6Z (Pyridoxine)']",IM,"['Adult', 'Aged', 'Androgens/therapeutic use', 'Anemia, Aplastic/diagnosis', 'Anemia, Macrocytic/*diagnosis', 'Anemia, Sideroblastic/diagnosis', 'Chronic Disease', 'Diagnosis, Differential', 'Erythropoiesis', 'Humans', 'Leukemia, Erythroblastic, Acute/*blood/therapy', 'Middle Aged', 'Pyridoxine/therapeutic use', 'Splenectomy']",1975/11/01 00:00,1975/11/01 00:01,['1975/11/01 00:00'],"['1975/11/01 00:00 [pubmed]', '1975/11/01 00:01 [medline]', '1975/11/01 00:00 [entrez]']",ppublish,Postgrad Med. 1975 Nov;58(6):161-6. doi: 10.1080/00325481.1975.11714208.,6,"Chronic erythremic myelosis is a myeloproliferative disorder of unknown etiology that is characterized by refractory macrocytic anemia and marked megaloblastoid erythroid hyperplasia of the bone marrow. Ferrokinetic and cytologic evidence indicates that the disorder demonstrates ineffective erythropoiesis. Certain cytochemical tests may help both to substantiate the diagnosis and to provide insight into some of the biochemical abnormalities in the erythroid precursors. Therapeutic trials of androgen or pyridoxine (vitamin B6) or both may be of value in some cases but ineffective in others, and some patients may require administration of blood transfusions. Why an erythroid disorder characterized by a uniquetype of megaloblastoid erythropoiesis should be the forerunner of acute leukemia is one of the many unanswered questions in this often therapeutically frustrating disorder.",['10.1080/00325481.1975.11714208 [doi]'],,,,,,,,,
1059018,NLM,MEDLINE,19760117,20131121,0028-7628 (Print) 0028-7628 (Linking),75,1975 Nov,Erythroleukemia following melphalan therapy for multiple myeloma.,2402-4,"['Fishman, S A', 'Ritz, N D']","['Fishman SA', 'Ritz ND']",['eng'],"['Case Reports', 'Journal Article']",,United States,N Y State J Med,New York state journal of medicine,0401064,['Q41OR9510P (Melphalan)'],IM,"['Humans', 'Leukemia, Erythroblastic, Acute/*chemically induced', 'Male', 'Melphalan/*adverse effects/therapeutic use', 'Middle Aged', 'Multiple Myeloma/*drug therapy']",1975/11/01 00:00,1975/11/01 00:01,['1975/11/01 00:00'],"['1975/11/01 00:00 [pubmed]', '1975/11/01 00:01 [medline]', '1975/11/01 00:00 [entrez]']",ppublish,N Y State J Med. 1975 Nov;75(13):2402-4.,13,,,,,,,,,,,
1059000,NLM,MEDLINE,19760110,20071115,0026-4806 (Print) 0026-4806 (Linking),66,1975 Oct,"[BCG, or immunotherapy of hope].",7-9,"['Monti, A']",['Monti A'],['ita'],['Journal Article'],"B.C.G., ovvero l'immunoterapia della speranza",Italy,Minerva Med,Minerva medica,0400732,"['0 (BCG Vaccine)', '9007-49-2 (DNA)']",IM,"['Antibody Formation', 'BCG Vaccine/*therapeutic use', 'DNA', 'Humans', '*Immunotherapy', 'Leukemia/*therapy', 'Leukemia, Myeloid, Acute/therapy', 'Remission, Spontaneous']",1975/10/01 00:00,1975/10/01 00:01,['1975/10/01 00:00'],"['1975/10/01 00:00 [pubmed]', '1975/10/01 00:01 [medline]', '1975/10/01 00:00 [entrez]']",ppublish,Minerva Med. 1975 Oct;66(68 Suppl):7-9.,68 Suppl,,,,,,,,,,,
1058998,NLM,MEDLINE,19760123,20131121,0025-8512 (Print) 0025-8512 (Linking),26,1975 Sep 19,[Side effects of intrathecal administration of amethopterin in a patient with leukemic meningitis and acute myeloid leukemia].,1715-6,"['Schoppe, W D', 'Kindler, U', 'Lautenschlager, J', 'Stolle, R']","['Schoppe WD', 'Kindler U', 'Lautenschlager J', 'Stolle R']",['ger'],"['Case Reports', 'Journal Article']",Nebenwirkungen von intrathekal appliziertem Amethopterin bei einem Patienten mit Meningeosis leucaemica und akuter myeloischer Leukamie,Germany,Med Welt,Die Medizinische Welt,0376641,['YL5FZ2Y5U1 (Methotrexate)'],IM,"['Adult', 'Blood Platelets/drug effects', 'Blood-Brain Barrier/drug effects', 'Humans', 'Injections, Spinal/*adverse effects', 'Leukemia, Myeloid, Acute/complications/*drug therapy', 'Male', 'Meningitis/*drug therapy/etiology', 'Methotrexate/*adverse effects/therapeutic use']",1975/09/19 00:00,1975/09/19 00:01,['1975/09/19 00:00'],"['1975/09/19 00:00 [pubmed]', '1975/09/19 00:01 [medline]', '1975/09/19 00:00 [entrez]']",ppublish,Med Welt. 1975 Sep 19;26(38):1715-6.,38,,,,,,,,,,,
1058987,NLM,MEDLINE,19760114,20071115,0485-1439 (Print) 0485-1439 (Linking),16,1975 Aug,[A case of acute myeloblastic leukemia with massive leukemic cell infiltration in the female genital organs (author's transl)].,814-9,"['Matsuo, T', 'Yoshida, M', 'Miyasaki, K']","['Matsuo T', 'Yoshida M', 'Miyasaki K']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",,Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adult', 'Female', 'Genital Neoplasms, Female/*pathology', 'Humans', 'Leukemia, Myeloid, Acute/*pathology']",1975/08/01 00:00,1975/08/01 00:01,['1975/08/01 00:00'],"['1975/08/01 00:00 [pubmed]', '1975/08/01 00:01 [medline]', '1975/08/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1975 Aug;16(8):814-9.,8,,,,,,,,,,,
1058986,NLM,MEDLINE,19760129,20190509,0027-8874 (Print) 0027-8874 (Linking),55,1975 Oct,Cytogenetic basis of acute myeloid leukemia.,761-5,"['Ford, J H', 'Pittman, S M', 'Singh, S', 'Wass, E J', 'Vincent, P C', 'Gunz, F W']","['Ford JH', 'Pittman SM', 'Singh S', 'Wass EJ', 'Vincent PC', 'Gunz FW']",['eng'],['Journal Article'],,United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,IM,"['Adolescent', 'Adult', 'Aged', 'Aneuploidy', 'Bone Marrow/ultrastructure', 'Bone Marrow Cells', '*Chromosome Aberrations', 'Chromosomes, Human, 21-22 and Y', 'Chromosomes, Human, 6-12 and X', 'Humans', 'Leukemia, Myeloid, Acute/*genetics', 'Middle Aged', 'Remission, Spontaneous', 'Trisomy']",1975/10/01 00:00,1975/10/01 00:01,['1975/10/01 00:00'],"['1975/10/01 00:00 [pubmed]', '1975/10/01 00:01 [medline]', '1975/10/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1975 Oct;55(4):761-5. doi: 10.1093/jnci/55.4.761.,4,"The chromosomes of 12 adult patients with acute leukemia were analyzed by conventional means and by Giemsa and centromeric banding techniques. Acute myeloblastic leukemia was diagnosed in 7, acute myelomonocytic leukemia in 2, and acute undifferentiated leukemia in 3. Bone marrow was aspirated from patients when in relapse or remission, and both euploid and aneuploid cells were examined. All patients showed trisomy no. 9 and many showed additional numerical or structural changes in some or all their cells. These changes included monosomy no. 21 and/or monosomy no. 8. The proportion of trisomy no. 9 cells was 30-50% in patients in full remission and up to 100% in patients in relapse; thus trisomy no. 9 might be an important marker of leukemic cells. A mechanism was proposed to explain the induction and selection of the trisomy no. 9 karotype.",['10.1093/jnci/55.4.761 [doi]'],,,,,,,,,
1058973,NLM,MEDLINE,19760129,20071115,0315-162X (Print) 0315-162X (Linking),2,1975 Sep,Sjogren's syndrome terminating as a myeloproliferative disorder.,331-5,"['DeCoteau, W E', 'Katakkar, S B', 'Skinnider, L', 'Hayton, R C', 'Somerville, E A']","['DeCoteau WE', 'Katakkar SB', 'Skinnider L', 'Hayton RC', 'Somerville EA']",['eng'],"['Case Reports', 'Journal Article']",,Canada,J Rheumatol,The Journal of rheumatology,7501984,,IM,"['Anemia, Sideroblastic/etiology', 'Bone Marrow Examination', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/etiology', 'Middle Aged', 'Myeloproliferative Disorders/*etiology/pathology', ""Sjogren's Syndrome/*complications""]",1975/09/01 00:00,1975/09/01 00:01,['1975/09/01 00:00'],"['1975/09/01 00:00 [pubmed]', '1975/09/01 00:01 [medline]', '1975/09/01 00:00 [entrez]']",ppublish,J Rheumatol. 1975 Sep;2(3):331-5.,3,"A 59 year old female was diagnosed as having Sjogren's syndrome in 1963. A short time later, she developed a refractory sideroblastic anemia. In 1972, she was found to have a preleukemic state with a persistent ""shift to the left"" of the granulocytic series, terminating early in 1974 as acute myeloblastic leukemia. Although several cases of malignant lymphomata have been described in association with Sjorgen's syndrome, to our knowledge no other example of Sjorgen's syndrome has been described in association with a myeloproliferative disorder. Defective immune surveillance produced by the Sjorgen's syndrome may have permitted the development of the myeloproliferative syndrome. Alternatively, both disorders may have developed from a hemopoietic stem cell defect.",,,,,,,,,,
1058972,NLM,MEDLINE,19760110,20031114,0033-6890 (Print) 0033-6890 (Linking),18,1975 Aug,Induction of differentiation instabilities in Friend erythroleukemia.,97-106,"['Rife, L L', 'Sizemore, D B', 'Matioli, G']","['Rife LL', 'Sizemore DB', 'Matioli G']",['eng'],['Journal Article'],,United States,J Reticuloendothel Soc,Journal of the Reticuloendothelial Society,0206462,,IM,"['Animals', 'Cell Differentiation/radiation effects', 'Clone Cells', 'Dose-Response Relationship, Radiation', 'Friend murine leukemia virus/pathogenicity', 'Hematopoietic Stem Cells/*pathology/radiation effects', 'Leukemia, Erythroblastic, Acute/*pathology', 'Mice', 'Mice, Inbred DBA', 'Models, Biological', '*Radiation Effects', 'Spleen/*pathology/radiation effects']",1975/08/01 00:00,1975/08/01 00:01,['1975/08/01 00:00'],"['1975/08/01 00:00 [pubmed]', '1975/08/01 00:01 [medline]', '1975/08/01 00:00 [entrez]']",ppublish,J Reticuloendothel Soc. 1975 Aug;18(2):97-106.,2,,,,,,,,,,,
1058923,NLM,MEDLINE,19760126,20190501,0022-3050 (Print) 0022-3050 (Linking),38,1975 Aug,Brain damage after intrathecal methotrexate.,810-5,"['Smith, B']",['Smith B'],['eng'],"['Case Reports', 'Journal Article']",,England,J Neurol Neurosurg Psychiatry,"Journal of neurology, neurosurgery, and psychiatry",2985191R,['YL5FZ2Y5U1 (Methotrexate)'],IM,"['Adolescent', 'Adult', 'Aged', 'Brain Diseases/*chemically induced/pathology', 'Cerebral Cortex/pathology', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Injections, Spinal', 'Leukemia/prevention & control', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Myeloid, Acute/drug therapy', 'Lymphoma/drug therapy/radiotherapy', 'Male', 'Methotrexate/administration & dosage/*adverse effects', 'Middle Aged', 'Recurrence']",1975/08/01 00:00,1975/08/01 00:01,['1975/08/01 00:00'],"['1975/08/01 00:00 [pubmed]', '1975/08/01 00:01 [medline]', '1975/08/01 00:00 [entrez]']",ppublish,J Neurol Neurosurg Psychiatry. 1975 Aug;38(8):810-5. doi: 10.1136/jnnp.38.8.810.,8,"Ten brains from leukaemic patients given intrathecal methotrexate and 10 from leukaemic patients without intrathecal therapy have been examined. Three of the methodtrexate treated patients appear to have died from their therapy. The histological changes consisted of destruction of oligodendrocytes, sometimes complete over large areas, and sometimes relatively slight. All the patients who survived long enough after treatment showed severe astrocytosis.",['10.1136/jnnp.38.8.810 [doi]'],PMC492077,,,,,,,,
1058833,NLM,MEDLINE,19760126,20091111,0019-509X (Print) 0019-509X (Linking),12,1975 Jun,Kinetics of the blood platelets in myeloproliferative disorders.,192-8,"['Bhattacharya, D K']",['Bhattacharya DK'],['eng'],['Journal Article'],,India,Indian J Cancer,Indian journal of cancer,0112040,,IM,"['Adult', 'Aged', '*Blood Platelets', 'Cell Survival', 'Female', 'Humans', 'Kinetics', 'Leukemia, Myeloid/*blood', 'Leukemia, Myeloid, Acute/*blood', 'Male', 'Middle Aged', 'Thrombocytosis/*blood']",1975/06/01 00:00,1975/06/01 00:01,['1975/06/01 00:00'],"['1975/06/01 00:00 [pubmed]', '1975/06/01 00:01 [medline]', '1975/06/01 00:00 [entrez]']",ppublish,Indian J Cancer. 1975 Jun;12(2):192-8.,2,,,,,,,,,,,
1058830,NLM,MEDLINE,19760126,20190918,0018-7348 (Print) 0018-7348 (Linking),30,1975 Oct 20,"Two complex translocations in chronic granulocytic leukemia involving chromosomes 22, 9, and a third chromosome.",13-21,"['Nowell, P C', 'Jensen, J', 'Gardner, F']","['Nowell PC', 'Jensen J', 'Gardner F']",['eng'],"['Case Reports', 'Journal Article']",,Germany,Humangenetik,Humangenetik,7607154,,IM,"['Adult', 'Anemia, Sickle Cell/complications/genetics', '*Chromosome Aberrations', 'Chromosomes, Human, 1-3', '*Chromosomes, Human, 21-22 and Y', 'Chromosomes, Human, 4-5', '*Chromosomes, Human, 6-12 and X', 'Female', 'Humans', 'Leukemia, Myeloid/complications/*genetics', 'Male', 'Middle Aged', '*Translocation, Genetic']",1975/10/20 00:00,1975/10/20 00:01,['1975/10/20 00:00'],"['1975/10/20 00:00 [pubmed]', '1975/10/20 00:01 [medline]', '1975/10/20 00:00 [entrez]']",ppublish,Humangenetik. 1975 Oct 20;30(1):13-21. doi: 10.1007/BF00273627.,1,"Among 13 Ph-positive cases of chronic granulocytic leukemia (CGL), banding studies revealed two with complex rearrangements involving translocation of the long arm of number 22 to another autosome and a segment of that chromosome translocated to the long arm of number 9. In a patient with both CGL and sickle cell anemia, the 3-way rearrangement involved chromosomes 5, 9, and 22; and he also had a second Philadelphia chromosome and two constitutional variants: pericentric inversion of the other number 9 chromosome and satellite polymorphism in the G group. The karyotype of the leukemic cells was interpreted as: 47,XY,inv(9) (p11q13),t(5;9;22)(q13;q34;q11)+del(22)(q11). In the second patient, the complex translocation in the Ph-positive cells involved chromosomes 3, 9, and 22, resulting in a karyotype interpreted as: 46,XX,t(3;9;22)(p21;q34;q11). Several reports indicate that an abnormality of chromosome 9 is not essential for the development of Ph-positive CGL, but the very high frequency of its involvement (including these unusual translocations) suggests that some type of non-random somatic association may exist between 9q and 22q which makes simultaneous breakage likely. Attempts to correlate specific types of pH chromosome rearrangements with the clinical course of CGL must await the identification of more cases and longer follow-up.",['10.1007/BF00273627 [doi]'],,,,,,,,,
1058772,NLM,MEDLINE,19760123,20071115,0012-835X (Print) 0012-835X (Linking),52,1975 Aug,Prolymphocytic leukaemia in Uganda.,450-4,"['Amsel, S']",['Amsel S'],['eng'],"['Comparative Study', 'Journal Article']",,Kenya,East Afr Med J,East African medical journal,0372766,,IM,"['Adolescent', 'Adult', 'Age Factors', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Lymphoid/*diagnosis/drug therapy', 'Male', 'Middle Aged', 'Spleen/pathology', 'Uganda']",1975/08/01 00:00,1975/08/01 00:01,['1975/08/01 00:00'],"['1975/08/01 00:00 [pubmed]', '1975/08/01 00:01 [medline]', '1975/08/01 00:00 [entrez]']",ppublish,East Afr Med J. 1975 Aug;52(8):450-4.,8,,,,,,,,,,,
