PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,GR,TT,RF,PS,FPS,OID,OTO,OT,GN
6704940,NLM,MEDLINE,19840511,20190816,0165-4608 (Print) 0165-4608 (Linking),11,4,1984 Apr,Evolution to eosinophilic leukemia with a t(5:11) translocation in a patient with idiopathic hypereosinophilic syndrome.,389-4,"The idiopathic hypereosinophilic syndrome (HES) comprises a diverse group of diseases that may ultimately lead to multiorgan dysfunction and death. We present a case of a man who was followed for over 9 years with HES that underwent malignant transformation to acute leukemia with eosinophilic features. The patient's clinical acceleration was accompanied by the development of a malignant clone that was identified with banding techniques as 46,XY,t(5:11)(p15;q13). Electron microscopy reaffirmed findings reported in earlier cases of eosinophilic leukemia. At no time during his illness were cytotoxic drugs administered. In addition to delineating the natural evolution and cytostructural details of the case, we emphasize the role of cytogenetics in the predicting of malignant variants of the hypereosinophilic syndrome and in identifying eosinophilic leukemia.","['Yoo, T J', 'Orman, S V', 'Patil, S R', 'Dorminey, C', 'Needleman, S', 'Rajtora, D', 'Graves, N', 'Ackerman, L', 'Taylor, W W']","['Yoo TJ', 'Orman SV', 'Patil SR', 'Dorminey C', 'Needleman S', 'Rajtora D', 'Graves N', 'Ackerman L', 'Taylor WW']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Aged', '*Chromosomes, Human, 4-5', '*Chromosomes, Human, 6-12 and X', 'Eosinophilia/*complications/genetics/pathology', 'Eosinophils', 'Humans', 'Karyotyping', 'Leukemia/*etiology/genetics/pathology', 'Male', 'Syndrome', '*Translocation, Genetic']",,1984/04/01 00:00,1984/04/01 00:01,['1984/04/01 00:00'],"['1984/04/01 00:00 [pubmed]', '1984/04/01 00:01 [medline]', '1984/04/01 00:00 [entrez]']","['0165-4608(84)90018-9 [pii]', '10.1016/0165-4608(84)90018-9 [doi]']",ppublish,Cancer Genet Cytogenet. 1984 Apr;11(4):389-4. doi: 10.1016/0165-4608(84)90018-9.,,,,,,,,,,
6704938,NLM,MEDLINE,19840502,20190816,0165-4608 (Print) 0165-4608 (Linking),11,3,1984 Mar,Fourth International Workshop on Chromosomes in Leukemia 1982: Clinical significance of chromosomal abnormalities in acute nonlymphoblastic leukemia.,332-50,"Seven hundred sixteen newly diagnosed patients were studied, to determine the clinical significance of chromosome analysis in ANLL. Karyotypes were classified in two ways. Cases were grouped into three categories, based on the presence of normal and abnormal metaphases. Cases were grouped into 12 categories based on more specific chromosome abnormalities (modified Chicago Classification). Both methods of classifying karyotypes, but especially the Chicago Classification, resulted in groups of patients with de novo ANLL with significantly different presenting clinical and hematologic features, including FAB type, leukocyte count, percent peripheral myeloblasts, platelet count, and DIC. Among patients with de novo ANLL, karyotypes, when classified according to the Chicago Classification, significantly correlated with frequency of initial complete remission and survival; the presence of normal and abnormal metaphases correlated with duration of first remission and survival. Among 305 intensively treated patients, the Chicago Classification also correlated with duration of first remission. Although both ways of classifying karyotype correlated with survival, even when other major risk factors in ANLL were considered, only the Chicago Classification was an independent prognostic factor among the intensively treated patients.","['Bloomfield, C D', 'Goldman, A', 'Hassfeld, D', 'de la Chapelle, A']","['Bloomfield CD', 'Goldman A', 'Hassfeld D', 'de la Chapelle A']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', '*Chromosome Aberrations', 'Clone Cells/ultrastructure', 'Female', 'Humans', 'Infant', 'Karyotyping', 'Leukemia/*genetics/mortality/therapy', 'Male', 'Middle Aged', 'Prognosis', 'Risk']",,1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']","['S0165-4608(84)80022-9 [pii]', '10.1016/s0165-4608(84)80022-9 [doi]']",ppublish,Cancer Genet Cytogenet. 1984 Mar;11(3):332-50. doi: 10.1016/s0165-4608(84)80022-9.,,,,,,,,,,
6704937,NLM,MEDLINE,19840502,20190816,0165-4608 (Print) 0165-4608 (Linking),11,3,1984 Mar,Fourth International Workshop on Chromosomes in Leukemia 1982: Correlation of karyotype and occupational exposure to potential mutagenic/carcinogenic agents in acute nonlymphocytic leukemia.,326-31,,"['Mitelman, F', 'Nilsson, P G', 'Brandt, L']","['Mitelman F', 'Nilsson PG', 'Brandt L']",['eng'],"['Comparative Study', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', ""Agricultural Workers' Diseases/chemically induced/genetics"", '*Carcinogens', 'Chemical Industry', '*Chromosome Aberrations', 'Female', 'Humans', 'Karyotyping', 'Leukemia/chemically induced/*genetics', 'Male', 'Middle Aged', '*Mutagens', 'Occupational Diseases/chemically induced/*genetics']",,1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']","['S0165-4608(84)80021-7 [pii]', '10.1016/s0165-4608(84)80021-7 [doi]']",ppublish,Cancer Genet Cytogenet. 1984 Mar;11(3):326-31. doi: 10.1016/s0165-4608(84)80021-7.,"['0 (Carcinogens)', '0 (Mutagens)']",,,,,,,,,
6704936,NLM,MEDLINE,19840502,20190816,0165-4608 (Print) 0165-4608 (Linking),11,3,1984 Mar,Fourth International Workshop on Chromosomes in Leukemia 1982: Karyotypic patterns in multiple clones.,322-5,,"['Alimena, G']",['Alimena G'],['eng'],"['Comparative Study', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', '*Chromosome Aberrations', 'Chromosomes, Human, 16-18', 'Chromosomes, Human, 4-5', 'Chromosomes, Human, 6-12 and X', 'Clone Cells/ultrastructure', 'Female', 'Humans', 'Infant', 'Karyotyping', 'Leukemia/classification/*genetics/pathology', 'Male', 'Middle Aged']",,1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']","['S0165-4608(84)80020-5 [pii]', '10.1016/s0165-4608(84)80020-5 [doi]']",ppublish,Cancer Genet Cytogenet. 1984 Mar;11(3):322-5. doi: 10.1016/s0165-4608(84)80020-5.,,,,,,,,,,
6704935,NLM,MEDLINE,19840502,20190816,0165-4608 (Print) 0165-4608 (Linking),11,3,1984 Mar,Fourth International Workshop on Chromosomes in Leukemia 1982: Secondary leukemias associated with neoplasia: treated and untreated.,319-21,,"['Sandberg, A A', 'Vuopio, P']","['Sandberg AA', 'Vuopio P']",['eng'],"['Comparative Study', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Antineoplastic Agents/*adverse effects', 'Chromosome Aberrations', 'Chromosomes, Human, 1-3', 'Chromosomes, Human, 16-18', 'Chromosomes, Human, 4-5', 'Chromosomes, Human, 6-12 and X', 'Female', 'Humans', 'Leukemia/chemically induced/*etiology/genetics', 'Leukemia, Radiation-Induced/*genetics/mortality', 'Male', 'Middle Aged', 'Neoplasms/*therapy']",,1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']","['S0165-4608(84)80019-9 [pii]', '10.1016/s0165-4608(84)80019-9 [doi]']",ppublish,Cancer Genet Cytogenet. 1984 Mar;11(3):319-21. doi: 10.1016/s0165-4608(84)80019-9.,['0 (Antineoplastic Agents)'],,,,,,,,,
6704934,NLM,MEDLINE,19840502,20180220,0165-4608 (Print) 0165-4608 (Linking),11,3,1984 Mar,Fourth International Workshop on Chromosomes in Leukemia 1982: Abnormalities of chromosome 16.,310-3,,"['Arthur, D C']",['Arthur DC'],['eng'],"['Comparative Study', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Bone Marrow/pathology', 'Child', 'Child, Preschool', '*Chromosome Aberrations', '*Chromosomes, Human, 16-18', 'Eosinophilia/pathology', 'Female', 'Humans', 'Infant', 'Karyotyping', 'Leukemia/*genetics/pathology', 'Male', 'Middle Aged']",,1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']",['S0165-4608(84)80016-3 [pii]'],ppublish,Cancer Genet Cytogenet. 1984 Mar;11(3):310-3.,,,,,,,,,,
6704933,NLM,MEDLINE,19840502,20190816,0165-4608 (Print) 0165-4608 (Linking),11,3,1984 Mar,"Fourth International Workshop on Chromosomes in Leukemia 1982: Abnormalities of chromosome 7 resulting in monosomy 7 or in deletion of the long arm (7q-): review of translocations, breakpoints, and associated abnormalities.",300-3,"In summary, of 64 patients with total or partial monosomy 7, 21 cases showed a deletion of 7q, and a translocation resulting in loss of the whole or major portion of 7q was detected in six other cases; a consistent translocation involving chromosomes #7 and #17 was observed in four of the latter cases, resulting in an effective loss of 7q. In 23 of these 27 patients reviewed with loss of 7q, the common segment deleted involved 7q32 to 7q34 (Table). The most common abnormalities associated with -7 or 7q- were -5 or 5q- (26 cases) and monosomy 17 (16 cases); except for two patients, all of the latter also had -5 or 5q-. Fifteen of the 64 patients with -7 or 7q- had a secondary leukemia (23.4%). Other abnormalities, such as complete and partial trisomy 7 and various balanced translocations involving #7, were far less common. Only one of 16 cases had an associated 5q- chromosome, one was -17, and only one case had secondary leukemia.","['Bernstein, R', 'Philip, P', 'Ueshima, Y']","['Bernstein R', 'Philip P', 'Ueshima Y']",['eng'],['Journal Article'],United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Acute Disease', 'Adult', 'Aged', '*Aneuploidy', '*Chromosome Deletion', 'Chromosomes, Human, 4-5', '*Chromosomes, Human, 6-12 and X', 'Female', 'Humans', 'Leukemia/*genetics', 'Male', 'Middle Aged', 'Translocation, Genetic', 'Trisomy']",,1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']","['S0165-4608(84)80011-4 [pii]', '10.1016/s0165-4608(84)80011-4 [doi]']",ppublish,Cancer Genet Cytogenet. 1984 Mar;11(3):300-3. doi: 10.1016/s0165-4608(84)80011-4.,,,,,,,,,,
6704932,NLM,MEDLINE,19840502,20180220,0165-4608 (Print) 0165-4608 (Linking),11,3,1984 Mar,Fourth International Workshop on Chromosomes in Leukemia 1982: Deletion of 5q.,296-9,"In 36 cases with del(5q) examined, a type A2 deletion (q14 or q15q33) represented 56% of all cases, a type A1 deletion (q11 or q12q33) was present in 33%, and a type B deletion (q22q33) occurred in 11% of cases; therefore, all deletions were interstitial. The critical region for these cases was q22 to q33 or q34. Additional abnormalities were present in 85% of del(5q) cases; the most frequent additional abnormality was loss of one #7 (28%).","['Van den Berghe, H', 'Le Beau, M', 'Bernheim, A']","['Van den Berghe H', 'Le Beau M', 'Bernheim A']",['eng'],"['Comparative Study', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Acute Disease', 'Chromosome Aberrations', 'Chromosome Banding', '*Chromosome Deletion', 'Chromosomes, Human, 4-5/*ultrastructure', 'Chromosomes, Human, 6-12 and X', 'Humans', 'Karyotyping', 'Leukemia/classification/*genetics/pathology']",,1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']",['S0165-4608(84)80010-2 [pii]'],ppublish,Cancer Genet Cytogenet. 1984 Mar;11(3):296-9.,,,,,,,,,,
6704931,NLM,MEDLINE,19840502,20190816,0165-4608 (Print) 0165-4608 (Linking),11,3,1984 Mar,Fourth International Workshop on Chromosomes in Leukemia 1982: Translocation (8;21)(q22;q22) in acute nonlymphocytic leukemia.,284-7,,"['Hagemeijer, A', 'Garson, O M', 'Kondo, K']","['Hagemeijer A', 'Garson OM', 'Kondo K']",['eng'],"['Comparative Study', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Age Factors', 'Aged', 'Child', 'Child, Preschool', '*Chromosomes, Human, 21-22 and Y', '*Chromosomes, Human, 6-12 and X', 'Female', 'Gene Frequency', 'Humans', 'Infant', 'Karyotyping', 'Leukemia/*genetics/mortality/pathology', 'Male', 'Middle Aged', 'Sex Factors', '*Translocation, Genetic']",,1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']","['S0165-4608(84)80007-2 [pii]', '10.1016/s0165-4608(84)80007-2 [doi]']",ppublish,Cancer Genet Cytogenet. 1984 Mar;11(3):284-7. doi: 10.1016/s0165-4608(84)80007-2.,,,,,,,,,,
6704930,NLM,MEDLINE,19840502,20180220,0165-4608 (Print) 0165-4608 (Linking),11,3,1984 Mar,Fourth International Workshop on Chromosomes in Leukemia 1982: Correlation between morphology and karyotype.,275-81,,"['Vardiman, J', 'Catovsky, D', 'Flandrin, G R', 'Pierre, R']","['Vardiman J', 'Catovsky D', 'Flandrin GR', 'Pierre R']",['eng'],"['Comparative Study', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Acute Disease', 'Bone Marrow/*pathology', '*Chromosome Aberrations', '*Chromosomes, Human, 16-18', '*Chromosomes, Human, 6-12 and X', 'Eosinophilia/pathology', 'Humans', 'Karyotyping', 'Leukemia/classification/*genetics/pathology']",,1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']",['S0165-4608(84)80005-9 [pii]'],ppublish,Cancer Genet Cytogenet. 1984 Mar;11(3):275-81.,,,,,,,,,,
6704929,NLM,MEDLINE,19840502,20211203,0165-4608 (Print) 0165-4608 (Linking),11,3,1984 Mar,"Fourth International Workshop on Chromosomes in Leukemia 1982: Overview of association between chromosome pattern and cell morphology, age, sex, and race.",265-74,,"['Sakurai, M', 'Swansbury, G J']","['Sakurai M', 'Swansbury GJ']",['eng'],"['Comparative Study', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Age Factors', 'Aged', 'Asians', 'Blacks', 'Child', 'Child, Preschool', '*Chromosome Aberrations', 'Female', 'Humans', 'Infant', 'Leukemia/classification/*genetics/pathology', 'Male', 'Middle Aged', '*Racial Groups', 'Sex Factors', 'Whites']",,1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']","['S0165-4608(84)80004-7 [pii]', '10.1016/s0165-4608(84)80004-7 [doi]']",ppublish,Cancer Genet Cytogenet. 1984 Mar;11(3):265-74. doi: 10.1016/s0165-4608(84)80004-7.,,,,,,,,,,
6704928,NLM,MEDLINE,19840502,20071114,0165-4608 (Print) 0165-4608 (Linking),11,3,1984 Mar,"The Fourth International Workshop on Chromosomes in Leukemia: a prospective study of acute nonlymphocytic leukemia. Chicago, Illinois, U.S.A., September 2-7, 1982.",249-360,,,,['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Acute Disease', '*Chromosome Aberrations', '*Chromosomes, Human', 'Humans', 'Leukemia/*genetics', 'Prospective Studies']",,1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']",['0165-4608(84)90089-X [pii]'],ppublish,Cancer Genet Cytogenet. 1984 Mar;11(3):249-360.,,"['CA-23954/CA/NCI NIH HHS/United States', 'CA-25568/CA/NCI NIH HHS/United States', 'CA-L69L0/CA/NCI NIH HHS/United States']",,,,,,,,
6704901,NLM,MEDLINE,19840521,20190620,0008-543X (Print) 0008-543X (Linking),53,10,1984 May 15,Evolution of oligoleukemia.,2115-24,"Chronic lithium administration to 22 patients with oligoleukemia did not alleviate cytopenia or stimulate bone marrow proliferative activity. The authors identified, however, pretreatment characteristics discriminating two evolutionary endpoints of oligoleukemia (marrow failure, 10 patients; overt acute leukemia, 12 patients): higher marrow leukemic infiltrate, normal myeloid precursor proportion, platelet count, and female sex all favored eventual transition to overt leukemia which, in comparison with marrow failure, was associated with a significantly longer survival duration from symptoms. For patients developing overt leukemia, survival from diagnosis was inversely correlated with the degree of marrow leukemic infiltrate. The lack of lithium responsiveness in oligoleukemia is consistent with the concept of differentiated leukemia with abnormalities either at the level of a lithium-responsive adherent cell elaborating colony stimulating activity (CSA) or at the level of CSA-responsive CFUs.","['Barlogie, B', 'Johnston, D A', 'Keating, M', 'Spitzer, G', 'Hittelman, W N', 'Nishioki, K', 'Freireich, E J']","['Barlogie B', 'Johnston DA', 'Keating M', 'Spitzer G', 'Hittelman WN', 'Nishioki K', 'Freireich EJ']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer,Cancer,0374236,IM,"['Acute Disease', 'Adult', 'Aged', 'Bone Marrow/*pathology', 'Cell Count', 'Cell Division', 'Female', 'Hematopoietic Stem Cells/pathology', 'Humans', 'Leukemia/mortality/*pathology', 'Lithium/*therapeutic use', 'Male', 'Middle Aged', 'Preleukemia/drug therapy/mortality/*pathology', 'Prognosis', 'Time Factors']",,1984/05/15 00:00,1984/05/15 00:01,['1984/05/15 00:00'],"['1984/05/15 00:00 [pubmed]', '1984/05/15 00:01 [medline]', '1984/05/15 00:00 [entrez]']",['10.1002/1097-0142(19840515)53:10<2115::aid-cncr2820531021>3.0.co;2-y [doi]'],ppublish,Cancer. 1984 May 15;53(10):2115-24. doi: 10.1002/1097-0142(19840515)53:10<2115::aid-cncr2820531021>3.0.co;2-y.,['9FN79X2M3F (Lithium)'],"['CA11430/CA/NCI NIH HHS/United States', 'CA14528/CA/NCI NIH HHS/United States', 'CA5831/CA/NCI NIH HHS/United States']",,,,,,,,
6704545,NLM,MEDLINE,19840504,20210216,0006-4971 (Print) 0006-4971 (Linking),63,4,1984 Apr,A randomized study of the efficacy of consolidation therapy in adult acute nonlymphocytic leukemia.,843-7,"The Eastern Cooperative Oncology Group conducted a randomized study to determine the efficacy of consolidation therapy in prolonging the duration of complete remission (CR) in adults with acute nonlymphocytic leukemia (ANLL). Induction chemotherapy with daunorubicin, cytosine arabinoside, and 6-thioguanine (DAT) yielded CR in 65% of 283 patients with ANLL, aged 16-69. For patients aged 60-69, the CR rate was 58%. Of 184 patients in CR, 146 patients were then randomized to receive either maintenance therapy with weekly cytosine arabinoside and 6-thioguanine alone (69 patients) or two courses of reduced doses of DAT 1 mo apart, before commencing the same maintenance program (77 patients). Consolidation therapy resulted in hematologic toxicity, but was not lethal in any of the eligible patients. Patients receiving consolidation plus maintenance therapy experienced a longer CR duration (40 wk) and disease-free survival at 2 yr (28%) than did those patients receiving maintenance therapy alone (34 wk and 14%, respectively). These differences are not statistically significant. These results suggest that approaches to consolidation therapy employing reduced doses of the induction therapy regimen can have, at best, only a small benefit. For consolidation therapy to provide substantial improvement in CR duration, intensive regimens with non-cross-resistant drugs will be required.","['Cassileth, P A', 'Begg, C B', 'Bennett, J M', 'Bozdech, M', 'Kahn, S B', 'Weiler, C', 'Glick, J H']","['Cassileth PA', 'Begg CB', 'Bennett JM', 'Bozdech M', 'Kahn SB', 'Weiler C', 'Glick JH']",['eng'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/adverse effects/*therapeutic use', 'Bone Marrow Diseases/chemically induced', 'Central Nervous System Diseases/drug therapy', 'Chemical and Drug Induced Liver Injury', 'Cytarabine/adverse effects', 'Daunorubicin/adverse effects', 'Drug Administration Schedule', 'Drug Evaluation', 'Female', 'Humans', 'Leukemia/diagnosis/*drug therapy', 'Male', 'Middle Aged', 'Random Allocation', 'Thioguanine/adverse effects', 'United States']",,1984/04/01 00:00,1984/04/01 00:01,['1984/04/01 00:00'],"['1984/04/01 00:00 [pubmed]', '1984/04/01 00:01 [medline]', '1984/04/01 00:00 [entrez]']",['S0006-4971(20)85550-5 [pii]'],ppublish,Blood. 1984 Apr;63(4):843-7.,"['04079A1RDZ (Cytarabine)', 'FTK8U1GZNX (Thioguanine)', 'ZS7284E0ZP (Daunorubicin)', 'DAT protocol 1']","['CA 15488/CA/NCI NIH HHS/United States', 'CA 21115/CA/NCI NIH HHS/United States', 'CA 23318/CA/NCI NIH HHS/United States', 'etc.']",,,,,,,,
6704447,NLM,MEDLINE,19840516,20141120,0320-9725 (Print) 0320-9725 (Linking),49,1,1984 Jan,[Effect of histone H5 on RNA synthesis in leukemic cells and on the translation process in vitro].,136-41,The effects of the erythrocyte-specific histone H5 from chicken erythrocytes on HnRNA synthesis in splenocytes of Rauscher virus-infected mice were studied. It was shown that histone H5 represses the synthesis of 35S RNA typical of the Rauscher virus-producing cells but does not influence the synthesis of other HnRNA fractions. The effects of H5 and other histones on the effectiveness of poly(U) translation in a cell-free system of wheat embryos were investigated. Structurally similar histones H1 and H5 exert the strongest inhibiting action on translation. It was assumed that the previously described antileukemic action of histone H5 is realized at the levels of transcription and translation.,"['Smirnova, I A', 'Chernaia, Zh A', 'Kishinskaia, E G']","['Smirnova IA', 'Chernaia ZhA', 'Kishinskaia EG']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Biokhimiia,"Biokhimiia (Moscow, Russia)",0372667,IM,"['Animals', 'Chickens', 'Erythrocytes/metabolism', 'Histones/*pharmacology', 'In Vitro Techniques', 'Leukemia, Experimental/*metabolism', 'Mice', 'Mice, Inbred BALB C', 'Protein Biosynthesis/*drug effects', 'RNA, Neoplasm/*biosynthesis', 'RNA, Transfer/biosynthesis', 'Rauscher Virus']",,1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",,ppublish,Biokhimiia. 1984 Jan;49(1):136-41.,"['0 (Histones)', '0 (RNA, Neoplasm)', '9014-25-9 (RNA, Transfer)']",,Vliianie gistona H5 na sintez RNK leikemicheskikh kletok i na protsessy transliatsii in vitro.,,,,,,,
6704191,NLM,MEDLINE,19840424,20190623,0006-2952 (Print) 0006-2952 (Linking),33,4,1984 Feb 15,"Effect of cholesterol content of liposomes on the encapsulation, efflux and toxicity of adriamycin.",698-700,,"['Ganapathi, R', 'Krishan, A']","['Ganapathi R', 'Krishan A']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Biochem Pharmacol,Biochemical pharmacology,0101032,IM,"['Animals', 'Cholesterol/*analysis', 'Doxorubicin/*administration & dosage/metabolism/toxicity', 'Female', 'Leukemia, Experimental/drug therapy', 'Liposomes/*administration & dosage/analysis', 'Mice', 'Mice, Inbred DBA', 'Phosphatidylcholines/analysis']",,1984/02/15 00:00,1984/02/15 00:01,['1984/02/15 00:00'],"['1984/02/15 00:00 [pubmed]', '1984/02/15 00:01 [medline]', '1984/02/15 00:00 [entrez]']","['0006-2952(84)90332-0 [pii]', '10.1016/0006-2952(84)90332-0 [doi]']",ppublish,Biochem Pharmacol. 1984 Feb 15;33(4):698-700. doi: 10.1016/0006-2952(84)90332-0.,"['0 (Liposomes)', '0 (Phosphatidylcholines)', '80168379AG (Doxorubicin)', '97C5T2UQ7J (Cholesterol)']",['CA14395/CA/NCI NIH HHS/United States'],,,,,,,,
6704189,NLM,MEDLINE,19840424,20190623,0006-2952 (Print) 0006-2952 (Linking),33,4,1984 Feb 15,"Effect of combinations of deoxyguanosine and 8-aminoguanosine with 2,3-dihydro-1H-imidazo[1,2-b]pyrazole on L1210 cell growth in culture.",689-91,,"['Sato, A', 'Bacon, P E', 'Schneller, S W', 'Cory, J G']","['Sato A', 'Bacon PE', 'Schneller SW', 'Cory JG']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Biochem Pharmacol,Biochemical pharmacology,0101032,IM,"['Animals', 'Cell Division/drug effects', 'Cells, Cultured', 'Deoxyguanosine/*administration & dosage', 'Drug Combinations', 'Guanosine/administration & dosage/*analogs & derivatives', 'Leukemia L1210/drug therapy/*pathology', 'Pyrazoles/*administration & dosage']",,1984/02/15 00:00,1984/02/15 00:01,['1984/02/15 00:00'],"['1984/02/15 00:00 [pubmed]', '1984/02/15 00:01 [medline]', '1984/02/15 00:00 [entrez]']","['0006-2952(84)90329-0 [pii]', '10.1016/0006-2952(84)90329-0 [doi]']",ppublish,Biochem Pharmacol. 1984 Feb 15;33(4):689-91. doi: 10.1016/0006-2952(84)90329-0.,"['0 (Drug Combinations)', '0 (Pyrazoles)', '12133JR80S (Guanosine)', '3868-32-4 (8-aminoguanosine)', 'G9481N71RO (Deoxyguanosine)', 'MX6Z942BKY (2,3-dihydro-1H-imidazo(1,2-b)pyrazole)']",['CA 27398/CA/NCI NIH HHS/United States'],,,,,,,,
