PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,PMC,TT,RF,SI,AD
6224822,NLM,MEDLINE,19831008,20190501,0021-9746 (Print) 0021-9746 (Linking),36,9,1983 Sep,Correlation of lysosomal enzyme abnormalities in various forms of adult leukaemia.,1000-4,"['Besley, G T', 'Moss, S E', 'Bain, A D', 'Dewar, A E']","['Besley GT', 'Moss SE', 'Bain AD', 'Dewar AE']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,J Clin Pathol,Journal of clinical pathology,0376601,"['EC 3.- (Hydrolases)', 'EC 3.2.1.- (Hexosaminidases)', 'EC 3.2.1.- (Mannosidases)', 'EC 3.2.1.24 (alpha-Mannosidase)', 'EC 3.2.1.52 (beta-N-Acetylhexosaminidases)']",IM,"['Adult', 'Hexosaminidases/metabolism', 'Humans', 'Hydrolases', 'Isoelectric Focusing', 'Leukemia/*enzymology', 'Lysosomes/*enzymology', 'Mannosidases/metabolism', 'alpha-Mannosidase', 'beta-N-Acetylhexosaminidases']",1983/09/01 00:00,1983/09/01 00:01,['1983/09/01 00:00'],"['1983/09/01 00:00 [pubmed]', '1983/09/01 00:01 [medline]', '1983/09/01 00:00 [entrez]']",['10.1136/jcp.36.9.1000 [doi]'],ppublish,J Clin Pathol. 1983 Sep;36(9):1000-4. doi: 10.1136/jcp.36.9.1000.,"Lysosomal enzyme activities were studied in cells derived from the following types of leukaemia: chronic myeloid, acute myeloid, acute myelomonocytic, acute monocytic, non-T, non-B cell acute lymphoblastic, T-cell acute lymphoblastic, B-cell chronic lymphocytic and T-cell chronic lymphocytic. Activities of beta-hexosaminidase and alpha-mannosidase were significantly higher in cells from acute monocytic and acute myelomonocytic leukaemias, and somewhat higher in the other myeloid leukaemias, when compared with control granulocytes. Activities of beta-hexosaminidase, alpha-mannosidase, alpha-fucosidase, beta-glucuronidase and acid phosphatase were markedly lower in B cells of chronic lymphocytic leukaemia when compared with control or other leukaemic lymphoid cells. On isoelectric focusing abnormal patterns of beta-hexosaminidase, alpha-mannosidase and beta-glucuronidase activities were commonly found in myeloid and non-T, non-B cell leukaemias. All patients with acute myeloid leukaemia exhibited a relative decrease in the B form of beta-hexosaminidase activity. The results described show that studies on lysosomal enzymes may assist in the classification of different types of leukaemia.",PMC498459,,,,
6224791,NLM,MEDLINE,19831021,20210210,0021-9258 (Print) 0021-9258 (Linking),258,17,1983 Sep 10,DNase I hypersensitive sites of globin genes of uninduced Friend erythroleukemia cells and changes during induction with dimethyl sulfoxide.,10622-8,"['Balcarek, J M', 'McMorris, F A']","['Balcarek JM', 'McMorris FA']",['eng'],"['NS 11036/NS/NINDS NIH HHS/United States', 'T32 GM-07071/GM/NIGMS NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Biol Chem,The Journal of biological chemistry,2985121R,"['9004-22-2 (Globins)', 'EC 3.1.- (Endodeoxyribonucleases)', 'EC 3.1.21.1 (Deoxyribonuclease I)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Animals', 'Chromosome Mapping', 'Deoxyribonuclease I', 'Dimethyl Sulfoxide/*pharmacology', 'Endodeoxyribonucleases/*metabolism', 'Friend murine leukemia virus', '*Genes', 'Globins/*genetics', 'Leukemia, Erythroblastic, Acute/*genetics', 'Nucleic Acid Conformation/drug effects']",1983/09/10 00:00,1983/09/10 00:01,['1983/09/10 00:00'],"['1983/09/10 00:00 [pubmed]', '1983/09/10 00:01 [medline]', '1983/09/10 00:00 [entrez]']",['S0021-9258(17)44502-9 [pii]'],ppublish,J Biol Chem. 1983 Sep 10;258(17):10622-8.,"We compared the DNase I sensitivity of beta-globin genes in dimethyl sulfoxide-treated and untreated Friend erythroleukemia cells to determine whether the induced globin synthesis in these cells is associated with any change in the chromatin conformation of the globin genes. The beta-globin genes were preferentially sensitive to DNase I digestion in both uninduced and induced cells as compared to the alpha-fetoprotein gene and bulk DNA. Additionally, we detected specific cleavage sites in the region of the beta-major globin gene when nuclei from uninduced cells were digested with DNase I. Following induction, a 2- to 4-fold increase in DNase I digestion at one of these hypersensitive sites was observed while digestion at the other sites was greatly reduced. We have localized this primary hypersensitive site to the 5' end of the beta-major gene. To determine when during induction these observed changes in chromatin structure occur, nuclei were digested with DNase I after 6 to 120 h of induction with dimethyl sulfoxide. Some change in chromatin conformation was detectable by 12 h of induction and the configuration characteristic of the fully induced state was established by 24 h of induction. Since it has been reported that increases in beta-globin mRNA levels are not detected until 18-20 h of induction, it appears that alterations in the chromatin conformation of the globin genes may precede the changes in other biochemical parameters associated with differentiation and may be an early reflection of commitment to the erythroid pathway.",,,,,
6224699,NLM,MEDLINE,19831028,20131121,0301-472X (Print) 0301-472X (Linking),11,7,1983 Aug,"Glycolytic enzymes of an erythroleukemic cell line, K562, before and after hemoglobin induction.",626-38,"['Jansen, G', 'Rijksen, G', 'de Gast, G C', 'Staal, G E']","['Jansen G', 'Rijksen G', 'de Gast GC', 'Staal GE']",['eng'],,['Journal Article'],Netherlands,Exp Hematol,Experimental hematology,0402313,"['0 (Hemoglobins)', '0 (Isoenzymes)', '743LRP9S7N (Hemin)', 'EC 2.7.1.1 (Hexokinase)', 'EC 2.7.1.11 (Phosphofructokinase-1)', 'EC 2.7.1.40 (Pyruvate Kinase)', 'EC 5.4.2.4 (Bisphosphoglycerate Mutase)']",IM,"['Animals', 'Bisphosphoglycerate Mutase/metabolism', 'Cell Line', 'Chromosome Aberrations/genetics', 'Chromosome Disorders', 'Erythropoiesis', '*Glycolysis', 'Hemin/pharmacology', 'Hemoglobins/*biosynthesis', 'Hexokinase/metabolism', 'Humans', 'Isoenzymes/metabolism', 'Karyotyping', 'Leukemia, Erythroblastic, Acute/*enzymology/genetics', 'Mice', 'Phosphofructokinase-1/metabolism', 'Pyruvate Kinase/metabolism']",1983/08/01 00:00,1983/08/01 00:01,['1983/08/01 00:00'],"['1983/08/01 00:00 [pubmed]', '1983/08/01 00:01 [medline]', '1983/08/01 00:00 [entrez]']",,ppublish,Exp Hematol. 1983 Aug;11(7):626-38.,"The enzyme activities and isozyme distribution of some glycolytic enzymes were studied in the K562 cell line before and after induction of hemoglobin formation. Special attention was paid to the three regulator enzymes of glycolysis, hexokinase, phosphofructokinase and pyruvate kinase. Results for the K562 cell line were compared with those for the mature red cell. K562 cells exhibit a relatively low phosphofructokinase and high pyruvate kinase activity. Electrophoresis of hexokinase shows the presence of two bands in the HK I region. HK II is also present, probably as a result of culture conditions. Only 15% of the total hexokinase activity is mitochondrial bound. Phosphofructokinase in K562 cells is mainly composed of the L- and F-types of which the F-type is characteristic for platelets and granulocytes and not for erythrocytes. In the electrophoretic pattern of pyruvate kinase a predominant K4 band besides three hybrids were found. The hybrids were demonstrated to contain L-type subunits of pyruvate kinase, which means a new erythroid marker of K562 cells, as the red cell is the only blood cell that contains L-type pyruvate kinase. Induction experiments with hemin, ARA-C and mitomycin-C gave rise to more than 85% benzidine positive cells after 11 days of culture. The isozyme composition of pyruvate kinase did not change after induction. HK II disappears after induction with ARA-C and mitomycin-C but not with hemin. The results support the idea of the multipotential features of the K562 cell line.",,,,,
6224523,NLM,MEDLINE,19831028,20210216,0006-4971 (Print) 0006-4971 (Linking),62,4,1983 Oct,Immunoglobulin secretory function of B cells from untreated patients with chronic lymphocytic leukemia and hypogammaglobulinemia: role of T cells.,767-74,"['Fernandez, L A', 'MacSween, J M', 'Langley, G R']","['Fernandez LA', 'MacSween JM', 'Langley GR']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,"['0 (Antigens)', '0 (Immunoglobulin A)', '0 (Immunoglobulin G)', '0 (Immunoglobulin M)', '0 (Mitogens)']",IM,"['Adult', 'Agammaglobulinemia/*immunology', 'Aged', 'Antibody-Producing Cells/*immunology', 'Antigens/immunology', 'B-Lymphocytes/*immunology', 'Female', 'Humans', 'Immunoglobulin A/biosynthesis', 'Immunoglobulin G/biosynthesis', 'Immunoglobulin M/biosynthesis', 'Leukemia, Lymphoid/*immunology', 'Lymphocyte Activation', 'Lymphocyte Culture Test, Mixed', 'Male', 'Middle Aged', 'Mitogens/immunology', 'Palatine Tonsil/cytology', 'T-Lymphocytes/*immunology', 'T-Lymphocytes, Helper-Inducer/immunology', 'T-Lymphocytes, Regulatory/immunology']",1983/10/01 00:00,1983/10/01 00:01,['1983/10/01 00:00'],"['1983/10/01 00:00 [pubmed]', '1983/10/01 00:01 [medline]', '1983/10/01 00:00 [entrez]']",['S0006-4971(20)85077-0 [pii]'],ppublish,Blood. 1983 Oct;62(4):767-74.,"The mechanism of the hypogammaglobulinemia in patients with chronic lymphocytic leukemia (CLL) was studied by determining the generation of specific immunoglobulin-secreting cells in response to mitogen and antigen stimulation in culture. Normal peripheral blood B lymphocytes from 18 normal subjects cocultured with equal numbers of autologous T cells generated cells secreting 2,542 +/- 695 IgG, 2,153 +/- 615 IgA, and 2,918 +/- 945 IgM. Normal B lymphocytes cocultured with normal allogeneic T cells generated similar numbers. However, B lymphocytes from patients with chronic lymphocytic leukemia cocultured with T cells from the same patient generated only 0.5% as many cells secreting IgG and 11% and 23% as many secreting IgA and IgM, respectively. The reason for this markedly defective generation of immunoglobulin-secreting cells was investigated by evaluating T-helper, T-suppressor, and B-cell function using B cells from tonsil and T and B cells from peripheral blood of normal and leukemic individuals. T cells from patients with chronic lymphocytic leukemia provided somewhat greater help than did normal T cells to normal peripheral blood B cells and normal help to tonsil B cells, whether stimulated with mitogen or antigen. T cells from patients with chronic lymphocytic leukemia did not demonstrate increased suppressor function compared to normals with B cells from normal peripheral blood. The hypogammaglobulinemia in these patients therefore was associated with a markedly defective generation of immunoglobulin secreting cells, and as there was normal or increased T-cell helper activity without excessive suppressor activity, it seems likely that this was due to an intrinsic B-cell defect.",,,,,
6224522,NLM,MEDLINE,19831028,20210216,0006-4971 (Print) 0006-4971 (Linking),62,4,1983 Oct,A proposal for smoldering adult T-cell leukemia: a clinicopathologic study of five cases.,758-66,"['Yamaguchi, K', 'Nishimura, H', 'Kohrogi, H', 'Jono, M', 'Miyamoto, Y', 'Takatsuki, K']","['Yamaguchi K', 'Nishimura H', 'Kohrogi H', 'Jono M', 'Miyamoto Y', 'Takatsuki K']",['eng'],,"['Case Reports', 'Journal Article']",United States,Blood,Blood,7603509,['0 (Antibodies)'],IM,"['Antibodies/immunology', 'Dermatitis, Exfoliative/etiology', 'Erythema/etiology', 'Female', 'Humans', 'Hypergammaglobulinemia/etiology', 'Keratosis/etiology', 'Leukemia/immunology/*pathology', 'Male', 'Middle Aged', 'T-Lymphocytes', 'Warts/etiology']",1983/10/01 00:00,1983/10/01 00:01,['1983/10/01 00:00'],"['1983/10/01 00:00 [pubmed]', '1983/10/01 00:01 [medline]', '1983/10/01 00:00 [entrez]']",['S0006-4971(20)85076-9 [pii]'],ppublish,Blood. 1983 Oct;62(4):758-66.,"We have observed five patients with smoldering adult T-cell leukemia (ATL) who had skin lesions as premonitory symptoms. The illness developed slowly, but flared up after several years. Skin lesions appeared in the form of erythema, papules, or nodules. Infiltration of the skin by ATL cells was slight, and the proportion of ATL cells in the peripheral blood was 0%-2%. The serum lactate dehydrogenase (LDH) value was within normal range and was not associated with hypercalcemia; lymphadenopathy, hepatosplenomegaly, and bone marrow infiltration were very slight. In most cases, hypergammaglobulinemia was seen, and in one case, monoclonal hypergammaglobulinemia was observed. All five patients had lived in an area in which ATL was endemic, and their anti-ATLA antibodies were positive; none had ever received a blood transfusion. One patient developed typical ATL after more than 13 yr of illness and died of renal insufficiency. Another patient developed typical ATL after 5 yr of illness and died of cryptococcus meningitis. Based on clinical and pathologic differences, we believe that these cases should be distinguished from typical ATL cases for the purposes of prognosis and treatment.",,,,,
6224521,NLM,MEDLINE,19831008,20210216,0006-4971 (Print) 0006-4971 (Linking),62,3,1983 Sep,Natural killer and suppressor T-cell chronic lymphocytic leukemia.,627-34,"['Palutke, M', 'Eisenberg, L', 'Kaplan, J', 'Hussain, M', 'Kithier, K', 'Tabaczka, P', 'Mirchandani, I', 'Tenenbaum, D']","['Palutke M', 'Eisenberg L', 'Kaplan J', 'Hussain M', 'Kithier K', 'Tabaczka P', 'Mirchandani I', 'Tenenbaum D']",['eng'],,"['Case Reports', 'Journal Article']",United States,Blood,Blood,7603509,"['0 (Antibodies, Monoclonal)']",IM,"['Antibodies, Monoclonal/immunology', 'Bone Marrow/pathology', 'Cell Cycle', 'Humans', 'Killer Cells, Natural', 'Leukemia, Lymphoid/immunology/*pathology', 'Lymph Nodes/pathology', 'Lymphocyte Activation', 'Male', 'Middle Aged', 'Phagocytosis', 'Rosette Formation', 'Spleen/pathology', 'T-Lymphocytes, Regulatory']",1983/09/01 00:00,1983/09/01 00:01,['1983/09/01 00:00'],"['1983/09/01 00:00 [pubmed]', '1983/09/01 00:01 [medline]', '1983/09/01 00:00 [entrez]']",['S0006-4971(20)84520-0 [pii]'],ppublish,Blood. 1983 Sep;62(3):627-34.,"A patient with low-grade lymphocytosis, splenomegaly, and neutropenia, but adequate myeloid leukogenesis, was found to have chronic lymphocytic leukemia, which represented a clonal proliferation of a distinct T-lymphocyte subset. The lymphocytes did not form E rosettes but had an OKT3+, OKT4+, OKT6+, OKT8+, OKT11+, HNK-1+, HNK-36+, OKIa1+, OKM1+ phenotype and functionally had suppressor and natural killer activity. Morphologically, they were large granular lymphocytes, which were strongly acid phosphatase positive and nonspecific esterase negative. They did not respond to mitogens, or to allogeneic cells. Initially, the spleen appeared to be the most involved organ and, judging from the high proportion of leukemic splenic lymphocytes in the S and G2/M phases of the cell cycle, was also the organ of origin of the leukemic cells. Only a few leukemic cells in the blood and bone marrow were in S and G2/M phases. After splenectomy, the lymphocyte count rose considerably and the bone marrow became progressively more infiltrated by tumor nodules. One year after diagnosis, the patient was started on chemotherapy because of progressive anemia. He responded to the chemotherapy by normalization of the hemoglobin and neutrophil count and had a moderate decrease in the bone marrow involvement and peripheral lymphocytosis.",,,,,
6224520,NLM,MEDLINE,19831008,20210216,0006-4971 (Print) 0006-4971 (Linking),62,3,1983 Sep,Fetal erythropoiesis in juvenile chronic myelocytic leukemia.,602-5,"['Travis, S F']",['Travis SF'],['eng'],['HD-10213/HD/NICHD NIH HHS/United States'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,"['EC 1.1.1.49 (Glucosephosphate Dehydrogenase)', 'EC 1.2.1.- (Glyceraldehyde-3-Phosphate Dehydrogenases)', 'EC 2.7.1.1 (Hexokinase)', 'EC 2.7.1.11 (Phosphofructokinase-1)', 'EC 2.7.1.40 (Pyruvate Kinase)', 'EC 2.7.2.3 (Phosphoglycerate Kinase)', 'EC 4.1.2.13 (Fructose-Bisphosphate Aldolase)', 'EC 4.2.1.11 (Phosphopyruvate Hydratase)', 'EC 5.3.1.9 (Glucose-6-Phosphate Isomerase)']",IM,"['Child, Preschool', 'Erythrocytes/enzymology', '*Erythropoiesis', 'Fetal Blood', 'Fructose-Bisphosphate Aldolase/blood', 'Glucose-6-Phosphate Isomerase/blood', 'Glucosephosphate Dehydrogenase/blood', 'Glyceraldehyde-3-Phosphate Dehydrogenases/blood', 'Hexokinase/blood', 'Humans', 'Leukemia, Myeloid/blood/*physiopathology', 'Male', 'Phosphofructokinase-1/blood', 'Phosphoglycerate Kinase/blood', 'Phosphopyruvate Hydratase/blood', 'Pyruvate Kinase/blood']",1983/09/01 00:00,1983/09/01 00:01,['1983/09/01 00:00'],"['1983/09/01 00:00 [pubmed]', '1983/09/01 00:01 [medline]', '1983/09/01 00:00 [entrez]']",['S0006-4971(20)84516-9 [pii]'],ppublish,Blood. 1983 Sep;62(3):602-5.,"Red cell enzymes, 2,3-diphosphoglycerate (2,3-DPG) and adenosine triphosphate (ATP), were evaluated in a 23-mo-old boy with juvenile chronic myelocytic leukemia (JCML) at the onset of his illness and 6 mo later during the accelerated phase. The activities of the age-dependent red cell enzymes, hexokinase, aldolase, pyruvate kinase, and glucose-6-phosphate dehydrogenase, were elevated, as were the concentrations of red cell 2,3-DPG and ATP, consistent with a young red cell population metabolizing at an increased glycolytic rate. The activities of the non-age-dependent enzymes, glyceraldehyde-3-phosphate dehydrogenase (G3PD), phosphoglycerate kinase, and enolase, were also increased to levels similar to or greater than those observed in term infants. As the illness progressed, the activity of red cell G3PD increased further, and phosphoglucose isomerase activity increased markedly. These results are consistent with the prior suggestion that JCML represents a reversion to ""fetal"" erythropoiesis.",,,,,
6224464,NLM,MEDLINE,19830920,20091119,0385-0684 (Print) 0385-0684 (Linking),10,2 Pt 2,1983 Feb,[Changes of cellular contractile proteins associated with differentiation of leukemic cells].,532-8,"['Ichikawa, Y']",['Ichikawa Y'],['jpn'],,"['English Abstract', 'Journal Article']",Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,"['0 (Actins)', '0 (Polymers)', '9013-26-7 (Actomyosin)', 'EC 3.6.1.- (Adenosine Triphosphatases)', 'EC 3.6.4.1 (Myosins)']",IM,"['Actins/analysis/*physiology', 'Actomyosin/metabolism', 'Adenosine Triphosphatases/metabolism', 'Animals', 'Cell Division', 'Cell Line', 'Cell Membrane/metabolism', '*Cell Transformation, Neoplastic', 'Enzyme Induction', 'Leukemia, Experimental/metabolism/pathology', 'Leukemia, Myeloid/metabolism/*pathology', 'Mice', 'Myosins/metabolism/*physiology', 'Phagocytosis', 'Polymers', 'Protein Binding', 'Rabbits']",1983/02/01 00:00,1983/02/01 00:01,['1983/02/01 00:00'],"['1983/02/01 00:00 [pubmed]', '1983/02/01 00:01 [medline]', '1983/02/01 00:00 [entrez]']",,ppublish,Gan To Kagaku Ryoho. 1983 Feb;10(2 Pt 2):532-8.,"A myeloid leukemia cell line, M1, can be induced to differentiate to macrophages and gains motile and phagocytic functions which are not present before differentiation. The appearance of these differentiated functions were always accompanied with a loss of mitotic activity. It is well known that the intracellular contractile proteins play an important role in both cell motility and cytokinesis. Our question is, why the actomyosin system in the M1 cell line is utilized only for cell division and not for cell motility before differentiation, and why the opposite situation takes place after differentiation. Changes in contractile proteins hitherto revealed during the differentiation of this cell line are as follows: Actin; contents, synthetic rate, ability to polymerize, ratio of gamma-actin, activity to activate the myosin Mg2+ ATPase, and binding to plasma membrane all showed an increase after differentiation. Changes in the chemical structure of actin molecule were suggested by peptide mapping. In the undifferentiated M1 cytoplasms, an inhibitor protein for actin polymerization was identified. Myosin; contents, ratio of light chain L2, and binding to plasma membrane showed an increase after differentiation. Which one plays the most essential role in the transition from cell division to cell motility, and what interrelation is there among those changes are remained to be disclosed.",,,,,
6224452,NLM,MEDLINE,19830920,20190616,0077-8923 (Print) 0077-8923 (Linking),411,,1983,Induction of globin gene expression during erythroid cell differentiation.,141-9,"['Rifkind, R A', 'Sheffery, M', 'Profous-Juchelka, H R', 'Reuben, R C', 'Marks, P A']","['Rifkind RA', 'Sheffery M', 'Profous-Juchelka HR', 'Reuben RC', 'Marks PA']",['eng'],"['CA-08748/CA/NCI NIH HHS/United States', 'P0 1 CA-31768/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,"['0 (Chromatin)', '9004-22-2 (Globins)', 'EC 2.1.1.37 (DNA (Cytosine-5-)-Methyltransferases)', 'EC 3.1.- (Endodeoxyribonucleases)', 'EC 3.1.21.1 (Deoxyribonuclease I)']",IM,"['Animals', 'Cell Differentiation/drug effects', 'Chromatin/ultrastructure', 'DNA (Cytosine-5-)-Methyltransferases/metabolism', 'Deoxyribonuclease I', 'Endodeoxyribonucleases/metabolism', '*Gene Expression Regulation', 'Globins/*genetics', 'Leukemia, Erythroblastic, Acute/*genetics', 'Mice', 'Transcription, Genetic']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1111/j.1749-6632.1983.tb47296.x [doi]'],ppublish,Ann N Y Acad Sci. 1983;411:141-9. doi: 10.1111/j.1749-6632.1983.tb47296.x.,"We can provide increasing insight, albeit still incomplete, into the changes in MELC that accompany globin gene expression induced by polar chemicals, such as DMSO, and other agents. These transformed, CFUe-like erythroid precursor cells exhibit in their uninduced state, a DNA methylation pattern and globin gene (formula; see text) chromatin configuration (DNase I sensitivity) that is compatible with actual or potential gene transcription. Such features may reflect alterations in chromatin configuration that have occurred at a stage prior to leukemic transformation, during the differentiation of earlier erythroid precursor cells and associated with the restriction in developmental potential characteristic of progression to the CFUe (or MELC) stage of erythropoiesis. Uninduced MELC display a low level of globin gene transcription, producing globin mRNA or mRNA precursors whose processing or stabilization is the target of action of hemin. The major increase in MELC globin gene transcription that is initiated by DMSO, HMBA, or butyric acid, is accompanied by, and perhaps preceded by, an increase in DNase I hypersensitivity in the regions 5' to the active globin genes. This suggests that reorganization of chromatin structure in the globin gene domains is associated with accelerated globin gene transcription and may be characteristic of a developmental transition during terminal differentiation in the erythroid cell lineage.",,,,,
6224451,NLM,MEDLINE,19830909,20190616,0077-8923 (Print) 0077-8923 (Linking),403,,1983 May 26,Reappraisal of potential risks associated with low-level radiation.,37-60,"['Yalow, R S']",['Yalow RS'],['eng'],,['Journal Article'],United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,['0 (Radioactive Fallout)'],IM,"['Abnormalities, Radiation-Induced/etiology', 'Chromosome Aberrations', 'Dose-Response Relationship, Radiation', 'Down Syndrome/etiology', 'Female', 'Humans', 'Leukemia, Radiation-Induced/etiology', 'Male', 'Neoplasms, Radiation-Induced/etiology', 'Nuclear Warfare', 'Pregnancy', 'Radiation Dosage', '*Radiation Effects', 'Radioactive Fallout/adverse effects', 'Risk']",1983/05/26 00:00,1983/05/26 00:01,['1983/05/26 00:00'],"['1983/05/26 00:00 [pubmed]', '1983/05/26 00:01 [medline]', '1983/05/26 00:00 [entrez]']",['10.1111/j.1749-6632.1983.tb35167.x [doi]'],ppublish,Ann N Y Acad Sci. 1983 May 26;403:37-60. doi: 10.1111/j.1749-6632.1983.tb35167.x.,,,,,,
6224415,NLM,MEDLINE,19830923,20190511,0002-9173 (Print) 0002-9173 (Linking),80,3,1983 Sep,T8 chronic lymphocytic leukemia. A distinctive disorder related to T8 lymphocytosis.,391-6,"['Brisbane, J U', 'Berman, L D', 'Osband, M E', 'Neiman, R S']","['Brisbane JU', 'Berman LD', 'Osband ME', 'Neiman RS']",['eng'],,"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",England,Am J Clin Pathol,American journal of clinical pathology,0370470,['0 (Immunoglobulins)'],IM,"['Aged', 'Bone Marrow/pathology', 'Female', 'Humans', 'Immunoglobulins/analysis', 'Leukemia, Lymphoid/blood/*pathology', 'Lymphocytosis/blood/*pathology', 'Spleen/pathology', 'T-Lymphocytes/*pathology', 'T-Lymphocytes, Cytotoxic/pathology', 'T-Lymphocytes, Regulatory/pathology']",1983/09/01 00:00,1983/09/01 00:01,['1983/09/01 00:00'],"['1983/09/01 00:00 [pubmed]', '1983/09/01 00:01 [medline]', '1983/09/01 00:00 [entrez]']",['10.1093/ajcp/80.3.391 [doi]'],ppublish,Am J Clin Pathol. 1983 Sep;80(3):391-6. doi: 10.1093/ajcp/80.3.391.,"A case of T chronic lymphocytic leukemia (CLL) was first suspected on histologic and cytochemical examination of a splenectomy specimen. Later the patient became frankly leukemic with an E+/T3+/T8+/T4- phenotype. From our case and other reported cases of T-CLL studied with monoclonal antisera, the authors conclude that there are significant clinical and morphologic differences between T4 CLL and T8 CLL. In contrast to T4 CLL, T8 CLL characteristically presents with relatively low lymphocyte counts, little organ involvement, and often only discreet bone marrow involvement, and has a long clinical course. The leukemic cells are often large and have abundant cytoplasm with azurophilic granules. Similar features in cases reported as T8 lymphocytosis with neutropenia lead us to consider both entities part of a spectrum of the same disorder.",,,,,
6224388,NLM,MEDLINE,19830920,20180216,0001-5792 (Print) 0001-5792 (Linking),70,3,1983,Spontaneous complete remission of CLL. Report of a case studied with monoclonal antibodies.,198-201,"['Buchi, G', 'Termine, G', 'Zappala, C', 'Girotto, M', 'Grosso, E', 'Autino, R']","['Buchi G', 'Termine G', 'Zappala C', 'Girotto M', 'Grosso E', 'Autino R']",['eng'],,"['Case Reports', 'Journal Article']",Switzerland,Acta Haematol,Acta haematologica,0141053,"['0 (Antibodies, Monoclonal)']",IM,"['Aged', 'Antibodies, Monoclonal', 'Erythrocytes/immunology', 'Female', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Leukocyte Count', 'Remission, Spontaneous', 'Rosette Formation', 'T-Lymphocytes/*immunology', 'T-Lymphocytes, Cytotoxic/immunology', 'T-Lymphocytes, Helper-Inducer/immunology', 'T-Lymphocytes, Regulatory/immunology', 'Time Factors']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1159/000206723 [doi]'],ppublish,Acta Haematol. 1983;70(3):198-201. doi: 10.1159/000206723.,"A case of complete spontaneous remission of CLL in a 76-year-old woman is reported. Despite the complete remission, the study of the peripheral blood T lymphocytic subsets by the aid of monoclonal antibodies has showed, however, that the ratio between helper-induced and suppressor cytotoxic T cells is still impaired (0.81) as we can see in overt B-CLL. The cause of the remission and its possible connection with the imbalanced distribution of the T lymphocytic subsets is discussed.",,,,,
6223955,NLM,MEDLINE,19830909,20191031,0163-0571 (Print) 0163-0571 (Linking),4,3,1982-1983,Influence of vindesine on the lytic phase of mouse natural cytotoxicity against human leukemic cells.,183-97,"['Pastore, S', 'De Vecchis, L', 'Migliorati, G', 'Frati, L', 'Bonmassar, A G']","['Pastore S', 'De Vecchis L', 'Migliorati G', 'Frati L', 'Bonmassar AG']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Immunopharmacol,Journal of immunopharmacology,7901853,"['0 (Antineoplastic Agents, Phytogenic)', '5V9KLZ54CY (Vinblastine)', 'RSA8KO39WH (Vindesine)']",IM,"['Animals', 'Antineoplastic Agents, Phytogenic/*pharmacology', 'Cell Line', 'Cytotoxicity, Immunologic/*drug effects', 'Humans', 'Killer Cells, Natural/immunology', 'Leukemia, Experimental/immunology/therapy', 'Leukemia, Myeloid/*immunology/therapy', 'Mice', 'Mice, Inbred AKR', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Mice, Inbred CBA', 'Mice, Inbred DBA', 'Spleen/cytology', 'T-Lymphocytes, Regulatory/immunology', 'Vinblastine/*analogs & derivatives/pharmacology', 'Vindesine']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.3109/08923978209026433 [doi]'],ppublish,J Immunopharmacol. 1982-1983;4(3):183-97. doi: 10.3109/08923978209026433.,"Vindesine (VDS), a structural analogue of Vinca Alkaloids, was found to increase the NK-mediated cytolytic effects of mouse lymphocytes against human K562 target cells in a 18-hr assay. Pretreatment of effector or target cells with the drug did not affect substantially the NK reaction. The phenomenon has been detected using splenocytes of either congenitally athymic or conventional euthymic mice of different strains. Effector lymphocytes deprived of cells adherent to plastic surface or to nylon-wool column were still competent for drug-mediated increase of NK function. It is suggested that modification of the membrane make-up of effector or target cells reversibly induced by VDS, would promote higher NK-mediated cytolytic effects.",,,,,
