PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AB,PMC,GR,AID,TT,SI,EIN,AD,RF
3928942,NLM,MEDLINE,19851016,20131121,0021-4949 (Print) 0021-4949 (Linking),31,6 Suppl,1985 May,"[UFT, UFTM, and UFTM-Dpc treatment of gastric cancer].",751-6,"['Suga, S', 'Kimura, K', 'Iwase, H', 'Ina, K', 'Takada, N', 'Matsuoka, S', 'Matsuura, T', 'Yamada, K', 'Horiuchi, T', 'Hashizume, H']","['Suga S', 'Kimura K', 'Iwase H', 'Ina K', 'Takada N', 'Matsuoka S', 'Matsuura T', 'Yamada K', 'Horiuchi T', 'Hashizume H', 'et al.']",['jpn'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Gan No Rinsho,Gan no rinsho. Japan journal of cancer clinics,1257753,"['0 (Mitomycins)', '1548R74NSZ (Tegafur)', '50SG953SK6 (Mitomycin)', '56HH86ZVCT (Uracil)', 'GNN1DV99GX (Penicillamine)', '1-UFT protocol', 'UFTM protocol']",IM,"['Aged', 'Animals', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Humans', 'Leukemia L1210/drug therapy/pathology', 'Male', 'Mice', 'Mitomycin', 'Mitomycins/administration & dosage', 'Penicillamine/administration & dosage', 'Stomach Neoplasms/*drug therapy/pathology', 'Tegafur/administration & dosage', 'Uracil/administration & dosage']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']",ppublish,Gan No Rinsho. 1985 May;31(6 Suppl):751-6.,"It became increasingly evident that UFTM chemotherapy, a combination of UFT and mitomycin C is one of the most recommendable therapy for advanced gastric cancer, especially for the treatment of Borrmann type 4 gastric cancer. Objective responses were achieved in 18 out of 26 (69.2%) patients with Borrmann type 4 gastric cancer. Moreover, UFTM-Dpc treatment, a combination therapy of UFTM plus D-penicillamine (suppressor of collagen synthesis), is proposed for the treatment of Borrmann type 4 gastric cancer from the point of view of collagen synthesis inhibition. It is likely that D-penicillamine might inhibit the peritoneal metastatic involvements, which is lethal to the patients finally.",,,,,,,,
3928829,NLM,MEDLINE,19851011,20181130,0732-183X (Print) 0732-183X (Linking),3,9,1985 Sep,Leydig cell function in boys following treatment for testicular relapse of acute lymphoblastic leukemia.,1227-31,"['Blatt, J', 'Sherins, R J', 'Niebrugge, D', 'Bleyer, W A', 'Poplack, D G']","['Blatt J', 'Sherins RJ', 'Niebrugge D', 'Bleyer WA', 'Poplack DG']",['eng'],['Journal Article'],United States,J Clin Oncol,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,8309333,"['3XMK78S47O (Testosterone)', '9002-67-9 (Luteinizing Hormone)', '9002-68-0 (Follicle Stimulating Hormone)']",IM,"['Adolescent', 'Adult', 'Child', 'Follicle Stimulating Hormone/metabolism', 'Humans', 'Leukemia, Lymphoid/physiopathology/*radiotherapy', 'Leydig Cells/*physiology/radiation effects', 'Luteinizing Hormone/metabolism', 'Male', 'Radiation Injuries/physiopathology', 'Sexual Maturation/radiation effects', 'Testicular Neoplasms/physiopathology/*radiotherapy', 'Testosterone/*metabolism']",1985/09/01 00:00,1985/09/01 00:01,['1985/09/01 00:00'],"['1985/09/01 00:00 [pubmed]', '1985/09/01 00:01 [medline]', '1985/09/01 00:00 [entrez]']",ppublish,J Clin Oncol. 1985 Sep;3(9):1227-31. doi: 10.1200/JCO.1985.3.9.1227.,"Current practice for achieving local control of testicular relapse in males with acute lymphoblastic leukemia (ALL) includes the use of 2,400-rad testicular radiation. Although this therapy is known to cause germ cell depletion, it has been assumed that it does not alter testicular secretion of testosterone. To test this assumption, we measured gonadotropin and testosterone levels in seven boys with ALL who had been treated with radiation for clinically apparent testicular relapse. In four of seven boys, testicular relapse was bilateral with overt involvement of one testicle and microscopic involvement of the other. Three of these four boys demonstrated delayed sexual maturation, and in addition to elevated follicle-stimulating hormone (FSH) concentrations, testosterone levels were low and luteinizing hormone levels were elevated compared with controls. These data indicate that boys with overt testicular leukemia who are treated with 2,400-rad testicular radiation are at risk for Leydig cell dysfunction. However, the relative contributions of radiation, prior chemotherapy, and leukemic infiltration to this dysfunction remain to be clarified.",,,['10.1200/JCO.1985.3.9.1227 [doi]'],,,,,
3928803,NLM,MEDLINE,19851017,20190508,0022-1007 (Print) 0022-1007 (Linking),162,3,1985 Sep 1,Expression of interleukin 2 receptors and binding of interleukin 2 by gamma interferon-induced human leukemic and normal monocytic cells.,1111-6,"['Herrmann, F', 'Cannistra, S A', 'Levine, H', 'Griffin, J D']","['Herrmann F', 'Cannistra SA', 'Levine H', 'Griffin JD']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,"['0 (Antibodies, Monoclonal)', '0 (Interleukin-2)', '0 (Receptors, Immunologic)', '0 (Receptors, Interleukin-2)', '82115-62-6 (Interferon-gamma)']",IM,"['Antibodies, Monoclonal/immunology', 'Cell Differentiation', 'Cell Division', 'Cell Line', 'Humans', 'Interferon-gamma/*pharmacology', 'Interleukin-2/*metabolism', 'Leukemia, Myeloid/*immunology/pathology', 'Monocytes/drug effects/*metabolism', 'Receptors, Immunologic/immunology/*metabolism', 'Receptors, Interleukin-2', 'T-Lymphocytes/metabolism']",1985/09/01 00:00,1985/09/01 00:01,['1985/09/01 00:00'],"['1985/09/01 00:00 [pubmed]', '1985/09/01 00:01 [medline]', '1985/09/01 00:00 [entrez]']",ppublish,J Exp Med. 1985 Sep 1;162(3):1111-6. doi: 10.1084/jem.162.3.1111.,"Gamma interferon induced surface expression of interleukin 2 (IL-2) receptors on normal human monocytes and the monocytoid cell lines U937 and HL60. These receptors were detected by anti-IL-2 receptor monoclonal antibodies, and U937 IL-2 receptors were indistinguishable from T lymphocyte IL-2 receptors by immunoprecipitation. Also, U937 IL-2 receptors bound biologically active IL-2. These results suggest a role for monocyte IL-2 receptors in T cell/monocyte interaction during an immune response.",PMC2187806,"['CA19389/CA/NCI NIH HHS/United States', 'CA36167/CA/NCI NIH HHS/United States']",['10.1084/jem.162.3.1111 [doi]'],,,,,
3928701,NLM,MEDLINE,19850927,20190501,0021-9746 (Print) 0021-9746 (Linking),38,8,1985 Aug,Immune abnormalities in myelodysplastic syndromes.,908-11,"['Economopoulos, T', 'Economidou, J', 'Giannopoulos, G', 'Terzoglou, C', 'Papageorgiou, E', 'Dervenoulas, J', 'Arseni, P', 'Hadjioannou, J', 'Raptis, S']","['Economopoulos T', 'Economidou J', 'Giannopoulos G', 'Terzoglou C', 'Papageorgiou E', 'Dervenoulas J', 'Arseni P', 'Hadjioannou J', 'Raptis S']",['eng'],['Journal Article'],England,J Clin Pathol,Journal of clinical pathology,0376601,"['0 (Autoantibodies)', '0 (Immunoglobulin A)', '0 (Immunoglobulin G)', '0 (Immunoglobulin M)', '0 (Immunoglobulin kappa-Chains)']",IM,"['Aged', 'Anemia, Aplastic/*complications/immunology', 'Autoantibodies/analysis', 'Female', 'Humans', 'Hypergammaglobulinemia/*complications', 'Immunoglobulin A/analysis', 'Immunoglobulin G/analysis', 'Immunoglobulin M/analysis', 'Immunoglobulin kappa-Chains/analysis', 'Leukemia, Myeloid/*complications/immunology', 'Male', 'Middle Aged', 'Prospective Studies']",1985/08/01 00:00,1985/08/01 00:01,['1985/08/01 00:00'],"['1985/08/01 00:00 [pubmed]', '1985/08/01 00:01 [medline]', '1985/08/01 00:00 [entrez]']",ppublish,J Clin Pathol. 1985 Aug;38(8):908-11. doi: 10.1136/jcp.38.8.908.,"The immune states of 52 patients with myelodysplastic syndromes classified according to the FAB criteria were studied. Serum electrophoresis and immunoelectrophoresis, direct Coombs test, and tests for organ and non-organ specific antibodies were performed. Twenty six patients had immunoglobulin abnormalities: six (11.5%) had monoclonal gammopathy; 17 (32.6%) had polyclonal increases in serum immunoglobulin; while in three (5.8%) immunoglobulin concentrations were decreased. The distribution of immunoglobulin abnormalities among the five myelodysplastic syndrome subtypes was fairly uniform. Results of direct Coombs test were negative in all cases. Organ specific antibodies were not detected in any of the patients tested, although two patients were found positive for antinuclear antibodies. The presence of immunoglobulin abnormalities indicates an involvement of the lymphoplasmatic system in myelodysplastic syndromes.",PMC499393,,['10.1136/jcp.38.8.908 [doi]'],,,,,
3928682,NLM,MEDLINE,19851002,20181113,0021-9738 (Print) 0021-9738 (Linking),76,2,1985 Aug,"Hydrogen peroxide from cellular metabolism of cystine. A requirement for lysis of murine tumor cells by vernolepin, a glutathione-depleting antineoplastic.",567-74,"['Arrick, B A', 'Griffo, W', 'Cohn, Z', 'Nathan, C']","['Arrick BA', 'Griffo W', 'Cohn Z', 'Nathan C']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Clin Invest,The Journal of clinical investigation,7802877,"['0 (Antineoplastic Agents)', '0 (Sesquiterpenes)', '48TCX9A1VT (Cystine)', '6640X1BVDX (vernolepin)', 'BBX060AN9V (Hydrogen Peroxide)', 'EC 1.1.1.27 (L-Lactate Dehydrogenase)', 'EC 1.11.1.6 (Catalase)', 'EC 1.15.1.1 (Superoxide Dismutase)', 'EC 1.8.1.7 (Glutathione Reductase)', 'GAN16C9B8O (Glutathione)']",IM,"['Animals', 'Antineoplastic Agents/*pharmacology', 'Catalase/metabolism', 'Cell Line', 'Cystine/*metabolism', 'Glutathione/*metabolism', 'Glutathione Reductase/metabolism', 'Hydrogen Peroxide/*metabolism', 'L-Lactate Dehydrogenase/metabolism', 'Leukemia L1210/metabolism', 'Mast-Cell Sarcoma/metabolism', 'Mice', 'Sesquiterpenes/*pharmacology', 'Superoxide Dismutase/metabolism']",1985/08/01 00:00,1985/08/01 00:01,['1985/08/01 00:00'],"['1985/08/01 00:00 [pubmed]', '1985/08/01 00:01 [medline]', '1985/08/01 00:00 [entrez]']",ppublish,J Clin Invest. 1985 Aug;76(2):567-74. doi: 10.1172/JCI112008.,"The sesquiterpene lactone antineoplastic vernolepin acutely depletes murine tumor cell glutathione (GSH), and lyses the cells by an unknown mechanism that is enhanced synergistically by inhibition of GSH synthesis with buthionine sulfoximine (BSO) (Arrick et al. 1983. J. Clin. Invest. 71:258). We found here that lysis of P815 mastocytoma cells by vernolepin, with or without BSO, required cystine in the culture medium. Addition of catalase markedly suppressed vernolepin-mediated cytolysis in cystine-containing media, suggesting the involvement of hydrogen peroxide in the cytolytic action of vernolepin. Consistent with this, inhibition of tumor cell glutathione disulfide reductase with 1,3-bis(2-chloroethyl)-1-nitrosourea or inhibition of endogenous catalase with aminotriazole synergistically augmented cytolysis by vernolepin. Moreover, H2O2 was released by suspensions of P815 cells in cystine-containing buffer (63 pmol/10(6) cells X h). Omission of cystine reduced the rate of H2O2 accumulation 10-fold. No H2O2 was detected without cells. Cytolysis by vernolepin could be restored in cystine-deficient medium by several other disulfides, themselves noncytolytic, such as disulfiram and oxidized Captopril, as well as by cysteine. In contrast, withholding two other essential amino acids (leucine or tryptophan) or adding cycloheximide did not interfere with cytolysis by vernolepin. These results suggest that cellular uptake of disulfides of physiologic and pharmacologic interest may be followed by their intracellular reduction and autooxidation with generation of H2O2. This previously unrecognized source of intracellular oxidant stress may be an important component of injury to GSH-depleted cells.",PMC423862,"['CA22090/CA/NCI NIH HHS/United States', 'HL-07029/HL/NHLBI NIH HHS/United States']",['10.1172/JCI112008 [doi]'],,,,,
3928556,NLM,MEDLINE,19851022,20081121,0910-5050 (Print) 0910-5050 (Linking),76,7,1985 Jul,"Recombinant gamma-interferon and lipopolysaccharide enhance 1,25-dihydroxyvitamin D3-induced cell differentiation in human promyelocytic leukemia (HL-60) cells.",596-602,"['Murao, S I', 'Fukumoto, Y', 'Katayama, M', 'Maeda, H', 'Sugiyama, T', 'Huberman, E']","['Murao SI', 'Fukumoto Y', 'Katayama M', 'Maeda H', 'Sugiyama T', 'Huberman E']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Jpn J Cancer Res,Japanese journal of cancer research : Gann,8509412,"['0 (Dihydroxycholecalciferols)', '0 (Lipopolysaccharides)', '40013-87-4 (24,25-Dihydroxyvitamin D 3)', '82115-62-6 (Interferon-gamma)']",IM,"['24,25-Dihydroxyvitamin D 3', 'Cell Adhesion', 'Cell Differentiation', 'Cell Division', 'Cell Line', 'Dihydroxycholecalciferols/*pharmacology', 'Humans', 'Interferon-gamma/*pharmacology', 'Leukemia, Myeloid, Acute/*pathology', 'Lipopolysaccharides/*pharmacology', 'Microscopy, Electron']",1985/07/01 00:00,1985/07/01 00:01,['1985/07/01 00:00'],"['1985/07/01 00:00 [pubmed]', '1985/07/01 00:01 [medline]', '1985/07/01 00:00 [entrez]']",ppublish,Jpn J Cancer Res. 1985 Jul;76(7):596-602.,"The induction of cell differentiation by a combination of 1,25-dihydroxyvitamin D3 [1,25-(OH)2D3], recombinant gamma-interferon (rec gamma-IFN), and a lipopolysaccharide from E. coli (LPS) was studied in a clonal population (clone-9) of human promyelocytic HL-60 leukemia cells in vitro. Treatment of clone-9 cells with 10(-9) to 10(-7)M 1,25-(OH)2D3 yielded a macrophage cell differentiation. The addition of 10 or 100 U/ml of gamma-IFN and 2 or 10 micrograms/ml LPS caused a further increase in expression of the different differentiation markers. The most pronounced effects involved increases in cell attachment to the surface of tissue-culture Petri dishes and in lysozyme, nonspecific esterase, and cytolytic activities. The combined treatment with 1,25-(OH)2D3 and rec gamma-IFN and LPS also caused an increase in the percent of multinucleated giant cells. These results indicate the effectiveness of combining different agents in inducing cell differentiation in HL-60 cells. A similar approach may be useful in controlling myeloid leukemias in vivo.",,,,,,,,
3928543,NLM,MEDLINE,19851007,20190903,0198-8859 (Print) 0198-8859 (Linking),13,4,1985 Aug,A human B cell differentiation antigen selectively expressed on mature B cells identified by a monoclonal antibody (HB-2).,253-64,"['Abo, T', 'Landay, A', 'Balch, C M', 'Cooper, M D']","['Abo T', 'Landay A', 'Balch CM', 'Cooper MD']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Hum Immunol,Human immunology,8010936,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Differentiation, B-Lymphocyte)', '0 (Antigens, Ly)', '0 (Antigens, Surface)', '0 (HLA-DR Antigens)', '0 (Histocompatibility Antigens Class II)', '0 (Immunoglobulin M)']",IM,"['Antibodies, Monoclonal', 'Antigens, Differentiation, B-Lymphocyte', 'Antigens, Ly/*analysis', 'Antigens, Surface/*analysis', 'B-Lymphocytes/*immunology', 'Cell Line', 'Cell Membrane/immunology', 'Fluorescent Antibody Technique', 'HLA-DR Antigens', 'Histocompatibility Antigens Class II/analysis', 'Humans', 'Immunoglobulin M', 'Leukemia/immunology', 'Lymphoma/immunology', 'Monocytes/immunology', 'Phenotype', 'Reference Values', 'T-Lymphocytes/immunology']",1985/08/01 00:00,1985/08/01 00:01,['1985/08/01 00:00'],"['1985/08/01 00:00 [pubmed]', '1985/08/01 00:01 [medline]', '1985/08/01 00:00 [entrez]']",ppublish,Hum Immunol. 1985 Aug;13(4):253-64. doi: 10.1016/0198-8859(85)90004-7.,"A monoclonal IgM antibody (HB-2), produced against a membrane antigen on the Raji, B cell line, reacted by indirect immunofluorescence with 2 to 40% of lymphoblasts from the B cell lines, Raji, Daudi, SN-1036, and SB but not with other types of cell lines, including pre-B, myeloid, melanoma, or T cells. HB-2 antibody reacted with 10 +/- 3% of normal blood mononuclear cells, and was unreactive with monocytes, granulocytes, platelets, or erythrocytes. Two-color immunofluorescence revealed that HB-2 antigen expression was confined to cells bearing surface Ig. An interesting finding was the fact that 25% of plasmablasts induced by pokeweed mitogen also expressed the HB-2 antigen. However, pre-B and plasma cells from normal bone marrow did not express the HB-2 antigen either on their membrane surface or in their cytoplasm. Analysis of 85 leukemias revealed that the HB-2 antigen was expressed on acute and chronic B cell leukemias and Burkitt's lymphomas, but not on malignancies of pre-B, T, myelocytic, or plasma cells. The results suggest that expression of the HB-2 antigen is confined to mature B cells.",,"['CA-13148/CA/NCI NIH HHS/United States', 'CA-16673/CA/NCI NIH HHS/United States', 'CA-27197/CA/NCI NIH HHS/United States', 'etc.']","['0198-8859(85)90004-7 [pii]', '10.1016/0198-8859(85)90004-7 [doi]']",,,,,
3928503,NLM,MEDLINE,19851017,20160303,0020-7136 (Print) 0020-7136 (Linking),36,3,1985 Sep 15,Establishment and characterization of human myelomonocytic (TYS) and histiocytic (TYH) cell lines.,313-9,"['Haranaka, K', 'Satomi, N', 'Sakurai, A', 'Haranaka, R', 'Masuda, E', 'Ezoe, H', 'Obara, T', 'Miwa, S']","['Haranaka K', 'Satomi N', 'Sakurai A', 'Haranaka R', 'Masuda E', 'Ezoe H', 'Obara T', 'Miwa S']",['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,"['0 (Antibodies, Monoclonal)', '0 (Immunoglobulin gamma-Chains)', '0 (Immunoglobulin kappa-Chains)', '0 (Interleukin-1)']",IM,"['Animals', 'Antibodies, Monoclonal', 'Cell Division', 'Cell Line', 'Chromosomes/analysis', 'Female', 'Histiocytes/*pathology', 'Humans', 'Immunoglobulin gamma-Chains/analysis', 'Immunoglobulin kappa-Chains/analysis', 'Interleukin-1/analysis', 'Leukemia/genetics/*pathology', 'Lymphoma/genetics/*pathology', 'Male', 'Mice', 'Mice, Nude', 'Microscopy, Electron', 'Middle Aged', 'Monocytes/*pathology', 'Phagocytosis']",1985/09/15 00:00,1985/09/15 00:01,['1985/09/15 00:00'],"['1985/09/15 00:00 [pubmed]', '1985/09/15 00:01 [medline]', '1985/09/15 00:00 [entrez]']",ppublish,Int J Cancer. 1985 Sep 15;36(3):313-9.,"Two human hematopoietic cell lines (TYS and TYH) with monocytic characteristics were derived from the peripheral blood of a patient with acute myelomonocytic leukemia and of another with a follicular large-cell type of malignant lymphoma. The TYS cells, derived from the leukemia patient, revealed a monocytic appearance with microvilli at one side and had many granules and vacuoles. They showed strongly positive reactions with alpha-NBE, NASDAE, and AcP, and were reactive with monoclonal antibodies such as OKlal, 12 and Bl. The TYS cells, which phagocytized carbon particles and antibody-coated SRBC but not latex particles, released lysosomal enzymes and tumoricidal factor into the supernatant. The TYH cells, derived from the malignant lymphoma patient, had abundant cytoplasm and pseudopods detectable by electron microscopy with a monocytoid appearance and virus-like particles in the cytoplasm. They showed strongly positive reactions with alpha-NBE, NASDAE and beta-Gase, but no reactivity with monoclonal antibodies or with surface markers except Fc gamma-R. TYH cells phagocytized latex particles very well. Two different human monocyte-histiocyte lineages were thus established. During culture, the TYS and TYH cells maintained their characteristics over 28 and 16 months of passage, respectively.",,,,,,,,
3928495,NLM,MEDLINE,19851023,20190829,0300-8126 (Print) 0300-8126 (Linking),13,3,1985 May-Jun,Cefotaxime plus amikacin as empiric therapy in the treatment of febrile episodes in neutropenic patients with hematologic malignancies.,125-9,"['Martino, P', 'Venditti, M', 'Petti, M C', 'Mandelli, F', 'Serra, P']","['Martino P', 'Venditti M', 'Petti MC', 'Mandelli F', 'Serra P']",['eng'],['Journal Article'],Germany,Infection,Infection,0365307,"['59-01-8 (Kanamycin)', '84319SGC3C (Amikacin)', 'N2GI8B1GK7 (Cefotaxime)']",IM,"['Adolescent', 'Adult', 'Aged', 'Agranulocytosis/*complications', 'Amikacin/*administration & dosage/adverse effects', 'Bacterial Infections/complications/*drug therapy', 'Cefotaxime/*administration & dosage/adverse effects', 'Child', 'Child, Preschool', 'Drug Therapy, Combination', 'Escherichia coli Infections/complications/drug therapy', 'Female', 'Fever/complications/drug therapy', 'Humans', 'Kanamycin/*analogs & derivatives', 'Kidney/drug effects', 'Leukemia/*complications', 'Lymphoma/complications', 'Male', 'Microbial Sensitivity Tests', 'Middle Aged', 'Neutropenia/*complications', 'Pseudomonas Infections/complications/drug therapy', 'Pseudomonas aeruginosa', 'Sepsis/complications/drug therapy']",1985/05/01 00:00,1985/05/01 00:01,['1985/05/01 00:00'],"['1985/05/01 00:00 [pubmed]', '1985/05/01 00:01 [medline]', '1985/05/01 00:00 [entrez]']",ppublish,Infection. 1985 May-Jun;13(3):125-9. doi: 10.1007/BF01642871.,"Between October 1980 and October 1981, cefotaxime plus amikacin were used in the treatment of 131 febrile episodes that occurred in 108 neutropenic patients with hematologic malignancies. The overall clinical response was 86.2%. Fevers of unknown origin and clinically or microbiologically documented infections responded in 88.8 and 84.4% of the cases, respectively. Renal toxicity occurred in 3.8% of the cases. In vitro studies showed that cefotaxime and amikacin were active against 78.7 and 94.7% of the pathogens, respectively, despite the high frequency (31%) of multiply resistant strains of Pseudomonas aeruginosa (defined as in vitro simultaneously resistant to carbenicillin, gentamicin, tobramycin and sisomicin) isolated from blood and infected sites. Synergy studies performed against 35 gram-negative bacilli isolated from blood revealed the presence of synergism between cefotaxime and amikacin in 54% of the cases. The peak levels of bactericidal activity in the serum of patients receiving cefotaxime plus amikacin showed median values of 1:128 and 1:8 against Escherichia coli and P. aeruginosa septicemias, respectively.",,,['10.1007/BF01642871 [doi]'],,,,,
3928453,NLM,MEDLINE,19851011,20191022,0171-7111 (Print) 0171-7111 (Linking),29,,1985,Quantitative expression and function of differentiation antigens on normal and malignant lymphoid cells.,455-60,"['Clark, E A', 'Rose, L M', 'Shu, G', 'Dindorf, P A', 'Bernstein, I D', 'Ledbetter, J A']","['Clark EA', 'Rose LM', 'Shu G', 'Dindorf PA', 'Bernstein ID', 'Ledbetter JA']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,"['0 (Antigens, Differentiation, B-Lymphocyte)', '0 (Antigens, Differentiation, T-Lymphocyte)', '0 (Antigens, Ly)', '0 (Antigens, Surface)', '0 (Lymphokines)']",IM,"['Antigens, Differentiation, B-Lymphocyte', 'Antigens, Differentiation, T-Lymphocyte', 'Antigens, Ly/analysis', 'Antigens, Surface/*analysis', 'B-Lymphocytes/immunology', 'Cell Differentiation', 'Humans', 'Leukemia/*immunology', 'Lymphocytes/cytology/*immunology', 'Lymphokines/analysis', 'Lymphoma/*immunology', 'Reference Values', 'T-Lymphocytes/immunology']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",ppublish,Haematol Blood Transfus. 1985;29:455-60. doi: 10.1007/978-3-642-70385-0_94.,,,"['AI20432/AI/NIAID NIH HHS/United States', 'CA09351/CA/NCI NIH HHS/United States', 'CA34199/CA/NCI NIH HHS/United States']",['10.1007/978-3-642-70385-0_94 [doi]'],,,,,
3928452,NLM,MEDLINE,19851011,20191022,0171-7111 (Print) 0171-7111 (Linking),29,,1985,"Differentiation in myelodysplastic, myeloid leukaemic and normal haemopoietic cells: a new approach exploiting the synergistic interaction between differentiation inducers and DNA synthesis inhibitors.",402-8,"['Francis, G E', 'Guimaraes, J E', 'Berney, J J', 'Wing, M A']","['Francis GE', 'Guimaraes JE', 'Berney JJ', 'Wing MA']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,"['0 (Antineoplastic Agents)', '0 (Diterpenes)', '0 (Formamides)', '04079A1RDZ (Cytarabine)', '38966-21-1 (Aphidicolin)', '5688UTC01R (Tretinoin)', 'E7WED276I5 (Mercaptopurine)', 'XPE4G7Y986 (methylformamide)']",IM,"['Antineoplastic Agents/pharmacology', 'Aphidicolin', 'Bone Marrow/pathology', 'Bone Marrow Cells', 'Cell Differentiation/drug effects', 'Cells, Cultured', 'Cytarabine/pharmacology', 'DNA Replication/*drug effects', 'Diterpenes/pharmacology', 'Formamides/pharmacology', 'Hematopoietic Stem Cells/*cytology/metabolism', 'Humans', 'Leukemia, Myeloid/metabolism/*pathology', 'Mercaptopurine/pharmacology', 'Myeloproliferative Disorders/metabolism/*pathology', 'Reference Values', 'Tretinoin/pharmacology']",1985/01/01 00:00,1985/01/01 00:01,['1985/01/01 00:00'],"['1985/01/01 00:00 [pubmed]', '1985/01/01 00:01 [medline]', '1985/01/01 00:00 [entrez]']",ppublish,Haematol Blood Transfus. 1985;29:402-8. doi: 10.1007/978-3-642-70385-0_83.,,,,['10.1007/978-3-642-70385-0_83 [doi]'],,,,,
3928398,NLM,MEDLINE,19851018,20071115,0301-472X (Print) 0301-472X (Linking),13,7,1985 Aug,Effects of HL-60 cell membrane glycosaminoglycans on binding of differentiation-associated receptors.,670-4,"['Luikart, S D', 'Sackrison, J L']","['Luikart SD', 'Sackrison JL']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Exp Hematol,Experimental hematology,0402313,"['0 (Glycosaminoglycans)', '0 (Phorbol Esters)', '24928-17-4 (phorbol-12,13-didecanoate)', '37558-16-0 (Phorbol 12,13-Dibutyrate)', '59880-97-6 (N-Formylmethionine Leucyl-Phenylalanine)', '9007-28-7 (Chondroitin Sulfates)', 'EC 3.4.21.4 (Trypsin)', 'EC 4.2.2.- (Chondroitin Lyases)']",IM,"['Cell Differentiation', 'Cell Membrane/metabolism', 'Chondroitin Lyases/metabolism', 'Chondroitin Sulfates/physiology', 'Glycosaminoglycans/*physiology', 'Humans', 'Leukemia, Myeloid, Acute/*metabolism/pathology', 'N-Formylmethionine Leucyl-Phenylalanine/metabolism', 'Phorbol 12,13-Dibutyrate', 'Phorbol Esters/metabolism/pharmacology', 'Trypsin/metabolism']",1985/08/01 00:00,1985/08/01 00:01,['1985/08/01 00:00'],"['1985/08/01 00:00 [pubmed]', '1985/08/01 00:01 [medline]', '1985/08/01 00:00 [entrez]']",ppublish,Exp Hematol. 1985 Aug;13(7):670-4.,"Reductions in glycosaminoglycan(s) (GAGs) have been reported during the process of leukemia cell differentiation. It has been suggested that GAG depletion may facilitate critical membrane interactions, perhaps by exposing membrane receptors to differentiation inducers. We have investigated the effects of enzymatic removal of HL-60 cell surface GAG on maturation events. Cells treated with chondroitin ABC lyase to remove surface chondroitin sulfate, which is the major GAG constituent, did not demonstrate altered binding affinity for the differentiation inducer, 12-O-tetradecanoylphorbol-13-acetate (TPA). Similarly, a complex membrane antigen associated with maturation, the chemotactic peptide receptor, was not perturbed. These GAG-depleted cells did not spontaneously mature or have altered sensitivity to a variety of inducers. Therefore, these results suggest that surface GAG depletion does not alter the availability of surface receptors associated with the induction process.",,,,,,,,
