PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,CI,AID,DEP,LID,GR,RF,CN,CIN,CON,TT,EIN,PMC,CRF,SI,OID,OTO,OT,GN,CRI
12829025,NLM,MEDLINE,20030807,20191025,0301-472X (Print) 0301-472X (Linking),31,6,2003 Jun,The characterization of chemokine production and chemokine receptor expression reveals possible functional cross-talks in AML blasts with monocytic differentiation.,495-503,"OBJECTIVE: The mechanisms regulating the trafficking of leukemic myeloid blasts are poorly understood. A differential expression of chemokines and chemokine receptors might account for some aspects of the pattern of invasion and accumulation of leukemic cells. We aimed at defining the pattern of chemokine and chemokine receptor expression of acute myeloid leukemia (AML) blasts in comparison with their putative normal cell counterparts. PATIENTS AND METHODS: Twenty-five cases of AML were analyzed by flow cytometry for the expression of several chemokine receptors and by RT-PCR for the expression of relevant chemokines. For selected chemokines, the production was confirmed by ELISA. AML blasts were also assessed for their migration capacity in response to autologous supernatants and recombinant chemokines. RESULTS: Undifferentiated AML (MO-M1 and some M2) express only CXCR4 on their surface and produce mainly inflammatory chemokines, resembling normal CD34+ progenitors. More differentiated AML (M4-M5 and some M2) have a more diversified receptor repertoire and, besides CXCR4, express the receptors for inflammatory chemokines and produce both constitutive and inflammatory chemokines, resembling resting and activated monocytes. In particular, M4-M5 blasts produce MCP-1 and MIP-3alpha and also express their specific receptors (CCR2 and, to a lesser extent, CCR6) and migrate in vitro in response to MCP-1 and MIP-3alpha and to their own supernatant. A significant correlation between extramedullary involvement and coexpression of MCP-1/CCR2 was found. CONCLUSIONS: These data suggest that chemokines and their receptors segregate within the different FAB subtypes and, by allowing cross-talk among members of the malignant clone, might help to explain some aspects of the pattern of invasion in AML with monocytic differentiation.","['Cignetti, Alessandro', 'Vallario, Antonella', 'Roato, Ilaria', 'Circosta, Paola', 'Strola, Giuliana', 'Scielzo, Cristina', 'Allione, Bernardino', 'Garetto, Lucia', 'Caligaris-Cappio, Federico', 'Ghia, Paolo']","['Cignetti A', 'Vallario A', 'Roato I', 'Circosta P', 'Strola G', 'Scielzo C', 'Allione B', 'Garetto L', 'Caligaris-Cappio F', 'Ghia P']","['University Division of Clinical Immunology and Hematology, Ospedale Mauriziano Umberto I, Turin, Italy. alex.cignetti@ircc.it']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Exp Hematol,Experimental hematology,0402313,"['0 (CCL20 protein, human)', '0 (CCR6 protein, human)', '0 (Chemokine CCL2)', '0 (Chemokine CCL20)', '0 (Chemokines)', '0 (Chemokines, CC)', '0 (Macrophage Inflammatory Proteins)', '0 (Receptors, CCR6)', '0 (Receptors, Chemokine)']",IM,"['Acute Disease', 'Adult', 'Aged', 'Cell Differentiation', 'Cell Movement', 'Chemokine CCL2/analysis/biosynthesis', 'Chemokine CCL20', 'Chemokines/analysis/*biosynthesis', 'Chemokines, CC/analysis/biosynthesis', 'Female', 'Gene Expression Profiling', '*Gene Expression Regulation, Neoplastic', 'Humans', 'Leukemia, Myeloid/classification/*pathology', 'Macrophage Inflammatory Proteins/analysis/biosynthesis', 'Male', 'Middle Aged', 'Monocytes/metabolism/*pathology', '*Receptor Cross-Talk', 'Receptors, CCR6', 'Receptors, Chemokine/analysis/*biosynthesis']",2003/06/28 05:00,2003/08/09 05:00,['2003/06/28 05:00'],"['2003/06/28 05:00 [pubmed]', '2003/08/09 05:00 [medline]', '2003/06/28 05:00 [entrez]']",ppublish,Exp Hematol. 2003 Jun;31(6):495-503. doi: 10.1016/s0301-472x(03)00066-3.,,"['S0301472X03000663 [pii]', '10.1016/s0301-472x(03)00066-3 [doi]']",,,,,,,,,,,,,,,,,
12828871,NLM,MEDLINE,20030917,20091119,0882-8245 (Print) 0882-8245 (Linking),16,2,2003,Analysis of the helper virus in murine retrovirus-induced immunodeficiency syndrome: evidence for immunoselection of the dominant and subdominant CTL epitopes of the BM5 ecotropic virus.,203-12,"In genetically susceptible strains, such as C57BL/6 (B6) mice, LP-BM5 causes murine AIDS (MAIDS). LP-BM5 is a complex mixture of murine leukemia viruses (MuLV) that includes replication competent ecotropic (BM5eco) and mink cell focus inducing (MCF), and replication defective (BM5d) MuLV. At present, for the BM5eco virus, sequence information on only the gag region is available. In this paper, we describe for the first time the sequencing of the entire BM5eco viral genome as well as analysis of homology with two other previously sequenced and well-characterized MuLVs, Emv-11 and Emv-2, the latter constituting the parental virus for BM5eco. We propose that the detailed sequence comparisons herein provide cogent evidence that BM5eco utilizes variations in cytotoxic T lymphocytes (CTL) epitopes as an immune escape mechanism. This CTL evasion mechanism may contribute substantially to the underlying prototypic susceptibility of B6 mice to LP-BM5-induced MAIDS.","['Gaur, Arti', 'Green, William R']","['Gaur A', 'Green WR']","['Department of Microbiology and Immunology, and the Norris Cotton Cancer Center, Dartmouth Medical School, Lebanon, New Hampshire 03756, USA.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Viral Immunol,Viral immunology,8801552,['0 (Immunodominant Epitopes)'],IM,"['Amino Acid Sequence', 'Animals', 'Cytotoxicity, Immunologic', 'Defective Viruses', '*Helper Viruses/genetics/immunology', 'Immunodominant Epitopes/*genetics', 'Leukemia Virus, Murine/*genetics/immunology', 'Mice', 'Mink Cell Focus-Inducing Viruses', 'Molecular Sequence Data', 'Murine Acquired Immunodeficiency Syndrome/*virology', '*Selection, Genetic', 'Sequence Analysis, DNA', 'T-Lymphocytes, Cytotoxic/*immunology']",2003/06/28 05:00,2003/09/18 05:00,['2003/06/28 05:00'],"['2003/06/28 05:00 [pubmed]', '2003/09/18 05:00 [medline]', '2003/06/28 05:00 [entrez]']",ppublish,Viral Immunol. 2003;16(2):203-12. doi: 10.1089/088282403322017938.,,['10.1089/088282403322017938 [doi]'],,,"['CA50157/CA/NCI NIH HHS/United States', 'CA69525/CA/NCI NIH HHS/United States', 'CA82755/CA/NCI NIH HHS/United States', 'T32 A017363/PHS HHS/United States']",,,,,,,,,,,,,,
12828870,NLM,MEDLINE,20030917,20081121,0882-8245 (Print) 0882-8245 (Linking),16,2,2003,"A small animal model for mother-to-fetus transmission of ts1, a murine retrovirus.",191-201,"Infection with a murine retrovirus, MoMuLV-TB, ts1 in BALB/c mice has been established as a small animal model for retroviral neurodegenerative disease as shown with infections such as HIV. However, mother-to-pup transmission has never been demonstrated in this model. The current investigation examines vertical transmission of ts1 in this mouse model. A total of 15 females were used to produce 59 pups (16 were used for control, and 43 were used as experimental animals). For experiment 1, 24 5-day-old mice were injected with [0.2 mL of 2.0 x 10(6) ffu/mL ts1] virus. For experiment 2, 19 48-h-old mice were injected with [0.1 mL of 4 x 10(6) ffu/mL ts1] virus. Control groups were injected with DMEM only. PCR and electron microscopy were performed to determine the presence of virus. All mice from experiment 1 injected with ts1 showed viral infection, and retained 100% reproductive capacity. Three out of 102 pups produced by these infected females were infected with ts1. Nine percent of the pups from experiment 2 injected with ts1 retained normal reproductive capacity, and two out of eight (25%) pups had viral infection. Vertical transmission of this unique retrovirus occurs and is dependent, in part, on the timing of maternal infection.","['Chakraborty, Joana', 'Clark, Stacie', 'Okonta, Henry', 'Duggan, Joan']","['Chakraborty J', 'Clark S', 'Okonta H', 'Duggan J']","['Department of Physiology and Molecular Medicine, Medical College of Ohio, Toledo, Ohio 43614-5804, USA. jchakraborty@mco.edu']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Viral Immunol,Viral immunology,8801552,,IM,"['Animals', '*Disease Models, Animal', 'Female', 'HIV Infections/transmission/virology', 'Humans', '*Infectious Disease Transmission, Vertical', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Microscopy, Electron', 'Moloney murine leukemia virus/genetics/*isolation & purification', 'Neurodegenerative Diseases/*virology', 'Placenta/virology', 'Polymerase Chain Reaction', 'Pregnancy', 'Pregnancy Complications, Infectious/virology', 'Retroviridae Infections/*transmission/virology', 'Spleen/virology']",2003/06/28 05:00,2003/09/18 05:00,['2003/06/28 05:00'],"['2003/06/28 05:00 [pubmed]', '2003/09/18 05:00 [medline]', '2003/06/28 05:00 [entrez]']",ppublish,Viral Immunol. 2003;16(2):191-201. doi: 10.1089/088282403322017929.,,['10.1089/088282403322017929 [doi]'],,,,,,,,,,,,,,,,,
12828856,NLM,MEDLINE,20030926,20071115,1043-0342 (Print) 1043-0342 (Linking),14,9,2003 Jun 10,Selection of oligonucleotide aptamers with enhanced uptake and activation of human leukemia B cells.,849-60,"The clinical use of oligonucleotide (ODN) therapeutics has been hampered by their limited ability to penetrate intact cells. To identify ODN properties that would facilitate cellular uptake, we developed a repetitive selection procedure using an ODN library containing at least 10(14) different molecules and human B lymphoma cells as a target. Natural phosphodiester single-stranded DNA ODNs (R-aptamers) were obtained after 10 rounds of selection. A common feature in the R-aptamers was guanine-rich 3' terminal sequences, and many also contained potential immunostimulatory (ISS) CpG sequence motifs. Two R-aptamers (R10-60 and D-R15-8) with the predominant shared characteristics were selected for further study on primary human chronic lymphocytic leukemia (CLL) B cells, which are well known to be difficult to transfect and activate. Flow cytometry analysis of the CLL cells demonstrated that the fluorochrome-labeled R-aptamers were internalized much more efficiently than nonselected random sequence ODN. Studies on sequence modifications indicated that efficient uptake required ODN multimerization, that was promoted by guanine-rich sequences at the 3' terminus. In addition, CLL cells that were exposed to the aggregating R-aptamers containing CpG motifs were strongly activated, as indicated by upregulation of CD40 levels as compared to cells treated with nonaggregating CpG R-aptamers. Together, these findings suggest that the sequence compositions in R-aptamers that promote multimerization and contain optimal ISS CpG motifs facilitate the delivery of ISS-ODN to CLL cells and enhance the activation of these cells.","['Wu, Christina C N', 'Castro, Januario E', 'Motta, Marina', 'Cottam, Howard B', 'Kyburz, Diego', 'Kipps, Thomas J', 'Corr, Maripat', 'Carson, Dennis A']","['Wu CC', 'Castro JE', 'Motta M', 'Cottam HB', 'Kyburz D', 'Kipps TJ', 'Corr M', 'Carson DA']","['Division of Rheumatology Allergy and Immunology, Department of Medicine, Sam and Rose Stein Institute for Research on Aging, University of California-San Diego, 9500 Gilman Drive, La Jolla, CA 92093-0663, USA. c5wu@ucsd.edu']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Hum Gene Ther,Human gene therapy,9008950,"['0 (Adjuvants, Immunologic)', '0 (CPG-oligonucleotide)', '0 (DNA-Binding Proteins)', '0 (Oligodeoxyribonucleotides)', '0 (Oligonucleotides)', '0 (Receptors, Cell Surface)', '0 (TLR9 protein, human)', '0 (Tlr9 protein, mouse)', '0 (Toll-Like Receptor 9)']",IM,"['Adjuvants, Immunologic/*chemistry/*metabolism/pharmacology', 'Animals', 'Centrifugation, Density Gradient', 'Chromatography, High Pressure Liquid', 'DNA-Binding Proteins/immunology/metabolism', 'Gene Library', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/immunology/*metabolism', 'Mice', 'Oligodeoxyribonucleotides/chemistry/metabolism/pharmacology', 'Oligonucleotides/*chemistry/*metabolism/pharmacology', 'Permeability', 'Receptors, Cell Surface/analysis/immunology/metabolism', 'Reverse Transcriptase Polymerase Chain Reaction', 'Toll-Like Receptor 9', 'Tumor Cells, Cultured']",2003/06/28 05:00,2003/09/27 05:00,['2003/06/28 05:00'],"['2003/06/28 05:00 [pubmed]', '2003/09/27 05:00 [medline]', '2003/06/28 05:00 [entrez]']",ppublish,Hum Gene Ther. 2003 Jun 10;14(9):849-60. doi: 10.1089/104303403765701141.,,['10.1089/104303403765701141 [doi]'],,,"['AR 07567/AR/NIAMS NIH HHS/United States', 'AR 44850/AR/NIAMS NIH HHS/United States', 'CA 81534/CA/NCI NIH HHS/United States', 'GM 23200/GM/NIGMS NIH HHS/United States']",,,,,,,,,,,,,,
12828777,NLM,MEDLINE,20030916,20190704,0007-0963 (Print) 0007-0963 (Linking),148,6,2003 Jun,Ulceration of the penis due to Absidia corymbifera.,1286-7,,"['Karam, A', 'Ianotto, J-C', 'Metges, J-P', 'Eveillard, J-R', 'Leroy, J-P', 'Le Flohic, A-M', 'Berthou, C']","['Karam A', 'Ianotto JC', 'Metges JP', 'Eveillard JR', 'Leroy JP', 'Le Flohic AM', 'Berthou C']",,['eng'],"['Case Reports', 'Letter']",England,Br J Dermatol,The British journal of dermatology,0004041,"['0 (Antineoplastic Agents)', '0 (Immunosuppressive Agents)']",IM,"['*Absidia', 'Adult', 'Antineoplastic Agents/adverse effects', 'Humans', 'Immunosuppressive Agents/adverse effects', 'Leukemia, Myeloid, Acute/complications/drug therapy', 'Male', 'Mucormycosis/*complications', 'Necrosis', 'Opportunistic Infections/*complications', 'Penile Diseases/*microbiology', 'Ulcer/*microbiology']",2003/06/28 05:00,2003/09/17 05:00,['2003/06/28 05:00'],"['2003/06/28 05:00 [pubmed]', '2003/09/17 05:00 [medline]', '2003/06/28 05:00 [entrez]']",ppublish,Br J Dermatol. 2003 Jun;148(6):1286-7. doi: 10.1046/j.1365-2133.2003.05371.x.,,"['5371 [pii]', '10.1046/j.1365-2133.2003.05371.x [doi]']",,,,,,,,,,,,,,,,,
12828739,NLM,MEDLINE,20030916,20190704,0007-0963 (Print) 0007-0963 (Linking),148,6,2003 Jun,Analysis of risk factors for acute cutaneous graft-versus-host disease after allogeneic stem cell transplantation.,1129-34,"BACKGROUND: Although skin is typically the first site of involvement of acute graft-versus-host disease (GVHD), most standard recommended staging and grading criteria allow enrolment of patients with involvement of GVHD target organs other than the skin in studies analysing risk factors for acute GVHD after stem cell transplantation (SCT). OBJECTIVES: To determine the risk factors for developing histologically confirmed acute cutaneous GVHD in patients who underwent allogeneic SCT for different haematological disorders. METHODS: This retrospective study was based on review of clinical files and databases from 300 consecutive patients with several haematological disorders who received allogeneic SCT between 1 January 1984 and 31 December 1999 at Hospital Universitario de la Princesa, Madrid, Spain. Variables evaluated included diagnosis of haematological disorder, age and gender (donor and recipient), HLA matching, female donor to male recipient, donor and recipient viral serology (cytomegalovirus), conditioning regimen, GVHD prophylaxis, blood counts at day of engraftment, mortality, cause of death, and survival at 100 days, 5 years and 10 years following SCT. RESULTS: In multivariate analysis, risk factors for acute cutaneous GVHD were type of haematological disease (P = 0.006), HLA disparity (P = 0.006), number of transplants per patient (P = 0.017), conditioning regimen (P = 0.001), and GVHD prophylaxis (P = 0.025). Survival rates did not differ significantly for cases and controls. CONCLUSIONS: Risk factors for acute cutaneous GVHD were a diagnosis of chronic myeloid leukaemia, HLA disparity, receipt of more than one SCT, conditioning regimens including total body irradiation, and GVHD prophylaxis regimens other than ciclosporin plus methotrexate. Other common risk factors for acute GVHD without specific target organ involvement showed no significant association with the risk for developing acute GVHD affecting the skin as primary target organ.","['Vargas-Diez, E', 'Fernandez-Herrera, J', 'Marin, A', 'Camara, R', 'Garcia-Diez, A']","['Vargas-Diez E', 'Fernandez-Herrera J', 'Marin A', 'Camara R', 'Garcia-Diez A']","['Departments of Dermatology, Hospital Universitario de la Princesa, C/Diego de Leon 62, 28006 Madrid, Spain. erichvargas@aedv.es']",['eng'],['Journal Article'],England,Br J Dermatol,The British journal of dermatology,0004041,,IM,"['Acute Disease', 'Adult', 'Female', 'Graft vs Host Disease/*etiology', 'Humans', 'Male', 'Multivariate Analysis', 'Risk Assessment', 'Risk Factors', 'Skin Diseases/*etiology', 'Stem Cell Transplantation/*adverse effects', 'Transplantation, Homologous', 'Treatment Outcome']",2003/06/28 05:00,2003/09/17 05:00,['2003/06/28 05:00'],"['2003/06/28 05:00 [pubmed]', '2003/09/17 05:00 [medline]', '2003/06/28 05:00 [entrez]']",ppublish,Br J Dermatol. 2003 Jun;148(6):1129-34. doi: 10.1046/j.1365-2133.2003.05336.x.,,"['5336 [pii]', '10.1046/j.1365-2133.2003.05336.x [doi]']",,,,,,,,,,,,,,,,,
12828704,NLM,MEDLINE,20030904,20190906,1076-0512 (Print) 1076-0512 (Linking),29,7,2003 Jul,A diagnosis of chronic lymphocytic leukemia prompted by cutaneous lymphocytic infiltrates present in mohs micrographic surgery frozen sections.,769-71,"BACKGROUND: Chronic lymphocytic leukemia (CLL) is the most common form of leukemia in the United States. Patients with CLL are at an increased risk for the development of second malignant neoplasms, the most common of which is cuta-neous squamous cell carcinoma (SCC). Cutaneous infiltrates of CLL have been reported in association with primary cutaneous neoplasms, including SCC, basal cell carcinoma, and actinic keratosis. The finding of a dense lymphocytic infiltrate surrounding a cutaneous neoplasm should prompt consideration of possible underlying CLL. OBJECTIVE: To review the relationship of CLL to cutaneous SCC and to raise awareness of the possible coexistence of these two neoplasms. METHODS: The case report describes a patient with a SCC of the left cheek treated with Mohs micrographic surgery. A dense lymphocytic infiltrate was noted on the frozen sections, and a complete blood count was obtained. RESULTS: A lymphocytosis was detected, leading to the diagnosis of CLL, stage 0. CONCLUSION: Patients with CLL are at an increased risk for the development of cutaneous neoplasms. An infiltrate of leukemic cells in documented CLL patients can be associated with cutaneous neoplasms such as SCC. We present a patient with no known hematologic malignancy who demonstrated a dense lymphocytic infiltrate on Mohs sections. The diagnosis of CLL was considered based on the appearance of this infiltrate. Subsequently, a new case of CLL was confirmed with appropriate testing. The finding of a dense subcutaneous infiltrate of lymphocytes on Mohs frozen sections should raise the possibility of CLL and lead to appropriate screening tests.","['Padgett, Julia K', 'Parlette, Harry L 3rd', 'English, Joseph C 3rd']","['Padgett JK', 'Parlette HL 3rd', 'English JC 3rd']","['Department of Dermatology, University of Virginia, Charlottesville, Virginia 22908-0718, USA.']",['eng'],"['Case Reports', 'Journal Article']",United States,Dermatol Surg,Dermatologic surgery : official publication for American Society for Dermatologic Surgery [et al.],9504371,,IM,"['Aged', 'Carcinoma, Squamous Cell/*pathology/surgery', 'Facial Neoplasms/*pathology/surgery', 'Frozen Sections', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*pathology', 'Leukemic Infiltration/*pathology', 'Male', 'Mohs Surgery']",2003/06/28 05:00,2003/09/05 05:00,['2003/06/28 05:00'],"['2003/06/28 05:00 [pubmed]', '2003/09/05 05:00 [medline]', '2003/06/28 05:00 [entrez]']",ppublish,Dermatol Surg. 2003 Jul;29(7):769-71. doi: 10.1046/j.1524-4725.2003.29194.x.,,"['29194 [pii]', '10.1046/j.1524-4725.2003.29194.x [doi]']",,,,,,,,,,,,,,,,,
12828580,NLM,MEDLINE,20031014,20191107,1328-8067 (Print) 1328-8067 (Linking),45,3,2003 Jun,Persistence of TEL-AML1 transcript in acute lymphoblastic leukemia in long-term remission.,275-80,"BACKGROUND: It has recently been shown that t (12;21) (p13;q 22) is the most common molecular genetic abnormality in childhood acute lymphoblastic leukemia (ALL). We have analyzed this translocation in an attempt to evaluate its incidence and to monitor minimal residual disease (MRD) with t (12; 21) rearrangement by detection of TEL-AML1 transcript in patients with childhood ALL. PROCEDURE: All cryopreserved bone marrow samples were analyzed using a nested reverse transcription-polymerase chain reaction (RT-PCR) method. TEL-AML1 transcripts were searched for in 34 ALL patients, including six in relapse consecutively diagnosed at our institution between 1991 and 1997. RESULTS: TEL-AML1 transcripts were found in five (19%) of 27 patients with B precursor ALL. The patients with BCR-ABL, chromosome 11q23 rearrangement and T-ALL patients did not express TEL-AML1 transcripts. Moreover, MRD in five patients with TEL-AML1 transcripts were analyzed in serial samples. Although TEL-AML1 transcripts disappeared soon after the beginning of chemotherapy in three of the five patients, one patient continued to express them for up to 21 months without recurrence and remained in continuous complete remission for seven years after the cessation of chemotherapy. The remaining patient was admitted to our hospital after the second relapse but died following a failure to induce complete remission. CONCLUSION: For most patients, the presence of TEL-AML1 transcripts suggests excellent chemosensitivity and a favorable prognosis, but some patients with these transcripts have a different outcome. The present study suggests the possibility that a persistence of MRD is not necessarily related to a relapse of ALL with TEL-AML1 fusion. The prognostic significance of TEL-AML1 transcript remains controversial. Further studies are needed to evaluate the relation between the TEL-AML1 transcript and prognosis.","['Endo, Chie', 'Oda, Megumi', 'Nishiuchi, Ritsuo', 'Seino, Yoshiki']","['Endo C', 'Oda M', 'Nishiuchi R', 'Seino Y']","['Department of Pediatrics, Okayama University Graduate School of Medicine and Dentistry, Okayama, Japan.']",['eng'],['Journal Article'],Australia,Pediatr Int,Pediatrics international : official journal of the Japan Pediatric Society,100886002,"['0 (Core Binding Factor Alpha 2 Subunit)', '0 (Neoplasm Proteins)', '0 (Oncogene Proteins, Fusion)', '0 (TEL-AML1 fusion protein)']",IM,"['Child', 'Child, Preschool', 'Core Binding Factor Alpha 2 Subunit', 'Humans', 'Infant', 'Male', 'Neoplasm Proteins/analysis/genetics', 'Neoplasm, Residual', 'Oncogene Proteins, Fusion/*genetics', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics/pathology', 'Recurrence', 'Reverse Transcriptase Polymerase Chain Reaction', 'Sensitivity and Specificity', '*Translocation, Genetic']",2003/06/28 05:00,2003/10/15 05:00,['2003/06/28 05:00'],"['2003/06/28 05:00 [pubmed]', '2003/10/15 05:00 [medline]', '2003/06/28 05:00 [entrez]']",ppublish,Pediatr Int. 2003 Jun;45(3):275-80. doi: 10.1046/j.1442-200x.2003.01709.x.,,"['1709 [pii]', '10.1046/j.1442-200x.2003.01709.x [doi]']",,,,,,,,,,,,,,,,,
12828579,NLM,MEDLINE,20031014,20191107,1328-8067 (Print) 1328-8067 (Linking),45,3,2003 Jun,Unrelated cord blood transplantation for second hemopoietic stem cell transplantation.,268-74,"BACKGROUND: The Kanagawa Cord Blood Bank (KCBB) reports the treatment of 12 patients who received umbilical cord blood transplantation (CBT) from unrelated donors as their second hemopoietic stem cell transplantation (HSCT). METHODS: Provided by the KCBB, between February 1997 and September 2000, 12 patients had unrelated CBT as a second HSCT. Six patients were male and six female; nine patients were in malignant, and three were in non-malignant conditions. The median age of the patients was 7.9 years (range, 2.2-28.0), and the median bodyweight was 22.5 kg (12.0-55.0). The HLA-A and -B serological and DR genotypical disparities between the patients and CBT donors were as follows: one patient was a 0-mismatch, six were 1-mismatches, and five were 2-mismatches. RESULTS: The median time between first and second HSCT was 14.0 months (1.0-47.0). The overall survival rate was 25.0%, three years after CBT (Kaplan-Meier estimate). Mortality after CBT as a second HSCT accounted for nine cases, six from infection and three from treatment-related mortality other than infection. CONCLUSION: Cord blood transplantation offers the advantage of rapid availability, absence of donor risk, and possibly less HLA restriction. In these contexts, unrelated CBT should be considered as a source of HSCT for a second transplant.","['Isoyama, Keiichi', 'Ohnuma, Kei', 'Ikuta, Koichiro', 'Toyoda, Yasunori', 'Nakajima, Fumiaki', 'Yamada, Kouichiro', 'Nishihira, Hirokazu']","['Isoyama K', 'Ohnuma K', 'Ikuta K', 'Toyoda Y', 'Nakajima F', 'Yamada K', 'Nishihira H']","['Department of Pediatrics, Showa University Fujigaoka Hospital, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Australia,Pediatr Int,Pediatrics international : official journal of the Japan Pediatric Society,100886002,['EC 2.4.2.1 (Purine-Nucleoside Phosphorylase)'],IM,"['Adrenoleukodystrophy/therapy', 'Adult', 'Child', 'Child, Preschool', '*Cord Blood Stem Cell Transplantation/adverse effects/mortality', 'Female', 'Graft vs Host Disease/etiology', 'Humans', 'Leukemia/therapy', 'Male', 'Mucopolysaccharidosis II/therapy', 'Purine-Nucleoside Phosphorylase/deficiency', 'Recurrence', 'Retreatment']",2003/06/28 05:00,2003/10/15 05:00,['2003/06/28 05:00'],"['2003/06/28 05:00 [pubmed]', '2003/10/15 05:00 [medline]', '2003/06/28 05:00 [entrez]']",ppublish,Pediatr Int. 2003 Jun;45(3):268-74. doi: 10.1046/j.1442-200x.2003.01717.x.,,"['1717 [pii]', '10.1046/j.1442-200x.2003.01717.x [doi]']",,,,,['Kanagawa Cord Blood Bank'],,,,,,,,,,,,
12828478,NLM,MEDLINE,20031120,20161124,0163-3864 (Print) 0163-3864 (Linking),66,6,2003 Jun,"Cytotoxic flavone analogues of vitexicarpin, a constituent of the leaves of Vitex negundo.",865-7,"Bioassay-guided fractionation of the chloroform-soluble extract of the leaves of Vitex negundo led to the isolation of the known flavone vitexicarpin (1), which exhibited broad cytotoxicity in a human cancer cell line panel. In an attempt to increase the cytotoxic potency of 1, a series of acylation reactions was performed on this compound to obtain its methylated (2), acetylated (3), and six new acylated (4-9) derivatives. Compound 9, the previously unreported 5,3'-dihexanoyloxy-3,6,7,4'-tetramethoxyflavone, showed comparative cytotoxic potency to compound 1 and was selected for further evaluation. However, this compound was found to be inactive when evaluated in the in vivo hollow fiber assay with Lu1, KB, and LNCaP cells at the highest dose (40 mg/kg/body weight) tested, and in the in vivo P-388 leukemia model (135 mg/kg), using the ip administration route.","['Diaz, Fredyc', 'Chavez, Daniel', 'Lee, Dongho', 'Mi, Qiuwen', 'Chai, Hee-Byung', 'Tan, Ghee T', 'Kardono, Leonardus B S', 'Riswan, Soedarsono', 'Fairchild, Craig R', 'Wild, Robert', 'Farnsworth, Norman R', 'Cordell, Geoffrey A', 'Pezzuto, John M', 'Kinghorn, A Douglas']","['Diaz F', 'Chavez D', 'Lee D', 'Mi Q', 'Chai HB', 'Tan GT', 'Kardono LB', 'Riswan S', 'Fairchild CR', 'Wild R', 'Farnsworth NR', 'Cordell GA', 'Pezzuto JM', 'Kinghorn AD']","['Program for Collaborative Research in the Pharmaceutical Sciences and Department of Medicinal Chemistry and Pharmacognosy, College of Pharmacy, University of Illinois at Chicago, Chicago, IL 60612, USA.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Nat Prod,Journal of natural products,7906882,"['0 (Antineoplastic Agents, Phytogenic)', '0 (Flavonoids)', '753GT729OU (casticin)']",IM,"['Acylation', 'Animals', 'Antineoplastic Agents, Phytogenic/chemistry/*isolation & purification/pharmacology', 'Colonic Neoplasms', 'Disease Models, Animal', 'Drug Screening Assays, Antitumor', 'Flavonoids/*chemistry/*isolation & purification/pharmacology', 'Humans', 'Indonesia', 'Inhibitory Concentration 50', 'Leukemia P388', 'Lung Neoplasms', 'Male', 'Methylation', 'Mice', 'Molecular Structure', 'Nuclear Magnetic Resonance, Biomolecular', 'Plant Leaves/chemistry', 'Plants, Medicinal/*chemistry', 'Prostatic Neoplasms', 'Tumor Cells, Cultured/drug effects', 'Vitex/*chemistry']",2003/06/28 05:00,2003/12/03 05:00,['2003/06/28 05:00'],"['2003/06/28 05:00 [pubmed]', '2003/12/03 05:00 [medline]', '2003/06/28 05:00 [entrez]']",ppublish,J Nat Prod. 2003 Jun;66(6):865-7. doi: 10.1021/np0300784.,,['10.1021/np0300784 [doi]'],,,['U19 CA 52956/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,,
